[94479] ['(4-4i)', '(6+5i)', '(7-3i)', '(7+2i)'] -> (((4-4i) + (6+5i)) + ((7-3i) + (7+2i)))
[68803] ['(3-9i)', '(5-4i)', '(6-7i)', '8'] -> (((3-9i) * 8) / ((6-7i) - (5-4i)))
[68828] ['(3-9i)', '(5-4i)', '(6-6i)', '(9+9i)'] -> (((9+9i) * ((6-6i) - (5-4i))) - (3-9i))
[68839] ['(3-9i)', '(5-4i)', '(6-5i)', '(7+8i)'] -> (((5-4i) * ((6-5i) - (3-9i))) - (7+8i))
[68877] ['(3-9i)', '(5-4i)', '(6-3i)', '(9-3i)'] -> (((3-9i) + (9-3i)) * ((6-3i) - (5-4i)))
[68902] ['(3-9i)', '(5-4i)', '(6-i)', '6'] -> (((3-9i) * ((6-i) - (5-4i))) - 6)
[68920] ['(3-9i)', '(5-4i)', '6', '(6+5i)'] -> (6 * ((6+5i) + ((3-9i) - (5-4i))))
[68985] ['(3-9i)', '(5-4i)', '(6+3i)', '(8-7i)'] -> (((6+3i) * ((8-7i) - (5-4i))) - (3-9i))
[69186] ['(3-9i)', '(5-4i)', '(7-6i)', '(8-i)'] -> (((5-4i) * ((7-6i) - (3-9i))) - (8-i))
[69246] ['(3-9i)', '(5-4i)', '(7-4i)', '(9+9i)'] -> (((3-9i) + (9+9i)) * ((7-4i) - (5-4i)))
[69258] ['(3-9i)', '(5-4i)', '(7-3i)', '(9-9i)'] -> (((9-9i) * ((7-3i) - (5-4i))) - (3-9i))
[69294] ['(3-9i)', '(5-4i)', '(7-i)', '(9-9i)'] -> (((3-9i) * ((7-i) - (5-4i))) - (9-9i))
[69307] ['(3-9i)', '(5-4i)', '7', '(8-8i)'] -> (((3-9i) * (8-8i)) / ((5-4i) - 7))
[69375] ['(3-9i)', '(5-4i)', '(7+4i)', '(9-3i)'] -> (((3-9i) * (7+4i)) - ((5-4i) * (9-3i)))
[69379] ['(3-9i)', '(5-4i)', '(7+4i)', '(9+9i)'] -> (((3-9i) + (5-4i)) + ((7+4i) + (9+9i)))
[69398] ['(3-9i)', '(5-4i)', '(7+5i)', '(9+8i)'] -> (((3-9i) + (5-4i)) + ((7+5i) + (9+8i)))
[69416] ['(3-9i)', '(5-4i)', '(7+6i)', '(9+7i)'] -> (((3-9i) + (5-4i)) + ((7+6i) + (9+7i)))
[69436] ['(3-9i)', '(5-4i)', '(7+7i)', '(9+6i)'] -> (((4-i) * 6) - ((9-4i) - (9+2i)))
[69467] ['(3-9i)', '(5-4i)', '(7+8i)', '(9+5i)'] -> (((3-9i) + (5-4i)) + ((7+8i) + (9+5i)))
[69497] ['(3-9i)', '(5-4i)', '(7+9i)', '(9+4i)'] -> (((3-7i) + (5+6i)) + ((7-5i) + (9+6i)))
[69586] ['(3-9i)', '(5-4i)', '(8-5i)', '9'] -> ((9 * ((8-5i) - (5-4i))) - (3-9i))
[69605] ['(3-9i)', '(5-4i)', '(8-4i)', '(9-3i)'] -> (((9-3i) * ((8-4i) - (5-4i))) - (3-9i))
[69720] ['(3-9i)', '(5-4i)', '(8+4i)', '(8+9i)'] -> (((3-9i) + (5-4i)) + ((8+4i) + (8+9i)))
[69733] ['(3-9i)', '(5-4i)', '(8+5i)', '(8+8i)'] -> (((3-9i) + (5-4i)) + ((8+5i) + (8+8i)))
[69744] ['(3-9i)', '(5-4i)', '(8+6i)', '(8+7i)'] -> (((3-9i) + (5-4i)) + ((8+6i) + (8+7i)))
[69756] ['(3-9i)', '(5-4i)', '(8+8i)', '(9-6i)'] -> (((3-9i) * (8+8i)) / ((9-6i) - (5-4i)))
[69819] ['(3-9i)', '(5-4i)', '(9-3i)', '(9+i)'] -> (((3-9i) + (9-3i)) / ((5-4i) / (9+i)))
[69921] ['(3-9i)', '(5-3i)', '(5-i)', '(6+6i)'] -> (((3-9i) + (5-3i)) / ((5-i) / (6+6i)))
[69981] ['(3-9i)', '(5-3i)', '5', '(9+9i)'] -> (8 + (4i * (-7i - -3i)))
[70007] ['(3-9i)', '(5-3i)', '(5+i)', '(9+9i)'] -> ((-7i - 5i) - (-3i * (4-8i)))
[70046] ['(3-9i)', '(5-3i)', '(5+3i)', '(7-6i)'] -> (((5-3i) * ((7-6i) - (3-9i))) - (5+3i))
[70059] ['(3-9i)', '(5-3i)', '(5+3i)', '(7+9i)'] -> (((5-3i) * (5+3i)) - ((3-9i) + (7+9i)))
[70144] ['(3-9i)', '(5-3i)', '(5+6i)', '8'] -> (((2-2i) * (9+8i)) - ((1-7i) + (9+5i)))
[70152] ['(3-9i)', '(5-3i)', '(5+6i)', '9'] -> (((3-9i) * (5+6i)) - ((5-3i) * 9))
[70218] ['(3-9i)', '(5-3i)', '(5+9i)', '(8-3i)'] -> (((3-9i) + (5+9i)) * ((8-3i) - (5-3i)))
[70313] ['(3-9i)', '(5-3i)', '(6-6i)', '(6+2i)'] -> (((3-9i) * (6+2i)) - ((5-3i) * (6-6i)))
[70329] ['(3-9i)', '(5-3i)', '(6-6i)', '8'] -> (((3-9i) * 8) / ((6-6i) - (5-3i)))
[70359] ['(3-9i)', '(5-3i)', '(6-5i)', '(9+9i)'] -> (((4-i) * (6+2i)) + ((6+2i) - (8+4i)))
[70362] ['(3-9i)', '(5-3i)', '(6-4i)', '(6+i)'] -> (((5-3i) * (6+i)) - ((3-9i) + (6-4i)))
[70432] ['(3-9i)', '(5-3i)', '(6-2i)', '(9-3i)'] -> (((9-9i) - (3-3i)) / ((1-i) / 4))
[70461] ['(3-9i)', '(5-3i)', '6', '6'] -> (((4-4i) + (5-i)) + ((6-4i) + (9+9i)))
[70464] ['(3-9i)', '(5-3i)', '6', '(6+6i)'] -> (6 * ((6+6i) + ((3-9i) - (5-3i))))
[70465] ['(3-9i)', '(5-3i)', '6', '(6+9i)'] -> (((3-9i) * (5-3i)) + (6 * (6+9i)))
[70525] ['(3-9i)', '(5-3i)', '(6+2i)', '(9+i)'] -> ((4-4i) * (((5-i) + (6-i)) - (8-5i)))
[70539] ['(3-9i)', '(5-3i)', '(6+3i)', '(8-6i)'] -> (((6+3i) * ((8-6i) - (5-3i))) - (3-9i))
[70751] ['(3-9i)', '(5-3i)', '(7-5i)', '(8-7i)'] -> (((5-3i) * ((8-7i) - (3-9i))) - (7-5i))
[70758] ['(3-9i)', '(5-3i)', '(7-5i)', '(8+8i)'] -> (((5-3i) * ((7-5i) - (3-9i))) - (8+8i))
[70789] ['(3-9i)', '(5-3i)', '(7-3i)', '(9-9i)'] -> (((5-3i) * (9-9i)) - ((3-9i) * (7-3i)))
[70795] ['(3-9i)', '(5-3i)', '(7-3i)', '(9+9i)'] -> (((5-2i) - (5+2i)) * ((7+2i) - (7-4i)))
[70806] ['(3-9i)', '(5-3i)', '(7-2i)', '(9-9i)'] -> (((9-9i) * ((7-2i) - (5-3i))) - (3-9i))
[70834] ['(3-9i)', '(5-3i)', '7', '(9-9i)'] -> (((3-9i) * (7 - (5-3i))) - (9-9i))
[70842] ['(3-9i)', '(5-3i)', '(7+i)', '(8-8i)'] -> ((9-3i) - (-3i * (-7i + (1+2i))))
[70887] ['(3-9i)', '(5-3i)', '(7+3i)', '(9+9i)'] -> ((-i - i) * ((1+6i) - (1-6i)))
[70903] ['(3-9i)', '(5-3i)', '(7+4i)', '(9+8i)'] -> (((3-9i) + (5-3i)) + ((7+4i) + (9+8i)))
[70918] ['(3-9i)', '(5-3i)', '(7+5i)', '(9+7i)'] -> (-3i * (((1+4i) / (4-i)) - -7i))
[70930] ['(3-9i)', '(5-3i)', '(7+6i)', '9'] -> (9 + ((7+6i) * ((3-9i) / (5-3i))))
[70931] ['(3-9i)', '(5-3i)', '(7+6i)', '(9+6i)'] -> (((3-9i) + (5-3i)) + ((7+6i) + (9+6i)))
[70944] ['(3-9i)', '(5-3i)', '(7+7i)', '(9+5i)'] -> ((-4i * (2+5i)) - ((1-3i) * (2-2i)))
[70966] ['(3-9i)', '(5-3i)', '(7+8i)', '(9+4i)'] -> (((3-9i) + (5-3i)) + ((7+8i) + (9+4i)))
[70979] ['(3-9i)', '(5-3i)', '(7+9i)', '(9+3i)'] -> ((-4i - (2-2i)) * ((1-3i) - (7-9i)))
[71045] ['(3-9i)', '(5-3i)', '(8-4i)', '9'] -> ((9 * ((8-4i) - (5-3i))) - (3-9i))
[71054] ['(3-9i)', '(5-3i)', '(8-3i)', '(9-3i)'] -> (((9-3i) * ((8-3i) - (5-3i))) - (3-9i))
[71110] ['(3-9i)', '(5-3i)', '(8+2i)', '(9-3i)'] -> (((3-9i) + (9-3i)) / ((5-3i) / (8+2i)))
[71114] ['(3-9i)', '(5-3i)', '(8+3i)', '(8+9i)'] -> (((2-8i) - (2-4i)) * ((2-i) - (2-7i)))
[71123] ['(3-9i)', '(5-3i)', '(8+4i)', '(8+8i)'] -> (((3-9i) + (5-3i)) + ((8+4i) + (8+8i)))
[71127] ['(3-9i)', '(5-3i)', '(8+5i)', '(8+7i)'] -> ((6-6i) * (i - (-i * (1-2i))))
[71134] ['(3-9i)', '(5-3i)', '(8+6i)', '(8+6i)'] -> (((3-9i) + (5-3i)) + ((8+6i) + (8+6i)))
[71156] ['(3-9i)', '(5-3i)', '(8+8i)', '(9-5i)'] -> (((3-9i) * (8+8i)) / ((9-5i) - (5-3i)))
[71247] ['(3-9i)', '(5-2i)', '(5-i)', '(6-9i)'] -> (((5-i) * (6-9i)) - ((3-9i) * (5-2i)))
[71280] ['(3-9i)', '(5-2i)', '5', '(8-7i)'] -> (((5-2i) * ((8-7i) - (3-9i))) - 5)
[71332] ['(3-9i)', '(5-2i)', '(5+2i)', '(6+i)'] -> (((5-2i) * (6+i)) - ((3-9i) + (5+2i)))
[71345] ['(3-9i)', '(5-2i)', '(5+2i)', '(8-9i)'] -> (((3-9i) - (8-9i)) + ((5-2i) * (5+2i)))
[71475] ['(3-9i)', '(5-2i)', '(5+7i)', '8'] -> ((7+i) + ((1-3i) * (-4i + (2+9i))))
[71530] ['(3-9i)', '(5-2i)', '(5+9i)', '(8-2i)'] -> (4 * (9 + ((4-7i) - (7-7i))))
[71546] ['(3-9i)', '(5-2i)', '(6-9i)', '(6+6i)'] -> (-4i * ((4-5i) - ((1-3i) + (3-8i))))
[71561] ['(3-9i)', '(5-2i)', '(6-9i)', '(9+7i)'] -> (((3-9i) + ((6-9i) * (9+7i))) / (5-2i))
[71654] ['(3-9i)', '(5-2i)', '(6-5i)', '8'] -> (((2-5i) + (4+5i)) * ((8-4i) - (4-4i)))
[71686] ['(3-9i)', '(5-2i)', '(6-4i)', '(9+9i)'] -> ((2-3i) + ((5+2i) * ((1-4i) + (3+3i))))
[71764] ['(3-9i)', '(5-2i)', '(6-i)', '(9-3i)'] -> (((3-9i) + (9-3i)) * ((6-i) - (5-2i)))
[71770] ['(3-9i)', '(5-2i)', '6', '(6+i)'] -> (((3-9i) * ((6+i) - (5-2i))) - 6)
[71777] ['(3-9i)', '(5-2i)', '6', '(6+7i)'] -> ((4-4i) * ((9+6i) - ((2-5i) + (4+8i))))
[71824] ['(3-9i)', '(5-2i)', '(6+2i)', '(7+7i)'] -> (((5-2i) * (6+2i)) - ((3-9i) + (7+7i)))
[71840] ['(3-9i)', '(5-2i)', '(6+3i)', '(7+5i)'] -> (((3-9i) * (5-2i)) + ((6+3i) * (7+5i)))
[71843] ['(3-9i)', '(5-2i)', '(6+3i)', '(8-5i)'] -> (((6+3i) * ((8-5i) - (5-2i))) - (3-9i))
[72030] ['(3-9i)', '(5-2i)', '(7-9i)', '(9+6i)'] -> (((3-9i) + ((7-9i) * (9+6i))) / (5-2i))
[72146] ['(3-9i)', '(5-2i)', '(7-2i)', '(9+9i)'] -> (((3-9i) + (9+9i)) * ((7-2i) - (5-2i)))
[72153] ['(3-9i)', '(5-2i)', '(7-i)', '(9-9i)'] -> (((9-9i) * ((7-i) - (5-2i))) - (3-9i))
[72169] ['(3-9i)', '(5-2i)', '7', '(8-5i)'] -> (((5-2i) * 7) - ((3-9i) + (8-5i)))
[72191] ['(3-9i)', '(5-2i)', '(7+i)', '(9-9i)'] -> (((3-9i) * ((7+i) - (5-2i))) - (9-9i))
[72201] ['(3-9i)', '(5-2i)', '(7+2i)', '(8-8i)'] -> (((3-9i) * (8-8i)) / ((5-2i) - (7+2i)))
[72218] ['(3-9i)', '(5-2i)', '(7+2i)', '(9+9i)'] -> ((5+4i) - ((2-5i) * ((4-4i) - (6-i))))
[72227] ['(3-9i)', '(5-2i)', '(7+3i)', '(9-3i)'] -> (((3-9i) + (9-3i)) / ((5-2i) / (7+3i)))
[72235] ['(3-9i)', '(5-2i)', '(7+3i)', '(9+8i)'] -> (((3-9i) + (5-2i)) + ((7+3i) + (9+8i)))
[72251] ['(3-9i)', '(5-2i)', '(7+4i)', '(9+7i)'] -> (((3-9i) + (5-2i)) + ((7+4i) + (9+7i)))
[72260] ['(3-9i)', '(5-2i)', '(7+5i)', '(8-6i)'] -> (((5-2i) * ((8-6i) - (3-9i))) - (7+5i))
[72274] ['(3-9i)', '(5-2i)', '(7+5i)', '(9+6i)'] -> (((3-9i) + (5-2i)) + ((7+5i) + (9+6i)))
[72294] ['(3-9i)', '(5-2i)', '(7+6i)', '(9+5i)'] -> (((3-9i) + (5-2i)) + ((7+6i) + (9+5i)))
[72307] ['(3-9i)', '(5-2i)', '(7+7i)', '(9+4i)'] -> (((1-9i) * (1+3i)) - ((1-7i) + (3+i)))
[72315] ['(3-9i)', '(5-2i)', '(7+8i)', '(9+3i)'] -> (((3-9i) + (5-2i)) + ((7+8i) + (9+3i)))
[72326] ['(3-9i)', '(5-2i)', '(7+9i)', '(9+2i)'] -> (((3-9i) + (5-2i)) + ((7+9i) + (9+2i)))
[72354] ['(3-9i)', '(5-2i)', '(8-7i)', '(9-8i)'] -> (((5-2i) * ((9-8i) - (3-9i))) - (8-7i))
[72395] ['(3-9i)', '(5-2i)', '(8-3i)', '9'] -> ((9 * ((8-3i) - (5-2i))) - (3-9i))
[72401] ['(3-9i)', '(5-2i)', '(8-2i)', '(9-3i)'] -> (((9-3i) * ((8-2i) - (5-2i))) - (3-9i))
[72432] ['(3-9i)', '(5-2i)', '(8+2i)', '(8+9i)'] -> (((3-9i) + (5-2i)) + ((8+2i) + (8+9i)))
[72439] ['(3-9i)', '(5-2i)', '(8+3i)', '(8+8i)'] -> (((2-3i) * (4+3i)) - ((1-4i) - (8+2i)))
[72440] ['(3-9i)', '(5-2i)', '(8+3i)', '(9-9i)'] -> ((-7i + (8+7i)) * ((3-3i) - -3i))
[72448] ['(3-9i)', '(5-2i)', '(8+4i)', '(8+7i)'] -> (((3-9i) + (5-2i)) + ((8+4i) + (8+7i)))
[72458] ['(3-9i)', '(5-2i)', '(8+5i)', '(8+6i)'] -> ((-4i - 4) * ((1-3i) - (4-6i)))
[72479] ['(3-9i)', '(5-2i)', '(8+8i)', '(9-4i)'] -> (((3-9i) * (8+8i)) / ((9-4i) - (5-2i)))
[72604] ['(3-9i)', '(5-i)', '(5+i)', '(9+6i)'] -> (((3-9i) + (5+i)) / ((5-i) / (9+6i)))
[72609] ['(3-9i)', '(5-i)', '(5+2i)', '(6-4i)'] -> (((1-9i) - (1-7i)) * ((2+3i) - (2-9i)))
[72644] ['(3-9i)', '(5-i)', '(5+3i)', '(7+i)'] -> (((3-9i) - (7+i)) + ((5-i) * (5+3i)))
[72686] ['(3-9i)', '(5-i)', '(5+4i)', '(8+6i)'] -> (((3-9i) - (8+6i)) + ((5-i) * (5+4i)))
[72757] ['(3-9i)', '(5-i)', '(5+8i)', '8'] -> (8 * ((5+8i) + ((3-9i) - (5-i))))
[72788] ['(3-9i)', '(5-i)', '(5+9i)', '(8-i)'] -> ((6-6i) * (((4-7i) + (4+i)) - (6-8i)))
[72826] ['(3-9i)', '(5-i)', '(6-8i)', '(6+6i)'] -> (((5-2i) + (9-9i)) - ((1-4i) * (2-3i)))
[72828] ['(3-9i)', '(5-i)', '(6-8i)', '(7-2i)'] -> (((5-i) * (7-2i)) - ((3-9i) + (6-8i)))
[72870] ['(3-9i)', '(5-i)', '(6-6i)', '(9-9i)'] -> (((5-i) * ((9-9i) - (3-9i))) - (6-6i))
[72908] ['(3-9i)', '(5-i)', '(6-4i)', '8'] -> ((5+7i) + ((1-3i) * (-4i + (4+9i))))
[72916] ['(3-9i)', '(5-i)', '(6-3i)', '6'] -> (6 * ((5-i) - ((3-9i) / (6-3i))))
[72937] ['(3-9i)', '(5-i)', '(6-3i)', '(9+9i)'] -> (((9+9i) * ((6-3i) - (5-i))) - (3-9i))
[72976] ['(3-9i)', '(5-i)', '6', '(6+2i)'] -> (((3-9i) * ((6+2i) - (5-i))) - 6)
[72979] ['(3-9i)', '(5-i)', '6', '(6+8i)'] -> (6 * ((6+8i) + ((3-9i) - (5-i))))
[72992] ['(3-9i)', '(5-i)', '6', '(9-3i)'] -> (((3-9i) + (9-3i)) * (6 - (5-i)))
[73048] ['(3-9i)', '(5-i)', '(6+3i)', '(8-4i)'] -> (((6+3i) * ((8-4i) - (5-i))) - (3-9i))
[73073] ['(3-9i)', '(5-i)', '(6+4i)', '(9-3i)'] -> ((4-4i) * ((9+4i) + ((2-5i) - (8-4i))))
[73110] ['(3-9i)', '(5-i)', '(6+5i)', '(9-6i)'] -> (((3-9i) * (6+5i)) - ((5-i) * (9-6i)))
[73207] ['(3-9i)', '(5-i)', '(6+9i)', '(9+6i)'] -> ((6+9i) + ((9+6i) * ((3-9i) / (5-i))))
[73294] ['(3-9i)', '(5-i)', '(7-3i)', '(7-i)'] -> ((-7i + (4+3i)) / (-3i / (9-9i)))
[73335] ['(3-9i)', '(5-i)', '(7-i)', '(9-8i)'] -> (((5-i) * ((9-8i) - (3-9i))) - (7-i))
[73340] ['(3-9i)', '(5-i)', '(7-i)', '(9+9i)'] -> (((3-9i) + (9+9i)) * ((7-i) - (5-i)))
[73345] ['(3-9i)', '(5-i)', '7', '(8+2i)'] -> (((5-i) * 7) - ((3-9i) + (8+2i)))
[73350] ['(3-9i)', '(5-i)', '7', '(9-9i)'] -> (((9-9i) * (7 - (5-i))) - (3-9i))
[73368] ['(3-9i)', '(5-i)', '(7+i)', '(9+7i)'] -> (((5-i) * (7+i)) - ((3-9i) + (9+7i)))
[73370] ['(3-9i)', '(5-i)', '(7+i)', '(9+9i)'] -> (((5-7i) + ((3-2i) * (7-i))) / (1-i))
[73379] ['(3-9i)', '(5-i)', '(7+2i)', '(9-9i)'] -> (((3-9i) * ((7+2i) - (5-i))) - (9-9i))
[73382] ['(3-9i)', '(5-i)', '(7+2i)', '(9+8i)'] -> (-4i * (((1-3i) + (5+7i)) - (6-2i)))
[73385] ['(3-9i)', '(5-i)', '(7+3i)', '(8-8i)'] -> (((3-9i) * (8-8i)) / ((5-i) - (7+3i)))
[73394] ['(3-9i)', '(5-i)', '(7+3i)', '(9+7i)'] -> (((3-9i) + (5-i)) + ((7+3i) + (9+7i)))
[73412] ['(3-9i)', '(5-i)', '(7+4i)', '(9+6i)'] -> (((4-7i) - (4+i)) * ((8-6i) - (8-9i)))
[73421] ['(3-9i)', '(5-i)', '(7+5i)', '(9+5i)'] -> (((3-9i) + (5-i)) + ((7+5i) + (9+5i)))
[73434] ['(3-9i)', '(5-i)', '(7+6i)', '(9+4i)'] -> ((4-4i) * (((5+i) + (7+9i)) - (9+7i)))
[73441] ['(3-9i)', '(5-i)', '(7+7i)', '(9+3i)'] -> (((3-9i) + (5-i)) + ((7+7i) + (9+3i)))
[73447] ['(3-9i)', '(5-i)', '(7+8i)', '(9+2i)'] -> (((6-9i) + (6+5i)) - (-4i * (1-3i)))
[73456] ['(3-9i)', '(5-i)', '(7+9i)', '(9+i)'] -> ((7+9i) - ((4+9i) + (-7i * -3i)))
[73533] ['(3-9i)', '(5-i)', '(8-2i)', '9'] -> ((9 * ((8-2i) - (5-i))) - (3-9i))
[73539] ['(3-9i)', '(5-i)', '(8-i)', '(9-3i)'] -> (((9-3i) * ((8-i) - (5-i))) - (3-9i))
[73549] ['(3-9i)', '(5-i)', '(8+i)', '(8+9i)'] -> (((3-9i) + (5-i)) + ((8+i) + (8+9i)))
[73560] ['(3-9i)', '(5-i)', '(8+2i)', '(8+8i)'] -> ((8+2i) - ((3-2i) * ((1-i) - (5+i))))
[73567] ['(3-9i)', '(5-i)', '(8+3i)', '(8+7i)'] -> (((1+3i) * (-i + (1-9i))) - (7-7i))
[73576] ['(3-9i)', '(5-i)', '(8+4i)', '(8+6i)'] -> (((4-7i) - (4+i)) * ((9-i) - (9-4i)))
[73579] ['(3-9i)', '(5-i)', '(8+4i)', '(9-7i)'] -> (((5-i) * ((9-7i) - (3-9i))) - (8+4i))
[73586] ['(3-9i)', '(5-i)', '(8+5i)', '(8+5i)'] -> (((3-9i) + (5-i)) + ((8+5i) + (8+5i)))
[73602] ['(3-9i)', '(5-i)', '(8+8i)', '(9-3i)'] -> (((3-9i) * (8+8i)) / ((9-3i) - (5-i)))
[73620] ['(3-9i)', '(5-i)', '(9-6i)', '(9+9i)'] -> (((5-i) * ((9-6i) - (3-9i))) - (9+9i))
[73774] ['(3-9i)', '5', '(5+5i)', '(9-3i)'] -> (((3-9i) + (9-3i)) / (5 / (5+5i)))
[73872] ['(3-9i)', '5', '(6-9i)', '(7+9i)'] -> ((((6-9i) * (7+9i)) - (3-9i)) / 5)
[73921] ['(3-9i)', '5', '(6-7i)', '(6+6i)'] -> (((6+i) + ((3-2i) * (8-3i))) / (1-i))
[74017] ['(3-9i)', '5', '(6-3i)', '8'] -> (8 * (((2-2i) * 2) - (1-4i)))
[74050] ['(3-9i)', '5', '(6-2i)', '(9+9i)'] -> (((9+9i) * ((6-2i) - 5)) - (3-9i))
[74075] ['(3-9i)', '5', '6', '(6+3i)'] -> (((3-9i) * ((6+3i) - 5)) - 6)
[74078] ['(3-9i)', '5', '6', '(6+9i)'] -> (6 * ((6+9i) + ((3-9i) - 5)))
[74111] ['(3-9i)', '5', '(6+i)', '(9-4i)'] -> (((3-9i) - (9-4i)) + (5 * (6+i)))
[74112] ['(3-9i)', '5', '(6+i)', '(9-3i)'] -> (((4-7i) * ((5+6i) - (4+2i))) - (8+9i))
[74132] ['(3-9i)', '5', '(6+2i)', '(9+i)'] -> (((3-9i) - (9+i)) + (5 * (6+2i)))
[74142] ['(3-9i)', '5', '(6+3i)', '(8-3i)'] -> (((6+3i) * ((8-3i) - 5)) - (3-9i))
[74152] ['(3-9i)', '5', '(6+3i)', '(9+6i)'] -> ((4-4i) * (((5+2i) + (6+8i)) - (8+7i)))
[74192] ['(3-9i)', '5', '(6+5i)', '(9-8i)'] -> ((5 * ((9-8i) - (3-9i))) - (6+5i))
[74198] ['(3-9i)', '5', '(6+6i)', '(6+8i)'] -> ((6+6i) + ((6+8i) * ((3-9i) / 5)))
[74200] ['(3-9i)', '5', '(6+6i)', '(7-i)'] -> (((3-9i) + (7-i)) / (5 / (6+6i)))
[74221] ['(3-9i)', '5', '(6+7i)', '(9-9i)'] -> (((3-9i) + ((6+7i) * (9-9i))) / 5)
[74363] ['(3-9i)', '5', '(7-6i)', '(9+9i)'] -> (((3-9i) + ((7-6i) * (9+9i))) / 5)
[74408] ['(3-9i)', '5', '(7-3i)', '(8-6i)'] -> ((5 * (7-3i)) - ((3-9i) + (8-6i)))
[74429] ['(3-9i)', '5', '(7-2i)', '(8-i)'] -> (((4-4i) + (5+2i)) + ((7+4i) + (8-2i)))
[74440] ['(3-9i)', '5', '(7-i)', '(8+4i)'] -> ((5 * (7-i)) - ((3-9i) + (8+4i)))
[74453] ['(3-9i)', '5', '7', '(8+9i)'] -> ((5 * 7) - ((3-9i) + (8+9i)))
[74466] ['(3-9i)', '5', '(7+i)', '(9-9i)'] -> (((9-9i) * ((7+i) - 5)) - (3-9i))
[74472] ['(3-9i)', '5', '(7+i)', '(9+8i)'] -> (((4-7i) + (8+7i)) * ((6+2i) - (4+2i)))
[74485] ['(3-9i)', '5', '(7+2i)', '(9+7i)'] -> (((3-9i) + 5) + ((7+2i) + (9+7i)))
[74488] ['(3-9i)', '5', '(7+3i)', '(9-9i)'] -> (((3-9i) * ((7+3i) - 5)) - (9-9i))
[74494] ['(3-9i)', '5', '(7+3i)', '(9+6i)'] -> (((3-9i) + 5) + ((7+3i) + (9+6i)))
[74496] ['(3-9i)', '5', '(7+4i)', '(8-8i)'] -> (((3-9i) * (8-8i)) / (5 - (7+4i)))
[74505] ['(3-9i)', '5', '(7+4i)', '(9+5i)'] -> (((3-9i) + 5) + ((7+4i) + (9+5i)))
[74517] ['(3-9i)', '5', '(7+5i)', '(9+4i)'] -> (((1-i) * (8+5i)) + ((3-2i) + (8+5i)))
[74531] ['(3-9i)', '5', '(7+6i)', '(9+3i)'] -> ((9+7i) + ((1-i) * ((3-2i) + (8+6i))))
[74534] ['(3-9i)', '5', '(7+6i)', '(9+9i)'] -> ((9+9i) + ((7+6i) * ((3-9i) / 5)))
[74548] ['(3-9i)', '5', '(7+7i)', '(9+2i)'] -> (((3-9i) + 5) + ((7+7i) + (9+2i)))
[74558] ['(3-9i)', '5', '(7+8i)', '(9+i)'] -> (((3-9i) + 5) + ((7+8i) + (9+i)))
[74573] ['(3-9i)', '5', '(7+9i)', '9'] -> (-3i * (((7+8i) / (8-7i)) - -7i))
[74658] ['(3-9i)', '5', '(8-i)', '9'] -> ((9 * ((8-i) - 5)) - (3-9i))
[74666] ['(3-9i)', '5', '8', '(8+9i)'] -> (((1-9i) + (2+9i)) * ((8-i) - -i))
[74673] ['(3-9i)', '5', '8', '(9-3i)'] -> (((9-3i) * (8 - 5)) - (3-9i))
[74681] ['(3-9i)', '5', '(8+i)', '(8+8i)'] -> ((-7i - -3i) * ((8+5i) - (8-i)))
[74692] ['(3-9i)', '5', '(8+2i)', '(8+7i)'] -> (((3-i) + ((3+i) * (4-9i))) / (1-i))
[74702] ['(3-9i)', '5', '(8+3i)', '(8+6i)'] -> (((3-9i) + 5) + ((8+3i) + (8+6i)))
[74712] ['(3-9i)', '5', '(8+4i)', '(8+5i)'] -> (((3-9i) + 5) + ((8+4i) + (8+5i)))
[74723] ['(3-9i)', '5', '(8+4i)', '(9+3i)'] -> (((3-i) * ((1-i) + (7+4i))) - (3+i))
[74755] ['(3-9i)', '5', '(8+8i)', '(9-2i)'] -> (((3-9i) * (8+8i)) / ((9-2i) - 5))
[74797] ['(3-9i)', '5', '(9-7i)', '(9+6i)'] -> ((((9-7i) * (9+6i)) - (3-9i)) / 5)
[74825] ['(3-9i)', '5', '(9-3i)', '(9+8i)'] -> (2 * ((9+i) - ((1-7i) - (4-8i))))
[74852] ['(3-9i)', '5', '(9+3i)', '(9+5i)'] -> (((3-9i) + (9+5i)) / (5 / (9+3i)))
[74874] ['(3-9i)', '(5+i)', '(5+i)', '(6+9i)'] -> (((2-8i) - (2-6i)) * ((2+2i) * (3+3i)))
[74978] ['(3-9i)', '(5+i)', '(5+5i)', '(6-2i)'] -> ((3+3i) * ((5-2i) + ((1-4i) - (2-2i))))
[75103] ['(3-9i)', '(5+i)', '(5+9i)', '(8+i)'] -> (((6+9i) * (8-8i)) / (9 - (4-i)))
[75112] ['(3-9i)', '(5+i)', '(6-9i)', '(6+5i)'] -> (((3-9i) * (6+5i)) - ((5+i) * (6-9i)))
[75186] ['(3-9i)', '(5+i)', '(6-6i)', '(6+6i)'] -> ((4+2i) + (2 * ((1-7i) + (9+6i))))
[75242] ['(3-9i)', '(5+i)', '(6-4i)', '(7-5i)'] -> (((5+i) * (6-4i)) - ((3-9i) + (7-5i)))
[75255] ['(3-9i)', '(5+i)', '(6-3i)', '6'] -> (((5+i) * (6-3i)) - ((3-9i) + 6))
[75291] ['(3-9i)', '(5+i)', '(6-2i)', '8'] -> (((3-9i) * 8) / ((6-2i) - (5+i)))
