[219071] ['(2-2i)', '(4-8i)', '(5-3i)', '(5+i)'] -> ((2-2i) * ((5+i) - ((4-8i) - (5-3i))))
[227049] ['(2-2i)', '(4-2i)', '(4+2i)', '(6+2i)'] -> ((2-2i) * ((6+2i) - ((4-2i) - (4+2i))))
[227050] ['(2-2i)', '(4-2i)', '(4+2i)', '(6+3i)'] -> (((4-2i) * (6+3i)) - ((2-2i) + (4+2i)))
[227054] ['(2-2i)', '(4-2i)', '(4+2i)', '(7+5i)'] -> (((2-2i) * (7+5i)) - ((4-2i) - (4+2i)))
[227057] ['(2-2i)', '(4-2i)', '(4+2i)', '(8-8i)'] -> (((4-2i) * (4+2i)) + ((8-8i) / (2-2i)))
[227059] ['(2-2i)', '(4-2i)', '(4+2i)', '(8-4i)'] -> ((2-7i) - ((5-4i) * ((2-6i) - (4-3i))))
[227060] ['(2-2i)', '(4-2i)', '(4+2i)', '(8+6i)'] -> (((2-2i) * (4+2i)) + ((4-2i) + (8+6i)))
[227061] ['(2-2i)', '(4-2i)', '(4+2i)', '(8+8i)'] -> (((2-2i) * (8+8i)) - ((4-2i) + (4+2i)))
[227063] ['(2-2i)', '(4-2i)', '(4+2i)', '(9-5i)'] -> (((4+2i) * ((9-5i) - (4-2i))) - (2-2i))
[227072] ['(2-2i)', '(4-2i)', '(4+3i)', '(6+i)'] -> ((2-2i) * ((6+i) - ((4-2i) - (4+3i))))
[227073] ['(2-2i)', '(4-2i)', '(4+3i)', '(6+4i)'] -> (((2-2i) * (4+3i)) + ((4-2i) + (6+4i)))
[227084] ['(2-2i)', '(4-2i)', '(4+3i)', '(8-3i)'] -> (((4-2i) - (2-2i)) * ((4+3i) + (8-3i)))
[227093] ['(2-2i)', '(4-2i)', '(4+4i)', '(5-3i)'] -> ((4+4i) * ((5-3i) + ((2-2i) - (4-2i))))
[227094] ['(2-2i)', '(4-2i)', '(4+4i)', '(5+i)'] -> (((4-2i) * (5+i)) - ((2-2i) - (4+4i)))
[227095] ['(2-2i)', '(4-2i)', '(4+4i)', '(5+2i)'] -> (((4-2i) * (5+2i)) + ((4+4i) / (2-2i)))
[227097] ['(2-2i)', '(4-2i)', '(4+4i)', '(6-6i)'] -> (((4+4i) * (6-6i)) / ((4-2i) - (2-2i)))
[227098] ['(2-2i)', '(4-2i)', '(4+4i)', '(6-3i)'] -> (((2-2i) / (4-2i)) * ((4+4i) * (6-3i)))
[227108] ['(2-2i)', '(4-2i)', '(4+4i)', '(8-4i)'] -> (((4-2i) - (2-2i)) * ((4+4i) + (8-4i)))
[227109] ['(2-2i)', '(4-2i)', '(4+4i)', '(8+4i)'] -> (((4-2i) * (8+4i)) - ((2-2i) * (4+4i)))
[227112] ['(2-2i)', '(4-2i)', '(4+4i)', '(8+8i)'] -> (((4-2i) - (4+4i)) / ((2-2i) / (8+8i)))
[227113] ['(2-2i)', '(4-2i)', '(4+4i)', '(9-7i)'] -> ((4+4i) * ((9-7i) - ((2-2i) + (4-2i))))
[227116] ['(2-2i)', '(4-2i)', '(4+4i)', '(9+3i)'] -> ((9+3i) * ((2-2i) + ((4+4i) / (4-2i))))
[227122] ['(2-2i)', '(4-2i)', '(4+5i)', '(6-i)'] -> ((2-2i) * ((6-i) - ((4-2i) - (4+5i))))
[227123] ['(2-2i)', '(4-2i)', '(4+5i)', '6'] -> (((4-2i) * ((2-2i) + (4+5i))) - 6)
[227132] ['(2-2i)', '(4-2i)', '(4+5i)', '(8-5i)'] -> (((4-2i) - (2-2i)) * ((4+5i) + (8-5i)))
[227141] ['(2-2i)', '(4-2i)', '(4+6i)', '(4+8i)'] -> (((2-2i) * (4+8i)) + ((4-2i) - (4+6i)))
[227144] ['(2-2i)', '(4-2i)', '(4+6i)', '(5+3i)'] -> (((2-2i) * (5+3i)) + ((4-2i) + (4+6i)))
[227149] ['(2-2i)', '(4-2i)', '(4+6i)', '(6-2i)'] -> ((2-2i) * ((6-2i) - ((4-2i) - (4+6i))))
[227150] ['(2-2i)', '(4-2i)', '(4+6i)', '(6+6i)'] -> (((4-2i) - (4+6i)) / ((2-2i) / (6+6i)))
[227154] ['(2-2i)', '(4-2i)', '(4+6i)', '(7+2i)'] -> (((4-2i) * ((7+2i) - (2-2i))) - (4+6i))
[227158] ['(2-2i)', '(4-2i)', '(4+6i)', '(7+9i)'] -> (((2-2i) * (7+9i)) - ((4-2i) + (4+6i)))
[227160] ['(2-2i)', '(4-2i)', '(4+6i)', '(8-4i)'] -> ((2-2i) * ((4+6i) + ((8-4i) / (4-2i))))
[227171] ['(2-2i)', '(4-2i)', '(4+7i)', '(6-3i)'] -> ((2-2i) * ((6-3i) - ((4-2i) - (4+7i))))
[227181] ['(2-2i)', '(4-2i)', '(4+7i)', '(8-7i)'] -> (((4-2i) - (2-2i)) * ((4+7i) + (8-7i)))
[227199] ['(2-2i)', '(4-2i)', '(4+8i)', '(6+4i)'] -> ((2-2i) * ((6+4i) + ((4+8i) / (4-2i))))
[227201] ['(2-2i)', '(4-2i)', '(4+8i)', '(6+8i)'] -> (((1-9i) + (5+9i)) * ((8-8i) - (4-8i)))
[227211] ['(2-2i)', '(4-2i)', '(4+8i)', '(8-8i)'] -> (((4-2i) - (2-2i)) * ((4+8i) + (8-8i)))
[227217] ['(2-2i)', '(4-2i)', '(4+8i)', '(9+7i)'] -> (((2-2i) * ((9+7i) - (4-2i))) - (4+8i))
[227225] ['(2-2i)', '(4-2i)', '(4+9i)', '(6-5i)'] -> (((1+3i) + ((1-6i) * (5+3i))) / (1-i))
[227228] ['(2-2i)', '(4-2i)', '(4+9i)', '(6-2i)'] -> (((2-2i) * ((4-2i) + (4+9i))) - (6-2i))
[227229] ['(2-2i)', '(4-2i)', '(4+9i)', '(6+8i)'] -> (((2-2i) * (4+9i)) + ((4-2i) - (6+8i)))
[227234] ['(2-2i)', '(4-2i)', '(4+9i)', '(8-9i)'] -> ((6-6i) * ((5+9i) + (-i - (3+6i))))
[227243] ['(2-2i)', '(4-2i)', '(4+9i)', '(9+7i)'] -> (((4-2i) * (9+7i)) - ((2-2i) * (4+9i)))
[227252] ['(2-2i)', '(4-2i)', '(5-9i)', '(6-4i)'] -> (((4-2i) * (6-4i)) - ((2-2i) * (5-9i)))
[227258] ['(2-2i)', '(4-2i)', '(5-9i)', '(7-i)'] -> ((-9i - (2-7i)) * ((1+9i) - (7+3i)))
[227262] ['(2-2i)', '(4-2i)', '(5-9i)', '(7+9i)'] -> (((4-2i) - (2-2i)) * ((5-9i) + (7+9i)))
[227279] ['(2-2i)', '(4-2i)', '(5-8i)', '7'] -> ((6+6i) - ((2-4i) * ((5-5i) - (8-2i))))
[227282] ['(2-2i)', '(4-2i)', '(5-8i)', '(7+8i)'] -> (((4-2i) - (2-2i)) * ((5-8i) + (7+8i)))
[227301] ['(2-2i)', '(4-2i)', '(5-7i)', '(7+i)'] -> ((2-2i) * ((7+i) + ((4-2i) - (5-7i))))
[227303] ['(2-2i)', '(4-2i)', '(5-7i)', '(7+7i)'] -> (((4-2i) - (2-2i)) * ((5-7i) + (7+7i)))
[227325] ['(2-2i)', '(4-2i)', '(5-6i)', '(7+2i)'] -> ((2-2i) * ((7+2i) + ((4-2i) - (5-6i))))
[227326] ['(2-2i)', '(4-2i)', '(5-6i)', '(7+6i)'] -> ((5-8i) - ((6+7i) * ((5+i) - 7)))
[227341] ['(2-2i)', '(4-2i)', '(5-5i)', '(5+9i)'] -> ((2-2i) * ((5+9i) - ((4-2i) - (5-5i))))
[227347] ['(2-2i)', '(4-2i)', '(5-5i)', '(7+3i)'] -> ((2-2i) * ((7+3i) + ((4-2i) - (5-5i))))
[227348] ['(2-2i)', '(4-2i)', '(5-5i)', '(7+5i)'] -> (((4-2i) - (2-2i)) * ((5-5i) + (7+5i)))
[227355] ['(2-2i)', '(4-2i)', '(5-4i)', '(5+8i)'] -> ((2-2i) * ((5+8i) - ((4-2i) - (5-4i))))
[227361] ['(2-2i)', '(4-2i)', '(5-4i)', '(7-i)'] -> (((4-2i) * (7-i)) - ((2-2i) * (5-4i)))
[227371] ['(2-2i)', '(4-2i)', '(5-3i)', '(5+7i)'] -> ((2-2i) * ((5+7i) - ((4-2i) - (5-3i))))
[227378] ['(2-2i)', '(4-2i)', '(5-3i)', '(7+3i)'] -> (((4-2i) - (2-2i)) * ((5-3i) + (7+3i)))
[227379] ['(2-2i)', '(4-2i)', '(5-3i)', '(7+5i)'] -> ((2-2i) * ((7+5i) + ((4-2i) - (5-3i))))
[227383] ['(2-2i)', '(4-2i)', '(5-3i)', '8'] -> (((5-3i) * (8 - (4-2i))) - (2-2i))
[227394] ['(2-2i)', '(4-2i)', '(5-2i)', '(5+6i)'] -> ((6+6i) * ((3-2i) - ((9-9i) / (9-9i))))
[227399] ['(2-2i)', '(4-2i)', '(5-2i)', '(7+2i)'] -> (((4-2i) - (2-2i)) * ((5-2i) + (7+2i)))
[227400] ['(2-2i)', '(4-2i)', '(5-2i)', '(7+6i)'] -> ((2-2i) * ((7+6i) + ((4-2i) - (5-2i))))
[227406] ['(2-2i)', '(4-2i)', '(5-i)', '(5+i)'] -> (((2-2i) - (4-2i)) + ((5-i) * (5+i)))
[227408] ['(2-2i)', '(4-2i)', '(5-i)', '(5+5i)'] -> ((2-2i) * ((5+5i) - ((4-2i) - (5-i))))
[227412] ['(2-2i)', '(4-2i)', '(5-i)', '6'] -> (((2-2i) * 6) * ((5-i) - (4-2i)))
[227417] ['(2-2i)', '(4-2i)', '(5-i)', '(7+i)'] -> (((4-2i) - (2-2i)) * ((5-i) + (7+i)))
[227418] ['(2-2i)', '(4-2i)', '(5-i)', '(7+7i)'] -> ((2-2i) * ((7+7i) + ((4-2i) - (5-i))))
[227427] ['(2-2i)', '(4-2i)', '5', '(5+4i)'] -> ((6+6i) * ((3-2i) - ((9+3i) / (9+3i))))
[227434] ['(2-2i)', '(4-2i)', '5', '(6+8i)'] -> ((6+6i) * ((3-2i) - ((9+8i) / (9+8i))))
[227437] ['(2-2i)', '(4-2i)', '5', '7'] -> (((4-2i) - (2-2i)) * (5 + 7))
[227438] ['(2-2i)', '(4-2i)', '5', '(7+8i)'] -> ((2-2i) * ((7+8i) + ((4-2i) - 5)))
[227440] ['(2-2i)', '(4-2i)', '5', '8'] -> (8 * (5 + ((2-2i) - (4-2i))))
[227444] ['(2-2i)', '(4-2i)', '(5+i)', '(5+3i)'] -> ((2-2i) * ((5+3i) - ((4-2i) - (5+i))))
[227448] ['(2-2i)', '(4-2i)', '(5+i)', '(7-i)'] -> (((4-2i) - (2-2i)) * ((5+i) + (7-i)))
[227450] ['(2-2i)', '(4-2i)', '(5+i)', '(7+9i)'] -> (((5-8i) + (5+i)) + ((7-i) + (7+8i)))
[227452] ['(2-2i)', '(4-2i)', '(5+i)', '(8+2i)'] -> (((4-2i) * (8+2i)) - ((2-2i) * (5+i)))
[227456] ['(2-2i)', '(4-2i)', '(5+2i)', '(5+2i)'] -> ((2-2i) * ((5+2i) - ((4-2i) - (5+2i))))
[227461] ['(2-2i)', '(4-2i)', '(5+2i)', '(6+2i)'] -> ((4-2i) * ((5+2i) - ((2-2i) / (6+2i))))
[227462] ['(2-2i)', '(4-2i)', '(5+2i)', '(6+8i)'] -> (((2-2i) * (5+2i)) + ((4-2i) + (6+8i)))
[227464] ['(2-2i)', '(4-2i)', '(5+2i)', '(7-2i)'] -> (((4-2i) - (2-2i)) * ((5+2i) + (7-2i)))
[227475] ['(2-2i)', '(4-2i)', '(5+3i)', '(7-3i)'] -> (((4-2i) - (2-2i)) * ((5+3i) + (7-3i)))
[227480] ['(2-2i)', '(4-2i)', '(5+3i)', '8'] -> (8 * (2 + (-9i + (1+9i))))
[227487] ['(2-2i)', '(4-2i)', '(5+4i)', '(6+4i)'] -> (((2-2i) - (6+4i)) + ((4-2i) * (5+4i)))
[227489] ['(2-2i)', '(4-2i)', '(5+4i)', '(7-4i)'] -> (((1-3i) * (5+8i)) + (1 - (6-7i)))
[227497] ['(2-2i)', '(4-2i)', '(5+4i)', '(8-6i)'] -> (((4-2i) * ((2-2i) + (5+4i))) - (8-6i))
[227500] ['(2-2i)', '(4-2i)', '(5+4i)', '(8+6i)'] -> ((2-2i) * ((5+4i) + ((8+6i) / (4-2i))))
[227509] ['(2-2i)', '(4-2i)', '(5+5i)', '(6+2i)'] -> ((2-2i) * ((5+5i) + ((6+2i) / (4-2i))))
[227513] ['(2-2i)', '(4-2i)', '(5+5i)', '(7-5i)'] -> (((4-2i) - (2-2i)) * ((5+5i) + (7-5i)))
[227517] ['(2-2i)', '(4-2i)', '(5+5i)', '(8-2i)'] -> (((2-2i) * (5+5i)) - ((4-2i) - (8-2i)))
[227519] ['(2-2i)', '(4-2i)', '(5+5i)', '(8+8i)'] -> (((2-2i) - (8+8i)) + ((4-2i) * (5+5i)))
[227527] ['(2-2i)', '(4-2i)', '(5+6i)', '(7-6i)'] -> (((4-2i) - (2-2i)) * ((5+6i) + (7-6i)))
[227538] ['(2-2i)', '(4-2i)', '(5+6i)', '(9+5i)'] -> (((4-2i) * (9+5i)) - ((2-2i) * (5+6i)))
[227541] ['(2-2i)', '(4-2i)', '(5+7i)', '(7-7i)'] -> (((4-2i) - (2-2i)) * ((5+7i) + (7-7i)))
[227552] ['(2-2i)', '(4-2i)', '(5+8i)', '(6-6i)'] -> ((4-4i) * ((2+3i) + (-9i + (1+9i))))
[227556] ['(2-2i)', '(4-2i)', '(5+8i)', '(6+4i)'] -> (((2-2i) * (5+8i)) + ((4-2i) - (6+4i)))
[227558] ['(2-2i)', '(4-2i)', '(5+8i)', '(7-8i)'] -> (((4-2i) - (2-2i)) * ((5+8i) + (7-8i)))
[227572] ['(2-2i)', '(4-2i)', '(5+9i)', '(7-9i)'] -> (((4-2i) - (2-2i)) * ((5+9i) + (7-9i)))
[227583] ['(2-2i)', '(4-2i)', '(5+9i)', '(8-4i)'] -> ((3+6i) / (((7-5i) / (8+8i)) - -i))
[227589] ['(2-2i)', '(4-2i)', '(5+9i)', '(8+6i)'] -> (((3-5i) + (4+3i)) + ((8-5i) + (9+7i)))
[227598] ['(2-2i)', '(4-2i)', '(6-9i)', '(6+9i)'] -> ((2-2i) * ((8-i) - ((1-6i) + (1-i))))
[227604] ['(2-2i)', '(4-2i)', '(6-9i)', '(8-i)'] -> ((2-2i) * ((8-i) + ((4-2i) - (6-9i))))
[227614] ['(2-2i)', '(4-2i)', '(6-8i)', '(6+8i)'] -> (((4-2i) - (2-2i)) * ((6-8i) + (6+8i)))
[227620] ['(2-2i)', '(4-2i)', '(6-8i)', '8'] -> ((2-2i) * (8 + ((4-2i) - (6-8i))))
[227630] ['(2-2i)', '(4-2i)', '(6-7i)', '6'] -> (((6-7i) * (6 - (4-2i))) - (2-2i))
[227632] ['(2-2i)', '(4-2i)', '(6-7i)', '(6+7i)'] -> (((4-2i) - (2-2i)) * ((6-7i) + (6+7i)))
[227636] ['(2-2i)', '(4-2i)', '(6-7i)', '(7-3i)'] -> (((4-2i) * (7-3i)) - ((2-2i) * (6-7i)))
[227642] ['(2-2i)', '(4-2i)', '(6-7i)', '(8+i)'] -> ((2-2i) * ((8+i) + ((4-2i) - (6-7i))))
[227647] ['(2-2i)', '(4-2i)', '(6-6i)', '(6+2i)'] -> (((2-2i) - (6-6i)) + ((4-2i) * (6+2i)))
[227648] ['(2-2i)', '(4-2i)', '(6-6i)', '(6+6i)'] -> (((4-2i) - (2-2i)) * ((6-6i) + (6+6i)))
[227650] ['(2-2i)', '(4-2i)', '(6-6i)', '(8-2i)'] -> ((6-6i) * ((8-2i) - ((2-2i) + (4-2i))))
[227651] ['(2-2i)', '(4-2i)', '(6-6i)', '(8+2i)'] -> ((2-2i) * ((8+2i) + ((4-2i) - (6-6i))))
[227658] ['(2-2i)', '(4-2i)', '(6-5i)', '(6+5i)'] -> (((4-2i) - (2-2i)) * ((6-5i) + (6+5i)))
[227667] ['(2-2i)', '(4-2i)', '(6-5i)', '(8+3i)'] -> ((2-2i) * ((8+3i) + ((4-2i) - (6-5i))))
[227672] ['(2-2i)', '(4-2i)', '(6-4i)', '(6+4i)'] -> (((4-2i) - (2-2i)) * ((6-4i) + (6+4i)))
[227673] ['(2-2i)', '(4-2i)', '(6-4i)', '(7+2i)'] -> (((4-2i) * (7+2i)) - ((2-2i) + (6-4i)))
[227681] ['(2-2i)', '(4-2i)', '(6-3i)', '(6+3i)'] -> (((4-2i) - (2-2i)) * ((6-3i) + (6+3i)))
[227687] ['(2-2i)', '(4-2i)', '(6-3i)', '(8+5i)'] -> ((2-2i) * ((8+5i) + ((4-2i) - (6-3i))))
[227689] ['(2-2i)', '(4-2i)', '(6-3i)', '(9+9i)'] -> (((2-2i) * (4-2i)) / ((6-3i) / (9+9i)))
[227690] ['(2-2i)', '(4-2i)', '(6-2i)', '(6+2i)'] -> (((4-2i) - (2-2i)) * ((6-2i) + (6+2i)))
[227693] ['(2-2i)', '(4-2i)', '(6-2i)', '(8-i)'] -> (((6-2i) * ((8-i) - (4-2i))) - (2-2i))
[227694] ['(2-2i)', '(4-2i)', '(6-2i)', '8'] -> (((4-2i) * 8) - ((2-2i) * (6-2i)))
[227697] ['(2-2i)', '(4-2i)', '(6-2i)', '(8+6i)'] -> ((2-2i) * ((8+6i) + ((4-2i) - (6-2i))))
[227701] ['(2-2i)', '(4-2i)', '(6-i)', '(6+i)'] -> (((4-2i) - (2-2i)) * ((6-i) + (6+i)))
[227707] ['(2-2i)', '(4-2i)', '(6-i)', '(8+7i)'] -> ((2-2i) * ((8+7i) + ((4-2i) - (6-i))))
[227712] ['(2-2i)', '(4-2i)', '6', '(6+2i)'] -> (((2-2i) / (4-2i)) * (6 * (6+2i)))
[227713] ['(2-2i)', '(4-2i)', '6', '(6+5i)'] -> (((2-2i) * (6+5i)) - ((4-2i) - 6))
[227714] ['(2-2i)', '(4-2i)', '6', '(6+7i)'] -> (((2-2i) * (6+7i)) + ((4-2i) - 6))
[227721] ['(2-2i)', '(4-2i)', '6', '8'] -> ((6 * 8) / ((4-2i) - (2-2i)))
[227722] ['(2-2i)', '(4-2i)', '6', '(8+i)'] -> (((4-2i) * ((8+i) - (2-2i))) - 6)
[227723] ['(2-2i)', '(4-2i)', '6', '(8+8i)'] -> ((2-2i) * ((8+8i) + ((4-2i) - 6)))
[227726] ['(2-2i)', '(4-2i)', '6', '(9+8i)'] -> (((2-2i) * (9+8i)) - ((4-2i) + 6))
[227737] ['(2-2i)', '(4-2i)', '(6+i)', '(8+9i)'] -> ((2-2i) * ((8+9i) + ((4-2i) - (6+i))))
[227742] ['(2-2i)', '(4-2i)', '(6+2i)', '(7-2i)'] -> (((2-2i) + (6+2i)) * ((7-2i) - (4-2i)))
[227744] ['(2-2i)', '(4-2i)', '(6+2i)', '(7+7i)'] -> ((2-2i) * ((7+7i) - ((6+2i) / (4-2i))))
[227747] ['(2-2i)', '(4-2i)', '(6+2i)', '8'] -> ((6+2i) * ((2-2i) + (8 / (4-2i))))
[227750] ['(2-2i)', '(4-2i)', '(6+2i)', '(8+8i)'] -> ((8+8i) * ((2-2i) - ((4-2i) / (6+2i))))
[227757] ['(2-2i)', '(4-2i)', '(6+3i)', '(8-2i)'] -> (((2-2i) - (8-2i)) + ((4-2i) * (6+3i)))
[227761] ['(2-2i)', '(4-2i)', '(6+3i)', '(9+3i)'] -> (((4-2i) * (9+3i)) - ((2-2i) * (6+3i)))
[227764] ['(2-2i)', '(4-2i)', '(6+4i)', '(6+6i)'] -> (((3-2i) - (9-8i)) * ((6+7i) - (8+9i)))
[227770] ['(2-2i)', '(4-2i)', '(6+4i)', '(7+4i)'] -> (((2-2i) * (7+4i)) - ((4-2i) - (6+4i)))
[227775] ['(2-2i)', '(4-2i)', '(6+4i)', '(8+2i)'] -> (((2-2i) * (6+4i)) - ((4-2i) - (8+2i)))
[227776] ['(2-2i)', '(4-2i)', '(6+4i)', '(8+9i)'] -> (((2-2i) * (8+9i)) - ((4-2i) + (6+4i)))
[227791] ['(2-2i)', '(4-2i)', '(6+6i)', '(8-6i)'] -> ((6+6i) * ((8-6i) - ((2-2i) + (4-2i))))
[227802] ['(2-2i)', '(4-2i)', '(6+8i)', '(8-8i)'] -> (((2-2i) * ((4-2i) + (6+8i))) - (8-8i))
[227805] ['(2-2i)', '(4-2i)', '(6+8i)', '(8+2i)'] -> (((2-2i) * (6+8i)) + ((4-2i) - (8+2i)))
[227806] ['(2-2i)', '(4-2i)', '(6+8i)', '(8+3i)'] -> (((2-2i) * (8+3i)) - ((4-2i) - (6+8i)))
[227814] ['(2-2i)', '(4-2i)', '(6+9i)', '(9-9i)'] -> (((1-3i) - 1) * ((7+4i) - (7-4i)))
[227823] ['(2-2i)', '(4-2i)', '(7-9i)', '(9-i)'] -> ((2-2i) * ((9-i) + ((4-2i) - (7-9i))))
[227832] ['(2-2i)', '(4-2i)', '(7-8i)', '9'] -> ((2-2i) * (9 + ((4-2i) - (7-8i))))
[227838] ['(2-2i)', '(4-2i)', '(7-7i)', '(9+i)'] -> ((2-2i) * ((9+i) + ((4-2i) - (7-7i))))
[227847] ['(2-2i)', '(4-2i)', '(7-6i)', '(9+2i)'] -> ((2-2i) * ((9+2i) + ((4-2i) - (7-6i))))
[227850] ['(2-2i)', '(4-2i)', '(7-5i)', '(8-2i)'] -> (((4-2i) * (8-2i)) - ((2-2i) * (7-5i)))
[227854] ['(2-2i)', '(4-2i)', '(7-5i)', '(9+3i)'] -> ((2-2i) * ((9+3i) + ((4-2i) - (7-5i))))
[227863] ['(2-2i)', '(4-2i)', '(7-4i)', '(9+4i)'] -> ((4+4i) - ((4-4i) * ((1-9i) - (4-7i))))
[227867] ['(2-2i)', '(4-2i)', '(7-3i)', '(8+2i)'] -> (((8+2i) * ((7-3i) - (4-2i))) - (2-2i))
[227871] ['(2-2i)', '(4-2i)', '(7-3i)', '(9+5i)'] -> ((2-2i) * ((9+5i) + ((4-2i) - (7-3i))))
[227880] ['(2-2i)', '(4-2i)', '(7-2i)', '(9+6i)'] -> ((2-2i) * ((9+6i) + ((4-2i) - (7-2i))))
[227888] ['(2-2i)', '(4-2i)', '(7-i)', '(9+7i)'] -> ((2-2i) * ((9+7i) + ((4-2i) - (7-i))))
[227896] ['(2-2i)', '(4-2i)', '7', '(9+i)'] -> (((3-2i) + (6+8i)) + ((7+i) + (8-7i)))
[227899] ['(2-2i)', '(4-2i)', '7', '(9+8i)'] -> ((2-2i) * ((9+8i) + ((4-2i) - 7)))
[227912] ['(2-2i)', '(4-2i)', '(7+i)', '(9+9i)'] -> ((2-2i) * ((9+9i) + ((4-2i) - (7+i))))
[227925] ['(2-2i)', '(4-2i)', '(7+3i)', '8'] -> ((3+3i) * ((5+8i) + ((2-9i) - (3+3i))))
[227928] ['(2-2i)', '(4-2i)', '(7+3i)', '(8+6i)'] -> (((2-2i) * (7+3i)) - ((4-2i) - (8+6i)))
[227938] ['(2-2i)', '(4-2i)', '(7+5i)', '(8-8i)'] -> (((2-2i) + (7+5i)) / ((4-2i) / (8-8i)))
[227947] ['(2-2i)', '(4-2i)', '(7+6i)', '(9-7i)'] -> ((7+6i) + ((9-7i) / ((2-2i) / (4-2i))))
[227949] ['(2-2i)', '(4-2i)', '(7+7i)', '(8-2i)'] -> (((2-2i) * (7+7i)) + ((4-2i) - (8-2i)))
[227959] ['(2-2i)', '(4-2i)', '(7+8i)', '(8+6i)'] -> ((2-2i) * ((7+8i) - ((8+6i) / (4-2i))))
[227979] ['(2-2i)', '(4-2i)', '(8-8i)', '(8-4i)'] -> (((4-2i) * (8-4i)) - ((2-2i) * (8-8i)))
[227982] ['(2-2i)', '(4-2i)', '(8-8i)', '(8+8i)'] -> ((8+8i) + ((8-8i) / ((2-2i) / (4-2i))))
[227995] ['(2-2i)', '(4-2i)', '(8-6i)', '(8+6i)'] -> (((2-2i) * (8+6i)) + ((4-2i) - (8-6i)))
[227998] ['(2-2i)', '(4-2i)', '(8-6i)', '9'] -> (((4-2i) * (9 - (2-2i))) - (8-6i))
[227999] ['(2-2i)', '(4-2i)', '(8-6i)', '(9+5i)'] -> ((9+5i) + ((8-6i) / ((2-2i) / (4-2i))))
[228003] ['(2-2i)', '(4-2i)', '(8-4i)', '(8+6i)'] -> ((4+4i) * ((5+6i) + ((3-5i) - (5+4i))))
[228011] ['(2-2i)', '(4-2i)', '(8-3i)', '(9-i)'] -> (((4-2i) * (9-i)) - ((2-2i) * (8-3i)))
[228025] ['(2-2i)', '(4-2i)', '8', '(8+6i)'] -> (8 * ((2-2i) + ((8+6i) / (4-2i))))
[228027] ['(2-2i)', '(4-2i)', '8', '(9-4i)'] -> (8 * ((9-4i) - ((2-2i) + (4-2i))))
[228042] ['(2-2i)', '(4-2i)', '(8+2i)', '(8+4i)'] -> (((4-2i) * ((8+2i) - (2-2i))) - (8+4i))
[228048] ['(2-2i)', '(4-2i)', '(8+2i)', '(9+9i)'] -> (((2-2i) * (9+9i)) - ((4-2i) + (8+2i)))
[228052] ['(2-2i)', '(4-2i)', '(8+3i)', '(9-5i)'] -> ((8+3i) + ((9-5i) / ((2-2i) / (4-2i))))
[228085] ['(2-2i)', '(4-2i)', '(9-6i)', '(9-3i)'] -> (-4i - ((7-5i) * ((4+2i) - (6+4i))))
[228093] ['(2-2i)', '(4-2i)', '(9-5i)', '(9+9i)'] -> ((5+9i) - ((3-5i) * ((4+4i) - (7+6i))))
[228098] ['(2-2i)', '(4-2i)', '(9-4i)', '(9+8i)'] -> (((5-8i) + (5+2i)) + ((7-i) + (7+7i)))
[228100] ['(2-2i)', '(4-2i)', '(9-3i)', '9'] -> (9 + ((9-3i) / ((2-2i) / (4-2i))))
[228102] ['(2-2i)', '(4-2i)', '(9-3i)', '(9+7i)'] -> (((2-2i) + (4-2i)) + ((9-3i) + (9+7i)))
[228104] ['(2-2i)', '(4-2i)', '(9-2i)', '(9+6i)'] -> ((3+3i) * ((6-3i) + ((2-9i) - (4-8i))))
[228108] ['(2-2i)', '(4-2i)', '(9-i)', '(9+5i)'] -> (3 * ((8+5i) + ((1-6i) - (1-i))))
[228111] ['(2-2i)', '(4-2i)', '9', '(9+4i)'] -> (((2-2i) + (4-2i)) + (9 + (9+4i)))
[228113] ['(2-2i)', '(4-2i)', '(9+i)', '(9+3i)'] -> (((2-2i) + (4-2i)) + ((9+i) + (9+3i)))
[228114] ['(2-2i)', '(4-2i)', '(9+2i)', '(9+2i)'] -> (((2-2i) + (4-2i)) + ((9+2i) + (9+2i)))
[228122] ['(2-2i)', '(4-i)', '(4-i)', '4'] -> (4 * ((4-i) - ((2-2i) - (4-i))))
[228129] ['(2-2i)', '(4-i)', '(4-i)', '(5+6i)'] -> ((2-2i) * ((5+6i) + ((4-i) / (4-i))))
[228141] ['(2-2i)', '(4-i)', '(4-i)', '(7+6i)'] -> (((3+3i) * (4-7i)) - ((2-9i) + 7))
[228154] ['(2-2i)', '(4-i)', '4', '(6-2i)'] -> (4 * ((4-i) + ((6-2i) / (2-2i))))
[228156] ['(2-2i)', '(4-i)', '4', '(6+2i)'] -> (((2-2i) - 4) + ((4-i) * (6+2i)))
[228158] ['(2-2i)', '(4-i)', '4', '(6+5i)'] -> ((2-2i) * ((6+5i) - ((4-i) - 4)))
[228159] ['(2-2i)', '(4-i)', '4', '(6+6i)'] -> (((2-2i) + (6+6i)) + ((4-i) * 4))
[228160] ['(2-2i)', '(4-i)', '4', '(6+7i)'] -> ((2-2i) * ((6+7i) + ((4-i) - 4)))
[228167] ['(2-2i)', '(4-i)', '4', '8'] -> (((4-i) * 8) - ((2-2i) * 4))
[228168] ['(2-2i)', '(4-i)', '4', '(8+i)'] -> (4 * ((8+i) + ((2-2i) - (4-i))))
