[168436] ['2/5', '4/7', '5/8', '9/8', '6'] -> 6 / 4/7 / (5/8 / 2/5 - 9/8)
[169613] ['1/4', '1/2', '5/7', '8/5', '7'] -> 7 / (8/5 * 1/4 * 5/7) - 1/2
[169614] ['5/8', '7/8', '9/7', '2', '7/2'] -> 9/7 * 7/2 / (5/8 - 7/8 / 2)
[169615] ['2/3', '8/9', '9/5', '9/4', '9'] -> 9 * (9/4 + 2/3 / 8/9 / 9/5)
[169616] ['2/5', '4/7', '5/4', '3/2', '6'] -> (3/2 + 6 / 4/7) / (2/5 * 5/4)
[169617] ['2/7', '7/9', '4/5', '8/3', '6'] -> 6 * (8/3 / (7/9 * 4/5) - 2/7)
[169618] ['1/7', '2/7', '7/8', '9/2', '7'] -> (1/7 + 7 / 7/8) / 2/7 - 9/2
[169619] ['1/4', '1/2', '5/7', '5/3', '7'] -> 5/7 / 5/3 * 7 / (1/4 * 1/2)
[169620] ['7/9', '7/6', '4/3', '8/5', '4'] -> 4 / (4/3 / 8/5 - 7/9 / 7/6)
[169621] ['5/6', '9/5', '9/4', '8/3', '3'] -> (9/5 + 3) * 8/3 * 5/6 * 9/4
[169622] ['1/9', '1/6', '6/5', '6/5', '9'] -> (6/5 + 6/5 / 9) / (1/6 - 1/9)
[169623] ['2/3', '8/9', '9/5', '7/3', '9'] -> (7/3 - 2/3) * 9 * 8/9 * 9/5
[169624] ['3/4', '3/4', '5/6', '4/3', '5'] -> 5 / 5/6 / (3/4 * 4/3 - 3/4)
[169625] ['5/9', '9/8', '9/8', '9/8', '8'] -> 8 / (9/8 / (9/8 * 9/8) - 5/9)
[169626] ['2/7', '7/9', '4/5', '7/2', '6'] -> 7/2 * (2/7 / (4/5 - 7/9) - 6)
[169627] ['2/5', '4/7', '5/4', '8/5', '6'] -> 5/4 * 6 * (2/5 + 8/5 / 4/7)
[169628] ['7/9', '7/6', '4/3', '9/4', '4'] -> 4 / (9/4 * 7/9 / 7/6 - 4/3)
[169629] ['1/9', '1/6', '6/5', '9/7', '9'] -> 9 / (9/7 * (1/9 + 1/6)) - 6/5
[169630] ['1/7', '2/7', '8/9', '8/7', '7'] -> 8/9 * 7 * (8/7 / 2/7 - 1/7)
[169631] ['2/5', '1', '8/7', '8/7', '5/3'] -> 8/7 / (5/3 / (2/5 + 1) - 8/7)
[169632] ['5/8', '7/8', '4/3', '7/5', '2'] -> 2 / (4/3 - (5/8 + 7/8 / 7/5))
[169633] ['3/4', '3/4', '5/6', '9/5', '5'] -> 5 / (3/4 * 5/6 - 3/4 / 9/5)
[169634] ['7/9', '7/6', '4/3', '5/2', '4'] -> 4 / (5/2 - (7/9 + 7/6 * 4/3))
[169635] ['3/7', '3/7', '6/5', '2', '9/2'] -> (2 * 9/2 - 3/7) / (3/7 / 6/5)
[169636] ['5/9', '9/8', '9/8', '8/7', '8'] -> 5/9 / (8/7 - 9/8) - 8 / 9/8
[169637] ['4/7', '5/8', '4/5', '8/5', '6'] -> 6 / (4/5 / (4/7 * 8/5) - 5/8)
[169638] ['1/9', '1/6', '6/5', '3/2', '9'] -> 9 / (3/2 * (1/9 + 1/6 / 6/5))
[169639] ['3/4', '3/4', '5/6', '5/2', '5'] -> (5/2 + 3/4 + 3/4) / (5/6 / 5)
[169640] ['5/6', '9/5', '7/3', '8/3', '3'] -> 9/5 * 8/3 / (3 - 7/3 / 5/6)
[169641] ['2/5', '4/7', '5/4', '7/4', '6'] -> 7/4 * (6 / 2/5 - 4/7) - 5/4
[169642] ['7/9', '7/6', '7/5', '7/5', '4'] -> 4 / (7/5 / 7/9 - 7/6 * 7/5)
[169643] ['2/3', '8/9', '7/3', '7/2', '9'] -> 2/3 * 9 * (8/9 + 7/2) - 7/3
[169644] ['2/7', '7/9', '5/6', '7/8', '6'] -> 5/6 / 2/7 / (7/8 - 7/9) - 6
[169645] ['4/7', '5/8', '4/5', '7/4', '6'] -> 6 / (5/8 * 7/4) / (4/5 - 4/7)
[169646] ['4/7', '4/7', '3/5', '5/2', '3'] -> 3 * 4/7 / 5/2 / (3/5 - 4/7)
[169647] ['3/7', '3/7', '5/4', '7/5', '2'] -> 3/7 / (5/4 / 7/5 / 2 - 3/7)
[169648] ['1/7', '2/7', '8/9', '9/7', '7'] -> (7 + 1/7 / 9/7) / 2/7 - 8/9
[169649] ['5/8', '7/8', '4/3', '2', '7/2'] -> 7/2 / (4/3 - (7/8 + 5/8 / 2))
[169650] ['2/5', '4/7', '5/4', '7/3', '6'] -> 6 / (4/7 / 7/3) - 2/5 * 5/4
[169651] ['2/3', '8/9', '5/2', '5/2', '9'] -> 8/9 * 9 / (5/2 / 5/2 - 2/3)
[169652] ['3/7', '3/7', '5/4', '3/2', '2'] -> 3/7 / (3/7 * 3/2 - 5/4 / 2)
[169653] ['5/8', '7/8', '4/3', '2', '9/2'] -> (9/2 + 2 / 4/3) / (7/8 - 5/8)
[169654] ['5/6', '9/5', '3', '7/2', '7/2'] -> 3 + 7/2 * (9/5 + 7/2 / 5/6)
[169655] ['3/4', '3/4', '6/7', '8/9', '5'] -> 5 / (3/4 / 6/7 - 3/4 * 8/9)
[169656] ['5/9', '9/8', '9/8', '8/5', '8'] -> 8 / (5/9 * (8/5 - 9/8 / 9/8))
[169657] ['3/4', '3/4', '6/7', '9/8', '5'] -> 5 / (3/4 / 6/7 - 3/4 / 9/8)
[169658] ['5/9', '9/8', '9/8', '7/4', '8'] -> 8 * (7/4 + 5/9 * (9/8 + 9/8))
[169659] ['1/9', '1/6', '5/4', '8/5', '9'] -> 9 * (1/9 / 1/6 + 5/4 * 8/5)
[169660] ['7/9', '7/6', '7/5', '7/3', '4'] -> 4 / (7/3 / 7/5 - 7/6 / 7/9)
[169661] ['3/8', '2/3', '8/7', '8/3', '7'] -> 8/7 * 7 / (3/8 * 8/3 - 2/3)
[169662] ['5/9', '9/8', '9/8', '9/5', '8'] -> 8 / (5/9 / 9/8) / (9/5 - 9/8)
[169663] ['2/7', '7/9', '5/6', '7/5', '6'] -> (7/5 + 6 / 2/7) / (7/9 / 5/6)
[169664] ['5/8', '7/8', '7/5', '5/3', '2'] -> 2 / (5/8 * 7/5 + 7/8 - 5/3)
[169665] ['1/4', '1/2', '7/9', '6/5', '7'] -> 7 / (7/9 - 1/4 / 1/2) - 6/5
[169666] ['2/5', '4/7', '9/7', '7/5', '6'] -> (7/5 - (2/5 - 9/7)) / (4/7 / 6)
[169667] ['4/7', '4/7', '5/8', '5/7', '3'] -> 3 / (4/7 / 4/7 - 5/8 / 5/7)
[169668] ['5/9', '9/8', '9/8', '7/3', '8'] -> 8 / (7/3 * 5/9 * 9/8 - 9/8)
[169669] ['7/9', '7/6', '7/5', '4', '9/2'] -> 4 / (7/9 / 7/5) * (9/2 - 7/6)
[169670] ['2/5', '1', '8/7', '7/6', '5/4'] -> 2/5 * 5/4 / (7/6 / 8/7 - 1)
[169671] ['1/4', '1/2', '7/9', '5/4', '7'] -> 7 / 7/9 / (1/2 * 5/4 - 1/4)
[169672] ['4/7', '5/8', '5/6', '6/7', '6'] -> (4/7 + 5/6 * 6) / (6/7 - 5/8)
[169673] ['1/9', '1/6', '5/4', '7/3', '9'] -> 9 / (7/3 * 1/6 * 5/4 - 1/9)
[169674] ['3/7', '3/7', '5/4', '2', '7/3'] -> 2 / (7/3 - (5/4 + 3/7 / 3/7))
[169675] ['5/6', '9/4', '5/2', '5/2', '3'] -> (3 + 5/2 / 5/6) / (5/2 - 9/4)
[169676] ['7/9', '7/6', '3/2', '3/2', '4'] -> 4 / (7/9 * (3/2 - 3/2 / 7/6))
[169677] ['4/7', '4/7', '5/8', '5/6', '3'] -> (4/7 + 3) / (5/8 - 4/7 * 5/6)
[169678] ['5/9', '9/8', '9/8', '7/2', '8'] -> 8 * (5/9 * 9/8 - (9/8 - 7/2))
[169679] ['4/7', '5/8', '5/6', '7/8', '6'] -> 6 / (5/8 / 5/6 - 4/7 * 7/8)
[169680] ['5/6', '9/4', '8/3', '8/3', '3'] -> 3 + (5/6 + 8/3) * 9/4 * 8/3
[169681] ['2/7', '7/9', '5/6', '9/5', '6'] -> 5/6 * (9/5 + 6 / (2/7 * 7/9))
[169682] ['5/9', '9/8', '8/7', '8/7', '8'] -> 8 / (8/7 / (9/8 * 8/7) - 5/9)
[169683] ['2/5', '4/7', '9/7', '8/3', '6'] -> 8/3 * (6 + 9/7 / 2/5) - 4/7
[169684] ['3/8', '2/3', '7/6', '9/5', '7'] -> 7 / (7/6 - (2/3 + 3/8 / 9/5))
[169685] ['7/9', '7/6', '3/2', '5/3', '4'] -> 4 / (3/2 * (5/3 - 7/9) - 7/6)
[169686] ['4/7', '4/7', '5/8', '9/8', '3'] -> 4/7 * 3 / (4/7 + 5/8 - 9/8)
[169687] ['1/4', '1/2', '7/9', '5/3', '7'] -> 5/3 / (1/2 * (1/4 - 7/9 / 7))
[169688] ['1/9', '1/6', '9/7', '4/3', '9'] -> (4/3 - 1/6) * (9 + 9/7 / 1/9)
[169689] ['5/6', '7/3', '7/3', '5/2', '3'] -> 3 * (5/6 + 7/3 + 7/3 + 5/2)
[169690] ['3/4', '3/4', '6/7', '5/3', '5'] -> 5 / 5/3 / (3/4 / 6/7 - 3/4)
[169691] ['7/9', '7/6', '3/2', '9/5', '4'] -> 4 / (3/2 / 9/5 - 7/9 / 7/6)
[169692] ['2/7', '7/9', '5/6', '7/3', '6'] -> 6 / (5/6 / (7/3 - 7/9) - 2/7)
[169693] ['5/6', '7/3', '5/2', '5/2', '3'] -> (5/2 + 3 * 7/3 * 5/2) / 5/6
[169694] ['3/7', '3/7', '9/7', '3/2', '2'] -> (3/7 + 9/7) / (2 - (3/7 + 3/2))
[169695] ['4/7', '4/7', '5/8', '7/5', '3'] -> 3 / (4/7 / 4/7 - 5/8 * 7/5)
[169696] ['2/7', '7/9', '5/6', '9/2', '6'] -> 9/2 * 7/9 / 5/6 * (6 - 2/7)
[169697] ['7/9', '7/6', '3/2', '7/2', '4'] -> 4 / (7/6 - 7/9) / (3/2 / 7/2)
[169698] ['2/3', '9/8', '8/7', '3/2', '9'] -> 9 / (9/8 / 2/3 - 3/2 / 8/7)
[169699] ['4/7', '4/7', '5/8', '3/2', '3'] -> 3 / (4/7 / 4/7 + 5/8 - 3/2)
[169700] ['1/7', '2/7', '9/8', '9/7', '7'] -> (2/7 + 7) / (9/7 + 1/7 - 9/8)
[169701] ['5/6', '5/2', '5/2', '8/3', '3'] -> 8/3 * (3 + (5/2 + 5/2) / 5/6)
[169702] ['2/5', '4/7', '4/3', '5/3', '6'] -> 5/3 * (2/5 + 6 / (4/7 / 4/3))
[169703] ['1/4', '1/2', '7/9', '8/3', '7'] -> (8/3 + 7 / 1/4) / (1/2 + 7/9)
[169704] ['4/7', '4/7', '5/8', '8/5', '3'] -> 4/7 / 5/8 / (4/7 - 8/5 / 3)
[169705] ['3/8', '2/3', '6/5', '5/3', '7'] -> (5/3 * (7 - 6/5) - 2/3) / 3/8
[169706] ['1/9', '1/6', '9/7', '9/5', '9'] -> (1/9 + 9 / (9/7 * 9/5)) / 1/6
[169707] ['4/7', '5/8', '5/6', '4/3', '6'] -> 6 / ((4/3 - 5/6) / 4/7 - 5/8)
[169708] ['7/9', '7/6', '8/5', '9/5', '4'] -> (8/5 + 4) / (7/9 * 9/5 - 7/6)
[169709] ['3/7', '3/7', '9/7', '2', '9/4'] -> 9/7 / (9/4 * 3/7 / 2 - 3/7)
[169710] ['2/3', '9/8', '8/7', '5/3', '9'] -> (2/3 + 5/3) * (9 + 9/8 * 8/7)
[169711] ['2/5', '4/7', '4/3', '9/5', '6'] -> (2/5 + 6) / (4/7 * (9/5 - 4/3))
[169712] ['5/9', '9/8', '8/7', '3/2', '8'] -> 8 / (8/7 * (9/8 - 5/9 * 3/2))
[169713] ['3/4', '3/4', '6/7', '7/2', '5'] -> 7/2 * (3/4 / 3/4 + 6/7 + 5)
[169714] ['4/7', '4/7', '5/8', '9/5', '3'] -> 3 / (5/8 * 9/5 - 4/7 / 4/7)
[169715] ['4/7', '5/8', '5/6', '7/5', '6'] -> 6 / 7/5 / (5/8 / 5/6 - 4/7)
[169716] ['7/9', '7/6', '8/5', '9/4', '4'] -> 8/5 * 4 * (9/4 + 7/6 / 7/9)
[169717] ['5/6', '8/3', '3', '7/2', '7/2'] -> (7/2 + 7/2) / (3 / 8/3 - 5/6)
[169718] ['1/9', '1/6', '9/7', '5/2', '9'] -> (5/2 / (1/6 * 9/7) - 9) / 1/9
[169719] ['5/8', '7/8', '8/5', '8/5', '2'] -> 2 / (5/8 - 7/8 / 8/5) - 8/5
[169720] ['5/6', '8/3', '3', '9/2', '9/2'] -> 8/3 * 9/2 * (9/2 - 5/6 * 3)
[169721] ['1/7', '2/7', '9/8', '8/5', '7'] -> ((2/7 + 7) / 8/5 - 9/8) / 1/7
[169722] ['2/3', '9/8', '8/7', '9/4', '9'] -> 8/7 * (2/3 * 9/8 + 9/4 * 9)
[169723] ['3/7', '3/7', '9/7', '2', '7/2'] -> (3/7 + 9/7 / 3/7) * 2 * 7/2
[169724] ['2/7', '7/9', '6/7', '5/4', '6'] -> (6/7 + 6 / 7/9) / (2/7 * 5/4)
[169725] ['2/5', '4/7', '4/3', '5/2', '6'] -> (5/2 - 2/5) * 6 * (4/7 + 4/3)
[169726] ['4/7', '4/7', '5/8', '7/3', '3'] -> 4/7 / 4/7 / (3 - (5/8 + 7/3))
[169727] ['7/9', '7/6', '8/5', '5/2', '4'] -> 8/5 * 5/2 * 4 / (7/9 / 7/6)
[169728] ['5/8', '7/8', '8/5', '7/4', '2'] -> 8/5 / (7/8 - 5/8) * (7/4 + 2)
[169729] ['1/7', '2/7', '9/8', '5/3', '7'] -> 7 / (9/8 - 5/3 * 1/7 / 2/7)
[169730] ['1/4', '1/2', '4/5', '7/6', '7'] -> 7 / (7/6 - (1/4 + 1/2 / 4/5))
[169731] ['3/4', '3/4', '7/8', '8/9', '5'] -> 5 / 3/4 / (7/8 / 3/4 - 8/9)
[169732] ['2/7', '7/9', '6/7', '7/5', '6'] -> (6 - 6/7 / 7/9) / (2/7 / 7/5)
[169733] ['4/7', '4/7', '5/8', '5/2', '3'] -> (4/7 + 5/2 / 5/8) / (4/7 / 3)
[169734] ['7/9', '7/6', '8/5', '8/3', '4'] -> 4 / (8/3 / 8/5 - 7/6 / 7/9)
[169735] ['2/5', '4/7', '4/3', '8/3', '6'] -> 4/3 / 4/7 + (8/3 + 6) / 2/5
[169736] ['6/7', '6/7', '6/7', '8/9', '3'] -> 6/7 * 3 / (6/7 / 8/9 - 6/7)
[169737] ['5/8', '7/8', '8/5', '9/5', '2'] -> 9/5 / (7/8 * 8/5 / 2 - 5/8)
[169738] ['3/4', '3/4', '7/8', '9/8', '5'] -> (5 + 3/4 / 3/4) / (9/8 - 7/8)
[169739] ['1/4', '1/2', '4/5', '9/7', '7'] -> 9/7 * 7 / (1/2 / 4/5 - 1/4)
[169740] ['2/3', '9/8', '8/7', '7/2', '9'] -> 2/3 * 7/2 * (9 + 9/8 * 8/7)
[169741] ['6/7', '6/7', '6/7', '9/8', '3'] -> 6/7 * 3 / (6/7 * 9/8 - 6/7)
[169742] ['2/7', '7/9', '6/7', '3/2', '6'] -> 6/7 / (3/2 / (7/9 * 6) - 2/7)
[169743] ['5/8', '7/8', '8/5', '2', '7/3'] -> 5/8 * 8/5 / (7/8 * 7/3 - 2)
[169744] ['2/5', '4/7', '4/3', '7/2', '6'] -> 4/7 / (2/5 - 4/3 / 7/2) - 6
[169745] ['3/8', '2/3', '5/4', '8/5', '7'] -> 8/5 + 7 / (5/4 * 3/8 * 2/3)
[169746] ['3/7', '3/7', '4/3', '5/3', '2'] -> 4/3 / (2 - 5/3 / (3/7 + 3/7))
[169747] ['2/5', '4/7', '4/3', '9/2', '6'] -> 4/7 * 9/2 * (6 + 4/3 / 2/5)
[169748] ['5/8', '7/8', '8/5', '2', '8/3'] -> 8/5 / (7/8 / 5/8 - 8/3 / 2)
[169749] ['7/9', '7/6', '5/3', '9/5', '4'] -> 4 / (9/5 - (7/6 + 7/9 / 5/3))
[169750] ['3/4', '3/4', '7/8', '6/5', '5'] -> 5 * (3/4 / (7/8 - 3/4) - 6/5)
[169751] ['6/7', '6/7', '6/7', '5/4', '3'] -> 6/7 / (3 - (5/4 + 6/7 + 6/7))
[169752] ['2/5', '1', '8/7', '6/5', '9/5'] -> 9/5 / (2/5 - 6/5 + 1 / 8/7)
[169753] ['2/3', '9/8', '7/6', '9/7', '9'] -> 9 / (2/3 - 7/6 + 9/8 / 9/7)
[169754] ['1/4', '1/2', '4/5', '9/4', '7'] -> (7 / 4/5 - (1/2 + 9/4)) / 1/4
[169755] ['3/7', '3/7', '4/3', '9/5', '2'] -> 2 / (3/7 / 4/3 - 3/7 / 9/5)
[169756] ['7/9', '7/6', '5/3', '5/2', '4'] -> 4 / (5/2 - (5/3 + 7/9 / 7/6))
[169757] ['2/5', '4/7', '7/5', '8/5', '6'] -> 8/5 * 6 / (4/7 * 7/5 - 2/5)
[169758] ['1/4', '1/2', '4/5', '7/3', '7'] -> 1/2 / (7/3 / 7 - 1/4 / 4/5)
[169759] ['2/3', '9/8', '7/6', '7/5', '9'] -> 9 / (2/3 - 9/8 + 7/6 / 7/5)
[169760] ['3/7', '3/7', '4/3', '2', '9/4'] -> 2 / (3/7 / 3/7 + 4/3 - 9/4)
[169761] ['5/9', '9/8', '8/7', '8/3', '8'] -> (8/3 + 9/8 * 8) / (5/9 / 8/7)
[169762] ['4/7', '4/7', '2/3', '8/9', '3'] -> 4/7 / (2/3 * 8/9 - 4/7) - 3
[169763] ['4/7', '5/8', '6/7', '6/7', '6'] -> 6 / (4/7 - 6/7 + 5/8 * 6/7)
[169764] ['2/3', '9/8', '7/6', '8/5', '9'] -> 9 / (2/3 / 8/5 + 9/8 - 7/6)
[169765] ['7/9', '7/6', '7/4', '9/5', '4'] -> 7/6 * 4 / (7/4 / 9/5 - 7/9)
[169766] ['5/9', '9/8', '8/7', '7/2', '8'] -> 8 * (7/2 / (9/8 / 8/7) - 5/9)
[169767] ['2/5', '4/7', '7/5', '7/4', '6'] -> 6 / (7/5 / (2/5 / 4/7) - 7/4)
[169768] ['2/5', '1', '8/7', '6/5', '8/3'] -> 1 / (8/3 - 6/5 / (2/5 * 8/7))
[169769] ['1/4', '1/2', '5/6', '6/7', '7'] -> (6/7 + 1/2 / 1/4) / (5/6 / 7)
[169770] ['1/7', '2/7', '8/7', '7/5', '7'] -> (2/7 + 8/7) * (7 + 7/5 / 1/7)
[169771] ['4/7', '4/7', '2/3', '9/8', '3'] -> 4/7 / (2/3 / 9/8 - 4/7) - 3
[169772] ['3/7', '3/7', '4/3', '2', '8/3'] -> 8/3 / ((4/3 - 3/7) / 3/7 - 2)
[169773] ['5/8', '7/8', '5/3', '2', '9/4'] -> 2 / (5/3 / (5/8 / 7/8) - 9/4)
[169774] ['5/9', '9/8', '7/6', '7/6', '8'] -> 8 / (7/6 / (9/8 * 7/6) - 5/9)
[169775] ['6/7', '6/7', '6/7', '7/4', '3'] -> 6/7 / (6/7 + 7/4 - 6/7 * 3)
[169776] ['5/8', '7/8', '5/3', '2', '7/3'] -> (7/3 + 5/3 + 2) / (7/8 - 5/8)
[169777] ['2/5', '4/7', '7/5', '5/2', '6'] -> 5/2 * (2/5 + 7/5 * (4/7 + 6))
[169778] ['3/8', '2/3', '9/7', '9/4', '7'] -> 2/3 + (7 + 9/4 / 9/7) / 3/8
[169779] ['2/3', '9/8', '7/6', '8/3', '9'] -> (9 + 9/8 * 8/3) / (7/6 - 2/3)
[169780] ['4/7', '5/8', '6/7', '7/5', '6'] -> 6 / (5/8 * 7/5) / (6/7 - 4/7)
[169781] ['7/9', '7/6', '9/5', '9/4', '4'] -> 7/9 / 7/6 / (9/4 - 4 / 9/5)
[169782] ['3/4', '3/4', '7/8', '5/2', '5'] -> (5/2 + 5) / (7/8 - 3/4 * 3/4)
[169783] ['5/8', '7/8', '5/3', '2', '5/2'] -> 5/2 / (7/8 * 5/3 / 2 - 5/8)
[169784] ['5/9', '9/8', '7/6', '5/4', '8'] -> 8 * (9/8 / 5/4 + 7/6 / 5/9)
[169785] ['2/5', '1', '8/7', '5/4', '9/7'] -> 2/5 * (1 + 8/7) / (9/7 - 5/4)
[169786] ['7/9', '7/6', '9/5', '7/3', '4'] -> 7/9 * 4 / (7/3 / 9/5 - 7/6)
[169787] ['3/4', '3/4', '7/8', '7/2', '5'] -> (5 + 3/4 / 3/4) / (7/8 / 7/2)
[169788] ['5/8', '7/8', '5/3', '2', '8/3'] -> (8/3 + 5/3 * 2) / (7/8 - 5/8)
[169789] ['6/7', '6/7', '6/7', '5/2', '3'] -> (6/7 + 6/7) / (6/7 * 3 - 5/2)
[169790] ['1/7', '2/7', '7/6', '9/7', '7'] -> (9/7 - 1/7) * 7 / (2/7 * 7/6)
[169791] ['3/4', '3/4', '8/9', '8/9', '5'] -> 5 * 3/4 * 8/9 / (8/9 - 3/4)
[169792] ['7/9', '7/6', '9/5', '8/3', '4'] -> 9/5 * 4 * (8/3 + 7/9 / 7/6)
[169793] ['4/7', '4/7', '2/3', '5/3', '3'] -> 4/7 * 2/3 / (4/7 - 5/3 / 3)
[169794] ['1/9', '1/6', '8/5', '7/2', '9'] -> (7/2 - 1/9 * 9) / (1/6 / 8/5)
[169795] ['4/7', '5/8', '6/7', '7/3', '6'] -> (6 / 6/7 - 4/7) / (5/8 / 7/3)
[169796] ['6/7', '6/7', '6/7', '8/3', '3'] -> 6/7 / (6/7 / 8/3 - 6/7 / 3)
[169797] ['1/4', '1/2', '6/7', '6/5', '7'] -> (6/7 + 1/2 / 1/4) * 6/5 * 7
[169798] ['2/5', '4/7', '3/2', '5/3', '6'] -> (6 / 4/7 - 3/2 / 5/3) / 2/5
[169799] ['3/7', '3/7', '7/5', '8/5', '2'] -> 3/7 / (7/5 / 8/5 - 3/7 * 2)
[169800] ['5/8', '7/8', '5/3', '2', '9/2'] -> (2 + 5/3 / 5/8) / (7/8 / 9/2)
[169801] ['1/9', '1/6', '8/5', '9/2', '9'] -> 8/5 * (1/6 / 1/9 + 9/2 + 9)
[169802] ['3/4', '3/4', '8/9', '7/6', '5'] -> 5 / (3/4 * 7/6 - 3/4 * 8/9)
[169803] ['2/3', '9/8', '6/5', '7/4', '9'] -> 6/5 * 9 * (2/3 + 7/4 / 9/8)
[169804] ['6/7', '6/7', '6/7', '3', '9/2'] -> 6/7 + (6/7 + 6/7) * 3 * 9/2
[169805] ['7/9', '7/6', '9/5', '4', '9/2'] -> 9/5 * (9/2 * (4 - 7/9) - 7/6)
[169806] ['1/7', '2/7', '7/6', '3/2', '7'] -> (7/6 + 3/2) * (7 + 2/7 / 1/7)
[169807] ['1/4', '1/2', '6/7', '5/4', '7'] -> 6/7 / 1/2 / (1/4 - 5/4 / 7)
[169808] ['2/5', '4/7', '3/2', '9/5', '6'] -> 6 * (2/5 / 4/7 + 3/2 + 9/5)
[169809] ['5/9', '9/8', '7/6', '8/5', '8'] -> 8/5 / (7/6 - 9/8) - 8 / 5/9
[169810] ['1/9', '1/6', '5/3', '7/4', '9'] -> 9 / (7/4 * 1/6 * 5/3 - 1/9)
[169811] ['6/7', '6/7', '7/8', '7/8', '3'] -> 3 / 6/7 / (7/8 / 6/7 - 7/8)
[169812] ['1/4', '1/2', '6/7', '4/3', '7'] -> 7 / (4/3 * 1/4 * 6/7) - 1/2
[169813] ['5/8', '7/8', '7/4', '9/5', '2'] -> 9/5 / (7/8 + 2 - 7/4 / 5/8)
[169814] ['3/8', '2/3', '7/5', '3/2', '7'] -> (3/2 + 7 / (2/3 * 7/5)) / 3/8
[169815] ['5/9', '9/8', '7/6', '5/3', '8'] -> 8 * (9/8 + 7/6 * 5/3) - 5/9
[169816] ['5/8', '7/8', '7/4', '2', '9/4'] -> (9/4 + 7/4 + 2) / (7/8 - 5/8)
[169817] ['7/9', '7/6', '9/4', '7/2', '4'] -> 7/2 * 4 / (7/9 * 9/4 - 7/6)
[169818] ['6/7', '6/7', '7/8', '8/7', '3'] -> 3 / (7/8 * (8/7 - 6/7 / 6/7))
[169819] ['4/7', '5/8', '7/8', '9/8', '6'] -> 6 / (4/7 * 7/8) / (9/8 - 5/8)
[169820] ['4/7', '4/7', '2/3', '3', '9/2'] -> 4/7 * 9/2 / (2/3 - 4/7) - 3
[169821] ['1/9', '1/6', '7/4', '7/4', '9'] -> (7/4 + 1/6 + 7/4) / 1/9 - 9
[169822] ['1/4', '1/2', '6/7', '8/5', '7'] -> 7 / (6/7 / 8/5 - 1/4) - 1/2
[169823] ['5/8', '7/8', '7/4', '2', '7/3'] -> 2 / (7/4 - 7/3 * 5/8 / 7/8)
[169824] ['3/8', '2/3', '7/5', '5/3', '7'] -> (2/3 + 7 / (7/5 / 5/3)) / 3/8
[169825] ['2/3', '9/8', '6/5', '9/2', '9'] -> 9 * (9/2 / (9/8 * 6/5) - 2/3)
[169826] ['7/9', '7/6', '5/2', '5/2', '4'] -> (7/6 + 5/2) / (7/9 - 5/2 / 4)
[169827] ['1/9', '1/6', '7/4', '9/5', '9'] -> 1/9 / (1/6 - 7/4 / (9/5 + 9))
[169828] ['5/8', '7/8', '7/4', '2', '7/2'] -> (7/4 + 2) * 7/2 / (5/8 * 7/8)
[169829] ['6/7', '6/7', '7/8', '4/3', '3'] -> 3 / (7/8 - 6/7 / 6/7 / 4/3)
[169830] ['5/9', '9/8', '7/6', '9/5', '8'] -> 8 * (9/8 + 7/6 / 5/9) - 9/5
[169831] ['4/7', '5/8', '7/8', '5/4', '6'] -> 6 / (4/7 * 5/8) / (7/8 / 5/4)
[169832] ['1/9', '1/6', '7/4', '7/3', '9'] -> 9 / (7/4 * (1/6 + 1/9 / 7/3))
[169833] ['2/7', '7/9', '7/8', '9/4', '6'] -> 6 / 2/7 / (7/9 * 9/4 - 7/8)
[169834] ['1/7', '2/7', '6/5', '5/4', '7'] -> (1/7 + 7) / (5/4 * 2/7 / 6/5)
[169835] ['3/8', '2/3', '7/5', '7/3', '7'] -> 7 / 7/5 / (3/8 * 7/3 - 2/3)
[169836] ['4/7', '5/8', '7/8', '4/3', '6'] -> 6 / (5/8 - 4/7 * 7/8 / 4/3)
[169837] ['1/4', '1/2', '7/8', '8/9', '7'] -> 7 / (1/2 - 1/4 * 7/8) - 8/9
[169838] ['2/5', '1', '8/7', '5/4', '7/2'] -> 7/2 / (8/7 - 1) - 2/5 * 5/4
[169839] ['5/8', '7/8', '9/5', '2', '9/4'] -> 9/5 / (2 / 5/8 - (7/8 + 9/4))
[169840] ['1/9', '1/6', '7/4', '5/2', '9'] -> 5/2 / 1/9 - (9 - 7/4 / 1/6)
[169841] ['4/7', '4/7', '5/7', '8/9', '3'] -> 4/7 * 3 / (5/7 - 4/7 / 8/9)
[169842] ['7/9', '6/5', '6/5', '9/7', '4'] -> 6/5 * 4 / (6/5 - 7/9 * 9/7)
[169843] ['4/7', '4/7', '5/7', '9/8', '3'] -> 4/7 * 3 / (5/7 - 4/7 * 9/8)
[169844] ['6/7', '6/7', '7/8', '7/4', '3'] -> 3 / (6/7 / 6/7 + 7/8 - 7/4)
[169845] ['3/7', '3/7', '3/2', '8/5', '2'] -> 3/7 / ((3/7 + 2) / 8/5 - 3/2)
[169846] ['2/3', '9/8', '9/7', '4/3', '9'] -> 9 / (9/8 / 9/7 - 2/3 / 4/3)
[169847] ['2/7', '7/9', '7/8', '7/2', '6'] -> 6 + 7/2 / (7/8 * 2/7 * 7/9)
[169848] ['4/7', '4/7', '5/7', '8/7', '3'] -> 8/7 / (4/7 - 5/7 + 4/7 / 3)
