[310276] ['1/3', '3/5', '2/3', '5/7', '9'] -> (9 / 5/7 - 3/5) / (1/3 / 2/3)
[311288] ['5/6', '4/3', '9/5', '7/2', '7'] -> (7 + 7/2 / 5/6) / (9/5 - 4/3)
[311289] ['2/7', '1', '3/2', '8/5', '9/4'] -> 3/2 / (9/4 - 1 / (2/7 * 8/5))
[311290] ['1/7', '3/5', '4/5', '5/6', '2'] -> 4/5 * 5/6 + 2 / (1/7 * 3/5)
[311291] ['1/5', '3/8', '2/3', '7/6', '3'] -> 3 / (3/8 / 1/5 - 7/6 / 2/3)
[311292] ['1/7', '3/5', '4/5', '6/7', '2'] -> (2 - (4/5 - 6/7)) / (1/7 * 3/5)
[311293] ['3/7', '6/7', '6/7', '7/3', '5'] -> (6/7 + 6/7) * (7/3 + 5 / 3/7)
[311294] ['2/7', '8/9', '4/3', '9/5', '5'] -> 5 * (9/5 / 2/7 - 4/3 / 8/9)
[311295] ['3/4', '7/8', '1', '4/3', '9/2'] -> 4/3 / (1 - (3/4 + 7/8 / 9/2))
[311296] ['1/3', '5/8', '7/9', '8/5', '9'] -> (5/8 * 8/5 + 7/9 * 9) / 1/3
[311297] ['5/6', '4/3', '9/4', '7/3', '7'] -> 4/3 / (5/6 + 7/3 - 7 / 9/4)
[311298] ['5/9', '8/7', '5/4', '7/3', '7'] -> 5/4 / (5/9 / 8/7) * (7/3 + 7)
[311299] ['3/7', '6/7', '6/7', '5/2', '5'] -> (6/7 + 6/7) / (5/2 / 5 - 3/7)
[311300] ['2/7', '1', '3/2', '8/5', '5/2'] -> 8/5 * (1 + (3/2 + 5/2) / 2/7)
[311301] ['2/7', '8/9', '4/3', '9/4', '5'] -> 4/3 * 5 / (2/7 * 8/9) - 9/4
[311302] ['1/9', '1', '9/4', '9/4', '5/2'] -> 9/4 / 1/9 + 5/2 - (1 - 9/4)
[311303] ['3/4', '7/8', '1', '7/5', '7/5'] -> 7/5 / 7/8 / (7/5 - 1 / 3/4)
[311304] ['4/9', '4/7', '3/5', '6/5', '9'] -> 3/5 / 4/7 + (6/5 + 9) / 4/9
[311305] ['2/7', '1', '3/2', '8/5', '8/3'] -> 8/5 * (1 + 8/3 / (2/7 / 3/2))
[311306] ['1/9', '1', '9/4', '9/4', '7/2'] -> 1 + (9/4 + 7/2) / (1/9 * 9/4)
[311307] ['1/8', '1/6', '7/5', '5/3', '8'] -> (7/5 + 1/8 * 8) / (1/6 / 5/3)
[311308] ['1/3', '5/8', '7/9', '9/5', '9'] -> 9 / (1/3 * (7/9 + 5/8 / 9/5))
[311309] ['2/7', '8/9', '4/3', '5/2', '5'] -> (4/3 + 5/2 + 5 / 2/7) / 8/9
[311310] ['4/9', '4/7', '3/5', '5/4', '9'] -> 5/4 * (9 / 4/9 - 3/5 / 4/7)
[311311] ['1/5', '3/8', '2/3', '9/4', '3'] -> 9/4 / (3/8 * 2/3) + 3 / 1/5
[311312] ['5/9', '5/6', '5/6', '9/8', '2'] -> 2 / (5/6 - 9/8 * 5/9 / 5/6)
[311313] ['1/7', '3/5', '4/5', '8/7', '2'] -> (8/7 / 1/7 - 4/5) / (3/5 / 2)
[311314] ['3/4', '7/8', '1', '7/5', '9/5'] -> 9/5 / (7/8 - 7/5 / (3/4 + 1))
[311315] ['1/7', '3/5', '4/5', '7/6', '2'] -> 4/5 / 1/7 / (2 - (3/5 + 7/6))
[311316] ['5/6', '7/5', '7/5', '8/5', '7'] -> 7 / (5/6 * 7/5 - 7/5 / 8/5)
[311317] ['4/9', '4/7', '3/5', '7/5', '9'] -> (9 + 4/7 / 4/9) / (3/5 / 7/5)
[311318] ['1/8', '1/6', '7/5', '5/2', '8'] -> 7/5 * 5/2 / (1/8 + 1/6 / 8)
[311319] ['1/5', '3/8', '2/3', '3', '9/2'] -> 9/2 / (3 - 3/8 / (1/5 * 2/3))
[311320] ['1/7', '7/9', '9/7', '8/5', '8'] -> 8/5 * (8 + 9/7 / (1/7 / 7/9))
[311321] ['3/4', '7/8', '1', '7/5', '7/3'] -> 1 / (7/3 / 7/5 - (3/4 + 7/8))
[311322] ['1/8', '1/6', '7/5', '8/3', '8'] -> 7/5 * (8 + 8/3 / (1/8 + 1/6))
[311323] ['5/6', '7/5', '7/5', '7/4', '7'] -> 7 / 7/4 / (7/5 / 7/5 - 5/6)
[311324] ['5/9', '8/7', '9/7', '3/2', '7'] -> 7 / (9/7 / 8/7 - 5/9 * 3/2)
[311325] ['1/7', '3/5', '4/5', '4/3', '2'] -> 2 / (1/7 * (4/3 - 3/5 / 4/5))
[311326] ['1/5', '3/8', '5/7', '3/4', '3'] -> 3 / (5/7 * (3/4 - (1/5 + 3/8)))
[311327] ['1/3', '5/8', '4/5', '8/9', '9'] -> (1/3 + 9) / (8/9 - 5/8 * 4/5)
[311328] ['1/7', '7/9', '9/7', '7/4', '8'] -> 8 / (7/9 / 7/4 - 1/7 / 9/7)
[311329] ['1/9', '1', '9/4', '7/2', '9/2'] -> (7/2 + 9/2) / (1 / 9/4 - 1/9)
[311330] ['1/7', '3/5', '4/5', '7/5', '2'] -> (7/5 + 2) / 1/7 - (3/5 - 4/5)
[311331] ['4/9', '4/7', '3/5', '5/3', '9'] -> 5/3 * (9 / 4/7 - 3/5 / 4/9)
[311332] ['5/9', '5/6', '5/6', '7/4', '2'] -> 2 / (7/4 - (5/9 + 5/6) / 5/6)
[311333] ['5/6', '7/5', '7/5', '5/2', '7'] -> (7 + 7/5 / 7/5) / (5/6 / 5/2)
[311334] ['1/7', '3/5', '4/5', '8/5', '2'] -> (8/5 + 4/5 / 1/7) / (3/5 / 2)
[311335] ['2/7', '1', '3/2', '5/3', '9/2'] -> 9/2 * (1 - 3/2 + 5/3 / 2/7)
[311336] ['2/7', '8/9', '7/5', '9/5', '5'] -> 8/9 * 9/5 + (7/5 + 5) / 2/7
[311337] ['1/9', '1', '7/3', '8/3', '8/3'] -> 8/3 * (1/9 + 8/3 * (1 + 7/3))
[311338] ['5/9', '5/6', '5/6', '2', '9/4'] -> 2 / (5/6 / 5/9 + 5/6 - 9/4)
[311339] ['5/9', '8/7', '9/7', '9/5', '7'] -> 7 * (5/9 * 9/5 + 8/7 + 9/7)
[311340] ['1/8', '1/6', '8/5', '9/4', '8'] -> 8/5 * 9/4 * (8 - 1/6 / 1/8)
[311341] ['1/5', '3/8', '5/7', '8/9', '3'] -> 3/8 + 3 / (8/9 * 1/5 * 5/7)
[311342] ['4/9', '4/7', '3/5', '7/3', '9'] -> 9 * (4/9 + 7/3 * 4/7 / 3/5)
[311343] ['5/6', '7/5', '7/5', '9/2', '7'] -> 5/6 * 9/2 * (7/5 + 7 / 7/5)
[311344] ['3/4', '7/8', '1', '3/2', '9/5'] -> 3/2 / (3/4 / (9/5 - 1) - 7/8)
[311345] ['3/7', '6/7', '7/8', '5/2', '5'] -> 5 * 6/7 * 5/2 / (7/8 - 3/7)
[311346] ['1/7', '3/5', '4/5', '2', '9/4'] -> 2 * (9/4 / (1/7 / 4/5) - 3/5)
[311347] ['2/7', '8/9', '7/5', '5/2', '5'] -> 8/9 * (5/2 + 5 / (2/7 / 7/5))
[311348] ['4/9', '4/7', '3/5', '7/2', '9'] -> 7/2 * (9 - 4/7 / (4/9 * 3/5))
[311349] ['1/9', '1', '5/2', '5/2', '9/2'] -> 1 + 9/2 * (5/2 + 1/9 + 5/2)
[311350] ['3/7', '6/7', '7/8', '8/3', '5'] -> 5 / (6/7 / 3/7 + 7/8 - 8/3)
[311351] ['3/4', '7/8', '1', '8/5', '5/3'] -> 1 / 5/3 / (3/4 + 7/8 - 8/5)
[311352] ['2/7', '1', '3/2', '7/4', '5/2'] -> (5/2 + 1 / 2/7) / (7/4 - 3/2)
[311353] ['5/9', '8/7', '9/7', '7/2', '7'] -> 8/7 * 7/2 * (5/9 + 7 / 9/7)
[311354] ['1/7', '3/5', '4/5', '2', '7/3'] -> 4/5 / (1/7 * 7/3 - 3/5 / 2)
[311355] ['1/8', '1/6', '9/5', '7/3', '8'] -> (8 - 7/3) / (1/6 + 1/8 / 9/5)
[311356] ['1/7', '7/9', '4/3', '9/2', '8'] -> 9/2 * 8 - 4/3 / (1/7 * 7/9)
[311357] ['5/6', '7/5', '3/2', '9/5', '7'] -> (5/6 + 3/2 / 7/5) * 9/5 * 7
[311358] ['1/3', '5/8', '5/6', '6/5', '9'] -> 9 / (5/8 * 6/5) / (5/6 - 1/3)
[311359] ['5/9', '5/6', '6/7', '7/8', '2'] -> 2 / (6/7 * 7/8 - 5/9 / 5/6)
[311360] ['5/6', '7/5', '3/2', '9/4', '7'] -> 7 * (3/2 + 9/4 / (5/6 * 7/5))
[311361] ['1/9', '1', '8/3', '8/3', '7/2'] -> 1/9 - 1 + 7/2 * 8/3 * 8/3
[311362] ['1/8', '1/6', '9/5', '5/2', '8'] -> 9/5 * ((1/6 + 5/2) / 1/8 - 8)
[311363] ['1/7', '3/5', '4/5', '2', '9/2'] -> 9/2 / (1/7 / 4/5) - 3/5 * 2
[311364] ['3/4', '7/8', '1', '8/5', '8/3'] -> 1 / (8/3 / 8/5 - (3/4 + 7/8))
[311365] ['5/9', '8/7', '4/3', '7/5', '7'] -> (4/3 + 7) * 7/5 / (5/9 / 8/7)
[311366] ['5/9', '5/6', '6/7', '8/9', '2'] -> (5/9 / (6/7 - 5/6) - 2) / 8/9
[311367] ['1/9', '1', '8/3', '8/3', '9/2'] -> (8/3 + 8/3) * (1 / 1/9 - 9/2)
[311368] ['1/8', '1/6', '9/5', '8/3', '8'] -> 9/5 * (8/3 + 8 / (1/8 / 1/6))
[311369] ['1/7', '7/9', '7/5', '8/5', '8'] -> 8 / (1/7 * 7/9) / (7/5 + 8/5)
[311370] ['2/7', '8/9', '3/2', '8/5', '5'] -> 5 * (8/5 / (2/7 * 8/9) - 3/2)
[311371] ['5/6', '7/5', '3/2', '8/3', '7'] -> 3/2 * 8/3 * 7 / (5/6 * 7/5)
[311372] ['1/5', '3/8', '5/7', '7/4', '3'] -> 3 / (3/8 - 7/4 * 1/5 * 5/7)
[311373] ['1/7', '3/5', '5/6', '6/7', '2'] -> 2 / (1/7 * 3/5) / (5/6 / 6/7)
[311374] ['5/9', '5/6', '6/7', '9/8', '2'] -> 9/8 * (5/9 / (6/7 - 5/6) - 2)
[311375] ['4/9', '4/7', '5/8', '3/4', '9'] -> 9 / 4/7 / (5/8 / 4/9 - 3/4)
[311376] ['3/4', '7/8', '1', '8/5', '9/2'] -> 9/2 / (3/4 * (7/8 - 1 / 8/5))
[311377] ['5/6', '7/5', '3/2', '7/2', '7'] -> 7 / (5/6 * 7/2) / (3/2 - 7/5)
[311378] ['1/5', '3/8', '5/7', '9/5', '3'] -> 9/5 / (1/5 * 3 - 3/8 / 5/7)
[311379] ['5/9', '5/6', '6/7', '8/7', '2'] -> 2 / (6/7 / 8/7 - 5/9 / 5/6)
[311380] ['1/7', '3/5', '5/6', '7/8', '2'] -> (3/5 + 2 / 5/6) / (1/7 * 7/8)
[311381] ['1/9', '1', '7/2', '9/2', '9/2'] -> (7/2 + 9/2) / (1/9 + 1 / 9/2)
[311382] ['5/6', '7/5', '3/2', '9/2', '7'] -> 9/2 * (7 - (5/6 + 3/2) / 7/5)
[311383] ['5/9', '8/7', '4/3', '9/5', '7'] -> 8/7 * 7 / (4/3 - 5/9 * 9/5)
[311384] ['1/5', '3/8', '5/7', '9/4', '3'] -> (3 / 5/7 - 1/5) / (3/8 / 9/4)
[311385] ['1/7', '7/9', '7/5', '9/5', '8'] -> 8 * (9/5 + 7/9 * (1/7 + 7/5))
[311386] ['2/7', '1', '3/2', '9/5', '8/3'] -> (3/2 + 1 / 2/7) * 9/5 * 8/3
[311387] ['1/8', '1/8', '1/8', '1/8', '1'] -> (1 + (1/8 + 1/8) / 1/8) / 1/8
[311388] ['1/3', '5/8', '6/7', '6/5', '9'] -> (1/3 + 9) * (6/5 + 6/7 / 5/8)
[311389] ['1/5', '3/8', '5/7', '7/3', '3'] -> 3 / (1/5 * 3/8) / (5/7 * 7/3)
[311390] ['1/7', '3/5', '5/6', '8/7', '2'] -> (3/5 + 2 / 5/6) / (1/7 / 8/7)
[311391] ['1/8', '1/8', '1/8', '1/5', '1'] -> (1 - 1/8 / 1/5) / (1/8 * 1/8)
[311392] ['5/6', '7/5', '8/5', '5/3', '7'] -> 7 / 7/5 / (5/3 / 8/5 - 5/6)
[311393] ['2/7', '8/9', '3/2', '5/2', '5'] -> 3/2 + (5/2 + 5 / 2/7) / 8/9
[311394] ['1/3', '5/8', '6/7', '7/5', '9'] -> 9 * (1/3 + 6/7) / (5/8 / 7/5)
[311395] ['5/9', '5/6', '6/7', '9/7', '2'] -> (6/7 + 2) / (5/6 - 5/9 * 9/7)
[311396] ['1/7', '3/5', '5/6', '7/6', '2'] -> 2 / (1/7 * 3/5) / (5/6 * 7/6)
[311397] ['4/9', '4/7', '5/8', '8/9', '9'] -> (8/9 + 4/9 / 4/7) / (5/8 / 9)
[311398] ['1/7', '7/9', '7/5', '5/2', '8'] -> 7/9 * 5/2 * 8 * (1/7 + 7/5)
[311399] ['1/5', '3/8', '5/7', '3', '7/2'] -> 3 / (7/2 * 1/5 * 5/7 - 3/8)
[311400] ['3/7', '6/7', '8/9', '8/5', '5'] -> 8/5 * 5 / (6/7 * 8/9 - 3/7)
[311401] ['1/7', '3/5', '5/6', '5/4', '2'] -> 5/6 / 5/4 + 2 / (1/7 * 3/5)
[311402] ['2/7', '8/9', '3/2', '8/3', '5'] -> 8/3 / (2/7 * (5 - 3/2) - 8/9)
[311403] ['1/3', '5/8', '6/7', '8/5', '9'] -> 6/7 * (5/8 * 8/5 + 9 / 1/3)
[311404] ['1/7', '7/9', '7/5', '8/3', '8'] -> 8 / (7/9 - 1/7) / (7/5 / 8/3)
[311405] ['3/4', '7/8', '1', '7/4', '5/2'] -> 3/4 / (7/8 * 7/4 + 1 - 5/2)
[311406] ['1/5', '3/8', '5/7', '3', '9/2'] -> (3 - 1/5) * 9/2 / (3/8 / 5/7)
[311407] ['5/9', '8/7', '7/5', '3/2', '7'] -> 8/7 * 3/2 * (7/5 + 7 / 5/9)
[311408] ['2/7', '8/9', '3/2', '7/2', '5'] -> 7/2 / (2/7 / 3/2) + 5 / 8/9
[311409] ['5/6', '7/5', '8/5', '7/3', '7'] -> 7 / (7/3 / 8/5 - 5/6 * 7/5)
[311410] ['3/7', '6/7', '8/9', '5/3', '5'] -> (3/7 + 5/3 / 5) / (8/9 - 6/7)
[311411] ['5/9', '5/6', '6/7', '8/5', '2'] -> 2 / (5/6 / 6/7 - 5/9 * 8/5)
[311412] ['3/4', '7/8', '1', '7/4', '9/2'] -> (3/4 + 9/2) / (7/4 * (1 - 7/8))
[311413] ['1/5', '3/8', '3/4', '5/6', '3'] -> (3/4 + (3/8 + 3) / 5/6) / 1/5
[311414] ['3/7', '6/7', '8/9', '9/5', '5'] -> 9/5 * 5 / (6/7 - 3/7 / 8/9)
[311415] ['5/6', '7/5', '5/3', '9/4', '7'] -> 7 / 7/5 / (5/6 * 9/4 - 5/3)
[311416] ['1/7', '3/5', '5/6', '8/5', '2'] -> 8/5 / (1/7 * 2) / (5/6 - 3/5)
[311417] ['5/9', '8/7', '7/5', '7/4', '7'] -> 7 / (5/9 * (7/4 - 7/5 / 8/7))
[311418] ['1/8', '1/5', '1/5', '7/8', '8'] -> (1/5 + 1/5 * 7/8) / (1/8 / 8)
[311419] ['5/6', '7/5', '5/3', '7/3', '7'] -> (5/3 + 7/3) * 7 / (5/6 * 7/5)
[311420] ['3/7', '6/7', '8/9', '9/4', '5'] -> (9/4 * 5 - 6/7 / 8/9) / 3/7
[311421] ['1/7', '7/9', '3/2', '5/3', '8'] -> 3/2 * 8 * (5/3 / 7/9 - 1/7)
[311422] ['4/9', '4/7', '5/8', '4/3', '9'] -> (9 - 4/3 / 4/7) / (4/9 * 5/8)
[311423] ['5/9', '8/7', '7/5', '9/5', '7'] -> 7 / (7/5 / 9/5 - 5/9 / 8/7)
[311424] ['1/8', '1/5', '1/5', '8/9', '8'] -> 1/5 / 8/9 * 8 / (1/5 - 1/8)
[311425] ['1/7', '3/5', '5/6', '7/4', '2'] -> 2 / (1/7 / 7/4) - 3/5 * 5/6
[311426] ['5/9', '5/6', '6/7', '2', '7/3'] -> (6/7 + 2) * 7/3 / (5/6 - 5/9)
[311427] ['2/7', '8/9', '8/5', '7/4', '5'] -> 8/5 / (7/4 / 5 - 2/7) - 8/9
[311428] ['5/6', '7/5', '5/3', '7/2', '7'] -> 7/2 * 7 - (5/3 - 5/6 * 7/5)
[311429] ['1/8', '1/5', '1/5', '9/8', '8'] -> 1/5 * 9/8 * 8 / (1/5 - 1/8)
[311430] ['1/7', '3/5', '5/6', '9/5', '2'] -> (9/5 + (3/5 + 2) / 1/7) / 5/6
[311431] ['5/9', '8/7', '7/5', '7/3', '7'] -> 7 / (5/9 / 8/7) / (7/5 / 7/3)
[311432] ['2/7', '1', '3/2', '5/2', '5/2'] -> (3/2 + 5/2) * (5/2 + 1 / 2/7)
[311433] ['4/9', '4/7', '5/8', '3/2', '9'] -> 3/2 / (5/8 - 4/7) - 4/9 * 9
[311434] ['1/8', '1/5', '1/5', '8/7', '8'] -> (1/5 + 1/5 / 8/7) / (1/8 / 8)
[311435] ['5/6', '7/5', '7/4', '9/5', '7'] -> 7 / (7/4 * (9/5 - 5/6) - 7/5)
[311436] ['5/6', '7/5', '7/4', '9/4', '7'] -> (7/4 + 9/4) * 7 / (5/6 * 7/5)
[311437] ['1/7', '7/9', '3/2', '7/2', '8'] -> 8 / (1/7 * (7/2 - 7/9 * 3/2))
[311438] ['1/8', '1/8', '1/8', '1', '5/4'] -> (5/4 + 1/8 - 1) / (1/8 * 1/8)
[311439] ['5/9', '8/7', '7/5', '8/3', '7'] -> 7 / (7/5 - 8/7) - (5/9 + 8/3)
[311440] ['2/7', '1', '3/2', '5/2', '9/2'] -> 1 - 3/2 + (5/2 + 9/2) / 2/7
[311441] ['1/7', '7/9', '8/5', '8/5', '8'] -> 8/5 + 8 + 8/5 / (1/7 * 7/9)
[311442] ['1/5', '3/8', '3/4', '7/3', '3'] -> 3 / (3/8 / 1/5 - 3/4 * 7/3)
[311443] ['2/7', '1', '3/2', '8/3', '8/3'] -> (8/3 + 8/3 / 2/7) / (3/2 - 1)
[311444] ['3/4', '7/8', '1', '7/3', '5/2'] -> 1 / (3/4 - 7/8 - (7/3 - 5/2))
[311445] ['1/3', '5/8', '8/9', '5/4', '9'] -> (1/3 + 9) / (8/9 - 5/8 / 5/4)
[311446] ['1/7', '3/5', '5/6', '2', '7/2'] -> 2 / (5/6 * (3/5 - 1/7 * 7/2))
[311447] ['5/9', '8/7', '7/5', '9/2', '7'] -> (7/5 + 7) * 9/2 * 5/9 * 8/7
[311448] ['3/7', '6/7', '9/8', '6/5', '5'] -> (3/7 + 6/5 * 5) / (9/8 - 6/7)
[311449] ['5/9', '5/6', '7/8', '9/8', '2'] -> 5/6 / (7/8 - (5/9 + 9/8) / 2)
[311450] ['1/8', '1/8', '1/8', '1', '8/5'] -> (1/8 + 1) / (1/8 - 1/8 / 8/5)
[311451] ['2/7', '8/9', '8/5', '7/2', '5'] -> 8/9 * 7/2 * (8/5 * 5 - 2/7)
[311452] ['3/4', '7/8', '1', '7/3', '7/2'] -> 1 / (7/3 / 7/8 - 3/4 * 7/2)
[311453] ['5/6', '7/5', '7/4', '7/2', '7'] -> 7 / (5/6 * (7/2 - (7/5 + 7/4)))
[311454] ['1/3', '5/8', '8/9', '9/7', '9'] -> (9 + 8/9 / 1/3) / (5/8 / 9/7)
[311455] ['2/7', '1', '3/2', '7/2', '7/2'] -> 1 - 3/2 + (7/2 + 7/2) / 2/7
[311456] ['1/8', '1/5', '1/5', '5/2', '8'] -> (1/5 / 1/8 + 8 / 5/2) / 1/5
[311457] ['3/4', '7/8', '1', '7/3', '9/2'] -> 7/3 / (3/4 - 7/8 + 1 / 9/2)
[311458] ['5/9', '8/7', '3/2', '8/5', '7'] -> 3/2 * (8/5 + 7 / (5/9 / 8/7))
[311459] ['1/5', '3/8', '7/9', '7/9', '3'] -> 3 / 1/5 / (7/9 / 7/9 - 3/8)
[311460] ['2/7', '8/9', '8/5', '9/2', '5'] -> 5 / (2/7 / 8/5) - 8/9 * 9/2
[311461] ['5/9', '5/6', '7/8', '7/6', '2'] -> 2 / (7/8 / 7/6 - 5/9 / 5/6)
[311462] ['5/6', '7/5', '7/4', '9/2', '7'] -> (7/4 / 5/6 + 9/2 * 7) / 7/5
[311463] ['3/4', '7/8', '1', '5/2', '5/2'] -> 1 / (7/8 + 5/2 - 5/2 / 3/4)
[311464] ['1/8', '1/8', '1/7', '1/7', '1'] -> (1 - 1/7) / (1/7 * (1/8 + 1/8))
[311465] ['1/5', '3/8', '7/9', '5/6', '3'] -> 3 / (3/8 * 7/9 - 1/5 * 5/6)
[311466] ['4/9', '4/7', '5/8', '5/2', '9'] -> 9 / 4/9 - (5/8 - 5/2 / 4/7)
[311467] ['5/9', '5/6', '7/8', '6/5', '2'] -> 2 / (5/9 * (6/5 - 7/8 / 5/6))
[311468] ['1/8', '1/5', '2/9', '2/9', '8'] -> (8 - 2/9 / (1/5 * 2/9)) / 1/8
[311469] ['3/7', '6/7', '9/8', '3/2', '5'] -> 5 / (6/7 / (3/7 * 3/2) - 9/8)
[311470] ['1/7', '7/9', '8/5', '7/3', '8'] -> (8 / 8/5 - 7/3) / (1/7 * 7/9)
[311471] ['2/7', '1', '8/5', '8/5', '5/3'] -> 8/5 / (1 - 2/7 * (8/5 + 5/3))
[311472] ['3/7', '6/7', '9/8', '8/5', '5'] -> 8/5 * 5 / (6/7 / 9/8 - 3/7)
[311473] ['1/7', '7/9', '8/5', '5/2', '8'] -> 7/9 * 8 * (8/5 * 5/2 - 1/7)
[311474] ['2/7', '8/9', '5/3', '9/4', '5'] -> (5/3 + 5) / (2/7 * 8/9) - 9/4
[311475] ['3/4', '7/8', '1', '7/2', '7/2'] -> (1 + 7/2) * 7/2 / (3/4 * 7/8)
[311476] ['5/9', '5/6', '7/8', '4/3', '2'] -> 2 * (5/9 / (7/8 - 5/6) - 4/3)
[311477] ['4/9', '4/7', '2/3', '2/3', '9'] -> 9 * (2/3 / 4/9 + 2/3 / 4/7)
[311478] ['1/7', '3/5', '6/7', '5/4', '2'] -> 6/7 / (3/5 * (1/7 + 2) - 5/4)
[311479] ['5/9', '5/6', '7/8', '7/5', '2'] -> 5/6 * 2 / (7/8 / 7/5 - 5/9)
[311480] ['3/7', '6/7', '9/8', '9/5', '5'] -> 9/5 * 5 / (6/7 - 3/7 * 9/8)
[311481] ['5/9', '8/7', '3/2', '8/3', '7'] -> (8/3 - 8/7 / 3/2) / (5/9 / 7)
[311482] ['5/6', '7/5', '9/4', '7/3', '7'] -> 7 / (9/4 * 5/6 * 7/5 - 7/3)
[311483] ['3/4', '8/9', '8/9', '1', '8/7'] -> 8/9 / (8/9 / (3/4 * 8/7) - 1)
[311484] ['1/8', '1/5', '2/9', '2/5', '8'] -> 8 + (1/5 + 2/5 / 2/9) / 1/8
[311485] ['2/7', '8/9', '5/3', '8/3', '5'] -> 8/3 / (8/9 / 2/7 - 5 / 5/3)
[311486] ['2/7', '1', '8/5', '8/5', '5/2'] -> 8/5 * (1 + 5/2 / (2/7 / 8/5))
[311487] ['1/7', '3/5', '6/7', '4/3', '2'] -> ((6/7 + 2) / 3/5 - 4/3) / 1/7
[311488] ['3/7', '6/7', '9/8', '9/4', '5'] -> (9/4 * 5 - 6/7 * 9/8) / 3/7
[311489] ['1/7', '7/9', '5/3', '5/3', '8'] -> 8 / (5/3 / 7/9 - (1/7 + 5/3))
[311490] ['5/6', '7/5', '9/4', '7/2', '7'] -> 7 / (5/6 * (7/2 - 7/5 * 9/4))
[311491] ['1/8', '1/8', '1/7', '5/8', '1'] -> (1 + 1/8 / 1/7) / (1/8 * 5/8)
[311492] ['5/9', '8/7', '8/5', '8/5', '7'] -> 7 * (8/5 + 8/7 / 5/9) - 8/5
[311493] ['3/7', '6/7', '9/8', '5/2', '5'] -> 3/7 / (5 / 5/2 - (6/7 + 9/8))
[311494] ['1/5', '3/8', '7/9', '9/7', '3'] -> 3 / 1/5 / (7/9 * 9/7 - 3/8)
[311495] ['1/7', '3/5', '6/7', '7/4', '2'] -> 2 / (7/4 - (1/7 + 6/7) / 3/5)
[311496] ['1/3', '5/8', '8/7', '7/5', '9'] -> (9 - 7/5 * 5/8 * 8/7) / 1/3
[311497] ['5/9', '5/6', '7/8', '2', '7/3'] -> 7/3 / (5/9 - 7/8 + 5/6 / 2)
[311498] ['3/4', '8/9', '8/9', '1', '9/7'] -> 8/9 / (1 - 3/4 * 9/7) - 8/9
[311499] ['1/7', '7/9', '5/3', '5/2', '8'] -> (1/7 + 5/3 / 7/9) * (5/2 + 8)
[311500] ['1/8', '1/8', '1/7', '3/4', '1'] -> 1 / (1/7 * (1/8 + 1/8 / 3/4))
[311501] ['5/9', '5/6', '7/8', '2', '5/2'] -> 2 * 5/2 / (7/8 - 5/9 / 5/6)
[311502] ['1/7', '7/9', '5/3', '8/3', '8'] -> (8/3 + 8 / 1/7) / (7/9 + 5/3)
[311503] ['3/4', '8/9', '8/9', '1', '4/3'] -> (8/9 + 4/3 / 3/4) / (1 - 8/9)
[311504] ['5/6', '7/5', '5/2', '5/2', '7'] -> 5/2 / 5/6 + 5/2 * (7/5 + 7)
[311505] ['5/9', '5/6', '7/8', '2', '8/3'] -> 5/9 * 2 / (7/8 - 5/6) - 8/3
[311506] ['5/9', '8/7', '8/5', '9/4', '7'] -> (8/7 + 8/5) * 7 * 5/9 * 9/4
[311507] ['1/3', '5/8', '8/7', '9/5', '9'] -> 8/7 * 9 * (9/5 + 1/3 / 5/8)
[311508] ['3/4', '8/9', '8/9', '1', '7/5'] -> 8/9 / (3/4 - 1 / 7/5) - 8/9
[311509] ['2/7', '8/9', '7/4', '7/3', '5'] -> 2/7 / ((5 - 8/9) / 7/3 - 7/4)
[311510] ['3/7', '6/7', '8/7', '6/5', '5'] -> 5 * (6/7 + 8/7 + 6/5 / 3/7)
[311511] ['1/7', '3/5', '6/7', '2', '8/3'] -> 2 / (6/7 / 8/3 - 1/7 / 3/5)
[311512] ['5/9', '8/7', '8/5', '7/3', '7'] -> (7/3 - 8/7) * 7 / (5/9 / 8/5)
[311513] ['5/6', '7/5', '8/3', '8/3', '7'] -> 5/6 * (8/3 + 7 * 7/5 * 8/3)
[311514] ['1/3', '5/8', '8/7', '5/2', '9'] -> 8/7 * (9 + 5/2 / (1/3 * 5/8))
[311515] ['1/8', '1/8', '1/7', '1', '9/8'] -> (1/8 / 1/7 + 1 + 9/8) / 1/8
[311516] ['1/5', '3/8', '7/9', '9/5', '3'] -> 7/9 * 9/5 * 3 / (3/8 - 1/5)
[311517] ['5/6', '7/5', '8/3', '7/2', '7'] -> 8/3 / (5/6 * 7/5) * (7/2 + 7)
[311518] ['2/7', '8/9', '7/4', '8/3', '5'] -> (5 + 8/3 / (2/7 / 7/4)) / 8/9
[311519] ['1/7', '7/9', '7/4', '9/4', '8'] -> 7/9 * 8 * (9/4 - (1/7 - 7/4))
[311520] ['1/8', '1/5', '2/9', '7/9', '8'] -> (8 - (2/9 + 7/9) / 1/5) / 1/8
[311521] ['5/9', '8/7', '8/5', '5/2', '7'] -> (8/7 + 8/5 * 7) * (5/2 - 5/9)
[311522] ['5/6', '7/5', '7/2', '7/2', '7'] -> (7/2 + 7/2 * 7) / (5/6 * 7/5)
[311523] ['1/5', '3/8', '7/9', '9/4', '3'] -> 3 / (3/8 / 1/5 - 7/9 * 9/4)
