[334884] ['4/7', '7/5', '2', '5/2', '8/3'] -> 7/5 * 5/2 * 8/3 * (4/7 + 2)
[338279] ['4/9', '9/7', '8/3', '8/3', '5'] -> 8/3 * (5 + 9/7 * (4/9 + 8/3))
[338280] ['9/7', '8/5', '9/5', '9/5', '7'] -> 8/5 + 7 * (9/5 + 9/5 / 9/7)
[338281] ['3/5', '5/6', '7/5', '8/3', '7'] -> 7 / (3/5 - 5/6 + 7/5 / 8/3)
[338282] ['1/8', '9/7', '7/5', '5/3', '8'] -> (8 / 5/3 - 9/7 * 7/5) / 1/8
[338283] ['1/6', '3/7', '4/3', '7/4', '2'] -> (4/3 + 2 / (3/7 * 7/4)) / 1/6
[338284] ['1/6', '3/4', '4/3', '8/5', '8'] -> (8 / 8/5 - 3/4 * 4/3) / 1/6
[338285] ['1/8', '5/8', '1', '9/7', '5/2'] -> 9/7 / (5/8 / (1 + 5/2) - 1/8)
[338286] ['3/5', '2/3', '5/6', '8/7', '2'] -> 2 / (2/3 / 8/7 - 3/5 * 5/6)
[338287] ['6/7', '7/8', '1', '7/6', '7/5'] -> 6/7 / (7/8 / 7/6 - 1 / 7/5)
[338288] ['4/9', '9/7', '8/3', '9/2', '5'] -> 9/7 * 8/3 * (5 + 4/9 * 9/2)
[338289] ['9/7', '8/5', '9/5', '5/2', '7'] -> 7 * (9/7 + 9/5) / (5/2 - 8/5)
[338290] ['3/5', '5/6', '3/2', '3/2', '7'] -> (3/2 + 3/2 * 7) / (3/5 * 5/6)
[338291] ['1/6', '3/4', '7/5', '7/5', '8'] -> 7/5 / (1/6 * (3/4 + 8) - 7/5)
[338292] ['4/9', '4/3', '4/3', '4/3', '5'] -> (4/3 + 4/3 * 5) * 4/3 / 4/9
[338293] ['1/6', '3/7', '4/3', '2', '9/4'] -> (4/3 / 3/7 + 2 / 9/4) / 1/6
[338294] ['9/7', '8/5', '9/5', '8/3', '7'] -> 8/5 + 8/3 * (7 + 9/5 / 9/7)
[338295] ['3/5', '2/3', '5/6', '8/5', '2'] -> 2 / (3/5 * 5/6 - 2/3 / 8/5)
[338296] ['3/8', '2/5', '3/7', '6/7', '5'] -> (3/7 + 6/7 / 5) / (2/5 - 3/8)
[338297] ['4/9', '4/3', '4/3', '7/5', '5'] -> (4/3 + 5 * 4/3 * 7/5) / 4/9
[338298] ['1/6', '3/7', '4/3', '2', '5/2'] -> (2 / ((1/6 * 3/7) * 5/2) - 4/3))
[338299] ['2/9', '2/7', '4/5', '9/4', '3'] -> 3 / (2/9 * (4/5 - 2/7)) - 9/4
[338300] ['1/6', '3/4', '7/5', '5/3', '8'] -> 5/3 * (3/4 * 8 + 7/5 / 1/6)
[338301] ['4/9', '4/3', '4/3', '3/2', '5'] -> 4/3 * 5 / (4/9 + 4/3 - 3/2)
[338302] ['1/8', '9/7', '7/5', '8/3', '8'] -> 9/7 * 7/5 * (8/3 / 1/8 - 8)
[338303] ['3/5', '5/6', '3/2', '7/3', '7'] -> 7 * 3/2 * 7/3 - 3/5 * 5/6
[338304] ['1/8', '5/8', '1', '4/3', '7/4'] -> 4/3 * ((5/8 + 7/4) / 1/8 - 1)
[338305] ['1/6', '3/7', '7/5', '3/2', '2'] -> 7/5 * 2 * (3/2 / 1/6 - 3/7)
[338307] ['1/6', '3/4', '7/5', '9/4', '8'] -> ((3/4 + 8) / 7/5 - 9/4) / 1/6
[338306] ['3/5', '5/6', '3/2', '8/3', '7'] -> 8/3 * (3/5 * 5/6 + 3/2 + 7)
[338308] ['4/9', '4/3', '4/3', '7/4', '5'] -> (5 / (7/4 - 4/3) - 4/3) / 4/9
[338309] ['9/7', '8/5', '9/4', '5/2', '7'] -> 7 * (8/5 * 5/2 - 9/7 / 9/4)
[338310] ['1/6', '3/4', '7/5', '7/3', '8'] -> (8 + 7/3 / (1/6 * 7/5)) / 3/4
[338311] ['1/6', '3/7', '7/5', '8/5', '2'] -> (8/5 / (7/5 * (3/7 / 2)) - 1/6))
[338312] ['4/9', '4/3', '4/3', '9/5', '5'] -> (5 * 4/3 * 9/5 - 4/3) / 4/9
[338313] ['1/8', '9/7', '3/2', '3/2', '8'] -> 8 / (1/8 * (3/2 + 3/2 / 9/7))
[338314] ['3/5', '2/3', '5/6', '2', '8/3'] -> (8/3 / ((2/3 - 3/5) * 5/6) * 2))
[338315] ['1/6', '3/4', '7/5', '5/2', '8'] -> 7/5 * 8 / (1/6 + 3/4 / 5/2)
[338316] ['3/5', '5/6', '8/5', '9/5', '7'] -> (3/5 + 9/5) * (8/5 + 7 / 5/6)
[338317] ['1/8', '5/8', '1', '7/5', '7/5'] -> 1 / 5/8 + (7/5 + 7/5) / 1/8
[338318] ['4/9', '4/3', '4/3', '5/2', '5'] -> 5 / ((5/2 - 4/9) / 4/3 - 4/3)
[338319] ['9/7', '8/5', '7/3', '7/3', '7'] -> 9/7 * 8/5 * (7 + 7/3 + 7/3)
[338320] ['2/9', '2/7', '5/6', '6/7', '3'] -> 2/9 * 6/7 / (2/7 - 5/6 / 3)
[338321] ['3/5', '2/3', '5/6', '2', '9/2'] -> (2/3 + 2) * 9/2 / (3/5 * 5/6)
[338322] ['4/9', '4/3', '4/3', '7/2', '5'] -> 4/3 / (4/9 * 5 + 4/3 - 7/2)
[338323] ['3/5', '2/3', '6/7', '6/7', '2'] -> 2 * (6/7 / (2/3 - 3/5) - 6/7)
[338324] ['1/8', '5/8', '1', '7/5', '9/4'] -> (9/4 + 5/8 * 7/5) / 1/8 - 1
[338325] ['1/8', '9/7', '3/2', '9/4', '8'] -> 9/7 * 8 * (9/4 + 1/8 / 3/2)
[338326] ['4/9', '4/3', '7/5', '3/2', '5'] -> 4/3 / (5 * (3/2 - 7/5) - 4/9)
[338327] ['1/8', '9/7', '3/2', '5/2', '8'] -> 9/7 / 3/2 * (8 + 5/2 / 1/8)
[338328] ['3/5', '5/6', '5/3', '9/5', '7'] -> (9/5 * 7 - 3/5) * 5/3 / 5/6
[338329] ['1/6', '3/7', '7/5', '2', '7/2'] -> 3/7 + (2 + 7/2) / (1/6 * 7/5)
[338330] ['3/8', '2/5', '3/7', '3/2', '5'] -> (5 / 2/5 - 3/2 / 3/7) / 3/8
[338331] ['9/7', '8/5', '8/3', '7/2', '7'] -> 9/7 * 7/2 * (7 - 8/3 / 8/5)
[338332] ['6/7', '7/8', '1', '6/5', '9/4'] -> 7/8 / (6/5 - 1 / 6/7) - 9/4
[338333] ['1/6', '3/4', '8/5', '7/3', '8'] -> 3/4 * 8/5 * 8 * (1/6 + 7/3)
[338334] ['2/9', '2/7', '5/6', '5/4', '3'] -> (3 + 5/6 / (2/7 * 5/4)) / 2/9
[338335] ['3/5', '2/3', '6/7', '8/7', '2'] -> 8/7 / (6/7 / (3/5 * 2) - 2/3)
[338336] ['3/8', '2/5', '3/7', '5/3', '5'] -> 5 / (3/8 / 3/7 - 2/5 * 5/3)
[338337] ['4/9', '4/3', '7/5', '7/4', '5'] -> (4/3 + 7/5 / 7/4) * 5 / 4/9
[338338] ['9/7', '8/5', '7/2', '7/2', '7'] -> 8/5 * (9/7 * 7/2 + 7/2 + 7)
[338339] ['6/7', '7/8', '1', '6/5', '7/3'] -> 7/3 / (1 / (6/7 * 6/5) - 7/8)
[338340] ['3/5', '5/6', '7/4', '7/4', '7'] -> 7 * (7/4 + 7/4) - 3/5 * 5/6
[338341] ['6/7', '7/8', '1', '6/5', '5/2'] -> 5/2 * 6/5 / 7/8 / (1 - 6/7)
[338342] ['4/9', '4/3', '7/5', '9/4', '5'] -> 4/3 * (9/4 + 5 * 7/5 / 4/9)
[338343] ['1/6', '3/7', '3/2', '5/3', '2'] -> (2 + 3/2 / 1/6) / 3/7 - 5/3
[338344] ['1/6', '3/4', '7/4', '9/5', '8'] -> 7/4 * 8 / (1/6 + 3/4 / 9/5)
[338345] ['9/7', '8/5', '9/2', '9/2', '7'] -> 8/5 * (9/2 / 9/7 + 9/2 + 7)
[338346] ['1/6', '3/4', '7/4', '7/3', '8'] -> 8 / (1/6 + 3/4 + 7/4 - 7/3)
[338347] ['3/5', '5/6', '7/4', '7/2', '7'] -> (7 / (5/6 * (3/5 * 7/2)) - 7/4))
[338348] ['1/8', '9/7', '8/5', '9/4', '8'] -> 8/5 * 8 * (1/8 + 9/4 / 9/7)
[338349] ['2/9', '2/7', '5/6', '7/4', '3'] -> 3 + (7/4 + 5/6 / 2/7) / 2/9
[338350] ['3/5', '2/3', '6/7', '8/5', '2'] -> (8/5 / (2 * (3/5 / 6/7)) - 2/3))
[338351] ['6/7', '7/8', '1', '6/5', '9/2'] -> 9/2 / (7/8 / 6/7 - 1 / 6/5)
[338352] ['4/9', '4/3', '7/5', '7/2', '5'] -> 4/3 / (7/2 / (7/5 * 5) - 4/9)
[338353] ['9/7', '5/3', '5/3', '7/3', '7'] -> 9/7 * 7/3 * (7 + 5/3 / 5/3)
[338354] ['3/5', '5/6', '9/5', '9/5', '7'] -> (9/5 + 7) / (9/5 - (3/5 + 5/6))
[338355] ['3/8', '2/5', '3/7', '8/3', '5'] -> 5 * (2/5 / (3/7 - 3/8) - 8/3)
[338356] ['1/6', '3/4', '9/5', '8/3', '8'] -> 9/5 * (8/3 / (1/6 * 3/4) - 8)
[338357] ['6/7', '7/8', '1', '5/4', '4/3'] -> (6/7 + 1 / 7/8) / (4/3 - 5/4)
[338358] ['2/9', '2/7', '5/6', '7/3', '3'] -> (5/6 + 3 / (2/7 * 7/3)) / 2/9
[338359] ['6/7', '7/8', '1', '5/4', '7/5'] -> 7/5 / (1 / (6/7 * 5/4) - 7/8)
[338360] ['2/9', '2/7', '5/6', '8/3', '3'] -> 3 * (2/9 + 8/3 * 5/6 / 2/7)
[338361] ['1/8', '5/8', '1', '5/3', '7/2'] -> (7/2 - 5/8 / 5/3) / 1/8 - 1
[338362] ['3/8', '2/5', '4/9', '1/2', '5'] -> 5 * 2/5 / 3/8 / (4/9 * 1/2)
[338363] ['3/5', '5/6', '9/4', '9/4', '7'] -> 5/6 * (9/4 + 9/4) * (7 - 3/5)
[338364] ['1/8', '9/7', '5/3', '5/3', '8'] -> 9/7 * ((5/3 + 5/3) / 1/8 - 8)
[338365] ['3/5', '2/3', '6/7', '2', '5/2'] -> (2 / (5/2 * (3/5 / 6/7)) - 2/3))
[338366] ['1/6', '3/4', '7/3', '9/2', '8'] -> 9/2 * (8 - (1/6 + 7/3)) - 3/4
[338367] ['1/6', '3/7', '8/5', '2', '9/4'] -> (9/4 / 3/7 - 2 / 8/5) / 1/6
[338368] ['3/8', '2/5', '4/9', '5/9', '5'] -> (5 / (3/8 * (4/9 / 2/5)) - 5/9))
[338369] ['9/7', '5/3', '7/4', '7/2', '7'] -> 9/7 * (7/2 + 7/4 * (5/3 + 7))
[338370] ['4/9', '4/3', '8/5', '9/4', '5'] -> 8/5 * 5 / (4/3 - 4/9 * 9/4)
[338371] ['1/6', '3/4', '7/2', '7/2', '8'] -> 7/2 / (3/4 - 1/6 - 7/2 / 8)
[338372] ['6/7', '7/8', '1', '5/4', '9/4'] -> 6/7 / (1 - 7/8) * (5/4 + 9/4)
[338373] ['1/6', '3/7', '8/5', '2', '5/2'] -> 2 / (1/6 * 3/7) - 8/5 * 5/2
[338374] ['4/9', '4/3', '8/5', '7/2', '5'] -> 4/3 / (5 * 4/9 * 8/5 - 7/2)
[338375] ['3/5', '5/6', '7/3', '8/3', '7'] -> (7 + 7/3 + 8/3) / (3/5 * 5/6)
[338376] ['3/8', '2/5', '4/9', '5/8', '5'] -> 5 / (5/8 - 4/9 * 3/8 / 2/5)
[338377] ['3/5', '2/3', '7/8', '7/8', '2'] -> 2 / (2/3 + 7/8 - 7/8 / 3/5)
[338378] ['9/7', '5/3', '9/5', '9/4', '7'] -> 7 / (5/3 - 9/5 / 9/7) - 9/4
[338379] ['1/6', '7/9', '7/9', '5/6', '8'] -> 8 / (1/6 - 5/6 + 7/9 / 7/9)
[338380] ['6/7', '7/8', '1', '5/4', '5/2'] -> (5/4 / (5/2 * (7/8 / 6/7)) - 1))
[338381] ['1/8', '5/8', '1', '9/5', '9/4'] -> (1 + 9/4 / (5/8 * 9/5)) / 1/8
[338382] ['3/5', '2/3', '7/8', '8/9', '2'] -> 2 / (7/8 * 2/3 / 3/5 - 8/9)
[338383] ['1/8', '5/8', '1', '9/5', '7/3'] -> (1 / ((1/8 * 5/8) * 7/3) - 9/5))
[338384] ['1/8', '9/7', '5/3', '7/2', '8'] -> 9/7 * 7/2 * (5/3 / 1/8 - 8)
[338385] ['3/5', '5/6', '5/2', '5/2', '7'] -> (7 + 5/2 + 5/2) / (3/5 * 5/6)
[338386] ['1/6', '3/7', '8/5', '2', '9/2'] -> 8/5 * ((2 + 9/2) / 3/7 - 1/6)
[338387] ['3/8', '2/5', '4/9', '3/4', '5'] -> 2/5 / (3/8 * 4/9 - 3/4 / 5)
[338388] ['9/7', '5/3', '9/5', '8/3', '7'] -> 9/5 * (9/7 * 7 + 5/3 + 8/3)
[338389] ['4/9', '4/3', '5/3', '7/2', '5'] -> 4/3 / (7/2 - 4/9 - 5 / 5/3)
[338390] ['3/8', '2/5', '4/9', '7/9', '5'] -> (4/9 + 7/9 / 5) / (2/5 - 3/8)
[338391] ['1/6', '3/7', '5/3', '7/4', '2'] -> 2 + (3/7 + 5/3) * 7/4 / 1/6
[338392] ['3/5', '5/6', '7/2', '7/2', '7'] -> 7/2 * (7 - 3/5 * 5/6 / 7/2)
[338393] ['1/6', '3/7', '5/3', '9/5', '2'] -> 9/5 / (1/6 * 3/7) - 2 / 5/3
[338394] ['1/6', '7/9', '7/9', '8/7', '8'] -> (8 / (7/9 + 7/9) - 8/7) / 1/6
[338395] ['2/9', '2/7', '6/7', '8/5', '3'] -> (3 + 2/7 / 6/7) * 8/5 / 2/9
[338396] ['3/5', '2/3', '7/8', '5/4', '2'] -> 2 / (2/3 * (7/8 - 3/5 * 5/4))
[338397] ['9/7', '5/3', '9/4', '7/3', '7'] -> 7 * (5/3 + 7/3 - 9/7 / 9/4)
[338398] ['4/9', '4/3', '7/4', '7/3', '5'] -> (4/9 + 4/3 * 7/3) * (7/4 + 5)
[338399] ['1/6', '3/7', '5/3', '2', '9/4'] -> 2 / (3/7 * (9/4 - 5/3) - 1/6)
[338400] ['6/7', '7/8', '1', '9/7', '9/5'] -> 1 / (7/8 - 9/7 / (6/7 * 9/5))
[338401] ['1/8', '9/7', '7/4', '5/2', '8'] -> 9/7 / (5/2 / (7/4 * 8) - 1/8)
[338402] ['3/5', '2/3', '7/8', '4/3', '2'] -> (2 / (2/3 * (7/8 / 3/5)) - 4/3))
[338403] ['2/9', '2/7', '6/7', '9/4', '3'] -> (6/7 + 3 / (2/9 * 9/4)) / 2/7
[338404] ['4/9', '4/3', '7/4', '7/2', '5'] -> 5 / (4/3 - 7/4 / (4/9 * 7/2))
[338405] ['9/7', '5/3', '9/4', '9/2', '7'] -> (5/3 + 9/7 * 7) * (9/2 - 9/4)
[338406] ['6/7', '7/8', '1', '9/7', '5/2'] -> 5/2 / (7/8 * (9/7 - 1 / 6/7))
[338407] ['1/6', '3/7', '5/3', '2', '5/2'] -> (2 / 3/7 - 5/3 / 5/2) / 1/6
[338408] ['1/6', '3/7', '5/3', '2', '8/3'] -> 5/3 / (1/6 * 3/7) - (2 - 8/3)
[338409] ['1/8', '2/3', '2/3', '4/5', '1'] -> 1 / (2/3 / 4/5 - (1/8 + 2/3))
[338410] ['9/7', '5/3', '7/3', '9/2', '7'] -> (9/7 + 5/3) * 7/3 * 9/2 - 7
[338411] ['6/7', '7/8', '1', '9/7', '8/3'] -> 6/7 / (9/7 - (7/8 + 1 / 8/3))
[338412] ['3/5', '2/3', '7/8', '2', '9/4'] -> 7/8 * 2 / (2/3 - 3/5) - 9/4
[338413] ['1/8', '2/3', '2/3', '6/7', '1'] -> (2/3 / (1/8 * 1) - (2/3 / 6/7)))
[338414] ['3/5', '6/7', '6/7', '8/7', '7'] -> 7 * (6/7 / 3/5 + 6/7 + 8/7)
[338415] ['1/6', '7/9', '7/9', '8/5', '8'] -> (8 / 8/5 - 7/9 / 7/9) / 1/6
[338416] ['2/9', '2/7', '7/8', '8/9', '3'] -> (2/9 / (7/8 * (8/9 / 3)) - 2/7))
[338417] ['9/7', '5/3', '5/2', '8/3', '7'] -> 5/2 * (5/3 + 9/7 * 7) - 8/3
[338418] ['1/8', '2/3', '2/3', '7/8', '1'] -> 1 / (1/8 - 2/3 + 2/3 * 7/8)
[338419] ['1/8', '9/7', '9/5', '7/3', '8'] -> (7/3 + 9/7 / 9/5) * (8 - 1/8)
[338420] ['4/9', '4/3', '9/4', '7/2', '5'] -> 9/4 + (5 + 4/3 * 7/2) / 4/9
[338421] ['1/8', '2/3', '2/3', '1', '8/7'] -> 1 / (1/8 - 2/3 + 2/3 / 8/7)
[338422] ['3/5', '2/3', '7/8', '2', '5/2'] -> 2 / (2/3 - 7/8 / (3/5 * 5/2))
[338423] ['3/5', '6/7', '6/7', '6/5', '7'] -> (6/7 + 6/7) * 7 * 6/5 / 3/5
[338424] ['6/7', '7/8', '1', '4/3', '7/5'] -> (6/7 + 1) / (4/3 / 7/5 - 7/8)
[338425] ['1/8', '2/3', '2/3', '1', '6/5'] -> (2/3 + 1) * 6/5 / (1/8 * 2/3)
[338426] ['4/9', '4/3', '7/3', '7/3', '5'] -> (4/3 - 7/3 + 7/3 * 5) / 4/9
[338427] ['3/5', '2/3', '7/8', '2', '8/3'] -> 8/3 * (2 / (7/8 - 2/3) - 3/5)
[338428] ['6/7', '7/8', '1', '4/3', '3/2'] -> (1 / (7/8 * 4/3) - (6/7 * 3/2)))
[338429] ['2/9', '2/7', '7/8', '5/4', '3'] -> 3 / (5/4 - 7/8 * 2/7 / 2/9)
[338430] ['1/6', '7/9', '7/9', '9/2', '8'] -> 8 * (1/6 + 9/2) / (7/9 + 7/9)
[338431] ['1/6', '3/7', '9/5', '9/5', '2'] -> (9/5 / 3/7 + 9/5 - 2) / 1/6
[338432] ['1/8', '2/3', '2/3', '1', '7/5'] -> (2/3 + 7/5 * (2/3 + 1)) / 1/8
[338433] ['1/8', '9/7', '9/5', '7/2', '8'] -> (9/7 / 9/5 + 8 / 7/2) / 1/8
[338434] ['1/6', '7/9', '4/5', '5/6', '8'] -> 8 / ((1/6 + 7/9) / 5/6 - 4/5)
[338435] ['3/5', '2/3', '7/8', '2', '9/2'] -> 9/2 / (7/8 / (3/5 * 2/3) - 2)
[338436] ['4/9', '4/3', '5/2', '5/2', '5'] -> 4/3 / (5/2 - 4/9 - 5 / 5/2)
[338437] ['3/5', '6/7', '6/7', '3/2', '7'] -> (6/7 + 6/7 / 3/5) * 3/2 * 7
[338438] ['6/7', '7/8', '1', '4/3', '5/3'] -> (4/3 + 5/3) / (7/8 * (1 - 6/7))
[338439] ['1/8', '2/3', '2/3', '1', '7/4'] -> 2/3 + (2/3 + 1) * 7/4 / 1/8
[338440] ['3/5', '2/3', '8/9', '8/9', '2'] -> 2 / (3/5 * (8/9 - 2/3 / 8/9))
[338441] ['9/7', '7/4', '7/4', '9/2', '7'] -> 7 * (9/7 + 7/4) - (7/4 - 9/2)
[338442] ['3/5', '2/3', '8/9', '9/8', '2'] -> 2 / (3/5 * (8/9 - 2/3 * 9/8))
[338443] ['1/6', '7/9', '4/5', '8/9', '8'] -> (8 / (7/9 + 8/9) - 4/5) / 1/6
[338444] ['9/7', '7/4', '9/5', '9/4', '7'] -> (9/7 + 9/5) * (7 + 7/4 / 9/4)
[338445] ['3/5', '2/3', '8/9', '8/7', '2'] -> 2 / (2/3 / (3/5 * 8/7) - 8/9)
[338446] ['4/9', '7/5', '7/5', '3/2', '5'] -> 5 * ((7/5 + 7/5) / 4/9 - 3/2)
[338447] ['3/8', '2/5', '4/9', '7/3', '5'] -> (5 + 7/3 / 2/5) / 4/9 - 3/8
[338448] ['6/7', '7/8', '1', '4/3', '8/3'] -> (4/3 / (8/3 * (7/8 / 6/7)) - 1))
[338449] ['3/5', '6/7', '6/7', '9/4', '7'] -> 9/4 * (7 / 3/5 - 6/7 / 6/7)
[338450] ['9/7', '7/4', '9/5', '7/3', '7'] -> 9/5 * (7 + 7/4 * (9/7 + 7/3))
[338451] ['2/9', '2/7', '7/8', '5/2', '3'] -> (3 / (2/9 * (7/8 / 2/7)) - 5/2))
[338452] ['6/7', '7/8', '1', '4/3', '9/2'] -> 4/3 * 9/2 / (1 - 6/7 * 7/8)
[338453] ['3/5', '6/7', '6/7', '5/2', '7'] -> (6/7 + 3/5 * 6/7) * 5/2 * 7
[338454] ['3/5', '2/3', '8/9', '9/7', '2'] -> 2 / (2/3 / (9/7 - 3/5) - 8/9)
[338455] ['1/8', '9/7', '9/4', '9/2', '8'] -> 9/4 * (9/2 + 8 / 9/7) - 1/8
[338456] ['6/7', '7/8', '1', '7/5', '7/5'] -> 7/5 / (7/8 * 7/5 - 1 / 6/7)
[338457] ['1/6', '3/7', '2', '9/4', '8/3'] -> (9/4 + 2 / (3/7 * 8/3)) / 1/6
[338458] ['1/6', '7/9', '4/5', '6/5', '8'] -> 8 / (6/5 * (1/6 + 7/9) - 4/5)
[338459] ['2/9', '2/7', '7/8', '3', '7/2'] -> (3 / (2/7 * (7/8 / 2/9)) - 7/2))
[338460] ['3/8', '2/5', '1/2', '5/9', '5'] -> 5/9 * (2/5 + 5) / (1/2 - 3/8)
[338461] ['3/5', '6/7', '6/7', '7/2', '7'] -> (6/7 + 6/7 / 3/5) * (7/2 + 7)
[338462] ['1/8', '9/7', '5/2', '5/2', '8'] -> 8 / (9/7 - 5/2 / (1/8 + 5/2))
[338463] ['9/7', '7/4', '9/5', '9/2', '7'] -> 7 / (7/4 - 9/2 / (9/7 + 9/5))
[338464] ['2/9', '2/7', '8/9', '8/9', '3'] -> 8/9 * 3 / (8/9 - 2/9 / 2/7)
[338465] ['3/5', '6/7', '6/7', '9/2', '7'] -> 9/2 * (7 - 6/7 / (3/5 * 6/7))
[338466] ['6/7', '7/8', '1', '7/5', '5/3'] -> (1 / (7/5 * 5/3) * (7/8 - 6/7)))
[338467] ['9/7', '7/4', '9/4', '9/4', '7'] -> 7 * (7/4 + 9/4 - 9/7 / 9/4)
[338468] ['2/9', '2/7', '8/9', '9/8', '3'] -> 3 / (9/8 * (8/9 - 2/9 / 2/7))
[338469] ['1/6', '3/7', '2', '7/3', '5/2'] -> (2 * 5/2 - 3/7 * 7/3) / 1/6
[338470] ['9/7', '7/4', '9/4', '5/2', '7'] -> 7/4 - 5/2 + 7 * (9/7 + 9/4)
[338471] ['2/9', '2/7', '8/9', '7/6', '3'] -> 8/9 * 3 / (2/7 * 7/6 - 2/9)
[338472] ['1/6', '7/9', '4/5', '3/2', '8'] -> 8 / (4/5 - 7/9 / (1/6 + 3/2))
[338473] ['1/8', '9/7', '8/3', '7/2', '8'] -> (8 + 9/7 / 1/8) * 7/2 / 8/3
[338474] ['6/7', '7/8', '1', '7/5', '9/4'] -> 7/5 * (9/4 / (1 - 7/8) - 6/7)
[338475] ['4/9', '7/5', '7/5', '9/2', '5'] -> 5 * (4/9 * 9/2 + 7/5 + 7/5)
[338476] ['9/7', '7/4', '9/4', '9/2', '7'] -> 7/4 - 9/4 + 7 * 9/2 / 9/7
[338477] ['1/6', '3/7', '2', '5/2', '8/3'] -> 8/3 / (5/2 - (2 + 1/6 / 3/7))
[338478] ['1/8', '2/3', '5/7', '1', '9/5'] -> 5/7 / (1/8 * 2/3) * (1 + 9/5)
[338479] ['3/8', '2/5', '1/2', '8/9', '5'] -> (5 / ((3/8 * 2/5) * 1/2) + 8/9))
[338480] ['3/5', '2/3', '8/9', '2', '9/2'] -> 9/2 * (8/9 + (2/3 + 2) / 3/5)
[338481] ['3/5', '6/7', '7/8', '7/6', '7'] -> (7 / (3/5 * (7/6 / 6/7)) - 7/8))
[338482] ['9/7', '7/4', '7/3', '8/3', '7'] -> 7/4 * 8/3 + 7/3 * (9/7 + 7)
[338483] ['6/7', '7/8', '1', '7/5', '5/2'] -> 5/2 * 6/7 * 7/5 / (1 - 7/8)
[338484] ['1/6', '3/7', '2', '5/2', '9/2'] -> (9/2 / 3/7 - 5/2) / (1/6 * 2)
[338485] ['3/5', '2/3', '9/8', '9/8', '2'] -> 2 / (9/8 / 3/5 - (2/3 + 9/8))
[338486] ['1/8', '2/3', '5/7', '1', '7/3'] -> (5/7 / (1/8 * 2/3) - (1 / 7/3)))
[338487] ['9/7', '7/4', '5/2', '5/2', '7'] -> 7/4 * (5/2 * 7 - (9/7 + 5/2))
[338488] ['4/9', '7/5', '3/2', '9/5', '5'] -> (7/5 + 9/5) * 5 / (4/9 * 3/2)
[338489] ['1/8', '2/3', '5/7', '1', '5/2'] -> (1 + 5/2 / 5/7) * 2/3 / 1/8
[338490] ['1/6', '3/7', '2', '8/3', '8/3'] -> (8/3 + 8/3) * (2 / 3/7 - 1/6)
[338491] ['3/5', '2/3', '9/8', '7/6', '2'] -> 2 / (9/8 * 2/3 / 3/5 - 7/6)
[338492] ['1/6', '7/9', '4/5', '7/3', '8'] -> (8 - 7/3 / 7/9) * 4/5 / 1/6
[338493] ['9/7', '7/4', '5/2', '8/3', '7'] -> 9/7 * (7 + 8/3 * 7/4 * 5/2)
[338494] ['3/5', '6/7', '7/8', '9/7', '7'] -> (6/7 + 9/7 / 3/5) * 7 / 7/8
[338495] ['1/6', '3/7', '2', '8/3', '7/2'] -> (8/3 + 2 / (3/7 * 7/2)) / 1/6
[338496] ['6/7', '7/8', '1', '7/5', '9/2'] -> 6/7 * 9/2 / (7/8 - 1 / 7/5)
[338497] ['4/9', '7/5', '3/2', '7/3', '5'] -> (7/5 + 5) * (7/3 / 4/9 - 3/2)
[338498] ['1/8', '4/3', '4/3', '7/4', '8'] -> 7/4 / (4/3 / 8 - 1/8 / 4/3)
[338499] ['9/7', '7/4', '5/2', '9/2', '7'] -> (5/2 + 9/2 / 9/7) * 7 / 7/4
[338500] ['1/6', '7/9', '4/5', '8/3', '8'] -> 8/3 / (1/6 / 4/5 - 7/9 / 8)
[338501] ['6/7', '7/8', '1', '3/2', '3/2'] -> (3/2 + 3/2) / (7/8 * (1 - 6/7))
[338502] ['9/7', '7/4', '8/3', '8/3', '7'] -> 7/4 * 8/3 * (7 - 9/7) - 8/3
[338503] ['2/9', '2/7', '8/9', '5/2', '3'] -> 3 * (2/9 + 5/2 * 8/9 / 2/7)
[338504] ['3/5', '2/3', '9/8', '3/2', '2'] -> 3/2 / (3/5 * (2/3 - 9/8 / 2))
[338505] ['3/5', '6/7', '7/8', '3/2', '7'] -> 7 / (3/2 / 6/7 - 7/8 / 3/5)
[338506] ['1/8', '4/3', '7/5', '7/5', '8'] -> (7/5 / (7/5 * (4/3 / 8)) - 1/8))
[338507] ['1/6', '7/9', '5/6', '6/7', '8'] -> 8 / (1/6 + 5/6 - 7/9 * 6/7)
[338508] ['1/6', '4/9', '4/9', '3/5', '2'] -> (4/9 + 2) / (1/6 * 3/5) - 4/9
[338509] ['1/8', '2/3', '3/4', '1', '9/7'] -> 1 / (1/8 - 2/3 + 3/4 / 9/7)
[338510] ['3/5', '6/7', '7/8', '7/4', '7'] -> 7 * (6/7 / 3/5 + 7/4 / 7/8)
[338511] ['1/8', '2/3', '3/4', '1', '7/5'] -> 1 / (2/3 - (1/8 + 3/4) / 7/5)
[338512] ['6/7', '7/8', '1', '3/2', '9/4'] -> 3/2 / (9/4 - (7/8 + 1) / 6/7)
[338513] ['3/5', '2/3', '9/8', '2', '5/2'] -> 2 / (9/8 / (3/5 * 5/2) - 2/3)
[338514] ['2/9', '2/7', '9/8', '7/6', '3'] -> (3 / (9/8 * (2/7 * 7/6)) - 2/9))
