[98496] ['4/7', '3/4', '4/3', '9/4', '5'] -> ((4/3 * 9/4) * ((5 / 4/7) - 3/4))
[100103] ['2/9', '1/4', '4/5', '7/2', '8'] -> ((7/2 - 4/5) * (8 + (2/9 / 1/4)))
[100104] ['1/8', '9/8', '6/5', '5/3', '3'] -> ((6/5 * 5/3) * (3 + (9/8 / 1/8)))
[100105] ['4/7', '5/2', '7/2', '7/2', '4'] -> ((4/7 + 4) * ((5/2 * 7/2) - 7/2))
[100106] ['1/3', '6/7', '4/3', '3/2', '2'] -> (2 / ((3/2 / 6/7) - (1/3 + 4/3)))
[100107] ['1/5', '5/8', '8/9', '5/2', '7'] -> (8/9 * (7 + (5/2 / (1/5 * 5/8))))
[100108] ['3/7', '8/7', '6/5', '3', '9/2'] -> (((6/5 * 8/7) / 3/7) * (3 + 9/2))
[100109] ['5/8', '4/5', '4/5', '8/5', '3'] -> (4/5 / ((8/5 / 3) - (5/8 * 4/5)))
[100110] ['2/9', '1/4', '5/6', '5/6', '8'] -> (8 * (2/9 + ((5/6 * 5/6) / 1/4)))
[100111] ['1/8', '3/4', '7/8', '7/5', '4'] -> (3/4 / ((7/8 / (7/5 * )) - 1/8))
[100112] ['1/9', '7/8', '9/5', '7/3', '7'] -> (7 / ((1/9 * 9/5) * 7/3) - 7/8))
[100113] ['1/8', '9/8', '6/5', '7/3', '3'] -> ((6/5 * 3) * ((9/8 / 1/8) - 7/3))
[100114] ['4/7', '5/2', '4', '9/2', '9/2'] -> ((9/2 + 9/2) / ((5/2 / 4/7) - 4))
[100115] ['1/8', '2/7', '2/5', '5/4', '6'] -> ((6 / 2/7) - (1/8 - (5/4 / 2/5)))
[100116] ['3/7', '8/7', '5/4', '5/4', '3'] -> ((3/7 + 3) / (8/7 - (5/4 / 5/4)))
[100117] ['2/9', '3/4', '6/7', '4/3', '4'] -> (4 / ((2/9 + 4/3) * 6/7) - 3/4))
[100118] ['5/8', '5/7', '1', '8/7', '8/3'] -> (8/7 / ((5/7 + 1) - (5/8 * 8/3)))
[100119] ['2/7', '2/5', '3/4', '9/2', '7'] -> ((2/7 * 7) * (3/4 + (9/2 / 2/5)))
[100120] ['4/7', '8/3', '7/2', '7/2', '4'] -> (7/2 * ((8/3 * (4/7 + 7/2)) - 4))
[100121] ['1/5', '5/8', '8/9', '9/2', '7'] -> ((7 - (8/9 * 9/2)) / (1/5 * 5/8))
[100122] ['5/8', '4/5', '4/5', '7/3', '3'] -> (4/5 / (4/5 * 3) - (5/8 + 7/3)))
[100123] ['1/8', '3/4', '7/8', '8/5', '4'] -> (3/4 / ((7/8 / (8/5 + 4)) - 1/8))
[100124] ['1/8', '9/8', '6/5', '3', '7/2'] -> (((9/8 + 3) / (1/8 * 6/5)) - 7/2)
[100125] ['3/7', '8/7', '5/4', '8/5', '3'] -> ((8/7 + 8/5) * ((3 * 5/4) / 3/7))
[100126] ['2/9', '3/4', '6/7', '3/2', '4'] -> (3/2 / (4 - (3/4 / (2/9 * 6/7))))
[100127] ['1/3', '6/7', '4/3', '2', '9/4'] -> (((2 + (4/3 / 6/7)) * 9/4) / 1/3)
[100128] ['1/5', '4/9', '9/7', '5/2', '9'] -> (5/2 * ((1/5 / 9/7) + (4/9 + 9)))
[100129] ['1/8', '3/4', '7/8', '9/5', '4'] -> (9/5 * (4 + (7/8 / (1/8 * 3/4))))
[100130] ['5/8', '4/5', '4/5', '8/3', '3'] -> (3 / ((5/8 - 4/5) + (4/5 / 8/3)))
[100131] ['3/7', '8/7', '5/4', '5/3', '3'] -> (8/7 / ((5/3 / 5/4) - (3/7 * 3)))
[100132] ['2/9', '1/4', '5/6', '9/7', '8'] -> ((((8 / 9/7) - 5/6) / 2/9) - 1/4)
[100133] ['1/8', '2/7', '2/5', '8/5', '6'] -> ((6 - (8/5 + (2/5 / 2/7))) / 1/8)
[100134] ['1/5', '5/8', '9/8', '8/7', '7'] -> (7 * (((9/8 + 8/7) / 5/8) - 1/5))
[100135] ['5/9', '5/9', '3/5', '7/9', '9'] -> ((5/9 * (3/5 + 9)) / (7/9 - 5/9))
[100136] ['1/9', '7/8', '9/5', '9/2', '7'] -> ((1/9 + 7) * (7/8 + (9/2 / 9/5)))
[100137] ['5/8', '4/5', '4/5', '3', '7/2'] -> (((4/5 + (7/2 / 5/8)) * 3) / 4/5)
[100138] ['1/3', '6/7', '4/3', '2', '5/2'] -> (4/3 / (1/3 * 5/2) - (2 / 6/7)))
[100139] ['2/9', '3/4', '6/7', '5/3', '4'] -> (((4 + (5/3 / 3/4)) * 6/7) / 2/9)
[100140] ['2/9', '1/4', '5/6', '7/5', '8'] -> (8 / (7/5 - (2/9 / (1/4 * /6)))
)[100141] ['1/8', '2/7', '2/5', '5/3', '6'] -> (6 / ((1/8 + 2/5) * 2/7) * 5/3))
[100142] ['5/8', '5/7', '1', '7/6', '6/5'] -> (1 / (7/6 * (5/8 * 6/5)) - 5/7))
[100143] ['1/5', '4/9', '9/7', '7/2', '9'] -> ((4/9 * 7/2) * (9 + (9/7 / 1/5)))
[100144] ['2/9', '1/4', '5/6', '8/5', '8'] -> (8 / (1/4 * (8/5 - (2/9 / 5/6))))
[100145] ['1/8', '9/8', '5/4', '8/5', '3'] -> ((5/4 * 8/5) * (3 + (9/8 / 1/8)))
[100146] ['3/5', '3/5', '3/5', '2/3', '4'] -> (4 / (2/3 - (3/5 / (3/5 + 3/5))))
[100147] ['2/7', '2/5', '7/9', '6/7', '7'] -> (((7 / 7/9) - (6/7 / 2/5)) / 2/7)
[100148] ['5/9', '5/9', '3/5', '4/5', '9'] -> ((((9 - 5/9) / 5/9) - 4/5) / 3/5)
[100149] ['1/8', '2/7', '2/5', '7/4', '6'] -> (6 / (2/5 * (1/8 + (2/7 * 7/4))))
[100150] ['2/9', '3/4', '6/7', '9/5', '4'] -> (4 / (6/7 * (3/4 / 9/5)) - 2/9))
[100151] ['1/3', '6/7', '4/3', '2', '9/2'] -> (4/3 / ((2 / 9/2) - (1/3 / 6/7)))
[100152] ['5/8', '4/5', '5/6', '5/6', '3'] -> (3 / (5/8 * (5/6 / 5/6)) - 4/5))
[100153] ['4/7', '7/9', '9/4', '7/3', '5'] -> (((7/3 * 5) / (4/7 * 7/9)) - 9/4)
[100154] ['5/9', '5/9', '3/5', '6/7', '9'] -> (((5/9 + (9 / 3/5)) * 6/7) / 5/9)
[100155] ['1/3', '6/7', '7/5', '7/5', '2'] -> (((7/5 + 7/5) * (6/7 + 2)) / 1/3)
[100156] ['1/5', '4/9', '4/3', '4/3', '9'] -> (((4/3 + (4/9 / 1/5)) * 9) / 4/3)
[100157] ['5/8', '4/5', '5/6', '8/9', '3'] -> (3 / (((4/5 * 5/6) / 8/9) - 5/8))
[100158] ['2/9', '3/4', '6/7', '5/2', '4'] -> (4 / (6/7 * (3/4 - (2/9 * 5/2))))
[100159] ['4/7', '7/9', '9/4', '8/3', '5'] -> (8/3 * ((5 / (4/7 * 7/9)) - 9/4))
[100160] ['1/8', '2/7', '2/5', '5/2', '6'] -> (6 / (2/7 * (2/5 * 5/2)) - 1/8))
[100161] ['3/5', '3/5', '3/5', '4/5', '4'] -> ((4 * (3/5 + 3/5)) / (4/5 - 3/5))
[100162] ['2/9', '3/4', '6/7', '7/2', '4'] -> (7/2 * ((3/4 * 4) + (6/7 / 2/9)))
[100163] ['3/5', '3/5', '3/5', '5/6', '4'] -> ((3/5 * 4) / (3/5 - (3/5 * 5/6)))
[100164] ['1/8', '9/8', '9/7', '7/5', '3'] -> ((((9/8 + 9/7) * 7/5) / 1/8) - 3)
[100165] ['1/5', '4/9', '4/3', '7/4', '9'] -> (((9 / 1/5) - (4/3 / 4/9)) / 7/4)
[100166] ['2/9', '1/4', '6/7', '8/9', '8'] -> (6/7 * ((8 / 1/4) - (8/9 / 2/9)))
[100167] ['3/5', '3/5', '3/5', '6/7', '4'] -> ((3/5 * 4) / ((3/5 / 6/7) - 3/5))
[100168] ['1/3', '6/7', '7/5', '7/4', '2'] -> (2 / (7/4 - (7/5 * (1/3 + 6/7))))
[100169] ['5/8', '4/5', '5/6', '5/4', '3'] -> ((5/4 + (3 / 4/5)) / (5/6 - 5/8))
[100170] ['3/7', '8/7', '9/7', '8/5', '3'] -> (3 / ((3/7 / 8/5) + (8/7 - 9/7)))
[100171] ['5/9', '5/9', '3/5', '7/6', '9'] -> ((5/9 + (9 / 3/5)) / (5/9 * 7/6))
[100172] ['1/5', '5/8', '9/8', '9/4', '7'] -> (((7 - (5/8 + 9/8)) / 1/5) - 9/4)
[100173] ['1/8', '9/8', '9/7', '3/2', '3'] -> ((((9/8 + 3/2) * 9/7) / 1/8) - 3)
[100174] ['1/9', '7/8', '7/3', '9/2', '7'] -> (7 / ((9/2 * (1/9 * 7/3)) - 7/8))
[100175] ['2/9', '3/4', '7/8', '6/5', '4'] -> ((7/8 / (2/9 - (3/4 / 4))) - 6/5)
[100176] ['1/5', '5/8', '9/8', '7/3', '7'] -> (((9/8 / 5/8) + (7 / 7/3)) / 1/5)
[100177] ['2/9', '3/4', '7/8', '5/4', '4'] -> (5/4 / ((7/8 / 4) - (2/9 * 3/4)))
[100178] ['1/8', '9/8', '9/7', '5/3', '3'] -> (((9/8 + 3) / (1/8 * 9/7)) - 5/3)
[100179] ['3/7', '8/7', '9/7', '7/4', '3'] -> ((9/7 + 3) / (7/4 - (3/7 + 8/7)))
[100180] ['1/8', '2/7', '3/7', '7/9', '6'] -> (2/7 / (3/7 * 7/9) - (1/8 * 6)))
[100181] ['1/3', '6/7', '7/5', '2', '7/3'] -> ((6/7 + 2) * (7/5 + (7/3 / 1/3)))
[100182] ['5/8', '4/5', '5/6', '8/5', '3'] -> ((3 + (8/5 / 4/5)) / (5/6 - 5/8))
[100183] ['5/8', '5/7', '1', '6/5', '6/5'] -> (6/5 / ((6/5 * (5/8 / 5/7)) - 1))
[100184] ['1/5', '4/9', '7/5', '3/2', '9'] -> ((9 + (7/5 / 1/5)) / (4/9 * 3/2))
[100185] ['2/9', '3/4', '7/8', '9/7', '4'] -> ((3/4 / 7/8) + ((4 * 9/7) / 2/9))
[100186] ['3/7', '8/7', '9/7', '9/5', '3'] -> (8/7 / ((3/7 + 9/7) - (3 / 9/5)))
[100187] ['4/7', '7/9', '7/3', '9/2', '5'] -> (7/3 / (((5 - 9/2) / 4/7) - 7/9))
[100188] ['2/9', '1/4', '6/7', '5/4', '8'] -> (8 / ((5/4 / 6/7) - (1/4 / 2/9)))
[100189] ['5/8', '4/5', '5/6', '5/3', '3'] -> (3 / ((5/8 + 5/6) - (4/5 * 5/3)))
[100190] ['3/5', '3/5', '3/5', '7/6', '4'] -> ((3/5 * 4) / ((3/5 * 7/6) - 3/5))
[100191] ['5/9', '5/9', '3/5', '7/5', '9'] -> ((3/5 + 9) / (7/5 - (5/9 / 5/9)))
[100192] ['1/5', '4/9', '7/5', '8/5', '9'] -> (8/5 / ((7/5 / 9) - (1/5 * 4/9)))
[100193] ['5/8', '5/7', '1', '6/5', '5/4'] -> (((1 + 5/4) / (5/7 - 5/8)) - 6/5)
[100194] ['1/9', '7/8', '5/2', '9/2', '7'] -> (((5/2 + (1/9 * 9/2)) * 7) / 7/8)
[100195] ['1/3', '6/7', '7/5', '2', '8/3'] -> (2 / ((6/7 / 8/3) - (1/3 / 7/5)))
[100196] ['1/8', '3/4', '9/8', '7/6', '4'] -> (4 / (((9/8 - 1/8) / 3/4) - 7/6))
[100197] ['1/5', '5/8', '9/8', '9/2', '7'] -> ((7 - (9/2 / 9/8)) / (1/5 * 5/8))
[100198] ['3/5', '3/5', '3/5', '6/5', '4'] -> ((3/5 * 4) / (3/5 - (3/5 / 6/5)))
[100199] ['2/9', '3/4', '7/8', '7/5', '4'] -> (7/5 * ((4 / 2/9) - (3/4 / 7/8)))
[100200] ['5/8', '5/7', '1', '6/5', '4/3'] -> (1 / ((4/3 / 5/7) - (5/8 + 6/5)))
[100201] ['1/8', '9/8', '9/7', '5/2', '3'] -> (((5/2 + (9/8 / 9/7)) / 1/8) - 3)
[100202] ['1/5', '5/8', '8/7', '8/7', '7'] -> ((((8/7 / 5/8) - 8/7) * 7) / 1/5)
[100203] ['1/3', '6/7', '7/5', '2', '7/2'] -> (((6/7 + (2 / 7/5)) * 7/2) / 1/3)
[100204] ['5/8', '4/5', '5/6', '7/3', '3'] -> (3 / ((5/8 * (7/3 - 4/5)) - 5/6))
[100205] ['1/8', '3/4', '9/8', '9/7', '4'] -> (4 / (((9/8 - 3/4) / 9/7) - 1/8))
[100206] ['1/5', '4/9', '7/5', '7/4', '9'] -> (((4/9 * 9) + (7/5 / 7/4)) / 1/5)
[100207] ['2/9', '3/4', '7/8', '8/5', '4'] -> (8/5 * (((4 * 7/8) / 2/9) - 3/4))
[100208] ['5/9', '5/9', '3/5', '9/2', '9'] -> (9/2 * ((5/9 * 3/5) + (5/9 * 9)))
[100209] ['1/9', '7/8', '7/2', '7/2', '7'] -> (((7/2 / 1/9) - (7/2 + 7)) / 7/8)
[100210] ['2/9', '1/4', '6/7', '8/5', '8'] -> (8 / (6/7 * (1/4 + (2/9 / 8/5))))
[100211] ['5/8', '4/5', '5/6', '8/3', '3'] -> ((8/3 * 3) / (5/6 - (5/8 * 4/5)))
[100212] ['1/5', '4/9', '7/5', '9/4', '9'] -> (9 * ((7/5 / (1/5 * 9/4)) - 4/9))
[100213] ['3/7', '8/7', '4/3', '7/4', '3'] -> (8/7 / ((3/7 + 4/3) - (3 / 7/4)))
[100214] ['4/7', '7/9', '8/3', '7/2', '5'] -> (((5 + (4/7 * 7/2)) * 8/3) / 7/9)
[100215] ['1/5', '5/8', '8/7', '5/4', '7'] -> (((7 / (1/5 * 8/7)) - 5/8) / 5/4)
[100216] ['1/9', '8/9', '8/9', '8/9', '7'] -> (7 + ((8/9 + (8/9 / 8/9)) / 1/9))
[100217] ['2/7', '2/5', '7/9', '9/5', '7'] -> (((2/7 + 7) + (9/5 / 7/9)) / 2/5)
[100218] ['5/8', '4/5', '6/7', '6/7', '3'] -> (3 / (5/8 * (6/7 / 6/7)) - 4/5))
[100219] ['2/9', '3/4', '7/8', '7/3', '4'] -> (4 / ((3/4 / 2/9) - (7/8 + 7/3)))
[100220] ['4/7', '7/9', '8/3', '9/2', '5'] -> (8/3 * ((4/7 * 9/2) + (5 / 7/9)))
[100221] ['1/8', '3/4', '9/8', '9/5', '4'] -> (3/4 / ((9/8 / (9/5 * )) - 1/8))
[100222] ['1/9', '8/9', '8/9', '9/8', '7'] -> (7 + ((8/9 + (8/9 * 9/8)) / 1/9))
[100223] ['2/9', '1/4', '6/7', '9/4', '8'] -> (8 / ((9/4 * (2/9 / 6/7)) - 1/4))
[100224] ['3/7', '8/7', '4/3', '9/4', '3'] -> ((4/3 * 9/4) * ((3 * 8/7) / 3/7))
[100225] ['5/9', '5/9', '5/8', '4/5', '9'] -> (9 / ((5/9 - 5/8) + (5/9 * 4/5)))
[100226] ['1/3', '6/7', '3/2', '2', '9/4'] -> (((9/4 + (3/2 / 6/7)) * 2) / 1/3)
[100227] ['3/5', '3/5', '3/5', '9/5', '4'] -> (((3/5 + (9/5 / 3/5)) * 4) / 3/5)
[100228] ['1/8', '9/8', '7/5', '9/5', '3'] -> (((9/5 + (9/8 * 7/5)) / 1/8) - 3)
[100229] ['5/8', '5/7', '1', '6/5', '5/2'] -> ((6/5 * 5/2) / (1 - (5/8 / 5/7)))
[100230] ['4/7', '7/9', '9/2', '9/2', '5'] -> (9/2 + ((4/7 + 5) * (7/9 * 9/2)))
[100231] ['1/9', '8/9', '8/9', '6/5', '7'] -> (8/9 / ((1/9 * 7) - (8/9 / 6/5)))
[100232] ['2/9', '1/4', '6/7', '5/2', '8'] -> (((1/4 + 8) - (5/2 / 6/7)) / 2/9)
[100233] ['1/5', '4/9', '3/2', '8/5', '9'] -> ((8/5 / (1/5 * 4/9)) + (9 / 3/2))
[100234] ['3/5', '3/5', '3/5', '9/4', '4'] -> ((((4 * 9/4) / 3/5) - 3/5) / 3/5)
[100235] ['1/3', '6/7', '3/2', '2', '7/3'] -> ((3/2 * 7/3) * (6/7 + (2 / 1/3)))
[100236] ['3/7', '8/7', '7/5', '7/5', '3'] -> ((3/7 + 3) / (8/7 - (7/5 / 7/5)))
[100237] ['1/5', '5/8', '8/7', '8/5', '7'] -> (5/8 * (((7 * 8/7) / 1/5) - 8/5))
[100238] ['2/9', '1/4', '6/7', '7/2', '8'] -> ((8 / 2/9) - ((7/2 * 6/7) / 1/4))
[100239] ['5/9', '5/9', '5/8', '9/8', '9'] -> (9 / (9/8 * (5/9 / 5/8)) - 5/9))
[100240] ['1/8', '3/4', '8/7', '3/2', '4'] -> (((4 / 8/7) - (3/4 / 3/2)) / 1/8)
[100241] ['1/8', '9/8', '7/5', '5/2', '3'] -> (5/2 * (((7/5 * 9/8) / 1/8) - 3))
[100242] ['1/3', '6/7', '3/2', '2', '7/2'] -> ((3/2 * 7/2) * (2 + (6/7 / 1/3)))
[100243] ['5/8', '4/5', '6/7', '7/6', '3'] -> (3 / (5/8 * (6/7 * 7/6)) - 4/5))
[100244] ['5/8', '5/7', '1', '6/5', '9/2'] -> ((9/2 / (5/8 * (1 - 5/7))) - 6/5)
[100245] ['2/9', '1/4', '7/8', '7/8', '8'] -> (8 / (2/9 * (7/8 - (1/4 - 7/8))))
[100246] ['2/9', '3/4', '8/9', '9/5', '4'] -> (4 / ((3/4 / 9/5) - (2/9 / 8/9)))
[100247] ['1/3', '6/7', '3/2', '2', '9/2'] -> ((9/2 + ((2 * 3/2) / 6/7)) / 1/3)
[100248] ['5/8', '4/5', '6/7', '6/5', '3'] -> (((3 / (4/5 - 5/8)) * 6/5) / 6/7)
[100249] ['1/8', '2/7', '4/9', '7/9', '6'] -> ((((6 * 2/7) / 1/8) * 7/9) / 4/9)
[100250] ['1/8', '3/4', '8/7', '5/3', '4'] -> (((4 / (3/4 * 8/7)) - 5/3) / 1/8)
[100251] ['1/8', '9/8', '7/5', '3', '7/2'] -> (7/2 * ((9/8 / 1/8) - (3 / 7/5)))
[100252] ['5/9', '5/9', '5/8', '6/5', '9'] -> ((9 - (5/9 * 6/5)) / (5/9 * 5/8))
[100253] ['5/8', '4/5', '6/7', '9/7', '3'] -> (3 / ((9/7 / 4/5) - (5/8 + 6/7)))
[100254] ['2/7', '2/5', '4/5', '7/6', '7'] -> ((4/5 * 7) / ((2/5 / 2/7) - 7/6))
[100256] ['1/8', '9/8', '7/5', '3', '9/2'] -> (3 * (1/8 + (7/5 * (9/8 + 9/2))))
[100255] ['3/7', '8/7', '7/5', '7/3', '3'] -> (8/7 / (((3 - 7/3) / 7/5) - 3/7))
[100257] ['4/7', '4/5', '4/5', '8/7', '5'] -> (((8/7 + (4/5 + 4/5)) * 5) / 4/7)
[100258] ['5/8', '5/7', '1', '5/4', '3/2'] -> (1 / ((5/8 / 5/7) - (5/4 / 3/2)))
[100259] ['1/3', '6/7', '8/5', '7/4', '2'] -> ((6/7 + 2) * ((7/4 * 8/5) / 1/3))
[100260] ['1/5', '5/8', '8/7', '5/2', '7'] -> (5/2 * ((7 / (5/8 * 8/7)) - 1/5))
[100261] ['5/8', '4/5', '6/7', '7/5', '3'] -> ((3 + (6/7 * 7/5)) / (4/5 - 5/8))
[100262] ['2/9', '3/4', '9/8', '9/7', '4'] -> (9/7 * ((3/4 / 9/8) + (4 / 2/9)))
[100263] ['1/9', '8/9', '8/9', '5/2', '7'] -> (8/9 * (7 + ((5/2 * 8/9) / 1/9)))
[100264] ['2/9', '1/4', '7/8', '6/5', '8'] -> (((7/8 - (1/4 / 6/5)) * 8) / 2/9)
[100265] ['3/7', '8/7', '7/5', '5/2', '3'] -> ((8/7 * 5/2) * (7/5 + (3 / 3/7)))
[100266] ['1/5', '5/8', '8/7', '8/3', '7'] -> ((8/7 / 8/3) * (7 / (1/5 * 5/8)))
[100267] ['5/9', '5/9', '5/8', '8/5', '9'] -> (9 / (5/8 * (8/5 - (5/9 / 5/9))))
[100268] ['2/7', '2/5', '4/5', '4/3', '7'] -> ((7 / 2/7) - (4/5 - (2/5 / 4/3)))
[100269] ['5/8', '5/7', '1', '5/4', '7/4'] -> ((5/4 + 7/4) / (1 - (5/8 / 5/7)))
[100270] ['1/5', '4/9', '8/5', '7/2', '9'] -> (((7/2 * 8/5) / 1/5) - (4/9 * 9))
[100271] ['1/8', '9/8', '8/5', '7/3', '3'] -> (8/5 / ((3 / (1/8 + 9/8)) - 7/3))
[100272] ['5/9', '5/9', '5/8', '7/4', '9'] -> (9 / (((5/9 + 5/8) / 5/9) - 7/4))
[100273] ['2/9', '3/4', '9/8', '8/5', '4'] -> (((4 - (3/4 / 9/8)) * 8/5) / 2/9)
[100274] ['5/8', '5/7', '1', '5/4', '9/5'] -> (9/5 / ((5/8 / 5/7) - (1 / 5/4)))
[100275] ['1/8', '3/4', '8/7', '4', '9/2'] -> ((8/7 + 4) * (9/2 + (1/8 / 3/4)))
[100276] ['1/8', '2/7', '4/9', '8/9', '6'] -> (((4/9 + (6 / 2/7)) / 8/9) - 1/8)
[100277] ['1/5', '5/8', '7/6', '7/6', '7'] -> (7 / ((1/5 * 5/8) * 7/6) + 7/6))
[100278] ['3/5', '3/5', '5/8', '9/8', '4'] -> ((3/5 * 4) / ((3/5 + 5/8) - 9/8))
[100279] ['1/9', '8/9', '9/8', '6/5', '7'] -> (7 / (9/8 - ((1/9 + 8/9) / 6/5)))
[100280] ['3/7', '8/7', '7/5', '3', '9/2'] -> (8/7 / ((3 / (7/5 * 9/2)) - 3/7))
[100281] ['1/5', '5/8', '7/6', '5/4', '7'] -> (7 / (7/6 - (5/8 + (1/5 * 5/4))))
[100282] ['5/8', '5/7', '1', '5/4', '7/3'] -> (1 / ((5/8 - 7/3) + (5/4 / 5/7)))
[100283] ['2/9', '3/4', '9/8', '9/5', '4'] -> (4 / ((3/4 / 9/5) - (2/9 * 9/8)))
[100284] ['3/5', '3/5', '5/8', '8/7', '4'] -> ((3/5 * 4) / (5/8 - (3/5 / 8/7)))
[100285] ['1/3', '6/7', '8/5', '2', '8/3'] -> (((8/3 + (2 / 6/7)) * 8/5) / 1/3)
[100286] ['1/8', '2/7', '4/9', '9/8', '6'] -> ((9/8 * (4/9 + (6 / 2/7))) - 1/8)
[100287] ['5/9', '5/9', '5/8', '7/3', '9'] -> (9 * ((5/9 / 5/8) - (5/9 - 7/3)))
[100288] ['5/8', '5/7', '1', '5/4', '5/2'] -> (5/2 / ((5/4 / (5/7 + 1)) - 5/8))
[100289] ['2/7', '2/5', '4/5', '7/4', '7'] -> (7/4 * (((7 * 4/5) / 2/5) - 2/7))
[100290] ['1/3', '6/7', '8/5', '2', '7/2'] -> (((2 + (6/7 * 7/2)) * 8/5) / 1/3)
[100291] ['3/5', '3/5', '5/8', '5/4', '4'] -> ((3/5 * 4) / (3/5 - (5/8 / 5/4)))
[100292] ['2/9', '1/4', '7/8', '7/4', '8'] -> (8 / ((2/9 * (7/8 + 7/4)) - 1/4))
[100293] ['1/5', '4/9', '5/3', '5/2', '9'] -> (((9 * 4/9) / 1/5) / (5/2 - 5/3))
[100294] ['1/5', '5/8', '7/6', '4/3', '7'] -> (7 / ((1/5 * 5/8) - (7/6 - 4/3)))
[100295] ['5/8', '5/7', '1', '5/4', '8/3'] -> (1 / (8/3 - ((5/8 + 5/4) / 5/7)))
[100296] ['1/8', '2/7', '4/9', '7/6', '6'] -> (((2/7 * 7/6) + (4/9 * 6)) / 1/8)
[100297] ['5/9', '5/9', '5/8', '5/2', '9'] -> (9 / (5/2 - ((5/9 + 5/8) / 5/9)))
[100298] ['2/9', '1/4', '7/8', '9/5', '8'] -> (8 / ((2/9 * 7/8) + (1/4 / 9/5)))
[100299] ['1/5', '5/8', '7/6', '7/5', '7'] -> (7 / (1/5 * (5/8 + (7/6 / 7/5))))
[100300] ['3/5', '3/5', '5/8', '4/3', '4'] -> (4 / ((3/5 / 3/5) - (5/8 * 4/3)))
[100301] ['2/7', '2/5', '4/5', '9/4', '7'] -> (((7 + (2/5 / 4/5)) / 2/7) - 9/4)
[100302] ['5/9', '5/9', '5/8', '9/2', '9'] -> (((9/2 + 9) * (5/9 + 5/9)) / 5/8)
[100303] ['3/7', '8/7', '3/2', '7/3', '3'] -> (8/7 / (7/3 - ((3/7 + 3) / 3/2)))
[100304] ['5/8', '5/7', '1', '9/7', '7/5'] -> ((5/7 + 1) / (5/8 * (7/5 - 9/7)))
[100305] ['1/9', '8/9', '9/8', '5/3', '7'] -> ((9/8 + (5/3 / 1/9)) + (7 / 8/9))
[100306] ['1/8', '9/8', '7/4', '5/2', '3'] -> (3 / (((7/4 - 9/8) / 5/2) - 1/8))
[100307] ['3/5', '3/5', '5/8', '8/5', '4'] -> (3/5 / ((8/5 / 4) - (3/5 * 5/8)))
[100308] ['1/3', '6/7', '5/3', '2', '7/3'] -> (((2 + (6/7 * 5/3)) * 7/3) / 1/3)
[100309] ['5/9', '5/9', '2/3', '3/4', '9'] -> ((2/3 * 9) / ((5/9 / 5/9) - 3/4))
[100310] ['5/8', '5/7', '1', '9/7', '3/2'] -> (9/7 / (3/2 - (1 + (5/8 * 5/7))))
[100311] ['1/8', '9/8', '7/4', '8/3', '3'] -> ((7/4 + (1/8 + 9/8)) * (8/3 * 3))
[100312] ['2/7', '2/5', '4/5', '5/2', '7'] -> ((7 / 2/7) - (5/2 - (4/5 / 2/5)))
[100313] ['2/9', '1/4', '8/9', '9/7', '8'] -> ((8/9 / (2/9 - (1/4 / 9/7))) - 8)
[100314] ['3/7', '8/7', '8/5', '5/3', '3'] -> (3/7 / (8/7 - (3 / (8/5 * 5/3))))
[100315] ['2/9', '3/4', '8/7', '8/5', '4'] -> (8/5 * ((4 / (2/9 * 8/7)) - 3/4))
[100316] ['1/5', '5/8', '7/6', '7/4', '7'] -> (7 / (5/8 * (7/6 / 7/4)) - 1/5))
[100317] ['1/8', '9/8', '7/4', '3', '7/2'] -> (((3 + (9/8 / 1/8)) * 7/2) / 7/4)
[100318] ['1/5', '4/9', '7/4', '8/3', '9'] -> (8/3 / (4/9 * 9) - (7/4 / 1/5)))
[100319] ['3/5', '3/5', '5/8', '7/4', '4'] -> (3/5 / ((3/5 * 4) - (5/8 + 7/4)))
[100320] ['5/8', '4/5', '7/8', '7/8', '3'] -> (3 / (5/8 * (7/8 / 7/8)) - 4/5))
[100321] ['2/7', '2/5', '5/6', '5/6', '7'] -> ((7 / 2/7) - (5/6 - (2/5 * 5/6)))
[100322] ['1/9', '8/9', '9/8', '7/2', '7'] -> ((8/9 + (7 / (9/8 * 7/2))) / 1/9)
[100323] ['3/5', '3/5', '5/8', '9/4', '4'] -> ((9/4 * 4) / ((3/5 / 3/5) - 5/8))
[100324] ['1/5', '5/8', '7/6', '9/5', '7'] -> (((9/5 / 1/5) + (7 / 7/6)) / 5/8)
[100325] ['2/9', '1/4', '8/9', '9/5', '8'] -> ((8 - (9/5 * (2/9 + 8/9))) / 1/4)
[100326] ['2/7', '2/5', '5/6', '7/8', '7'] -> (7 / (((5/6 * 2/5) / 2/7) - 7/8))
[100327] ['1/8', '3/4', '6/5', '7/2', '4'] -> (6/5 * ((3/4 / 1/8) + (7/2 * 4)))
[100328] ['3/7', '8/7', '8/5', '5/2', '3'] -> (5/2 * (8/5 + ((3 * 8/7) / 3/7)))
[100329] ['3/5', '3/5', '5/8', '8/3', '4'] -> (3/5 / (3/5 * (8/3 / 4)) - 5/8))
[100330] ['1/8', '2/7', '4/9', '7/4', '6'] -> ((7/4 * (2/7 + (6 / 4/9))) - 1/8)
[100331] ['1/8', '9/8', '9/5', '8/3', '3'] -> (3 + (9/5 * (8/3 + (9/8 / 1/8))))
