[319141] ['4/9', '7/9', '4/3', '7/5', '9'] -> (4/3 + 4/9 / 7/9) * 7/5 * 9
[321512] ['7/8', '9/7', '8/3', '9/2', '7'] -> (9/7 * 7 + 8/3 * 9/2) / 7/8
[321513] ['4/7', '3/5', '4/5', '9/8', '2'] -> 3/5 / 4/5 / (2 - 9/8 / 4/7)
[321514] ['3/8', '2/5', '8/7', '7/2', '9'] -> 7/2 * 3/8 * 8/7 + 9 / 2/5
[321515] ['7/9', '1', '9/8', '7/5', '8/5'] -> (7/5 + 8/5) / (1 - 7/9 * 9/8)
[321516] ['1/6', '1/5', '4/9', '7/3', '8'] -> 4/9 * (7/3 / 1/6 + 8 / 1/5)
[321517] ['1/3', '3/7', '3/4', '9/8', '5'] -> 5 / 1/3 / (3/4 / 3/7 - 9/8)
[321518] ['1/8', '3/8', '9/8', '7/4', '8'] -> 9/8 / ((7/4 - 3/8) / 8 - 1/8)
[321519] ['4/9', '6/7', '9/4', '9/4', '9'] -> (9/4 + 9 / 4/9) / 6/7 - 9/4
[321520] ['1/6', '1/5', '4/9', '5/2', '8'] -> 1/6 * 8 / (1/5 * 5/2 - 4/9)
[321521] ['7/8', '9/7', '9/2', '9/2', '7'] -> (9/2 * 7 - 9/2) / (7/8 * 9/7)
[321522] ['4/9', '6/7', '9/4', '7/3', '9'] -> 4/9 * 9/4 + 7/3 * (6/7 + 9)
[321523] ['1/5', '4/7', '5/6', '5/6', '3'] -> 3 / 1/5 / (5/6 / 4/7 - 5/6)
[321524] ['4/7', '3/5', '4/5', '9/7', '2'] -> 4/7 * 2 / (4/5 / 3/5 - 9/7)
[321525] ['1/7', '8/9', '8/9', '5/4', '2'] -> 5/4 + (8/9 + 2) / (1/7 * 8/9)
[321526] ['7/8', '4/3', '4/3', '4/3', '7'] -> 7 / (7/8 * (4/3 - 4/3 / 4/3))
[321527] ['1/5', '4/7', '5/6', '7/8', '3'] -> (4/7 + 3 / 7/8) / (1/5 * 5/6)
[321528] ['7/8', '4/3', '4/3', '7/5', '7'] -> (4/3 + 4/3 / 7/8) * (7/5 + 7)
[321529] ['4/9', '6/7', '9/4', '7/2', '9'] -> 6/7 * 7/2 * (9 - 4/9 * 9/4)
[321530] ['4/7', '5/7', '8/9', '3/2', '7'] -> 7 * (5/7 / 8/9 + 3/2 / 4/7)
[321531] ['1/8', '3/8', '8/7', '5/4', '8'] -> 8/7 * (8 + (3/8 + 5/4) / 1/8)
[321532] ['1/7', '8/9', '8/9', '4/3', '2'] -> (8/9 + 4/3 * 2) / 1/7 - 8/9
[321533] ['1/3', '3/7', '3/4', '4/3', '5'] -> (5 / (3/7 * 4/3) - 3/4) / 1/3
[321534] ['1/3', '1/2', '4/5', '1', '7/4'] -> 1 / (1/2 / 4/5 - 1/3 * 7/4)
[321535] ['4/9', '6/7', '7/3', '7/3', '9'] -> 7/3 * (9 - (6/7 - 7/3)) - 4/9
[321536] ['4/7', '3/5', '4/5', '8/5', '2'] -> (2 + 8/5 / 4/7) / (4/5 - 3/5)
[321537] ['1/3', '3/7', '3/4', '7/5', '5'] -> (1/3 + 7/5 / 3/7) / (3/4 / 5)
[321538] ['1/7', '8/9', '8/9', '8/5', '2'] -> 8/5 * (8/9 / 8/9 + 2 / 1/7)
[321539] ['7/8', '4/3', '4/3', '9/4', '7'] -> 9/4 * (4/3 + 4/3 + 7 / 7/8)
[321540] ['1/8', '3/8', '8/7', '5/3', '8'] -> 8/7 + 8 / (1/8 + 3/8 / 5/3)
[321541] ['1/8', '2/9', '4/5', '1', '7/5'] -> (1 / 2/9 - 7/5) / 1/8 - 4/5
[321542] ['1/5', '4/7', '5/6', '5/4', '3'] -> (3 / 4/7 - 5/4) / (1/5 * 5/6)
[321543] ['4/7', '3/5', '4/5', '2', '9/4'] -> 2 / (4/5 / (4/7 * 3/5) - 9/4)
[321544] ['4/9', '6/7', '5/2', '8/3', '9'] -> (9 / 6/7 - (5/2 - 8/3)) / 4/9
[321545] ['1/6', '1/5', '1/2', '9/7', '8'] -> 9/7 * 8 * (1/2 / 1/5 - 1/6)
[321546] ['1/7', '8/9', '8/9', '9/5', '2'] -> 9/5 * (8/9 + 2 / (1/7 / 8/9))
[321547] ['4/7', '3/5', '4/5', '2', '7/3'] -> 4/5 * 2 / (7/3 * (3/5 - 4/7))
[321548] ['1/3', '1/2', '5/6', '5/6', '1'] -> (1/2 + 5/6) / (1/3 * (1 - 5/6))
[321549] ['1/5', '4/7', '5/6', '9/7', '3'] -> 4/7 / (1/5 * (9/7 + 3) - 5/6)
[321550] ['3/8', '2/5', '7/6', '5/2', '9'] -> 5/2 * (9 + 2/5 / 3/8) - 7/6
[321551] ['4/7', '5/7', '8/9', '5/2', '7'] -> 7 * (4/7 + 8/9 * (5/7 + 5/2))
[321552] ['4/9', '6/7', '5/2', '7/2', '9'] -> 9 / 6/7 + (5/2 + 7/2) / 4/9
[321553] ['7/9', '1', '9/8', '3/2', '9/5'] -> 1 / (7/9 * 9/8 - 3/2 / 9/5)
[321554] ['4/9', '1/2', '9/7', '7/2', '5'] -> (4/9 + 5) * 9/7 * 7/2 - 1/2
[321555] ['1/7', '8/9', '8/9', '2', '5/2'] -> (2 + 5/2) * (8/9 / 1/7 - 8/9)
[321556] ['4/7', '5/7', '8/9', '7/2', '7'] -> 7 * (4/7 / 8/9 - (5/7 - 7/2))
[321557] ['1/8', '3/8', '7/6', '6/5', '8'] -> 8 / (3/8 * 7/6 - 1/8 / 6/5)
[321558] ['1/5', '4/7', '5/6', '7/5', '3'] -> 4/7 / (3 - 5/6 / (1/5 * 7/5))
[321559] ['1/3', '3/7', '3/4', '8/3', '5'] -> 3/4 * 8/3 * (1/3 + 5 / 3/7)
[321560] ['4/9', '1/2', '9/7', '9/2', '5'] -> 5 * (9/2 + 1/2 / 9/7) - 4/9
[321561] ['3/8', '2/5', '7/6', '9/2', '9'] -> 3/8 + 7/6 * (9 + 9/2 / 2/5)
[321562] ['1/6', '1/5', '5/9', '5/9', '8'] -> (5/9 * (1/5 + 8) - 5/9) / 1/6
[321563] ['1/7', '8/9', '8/9', '2', '7/2'] -> 7/2 / 1/7 - 8/9 / 8/9 / 2
[321564] ['4/7', '5/7', '8/9', '9/2', '7'] -> 7 * (4/7 + 9/2 * 5/7 * 8/9)
[321565] ['1/3', '3/7', '3/4', '7/2', '5'] -> (5 + 1/3 * 3/7) / (3/4 / 7/2)
[321566] ['4/9', '1/2', '4/3', '4/3', '5'] -> (4/3 * 5 - 4/3) / (4/9 * 1/2)
[321567] ['1/5', '4/7', '5/6', '3/2', '3'] -> (3 / (4/7 * 5/6) - 3/2) / 1/5
[321568] ['7/8', '4/3', '7/5', '5/2', '7'] -> 7 * (5/2 / (7/5 - 7/8) - 4/3)
[321569] ['1/8', '3/8', '7/6', '8/5', '8'] -> 8 / (3/8 * 7/6 - 1/8) - 8/5
[321570] ['7/9', '1', '9/8', '8/5', '8/5'] -> 8/5 / (7/9 - 8/5 + 1 / 9/8)
[321571] ['4/9', '6/7', '7/2', '7/2', '9'] -> (7/2 + 7/2) * 9 * 4/9 * 6/7
[321572] ['1/6', '1/5', '5/9', '4/7', '8'] -> 8 / (5/9 * 4/7) - 1/5 / 1/6
[321573] ['1/8', '3/8', '7/6', '9/5', '8'] -> (7/6 + 1/8 + 3/8) * 9/5 * 8
[321574] ['7/9', '1', '9/8', '8/5', '5/3'] -> 8/5 * 5/3 / (1 / 9/8 - 7/9)
[321575] ['1/5', '4/7', '5/6', '5/3', '3'] -> 3 / (4/7 - 5/6 / (1/5 + 5/3))
[321576] ['1/3', '3/7', '7/9', '7/9', '5'] -> (7/9 + 7/9) * (3/7 + 5 / 1/3)
[321577] ['1/7', '8/9', '9/8', '8/7', '2'] -> (2 + 8/9 * 9/8) / (1/7 / 8/7)
[321578] ['1/3', '1/2', '5/6', '1', '7/4'] -> 1 / (1/2 / 1/3 - 5/6 * 7/4)
[321579] ['4/9', '1/2', '4/3', '9/5', '5'] -> (4/3 / 4/9 + 9/5 * 5) / 1/2
[321580] ['4/7', '3/5', '5/6', '7/8', '2'] -> 2 / (5/6 * (3/5 - 4/7 * 7/8))
[321581] ['1/5', '4/7', '5/6', '7/4', '3'] -> (3 + 4/7 * 7/4) / (1/5 * 5/6)
[321582] ['1/8', '3/8', '6/5', '9/7', '8'] -> 8 / (6/5 * (3/8 - 1/8 / 9/7))
[321583] ['1/8', '2/9', '4/5', '1', '9/2'] -> 9/2 / (2/9 * (1 - 1/8 / 4/5))
[321584] ['3/8', '2/5', '6/5', '7/3', '9'] -> (2/5 + 6/5 / 3/8) * (9 - 7/3)
[321585] ['1/8', '2/9', '5/6', '6/7', '1'] -> (5/6 + 1) / (2/9 - 1/8 / 6/7)
[321586] ['4/9', '1/2', '7/5', '3/2', '5'] -> 5 * (7/5 / (4/9 * 1/2) - 3/2)
[321587] ['1/3', '3/7', '7/9', '6/7', '5'] -> (3/7 + 5 / 7/9) / (1/3 * 6/7)
[321588] ['1/3', '1/2', '6/7', '6/7', '1'] -> 1 / (1/3 - 1/2 / (6/7 + 6/7))
[321589] ['1/8', '3/8', '6/5', '7/4', '8'] -> 6/5 * (1/8 + 8 / 3/8) - 7/4
[321590] ['1/7', '8/9', '9/8', '5/4', '2'] -> 5/4 + (8/9 + 2) / (1/7 / 9/8)
[321591] ['4/7', '5/7', '9/8', '4/3', '7'] -> 9/8 * 7 * (5/7 + 4/3 / 4/7)
[321592] ['1/5', '4/7', '5/6', '7/3', '3'] -> 3 / (1/5 / 4/7) / (5/6 / 7/3)
[321593] ['4/7', '3/5', '5/6', '7/6', '2'] -> 2 / (7/6 * (4/7 - 3/5 * 5/6))
[321594] ['4/9', '1/2', '7/5', '8/5', '5'] -> (8/5 + 5) / (7/5 - 1/2 / 4/9)
[321595] ['4/9', '7/8', '7/8', '5/4', '9'] -> 7/8 + 9 * (5/4 + 4/9 + 7/8)
[321596] ['1/3', '3/7', '7/9', '8/9', '5'] -> (3/7 + (8/9 + 5) / 7/9) / 1/3
[321597] ['1/3', '1/2', '6/7', '1', '9/8'] -> 1/2 / (1/3 + 1 - 9/8 / 6/7)
[321598] ['4/9', '1/2', '7/5', '7/4', '5'] -> 5 * (7/4 + 7/5 / 4/9) - 1/2
[321599] ['1/6', '1/5', '5/9', '8/7', '8'] -> (1/5 + 8 / 8/7) / (1/6 / 5/9)
[321600] ['4/9', '7/8', '7/8', '9/7', '9'] -> 9 / (7/8 - 9/7 * 4/9 * 7/8)
[321601] ['7/8', '4/3', '8/5', '7/4', '7'] -> 7 / 4/3 / (7/4 / 8/5 - 7/8)
[321602] ['1/8', '2/9', '5/6', '1', '6/5'] -> 5/6 / 6/5 / (1/8 * 2/9) - 1
[321603] ['4/7', '5/7', '9/8', '5/3', '7'] -> 7 / (5/3 - (4/7 + 5/7 * 9/8))
[321604] ['1/6', '1/5', '5/9', '7/6', '8'] -> 8 / (1/6 / 1/5 / 5/9 - 7/6)
[321605] ['1/3', '3/7', '7/9', '9/8', '5'] -> 5 / (7/9 * (9/8 - 3/7) - 1/3)
[321606] ['4/9', '7/8', '7/8', '4/3', '9'] -> (9 - 7/8 / 7/8) / (4/9 / 4/3)
[321607] ['1/3', '1/2', '6/7', '1', '7/6'] -> 7/6 / (1/3 * (1 - 6/7)) - 1/2
[321608] ['4/9', '1/2', '7/5', '9/4', '5'] -> (7/5 + 4/9 * 9/4) / (1/2 / 5)
[321609] ['3/8', '2/5', '5/4', '8/3', '9'] -> 9 + (8/3 + 5/4 / 3/8) / 2/5
[321610] ['1/7', '8/9', '9/8', '8/5', '2'] -> 8/5 * (8/9 * 9/8 + 2 / 1/7)
[321611] ['1/3', '3/7', '7/9', '7/6', '5'] -> (3/7 + 5 / 7/9) / (1/3 / 7/6)
[321612] ['7/8', '4/3', '8/5', '9/4', '7'] -> 8/5 * 9/4 * (7 / 7/8 - 4/3)
[321613] ['7/9', '1', '9/8', '5/3', '7/4'] -> 9/8 * (7/9 + 1) / (7/4 - 5/3)
[321614] ['1/3', '1/2', '6/7', '1', '6/5'] -> 1/3 / (1/2 - 1 / (6/7 + 6/5))
[321615] ['4/9', '7/8', '7/8', '3/2', '9'] -> 3/2 + (9 + 7/8 / 7/8) / 4/9
[321616] ['1/7', '8/9', '9/8', '5/3', '2'] -> 2 * (5/3 / (1/7 * 8/9) - 9/8)
[321617] ['7/8', '4/3', '8/5', '7/3', '7'] -> 7 / (7/3 / 8/5 - 7/8 * 4/3)
[321618] ['1/8', '3/8', '5/4', '9/5', '8'] -> 5/4 * ((8 - 1/8) / 3/8 - 9/5)
[321619] ['7/9', '1', '9/8', '5/3', '9/5'] -> 5/3 * 9/5 / (1 - 7/9 * 9/8)
[321620] ['1/3', '1/2', '6/7', '1', '5/4'] -> 1 / (1/2 / 1/3 - 5/4 / 6/7)
[321621] ['1/6', '1/5', '5/9', '7/5', '8'] -> 8 / 5/9 + (1/5 + 7/5) / 1/6
[321622] ['1/3', '1/2', '6/7', '1', '9/7'] -> (1 + 9/7) / (1/2 * 6/7 - 1/3)
[321623] ['7/9', '1', '9/8', '5/3', '9/4'] -> 1 / 9/8 / (7/9 - 5/3 / 9/4)
[321624] ['1/7', '8/9', '9/8', '7/4', '2'] -> (2 + 7/4 / 9/8) / 1/7 - 8/9
[321625] ['1/8', '2/9', '5/6', '1', '7/4'] -> (5/6 / 2/9 + 1 - 7/4) / 1/8
[321626] ['4/7', '5/7', '9/8', '5/2', '7'] -> 7 * (4/7 + (5/7 + 5/2) / 9/8)
[321627] ['1/8', '3/8', '9/7', '7/5', '8'] -> 8 / (1/8 + 3/8 / 9/7 / 7/5)
[321628] ['1/3', '3/7', '7/9', '9/7', '5'] -> (9/7 / 1/3 + 5 / 7/9) / 3/7
[321629] ['1/7', '8/9', '9/8', '9/5', '2'] -> 9/5 * (8/9 + 2 / (1/7 * 9/8))
[321630] ['7/8', '4/3', '8/5', '9/2', '7'] -> 8/5 * (9/2 + 4/3 * (7/8 + 7))
[321631] ['1/6', '1/5', '5/9', '7/4', '8'] -> 8 / (5/9 / 7/4) - 1/5 / 1/6
[321632] ['4/7', '5/7', '9/8', '7/2', '7'] -> 7 * (4/7 * 9/8 - (5/7 - 7/2))
[321633] ['1/5', '4/7', '6/7', '5/4', '3'] -> 6/7 / 5/4 / (1/5 * 3 - 4/7)
[321634] ['4/7', '3/5', '5/6', '9/5', '2'] -> 2 / (3/5 / 4/7 + 5/6 - 9/5)
[321635] ['1/5', '4/7', '6/7', '9/7', '3'] -> (3 + (6/7 + 9/7) / 1/5) / 4/7
[321636] ['1/6', '1/5', '5/9', '9/4', '8'] -> 8 / (1/5 + 1/6 / 5/9 / 9/4)
[321637] ['4/7', '5/7', '8/7', '8/7', '7'] -> (8/7 + 5/7 * 8/7) / (4/7 / 7)
[321638] ['7/9', '1', '9/8', '5/3', '9/2'] -> 9/2 / (9/8 - 5/3 / (7/9 + 1))
[321639] ['1/8', '2/9', '6/7', '7/8', '1'] -> 1 / (7/8 * 2/9 * 6/7 - 1/8)
[321640] ['1/5', '4/7', '6/7', '4/3', '3'] -> (4/7 + 3 / (1/5 / 4/3)) / 6/7
[321641] ['1/3', '1/2', '6/7', '1', '7/4'] -> 1 / 7/4 / (6/7 - (1/3 + 1/2))
[321642] ['1/7', '8/9', '9/8', '2', '7/2'] -> 7/2 / 1/7 - 8/9 * 9/8 / 2
[321643] ['1/5', '4/7', '6/7', '7/5', '3'] -> (3 + 4/7 + 7/5) / 1/5 - 6/7
[321644] ['1/8', '3/8', '9/7', '9/2', '8'] -> 8 * (9/2 / 9/7 - (1/8 + 3/8))
[321645] ['4/9', '1/2', '8/5', '5/3', '5'] -> 8/5 / (4/9 * 1/2) * (5 - 5/3)
[321646] ['4/7', '5/7', '8/7', '5/4', '7'] -> 5/4 + (5/7 + 8/7) / (4/7 / 7)
[321647] ['7/8', '4/3', '7/4', '9/5', '7'] -> (7/4 + 7) * 9/5 / (7/8 / 4/3)
[321648] ['7/9', '1', '9/8', '7/4', '9/4'] -> 9/4 / (9/8 * (7/4 - 7/9) - 1)
[321649] ['4/7', '5/7', '8/7', '4/3', '7'] -> 8/7 / (4/7 - 5/7 + 4/3 / 7)
[321650] ['4/9', '1/2', '8/5', '7/4', '5'] -> 8/5 / 4/9 / (1/2 - 7/4 / 5)
[321651] ['4/7', '3/5', '6/7', '6/7', '2'] -> 6/7 * (6/7 / (3/5 - 4/7) - 2)
[321652] ['1/5', '4/7', '6/7', '5/3', '3'] -> 4/7 / 6/7 + (5/3 + 3) / 1/5
[321653] ['4/9', '1/2', '8/5', '9/5', '5'] -> (8/5 + 4/9 * 9/5) / (1/2 / 5)
[321654] ['4/9', '7/8', '8/9', '5/4', '9'] -> ((8/9 + 9) / 4/9 - 5/4) / 7/8
[321655] ['1/3', '3/7', '7/9', '7/2', '5'] -> (7/2 * (3/7 + 5) - 1/3) / 7/9
[321656] ['4/7', '3/5', '6/7', '7/8', '2'] -> 2 / 7/8 / (4/7 / 3/5 - 6/7)
[321657] ['4/7', '5/7', '8/7', '3/2', '7'] -> 8/7 * 7 / (5/7 - 4/7 / 3/2)
[321658] ['1/5', '4/7', '6/7', '7/4', '3'] -> 6/7 * (7/4 + 3 / (1/5 * 4/7))
[321659] ['1/6', '1/5', '4/7', '7/9', '8'] -> (8 - 4/7 / 1/5) / (1/6 / 7/9)
[321660] ['1/3', '1/2', '7/8', '1', '8/7'] -> 8/7 / (1 - (1/3 + 1/2) / 7/8)
[321661] ['1/3', '3/7', '4/5', '4/5', '5'] -> 5 * (4/5 / (1/3 * 3/7) - 4/5)
[321662] ['7/9', '1', '9/8', '7/4', '9/2'] -> 1 / (7/9 - 9/8 + 7/4 / 9/2)
[321663] ['1/7', '8/9', '8/7', '5/4', '2'] -> 2 / (5/4 / (1/7 + 8/7) - 8/9)
[321664] ['7/8', '4/3', '9/5', '7/3', '7'] -> (7/3 + 4/3 * 7) / (7/8 / 9/5)
[321665] ['1/3', '1/2', '7/8', '1', '6/5'] -> 6/5 / (7/8 / (1/3 + 1/2) - 1)
[321666] ['7/9', '1', '9/8', '9/5', '9/5'] -> 9/5 / (7/9 * 9/8 + 1 - 9/5)
[321667] ['1/8', '3/8', '7/5', '7/3', '8'] -> 8 / 7/3 / (3/8 / 7/5 - 1/8)
[321668] ['4/7', '5/7', '8/7', '7/4', '7'] -> 8/7 * 7 * (7/4 + 5/7 / 4/7)
[321669] ['7/8', '4/3', '9/5', '5/2', '7'] -> 7 / (5/2 * (9/5 - 4/3) - 7/8)
[321670] ['4/7', '3/5', '6/7', '8/7', '2'] -> 8/7 * 2 / (4/7 / 3/5 - 6/7)
[321671] ['1/5', '4/7', '6/7', '8/3', '3'] -> 4/7 / (6/7 - 8/3 / (1/5 + 3))
[321672] ['4/9', '7/8', '8/9', '8/5', '9'] -> 9 / (8/9 / (4/9 * 8/5) - 7/8)
[321673] ['1/6', '1/5', '4/7', '7/8', '8'] -> 8 / (1/6 / 1/5 - 4/7 * 7/8)
[321674] ['7/8', '4/3', '9/5', '8/3', '7'] -> 9/5 * (8/3 + 7 / (7/8 / 4/3))
[321675] ['4/9', '1/2', '8/5', '7/2', '5'] -> 7/2 + 5 * (1/2 + 8/5 / 4/9)
[321676] ['4/9', '7/8', '8/9', '5/3', '9'] -> 9 / (5/3 / (4/9 + 8/9) - 7/8)
[321677] ['1/8', '3/8', '7/5', '7/2', '8'] -> 8 * (1/8 + 3/8 + 7/2 / 7/5)
[321678] ['1/6', '1/5', '4/7', '8/9', '8'] -> 8 / (8/9 - 4/7) - 1/5 / 1/6
[321679] ['1/3', '1/2', '7/8', '1', '8/5'] -> 8/5 / (1/3 - 1/2 / (7/8 + 1))
[321680] ['4/9', '1/2', '8/5', '9/2', '5'] -> 8/5 * 5 / (4/9 - 1/2 / 9/2)
[321681] ['1/5', '4/7', '6/7', '3', '9/2'] -> 3 - 6/7 / 4/7 + 9/2 / 1/5
[321682] ['1/6', '1/5', '4/7', '9/8', '8'] -> 8 / (1/6 / 1/5 / 4/7 - 9/8)
[321683] ['1/3', '3/7', '4/5', '8/7', '5'] -> 8/7 / 5 / (3/7 * 4/5 - 1/3)
[321684] ['4/7', '5/7', '8/7', '9/2', '7'] -> (4/7 + 8/7) / (5/7 - 9/2 / 7)
[321685] ['4/9', '1/2', '5/3', '9/5', '5'] -> 5/3 / (4/9 * 1/2) * (5 - 9/5)
[321686] ['7/9', '1', '9/8', '9/5', '8/3'] -> (1 + 8/3) / (7/9 - 9/8 / 9/5)
[321687] ['1/8', '3/8', '3/2', '9/5', '8'] -> 8 / (3/2 / 9/5 - (1/8 + 3/8))
[321688] ['4/7', '5/7', '7/6', '7/6', '7'] -> 7 / (7/6 / (4/7 / 5/7) - 7/6)
[321689] ['3/8', '2/5', '7/5', '3/2', '9'] -> (7/5 + 9) / (3/2 - 2/5 / 3/8)
[321690] ['7/9', '1', '9/8', '9/5', '7/2'] -> 1 / (7/2 / 9/5 - (7/9 + 9/8))
[321691] ['7/8', '4/3', '5/2', '5/2', '7'] -> 7 / (7/8 * (4/3 - 5/2 / 5/2))
[321692] ['1/3', '3/7', '4/5', '6/5', '5'] -> (4/5 + 6/5) * (1/3 + 5 / 3/7)
[321693] ['1/8', '3/8', '8/5', '7/3', '8'] -> 8/5 * (8 + 7/3 / (1/8 / 3/8))
[321694] ['4/9', '1/2', '5/3', '7/2', '5'] -> (1/2 + 5/3 + 7/2 + 5) / 4/9
[321695] ['4/7', '3/5', '6/7', '9/5', '2'] -> 4/7 / (6/7 - 2 / (3/5 + 9/5))
[321696] ['1/7', '8/9', '8/7', '2', '7/3'] -> 8/7 / (8/9 / 2 / 7/3 - 1/7)
[321697] ['7/8', '4/3', '5/2', '9/2', '7'] -> 7 / (9/2 - (7/8 + 4/3 * 5/2))
[321698] ['4/9', '7/8', '9/8', '9/8', '9'] -> 9 / 9/8 / (7/8 / 9/8 - 4/9)
[321699] ['3/8', '2/5', '7/5', '7/4', '9'] -> 9 / (7/4 - (7/5 + 3/8 - 2/5))
[321700] ['1/6', '1/5', '4/7', '4/3', '8'] -> (8 / (4/7 + 4/3) - 1/5) / 1/6
[321701] ['4/7', '5/7', '7/6', '5/4', '7'] -> 7 / (7/6 / 4/7 - 5/4 / 5/7)
[321702] ['1/7', '8/9', '8/7', '2', '5/2'] -> (2 * 5/2 - 8/7) / (1/7 / 8/9)
[321703] ['1/3', '1/2', '8/9', '1', '6/5'] -> 1 / (1/2 / 6/5 - 1/3 / 8/9)
[321704] ['1/8', '2/9', '7/8', '1', '9/8'] -> (7/8 / 1/8 - 1) / (2/9 * 9/8)
[321705] ['7/8', '4/3', '8/3', '8/3', '7'] -> 7 / (7/8 * (4/3 - 8/3 / 8/3))
[321706] ['1/3', '3/7', '4/5', '4/3', '5'] -> (5 / (3/7 / 4/5) - 4/3) / 1/3
[321707] ['4/7', '5/7', '7/6', '9/7', '7'] -> 7 * 4/7 * 5/7 / (9/7 - 7/6)
[321708] ['4/9', '7/8', '9/8', '7/6', '9'] -> 9 / (4/9 * 7/8) / (9/8 / 7/6)
[321709] ['1/6', '1/5', '4/7', '3/2', '8'] -> 1/5 / (3/2 / (4/7 + 8) - 1/6)
[321710] ['1/5', '4/7', '7/8', '5/4', '3'] -> 3 / (1/5 * 4/7) / (7/8 * 5/4)
[321711] ['1/6', '1/5', '4/7', '8/5', '8'] -> (4/7 + 8) * (8/5 + 1/5 / 1/6)
[321712] ['1/8', '3/8', '9/5', '9/4', '8'] -> (9/4 / 9/5 - 1/8) / (3/8 / 8)
[321713] ['7/8', '7/5', '7/5', '7/5', '7'] -> (7/5 + 7 * (7/5 + 7/5)) / 7/8
[321714] ['1/3', '3/7', '4/5', '8/5', '5'] -> (1/3 + 5 / 3/7) / (4/5 / 8/5)
[321715] ['1/8', '3/8', '9/5', '7/3', '8'] -> 9/5 * (3/8 / 1/8 + 7/3 + 8)
[321716] ['1/3', '3/7', '4/5', '5/3', '5'] -> (5 / 3/7 - 5/3) / (1/3 / 4/5)
[321717] ['4/7', '5/7', '7/6', '5/3', '7'] -> 7 / (5/3 / 5/7 - 7/6 / 4/7)
[321718] ['4/7', '3/5', '6/7', '2', '9/2'] -> 9/2 * (4/7 + (6/7 + 2) / 3/5)
[321719] ['1/6', '1/5', '4/7', '9/5', '8'] -> 8 / (4/7 / 9/5) - 1/5 / 1/6
[321720] ['1/8', '2/9', '7/8', '1', '4/3'] -> 4/3 / (2/9 * (1 + 1/8 - 7/8))
[321721] ['1/3', '3/7', '4/5', '7/4', '5'] -> 4/5 / 7/4 * 5 / (3/7 - 1/3)
[321722] ['7/8', '7/5', '7/5', '5/2', '7'] -> (7/5 * 7 - 7/5) / (7/8 / 5/2)
[321723] ['1/8', '3/8', '9/5', '9/2', '8'] -> 8 * (1/8 + 3/8 + 9/2 / 9/5)
[321724] ['4/9', '7/8', '9/8', '8/5', '9'] -> 8/5 * (7/8 + 9 * (4/9 + 9/8))
[321725] ['1/5', '4/7', '7/8', '5/3', '3'] -> 3 / 7/8 / (4/7 / 5/3 - 1/5)
[321726] ['4/9', '1/2', '9/5', '7/2', '5'] -> 5 * (4/9 * 9/5 + 1/2 + 7/2)
[321727] ['4/7', '5/7', '7/6', '9/4', '7'] -> 5/7 * 7 / (9/4 - 7/6 / 4/7)
[321728] ['3/8', '2/5', '8/5', '7/2', '9'] -> 8/5 / (2/5 + 9 - 7/2 / 3/8)
[321729] ['1/6', '1/5', '4/7', '7/3', '8'] -> (4/7 + 8) * 7/3 / (1/6 / 1/5)
[321730] ['1/3', '3/7', '4/5', '9/4', '5'] -> 9/4 / 3/7 + 5 / (1/3 * 4/5)
[321731] ['1/8', '2/9', '7/8', '1', '3/2'] -> (1 + 7/8 / 1/8) / (2/9 * 3/2)
[321732] ['7/9', '1', '9/8', '5/2', '7/2'] -> (5/2 + 7/2) / (9/8 * (1 - 7/9))
[321733] ['4/7', '5/7', '7/6', '7/3', '7'] -> (7/6 + 7/3) * (7 + 4/7 - 5/7)
[321734] ['1/7', '8/9', '7/6', '3/2', '2'] -> (3/2 + 2 / (8/9 * 7/6)) / 1/7
[321735] ['4/9', '1/2', '9/4', '9/4', '5'] -> (4/9 + 5) * (9/4 + 9/4) - 1/2
[321736] ['1/5', '4/7', '7/8', '9/5', '3'] -> (3 + 9/5 / 1/5) / (4/7 * 7/8)
[321737] ['1/3', '3/7', '4/5', '5/2', '5'] -> 4/5 * 5/2 * (1/3 + 5 / 3/7)
[321738] ['4/9', '7/8', '9/8', '7/2', '9'] -> 7/2 - (7/8 - 9/8) + 9 / 4/9
[321739] ['4/7', '5/7', '7/6', '9/2', '7'] -> 7 * (9/2 - 5/7 / (4/7 * 7/6))
[321740] ['7/8', '7/5', '3/2', '5/3', '7'] -> (7/5 + 7) * 5/3 / (7/8 / 3/2)
[321741] ['1/6', '1/5', '4/7', '7/2', '8'] -> 8 / (4/7 - 1/6 / 1/5 / 7/2)
[321742] ['1/8', '2/5', '2/5', '4/7', '8'] -> (4/7 + 8) * (2/5 / 1/8 - 2/5)
[321743] ['1/7', '8/9', '7/6', '7/4', '2'] -> (7/4 + 2 / 8/9) / (1/7 * 7/6)
[321744] ['4/9', '1/2', '7/3', '7/3', '5'] -> 1/2 + (5 + 7/3 * 7/3) / 4/9
[321745] ['4/9', '7/8', '9/8', '9/2', '9'] -> 4/9 / (9/8 - 7/8) * (9/2 + 9)
[321746] ['1/3', '3/7', '4/5', '7/2', '5'] -> 4/5 / (1/3 - 3/7 * 7/2 / 5)
[321747] ['1/3', '1/2', '1', '9/8', '7/3'] -> (7/3 + 1/3 / 1/2) / (9/8 - 1)
[321748] ['1/6', '1/5', '4/7', '9/2', '8'] -> (1/6 + 9/2) * (8 - 4/7 / 1/5)
