[216690] ['1/6', '1/6', '2/7', '3/8', '7'] -> (2/7 + 1/6 / 1/6) * 7 / 3/8
[219981] ['5/7', '5/7', '7/6', '5/2', '6'] -> (5/7 + 5/2 / 7/6) * 6 / 5/7
[219982] ['4/9', '3/4', '6/7', '9/2', '6'] -> 6 / (4/9 - 3/4 / (6/7 * /2)
)[219983] ['1/5', '7/9', '1', '3/2', '7/3'] -> 3/2 * (1 + 7/3 / (1/5 * 7/9))
[219984] ['3/8', '6/7', '7/3', '5/2', '6'] -> (6 - 6/7 * 5/2) * 7/3 / 3/8
[219985] ['1', '5/4', '8/3', '7/2', '7/2'] -> (7/2 * 7/2 - 1) * 8/3 / 5/4
[219986] ['5/7', '5/7', '7/6', '8/3', '6'] -> 5/7 / 5/7 + 6 * (7/6 + 8/3)
[219987] ['1/5', '7/9', '1', '3/2', '5/2'] -> 3/2 + (1 + 5/2) / (1/5 * 7/9)
[219988] ['1/8', '1/5', '5/8', '7/6', '9'] -> (9 * 5/8 / 1/5 - 1/8) / 7/6
[219989] ['1/6', '1/5', '5/9', '7/5', '7'] -> 5/9 * (7 / 1/6 - (1/5 - 7/5))
[219990] ['5/7', '5/7', '6/5', '5/4', '6'] -> 6 / (5/4 * (6/5 - 5/7 / 5/7))
[219991] ['7/8', '9/7', '5/3', '5/3', '5'] -> 5 / (5/3 * 7/8 * 9/7 - 5/3)
[219992] ['1/4', '3/8', '4/3', '8/5', '3'] -> 3 / (3/8 / 4/3 - 1/4 / 8/5)
[219993] ['3/7', '5/9', '5/4', '7/4', '7'] -> (7 / 3/7 - (5/4 + 7/4)) / 5/9
[219994] ['1/5', '2/9', '3/7', '4/3', '2'] -> 4/3 / (2/9 * 3/7) + 2 / 1/5
[219995] ['5/7', '5/7', '6/5', '9/7', '6'] -> 6 * (6/5 + (5/7 + 9/7) / 5/7)
[219996] ['4/9', '3/4', '7/8', '8/7', '6'] -> (8/7 + 6 / 7/8) / (4/9 * 3/4)
[219997] ['1', '5/4', '7/2', '7/2', '9/2'] -> 5/4 + 7/2 + 7/2 * (1 + 9/2)
[219998] ['5/6', '9/7', '7/5', '9/5', '8'] -> 5/6 * 8 * (9/5 + 9/7 * 7/5)
[219999] ['1', '5/4', '7/2', '9/2', '9/2'] -> 7/2 - (1 - 5/4) + 9/2 * 9/2
[220000] ['5/7', '5/7', '6/5', '4/3', '6'] -> 6 / (5/7 * 4/3 - 5/7) - 6/5
[220001] ['1/7', '4/9', '1', '8/5', '8/3'] -> (8/3 / (1/7 * 8/5) - 1) / 4/9
[220002] ['1/5', '7/9', '1', '8/5', '9/5'] -> (8/5 + 9/5 * (7/9 + 1)) / 1/5
[220003] ['3/8', '6/7', '9/2', '9/2', '6'] -> 6 * (3/8 + 9/2) - 9/2 / 6/7
[220004] ['4/9', '3/4', '7/8', '5/4', '6'] -> 6 / ((5/4 - 3/4) / 4/9 - 7/8)
[220005] ['1/4', '3/8', '7/5', '5/3', '3'] -> 3 / (1/4 * 7/5 - 3/8 / 5/3)
[220006] ['1/7', '4/9', '1', '8/5', '9/2'] -> 8/5 * (1 + 9/2 * 4/9 / 1/7)
[220007] ['7/8', '9/7', '5/3', '7/3', '5'] -> 5 / (9/7 * (7/3 - 7/8) - 5/3)
[220008] ['3/8', '7/8', '7/8', '7/8', '6'] -> 6 / (3/8 + 7/8 - 7/8 / 7/8)
[220009] ['5/7', '5/7', '6/5', '9/5', '6'] -> 6 * (5/7 / 5/7 + 6/5 + 9/5)
[220010] ['1/8', '1/5', '5/8', '7/3', '9'] -> 7/3 * 9 - (1/8 - 5/8 / 1/5)
[220011] ['1/5', '7/9', '1', '8/5', '9/4'] -> 8/5 / (1/5 * (7/9 - 1 / 9/4))
[220012] ['2/3', '8/7', '5/4', '7/2', '8'] -> 7/2 / (5/4 - 8/7) - (2/3 + 8)
[220013] ['1/5', '2/9', '3/7', '5/3', '2'] -> (2/9 / 5/3 + 2 / 3/7) / 1/5
[220014] ['1/4', '3/8', '7/5', '7/4', '3'] -> 3 / (3/8 / 7/5 - 1/4 / 7/4)
[220015] ['1/7', '4/9', '1', '5/3', '5/3'] -> (5/3 + 5/3 / 1/7) / (1 - 4/9)
[220016] ['4/9', '3/4', '7/8', '9/7', '6'] -> 6 / (3/4 - 9/7 * 4/9 * 7/8)
[220017] ['5/7', '5/7', '6/5', '9/4', '6'] -> 6 / (5/7 + 5/7 - 6/5) - 9/4
[220018] ['3/7', '5/9', '5/4', '8/3', '7'] -> (8/3 / (7 * (5/9 / 5/4)) - 3/7))
[220019] ['5/6', '9/7', '3/2', '3/2', '8'] -> (5/6 + 3/2 / 9/7) * 3/2 * 8
[220020] ['3/8', '7/8', '7/8', '8/9', '6'] -> (3/8 / (8/9 - 7/8) - 6) / 7/8
[220021] ['1/8', '1/5', '2/3', '2/3', '9'] -> 9 / (2/3 / 2/3 - 1/8 / 1/5)
[220022] ['6/7', '9/5', '9/4', '9/2', '9'] -> 9/2 * 9 / (6/7 * 9/5) - 9/4
[220023] ['1/6', '1/5', '5/9', '5/2', '7'] -> (1/6 / 5/9 - (5/2 - 7)) / 1/5
[220024] ['5/6', '9/7', '3/2', '8/5', '8'] -> 8 * (8/5 + 3/2 / (5/6 * 9/7))
[220025] ['1/8', '1/5', '2/3', '5/7', '9'] -> (2/3 - 1/5) * 9 * 5/7 / 1/8
[220026] ['6/7', '9/5', '7/3', '5/2', '9'] -> (9 - 9/5 / 7/3) * 5/2 / 6/7
[220027] ['1/4', '3/8', '7/5', '7/3', '3'] -> 3 / (7/5 * (1/4 - 3/8 / 7/3))
[220028] ['5/7', '5/7', '5/4', '5/4', '6'] -> 6 * (5/4 + (5/7 + 5/4) / 5/7)
[220029] ['1/5', '2/9', '3/7', '9/5', '2'] -> (2 / 2/9 - 9/5 / 3/7) / 1/5
[220030] ['4/9', '3/4', '7/8', '8/5', '6'] -> (7/8 + 6) * 8/5 / 4/9 - 3/4
[220031] ['1/7', '4/9', '1', '5/3', '7/3'] -> (1 + 5/3) / (4/9 - 1/7 * 7/3)
[220032] ['1/5', '7/9', '1', '8/5', '7/2'] -> (8/5 / (7/9 * (1 / 7/2)) - 1/5))
[220033] ['3/8', '7/8', '7/8', '9/7', '6'] -> (6 + 7/8 / 7/8) * 9/7 / 3/8
[220034] ['1/6', '1/5', '5/9', '7/2', '7'] -> 7/2 * 7 - (1/5 + 1/6 / 5/9)
[220035] ['5/7', '5/7', '5/4', '9/7', '6'] -> 6 / (5/7 + 9/7 - 5/4 / 5/7)
[220036] ['2/3', '8/7', '4/3', '4/3', '8'] -> 8 * (2/3 + (4/3 + 4/3) / 8/7)
[220037] ['1/5', '7/9', '1', '8/5', '9/2'] -> 8/5 / (1 / 9/2 - 1/5 * 7/9)
[220038] ['1/6', '1/5', '5/9', '9/2', '7'] -> (7 + 1/6 - 9/2) / (1/5 * 5/9)
[220039] ['3/8', '7/8', '7/8', '7/5', '6'] -> (7/8 + 7/8 / 7/5) * 6 / 3/8
[220040] ['7/8', '9/7', '7/4', '9/4', '5'] -> 5 / (9/4 - (7/8 + 7/4) / 9/7)
[220041] ['5/7', '5/7', '5/4', '8/5', '6'] -> 6 / (5/7 * 8/5 - 5/7 * 5/4)
[220042] ['2/3', '8/7', '4/3', '9/2', '8'] -> (8 + 4/3 * 9/2) * 8/7 / 2/3
[220043] ['3/8', '7/8', '7/8', '9/5', '6'] -> (6 - 7/8 / 7/8) * 9/5 / 3/8
[220044] ['5/7', '5/7', '5/4', '5/3', '6'] -> 6 / (5/7 / 5/7 - 5/4 / 5/3)
[220045] ['1/6', '1/5', '4/7', '3/5', '7'] -> 4/7 * 7 / (1/5 / 3/5 - 1/6)
[220046] ['6/7', '9/5', '5/2', '9/2', '9'] -> 6/7 * 9 * (9/2 - 5/2 / 9/5)
[220047] ['3/7', '5/9', '9/7', '7/4', '7'] -> (3/7 + 9/7 / 5/9) * (7/4 + 7)
[220048] ['1/5', '2/9', '3/7', '2', '7/2'] -> 7/2 * (2 / 2/9 - 3/7 / 1/5)
[220049] ['5/7', '5/7', '5/4', '9/5', '6'] -> 6 / (9/5 * (5/4 - 5/7) - 5/7)
[220050] ['1/4', '3/8', '3/2', '9/5', '3'] -> 3/2 / (3/8 / (3 - 9/5) - 1/4)
[220051] ['5/6', '9/7', '8/5', '5/3', '8'] -> 9/7 * 5/3 * (8/5 + 8 / 5/6)
[220052] ['1/5', '7/9', '1', '5/3', '7/3'] -> 5/3 * 7/3 / (1/5 * 7/9) - 1
[220053] ['1/8', '1/5', '2/3', '7/6', '9'] -> 9 / (1/5 * (1/8 + 7/6 / 2/3))
[220054] ['3/8', '7/8', '7/8', '8/3', '6'] -> (8/3 + (7/8 + 6) / 3/8) / 7/8
[220055] ['4/9', '3/4', '8/9', '7/6', '6'] -> (6 / (4/9 * (7/6 / 8/9)) - 3/4))
[220056] ['5/7', '5/7', '5/4', '9/4', '6'] -> (5/4 + 5/7 * 9/4) * 6 / 5/7
[220057] ['5/6', '9/7', '8/5', '7/4', '8'] -> 8/5 * 7/4 * 8 * 5/6 * 9/7
[220058] ['6/7', '9/5', '8/3', '7/2', '9'] -> 6/7 * 7/2 + 9/5 * (8/3 + 9)
[220059] ['1/5', '7/9', '1', '5/3', '5/2'] -> (1 + 5/3) / (7/9 / 5/2 - 1/5)
[220060] ['2/3', '8/7', '7/5', '5/2', '8'] -> (8 - 8/7 * 7/5) * 5/2 / 2/3
[220061] ['1', '9/7', '9/7', '4/3', '3/2'] -> (9/7 / (3/2 * 1) - (9/7 / 4/3)))
[220062] ['5/7', '5/7', '5/4', '7/3', '6'] -> 5/7 * 6 / (5/7 - 5/4 / 7/3)
[220063] ['3/8', '7/8', '8/9', '8/9', '6'] -> 6 / (3/8 + 7/8 - 8/9 / 8/9)
[220064] ['3/7', '5/9', '9/7', '5/2', '7'] -> 5/2 * (7 / 5/9 - 9/7 / 3/7)
[220065] ['1/5', '2/9', '4/9', '5/9', '2'] -> (2 + 2/9 + 4/9) / (1/5 * 5/9)
[220066] ['6/7', '9/5', '8/3', '9/2', '9'] -> (8/3 + 9) * (6/7 * 9/2 - 9/5)
[220067] ['2/3', '8/7', '7/5', '7/2', '8'] -> (8 / 7/5 - 8/7) * 7/2 / 2/3
[220068] ['1', '9/7', '9/7', '4/3', '8/5'] -> 9/7 / (9/7 / 8/5 - 1 / 4/3)
[220069] ['7/8', '9/7', '9/5', '7/3', '5'] -> 7/8 * 5 * (9/7 + 9/5 * 7/3)
[220070] ['1/4', '3/8', '8/5', '8/3', '3'] -> (3/8 + 3 / 8/5) * 8/3 / 1/4
[220071] ['5/7', '5/7', '5/4', '7/2', '6'] -> 6 * (5/7 + 5/7) * 7/2 / 5/4
[220072] ['1/6', '1/5', '4/7', '6/7', '7'] -> (7 - 4/7 / 1/5) / 1/6 - 6/7
[220073] ['1/7', '4/9', '1', '7/4', '7/2'] -> 7/4 - 1 / 4/9 + 7/2 / 1/7
[220074] ['6/7', '9/5', '7/2', '7/2', '9'] -> 7/2 + 7/2 * (6/7 + 9 / 9/5)
[220075] ['5/6', '9/7', '8/5', '5/2', '8'] -> 9/7 * (5/2 * 8 - 5/6 * 8/5)
[220076] ['5/7', '5/7', '9/7', '4/3', '6'] -> (5/7 + 5/7) / (4/3 - 9/7) - 6
[220077] ['3/7', '5/9', '4/3', '4/3', '7'] -> (4/3 + 3/7 * 4/3) * 7 / 5/9
[220078] ['3/8', '7/8', '8/9', '5/4', '6'] -> (3/8 + 6) / (5/4 - 7/8 / 8/9)
[220079] ['6/7', '9/5', '7/2', '9/2', '9'] -> 7/2 * (9 - 9/2 * 6/7 / 9/5)
[220080] ['3/8', '7/8', '8/9', '9/7', '6'] -> (9/7 + 6 / (7/8 * 8/9)) / 3/8
[220081] ['2/3', '8/7', '3/2', '9/4', '8'] -> 8/7 * (3/2 + 9/4 * (2/3 + 8))
[220082] ['1/5', '7/9', '1', '7/4', '7/3'] -> (7/3 / 1/5 - 1) * 7/4 / 7/9
[220083] ['5/6', '9/7', '8/5', '9/2', '8'] -> 9/7 * 8/5 * (8 - (5/6 - 9/2))
[220084] ['1/4', '3/8', '9/5', '9/4', '3'] -> (3 - (1/4 - 9/4)) * 9/5 / 3/8
[220085] ['7/9', '5/4', '5/3', '2', '9/4'] -> 2 / (7/9 / (9/4 - 5/3) - 5/4)
[220086] ['5/7', '5/7', '9/7', '5/3', '6'] -> (5/7 + 9/7 * 5/3) * 6 / 5/7
[220087] ['6/7', '9/4', '9/4', '9/4', '9'] -> (9/4 + 9/4 * 9) / 6/7 - 9/4
[220088] ['2/3', '8/7', '8/5', '8/5', '8'] -> 8 / (8/5 / 8/7 - 2/3 * 8/5)
[220089] ['1/6', '1/5', '4/7', '9/8', '7'] -> 1/5 / (9/8 / (7 - 4/7) - 1/6)
[220090] ['1/5', '7/9', '1', '7/4', '8/3'] -> 8/3 / (1/5 * (1 - 7/9 / 7/4))
[220091] ['2/3', '8/7', '8/5', '5/3', '8'] -> 8 * (2/3 + 5/3 * 8/5 / 8/7)
[220092] ['7/9', '5/4', '5/3', '2', '7/2'] -> 2 / (7/9 * (7/2 - 5/4) - 5/3)
[220093] ['1/4', '3/8', '9/5', '3', '7/2'] -> (9/5 + 3) * (7/2 + 3/8 / 1/4)
[220094] ['3/8', '7/8', '8/9', '8/5', '6'] -> 8/9 * 8/5 * (7/8 + 6 / 3/8)
[220095] ['3/7', '5/9', '4/3', '5/2', '7'] -> 4/3 / (5/9 + 5/2 - 3/7 * 7)
[220096] ['5/7', '5/7', '9/7', '7/3', '6'] -> 6 * (5/7 / 5/7 + 9/7 * 7/3)
[220097] ['3/8', '7/8', '8/9', '5/3', '6'] -> (6 + 5/3 / 8/9) / (3/8 * 7/8)
[220098] ['7/8', '9/7', '9/4', '8/3', '5'] -> 8/3 * (9/7 * 5 + 9/4 / 7/8)
[220099] ['3/8', '7/8', '8/9', '7/4', '6'] -> (6 + 7/4 / 7/8) / (3/8 * 8/9)
[220100] ['1/8', '1/5', '5/7', '7/8', '9'] -> 9 / (1/5 / 1/8 - 7/8 / 5/7)
[220101] ['5/7', '5/7', '9/7', '5/2', '6'] -> 6 * (5/7 + 5/2 / 5/7) - 9/7
[220102] ['5/6', '9/7', '5/3', '7/3', '8'] -> (7/3 * (9/7 + 8) - 5/3) / 5/6
[220103] ['1/6', '1/5', '4/7', '9/7', '7'] -> (4/7 / (1/5 * 9/7) - (1/6 * 7)))
[220104] ['5/7', '5/7', '9/7', '8/3', '6'] -> 9/7 * 8/3 * (6 + 5/7 / 5/7)
[220105] ['1', '9/7', '9/7', '7/5', '5/3'] -> (1 + 9/7) / (9/7 - 5/3 / 7/5)
[220106] ['7/8', '9/7', '7/3', '7/3', '5'] -> 5 / (7/8 + 7/3 - 9/7 * 7/3)
[220107] ['7/9', '5/4', '7/4', '2', '9/4'] -> 2 / (7/9 * (5/4 + 7/4) - 9/4)
[220108] ['5/6', '9/7', '7/4', '7/4', '8'] -> 8 / (5/6 + 7/4 - 9/7 * 7/4)
[220109] ['1/4', '2/5', '2/5', '3/7', '3'] -> (3 / 3/7 - 2/5 / 2/5) / 1/4
[220110] ['2/3', '8/7', '5/3', '5/3', '8'] -> 2/3 + (5/3 + 5/3) * 8 / 8/7
[220111] ['3/8', '7/8', '8/9', '9/4', '6'] -> 8/9 * 9/4 * 6 / (7/8 - 3/8)
[220112] ['1/5', '2/9', '4/9', '3/2', '2'] -> (2 + 3/2 * 4/9 / 1/5) / 2/9
[220113] ['5/7', '5/7', '9/7', '9/2', '6'] -> (9/7 + 5/7 / 5/7) * (9/2 + 6)
[220114] ['6/7', '9/4', '8/3', '8/3', '9'] -> 6/7 / (8/3 - 9/4) * (8/3 + 9)
[220115] ['3/7', '5/9', '7/5', '8/5', '7'] -> (7 / 3/7 - (7/5 + 8/5)) / 5/9
[220116] ['1/6', '1/5', '4/7', '5/3', '7'] -> 4/7 * 7 / (1/5 * 5/3 - 1/6)
[220117] ['1/5', '7/9', '1', '9/4', '9/4'] -> (7/9 + 1) * (9/4 + 9/4 / 1/5)
[220118] ['5/7', '5/7', '4/3', '7/5', '6'] -> 6 / (7/5 * (5/7 - 5/7 / 4/3))
[220119] ['1/4', '2/5', '2/5', '4/7', '3'] -> 2/5 / (1/4 - 2/5 / 4/7 *
)[220120] ['2/3', '8/7', '5/3', '9/4', '8'] -> 9/4 * (8 + 8/7 * (2/3 + 5/3))
[220121] ['3/8', '7/8', '8/9', '7/2', '6'] -> 6 * (8/9 + 7/2) - 7/8 / 3/8
[220122] ['5/6', '9/7', '7/4', '9/4', '8'] -> 7/4 * (8 * 5/6 * 9/4 - 9/7)
[220123] ['7/9', '5/4', '7/4', '2', '7/2'] -> (7/2 / (7/9 * (5/4 * 7/4)) - 2))
[220124] ['5/7', '5/7', '4/3', '3/2', '6'] -> 6 / (3/2 - (5/7 + 5/7 / 4/3))
[220125] ['1/4', '2/5', '2/5', '5/7', '3'] -> 2/5 * 3 / (2/5 - 1/4 / 5/7)
[220126] ['2/3', '8/7', '7/4', '7/4', '8'] -> (8/7 * 7/4 + 7/4 * 8) / 2/3
[220127] ['7/9', '5/4', '9/5', '9/5', '2'] -> 9/5 * 2 / (7/9 * 9/5 - 5/4)
[220128] ['6/7', '9/4', '7/2', '7/2', '9'] -> (7/2 + 7/2) * 9 * 6/7 / 9/4
[220129] ['4/9', '3/4', '8/7', '9/7', '6'] -> 6 / (3/4 - 9/7 * 4/9 / 8/7)
[220130] ['5/6', '9/7', '7/4', '8/3', '8'] -> (8 + 9/7 * 8/3) * 7/4 / 5/6
[220131] ['5/7', '5/7', '4/3', '7/4', '6'] -> 6 * (5/7 + 4/3 * (5/7 + 7/4))
[220132] ['1/8', '1/5', '5/7', '9/7', '9'] -> 9 / (1/5 * (9/7 - (1/8 - 5/7)))
[220133] ['5/6', '9/7', '7/4', '7/2', '8'] -> 9/7 * 7/4 * (8 - (5/6 - 7/2))
[220134] ['4/9', '3/4', '8/7', '4/3', '6'] -> (4/3 + 6 / 3/4) * 8/7 / 4/9
[220135] ['5/7', '5/7', '4/3', '9/5', '6'] -> 6 / (9/5 * 5/7 / 4/3 - 5/7)
[220136] ['3/8', '7/8', '9/8', '8/5', '6'] -> (7/8 + 6 / 3/8) * 8/5 / 9/8
[220137] ['5/7', '5/7', '4/3', '9/4', '6'] -> 6 * (5/7 / 5/7 + 4/3 * 9/4)
[220138] ['1/4', '2/5', '2/5', '9/8', '3'] -> 3 / (1/4 - 9/8 + 2/5 / 2/5)
[220139] ['5/6', '9/7', '9/5', '9/5', '8'] -> 8 / (5/6 * (9/5 - 9/5 / 9/7))
[220140] ['1/7', '4/9', '1', '7/3', '9/2'] -> 9/2 / 1/7 - (1 + 7/3) / 4/9
[220141] ['5/7', '5/7', '4/3', '7/3', '6'] -> 6 * (5/7 * 4/3 + 5/7 + 7/3)
[220142] ['1/5', '2/9', '1/2', '5/8', '2'] -> 2 / (2/9 * (1/2 - 1/5 * 5/8))
[220143] ['3/8', '7/8', '9/8', '9/5', '6'] -> (7/8 + 9/8 / 9/5) * 6 / 3/8
[220144] ['1/8', '1/5', '5/7', '3/2', '9'] -> 1/5 / (1/8 / 5/7 - 3/2 / 9)
[220145] ['7/9', '5/4', '9/5', '2', '8/3'] -> 8/3 / (2 / (5/4 * 9/5) - 7/9)
[220146] ['7/8', '9/7', '9/2', '9/2', '5'] -> (9/2 + 9/2 * 5) / (7/8 * 9/7)
[220147] ['5/7', '5/7', '4/3', '7/2', '6'] -> 6 * (7/2 - (5/7 - 4/3)) - 5/7
[220148] ['1/6', '1/5', '3/5', '3/5', '7'] -> (7 - 1/5 / 3/5) * 3/5 / 1/6
[220149] ['7/9', '5/4', '9/5', '2', '7/2'] -> 2 / (7/9 + 5/4 - 7/2 / 9/5)
[220150] ['5/7', '5/7', '7/5', '7/5', '6'] -> (7/5 + 7/5) * 6 * (5/7 + 5/7)
[220151] ['6/7', '5/2', '5/2', '9/2', '9'] -> 9 + 6/7 * 5/2 * (5/2 + 9/2)
[220152] ['1/5', '7/9', '1', '7/3', '9/2'] -> 9/2 * (7/9 / 7/3 + 1 / 1/5)
[220153] ['2/3', '8/7', '9/5', '8/3', '8'] -> 9/5 * 8 * (8/3 / 8/7 - 2/3)
[220154] ['4/9', '3/4', '8/7', '7/4', '6'] -> (6 + 8/7 * 7/4) / (4/9 * 3/4)
[220155] ['1/7', '4/9', '1', '5/2', '9/2'] -> 5/2 / 1/7 + 9/2 * (4/9 + 1)
[220156] ['5/7', '5/7', '7/5', '5/3', '6'] -> (7/5 + 5/7 / 5/7) * 5/3 * 6
[220157] ['3/7', '5/9', '3/2', '5/3', '7'] -> 3/2 * (7 / 3/7 - 5/9 / 5/3)
[220158] ['1/5', '7/9', '1', '5/2', '7/2'] -> 7/2 / (1/5 * 7/9) - (1 - 5/2)
[220159] ['2/3', '8/7', '9/5', '7/2', '8'] -> 9/5 * 7/2 * 8 * (8/7 - 2/3)
[220160] ['3/8', '7/8', '8/7', '9/5', '6'] -> (6 - 7/8 * 8/7) * 9/5 / 3/8
[220161] ['1/8', '1/5', '5/7', '9/4', '9'] -> (1/5 + 9 / 9/4) * 5/7 / 1/8
[220162] ['3/7', '5/9', '3/2', '7/4', '7'] -> (7 / (3/2 * (3/7 * 7/4)) - 5/9))
[220163] ['5/6', '9/7', '9/4', '9/4', '8'] -> 8 / (5/6 - 9/4 + 9/4 / 9/7)
[220164] ['1', '9/7', '9/7', '3/2', '8/3'] -> 9/7 * 8/3 / (1 - 9/7 / 3/2)
[220165] ['2/3', '8/7', '9/5', '9/2', '8'] -> (9/5 + 9/2) * 8 * (8/7 - 2/3)
[220166] ['4/9', '3/4', '8/7', '9/4', '6'] -> (9/4 + 6 / 4/9) * 8/7 / 3/4
[220167] ['1/7', '4/9', '1', '8/3', '9/2'] -> 8/3 * (4/9 * 9/2 + 1 / 1/7)
[220168] ['5/7', '5/7', '7/5', '9/4', '6'] -> 6 / (9/4 - 7/5 * (5/7 + 5/7))
[220169] ['6/7', '5/2', '9/2', '9/2', '9'] -> 9/2 * (9 - 5/2) - 9/2 / 6/7
[220170] ['1/4', '2/5', '3/7', '3/7', '3'] -> ((3 - 3/7) / 2/5 - 3/7) / 1/4
[220171] ['1/8', '1/5', '5/7', '7/3', '9'] -> 5/7 * 7/3 * 9 * 1/5 / 1/8
[220172] ['5/6', '9/7', '9/4', '7/3', '8'] -> (8 + 9/7 / 9/4) * 7/3 / 5/6
[220173] ['7/8', '4/3', '4/3', '9/4', '5'] -> 5 / (4/3 / 7/8 - 4/3) - 9/4
[220174] ['5/7', '5/7', '7/5', '7/3', '6'] -> (5/7 + 5/7 * 7/5) * 7/3 * 6
[220175] ['4/9', '3/4', '8/7', '5/2', '6'] -> (6 + 5/2 / 3/4) * 8/7 / 4/9
[220176] ['7/9', '5/4', '2', '9/4', '9/2'] -> 9/2 / (9/4 * 7/9 * 5/4 - 2)
[220177] ['5/6', '9/7', '9/4', '5/2', '8'] -> 8 / (5/6 * 5/2 - 9/4 / 9/7)
[220178] ['3/8', '7/8', '7/6', '7/6', '6'] -> 6 / (3/8 + 7/8 - 7/6 / 7/6)
[220179] ['1/7', '4/9', '1', '7/2', '9/2'] -> 7/2 / 1/7 - 1 / (4/9 * 9/2)
[220180] ['3/7', '5/9', '3/2', '7/3', '7'] -> (7/3 - 5/9) * 7 * (3/7 + 3/2)
[220181] ['1/8', '1/5', '5/7', '7/2', '9'] -> 9 / (7/2 * 1/5 * 5/7 - 1/8)
[220182] ['5/6', '9/7', '9/4', '8/3', '8'] -> (8/3 + 8 / 9/7) * 9/4 / 5/6
[220183] ['4/9', '3/4', '8/7', '7/2', '6'] -> (3/4 + 6) * (8/7 * 7/2 - 4/9)
[220184] ['1/5', '7/9', '1', '7/2', '7/2'] -> (1 + 7/2 / 7/9) / 1/5 - 7/2
[220185] ['1', '9/7', '9/7', '8/5', '7/4'] -> 9/7 / (1 - 7/4 + 9/7 / 8/5)
[220186] ['7/8', '7/8', '7/8', '7/8', '9'] -> 9 / (7/8 - 7/8 / (7/8 + 7/8))
[220187] ['1/5', '2/9', '1/2', '5/4', '2'] -> (2 / ((2/9 * 5/4) * 1/2) - 1/5))
[220188] ['1/8', '1/5', '5/7', '9/2', '9'] -> (1/5 + 9 / (5/7 * 9/2)) / 1/8
[220189] ['5/6', '9/7', '9/4', '9/2', '8'] -> 9/4 * (9/2 / 9/7 - (5/6 - 8))
[220190] ['7/8', '4/3', '7/5', '7/5', '5'] -> (7/5 + 5) / (7/5 / 7/8 - 4/3)
[220191] ['3/7', '5/9', '3/2', '7/2', '7'] -> (7/2 / 3/2 - 3/7) * 7 / 5/9
[220192] ['1/6', '1/5', '3/5', '9/4', '7'] -> 3/5 * 7 / (1/6 * 9/4 - 1/5)
[220193] ['1/5', '7/9', '1', '9/2', '9/2'] -> (1 + 9/2) / 1/5 - 7/9 * 9/2
[220194] ['1', '9/7', '9/7', '8/5', '9/4'] -> 9/7 / (1 / 8/5 - 9/7 / 9/4)
[220195] ['5/7', '5/7', '3/2', '3/2', '6'] -> 6 * (5/7 / 5/7 + 3/2 + 3/2)
[220196] ['7/9', '5/4', '2', '5/2', '8/3'] -> 8/3 / (5/4 / 5/2 - 7/9 / 2)
[220197] ['5/6', '9/7', '7/3', '7/3', '8'] -> 7/3 * (5/6 * 8 + 9/7 + 7/3)
[220198] ['3/7', '5/9', '8/5', '8/5', '7'] -> 8/5 / (7 * 3/7 * 5/9 - 8/5)
[220199] ['5/7', '5/7', '3/2', '8/5', '6'] -> (3/2 + 5/7 / 5/7) * 8/5 * 6
[220200] ['1/7', '1/2', '1/2', '5/8', '1'] -> (1/2 + 1 / 1/7) / (1/2 * 5/8)
[220201] ['1/5', '2/9', '1/2', '7/5', '2'] -> (1/2 - 2 + 7/5 / 2/9) / 1/5
[220202] ['7/8', '4/3', '7/5', '8/5', '5'] -> 5 / (4/3 / 8/5 - 7/8 / 7/5)
[220203] ['5/6', '9/7', '7/3', '8/3', '8'] -> 8 / (9/7 - 8/3 * 5/6 / 7/3)
[220204] ['1/4', '2/5', '3/7', '3/4', '3'] -> 3 * (1/4 / (3/7 - 2/5) - 3/4)
[220205] ['2/3', '7/6', '7/6', '5/4', '8'] -> 2/3 + (7/6 + 7/6) * 5/4 * 8
[220206] ['7/8', '4/3', '7/5', '9/5', '5'] -> 5 / (4/3 - 9/5 * 7/8 / 7/5)
[220207] ['4/9', '3/4', '7/6', '4/3', '6'] -> (4/3 + 6 * 7/6 / 3/4) / 4/9
[220208] ['5/7', '5/7', '3/2', '9/4', '6'] -> 6 / (5/7 / 5/7 + 3/2 - 9/4)
[220209] ['1/7', '1/2', '1/2', '3/4', '1'] -> (3/4 + 1) / (1/7 * 1/2) - 1/2
[220210] ['7/8', '7/8', '7/8', '3/2', '9'] -> 9 / (7/8 / 7/8 + 7/8 - 3/2)
[220211] ['5/7', '5/7', '3/2', '7/3', '6'] -> 5/7 / 5/7 + 6 * (3/2 + 7/3)
[220212] ['5/6', '9/7', '5/2', '7/2', '8'] -> 8 / (9/7 - (5/6 + 5/2) / 7/2)
[220213] ['7/8', '4/3', '7/5', '7/3', '5'] -> (7/3 + 4/3 * 7/5) * 5 / 7/8
[220214] ['7/9', '5/4', '2', '7/2', '7/2'] -> 5/4 + 7/2 * (2 + 7/2 / 7/9)
[220215] ['7/8', '7/8', '7/8', '8/5', '9'] -> 7/8 * 9 / (7/8 - 7/8 / 8/5)
[220216] ['7/8', '4/3', '7/5', '5/2', '5'] -> 7/5 * 5 / (5/2 - (7/8 + 4/3))
[220217] ['7/9', '5/4', '2', '7/2', '9/2'] -> 5/4 + 9/2 * (7/2 + 7/9 * 2)
