[283681] ['1/3', '2/5', '5/9', '5/4', '3'] -> (1/3 + 3) / (5/9 / 2/5 - 5/4)
[284848] ['1/2', '4/7', '7/4', '2', '9/2'] -> 9/2 / ((7/4 - 1/2) / 4/7 - 2)
[284849] ['1/7', '1/5', '2/9', '9/7', '2'] -> (2 + 9/7 / (1/5 / 2/9)) / 1/7
[284850] ['2/7', '4/7', '3/5', '7/4', '9'] -> (9 / 3/5 - 2/7) / 4/7 - 7/4
[284851] ['1/9', '3/7', '3/2', '9/5', '8'] -> 8 / (3/7 - 1/9) - 9/5 / 3/2
[284852] ['1/9', '3/8', '1', '8/7', '9/2'] -> 8/7 * (1 / 1/9 + 9/2 / 3/8)
[284853] ['2/7', '3/7', '1', '9/8', '4/3'] -> (3/7 + 1) / (2/7 * (4/3 - 9/8))
[284854] ['4/9', '4/7', '9/5', '7/2', '8'] -> (4/7 + 8) * 7/2 * 4/9 * 9/5
[284855] ['2/3', '7/9', '5/6', '1', '8/5'] -> 2/3 / (7/9 - 1 / (5/6 * 8/5))
[284856] ['2/7', '4/7', '3/5', '9/4', '9'] -> (9 - 9/4 * 4/7 / 3/5) / 2/7
[284857] ['2/3', '7/9', '5/6', '1', '7/4'] -> 1 / 7/4 / (2/3 / 7/9 - 5/6)
[284858] ['1/9', '3/7', '3/2', '9/4', '8'] -> 8 / (3/7 * (1/9 + 3/2 / 9/4))
[284859] ['4/9', '4/7', '9/5', '9/2', '8'] -> 4/9 * (4/7 + 8) * (9/5 + 9/2)
[284860] ['3/4', '8/7', '9/5', '7/3', '7'] -> 8/7 * 9/5 * (7/3 + 7 / 3/4)
[284861] ['1/6', '1/2', '7/5', '3', '9/2'] -> (7/5 * (1/2 + 9/2) - 3) / 1/6
[284862] ['1/7', '2/9', '1/3', '5/2', '8'] -> 5/2 / 1/7 + 8 - 1/3 / 2/9
[284863] ['1/8', '1/5', '1/3', '7/9', '2'] -> 2 / (1/5 - 1/8) / (1/3 + 7/9)
[284864] ['1/9', '3/7', '3/2', '7/3', '8'] -> 8 / (1/9 / 7/3 + 3/7 / 3/2)
[284865] ['2/7', '3/7', '1', '9/8', '8/5'] -> 3/7 / (8/5 * (1 - 2/7) - 9/8)
[284866] ['2/9', '3/5', '9/7', '7/4', '2'] -> 7/4 * (2 / (2/9 * 3/5) - 9/7)
[284867] ['2/7', '4/7', '3/5', '5/2', '9'] -> 9 * (2/7 + 5/2 * 4/7 / 3/5)
[284868] ['1/2', '4/7', '9/5', '2', '7/3'] -> 4/7 / (1/2 - 2 / (9/5 * 7/3))
[284869] ['3/4', '8/7', '9/5', '8/3', '7'] -> 9/5 * (8/3 + 7 / (3/4 / 8/7))
[284870] ['4/9', '4/7', '9/4', '8/3', '8'] -> 4/7 * 8/3 * (8 / 4/9 - 9/4)
[284871] ['1/9', '3/7', '3/2', '5/2', '8'] -> 3/7 * ((8 - 3/2) / 1/9 - 5/2)
[284872] ['1/2', '4/7', '9/5', '2', '5/2'] -> 9/5 / (1/2 / 4/7 - 2 / 5/2)
[284873] ['1/6', '1/2', '8/5', '9/4', '3'] -> 8/5 * (1/2 * 3 + 9/4 / 1/6)
[284874] ['1/8', '1/5', '1/3', '6/7', '2'] -> 1/5 / (1/8 - 1/3 / (6/7 + 2))
[284875] ['4/9', '4/7', '9/4', '7/2', '8'] -> 8 * (4/9 * 9/4 + 4/7 * 7/2)
[284876] ['2/7', '3/7', '1', '9/8', '9/5'] -> 1 / (2/7 / 3/7 - 9/8 / 9/5)
[284877] ['2/7', '4/7', '3/5', '7/2', '9'] -> 9 * (7/2 - 2/7 / 4/7 / 3/5)
[284878] ['2/5', '7/8', '8/7', '7/4', '5'] -> 8/7 * (5 / (2/5 / 7/4) - 7/8)
[284879] ['1/7', '1/5', '2/9', '9/5', '2'] -> (2 + 9/5 / (1/7 / 2/9)) / 1/5
[284880] ['1/2', '4/7', '9/5', '2', '8/3'] -> (2 + 8/3 / 4/7) / (1/2 / 9/5)
[284881] ['3/4', '8/7', '9/4', '9/4', '7'] -> 9/4 + 7 * (9/4 + 3/4 * 8/7)
[284882] ['1/9', '3/8', '1', '7/6', '7/4'] -> (7/6 * 7/4 - (3/8 - 1)) / 1/9
[284883] ['2/5', '4/3', '5/3', '5/3', '9'] -> 9 * (4/3 + 2/5 * (5/3 + 5/3))
[284884] ['1/7', '1/5', '2/9', '2', '9/4'] -> 2 / (2/9 * (1/7 + 1/5)) - 9/4
[284885] ['1/8', '1/5', '1/3', '8/7', '2'] -> 2 / (1/5 * (1/8 + 1/3 / 8/7))
[284886] ['3/4', '8/7', '7/3', '7/3', '7'] -> 7 / (7/3 / 8/7 - 3/4 * 7/3)
[284887] ['1/4', '1/2', '9/7', '9/2', '6'] -> 6 * (1/4 / 1/2 + 9/2 / 9/7)
[284888] ['2/7', '4/7', '5/8', '3/4', '9'] -> 9 / (2/7 / 4/7 + 5/8 - 3/4)
[284889] ['2/7', '3/7', '1', '9/8', '5/2'] -> (2/7 + 1) / (9/8 - 3/7 * 5/2)
[284890] ['2/3', '7/9', '6/7', '1', '9/7'] -> (1 + 9/7) / (6/7 * (7/9 - 2/3))
[284891] ['2/5', '4/3', '5/3', '9/4', '9'] -> 9/4 * (4/3 / 2/5 - (5/3 - 9))
[284892] ['4/9', '4/7', '7/3', '7/2', '8'] -> 4/7 * 7/3 / (4/9 * 8 - 7/2)
[284893] ['1/4', '1/2', '4/3', '7/5', '6'] -> 1/2 / 1/4 / (7/5 - 4/3) - 6
[284894] ['2/5', '7/8', '8/7', '7/3', '5'] -> 8/7 / (7/3 - 5 * 2/5 / 7/8)
[284895] ['3/4', '8/7', '7/3', '7/2', '7'] -> 8/7 * (7/3 * 7 + 7/2 / 3/4)
[284896] ['1/9', '3/8', '1', '7/6', '7/2'] -> 1 / (3/8 - 7/2 * 1/9 / 7/6)
[284897] ['1/9', '3/7', '8/5', '9/5', '8'] -> 8 / 3/7 / (8/5 / 9/5 - 1/9)
[284898] ['2/9', '3/5', '9/7', '2', '7/2'] -> 7/2 * (2 / 2/9 - 9/7 / 3/5)
[284899] ['1/4', '1/2', '4/3', '8/5', '6'] -> 1/2 / (8/5 - (1/4 + 4/3)) - 6
[284900] ['2/3', '7/9', '6/7', '1', '7/5'] -> (2/3 + 6/7) / (7/9 - 1 / 7/5)
[284901] ['3/4', '8/7', '7/3', '9/2', '7'] -> 8/7 * (7 + 9/2 / (3/4 / 7/3))
[284902] ['2/7', '4/7', '5/8', '8/9', '9'] -> 9 / (2/7 / 8/9 - (4/7 - 5/8))
[284903] ['1/7', '2/9', '3/8', '5/9', '8'] -> (2/9 / 1/7 - (5/9 - 8)) / 3/8
[284904] ['4/9', '4/7', '5/2', '5/2', '8'] -> 5/2 / 4/9 + (5/2 + 8) / 4/7
[284905] ['1/6', '1/2', '9/5', '5/2', '3'] -> (9/5 / 1/6 + 3 / 5/2) / 1/2
[284906] ['1/2', '4/7', '2', '9/4', '7/3'] -> (4/7 + 2 / 1/2) * 9/4 * 7/3
[284907] ['1/9', '3/8', '1', '6/5', '5/4'] -> 5/4 / (6/5 * 1/9 * 3/8) - 1
[284908] ['2/7', '3/7', '1', '8/7', '7/6'] -> 1 / (3/7 / 8/7 - 2/7 * 7/6)
[284909] ['2/7', '4/7', '5/8', '6/5', '9'] -> 9 / (2/7 / 4/7) / (5/8 * 6/5)
[284910] ['1/9', '3/8', '1', '6/5', '9/7'] -> 1 / (1/9 + 3/8) / (9/7 - 6/5)
[284911] ['1/2', '4/7', '2', '9/4', '5/2'] -> 2 / (5/2 / (1/2 + 4/7) - 9/4)
[284912] ['1/6', '1/2', '9/5', '8/3', '3'] -> (8/3 - 1/6) / (1/2 / (9/5 + 3))
[284913] ['1/8', '1/5', '1/3', '2', '7/2'] -> 2 * 7/2 / (1/8 / 1/5 - 1/3)
[284914] ['1/7', '2/9', '3/8', '5/8', '8'] -> 3/8 + (5/8 + 8) / (1/7 + 2/9)
[284915] ['4/9', '4/7', '5/2', '7/2', '8'] -> (5/2 - 4/7) * 8 * 4/9 * 7/2
[284916] ['1/9', '3/8', '1', '6/5', '4/3'] -> (4/3 / (1/9 * 6/5) - 1) / 3/8
[284917] ['1/9', '3/7', '8/5', '5/2', '8'] -> 3/7 * 5/2 * (8 + 8/5 / 1/9)
[284918] ['1/6', '1/2', '9/5', '3', '7/2'] -> (7/2 + 1/6 + 3) / (1/2 / 9/5)
[284919] ['2/5', '4/3', '7/4', '7/2', '9'] -> 7/2 / (4/3 * 7/4) + 9 / 2/5
[284920] ['2/9', '3/5', '4/3', '5/3', '2'] -> 5/3 * ((4/3 + 2) / 2/9 - 3/5)
[284921] ['1/2', '4/7', '2', '9/4', '7/2'] -> 7/2 / (4/7 * (9/4 - 2)) - 1/2
[284922] ['1/4', '1/2', '7/5', '9/4', '6'] -> 6 * (1/2 + 7/5 * (1/4 + 9/4))
[284923] ['3/4', '8/7', '9/2', '9/2', '7'] -> 9/2 / (3/4 - 9/2 / (8/7 * 7))
[284924] ['1/8', '1/5', '1/3', '2', '9/2'] -> 1/5 / (1/3 / (9/2 - 2) - 1/8)
[284925] ['1/7', '1/5', '1/4', '1/3', '2'] -> 2 / (1/4 / 1/7 - 1/3 / 1/5)
[284926] ['2/7', '3/7', '1', '8/7', '7/5'] -> 8/7 / (1 / 7/5 - 2/7 / 3/7)
[284927] ['3/4', '7/6', '7/6', '7/6', '7'] -> 7 / 7/6 / (7/6 / 7/6 - 3/4)
[284928] ['1/6', '5/9', '5/9', '5/9', '3'] -> (5/9 + 5/9 * 3) / (1/6 * 5/9)
[284929] ['1/9', '3/8', '1', '6/5', '8/5'] -> 1 / 1/9 / (6/5 / 8/5 - 3/8)
[284930] ['1/2', '4/7', '2', '7/3', '7/3'] -> (7/3 + 7/3) / (1/2 / (4/7 + 2))
[284931] ['2/9', '3/5', '4/3', '2', '9/4'] -> 3/5 / (9/4 / (4/3 - 2/9) - 2)
[284932] ['1/8', '1/5', '3/8', '3/7', '2'] -> 3/8 + (1/8 + 2 / 1/5) / 3/7
[284933] ['1/7', '1/5', '1/4', '2/5', '2'] -> (1/5 + 2/5 / 1/7) / (1/4 / 2)
[284934] ['1/9', '3/8', '1', '6/5', '5/3'] -> (6/5 * 5/3 - 1) / (1/9 * 3/8)
[284935] ['1/6', '5/9', '5/9', '4/7', '3'] -> 3 / ((5/9 - 1/6) / 4/7 - 5/9)
[284936] ['2/7', '4/7', '5/8', '9/5', '9'] -> 9 / (5/8 * (9/5 - 2/7) - 4/7)
[284937] ['4/9', '3/5', '3/5', '3/5', '8'] -> 8 / 3/5 / (3/5 / 3/5 - 4/9)
[284938] ['1/4', '1/2', '7/5', '9/2', '6'] -> 9/2 / (1/2 - 1/4 * 7/5) - 6
[284939] ['1/9', '3/7', '5/3', '9/5', '8'] -> (8 - 9/5) / (3/7 / 5/3) - 1/9
[284940] ['2/9', '3/5', '4/3', '2', '5/2'] -> 4/3 / (5/2 * (2/9 + 3/5) - 2)
[284941] ['2/5', '4/3', '7/3', '7/3', '9'] -> 9 + (7/3 + 4/3 + 7/3) / 2/5
[284942] ['2/3', '7/9', '6/7', '1', '7/2'] -> 7/2 * (2/3 + 6/7) / (1 - 7/9)
[284943] ['4/9', '3/5', '3/5', '5/7', '8'] -> 8 / (4/9 * 5/7) - (3/5 + 3/5)
[284944] ['1/8', '1/5', '3/8', '1/2', '2'] -> (1/8 + (3/8 + 2) / 1/5) / 1/2
[284945] ['1/9', '3/8', '1', '6/5', '7/3'] -> 7/3 / (1/9 + 3/8) / (6/5 - 1)
[284946] ['1/4', '1/2', '8/5', '7/3', '6'] -> 8/5 * (6 * (1/4 + 7/3) - 1/2)
[284947] ['2/7', '4/7', '5/8', '5/2', '9'] -> (4/7 * 5/8 - (5/2 - 9)) / 2/7
[284948] ['2/7', '3/7', '1', '8/7', '5/2'] -> 8/7 / 2/7 / (5/2 - 1 / 3/7)
[284949] ['2/9', '3/5', '4/3', '2', '7/2'] -> 4/3 / (2/9 - 7/2 + 2 / 3/5)
[284950] ['1/9', '3/7', '5/3', '9/4', '8'] -> 8 * (5/3 / (3/7 - 1/9) - 9/4)
[284951] ['1/9', '3/8', '1', '6/5', '5/2'] -> 1 / (3/8 - 5/2 * 1/9 * 6/5)
[284952] ['4/9', '3/5', '3/5', '5/6', '8'] -> (8 / (4/9 / 5/6) - 3/5) / 3/5
[284953] ['2/5', '4/3', '7/3', '9/2', '9'] -> 9 * (4/3 - 9/2 + 7/3 / 2/5)
[284954] ['2/5', '7/8', '7/6', '3/2', '5'] -> 7/8 + (7/6 + 5) / (2/5 / 3/2)
[284955] ['1/7', '2/9', '3/8', '9/8', '8'] -> 8 / 2/9 / (3/8 / 1/7 - 9/8)
[284956] ['1/2', '4/7', '2', '5/2', '8/3'] -> (1/2 + 2 / 4/7) / (8/3 - 5/2)
[284957] ['2/7', '4/7', '5/8', '8/3', '9'] -> 9 * (2/7 / (5/8 - 4/7) - 8/3)
[284958] ['2/5', '4/3', '5/2', '5/2', '9'] -> (5/2 + 5/2) * 9 * 2/5 * 4/3
[284959] ['2/3', '7/9', '7/8', '1', '9/8'] -> 2/3 / (7/9 - 7/8 - (1 - 9/8))
[284960] ['1/7', '1/5', '1/4', '5/8', '2'] -> (2 + 1/4 / (1/7 * 5/8)) / 1/5
[284961] ['4/9', '3/5', '3/5', '6/7', '8'] -> 8 * (3/5 / (3/5 - 4/9) - 6/7)
[284962] ['2/9', '3/5', '7/5', '7/5', '2'] -> 2 * ((7/5 + 7/5) / 2/9 - 3/5)
[284963] ['2/5', '7/8', '7/6', '5/3', '5'] -> 5 / (7/8 / (2/5 * 7/6) - 5/3)
[284964] ['2/7', '4/7', '5/8', '7/2', '9'] -> 9 / (7/2 * (4/7 - 2/7) - 5/8)
[284965] ['1/9', '3/8', '1', '6/5', '7/2'] -> 7/2 / (1/9 * (1 + 3/8 / 6/5))
[284966] ['1/2', '4/7', '2', '8/3', '7/2'] -> 8/3 * (2 + (1/2 + 7/2) / 4/7)
[284967] ['4/9', '3/5', '3/5', '7/8', '8'] -> (7/8 * 8 - 3/5) / (4/9 * 3/5)
[284968] ['2/9', '3/5', '7/5', '8/5', '2'] -> 8/5 / (7/5 - 3/5 * (2/9 + 2))
[284969] ['1/6', '5/9', '5/9', '8/9', '3'] -> 8/9 / (1/6 * (5/9 + 3) - 5/9)
[284970] ['1/9', '3/7', '5/3', '7/2', '8'] -> 7/2 * 8 - (1/9 + 5/3 / 3/7)
[284971] ['2/7', '3/7', '1', '7/6', '6/5'] -> 2/7 / 3/7 / (1 - 7/6 / 6/5)
[284972] ['1/7', '1/5', '1/4', '3/4', '2'] -> 3/4 / (1/7 * 1/5) - (1/4 + 2)
[284973] ['3/4', '7/6', '7/6', '8/3', '7'] -> (7/6 + 7 / 3/4) / (7/6 / 8/3)
[284974] ['1/8', '1/5', '3/8', '7/9', '2'] -> 2 / (1/5 * (1/8 + 3/8 * 7/9))
[284975] ['2/7', '4/7', '2/3', '7/9', '9'] -> (2/3 + 9 / (2/7 / 4/7)) / 7/9
[284976] ['1/9', '3/7', '5/3', '9/2', '8'] -> (5/3 - 1/9) * 8 * 3/7 * 9/2
[284977] ['1/6', '5/9', '5/9', '9/8', '3'] -> 5/9 / ((9/8 - 5/9) / 3 - 1/6)
[284978] ['1/7', '2/9', '3/8', '5/4', '8'] -> 8 * (5/4 / 2/9 - 3/8 / 1/7)
[284979] ['4/9', '3/5', '3/5', '8/7', '8'] -> (8 / 8/7 - 3/5) / (4/9 * 3/5)
[284980] ['2/7', '3/7', '1', '7/6', '9/7'] -> (1 + 9/7) / (3/7 - 2/7 * 7/6)
[284981] ['2/5', '7/8', '7/6', '9/4', '5'] -> 5 / (7/8 + 9/4 - 7/6 / 2/5)
[284982] ['1/2', '3/5', '3/5', '3/5', '2'] -> (3/5 + 3/5) * 2 / (3/5 - 1/2)
[284983] ['1/7', '2/9', '3/8', '9/7', '8'] -> 8 * (9/7 + 1/7 / 2/9 / 3/8)
[284984] ['1/7', '1/5', '1/4', '4/5', '2'] -> (1/5 * 2 + 4/5 / 1/7) / 1/4
[284985] ['4/9', '3/5', '3/5', '7/6', '8'] -> 4/9 + (3/5 + 7/6) / (3/5 / 8)
[284986] ['3/4', '7/6', '6/5', '6/5', '7'] -> 7 / 7/6 / (6/5 / 6/5 - 3/4)
[284988] ['2/9', '3/5', '7/5', '2', '5/2'] -> (5/2 + 7/5 / 2) / (2/9 * 3/5)
[284987] ['1/9', '3/8', '1', '5/4', '3/2'] -> (5/4 / 3/8 - 1 / 3/2) / 1/9
[284989] ['1/6', '5/9', '5/9', '6/5', '3'] -> (5/9 + 5/9) * 3 / (1/6 / 6/5)
[284990] ['2/5', '7/8', '7/6', '5/2', '5'] -> 5/2 / ((7/8 + 7/6) / 2/5 - 5)
[284991] ['2/3', '7/9', '7/8', '1', '9/5'] -> 1 / (2/3 - 7/8 / (7/9 * 9/5))
[284992] ['1/8', '1/5', '3/8', '8/9', '2'] -> (1/8 + 2 / 1/5) / (3/8 / 8/9)
[284993] ['1/9', '3/8', '1', '5/4', '8/5'] -> (5/4 * 8/5 - 1) / (1/9 * 3/8)
[284994] ['4/9', '3/5', '3/5', '5/4', '8'] -> 5/4 * (3/5 + 3/5 + 8 / 4/9)
[284995] ['1/7', '2/9', '3/8', '7/5', '8'] -> (8 / 7/5 - 1/7 / 3/8) / 2/9
[284996] ['2/9', '3/5', '7/5', '2', '7/2'] -> (3/5 + 2 / 2/9) / (7/5 / 7/2)
[284997] ['1/2', '3/5', '3/5', '4/5', '2'] -> 2 / (1/2 / 3/5 - 3/5 / 4/5)
[284998] ['1/7', '1/5', '1/4', '7/8', '2'] -> (2 + 1/4 / (1/5 * 7/8)) / 1/7
[284999] ['1/2', '3/5', '3/5', '5/6', '2'] -> 2 / 1/2 / (3/5 / 3/5 - 5/6)
[285000] ['1/7', '2/9', '3/8', '3/2', '8'] -> 3/2 / 1/7 + 8 / (2/9 / 3/8)
[285001] ['1/9', '3/8', '1', '5/4', '7/4'] -> 1 / (3/8 - 1/9 * (5/4 + 7/4))
[285002] ['1/6', '5/9', '5/9', '3/2', '3'] -> 3 * (3/2 / 1/6 - 5/9 / 5/9)
[285003] ['2/7', '4/7', '2/3', '9/5', '9'] -> 9/5 * (9 + (4/7 + 2/3) / 2/7)
[285004] ['2/9', '3/5', '3/2', '3/2', '2'] -> 3/2 + 3/2 * 2 / (2/9 * 3/5)
[285005] ['1/8', '1/5', '3/8', '7/6', '2'] -> 2 / ((3/8 - 1/8) / 1/5 - 7/6)
[285006] ['4/9', '3/5', '3/5', '7/4', '8'] -> 8 / (4/9 * (7/4 - 3/5 / 3/5))
[285007] ['1/6', '5/9', '5/9', '8/5', '3'] -> (5/9 + 3) / (8/5 * 1/6 * 5/9)
[285008] ['2/5', '7/8', '6/5', '9/7', '5'] -> 5 / (6/5 - (2/5 + 7/8) / 9/7)
[285009] ['2/7', '3/7', '1', '7/6', '9/5'] -> 2/7 / (3/7 - 7/6 / (1 + 9/5))
[285010] ['1/2', '3/5', '3/5', '6/7', '2'] -> 3/5 / (3/5 / (2 - 6/7) - 1/2)
[285011] ['2/3', '7/9', '8/9', '1', '8/7'] -> 8/7 / (8/9 / 2/3 - 1 / 7/9)
[285012] ['3/4', '7/6', '6/5', '9/4', '7'] -> 7 / (7/6 - 3/4 * 6/5) - 9/4
[285013] ['1/6', '5/9', '5/9', '5/3', '3'] -> (5/3 * 3 - 5/9 / 5/9) / 1/6
[285014] ['1/9', '3/8', '1', '5/4', '8/3'] -> 1 / (3/8 / 1/9 - 5/4 * 8/3)
[285015] ['1/8', '1/5', '3/8', '9/7', '2'] -> 2 / (1/5 * (1/8 + 3/8 / 9/7))
[285016] ['1/9', '3/7', '7/4', '9/2', '8'] -> 8 / (1/9 * (3/7 + 9/2 / 7/4))
[285017] ['1/7', '1/5', '1/4', '7/6', '2'] -> 2 / (1/5 * (1/4 + 1/7 * 7/6))
[285018] ['2/5', '7/8', '6/5', '4/3', '5'] -> 5 / (2/5 * 4/3 + 7/8 - 6/5)
[285019] ['2/3', '7/9', '8/9', '1', '7/6'] -> (7/6 + 1 / 2/3) / (8/9 - 7/9)
[285020] ['3/4', '7/6', '6/5', '7/3', '7'] -> 7 / (7/3 * 3/4 / 6/5 - 7/6)
[285021] ['4/9', '3/5', '3/5', '7/2', '8'] -> 8 / (7/2 * 4/9 * 3/5 - 3/5)
[285022] ['1/7', '2/9', '3/8', '9/4', '8'] -> 8 / (1/7 * (9/4 + 2/9 * 3/8))
[285023] ['2/9', '3/5', '3/2', '2', '7/3'] -> (7/3 + 2 / 3/5) / 2/9 - 3/2
[285024] ['1/2', '3/5', '3/5', '9/8', '2'] -> 3/5 / (3/5 * (2 - 9/8) - 1/2)
[285025] ['1/9', '3/8', '1', '5/4', '9/2'] -> 1 / 1/9 + 9/2 / (3/8 / 5/4)
[285026] ['4/9', '3/5', '3/5', '9/2', '8'] -> 8 * (4/9 * 9/2 + 3/5 / 3/5)
[285027] ['1/8', '1/5', '3/8', '2', '9/4'] -> (3/8 / 1/5 + 9/4 / 2) / 1/8
[285028] ['1/6', '5/9', '5/9', '8/3', '3'] -> 8/3 * (3 + 5/9 / (1/6 * 5/9))
[285029] ['2/5', '7/8', '6/5', '8/5', '5'] -> 6/5 / (2/5 * (5 - 7/8) - 8/5)
[285030] ['2/7', '3/7', '1', '7/6', '8/3'] -> 8/3 / (2/7 / 3/7) / (7/6 - 1)
[285031] ['1/7', '1/5', '1/4', '9/7', '2'] -> 9/7 / (1/5 * (1/7 + 1/4 / 2))
[285032] ['2/7', '4/7', '5/7', '8/9', '9'] -> (9 - (4/7 + 5/7)) / (2/7 / 8/9)
[285033] ['2/9', '3/5', '3/2', '2', '5/2'] -> (5/2 / 3/5 - 3/2) / (2/9 / 2)
[285034] ['1/2', '3/5', '3/5', '7/6', '2'] -> 2 / (1/2 * (7/6 - 3/5 / 3/5))
[285035] ['1/7', '1/5', '1/4', '4/3', '2'] -> 2 / 1/5 / (1/4 / 1/7 - 4/3)
[285036] ['2/9', '3/5', '3/2', '2', '8/3'] -> 8/3 / 2/9 / (3/2 / 3/5 - 2)
[285037] ['1/8', '1/5', '2/5', '3/7', '2'] -> 2 / (1/5 - 1/8 * 2/5 / 3/7)
[285038] ['1/7', '2/9', '3/8', '8/3', '8'] -> 8 / 1/7 - 8/3 / (2/9 * 3/8)
[285039] ['2/3', '7/9', '8/9', '1', '9/5'] -> 8/9 / (1 / 9/5 - 2/3 * 7/9)
[285040] ['2/5', '7/8', '6/5', '7/4', '5'] -> (6/5 + 7/4 * 5) / 2/5 - 7/8
[285041] ['3/4', '7/6', '5/4', '7/5', '7'] -> 7 / (7/6 * 5/4 / 7/5 - 3/4)
[285042] ['1/7', '1/5', '1/4', '7/5', '2'] -> 7/5 / (1/5 - 1/7) - 1/4 * 2
[285043] ['2/7', '3/7', '1', '6/5', '6/5'] -> 2/7 / (3/7 - 1 / (6/5 + 6/5))
[285044] ['2/7', '4/7', '5/7', '5/4', '9'] -> 5/4 + (2/7 + 9) / (4/7 * 5/7)
[285045] ['1/8', '1/5', '2/5', '4/9', '2'] -> 2/5 / 4/9 * 2 / (1/5 - 1/8)
[285046] ['2/3', '7/9', '8/9', '1', '9/4'] -> 8/9 / (7/9 - (2/3 + 1) / 9/4)
[285047] ['2/5', '7/5', '7/4', '9/4', '9'] -> 9 / ((9/4 - 7/5) / 2/5 - 7/4)
[285048] ['1/2', '3/5', '3/5', '4/3', '2'] -> 3/5 * 2 / (1/2 - 3/5 / 4/3)
[285049] ['2/9', '3/5', '8/5', '7/4', '2'] -> 2 * (7/4 / (2/9 / 8/5) - 3/5)
[285050] ['2/7', '3/7', '1', '6/5', '5/4'] -> 2/7 / (3/7 - 5/4 + 1 / 6/5)
[285051] ['1/7', '1/5', '1/4', '5/3', '2'] -> 2 / (1/7 * (1/4 + 1/5 * 5/3))
[285052] ['3/4', '7/6', '5/4', '5/3', '7'] -> 7 * (3/4 + 5/4 + 5/3 / 7/6)
[285053] ['1/6', '5/9', '4/7', '3/4', '3'] -> 3 / (5/9 * 3/4 - 1/6 / 4/7)
[285054] ['2/5', '7/5', '7/4', '7/3', '9'] -> 9 * 2/5 * 7/3 / (7/4 - 7/5)
[285055] ['2/5', '7/8', '6/5', '7/3', '5'] -> 5 / (7/8 + 7/3 - 6/5 / 2/5)
[285056] ['2/9', '3/5', '8/5', '2', '9/4'] -> 8/5 / (2 / 9/4 - (2/9 + 3/5))
[285057] ['1/9', '3/7', '9/4', '9/4', '8'] -> 8 / 1/9 / (9/4 / 3/7 - 9/4)
[285058] ['1/8', '1/5', '2/5', '5/7', '2'] -> (2 / 5/7 - (1/5 - 2/5)) / 1/8
[285059] ['2/7', '4/7', '5/7', '9/4', '9'] -> (9 + 4/7 * 9/4) / (5/7 - 2/7)
[285060] ['2/9', '3/5', '8/5', '2', '5/2'] -> 8/5 / (2/9 * 3/5) / (5/2 - 2)
[285061] ['1/6', '5/9', '4/7', '4/5', '3'] -> (3 / 5/9 - 4/5 / 4/7) / 1/6
[285062] ['4/9', '3/5', '5/8', '8/9', '8'] -> (8/9 + (4/9 + 8) / 5/8) / 3/5
[285063] ['1/9', '3/8', '1', '9/7', '9/4'] -> 1 / (3/8 / 9/7 - 1/9 * 9/4)
[285064] ['1/9', '3/7', '9/4', '7/3', '8'] -> 8 / (7/3 * 3/7 / 9/4 - 1/9)
[285065] ['2/3', '7/9', '1', '9/8', '7/6'] -> 2/3 / 7/9 / (1 - 9/8 / 7/6)
[285066] ['2/5', '7/8', '6/5', '7/2', '5'] -> 5 * (7/2 / 7/8 - (2/5 - 6/5))
[285067] ['2/7', '4/7', '5/7', '7/3', '9'] -> 7/3 * (4/7 / 2/7 - (5/7 - 9))
[285068] ['1/9', '3/8', '1', '9/7', '7/3'] -> 1 / (3/8 - 7/3 * 1/9 * 9/7)
[285069] ['1/2', '3/5', '3/5', '2', '5/2'] -> 3/5 / (5/2 * 1/2 / 2 - 3/5)
[285070] ['4/9', '3/5', '5/8', '9/8', '8'] -> 8 / (4/9 * (9/8 - 3/5 * 5/8))
[285071] ['3/4', '7/6', '9/7', '9/7', '7'] -> 7 / 7/6 / (9/7 / 9/7 - 3/4)
[285072] ['1/6', '5/9', '4/7', '6/7', '3'] -> 4/7 / (1/6 * 3 - 5/9 * 6/7)
[285073] ['1/7', '1/5', '1/4', '2', '8/3'] -> 2 / (1/7 * 1/5) / (1/4 + 8/3)
[285074] ['1/8', '1/5', '2/5', '8/7', '2'] -> (2 + 2/5 / (1/8 * 8/7)) / 1/5
[285075] ['3/4', '7/6', '9/7', '4/3', '7'] -> 7 / (7/6 / 4/3 - 3/4 / 9/7)
[285076] ['1/9', '3/8', '1', '9/7', '8/3'] -> 1 / (8/3 - 3/8 / (1/9 * 9/7))
[285077] ['2/3', '7/9', '1', '9/8', '9/7'] -> 9/7 / (1 / 2/3 - 9/8 / 7/9)
[285078] ['2/7', '3/7', '1', '6/5', '7/4'] -> 1 / (3/7 / 2/7 - 7/4 / 6/5)
[285079] ['1/7', '1/5', '1/4', '2', '9/2'] -> 2 / 1/7 + 9/2 / (1/5 + 1/4)
[285080] ['4/9', '3/5', '5/8', '5/4', '8'] -> (3/5 + 8 / (4/9 * 5/4)) / 5/8
[285081] ['2/3', '7/9', '1', '9/8', '7/5'] -> 1 / (2/3 - 7/9 * 9/8 / 7/5)
[285082] ['1/9', '3/7', '7/3', '5/2', '8'] -> (7/3 - 1/9 * 3/7) * (5/2 + 8)
[285083] ['2/9', '3/5', '7/4', '9/5', '2'] -> 2 / (2/9 * 3/5 + 7/4 - 9/5)
