[19700] ['2', '7/3', '5/2', '5/2', '8/3'] -> (7/3 + (5/2 * (2 + (5/2 * 8/3))))
[23747] ['1/9', '1/8', '1/2', '6/5', '3'] -> (1/2 / (3 * 1/9) - (1/8 / 6/5)))
[23748] ['6/7', '9/7', '4/3', '7/5', '6'] -> ((4/3 * 7/5) * (6 * (6/7 + 9/7)))
[23749] ['2/7', '4/7', '4/5', '7/3', '8'] -> (7/3 * ((8 / 4/5) - (2/7 - 4/7)))
[23750] ['3/8', '2/5', '4/9', '9/8', '3'] -> ((3/8 / (9/8 - (4/9 / 2/5))) - 3)
[23751] ['1/6', '4/5', '5/4', '7/3', '4'] -> (4 + ((7/3 + (4/5 * 5/4)) / 1/6))
[23752] ['1/8', '2/5', '5/7', '9/5', '5'] -> (((5 / (1/8 + 2/5)) * 9/5) / 5/7)
[23753] ['3/7', '8/3', '8/3', '8/3', '4'] -> ((8/3 / 3/7) + (8/3 * (8/3 + 4)))
[23754] ['1/3', '7/8', '6/5', '9/4', '4'] -> ((7/8 / (1/3 - (6/5 / 4))) - 9/4)
[23755] ['1/6', '4/5', '5/4', '7/2', '4'] -> ((7/2 / 1/6) + (4 - (4/5 * 5/4)))
[23756] ['9/7', '8/5', '8/5', '7/4', '3'] -> ((8/5 + 8/5) * (7/4 * (9/7 + 3)))
[23757] ['1/3', '7/8', '6/5', '7/3', '4'] -> (((4 + (7/3 / 7/8)) * 6/5) / 1/3)
[23758] ['3/8', '2/5', '4/9', '7/6', '3'] -> ((2/5 / (4/9 - 3/8)) * (7/6 + 3))
[23759] ['6/7', '9/7', '4/3', '5/2', '6'] -> (6 * ((6/7 / 9/7) + (4/3 * 5/2)))
[23760] ['1/8', '2/5', '5/7', '7/3', '5'] -> ((((2/5 * 5) - 5/7) * 7/3) / 1/8)
[23761] ['2/7', '4/7', '5/6', '7/8', '8'] -> (8 / (4/7 * (5/6 - (2/7 * 7/8))))
[23762] ['1/2', '2/3', '7/9', '6/7', '1'] -> (6/7 / (1 - (1/2 / (2/3 * /9)))
)[23763] ['9/7', '8/5', '8/5', '9/5', '3'] -> ((8/5 * 3) / (8/5 - (9/5 / 9/7)))
[23764] ['2/7', '4/7', '5/6', '8/9', '8'] -> (((5/6 * 8) - 4/7) / (2/7 * 8/9))
[23765] ['3/7', '8/3', '4', '9/2', '9/2'] -> (9/2 * ((8/3 / 3/7) - (4 / 9/2)))
[23766] ['1/2', '2/3', '7/9', '1', '9/8'] -> (2/3 / (7/9 - (9/8 / (1/2 + 1))))
[23767] ['8/7', '5/4', '4/3', '9/5', '4'] -> (5/4 * ((4 / (4/3 - 8/7)) - 9/5))
[23768] ['6/7', '9/7', '7/5', '7/4', '6'] -> (6 / ((9/7 / 6/7) - (7/4 / 7/5)))
[23769] ['2/7', '4/7', '5/6', '9/8', '8'] -> ((((5/6 * 8) - 4/7) * 9/8) / 2/7)
[23770] ['1/6', '3/7', '4/9', '7/4', '5'] -> (5 / ((3/7 * 7/4) * 4/9) - 1/6))
[23771] ['9/7', '8/5', '8/5', '5/2', '3'] -> ((9/7 + 3) * (8/5 + (8/5 * 5/2)))
[23772] ['1/2', '2/3', '7/9', '1', '6/5'] -> (2/3 / (1/2 * (1 / 6/5)) - 7/9))
[23773] ['1/9', '1/8', '5/9', '5/6', '3'] -> (((5/9 / (1/9 * 5/6)) - 3) / 1/8)
[23774] ['2/9', '4/7', '8/9', '5/2', '5'] -> ((5 / 4/7) + ((8/9 + 5/2) / 2/9))
[23775] ['3/7', '4', '9/2', '9/2', '9/2'] -> ((9/2 / 3/7) - (9/2 - (4 * 9/2)))
[23776] ['1/6', '4/5', '9/7', '8/5', '4'] -> (8/5 + ((4/5 + 4) / (1/6 * 9/7)))
[23777] ['2/7', '4/7', '5/6', '9/7', '8'] -> ((9/7 - 4/7) * (8 / (2/7 * 5/6)))
[23778] ['1/3', '7/8', '5/4', '5/3', '4'] -> ((4 + (5/3 / 1/3)) / (5/4 - 7/8))
[23779] ['2/9', '4/7', '8/9', '7/2', '5'] -> (7/2 * ((4/7 * 5) + (8/9 / 2/9)))
[23780] ['8/7', '5/4', '4/3', '7/2', '4'] -> (4 / ((8/7 - 4/3) + (5/4 / 7/2)))
[23781] ['3/8', '2/5', '4/9', '7/4', '3'] -> ((7/4 / (4/9 - 3/8)) - (2/5 * 3))
[23782] ['1/7', '2/5', '9/7', '8/5', '9'] -> (8/5 / ((1/7 / 9/7) - (2/5 / 9)))
[23783] ['1/8', '2/5', '3/4', '6/7', '5'] -> ((6/7 * 5) * ((3/4 / 1/8) - 2/5))
[23784] ['2/7', '4/7', '5/6', '9/5', '8'] -> ((5/6 * 9/5) * ((8 * 4/7) / 2/7))
[23785] ['1/3', '7/8', '5/4', '9/5', '4'] -> ((1/3 + 4) / (7/8 - (5/4 / 9/5)))
[23786] ['8/7', '5/4', '4/3', '4', '9/2'] -> (((4/3 + 9/2) * (8/7 + 4)) / 5/4)
[23787] ['1/4', '4/7', '4/7', '6/5', '2'] -> (4/7 / ((1/4 * 2) - (4/7 / 6/5)))
[23788] ['4/9', '4/9', '4/9', '3/5', '4'] -> ((4 + (4/9 / 3/5)) / (4/9 * 4/9))
[23789] ['1/9', '1/8', '5/9', '5/4', '3'] -> (3 / ((5/4 * (1/9 / 5/9)) - 1/8))
[23790] ['6/7', '9/7', '8/5', '5/3', '6'] -> ((8/5 * 5/3) * ((6 * 9/7) / 6/7))
[23791] ['4/9', '4/9', '4/9', '5/8', '4'] -> (4 / (4/9 * (4/9 / 4/9)) - 5/8))
[23792] ['1/6', '3/7', '4/9', '7/2', '5'] -> (4/9 * (5 + (7/2 / (1/6 * 3/7))))
[23793] ['3/8', '2/5', '4/9', '5/2', '3'] -> ((3 + (2/5 * 5/2)) / (3/8 * 4/9))
[23794] ['2/9', '4/7', '9/8', '8/7', '5'] -> (((8/7 + 5) / (2/9 * 9/8)) - 4/7)
[23795] ['1/9', '1/8', '5/9', '7/5', '3'] -> (7/5 / (1/8 - (1/9 / (5/9 * )))
)[23796] ['1/6', '3/7', '4/9', '9/2', '5'] -> ((5 * (9/2 + (1/6 / 3/7))) - 4/9)
[23797] ['1/4', '4/7', '4/7', '9/7', '2'] -> ((4/7 + ((9/7 + 2) / 1/4)) / 4/7)
[23798] ['8/7', '5/4', '7/5', '8/5', '4'] -> (((7/5 + 8/5) / (5/4 - 8/7)) - 4)
[23799] ['2/7', '4/7', '6/7', '6/5', '8'] -> ((4/7 / 6/7) + (8 / (2/7 * 6/5)))
[23800] ['1/2', '2/3', '4/5', '7/8', '1'] -> (1 / ((1/2 / 4/5) - (2/3 * 7/8)))
[23801] ['2/9', '4/7', '9/8', '7/6', '5'] -> (7/6 * (4/7 + (5 / (2/9 * 9/8))))
[23802] ['3/8', '2/5', '4/9', '8/3', '3'] -> ((3/8 + 3) * (4/9 + (8/3 / 2/5)))
[23803] ['1/8', '2/5', '3/4', '7/6', '5'] -> ((((3/4 / 1/8) - 2/5) * 5) / 7/6)
[23804] ['1/6', '3/7', '1/2', '5/9', '5'] -> ((1/2 / 1/6) + (5 / (3/7 * 5/9)))
[23805] ['1/2', '2/3', '4/5', '8/9', '1'] -> (4/5 / ((8/9 / (2/3 + 1)) - 1/2))
[23806] ['4/9', '4/9', '4/9', '5/6', '4'] -> ((4/9 * 4) / (4/9 - (4/9 * 5/6)))
[23807] ['9/7', '8/5', '5/3', '3', '9/2'] -> ((8/5 * (5/3 + 3)) * (9/2 - 9/7))
[23808] ['3/8', '2/5', '4/9', '3', '9/2'] -> (3 / ((2/5 * 9/2) * 4/9) - 3/8))
[23809] ['1/4', '4/7', '4/7', '5/3', '2'] -> (4/7 / (5/3 - (2 * (1/4 + 4/7))))
[23810] ['6/7', '9/7', '8/5', '9/2', '6'] -> (6 / ((6/7 / 8/5) - (9/7 / 9/2)))
[23811] ['4/9', '4/9', '4/9', '6/7', '4'] -> ((4/9 * 4) / ((4/9 / 6/7) - 4/9))
[23812] ['3/8', '2/5', '1/2', '1/2', '3'] -> (3 / (2/5 * (1/2 - (3/8 * 1/2))))
[23813] ['9/7', '8/5', '7/4', '7/4', '3'] -> ((8/5 * (9/7 + 3)) * (7/4 + 7/4))
[23814] ['1/2', '2/3', '4/5', '1', '8/7'] -> (1 / ((1/2 / 4/5) - (2/3 / 8/7)))
[23815] ['1/9', '1/8', '5/9', '3', '9/2'] -> (1/9 / (3 * 1/8) - (5/9 / 9/2)))
[23816] ['8/7', '5/4', '7/5', '9/4', '4'] -> (4 * (5/4 + (7/5 * (8/7 + 9/4))))
[23817] ['1/6', '4/5', '4/3', '7/5', '4'] -> (4 / (7/5 - (1/6 + (4/5 * 4/3))))
[23818] ['2/9', '4/7', '9/8', '9/7', '5'] -> (5 / (((9/8 - 4/7) / 9/7) - 2/9))
[23819] ['1/3', '7/8', '9/7', '3/2', '4'] -> (4 / ((1/3 / 7/8) + (9/7 - 3/2)))
[23820] ['6/7', '9/7', '5/3', '9/5', '6'] -> (6/7 + ((9/7 * 5/3) * (9/5 * 6)))
[23821] ['1/8', '2/5', '3/4', '5/3', '5'] -> (5 / ((1/8 + 3/4) - (2/5 * 5/3)))
[23822] ['8/7', '5/4', '7/5', '5/2', '4'] -> ((5/4 + 5/2) * (4 * (8/7 * 7/5)))
[23823] ['9/7', '8/5', '7/4', '9/4', '3'] -> ((9/7 + 3) * (9/4 + (8/5 + 7/4)))
[23824] ['1/3', '7/8', '9/7', '8/5', '4'] -> (8/5 * (9/7 + (4 / (1/3 * 7/8))))
[23825] ['2/7', '4/7', '7/8', '4/3', '8'] -> (8 / ((4/7 - 2/7) * 7/8) * 4/3))
[23826] ['3/8', '2/5', '1/2', '5/7', '3'] -> (3 / (5/7 * (3/8 - (2/5 * 1/2))))
[23827] ['1/6', '1/4', '7/9', '9/7', '6'] -> (7/9 * ((6 / 1/6) - (9/7 / 1/4)))
[23828] ['1/6', '4/5', '4/3', '7/4', '4'] -> (4 / ((4/5 * (7/4 - 4/3)) - 1/6))
[23829] ['1/2', '2/3', '4/5', '1', '4/3'] -> (1 / (4/3 - (2/3 + (1/2 / 4/5))))
[23830] ['8/7', '5/4', '7/5', '7/2', '4'] -> ((8/7 * 4) * (7/2 + (5/4 * 7/5)))
[23831] ['1/6', '3/7', '1/2', '5/6', '5'] -> ((5 / (3/7 * 1/2)) - (1/6 - 5/6))
[23832] ['3/8', '2/5', '1/2', '7/9', '3'] -> (((3 / 2/5) - 1/2) / (3/8 * 7/9))
[23833] ['4/9', '4/9', '4/9', '6/5', '4'] -> ((4/9 * 4) / (4/9 - (4/9 / 6/5)))
[23834] ['6/7', '9/7', '7/4', '5/2', '6'] -> ((6 * (7/4 + 5/2)) - (9/7 / 6/7))
[23835] ['8/7', '5/4', '3/2', '3/2', '4'] -> (((3/2 + 3/2) / (5/4 - 8/7)) - 4)
[23836] ['1/9', '1/8', '4/7', '7/9', '3'] -> (3 / ((1/9 / (4/7 * /9)) - 1/8))
[23837] ['1/6', '3/7', '1/2', '9/8', '5'] -> (5 / ((1/6 - 9/8) + (1/2 / 3/7)))
[23838] ['1/6', '1/4', '7/9', '5/3', '6'] -> (6 / (7/9 - (1/4 + (1/6 * 5/3))))
[23839] ['6/7', '9/7', '9/5', '9/4', '6'] -> (6 / ((9/7 / 6/7) - (9/4 / 9/5)))
[23840] ['2/7', '4/7', '7/8', '5/3', '8'] -> (8 / (2/7 * (5/3 - (4/7 * 7/8))))
[23841] ['1/3', '7/8', '9/7', '7/3', '4'] -> ((4 + (9/7 * 7/3)) / (1/3 * 7/8))
[23842] ['1/4', '4/7', '3/5', '2/3', '2'] -> (2/3 + (2 / (3/5 * (1/4 * 4/7))))
[23843] ['1/2', '2/3', '4/5', '1', '9/4'] -> (4/5 / ((2/3 / (9/4 - 1)) - 1/2))
[23844] ['8/7', '5/4', '3/2', '8/5', '4'] -> ((8/5 / ((3/2 / 5/4) - 8/7)) - 4)
[23845] ['3/8', '2/5', '1/2', '8/9', '3'] -> ((1/2 + (3 / 2/5)) / (3/8 * 8/9))
[23846] ['1/8', '2/5', '7/9', '5/6', '5'] -> ((5/6 + 5) / (7/9 * (1/8 / 2/5)))
[23847] ['2/9', '4/7', '9/8', '7/4', '5'] -> ((5 + (4/7 * 7/4)) / (2/9 * 9/8))
[23848] ['9/7', '8/5', '9/5', '9/5', '3'] -> ((9/5 + 3) / (8/5 - (9/5 / 9/7)))
[23849] ['1/6', '4/5', '7/5', '3/2', '4'] -> (((4/5 / (3/2 - 7/5)) - 4) / 1/6)
[23850] ['1/4', '4/7', '3/5', '5/7', '2'] -> ((4/7 + 2) / (5/7 * (1/4 * 3/5)))
[23851] ['1/3', '7/8', '9/7', '5/2', '4'] -> (((9/7 * 4) + (5/2 / 7/8)) / 1/3)
[23852] ['1/8', '2/5', '7/9', '6/7', '5'] -> (((5 * 2/5) / 1/8) / (7/9 * 6/7))
[23853] ['6/7', '9/7', '9/5', '7/2', '6'] -> ((9/5 * 7/2) * ((6 / 9/7) - 6/7))
[23854] ['9/7', '8/5', '9/5', '9/4', '3'] -> (8/5 / ((9/5 / 9/7) - (3 / 9/4)))
[23855] ['1/4', '4/7', '3/5', '3/4', '2'] -> ((3/4 / (3/5 - 4/7)) - (1/4 + 2))
[23856] ['1/6', '3/7', '1/2', '4/3', '5'] -> (5 / (1/2 - (1/6 / (3/7 * /3)))
)[23857] ['3/8', '2/5', '1/2', '5/4', '3'] -> (3 / (3/8 - (5/4 * (2/5 * 1/2))))
[23858] ['1/9', '1/8', '4/7', '7/8', '3'] -> ((7/8 * (4/7 + (3 / 1/9))) - 1/8)
[23859] ['2/7', '4/7', '8/9', '8/7', '8'] -> ((8 / (4/7 - (2/7 / 8/7))) - 8/9)
[23860] ['1/2', '2/3', '4/5', '1', '7/2'] -> ((1/2 + 7/2) / (1 - (2/3 / 4/5)))
[23861] ['8/7', '5/4', '3/2', '9/4', '4'] -> ((5/4 + 9/4) * (4 * (8/7 * 3/2)))
[23862] ['1/6', '4/5', '7/5', '7/3', '4'] -> (((7/5 + 7/3) / (1/6 * 4/5)) - 4)
[23863] ['1/3', '7/8', '9/7', '4', '9/2'] -> ((4 + (9/2 / (7/8 * 9/7))) / 1/3)
[23864] ['1/7', '2/5', '7/5', '7/5', '9'] -> (((9 / (2/5 - 1/7)) - 7/5) / 7/5)
[23865] ['1/2', '2/3', '5/6', '5/6', '1'] -> (1 / (2/3 - (5/6 / (1/2 + 5/6))))
[23866] ['3/8', '2/5', '1/2', '9/7', '3'] -> ((((3 / 2/5) - 1/2) * 9/7) / 3/8)
[23867] ['2/7', '4/7', '8/9', '7/6', '8'] -> ((7/6 * 8) / (8/9 - (2/7 / 4/7)))
[23868] ['4/9', '4/9', '4/9', '7/3', '4'] -> (((4 * (4/9 + 7/3)) - 4/9) / 4/9)
[23869] ['8/7', '5/4', '3/2', '7/2', '4'] -> (3/2 + ((8/7 + 4) * (5/4 * 7/2)))
[23870] ['1/2', '2/3', '5/6', '6/7', '1'] -> (1 / ((1/2 / (2/3 * /7)) - 5/6))
[23871] ['1/6', '3/7', '1/2', '8/5', '5'] -> (8/5 / ((1/2 / (3/7 * 5)) - 1/6))
[23872] ['2/9', '4/7', '9/8', '8/3', '5'] -> (8/3 * ((2/9 * 9/8) + (5 / 4/7)))
[23873] ['1/3', '7/8', '4/3', '8/5', '4'] -> (4 / (((1/3 + 4/3) / 8/5) - 7/8))
[23874] ['4/9', '4/9', '4/9', '5/2', '4'] -> (((5/2 * (4/9 + 4)) - 4/9) / 4/9)
[23875] ['9/7', '8/5', '9/5', '3', '9/2'] -> (9/2 * (8/5 + ((9/5 + 3) / 9/7)))
[23876] ['1/2', '2/3', '5/6', '1', '8/7'] -> ((1/2 + 1) / ((5/6 / 8/7) - 2/3))
[23877] ['1/9', '1/8', '4/7', '7/6', '3'] -> ((((7/6 * 4/7) / 1/9) - 3) / 1/8)
[23878] ['1/8', '2/5', '7/9', '7/6', '5'] -> ((((5 * 2/5) / 1/8) * 7/6) / 7/9)
[23879] ['8/7', '5/4', '8/5', '7/4', '4'] -> ((5/4 * 7/4) * (4 * (8/7 + 8/5)))
[23880] ['1/4', '4/7', '3/5', '7/8', '2'] -> (2 / ((4/7 * 7/8) - (1/4 / 3/5)))
[23881] ['1/3', '7/8', '4/3', '9/5', '4'] -> (1/3 / ((4 / 9/5) - (7/8 + 4/3)))
[23882] ['1/6', '1/4', '4/5', '8/7', '6'] -> ((((6 / 8/7) - 1/4) * 4/5) / 1/6)
[23883] ['1/2', '2/3', '5/6', '1', '6/5'] -> ((5/6 / (6/5 - (1/2 + 2/3))) - 1)
[23884] ['1/6', '3/7', '1/2', '9/5', '5'] -> ((1/2 / 1/6) + ((5 * 9/5) / 3/7))
[23885] ['1/8', '2/5', '7/9', '6/5', '5'] -> (((7/9 * (2/5 + 5)) - 6/5) / 1/8)
[23886] ['4/9', '4/9', '1/2', '3/5', '4'] -> (4 / ((4/9 / 4/9) - (1/2 / 3/5)))
[23887] ['1/7', '2/5', '7/5', '9/5', '9'] -> (((7/5 / 1/7) - (9/5 / 9)) / 2/5)
[23888] ['1/3', '7/8', '7/5', '3/2', '4'] -> (((4 + (3/2 / 7/8)) * 7/5) / 1/3)
[23889] ['1/2', '2/3', '5/6', '1', '9/7'] -> (2/3 / (1/2 * 5/6) - (1 / 9/7)))
[23890] ['2/9', '4/7', '8/7', '7/6', '5'] -> (((7/6 * 5) - (4/7 / 8/7)) / 2/9)
[23891] ['3/8', '2/5', '5/9', '4/7', '3'] -> (3/8 + (3 / (4/7 * (2/5 * 5/9))))
[23892] ['6/7', '4/3', '4/3', '8/5', '6'] -> ((4/3 / (8/5 - (4/3 / 6/7))) - 6)
[23893] ['1/2', '2/3', '5/6', '1', '7/5'] -> ((5/6 / ((1/2 * 7/5) - 2/3)) - 1)
[23894] ['4/9', '4/9', '1/2', '4/5', '4'] -> (4 / (4/9 - ((4/9 * 1/2) / 4/5)))
[23895] ['3/8', '2/5', '5/9', '5/8', '3'] -> ((2/5 * 3) / ((3/8 / 5/9) - 5/8))
[23896] ['1/7', '2/5', '7/5', '5/2', '9'] -> (5/2 * ((1/7 * 7/5) + (2/5 + 9)))
[23897] ['2/9', '4/7', '8/7', '6/5', '5'] -> ((4/7 + (5 * (8/7 / 6/5))) / 2/9)
[23898] ['1/8', '2/5', '7/9', '4/3', '5'] -> (((4/3 - 7/9) * (2/5 + 5)) / 1/8)
[23899] ['1/6', '4/5', '5/3', '7/4', '4'] -> (4 / ((5/3 / 4/5) - (1/6 + 7/4)))
[23900] ['1/3', '7/8', '7/5', '7/4', '4'] -> ((7/4 * 4) / ((7/8 / 7/5) - 1/3))
[23901] ['4/9', '4/9', '1/2', '6/7', '4'] -> ((4/9 / (4/9 - (1/2 * 6/7))) - 4)
[23902] ['1/7', '2/5', '7/5', '7/2', '9'] -> (7/2 * (1/7 + ((2/5 + 9) / 7/5)))
[23903] ['8/7', '5/4', '5/3', '5/3', '4'] -> ((5/4 * 4) / (5/3 - (5/3 / 8/7)))
[23904] ['1/8', '2/5', '7/9', '7/5', '5'] -> ((2/5 + 5) / (7/5 * (1/8 / 7/9)))
[23905] ['6/7', '4/3', '4/3', '9/4', '6'] -> (9/4 * (4/3 + ((6 * 4/3) / 6/7)))
[23906] ['2/7', '4/7', '8/9', '5/2', '8'] -> (4/7 / (8/9 * (5/2 / 8)) - 2/7))
[23907] ['1/4', '4/7', '3/5', '7/5', '2'] -> ((4/7 + 2) * (7/5 / (1/4 * 3/5)))
[23908] ['6/7', '4/3', '4/3', '7/3', '6'] -> (6 * (4/3 + (7/3 * (6/7 * 4/3))))
[23909] ['2/9', '4/7', '8/7', '9/7', '5'] -> (8/7 / (9/7 - (2/9 * (4/7 + 5))))
[23910] ['1/7', '2/5', '7/5', '9/2', '9'] -> ((7/5 / (1/7 * 2/5)) - (9/2 / 9))
[23911] ['8/7', '5/4', '5/3', '7/4', '4'] -> ((8/7 + 4) * (7/4 + (5/4 + 5/3)))
[23912] ['1/6', '3/7', '5/9', '4/7', '5'] -> (4/7 / (3/7 * (1/6 - (5/9 / 5))))
[23913] ['9/7', '8/5', '7/3', '5/2', '3'] -> ((8/5 * 5/2) * (3 + (9/7 * 7/3)))
[23914] ['1/9', '1/8', '4/7', '7/3', '3'] -> ((7/3 / (1/9 + 1/8)) * (3 - 4/7))
[23915] ['3/8', '2/5', '5/9', '7/9', '3'] -> (3 / ((7/9 * (3/8 / 5/9)) - 2/5))
[23916] ['4/9', '4/9', '1/2', '8/7', '4'] -> (4 / ((4/9 / 8/7) - (4/9 * 1/2)))
[23917] ['2/7', '4/7', '8/9', '7/2', '8'] -> ((8/9 * 7/2) * (8 + (2/7 - 4/7)))
[23918] ['6/7', '4/3', '4/3', '8/3', '6'] -> ((6 * (8/3 + (4/3 / 6/7))) - 4/3)
[23919] ['3/8', '2/5', '5/9', '4/5', '3'] -> ((3 + (4/5 / 2/5)) / (3/8 * 5/9))
[23920] ['9/7', '8/5', '7/3', '8/3', '3'] -> ((8/5 * 7/3) * (3 + (9/7 * 8/3)))
[23921] ['1/6', '1/4', '5/6', '9/7', '6'] -> ((5/6 / ((1/4 / 9/7) - 1/6)) - 6)
[23922] ['1/4', '4/7', '3/5', '3/2', '2'] -> (((3/2 / 3/5) + (2 / 4/7)) / 1/4)
[23923] ['1/7', '2/5', '3/2', '3/2', '9'] -> (2/5 * ((9 / 1/7) - (3/2 + 3/2)))
[23924] ['1/2', '2/3', '6/7', '7/8', '1'] -> (1 / (1/2 * (6/7 * 7/8)) - 2/3))
[23925] ['4/9', '4/9', '1/2', '6/5', '4'] -> ((4/9 + 4) * (6/5 / (4/9 * 1/2)))
[23926] ['2/7', '4/7', '9/8', '9/8', '8'] -> (8 * ((4/7 / 2/7) + (9/8 / 9/8)))
[23927] ['1/3', '7/8', '7/5', '5/2', '4'] -> ((4 + ((5/2 * 7/5) / 7/8)) / 1/3)
[23928] ['6/7', '4/3', '7/5', '3/2', '6'] -> ((6/7 + (4/3 * 3/2)) * (7/5 * 6))
[23929] ['1/6', '3/7', '5/9', '5/8', '5'] -> (((5/9 / 1/6) + (5 / 3/7)) / 5/8)
[23930] ['1/8', '2/5', '7/9', '5/3', '5'] -> (5/3 / (1/8 * (2/5 + (7/9 / 5))))
[23931] ['1/2', '2/3', '6/7', '1', '9/8'] -> (6/7 / (1 - (9/8 / (1/2 + 2/3))))
[23932] ['2/9', '4/7', '8/7', '8/5', '5'] -> ((8/7 + (4/7 / 8/5)) + (5 / 2/9))
[23933] ['1/6', '4/5', '7/4', '7/3', '4'] -> (((7/4 + (7/3 / 4/5)) / 1/6) - 4)
[23934] ['1/7', '2/5', '3/2', '5/3', '9'] -> ((3/2 / 1/7) + (9 / (2/5 * 5/3)))
[23935] ['8/7', '5/4', '5/3', '4', '9/2'] -> ((8/7 * 4) * (9/2 + (5/4 / 5/3)))
[23936] ['1/6', '1/4', '6/7', '7/8', '6'] -> (6 + ((6/7 * 7/8) / (1/6 * 1/4)))
[23937] ['1/6', '3/7', '5/9', '2/3', '5'] -> (((5/9 + 5) - (2/3 / 3/7)) / 1/6)
[23938] ['9/7', '8/5', '7/3', '3', '9/2'] -> (9/7 / ((9/2 / 7/3) - (3 / 8/5)))
[23939] ['3/8', '2/5', '5/9', '7/8', '3'] -> ((3 + (7/8 / 3/8)) / (2/5 * 5/9))
[23940] ['1/7', '2/5', '3/2', '7/4', '9'] -> (9 + (3/2 / (7/4 * 1/7) * 2/5)))
[23941] ['1/6', '4/5', '7/4', '8/3', '4'] -> (4 * (1/6 + ((8/3 * 7/4) / 4/5)))
[23942] ['9/7', '8/5', '5/2', '5/2', '3'] -> ((8/5 * 5/2) / (5/2 - (3 / 9/7)))
[23943] ['1/4', '4/7', '3/5', '9/5', '2'] -> (2 * ((9/5 / (1/4 * 4/7)) - 3/5))
[23944] ['1/6', '3/7', '5/9', '5/7', '5'] -> ((5 + (5/7 / 5/9)) / (3/7 - 1/6))
[23945] ['1/2', '2/3', '6/7', '1', '6/5'] -> (6/7 / ((1 / (2/3 + 6/5)) - 1/2))
[23946] ['8/7', '5/4', '7/4', '9/5', '4'] -> (8/7 * ((5/4 / (9/5 - 7/4)) - 4))
[23947] ['1/6', '4/5', '7/4', '7/2', '4'] -> ((7/4 - 4) + (7/2 / (1/6 * 4/5)))
[23948] ['1/8', '2/5', '7/9', '9/4', '5'] -> (((7/9 - (2/5 / 9/4)) * 5) / 1/8)
[23949] ['3/8', '2/5', '5/9', '9/8', '3'] -> (3 / (3/8 - (9/8 * (2/5 * 5/9))))
[23950] ['9/7', '8/5', '5/2', '3', '7/2'] -> ((3 - 9/7) * (7/2 * (8/5 * 5/2)))
[23951] ['6/7', '4/3', '7/5', '9/4', '6'] -> (7/5 * ((6 * (4/3 * 9/4)) - 6/7))
[23952] ['1/7', '2/5', '3/2', '7/3', '9'] -> ((3/2 - (1/7 / 2/5)) * (7/3 * 9))
[23953] ['1/9', '1/8', '3/5', '5/6', '3'] -> (3/5 / (3 * (1/9 / 5/6)) - 1/8))
[23954] ['1/7', '2/5', '3/2', '5/2', '9'] -> (3/2 * (9 + ((5/2 * 2/5) / 1/7)))
[23955] ['6/7', '4/3', '7/5', '7/3', '6'] -> (((6/7 * 7/3) / (7/5 - 4/3)) - 6)
[23956] ['1/6', '3/7', '5/9', '7/9', '5'] -> ((3/7 + (5 * (5/9 / 7/9))) / 1/6)
[23957] ['4/9', '4/9', '5/9', '5/9', '4'] -> ((4/9 + (5/9 * 4)) / (5/9 - 4/9))
[23958] ['1/4', '4/7', '3/5', '2', '8/3'] -> (2 / ((1/4 + 8/3) * 3/5) - 4/7))
[23959] ['1/3', '7/8', '8/5', '5/3', '4'] -> (4 / ((1/3 + 7/8) - (5/3 / 8/5)))
[23960] ['1/8', '2/5', '7/9', '8/3', '5'] -> ((8/3 + ((5 * 2/5) / 1/8)) / 7/9)
[23961] ['1/6', '3/7', '5/9', '6/7', '5'] -> (6/7 + (5 / (5/9 * (1/6 / 3/7))))
[23962] ['2/9', '4/7', '8/7', '7/2', '5'] -> ((7/2 - (8/7 / 4/7)) + (5 / 2/9))
[23963] ['9/7', '8/5', '8/3', '3', '9/2'] -> ((8/3 + (8/5 * 3)) * (9/2 - 9/7))
[23964] ['2/7', '4/7', '9/8', '5/2', '8'] -> ((4/7 * 9/8) / ((5/2 / 8) - 2/7))
[23965] ['3/8', '2/5', '5/9', '9/7', '3'] -> (3 / ((3/8 / (5/9 * /7)) - 2/5))
[23966] ['1/6', '3/7', '5/9', '7/8', '5'] -> (5 / (3/7 * (7/8 + (1/6 - 5/9))))
[23967] ['9/7', '8/5', '3', '9/2', '9/2'] -> (8/5 * (9/2 + ((9/2 * 3) / 9/7)))
[23968] ['2/9', '4/7', '7/6', '7/6', '5'] -> (((7/6 * (4/7 + 5)) - 7/6) / 2/9)
[23969] ['1/3', '7/8', '8/5', '7/3', '4'] -> (4 / ((7/8 / 7/3) - (1/3 / 8/5)))
[23970] ['1/2', '2/3', '6/7', '1', '7/3'] -> ((7/3 / (2/3 * (1 - 6/7))) - 1/2)
[23971] ['1/4', '4/7', '5/8', '5/7', '2'] -> ((2 + (1/4 * 4/7)) / (5/7 - 5/8))
[23972] ['6/7', '4/3', '3/2', '5/2', '6'] -> ((6 * (4/3 + (5/2 / 6/7))) - 3/2)
[23973] ['1/8', '2/5', '4/5', '6/7', '5'] -> (5 / (4/5 - (1/8 + (2/5 / 6/7))))
[23974] ['1/6', '4/5', '7/3', '7/2', '4'] -> ((((7/3 + 7/2) * 4/5) / 1/6) - 4)
[23975] ['1/6', '1/4', '6/7', '8/3', '6'] -> ((((8/3 / 1/4) - 6) * 6/7) / 1/6)
