[275787] ['1/8', '8/9', '3/2', '2', '7/2'] -> (((3/2 * 7/2) - (2 / 8/9)) / 1/8)
[276997] ['4/9', '7/6', '6/5', '6/5', '2'] -> (6/5 / ((7/6 / 2) - (4/9 * 6/5)))
[276998] ['1/2', '7/8', '8/9', '9/7', '7'] -> (7 / ((1/2 - 8/9) + (7/8 / 9/7)))
[276999] ['1/9', '5/9', '7/9', '9/8', '6'] -> (7/9 / ((1/9 * 9/8) - (5/9 / 6)))
[277000] ['2/7', '7/6', '5/4', '4/3', '3'] -> (2/7 / ((5/4 + 4/3) - (3 / 7/6)))
[277001] ['1/8', '7/6', '5/4', '8/5', '2'] -> (2 / (1/8 * (8/5 - (7/6 / 5/4))))
[277002] ['2/9', '4/9', '3/4', '9/5', '2'] -> (2 / ((2/9 / 4/9) - (3/4 / 9/5)))
[277003] ['2/7', '2/5', '4/3', '9/4', '9'] -> ((9 / 2/7) - (9/4 / (2/5 / 4/3)))
[277004] ['2/5', '3/4', '7/9', '6/5', '9'] -> ((7/9 * 6/5) * (9 / (3/4 - 2/5)))
[277005] ['1/9', '5/9', '7/9', '8/7', '6'] -> (8/7 / ((5/9 / 7/9) - (1/9 * 6)))
[277006] ['1/9', '1/4', '4/9', '1', '9/5'] -> ((4/9 + (1 / (1/4 * 9/5))) / 1/9)
[277007] ['2/7', '1/3', '3/4', '1', '4/3'] -> (2/7 / (1/3 - (3/4 / (1 + 4/3))))
[277008] ['1/9', '5/9', '7/9', '7/6', '6'] -> (((5/9 * 6) - (7/9 / 7/6)) / 1/9)
[277009] ['3/7', '6/5', '9/7', '7/3', '8'] -> (((9/7 + 7/3) + (8 / 6/5)) / 3/7)
[277010] ['2/7', '7/6', '5/4', '5/3', '3'] -> (3 / ((7/6 * (2/7 + 5/4)) - 5/3))
[277011] ['1/9', '5/9', '7/9', '6/5', '6'] -> (5/9 * (6/5 + (6 / (1/9 / 7/9))))
[277012] ['1/2', '7/8', '8/9', '9/5', '7'] -> (7 / ((1/2 / 9/5) - (7/8 - 8/9)))
[277013] ['4/9', '7/6', '6/5', '3/2', '2'] -> (2 / (3/2 - (4/9 + (7/6 / 6/5))))
[277014] ['2/5', '3/4', '7/9', '4/3', '9'] -> ((9 / (3/4 - 2/5)) - (4/3 / 7/9))
[277015] ['1/6', '1/3', '4/5', '9/8', '3'] -> ((9/8 / (1/6 * 1/3)) + (3 / 4/5))
[277016] ['3/7', '6/5', '9/7', '7/2', '8'] -> ((7/2 + (3/7 / 6/5)) / (9/7 / 8))
[277017] ['1/9', '1/4', '1/2', '3/5', '1'] -> ((1 / (1/4 - 1/9)) / (1/2 * 3/5))
[277018] ['1/2', '7/8', '8/9', '9/4', '7'] -> ((7 + (8/9 * 9/4)) / (7/8 - 1/2))
[277019] ['1/9', '5/9', '7/9', '5/4', '6'] -> ((5/9 / 5/4) / ((7/9 / 6) - 1/9))
[277020] ['2/9', '4/9', '7/9', '6/7', '2'] -> (2/9 / (((7/9 / 6/7) / 2) - 4/9))
[277021] ['1/8', '7/6', '9/7', '9/7', '2'] -> ((9/7 / 1/8) / ((2 / 7/6) - 9/7))
[277022] ['2/7', '7/6', '5/4', '7/4', '3'] -> ((2/7 + (3 / 7/4)) / (5/4 - 7/6))
[277023] ['2/7', '2/5', '7/5', '7/5', '9'] -> (((7/5 + 7/5) * (9 - 2/7)) - 2/5)
[277024] ['1/2', '7/8', '8/9', '5/2', '7'] -> ((5/2 / (1/2 + 7)) / (8/9 - 7/8))
[277025] ['1/9', '2/7', '3/2', '5/3', '8'] -> (((8 - (5/3 / 3/2)) / 2/7) - 1/9)
[277026] ['1/8', '7/6', '9/7', '4/3', '2'] -> (((7/6 * 9/7) + (2 / 4/3)) / 1/8)
[277027] ['2/7', '7/6', '5/4', '9/5', '3'] -> (9/5 * (((7/6 + 3) / 2/7) - 5/4))
[277028] ['2/5', '3/4', '7/9', '8/5', '9'] -> (((8/5 * 9) - 2/5) / (3/4 * 7/9))
[277029] ['1/9', '8/5', '2', '9/4', '7/3'] -> (((2 * 7/3) / (1/9 * 8/5)) - 9/4)
[277030] ['1/9', '1/4', '1/2', '6/7', '1'] -> (((1 / 6/7) - 1/2) / (1/9 * 1/4))
[277031] ['2/7', '2/5', '7/5', '8/5', '9'] -> ((9 / 2/7) - ((7/5 + 8/5) / 2/5))
[277032] ['4/9', '7/6', '6/5', '9/5', '2'] -> (2 / (((9/5 - 7/6) / 6/5) - 4/9))
[277033] ['2/7', '1/3', '3/4', '1', '7/2'] -> ((((7/2 - 1) / 2/7) - 3/4) / 1/3)
[277034] ['1/8', '7/6', '9/7', '8/5', '2'] -> (8/5 * (9/7 + (2 / (1/8 * 7/6))))
[277035] ['1/9', '1/4', '1/2', '7/8', '1'] -> (1 / (1/9 * (7/8 - (1/4 / 1/2))))
[277036] ['1/9', '2/7', '3/2', '9/4', '8'] -> ((8 / 1/9) / ((3/2 / 2/7) - 9/4))
[277037] ['3/7', '6/5', '4/3', '5/3', '8'] -> ((4/3 * 5/3) * (8 + (6/5 / 3/7)))
[277038] ['2/7', '1/3', '3/4', '1', '9/2'] -> ((1 / 1/3) + (9/2 / (2/7 * 3/4)))
[277039] ['1/4', '2/7', '7/9', '9/4', '6'] -> (6 / ((9/4 * (2/7 * 7/9)) - 1/4))
[277040] ['1/6', '1/3', '4/5', '8/3', '3'] -> (((8/3 / 1/3) - 3) / (1/6 / 4/5))
[277041] ['1/8', '7/6', '9/7', '5/3', '2'] -> ((5/3 + (2 / (7/6 * 9/7))) / 1/8)
[277042] ['2/7', '1/3', '7/9', '7/9', '1'] -> ((7/9 + 1) / (7/9 * (2/7 * 1/3)))
[277043] ['2/7', '7/6', '9/7', '9/7', '3'] -> ((9/7 + 9/7) * ((3 / 2/7) - 7/6))
[277044] ['1/9', '8/5', '2', '7/3', '7/3'] -> (7/3 / (((7/3 - 2) / 8/5) - 1/9))
[277045] ['1/4', '2/7', '7/9', '5/2', '6'] -> (((5/2 / (1/4 * 7/9)) - 6) / 2/7)
[277046] ['1/9', '1/4', '1/2', '1', '6/5'] -> ((1 + (1/2 / (1/4 * 6/5))) / 1/9)
[277047] ['4/9', '7/6', '6/5', '2', '8/3'] -> (((4/9 * 2) / (6/5 - 7/6)) - 8/3)
[277048] ['1/9', '8/5', '2', '7/3', '5/2'] -> (((8/5 + 2) - (7/3 / 5/2)) / 1/9)
[277049] ['3/7', '6/5', '4/3', '5/2', '8'] -> ((4/3 + 8) * ((6/5 * 5/2) - 3/7))
[277050] ['4/9', '7/6', '6/5', '2', '7/2'] -> ((7/2 / ((7/6 / 2) - 4/9)) - 6/5)
[277051] ['1/9', '1/4', '1/2', '1', '9/7'] -> ((1 / 1/2) / ((1/4 / 9/7) - 1/9))
[277052] ['2/7', '7/6', '9/7', '8/5', '3'] -> ((9/7 * 8/5) * (7/6 + (3 / 2/7)))
[277053] ['2/5', '3/4', '7/9', '8/3', '9'] -> (((8/3 / 2/5) + (9 / 3/4)) / 7/9)
[277054] ['1/9', '2/7', '8/5', '9/5', '8'] -> (8 * ((8/5 / (2/7 * 9/5)) - 1/9))
[277055] ['2/7', '1/3', '7/9', '1', '9/8'] -> ((1 / (1/3 - 2/7)) / (7/9 * 9/8))
[277056] ['2/7', '7/6', '9/7', '5/3', '3'] -> (9/7 * (7/6 + (3 / (2/7 / 5/3))))
[277057] ['1/9', '8/5', '2', '7/3', '9/2'] -> (8/5 * (9/2 + (7/3 / (1/9 * 2))))
[277058] ['3/7', '6/5', '4/3', '9/2', '8'] -> ((4/3 + 9/2) * (8 * (3/7 * 6/5)))
[277059] ['1/9', '5/9', '4/5', '8/7', '6'] -> (4/5 / (1/9 - (5/9 / (8/7 + 6))))
[277060] ['5/8', '1', '9/8', '6/5', '6/5'] -> (((6/5 / (6/5 - 9/8)) - 1) / 5/8)
[277061] ['1/2', '7/8', '8/7', '6/5', '7'] -> (7 / ((7/8 / 6/5) - (1/2 / 8/7)))
[277062] ['2/7', '2/5', '3/2', '9/4', '9'] -> (9 / ((9/4 / 2/5) - (3/2 / 2/7)))
[277063] ['2/7', '7/6', '9/7', '7/4', '3'] -> (((7/6 + 9/7) / (2/7 / 3)) - 7/4)
[277064] ['5/8', '1', '9/8', '6/5', '5/4'] -> (((5/8 + 5/4) / (6/5 - 9/8)) - 1)
[277065] ['3/7', '6/5', '7/5', '3/2', '8'] -> ((8 / (3/7 / 6/5)) / (7/5 / 3/2))
[277066] ['1/4', '2/7', '4/5', '9/8', '6'] -> ((9/8 / (2/7 - 1/4)) - (6 / 4/5))
[277067] ['1/6', '1/3', '6/7', '6/5', '3'] -> ((3 / ((1/3 * 6/7) - 1/6)) - 6/5)
[277068] ['2/7', '2/5', '3/2', '7/3', '9'] -> ((2/5 * 9) * ((7/3 / 2/7) - 3/2))
[277069] ['2/9', '4/9', '7/9', '2', '7/2'] -> (((2 * (7/2 - 4/9)) - 7/9) / 2/9)
[277070] ['2/5', '3/4', '4/5', '8/7', '9'] -> ((9 - (3/4 * 4/5)) / (2/5 / 8/7))
[277071] ['1/2', '7/8', '8/7', '7/5', '7'] -> (7/5 * (8/7 + (7 / (1/2 * 7/8))))
[277072] ['3/7', '6/5', '7/5', '8/5', '8'] -> (8 * ((6/5 / 3/7) - (7/5 - 8/5)))
[277073] ['1/9', '8/5', '2', '5/2', '9/2'] -> (8/5 / (((2 / 5/2) / 9/2) - 1/9))
[277074] ['2/7', '7/6', '9/7', '9/4', '3'] -> (2/7 / (((9/7 + 9/4) / 3) - 7/6))
[277075] ['1/9', '5/9', '4/5', '7/5', '6'] -> (4/5 / ((7/5 / 6) - (1/9 / 5/9)))
[277076] ['5/8', '1', '9/8', '6/5', '7/5'] -> (6/5 / ((5/8 + 1) - (9/8 * 7/5)))
[277077] ['2/7', '1/3', '7/9', '1', '9/7'] -> ((7/9 + 1) * (9/7 / (2/7 * 1/3)))
[277078] ['5/8', '1', '9/8', '6/5', '3/2'] -> (1 / (3/2 - ((5/8 + 9/8) / 6/5)))
[277079] ['1/2', '7/8', '8/7', '9/5', '7'] -> ((1/2 + 7) * (8/7 + (9/5 / 7/8)))
[277080] ['1/4', '2/7', '4/5', '9/7', '6'] -> (4/5 * ((9/7 / (2/7 - 1/4)) - 6))
[277081] ['1/9', '5/9', '4/5', '7/4', '6'] -> (6 / ((5/9 * 4/5) - (1/9 * 7/4)))
[277082] ['1/9', '1/4', '5/9', '4/7', '1'] -> (((1/9 / (4/7 - 5/9)) - 1) / 1/4)
[277083] ['3/7', '6/5', '7/5', '9/4', '8'] -> (6/5 + (8 * (9/4 + (3/7 * 7/5))))
[277084] ['2/7', '2/5', '8/5', '8/5', '9'] -> (8/5 * ((2/5 + 9) + (8/5 / 2/7)))
[277085] ['2/7', '7/6', '4/3', '4/3', '3'] -> ((4/3 + 4/3) * (3 / (2/7 * 7/6)))
[277086] ['1/9', '8/5', '2', '7/2', '9/2'] -> (((1/9 + 7/2) * (8/5 * 9/2)) - 2)
[277087] ['1/9', '1/4', '5/9', '5/8', '1'] -> (1 / (5/8 - (5/9 + (1/9 * 1/4))))
[277088] ['1/9', '5/9', '4/5', '9/4', '6'] -> (6 * ((5/9 / (1/9 * 4/5)) - 9/4))
[277089] ['1/8', '7/6', '7/5', '2', '9/4'] -> ((2 + (9/4 / 1/8)) / (7/6 / 7/5))
[277090] ['1/9', '2/7', '5/3', '7/4', '8'] -> ((7/4 * (1/9 + 5/3)) * (8 - 2/7))
[277091] ['2/5', '3/4', '5/6', '5/6', '9'] -> (9 / (3/4 * (5/6 - (2/5 * 5/6))))
[277092] ['1/2', '7/8', '7/6', '6/5', '7'] -> (7 / ((7/8 / (1/2 * 6/5)) - 7/6))
[277093] ['1/4', '2/7', '4/5', '7/5', '6'] -> (6 / ((7/5 * (2/7 / 4/5)) - 1/4))
[277094] ['1/9', '1/4', '5/9', '5/7', '1'] -> (((5/9 / (1/9 * 5/7)) - 1) / 1/4)
[277095] ['1/9', '5/9', '4/5', '7/3', '6'] -> ((7/3 * 6) / ((5/9 / 4/5) - 1/9))
[277096] ['1/9', '5/3', '5/3', '5/3', '2'] -> (((5/3 + 2) - (5/3 / 5/3)) / 1/9)
[277097] ['1/8', '7/6', '7/5', '2', '7/3'] -> ((7/3 - (7/6 / 7/5)) / (1/8 / 2))
[277098] ['2/5', '3/4', '5/6', '6/7', '9'] -> (((9 / 6/7) - (3/4 / 5/6)) / 2/5)
[277099] ['1/9', '2/7', '5/3', '9/5', '8'] -> ((1/9 + (5/3 * 9/5)) * (8 - 2/7))
[277100] ['4/9', '7/6', '9/7', '9/7', '2'] -> (9/7 / ((7/6 / 4/9) - (9/7 * 2)))
[277101] ['1/4', '2/7', '4/5', '3/2', '6'] -> ((4/5 * 6) * ((3/2 / 2/7) - 1/4))
[277102] ['1/9', '5/3', '5/3', '2', '9/4'] -> ((5/3 + 5/3) / (9/4 - (1/9 + 2)))
[277103] ['2/7', '2/5', '8/5', '8/3', '9'] -> (8/5 / ((2/5 + 9) - (8/3 / 2/7)))
[277104] ['5/8', '1', '9/8', '5/4', '5/4'] -> ((1 + (5/4 / 5/8)) / (5/4 - 9/8))
[277105] ['1/8', '7/6', '7/5', '2', '5/2'] -> (((5/2 / (2 - 7/5)) - 7/6) / 1/8)
[277106] ['1/9', '2/7', '5/3', '9/4', '8'] -> ((8 / 2/7) - (9/4 * (1/9 + 5/3)))
[277107] ['2/7', '7/6', '4/3', '7/4', '3'] -> ((3 / (2/7 / 4/3)) / (7/4 - 7/6))
[277108] ['3/7', '6/5', '3/2', '7/4', '8'] -> ((3/2 / 6/5) + ((7/4 + 8) / 3/7))
[277109] ['1/9', '1/4', '5/9', '1', '9/8'] -> ((1 / 1/9) / ((5/9 * 9/8) - 1/4))
[277110] ['2/7', '2/5', '8/5', '9/2', '9'] -> (((9 - 2/5) / 2/7) - (8/5 + 9/2))
[277111] ['1/4', '2/7', '4/5', '8/5', '6'] -> ((((6 / 2/7) - 8/5) / 4/5) - 1/4)
[277112] ['1/9', '5/3', '5/3', '2', '7/2'] -> (((5/3 / 2) - (5/3 - 7/2)) / 1/9)
[277113] ['5/8', '1', '9/8', '5/4', '7/5'] -> ((7/5 + (1 / 5/8)) / (5/4 - 9/8))
[277114] ['1/6', '1/3', '7/8', '9/5', '3'] -> (1/3 / ((1/6 * 3) - (7/8 / 9/5)))
[277115] ['1/9', '5/9', '5/6', '8/7', '6'] -> (6 / (5/6 - ((1/9 + 5/9) / 8/7)))
[277116] ['1/9', '2/7', '5/3', '8/3', '8'] -> ((8/3 + 8) / (2/7 * (5/3 - 1/9)))
[277117] ['2/9', '4/9', '4/5', '7/5', '2'] -> (4/5 / ((7/5 / 2) - (2/9 + 4/9)))
[277118] ['2/7', '7/6', '4/3', '3', '9/2'] -> (3 * ((4/3 / 2/7) - (7/6 - 9/2)))
[277119] ['5/8', '1', '9/8', '5/4', '8/5'] -> ((8/5 * (5/8 + 5/4)) / (9/8 - 1))
[277120] ['2/7', '2/5', '5/3', '7/4', '9'] -> (9 * (2/7 + (5/3 / (2/5 * 7/4))))
[277121] ['1/9', '5/3', '7/4', '9/5', '2'] -> (2 / (1/9 * (9/5 - (7/4 / 5/3))))
[277122] ['1/9', '2/7', '5/3', '7/2', '8'] -> ((5/3 / 1/9) + (8 + (2/7 * 7/2)))
[277123] ['1/2', '7/8', '6/5', '7/3', '7'] -> ((7/3 * (1/2 + 7)) / (7/8 / 6/5))
[277124] ['1/9', '1/4', '5/9', '1', '7/5'] -> (((7/5 / (1/9 / 5/9)) - 1) / 1/4)
[277125] ['1/8', '7/6', '8/5', '8/5', '2'] -> (8/5 / ((8/5 * (1/8 + 7/6)) - 2))
[277126] ['2/5', '3/4', '6/7', '8/9', '9'] -> (8/9 * (3/4 + (9 / (2/5 * 6/7))))
[277127] ['2/7', '2/5', '5/3', '9/4', '9'] -> (5/3 * (2/5 + (9 / (2/7 * 9/4))))
[277128] ['1/6', '1/3', '8/9', '6/5', '3'] -> ((8/9 * 3) / ((1/3 / 6/5) - 1/6))
[277129] ['5/8', '1', '9/8', '5/4', '9/5'] -> ((5/4 / (9/5 - (5/8 + 9/8))) - 1)
[277130] ['3/7', '6/5', '3/2', '7/2', '8'] -> (7/2 * ((3/7 / 6/5) - (3/2 - 8)))
[277131] ['1/2', '7/8', '6/5', '5/2', '7'] -> ((1/2 + (5/2 * (6/5 + 7))) / 7/8)
[277132] ['2/7', '1/3', '4/5', '5/6', '1'] -> (4/5 / ((1 / 5/6) - (1/3 / 2/7)))
[277133] ['1/6', '1/3', '8/9', '5/4', '3'] -> ((5/4 / 1/3) + (3 / (1/6 * 8/9)))
[277134] ['2/5', '3/4', '6/7', '9/8', '9'] -> ((3/4 + (9 / (2/5 * 6/7))) / 9/8)
[277135] ['4/9', '7/6', '9/7', '2', '9/4'] -> (4/9 / ((7/6 / 9/7) - (2 / 9/4)))
[277136] ['1/4', '2/7', '4/5', '7/2', '6'] -> ((4/5 * (1/4 + 7/2)) + (6 / 2/7))
[277137] ['5/8', '1', '9/8', '5/4', '7/3'] -> (1 / ((7/3 * (5/8 / 5/4)) - 9/8))
[277138] ['1/9', '1/4', '5/9', '1', '7/4'] -> (1 + ((7/4 + (1/4 + 5/9)) / 1/9))
[277139] ['1/9', '5/9', '5/6', '8/5', '6'] -> ((5/6 - 5/9) * (6 / (1/9 / 8/5)))
[277140] ['1/6', '1/3', '8/9', '9/7', '3'] -> (3 / (((1/3 / 8/9) / 9/7) - 1/6))
[277141] ['1/2', '7/8', '6/5', '8/3', '7'] -> ((6/5 * 8/3) * ((7 / 7/8) - 1/2))
[277142] ['1/4', '2/7', '4/5', '9/2', '6'] -> (6 * ((9/2 / (1/4 + 4/5)) - 2/7))
[277143] ['1/9', '2/7', '7/4', '9/4', '8'] -> (8 / (1/9 + ((2/7 * 7/4) / 9/4)))
[277144] ['1/9', '1/4', '5/9', '1', '9/5'] -> ((9/5 + (1 / 1/9)) / (1/4 / 5/9))
[277145] ['2/7', '2/5', '5/3', '7/2', '9'] -> ((9 + (7/2 * (2/7 / 5/3))) / 2/5)
[277146] ['1/6', '1/3', '8/9', '7/5', '3'] -> (((3 / (8/9 - 1/3)) - 7/5) / 1/6)
[277147] ['3/7', '6/5', '8/5', '5/3', '8'] -> (8 * ((8/5 / (5/3 - 6/5)) - 3/7))
[277148] ['1/9', '2/7', '7/4', '7/3', '8'] -> ((8 + (7/3 / 7/4)) / (1/9 / 2/7))
[277149] ['1/9', '1/4', '5/9', '1', '7/3'] -> ((5/9 + 1) / (7/3 * (1/9 * 1/4)))
[277150] ['1/8', '7/6', '8/5', '2', '7/2'] -> (2 / (((7/6 / 8/5) / 7/2) - 1/8))
[277151] ['1/2', '7/8', '5/4', '5/4', '7'] -> ((5/4 + (1/2 + 5/4)) / (7/8 / 7))
[277152] ['2/7', '2/5', '5/3', '9/2', '9'] -> ((2/5 * 5/3) * (9/2 + (9 / 2/7)))
[277153] ['1/6', '1/3', '8/9', '8/5', '3'] -> ((8/5 * 3) * ((8/9 / 1/6) - 1/3))
[277154] ['1/9', '2/7', '7/4', '5/2', '8'] -> (8 / (1/9 * (5/2 + (2/7 * 7/4))))
[277155] ['2/5', '3/4', '6/7', '7/5', '9'] -> ((9 * (2/5 / 7/5)) / (6/7 - 3/4))
[277156] ['1/2', '7/8', '5/4', '7/5', '7'] -> ((5/4 / (1/2 * 7/8)) * (7/5 + 7))
[277157] ['2/7', '1/3', '4/5', '1', '8/7'] -> (2/7 / (((8/7 - 1/3) / 4/5) - 1))
[277158] ['1/9', '5/9', '6/7', '8/9', '6'] -> (8/9 / ((1/9 / 6/7) - (5/9 / 6)))
[277159] ['1/8', '7/6', '5/3', '5/3', '2'] -> (5/3 / ((1/8 - 2) + (7/6 * 5/3)))
[277160] ['1/4', '2/7', '5/6', '6/5', '6'] -> ((6/5 / (1/4 * 2/7)) + (6 / 5/6))
[277161] ['1/9', '1/4', '4/7', '4/7', '1'] -> (((1 + (4/7 / 1/9)) / 1/4) - 4/7)
[277162] ['2/9', '4/9', '5/6', '5/6', '2'] -> (((5/6 + 5/6) + (2 / 2/9)) / 4/9)
[277163] ['1/2', '7/8', '5/4', '5/3', '7'] -> (7 / ((1/2 + 5/4) - (7/8 * 5/3)))
[277164] ['2/7', '7/6', '7/5', '8/3', '3'] -> (((8/3 + 3) / (7/5 - 7/6)) - 2/7)
[277165] ['5/8', '1', '9/8', '9/7', '3/2'] -> (1 / (5/8 - ((9/8 / 9/7) / 3/2)))
[277166] ['1/8', '7/6', '5/3', '9/5', '2'] -> (5/3 / ((1/8 - 7/6) + (2 / 9/5)))
[277167] ['3/7', '6/5', '8/5', '8/3', '8'] -> ((6/5 * (8/3 + (8 / 3/7))) - 8/5)
[277168] ['2/5', '3/4', '6/7', '5/3', '9'] -> (5/3 * (2/5 + (9 / (3/4 * 6/7))))
[277169] ['1/9', '1/4', '4/7', '3/5', '1'] -> (((1 / (4/7 * 3/5)) - 1/4) / 1/9)
[277170] ['1/9', '7/4', '7/4', '7/4', '2'] -> (2 / (1/9 * (7/4 - (7/4 / 7/4))))
[277171] ['2/7', '1/3', '4/5', '1', '9/7'] -> ((2/7 / 1/3) / (9/7 - (1 / 4/5)))
[277172] ['1/8', '7/6', '5/3', '2', '7/3'] -> (((7/6 * 2) - (5/3 - 7/3)) / 1/8)
[277173] ['2/5', '3/4', '6/7', '7/4', '9'] -> (9 / ((3/4 / 2/5) - (6/7 * 7/4)))
[277174] ['1/9', '1/4', '4/7', '5/8', '1'] -> ((1/4 / 1/9) / ((5/8 / 4/7) - 1))
[277175] ['2/7', '2/5', '7/4', '5/2', '9'] -> ((2/7 * 7/4) + (5/2 * (2/5 + 9)))
[277176] ['3/7', '6/5', '8/5', '9/2', '8'] -> ((3/7 * 8) * (8/5 + (6/5 * 9/2)))
[277177] ['4/9', '7/6', '4/3', '2', '9/4'] -> (4/9 / (((4/3 * 2) / 9/4) - 7/6))
[277178] ['1/6', '1/3', '9/8', '6/5', '3'] -> ((3 / 9/8) / ((1/3 / 6/5) - 1/6))
[277179] ['2/9', '4/9', '5/6', '7/6', '2'] -> (2 / ((5/6 / (2/9 + 4/9)) - 7/6))
[277180] ['1/2', '7/8', '9/7', '9/7', '7'] -> (7 / ((7/8 / 9/7) - (1/2 / 9/7)))
[277181] ['2/5', '3/4', '6/7', '9/4', '9'] -> ((9 / (3/4 * (6/7 - 2/5))) - 9/4)
[277182] ['1/9', '1/4', '4/7', '5/7', '1'] -> (((4/7 - 1) + (5/7 / 1/9)) / 1/4)
[277183] ['1/6', '1/3', '9/8', '9/7', '3'] -> (3 / (((1/3 * 9/8) / 9/7) - 1/6))
[277184] ['1/9', '7/4', '7/4', '9/5', '2'] -> (((7/4 + (2 / 9/5)) / 1/9) - 7/4)
[277185] ['1/9', '5/9', '6/7', '4/3', '6'] -> ((6 / 6/7) + ((5/9 + 4/3) / 1/9))
[277186] ['2/7', '7/6', '3/2', '3/2', '3'] -> ((7/6 + 3/2) * ((3 / 2/7) - 3/2))
[277187] ['2/7', '1/3', '4/5', '1', '3/2'] -> (1 / (3/2 - (1/3 / (2/7 * 4/5))))
[277188] ['1/9', '1/4', '4/7', '7/9', '1'] -> (((1 / 1/4) - 4/7) / (1/9 / 7/9))
[277189] ['3/7', '6/5', '5/3', '9/5', '8'] -> (((8 + (6/5 + 9/5)) / 3/7) - 5/3)
[277190] ['2/5', '3/4', '6/7', '7/3', '9'] -> ((7/3 * (3/4 * 6/7)) + (9 / 2/5))
[277191] ['2/7', '7/6', '3/2', '8/5', '3'] -> ((3 + (3/2 / 7/6)) / (2/7 / 8/5))
[277192] ['3/7', '6/5', '5/3', '9/4', '8'] -> (((9/4 * 8) / (3/7 * 5/3)) - 6/5)
[277193] ['1/2', '7/8', '9/7', '7/4', '7'] -> ((9/7 * 7) / (7/4 - (1/2 + 7/8)))
[277194] ['1/8', '7/6', '9/5', '2', '9/4'] -> ((9/4 - (7/6 / 2)) / (1/8 / 9/5))
[277195] ['2/7', '7/6', '3/2', '5/3', '3'] -> ((3/2 + (3 / 2/7)) / (5/3 - 7/6))
[277196] ['2/7', '1/3', '4/5', '1', '7/4'] -> ((1 / 7/4) / ((2/7 / 4/5) - 1/3))
[277197] ['1/4', '2/7', '5/6', '7/3', '6'] -> (6 * ((2/7 * 7/3) + (5/6 / 1/4)))
[277198] ['2/7', '2/5', '9/5', '9/4', '9'] -> (9 / ((9/5 / (2/7 + 2/5)) - 9/4))
[277199] ['3/7', '6/5', '5/3', '5/2', '8'] -> (((8 + (6/5 * 5/2)) / 3/7) - 5/3)
[277200] ['1/9', '5/9', '6/7', '7/4', '6'] -> ((6 - 5/9) / (7/4 * (1/9 / 6/7)))
[277201] ['2/7', '1/3', '4/5', '1', '9/5'] -> (((1 / (1/3 - 2/7)) - 9/5) / 4/5)
[277202] ['1/9', '7/4', '7/4', '2', '9/2'] -> ((7/4 + 2) + (9/2 + (7/4 / 1/9)))
[277203] ['2/7', '2/5', '9/5', '7/3', '9'] -> (7/3 * (9 + (9/5 * (2/7 / 2/5))))
[277204] ['1/8', '7/6', '9/5', '2', '5/2'] -> ((5/2 + (7/6 - 2)) / (1/8 / 9/5))
[277205] ['3/7', '6/5', '5/3', '7/2', '8'] -> ((5/3 * 7/2) * (8 * (3/7 * 6/5)))
[277206] ['1/2', '7/8', '9/7', '7/3', '7'] -> ((7/3 + (7 / 1/2)) / (7/8 / 9/7))
[277207] ['1/9', '2/7', '9/4', '7/3', '8'] -> ((9/4 * 8) + (7/3 / (1/9 / 2/7)))
[277208] ['2/7', '1/3', '4/5', '1', '9/4'] -> ((1 / (4/5 * (1/3 - 2/7))) - 9/4)
[277209] ['1/9', '1/4', '4/7', '8/9', '1'] -> (1/4 + ((8/9 + (1 / 4/7)) / 1/9))
[277210] ['2/7', '7/6', '3/2', '9/4', '3'] -> (3 + ((7/6 + 3/2) / (2/7 / 9/4)))
[277211] ['1/8', '7/6', '9/5', '2', '8/3'] -> ((9/5 * 2) * ((7/6 / 1/8) - 8/3))
[277212] ['1/2', '7/8', '9/7', '5/2', '7'] -> ((9/7 * 7) / ((1/2 * 5/2) - 7/8))
[277213] ['2/7', '1/3', '4/5', '1', '7/3'] -> (2/7 / ((1 / 7/3) - (1/3 / 4/5)))
[277214] ['1/8', '7/6', '9/5', '2', '7/2'] -> ((2 - (7/6 / 7/2)) / (1/8 / 9/5))
[277215] ['1/9', '2/7', '9/4', '5/2', '8'] -> (((8 - (5/2 / 9/4)) / 2/7) - 1/9)
[277216] ['3/7', '6/5', '7/4', '7/4', '8'] -> ((6/5 * 8) * (7/4 + (3/7 * 7/4)))
[277217] ['5/8', '1', '9/8', '4/3', '4/3'] -> (4/3 / ((1 / 9/8) - (5/8 * 4/3)))
[277218] ['1/9', '1/4', '4/7', '1', '8/7'] -> ((8/7 / (1/9 * 4/7)) / (1 - 1/4))
[277219] ['2/7', '1/3', '4/5', '1', '5/2'] -> ((1 + (5/2 / (2/7 / 4/5))) / 1/3)
[277220] ['5/8', '1', '9/8', '4/3', '7/5'] -> (1 / ((7/5 * (5/8 * 4/3)) - 9/8))
[277221] ['2/7', '7/6', '8/5', '8/5', '3'] -> ((8/5 / 2/7) / (3 - (7/6 + 8/5)))
[277222] ['1/9', '5/9', '6/7', '9/2', '6'] -> (6 / ((9/2 / 6/7) - (5/9 / 1/9)))
[277223] ['1/8', '7/6', '2', '9/4', '7/3'] -> (2 + ((9/4 + (7/6 / 7/3)) / 1/8))
[277224] ['1/9', '7/4', '9/5', '2', '8/3'] -> (9/5 * ((2 / 1/9) - (7/4 * 8/3)))
[277225] ['2/5', '3/4', '7/8', '7/6', '9'] -> ((3/4 + (7/8 / 7/6)) + (9 / 2/5))
