[212761] ['4/5', '8/9', '6/5', '9/7', '8'] -> 8 / (4/5 * (9/7 - 8/9)) - 6/5
[215275] ['1/5', '2/3', '7/8', '1', '4/3'] -> 1 / 1/5 / (2/3 + 7/8 - 4/3)
[215276] ['6/7', '7/8', '9/7', '9/5', '9'] -> 9 / (9/5 * (7/8 - 6/7 / 9/7))
[215277] ['7/9', '6/7', '2', '5/2', '8/3'] -> 8/3 / 7/9 / (6/7 * 5/2 - 2)
[215278] ['1/4', '2/7', '2/7', '4/9', '3'] -> 3 / (2/7 - 1/4 * 2/7 / 4/9)
[215279] ['2/3', '6/7', '7/6', '9/4', '6'] -> 7/6 * 9/4 * 6 * (2/3 + 6/7)
[215280] ['1/7', '7/5', '8/5', '8/5', '7'] -> 8/5 * (7 + 8/5 / (1/7 * 7/5))
[215281] ['3/8', '5/7', '6/5', '5/3', '6'] -> 6 / (5/7 / 3/8 - 5/3) - 6/5
[215282] ['1/6', '9/7', '8/5', '2', '5/2'] -> 1/6 / (5/2 / 8/5 - 2 / 9/7)
[215283] ['2/3', '5/7', '7/6', '6/5', '8'] -> 8 / (6/5 * 5/7 * 7/6 - 2/3)
[215284] ['1/7', '2/5', '1', '7/4', '7/2'] -> (7/2 + 1 / 2/5) / (1/7 * 7/4)
[215285] ['4/9', '3/5', '5/3', '9/2', '6'] -> 9/2 * (6 - 4/9) - 3/5 * 5/3
[215286] ['7/9', '6/7', '2', '5/2', '9/2'] -> (6/7 + 2 / 7/9) * (5/2 + 9/2)
[215287] ['1/4', '2/7', '2/7', '3/5', '3'] -> (2/7 / 2/7 + 3 / 3/5) / 1/4
[215288] ['2/3', '6/7', '6/5', '5/4', '6'] -> 6 / (5/4 * (6/7 - 2/3)) - 6/5
[215289] ['3/8', '5/7', '6/5', '9/5', '6'] -> (6 / 5/7 - (6/5 - 9/5)) / 3/8
[215290] ['2/3', '5/7', '7/6', '5/4', '8'] -> 2/3 + 8 * (7/6 + 5/4 / 5/7)
[215291] ['6/7', '7/8', '9/7', '7/2', '9'] -> 9 * 6/7 / 7/8 / (9/7 / 7/2)
[215292] ['1/5', '2/3', '7/8', '1', '9/4'] -> 1 / (2/3 - 1/5 * (7/8 + 9/4))
[215293] ['7/9', '6/7', '2', '8/3', '8/3'] -> 6/7 * 8/3 / (8/3 - 2 / 7/9)
[215294] ['4/9', '3/5', '7/4', '7/4', '6'] -> (7/4 / 3/5 + 7/4 + 6) / 4/9
[215295] ['1/7', '7/5', '8/5', '9/4', '7'] -> 8/5 + (7/5 + 7 / 1/7) / 9/4
[215296] ['1/7', '2/5', '1', '9/5', '9/5'] -> (9/5 + 9/5 / 1/7) / (1 - 2/5)
[215297] ['4/9', '5/8', '7/9', '1', '5/4'] -> 1 / (7/9 * (5/4 - 5/8) - 4/9)
[215298] ['2/3', '5/7', '7/6', '7/5', '8'] -> 8 / (7/5 / (2/3 / 5/7) - 7/6)
[215299] ['1/4', '2/7', '2/7', '7/9', '3'] -> 2/7 * 3 / (1/4 / 7/9 - 2/7)
[215300] ['4/9', '3/5', '7/4', '9/5', '6'] -> 6 / (3/5 * 7/4 - 4/9 * 9/5)
[215301] ['6/7', '7/8', '4/3', '4/3', '9'] -> 9 * (6/7 * 4/3 + 4/3 / 7/8)
[215302] ['7/9', '6/7', '2', '8/3', '9/2'] -> 9/2 * (7/9 * 6/7 + 2 + 8/3)
[215303] ['3/7', '4/9', '4/5', '5/3', '7'] -> 7 * (3/7 + 5/3 / (4/9 / 4/5))
[215304] ['1/7', '2/5', '1', '9/5', '7/3'] -> (9/5 - 1 / 7/3) / (1/7 * 2/5)
[215305] ['1/5', '2/3', '7/8', '1', '5/2'] -> 1 / (7/8 + 5/2 - 2/3 / 1/5)
[215306] ['1/6', '9/7', '5/3', '2', '9/4'] -> 2 / (1/6 + 5/3 - 9/4 / 9/7)
[215307] ['7/9', '6/7', '2', '7/2', '7/2'] -> (6/7 + 2 / 7/9) * (7/2 + 7/2)
[215308] ['1/7', '7/5', '8/5', '7/2', '7'] -> 8/5 * (1/7 + 7) * (7/2 - 7/5)
[215309] ['2/3', '6/7', '6/5', '7/4', '6'] -> (6/7 + 6/5) * 7/4 * (2/3 + 6)
[215310] ['4/9', '3/5', '7/4', '7/3', '6'] -> 7/4 + (6 + 7/3 / 3/5) / 4/9
[215311] ['1/4', '2/7', '2/7', '8/9', '3'] -> 2/7 / 3 / (2/7 * 8/9 - 1/4)
[215312] ['1/5', '2/3', '7/8', '1', '7/2'] -> 1 / (7/8 - 1/5 * (2/3 + 7/2))
[215313] ['6/7', '7/2', '7/2', '9/2', '5'] -> 7/2 * (6/7 - 7/2 + 9/2 + 5)
[215314] ['1/7', '7/5', '8/5', '9/2', '7'] -> 8/5 * 9/2 + 7 + 7/5 / 1/7
[215315] ['3/7', '4/9', '4/5', '9/5', '7'] -> (4/5 / 3/7 + 9/5 + 7) / 4/9
[215316] ['3/8', '5/7', '5/4', '5/4', '6'] -> (5/4 / 5/7 + 5/4 + 6) / 3/8
[215317] ['6/7', '7/8', '4/3', '9/5', '9'] -> 9/5 * (4/3 + 9 / (6/7 * 7/8))
[215318] ['4/9', '5/8', '7/9', '1', '9/4'] -> 9/4 / (7/9 / (4/9 / 5/8) - 1)
[215319] ['1/6', '9/7', '5/3', '2', '7/2'] -> (2 + 7/2) / (1/6 * 9/7) - 5/3
[215320] ['7/9', '7/8', '7/8', '8/9', '2'] -> 2 / (7/8 - 8/9 - (7/9 - 7/8))
[215321] ['1/7', '7/5', '5/3', '5/3', '7'] -> (5/3 + 5/3) * (7 + 1/7 * 7/5)
[215322] ['2/3', '5/7', '6/5', '5/4', '8'] -> 8 / (5/4 * (6/5 - 2/3 / 5/7))
[215323] ['4/9', '3/5', '7/4', '8/3', '6'] -> 7/4 * 8/3 / (3/5 - 4/9) - 6
[215324] ['1/7', '2/5', '1', '9/4', '9/4'] -> 9/4 / (1/7 * (1 - 2/5)) - 9/4
[215325] ['6/7', '7/8', '4/3', '7/3', '9'] -> (9 + 6/7 * 7/3) / (4/3 - 7/8)
[215326] ['2/3', '6/7', '6/5', '7/2', '6'] -> 6/7 * 6/5 * 7/2 * (2/3 + 6)
[215327] ['3/7', '4/9', '4/5', '7/3', '7'] -> (7/3 - 3/7) * 7 / (4/9 / 4/5)
[215328] ['7/8', '7/8', '7/8', '9/8', '5'] -> (5 + 7/8 / 7/8) / (9/8 - 7/8)
[215329] ['2/3', '5/7', '6/5', '3/2', '8'] -> 3/2 * 8 / (2/3 * 5/7) - 6/5
[215330] ['7/9', '7/8', '7/8', '7/6', '2'] -> 7/6 / (7/8 - (7/9 + 7/8) / 2)
[215331] ['6/7', '7/8', '4/3', '5/2', '9'] -> 4/3 * 9 * (5/2 / 7/8 - 6/7)
[215332] ['1/7', '2/5', '1', '9/4', '5/2'] -> (5/2 - 1) / (1/7 * 2/5) - 9/4
[215333] ['4/9', '5/8', '7/9', '1', '8/3'] -> 8/3 / ((1 - 4/9) / 5/8 - 7/9)
[215334] ['3/7', '4/9', '4/5', '5/2', '7'] -> 5/2 * 7 * (4/5 / 4/9 - 3/7)
[215335] ['7/8', '7/8', '7/8', '7/6', '5'] -> 5 / (7/8 - 7/6 / (7/8 + 7/8))
[215336] ['3/8', '5/7', '5/4', '3/2', '6'] -> (6 / (5/7 / 5/4) - 3/2) / 3/8
[215337] ['1/8', '1/7', '7/9', '9/5', '9'] -> 9 / (1/8 + 1/7) / (7/9 * 9/5)
[215338] ['2/3', '5/7', '6/5', '7/4', '8'] -> 8 / 7/4 / (5/7 * 6/5 - 2/3)
[215339] ['1/7', '7/5', '5/3', '7/3', '7'] -> 5/3 * (1/7 + 7/5) * (7/3 + 7)
[215340] ['6/7', '7/8', '4/3', '7/2', '9'] -> 7/2 * (9 / (7/8 * 4/3) - 6/7)
[215341] ['1/5', '2/3', '8/9', '1', '5/4'] -> 2/3 / (1/5 * 5/4) / (1 - 8/9)
[215342] ['4/9', '5/8', '7/9', '1', '7/2'] -> 1 / (4/9 - 5/8 + 7/9 / 7/2)
[215343] ['1/4', '2/7', '2/7', '5/3', '3'] -> (2/7 / 2/7 + 5/3 * 3) / 1/4
[215344] ['1/6', '9/7', '7/4', '2', '8/3'] -> (8/3 * 9/7 * 7/4 - 2) / 1/6
[215345] ['6/7', '7/8', '4/3', '9/2', '9'] -> 4/3 / (6/7 * 7/8) * (9/2 + 9)
[215346] ['1/8', '1/7', '7/9', '7/3', '9'] -> 7/3 / (1/7 * 7/9 - 1/8 / 9)
[215347] ['2/3', '5/7', '6/5', '8/3', '8'] -> (8/3 + 2/3 / 5/7) / (6/5 / 8)
[215348] ['4/5', '7/5', '3/2', '7/4', '8'] -> 8 * (7/5 + 7/4) - 4/5 * 3/2
[215349] ['7/9', '7/8', '7/8', '4/3', '2'] -> 7/8 * 4/3 * 2 / (7/8 - 7/9)
[215350] ['1/8', '1/7', '7/9', '5/2', '9'] -> 9 / (7/9 * (1/8 + 1/7 * 5/2))
[215351] ['4/9', '3/5', '9/4', '9/4', '6'] -> (9/4 + 6 / 4/9) / 3/5 - 9/4
[215352] ['4/9', '5/8', '4/5', '5/6', '1'] -> 1 / (4/9 / 4/5 / 5/6 - 5/8)
[215353] ['6/7', '7/8', '7/5', '3/2', '9'] -> 9 / (3/2 / (6/7 * 7/5) - 7/8)
[215354] ['1/4', '2/7', '1/3', '1/3', '3'] -> 3 / (1/3 / 1/3 - 1/4 / 2/7)
[215355] ['4/9', '3/5', '9/4', '7/3', '6'] -> 6 * (7/3 + 9/4 * 4/9 / 3/5)
[215356] ['1/6', '9/7', '9/5', '2', '7/3'] -> 9/5 * 7/3 * (9/7 / 1/6 - 2)
[215357] ['7/8', '7/8', '7/8', '3/2', '5'] -> 5 / (7/8 - 7/8 / 7/8 / 3/2)
[215358] ['6/7', '7/8', '7/5', '8/5', '9'] -> 9 / (7/8 * (6/7 + 7/5) - 8/5)
[215359] ['4/5', '7/5', '5/3', '5/3', '8'] -> (7/5 + 5/3 / 5/3) / (4/5 / 8)
[215360] ['3/7', '4/9', '5/6', '6/7', '7'] -> 7 / (3/7 / 4/9 / 6/7 - 5/6)
[215361] ['1/7', '2/5', '1', '7/3', '8/3'] -> 1 + 7/3 / 1/7 + 8/3 / 2/5
[215362] ['2/3', '5/7', '5/4', '7/5', '8'] -> 8 / (5/7 - 2/3 / 5/4 / 7/5)
[215363] ['1/5', '2/3', '8/9', '1', '5/3'] -> 1/5 / (1 / (8/9 * 5/3) - 2/3)
[215364] ['1/8', '1/7', '7/9', '9/2', '9'] -> 9 / (9/2 * 1/7 * 7/9 - 1/8)
[215365] ['4/9', '5/8', '4/5', '7/8', '1'] -> 1 / (4/9 * (7/8 - 5/8 / 4/5))
[215366] ['2/3', '5/7', '5/4', '3/2', '8'] -> 8 / (3/2 - 5/4 * 2/3 / 5/7)
[215367] ['1/7', '7/5', '7/4', '5/2', '7'] -> (7 + 7/5 / 1/7) / (7/4 / 5/2)
[215368] ['1/5', '2/3', '8/9', '1', '7/4'] -> 2/3 / 1/5 / (8/9 + 1 - 7/4)
[215369] ['4/9', '5/8', '4/5', '8/9', '1'] -> 1 / (8/9 / 4/5 - (4/9 + 5/8))
[215370] ['3/7', '4/9', '5/6', '8/9', '7'] -> 7 * 3/7 * 4/9 / (8/9 - 5/6)
[215371] ['3/8', '5/7', '5/4', '7/2', '6'] -> 6 / (5/7 - (3/8 + 5/4) / 7/2)
[215372] ['1/7', '2/5', '1', '7/3', '9/2'] -> (9/2 - 1 / (2/5 * 7/3)) / 1/7
[215373] ['2/3', '6/7', '5/4', '7/3', '6'] -> 6 / (7/3 * (5/4 - 6/7) - 2/3)
[215374] ['2/3', '5/7', '5/4', '5/3', '8'] -> 2/3 + 5/3 * 8 / (5/7 / 5/4)
[215375] ['3/7', '4/9', '5/6', '9/8', '7'] -> 7 * (3/7 + 9/8 + 5/6 / 4/9)
[215376] ['4/9', '3/5', '7/3', '5/2', '6'] -> (6 + 3/5 - 7/3) / (4/9 / 5/2)
[215377] ['1/4', '2/7', '1/3', '5/8', '3'] -> (3 / 2/7 - 5/8 / 1/4) / 1/3
[215378] ['4/5', '7/5', '7/4', '7/4', '8'] -> (7/5 + 7/4 / 7/4) / (4/5 / 8)
[215379] ['1/8', '1/7', '4/5', '6/7', '9'] -> 1/7 / (1/8 - 6/7 / (4/5 * 9))
[215380] ['1/6', '9/7', '2', '9/4', '9/4'] -> 2 / 1/6 / (9/4 - 9/4 / 9/7)
[215381] ['1/5', '2/3', '8/9', '1', '5/2'] -> 1 / (2/3 / 5/2 - 1/5 / 8/9)
[215382] ['2/3', '5/7', '5/4', '9/5', '8'] -> 9/5 * (8 / (5/7 / 5/4) - 2/3)
[215383] ['4/9', '5/8', '4/5', '1', '7/6'] -> 1 / (7/6 - 4/5 / (4/9 / 5/8))
[215384] ['1/7', '2/5', '1', '5/2', '7/2'] -> 5/2 / (1/7 * 7/2 - 2/5) - 1
[215385] ['4/9', '3/5', '5/2', '5/2', '6'] -> 3/5 * 5/2 * (5/2 + 6 / 4/9)
[215386] ['1/6', '9/7', '2', '9/4', '7/3'] -> 9/4 / (1/6 / 2) - 9/7 * 7/3
[215387] ['3/8', '5/7', '9/7', '7/4', '6'] -> (5/7 + 9/7) / (3/8 - 7/4 / 6)
[215388] ['1/7', '7/5', '9/5', '9/4', '7'] -> 7 * (1/7 + 7/5) / (9/4 - 9/5)
[215389] ['4/9', '5/8', '4/5', '1', '6/5'] -> 1 / (6/5 * 4/9 / 4/5 - 5/8)
[215390] ['2/3', '5/7', '5/4', '7/3', '8'] -> 2/3 + 8 * (5/4 + 5/7 * 7/3)
[215391] ['1/6', '9/7', '2', '9/4', '5/2'] -> (2 + 5/2 / 9/4) / (1/6 / 9/7)
[215392] ['1/5', '2/3', '8/9', '1', '9/2'] -> 1 + 9/2 * (2/3 + 8/9 / 1/5)
[215393] ['7/8', '7/8', '8/9', '8/9', '5'] -> 5 / (8/9 - 8/9 * 7/8 * 7/8)
[215394] ['2/3', '5/7', '5/4', '5/2', '8'] -> (5/7 + 5/2) * (8 - 2/3 / 5/4)
[215395] ['1/7', '7/5', '9/5', '9/2', '7'] -> 9/2 * 7/5 / 9/5 * (7 - 1/7)
[215396] ['3/8', '5/7', '9/7', '7/3', '6'] -> (5/7 + 9/7) / (7/3 - 3/8 * 6)
[215397] ['6/7', '7/8', '7/5', '9/2', '9'] -> (9/2 + 9 / 6/7) / (7/8 / 7/5)
[215398] ['7/8', '7/8', '8/9', '9/8', '5'] -> 5 / (8/9 - 7/8 * 7/8 / 9/8)
[215399] ['2/3', '6/7', '9/7', '7/4', '6'] -> 6 * (7/4 + 9/7 / (2/3 * 6/7))
[215400] ['4/9', '3/5', '8/3', '7/2', '6'] -> 4/9 / (3/5 - 7/2 / 6) - 8/3
[215401] ['1/8', '1/7', '4/5', '7/6', '9'] -> 1/7 / (1/8 - 7/6 / (4/5 + 9))
[215402] ['3/8', '5/7', '9/7', '5/2', '6'] -> 6 * (5/2 / (9/7 - 5/7) - 3/8)
[215403] ['7/8', '7/8', '8/9', '8/7', '5'] -> 5 / (7/8 * 8/9) / (8/7 - 7/8)
[215404] ['3/7', '4/9', '5/6', '7/5', '7'] -> 7 * (3/7 + 7/5) / (4/9 / 5/6)
[215405] ['2/3', '5/7', '9/7', '9/7', '8'] -> (9/7 + 2/3 * 9/7) / (5/7 / 8)
[215406] ['1/7', '7/5', '9/4', '7/3', '7'] -> 9/4 * 7 * (7/3 / 7/5 - 1/7)
[215407] ['6/7', '7/8', '3/2', '5/3', '9'] -> (3/2 + 6/7 * 7/8) * (5/3 + 9)
[215408] ['1/6', '9/7', '2', '7/3', '9/2'] -> (2 - 9/7 / 9/2) / (1/6 / 7/3)
[215409] ['1/7', '2/5', '1', '7/2', '9/2'] -> 7/2 * (1 / 2/5 - (1/7 - 9/2))
[215410] ['3/8', '5/7', '9/7', '7/2', '6'] -> (7/2 - (5/7 + 9/7)) / (3/8 / 6)
[215411] ['3/7', '4/9', '5/6', '3/2', '7'] -> 7 * (3/2 / (5/6 - 4/9) - 3/7)
[215412] ['2/3', '5/7', '9/7', '7/5', '8'] -> 9/7 * 8 * (7/5 + 2/3 / 5/7)
[215413] ['1/5', '2/3', '1', '9/8', '9/7'] -> 1 / 1/5 / (9/8 / 9/7 - 2/3)
[215414] ['3/7', '4/9', '5/6', '8/5', '7'] -> 7 * (3/7 + 8/5 / (4/9 / 5/6))
[215415] ['1/7', '7/5', '9/4', '8/3', '7'] -> 7/5 * (1/7 + 7) / (8/3 - 9/4)
[215416] ['2/3', '6/7', '4/3', '9/5', '6'] -> (2/3 + 4/3 / 6/7) * 9/5 * 6
[215417] ['7/8', '7/8', '8/9', '4/3', '5'] -> 5 / (4/3 - 7/8 / 7/8 / 8/9)
[215418] ['1/4', '2/7', '1/3', '5/3', '3'] -> 3 / (1/4 * (5/3 - 1/3 / 2/7))
[215419] ['1/7', '3/7', '3/7', '1/2', '1'] -> 1 / (3/7 * 3/7 - 1/7) - 1/2
[215420] ['7/9', '7/8', '8/9', '3/2', '2'] -> 3/2 / (8/9 - (7/9 + 7/8) / 2)
[215421] ['1/8', '1/7', '4/5', '7/5', '9'] -> 9 / (1/8 + 7/5 * 1/7 / 4/5)
[215422] ['4/5', '3/2', '3/2', '7/3', '8'] -> (7/3 + 3/2 / 3/2) * (8 - 4/5)
[215423] ['3/8', '5/7', '4/3', '8/5', '6'] -> 5/7 * 6 * (4/3 + 8/5 / 3/8)
[215424] ['1/7', '3/7', '3/7', '5/9', '1'] -> (1 / 3/7 - 3/7) / (1/7 * 5/9)
[215425] ['2/3', '6/7', '4/3', '5/2', '6'] -> 2/3 + 5/2 * 6 / (6/7 / 4/3)
[215426] ['4/9', '5/8', '5/8', '7/9', '6'] -> (7/9 + 5/8 / 5/8) / (4/9 / 6)
[215427] ['7/9', '7/8', '8/9', '5/3', '2'] -> 2 / (7/9 / 8/9 + 7/8 - 5/3)
[215428] ['1/7', '7/5', '7/3', '7/3', '7'] -> (7/3 + 7/3) * (1/7 + 7 / 7/5)
[215429] ['2/3', '6/7', '4/3', '9/2', '6'] -> 9/2 * 6 * (4/3 / 6/7 - 2/3)
[215430] ['6/7', '7/8', '8/5', '7/4', '9'] -> 8/5 * (7/4 * 9 - 6/7 * 7/8)
[215431] ['4/5', '3/2', '3/2', '9/2', '8'] -> 3/2 * (3/2 + 9/2 + 8 / 4/5)
[215432] ['2/3', '5/7', '4/3', '9/2', '8'] -> 2/3 + (9/2 + 8) / (5/7 / 4/3)
[215433] ['2/3', '6/7', '7/5', '7/5', '6'] -> (6/7 + 6) * (7/5 + 7/5 / 2/3)
[215434] ['6/7', '7/8', '8/5', '9/4', '9'] -> 8/5 / (6/7 * 7/8) * (9/4 + 9)
[215435] ['4/9', '5/8', '5/8', '5/6', '6'] -> (5/8 + 5/6 / 4/9) / (5/8 / 6)
[215436] ['1/6', '4/3', '7/5', '7/5', '2'] -> (2 + 7/5 / 7/5) / (1/6 / 4/3)
[215437] ['3/7', '4/9', '5/6', '5/2', '7'] -> (5/2 + 7) / (5/6 - 4/9) - 3/7
[215438] ['1/8', '1/7', '4/5', '7/4', '9'] -> 9 / (1/8 + 1/7) / (4/5 * 7/4)
[215439] ['4/5', '3/2', '5/3', '9/4', '8'] -> 9/4 * (3/2 * 8 - 4/5 * 5/3)
[215440] ['6/7', '7/8', '8/5', '7/3', '9'] -> 9 / (7/3 * 6/7 / 8/5 - 7/8)
[215441] ['4/9', '5/8', '5/6', '6/7', '1'] -> 5/8 / (6/7 - 5/6) - 1 / 4/9
[215442] ['1/5', '2/3', '1', '9/8', '9/2'] -> 1 / (9/2 - (9/8 + 2/3 / 1/5))
[215443] ['1/7', '3/7', '3/7', '3/4', '1'] -> (3/7 + 3/7) / (1/7 * (1 - 3/4))
[215444] ['7/9', '7/8', '8/9', '2', '7/3'] -> 8/9 / 7/9 / (7/3 - 2 / 7/8)
[215445] ['4/9', '5/8', '5/6', '7/8', '1'] -> 5/6 / (4/9 * 5/8) / (1 - 7/8)
[215446] ['2/3', '6/7', '7/5', '5/3', '6'] -> (6/7 + 6) * 5/3 / (2/3 / 7/5)
[215447] ['3/8', '5/7', '4/3', '7/3', '6'] -> (5/7 * 7/3 + 4/3 + 6) / 3/8
[215448] ['1/6', '4/3', '7/5', '7/4', '2'] -> 2 / (1/6 - 4/3 + 7/4 / 7/5)
[215449] ['4/9', '5/8', '5/8', '8/9', '6'] -> 4/9 * 6 / (5/8 / 5/8 - 8/9)
[215450] ['1/7', '3/7', '3/7', '7/9', '1'] -> (3/7 + 1 / (3/7 * 7/9)) / 1/7
[215451] ['1/8', '1/7', '4/5', '9/4', '9'] -> 9 / (1/7 / 1/8 - 4/5) - 9/4
[215452] ['1/7', '7/5', '8/3', '8/3', '7'] -> (1/7 + 7) * 7/5 * 8/3 - 8/3
[215453] ['7/9', '7/8', '8/9', '2', '8/3'] -> (2 + 8/9 / 8/3) / (7/8 - 7/9)
[215454] ['2/3', '5/7', '7/5', '5/2', '8'] -> (5/7 + 5/2) * 8 * 2/3 * 7/5
[215455] ['3/7', '4/9', '6/7', '6/7', '7'] -> 7 * ((6/7 + 6/7) / 4/9 - 3/7)
[215456] ['1/5', '2/3', '1', '8/7', '6/5'] -> 8/7 / (1 / (1/5 + 6/5) - 2/3)
[215457] ['4/9', '5/8', '5/6', '1', '9/8'] -> 5/6 / (4/9 * 5/8) / (9/8 - 1)
[215458] ['2/3', '6/7', '7/5', '9/5', '6'] -> 2/3 * 6 / (9/5 - 7/5 / 6/7)
[215459] ['2/3', '5/7', '7/5', '7/2', '8'] -> 2/3 * 8 * (7/2 + 5/7 * 7/5)
[215460] ['4/5', '3/2', '7/4', '7/3', '8'] -> 8 / (3/2 + 7/4 - 7/3 / 4/5)
[215461] ['3/7', '4/9', '6/7', '7/8', '7'] -> 7 / (6/7 - 3/7 * (4/9 + 7/8))
[215462] ['1/6', '4/3', '7/5', '2', '7/3'] -> 4/3 / 1/6 / (2 - 7/3 / 7/5)
[215463] ['1/4', '2/7', '3/8', '5/6', '3'] -> (1/4 + 3 / (2/7 / 5/6)) / 3/8
[215464] ['1/7', '7/5', '8/3', '9/2', '7'] -> 7 + 7/5 * (1/7 + 8/3 * 9/2)
[215465] ['1/7', '3/7', '3/7', '7/8', '1'] -> 1 / (3/7 * 7/8 - 1/7 / 3/7)
[215466] ['1/5', '2/3', '1', '8/7', '9/7'] -> (1 + 9/7) / (1/5 * (8/7 - 2/3))
[215467] ['6/7', '7/8', '5/3', '9/5', '9'] -> 5/3 / (6/7 * 7/8) * (9/5 + 9)
[215468] ['4/9', '5/8', '5/6', '1', '5/4'] -> 1 / (5/4 * 4/9 / 5/6 - 5/8)
[215469] ['4/9', '5/8', '5/8', '5/4', '6'] -> 5/8 * 6 / (5/8 / 4/9 - 5/4)
[215470] ['3/7', '4/9', '6/7', '8/7', '7'] -> 7 * (3/7 + 8/7 / (4/9 * 6/7))
[215471] ['1/5', '2/3', '1', '8/7', '7/5'] -> 7/5 / (1/5 / 8/7) / (1 - 2/3)
[215472] ['1/7', '3/7', '3/7', '1', '9/8'] -> (1/7 + 1) / (3/7 - 3/7 / 9/8)
[215473] ['4/5', '3/2', '9/4', '7/2', '8'] -> 9/4 * (7/2 + 8) - 3/2 / 4/5
[215474] ['2/3', '5/7', '3/2', '9/5', '8'] -> 5/7 * 8 * (3/2 + 9/5 / 2/3)
[215475] ['1/8', '1/7', '4/5', '9/2', '9'] -> 4/5 * 9 + 9/2 / (1/8 + 1/7)
[215476] ['1/4', '2/7', '3/8', '6/5', '3'] -> (1/4 + 3 / (2/7 * 6/5)) / 3/8
[215477] ['1/7', '3/2', '3/2', '3/2', '7'] -> 3/2 * (3/2 / 1/7 - (3/2 - 7))
[215478] ['6/7', '7/8', '5/3', '5/2', '9'] -> 9 / (5/2 / 6/7 - (7/8 + 5/3))
[215479] ['1/4', '2/7', '3/8', '5/4', '3'] -> (3 / 2/7 - (1/4 + 5/4)) / 3/8
[215480] ['2/3', '6/7', '3/2', '3/2', '6'] -> 6 * (3/2 / 2/3 + 3/2 / 6/7)
[215481] ['4/9', '5/8', '5/8', '4/3', '6'] -> 6 * (5/8 / 5/8 + 4/3 / 4/9)
[215482] ['1/7', '3/2', '3/2', '8/5', '7'] -> 3/2 / (1/7 * 7 - 3/2 / 8/5)
[215483] ['1/7', '3/7', '3/7', '1', '5/4'] -> (3/7 + 3/7) / (1/7 * (5/4 - 1))
[215484] ['1/7', '3/2', '3/2', '7/4', '7'] -> (7 - 3/2 / 3/2) / (1/7 * 7/4)
[215485] ['2/3', '6/7', '3/2', '5/3', '6'] -> (6/7 + 6) * 3/2 * (2/3 + 5/3)
[215486] ['4/9', '5/8', '5/8', '7/5', '6'] -> 7/5 + (5/8 + 6 / 4/9) / 5/8
[215487] ['7/8', '7/8', '9/8', '5/3', '5'] -> 5 / (5/3 * (9/8 - 7/8 / 7/8))
[215488] ['4/9', '5/8', '5/6', '1', '5/3'] -> 5/3 / (5/8 * (4/9 + 1) - 5/6)
[215489] ['2/3', '5/7', '3/2', '9/2', '8'] -> ((9/2 + 8) / 5/7 - 3/2) / 2/3
[215490] ['1/4', '2/7', '3/8', '5/3', '3'] -> (3 - 1/4) / (2/7 * 3/8) - 5/3
[215491] ['3/8', '5/7', '3/2', '3/2', '6'] -> ((3/2 + 6) / 5/7 - 3/2) / 3/8
[215492] ['1/5', '2/3', '1', '8/7', '7/3'] -> 8/7 / (1/5 * (2/3 - 1 / 7/3))
[215493] ['7/8', '7/8', '9/8', '9/5', '5'] -> 9/5 / (9/8 - (7/8 + 7/8 / 5))
[215494] ['1/6', '4/3', '7/4', '7/4', '2'] -> (2 + 7/4 / 7/4) / (1/6 / 4/3)
[215495] ['2/3', '5/7', '8/5', '8/5', '8'] -> 8/5 / (5/7 - 2/3) - (8/5 + 8)
[215496] ['1/8', '1/7', '5/6', '8/7', '9'] -> (9 + 8/7 / 1/7) / (5/6 - 1/8)
[215497] ['4/9', '5/8', '5/8', '7/4', '6'] -> 6 * (7/4 + 5/8 / (4/9 * 5/8))
[215498] ['7/9', '7/8', '9/8', '5/3', '2'] -> 2 / (7/9 * 9/8 + 7/8 - 5/3)
[215499] ['6/7', '7/8', '9/5', '9/5', '9'] -> (9/5 + 9/5 * 9) / (6/7 * 7/8)
[215500] ['1/8', '1/7', '5/6', '7/6', '9'] -> 5/6 / 7/6 * 9 / (1/8 + 1/7)
[215501] ['1/7', '3/7', '3/7', '1', '5/3'] -> 3/7 / (3/7 / (1 + 5/3) - 1/7)
[215502] ['3/8', '5/7', '3/2', '7/4', '6'] -> (3/2 + 6 * 5/7 * 7/4) / 3/8
[215503] ['1/5', '2/3', '1', '8/7', '7/2'] -> 8/7 / (1 - 2/3 / (1/5 * 7/2))
[215504] ['4/9', '5/8', '5/8', '9/5', '6'] -> 6 / ((5/8 + 5/8) / 9/5 - 4/9)
[215505] ['2/3', '5/7', '8/5', '5/2', '8'] -> (8/5 - 2/3) * 8 * (5/7 + 5/2)
[215506] ['4/9', '5/8', '5/8', '9/4', '6'] -> 6 / (5/8 + 5/8 - 4/9 * 9/4)
[215507] ['7/8', '7/8', '9/8', '9/2', '5'] -> (5 + 7/8 / 7/8) / (9/8 / 9/2)
[215508] ['1/7', '3/7', '3/7', '1', '9/5'] -> (1 / 3/7 - 3/7) / (1/7 / 9/5)
[215509] ['1/5', '2/3', '1', '8/7', '9/2'] -> 8/7 * (9/2 / 1/5 - 1 / 2/3)
[215510] ['6/7', '7/8', '9/5', '5/2', '9'] -> 5/2 / (6/7 * 7/8) * (9 - 9/5)
