[295486] ['4/9', '8/7', '3/2', '9/5', '8'] -> 9/5 * (4/9 + 3/2) * (8 - 8/7)
[297618] ['5/7', '4/5', '1', '6/5', '5/4'] -> 6/5 / (4/5 + 1 - 5/4 / 5/7)
[297619] ['2/7', '2/7', '3/5', '5/8', '6'] -> (6 / (5/8 * (2/7 / 2/7)) - 3/5))
[297620] ['1/8', '2/5', '2', '8/3', '8/3'] -> 8/3 / (2 * 1/8 * 2/5) - 8/3
[297621] ['3/7', '5/7', '7/8', '8/9', '9'] -> (9 / 8/9 - (5/7 - 7/8)) / 3/7
[297622] ['4/5', '4/5', '8/7', '7/5', '7'] -> 8/7 * 7 * (7/5 + 4/5 + 4/5)
[297623] ['2/7', '9/8', '9/5', '7/2', '9'] -> 9 / (2/7 * 7/2 - 9/8 / 9/5)
[297624] ['5/9', '3/5', '2/3', '5/6', '7'] -> (7 / (3/5 * 5/6) - 2/3) / 5/9
[297625] ['1/6', '8/7', '7/5', '8/3', '3'] -> 8/3 * (8/7 / 1/6 + 3 / 7/5)
[297626] ['2/7', '2/7', '3/5', '3/4', '6'] -> 6 / (3/4 / 3/5 - 2/7 / 2/7)
[297627] ['1/8', '2/5', '2', '8/3', '7/2'] -> 8/3 * (1/8 * 2 + 7/2 / 2/5)
[297628] ['4/5', '4/5', '8/7', '3/2', '7'] -> 7 * (4/5 + 8/7 * (4/5 + 3/2))
[297629] ['1/2', '7/5', '3/2', '2', '7/3'] -> (2 / (1/2 * (7/3 / 7/5)) - 3/2))
[297630] ['1/9', '3/5', '7/8', '1', '6/5'] -> 1 / (1/9 * (7/8 - 3/5 / 6/5))
[297631] ['5/9', '3/5', '2/3', '6/7', '7'] -> (6/7 + 2/3 / 5/9) * 7 / 3/5
[297632] ['1/2', '7/5', '3/2', '2', '5/2'] -> 5/2 / (3/2 - 7/5) - 1/2 * 2
[297633] ['4/5', '4/5', '8/7', '5/3', '7'] -> 5/3 * (4/5 + 7 * (4/5 + 8/7))
[297634] ['3/7', '5/9', '4/5', '3/2', '5'] -> 5 * (4/5 / (5/9 - 3/7) - 3/2)
[297635] ['2/7', '2/3', '5/7', '8/9', '1'] -> 8/9 * (2/7 + 1) / (5/7 - 2/3)
[297636] ['2/7', '9/8', '9/4', '9/4', '9'] -> (9 / 2/7 - (9/4 + 9/4)) / 9/8
[297637] ['2/7', '2/7', '3/5', '5/6', '6'] -> (2/7 + 6) / (5/6 * (3/5 - 2/7))
[297638] ['4/9', '3/2', '9/5', '9/2', '8'] -> (3/2 + 9/2) * (8 / 9/5 - 4/9)
[297639] ['5/9', '3/5', '2/3', '7/8', '7'] -> 7 / (7/8 * (2/3 - 5/9 * 3/5))
[297640] ['4/5', '4/5', '8/7', '7/4', '7'] -> (8/7 + 4/5 + 4/5) * (7/4 + 7)
[297641] ['1/7', '3/8', '3/5', '3/4', '2'] -> 3/5 / (3/8 - 3/4 / (1/7 + 2))
[297642] ['5/7', '4/5', '1', '6/5', '5/3'] -> (1 + 6/5) / (4/5 - 5/7) - 5/3
[297643] ['5/9', '3/5', '2/3', '8/7', '7'] -> 8/7 * 7 / (2/3 - 5/9 * 3/5)
[297644] ['1/8', '2/5', '2', '9/2', '9/2'] -> 9/2 / ((2 - 1/8) / 2/5 - 9/2)
[297645] ['1/9', '3/5', '7/8', '1', '4/3'] -> (1 + 4/3 / (1/9 * 3/5)) / 7/8
[297646] ['2/7', '2/3', '5/7', '1', '7/6'] -> (2/7 + 1 / 7/6) / (5/7 - 2/3)
[297647] ['1/7', '3/7', '4/5', '7/8', '8'] -> (1/7 + 8) / (7/8 - 3/7 / 4/5)
[297648] ['1/9', '4/5', '7/8', '9/2', '8'] -> 8 / (1/9 / 4/5 + 7/8 / 9/2)
[297649] ['3/7', '5/7', '7/8', '8/5', '9'] -> (3/7 + 9 / 7/8) * 8/5 / 5/7
[297650] ['3/7', '5/9', '4/5', '5/3', '5'] -> 5/9 + 5 * (4/5 + 5/3 / 3/7)
[297651] ['4/9', '3/2', '5/2', '5/2', '8'] -> 8 / (5/2 / 5/2 - 4/9 * 3/2)
[297652] ['1/8', '3/7', '3/7', '3/7', '2'] -> (3/7 + 3/7 * 2) / (1/8 * 3/7)
[297653] ['2/7', '2/7', '3/5', '8/9', '6'] -> 6 / (2/7 / (3/5 * /9) - 2/7)
[297654] ['1/9', '4/5', '8/9', '8/9', '8'] -> 8 / (1/9 - 8/9 + 8/9 / 4/5)
[297655] ['5/7', '4/5', '1', '6/5', '9/4'] -> 6/5 / (9/4 - (4/5 + 1 / 5/7))
[297656] ['4/9', '3/2', '5/2', '7/2', '8'] -> 8 / (7/2 - (5/2 + 4/9 * 3/2))
[297657] ['1/7', '3/7', '4/5', '8/9', '8'] -> 8 / (8/9 * 3/7 / 4/5 - 1/7)
[297658] ['2/7', '2/7', '3/5', '9/8', '6'] -> 6 / (9/8 * 2/7 / 3/5 - 2/7)
[297659] ['1/2', '7/5', '8/5', '2', '9/4'] -> (7/5 + 8/5) / (1/2 * (9/4 - 2))
[297660] ['3/7', '5/9', '4/5', '9/5', '5'] -> (5 / (3/7 * 5/9) - 9/5) / 4/5
[297661] ['1/8', '3/7', '3/7', '5/9', '2'] -> 2 / (1/8 * (3/7 + 3/7 * 5/9))
[297662] ['4/9', '3/2', '7/2', '7/2', '8'] -> 8 / (7/2 / 7/2 - 4/9 * 3/2)
[297663] ['1/7', '3/7', '4/5', '9/8', '8'] -> 8 / (3/7 / (4/5 * /8) - 1/7)
[297664] ['4/5', '4/5', '8/7', '9/2', '7'] -> 7 * (8/7 * (9/2 - 4/5) - 4/5)
[297665] ['5/9', '3/5', '2/3', '3/2', '7'] -> (7 + 2/3 * 3/2) / (5/9 * 3/5)
[297666] ['2/7', '9/8', '7/3', '7/2', '9'] -> (9 / ((2/7 * 9/8) * 7/2) - 7/3))
[297667] ['3/7', '5/9', '4/5', '9/4', '5'] -> 5 / (4/5 * 3/7 * 5/9) - 9/4
[297668] ['1/8', '3/7', '3/7', '3/5', '2'] -> (2 - 3/7 / 3/5) / (1/8 * 3/7)
[297669] ['2/7', '2/7', '3/5', '5/4', '6'] -> 6 / (2/7 / 2/7 - 3/5 * 5/4)
[297670] ['1/6', '8/7', '8/5', '5/3', '3'] -> 8/7 * 5/3 * (3 + 8/5 / 1/6)
[297671] ['4/5', '4/5', '7/6', '7/6', '7'] -> 4/5 * 7 / (7/6 - 4/5 * 7/6)
[297672] ['3/7', '5/7', '7/8', '5/2', '9'] -> (9 - 3/7 / 5/7) * 5/2 / 7/8
[297673] ['1/2', '7/5', '8/5', '2', '7/2'] -> (7/5 + 8/5) * 2 * (1/2 + 7/2)
[297674] ['1/7', '3/7', '4/5', '8/7', '8'] -> (8/7 / 4/5 - 1/7) * 8 / 3/7
[297675] ['4/9', '8/5', '8/5', '7/4', '8'] -> 8 / (4/9 * (7/4 - 8/5 / 8/5))
[297676] ['1/8', '3/7', '3/7', '7/9', '2'] -> (2 / ((1/8 * 7/9) * 3/7) + 3/7))
[297677] ['4/5', '4/5', '7/6', '5/4', '7'] -> 7 / (7/6 * (5/4 - 4/5 / 4/5))
[297678] ['3/7', '5/7', '7/8', '7/2', '9'] -> (5/7 * 9 - 3/7) * 7/2 / 7/8
[297679] ['2/7', '9/8', '5/2', '8/3', '9'] -> 9 / 2/7 - 8/3 * 9/8 * 5/2
[297680] ['1/6', '8/7', '8/5', '9/5', '3'] -> (9/5 * 3 - 8/5 / 8/7) / 1/6
[297681] ['1/9', '3/5', '7/8', '1', '7/3'] -> 7/3 / ((1 - 7/8) / 3/5 - 1/9)
[297682] ['2/7', '2/7', '3/5', '3/2', '6'] -> (2/7 + 6 / 3/5) / (2/7 * 3/2)
[297683] ['1/7', '3/8', '3/5', '8/7', '2'] -> (2 / 3/8 - 8/7 / 3/5) / 1/7
[297684] ['2/7', '9/8', '5/2', '7/2', '9'] -> 9 / (5/2 - (9/8 + 2/7 * 7/2))
[297685] ['1/7', '3/7', '4/5', '4/3', '8'] -> 8 / (4/3 * (3/7 - 1/7 / 4/5))
[297686] ['4/5', '4/5', '7/6', '9/7', '7'] -> 4/5 / (7 * (9/7 - 7/6) - 4/5)
[297687] ['1/9', '3/5', '7/8', '1', '5/2'] -> (1 / 1/9 - 3/5) * 5/2 / 7/8
[297688] ['1/7', '3/8', '3/5', '7/6', '2'] -> 2 / (3/8 / 7/6 - 1/7 / 3/5)
[297689] ['4/9', '8/5', '8/5', '5/2', '8'] -> (8/5 + 8) / (4/9 * (5/2 - 8/5))
[297690] ['1/9', '4/5', '8/9', '3/2', '8'] -> 1/9 + (8/9 + 3/2) * 8 / 4/5
[297691] ['5/7', '4/5', '1', '5/4', '9/7'] -> ((5/7 / (4/5 * 9/7) - 5/4)) - 1)
[297692] ['3/7', '5/9', '4/5', '7/2', '5'] -> 4/5 * 7/2 * (5 / 5/9 - 3/7)
[297693] ['3/7', '5/7', '8/9', '7/6', '9'] -> 8/9 / 7/6 * 9 / (5/7 - 3/7)
[297694] ['1/7', '3/7', '4/5', '5/3', '8'] -> (8 / (5/3 * (3/7 * 4/5)) - 1/7))
[297695] ['1/6', '8/7', '8/5', '8/3', '3'] -> (8/7 + 8/3 / 1/6) * (3 - 8/5)
[297696] ['3/7', '5/7', '8/9', '6/5', '9'] -> 9 / (5/7 * 6/5 - 3/7 / 8/9)
[297697] ['2/7', '2/7', '3/5', '7/3', '6'] -> 6 * (7/3 + 2/7 / (2/7 * /5)
)[297698] ['4/9', '8/5', '5/3', '7/3', '8'] -> (7/3 + 8 * 5/3 / 8/5) / 4/9
[297699] ['3/7', '5/9', '5/6', '5/6', '5'] -> (5/6 + 5/6 + 5 / 3/7) / 5/9
[297700] ['2/7', '9/8', '7/2', '7/2', '9'] -> (7/2 * (9 - 2/7) - 7/2) / 9/8
[297701] ['4/9', '8/5', '5/3', '5/2', '8'] -> (5/2 - 5/3) * 8 * 8/5 / 4/9
[297702] ['1/7', '3/8', '3/5', '7/5', '2'] -> 3/5 / (2 * 1/7 * 7/5 - 3/8)
[297703] ['1/7', '3/7', '4/5', '7/3', '8'] -> 7/3 * (8 / 4/5 - (1/7 - 3/7))
[297704] ['3/7', '5/9', '5/6', '7/8', '5'] -> (5 / (7/8 * (5/9 / 5/6)) - 3/7))
[297705] ['2/7', '9/8', '9/2', '9/2', '9'] -> (9/2 + 9) / (9/2 - 9/8 / 2/7)
[297706] ['1/8', '3/7', '3/7', '4/3', '2'] -> (3/7 * 4/3 + 3/7 + 2) / 1/8
[297707] ['4/5', '4/5', '7/6', '9/4', '7'] -> (7 + 4/5 * 9/4) / (7/6 - 4/5)
[297708] ['2/7', '2/3', '5/7', '1', '9/2'] -> 9/2 * ((5/7 + 1) / 2/7 - 2/3)
[297709] ['1/9', '4/5', '9/8', '7/6', '8'] -> (7/6 / 4/5 - 9/8) * 8 / 1/9
[297710] ['5/9', '3/5', '5/7', '7/8', '7'] -> 7 / (5/7 * 7/8 - 5/9 * 3/5)
[297711] ['2/7', '2/7', '5/8', '5/8', '6'] -> 6 / (5/8 + 5/8 - 2/7 / 2/7)
[297712] ['4/9', '8/5', '5/3', '9/2', '8'] -> 5/3 * (8 * 4/9 * 9/2 - 8/5)
[297713] ['3/7', '5/7', '8/9', '8/5', '9'] -> (9 + 8/5 * 5/7 / 8/9) / 3/7
[297714] ['4/5', '4/5', '7/6', '5/2', '7'] -> 7 * (4/5 + 4/5) * 5/2 / 7/6
[297715] ['1/2', '7/5', '7/4', '2', '5/2'] -> (7/4 + 2) * (7/5 + 5/2 / 1/2)
[297716] ['1/2', '7/5', '7/4', '2', '8/3'] -> 2 / (1/2 * 8/3 - 7/4 / 7/5)
[297717] ['3/7', '5/9', '5/6', '8/7', '5'] -> 8/7 * 5 / (5/9 / 5/6 - 3/7)
[297718] ['1/8', '3/7', '3/7', '9/5', '2'] -> 2 / (1/8 * (3/7 + 3/7 / 9/5))
[297719] ['4/9', '8/5', '7/4', '9/5', '8'] -> 8 * (8/5 + 9/5 * 4/9 * 7/4)
[297720] ['3/7', '5/9', '5/6', '7/6', '5'] -> (5 + 5/6 / 7/6) / (3/7 * 5/9)
[297721] ['1/2', '7/5', '7/4', '2', '9/2'] -> (7/4 + 2) * (9/2 + 1/2 + 7/5)
[297722] ['4/9', '8/5', '7/4', '9/4', '8'] -> 8/5 * (4/9 * 9/4 + 7/4 * 8)
[297723] ['2/7', '2/7', '5/8', '6/7', '6'] -> (6/7 + 6 / 2/7) / (2/7 + 5/8)
[297724] ['1/6', '8/7', '5/3', '8/3', '3'] -> 8/7 * (5/3 * 3 + 8/3 / 1/6)
[297725] ['2/7', '2/3', '3/4', '8/9', '1'] -> (1 + 2/3 / 2/7) / (8/9 - 3/4)
[297726] ['1/7', '3/8', '3/5', '2', '8/3'] -> 3/5 * (8/3 + 2 / (1/7 * 3/8))
[297727] ['1/9', '4/5', '9/8', '4/3', '8'] -> 9/8 * 8 + 4/3 / (1/9 * 4/5)
[297728] ['1/7', '3/7', '5/6', '9/8', '8'] -> 8 / (5/6 / (1/7 + 3/7) - 9/8)
[297729] ['4/5', '4/5', '6/5', '5/4', '7'] -> 6/5 * 7 / (4/5 + 4/5 - 5/4)
[297730] ['3/7', '5/9', '5/6', '5/4', '5'] -> (5 / (3/7 * (5/6 * 5/4)) - 5/9))
[297731] ['2/7', '8/7', '8/7', '9/5', '9'] -> (8/7 + 9 * 8/7 / 9/5) / 2/7
[297732] ['1/8', '3/7', '4/9', '1/2', '2'] -> 2 / (3/7 * (4/9 - 1/8 / 1/2))
[297733] ['2/7', '2/7', '5/8', '8/9', '6'] -> (2/7 + 6 / 8/9) / 2/7 - 5/8
[297734] ['1/7', '3/7', '5/6', '9/7', '8'] -> (8 + (3/7 + 9/7) / 1/7) / 5/6
[297735] ['1/9', '4/5', '9/8', '3/2', '8'] -> 8 / (1/9 * (9/8 + 3/2 / 4/5))
[297736] ['3/7', '5/7', '8/9', '7/2', '9'] -> 7/2 * (8/9 * 9 - (3/7 + 5/7))
[297737] ['2/7', '8/7', '8/7', '9/4', '9'] -> 9 * 8/7 * 9/4 - (2/7 - 8/7)
[297738] ['5/7', '4/5', '1', '5/4', '9/2'] -> 4/5 * 9/2 / (1 / 5/7 - 5/4)
[297739] ['2/7', '2/7', '5/8', '9/8', '6'] -> (2/7 + 9/8 * 6) / 2/7 - 5/8
[297740] ['1/9', '4/5', '9/8', '5/3', '8'] -> 5/3 * (8 + 4/5 / (1/9 * 9/8))
[297741] ['2/7', '8/7', '8/7', '7/3', '9'] -> 7/3 * (2/7 + 9 + 8/7 / 8/7)
[297742] ['5/7', '4/5', '1', '9/7', '9/7'] -> (9/7 + 9/7) / (1 - 5/7 / 4/5)
[297743] ['5/9', '3/5', '5/7', '7/5', '7'] -> (7 + 5/7 * 7/5) / (5/9 * 3/5)
[297744] ['1/7', '3/8', '5/8', '5/7', '2'] -> (5/7 + 3/8 + 5/8) * 2 / 1/7
[297745] ['1/9', '3/5', '8/9', '1', '5/2'] -> 5/2 * (3/5 + 1 + 8/9 / 1/9)
[297746] ['4/5', '4/5', '6/5', '8/5', '7'] -> (4/5 + 6/5) * (4/5 + 8/5 * 7)
[297747] ['4/9', '8/5', '9/5', '5/2', '8'] -> 8 * (5/2 + 9/5 * 4/9 / 8/5)
[297748] ['1/8', '3/7', '4/9', '4/7', '2'] -> (3/7 + 2 * 4/7 / 4/9) / 1/8
[297749] ['3/7', '5/7', '9/8', '7/6', '9'] -> (9 / ((5/7 - 3/7) * 9/8) * 7/6))
[297750] ['5/7', '4/5', '1', '9/7', '4/3'] -> (5/7 + 9/7) / (4/3 - 1 / 4/5)
[297751] ['1/9', '4/5', '9/8', '7/4', '8'] -> 7/4 / (1/9 * 9/8) + 8 / 4/5
[297752] ['2/7', '8/7', '8/7', '5/2', '9'] -> 8/7 * 9 / (8/7 - 2/7 * 5/2)
[297753] ['4/5', '4/5', '6/5', '5/3', '7'] -> 7 * (4/5 + 4/5) / (5/3 - 6/5)
[297754] ['2/7', '2/7', '5/8', '6/5', '6'] -> 6 / (2/7 / 2/7 - 5/8 * 6/5)
[297755] ['2/7', '2/3', '3/4', '1', '7/5'] -> 2/7 / ((2/3 + 3/4) / 7/5 - 1)
[297756] ['1/7', '3/7', '5/6', '8/3', '8'] -> 8/3 * ((8 - 1/7) / 5/6 - 3/7)
[297757] ['5/9', '3/5', '5/7', '8/5', '7'] -> 5/7 * 8/5 * 7 / (5/9 * 3/5)
[297758] ['3/7', '5/9', '5/6', '8/5', '5'] -> 5 / (3/7 * (5/6 - 5/9 / 8/5))
[297759] ['3/7', '5/7', '9/8', '5/4', '9'] -> 9 / (9/8 - 5/4 * 3/7 / 5/7)
[297760] ['1/2', '7/5', '2', '9/4', '7/3'] -> 2 / (9/4 - 1/2 - 7/3 / 7/5)
[297761] ['4/5', '4/5', '6/5', '9/4', '7'] -> (4/5 + 4/5) * 9/4 * 7 - 6/5
[297762] ['1/9', '3/5', '8/9', '1', '9/2'] -> 8/9 / (1 / 9/2 - 1/9 / 3/5)
[297763] ['1/7', '3/8', '5/8', '5/6', '2'] -> 2 / (1/7 * (5/6 + 3/8 - 5/8))
[297764] ['3/7', '5/9', '5/6', '5/3', '5'] -> (5/9 + 5 * 5/3 / 3/7) / 5/6
[297765] ['5/9', '3/5', '5/7', '5/3', '7'] -> 7 * (3/5 * 5/7 + 5/3 / 5/9)
[297766] ['1/8', '3/7', '4/9', '2/3', '2'] -> 2 * (2/3 / (1/8 * 3/7) - 4/9)
[297767] ['4/9', '8/5', '9/4', '7/2', '8'] -> (8/5 + 8) * (7/2 - 4/9 * 9/4)
[297768] ['2/7', '2/7', '5/8', '4/3', '6'] -> (6 - 2/7) / (4/3 * 2/7 * 5/8)
[297769] ['1/9', '4/5', '9/8', '7/3', '8'] -> 4/5 * (9/8 * 8 + 7/3 / 1/9)
[297770] ['2/7', '8/7', '7/6', '7/6', '9'] -> (9 - (8/7 + 7/6 / 7/6)) / 2/7
[297771] ['3/7', '5/9', '5/6', '7/4', '5'] -> (5 / ((3/7 * 7/4) * 5/6) - 5/9))
[297772] ['3/7', '5/7', '9/8', '8/5', '9'] -> (9 + 8/5 * 5/7 * 9/8) / 3/7
[297773] ['4/5', '4/5', '6/5', '5/2', '7'] -> 6/5 * 5/2 * (7 + 4/5 / 4/5)
[297774] ['4/9', '8/5', '9/4', '9/2', '8'] -> 4/9 * 8/5 * (9/2 * 8 - 9/4)
[297775] ['2/7', '2/3', '3/4', '1', '7/4'] -> (1 / ((2/7 * 7/4) * 3/4) - 2/3))
[297776] ['1/9', '4/5', '9/8', '8/3', '8'] -> 8/3 * (1/9 + 8 / (4/5 * 9/8))
[297777] ['5/9', '3/5', '5/7', '9/5', '7'] -> (7 / 5/7 - 9/5) / (5/9 * 3/5)
[297778] ['1/8', '3/7', '4/9', '3/4', '2'] -> (3/4 / 1/8 + 2 / 3/7) / 4/9
[297779] ['1/6', '8/7', '9/5', '8/3', '3'] -> (8/3 / 8/7 + 3 / 9/5) / 1/6
[297780] ['1/2', '7/5', '2', '9/4', '8/3'] -> 2 / (7/5 * (8/3 - 9/4) - 1/2)
[297781] ['1/7', '3/8', '5/8', '9/8', '2'] -> (9/8 / 1/7 - 3/8) * 2 / 5/8
[297782] ['3/7', '5/9', '5/6', '9/5', '5'] -> (5 / 3/7 - 5/9) * 9/5 / 5/6
[297783] ['2/7', '2/7', '5/8', '7/4', '6'] -> 2/7 * 6 / (5/8 / 7/4 - 2/7)
[297784] ['3/7', '5/7', '9/8', '7/4', '9'] -> 9 * 5/7 / 3/7 / (7/4 - 9/8)
[297785] ['1/8', '3/7', '4/9', '7/9', '2'] -> (3/7 + 2 + 4/9 / 7/9) / 1/8
[297786] ['1/9', '3/5', '1', '9/8', '5/4'] -> (1 / (1/9 * 9/8) - (3/5 * 5/4)))
[297787] ['3/7', '5/7', '9/8', '5/2', '9'] -> 9 / (5/2 * 3/7 / 5/7 - 9/8)
[297788] ['2/7', '8/7', '7/6', '3/2', '9'] -> 9 * (8/7 / 2/7 - 7/6) - 3/2
[297789] ['5/9', '3/5', '5/7', '5/2', '7'] -> 5/2 * (3/5 + 7 * 5/7 / 5/9)
[297790] ['2/7', '2/3', '3/4', '1', '7/3'] -> 2/7 / (1 - (2/3 + 3/4 / 7/3))
[297791] ['3/7', '5/9', '5/6', '7/3', '5'] -> (5 / 5/9 - 3/7) * 7/3 / 5/6
[297792] ['1/7', '3/8', '5/8', '5/4', '2'] -> 2 * (5/8 + (3/8 + 5/4) / 1/7)
[297793] ['4/9', '8/5', '5/2', '5/2', '8'] -> 4/9 * 5/2 * (8/5 + 5/2 * 8)
[297794] ['1/8', '3/7', '4/9', '5/6', '2'] -> (5/6 / 3/7 - 4/9) * 2 / 1/8
[297795] ['4/5', '4/5', '5/4', '7/5', '7'] -> (7/5 + 7) / (4/5 + 4/5 - 5/4)
[297796] ['2/7', '8/7', '7/6', '8/5', '9'] -> 7/6 * 8/5 * 9 * (2/7 + 8/7)
[297797] ['2/7', '2/7', '5/8', '9/2', '6'] -> (9/2 + 6 / (2/7 + 2/7)) / 5/8
[297798] ['1/9', '3/5', '1', '9/8', '4/3'] -> (4/3 + 1 / 3/5) / (1/9 * 9/8)
[297799] ['1/7', '3/8', '5/8', '4/3', '2'] -> 4/3 * ((5/8 + 2) / 1/7 - 3/8)
[297800] ['1/2', '7/5', '2', '7/3', '9/2'] -> 9/2 * (2 + 7/3 / (1/2 * 7/5))
[297801] ['1/9', '4/5', '8/7', '6/5', '8'] -> 4/5 / (8/7 / 8 - 1/9) - 6/5
[297802] ['3/7', '5/7', '8/7', '8/5', '9'] -> (3/7 + 8/7 * 9) * 8/5 / 5/7
[297803] ['5/9', '3/5', '3/4', '7/9', '7'] -> 3/5 / (3/4 - 5/9) * (7/9 + 7)
[297804] ['1/9', '3/5', '1', '9/8', '3/2'] -> (1 / (1/9 * (9/8 / 3/5)) - 3/2))
[297805] ['3/7', '5/9', '5/6', '7/2', '5'] -> 7/2 * 5/6 / 5/9 * (5 - 3/7)
[297806] ['1/6', '8/7', '9/4', '5/2', '3'] -> 8/7 * (9/4 / 1/6 + 5/2 * 3)
[297807] ['2/7', '2/3', '3/4', '1', '7/2'] -> (1 + 2/7 * 7/2) / (3/4 - 2/3)
[297808] ['2/7', '2/7', '2/3', '7/5', '6'] -> (2/7 + 6 / 7/5) / (2/7 * 2/3)
[297809] ['4/5', '4/5', '5/4', '7/4', '7'] -> (5/4 + 7/4) * (7 + 4/5 / 4/5)
[297810] ['5/9', '3/5', '3/4', '4/5', '7'] -> (7 / 4/5 - 3/4) / (5/9 * 3/5)
[297811] ['2/7', '8/7', '6/5', '9/7', '9'] -> 9 * (2/7 / 6/5 + 8/7 + 9/7)
[297812] ['1/2', '7/5', '2', '8/3', '8/3'] -> 8/3 / (2 - (1/2 + 7/5)) - 8/3
[297813] ['4/5', '4/5', '5/4', '9/5', '7'] -> 5/4 + (4/5 + 9/5) * 7 / 4/5
[297814] ['1/8', '3/7', '4/9', '8/7', '2'] -> (8/7 / ((1/8 * 3/7) * 4/9) * 2))
[297815] ['3/7', '5/7', '8/7', '9/5', '9'] -> 9/5 * (9 + (5/7 + 8/7) / 3/7)
[297816] ['2/7', '2/7', '2/3', '9/5', '6'] -> 9/5 * 2/3 / 2/7 * (6 - 2/7)
[297817] ['5/9', '3/5', '3/4', '6/7', '7'] -> 7 / (5/9 * 3/5) * 6/7 / 3/4
[297818] ['1/7', '3/8', '5/8', '7/4', '2'] -> 2 * (3/8 - 5/8 + 7/4 / 1/7)
[297819] ['4/5', '4/5', '5/4', '9/4', '7'] -> 5/4 + 7 * (9/4 + 4/5 / 4/5)
[297820] ['4/9', '8/5', '9/2', '9/2', '8'] -> (8/5 + 8) * (9/2 - 4/9 * 9/2)
[297821] ['1/9', '3/5', '1', '9/8', '7/4'] -> (1 / ((1/9 * 3/5) * 7/4) - 9/8))
[297822] ['1/8', '3/7', '4/9', '7/6', '2'] -> 2 / (3/7 * 4/9 - 1/8 / 7/6)
[297823] ['1/2', '7/5', '2', '8/3', '9/2'] -> 8/3 * (2 + 7/5 * (1/2 + 9/2))
[297824] ['3/7', '5/9', '6/7', '8/9', '5'] -> 5 / (5/9 * (6/7 - 3/7 / 8/9))
[297825] ['2/7', '2/7', '5/7', '5/7', '6'] -> (5/7 - (2/7 - 5/7)) * 6 / 2/7
[297826] ['4/5', '4/5', '5/4', '7/3', '7'] -> 5/4 + (4/5 + 7) * 7/3 / 4/5
[297827] ['2/7', '2/3', '7/9', '8/9', '1'] -> (8/9 / (7/9 * 1) - (2/7 + 2/3)))
[297828] ['1/7', '3/8', '5/8', '9/5', '2'] -> 2 * (9/5 / 1/7 - 3/8 / 5/8)
[297829] ['1/2', '7/5', '2', '7/2', '7/2'] -> (7/2 + 7/2 / 7/5) * 2 / 1/2
[297830] ['1/9', '3/5', '1', '9/8', '9/4'] -> (1 / (1/9 * 9/4) - (9/8 / 3/5)))
[297831] ['5/9', '3/5', '3/4', '8/9', '7'] -> 7 / (5/9 / (3/5 * /9) - 3/4)
[297832] ['1/9', '4/5', '8/7', '7/5', '8'] -> 8 * (4/5 / (7/5 - 8/7) - 1/9)
[297833] ['4/5', '4/5', '5/4', '5/2', '7'] -> (4/5 + 4/5 * 7) * (5/4 + 5/2)
[297834] ['2/7', '2/3', '7/9', '1', '9/8'] -> (2/3 / ((2/7 * 7/9) * 9/8) - 1))
[297835] ['4/9', '5/3', '5/3', '9/4', '8'] -> (5/3 * 8 - 5/3) / 4/9 - 9/4
[297836] ['3/7', '5/7', '7/6', '6/5', '9'] -> 9 / (7/6 * 3/7 * 5/7) - 6/5
[297837] ['3/7', '5/9', '6/7', '8/7', '5'] -> 5 * 8/7 / 5/9 / (6/7 - 3/7)
[297838] ['1/6', '8/7', '5/2', '3', '9/2'] -> 9/2 * (3 + (1/6 + 5/2) / 8/7)
[297839] ['5/9', '3/5', '3/4', '9/8', '7'] -> 7 / (9/8 * 5/9 / 3/5 - 3/4)
[297840] ['1/8', '3/7', '4/9', '4/3', '2'] -> 4/3 / (1/8 * 3/7) - 4/9 * 2
[297841] ['1/9', '3/5', '1', '9/8', '5/2'] -> (1 / (1/9 * (3/5 * 5/2)) - 9/8))
[297842] ['1/2', '3/2', '3/2', '9/5', '2'] -> 2 / (3/2 / 9/5 - 1/2 * 3/2)
[297843] ['1/7', '3/7', '7/8', '9/5', '8'] -> 8 / (7/8 * (1/7 + 3/7 / 9/5))
[297844] ['4/9', '5/3', '5/3', '7/2', '8'] -> 5/3 * 8 * (7/2 - 5/3) - 4/9
[297845] ['3/7', '5/7', '7/6', '9/7', '9'] -> 7/6 * 9 * (9/7 / 3/7 - 5/7)
[297846] ['1/6', '8/7', '8/3', '8/3', '3'] -> (8/3 / (1/6 * 3) - (8/3 / 8/7)))
[297847] ['1/2', '3/2', '3/2', '2', '7/3'] -> 2 / (7/3 - (3/2 + 1/2 * 3/2))
[297848] ['5/9', '3/5', '3/4', '7/6', '7'] -> (7 / ((5/9 * 3/5) * 3/4) * 7/6))
[297849] ['1/7', '3/8', '2/3', '2/3', '2'] -> (2 + 2/3 / (1/7 * 2/3)) / 3/8
[297850] ['3/7', '5/9', '6/7', '5/4', '5'] -> (3/7 + 5 / 5/9) / (5/4 - 6/7)
[297851] ['1/6', '8/7', '3', '7/2', '7/2'] -> (7/2 / (1/6 * 7/2) - (3 / 8/7)))
[297852] ['2/7', '8/7', '6/5', '7/2', '9'] -> 9 * (7/2 / 6/5 - 2/7 / 8/7)
[297853] ['1/8', '3/7', '4/9', '3/2', '2'] -> (2 - 4/9) * (3/7 + 3/2) / 1/8
