[177301] ['4/7', '5/6', '5/3', '5/2', '6'] -> (5/2 + 6 / (4/7 / 5/3)) / 5/6
[178515] ['1/3', '1/3', '1/3', '6/5', '6'] -> (6 + 1/3 + 1/3) / (1/3 / 6/5)
[178516] ['2/3', '3/4', '5/3', '2', '5/2'] -> 2 / (5/2 / 5/3 - (2/3 + 3/4))
[178517] ['7/8', '9/8', '6/5', '9/4', '3'] -> 3 / (7/8 + 9/8 - 9/4 / 6/5)
[178518] ['1/6', '8/9', '1', '7/5', '5/2'] -> (1 + 7/5 * 5/2) / (1/6 / 8/9)
[178519] ['4/7', '2/3', '9/8', '8/3', '8'] -> 9/8 * 8/3 + 8 / (4/7 * 2/3)
[178520] ['5/7', '6/7', '5/4', '8/3', '9'] -> 9 / (8/3 - (5/7 + 5/4) / 6/7)
[178521] ['3/8', '7/6', '9/7', '9/2', '7'] -> (7 + 9/2 / 9/7) / (3/8 * 7/6)
[178522] ['4/7', '7/9', '7/9', '5/6', '3'] -> 3 * 4/7 * 7/9 / (5/6 - 7/9)
[178523] ['2/3', '3/4', '7/4', '9/5', '2'] -> 2 / (7/4 / 9/5 - 2/3 / 3/4)
[178524] ['1/3', '1/3', '1/3', '8/5', '6'] -> (6 - 1/3 / 1/3) / (1/3 / 8/5)
[178525] ['4/7', '2/3', '9/8', '7/2', '8'] -> (2/3 + 4/7 * 7/2) * 9/8 * 8
[178526] ['1/9', '2/7', '5/8', '7/2', '9'] -> 2/7 * 7/2 / (1/9 - 5/8 / 9)
[178527] ['2/3', '3/4', '7/4', '2', '5/2'] -> 2 / 2/3 / (3/4 * 5/2 - 7/4)
[178528] ['1/4', '7/9', '7/9', '3/2', '7'] -> (3/2 + 7 / (7/9 + 7/9)) / 1/4
[178529] ['1/6', '8/9', '1', '7/5', '7/2'] -> (1/6 + 7/2 / 7/5) / (1 - 8/9)
[178530] ['2/5', '6/7', '8/3', '9/2', '6'] -> 6/7 * 8/3 * (6 / 2/5 - 9/2)
[178531] ['4/7', '2/3', '9/8', '9/2', '8'] -> 4/7 * 8 * (9/2 + 2/3 * 9/8)
[178532] ['4/7', '7/8', '7/5', '8/5', '6'] -> 6 * (4/7 + (7/5 + 8/5) / 7/8)
[178533] ['5/7', '6/7', '9/7', '7/4', '9'] -> (7/4 * (9/7 + 9) - 6/7) / 5/7
[178534] ['1/9', '2/7', '5/8', '9/2', '9'] -> 9 / (5/8 / (2/7 * 9/2) - 1/9)
[178535] ['1/4', '7/9', '7/9', '8/5', '7'] -> 7 / (7/9 / 8/5 - 1/4 * 7/9)
[178536] ['2/3', '3/4', '7/4', '2', '8/3'] -> 2/3 / (8/3 / (3/4 * 2) - 7/4)
[178537] ['2/5', '6/7', '7/2', '7/2', '6'] -> 6 * (7/2 / (2/5 / 6/7) - 7/2)
[178538] ['1/3', '1/3', '3/8', '2/5', '6'] -> 6 / 2/5 / (1/3 / 1/3 - 3/8)
[178539] ['1/6', '8/9', '1', '3/2', '3/2'] -> 3/2 / 1/6 / (3/2 - 1 / 8/9)
[178540] ['1/3', '1/3', '3/8', '3/7', '6'] -> 3/8 + 6 / (1/3 * (1/3 + 3/7))
[178541] ['2/5', '6/7', '7/2', '9/2', '6'] -> 7/2 * (6 + 6/7 / 2/5) - 9/2
[178542] ['2/3', '3/4', '9/5', '2', '9/4'] -> 2 / (9/4 * 2/3 / 9/5 - 3/4)
[178543] ['1/4', '7/9', '7/9', '9/5', '7'] -> (7/9 + 7 / 9/5) / (1/4 * 7/9)
[178544] ['1/9', '2/7', '2/3', '5/6', '9'] -> (2/3 / 2/7 - 1/9) / (5/6 / 9)
[178545] ['3/7', '3/5', '3/5', '7/8', '2'] -> 3/5 / 3/5 / (7/8 / 3/7 - 2)
[178546] ['7/8', '9/8', '5/4', '7/5', '3'] -> 3 / 5/4 / (7/8 * 7/5 - 9/8)
[178547] ['3/8', '7/6', '7/5', '3/2', '7'] -> 7 / (3/2 - (3/8 + 7/6 / 7/5))
[178548] ['1/9', '2/7', '2/3', '7/8', '9'] -> (9 - 2/3) / (7/8 * (1/9 + 2/7))
[178549] ['4/7', '7/8', '7/5', '9/4', '6'] -> 9/4 / (7/8 - 4/7 * 7/5) - 6
[178550] ['1/3', '1/3', '3/8', '3/5', '6'] -> (6 / 3/5 - 1/3 / 1/3) / 3/8
[178551] ['4/5', '7/6', '7/3', '7/3', '4'] -> 4 / (7/3 / (4/5 * 7/6) - 7/3)
[178552] ['2/3', '3/4', '9/5', '2', '5/2'] -> 2/3 * 9/5 / (2 / 5/2 - 3/4)
[178553] ['1/6', '8/9', '1', '3/2', '5/2'] -> 1 + (5/2 + 8/9 * 3/2) / 1/6
[178554] ['7/8', '9/8', '5/4', '8/5', '3'] -> 5/4 * 8/5 * 3 / (9/8 - 7/8)
[178555] ['4/5', '7/6', '7/3', '5/2', '4'] -> 5/2 * (4/5 + 4) / (7/6 / 7/3)
[178556] ['1/9', '2/7', '2/3', '8/9', '9'] -> (8/9 + 2/3 * 9) / 2/7 - 1/9
[178557] ['7/8', '9/8', '5/4', '5/3', '3'] -> (7/8 + 9/8) / (3 - (5/4 + 5/3))
[178558] ['3/7', '3/5', '3/5', '9/8', '2'] -> 3/5 / (9/8 / 3/7 - (3/5 + 2))
[178559] ['3/8', '7/6', '7/5', '9/4', '7'] -> 7 / (7/5 - 7/6) - 9/4 / 3/8
[178560] ['5/7', '6/7', '7/5', '7/5', '9'] -> 9 * (7/5 + 7/5) - 6/7 / 5/7
[178561] ['1/4', '7/9', '7/9', '9/2', '7'] -> 9/2 / 1/4 + 7 - 7/9 / 7/9
[178562] ['1/3', '1/3', '3/8', '6/7', '6'] -> 6 / 6/7 / (1/3 + 1/3 - 3/8)
[178563] ['4/7', '2/3', '7/6', '9/5', '8'] -> 7/6 * 9/5 * (8 / 2/3 - 4/7)
[178564] ['5/7', '6/7', '7/5', '3/2', '9'] -> 9 * (3/2 + 7/5 * 5/7 / 6/7)
[178565] ['1/9', '2/7', '2/3', '7/6', '9'] -> (2/3 + 1/9 / 7/6) / (2/7 / 9)
[178566] ['4/5', '7/6', '7/3', '4', '9/2'] -> (4/5 + 4) * (9/2 + 7/6 / 7/3)
[178567] ['1/6', '8/9', '1', '8/5', '5/3'] -> (1 + 5/3 / (8/9 / 8/5)) / 1/6
[178568] ['3/8', '7/6', '7/5', '5/2', '7'] -> (7 + 7/5 * 5/2) / (3/8 * 7/6)
[178569] ['4/5', '7/6', '5/2', '5/2', '4'] -> 4 / (5/2 - 5/2 * 4/5 * 7/6)
[178570] ['4/7', '7/8', '7/5', '9/2', '6'] -> (9/2 + 6 / 4/7) / (7/8 / 7/5)
[178571] ['2/3', '3/4', '2', '7/3', '7/2'] -> 2 / (7/2 / 7/3 - (2/3 + 3/4))
[178572] ['1/3', '1/3', '3/8', '6/5', '6'] -> 6 / (6/5 * (1/3 - 1/3 * 3/8))
[178573] ['2/5', '7/8', '7/8', '6/5', '6'] -> 6 * (7/8 / 7/8 + 6/5 / 2/5)
[178574] ['4/7', '2/3', '7/6', '9/2', '8'] -> 8 * (9/2 / 7/6 - 4/7 / 2/3)
[178575] ['7/8', '9/8', '9/7', '9/7', '3'] -> 3 / (7/8 * (9/7 - 9/7 / 9/8))
[178576] ['1/4', '7/9', '4/5', '5/6', '7'] -> 4/5 * 5/6 * 7 / (1/4 * 7/9)
[178577] ['1/9', '2/7', '2/3', '6/5', '9'] -> 6/5 * 9 * (2/3 / 2/7 - 1/9)
[178578] ['1/3', '1/3', '3/8', '9/7', '6'] -> (6 + 1/3 / 1/3) / (3/8 / 9/7)
[178579] ['3/8', '7/6', '7/5', '8/3', '7'] -> 7/6 * (8/3 / 7/5 + 7 / 3/8)
[178580] ['4/7', '7/8', '3/2', '8/5', '6'] -> (3/2 + 6) * 8/5 / (4/7 * 7/8)
[178581] ['4/5', '7/6', '8/3', '4', '9/2'] -> 9/2 / (4/5 / 4) - (7/6 - 8/3)
[178582] ['2/5', '7/8', '7/8', '9/7', '6'] -> (7/8 + 7/8) * (6 / 2/5 - 9/7)
[178583] ['3/7', '3/5', '3/5', '9/7', '2'] -> (3/7 + 3/5) / (9/7 / 2 - 3/5)
[178584] ['3/8', '7/6', '7/5', '9/2', '7'] -> 9/2 + 7/6 / 7/5 + 7 / 3/8
[178585] ['1/4', '7/9', '4/5', '8/9', '7'] -> (7/9 + 7) / (1/4 / 4/5) - 8/9
[178586] ['1/6', '8/9', '1', '8/5', '5/2'] -> 1/6 / ((5/2 - 8/9) / 8/5 - 1)
[178587] ['1/9', '2/7', '2/3', '5/3', '9'] -> (9 - 5/3 / (1/9 + 2/3)) / 2/7
[178588] ['7/8', '9/8', '9/7', '5/3', '3'] -> 9/7 / (9/8 - 7/8) * (5/3 + 3)
[178589] ['4/5', '7/6', '4', '9/2', '9/2'] -> 9/2 * (9/2 / 4/5 - 7/6 / 4)
[178590] ['2/3', '7/9', '7/9', '9/8', '2'] -> 2 / (2/3 * (9/8 - 7/9 / 7/9))
[178591] ['3/4', '9/7', '9/5', '7/3', '5'] -> (9/5 * 5 - 9/7) / (3/4 / 7/3)
[178592] ['5/7', '6/7', '7/5', '7/2', '9'] -> 6/7 * 7/2 * (9 - 5/7 * 7/5)
[178593] ['4/7', '7/8', '8/5', '8/5', '6'] -> 6 * (4/7 + 8/5 + 8/5 / 7/8)
[178594] ['2/3', '7/9', '7/9', '8/7', '2'] -> (2/3 + 2) / (7/9 * 8/7 - 7/9)
[178595] ['4/7', '2/3', '6/5', '9/4', '8'] -> 8 / (4/7 * (6/5 - 2/3)) - 9/4
[178596] ['3/8', '7/6', '3/2', '8/5', '7'] -> (3/2 + 7) / (7/6 / 8/5 - 3/8)
[178597] ['3/7', '4/9', '1', '9/4', '9/2'] -> 4/9 * 9/2 / (1 / 3/7 - 9/4)
[178598] ['2/5', '7/8', '7/8', '7/4', '6'] -> (7/4 / 2/5 - 7/8) / (7/8 / 6)
[178599] ['1/3', '1/3', '2/5', '5/7', '6'] -> 6 / (1/3 * 5/7) - 2/5 / 1/3
[178600] ['2/3', '7/9', '7/9', '6/5', '2'] -> 2 / (2/3 / 7/9 - 7/9) - 6/5
[178601] ['4/7', '7/8', '8/5', '5/3', '6'] -> (4/7 + 8/5 / 7/8) * 5/3 * 6
[178602] ['4/7', '2/3', '6/5', '7/3', '8'] -> 8 / (4/7 - 2/3 / 6/5 / 7/3)
[178603] ['1/4', '7/9', '4/5', '7/6', '7'] -> 4/5 / (1/4 * 7/9) * (7 - 7/6)
[178604] ['1/6', '8/9', '1', '5/3', '5/3'] -> 1 / (5/3 / 8/9 - (1/6 + 5/3))
[178605] ['4/5', '6/5', '6/5', '3/2', '4'] -> 4 / ((4/5 + 6/5) / 6/5 - 3/2)
[178606] ['2/3', '7/9', '7/9', '5/4', '2'] -> 7/9 / 7/9 / (2/3 - 5/4 / 2)
[178607] ['4/7', '2/3', '6/5', '5/2', '8'] -> 6/5 * 5/2 + 8 / (4/7 * 2/3)
[178608] ['4/7', '7/8', '8/5', '7/4', '6'] -> 6 / (7/8 - 7/4 * 4/7 / 8/5)
[178609] ['1/6', '8/9', '1', '5/3', '7/4'] -> 1 / (1/6 + 7/4 - 5/3 / 8/9)
[178610] ['4/7', '7/9', '7/9', '8/3', '3'] -> 8/3 * 3 / (7/9 - 4/7 * 7/9)
[178611] ['5/7', '6/7', '8/5', '8/5', '9'] -> (8/5 + 8/5) * 9 * 5/7 / 6/7
[178612] ['3/8', '7/6', '8/5', '8/5', '7'] -> 8/5 * 7 / (3/8 * 7/6) - 8/5
[178613] ['3/4', '9/7', '9/5', '9/2', '5'] -> (9/2 - 3/4) * (5 + 9/5 / 9/7)
[178614] ['1/3', '1/3', '2/5', '6/7', '6'] -> 1/3 / (2/5 - 1/3 / 6/7) - 6
[178615] ['3/7', '4/9', '1', '7/3', '8/3'] -> ((7/3 + 8/3) / 3/7 - 1) / 4/9
[178616] ['1/9', '2/7', '2/3', '9/2', '9'] -> 2/7 * (2/3 * 9/2 + 9 / 1/9)
[178617] ['7/8', '9/8', '9/7', '3', '9/2'] -> 9/7 / (9/8 - 9/2 + 3 / 7/8)
[178618] ['3/7', '3/5', '3/5', '2', '9/4'] -> 2 / (3/5 / (3/7 * 3/5) - 9/4)
[178619] ['4/5', '6/5', '6/5', '7/4', '4'] -> 6/5 * 4 / (4/5 * 7/4 - 6/5)
[178620] ['3/8', '7/6', '8/5', '5/3', '7'] -> 5/3 * (7 / (3/8 * 7/6) - 8/5)
[178621] ['3/4', '9/7', '9/4', '9/4', '5'] -> 9/4 * (9/4 * 5 - 3/4 / 9/7)
[178622] ['4/7', '7/8', '8/5', '9/4', '6'] -> (6 + 9/4 / 7/8) / (4/7 / 8/5)
[178623] ['1/3', '1/3', '2/5', '7/8', '6'] -> 6 / (2/5 * (1/3 + 1/3 * 7/8))
[178624] ['7/8', '9/8', '4/3', '4/3', '3'] -> 4/3 / (7/8 - (9/8 + 4/3) / 3)
[178625] ['5/7', '6/7', '8/5', '7/4', '9'] -> 9 * 8/5 * 7/4 - 6/7 / 5/7
[178626] ['1/9', '2/7', '5/7', '3/4', '9'] -> (9 + (2/7 + 5/7) / 1/9) / 3/4
[178627] ['4/7', '2/3', '5/4', '7/5', '8'] -> 8 / (7/5 * 4/7 * 5/4 - 2/3)
[178628] ['1/4', '7/9', '4/5', '7/5', '7'] -> (4/5 + 7 - 7/5 / 7/9) / 1/4
[178629] ['1/3', '1/3', '2/5', '9/8', '6'] -> 6 / (2/5 * (1/3 + 9/8) - 1/3)
[178630] ['3/8', '7/6', '8/5', '9/5', '7'] -> 7 * (9/5 / 3/8 - 8/5 / 7/6)
[178631] ['1/6', '8/9', '1', '7/4', '7/4'] -> (7/4 + 1 + 7/4) / (1/6 / 8/9)
[178632] ['1/4', '7/9', '4/5', '3/2', '7'] -> (7 / 7/9 - 3/2) / (1/4 / 4/5)
[178633] ['1/3', '1/3', '2/5', '8/7', '6'] -> 6 / (2/5 * (1/3 + 1/3 / 8/7))
[178634] ['2/3', '7/9', '7/9', '2', '9/4'] -> 2 / ((7/9 + 7/9) / 2/3 - 9/4)
[178635] ['7/8', '9/8', '4/3', '8/5', '3'] -> 9/8 / (7/8 - 4/3 / 8/5) - 3
[178636] ['4/7', '2/3', '5/4', '8/5', '8'] -> (5/4 * 8/5 + 8 / 4/7) / 2/3
[178637] ['1/9', '2/7', '5/7', '4/5', '9'] -> 2/7 / (1/9 - 5/7 / 4/5 / 9)
[178638] ['4/7', '7/8', '8/5', '7/2', '6'] -> (7/8 + 7/2) * 6 * 4/7 * 8/5
[178639] ['4/7', '7/9', '4/5', '7/8', '3'] -> 3 / (7/9 * (7/8 - 4/7 / 4/5))
[178640] ['4/5', '6/5', '5/4', '9/7', '4'] -> 4 / 5/4 / (6/5 / 9/7 - 4/5)
[178641] ['1/4', '7/9', '4/5', '8/5', '7'] -> 8/5 + 7/9 * (4/5 + 7 / 1/4)
[178642] ['4/7', '2/3', '5/4', '9/5', '8'] -> 5/4 * (8 / (4/7 * 2/3) - 9/5)
[178643] ['3/7', '4/9', '1', '8/3', '7/2'] -> 8/3 * (1 + 7/2 / 3/7) - 4/9
[178644] ['4/7', '7/8', '8/5', '9/2', '6'] -> 8/5 * (6 + 9/2 / (4/7 * 7/8))
[178645] ['1/9', '2/7', '5/7', '6/7', '9'] -> 9 / 2/7 - 5/7 / (1/9 * 6/7)
[178646] ['5/7', '6/7', '8/5', '7/2', '9'] -> 8/5 / (5/7 / 6/7) * (7/2 + 9)
[178647] ['1/6', '8/9', '1', '7/4', '5/2'] -> 5/2 / (1/6 * (7/4 - 1 / 8/9))
[178648] ['1/3', '1/3', '2/5', '7/4', '6'] -> 6 / (1/3 / 2/5 - 1/3 * 7/4)
[178649] ['3/4', '9/7', '7/3', '9/2', '5'] -> 5 + (3/4 + 9/2) * (9/7 + 7/3)
[178650] ['3/7', '4/9', '1', '8/3', '9/2'] -> 1 / 8/3 + 9/2 / (3/7 * 4/9)
[178651] ['3/8', '7/6', '8/5', '7/2', '7'] -> 8/5 * (7 + 7/2 / (3/8 * 7/6))
[178652] ['2/3', '7/9', '7/9', '2', '9/2'] -> (2 + 7/9 + 7/9) / (2/3 / 9/2)
[178653] ['1/3', '1/3', '2/5', '9/4', '6'] -> 6 / (1/3 / 1/3 / 2/5 - 9/4)
[178654] ['1/9', '2/7', '5/7', '7/8', '9'] -> 9 / (1/9 * (7/8 + 5/7 / 2/7))
[178655] ['1/6', '8/9', '1', '7/4', '9/2'] -> (1/6 + 9/2) / (7/4 * (1 - 8/9))
[178656] ['3/7', '4/9', '1', '7/2', '7/2'] -> (7/2 / 3/7 - (1 - 7/2)) / 4/9
[178657] ['1/9', '2/7', '5/7', '8/9', '9'] -> 9 / (2/7 + 1/9 * 5/7 / 8/9)
[178658] ['4/7', '7/8', '5/3', '7/4', '6'] -> 4/7 + (5/3 + 7/4) / (7/8 / 6)
[178659] ['1/3', '1/3', '3/7', '3/7', '6'] -> (1/3 + 3/7 / 3/7) / (1/3 / 6)
[178660] ['4/5', '6/5', '9/7', '4/3', '4'] -> 4 / (4/3 - 6/5 / (4/5 * 9/7))
[178661] ['3/7', '3/5', '5/8', '7/9', '2'] -> 2 / (3/5 - 3/7) / (5/8 * 7/9)
[178662] ['4/7', '2/3', '5/4', '9/2', '8'] -> 4/7 * 9/2 * (5/4 * 8 - 2/3)
[178663] ['3/4', '9/7', '5/2', '7/2', '5'] -> 5 * (3/4 / 5/2 + 9/7 * 7/2)
[178664] ['7/8', '9/8', '7/5', '9/5', '3'] -> (9/5 + 7/5 * 3) / (9/8 - 7/8)
[178665] ['1/9', '2/7', '5/7', '9/8', '9'] -> 9 / (2/7 + 9/8 * 1/9 * 5/7)
[178666] ['1/3', '1/3', '3/7', '4/9', '6'] -> 6 / (4/9 / (1/3 + 3/7) - 1/3)
[178667] ['4/7', '7/8', '5/3', '9/5', '6'] -> 6 * (4/7 + 9/5 / (7/8 / 5/3))
[178668] ['2/3', '7/9', '4/5', '8/9', '2'] -> 4/5 / (7/9 / (2 - 8/9) - 2/3)
[178669] ['2/5', '7/8', '8/9', '4/3', '6'] -> 6 / 2/5 / (4/3 / 8/9 - 7/8)
[178670] ['5/7', '6/7', '5/3', '5/2', '9'] -> (6/7 * 5/2 + 5/3 * 9) / 5/7
[178671] ['1/6', '8/9', '1', '9/5', '8/3'] -> 8/9 * 9/5 * (8/3 / 1/6 - 1)
[178672] ['3/4', '9/7', '8/3', '8/3', '5'] -> 9/7 * 8/3 * (5 + 3/4 * 8/3)
[178673] ['4/7', '7/8', '5/3', '9/4', '6'] -> 4/7 * 7/8 + 6 * (5/3 + 9/4)
[178674] ['4/7', '2/3', '9/7', '8/5', '8'] -> (4/7 + 9/7 / 2/3) * (8/5 + 8)
[178675] ['1/9', '2/7', '5/7', '6/5', '9'] -> 5/7 * 6/5 + 9 / (1/9 / 2/7)
[178676] ['4/5', '6/5', '9/7', '8/5', '4'] -> (4/5 + 8/5) / (9/7 - 6/5) - 4
[178677] ['1/3', '1/3', '3/7', '3/5', '6'] -> 1/3 + 1/3 + 6 / (3/7 * 3/5)
[178678] ['1/6', '8/9', '1', '9/5', '7/2'] -> 9/5 / (1/6 / 8/9) * (7/2 - 1)
[178679] ['2/5', '7/8', '8/9', '7/5', '6'] -> 6 / ((7/5 - 2/5) / 8/9 - 7/8)
[178680] ['3/7', '1/2', '1/2', '4/7', '1'] -> 1 / (4/7 * (1/2 - 3/7)) - 1/2
[178681] ['5/7', '6/7', '7/4', '7/4', '9'] -> 9 * (7/4 + 7/4 - 5/7 / 6/7)
[178682] ['3/4', '9/7', '8/3', '9/2', '5'] -> 9/7 * (8/3 * 9/2 + 5 / 3/4)
[178683] ['1/3', '1/3', '3/7', '5/8', '6'] -> (1/3 / 1/3 + 6 / 3/7) / 5/8
[178684] ['1/9', '2/7', '5/7', '5/4', '9'] -> 2/7 / (1/9 - 5/7 * 5/4 / 9)
[178685] ['1/6', '8/9', '1', '9/5', '9/2'] -> (1/6 + 9/2 / 9/5) / (1 - 8/9)
[178686] ['2/5', '7/8', '8/9', '3/2', '6'] -> 3/2 * (6 / (2/5 * 8/9) - 7/8)
[178687] ['3/4', '9/7', '7/2', '7/2', '5'] -> (7/2 * 5 - 7/2) / (3/4 / 9/7)
[178688] ['1/3', '1/3', '3/7', '2/3', '6'] -> (2/3 + 6 / 1/3) / (1/3 / 3/7)
[178689] ['3/7', '3/5', '5/8', '6/7', '2'] -> 3/7 / (5/8 * (2 - 3/5) - 6/7)
[178690] ['2/3', '7/9', '4/5', '5/4', '2'] -> 2/3 / (2 - 5/4 * (7/9 + 4/5))
[178691] ['3/8', '7/6', '7/4', '5/2', '7'] -> (7/4 * 5/2 - 3/8) / (7/6 / 7)
[178692] ['4/7', '2/3', '4/3', '5/2', '8'] -> 4/3 / 4/7 + 5/2 * (2/3 + 8)
[178693] ['4/7', '7/9', '4/5', '7/4', '3'] -> 4/7 / (4/5 - 7/9) - 3 / 7/4
[178694] ['1/4', '7/9', '5/6', '7/8', '7'] -> (7/8 / 1/4 - 5/6) / (7/9 / 7)
[178695] ['3/7', '1/2', '1/2', '3/4', '1'] -> (3/4 + 1) / (1/2 - 3/7) - 1/2
[178696] ['1/9', '2/7', '5/7', '8/5', '9'] -> 8/5 / (1/9 - 2/7 / 5/7 / 9)
[178697] ['7/8', '9/8', '8/5', '5/3', '3'] -> 8/5 * 3 / (7/8 - 9/8 / 5/3)
[178698] ['3/4', '4/3', '4/3', '7/4', '5'] -> (7/4 + 5) / (3/4 / (4/3 + 4/3))
[178699] ['1/4', '7/9', '5/6', '8/9', '7'] -> 7 / (1/4 - 5/6 + 7/9 / 8/9)
[178700] ['2/3', '7/9', '4/5', '7/4', '2'] -> 2/3 / (7/9 + 7/4 - 2 / 4/5)
[178701] ['4/7', '2/3', '4/3', '9/2', '8'] -> 4/3 * (9/2 + 8 / 4/7) - 2/3
[178702] ['3/8', '7/6', '9/5', '8/3', '7'] -> 9/5 * (7 / (3/8 * 7/6) - 8/3)
[178703] ['3/4', '4/3', '4/3', '7/3', '5'] -> (4/3 + 4/3) * (7/3 + 5 / 3/4)
[178704] ['2/3', '7/9', '4/5', '2', '9/4'] -> 2/3 / (9/4 - 4/5 * (7/9 + 2))
[178705] ['4/7', '2/3', '7/5', '5/3', '8'] -> 8 / (5/3 / 7/5 - 4/7 / 2/3)
[178706] ['1/3', '1/3', '3/7', '6/5', '6'] -> 6 / (1/3 + 1/3 - 3/7) - 6/5
[178707] ['4/5', '6/5', '7/5', '9/5', '4'] -> 4 / (4/5 - 9/5 + 7/5 / 6/5)
[178708] ['1/9', '2/7', '5/7', '9/4', '9'] -> (9 + 5/7 / 1/9) / (2/7 * 9/4)
[178709] ['3/8', '7/6', '9/5', '7/2', '7'] -> 7 / 3/8 / (7/2 / 9/5 - 7/6)
[178710] ['7/8', '9/8', '8/5', '7/3', '3'] -> 7/8 / (9/8 / 8/5 + 7/3 - 3)
[178711] ['1/4', '7/9', '5/6', '5/4', '7'] -> 5/6 / 5/4 * 7 / (1/4 * 7/9)
[178712] ['1/3', '1/3', '3/7', '5/4', '6'] -> 6 / (3/7 * (5/4 - (1/3 + 1/3)))
[178713] ['2/3', '7/9', '4/5', '2', '8/3'] -> 8/3 / 2 / (2/3 / 4/5 - 7/9)
[178714] ['7/8', '9/8', '8/5', '8/3', '3'] -> 3 / (7/8 / 8/5 - 9/8 / 8/3)
[178715] ['3/4', '4/3', '7/5', '7/5', '5'] -> (7/5 + 7/5) * 5 / (4/3 - 3/4)
[178716] ['5/7', '6/7', '7/3', '7/2', '9'] -> (7/3 - (5/7 + 6/7)) * 7/2 * 9
[178717] ['4/5', '6/5', '7/5', '8/3', '4'] -> 6/5 / (7/5 / 4 - 4/5 / 8/3)
[178718] ['4/7', '2/3', '7/5', '7/3', '8'] -> 2/3 + 7/3 * 8 / (4/7 * 7/5)
[178719] ['3/7', '1/2', '1/2', '1', '7/6'] -> 1 / (1/2 - 3/7) / (1/2 * 7/6)
[178720] ['2/3', '7/9', '4/5', '2', '7/2'] -> 2/3 / (7/2 - (7/9 + 2) / 4/5)
[178721] ['1/3', '1/3', '3/7', '8/5', '6'] -> 8/5 * (1/3 / 1/3 + 6 / 3/7)
[178722] ['4/7', '7/8', '9/5', '9/2', '6'] -> (4/7 + 9/2 / 7/8) * (6 - 9/5)
[178723] ['1/4', '7/9', '5/6', '7/5', '7'] -> 5/6 / (1/4 * 7/9) * (7 - 7/5)
[178724] ['1/6', '1', '9/8', '9/8', '9/7'] -> 1 / 1/6 / (9/8 - 9/8 / 9/7)
[178725] ['1/3', '1/3', '3/7', '9/5', '6'] -> 9/5 * (6 / 3/7 - (1/3 + 1/3))
[178726] ['4/7', '2/3', '7/5', '9/2', '8'] -> 9/2 * (8 / 7/5 - 4/7 * 2/3)
[178727] ['3/7', '1/2', '1/2', '1', '5/4'] -> 1 / 1/2 / (5/4 - 1/2 / 3/7)
[178728] ['4/7', '7/8', '9/4', '8/3', '6'] -> (6 + 9/4 * 8/3) / (4/7 * 7/8)
[178729] ['3/7', '3/5', '5/8', '9/5', '2'] -> 9/5 / (3/5 / (3/7 * 2) - 5/8)
[178730] ['3/8', '7/6', '7/3', '9/2', '7'] -> 7 / (3/8 / 9/2) / (7/6 + 7/3)
[178731] ['1/9', '2/7', '3/4', '5/6', '9'] -> (3/4 + 5/6 / 2/7) / 1/9 - 9
[178732] ['4/7', '7/9', '5/6', '6/7', '3'] -> 6/7 / (4/7 * (5/6 - 7/9)) - 3
[178733] ['4/7', '2/3', '3/2', '3/2', '8'] -> 3/2 + 3/2 + 8 / (4/7 * 2/3)
[178734] ['3/7', '1/2', '1/2', '1', '9/7'] -> (1/2 + 9/7) / (1/2 - 3/7) - 1
[178735] ['5/7', '6/7', '7/2', '7/2', '9'] -> 7/2 * (9 - 7/2 * 5/7 * 6/7)
[178736] ['7/8', '9/8', '5/3', '3', '7/2'] -> 7/8 + (9/8 + 7/2) * 5/3 * 3
[178737] ['1/9', '2/7', '3/4', '7/8', '9'] -> 3/4 / 7/8 + 9 / (1/9 / 2/7)
[178738] ['1/3', '1/3', '3/7', '7/3', '6'] -> (1/3 + 3/7 * 7/3) / (1/3 / 6)
[178739] ['4/7', '2/3', '3/2', '8/5', '8'] -> 8/5 * (2/3 * 3/2 + 8 / 4/7)
[178740] ['1/4', '7/9', '5/6', '7/4', '7'] -> 7 / (1/4 / 5/6) / (7/4 - 7/9)
[178741] ['7/8', '9/8', '7/4', '7/4', '3'] -> 3 / (7/4 - (9/8 + 7/8 / 7/4))
[178742] ['4/7', '7/9', '5/6', '7/8', '3'] -> 3 * (5/6 / (7/8 - 7/9) - 4/7)
[178743] ['3/4', '4/3', '7/5', '9/2', '5'] -> 5 * (7/5 / 4/3 - (3/4 - 9/2))
[178744] ['1/9', '2/7', '3/4', '9/8', '9'] -> (3/4 + 9) / 2/7 - 9/8 / 1/9
[178745] ['4/7', '7/9', '5/6', '8/9', '3'] -> 3 * 4/7 * 7/9 / (8/9 - 5/6)
[178746] ['5/7', '7/8', '7/8', '9/8', '9'] -> 9 / (5/7 * 7/8 + 7/8 - 9/8)
[178747] ['1/3', '1/3', '3/7', '7/2', '6'] -> 1/3 + 7/2 * (6 + 1/3 + 3/7)
[178748] ['7/8', '9/8', '7/4', '5/2', '3'] -> 3 / (5/2 * 7/8 / 7/4 - 9/8)
[178749] ['3/4', '4/3', '3/2', '7/3', '5'] -> 5 / (7/3 - 3/4 * (4/3 + 3/2))
[178750] ['1/3', '1/3', '3/7', '9/2', '6'] -> (9/2 + 6) / (1/3 / (1/3 + 3/7))
