[59098] ['1/9', '1/7', '4/5', '9/5', '7'] -> (((7 - 4/5) / (1/7 * 9/5)) - 1/9)
[62329] ['1/5', '2/5', '7/8', '7/8', '6'] -> (6 / ((2/5 / 1/5) - (7/8 + 7/8)))
[62330] ['1/4', '5/7', '6/7', '9/5', '5'] -> (6/7 / ((5/7 * 9/5) - (1/4 * 5)))
[62331] ['5/9', '5/9', '3/5', '7/3', '4'] -> (((7/3 / 3/5) - 5/9) / (5/9 / 4))
[62332] ['2/5', '5/9', '7/9', '6/7', '4'] -> (6/7 + (4 / (7/9 * (2/5 * 5/9))))
[62333] ['1/9', '7/8', '7/6', '7/6', '3'] -> (((7/6 * 3) - 7/6) / (1/9 * 7/8))
[62334] ['1/9', '3/8', '8/7', '3/2', '5'] -> (((5 / 8/7) - 3/8) / (1/9 * 3/2))
[62335] ['1/6', '2/5', '4/9', '8/3', '9'] -> (2/5 * ((8/3 / 4/9) + (9 / 1/6)))
[62336] ['4/7', '5/8', '2/3', '1', '9/7'] -> (1 / (((4/7 / 2/3) / 9/7) - 5/8))
[62337] ['1/9', '1/6', '7/3', '7/3', '7'] -> ((7/3 + 7) + ((1/9 + 7/3) / 1/6))
[62338] ['1/4', '5/7', '6/7', '7/3', '5'] -> (6/7 / ((5/7 / 5) - (1/4 / 7/3)))
[62339] ['2/7', '5/8', '8/7', '8/7', '2'] -> ((2 + (8/7 + 8/7)) / (2/7 * 5/8))
[62340] ['1/5', '8/9', '4/3', '7/5', '4'] -> (((7/5 * 4) - 4/3) / (1/5 * 8/9))
[62341] ['1/7', '1/4', '5/6', '7/2', '5'] -> ((5 / 5/6) / ((1/7 * 7/2) - 1/4))
[62342] ['3/8', '4/9', '1/2', '4/5', '8'] -> (3/8 + ((1/2 + (8 / 4/5)) / 4/9))
[62343] ['1/5', '2/5', '7/8', '4/3', '6'] -> ((6 - 2/5) / (4/3 * (1/5 * 7/8)))
[62344] ['1/6', '2/5', '4/9', '9/2', '9'] -> ((9 - (9/2 / (2/5 / 4/9))) / 1/6)
[62345] ['1/4', '5/7', '6/7', '8/3', '5'] -> (((5/7 + 5) / (1/4 * 6/7)) - 8/3)
[62346] ['4/7', '5/8', '2/3', '1', '3/2'] -> ((3/2 / 2/3) / ((5/8 / 4/7) - 1))
[62347] ['1/7', '1/4', '5/6', '9/2', '5'] -> ((5 / (1/7 * 5/6)) - (9/2 / 1/4))
[62348] ['2/5', '5/8', '7/8', '7/4', '3'] -> ((3 / (2/5 * 5/8)) / (7/8 / 7/4))
[62349] ['1/4', '5/7', '6/7', '7/2', '5'] -> (6/7 / (((1/4 + 7/2) / 5) - 5/7))
[62350] ['1/9', '3/5', '7/9', '8/9', '4'] -> (8/9 / (7/9 - (4 * (1/9 / 3/5))))
[62351] ['1/5', '2/5', '7/8', '5/3', '6'] -> ((6 / 5/3) / ((2/5 * 7/8) - 1/5))
[62352] ['1/5', '8/9', '4/3', '9/4', '4'] -> (4/3 * ((4 / 1/5) - (8/9 * 9/4)))
[62353] ['2/5', '5/8', '7/8', '9/4', '3'] -> ((9/4 + 3) / (7/8 * (2/5 * 5/8)))
[62354] ['1/6', '2/5', '1/2', '5/7', '9'] -> (((9 / 5/7) - (1/2 / 1/6)) / 2/5)
[62355] ['1/9', '3/5', '7/9', '9/8', '4'] -> ((1/9 + 4) / ((7/9 / 3/5) - 9/8))
[62356] ['1/9', '3/8', '8/7', '7/3', '5'] -> (((5 / 7/3) - 8/7) / (1/9 * 3/8))
[62357] ['3/8', '4/9', '1/2', '9/7', '8'] -> ((4/9 / ((1/2 / 9/7) - 3/8)) - 8)
[62358] ['4/7', '5/8', '2/3', '1', '9/5'] -> (1 / ((2/3 / 4/7) - (5/8 * 9/5)))
[62359] ['2/5', '5/8', '7/8', '7/3', '3'] -> (3 / ((7/8 / 7/3) - (2/5 * 5/8)))
[62360] ['1/5', '2/5', '7/8', '8/3', '6'] -> ((6 / (2/5 - (1/5 * 7/8))) - 8/3)
[62361] ['1/9', '3/5', '7/9', '7/6', '4'] -> (4 / (3/5 * (7/6 - (1/9 + 7/9))))
[62362] ['1/4', '5/7', '7/8', '7/6', '5'] -> (5 / ((1/4 - 7/8) + (5/7 * 7/6)))
[62363] ['2/5', '5/9', '7/9', '5/3', '4'] -> (5/3 / (5/9 - (7/9 / (2/5 * 4))))
[62364] ['1/6', '2/5', '1/2', '6/7', '9'] -> (((9 / 6/7) - 1/2) / (1/6 / 2/5))
[62365] ['1/5', '8/9', '7/5', '7/5', '4'] -> ((1/5 + 4) / ((7/5 / 8/9) - 7/5))
[62366] ['4/7', '5/8', '2/3', '1', '5/2'] -> ((5/2 / 5/8) / ((2/3 / 4/7) - 1))
[62367] ['3/8', '4/9', '1/2', '8/5', '8'] -> ((8 - (1/2 / 3/8)) / (4/9 / 8/5))
[62368] ['5/9', '5/9', '5/8', '4/5', '4'] -> (4 / (4/5 * (5/9 - (5/9 * 5/8))))
[62369] ['1/7', '1/4', '6/7', '9/5', '5'] -> ((6/7 / 5) / ((1/7 * 9/5) - 1/4))
[62370] ['2/7', '5/8', '8/7', '8/5', '2'] -> ((8/5 + (8/7 / 5/8)) / (2/7 / 2))
[62371] ['1/9', '3/8', '7/6', '7/6', '5'] -> ((7/6 + 7/6) * (5 / (1/9 + 3/8)))
[62372] ['1/4', '5/7', '7/8', '5/4', '5'] -> ((5 - 5/4) / (7/8 * (1/4 * 5/7)))
[62373] ['4/7', '5/8', '2/3', '1', '8/3'] -> (((1 / (5/8 - 4/7)) - 8/3) / 2/3)
[62374] ['1/5', '8/9', '7/5', '3/2', '4'] -> (((4 / (8/9 / 7/5)) - 3/2) / 1/5)
[62375] ['1/9', '7/8', '6/5', '5/4', '3'] -> ((((5/4 + 3) / 6/5) - 7/8) / 1/9)
[62376] ['1/5', '2/5', '8/9', '8/7', '6'] -> (((6 / 8/7) - (2/5 / 8/9)) / 1/5)
[62377] ['5/9', '5/9', '5/8', '6/7', '4'] -> ((5/9 / (5/9 - (5/8 * 6/7))) - 4)
[62378] ['2/7', '5/8', '8/7', '7/4', '2'] -> ((8/7 / (2/7 * 5/8)) * (7/4 + 2))
[62379] ['1/9', '3/8', '7/6', '6/5', '5'] -> (7/6 / (1/9 - ((3/8 / 6/5) / 5)))
[62380] ['1/4', '5/7', '7/8', '9/7', '5'] -> (9/7 / (5/7 * (1/4 - (7/8 / 5))))
[62381] ['1/5', '2/5', '8/9', '7/6', '6'] -> (2/5 / ((7/6 / 6) - (1/5 * 8/9)))
[62382] ['1/9', '7/8', '6/5', '4/3', '3'] -> (3 / ((4/3 / 6/5) - (1/9 + 7/8)))
[62383] ['1/9', '1/5', '1/5', '5/9', '7'] -> ((1/5 + 7) / (1/5 / (1/9 + 5/9)))
[62384] ['1/4', '5/7', '7/8', '4/3', '5'] -> ((5 / (1/4 * 5/7)) / (7/8 * 4/3))
[62385] ['2/5', '5/9', '7/9', '4', '9/2'] -> (2/5 + (4 * (9/2 + (7/9 / 5/9))))
[62386] ['1/5', '8/9', '7/5', '7/4', '4'] -> ((1/5 + 4) / (7/4 - (7/5 / 8/9)))
[62387] ['1/9', '3/5', '7/9', '5/3', '4'] -> (4 * ((7/9 / 1/9) - (3/5 * 5/3)))
[62388] ['2/5', '5/9', '4/5', '4/5', '4'] -> (4 / (5/9 * (4/5 - (2/5 / 4/5))))
[62389] ['1/4', '5/7', '7/8', '7/5', '5'] -> (((5/7 * 7/5) + (5 / 1/4)) / 7/8)
[62390] ['4/7', '5/8', '5/7', '5/6', '1'] -> (1 / ((5/6 * (4/7 / 5/7)) - 5/8))
[62391] ['1/9', '3/5', '7/9', '7/4', '4'] -> ((4 + (7/9 / 7/4)) / (1/9 / 3/5))
[62392] ['1/9', '7/8', '6/5', '3/2', '3'] -> (((3 / (1/9 * 6/5)) - 3/2) / 7/8)
[62393] ['1/9', '1/5', '1/5', '3/5', '7'] -> ((1/5 + (1/5 * 7)) / (1/9 * 3/5))
[62394] ['2/5', '5/9', '4/5', '7/8', '4'] -> ((4 / 5/9) / ((4/5 * 7/8) - 2/5))
[62395] ['1/5', '8/9', '7/5', '9/4', '4'] -> (8/9 + ((4 + (7/5 / 9/4)) / 1/5))
[62396] ['1/4', '5/7', '7/8', '7/4', '5'] -> (((5 / 5/7) - 7/4) / (1/4 * 7/8))
[62397] ['1/9', '3/8', '7/6', '8/5', '5'] -> ((8/5 * 5) * ((7/6 / 3/8) - 1/9))
[62398] ['1/9', '1/5', '1/5', '5/8', '7'] -> (7 / (1/5 + (1/9 * (1/5 + 5/8))))
[62399] ['1/6', '2/5', '5/9', '5/8', '9'] -> ((5/9 * 9) / (5/8 - (1/6 / 2/5)))
[62400] ['2/5', '5/8', '8/9', '4/3', '3'] -> ((3 + (4/3 / 2/5)) / (8/9 - 5/8))
[62401] ['3/8', '4/9', '5/9', '5/6', '8'] -> (8 * ((5/6 / (4/9 * 5/9)) - 3/8))
[62402] ['2/5', '5/9', '4/5', '9/8', '4'] -> ((4/5 + 4) / (5/9 - (2/5 / 9/8)))
[62403] ['1/4', '5/7', '7/8', '9/5', '5'] -> ((9/5 * 5) / ((5/7 * 7/8) - 1/4))
[62404] ['5/9', '5/9', '5/8', '5/4', '4'] -> ((5/4 * 4) / (5/9 - (5/9 * 5/8)))
[62405] ['1/5', '2/5', '8/9', '7/3', '6'] -> ((6 + (1/5 + 7/3)) / (2/5 * 8/9))
[62406] ['2/7', '5/8', '7/6', '7/6', '2'] -> (2/7 / (((2 - 5/8) / 7/6) - 7/6))
[62407] ['1/9', '3/5', '7/9', '7/3', '4'] -> ((((7/3 / 3/5) - 7/9) / 1/9) - 4)
[62408] ['1/9', '3/8', '7/6', '5/3', '5'] -> (1/9 + (5 * (5/3 + (7/6 / 3/8))))
[62409] ['2/5', '5/8', '8/9', '7/5', '3'] -> ((7/5 * 3) / (5/8 - (2/5 / 8/9)))
[62410] ['4/7', '5/8', '5/7', '1', '8/7'] -> ((1 + 8/7) / (5/8 * (5/7 - 4/7)))
[62411] ['3/8', '4/9', '5/9', '6/7', '8'] -> (8 / (6/7 * (5/9 - (3/8 * 4/9))))
[62412] ['1/5', '8/9', '7/5', '5/2', '4'] -> ((4 / 8/9) + ((7/5 + 5/2) / 1/5))
[62413] ['1/6', '2/5', '5/9', '5/7', '9'] -> ((2/5 + (5/9 / 1/6)) * (5/7 * 9))
[62414] ['1/9', '7/8', '6/5', '7/4', '3'] -> (3 + ((7/8 + (7/4 / 6/5)) / 1/9))
[62415] ['1/9', '3/5', '7/9', '5/2', '4'] -> (4 / (5/2 * (7/9 - (1/9 + 3/5))))
[62416] ['1/9', '1/5', '1/5', '3/4', '7'] -> ((7 - 1/5) / (1/5 + (1/9 * 3/4)))
[62417] ['2/5', '5/9', '4/5', '8/7', '4'] -> ((4 / 5/9) / ((4/5 / 8/7) - 2/5))
[62418] ['1/5', '3/7', '9/8', '5/3', '5'] -> (5 / ((9/8 / 5/3) - (1/5 / 3/7)))
[62419] ['4/7', '5/8', '5/7', '1', '6/5'] -> (1 / (((4/7 / 5/7) / 6/5) - 5/8))
[62420] ['1/5', '2/5', '8/9', '7/2', '6'] -> (6 / ((1/5 * 7/2) - (2/5 / 8/9)))
[62421] ['1/7', '1/4', '7/8', '7/5', '5'] -> (((7/5 * 5) - 1/7) / (1/4 / 7/8))
[62422] ['2/5', '5/8', '8/9', '3/2', '3'] -> (3 / ((3/2 / 8/9) - (5/8 / 2/5)))
[62423] ['3/8', '4/9', '5/9', '8/7', '8'] -> (8 / ((3/8 + 4/9) - (5/9 / 8/7)))
[62424] ['1/9', '3/8', '7/6', '9/5', '5'] -> (5 * ((7/6 / 3/8) - (1/9 - 9/5)))
[62425] ['4/7', '5/8', '5/7', '1', '5/4'] -> ((5/7 + 1) / (4/7 - (5/8 / 5/4)))
[62426] ['1/9', '1/5', '1/5', '7/9', '7'] -> ((7/9 - 1/9) / (1/5 / (1/5 + 7)))
[62427] ['1/7', '1/4', '7/8', '3/2', '5'] -> ((3/2 + (7/8 * (1/7 + 5))) / 1/4)
[62428] ['2/5', '5/8', '8/9', '5/3', '3'] -> (3 / ((5/3 * (2/5 / 8/9)) - 5/8))
[62429] ['1/9', '3/5', '7/9', '7/2', '4'] -> ((4 / (3/5 / 7/2)) - (1/9 - 7/9))
[62430] ['1/5', '2/5', '9/8', '8/7', '6'] -> (((6 / 8/7) - (2/5 * 9/8)) / 1/5)
[62431] ['1/5', '3/7', '9/8', '9/5', '5'] -> (5 / (9/5 - (9/8 + (1/5 / 3/7))))
[62432] ['2/5', '5/9', '4/5', '5/4', '4'] -> (4 / (5/9 * (4/5 - (2/5 * 5/4))))
[62433] ['1/9', '7/8', '6/5', '7/3', '3'] -> (7/3 / ((7/8 / (6/5 + 3)) - 1/9))
[62434] ['1/6', '2/5', '5/9', '6/7', '9'] -> (6/7 + (9 / (1/6 + (2/5 * 5/9))))
[62435] ['4/7', '5/8', '5/7', '1', '4/3'] -> ((5/7 + 1) / (4/3 * (5/8 - 4/7)))
[62436] ['1/9', '3/5', '7/9', '4', '9/2'] -> (4 / (3/5 * (7/9 - (1/9 * 9/2))))
[62437] ['1/5', '2/5', '9/8', '7/6', '6'] -> (2/5 / ((7/6 / 6) - (1/5 / 9/8)))
[62438] ['2/7', '5/8', '7/6', '4/3', '2'] -> (4/3 / ((7/6 / (2 - 2/7)) - 5/8))
[62439] ['1/7', '1/4', '7/8', '5/3', '5'] -> (5 / (5/3 * (1/4 - (1/7 * 7/8))))
[62440] ['5/9', '5/9', '5/8', '5/3', '4'] -> (5/3 / ((5/9 - 5/8) + (5/9 / 4)))
[62441] ['3/8', '4/9', '5/9', '9/7', '8'] -> ((8 - (4/9 + 5/9)) / (3/8 / 9/7))
[62442] ['2/5', '5/8', '8/9', '9/5', '3'] -> ((9/5 + 3) / (8/9 * (5/8 - 2/5)))
[62443] ['1/9', '3/5', '4/5', '4/5', '4'] -> ((4 * (4/5 + (3/5 / 1/9))) - 4/5)
[62444] ['1/9', '1/5', '1/5', '6/7', '7'] -> (6/7 + ((1/5 + 7) / (1/9 + 1/5)))
[62445] ['2/7', '5/8', '7/6', '7/5', '2'] -> (2 / (2/7 * (7/6 - (5/8 * 7/5))))
[62446] ['1/6', '2/5', '5/9', '8/9', '9'] -> (((8/9 + 9) / 2/5) - (1/6 + 5/9))
[62447] ['1/5', '2/5', '9/8', '9/7', '6'] -> (((6 / 9/7) - 2/5) / (1/5 / 9/8))
[62448] ['1/5', '8/9', '3/2', '7/3', '4'] -> (4 * ((8/9 / 1/5) + (7/3 / 3/2)))
[62449] ['2/5', '5/8', '8/9', '9/4', '3'] -> ((8/9 * 9/4) * (3 / (2/5 * 5/8)))
[62450] ['1/7', '1/4', '7/8', '5/2', '5'] -> ((7/8 / (1/7 * 1/4)) - (5/2 / 5))
[62451] ['3/8', '4/9', '5/9', '7/5', '8'] -> (((8 / 5/9) - (7/5 / 3/8)) / 4/9)
[62452] ['1/5', '3/7', '9/8', '5/2', '5'] -> (5 / ((5/2 / 3/7) - (9/8 / 1/5)))
[62453] ['2/5', '5/8', '8/9', '7/3', '3'] -> ((7/3 + 3) / (8/9 * (2/5 * 5/8)))
[62454] ['5/9', '5/9', '5/8', '9/4', '4'] -> ((9/4 * 4) / ((5/9 / 5/9) - 5/8))
[62455] ['2/5', '5/9', '4/5', '9/4', '4'] -> ((2/5 + 4/5) / ((9/4 / 5/9) - 4))
[62456] ['4/7', '5/8', '5/7', '1', '5/3'] -> ((5/7 / 5/8) / (1 - (4/7 * 5/3)))
[62457] ['1/5', '3/7', '9/8', '8/3', '5'] -> ((1/5 * 5) / (8/3 - (9/8 / 3/7)))
[62458] ['5/9', '5/9', '5/8', '7/3', '4'] -> ((5/9 / 5/9) / (5/8 - (7/3 / 4)))
[62459] ['1/4', '5/7', '8/9', '5/4', '5'] -> ((5 + (5/4 / 5/7)) / (1/4 / 8/9))
[62460] ['1/5', '2/5', '9/8', '7/3', '6'] -> ((6 + (1/5 + 7/3)) / (2/5 / 9/8))
[62461] ['1/7', '1/4', '8/9', '8/9', '5'] -> ((8/9 / 1/7) + (5 / (1/4 / 8/9)))
[62462] ['1/6', '2/5', '5/9', '5/4', '9'] -> (9 * ((1/6 / 2/5) + (5/4 / 5/9)))
[62463] ['2/5', '5/8', '8/9', '8/3', '3'] -> ((3 + (8/3 / 8/9)) / (2/5 * 5/8))
[62464] ['3/8', '4/9', '5/9', '5/2', '8'] -> ((4/9 + 5/9) + (8 * (3/8 + 5/2)))
[62465] ['5/9', '5/9', '5/8', '8/3', '4'] -> ((5/9 / 5/9) / ((8/3 / 4) - 5/8))
[62466] ['1/7', '1/4', '8/9', '9/8', '5'] -> ((8/9 / 1/7) + (5 / (1/4 * 9/8)))
[62467] ['1/9', '3/8', '6/5', '8/5', '5'] -> ((5 + (8/5 / 6/5)) / (3/8 - 1/9))
[62468] ['1/5', '8/9', '8/5', '5/3', '4'] -> (8/5 / (1/5 - ((8/9 / 5/3) / 4)))
[62469] ['2/5', '5/9', '4/5', '7/2', '4'] -> ((4 / (5/9 / 7/2)) - (2/5 + 4/5))
[62470] ['1/7', '1/4', '8/9', '8/7', '5'] -> (8/9 * ((8/7 / (1/7 * 1/4)) - 5))
[62471] ['4/7', '5/8', '5/7', '1', '5/2'] -> ((1 + (5/7 / 5/2)) / (5/8 - 4/7))
[62472] ['5/9', '5/9', '2/3', '2/3', '4'] -> (2/3 / ((5/9 - 2/3) + (5/9 / 4)))
[62473] ['2/7', '5/8', '7/6', '2', '7/3'] -> ((2 / 2/7) / ((5/8 * 7/3) - 7/6))
[62474] ['1/5', '8/9', '8/5', '7/4', '4'] -> (((7/4 * 4) - 8/5) / (1/5 / 8/9))
[62475] ['1/4', '5/7', '8/9', '7/5', '5'] -> ((8/9 * 7/5) * ((5 / 1/4) - 5/7))
[62476] ['2/5', '5/9', '4/5', '4', '9/2'] -> (((5/9 + 4/5) * (4 * 9/2)) - 2/5)
[62477] ['3/8', '4/9', '4/7', '5/8', '8'] -> (8 / (5/8 - ((3/8 * 4/9) / 4/7)))
[62478] ['2/7', '5/8', '7/6', '2', '8/3'] -> ((2 + (8/3 / 7/6)) / (2/7 * 5/8))
[62479] ['5/9', '5/9', '2/3', '5/7', '4'] -> ((4 / (5/7 - 5/9)) - (2/3 / 5/9))
[62480] ['1/5', '2/5', '8/7', '4/3', '6'] -> ((6 - 2/5) / (4/3 * (1/5 / 8/7)))
[62481] ['1/9', '3/5', '4/5', '9/4', '4'] -> (4 / (1/9 * (9/4 - (3/5 / 4/5))))
[62482] ['2/5', '5/9', '5/6', '5/6', '4'] -> (5/6 / (5/9 - (5/6 / (2/5 * 4))))
[62483] ['1/5', '8/9', '8/5', '7/3', '4'] -> (7/3 / ((8/9 / 4) - (1/5 / 8/5)))
[62484] ['1/5', '3/7', '8/7', '9/7', '5'] -> (((9/7 / 1/5) - (8/7 - 5)) / 3/7)
[62485] ['2/7', '5/8', '7/6', '2', '9/2'] -> (9/2 * ((5/8 * 2) + (7/6 / 2/7)))
[62486] ['1/5', '2/5', '8/7', '5/3', '6'] -> ((6 / 5/3) / ((2/5 / 8/7) - 1/5))
[62487] ['1/4', '5/7', '8/9', '5/3', '5'] -> (((5 / 5/7) - 5/3) / (1/4 * 8/9))
[62488] ['4/7', '5/8', '3/4', '7/9', '1'] -> (1 / ((5/8 / 7/9) - (4/7 / 3/4)))
[62489] ['1/9', '7/8', '5/4', '9/5', '3'] -> (3 / ((9/5 * (7/8 - 1/9)) - 5/4))
[62490] ['1/9', '3/5', '4/5', '7/2', '4'] -> ((4/5 / (1/9 * 3/5)) / (4 - 7/2))
[62491] ['2/5', '5/9', '5/6', '7/8', '4'] -> (5/6 / ((5/9 * 4) - (7/8 / 2/5)))
[62492] ['1/6', '2/5', '4/7', '3/5', '9'] -> (9 / ((2/5 / 3/5) - (1/6 / 4/7)))
[62493] ['5/9', '5/9', '2/3', '8/9', '4'] -> ((2/3 * 4) / ((5/9 / 5/9) - 8/9))
[62494] ['2/7', '5/8', '6/5', '6/5', '2'] -> ((6/5 / 2/7) / (2 - (5/8 + 6/5)))
[62495] ['1/5', '3/7', '8/7', '3/2', '5'] -> (8/7 / ((1/5 / 3/2) - (3/7 / 5)))
[62496] ['1/9', '1/5', '1/5', '9/4', '7'] -> ((7 - (1/5 / 1/5)) / (1/9 * 9/4))
[62497] ['1/9', '7/8', '5/4', '9/4', '3'] -> (3 / (5/4 - (7/8 + (1/9 * 9/4))))
[62498] ['3/8', '4/9', '4/7', '5/6', '8'] -> (8 * ((4/9 / 4/7) + (5/6 / 3/8)))
[62499] ['1/5', '2/5', '8/7', '7/3', '6'] -> (6 + ((2/5 + 8/7) / (1/5 / 7/3)))
[62500] ['1/9', '1/5', '1/5', '5/2', '7'] -> ((1/5 + 7) / (1/9 * (1/5 + 5/2)))
[62501] ['2/5', '5/8', '9/8', '7/4', '3'] -> ((2/5 * 3) / ((9/8 / 5/8) - 7/4))
[62502] ['1/9', '7/8', '5/4', '7/3', '3'] -> ((7/3 / 1/9) / (3 - (7/8 + 5/4)))
[62503] ['3/8', '4/9', '4/7', '6/7', '8'] -> (8 * ((6/7 / (4/9 * 4/7)) - 3/8))
[62504] ['1/5', '3/7', '8/7', '7/4', '5'] -> (7/4 + ((3/7 + (5 / 1/5)) / 8/7))
[62505] ['4/7', '5/8', '3/4', '7/8', '1'] -> (1 / ((7/8 * (4/7 / 3/4)) - 5/8))
[62506] ['1/5', '2/5', '8/7', '8/3', '6'] -> ((6 / (2/5 - (1/5 / 8/7))) - 8/3)
[62507] ['2/5', '5/8', '9/8', '9/4', '3'] -> ((3 / (2/5 * 5/8)) / (9/8 / 9/4))
[62508] ['1/5', '3/7', '8/7', '9/5', '5'] -> ((5 - (8/7 + 9/5)) / (1/5 * 3/7))
[62509] ['1/9', '3/5', '5/6', '8/9', '4'] -> ((4 + (8/9 / 1/9)) / (3/5 * 5/6))
[62510] ['1/5', '8/9', '5/3', '9/5', '4'] -> ((4 + ((5/3 + 9/5) / 1/5)) / 8/9)
[62511] ['2/5', '5/9', '5/6', '9/7', '4'] -> ((4 / (5/9 - 2/5)) / (5/6 * 9/7))
[62512] ['1/9', '1/5', '1/5', '9/2', '7'] -> ((1/5 + 7) / ((1/9 * 9/2) - 1/5))
[62513] ['2/5', '5/8', '9/8', '7/3', '3'] -> ((9/8 / (2/5 * 5/8)) * (7/3 + 3))
[62514] ['1/5', '8/9', '5/3', '9/4', '4'] -> ((4 / (1/5 / 8/9)) / (5/3 / 9/4))
[62515] ['3/8', '4/9', '4/7', '9/8', '8'] -> ((9/8 + (8 / (4/9 + 4/7))) / 3/8)
[62516] ['1/5', '3/7', '8/7', '9/4', '5'] -> ((8/7 / 5) / (1/5 - (3/7 / 9/4)))
[62517] ['2/5', '5/9', '5/6', '7/5', '4'] -> (4 / ((5/9 * (2/5 + 7/5)) - 5/6))
[62518] ['1/5', '2/5', '7/6', '7/6', '6'] -> (((6 / 7/6) - (2/5 / 7/6)) / 1/5)
[62519] ['1/5', '8/9', '5/3', '7/3', '4'] -> ((4 + (7/3 / 5/3)) / (1/5 / 8/9))
[62520] ['1/9', '1/5', '2/9', '1/4', '7'] -> (((1/9 + 7) - (2/9 / 1/5)) / 1/4)
[62521] ['1/9', '7/8', '9/7', '4/3', '3'] -> ((3 - (9/7 - 4/3)) / (1/9 / 7/8))
[62522] ['2/7', '5/8', '6/5', '5/3', '2'] -> ((2 / (2/7 * 5/8)) / (5/3 - 6/5))
[62523] ['5/9', '5/9', '2/3', '7/4', '4'] -> (4 / ((2/3 * 7/4) - (5/9 / 5/9)))
[62524] ['1/9', '3/8', '5/4', '8/5', '5'] -> ((5 - (5/4 / 3/8)) / (1/9 / 8/5))
[62525] ['4/7', '5/8', '3/4', '1', '5/4'] -> ((5/4 + (1 / 4/7)) / (3/4 - 5/8))
[62526] ['5/9', '5/9', '2/3', '9/5', '4'] -> (4 / ((5/9 * 9/5) - (5/9 / 2/3)))
[62527] ['1/5', '8/9', '5/3', '4', '9/2'] -> ((4 + (8/9 * 9/2)) / (1/5 * 5/3))
[62528] ['1/9', '1/5', '2/9', '2/7', '7'] -> (7 * ((2/9 / 1/9) + (2/7 / 1/5)))
[62529] ['1/5', '2/5', '7/6', '9/7', '6'] -> ((2/5 / 7/6) / ((9/7 / 6) - 1/5))
[62530] ['2/5', '5/9', '5/6', '7/4', '4'] -> (2/5 / (4 - (5/6 + (7/4 / 5/9))))
[62531] ['1/5', '3/7', '8/7', '7/2', '5'] -> ((8/7 - (1/5 - 3/7)) * (7/2 * 5))
[62532] ['1/4', '5/7', '8/9', '9/2', '5'] -> ((5 / (1/4 * 5/7)) - (8/9 * 9/2))
[62533] ['1/9', '1/5', '2/9', '3/8', '7'] -> (7 / (3/8 * (2/9 + (1/9 / 1/5))))
[62534] ['5/9', '5/9', '2/3', '9/4', '4'] -> ((2/3 / 5/9) / ((9/4 / 5/9) - 4))
[62535] ['3/8', '4/9', '4/7', '5/4', '8'] -> (((8 / 4/7) - (5/4 / 3/8)) / 4/9)
[62536] ['1/5', '8/9', '7/4', '7/4', '4'] -> (8/9 * (((7/4 + 4) / 1/5) - 7/4))
[62537] ['2/5', '5/9', '5/6', '9/5', '4'] -> (4 * ((5/6 / 5/9) + (9/5 / 2/5)))
[62538] ['1/5', '2/5', '7/6', '7/4', '6'] -> ((6 / 7/4) / ((2/5 / 7/6) - 1/5))
[62539] ['2/7', '5/8', '6/5', '2', '9/4'] -> (((2 * 9/4) / (2/7 * 5/8)) - 6/5)
[62540] ['1/4', '5/7', '9/8', '9/8', '5'] -> (((5 / 5/7) - (9/8 / 9/8)) / 1/4)
[62541] ['1/9', '7/8', '9/7', '8/5', '3'] -> (8/5 * ((9/7 / 1/9) + (3 / 7/8)))
[62542] ['1/7', '1/4', '8/9', '8/3', '5'] -> ((8/9 + 8/3) * (5 + (1/4 / 1/7)))
[62543] ['1/9', '3/8', '5/4', '9/4', '5'] -> (3/8 * (((9/4 + 5) / 1/9) - 5/4))
[62544] ['1/9', '1/5', '2/9', '2/5', '7'] -> (((2/9 / 1/9) + (2/5 * 7)) / 1/5)
[62545] ['2/5', '5/9', '5/6', '7/3', '4'] -> ((5/9 / 5/6) + (4 / (2/5 / 7/3)))
[62546] ['1/5', '3/7', '7/6', '7/6', '5'] -> ((5 / 1/5) - (3/7 * (7/6 + 7/6)))
[62547] ['1/4', '5/7', '9/8', '7/6', '5'] -> (5 / (5/7 * (7/6 + (1/4 - 9/8))))
[62548] ['2/7', '5/8', '6/5', '2', '7/3'] -> (2 / ((5/8 * 6/5) - (2/7 * 7/3)))
[62549] ['1/5', '2/5', '7/6', '9/4', '6'] -> ((6 / (2/5 - (1/5 / 7/6))) - 9/4)
[62550] ['5/9', '5/9', '2/3', '4', '9/2'] -> (4 * (9/2 + ((5/9 / 5/9) / 2/3)))
[62551] ['1/9', '3/5', '5/6', '7/4', '4'] -> ((4 / 1/9) / ((7/4 / 5/6) - 3/5))
[62552] ['1/6', '2/5', '4/7', '8/7', '9'] -> ((9 - (8/7 / (2/5 * 4/7))) / 1/6)
[62553] ['2/5', '5/8', '8/7', '9/7', '3'] -> ((8/7 + (9/7 / 5/8)) / (2/5 / 3))
[62554] ['3/8', '4/9', '4/7', '7/5', '8'] -> (8 / (3/8 * (4/7 + (4/9 / 7/5))))
[62555] ['2/5', '5/9', '5/6', '5/2', '4'] -> (((5/6 + 5/2) + (4 / 2/5)) / 5/9)
[62556] ['1/9', '7/8', '9/7', '7/4', '3'] -> ((3 / (1/9 * 9/7)) / (7/4 - 7/8))
[62557] ['1/5', '3/7', '7/6', '5/4', '5'] -> (5 / (7/6 * (3/7 - (1/5 * 5/4))))
