[256088] ['2/5', '7/6', '5/4', '9/7', '8'] -> ((((8 * 7/6) / 2/5) * 9/7) / 5/4)
[258172] ['1/6', '3/8', '3/7', '1', '5/3'] -> (1 / (3/7 * (3/8 - (1/6 * 5/3))))
[258173] ['3/8', '5/6', '8/7', '5/4', '9'] -> (9 * ((3/8 / (5/4 - 8/7)) - 5/6))
[258174] ['3/7', '3/7', '5/8', '3/2', '8'] -> (((8 * (3/7 + 3/2)) - 3/7) / 5/8)
[258175] ['4/9', '1/2', '5/6', '8/5', '2'] -> (8/5 / (2 * (4/9 / 5/6)) - 1/2))
[258176] ['1/6', '3/8', '3/7', '1', '7/4'] -> (1 / ((1/6 / 7/4) + (3/8 - 3/7)))
[258177] ['1/9', '4/9', '3/4', '4/5', '2'] -> (2 / (3/4 - (1/9 + (4/9 / 4/5))))
[258178] ['3/7', '3/7', '5/8', '8/5', '8'] -> (((3/7 / 5/8) + (8/5 + 8)) / 3/7)
[258179] ['2/9', '1/2', '6/5', '7/3', '6'] -> (((6 / 6/5) - 7/3) / (2/9 * 1/2))
[258180] ['3/8', '5/6', '8/7', '3/2', '9'] -> (9 * ((3/2 / (3/8 * 8/7)) - 5/6))
[258181] ['8/9', '3/2', '2', '7/3', '9/2'] -> (9/2 / (3/2 - (7/3 / (8/9 * 2))))
[258182] ['2/9', '3/5', '1', '7/5', '9/4'] -> ((1 + 7/5) / (3/5 - (2/9 * 9/4)))
[258183] ['3/7', '3/7', '5/8', '5/3', '8'] -> (((8 + (3/7 / 3/7)) * 5/3) / 5/8)
[258184] ['4/9', '5/6', '9/8', '7/6', '7'] -> (7 / ((4/9 - 9/8) + (5/6 * 7/6)))
[258185] ['1/9', '4/9', '3/4', '7/8', '2'] -> ((2 + (4/9 * 3/4)) / (1/9 * 7/8))
[258186] ['2/9', '1/2', '6/5', '5/2', '6'] -> ((6/5 + (6 / (2/9 * 5/2))) / 1/2)
[258187] ['2/7', '1/2', '5/6', '8/9', '3'] -> (3 / (2/7 * (5/6 / 8/9)) - 1/2))
[258188] ['2/9', '3/5', '1', '7/5', '7/3'] -> (((3/5 + 1) + (7/5 + 7/3)) / 2/9)
[258189] ['3/7', '3/7', '5/8', '7/4', '8'] -> (((3/7 / 3/7) + (7/4 * 8)) / 5/8)
[258190] ['3/8', '5/6', '8/7', '5/3', '9'] -> (9 * ((3/8 + 5/6) + (5/3 / 8/7)))
[258191] ['1/5', '2/9', '1/4', '5/2', '7'] -> ((1/4 - (5/2 / 2/9)) + (7 / 1/5))
[258192] ['1/5', '8/7', '9/7', '9/7', '2'] -> (8/7 + ((2 + (9/7 + 9/7)) / 1/5))
[258193] ['1/9', '1/7', '2/3', '3/4', '9'] -> (2/3 / (1/7 * 1/9) + (3/4 / 9)))
[258194] ['1/9', '4/9', '3/4', '8/7', '2'] -> (((2 + (4/9 * 3/4)) * 8/7) / 1/9)
[258195] ['1/4', '4/7', '1', '6/5', '9/2'] -> ((9/2 / (1 - (1/4 + 4/7))) - 6/5)
[258196] ['2/9', '1/2', '6/5', '8/3', '6'] -> ((((8/3 / 6/5) - 2/9) * 6) / 1/2)
[258197] ['2/7', '1/2', '5/6', '9/8', '3'] -> (3 / (2/7 * (5/6 * 9/8)) - 1/2))
[258198] ['1/9', '1/6', '2/3', '7/8', '6'] -> ((1/6 + 2/3) / ((7/8 / 6) - 1/9))
[258199] ['4/9', '1/2', '6/7', '8/7', '2'] -> (6/7 / (2 * 8/7) - (1/2 / 4/9)))
[258200] ['1/6', '3/8', '3/7', '1', '8/3'] -> ((8/3 + (1 / 3/7)) / (3/8 - 1/6))
[258201] ['1/5', '2/9', '1/4', '7/2', '7'] -> ((7/2 / 2/9) + (7 + (1/4 / 1/5)))
[258202] ['2/9', '1/2', '6/5', '9/2', '6'] -> (1/2 + (9/2 * (2/9 + (6 / 6/5))))
[258203] ['8/9', '8/5', '8/5', '5/3', '2'] -> ((8/5 * 2) / ((8/5 / 8/9) - 5/3))
[258204] ['2/7', '1/2', '5/6', '6/5', '3'] -> ((3 / (5/6 * (2/7 * 1/2))) - 6/5)
[258205] ['1/4', '4/7', '1', '5/4', '4/3'] -> ((1/4 + (1 / 4/7)) / (4/3 - 5/4))
[258206] ['3/7', '3/7', '2/3', '2/3', '8'] -> (8 / ((2/3 + 2/3) - (3/7 / 3/7)))
[258207] ['1/9', '4/9', '3/4', '8/5', '2'] -> (((2 - (4/9 * 3/4)) * 8/5) / 1/9)
[258208] ['8/9', '8/5', '8/5', '7/4', '2'] -> (((2 * 8/5) / 8/9) / (7/4 - 8/5))
[258209] ['3/8', '5/6', '8/7', '7/3', '9'] -> (((9 - (3/8 * 8/7)) * 7/3) / 5/6)
[258210] ['4/9', '5/6', '9/8', '4/3', '7'] -> (9/8 + ((5/6 + (4/3 * 7)) / 4/9))
[258211] ['1/9', '1/7', '2/3', '7/8', '9'] -> ((9 - (2/3 / 1/9)) / (1/7 * 7/8))
[258212] ['1/6', '3/8', '4/9', '4/7', '1'] -> (3/8 + (1 / (4/7 * (1/6 * 4/9))))
[258213] ['3/7', '3/7', '2/3', '4/5', '8'] -> (((3/7 * 2/3) + (8 / 4/5)) / 3/7)
[258214] ['4/9', '1/2', '6/7', '4/3', '2'] -> ((4/3 + 2) / ((1/2 / 6/7) - 4/9))
[258215] ['1/4', '4/7', '8/9', '9/8', '9'] -> ((9 / (9/8 * (4/7 - 1/4))) - 8/9)
[258216] ['1/4', '4/7', '1', '5/4', '3/2'] -> (3/2 / (((1 - 1/4) / 4/7) - 5/4))
[258217] ['1/9', '1/7', '2/3', '8/9', '9'] -> ((9 + ((1/9 + 8/9) / 1/7)) / 2/3)
[258218] ['2/9', '1/2', '5/4', '7/4', '6'] -> (6 / (2/9 * (7/4 - (1/2 * 5/4))))
[258219] ['1/9', '4/9', '3/4', '9/5', '2'] -> (2 / ((1/9 - 4/9) + (3/4 / 9/5)))
[258220] ['4/9', '1/2', '6/7', '3/2', '2'] -> (2 / ((4/9 * 3/2) - (1/2 / 6/7)))
[258221] ['2/7', '1/2', '5/6', '8/5', '3'] -> (3 / (5/6 * (1/2 / 2/7)) - 8/5))
[258222] ['1/9', '4/9', '7/9', '7/9', '2'] -> (((2 * (7/9 + 7/9)) - 4/9) / 1/9)
[258223] ['2/9', '3/5', '1', '3/2', '8/3'] -> (8/3 * (3/2 + (1 / (2/9 * 3/5))))
[258224] ['3/7', '3/7', '2/3', '9/8', '8'] -> (((8 / 2/3) - 3/7) / (3/7 * 9/8))
[258225] ['4/9', '5/6', '9/8', '5/3', '7'] -> (5/3 * ((7 / 4/9) - (9/8 / 5/6)))
[258226] ['1/5', '8/7', '9/7', '2', '7/3'] -> (8/7 / (1/5 * (9/7 * 2)) - 7/3))
[258227] ['8/9', '8/5', '8/5', '2', '9/2'] -> (8/5 + ((8/9 + 8/5) * (2 * 9/2)))
[258228] ['3/7', '3/7', '2/3', '5/4', '8'] -> (((3/7 * 2/3) + (5/4 * 8)) / 3/7)
[258229] ['2/9', '3/5', '1', '3/2', '7/2'] -> (((1 - 3/2) + (7/2 / 3/5)) / 2/9)
[258230] ['2/9', '1/2', '9/7', '8/5', '6'] -> (6 / ((1/2 / 9/7) - (2/9 / 8/5)))
[258231] ['1/4', '4/7', '1', '5/4', '9/4'] -> (5/4 + ((1 + 9/4) / (1/4 * 4/7)))
[258232] ['1/9', '1/7', '2/3', '3/2', '9'] -> (9 * (3/2 + (1/9 / (1/7 * /3)))
)[258233] ['2/7', '1/2', '5/6', '9/5', '3'] -> (((5/6 * 9/5) + (3 / 2/7)) / 1/2)
[258234] ['1/5', '8/7', '9/7', '2', '8/3'] -> (8/3 * ((8/7 / 1/5) + (9/7 + 2)))
[258235] ['2/9', '1/2', '9/7', '5/3', '6'] -> ((9/7 * 6) * ((5/3 / 1/2) - 2/9))
[258236] ['1/4', '4/7', '8/9', '3/2', '9'] -> (4/7 * (3/2 + (9 / (1/4 * 8/9))))
[258237] ['1/5', '2/9', '2/7', '3/5', '7'] -> ((((2/7 / 2/9) - 3/5) * 7) / 1/5)
[258238] ['2/9', '1/2', '9/7', '7/4', '6'] -> (6 / ((2/9 * 1/2) * 9/7) * 7/4))
[258239] ['2/7', '1/2', '5/6', '9/4', '3'] -> (3 / ((5/6 * 9/4) - (1/2 / 2/7)))
[258240] ['4/9', '5/6', '9/8', '7/3', '7'] -> (9/8 + ((7 + (5/6 + 7/3)) / 4/9))
[258241] ['8/9', '8/5', '5/3', '2', '7/3'] -> (8/5 / (2 - ((8/9 + 7/3) / 5/3)))
[258242] ['1/6', '3/8', '4/9', '1', '9/7'] -> (((4/9 + (1 / 3/8)) * 9/7) / 1/6)
[258243] ['1/4', '4/7', '1', '5/4', '8/3'] -> (1 / (8/3 - ((1/4 + 5/4) / 4/7)))
[258244] ['1/9', '1/6', '5/7', '7/6', '6'] -> (6 / (1/9 + (7/6 * (1/6 * 5/7))))
[258245] ['3/7', '3/7', '2/3', '7/2', '8'] -> ((2/3 * 8) * (7/2 + (3/7 / 3/7)))
[258246] ['1/9', '1/7', '2/3', '9/4', '9'] -> (9 / ((2/3 / (1/9 + 1/7)) - 9/4))
[258247] ['1/4', '4/7', '8/9', '5/3', '9'] -> (8/9 / (4/7 * 1/4) - (5/3 / 9)))
[258248] ['4/9', '5/6', '9/8', '7/2', '7'] -> ((7/2 + 7) / (9/8 * (5/6 - 4/9)))
[258249] ['2/9', '1/2', '9/7', '8/3', '6'] -> ((9/7 * 6) * (8/3 + (2/9 / 1/2)))
[258250] ['2/7', '1/2', '6/7', '8/7', '3'] -> ((8/7 * 3) / ((1/2 * 6/7) - 2/7))
[258251] ['1/4', '4/7', '1', '9/7', '9/7'] -> ((9/7 + 9/7) / (1/4 * (1 - 4/7)))
[258252] ['1/9', '1/7', '2/3', '5/2', '9'] -> ((((5/2 * 2/3) / 1/7) - 9) / 1/9)
[258253] ['8/9', '8/5', '5/3', '2', '9/2'] -> ((8/5 + 2) * (9/2 * (8/9 * 5/3)))
[258254] ['1/9', '1/6', '5/7', '5/4', '6'] -> (6 / ((5/4 / 5/7) - (1/6 / 1/9)))
[258255] ['3/7', '3/7', '5/7', '5/6', '8'] -> (((3/7 + (5/7 / 5/6)) * 8) / 3/7)
[258256] ['1/4', '4/7', '1', '9/7', '4/3'] -> ((1 + (1/4 * 4/7)) / (4/3 - 9/7))
[258257] ['2/9', '3/5', '1', '5/3', '9/5'] -> ((1 + 5/3) / ((3/5 / 9/5) - 2/9))
[258258] ['1/9', '4/9', '7/9', '7/4', '2'] -> (((7/9 / (2 - 7/4)) - 4/9) / 1/9)
[258259] ['1/9', '1/7', '2/3', '9/2', '9'] -> (((2/3 / 1/7) - (9 / 9/2)) / 1/9)
[258260] ['1/6', '3/8', '1/2', '4/7', '1'] -> (1 / (1/2 * (3/8 - (1/6 / 4/7))))
[258261] ['1/4', '4/7', '8/9', '9/4', '9'] -> (1/4 + (9/4 * (9 + (8/9 / 4/7))))
[258262] ['3/7', '3/7', '5/7', '6/5', '8'] -> (((3/7 + (5/7 * 6/5)) * 8) / 3/7)
[258263] ['2/9', '1/2', '4/3', '7/5', '6'] -> (((6 / (7/5 - 1/2)) - 4/3) / 2/9)
[258264] ['4/9', '5/6', '8/7', '9/7', '7'] -> (7 * (9/7 + ((8/7 * 5/6) / 4/9)))
[258265] ['1/9', '1/6', '5/7', '3/2', '6'] -> (((5/7 * (6 - 1/6)) - 3/2) / 1/9)
[258266] ['1/4', '4/7', '1', '9/7', '5/3'] -> ((1 + 5/3) * (9/7 / (1/4 * 4/7)))
[258267] ['1/5', '2/9', '2/7', '6/7', '7'] -> ((7 - (2/7 / (1/5 * 6/7))) / 2/9)
[258268] ['4/9', '5/6', '8/7', '4/3', '7'] -> ((4/3 + (8/7 * 7)) / (5/6 - 4/9))
[258269] ['1/9', '1/6', '5/7', '8/5', '6'] -> (8/5 / (6 * 1/6) - (1/9 / 5/7)))
[258270] ['4/9', '1/2', '7/8', '6/5', '2'] -> (2 / (6/5 * (4/9 + 1/2)) - 7/8))
[258271] ['1/4', '4/7', '8/9', '7/2', '9'] -> (((8/9 * 9) - (4/7 * 7/2)) / 1/4)
[258272] ['2/9', '1/2', '7/5', '7/5', '6'] -> (6 * ((7/5 / (2/9 * 7/5)) - 1/2))
[258273] ['3/7', '3/7', '5/7', '8/5', '8'] -> (8 * (8/5 + (3/7 / (3/7 * /7)))
)[258274] ['1/9', '4/9', '7/9', '2', '9/2'] -> ((1/9 + (2 * (7/9 + 9/2))) / 4/9)
[258275] ['1/6', '3/8', '1/2', '6/7', '1'] -> (1 / ((1/2 / 6/7) - (1/6 + 3/8)))
[258276] ['3/7', '3/7', '5/7', '5/3', '8'] -> (8 / ((5/7 * 5/3) - (3/7 + 3/7)))
[258277] ['1/9', '4/9', '4/5', '4/5', '2'] -> (2 * (4/5 + ((4/9 + 4/5) / 1/9)))
[258278] ['1/4', '4/7', '8/9', '9/2', '9'] -> ((9 / (4/7 - 1/4)) - (8/9 * 9/2))
[258279] ['1/6', '3/8', '1/2', '8/9', '1'] -> (1/2 / (3/8 * (1/6 + 8/9)) - 1))
[258280] ['2/9', '1/2', '7/5', '3/2', '6'] -> (6 * ((3/2 / (1/2 - 2/9)) - 7/5))
[258281] ['1/5', '8/7', '4/3', '2', '7/2'] -> (4/3 * (((7/2 * 8/7) / 1/5) - 2))
[258282] ['4/9', '5/6', '8/7', '3/2', '7'] -> (((7 + (5/6 + 3/2)) * 8/7) / 4/9)
[258283] ['1/4', '4/7', '1', '9/7', '9/4'] -> ((9/7 + (9/4 / 1/4)) / (1 - 4/7))
[258284] ['8/9', '8/5', '7/4', '2', '7/2'] -> (((7/2 / (7/4 - 8/5)) - 2) / 8/9)
[258285] ['1/9', '1/6', '5/7', '7/4', '6'] -> (6 / ((1/6 / 1/9) - (5/7 * 7/4)))
[258286] ['3/7', '3/7', '5/7', '7/4', '8'] -> ((5/7 + (3/7 / 3/7)) * (7/4 * 8))
[258287] ['1/6', '3/8', '1/2', '1', '8/7'] -> (1 / ((3/8 * 1/2) - (1/6 / 8/7)))
[258288] ['8/9', '8/5', '7/4', '2', '9/2'] -> ((7/4 + 2) * (9/2 * (8/9 * 8/5)))
[258289] ['4/9', '5/6', '8/7', '8/5', '7'] -> ((8/7 * 8/5) * ((7 * 5/6) / 4/9))
[258290] ['3/7', '3/7', '5/7', '9/5', '8'] -> (8 * (9/5 + ((3/7 + 3/7) / 5/7)))
[258291] ['1/5', '8/7', '7/5', '7/5', '2'] -> (((7/5 + (7/5 * 2)) * 8/7) / 1/5)
[258292] ['1/9', '1/6', '5/7', '9/5', '6'] -> ((9/5 / (1/6 - 1/9)) - (6 / 5/7))
[258293] ['1/5', '8/7', '7/5', '3/2', '2'] -> ((7/5 * 3/2) * ((2 * 8/7) / 1/5))
[258294] ['1/5', '2/9', '2/7', '7/6', '7'] -> ((7 - ((7/6 * 2/7) / 1/5)) / 2/9)
[258295] ['1/6', '3/8', '1/2', '1', '8/5'] -> (1 / (((1/6 + 1/2) / 8/5) - 3/8))
[258296] ['1/9', '4/9', '4/5', '9/8', '2'] -> ((4/9 + (2 / (4/5 * 9/8))) / 1/9)
[258297] ['1/9', '1/7', '5/7', '9/7', '9'] -> ((9 + (9/7 / 1/9)) / (1/7 + 5/7))
[258298] ['4/9', '5/6', '8/7', '7/4', '7'] -> (((7/4 + (7 / 4/9)) * 8/7) / 5/6)
[258299] ['4/9', '1/2', '7/8', '9/5', '2'] -> ((1/2 * 2) / ((7/8 / 9/5) - 4/9))
[258300] ['1/4', '4/7', '9/8', '9/7', '9'] -> ((9 - (9/7 / 4/7)) / (1/4 * 9/8))
[258301] ['3/7', '3/7', '3/4', '4/5', '8'] -> (((3/4 + (3/7 / 4/5)) * 8) / 3/7)
[258302] ['1/4', '4/7', '1', '4/3', '3/2'] -> (1 / (((3/2 - 4/3) / 4/7) - 1/4))
[258303] ['4/9', '5/6', '8/7', '9/5', '7'] -> (((7 * (4/9 + 8/7)) * 9/5) / 5/6)
[258304] ['1/9', '4/9', '4/5', '8/7', '2'] -> (8/7 / ((4/9 / (4/5 + 2)) - 1/9))
[258305] ['1/6', '3/8', '1/2', '1', '9/5'] -> (1 / (3/8 * (1/2 / 9/5)) - 1/6))
[258306] ['3/7', '3/7', '3/4', '5/6', '8'] -> ((8 + (3/7 / 3/4)) / (3/7 * 5/6))
[258307] ['2/7', '1/2', '7/8', '7/5', '3'] -> (3 / (7/5 * (7/8 - (2/7 + 1/2))))
[258308] ['1/4', '4/7', '9/8', '7/5', '9'] -> (9 / (9/8 - (4/7 + (1/4 / 7/5))))
[258309] ['3/7', '3/7', '3/4', '6/7', '8'] -> ((6/7 + (8 * (3/7 + 3/4))) / 3/7)
[258310] ['1/9', '4/9', '4/5', '7/6', '2'] -> ((((2 / 4/9) - 7/6) * 4/5) / 1/9)
[258311] ['1/5', '8/7', '7/5', '2', '8/3'] -> (8/7 / (((1/5 + 8/3) / 7/5) - 2))
[258312] ['1/4', '4/7', '1', '4/3', '5/3'] -> ((4/3 + ((1 + 5/3) / 4/7)) / 1/4)
[258313] ['1/9', '1/7', '5/7', '5/3', '9'] -> (((9 + (1/7 / 1/9)) * 5/3) / 5/7)
[258314] ['1/5', '2/9', '2/7', '7/5', '7'] -> ((7 / 2/7) - (7/5 - (1/5 / 2/9)))
[258315] ['3/7', '3/7', '3/4', '8/7', '8'] -> (((3/7 + (3/4 * 8/7)) * 8) / 3/7)
[258316] ['2/9', '3/5', '1', '9/5', '9/5'] -> ((9/5 + ((1 + 9/5) / 2/9)) / 3/5)
[258317] ['1/4', '4/7', '9/8', '7/4', '9'] -> (9 / ((1/4 + 9/8) - (4/7 * 7/4)))
[258318] ['1/9', '4/9', '4/5', '9/7', '2'] -> ((4/9 + 4/5) * (9/7 + (2 / 1/9)))
[258319] ['8/9', '8/5', '2', '9/4', '7/3'] -> ((7/3 / (8/9 - (8/5 / 2))) - 9/4)
[258320] ['1/4', '4/7', '1', '4/3', '9/5'] -> (((1 + (4/3 / 4/7)) * 9/5) / 1/4)
[258321] ['2/9', '1/2', '8/5', '9/4', '6'] -> ((9/4 / (2/9 * 1/2)) + (6 / 8/5))
[258322] ['1/9', '1/7', '5/7', '9/5', '9'] -> (9 * ((5/7 / (1/7 * 9/5)) - 1/9))
[258323] ['3/7', '3/7', '3/4', '6/5', '8'] -> (((8 + (3/7 / 3/4)) * 6/5) / 3/7)
[258324] ['2/7', '1/2', '7/8', '8/3', '3'] -> ((((8/3 * 3) * 7/8) / 2/7) - 1/2)
[258325] ['1/5', '8/7', '3/2', '8/5', '2'] -> ((3/2 + 2) * ((8/5 / 1/5) - 8/7))
[258326] ['1/9', '1/6', '3/4', '9/7', '6'] -> (1/9 / ((1/6 / 9/7) - (3/4 / 6)))
[258327] ['4/9', '5/6', '7/6', '6/5', '7'] -> (7 / (7/6 * (5/6 / 6/5)) - 4/9))
[258328] ['8/9', '8/5', '2', '9/4', '8/3'] -> (8/3 / (9/4 - (8/9 + (2 / 8/5))))
[258329] ['1/9', '1/7', '5/7', '5/2', '9'] -> ((5/2 + (1/7 / 5/7)) * (9 - 1/9))
[258330] ['2/9', '3/5', '1', '9/5', '7/2'] -> (((7/2 + (1 / 2/9)) * 9/5) / 3/5)
[258331] ['4/9', '1/2', '8/9', '5/4', '2'] -> (2 / ((8/9 / 1/2) - (4/9 + 5/4)))
[258332] ['2/7', '1/2', '8/9', '9/8', '3'] -> (3 / ((2/7 * 9/8) * 8/9) - 1/2))
[258333] ['1/6', '3/8', '5/9', '7/8', '1'] -> (1 / ((5/9 * 7/8) - (1/6 / 3/8)))
[258334] ['2/9', '1/2', '8/5', '7/2', '6'] -> (((7/2 / 2/9) - (6 / 8/5)) / 1/2)
[258335] ['3/7', '3/7', '3/4', '8/5', '8'] -> (((3/7 + (3/4 * 8)) * 8/5) / 3/7)
[258336] ['8/9', '8/5', '2', '9/4', '7/2'] -> (2 / ((7/2 / (8/5 * 9/4)) - 8/9))
[258337] ['1/9', '1/6', '3/4', '8/5', '6'] -> (6 / (1/9 + (1/6 / (3/4 * /5)))
)[258338] ['2/9', '1/2', '8/5', '9/2', '6'] -> (6 / ((2/9 / 8/5) + (1/2 / 9/2)))
[258339] ['4/9', '5/6', '7/6', '9/7', '7'] -> (7 / ((5/6 / (4/9 * 9/7)) - 7/6))
[258340] ['1/6', '3/8', '5/9', '1', '8/7'] -> (1 / ((5/9 / 8/7) - (1/6 / 3/8)))
[258341] ['1/9', '1/7', '5/7', '9/2', '9'] -> ((9 + (5/7 / 1/9)) / (1/7 * 9/2))
[258342] ['1/5', '8/7', '3/2', '2', '9/4'] -> (8/7 * (((9/4 * 2) / 1/5) - 3/2))
[258343] ['1/4', '4/7', '9/8', '9/2', '9'] -> ((9 / (4/7 - 1/4)) - (9/2 / 9/8))
[258344] ['3/7', '3/7', '3/4', '9/5', '8'] -> (8 / ((3/7 / 3/4) - (3/7 / 9/5)))
[258345] ['1/9', '4/9', '4/5', '9/5', '2'] -> ((4/5 + (4/9 / 1/9)) / (2 - 9/5))
[258346] ['1/5', '2/9', '2/7', '7/3', '7'] -> (((7 + (7/3 / 1/5)) * 2/7) / 2/9)
[258347] ['1/9', '1/6', '7/9', '6/7', '6'] -> ((6 + (7/9 * 6/7)) / (1/9 + 1/6))
[258348] ['3/7', '3/7', '3/4', '7/3', '8'] -> (8 / (7/3 * (3/7 / 3/4)) - 3/7))
[258349] ['2/9', '3/5', '1', '9/4', '7/3'] -> ((7/3 / (2/9 * (1 - 3/5))) - 9/4)
[258350] ['1/9', '1/7', '3/4', '7/9', '9'] -> (((9 - (7/9 / 1/7)) * 3/4) / 1/9)
[258351] ['1/4', '4/7', '8/7', '6/5', '9'] -> (((8/7 - (4/7 / 6/5)) * 9) / 1/4)
[258352] ['4/9', '1/2', '8/9', '5/3', '2'] -> (4/9 / (2 - (1/2 + (8/9 * 5/3))))
[258353] ['1/5', '8/7', '3/2', '2', '5/2'] -> (8/7 * (((2 + 5/2) / 1/5) - 3/2))
[258354] ['4/9', '1/2', '8/9', '7/4', '2'] -> (2 / ((4/9 + 1/2) + (8/9 - 7/4)))
[258355] ['1/4', '4/7', '1', '7/5', '9/5'] -> ((9/5 + ((1 + 7/5) / 4/7)) / 1/4)
[258356] ['3/8', '5/6', '7/5', '7/4', '9'] -> (3/8 + ((5/6 * 9) * (7/5 + 7/4)))
[258357] ['2/7', '1/2', '8/9', '5/3', '3'] -> (3 / ((5/3 / 8/9) - (1/2 / 2/7)))
[258358] ['4/9', '5/6', '7/6', '9/2', '7'] -> (4/9 / ((5/6 / 9/2) - (7/6 / 7)))
[258359] ['1/9', '1/7', '3/4', '7/8', '9'] -> (9 / (((7/8 * 1/7) / 1/9) - 3/4))
[258360] ['1/4', '4/7', '8/7', '9/5', '9'] -> (((8/7 + (9 / 9/5)) / 1/4) - 4/7)
[258361] ['2/9', '1/2', '9/5', '8/3', '6'] -> ((9/5 * 6) * (8/3 - (2/9 / 1/2)))
[258362] ['4/9', '1/2', '8/9', '2', '5/2'] -> (2 / ((4/9 + 8/9) - (1/2 * 5/2)))
[258363] ['1/5', '8/7', '8/5', '8/5', '2'] -> ((2 + ((8/5 + 8/5) / 8/7)) / 1/5)
[258364] ['3/7', '3/7', '7/9', '7/8', '8'] -> ((3/7 + (8 / 7/9)) / (7/8 - 3/7))
[258365] ['1/5', '2/9', '1/3', '3/8', '7'] -> (7 / (3/8 * (2/9 / 1/5)) - 1/3))
[258366] ['1/9', '1/6', '7/9', '8/5', '6'] -> (6 / (((7/9 - 1/9) / 8/5) - 1/6))
[258367] ['8/9', '8/5', '2', '8/3', '7/2'] -> (7/2 / ((2 / (8/5 - 8/9)) - 8/3))
[258368] ['2/7', '1/2', '8/9', '9/5', '3'] -> ((((8/9 + 3) * 9/5) / 2/7) - 1/2)
[258369] ['3/7', '3/7', '7/9', '8/9', '8'] -> ((8 + (3/7 * 8/9)) / (7/9 - 3/7))
[258370] ['1/4', '4/7', '7/6', '7/6', '9'] -> (9 / ((4/7 * 7/6) - (1/4 * 7/6)))
[258371] ['4/9', '5/6', '6/5', '7/5', '7'] -> (((7/5 * 7) / (5/6 - 4/9)) - 6/5)
[258372] ['3/7', '3/7', '7/9', '9/8', '8'] -> ((8 + (3/7 / 9/8)) / (7/9 - 3/7))
[258373] ['1/9', '1/6', '7/9', '9/5', '6'] -> (((6 / 9/5) - (1/9 - 7/9)) / 1/6)
[258374] ['1/5', '8/7', '8/5', '7/4', '2'] -> ((7/4 * 2) * ((8/5 / 1/5) - 8/7))
[258375] ['1/4', '4/7', '7/6', '6/5', '9'] -> ((9 / (4/7 - (1/4 / 7/6))) - 6/5)
[258376] ['8/9', '8/5', '2', '7/2', '9/2'] -> ((8/5 * 2) * (7/2 + (8/9 * 9/2)))
[258377] ['2/9', '1/2', '7/2', '7/2', '6'] -> (6 * ((7/2 / (2/9 * 7/2)) - 1/2))
[258378] ['1/9', '4/9', '5/6', '9/7', '2'] -> (((2 / (4/9 * 9/7)) - 5/6) / 1/9)
[258379] ['2/9', '3/5', '1', '8/3', '7/2'] -> (((1 + 8/3) / (2/9 * 3/5)) - 7/2)
[258380] ['1/6', '3/8', '4/7', '7/9', '1'] -> ((4/7 + (1 / (3/8 * 7/9))) / 1/6)
[258381] ['1/5', '8/7', '8/5', '2', '9/4'] -> (2 + (((8/5 + 9/4) * 8/7) / 1/5))
[258382] ['8/9', '8/5', '2', '9/2', '9/2'] -> (((8/5 * 9/2) * (9/2 - 8/9)) - 2)
[258383] ['1/9', '1/7', '3/4', '5/4', '9'] -> (((5/4 / (1/7 * 3/4)) - 9) / 1/9)
[258384] ['4/9', '5/6', '6/5', '5/3', '7'] -> (((5/3 * 7) - (5/6 * 6/5)) / 4/9)
[258385] ['2/7', '1/2', '8/9', '3', '7/2'] -> (3 / (2/7 - (1/2 / (8/9 * /2)))
)[258386] ['3/8', '5/6', '3/2', '8/5', '9'] -> (9 * ((3/2 / 3/8) - (5/6 * 8/5)))
[258387] ['4/9', '1/2', '9/8', '9/7', '2'] -> (((2 / (9/7 - 9/8)) - 4/9) / 1/2)
[258388] ['1/9', '1/6', '4/5', '7/8', '6'] -> (1/6 / ((7/8 / 6) - (1/9 / 4/5)))
[258389] ['1/5', '2/9', '1/3', '5/7', '7'] -> ((1/3 + (7 / 5/7)) / (1/5 + 2/9))
[258390] ['2/9', '3/5', '1', '7/2', '7/2'] -> (((7/2 + 7/2) - (1 / 3/5)) / 2/9)
[258391] ['1/4', '4/7', '7/6', '7/5', '9'] -> ((4/7 + (9 / 7/5)) / (1/4 * 7/6))
[258392] ['1/9', '1/7', '3/4', '9/7', '9'] -> (((9/7 / 1/9) - 9) / (1/7 * 3/4))
[258393] ['1/6', '3/8', '4/7', '4/5', '1'] -> (((1 / (4/5 - 4/7)) - 3/8) / 1/6)
[258394] ['1/9', '1/6', '4/5', '9/8', '6'] -> (6 / ((1/9 + 1/6) * 4/5) * 9/8))
[258395] ['2/7', '1/2', '8/9', '3', '9/2'] -> (((3 + (8/9 * 9/2)) / 2/7) - 1/2)
[258396] ['1/4', '4/7', '1', '3/2', '5/3'] -> (1 / (((5/3 - 3/2) / 4/7) - 1/4))
[258397] ['8/9', '5/3', '5/3', '7/4', '2'] -> (2 / (5/3 - ((8/9 + 7/4) / 5/3)))
[258398] ['3/7', '3/7', '7/9', '3/2', '8'] -> (8 / (3/2 * (3/7 / 3/7)) - 7/9))
[258399] ['4/9', '5/6', '6/5', '9/5', '7'] -> (7 * ((9/5 / (5/6 - 4/9)) - 6/5))
[258400] ['1/9', '4/9', '5/6', '7/4', '2'] -> ((4/9 + 2) / (1/9 * (7/4 - 5/6)))
