[106381] ['2/9', '9/8', '7/4', '7/2', '4'] -> (4 + 7/2 / 7/4) / (2/9 * 9/8)
[108576] ['1/5', '6/7', '9/4', '7/2', '7'] -> 7 / (1/5 / 6/7) / (7/2 - 9/4)
[108577] ['1/8', '1/7', '1/6', '1/6', '7'] -> 7 / (1/8 / 1/7) / (1/6 + 1/6)
[108578] ['1/7', '1/5', '3/8', '5/2', '3'] -> 3 / (1/7 * (3/8 + 1/5 * 5/2))
[108579] ['4/9', '5/9', '9/8', '9/8', '3'] -> 3 / (5/9 * 9/8 - 4/9 * 9/8)
[108580] ['1/3', '1', '6/5', '7/2', '9/2'] -> 6/5 * (7/2 + (1 + 9/2) / 1/3)
[108581] ['3/5', '4/5', '8/7', '5/3', '4'] -> 4 / 5/3 / (4/5 / 8/7 - 3/5)
[108582] ['1/8', '3/7', '9/4', '5/2', '6'] -> (9/4 + 5/2) / 1/8 - 6 / 3/7
[108583] ['1/8', '1/7', '1/6', '1/5', '7'] -> 1/7 / (1/8 - 1/6 / 1/5 / 7)
[108584] ['4/7', '5/4', '7/5', '9/4', '5'] -> 5 * (9/4 + 7/5 * (4/7 + 5/4))
[108585] ['1/5', '2/3', '8/7', '3/2', '9'] -> 8/7 * (3/2 / 1/5 + 9 / 2/3)
[108586] ['4/9', '5/9', '9/8', '8/7', '3'] -> 9/8 / (5/9 / 8/7 - 4/9) - 3
[108587] ['2/9', '2/5', '7/8', '6/5', '8'] -> (8 - 6/5) / (2/9 * (2/5 + 7/8))
[108588] ['2/3', '2/3', '2/3', '7/3', '3'] -> (7/3 + 3) / (2/3 - 2/3 * 2/3)
[108589] ['1/5', '6/7', '7/3', '5/2', '7'] -> (6/7 * 7/3 + 7 / 5/2) / 1/5
[108590] ['5/9', '5/7', '8/9', '8/5', '9'] -> (8/9 + 5/9 / 5/7) * 8/5 * 9
[108591] ['1/5', '2/3', '8/7', '9/5', '9'] -> (2/3 * 9 - 9/5) / (1/5 / 8/7)
[108592] ['1/7', '1/7', '2/9', '4', '9/2'] -> (2/9 * 9/2 - 1/7) / (1/7 / 4)
[108593] ['2/9', '9/7', '8/5', '7/3', '4'] -> 8/5 * (4 / 2/9 - 9/7 * 7/3)
[108594] ['1/7', '1/5', '2/5', '2/5', '3'] -> (2/5 + 3) / 1/7 - (1/5 - 2/5)
[108595] ['4/9', '5/9', '9/8', '9/7', '3'] -> 3 / (4/9 + 5/9 - 9/8 / 9/7)
[108596] ['1/5', '2/3', '8/7', '9/4', '9'] -> 9 / (8/7 * 1/5 / 2/3) - 9/4
[108597] ['2/9', '9/7', '8/5', '5/2', '4'] -> 5/2 * (4 + 8/5 / (2/9 * 9/7))
[108598] ['1/3', '1', '5/4', '5/4', '7/5'] -> 5/4 / 1/3 / (7/5 - 5/4) - 1
[108599] ['1/8', '3/7', '7/3', '5/2', '6'] -> 3/7 / ((6 - 1/8) / 7/3 - 5/2)
[108600] ['1/7', '1/7', '1/4', '4/9', '4'] -> (4 - (1/4 + 1/7 / 4/9)) / 1/7
[108601] ['2/9', '2/5', '7/8', '4/3', '8'] -> (8 - 4/3 / 2/5) / (2/9 * 7/8)
[108602] ['1/5', '6/7', '7/3', '7/2', '7'] -> 7 + 6/7 * (7/3 + 7/2 / 1/5)
[108603] ['5/9', '5/7', '8/9', '9/4', '9'] -> 9/4 * (5/9 / 5/7 + 8/9 + 9)
[108604] ['4/7', '5/4', '7/5', '7/2', '5'] -> 7/2 * (4/7 / 5/4 + 7/5 + 5)
[108605] ['2/9', '9/7', '8/5', '7/2', '4'] -> 8/5 * 7/2 * (4 + 2/9 * 9/7)
[108606] ['1/8', '3/7', '7/3', '9/2', '6'] -> 9/2 * 6 / (1/8 + 3/7 * 7/3)
[108607] ['2/9', '2/5', '7/8', '3/2', '8'] -> 3/2 / (2/9 * 2/5) - (7/8 - 8)
[108608] ['1/7', '1/7', '1/4', '4/5', '4'] -> (1/7 / 1/7 + 4 / 4/5) / 1/4
[108609] ['1/8', '1/7', '1/6', '3/5', '7'] -> 1/7 * 7 / (1/8 / 3/5 - 1/6)
[108610] ['2/9', '9/7', '8/5', '4', '9/2'] -> 8/5 * 9/2 * (2/9 + 4 / 9/7)
[108611] ['1/5', '6/7', '5/2', '8/3', '7'] -> 5/2 + 8/3 / 1/5 + 7 / 6/7
[108612] ['4/9', '5/9', '9/8', '9/5', '3'] -> 3 / (4/9 / 5/9 + 9/8 - 9/5)
[108613] ['1/5', '2/3', '8/7', '9/2', '9'] -> 2/3 * 8/7 * (9 + 9/2 / 1/5)
[108614] ['4/7', '5/4', '3/2', '5/3', '5'] -> 5 / (5/3 - 5/4 / (4/7 * 3/2))
[108615] ['1/8', '3/7', '8/3', '8/3', '6'] -> (6 + 8/3 / 8/3) / (1/8 / 3/7)
[108616] ['1/3', '1', '5/4', '5/4', '9/4'] -> (9/4 + 5/4 / 1/3) / (5/4 - 1)
[108617] ['2/7', '5/9', '4/5', '8/3', '7'] -> (8/3 - 2/7) * 7 / (5/9 / 4/5)
[108618] ['3/8', '2/5', '4/7', '7/5', '2'] -> (4/7 + 2) * 7/5 / (3/8 * 2/5)
[108619] ['4/9', '5/9', '9/8', '7/3', '3'] -> 7/3 / (5/9 * 3 - (4/9 + 9/8))
[108620] ['3/5', '4/5', '7/6', '5/4', '4'] -> 4 / (3/5 / (5/4 - 4/5) - 7/6)
[108621] ['4/7', '5/4', '3/2', '7/4', '5'] -> (5 + 4/7 * 7/4) / (3/2 - 5/4)
[108622] ['1/7', '1/5', '2/5', '3/4', '3'] -> ((3 - 2/5) / 1/7 - 1/5) / 3/4
[108623] ['1/8', '3/7', '8/3', '7/2', '6'] -> 8/3 * 7/2 * (6 - 3/7 / 1/8)
[108624] ['1/7', '1/7', '1/4', '6/5', '4'] -> (4 + 1/7 / 1/7) / (1/4 / 6/5)
[108625] ['4/7', '5/4', '3/2', '9/5', '5'] -> 5 / (3/2 / (4/7 * 9/5) - 5/4)
[108626] ['1/3', '1', '5/4', '5/4', '7/2'] -> 7/2 / (5/4 * (5/4 - 1/3) - 1)
[108627] ['4/9', '5/9', '9/8', '3', '9/2'] -> (4/9 + 9/2 / 9/8) / (5/9 / 3)
[108628] ['3/8', '2/5', '4/7', '8/5', '2'] -> (2 + 8/5 / (2/5 * 4/7)) / 3/8
[108629] ['5/9', '5/7', '9/8', '7/6', '9'] -> 9 / (7/6 / (5/9 / 5/7) - 9/8)
[108630] ['1/8', '1/7', '1/6', '7/8', '7'] -> 7 / (1/6 * (7/8 + 1/8 / 1/7))
[108631] ['3/5', '4/5', '7/6', '9/5', '4'] -> 4 / (9/5 - 7/6 * (3/5 + 4/5))
[108632] ['1/7', '1/7', '1/4', '4/3', '4'] -> (4 + 1/7 / 1/4) / (1/7 * 4/3)
[108633] ['1/8', '3/7', '9/2', '9/2', '6'] -> (6 + 9/2 / 9/2) / (1/8 / 3/7)
[108634] ['4/9', '5/9', '8/7', '8/7', '3'] -> 8/7 * 3 / (8/7 - (4/9 + 5/9))
[108635] ['1/7', '1/5', '2/5', '7/9', '3'] -> (3 / 7/9 - 2/5) / 1/7 - 1/5
[108636] ['1/5', '2/3', '7/6', '5/3', '9'] -> 7/6 + 5/3 * (1/5 + 9 / 2/3)
[108637] ['1/3', '1', '5/4', '9/7', '4/3'] -> 1 / (9/7 - 5/4) - 4/3 / 1/3
[108638] ['4/9', '5/9', '8/7', '7/6', '3'] -> 3 / 7/6 / (5/9 / 4/9 - 8/7)
[108639] ['4/7', '5/4', '3/2', '5/2', '5'] -> 3/2 * 5 / (5/2 - 5/4 / 4/7)
[108640] ['1/7', '1/7', '1/4', '7/3', '4'] -> 4 / (1/7 + 1/7) / (1/4 * 7/3)
[108641] ['5/9', '5/7', '9/8', '5/4', '9'] -> 9 / (5/4 - 9/8 * 5/9 / 5/7)
[108642] ['1/8', '1/7', '1/6', '9/8', '7'] -> 1/7 / 1/6 / (9/8 / 7 - 1/8)
[108643] ['2/9', '9/7', '7/4', '7/4', '4'] -> 4 / (7/4 - 2/9 - 7/4 / 9/7)
[108644] ['2/3', '2/3', '5/7', '7/4', '3'] -> 3 * 2/3 / 7/4 / (5/7 - 2/3)
[108645] ['3/5', '4/5', '7/6', '7/3', '4'] -> 4 / (4/5 / 3/5 + 7/6 - 7/3)
[108646] ['1/8', '4/9', '4/9', '3/5', '6'] -> (6 - 4/9 / 4/9) / (1/8 / 3/5)
[108647] ['4/7', '5/4', '3/2', '8/3', '5'] -> 8/3 * (5 / 4/7 - (5/4 - 3/2))
[108648] ['2/7', '5/9', '5/6', '8/9', '7'] -> 8/9 - (5/9 + 5/6) + 7 / 2/7
[108649] ['5/9', '5/7', '9/8', '9/7', '9'] -> 9 / 5/9 / (9/7 / 5/7 - 9/8)
[108650] ['1/8', '1/7', '1/6', '7/6', '7'] -> 7 / (1/8 * (7/6 + 1/6 / 1/7))
[108651] ['1/7', '1/7', '2/7', '4/9', '4'] -> (2/7 + 4) / (1/7 / 4/9 - 1/7)
[108652] ['4/7', '5/4', '3/2', '7/2', '5'] -> 3/2 * 7/2 * (4/7 + 5 / 5/4)
[108653] ['2/9', '9/7', '7/4', '9/4', '4'] -> 4 / ((9/4 - 7/4) / 9/7 - 2/9)
[108654] ['2/9', '2/5', '7/8', '9/2', '8'] -> (2/9 * 9/2 + 8 / 2/5) / 7/8
[108655] ['4/9', '5/9', '8/7', '4/3', '3'] -> 4/3 * 3 / (5/9 - 4/9 / 8/7)
[108656] ['3/8', '2/5', '4/7', '2', '8/3'] -> (2 / (4/7 - 2/5) - 8/3) / 3/8
[108657] ['2/9', '9/7', '7/4', '7/3', '4'] -> 4 / (2/9 * 9/7) / (7/3 - 7/4)
[108658] ['1/8', '4/9', '4/9', '4/5', '6'] -> 6 * (4/9 / (1/8 * 4/5) - 4/9)
[108659] ['1/7', '1/5', '2/5', '5/4', '3'] -> 5/4 * ((3 - 1/5) / 1/7 - 2/5)
[108660] ['5/9', '5/7', '9/8', '7/5', '9'] -> 9 / (5/7 * 7/5 - 5/9 * 9/8)
[108661] ['1/5', '7/8', '7/8', '5/4', '7'] -> (7 - 7/8 / 7/8) / (1/5 * 5/4)
[108662] ['1/5', '2/3', '6/5', '7/5', '9'] -> (1/5 + 7/5 * 9) / (6/5 - 2/3)
[108663] ['1/8', '4/9', '4/9', '5/6', '6'] -> (4/9 + 5/6) * 6 / (4/9 - 1/8)
[108664] ['3/8', '2/5', '4/7', '2', '9/2'] -> 9/2 / (3/8 / (4/7 - 2/5) - 2)
[108665] ['1/7', '1/7', '2/7', '4/5', '4'] -> 4/5 * (2/7 / 1/7 + 4 / 1/7)
[108666] ['5/9', '5/7', '9/8', '3/2', '9'] -> 9 / 5/7 / (9/8 / 5/9 - 3/2)
[108667] ['4/7', '5/4', '8/5', '9/4', '5'] -> 5 * (9/4 + 8/5 / 4/7) - 5/4
[108668] ['2/3', '2/3', '3/4', '3/4', '3'] -> 3 / (3/4 * (2/3 - 2/3 * 3/4))
[108669] ['1/8', '1/7', '1/6', '5/3', '7'] -> 1/7 * 7 / (1/8 * 5/3 - 1/6)
[108670] ['1/8', '4/9', '4/9', '9/8', '6'] -> 6 / (1/8 + 9/8 - 4/9 / 4/9)
[108671] ['1/7', '1/7', '2/7', '6/5', '4'] -> ((2/7 + 4) / 6/5 - 1/7) / 1/7
[108672] ['3/8', '2/5', '3/5', '3/4', '2'] -> (2/5 + 2) / (3/5 - 3/8 / 3/4)
[108673] ['4/9', '5/9', '8/7', '7/4', '3'] -> 3 / (7/4 * 4/9 / 8/7 - 5/9)
[108674] ['4/7', '5/4', '8/5', '7/3', '5'] -> (8/5 + 4/7 / 5/4) * 7/3 * 5
[108675] ['1/5', '7/8', '7/8', '8/5', '7'] -> (7 / (1/5 * 8/5) - 7/8) / 7/8
[108676] ['1/3', '1', '5/4', '9/7', '7/2'] -> 1 / (1/3 * 7/2) / (9/7 - 5/4)
[108677] ['1/7', '1/5', '2/5', '7/3', '3'] -> (1/5 + 3) / (7/3 * 1/7 * 2/5)
[108678] ['1/7', '1/7', '2/7', '5/4', '4'] -> (2/7 / 1/7 + 4 / 1/7) / 5/4
[108679] ['2/3', '2/3', '3/4', '8/7', '3'] -> 3 / (2/3 / 2/3 / 8/7 - 3/4)
[108680] ['3/5', '4/5', '5/4', '7/5', '4'] -> 7/5 / (4/5 - 3/5 * 5/4) - 4
[108681] ['1/5', '7/8', '7/8', '5/3', '7'] -> (7 + 7/8 / 7/8) / (1/5 * 5/3)
[108682] ['1/5', '2/3', '5/4', '5/3', '9'] -> 5/4 * 9 * (5/3 - (1/5 - 2/3))
[108683] ['2/7', '5/9', '5/6', '3/2', '7'] -> (5/6 + 7 * (2/7 + 3/2)) / 5/9
[108684] ['4/7', '5/4', '8/5', '5/2', '5'] -> 5 * (8/5 / 4/7 + 5/2 / 5/4)
[108685] ['1/8', '1/7', '1/6', '9/4', '7'] -> 9/4 / 1/8 + 7 * 1/7 / 1/6
[108686] ['1/7', '1/5', '2/5', '3', '9/2'] -> 3 * (9/2 + 1/5 / (1/7 * 2/5))
[108687] ['3/8', '2/5', '3/5', '8/9', '2'] -> 2 / (3/8 * (8/9 - 2/5 / 3/5))
[108688] ['2/3', '2/3', '3/4', '9/7', '3'] -> 2/3 * 3 / (2/3 - 3/4 / 9/7)
[108689] ['1/7', '1/7', '2/7', '5/3', '4'] -> 4 / (1/7 * (5/3 - 1/7 / 2/7))
[108690] ['2/9', '9/7', '9/5', '8/3', '4'] -> 9/5 * (4 + 8/3 / (2/9 * 9/7))
[108691] ['5/9', '5/7', '9/8', '9/4', '9'] -> 9 / (5/9 * (9/4 - 9/8 / 5/7))
[108692] ['3/5', '4/5', '5/4', '9/5', '4'] -> 4 / (9/5 / 4/5 - 5/4 / 3/5)
[108693] ['1/8', '1/7', '1/6', '8/3', '7'] -> 8/3 / 1/6 + 7 / (1/8 / 1/7)
[108694] ['1/7', '1/5', '3/7', '3/7', '3'] -> (3/7 / 1/5 + 3/7 * 3) / 1/7
[108695] ['1/5', '2/3', '9/7', '3/2', '9'] -> 2/3 + 9 / (3/2 * 1/5 * 9/7)
[108696] ['1/8', '4/9', '4/9', '9/7', '6'] -> 9/7 * 6 * (4/9 / 1/8 - 4/9)
[108697] ['4/9', '5/9', '8/7', '3', '9/2'] -> 9/2 / (5/9 - 4/9 / 8/7) - 3
[108698] ['1/5', '7/8', '7/8', '7/3', '7'] -> (1/5 + 7) * (7/3 + 7/8 / 7/8)
[108699] ['2/3', '2/3', '3/4', '8/5', '3'] -> 3 / (3/4 - 2/3 / 2/3 / 8/5)
[108700] ['1/7', '1/7', '2/7', '9/4', '4'] -> (2/7 + 4) / (1/7 * 9/4 - 1/7)
[108701] ['3/5', '4/5', '5/4', '7/3', '4'] -> 7/3 / (4/5 / 3/5 - 5/4) - 4
[108702] ['1/3', '1', '5/4', '4/3', '5/2'] -> 1 / (5/4 / 4/3 / 5/2 - 1/3)
[108703] ['1/5', '2/3', '9/7', '5/3', '9'] -> 9 + (2/3 + 5/3) / (1/5 / 9/7)
[108704] ['4/9', '5/9', '7/6', '6/5', '3'] -> 3 / (7/6 - 5/9 / (4/9 * 6/5))
[108705] ['4/7', '5/4', '5/3', '9/5', '5'] -> 9/5 * (5 / (4/7 / 5/3) - 5/4)
[108706] ['1/7', '1/7', '1/3', '4/9', '4'] -> (4 / 4/9 - 1/7 / 1/7) / 1/3
[108707] ['3/5', '4/5', '5/4', '8/3', '4'] -> 4 / (3/5 + 4/5 - 5/4) - 8/3
[108708] ['1/5', '7/8', '7/8', '8/3', '7'] -> 7 / 1/5 / (7/8 * 8/3 - 7/8)
[108709] ['2/3', '2/3', '3/4', '7/3', '3'] -> (7/3 + 3) / (2/3 / 3/4 - 2/3)
[108710] ['2/9', '9/7', '9/4', '5/2', '4'] -> 4 / (2/9 * (5/2 - 9/4 / 9/7))
[108711] ['1/3', '1', '5/4', '7/5', '3/2'] -> 1 / (1/3 * 5/4) / (3/2 - 7/5)
[108712] ['3/8', '2/5', '5/8', '5/8', '2'] -> (5/8 + 2 / 2/5) / (3/8 * 5/8)
[108713] ['3/5', '4/5', '5/4', '7/2', '4'] -> (4/5 + 7/2 / 5/4) / (3/5 / 4)
[108714] ['2/7', '5/9', '5/6', '5/2', '7'] -> (7 / 2/7 - 5/2 / 5/9) / 5/6
[108715] ['1/7', '1/7', '1/3', '3/5', '4'] -> (4 - (1/3 + 1/7 / 3/5)) / 1/7
[108716] ['1/8', '1/7', '1/5', '1/3', '7'] -> 7 * 1/7 / 1/5 / (1/3 - 1/8)
[108717] ['5/9', '5/7', '9/8', '7/2', '9'] -> (9 - 5/7 / 5/9) / (9/8 / 7/2)
[108718] ['2/9', '9/7', '9/4', '8/3', '4'] -> (2/9 + 4) / (9/4 - 8/3 / 9/7)
[108719] ['3/8', '2/5', '5/8', '5/7', '2'] -> (2/5 + 2) / (5/8 - 3/8 / 5/7)
[108720] ['2/9', '2/5', '9/8', '3/2', '8'] -> 2/9 * 9/8 + (3/2 + 8) / 2/5
[108721] ['1/5', '2/3', '9/7', '8/3', '9'] -> (2/3 + 8/3) * (1/5 + 9 / 9/7)
[108722] ['1/5', '7/8', '7/8', '9/2', '7'] -> 7/8 + (9/2 + 7/8 / 7) / 1/5
[108723] ['4/9', '5/9', '7/6', '5/3', '3'] -> 4/9 * 3 / (5/9 + 7/6 - 5/3)
[108724] ['1/7', '1/7', '1/3', '7/9', '4'] -> (4 - (1/7 + 1/3 / 7/9)) / 1/7
[108725] ['1/5', '2/3', '9/7', '7/2', '9'] -> 9 + 9/7 * 7/2 / (1/5 / 2/3)
[108726] ['1/8', '4/9', '1/2', '4/7', '6'] -> 6 / (4/9 * 4/7) - (1/8 - 1/2)
[108727] ['4/7', '5/4', '5/3', '9/2', '5'] -> 9/2 * (5 / (4/7 * 5/4) - 5/3)
[108728] ['1/3', '1', '5/4', '7/5', '9/5'] -> (9/5 + 7/5 / 1/3) / (5/4 - 1)
[108729] ['1/5', '7/8', '8/9', '8/9', '7'] -> 7 * (8/9 / 1/5 - 8/9 / 7/8)
[108730] ['3/5', '4/5', '9/7', '3/2', '4'] -> 4 / (4/5 / 3/5 - 3/2 / 9/7)
[108731] ['4/9', '5/9', '7/6', '9/5', '3'] -> 4/9 / 5/9 / (3 - (7/6 + 9/5))
[108732] ['1/5', '2/3', '4/3', '4/3', '9'] -> 4/3 * 9 * (2/3 / 1/5 - 4/3)
[108733] ['1/7', '1/5', '3/7', '8/9', '3'] -> 3 / (1/5 * (1/7 + 3/7 / 8/9))
[108734] ['2/9', '9/7', '7/3', '4', '9/2'] -> (4 - 9/7) / (2/9 / 7/3) - 9/2
[108735] ['1/8', '4/9', '1/2', '3/5', '6'] -> (4/9 + 1/2 / 1/8) * (6 - 3/5)
[108736] ['3/8', '2/5', '5/8', '6/7', '2'] -> 2 / (3/8 - 2/5 * 5/8 / 6/7)
[108737] ['1/7', '1/7', '1/3', '8/9', '4'] -> (1/7 + 4) / (1/3 - 1/7 / 8/9)
[108738] ['4/9', '5/9', '7/6', '9/4', '3'] -> 9/4 / (5/9 / 4/9 - 7/6) - 3
[108739] ['1/5', '7/8', '8/9', '8/7', '7'] -> 7 / (1/5 + 8/9) / (8/7 - 7/8)
[108740] ['2/7', '5/9', '6/7', '7/8', '7'] -> (6/7 + 7) / (5/9 * (7/8 - 2/7))
[108741] ['1/8', '1/7', '1/5', '5/9', '7'] -> 7 * 1/7 / 5/9 / (1/5 - 1/8)
[108742] ['1/7', '1/7', '1/3', '9/8', '4'] -> (1/7 + 4) / (1/3 - 1/7 * 9/8)
[108743] ['1/7', '1/5', '3/7', '8/7', '3'] -> 3 * (1/7 + (3/7 + 8/7) / 1/5)
[108744] ['1/3', '1', '5/4', '7/5', '5/2'] -> 1 / (5/2 * (7/5 - 5/4) - 1/3)
[108745] ['2/7', '5/9', '6/7', '9/8', '7'] -> 7 / (5/9 * 9/8 - 2/7 / 6/7)
[108746] ['1/8', '1/7', '1/5', '4/7', '7'] -> (4/7 / (1/5 - 1/7) - 7) / 1/8
[108747] ['1/8', '4/9', '1/2', '6/7', '6'] -> (6 + 1/2 / (1/8 * 6/7)) / 4/9
[108748] ['1/3', '1', '5/4', '7/5', '8/3'] -> (1 + 7/5) * 8/3 / (1/3 / 5/4)
[108749] ['2/7', '5/9', '6/7', '8/7', '7'] -> 7 * (6/7 + (2/7 + 8/7) / 5/9)
[108750] ['2/9', '9/7', '5/2', '4', '9/2'] -> 5/2 + 4 / 2/9 + 9/2 / 9/7
[108751] ['3/5', '4/5', '9/7', '9/4', '4'] -> 4/5 / (3/5 - 9/7 / 9/4) - 4
[108752] ['1/7', '1/7', '1/3', '9/5', '4'] -> 4 * (1/7 + 1/3) / (1/7 / 9/5)
[108753] ['1/5', '2/3', '7/5', '5/2', '9'] -> 2/3 * 5/2 * 9 * (1/5 + 7/5)
[108754] ['1/3', '1', '5/4', '7/5', '9/2'] -> 9/2 / (5/4 / (1 + 7/5) - 1/3)
[108755] ['2/9', '9/7', '8/3', '8/3', '4'] -> 9/7 * (8/3 / 2/9 + 8/3 + 4)
[108756] ['3/5', '4/5', '9/7', '7/3', '4'] -> (4/5 + 4) * 7/3 / (3/5 / 9/7)
[108757] ['2/9', '2/5', '8/7', '8/7', '8'] -> 8 / 2/5 - (8/7 - 8/7 / 2/9)
[108758] ['4/9', '5/9', '6/5', '7/5', '3'] -> 6/5 * 3 / (7/5 - 5/9 / 4/9)
[108759] ['3/8', '2/5', '5/8', '7/5', '2'] -> (2/5 + 2) / (5/8 - 3/8 * 7/5)
[108760] ['1/7', '1/5', '3/7', '9/4', '3'] -> 3 / (1/5 * (1/7 + 3/7)) - 9/4
[108761] ['1/5', '7/8', '8/9', '7/5', '7'] -> (7 - 7/5 / 7/8) / (1/5 / 8/9)
[108762] ['2/7', '5/9', '6/7', '5/4', '7'] -> 6/7 / (5/4 / (5/9 * 7) - 2/7)
[108763] ['3/5', '4/5', '9/7', '5/2', '4'] -> 9/7 * 5/2 * (4/5 + 4 / 3/5)
[108764] ['1/7', '1/7', '3/8', '3/7', '4'] -> 3/7 / (1/7 * 3/8 - 1/7 / 4)
[108765] ['1/8', '4/9', '1/2', '8/5', '6'] -> 8/5 * (6 + 1/2 / (1/8 * 4/9))
[108766] ['3/8', '2/5', '5/8', '5/3', '2'] -> (5/3 + 2 / (3/8 * 2/5)) / 5/8
[108767] ['5/9', '5/7', '8/7', '9/5', '9'] -> 9 / (5/9 * 9/5 - 5/7 / 8/7)
[108768] ['4/7', '5/4', '9/5', '7/3', '5'] -> 9/5 * 7/3 * (5 + 4/7 * 5/4)
[108769] ['3/5', '4/5', '9/7', '8/3', '4'] -> 4 / (3/5 / 9/7 - 4/5 / 8/3)
[108770] ['1/8', '4/9', '1/2', '9/5', '6'] -> (6 - 1/2) / (1/8 * 9/5) - 4/9
[108771] ['2/7', '5/9', '6/7', '7/5', '7'] -> (7/5 + 7 - 6/7 / 5/9) / 2/7
[108772] ['3/8', '2/5', '5/8', '2', '9/4'] -> 2 / (2/5 * 5/8 - 3/8 / 9/4)
[108773] ['2/7', '5/9', '6/7', '3/2', '7'] -> (7 / 3/2 - 6/7) / (2/7 * 5/9)
[108774] ['2/9', '2/5', '8/7', '4/3', '8'] -> (8 - 4/3 / 2/5) / (2/9 / 8/7)
[108775] ['4/9', '5/9', '6/5', '7/3', '3'] -> (7/3 + 3) / (5/9 * 6/5 - 4/9)
[108776] ['2/9', '4/3', '4/3', '8/5', '4'] -> 4/3 / (2/9 * 4 - 4/3 / 8/5)
[108777] ['1/5', '7/8', '8/9', '5/3', '7'] -> 7 / 7/8 / (8/9 / 5/3 - 1/5)
[108778] ['1/8', '4/9', '5/9', '5/9', '6'] -> 6 + 5/9 / 5/9 / (1/8 * 4/9)
[108779] ['1/8', '1/7', '1/5', '6/7', '7'] -> 1/7 / (1/8 - 6/7 / (1/5 + 7))
[108780] ['1/5', '2/3', '8/5', '9/4', '9'] -> 2/3 * 9 + 9/4 / (1/5 / 8/5)
[108781] ['5/9', '5/7', '8/7', '7/2', '9'] -> 7/2 * (5/9 * 9 + 5/7 + 8/7)
[108782] ['2/7', '5/9', '6/7', '8/5', '7'] -> 7 * (2/7 + 8/5 + 6/7 / 5/9)
[108783] ['1/3', '1', '5/4', '8/5', '5/3'] -> 8/5 / ((5/3 - 1/3) / 5/4 - 1)
[108784] ['1/8', '4/9', '5/9', '4/7', '6'] -> 4/9 / 4/7 / (1/8 - 5/9 / 6)
[108785] ['3/8', '2/5', '5/8', '2', '7/2'] -> (7/2 / 5/8 - 2) / (3/8 * 2/5)
[108786] ['1/5', '2/3', '8/5', '5/2', '9'] -> 5/2 + 8/5 / 1/5 + 9 / 2/3
[108787] ['1/7', '1/5', '4/9', '5/9', '3'] -> (4/9 + 3) / 1/7 - 1/5 * 5/9
[108788] ['1/7', '1/7', '3/8', '5/6', '4'] -> (1/7 + 4) / (1/7 * (3/8 + 5/6))
[108789] ['3/5', '4/5', '4/3', '7/3', '4'] -> 4/5 / (3/5 - 4/3 / 7/3) - 4
[108790] ['2/3', '2/3', '4/5', '9/8', '3'] -> 3 / (2/3 / 2/3 / 4/5 - 9/8)
[108791] ['4/9', '5/9', '6/5', '3', '7/2'] -> 4/9 / 5/9 / (6/5 - 7/2 / 3)
[108792] ['2/9', '4/3', '7/5', '3/2', '4'] -> 4/3 / (3/2 / (7/5 + 4) - 2/9)
[108793] ['1/8', '1/7', '1/5', '8/9', '7'] -> 7 / (1/8 + 1/7) / (1/5 + 8/9)
[108794] ['3/8', '2/5', '2/3', '2/3', '2'] -> 2/3 / (2/5 - 3/8) - (2/3 + 2)
[108795] ['3/5', '4/5', '7/5', '7/5', '4'] -> (7/5 + 4/5 + 7/5) / (3/5 / 4)
[108796] ['1/5', '7/8', '8/9', '7/3', '7'] -> (7 + 7/3 / 1/5) / (7/8 * 8/9)
[108797] ['1/5', '2/3', '5/3', '7/4', '9'] -> (1/5 + 9) / (7/4 / 5/3 - 2/3)
[108798] ['2/3', '2/3', '4/5', '7/6', '3'] -> 3 / (7/6 / 4/5 - (2/3 + 2/3))
[108799] ['2/9', '4/3', '7/5', '5/3', '4'] -> (7/5 * 5/3 + 4 / 4/3) / 2/9
[108800] ['4/7', '5/4', '9/4', '7/3', '5'] -> 9/4 * 7/3 * (4/7 + 5 / 5/4)
[108801] ['1/3', '1', '5/4', '8/5', '7/3'] -> 8/5 / (1 / (1/3 * 5/4) - 7/3)
[108802] ['3/8', '2/5', '2/3', '3/4', '2'] -> 2/3 / (2/5 - 3/8) - 2 / 3/4
[108803] ['1/5', '7/8', '8/9', '5/2', '7'] -> (1/5 + 5/2) * (8/9 + 7 / 7/8)
[108804] ['2/9', '4/3', '7/5', '7/4', '4'] -> (4 - 4/3 / 7/5) / (2/9 / 7/4)
[108805] ['2/3', '2/3', '4/5', '6/5', '3'] -> (6/5 + 2/3 * 3) / (4/5 - 2/3)
[108806] ['3/5', '4/5', '7/5', '8/5', '4'] -> (7/5 + 8/5) / (3/5 / (4/5 + 4))
[108807] ['1/3', '1', '5/4', '8/5', '8/3'] -> (1 + 5/4 * 8/5) / (1/3 / 8/3)
[108808] ['1/5', '7/8', '8/9', '8/3', '7'] -> (8/3 / 1/5 + 7 / 7/8) / 8/9
[108809] ['1/8', '1/7', '1/5', '5/4', '7'] -> (1/7 + 1/5) * 7 / (1/8 / 5/4)
[108810] ['1/5', '2/3', '7/4', '7/3', '9'] -> (9 / 1/5 - (2/3 + 7/3)) / 7/4
[108811] ['4/7', '5/4', '9/4', '8/3', '5'] -> (5/4 + 5 / 4/7) / (8/3 - 9/4)
