[257086] ['4/9', '4/5', '7/8', '8/3', '7'] -> (7 + 8/3 / 4/5) / (7/8 - 4/9)
[259962] ['1/4', '3/5', '1', '4/3', '9/2'] -> 9/2 * (1 / (1/4 * 3/5) - 4/3)
[259963] ['4/9', '5/9', '7/8', '8/5', '2'] -> 2 / (7/8 - (4/9 + 5/9 / 8/5))
[259964] ['1/9', '1/6', '2/7', '2/7', '9'] -> 9 * (2/7 + (1/9 + 2/7) / 1/6)
[259965] ['1/9', '1/5', '1/2', '9/4', '6'] -> (9/4 + 1/2 / (1/5 * 6)) / 1/9
[259966] ['1/4', '5/8', '5/7', '6/5', '9'] -> 1/4 * 9 / (5/7 - 5/8) - 6/5
[259967] ['4/9', '5/9', '7/8', '7/4', '2'] -> 2 / (7/4 * (5/9 - 4/9 / 7/8))
[259968] ['1/6', '2/5', '1/2', '5/7', '1'] -> (1/2 + 1 / (2/5 * 5/7)) / 1/6
[259969] ['2/9', '4/7', '5/8', '6/5', '6'] -> 4/7 * (6 / (2/9 * 5/8) - 6/5)
[259970] ['1/5', '2/9', '5/6', '8/9', '7'] -> 8/9 * (1/5 + 7) / (2/9 / 5/6)
[259971] ['1/5', '2/9', '5/6', '9/8', '7'] -> (1/5 + 7) / (9/8 * 2/9 / 5/6)
[259972] ['1/5', '4/3', '4/3', '3/2', '2'] -> (4/3 + 4/3 / 1/5) * 3/2 * 2
[259973] ['4/9', '5/9', '7/8', '2', '5/2'] -> 5/2 / ((4/9 + 7/8) / 2 - 5/9)
[259974] ['1/9', '1/6', '2/7', '5/8', '9'] -> 1/9 * 9 / (5/8 - 1/6 / 2/7)
[259975] ['2/7', '5/9', '5/6', '5/2', '3'] -> 3 + (5/6 + 5/2) / (2/7 * 5/9)
[259976] ['3/7', '4/9', '3/4', '7/9', '8'] -> 8 / (4/9 / 3/4 / 7/9 - 3/7)
[259977] ['1/9', '1/5', '5/9', '5/8', '6'] -> 6 / (5/8 * (1/5 + 1/9 / 5/9))
[259978] ['4/9', '7/8', '9/8', '8/7', '7'] -> 8/7 * 7 / (7/8 / 9/8 - 4/9)
[259979] ['4/9', '5/9', '7/8', '2', '7/2'] -> 7/2 / (7/8 * (4/9 - 5/9 / 2))
[259980] ['2/7', '5/9', '5/6', '8/3', '3'] -> 8/3 * (3 / 2/7 - 5/6 / 5/9)
[259981] ['1/4', '5/8', '5/7', '7/4', '9'] -> 9 / (5/7 * 7/4 - (1/4 + 5/8))
[259982] ['1/4', '3/5', '1', '3/2', '3/2'] -> (1 + (3/2 + 3/2) / 3/5) / 1/4
[259983] ['1/5', '4/3', '4/3', '2', '9/2'] -> (2 + 9/2 / (1/5 / 4/3)) / 4/3
[259984] ['1/9', '1/5', '5/9', '5/7', '6'] -> 6 * (1/9 + 5/9 / (1/5 * 5/7))
[259985] ['1/9', '1/6', '2/7', '7/9', '9'] -> 9 * (1/9 - 1/6 + 7/9 / 2/7)
[259986] ['4/9', '5/9', '8/9', '8/9', '2'] -> (8/9 + 8/9 * 2) / (5/9 - 4/9)
[259987] ['1/4', '3/5', '1', '3/2', '5/3'] -> 3/5 / 1/4 / (1 - 3/2 / 5/3)
[259988] ['2/9', '2/3', '2/3', '1', '9/8'] -> 2/3 / (1 - (2/9 + 2/3 * 9/8))
[259989] ['2/9', '4/7', '5/8', '8/5', '6'] -> 8/5 / 2/9 + 6 / (4/7 * 5/8)
[259990] ['3/8', '9/8', '8/7', '6/5', '9'] -> 9 / (3/8 + 9/8 - 8/7) - 6/5
[259991] ['4/9', '5/9', '8/9', '9/8', '2'] -> (8/9 + 2 / 9/8) / (5/9 - 4/9)
[259992] ['1/9', '1/6', '2/7', '4/5', '9'] -> 4/5 * (9 / 2/7 - 1/6 / 1/9)
[259993] ['4/9', '7/8', '9/8', '9/7', '7'] -> 9/7 * 7 / (7/8 - 4/9 * 9/8)
[259994] ['1/9', '1/2', '9/8', '2', '9/4'] -> 2 + (1/2 + 9/4) / (1/9 * 9/8)
[259995] ['1/5', '2/9', '5/6', '5/3', '7'] -> 5/6 - 5/3 / 1/5 + 7 / 2/9
[259996] ['1/9', '1/6', '2/7', '7/8', '9'] -> 9 * 1/9 / 1/6 / (2/7 * 7/8)
[259997] ['4/9', '7/8', '9/8', '4/3', '7'] -> (4/9 + 7) / (4/3 / 9/8 - 7/8)
[259998] ['1/5', '2/9', '5/6', '7/4', '7'] -> 5/6 / (1/5 * 2/9) - (7/4 - 7)
[259999] ['2/7', '5/9', '6/7', '8/9', '3'] -> 6/7 / (2/7 - 8/9 / (5/9 + 3))
[260000] ['9/8', '8/7', '5/3', '9/5', '2'] -> 9/5 / (9/8 - 2 / (8/7 * 5/3))
[260001] ['1/6', '2/5', '1/2', '1', '7/2'] -> 1/2 + 1 / 2/5 + 7/2 / 1/6
[260002] ['1/9', '1/2', '8/7', '8/7', '2'] -> 8/7 / (1/9 * 1/2) / (2 - 8/7)
[260003] ['1/9', '1/6', '2/7', '8/9', '9'] -> 8/9 / (2/7 * (1/9 + 1/6 / 9))
[260004] ['3/7', '4/9', '3/4', '7/6', '8'] -> (8 / 3/4 - 4/9 / 7/6) / 3/7
[260005] ['2/9', '4/7', '5/8', '9/4', '6'] -> 6 / (9/4 * 2/9 / 4/7 - 5/8)
[260006] ['4/9', '5/9', '8/9', '9/7', '2'] -> 2 / (5/9 / (4/9 * 9/7) - 8/9)
[260007] ['1/5', '4/3', '3/2', '3/2', '2'] -> 4/3 * 2 * (3/2 + 3/2 / 1/5)
[260008] ['1/5', '2/9', '5/6', '9/4', '7'] -> (5/6 + 7) / 2/9 - 9/4 / 1/5
[260009] ['2/9', '2/3', '2/3', '1', '4/3'] -> 2/3 / ((1 - 2/3) / 4/3 - 2/9)
[260010] ['1/4', '3/5', '1', '8/5', '9/5'] -> 1 / (1/4 - 3/5 / 8/5 / 9/5)
[260011] ['9/8', '8/7', '5/3', '2', '7/3'] -> 8/7 * 7/3 / (2 / 9/8 - 5/3)
[260012] ['3/8', '9/8', '8/7', '5/2', '9'] -> 8/7 * (5/2 * 9 - (3/8 + 9/8))
[260013] ['1/9', '1/2', '8/7', '6/5', '2'] -> 8/7 * 6/5 * (2 / 1/9 - 1/2)
[260014] ['1/4', '5/8', '3/4', '8/7', '9'] -> (3/4 + 9) / (5/8 - 1/4 / 8/7)
[260015] ['1/9', '1/5', '5/9', '9/7', '6'] -> 1/9 + 5/9 + 6 / (1/5 * 9/7)
[260016] ['1/9', '1/6', '2/7', '7/6', '9'] -> (1/9 + 2/7 * 7/6) / (1/6 / 9)
[260017] ['9/8', '8/7', '5/3', '2', '5/2'] -> 2 / (9/8 - 5/2 + 5/3 / 8/7)
[260018] ['1/4', '3/5', '1', '8/5', '9/2'] -> 3/5 - 1 + (8/5 + 9/2) / 1/4
[260019] ['2/9', '4/7', '5/8', '8/3', '6'] -> (8/3 / (2/9 * 4/7) - 6) / 5/8
[260020] ['1/9', '1/6', '2/7', '6/5', '9'] -> 9 / (1/6 / 2/7 / 6/5 - 1/9)
[260021] ['1/9', '1/2', '8/7', '5/4', '2'] -> (1/2 / (5/4 - 8/7) - 2) / 1/9
[260022] ['3/8', '9/8', '8/7', '9/2', '9'] -> 9 + 8/7 * (9/8 + 9/2 / 3/8)
[260023] ['1/4', '5/8', '3/4', '7/5', '9'] -> 9 / (1/4 - 3/4 + 5/8 * 7/5)
[260024] ['1/9', '1/2', '8/7', '9/7', '2'] -> 9/7 / (1/9 * 1/2) - (8/7 - 2)
[260025] ['1/9', '1/6', '2/7', '5/4', '9'] -> (9 / 2/7 - 1/6 / 1/9) / 5/4
[260026] ['1/6', '2/5', '5/9', '3/4', '1'] -> 1 / 3/4 / (2/5 * 5/9 - 1/6)
[260027] ['3/7', '4/9', '3/4', '3/2', '8'] -> (8 / 3/7 - 4/9 * 3/2) / 3/4
[260028] ['2/9', '2/3', '2/3', '1', '5/3'] -> 2/3 / (2/3 / (1 + 5/3) - 2/9)
[260029] ['1/9', '1/5', '5/9', '7/3', '6'] -> (5/9 / 1/5 - 7/3) / (1/9 / 6)
[260030] ['1/4', '3/5', '1', '5/3', '7/3'] -> 5/3 / (3/5 / 1/4 - 7/3) - 1
[260031] ['1/6', '2/5', '5/9', '7/9', '1'] -> (7/9 / (5/9 - 2/5) - 1) / 1/6
[260032] ['4/9', '5/9', '8/9', '2', '9/4'] -> 2 / (4/9 + 8/9 - 5/9 * 9/4)
[260033] ['1/9', '1/6', '2/7', '7/5', '9'] -> 1/6 / 1/9 + 9 / (2/7 * 7/5)
[260034] ['2/9', '2/3', '2/3', '1', '7/4'] -> 2/3 / (7/4 - (2/9 + 1 / 2/3))
[260035] ['4/9', '5/9', '8/9', '2', '5/2'] -> (4/9 + 8/9) / (5/9 + 2 - 5/2)
[260036] ['1/5', '4/3', '5/3', '5/3', '2'] -> 2 / (1/5 * (5/3 - 5/3 / 4/3))
[260037] ['3/8', '9/8', '7/6', '8/5', '9'] -> 8/5 * (9/8 + 9 * (3/8 + 7/6))
[260038] ['2/9', '4/7', '2/3', '5/6', '6'] -> 6 / (5/6 - 2/9 / 4/7 / 2/3)
[260039] ['3/7', '4/9', '3/4', '7/4', '8'] -> (3/4 + 3/7 / 4/9) * 7/4 * 8
[260040] ['1/9', '1/6', '2/7', '3/2', '9'] -> 2/7 * (3/2 + (1/6 + 9) / 1/9)
[260041] ['1/4', '3/5', '1', '7/4', '7/4'] -> (1/4 + 7/4) / (7/4 - 1 / 3/5)
[260042] ['1/5', '4/3', '5/3', '2', '9/4'] -> 1/5 * 2 / (9/4 / 5/3 - 4/3)
[260043] ['4/9', '5/9', '8/9', '2', '9/2'] -> 8/9 * 9/2 / (4/9 - 5/9 / 2)
[260044] ['4/9', '7/8', '8/7', '3/2', '7'] -> 7 / (7/8 - 3/2 * 4/9 / 8/7)
[260045] ['2/7', '5/9', '6/7', '7/4', '3'] -> 6/7 / (5/9 / 7/4 - 2/7) - 3
[260046] ['1/4', '3/5', '1', '7/4', '9/5'] -> (1 + 7/4 / 1/4) / (3/5 / 9/5)
[260047] ['1/9', '1/2', '8/7', '2', '9/4'] -> 2 / (1/2 / 8/7 / 9/4 - 1/9)
[260048] ['1/6', '2/5', '5/9', '1', '9/8'] -> 1 / (1/6 * 2/5) / (5/9 * 9/8)
[260049] ['2/9', '4/7', '2/3', '6/5', '6'] -> 6 / (4/7 - 2/9 / 2/3) - 6/5
[260050] ['1/9', '1/6', '2/7', '5/3', '9'] -> (5/3 - 1/9) * 9 / (1/6 / 2/7)
[260051] ['1/5', '4/3', '5/3', '2', '7/2'] -> (2 + 7/2 * 4/3 / 5/3) / 1/5
[260052] ['3/7', '4/9', '3/4', '8/3', '8'] -> (8 + 8/3 / 3/7) / (4/9 / 3/4)
[260053] ['2/9', '4/7', '2/3', '5/4', '6'] -> 6 * (2/3 / (2/9 * 4/7) - 5/4)
[260054] ['2/9', '2/3', '2/3', '1', '9/2'] -> (1 / 2/3 - (2/3 - 9/2)) / 2/9
[260055] ['4/9', '5/9', '9/8', '6/5', '2'] -> 2 / (9/8 - 5/9 / (4/9 * 6/5))
[260056] ['3/8', '9/8', '6/5', '7/4', '9'] -> 9 / (6/5 * (7/4 - 9/8) - 3/8)
[260057] ['4/9', '7/8', '8/7', '7/4', '7'] -> 7 / 4/9 / (7/4 / 8/7 - 7/8)
[260058] ['4/9', '5/9', '9/8', '5/4', '2'] -> (2 + 4/9 + 5/9) / (5/4 - 9/8)
[260059] ['3/7', '4/9', '3/4', '9/2', '8'] -> 9/2 / 3/7 + 8 / (4/9 / 3/4)
[260060] ['1/6', '2/5', '5/9', '1', '6/5'] -> (1 / (1/6 * 5/9) - 6/5) / 2/5
[260061] ['3/8', '9/8', '6/5', '9/4', '9'] -> 9 / (9/4 / 6/5 - (3/8 + 9/8))
[260062] ['1/5', '2/9', '6/7', '9/7', '7'] -> 7 / 2/9 - 9/7 / (1/5 * 6/7)
[260063] ['2/9', '4/7', '2/3', '4/3', '6'] -> 6 / 2/9 - (2/3 + 4/3 / 4/7)
[260064] ['2/7', '5/9', '6/7', '5/2', '3'] -> (3 + 5/2 / (5/9 / 6/7)) / 2/7
[260065] ['3/7', '4/9', '7/9', '7/9', '8'] -> 7/9 * 8 / (4/9 / 3/7 - 7/9)
[260066] ['1/5', '2/9', '6/7', '7/5', '7'] -> 6/7 + (1/5 + 7) / (2/9 * 7/5)
[260067] ['1/5', '4/3', '7/4', '2', '9/4'] -> 4/3 * ((7/4 + 9/4) / 1/5 - 2)
[260068] ['3/8', '9/8', '5/4', '9/7', '9'] -> 9 * (3/8 / 9/7 + 9/8 + 5/4)
[260069] ['1/9', '1/2', '7/6', '7/5', '2'] -> (1/2 + 7/6 / 7/5) / (1/9 / 2)
[260070] ['2/9', '4/7', '2/3', '3/2', '6'] -> 4/7 * (3/2 + 6 / (2/9 * 2/3))
[260071] ['1/4', '3/5', '1', '9/5', '7/3'] -> (7/3 / (3/5 / 9/5) - 1) / 1/4
[260072] ['1/6', '2/5', '5/9', '1', '7/5'] -> (1 + 7/5) / (2/5 - 1/6 / 5/9)
[260073] ['1/5', '4/3', '7/4', '2', '5/2'] -> 2 / (1/5 * 5/2 + 4/3 - 7/4)
[260074] ['1/9', '1/5', '4/7', '7/9', '6'] -> 6 / 1/5 / (7/9 / 4/7 - 1/9)
[260075] ['1/4', '5/8', '7/9', '8/5', '9'] -> (7/9 * 9 - 5/8 * 8/5) / 1/4
[260076] ['3/7', '4/9', '7/9', '7/8', '8'] -> (7/9 + 4/9 / 7/8) / (3/7 / 8)
[260077] ['1/9', '1/6', '2/7', '7/2', '9'] -> ((7/2 - 1/6) / 2/7 - 9) / 1/9
[260078] ['1/5', '4/3', '7/4', '2', '7/2'] -> 2 / 1/5 / (7/2 - (4/3 + 7/4))
[260079] ['3/8', '9/8', '9/7', '7/5', '9'] -> (9/7 + 9) / (9/8 / 7/5 - 3/8)
[260080] ['1/5', '2/9', '6/7', '7/4', '7'] -> 7 / 2/9 - 7/4 / (1/5 / 6/7)
[260081] ['3/7', '4/9', '7/9', '9/8', '8'] -> (3/7 / 9/8 + 8 / 7/9) / 4/9
[260082] ['1/6', '2/5', '5/9', '1', '5/3'] -> (1 / (1/6 * 2/5) - 5/3) / 5/9
[260083] ['1/9', '1/9', '1/9', '1/6', '1'] -> (1 - 1/9) / (1/6 * (1/9 + 1/9))
[260084] ['1/4', '3/5', '1', '9/4', '7/3'] -> 7/3 + (1 + 9/4) / (1/4 * 3/5)
[260085] ['1/4', '5/8', '7/9', '7/4', '9'] -> 9 / (7/9 * (5/8 - 1/4 / 7/4))
[260086] ['4/9', '5/9', '9/8', '9/5', '2'] -> 9/5 / (2 - (9/8 + 4/9 / 5/9))
[260087] ['2/9', '2/3', '5/7', '7/8', '1'] -> 2/3 / (7/8 * (1 - 5/7) - 2/9)
[260088] ['4/9', '7/8', '8/7', '9/2', '7'] -> 7 * (8/7 + 9/2 * 4/9 / 7/8)
[260089] ['1/5', '4/3', '9/5', '9/5', '2'] -> (4/3 + 2) * (9/5 / 1/5 - 9/5)
[260090] ['1/4', '3/5', '1', '9/4', '8/3'] -> 1 / (3/5 - 1/4 * 9/4) - 8/3
[260091] ['3/7', '4/9', '7/9', '7/6', '8'] -> (8 + 4/9 / 7/6) / (7/9 - 3/7)
[260092] ['1/9', '1/9', '1/9', '2/9', '1'] -> (1 - 1/9) / (1/9 * (1/9 + 2/9))
[260093] ['1/6', '2/5', '5/9', '1', '9/5'] -> (2/5 + 9/5 + 1 / 5/9) / 1/6
[260094] ['2/9', '4/7', '5/7', '5/7', '6'] -> 6 * (4/7 / 2/9 + 5/7 + 5/7)
[260095] ['1/4', '3/5', '1', '9/4', '9/2'] -> 9/2 / (1/4 * 3/5) / (9/4 - 1)
[260096] ['3/7', '4/9', '7/9', '6/5', '8'] -> (8 + 4/9 / 7/9) / (3/7 / 6/5)
[260097] ['1/4', '5/8', '7/9', '9/4', '9'] -> 9 / (5/8 * 7/9 - 1/4 / 9/4)
[260098] ['2/7', '5/9', '7/8', '7/6', '3'] -> (7/6 + 3 / 2/7) / (5/9 * 7/8)
[260099] ['1/9', '1/5', '4/7', '8/7', '6'] -> (4/7 / 1/5 - 8/7 / 6) / 1/9
[260100] ['1/6', '2/5', '5/9', '1', '5/2'] -> 5/2 / (2/5 - 1/6 / 5/9) - 1
[260101] ['1/9', '1/9', '1/9', '2/5', '1'] -> ((1/9 + 1) / 2/5 - 1/9) / 1/9
[260102] ['2/9', '4/7', '5/7', '7/9', '6'] -> 6 / (5/7 / 4/7 - (2/9 + 7/9))
[260103] ['1/4', '5/8', '7/9', '7/3', '9'] -> (9 / 1/4 - 7/3) / (5/8 + 7/9)
[260104] ['3/7', '4/9', '7/9', '5/4', '8'] -> 5/4 + (8 + 7/9 / 4/9) / 3/7
[260105] ['1/6', '2/5', '5/9', '1', '8/3'] -> 8/3 / (2/5 * (1 - (1/6 + 5/9)))
[260106] ['4/9', '5/9', '9/8', '2', '9/2'] -> 9/2 / (9/8 * (4/9 - 5/9 / 2))
[260107] ['2/9', '4/7', '5/7', '4/5', '6'] -> 4/7 / 2/9 / (4/5 - 5/7) - 6
[260108] ['1/5', '2/9', '6/7', '8/3', '7'] -> (1/5 + 7) * (2/9 + 8/3 / 6/7)
[260109] ['1/4', '5/8', '7/9', '5/2', '9'] -> 9 / (1/4 / 7/9) - 5/2 / 5/8
[260110] ['9/8', '8/7', '2', '7/3', '7/3'] -> 2 / (8/7 - 9/8) / (7/3 + 7/3)
[260111] ['1/5', '4/3', '2', '7/3', '9/2'] -> 2 / 1/5 + 9/2 * 4/3 * 7/3
[260112] ['2/9', '4/7', '5/7', '7/8', '6'] -> 6 / (2/9 * 7/8) / (4/7 + 5/7)
[260113] ['1/6', '2/5', '5/9', '1', '9/2'] -> (9/2 - (1/6 - 1)) / (2/5 * 5/9)
[260114] ['1/9', '1/5', '4/7', '4/3', '6'] -> 4/7 * (4/3 / 1/9 + 6 / 1/5)
[260115] ['1/5', '4/3', '2', '5/2', '5/2'] -> 2 / (4/3 - 5/2 * 1/5 * 5/2)
[260116] ['9/8', '8/7', '2', '7/3', '5/2'] -> 5/2 / (9/8 - 7/3 / (8/7 * 2))
[260117] ['2/9', '4/7', '5/7', '8/9', '6'] -> (6 - 4/7 * 8/9) / 2/9 - 5/7
[260118] ['1/4', '3/5', '1', '8/3', '9/2'] -> 1 / 1/4 + 9/2 / (3/5 / 8/3)
[260119] ['3/7', '4/9', '7/9', '9/5', '8'] -> 8 / (4/9 / 7/9 - 3/7 / 9/5)
[260120] ['3/8', '9/8', '7/5', '7/3', '9'] -> 9 * (7/5 * (3/8 + 7/3) - 9/8)
[260121] ['1/9', '1/2', '5/4', '8/5', '2'] -> 5/4 * (8/5 + 2 / 1/9) - 1/2
[260122] ['4/9', '5/9', '8/7', '4/3', '2'] -> 2 / (5/9 / 4/9 - 4/3 / 8/7)
[260123] ['2/9', '4/7', '5/7', '9/8', '6'] -> (6 - 4/7 / 9/8) / 2/9 - 5/7
[260124] ['2/7', '5/9', '7/8', '5/3', '3'] -> (3 + 5/3 / 5/9) / (2/7 * 7/8)
[260125] ['1/5', '4/3', '2', '7/2', '7/2'] -> (4/3 + 2) * (7/2 + 1/5 + 7/2)
[260126] ['1/6', '2/5', '4/7', '5/8', '1'] -> 1 / (1/6 / 4/7 - 2/5 * 5/8)
[260127] ['3/8', '9/8', '7/5', '8/3', '9'] -> (9/8 + 8/3) / (7/5 / 9) - 3/8
[260128] ['4/9', '7/8', '7/6', '7/3', '7'] -> (7/6 / 7/8 + 7/3 + 7) / 4/9
[260129] ['3/7', '4/9', '7/9', '5/2', '8'] -> 4/9 / 7/9 + 8 * (3/7 + 5/2)
[260130] ['2/9', '2/3', '5/7', '1', '5/3'] -> (2/9 + 1) / (5/7 - 2/3) - 5/3
[260131] ['1/9', '1/2', '5/4', '9/5', '2'] -> 2 / (5/4 / 9/5 - (1/9 + 1/2))
[260132] ['1/4', '3/5', '1', '9/2', '9/2'] -> (9/2 + 1 + 9/2) / (1/4 / 3/5)
[260133] ['4/9', '7/8', '7/6', '5/2', '7'] -> (5/2 - 7/6) * 7 / (4/9 * 7/8)
[260134] ['2/9', '4/7', '5/7', '7/6', '6'] -> 6 * (7/6 / 2/9 - 5/7 / 4/7)
[260135] ['2/9', '2/3', '5/7', '1', '7/4'] -> 2/3 / (5/7 * 7/4 - (2/9 + 1))
[260136] ['1/6', '2/5', '4/7', '5/7', '1'] -> 5/7 / (1/6 * (4/7 - 2/5)) - 1
[260137] ['1/5', '7/5', '7/5', '7/5', '2'] -> (7/5 + 7/5 / 7/5) / (1/5 / 2)
[260138] ['3/7', '4/9', '7/9', '9/2', '8'] -> 8 * (3/7 + 9/2 * 4/9 / 7/9)
[260139] ['4/9', '7/8', '6/5', '6/5', '7'] -> (6/5 + 7) / (7/8 - 4/9 * 6/5)
[260140] ['2/9', '4/7', '5/7', '6/5', '6'] -> (6 - 4/7 / 5/7 / 6/5) / 2/9
[260141] ['1/4', '5/8', '5/8', '5/7', '1'] -> (5/8 / (5/7 - 5/8) - 1) / 1/4
[260142] ['3/7', '4/9', '4/5', '4/5', '8'] -> (4/5 / 3/7 + 4/5 + 8) / 4/9
[260143] ['1/9', '1/2', '9/7', '9/7', '2'] -> 2 / (1/2 / (9/7 + 9/7) - 1/9)
[260144] ['4/9', '7/8', '6/5', '5/4', '7'] -> 5/4 * (6/5 + 7 / (4/9 * 7/8))
[260145] ['2/7', '5/9', '7/8', '9/4', '3'] -> 9/4 * (5/9 + 3 / 2/7) - 7/8
[260146] ['1/6', '2/5', '4/7', '5/6', '1'] -> 1 / (2/5 * 5/6 - 1/6 / 4/7)
[260147] ['1/9', '1/2', '9/7', '4/3', '2'] -> 9/7 * (1/2 * 4/3 + 2 / 1/9)
[260148] ['3/7', '4/9', '4/5', '5/6', '8'] -> (4/9 / 5/6 + 8 / 3/7) / 4/5
[260149] ['2/9', '2/3', '5/7', '1', '7/3'] -> (2/3 + (1 + 7/3) / 5/7) / 2/9
[260150] ['9/8', '8/7', '2', '8/3', '7/2'] -> 2 * 8/3 * 7/2 * 9/8 * 8/7
[260151] ['2/7', '5/9', '7/8', '7/3', '3'] -> 7/3 * (2/7 + 3) / (7/8 - 5/9)
[260152] ['2/9', '4/7', '5/7', '9/7', '6'] -> 9/7 + 6 * (4/7 + 5/7 / 2/9)
[260153] ['1/4', '5/8', '4/5', '7/3', '9'] -> (7/3 - 1/4) * 9 / (5/8 / 4/5)
[260154] ['3/8', '9/8', '8/5', '7/2', '9'] -> 3/8 + 7/2 * (9/8 + 9 / 8/5)
[260155] ['1/9', '1/5', '4/7', '8/3', '6'] -> 1/9 * 6 + 8/3 / (1/5 * 4/7)
[260156] ['4/9', '5/9', '8/7', '2', '7/3'] -> (4/9 + 5/9) / (7/3 / 8/7 - 2)
[260157] ['1/5', '7/5', '7/5', '2', '5/2'] -> 5/2 / (1/5 / 2) - 7/5 / 7/5
[260158] ['4/9', '7/8', '6/5', '7/5', '7'] -> 7/5 * 7 / (4/9 * 7/8) - 6/5
[260159] ['1/9', '1/5', '4/7', '7/2', '6'] -> 4/7 / (1/9 * 1/5) - 6 / 7/2
[260160] ['2/7', '5/9', '7/8', '8/3', '3'] -> (8/3 + 3) / (7/8 * (5/9 - 2/7))
[260161] ['2/9', '2/3', '5/7', '1', '7/2'] -> (7/2 * (5/7 + 1) - 2/3) / 2/9
[260162] ['1/4', '5/8', '5/6', '6/7', '9'] -> 5/8 / (6/7 - 5/6) - 1/4 * 9
[260163] ['1/5', '7/5', '7/5', '2', '7/2'] -> (7/2 / (1/5 / 2) - 7/5) / 7/5
[260164] ['3/7', '4/9', '4/5', '8/9', '8'] -> (8/9 + 8 / 3/7) / 4/5 - 4/9
[260165] ['1/9', '1/2', '9/7', '7/4', '2'] -> 7/4 * 2 / (1/9 * 9/7) - 1/2
[260166] ['4/9', '5/9', '8/7', '2', '8/3'] -> 8/3 / (4/9 / 8/7 - 5/9 / 2)
[260167] ['1/6', '2/5', '4/7', '1', '8/7'] -> (8/7 / (2/5 * 4/7) - 1) / 1/6
[260168] ['1/4', '5/8', '5/6', '8/9', '9'] -> 9 / (1/4 / 5/8) / (5/6 / 8/9)
[260169] ['4/9', '7/8', '6/5', '8/5', '7'] -> 7 / (4/9 * 7/8) / (6/5 / 8/5)
[260170] ['1/5', '7/5', '7/5', '2', '9/2'] -> (2 * (9/2 - 7/5) - 7/5) / 1/5
[260171] ['1/5', '2/9', '7/8', '9/5', '7'] -> 7 / (7/8 * (2/9 + 1/5 / 9/5))
[260172] ['2/7', '5/9', '7/8', '3', '9/2'] -> 3 / (7/8 / (2/7 * 9/2) - 5/9)
[260173] ['2/9', '2/3', '3/4', '3/4', '1'] -> 1 / ((3/4 - 2/9) / 2/3 - 3/4)
[260174] ['4/9', '5/9', '8/7', '2', '7/2'] -> 8/7 * 7/2 / (4/9 - 5/9 / 2)
[260175] ['2/9', '2/3', '3/4', '4/5', '1'] -> 2/3 / (2/9 / 4/5 + 3/4 - 1)
[260176] ['1/9', '1/9', '1/9', '1', '7/3'] -> 1 + (7/3 + 1/9 + 1/9) / 1/9
[260177] ['3/8', '9/8', '9/5', '7/3', '9'] -> 9/8 + 9 * (7/3 + 3/8 / 9/5)
[260178] ['1/5', '2/9', '7/8', '9/4', '7'] -> 7 / 1/5 - (7/8 + 9/4 / 2/9)
[260179] ['9/8', '7/6', '7/6', '7/4', '2'] -> 7/4 * 2 / (9/8 * 7/6 - 7/6)
[260180] ['1/9', '1/5', '3/5', '5/7', '6'] -> (1/5 + 3/5 / 1/9) * 5/7 * 6
[260181] ['1/9', '1/9', '1/9', '1', '5/2'] -> (5/2 * (1/9 + 1) - 1/9) / 1/9
[260182] ['4/9', '7/8', '6/5', '7/4', '7'] -> (7/4 + 7 / 4/9) / (7/8 / 6/5)
[260183] ['1/6', '2/5', '4/7', '1', '9/7'] -> (1 / (1/6 * 2/5) - 9/7) / 4/7
[260184] ['2/9', '2/3', '3/4', '6/7', '1'] -> 2/3 / 2/9 / (1 - 3/4 / 6/7)
[260185] ['1/4', '5/8', '5/8', '1', '4/3'] -> 1 / (1/4 + 5/8 - 5/8 * 4/3)
[260186] ['1/5', '7/5', '3/2', '7/4', '2'] -> (2 * (7/5 + 7/4) - 3/2) / 1/5
[260187] ['1/5', '2/9', '7/8', '7/3', '7'] -> (7/3 / 1/5 - 7) / (2/9 * 7/8)
[260188] ['2/9', '4/7', '5/7', '5/2', '6'] -> 5/2 * (6 + 4/7 / (2/9 * 5/7))
[260189] ['1/9', '1/5', '3/5', '6/7', '6'] -> (1/5 + 6) / (6/7 - 3/5) - 1/9
[260190] ['1/5', '7/5', '3/2', '2', '9/4'] -> (9/4 * 7/5 * 2 - 3/2) / 1/5
[260191] ['3/7', '4/9', '4/5', '9/7', '8'] -> 8 / (4/9 * (9/7 - 3/7 / 4/5))
[260192] ['2/9', '2/3', '3/4', '1', '8/7'] -> 2/3 / 2/9 / (1 / 8/7 - 3/4)
[260193] ['1/4', '5/8', '5/8', '1', '5/3'] -> 1 / (5/3 * 1/4 / 5/8 - 5/8)
[260194] ['1/9', '1/5', '3/5', '7/8', '6'] -> (3/5 / (1/9 * 1/5) - 6) / 7/8
[260195] ['2/9', '4/7', '5/7', '7/2', '6'] -> 7/2 * (4/7 / 2/9 + 5/7 * 6)
[260196] ['1/4', '5/8', '6/7', '8/9', '9'] -> 8/9 * 9 / (5/8 - 1/4 / 6/7)
[260197] ['1/5', '2/9', '7/8', '8/3', '7'] -> (8/3 / 1/5 - 7 / 7/8) / 2/9
[260198] ['1/9', '1/9', '1/8', '1/7', '1'] -> 1/9 / (1/9 / (1 - 1/7) - 1/8)
