[141841] ['3/4', '9/7', '7/5', '8/5', '3'] -> 8/5 / (7/5 / (3 - 9/7) - 3/4)
[143564] ['1/4', '5/9', '4/7', '3/2', '8'] -> 8 / 4/7 / (5/9 * 3/2 - 1/4)
[143565] ['2/3', '2/3', '8/9', '7/2', '5'] -> 2/3 + 7/2 * 5 / (2/3 / 8/9)
[143566] ['2/5', '2/5', '1', '9/8', '4/3'] -> 2/5 / (1 - 2/5 * (9/8 + 4/3))
[143567] ['1/7', '1/3', '7/9', '4/5', '6'] -> 6 / (1/3 / 7/9 - 1/7 / 4/5)
[143568] ['1/8', '3/4', '7/5', '7/4', '7'] -> ((7 - 7/4) / 7/5 - 3/4) / 1/8
[143569] ['7/9', '7/9', '7/8', '7/5', '3'] -> 3 / (7/9 * 7/8 - 7/9 / 7/5)
[143570] ['1/7', '3/4', '8/9', '7/2', '4'] -> 4 / (3/4 * 8/9 - 1/7 * 7/2)
[143571] ['3/5', '7/9', '5/6', '6/7', '9'] -> 6/7 + 9 / (5/6 * 3/5 * 7/9)
[143572] ['1/2', '8/9', '6/5', '7/4', '3'] -> 6/5 / (1/2 - 7/4 / (8/9 + 3))
[143573] ['1/8', '3/4', '7/5', '9/5', '7'] -> 9/5 * 7 / (7/5 - (1/8 + 3/4))
[143574] ['1/7', '3/4', '9/8', '9/8', '4'] -> 4 * (9/8 / 1/7 - (3/4 + 9/8))
[143575] ['1/3', '2/3', '5/7', '8/5', '7'] -> 5/7 * 8/5 * 7 / (2/3 - 1/3)
[143576] ['5/7', '7/9', '8/9', '7/3', '4'] -> 8/9 / 7/3 * 4 / (7/9 - 5/7)
[143577] ['2/9', '3/5', '8/7', '8/5', '9'] -> 8/7 * (9 + 8/5 / (2/9 * 3/5))
[143578] ['2/5', '4/9', '7/8', '3/2', '2'] -> 2 / (2/5 * (7/8 - 4/9 * 3/2))
[143579] ['1/8', '3/4', '7/5', '5/2', '7'] -> (7/5 + 7) * 5/2 / (1/8 + 3/4)
[143580] ['1/3', '2/3', '5/7', '7/4', '7'] -> (7 + 5/7 / 1/3) / (2/3 / 7/4)
[143581] ['2/9', '5/7', '5/7', '7/3', '7'] -> (7 / 5/7 - 7/3) / (2/9 / 5/7)
[143582] ['2/9', '3/5', '8/7', '9/5', '9'] -> (9 - 3/5) / (9/5 * 2/9 / 8/7)
[143583] ['5/7', '7/9', '8/9', '4', '9/2'] -> 9/2 / (7/9 / 8/9 - 5/7) - 4
[143584] ['1/8', '3/4', '7/5', '8/3', '7'] -> (7 / 7/5 - 3/4 * 8/3) / 1/8
[143585] ['2/5', '4/9', '7/8', '5/3', '2'] -> 2 / (2/5 * 7/8 - 4/9 / 5/3)
[143586] ['1/7', '1/3', '7/9', '6/5', '6'] -> 1/3 / (1/7 - 7/9 / 6) - 6/5
[143587] ['2/7', '3/8', '7/8', '7/3', '4'] -> 4 / (2/7 * 7/3 + 3/8 - 7/8)
[143588] ['7/9', '7/9', '7/8', '9/4', '3'] -> 3 / (9/4 - (7/9 + 7/8) / 7/9)
[143589] ['1/7', '1/3', '7/9', '5/4', '6'] -> 6 / (1/3 / 7/9 - 1/7 * 5/4)
[143590] ['1/7', '6/7', '9/5', '8/3', '3'] -> 8/3 * 3 / (6/7 / 9/5 - 1/7)
[143591] ['7/9', '7/9', '7/8', '5/2', '3'] -> 7/9 / 7/9 / (7/8 - 5/2 / 3)
[143592] ['3/5', '7/9', '5/6', '5/4', '9'] -> 9 * 7/9 / 5/4 / (5/6 - 3/5)
[143593] ['2/9', '5/7', '5/7', '7/2', '7'] -> 7 * (5/7 + 5/7 / 2/9) - 7/2
[143594] ['2/7', '3/8', '7/8', '7/2', '4'] -> 7/2 / (3/8 - 2/7 * 7/8) - 4
[143595] ['2/5', '2/5', '1', '9/8', '7/2'] -> 1 + 9/8 + 7/2 / (2/5 * 2/5)
[143596] ['5/7', '7/9', '9/8', '7/6', '4'] -> 4 / (7/6 * (7/9 - 5/7 / 9/8))
[143597] ['7/9', '7/9', '7/8', '3', '9/2'] -> 9/2 * (7/9 + 7/9) / (7/8 / 3)
[143598] ['2/5', '2/5', '1', '9/8', '9/2'] -> 9/2 / (9/8 * 2/5 * 2/5) - 1
[143599] ['1/7', '6/7', '9/4', '5/2', '3'] -> 6/7 * 3 / (5/2 - (1/7 + 9/4))
[143600] ['2/3', '2/3', '9/8', '5/3', '5'] -> 5 / (5/3 * (9/8 - 2/3 / 2/3))
[143601] ['2/9', '3/5', '8/7', '8/3', '9'] -> (8/7 + 8/3) * (9 - 3/5 / 2/9)
[143602] ['2/9', '5/7', '3/4', '3/4', '7'] -> 3/4 + 3/4 + 7 / (2/9 / 5/7)
[143603] ['7/9', '7/9', '8/9', '8/9', '3'] -> 8/9 * 3 / (7/9 / 7/9 - 8/9)
[143604] ['3/5', '7/9', '5/6', '4/3', '9'] -> (3/5 + 9) / (4/3 - 7/9 / 5/6)
[143605] ['1/8', '3/4', '3/2', '9/5', '7'] -> 7 / ((3/2 - 3/4) / 9/5 - 1/8)
[143606] ['1/3', '2/3', '3/4', '9/7', '7'] -> 7 / (1/3 / 2/3) / (3/4 / 9/7)
[143607] ['2/7', '3/8', '8/9', '9/8', '4'] -> 4 / 8/9 / (3/8 / 2/7 - 9/8)
[143608] ['1/4', '5/9', '3/5', '5/8', '8'] -> 8 * (1/4 / (5/8 - 5/9) - 3/5)
[143609] ['5/7', '7/9', '9/8', '5/4', '4'] -> (5/7 + 4) / (9/8 / 7/9 - 5/4)
[143610] ['7/9', '7/9', '8/9', '9/8', '3'] -> 3 / 9/8 / (7/9 / 7/9 - 8/9)
[143611] ['3/5', '7/9', '5/6', '3/2', '9'] -> (7/9 + 3/2) / (5/6 / 9) - 3/5
[143612] ['2/7', '3/8', '8/9', '8/7', '4'] -> (4 + 8/7 / 2/7) / (3/8 * 8/9)
[143613] ['2/9', '5/7', '3/4', '4/5', '7'] -> 7 / (2/9 / 5/7) / (3/4 / 4/5)
[143614] ['2/5', '2/5', '1', '8/7', '5/4'] -> 5/4 / (2/5 - 2/5 / 8/7) - 1
[143615] ['1/7', '3/4', '9/8', '7/2', '4'] -> 4 / (3/4 / 9/8 - 1/7 * 7/2)
[143616] ['7/9', '7/9', '8/9', '7/6', '3'] -> 8/9 * 3 / (7/9 - 7/9 / 7/6)
[143617] ['2/3', '2/3', '9/8', '9/4', '5'] -> 5 / (2/3 + 2/3 + 9/8 - 9/4)
[143618] ['1/8', '3/4', '8/5', '8/5', '7'] -> 7 * (8/5 + 8/5 / (1/8 + 3/4))
[143619] ['2/9', '5/7', '3/4', '5/6', '7'] -> 7 * (3/4 + 5/6 / (2/9 / 5/7))
[143620] ['2/3', '2/3', '9/8', '5/2', '5'] -> 5 / 5/2 / (2/3 * 9/8 - 2/3)
[143621] ['1/2', '8/9', '5/4', '5/3', '3'] -> 3 / (5/3 / 8/9 - (1/2 + 5/4))
[143622] ['2/7', '3/8', '8/9', '7/6', '4'] -> (4 + 7/6 / 3/8) / 2/7 - 8/9
[143623] ['7/9', '7/9', '8/9', '5/4', '3'] -> 3 / (5/4 - 7/9 / 7/9 / 8/9)
[143624] ['1/4', '5/9', '3/5', '7/9', '8'] -> (8 - (3/5 + 7/9 / 5/9)) / 1/4
[143625] ['2/5', '2/5', '1', '8/7', '4/3'] -> 2/5 / (2/5 / 8/7 + 1 - 4/3)
[143626] ['2/9', '3/5', '7/6', '5/4', '9'] -> 7/6 / 2/9 + 9 / (3/5 / 5/4)
[143627] ['1/4', '5/9', '3/5', '4/5', '8'] -> (8 + 4/5 / (1/4 * 3/5)) / 5/9
[143628] ['2/9', '5/7', '3/4', '7/8', '7'] -> (7 - 5/7) / (2/9 / 7/8) - 3/4
[143629] ['5/7', '7/9', '9/8', '3/2', '4'] -> 4 / (7/9 - 5/7) / (9/8 + 3/2)
[143630] ['3/5', '7/9', '5/6', '9/4', '9'] -> 5/6 + 9/4 * (9 + 7/9 / 3/5)
[143631] ['1/7', '1/3', '7/9', '9/2', '6'] -> 9/2 * 6 - 1/3 / (1/7 * 7/9)
[143632] ['1/7', '7/8', '7/8', '6/5', '3'] -> 6/5 * (3 / 1/7 - 7/8 / 7/8)
[143633] ['1/3', '2/3', '7/9', '6/5', '7'] -> 7 / (7/9 - 1/3 / 2/3) - 6/5
[143634] ['2/5', '4/9', '8/9', '9/8', '2'] -> 2 / 2/5 / (4/9 + 8/9 - 9/8)
[143635] ['1/4', '5/9', '3/5', '5/6', '8'] -> 8 * (5/6 / 1/4 - 5/9 * 3/5)
[143636] ['2/9', '5/7', '3/4', '9/8', '7'] -> 9/8 / 3/4 + 7 / (2/9 / 5/7)
[143637] ['1/8', '3/4', '8/5', '8/3', '7'] -> (7 / 8/3 - 3/4) / (1/8 / 8/5)
[143638] ['2/5', '4/9', '8/9', '8/7', '2'] -> 2 / (4/9 / (2/5 * 8/7) - 8/9)
[143639] ['1/2', '8/9', '5/4', '7/3', '3'] -> 3 / (7/3 / 8/9 - 5/4 / 1/2)
[143640] ['2/9', '3/5', '7/6', '7/5', '9'] -> (9 + 7/5 / (2/9 * 7/6)) / 3/5
[143641] ['1/7', '1/3', '4/5', '5/6', '6'] -> 4/5 / (1/7 * 1/3) + 6 / 5/6
[143642] ['2/9', '5/7', '3/4', '8/7', '7'] -> (7 - 5/7) / (2/9 * 8/7) - 3/4
[143643] ['1/8', '3/4', '8/5', '9/2', '7'] -> 8/5 / (1/8 / 3/4) * (7 - 9/2)
[143644] ['1/3', '2/3', '7/9', '3/2', '7'] -> (7 / 7/9 - 2/3 * 3/2) / 1/3
[143645] ['1/7', '1/3', '4/5', '6/7', '6'] -> 6 / (1/3 / 4/5 - 1/7 / 6/7)
[143646] ['1/7', '3/4', '8/7', '9/5', '4'] -> 9/5 * (8/7 / 1/7 + 4 / 3/4)
[143647] ['1/8', '3/4', '5/3', '5/3', '7'] -> 7 / (5/3 - (1/8 + 3/4 * 5/3))
[143648] ['1/4', '5/9', '3/5', '7/8', '8'] -> (3/5 + 8 / 5/9) / (7/8 - 1/4)
[143649] ['1/2', '8/9', '5/4', '8/3', '3'] -> (8/3 + 3 / 1/2) / (5/4 - 8/9)
[143650] ['2/5', '2/5', '1', '8/7', '9/5'] -> 9/5 / (1 / 8/7 - (2/5 + 2/5))
[143651] ['2/9', '5/7', '3/4', '6/5', '7'] -> 7 * (3/4 + 5/7 / (2/9 * 6/5))
[143652] ['1/2', '8/9', '5/4', '3', '7/2'] -> 7/2 / (1/2 / 8/9 - 5/4 / 3)
[143653] ['1/4', '5/9', '3/5', '8/9', '8'] -> (8 + 8/9 / (1/4 * 5/9)) / 3/5
[143654] ['2/7', '3/8', '8/9', '9/5', '4'] -> 4 / (9/5 * (3/8 - 2/7)) - 8/9
[143655] ['2/9', '5/7', '3/4', '5/4', '7'] -> 7 / (2/9 / 5/7) / (3/4 * 5/4)
[143656] ['5/7', '7/9', '9/8', '9/4', '4'] -> 4 / (7/9 * (5/7 - 9/8 / 9/4))
[143657] ['1/2', '8/9', '5/4', '3', '9/2'] -> 9/2 / (3 - 5/4 / (1/2 * 8/9))
[143658] ['1/4', '5/9', '3/5', '9/8', '8'] -> 3/5 / (9/8 / 5/9 - 1/4 * 8)
[143659] ['2/5', '4/9', '8/9', '5/3', '2'] -> 8/9 / 5/3 * 2 / (4/9 - 2/5)
[143660] ['2/3', '2/3', '8/7', '5/3', '5'] -> 5 / ((5/3 - 2/3) / 8/7 - 2/3)
[143661] ['2/9', '3/5', '7/6', '9/4', '9'] -> 7/6 / 2/9 + (9/4 + 9) / 3/5
[143662] ['2/9', '5/7', '3/4', '9/7', '7'] -> (9/7 - 5/7) * 7 / (2/9 * 3/4)
[143663] ['1/8', '3/4', '7/4', '9/5', '7'] -> 7 / ((1/8 + 7/4) / 9/5 - 3/4)
[143664] ['5/7', '7/9', '9/8', '7/3', '4'] -> 4 / (7/9 - 5/7) / (9/8 * 7/3)
[143665] ['1/2', '8/9', '9/7', '9/7', '3'] -> 9/7 / (1/2 * 3 - 9/7 / 8/9)
[143666] ['1/7', '1/3', '4/5', '7/6', '6'] -> 6 / (1/3 / 4/5 - 1/7 * 7/6)
[143667] ['2/7', '3/8', '8/9', '9/4', '4'] -> 3/8 + (9/4 + 4 / 8/9) / 2/7
[143668] ['2/9', '3/5', '7/6', '5/2', '9'] -> 7/6 + 5/2 * (9 + 2/9 * 3/5)
[143669] ['1/3', '2/3', '4/5', '6/7', '7'] -> 6/7 * 7 / (2/3 - 1/3 / 4/5)
[143670] ['2/9', '5/7', '3/4', '7/5', '7'] -> (7 - 7/5) / (3/4 * 2/9 / 5/7)
[143671] ['7/9', '7/9', '8/9', '3', '7/2'] -> 8/9 / (7/9 / 3 - 7/9 / 7/2)
[143672] ['2/5', '2/5', '1', '8/7', '7/2'] -> 8/7 * 7/2 / (2/5 * 2/5) - 1
[143673] ['1/7', '7/8', '7/8', '7/3', '3'] -> (3 + 7/8 / 7/8 / 7/3) / 1/7
[143674] ['2/9', '3/5', '7/6', '8/3', '9'] -> (8/3 + 2/9 / 7/6) * (9 - 3/5)
[143675] ['1/3', '2/3', '4/5', '7/8', '7'] -> 7 / (1/3 - 7/8 + 2/3 / 4/5)
[143676] ['3/5', '7/9', '6/7', '3/2', '9'] -> 3/2 + 9 / (6/7 * 3/5 * 7/9)
[143677] ['1/7', '1/3', '4/5', '9/7', '6'] -> 6 / (1/3 * 9/7 - 1/7 / 4/5)
[143678] ['2/3', '2/3', '8/7', '9/4', '5'] -> 5 / (2/3 + 2/3 - 8/7) - 9/4
[143679] ['2/9', '5/7', '3/4', '3/2', '7'] -> (3/2 - 5/7) / (2/9 / 7) - 3/4
[143680] ['1/4', '5/9', '3/5', '6/5', '8'] -> 5/9 * 8 * (3/5 + 6/5 / 1/4)
[143681] ['1/8', '3/4', '9/5', '7/3', '7'] -> 7/3 * 7 / (3/4 - 1/8 / 9/5)
[143682] ['3/5', '7/9', '6/7', '5/3', '9'] -> 5/3 * (3/5 + 9) / (7/9 * 6/7)
[143683] ['1/3', '2/3', '4/5', '8/7', '7'] -> 7 * (2/3 / 1/3 + 8/7 / 4/5)
[143684] ['2/7', '3/8', '8/9', '7/2', '4'] -> 4 / 7/2 / (3/8 * 8/9 - 2/7)
[143685] ['2/5', '2/5', '1', '7/6', '5/4'] -> (1 + 2/5 / 2/5) / (5/4 - 7/6)
[143686] ['7/9', '7/9', '9/8', '8/7', '3'] -> 3 / 9/8 / (7/9 * 8/7 - 7/9)
[143687] ['2/3', '2/3', '8/7', '5/2', '5'] -> 5 / (5/2 * (2/3 - 2/3 / 8/7))
[143688] ['5/7', '7/9', '9/8', '4', '9/2'] -> 9/2 / (7/9 * 9/8 - 5/7) - 4
[143689] ['2/9', '3/5', '6/5', '7/5', '9'] -> 6/5 * 9 * (7/5 + 2/9 + 3/5)
[143690] ['2/3', '2/3', '8/7', '8/3', '5'] -> (2/3 + 8/3 * 5) / (2/3 / 8/7)
[143691] ['7/9', '7/9', '9/8', '7/6', '3'] -> 3 / (9/8 * (7/9 - 7/9 / 7/6))
[143692] ['1/7', '3/4', '7/6', '9/4', '4'] -> 4 / (3/4 / 9/4 - 1/7 * 7/6)
[143693] ['2/9', '5/7', '3/4', '7/4', '7'] -> (7 - 7/4 * 5/7 / 3/4) / 2/9
[143694] ['2/5', '2/5', '1', '7/6', '4/3'] -> 2/5 / (7/6 - (2/5 + 1 / 4/3))
[143695] ['1/2', '8/9', '9/7', '9/5', '3'] -> (9/7 + 9/5) / (1/2 / (8/9 + 3))
[143696] ['3/5', '7/9', '6/7', '5/2', '9'] -> (9 - 3/5 / 7/9) / (6/7 / 5/2)
[143697] ['1/7', '7/8', '8/9', '5/4', '3'] -> 3 / (1/7 * 8/9) - (7/8 - 5/4)
[143698] ['2/5', '2/5', '1', '7/6', '3/2'] -> 1 / (3/2 - 7/6 / (2/5 + 2/5))
[143699] ['2/9', '3/5', '5/4', '5/4', '9'] -> 9 + (5/4 + 5/4 / 3/5) / 2/9
[143700] ['3/5', '7/9', '6/7', '8/3', '9'] -> 8/3 / (6/7 - 7/9) - (3/5 + 9)
[143701] ['2/3', '2/3', '7/6', '6/5', '5'] -> (2/3 + 2/3 / 5) / (6/5 - 7/6)
[143702] ['1/4', '5/9', '3/5', '5/2', '8'] -> (3/5 + 8 / 5/9) / (1/4 * 5/2)
[143703] ['7/9', '7/9', '9/8', '7/5', '3'] -> 3 / (7/9 / (7/5 - 7/9) - 9/8)
[143704] ['1/3', '2/3', '4/5', '9/4', '7'] -> 7 / (4/5 * (2/3 - 1/3)) - 9/4
[143705] ['2/5', '2/5', '1', '7/6', '7/4'] -> 2/5 / (7/6 - 7/4 - (2/5 - 1))
[143706] ['2/9', '5/7', '3/4', '5/2', '7'] -> (5/7 + 7) * (5/2 / 3/4 - 2/9)
[143707] ['1/7', '1/3', '4/5', '7/2', '6'] -> (1/7 * 7/2 + 6 / 4/5) / 1/3
[143708] ['1/7', '3/4', '6/5', '4/3', '4'] -> 3/4 * 6/5 * (4 / 1/7 - 4/3)
[143709] ['1/8', '7/9', '7/9', '7/9', '7'] -> 7 / (1/8 * (7/9 + 7/9 + 7/9))
[143710] ['1/3', '2/3', '4/5', '5/2', '7'] -> 5/2 / (2/3 / 4/5) + 7 / 1/3
[143711] ['2/5', '2/5', '1', '7/6', '9/5'] -> 2/5 / (7/6 / (1 + 9/5) - 2/5)
[143712] ['1/2', '8/9', '9/7', '3', '7/2'] -> 9/7 * 3 * 7/2 / (1/2 / 8/9)
[143713] ['1/7', '3/4', '6/5', '7/5', '4'] -> 6/5 / (4 * 1/7 * 7/5 - 3/4)
[143714] ['1/4', '5/9', '3/5', '9/2', '8'] -> 3/5 / 1/4 / (9/2 / 5/9 - 8)
[143715] ['2/5', '4/9', '9/8', '4/3', '2'] -> 2 / (4/3 - 9/8 / (2/5 / 4/9))
[143716] ['2/9', '3/5', '5/4', '3/2', '9'] -> (9 + 3/2 / (2/9 * 5/4)) / 3/5
[143717] ['7/9', '7/9', '9/8', '5/3', '3'] -> 3 / (9/8 * (5/3 - (7/9 + 7/9)))
[143718] ['2/9', '5/7', '3/4', '7/2', '7'] -> 7 * (5/7 / 2/9 + 3/4 / 7/2)
[143719] ['1/7', '1/3', '5/6', '5/6', '6'] -> 6 * (1/3 / 1/7 + 5/6 + 5/6)
[143720] ['1/3', '2/3', '4/5', '7/2', '7'] -> 1/3 - 2/3 / 4/5 + 7/2 * 7
[143721] ['2/3', '2/3', '7/6', '8/5', '5'] -> 5 / (2/3 / 8/5) / (7/6 - 2/3)
[143722] ['1/4', '5/9', '5/8', '5/8', '8'] -> 8 / (5/9 / 5/8) / (5/8 - 1/4)
[143723] ['1/8', '7/9', '7/9', '6/7', '7'] -> 7/9 / (7/9 / 6/7 - 1/8 * 7)
[143724] ['2/5', '4/9', '9/8', '7/5', '2'] -> 7/5 / (9/8 - 4/9 * (2/5 + 2))
[143725] ['2/9', '3/5', '5/4', '5/3', '9'] -> 5/4 * (9 + (3/5 + 5/3) / 2/9)
[143726] ['7/9', '7/9', '9/8', '7/4', '3'] -> 3 / ((7/4 - 7/9) / 7/9 - 9/8)
[143727] ['1/8', '7/9', '7/9', '7/8', '7'] -> 7 + (7/9 + 7/8) / (1/8 * 7/9)
[143728] ['1/7', '7/8', '8/9', '5/3', '3'] -> 3 * (7/8 / 1/7 + 5/3 / 8/9)
[143729] ['1/4', '5/9', '5/8', '2/3', '8'] -> 5/8 * 2/3 * 8 / (1/4 * 5/9)
[143730] ['2/5', '2/5', '1', '7/6', '5/2'] -> 2/5 / (5/2 * (7/6 - 1) - 2/5)
[143731] ['1/2', '8/9', '4/3', '7/5', '3'] -> 4/3 / (8/9 / (3 - 7/5) - 1/2)
[143732] ['1/7', '1/3', '5/6', '9/8', '6'] -> 6 / (1/7 / 5/6) / (1/3 + 9/8)
[143733] ['2/7', '3/8', '9/8', '9/4', '4'] -> 3/8 + (9/4 + 9/8 * 4) / 2/7
[143734] ['2/9', '3/5', '5/4', '7/4', '9'] -> 3/5 * (5/4 - 7/4 + 9 / 2/9)
[143735] ['2/5', '2/5', '1', '7/6', '8/3'] -> 2/5 / (7/6 - (1 + 2/5 / 8/3))
[143736] ['3/5', '7/9', '7/8', '6/5', '9'] -> 9 / (7/8 * (6/5 - 3/5 / 7/9))
[143737] ['2/9', '5/7', '7/9', '5/6', '7'] -> (7 - 7/9) / (5/6 * 2/9 / 5/7)
[143738] ['7/9', '7/9', '9/8', '9/4', '3'] -> 3 / (9/4 - (9/8 + 7/9 / 7/9))
[143739] ['1/8', '7/9', '7/9', '9/8', '7'] -> 7 + (9/8 + 7/9 / 7/9) / 1/8
[143740] ['1/4', '5/9', '5/8', '3/4', '8'] -> (8 + 1/4 / 3/4) / (5/9 * 5/8)
[143741] ['1/7', '1/3', '5/6', '6/5', '6'] -> 6 * (6/5 + 1/3 / (1/7 * 5/6))
[143742] ['3/5', '7/9', '7/8', '5/4', '9'] -> 9 / (7/8 / 7/9 - 3/5 * 5/4)
[143743] ['7/9', '7/9', '9/8', '7/3', '3'] -> 7/3 / (7/9 - 7/9 / 9/8) - 3
[143744] ['7/9', '7/9', '9/8', '5/2', '3'] -> 7/9 / (9/8 - (7/9 + 5/2) / 3)
[143745] ['2/9', '5/7', '7/9', '9/8', '7'] -> (5/7 + 7) / (9/8 * 2/9 / 7/9)
[143746] ['1/7', '1/3', '5/6', '4/3', '6'] -> 4/3 / 1/3 / (6 - 5/6 / 1/7)
[143747] ['1/8', '7/9', '7/9', '6/5', '7'] -> 7/9 / (1/8 - 7/9 / 6/5 / 7)
[143748] ['1/7', '3/4', '6/5', '4', '9/2'] -> 9/2 / (3/4 - 1/7 * 4) - 6/5
[143749] ['2/9', '3/5', '5/4', '9/2', '9'] -> 3/5 + (9 + 9/2 / 2/9) / 5/4
[143750] ['3/5', '7/9', '7/8', '4/3', '9'] -> (4/3 + 9 / 3/5) / (7/9 * 7/8)
[143751] ['2/3', '2/3', '6/5', '5/4', '5'] -> 6/5 * 5 / (5/4 - 2/3 / 2/3)
[143752] ['2/9', '5/7', '7/9', '7/6', '7'] -> 7/6 / 7/9 + 7 / (2/9 / 5/7)
[143753] ['1/2', '8/9', '7/5', '8/5', '3'] -> 8/5 / (7/5 - 3 * 1/2 * 8/9)
[143754] ['1/3', '2/3', '6/7', '9/8', '7'] -> 6/7 / 9/8 * 7 / (1/3 * 2/3)
[143755] ['1/4', '5/9', '5/8', '7/8', '8'] -> (8 - (7/8 + 5/8 / 5/9)) / 1/4
[143756] ['2/9', '3/5', '9/7', '9/7', '9'] -> (9 - 9/7 / 3/5) / (2/9 * 9/7)
[143757] ['3/5', '7/9', '7/8', '3/2', '9'] -> 9 / (7/8 / (3/5 * 7/9) - 3/2)
[143758] ['2/9', '5/7', '7/9', '6/5', '7'] -> 6/5 / (2/9 / 5/7) * (7 - 7/9)
[143759] ['5/7', '7/9', '7/6', '7/6', '4'] -> 4 / (5/7 * 7/6 - 7/9 / 7/6)
[143760] ['7/9', '7/9', '8/7', '8/7', '3'] -> 8/7 * 3 / (8/7 - 7/9 / 7/9)
[143761] ['1/8', '7/9', '7/9', '4/3', '7'] -> 7 / (1/8 * (4/3 + 7/9 / 7/9))
[143762] ['2/7', '3/8', '8/7', '9/7', '4'] -> (9/7 + 3/8 * 8/7) / (2/7 / 4)
[143763] ['2/5', '2/5', '1', '6/5', '3/2'] -> 2/5 / ((3/2 - 1) / 6/5 - 2/5)
[143764] ['2/3', '2/3', '6/5', '3/2', '5'] -> (5 / (3/2 - 6/5) - 2/3) / 2/3
[143765] ['1/7', '3/4', '5/4', '7/5', '4'] -> (3/4 + 4 / 7/5) / 1/7 - 5/4
[143766] ['5/7', '7/9', '7/6', '6/5', '4'] -> 4 / (5/7 * (7/6 - 7/9 * 6/5))
[143767] ['2/5', '2/5', '1', '6/5', '5/3'] -> 5/3 / (2/5 - 2/5 / 6/5) - 1
[143768] ['1/4', '5/9', '5/8', '9/8', '8'] -> ((8 - 5/8) / 9/8 - 5/9) / 1/4
[143769] ['2/9', '3/5', '9/7', '7/5', '9'] -> (3/5 + 9) / (7/5 * 2/9 * 9/7)
[143770] ['1/8', '7/9', '7/9', '7/5', '7'] -> 7/9 / (1/8 - 7/9 / (7/5 + 7))
[143771] ['2/5', '2/5', '1', '6/5', '7/4'] -> 6/5 / (2/5 + 2/5 + 1 - 7/4)
[143772] ['2/7', '3/8', '8/7', '3/2', '4'] -> (3/2 / 3/8 - (8/7 - 4)) / 2/7
[143773] ['2/5', '4/9', '8/7', '7/6', '2'] -> 8/7 / (4/9 - 2/5) - 2 / 7/6
[143774] ['3/5', '7/9', '7/8', '9/5', '9'] -> 9 / (3/5 / 7/9) / (7/8 / 9/5)
[143775] ['1/8', '7/9', '7/9', '8/5', '7'] -> 8/5 * (7 + 7/9 / (1/8 * 7/9))
[143776] ['1/7', '7/8', '9/8', '5/3', '3'] -> 3 * (7/8 / 1/7 + 9/8 * 5/3)
[143777] ['2/9', '3/5', '9/7', '8/5', '9'] -> (9 - 3/5 / 9/7) / (2/9 * 8/5)
[143778] ['7/9', '7/9', '8/7', '4/3', '3'] -> 3 / (7/9 / 8/7 + 7/9 - 4/3)
[143779] ['1/3', '2/3', '6/7', '9/4', '7'] -> 6/7 * 7 / (9/4 - 2/3 / 1/3)
[143780] ['3/5', '7/9', '7/8', '9/4', '9'] -> 9 / (9/4 - 7/8 / (3/5 * 7/9))
[143781] ['5/7', '7/9', '7/6', '7/5', '4'] -> 4 / (7/5 / 7/9 - 7/6 / 5/7)
[143782] ['1/7', '1/3', '6/7', '7/8', '6'] -> (6 + 1/7 + 6/7) / (1/3 * 7/8)
[143783] ['1/8', '7/9', '7/9', '5/3', '7'] -> (7/9 * 7 - (7/9 + 5/3)) / 1/8
[143784] ['2/5', '2/5', '1', '6/5', '7/3'] -> (2/5 + 6/5) / (1 - 2/5 * 7/3)
[143785] ['2/3', '2/3', '6/5', '5/2', '5'] -> 2/3 + (2/3 + 6/5) * 5/2 * 5
[143786] ['1/7', '3/4', '5/4', '8/3', '4'] -> (3/4 * 8/3 + 4 / 1/7) / 5/4
[143787] ['1/4', '5/9', '5/8', '5/4', '8'] -> (8 - 5/4) / (5/8 * 1/4 / 5/9)
[143788] ['7/9', '7/9', '8/7', '7/5', '3'] -> 3 / (7/9 / 8/7 - 7/9 / 7/5)
[143789] ['1/7', '7/8', '9/8', '9/5', '3'] -> (9/5 + 3) * (7/8 / 1/7 - 9/8)
[143790] ['2/9', '5/7', '7/9', '5/3', '7'] -> (7 + 7/9 / 5/3) / (2/9 / 5/7)
[143791] ['2/7', '3/8', '8/7', '9/5', '4'] -> (2/7 + 8/7 / 3/8) * 9/5 * 4
[143792] ['1/7', '1/3', '6/7', '5/4', '6'] -> 6 / (1/3 * 5/4 - 1/7 / 6/7)
[143793] ['1/4', '5/9', '5/8', '9/7', '8'] -> 8 / (1/4 * 9/7) - 5/9 / 5/8
[143794] ['1/2', '8/9', '7/5', '3', '9/2'] -> (8/9 + 3) * 7/5 * 9/2 - 1/2
[143795] ['2/3', '2/3', '5/4', '5/4', '5'] -> 5 / 5/4 / (2/3 * 5/4 - 2/3)
[143796] ['2/5', '2/5', '1', '6/5', '8/3'] -> (2/5 + 6/5) / (2/5 * 8/3 - 1)
[143797] ['2/9', '5/7', '7/9', '7/4', '7'] -> 7/4 * (7 + (5/7 + 7/9) / 2/9)
[143798] ['2/7', '3/8', '8/7', '7/3', '4'] -> 7/3 * ((2/7 + 4) / 3/8 - 8/7)
[143799] ['1/7', '3/4', '9/7', '7/5', '4'] -> (9/7 + 4 * 3/4 / 7/5) / 1/7
