[157593] ['2/7', '5/8', '4/5', '3/2', '4'] -> (((3/2 + (4 / 2/7)) / 5/8) - 4/5)
[158911] ['2/5', '2/3', '8/9', '1', '7/6'] -> (7/6 / ((1 / (2/5 + 2/3)) - 8/9))
[158912] ['1/4', '1/4', '1/3', '8/7', '9'] -> (((9 * (1/4 + 1/3)) * 8/7) / 1/4)
[158913] ['5/8', '7/8', '6/5', '7/4', '9'] -> (((9 / (5/8 * 7/8)) * 7/4) / 6/5)
[158914] ['5/9', '4/7', '9/5', '7/3', '8'] -> (8 / ((4/7 * 7/3) - (5/9 * 9/5)))
[158915] ['3/8', '3/7', '6/7', '5/3', '7'] -> ((7 + (3/7 * 5/3)) / (3/8 * 6/7))
[158916] ['1/4', '2/7', '1/2', '4/5', '7'] -> (((1/2 + (2/7 / 4/5)) * 7) / 1/4)
[158917] ['4/5', '9/8', '7/5', '9/5', '3'] -> ((7/5 * 3) / (4/5 - (9/8 / 9/5)))
[158918] ['1/4', '1/4', '1/3', '8/5', '9'] -> ((8/5 / (1/4 + 1/3)) * (9 - 1/4))
[158919] ['2/7', '2/3', '3/4', '7/5', '4'] -> ((4 / 2/3) / ((3/4 / 7/5) - 2/7))
[158920] ['5/8', '7/8', '6/5', '7/2', '9'] -> (9 * ((5/8 - 7/8) + (7/2 / 6/5)))
[158921] ['3/8', '3/7', '6/7', '7/4', '7'] -> (3/7 / ((3/8 * 7) - (6/7 + 7/4)))
[158922] ['2/5', '2/3', '8/9', '1', '5/4'] -> (2/3 / ((1 + 5/4) - (8/9 / 2/5)))
[158923] ['2/7', '4/9', '5/3', '8/3', '6'] -> (6 / ((5/3 / (4/9 + 8/3)) - 2/7))
[158924] ['4/5', '9/8', '7/5', '7/3', '3'] -> (3 / (4/5 - ((9/8 * 7/5) / 7/3)))
[158925] ['1/4', '1/4', '1/3', '9/5', '9'] -> ((1/3 + 9) / (1/4 + (1/4 / 9/5)))
[158926] ['5/9', '6/7', '6/7', '8/5', '6'] -> (6 * ((6/7 / 5/9) + (6/7 + 8/5)))
[158927] ['1/7', '1/5', '1/5', '8/7', '7'] -> ((1/5 + 7) * (8/7 / (1/7 + 1/5)))
[158928] ['2/5', '4/5', '9/8', '7/5', '2'] -> ((2/5 + 7/5) / (2 - (4/5 + 9/8)))
[158929] ['5/9', '4/7', '9/5', '7/2', '8'] -> (8 * ((5/9 * 9/5) + (4/7 * 7/2)))
[158930] ['4/5', '9/8', '7/5', '5/2', '3'] -> (3 / (5/2 - (4/5 + (9/8 * 7/5))))
[158931] ['5/9', '7/9', '8/7', '3', '9/2'] -> (8/7 / ((5/9 / 7/9) - (3 / 9/2)))
[158932] ['3/8', '3/7', '6/7', '9/2', '7'] -> ((9/2 / (3/8 + 6/7)) * (7 - 3/7))
[158933] ['1/7', '1/5', '1/5', '7/6', '7'] -> ((7 - (1/5 / 1/7)) / (1/5 * 7/6))
[158934] ['5/8', '7/8', '5/4', '4/3', '9'] -> ((9 + (5/4 / 5/8)) / (4/3 - 7/8))
[158935] ['2/5', '2/3', '8/9', '1', '7/5'] -> (7/5 / ((1 / 8/9) - (2/5 + 2/3)))
[158936] ['1/4', '1/4', '2/5', '3/7', '9'] -> (9 / (3/7 * (1/4 + (1/4 / 2/5))))
[158937] ['3/5', '7/5', '9/5', '2', '5/2'] -> (((2 + 5/2) * (7/5 + 9/5)) / 3/5)
[158938] ['5/9', '7/9', '7/6', '7/6', '3'] -> ((3 + (7/6 + 7/6)) / (7/9 - 5/9))
[158939] ['2/7', '4/9', '5/3', '9/2', '6'] -> ((((6 - 5/3) / 2/7) - 9/2) / 4/9)
[158940] ['2/5', '4/5', '9/8', '5/3', '2'] -> ((2 / 2/5) / ((4/5 * 5/3) - 9/8))
[158941] ['3/8', '3/7', '7/8', '8/9', '7'] -> ((3/8 / (8/9 - 7/8)) - (3/7 * 7))
[158942] ['3/5', '7/5', '9/5', '2', '7/2'] -> ((3/5 + 9/5) / (7/2 - (7/5 + 2)))
[158943] ['5/9', '6/7', '6/7', '9/4', '6'] -> (6 / ((5/9 * 9/4) - (6/7 / 6/7)))
[158944] ['5/8', '7/8', '5/4', '9/5', '9'] -> (9 / (5/4 * (9/5 - (5/8 + 7/8))))
[158945] ['4/5', '9/8', '7/5', '3', '9/2'] -> ((3 + (4/5 * 9/2)) / (7/5 - 9/8))
[158946] ['5/9', '7/9', '7/6', '5/4', '3'] -> (3 / ((7/6 * 5/4) - (5/9 + 7/9)))
[158947] ['2/5', '4/5', '9/8', '9/5', '2'] -> (9/5 / ((4/5 * 2) - (2/5 + 9/8)))
[158948] ['3/8', '3/7', '7/8', '8/7', '7'] -> ((8/7 / 3/7) + (7 / (3/8 * 7/8)))
[158949] ['5/9', '4/7', '9/4', '7/3', '8'] -> (9/4 + ((8 + (7/3 / 4/7)) / 5/9))
[158950] ['4/5', '9/8', '3/2', '3/2', '3'] -> (3 / ((3/2 / (4/5 * 3/2)) - 9/8))
[158951] ['5/7', '7/9', '8/3', '8/3', '5'] -> (8/3 / ((5 * (5/7 * 7/9)) - 8/3))
[158952] ['2/5', '2/3', '8/9', '1', '9/5'] -> ((8/9 * 9/5) / ((2/5 + 2/3) - 1))
[158953] ['3/4', '8/9', '9/7', '5/2', '4'] -> (9/7 / ((5/2 / (4 - 8/9)) - 3/4))
[158954] ['1/7', '1/5', '1/5', '3/2', '7'] -> ((1/7 + 1/5) / ((3/2 / 7) - 1/5))
[158955] ['2/5', '4/5', '9/8', '2', '9/4'] -> (9/4 / (2 - ((2/5 + 9/8) / 4/5)))
[158956] ['1/4', '1/4', '2/5', '5/7', '9'] -> (((1/4 / 5/7) + (1/4 + 9)) / 2/5)
[158957] ['1/4', '2/7', '1/2', '8/3', '7'] -> (8/3 * ((1/4 + 7) + (1/2 / 2/7)))
[158958] ['4/5', '9/8', '3/2', '8/5', '3'] -> (3 / ((4/5 / 8/5) + (9/8 - 3/2)))
[158959] ['3/8', '3/7', '7/8', '7/6', '7'] -> (7/6 * (((7/8 + 7) / 3/8) - 3/7))
[158960] ['2/7', '2/3', '7/9', '5/6', '4'] -> ((2/7 * (2/3 + 4)) / (5/6 - 7/9))
[158961] ['5/9', '6/7', '6/7', '9/2', '6'] -> ((9/2 * (6 - (5/9 * 6/7))) - 6/7)
[158962] ['5/8', '7/8', '9/7', '7/5', '9'] -> ((9/7 + 9) / (7/8 - (5/8 / 7/5)))
[158963] ['4/5', '9/8', '3/2', '5/3', '3'] -> ((3 / 5/3) / ((4/5 * 3/2) - 9/8))
[158964] ['1/7', '1/5', '1/5', '8/5', '7'] -> ((1/5 - (8/5 / 1/7)) + (7 / 1/5))
[158965] ['2/5', '2/3', '8/9', '1', '5/2'] -> ((5/2 * (2/5 + 2/3)) / (1 - 8/9))
[158966] ['2/7', '4/9', '7/4', '5/2', '6'] -> ((7/4 + (5/2 / 2/7)) + (6 / 4/9))
[158967] ['3/4', '8/9', '9/7', '7/2', '4'] -> (((4 + (8/9 * 9/7)) * 7/2) / 3/4)
[158968] ['5/9', '4/7', '9/4', '8/3', '8'] -> (((9/4 * 8) - (8/3 / 4/7)) / 5/9)
[158969] ['2/5', '4/5', '9/8', '2', '7/2'] -> ((2 * (2/5 + 7/2)) / (9/8 - 4/5))
[158970] ['5/9', '7/9', '7/6', '8/5', '3'] -> (3 / (7/6 - (5/9 + (7/9 / 8/5))))
[158971] ['2/7', '2/3', '7/9', '7/8', '4'] -> ((2/3 + 4) / (7/8 * (2/7 * 7/9)))
[158972] ['2/7', '4/9', '7/4', '8/3', '6'] -> ((6 + (8/3 / 4/9)) / (2/7 * 7/4))
[158973] ['5/9', '6/7', '7/8', '9/8', '6'] -> (6 / (9/8 * (6/7 - (5/9 / 7/8))))
[158974] ['2/7', '2/3', '7/9', '9/8', '4'] -> ((4 / (2/7 * 2/3)) / (7/9 * 9/8))
[158975] ['5/7', '7/9', '7/2', '9/2', '5'] -> ((5/7 + (7/2 * 5)) + (9/2 / 7/9))
[158976] ['3/8', '3/7', '7/8', '5/4', '7'] -> ((((5/4 + 7) / 7/8) - 3/7) / 3/8)
[158977] ['1/4', '1/4', '2/5', '9/8', '9'] -> (((1/4 + 9) / 2/5) - (1/4 - 9/8))
[158978] ['5/9', '4/7', '7/3', '7/3', '8'] -> ((7/3 * 8) / ((4/7 * 7/3) - 5/9))
[158979] ['2/7', '4/9', '9/5', '9/5', '6'] -> (((6 / 2/7) - 9/5) / (4/9 * 9/5))
[158980] ['1/7', '1/5', '1/5', '9/4', '7'] -> ((1/5 + (7 / 1/7)) / (9/4 - 1/5))
[158981] ['3/4', '8/9', '4/3', '9/5', '4'] -> ((8/9 / 4) / (3/4 - (4/3 / 9/5)))
[158982] ['4/5', '9/8', '3/2', '8/3', '3'] -> ((9/8 + (3/2 / 4/5)) * (8/3 * 3))
[158983] ['1/4', '1/4', '2/5', '8/7', '9'] -> ((8/7 + (2/5 / 1/4)) * (9 - 1/4))
[158984] ['2/7', '4/9', '9/5', '9/4', '6'] -> ((6 / (9/5 * (2/7 * 4/9))) - 9/4)
[158985] ['1/4', '2/7', '5/9', '5/7', '7'] -> (((2/7 + 7) - (5/7 / 5/9)) / 1/4)
[158986] ['3/5', '7/5', '2', '5/2', '9/2'] -> (((5/2 + (7/5 / 2)) * 9/2) / 3/5)
[158987] ['5/9', '7/9', '7/6', '5/2', '3'] -> (((5/2 + (7/9 + 7/6)) * 3) / 5/9)
[158988] ['2/7', '2/3', '7/9', '5/4', '4'] -> (2/3 / (4 - (5/4 + (7/9 / 2/7))))
[158989] ['5/8', '7/8', '9/7', '5/2', '9'] -> (7/8 + (9 * (5/8 + (5/2 / 9/7))))
[158990] ['5/9', '6/7', '7/8', '6/5', '6'] -> (6 / (5/9 * (6/5 - (6/7 * 7/8))))
[158991] ['5/9', '4/7', '7/3', '7/2', '8'] -> (((8 / 4/7) - (7/3 / 7/2)) / 5/9)
[158992] ['4/5', '9/8', '8/5', '8/5', '3'] -> (3 / ((8/5 / (4/5 * 8/5)) - 9/8))
[158993] ['5/7', '4/5', '4/5', '6/7', '5'] -> (5 * ((4/5 / (6/7 - 5/7)) - 4/5))
[158994] ['5/8', '7/8', '9/7', '8/3', '9'] -> (((8/3 - 5/8) * (9/7 + 9)) / 7/8)
[158995] ['5/9', '4/7', '7/3', '9/2', '8'] -> ((4/7 * 7/3) / (9/2 - (5/9 * 8)))
[158996] ['2/5', '2/3', '1', '9/8', '5/4'] -> (1 / ((2/5 * 5/4) + (2/3 - 9/8)))
[158997] ['3/8', '3/7', '7/8', '9/5', '7'] -> ((9/5 * 7) * ((7/8 / 3/8) - 3/7))
[158998] ['2/7', '2/3', '7/9', '7/5', '4'] -> ((((4 / 2/7) - 2/3) * 7/5) / 7/9)
[158999] ['5/9', '6/7', '7/8', '9/7', '6'] -> ((6 / 9/7) / ((6/7 * 7/8) - 5/9))
[159000] ['4/5', '9/8', '8/5', '7/4', '3'] -> (3 / (7/4 - (9/8 + (4/5 / 8/5))))
[159001] ['2/7', '4/9', '9/5', '7/2', '6'] -> ((((6 / 9/5) - 2/7) * 7/2) / 4/9)
[159002] ['5/9', '7/9', '6/5', '5/4', '3'] -> ((6/5 * 3) / ((7/9 / 5/9) - 5/4))
[159003] ['1/7', '1/5', '2/9', '1/3', '7'] -> ((1/3 + (7 * (1/7 / 1/5))) / 2/9)
[159004] ['2/7', '2/3', '7/9', '8/5', '4'] -> ((8/5 / (2/7 * 7/9)) * (4 - 2/3))
[159005] ['5/9', '6/7', '7/8', '7/5', '6'] -> ((6 / (5/9 * 6/7)) / (7/5 - 7/8))
[159006] ['3/8', '3/7', '7/8', '7/3', '7'] -> (((3/7 * 7/3) + (7 / 7/8)) / 3/8)
[159007] ['2/5', '2/3', '1', '9/8', '4/3'] -> ((4/3 + (2/3 / 2/5)) / (9/8 - 1))
[159008] ['4/5', '9/8', '8/5', '9/4', '3'] -> (4/5 / ((8/5 / 3) - (9/8 / 9/4)))
[159009] ['5/7', '4/5', '4/5', '9/8', '5'] -> ((4/5 + (5 / 5/7)) / (9/8 - 4/5))
[159010] ['2/5', '4/5', '8/7', '9/5', '2'] -> ((2/5 + 4/5) / (9/5 - (2 / 8/7)))
[159011] ['1/4', '2/7', '5/9', '9/8', '7'] -> ((5/9 / 1/4) + (7 / (2/7 * 9/8)))
[159012] ['1/4', '1/4', '3/7', '1/2', '9'] -> ((9 / 3/7) + ((1/4 + 1/2) / 1/4))
[159013] ['5/9', '6/7', '7/8', '8/5', '6'] -> (6 / (8/5 - ((7/8 * 6/7) / 5/9)))
[159014] ['2/7', '2/3', '7/9', '7/4', '4'] -> (4 / (2/7 * (7/4 - (7/9 / 2/3))))
[159015] ['4/5', '9/8', '8/5', '8/3', '3'] -> (3 / (4/5 - ((9/8 * 8/5) / 8/3)))
[159016] ['3/8', '3/7', '8/9', '9/8', '7'] -> ((9/8 / 7) / (3/7 - (3/8 / 8/9)))
[159017] ['2/7', '4/9', '9/4', '7/3', '6'] -> ((6 / 2/7) - (9/4 - (7/3 / 4/9)))
[159018] ['5/9', '6/7', '7/8', '5/3', '6'] -> (((6 / (5/9 * 6/7)) * 5/3) / 7/8)
[159019] ['5/9', '7/9', '6/5', '8/5', '3'] -> ((8/5 * 3) / ((7/9 / 5/9) - 6/5))
[159020] ['1/7', '1/5', '2/9', '4/9', '7'] -> ((1/5 + 7) * (2/9 + (4/9 / 1/7)))
[159021] ['3/5', '3/2', '3/2', '2', '9/2'] -> (3/2 + (((2 * 9/2) * 3/2) / 3/5))
[159022] ['5/8', '7/8', '7/5', '9/4', '9'] -> ((9 + (9/4 / 5/8)) / (7/5 - 7/8))
[159023] ['2/7', '4/9', '9/4', '8/3', '6'] -> (((6 - 8/3) / (2/7 * 4/9)) - 9/4)
[159024] ['1/4', '2/7', '5/9', '7/6', '7'] -> ((7 + (2/7 * 7/6)) / (5/9 - 1/4))
[159025] ['1/4', '1/4', '3/7', '5/8', '9'] -> ((9 - 1/4) / (5/8 * (1/4 / 3/7)))
[159026] ['2/7', '2/3', '7/9', '9/4', '4'] -> (4 / (2/3 - (9/4 * (2/7 * 7/9))))
[159027] ['4/5', '9/8', '5/3', '7/4', '3'] -> (7/4 / ((9/8 / 4/5) + (5/3 - 3)))
[159028] ['5/9', '7/9', '6/5', '7/4', '3'] -> (3 / ((7/4 / 6/5) - (5/9 + 7/9)))
[159029] ['5/9', '4/7', '7/2', '7/2', '8'] -> ((4/7 + 8) * ((7/2 / 5/9) - 7/2))
[159030] ['1/4', '1/4', '3/7', '2/3', '9'] -> (2/3 + ((9 + (1/4 / 1/4)) / 3/7))
[159031] ['5/9', '6/7', '7/8', '9/5', '6'] -> (6 / ((5/9 * 9/5) - (6/7 * 7/8)))
[159032] ['3/5', '3/2', '8/5', '2', '8/3'] -> ((8/5 + 2) * ((8/3 * 3/2) / 3/5))
[159033] ['1/7', '1/5', '2/9', '4/7', '7'] -> ((7 - (4/7 / (1/7 + 1/5))) / 2/9)
[159034] ['4/5', '9/8', '5/3', '9/5', '3'] -> (5/3 / ((4/5 / 9/5) - (9/8 / 3)))
[159035] ['3/4', '8/9', '7/5', '8/3', '4'] -> ((7/5 + 4) * (8/9 + (8/3 / 3/4)))
[159036] ['5/9', '7/9', '6/5', '9/5', '3'] -> ((9/5 + 3) / ((7/9 / 5/9) - 6/5))
[159037] ['5/9', '4/7', '7/2', '9/2', '8'] -> (4/7 * (7/2 + (9/2 * (5/9 + 8))))
[159038] ['2/7', '2/3', '7/9', '4', '9/2'] -> (9/2 * ((2/7 * 2/3) + (4 / 7/9)))
[159039] ['2/5', '4/5', '7/6', '9/7', '2'] -> (4/5 / (2 - (7/6 * (2/5 + 9/7))))
[159040] ['3/8', '3/7', '8/9', '3/2', '7'] -> (3/2 * ((7 / 3/7) - (3/8 * 8/9)))
[159041] ['1/4', '2/7', '5/9', '9/7', '7'] -> ((7 - (2/7 + (5/9 * 9/7))) / 1/4)
[159042] ['3/5', '3/2', '5/3', '7/4', '2'] -> (3/5 / ((3/2 / 5/3) - (7/4 / 2)))
[159043] ['5/9', '7/9', '6/5', '5/2', '3'] -> ((5/2 / ((7/9 / 6/5) - 5/9)) - 3)
[159044] ['2/5', '2/3', '1', '9/8', '7/2'] -> (7/2 / (((9/8 - 2/3) / 2/5) - 1))
[159045] ['4/5', '9/8', '5/3', '5/2', '3'] -> (3 / ((4/5 * 5/2) - (9/8 * 5/3)))
[159046] ['2/7', '2/3', '4/5', '5/6', '4'] -> (((4 / (2/7 * 5/6)) - 4/5) / 2/3)
[159047] ['1/4', '2/7', '5/9', '7/5', '7'] -> (7 / (5/9 * (7/5 - (1/4 / 2/7))))
[159048] ['2/7', '2/3', '4/5', '6/7', '4'] -> (4 / ((2/7 / 4/5) + (2/3 - 6/7)))
[159049] ['5/8', '7/8', '8/5', '9/5', '9'] -> (9 / ((5/8 + 7/8) - (9/5 / 8/5)))
[159050] ['2/5', '4/5', '7/6', '7/4', '2'] -> (2 / (7/4 - (7/6 + (2/5 / 4/5))))
[159051] ['3/4', '8/9', '3/2', '3/2', '4'] -> (4 / ((3/2 * (3/2 - 8/9)) - 3/4))
[159052] ['1/4', '1/4', '3/7', '8/5', '9'] -> (((8/5 * 3/7) / 1/4) * (9 - 1/4))
[159053] ['3/5', '3/2', '5/3', '2', '9/4'] -> (3/5 / ((9/4 * (3/2 / 5/3)) - 2))
[159054] ['5/8', '7/8', '8/5', '9/4', '9'] -> (9 / (9/4 - (7/8 + (5/8 * 8/5))))
[159055] ['5/9', '6/7', '7/8', '9/2', '6'] -> ((9/2 * (6/7 / 7/8)) * (6 - 5/9))
[159056] ['2/7', '4/9', '5/2', '7/2', '6'] -> (6 / (5/2 - (7/2 * (2/7 / 4/9))))
[159057] ['3/8', '3/7', '8/9', '9/5', '7'] -> (7 / (3/7 * (8/9 - (3/8 / 9/5))))
[159058] ['5/9', '3/5', '3/5', '3/4', '8'] -> ((8 / 3/4) / ((3/5 / 3/5) - 5/9))
[159059] ['4/5', '9/8', '7/4', '7/4', '3'] -> (3 / ((7/4 / (4/5 * 7/4)) - 9/8))
[159060] ['3/4', '8/9', '3/2', '8/5', '4'] -> ((4 / 8/9) / ((3/2 / 8/5) - 3/4))
[159061] ['1/4', '2/7', '5/9', '8/5', '7'] -> ((2/7 / 5/9) / (1/4 - (8/5 / 7)))
[159062] ['1/4', '1/4', '3/7', '9/5', '9'] -> ((9/5 + (1/4 / 1/4)) * (9 - 3/7))
[159063] ['5/9', '3/5', '3/5', '7/9', '8'] -> (8 / ((5/9 + 7/9) - (3/5 / 3/5)))
[159064] ['3/5', '3/2', '5/3', '2', '8/3'] -> (8/3 / (3/2 - (5/3 / (3/5 * 2))))
[159065] ['2/5', '4/5', '7/6', '2', '7/3'] -> (4/5 / ((2/5 / (7/3 - 2)) - 7/6))
[159066] ['5/8', '7/8', '8/5', '7/2', '9'] -> (((9 + (5/8 + 7/2)) * 8/5) / 7/8)
[159067] ['2/7', '4/9', '8/3', '8/3', '6'] -> ((6 + (8/3 / (4/9 + 8/3))) / 2/7)
[159068] ['3/8', '3/7', '8/9', '9/4', '7'] -> (3/8 + ((9/4 + (7 / 8/9)) / 3/7))
[159069] ['2/5', '2/3', '1', '8/7', '9/7'] -> (8/7 / (((9/7 - 1) / 2/5) - 2/3))
[159070] ['4/5', '9/8', '7/4', '9/4', '3'] -> (7/4 / ((9/8 / 4/5) - (3 / 9/4)))
[159071] ['5/7', '4/5', '4/5', '5/2', '5'] -> ((4/5 + (4/5 / 5/7)) * (5/2 * 5))
[159072] ['5/8', '7/8', '8/5', '9/2', '9'] -> (8/5 * ((5/8 + 7/8) + (9/2 + 9)))
[159073] ['5/9', '6/7', '8/9', '7/6', '6'] -> ((7/6 * (6/7 + 6)) / (8/9 - 5/9))
[159074] ['2/7', '4/9', '8/3', '7/2', '6'] -> (((6 - (2/7 + 8/3)) * 7/2) / 4/9)
[159075] ['3/8', '3/7', '8/9', '5/2', '7'] -> (5/2 * (8/9 + (7 / (3/8 + 3/7))))
[159076] ['2/7', '2/3', '4/5', '8/7', '4'] -> (4 / ((2/7 / (8/7 - 4/5)) - 2/3))
[159077] ['1/4', '1/4', '4/9', '4/9', '9'] -> (((9 + (4/9 / 1/4)) / 4/9) - 1/4)
[159078] ['2/5', '4/5', '7/6', '2', '7/2'] -> ((4/5 * 2) / (2/5 - (7/6 / 7/2)))
[159079] ['5/9', '7/9', '5/4', '8/5', '3'] -> (3 / (5/4 - (7/9 + (5/9 / 8/5))))
[159080] ['3/8', '3/7', '8/9', '7/2', '7'] -> (7/2 * (7 - (8/9 * (3/8 * 3/7))))
[159081] ['5/9', '3/5', '3/5', '9/8', '8'] -> (8 / (((3/5 / 3/5) / 9/8) - 5/9))
[159082] ['1/4', '1/4', '4/9', '1/2', '9'] -> (((4/9 * 9) + (1/2 / 1/4)) / 1/4)
[159083] ['2/5', '2/3', '1', '8/7', '5/3'] -> (2/5 / ((1 / 5/3) - (2/3 / 8/7)))
[159084] ['3/8', '3/7', '8/9', '9/2', '7'] -> ((3/7 + (3/8 * 8/9)) * (9/2 * 7))
[159085] ['2/7', '4/9', '9/2', '9/2', '6'] -> ((2/7 + (4/9 * 9/2)) * (9/2 + 6))
[159086] ['2/5', '2/3', '1', '8/7', '7/4'] -> (8/7 / (1 - (2/3 / (2/5 * 7/4))))
[159087] ['5/9', '7/9', '5/4', '9/5', '3'] -> ((9/5 / ((7/9 / 5/4) - 5/9)) - 3)
[159088] ['2/7', '2/3', '4/5', '9/7', '4'] -> (4 / (9/7 - (2/7 + (2/3 / 4/5))))
[159089] ['5/8', '7/8', '7/4', '5/2', '9'] -> ((7/4 + (5/8 - 7/8)) + (5/2 * 9))
[159090] ['3/4', '8/9', '8/5', '9/4', '4'] -> (3/4 / ((9/4 / 8/9) - (4 / 8/5)))
[159091] ['2/5', '4/5', '6/5', '7/5', '2'] -> ((2/5 + 2) / ((6/5 / 4/5) - 7/5))
[159092] ['5/9', '6/7', '8/9', '7/5', '6'] -> (7/5 * ((6 / (8/9 - 5/9)) - 6/7))
[159093] ['2/7', '2/3', '4/5', '3/2', '4'] -> (((4 / (2/7 * 4/5)) - 3/2) / 2/3)
[159094] ['2/5', '2/3', '1', '8/7', '9/5'] -> (8/7 / ((1 / (9/5 - 2/5)) - 2/3))
[159095] ['1/4', '1/4', '4/9', '5/8', '9'] -> (((4/9 * 9) - 1/4) / (1/4 * 5/8))
[159096] ['3/5', '3/2', '7/4', '2', '8/3'] -> ((8/3 + (2 / 3/5)) / (7/4 - 3/2))
[159097] ['5/8', '7/8', '7/4', '9/2', '9'] -> (((5/8 + 7/8) + (9/2 * 9)) / 7/4)
[159098] ['4/5', '9/8', '9/5', '5/2', '3'] -> (9/5 / ((9/8 * 3) - (4/5 + 5/2)))
[159099] ['3/4', '8/9', '8/5', '5/2', '4'] -> ((8/5 * 5/2) * (4 / (3/4 * 8/9)))
[159100] ['2/5', '4/5', '6/5', '9/5', '2'] -> (6/5 / (4/5 - (9/5 / (2/5 + 2))))
[159101] ['2/7', '1/2', '1/2', '7/9', '6'] -> (((1/2 + (1/2 / 7/9)) * 6) / 2/7)
[159102] ['2/7', '2/3', '4/5', '8/5', '4'] -> (((8/5 / 4/5) + (4 / 2/7)) / 2/3)
[159103] ['3/5', '3/2', '9/5', '9/5', '2'] -> ((9/5 + 9/5) / ((3/2 / 2) - 3/5))
[159104] ['2/5', '4/5', '6/5', '2', '9/4'] -> ((6/5 * 2) / ((2/5 * 9/4) - 4/5))
[159105] ['5/8', '7/8', '9/4', '9/4', '9'] -> ((9/4 * 9) + (9/4 + (5/8 + 7/8)))
[159106] ['3/4', '8/9', '8/5', '8/3', '4'] -> ((8/5 * 4) * (3/4 + (8/3 / 8/9)))
[159107] ['5/7', '4/5', '5/6', '5/4', '5'] -> (5 / ((5/6 / (5/7 * 4/5)) - 5/4))
[159108] ['5/9', '7/9', '9/7', '9/7', '3'] -> ((9/7 / ((5/9 + 7/9) - 9/7)) - 3)
[159109] ['2/7', '1/2', '1/2', '4/5', '6'] -> ((((6 / 4/5) - 1/2) / 2/7) - 1/2)
[159110] ['4/5', '9/8', '9/4', '7/3', '3'] -> ((9/4 / 9/8) / (3 - (7/3 / 4/5)))
[159111] ['5/9', '3/5', '3/5', '7/4', '8'] -> (((8 * 7/4) / 5/9) - (3/5 + 3/5))
[159112] ['5/8', '7/8', '7/3', '7/3', '9'] -> ((7/8 + (5/8 / 7/3)) * (7/3 * 9))
[159113] ['3/5', '3/2', '9/5', '2', '5/2'] -> ((3/2 + 5/2) * ((2 * 9/5) / 3/5))
[159114] ['3/4', '8/9', '8/5', '7/2', '4'] -> (8/5 * (((4 * 7/2) / 8/9) - 3/4))
[159115] ['1/4', '1/4', '4/9', '7/8', '9'] -> ((1/4 + (7/8 / 1/4)) + (9 / 4/9))
[159116] ['2/5', '2/3', '1', '8/7', '7/2'] -> (8/7 / ((1 / (2/5 * 7/2)) - 2/3))
[159117] ['2/7', '2/3', '4/5', '5/2', '4'] -> (((4/5 * 5/2) + (4 / 2/7)) / 2/3)
[159118] ['5/8', '7/8', '7/3', '5/2', '9'] -> (5/2 * (9 + (7/8 / (5/8 * 7/3))))
[159119] ['3/4', '8/9', '8/5', '4', '9/2'] -> ((8/5 * 9/2) * (4 - (3/4 * 8/9)))
[159120] ['1/7', '1/5', '2/9', '3/2', '7'] -> (3/2 + (((1/7 / 1/5) * 7) / 2/9))
[159121] ['2/7', '2/3', '4/5', '8/3', '4'] -> ((4/5 + 4) * (8/3 + (2/3 / 2/7)))
[159122] ['4/5', '9/8', '7/3', '7/3', '3'] -> (3 / ((7/3 / (4/5 * 7/3)) - 9/8))
[159123] ['5/8', '7/8', '8/3', '8/3', '9'] -> (8/3 + ((8/3 + 9) / (5/8 * 7/8)))
[159124] ['2/5', '4/5', '5/4', '7/5', '2'] -> (2 / (5/4 - (7/5 / (2/5 + 4/5))))
[159125] ['2/7', '1/2', '1/2', '4/3', '6'] -> (6 / (2/7 * (1/2 + (1/2 / 4/3))))
[159126] ['1/4', '1/4', '4/9', '6/5', '9'] -> ((9 / 6/5) / ((1/4 / 4/9) - 1/4))
[159127] ['5/9', '6/7', '8/9', '7/3', '6'] -> ((6 + (6/7 * 7/3)) / (8/9 - 5/9))
[159128] ['3/5', '3/2', '2', '9/4', '8/3'] -> (8/3 * (3/2 + ((9/4 * 2) / 3/5)))
[159129] ['3/8', '3/7', '9/8', '7/2', '7'] -> (7/2 * (7 - ((3/8 * 3/7) / 9/8)))
[159130] ['2/5', '2/3', '1', '7/6', '6/5'] -> (1 / (7/6 - (6/5 / (2/5 + 2/3))))
[159131] ['5/7', '4/5', '5/6', '5/3', '5'] -> (5 / (5/3 - (5/6 / (5/7 * 4/5))))
[159132] ['1/4', '2/7', '4/7', '7/5', '7'] -> (((2/7 + (4/7 * 7)) * 7/5) / 1/4)
[159133] ['2/7', '1/2', '1/2', '7/5', '6'] -> (((1/2 / 7/5) + (1/2 + 6)) / 2/7)
[159134] ['2/7', '2/3', '5/6', '5/6', '4'] -> (2/3 + (((5/6 + 5/6) * 4) / 2/7))
[159135] ['5/7', '4/5', '5/6', '7/4', '5'] -> (5 / ((5/7 * 7/4) - (5/6 / 4/5)))
[159136] ['5/8', '8/9', '8/9', '8/9', '9'] -> ((8/9 * 9) / (8/9 - (5/8 * 8/9)))
[159137] ['1/4', '2/7', '4/7', '8/5', '7'] -> (8/5 * (7 + (4/7 / (1/4 * 2/7))))
[159138] ['2/7', '1/2', '1/2', '8/5', '6'] -> (((6 - 2/7) * (1/2 + 8/5)) / 1/2)
[159139] ['2/7', '2/3', '5/6', '7/8', '4'] -> ((2/3 + 5/6) * (4 / (2/7 * 7/8)))
