[196991] ['2/9', '3/5', '2/3', '7/5', '3'] -> (((3 * (3/5 + 7/5)) - 2/3) / 2/9)
[202679] ['3/8', '2/5', '7/9', '8/5', '6'] -> ((8/5 + ((2/5 + 6) / 3/8)) / 7/9)
[202680] ['1/7', '2/3', '7/9', '4/3', '7'] -> (2/3 / (7/9 - (7 * (1/7 / 4/3))))
[202681] ['1/7', '2/9', '1', '5/2', '7/2'] -> (7/2 * ((1 / 2/9) - (1/7 - 5/2)))
[202682] ['7/9', '4/5', '3/2', '8/3', '8'] -> (8 * (7/9 + (8/3 / (4/5 * 3/2))))
[202683] ['3/7', '7/8', '9/5', '7/3', '6'] -> (((6 / 3/7) - 7/3) / (7/8 / 9/5))
[202684] ['2/5', '4/5', '5/6', '6/5', '7'] -> ((6/5 + (7 / 5/6)) / (4/5 - 2/5))
[202685] ['2/9', '5/7', '5/2', '5/2', '3'] -> (((5/2 + (5/2 / 5/7)) / 2/9) - 3)
[202686] ['5/8', '7/9', '6/5', '9/4', '6'] -> (6 * (6/5 + (9/4 / (5/8 / 7/9))))
[202687] ['1/5', '3/7', '1', '9/7', '9/7'] -> ((3/7 + (9/7 / 1/5)) / (9/7 - 1))
[202688] ['1/6', '3/5', '5/8', '7/6', '2'] -> ((2 + (7/6 / 1/6)) / (3/5 * 5/8))
[202689] ['5/8', '5/8', '5/6', '9/7', '8'] -> ((8 * (5/8 + 5/6)) / (5/8 / 9/7))
[202690] ['5/8', '7/9', '6/5', '7/3', '6'] -> ((6 / (5/8 * 7/9)) / (6/5 / 7/3))
[202691] ['1/7', '2/9', '1', '8/3', '8/3'] -> (8/3 / (8/3 - (1 + (2/9 / 1/7))))
[202692] ['1/7', '2/3', '7/9', '8/5', '7'] -> ((7 + (2/3 / 1/7)) / (7/9 / 8/5))
[202693] ['2/9', '5/7', '5/2', '8/3', '3'] -> ((8/3 / 2/9) / ((5/2 / 5/7) - 3))
[202694] ['3/7', '7/8', '9/5', '5/2', '6'] -> (7/8 * (3/7 + (6 * (9/5 * 5/2))))
[202695] ['2/5', '4/5', '5/6', '9/7', '7'] -> (9/7 * (((4/5 + 7) / 2/5) - 5/6))
[202696] ['5/6', '7/8', '7/3', '7/2', '5'] -> (5 / ((5/6 + 7/8) - (7/2 / 7/3)))
[202697] ['4/5', '5/6', '8/7', '5/3', '9'] -> ((8/7 * 9) * (5/3 + (4/5 * 5/6)))
[202698] ['1/5', '3/7', '1', '9/7', '3/2'] -> (3/2 * (1 + (9/7 / (1/5 * 3/7))))
[202699] ['3/7', '1', '9/7', '7/4', '8/3'] -> ((9/7 * 8/3) / ((1 / 7/4) - 3/7))
[202700] ['3/7', '7/8', '9/5', '8/3', '6'] -> (9/5 * ((6 / (3/7 * 7/8)) - 8/3))
[202701] ['5/8', '5/8', '5/6', '7/4', '8'] -> (8 / ((5/8 + 5/8) + (5/6 - 7/4)))
[202702] ['4/5', '5/6', '8/7', '7/4', '9'] -> (9 * ((4/5 * 5/6) + (8/7 * 7/4)))
[202703] ['3/8', '2/5', '7/9', '9/4', '6'] -> (6 * ((9/4 / (2/5 / 7/9)) - 3/8))
[202704] ['1/9', '4/5', '6/7', '5/2', '9'] -> (((9 / 5/2) - (4/5 / 6/7)) / 1/9)
[202705] ['5/6', '7/8', '8/3', '8/3', '5'] -> (8/3 * (5 + ((5/6 + 8/3) / 7/8)))
[202706] ['1/7', '2/3', '7/9', '9/4', '7'] -> ((7 + (1/7 * 7/9)) / (2/3 / 9/4))
[202707] ['5/8', '5/8', '5/6', '9/4', '8'] -> ((8 - (5/6 / 5/8)) / (5/8 / 9/4))
[202708] ['3/4', '7/9', '8/7', '5/4', '2'] -> (2 / ((5/4 / 7/9) - (8/7 / 3/4)))
[202709] ['1/6', '3/5', '5/8', '5/3', '2'] -> (5/3 / (5/8 - (2 * (1/6 / 3/5))))
[202710] ['2/5', '4/5', '5/6', '7/4', '7'] -> ((2/5 * 7) / (7/4 - (4/5 + 5/6)))
[202711] ['3/8', '2/5', '7/9', '5/2', '6'] -> ((6 + (2/5 * 5/2)) / (3/8 * 7/9))
[202712] ['1/7', '2/3', '7/9', '7/2', '7'] -> ((2/3 + (7 / 7/2)) / (1/7 * 7/9))
[202713] ['1/7', '1/4', '1/4', '3/8', '1'] -> ((1/4 + ((1/4 + 1) / 1/7)) / 3/8)
[202714] ['5/6', '7/8', '9/2', '9/2', '5'] -> ((9/2 + (5/6 / 5)) / (7/8 / 9/2))
[202715] ['3/7', '7/8', '9/4', '5/2', '6'] -> (3/7 + ((9/4 + 6) / (7/8 / 5/2)))
[202716] ['3/8', '2/5', '7/9', '8/3', '6'] -> (((6 / (2/5 / 7/9)) - 8/3) / 3/8)
[202717] ['2/9', '5/7', '3', '7/2', '7/2'] -> (((7/2 + (5/7 * 7/2)) / 2/9) - 3)
[202718] ['2/5', '4/5', '6/7', '6/7', '7'] -> ((6/7 + 6/7) * (7 / (2/5 / 4/5)))
[202719] ['4/5', '5/6', '8/7', '5/2', '9'] -> ((5/6 * 9) * (5/2 + (4/5 / 8/7)))
[202720] ['3/7', '1', '9/7', '9/5', '7/3'] -> ((9/7 + 9/5) / (3/7 / (1 + 7/3)))
[202721] ['3/8', '2/5', '7/9', '7/2', '6'] -> ((7/2 / (7/9 * (3/8 * 2/5))) - 6)
[202722] ['7/9', '4/5', '5/3', '7/4', '8'] -> ((5/3 * 7/4) * (8 / (7/9 / 4/5)))
[202723] ['1/9', '4/5', '6/7', '9/2', '9'] -> (4/5 * ((9/2 / 1/9) - (9 / 6/7)))
[202724] ['1/5', '3/7', '1', '9/7', '5/2'] -> ((1 + 5/2) * (3/7 + (9/7 / 1/5)))
[202725] ['5/8', '5/8', '6/7', '9/8', '8'] -> (8 / (((5/8 + 5/8) / 6/7) - 9/8))
[202726] ['3/7', '1', '9/7', '9/5', '5/2'] -> ((1 + 9/7) * (5/2 / (3/7 / 9/5)))
[202727] ['3/8', '2/5', '7/9', '9/2', '6'] -> ((3/8 * 9/2) * ((6 / 2/5) - 7/9))
[202728] ['7/9', '4/5', '5/3', '9/5', '8'] -> ((4/5 * 8) / (5/3 - (7/9 * 9/5)))
[202729] ['2/9', '3/4', '3/4', '3/4', '3'] -> ((3 + (3/4 / 3/4)) / (2/9 * 3/4))
[202730] ['1/6', '3/5', '2/3', '2/3', '2'] -> (((2 / 3/5) - 2/3) / (1/6 * 2/3))
[202731] ['1/9', '4/5', '7/8', '7/8', '9'] -> (((7/8 / (7/8 - 4/5)) - 9) / 1/9)
[202732] ['3/7', '7/8', '7/3', '9/2', '6'] -> ((9/2 - (3/7 * 7/3)) / (7/8 / 6))
[202733] ['7/9', '4/5', '5/3', '9/4', '8'] -> (8 / ((5/3 / 4/5) - (7/9 * 9/4)))
[202734] ['3/4', '7/9', '8/7', '7/4', '2'] -> (3/4 / (2 - (7/4 / (7/9 * 8/7))))
[202735] ['3/7', '7/8', '5/2', '5/2', '6'] -> ((7/8 * 6) * (5/2 - (3/7 - 5/2)))
[202736] ['2/5', '4/5', '6/7', '7/6', '7'] -> ((7 * (2/5 + 6/7)) / (7/6 - 4/5))
[202737] ['1/6', '3/5', '2/3', '5/7', '2'] -> (((2 / (3/5 * 5/7)) - 2/3) / 1/6)
[202738] ['1/7', '2/3', '4/5', '7/8', '7'] -> ((1/7 * 7) / (7/8 - (2/3 / 4/5)))
[202739] ['1/5', '3/7', '1', '4/3', '7/5'] -> (1 + ((4/3 + (7/5 / 3/7)) / 1/5))
[202740] ['5/8', '7/9', '5/4', '7/4', '6'] -> (6 / ((7/4 / 7/9) - (5/4 / 5/8)))
[202741] ['3/8', '2/5', '4/5', '6/7', '6'] -> (((4/5 / 2/5) + (6 / 6/7)) / 3/8)
[202742] ['2/5', '4/5', '6/7', '6/5', '7'] -> ((6/7 + (4/5 / 2/5)) * (6/5 * 7))
[202743] ['1/6', '3/5', '2/3', '3/4', '2'] -> (2 / (((2/3 - 1/6) / 3/5) - 3/4))
[202744] ['7/9', '4/5', '5/3', '5/2', '8'] -> (((5/2 * 8) - (4/5 * 5/3)) / 7/9)
[202745] ['3/8', '2/5', '4/5', '7/8', '6'] -> ((6 / (2/5 / 4/5)) / (7/8 - 3/8))
[202746] ['2/5', '4/5', '6/7', '5/4', '7'] -> (5/4 + ((4/5 + 7) / (2/5 * 6/7)))
[202747] ['1/9', '4/5', '7/8', '7/6', '9'] -> (9 + (7/6 / (7/8 * (1/9 * 4/5))))
[202748] ['3/7', '1', '9/7', '9/4', '9/4'] -> ((9/4 + 9/4) / (3/7 / (1 + 9/7)))
[202749] ['5/8', '7/9', '5/4', '9/4', '6'] -> (6 / ((5/4 / 5/8) - (7/9 * 9/4)))
[202750] ['1/6', '3/5', '2/3', '5/6', '2'] -> ((2 / 5/6) / ((1/6 + 3/5) - 2/3))
[202751] ['4/5', '5/6', '7/6', '8/5', '9'] -> ((8/5 * 9) / ((7/6 / 5/6) - 4/5))
[202752] ['3/7', '7/8', '8/3', '9/2', '6'] -> (6 * ((9/2 / 7/8) - (3/7 * 8/3)))
[202753] ['1/6', '3/5', '2/3', '6/7', '2'] -> (2/3 + (2 / (6/7 * (1/6 * 3/5))))
[202754] ['2/5', '4/5', '6/7', '3/2', '7'] -> ((4/5 + (6/7 / 3/2)) / (2/5 / 7))
[202755] ['1/9', '4/5', '7/8', '5/4', '9'] -> (4/5 / (1/9 - ((7/8 / 5/4) / 9)))
[202756] ['3/8', '2/5', '4/5', '9/7', '6'] -> ((9/7 / (3/8 * 4/5)) * (6 - 2/5))
[202757] ['2/5', '4/5', '6/7', '8/5', '7'] -> ((6/7 * 8/5) * (7 / (4/5 - 2/5)))
[202758] ['5/8', '5/8', '6/7', '9/4', '8'] -> ((6/7 * 8) * (9/4 + (5/8 + 5/8)))
[202759] ['3/7', '8/9', '8/9', '8/9', '6'] -> (((8/9 + 8/9) / (3/7 / 6)) - 8/9)
[202760] ['1/6', '3/5', '2/3', '9/8', '2'] -> ((1/6 * 2) / (9/8 - (2/3 / 3/5)))
[202761] ['5/8', '7/9', '5/4', '7/2', '6'] -> (6 * ((7/2 / 7/9) - (5/8 / 5/4)))
[202762] ['3/8', '2/5', '4/5', '5/3', '6'] -> ((6 / (3/8 * 5/3)) / (4/5 - 2/5))
[202763] ['1/7', '1/4', '1/4', '8/9', '1'] -> (((1 / 1/7) - 1/4) / (1/4 / 8/9))
[202764] ['4/5', '5/6', '7/6', '9/2', '9'] -> (9 * (9/2 - (7/6 + (4/5 * 5/6))))
[202765] ['3/4', '7/9', '7/6', '7/6', '2'] -> ((7/6 * 2) / ((3/4 * 7/6) - 7/9))
[202766] ['2/9', '3/4', '3/4', '8/5', '3'] -> (8/5 * ((3/4 + 3/4) + (3 / 2/9)))
[202767] ['1/7', '1/4', '1/4', '1', '9/8'] -> (((1 / 1/7) - 1/4) / (1/4 * 9/8))
[202768] ['1/6', '3/5', '2/3', '7/6', '2'] -> (2/3 + ((7/6 * 2) / (1/6 * 3/5)))
[202769] ['2/5', '4/5', '6/7', '9/5', '7'] -> (7 * ((9/5 / 2/5) - (6/7 / 4/5)))
[202770] ['3/8', '2/5', '4/5', '7/3', '6'] -> ((4/5 / 2/5) / (7/3 - (3/8 * 6)))
[202771] ['4/5', '5/6', '6/5', '9/7', '9'] -> ((5/6 + (6/5 / 4/5)) * (9/7 + 9))
[202772] ['5/8', '5/8', '6/7', '9/2', '8'] -> ((6/7 * 8) * (9/2 - (5/8 / 5/8)))
[202773] ['3/7', '8/9', '8/9', '8/7', '6'] -> ((8/9 + (8/7 / 3/7)) / (8/9 / 6))
[202774] ['3/4', '7/9', '7/6', '9/7', '2'] -> (2 / ((7/9 / 7/6) - (3/4 / 9/7)))
[202775] ['1/5', '3/7', '1', '4/3', '8/3'] -> (8/3 * ((1 / 3/7) + (4/3 / 1/5)))
[202776] ['7/9', '4/5', '7/4', '8/3', '8'] -> (8 / (4/5 * (8/3 - (7/4 / 7/9))))
[202777] ['5/8', '5/8', '7/8', '7/8', '8'] -> (8 * ((5/8 + 5/8) + (7/8 + 7/8)))
[202778] ['1/6', '3/5', '2/3', '9/7', '2'] -> ((2 + (2/3 / 3/5)) / (1/6 / 9/7))
[202779] ['5/8', '7/9', '9/7', '7/5', '6'] -> (6 / (5/8 * (7/5 - (7/9 * 9/7))))
[202780] ['3/7', '1', '9/7', '5/2', '8/3'] -> ((1 + (9/7 / 3/7)) / (8/3 - 5/2))
[202781] ['1/7', '2/3', '4/5', '7/5', '7'] -> (((7/5 / 1/7) - (4/5 - 7)) / 2/3)
[202782] ['4/5', '5/6', '6/5', '7/4', '9'] -> (9 * ((7/4 * (4/5 + 6/5)) - 5/6))
[202783] ['3/7', '1', '9/7', '5/2', '7/2'] -> ((1 + (9/7 / 3/7)) * (5/2 + 7/2))
[202784] ['1/6', '3/5', '2/3', '7/4', '2'] -> (2/3 / ((1/6 / 3/5) + (7/4 - 2)))
[202785] ['5/8', '5/8', '7/8', '6/5', '8'] -> ((8 * (5/8 * 6/5)) / (7/8 - 5/8))
[202786] ['1/9', '4/5', '7/8', '5/3', '9'] -> ((9 + (5/3 / (1/9 / 4/5))) / 7/8)
[202787] ['3/7', '1', '9/7', '5/2', '9/2'] -> ((9/2 + (1 + 5/2)) / (3/7 / 9/7))
[202788] ['7/9', '4/5', '9/5', '9/5', '8'] -> ((9/5 * 8) / ((7/9 * 9/5) - 4/5))
[202789] ['2/9', '3/4', '7/9', '7/9', '3'] -> ((3 + (7/9 / 7/9)) / (2/9 * 3/4))
[202790] ['1/6', '3/5', '2/3', '2', '9/4'] -> (2/3 / ((1/6 / 3/5) + (2 - 9/4)))
[202791] ['5/8', '7/9', '9/7', '5/3', '6'] -> ((9/7 + (6 / 7/9)) / (5/8 / 5/3))
[202792] ['3/7', '8/9', '8/9', '9/7', '6'] -> (6 * ((8/9 / 8/9) + (9/7 / 3/7)))
[202793] ['2/5', '4/5', '7/8', '9/8', '7'] -> ((2/5 + (4/5 * 7)) / (9/8 - 7/8))
[202794] ['1/7', '2/3', '4/5', '5/3', '7'] -> (2/3 + ((7 + (5/3 / 1/7)) / 4/5))
[202795] ['3/8', '2/5', '5/6', '8/9', '6'] -> ((6 / 3/8) / ((8/9 / 5/6) - 2/5))
[202796] ['3/7', '1', '9/7', '8/3', '7/2'] -> ((9/7 * 8/3) / (3/7 - (1 / 7/2)))
[202797] ['1/5', '3/7', '1', '7/5', '8/5'] -> (8/5 / ((1/5 / 3/7) + (1 - 7/5)))
[202798] ['3/7', '1', '9/7', '7/2', '7/2'] -> ((7/2 + (1 + 7/2)) / (3/7 / 9/7))
[202799] ['3/4', '7/9', '7/6', '9/5', '2'] -> (2 / ((7/6 / (7/9 * 9/5)) - 3/4))
[202800] ['5/8', '7/9', '9/7', '9/5', '6'] -> ((6 / (5/8 * 7/9)) / (9/5 - 9/7))
[202801] ['2/9', '3/4', '7/9', '8/7', '3'] -> (3 / (((2/9 + 7/9) / 8/7) - 3/4))
[202802] ['2/5', '4/5', '7/8', '9/7', '7'] -> ((9/7 * 7) / (7/8 - (2/5 / 4/5)))
[202803] ['1/6', '3/5', '2/3', '2', '9/2'] -> ((2 - (2/3 / 3/5)) / (1/6 / 9/2))
[202804] ['3/7', '8/9', '8/9', '3/2', '6'] -> (6 * (8/9 + (3/2 / (3/7 / 8/9))))
[202805] ['1/7', '2/3', '4/5', '9/5', '7'] -> ((4/5 + (9/5 / 2/3)) * (7 - 1/7))
[202806] ['1/9', '4/5', '7/8', '5/2', '9'] -> ((4/5 * (7/8 + 5/2)) * (9 - 1/9))
[202807] ['3/8', '2/5', '5/6', '5/4', '6'] -> ((5/4 / (3/8 - (2/5 * 5/6))) - 6)
[202808] ['3/7', '8/9', '8/9', '8/5', '6'] -> (8/5 * ((8/9 / 8/9) + (6 / 3/7)))
[202809] ['1/6', '3/5', '5/7', '3/4', '2'] -> (2 / ((1/6 / 5/7) + (3/5 - 3/4)))
[202810] ['1/7', '1/4', '1/4', '1', '9/4'] -> ((((1 / 1/4) - 1/4) / 1/7) - 9/4)
[202811] ['5/6', '8/9', '9/8', '8/5', '5'] -> (5 / (5/6 - ((8/9 * 9/8) / 8/5)))
[202812] ['2/5', '4/5', '7/8', '7/4', '7'] -> ((7 + (4/5 * 7/4)) / (2/5 * 7/8))
[202813] ['4/5', '5/6', '9/7', '4/3', '9'] -> (9 / (9/7 * (4/3 - (5/6 / 4/5))))
[202814] ['2/9', '3/4', '7/9', '5/4', '3'] -> (((3 * (7/9 + 5/4)) - 3/4) / 2/9)
[202815] ['5/8', '7/9', '4/3', '4/3', '6'] -> (6 / ((5/8 * 4/3) - (7/9 / 4/3)))
[202816] ['3/7', '8/9', '8/9', '7/4', '6'] -> (6 / ((8/9 / 8/9) - (3/7 * 7/4)))
[202817] ['2/9', '3/4', '7/9', '9/7', '3'] -> ((3 + (7/9 * 9/7)) / (2/9 * 3/4))
[202818] ['5/8', '5/8', '7/8', '7/3', '8'] -> ((8 + (5/8 / 5/8)) / (7/8 / 7/3))
[202819] ['5/6', '8/9', '9/8', '5/3', '5'] -> (5/3 / (9/8 - (8/9 + (5/6 / 5))))
[202820] ['1/7', '1/4', '1/4', '1', '5/2'] -> (((1 + 5/2) / 1/7) - (1/4 + 1/4))
[202821] ['3/7', '8/9', '8/9', '9/5', '6'] -> (9/5 * (8/9 + (6 / (3/7 / 8/9))))
[202822] ['3/8', '2/5', '5/6', '3/2', '6'] -> ((3/2 / ((3/8 / 5/6) - 2/5)) - 6)
[202823] ['3/4', '7/9', '6/5', '9/7', '2'] -> (2 / ((9/7 * (7/9 / 6/5)) - 3/4))
[202824] ['5/8', '5/8', '8/9', '8/9', '8'] -> ((8 / 5/8) / ((8/9 / 5/8) - 8/9))
[202825] ['1/7', '1/4', '1/4', '1', '8/3'] -> (8/3 * (1/4 + ((1/4 + 1) / 1/7)))
[202826] ['4/5', '5/6', '9/7', '8/5', '9'] -> ((8/5 + (4/5 / 9/7)) / (5/6 / 9))
[202827] ['2/9', '3/4', '7/9', '8/5', '3'] -> (3 / (3/4 - ((2/9 + 7/9) / 8/5)))
[202828] ['3/8', '2/5', '5/6', '9/5', '6'] -> (6 / (2/5 * (5/6 - (3/8 / 9/5))))
[202829] ['1/9', '4/5', '8/9', '9/8', '9'] -> (9 / ((1/9 / 4/5) - (8/9 - 9/8)))
[202830] ['1/5', '3/7', '1', '7/5', '8/3'] -> (8/3 + ((1 + (7/5 / 3/7)) / 1/5))
[202831] ['2/5', '4/5', '7/8', '9/2', '7'] -> ((7/8 + (9/2 / 4/5)) + (7 / 2/5))
[202832] ['5/6', '8/9', '9/8', '9/4', '5'] -> ((5 + (8/9 * 9/4)) / (9/8 - 5/6))
[202833] ['4/5', '5/6', '9/7', '5/3', '9'] -> ((9/7 + 9) * (5/3 + (4/5 * 5/6)))
[202834] ['2/9', '3/4', '7/9', '9/5', '3'] -> ((9/5 / (2/9 * 3/4)) * (3 - 7/9))
[202835] ['3/8', '2/5', '5/6', '5/2', '6'] -> ((6 / (3/8 * 2/5)) / (5/2 - 5/6))
[202836] ['1/7', '2/3', '5/6', '9/8', '7'] -> (1/7 / ((5/6 - 2/3) - (9/8 / 7)))
[202837] ['3/4', '7/9', '6/5', '5/3', '2'] -> ((5/3 + 2) / (7/9 - (3/4 / 6/5)))
[202838] ['3/4', '7/9', '6/5', '7/4', '2'] -> (2 / ((6/5 * (3/4 + 7/9)) - 7/4))
[202839] ['5/6', '8/9', '9/8', '5/2', '5'] -> (5/6 / ((5/2 * (8/9 + 9/8)) - 5))
[202840] ['3/7', '8/9', '8/9', '8/3', '6'] -> (((8/3 - 8/9) / (3/7 / 6)) - 8/9)
[202841] ['1/6', '3/5', '5/7', '8/7', '2'] -> (8/7 / (((3/5 * 5/7) / 2) - 1/6))
[202842] ['5/8', '7/9', '7/5', '7/5', '6'] -> ((6 / 5/8) / ((7/5 / 7/9) - 7/5))
[202843] ['1/6', '3/5', '5/7', '7/6', '2'] -> ((2 / (1/6 * 3/5)) / (5/7 * 7/6))
[202844] ['1/7', '1/4', '2/7', '4/5', '1'] -> ((2/7 + (1 / 1/4)) / (1/7 / 4/5))
[202845] ['7/9', '4/5', '7/3', '9/2', '8'] -> ((9/2 * (7/9 + 7/3)) + (8 / 4/5))
[202846] ['3/7', '1', '4/3', '7/5', '7/5'] -> ((1 + (3/7 * 7/5)) / (7/5 - 4/3))
[202847] ['2/5', '4/5', '8/9', '7/6', '7'] -> ((7 / (7/6 - 8/9)) - (2/5 + 4/5))
[202848] ['3/8', '2/5', '6/7', '9/8', '6'] -> ((9/8 / ((3/8 / 6/7) - 2/5)) - 6)
[202849] ['1/7', '2/3', '5/6', '9/7', '7'] -> ((2/3 + 5/6) * (7 + (9/7 / 1/7)))
[202850] ['3/4', '7/9', '6/5', '2', '5/2'] -> ((2 / (7/9 - 3/4)) / (6/5 * 5/2))
[202851] ['1/7', '1/4', '2/7', '7/8', '1'] -> (((1 / 7/8) - 2/7) / (1/7 * 1/4))
[202852] ['2/9', '3/4', '4/5', '9/8', '3'] -> ((9/8 + (3 / (2/9 * 4/5))) / 3/4)
[202853] ['5/8', '5/8', '8/9', '3/2', '8'] -> (8 / ((8/9 * 3/2) - (5/8 / 5/8)))
[202854] ['2/5', '4/5', '8/9', '6/5', '7'] -> ((6/5 * 7) / (4/5 - (2/5 / 8/9)))
[202855] ['1/5', '3/7', '1', '3/2', '9/5'] -> (((9/5 / 3/7) - 1) / (1/5 / 3/2))
[202856] ['4/5', '5/6', '9/7', '5/2', '9'] -> ((4/5 * 9/7) * (5/6 + (5/2 * 9)))
[202857] ['1/7', '2/3', '5/6', '4/3', '7'] -> ((1/7 * 7) / (2/3 - (5/6 / 4/3)))
[202858] ['1/9', '4/5', '8/9', '3/2', '9'] -> (9 + ((8/9 * 3/2) / (1/9 * 4/5)))
[202859] ['3/8', '2/5', '6/7', '7/6', '6'] -> ((6 / 2/5) / ((6/7 * 7/6) - 3/8))
[202860] ['5/8', '5/8', '8/9', '8/5', '8'] -> ((8 / 8/9) / ((5/8 * 8/5) - 5/8))
[202861] ['1/6', '3/5', '5/7', '9/7', '2'] -> ((((9/7 + 2) / 5/7) - 3/5) / 1/6)
[202862] ['3/7', '8/9', '9/8', '8/7', '6'] -> ((9/8 * 6) * (8/9 + (8/7 / 3/7)))
[202863] ['5/8', '5/8', '8/9', '5/3', '8'] -> ((5/3 + (5/8 / 5/8)) / (8/9 / 8))
[202864] ['2/9', '3/4', '4/5', '5/4', '3'] -> ((3 + (4/5 * 5/4)) / (2/9 * 3/4))
[202865] ['4/5', '5/6', '9/7', '7/2', '9'] -> ((9/7 + 9) * (7/2 * (4/5 * 5/6)))
[202866] ['1/9', '4/5', '8/9', '7/4', '9'] -> (8/9 * ((7/4 / 1/9) + (9 / 4/5)))
[202867] ['1/7', '1/4', '2/7', '1', '7/5'] -> ((1/7 + (1 / 7/5)) / (2/7 - 1/4))
[202868] ['3/8', '2/5', '6/7', '5/4', '6'] -> ((6/7 + 6) * (3/8 + (5/4 / 2/5)))
[202869] ['2/5', '4/5', '8/9', '7/5', '7'] -> ((7/5 + 7) / (4/5 - (2/5 / 8/9)))
[202870] ['5/8', '5/8', '8/9', '9/5', '8'] -> (8 / (8/9 - ((5/8 / 5/8) / 9/5)))
[202871] ['5/8', '7/9', '7/5', '7/3', '6'] -> ((7/5 / (5/8 * 7/9)) * (7/3 + 6))
[202872] ['7/9', '4/5', '8/3', '7/2', '8'] -> ((8/3 + (7/9 * 8)) * (7/2 - 4/5))
[202873] ['2/5', '4/5', '8/9', '8/5', '7'] -> (((4/5 + 7) + (8/5 / 8/9)) / 2/5)
[202874] ['5/8', '5/8', '8/9', '7/2', '8'] -> (8/9 * ((7/2 * 8) - (5/8 / 5/8)))
[202875] ['1/5', '3/7', '1', '3/2', '7/2'] -> ((3/2 * 7/2) * ((1 / 1/5) - 3/7))
[202876] ['1/9', '4/5', '8/9', '7/2', '9'] -> (((4/5 * 7/2) * (9 - 1/9)) - 8/9)
[202877] ['4/5', '5/6', '4/3', '9/4', '9'] -> ((5/6 * 9/4) * (4/5 + (4/3 * 9)))
[202878] ['3/8', '2/5', '6/7', '9/7', '6'] -> ((6/7 + (9/7 / 3/8)) * (6 - 2/5))
[202879] ['1/6', '3/5', '5/7', '8/5', '2'] -> (8/5 / ((3/5 / 2) - (1/6 / 5/7)))
[202880] ['1/7', '2/3', '5/6', '8/3', '7'] -> ((8/3 / 2/3) / ((1/7 * 7) - 5/6))
[202881] ['1/7', '1/4', '2/7', '1', '9/4'] -> (((1/4 + (1 / 2/7)) / 1/7) - 9/4)
[202882] ['5/8', '5/8', '8/9', '9/2', '8'] -> (8 * ((8/9 * 9/2) - (5/8 / 5/8)))
[202883] ['3/7', '1', '4/3', '7/5', '8/3'] -> ((3/7 * 8/3) / (1 - (4/3 / 7/5)))
[202884] ['2/9', '3/4', '4/5', '7/4', '3'] -> (((7/4 + (3 / 4/5)) / 2/9) - 3/4)
[202885] ['1/5', '3/7', '1', '3/2', '9/2'] -> (((1 + 9/2) / 1/5) - (3/2 / 3/7))
[202886] ['5/8', '7/9', '7/5', '9/2', '6'] -> ((6 / (5/8 / 7/9)) / (7/5 / 9/2))
[202887] ['4/5', '5/6', '7/5', '7/5', '9'] -> (9 * (((7/5 + 7/5) / 4/5) - 5/6))
[202888] ['3/7', '8/9', '9/8', '3/2', '6'] -> (6 * (8/9 + (3/2 / (3/7 * 9/8))))
[202889] ['5/8', '5/8', '9/8', '8/7', '8'] -> ((5/8 + 8) / ((9/8 / 8/7) - 5/8))
[202890] ['2/9', '3/4', '4/5', '9/4', '3'] -> (3 / (3/4 - (9/4 * (2/9 / 4/5))))
[202891] ['4/5', '5/6', '7/5', '3/2', '9'] -> (9 * (3/2 + ((4/5 + 5/6) / 7/5)))
[202892] ['1/7', '2/3', '6/7', '6/5', '7'] -> ((6/7 + 6/5) * (7 + (2/3 / 1/7)))
[202893] ['3/4', '7/9', '5/4', '2', '5/2'] -> (2 / ((3/4 * 7/9) - (5/4 / 5/2)))
[202894] ['5/8', '5/8', '9/8', '7/6', '8'] -> (8 / ((7/6 * (5/8 + 5/8)) - 9/8))
[202895] ['3/8', '2/5', '6/7', '3/2', '6'] -> (6 * ((3/2 / (2/5 * 6/7)) - 3/8))
[202896] ['3/7', '8/9', '9/8', '8/5', '6'] -> (8/5 * ((8/9 * 9/8) + (6 / 3/7)))
[202897] ['1/6', '3/5', '5/7', '9/5', '2'] -> (((2 / 5/7) - (3/5 - 9/5)) / 1/6)
[202898] ['3/7', '1', '4/3', '3/2', '3/2'] -> (4/3 / ((1 / (3/7 * 3/2)) - 3/2))
[202899] ['4/5', '5/6', '7/5', '5/3', '9'] -> ((5/6 + 5/3) * (9 - (4/5 - 7/5)))
[202900] ['5/8', '5/8', '9/8', '6/5', '8'] -> ((9/8 + (5/8 * 6/5)) / (5/8 / 8))
[202901] ['2/5', '4/5', '8/9', '8/3', '7'] -> ((8/3 + (8/9 * (4/5 + 7))) / 2/5)
[202902] ['1/7', '1/4', '1/3', '2/5', '1'] -> ((1 / 1/7) / ((1/4 / 2/5) - 1/3))
[202903] ['3/7', '8/9', '9/8', '5/3', '6'] -> (6 * (5/3 + (9/8 / (3/7 / 8/9))))
[202904] ['2/9', '3/4', '4/5', '3', '7/2'] -> (4/5 * (3/4 + ((3 + 7/2) / 2/9)))
[202905] ['3/7', '8/9', '9/8', '7/4', '6'] -> (6 / ((8/9 * 9/8) - (3/7 * 7/4)))
[202906] ['2/9', '3/4', '4/5', '3', '9/2'] -> (4/5 * (3 + (9/2 / (2/9 * 3/4))))
[202907] ['3/8', '2/5', '6/7', '5/3', '6'] -> ((6 / 6/7) / ((2/5 * 5/3) - 3/8))
