[39399] ['8/7', '6/5', '4/3', '9/4', '6'] -> ((6 / (6/5 * (4/3 - 8/7))) - 9/4)
[44413] ['1/5', '3/7', '2/3', '9/5', '4'] -> ((((9/5 / 3/7) - 1/5) * 4) / 2/3)
[44414] ['1/6', '5/6', '5/6', '8/5', '6'] -> (5/6 / ((5/6 / 6) - (1/6 / 8/5)))
[44415] ['1/3', '3/7', '9/5', '5/2', '8'] -> ((5/2 * (1/3 + 9/5)) + (8 / 3/7))
[44416] ['4/9', '8/7', '7/3', '8/3', '4'] -> (4 + (((8/7 + 8/3) * 7/3) / 4/9))
[44417] ['2/7', '1/3', '9/7', '9/7', '2'] -> (((9/7 / 9/7) + (2 / 2/7)) / 1/3)
[44418] ['5/9', '2/3', '1', '7/6', '8/3'] -> (8/3 / ((5/9 / (7/6 - 2/3)) - 1))
[44419] ['1/9', '1/4', '3/7', '7/8', '4'] -> (((4 * 1/4) / 1/9) / (3/7 * 7/8))
[44420] ['1/8', '8/9', '9/7', '9/4', '5'] -> (9/7 * (8/9 + (5 / (1/8 * 9/4))))
[44421] ['1/5', '3/7', '2/3', '9/4', '4'] -> ((4 / (2/3 * (3/7 - 1/5))) - 9/4)
[44422] ['1/7', '7/8', '7/4', '9/4', '9'] -> (9 / (9/4 - (7/4 + (1/7 * 7/8))))
[44423] ['1/9', '2/5', '9/8', '7/3', '3'] -> (7/3 / ((9/8 / 3) - (1/9 / 2/5)))
[44424] ['1/9', '1/7', '4/9', '7/5', '5'] -> (((5 - 1/9) / (1/7 * 7/5)) - 4/9)
[44425] ['1/9', '1/4', '3/7', '8/9', '4'] -> (8/9 / (4 * (1/9 / 3/7)) - 1/4))
[44426] ['1/6', '5/6', '5/6', '9/2', '6'] -> (6 / ((5/6 / 5/6) - (1/6 * 9/2)))
[44427] ['2/7', '1/3', '9/7', '7/5', '2'] -> ((((2 / 2/7) - 9/7) * 7/5) / 1/3)
[44428] ['5/9', '2/3', '1', '7/6', '7/2'] -> (2/3 / ((7/2 * (7/6 - 1)) - 5/9))
[44429] ['1/8', '8/9', '9/7', '7/3', '5'] -> (5 / (1/8 * (9/7 + (8/9 / 7/3))))
[44430] ['1/4', '2/7', '4/9', '7/8', '5'] -> (5 / ((1/4 + 2/7) * 4/9) * 7/8))
[44431] ['1/7', '7/8', '7/4', '7/3', '9'] -> (7/3 / (1/7 * (7/8 - (7/4 / 9))))
[44432] ['3/8', '5/7', '8/7', '8/7', '4'] -> (8/7 / ((8/7 / (3/8 * 4)) - 5/7))
[44433] ['1/6', '5/6', '6/7', '7/8', '6'] -> (6 / ((1/6 + 5/6) - (6/7 * 7/8)))
[44434] ['6/5', '5/3', '7/2', '9/2', '6'] -> ((7/2 + 9/2) * (6 / (6/5 * 5/3)))
[44435] ['1/7', '7/8', '7/4', '5/2', '9'] -> (7/8 + (5/2 * (9 + (1/7 * 7/4))))
[44436] ['3/8', '5/7', '8/7', '6/5', '4'] -> (4 / ((5/7 / 6/5) - (3/8 * 8/7)))
[44437] ['1/4', '2/7', '4/9', '9/8', '5'] -> (((4/9 / 2/7) + (5 / 9/8)) / 1/4)
[44438] ['1/9', '1/7', '4/9', '9/5', '5'] -> (5 * ((4/9 / 1/7) - (1/9 - 9/5)))
[44439] ['4/9', '8/7', '5/2', '4', '9/2'] -> (4 / ((5/2 / 9/2) - (4/9 / 8/7)))
[44440] ['6/5', '7/4', '7/4', '9/4', '6'] -> (7/4 + (6 * (9/4 + (7/4 / 6/5))))
[44441] ['1/9', '1/4', '3/7', '4/3', '4'] -> (((4/3 + (4 / 3/7)) * 1/4) / 1/9)
[44442] ['1/9', '1/7', '4/9', '9/4', '5'] -> ((5 / (4/9 - (1/9 + 1/7))) - 9/4)
[44443] ['1/4', '2/7', '4/9', '6/5', '5'] -> ((5 / (2/7 * (1/4 + 4/9))) - 6/5)
[44444] ['1/9', '1/4', '3/7', '7/5', '4'] -> ((4 / (1/9 * 7/5)) - (3/7 / 1/4))
[44445] ['1/7', '7/8', '9/5', '9/5', '9'] -> (9/5 / ((9/5 / 9) - (1/7 * 7/8)))
[44446] ['6/5', '7/4', '7/4', '8/3', '6'] -> (6 / (((7/4 + 7/4) / 6/5) - 8/3))
[44447] ['1/6', '5/3', '7/4', '9/5', '5'] -> (5 / (1/6 * (5/3 * 9/5)) - 7/4))
[44448] ['1/3', '3/7', '7/3', '9/2', '8'] -> ((9/2 * 8) * ((3/7 * 7/3) - 1/3))
[44449] ['1/9', '1/7', '4/9', '7/3', '5'] -> (7/3 * (5 + ((1/7 + 4/9) / 1/9)))
[44450] ['1/5', '3/7', '5/7', '4/5', '4'] -> (((5/7 * 4) - 4/5) / (1/5 * 3/7))
[44451] ['4/9', '8/7', '7/2', '7/2', '4'] -> ((7/2 * ((4 / 4/9) - 8/7)) - 7/2)
[44452] ['2/7', '1/3', '4/3', '3/2', '2'] -> (3/2 * (2 + (4/3 / (2/7 * 1/3))))
[44453] ['1/6', '5/6', '6/7', '4/3', '6'] -> (4/3 / ((1/6 / 6/7) - (5/6 / 6)))
[44454] ['5/9', '2/3', '1', '6/5', '8/5'] -> (8/5 / ((2/3 + 6/5) - (1 / 5/9)))
[44455] ['6/5', '7/4', '7/4', '7/2', '6'] -> (6/5 * ((7/2 * 6) - (7/4 / 7/4)))
[44456] ['1/9', '2/5', '8/7', '9/7', '3'] -> ((8/7 / (1/9 * 2/5)) + (9/7 - 3))
[44457] ['1/3', '3/7', '5/2', '8/3', '8'] -> ((3/7 * 8) * (1/3 + (5/2 * 8/3)))
[44458] ['1/6', '5/6', '6/7', '7/5', '6'] -> (((6 - (6/7 * 7/5)) * 5/6) / 1/6)
[44459] ['1/4', '2/7', '4/9', '4/3', '5'] -> ((4/3 + (5 / (1/4 + 2/7))) / 4/9)
[44460] ['6/5', '7/4', '7/4', '9/2', '6'] -> (6 / ((9/2 / 6/5) - (7/4 + 7/4)))
[44461] ['2/7', '1/3', '4/3', '7/4', '2'] -> (2 / (7/4 * (2/7 * 4/3)) - 1/3))
[44462] ['1/5', '3/7', '5/7', '8/9', '4'] -> (3/7 / ((5/7 / (1/5 * 8/9)) - 4))
[44463] ['1/9', '1/7', '4/9', '7/2', '5'] -> (((5 - (4/9 * 7/2)) / 1/7) - 1/9)
[44464] ['1/9', '1/4', '3/7', '7/4', '4'] -> (4 / (1/4 - (7/4 * (1/9 * 3/7))))
[44465] ['6/5', '7/4', '9/5', '9/5', '6'] -> ((9/5 / (6/5 * 9/5) - 7/4)) - 6)
[44466] ['1/6', '5/6', '6/7', '8/5', '6'] -> (((6 - (5/6 * 8/5)) * 6/7) / 1/6)
[44467] ['2/7', '1/3', '4/3', '9/5', '2'] -> (4/3 / ((1/3 / 2/7) - (2 / 9/5)))
[44468] ['3/8', '5/7', '8/7', '7/3', '4'] -> ((((8/7 * 4) - 5/7) * 7/3) / 3/8)
[44469] ['1/9', '1/7', '4/9', '9/2', '5'] -> (9/2 * ((1/9 / 1/7) - (4/9 - 5)))
[44470] ['1/5', '3/7', '5/7', '9/8', '4'] -> (3/7 / (((9/8 * 5/7) / 1/5) - 4))
[44471] ['5/9', '2/3', '1', '6/5', '9/5'] -> (((1 + 9/5) / (2/3 - 5/9)) - 6/5)
[44472] ['1/6', '5/3', '9/5', '9/4', '5'] -> ((5 / (9/5 - 5/3)) - (9/4 / 1/6))
[44473] ['1/9', '2/5', '8/7', '3/2', '3'] -> (8/7 * ((3/2 / 1/9) + (3 / 2/5)))
[44474] ['1/9', '1/4', '3/7', '9/5', '4'] -> (((4 / (9/5 - 3/7)) - 1/4) / 1/9)
[44475] ['3/8', '8/9', '6/5', '4/3', '3'] -> (8/9 / (3 - (4/3 / (3/8 * 6/5))))
[44476] ['3/8', '5/7', '8/7', '5/2', '4'] -> (4 / ((5/7 + 5/2) - (8/7 / 3/8)))
[44477] ['5/9', '2/3', '1', '6/5', '7/3'] -> (6/5 * ((7/3 / (2/3 - 5/9)) - 1))
[44478] ['2/7', '1/3', '4/3', '2', '5/2'] -> (2 * (1/3 + ((5/2 * 4/3) / 2/7)))
[44479] ['4/9', '7/6', '7/6', '4/3', '4'] -> ((4/3 + (4 * (7/6 + 7/6))) / 4/9)
[44480] ['1/9', '2/5', '8/7', '5/3', '3'] -> (((3 - (2/5 * 5/3)) * 8/7) / 1/9)
[44481] ['3/8', '5/7', '8/7', '8/3', '4'] -> (((4 - (5/7 / 8/7)) * 8/3) / 3/8)
[44482] ['1/9', '1/4', '3/7', '9/4', '4'] -> (3/7 * (((9/4 + 4) / 1/9) - 1/4))
[44483] ['3/8', '8/9', '6/5', '3/2', '3'] -> ((6/5 + 3/2) * (8/9 + (3 / 3/8)))
[44484] ['1/7', '7/8', '9/4', '9/2', '9'] -> (9 / ((9/4 / 9/2) - (1/7 * 7/8)))
[44485] ['1/9', '1/7', '1/2', '4/7', '5'] -> (4/7 / (1/9 * (1/7 * 5)) - 1/2))
[44486] ['1/9', '2/5', '8/7', '7/4', '3'] -> ((8/7 / (1/9 * 2/5)) - (3 / 7/4))
[44487] ['1/5', '3/7', '5/7', '9/7', '4'] -> ((9/7 - 3/7) * (4 / (1/5 * 5/7)))
[44488] ['1/9', '1/4', '3/7', '7/3', '4'] -> ((((1/4 + 7/3) * 4) / 3/7) - 1/9)
[44489] ['2/7', '1/3', '7/5', '7/5', '2'] -> (((7/5 / 7/5) + (2 / 2/7)) / 1/3)
[44490] ['3/8', '8/9', '6/5', '5/3', '3'] -> (3 / ((5/3 / 6/5) - (3/8 + 8/9)))
[44491] ['4/9', '7/6', '7/6', '3/2', '4'] -> (4 / ((4/9 / (3/2 - 7/6)) - 7/6))
[44492] ['1/7', '7/8', '7/3', '7/3', '9'] -> ((7/3 / 7/8) + (7/3 * (1/7 + 9)))
[44493] ['1/9', '2/5', '8/7', '9/5', '3'] -> (3 / ((2/5 / 9/5) - (1/9 / 8/7)))
[44494] ['3/8', '5/7', '7/6', '7/6', '4'] -> (5/7 / ((3/8 / 7/6) - (7/6 / 4)))
[44495] ['1/6', '5/6', '6/7', '8/3', '6'] -> (6 + (((5/6 + 8/3) * 6/7) / 1/6))
[44496] ['5/9', '2/3', '1', '5/4', '5/4'] -> ((5/4 / (5/4 - (2/3 / 5/9))) - 1)
[44497] ['1/6', '7/4', '7/4', '7/4', '5'] -> (((7/4 * 5) - 7/4) / (1/6 * 7/4))
[44498] ['1/7', '7/8', '7/3', '5/2', '9'] -> ((1/7 + (7/3 * 9)) + (5/2 / 7/8))
[44499] ['1/8', '8/9', '7/5', '8/5', '5'] -> ((((5 - 7/5) * 8/9) / 1/8) - 8/5)
[44500] ['1/4', '2/7', '4/9', '5/2', '5'] -> ((5/2 / 4/9) + ((1/4 + 5) / 2/7))
[44501] ['6/5', '7/4', '5/2', '8/3', '6'] -> (6 / ((7/4 / 5/2) - (6/5 / 8/3)))
[44502] ['4/9', '7/6', '7/6', '5/3', '4'] -> (((5/3 + (7/6 / 7/6)) * 4) / 4/9)
[44503] ['1/6', '7/4', '7/4', '9/5', '5'] -> (((9/5 - (7/4 / 7/4)) * 5) / 1/6)
[44504] ['3/8', '8/9', '6/5', '9/5', '3'] -> (9/5 / ((6/5 / (8/9 * 3)) - 3/8))
[44505] ['2/7', '1/3', '7/5', '9/5', '2'] -> ((((2 * 7/5) / 2/7) - 9/5) / 1/3)
[44506] ['1/6', '5/6', '7/8', '9/7', '6'] -> (6 / (7/8 * (9/7 - (1/6 + 5/6))))
[44507] ['1/9', '1/7', '1/2', '3/4', '5'] -> (5 / (3/4 * (1/9 / 1/7)) - 1/2))
[44508] ['4/9', '7/6', '7/6', '7/4', '4'] -> (((7/6 + (7/4 / 7/6)) * 4) / 4/9)
[44509] ['1/4', '2/7', '4/9', '8/3', '5'] -> (((5 / 1/4) - (8/3 / 2/7)) / 4/9)
[44510] ['1/6', '7/4', '7/4', '7/3', '5'] -> (((7/4 / 7/3) - (7/4 - 5)) / 1/6)
[44511] ['3/8', '5/7', '7/6', '9/7', '4'] -> ((5/7 + 9/7) / (3/8 - (7/6 / 4)))
[44512] ['3/8', '8/9', '6/5', '9/4', '3'] -> ((6/5 * 9/4) * (8/9 + (3 / 3/8)))
[44513] ['6/5', '7/4', '8/3', '7/2', '6'] -> (6/5 * (6 + (8/3 * (7/4 + 7/2))))
[44514] ['2/7', '1/3', '7/5', '2', '9/4'] -> (2/7 / (9/4 - (2 + (1/3 / 7/5))))
[44515] ['1/4', '2/7', '4/9', '7/2', '5'] -> (4/9 * (5 + (7/2 / (1/4 * 2/7))))
[44516] ['1/6', '7/4', '7/4', '9/2', '5'] -> (((7/4 + 7/4) - (9/2 - 5)) / 1/6)
[44517] ['1/3', '4/9', '1/2', '8/7', '8'] -> ((1/3 * 8) / (1/2 - (4/9 / 8/7)))
[44518] ['1/7', '7/8', '5/2', '9/2', '9'] -> ((5/2 + (9/2 / 9)) / (1/7 * 7/8))
[44519] ['1/5', '3/7', '5/7', '8/3', '4'] -> (((4 - (1/5 * 5/7)) * 8/3) / 3/7)
[44520] ['1/6', '5/6', '7/8', '9/5', '6'] -> ((6 - 9/5) / (7/8 * (1/6 / 5/6)))
[44521] ['6/5', '7/4', '7/2', '7/2', '6'] -> (6/5 * ((7/4 + 6) + (7/2 * 7/2)))
[44522] ['2/7', '1/3', '7/5', '2', '5/2'] -> (((5/2 * (2/7 + 2)) * 7/5) / 1/3)
[44523] ['1/4', '2/7', '1/2', '5/9', '5'] -> (5 / (5/9 * (1/4 / 2/7)) - 1/2))
[44524] ['1/8', '8/9', '7/5', '5/2', '5'] -> (8/9 * ((7/5 * 5) + (5/2 / 1/8)))
[44525] ['5/9', '2/3', '1', '5/4', '5/2'] -> (2/3 / (5/4 - (1 + (5/9 / 5/2))))
[44526] ['4/9', '7/6', '7/6', '7/2', '4'] -> (4 / ((7/2 * (4/9 / 7/6)) - 7/6))
[44527] ['1/9', '1/7', '1/2', '8/9', '5'] -> ((5 + ((1/9 + 8/9) / 1/7)) / 1/2)
[44528] ['1/7', '7/8', '7/2', '7/2', '9'] -> (9 / (7/2 * (7/8 / 7/2)) - 1/7))
[44529] ['5/9', '2/3', '1', '5/4', '7/2'] -> (((7/2 / (5/4 - 1)) - 2/3) / 5/9)
[44530] ['4/9', '7/6', '7/6', '4', '9/2'] -> (4/9 / (7/6 - ((7/6 + 4) / 9/2)))
[44531] ['6/5', '9/5', '9/5', '9/4', '6'] -> (6 / ((9/5 / 6/5) - (9/4 / 9/5)))
[44532] ['1/9', '1/4', '4/9', '7/8', '4'] -> (4 / ((4/9 * (7/8 - 1/4)) - 1/9))
[44533] ['1/6', '5/6', '8/9', '6/5', '6'] -> (6 / ((5/6 * (1/6 + 6/5)) - 8/9))
[44534] ['1/7', '7/8', '7/2', '9/2', '9'] -> ((7/2 - (9/2 / 9)) / (1/7 * 7/8))
[44535] ['2/7', '1/3', '7/5', '2', '9/2'] -> (9/2 * (1/3 + (2 / (2/7 * 7/5))))
[44536] ['1/8', '8/9', '7/5', '9/2', '5'] -> (((7/5 * 5) - (8/9 * 9/2)) / 1/8)
[44537] ['4/9', '7/6', '6/5', '6/5', '4'] -> ((6/5 + (4 * (7/6 + 6/5))) / 4/9)
[44538] ['1/6', '7/4', '9/5', '7/2', '5'] -> (5 * (9/5 + (7/4 / (1/6 * 7/2))))
[44539] ['1/5', '3/7', '3/4', '4/5', '4'] -> (4 / (3/4 - (1/5 / (3/7 * /5)))
)[44540] ['1/7', '7/8', '9/2', '9/2', '9'] -> ((9/2 + 9) / (9/2 * (1/7 * 7/8)))
[44541] ['1/8', '8/9', '3/2', '3/2', '5'] -> ((5 - (3/2 * (8/9 * 3/2))) / 1/8)
[44542] ['3/8', '8/9', '5/4', '9/7', '3'] -> (9/7 / (3/8 - (5/4 / (8/9 + 3))))
[44543] ['1/9', '1/7', '1/2', '6/5', '5'] -> ((5 / (1/7 + (1/9 * 1/2))) - 6/5)
[44544] ['3/8', '8/9', '5/4', '4/3', '3'] -> (3 / ((3/8 + 5/4) - (4/3 / 8/9)))
[44545] ['6/5', '9/4', '9/4', '8/3', '6'] -> (8/3 * (((6 * 9/4) / 6/5) - 9/4))
[44546] ['1/6', '5/6', '8/9', '5/3', '6'] -> (((6 - (5/6 + 8/9)) / 1/6) - 5/3)
[44547] ['5/9', '2/3', '1', '9/7', '8/5'] -> (8/5 / (1 - (2/3 / (5/9 * 9/7))))
[44548] ['1/6', '7/4', '5/2', '5/2', '5'] -> (5/2 / (1/6 * 5) - (7/4 * 5/2)))
[44549] ['1/8', '8/9', '3/2', '7/4', '5'] -> (((5 / 8/9) - (3/2 * 7/4)) / 1/8)
[44550] ['1/9', '1/7', '1/2', '4/3', '5'] -> ((4/3 * 5) / ((1/9 / 1/7) - 1/2))
[44551] ['3/8', '5/7', '7/6', '8/3', '4'] -> (4 / ((3/8 * 8/3) - (5/7 * 7/6)))
[44552] ['1/6', '5/6', '8/9', '9/5', '6'] -> (((6 - (5/6 * 9/5)) * 8/9) / 1/6)
[44553] ['4/9', '7/6', '6/5', '7/4', '4'] -> (4 / (6/5 * (7/4 - (4/9 + 7/6))))
[44554] ['6/5', '9/4', '7/3', '5/2', '6'] -> (6 / ((6/5 * 5/2) * 7/3) - 9/4))
[44555] ['1/7', '8/9', '8/9', '5/4', '9'] -> ((8/9 / ((1/7 * 9) - 5/4)) - 8/9)
[44556] ['1/5', '3/7', '3/4', '7/6', '4'] -> (7/6 * ((3/7 / 3/4) + (4 / 1/5)))
[44557] ['1/9', '1/4', '1/2', '3/5', '4'] -> ((1/2 / 3/5) * (4 / (1/4 - 1/9)))
[44558] ['3/8', '5/7', '7/6', '4', '9/2'] -> (9/2 * ((5/7 / 3/8) + (4 / 7/6)))
[44559] ['5/9', '2/3', '1', '9/7', '7/4'] -> (2/3 / (((7/4 - 1) / 9/7) - 5/9))
[44560] ['1/4', '2/7', '1/2', '7/5', '5'] -> (((5 * 7/5) / 2/7) - (1/4 / 1/2))
[44561] ['1/5', '3/7', '3/4', '5/4', '4'] -> (4 / (3/4 - (5/4 * (1/5 / 3/7))))
[44562] ['1/6', '7/4', '7/2', '7/2', '5'] -> ((5 + (7/2 / 1/6)) - (7/2 / 7/4))
[44563] ['1/6', '5/6', '9/8', '8/7', '6'] -> (6 / (9/8 - ((1/6 + 5/6) / 8/7)))
[44564] ['1/8', '8/9', '8/5', '8/5', '5'] -> (((5 - (8/5 / 8/9)) / 1/8) - 8/5)
[44565] ['1/9', '1/7', '1/2', '5/3', '5'] -> ((5/3 + 5) / ((1/9 / 1/7) - 1/2))
[44566] ['6/5', '9/4', '5/2', '5/2', '6'] -> ((5/2 * 6) / (5/2 - (9/4 / 6/5)))
[44567] ['1/9', '2/5', '6/5', '6/5', '3'] -> (((6/5 * 3) - 2/5) / (1/9 * 6/5))
[44568] ['5/9', '2/3', '1', '9/7', '9/4'] -> (2/3 / (1 - (9/4 * (5/9 / 9/7))))
[44569] ['4/9', '7/6', '6/5', '5/2', '4'] -> (4 / ((5/2 * (4/9 * 6/5)) - 7/6))
[44570] ['2/7', '1/3', '8/5', '9/5', '2'] -> (((8/5 + (2 / 2/7)) / 1/3) - 9/5)
[44571] ['1/3', '4/9', '4/7', '7/8', '8'] -> ((8 * (1/3 / 7/8)) / (4/7 - 4/9))
[44572] ['3/8', '8/9', '5/4', '7/3', '3'] -> (7/3 / ((8/9 - 3/8) - (5/4 / 3)))
[44573] ['1/6', '5/6', '9/8', '9/7', '6'] -> ((1/6 * 6) / ((9/8 / 9/7) - 5/6))
[44574] ['1/7', '8/9', '8/9', '3/2', '9'] -> (3/2 * (9 + (8/9 / (1/7 * 8/9))))
[44575] ['1/3', '4/9', '4/7', '8/9', '8'] -> ((1/3 * 8) / (8/9 - (4/9 / 4/7)))
[44576] ['1/5', '3/7', '3/4', '8/5', '4'] -> ((8/5 / (1/5 * 3/7)) + (4 / 3/4))
[44577] ['4/9', '7/6', '6/5', '7/2', '4'] -> (4 / (4/9 - (7/6 / (6/5 * /2)))
)[44578] ['2/7', '1/3', '8/5', '2', '7/3'] -> (2 / ((7/3 * (2/7 / 8/5)) - 1/3))
[44579] ['1/3', '4/9', '4/7', '9/8', '8'] -> ((1/3 + 8) / (9/8 - (4/9 / 4/7)))
[44580] ['1/6', '9/5', '9/4', '8/3', '5'] -> (5 * ((9/5 / 1/6) - (9/4 * 8/3)))
[44581] ['1/9', '2/5', '6/5', '7/4', '3'] -> (((3 * 6/5) / 1/9) / (7/4 - 2/5))
[44582] ['1/6', '5/6', '9/8', '5/3', '6'] -> (5/6 / (5/3 * (9/8 / 6)) - 1/6))
[44583] ['1/9', '1/7', '1/2', '7/3', '5'] -> (((5 + (1/7 * 7/3)) * 1/2) / 1/9)
[44584] ['1/8', '8/9', '8/5', '5/2', '5'] -> (8/9 * (((5/2 * 8/5) / 1/8) - 5))
[44585] ['1/3', '4/9', '4/7', '7/6', '8'] -> (8 / ((4/9 / (4/7 * /6)) - 1/3))
[44586] ['3/8', '8/9', '5/4', '3', '9/2'] -> (((5/4 * 9/2) + (3 / 8/9)) / 3/8)
[44587] ['1/8', '8/9', '8/5', '8/3', '5'] -> (8/3 / ((5 * (1/8 * 8/5)) - 8/9))
[44588] ['2/7', '1/3', '8/5', '2', '7/2'] -> (2 / ((2/7 / 8/5) - (1/3 / 7/2)))
[44589] ['1/6', '9/5', '7/3', '7/3', '5'] -> (((9/5 - (7/3 / 7/3)) * 5) / 1/6)
[44590] ['4/9', '7/6', '5/4', '9/7', '4'] -> (4 / (((4/9 + 5/4) / 7/6) - 9/7))
[44591] ['1/9', '1/7', '1/2', '8/3', '5'] -> (5 / (1/2 - (1/9 / (1/7 * /3)))
)[44592] ['1/9', '1/4', '1/2', '7/5', '4'] -> (4 / ((1/4 / (7/5 - 1/2)) - 1/9))
[44593] ['5/9', '2/3', '1', '4/3', '5/3'] -> ((1 + 5/3) / (4/3 - (5/9 + 2/3)))
[44594] ['1/7', '8/9', '8/9', '9/4', '9'] -> ((9 / (9/4 * (1/7 / 8/9))) - 8/9)
[44595] ['1/8', '8/9', '8/5', '9/2', '5'] -> (((9/2 * 8/9) / 1/8) - (8/5 * 5))
[44596] ['3/8', '8/9', '9/7', '9/7', '3'] -> (9/7 / ((9/7 / 3/8) - (3 / 8/9)))
[44597] ['1/6', '5/6', '8/7', '7/6', '6'] -> (8/7 / (1/6 - (5/6 / (7/6 * )))
)[44598] ['1/8', '8/9', '5/3', '5/3', '5'] -> (5/3 / (1/8 * 8/9) - (5/3 / 5)))
[44599] ['1/6', '9/5', '8/3', '8/3', '5'] -> (((9/5 - (8/3 / 8/3)) * 5) / 1/6)
[44600] ['1/5', '3/7', '3/4', '7/2', '4'] -> (7/2 * (4 + (3/7 / (1/5 * 3/4))))
[44601] ['3/8', '8/9', '9/7', '4/3', '3'] -> ((4/3 / ((9/7 / 3) - 3/8)) - 8/9)
[44602] ['1/6', '5/6', '8/7', '6/5', '6'] -> (6/5 / (1/6 - (5/6 / (8/7 + 6))))
[44603] ['2/7', '1/3', '5/3', '9/5', '2'] -> ((5/3 * 9/5) + (2 / (2/7 * 1/3)))
[44604] ['1/8', '8/9', '5/3', '7/4', '5'] -> (((7/4 + (5/3 / 8/9)) / 1/8) - 5)
[44605] ['1/9', '1/7', '5/9', '4/7', '5'] -> (1/9 + ((5/9 + (4/7 * 5)) / 1/7))
[44606] ['1/4', '2/7', '5/9', '2/3', '5'] -> ((5 + (2/3 / 2/7)) / (5/9 - 1/4))
[44607] ['1/9', '2/5', '5/4', '7/4', '3'] -> (((7/4 / (1/9 * 5/4)) - 3) / 2/5)
[44608] ['6/5', '8/3', '8/3', '7/2', '6'] -> (6/5 * ((7/2 * 6) - (8/3 / 8/3)))
[44609] ['1/6', '9/5', '8/3', '9/2', '5'] -> (8/3 / (((5 - 9/2) / 9/5) - 1/6))
[44610] ['1/8', '8/9', '5/3', '9/5', '5'] -> ((5/3 / (1/8 * 8/9)) + (9/5 * 5))
[44611] ['3/8', '8/9', '9/7', '3/2', '3'] -> (3 / ((9/7 * (3/8 + 8/9)) - 3/2))
[44612] ['1/7', '8/9', '9/8', '8/7', '9'] -> (9 + ((8/7 + (8/9 * 9/8)) / 1/7))
[44613] ['1/4', '2/7', '5/9', '5/7', '5'] -> (((5/7 / 5/9) - (2/7 - 5)) / 1/4)
[44614] ['5/9', '2/3', '1', '7/5', '7/5'] -> (2/3 / ((7/5 / (1 + 7/5)) - 5/9))
[44615] ['4/9', '7/6', '5/4', '7/4', '4'] -> (4 / ((4/9 * (5/4 + 7/4)) - 7/6))
[44616] ['2/7', '1/3', '5/3', '2', '7/3'] -> (7/3 * (2/7 + ((2 * 5/3) / 1/3)))
[44617] ['1/6', '9/5', '7/2', '7/2', '5'] -> (((9/5 - (7/2 / 7/2)) * 5) / 1/6)
[44618] ['1/8', '8/9', '5/3', '5/2', '5'] -> ((5/3 + 5) / (5/2 * (1/8 * 8/9)))
[44619] ['1/5', '3/7', '7/9', '5/6', '4'] -> (4 / ((3/7 * 7/9) - (1/5 * 5/6)))
[44620] ['6/5', '8/3', '7/2', '7/2', '6'] -> (((7/2 * 6) / (7/2 - 8/3)) - 6/5)
[44621] ['1/9', '2/5', '5/4', '7/3', '3'] -> (((5/4 * 2/5) / 1/9) * (7/3 + 3))
[44622] ['4/9', '7/6', '5/4', '9/5', '4'] -> (4 / (7/6 - (9/5 * (4/9 * 5/4))))
[44623] ['1/6', '5/6', '8/7', '4/3', '6'] -> ((6 - (5/6 + (4/3 / 8/7))) / 1/6)
[44624] ['5/9', '2/3', '1', '7/5', '8/5'] -> (1 / ((7/5 / 8/5) - (5/9 / 2/3)))
[44625] ['3/8', '8/9', '9/7', '5/3', '3'] -> (9/7 / ((5/3 / (8/9 + 3)) - 3/8))
[44626] ['6/5', '8/3', '9/2', '9/2', '6'] -> ((8/3 * 9/2) / ((6 / 6/5) - 9/2))
[44627] ['5/9', '2/3', '1', '7/5', '5/3'] -> ((1 + 5/3) / ((5/9 * 7/5) - 2/3))
[44628] ['1/9', '1/7', '5/9', '5/6', '5'] -> (((1/9 + (5/9 / 1/7)) * 5) / 5/6)
[44629] ['3/8', '8/9', '9/7', '7/4', '3'] -> (3 / (7/4 - (9/7 * (3/8 + 8/9))))
[44630] ['2/7', '1/3', '5/3', '2', '9/2'] -> ((5/3 / (2/7 * 1/3)) + (2 + 9/2))
[44631] ['1/9', '1/4', '5/9', '9/7', '4'] -> (((4 + (1/9 + 5/9)) * 9/7) / 1/4)
[44632] ['1/3', '4/9', '4/7', '5/2', '8'] -> ((8 / (4/9 * 4/7)) - (5/2 / 1/3))
[44633] ['6/5', '7/2', '7/2', '7/2', '6'] -> (6/5 * ((7/2 * 6) - (7/2 / 7/2)))
[44634] ['5/9', '2/3', '1', '7/5', '7/4'] -> (2/3 / ((5/9 * 7/5) + (1 - 7/4)))
[44635] ['1/7', '8/9', '9/8', '9/7', '9'] -> (9 + (((9/8 + 9/7) * 8/9) / 1/7))
[44636] ['1/8', '8/9', '7/4', '9/5', '5'] -> (5 / ((1/8 - 8/9) + (7/4 / 9/5)))
[44637] ['3/8', '8/9', '9/7', '9/5', '3'] -> ((8/9 + 3) * ((9/5 * 9/7) / 3/8))
[44638] ['3/8', '5/7', '5/4', '9/7', '4'] -> ((5/4 * 9/7) * (4 / (3/8 * 5/7)))
[44639] ['1/6', '5/6', '8/7', '9/5', '6'] -> (((8/7 * 5/6) / 1/6) * (6 - 9/5))
[44640] ['1/3', '4/9', '4/7', '7/2', '8'] -> (((7/2 * 4/7) / 1/3) + (8 / 4/9))
[44641] ['1/4', '2/7', '5/9', '6/7', '5'] -> (((5 / 5/9) - (6/7 / 2/7)) / 1/4)
