[239356] ['1/6', '5/9', '8/9', '3/2', '7'] -> 8/9 * 3/2 * 7 / (5/9 - 1/6)
[240208] ['1/5', '7/6', '4/3', '8/5', '6'] -> 8/5 / (6 * 1/5 * 7/6 - 4/3)
[240209] ['8/7', '4/3', '8/5', '9/2', '8'] -> 8 + (8/7 + 8/5) * (4/3 + 9/2)
[240210] ['2/9', '1/3', '6/7', '1', '9/7'] -> (1 + 9/7) / (6/7 * (1/3 - 2/9))
[240211] ['1/5', '1/2', '7/8', '2', '5/2'] -> (5/2 / 1/5 - 2) / (1/2 * 7/8)
[240212] ['6/5', '5/3', '7/4', '7/2', '9'] -> 9 / (7/2 - (5/3 + 7/4 / 6/5))
[240213] ['6/5', '9/7', '7/5', '9/4', '5'] -> 6/5 / (5 - 7/5 * (9/7 + 9/4))
[240214] ['1/5', '7/6', '4/3', '5/3', '6'] -> 4/3 / 5/3 / (1/5 * 6 - 7/6)
[240215] ['2/9', '1/3', '6/7', '1', '4/3'] -> (1 + 4/3 / (2/9 * 6/7)) / 1/3
[240216] ['4/9', '4/9', '1/2', '9/7', '7'] -> 7 / (9/7 - 4/9 / 4/9) - 1/2
[240217] ['8/7', '4/3', '5/3', '5/3', '8'] -> 5/3 + 8 * (4/3 + 5/3 / 8/7)
[240218] ['6/5', '5/3', '7/4', '9/2', '9'] -> 5/3 * (9 * 6/5 * 7/4 - 9/2)
[240219] ['1/2', '6/7', '8/7', '7/5', '6'] -> (8/7 + 6/7 / 1/2) * 7/5 * 6
[240220] ['1/5', '1/2', '7/8', '2', '8/3'] -> 2 / (1/5 * (7/8 - 1/2)) - 8/3
[240221] ['2/5', '4/9', '8/7', '3/2', '8'] -> (4/9 + 3/2) * 8 * (2/5 + 8/7)
[240222] ['6/5', '9/7', '7/5', '5/2', '5'] -> 5 * (6/5 * 5/2 + 9/7 * 7/5)
[240223] ['6/7', '7/8', '7/8', '8/9', '2'] -> 2 / (6/7 * (7/8 - 7/8 * 8/9))
[240224] ['1/4', '8/9', '8/7', '7/3', '3'] -> (3 + 7/3 / (8/9 / 8/7)) / 1/4
[240225] ['1/5', '7/6', '4/3', '9/4', '6'] -> 6 / (4/3 * 1/5 / 7/6) - 9/4
[240226] ['7/9', '7/9', '7/5', '7/4', '6'] -> 6 / (7/4 / 7/5 - 7/9 / 7/9)
[240227] ['2/9', '1/3', '6/7', '1', '3/2'] -> (3/2 + 1 / 6/7) / (1/3 - 2/9)
[240228] ['1/7', '8/9', '1', '7/5', '7/3'] -> (7/3 + 1 / 7/5) / (1/7 * 8/9)
[240229] ['1/5', '7/6', '4/3', '7/3', '6'] -> (7/3 / 7/6 + 6 / 1/5) / 4/3
[240230] ['6/7', '7/8', '7/8', '9/8', '2'] -> 2 / (6/7 * (7/8 - 7/8 / 9/8))
[240231] ['1/8', '4/7', '5/8', '4/3', '9'] -> 9 * (5/8 / 1/8 - 4/3 / 4/7)
[240232] ['1/9', '1/5', '3/8', '5/7', '2'] -> 2 / (1/9 + 1/5) / (3/8 * 5/7)
[240233] ['1/4', '8/9', '8/7', '3', '7/2'] -> (3 - 8/7 / 8/9) / (1/4 / 7/2)
[240234] ['1/6', '4/7', '3/5', '7/5', '7'] -> ((7 - 3/5) / 7/5 - 4/7) / 1/6
[240235] ['1/7', '8/9', '1', '7/5', '5/2'] -> 8/9 * 5/2 * (1 + 7/5 / 1/7)
[240236] ['1/2', '6/7', '7/6', '6/5', '6'] -> 6 / 7/6 / (6/7 / 6/5 - 1/2)
[240237] ['6/7', '7/8', '7/8', '7/6', '2'] -> 6/7 / (7/8 + 7/8 - 2 / 7/6)
[240238] ['8/7', '4/3', '5/3', '9/2', '8'] -> (8 - 8/7) / (5/3 / (4/3 + 9/2))
[240239] ['1/8', '4/7', '5/8', '8/5', '9'] -> 8/5 * (9 / 4/7 - (1/8 + 5/8))
[240240] ['2/5', '4/9', '8/7', '9/5', '8'] -> (4/9 + 8/7) * 9/5 * (2/5 + 8)
[240241] ['1/4', '8/9', '7/6', '7/6', '3'] -> (3 + 7/6 + 7/6) / (1/4 * 8/9)
[240242] ['1/6', '4/7', '3/5', '3/2', '7'] -> (4/7 + 3/2) / (3/5 / 7) - 1/6
[240243] ['1/9', '1/5', '3/8', '7/9', '2'] -> 2 / (3/8 * (7/9 - 1/9 / 1/5))
[240244] ['1/2', '6/7', '7/6', '5/4', '6'] -> 6 / (1/2 - 5/4 + 6/7 * 7/6)
[240245] ['1/5', '1/2', '8/9', '6/5', '2'] -> 6/5 / (1/2 - 2 * 1/5 / 8/9)
[240246] ['1/5', '7/6', '7/5', '8/5', '6'] -> 6 * (7/6 / 1/5 - 8/5) - 7/5
[240247] ['7/9', '7/9', '7/5', '8/3', '6'] -> 6 * (7/9 / 7/5 + 7/9 + 8/3)
[240248] ['6/5', '9/7', '3/2', '9/4', '5'] -> 6/5 * 5 / (9/4 / 9/7 - 3/2)
[240249] ['2/5', '4/9', '8/7', '9/4', '8'] -> 8/7 * (4/9 * 9/4 + 8 / 2/5)
[240250] ['1/5', '7/6', '7/5', '9/5', '6'] -> (6 + 7/5 - 9/5) / (1/5 * 7/6)
[240251] ['1/4', '8/9', '7/6', '5/4', '3'] -> 7/6 / (3 * 1/4 * 5/4 - 8/9)
[240252] ['6/5', '5/3', '7/3', '9/2', '9'] -> 9 + (5/3 + 7/3) / (6/5 / 9/2)
[240253] ['1/9', '1/5', '3/8', '6/7', '2'] -> 2 / (1/9 + 3/8) / (1/5 * 6/7)
[240254] ['2/9', '1/3', '6/7', '1', '7/3'] -> (7/3 / (2/9 / 6/7) - 1) / 1/3
[240255] ['1/6', '4/7', '3/5', '9/5', '7'] -> 4/7 * 7 / (3/5 / 9/5 - 1/6)
[240256] ['1/2', '6/7', '7/6', '8/5', '6'] -> 7/6 * 8/5 * (6/7 + 6 / 1/2)
[240257] ['7/9', '7/9', '3/2', '3/2', '6'] -> 6 * (7/9 / 7/9 + 3/2 + 3/2)
[240258] ['1/5', '1/2', '8/9', '7/5', '2'] -> (7/5 + 2 / 1/2) / (1/5 / 8/9)
[240259] ['8/7', '4/3', '9/5', '5/2', '8'] -> 9/5 * (4/3 + 8/7 * (5/2 + 8))
[240260] ['4/9', '4/9', '5/9', '3/4', '7'] -> (7 + 4/9 + 5/9) / (4/9 * 3/4)
[240261] ['1/2', '6/7', '7/6', '5/3', '6'] -> 6 / (6/7 - 1/2) / (7/6 / 5/3)
[240262] ['1/9', '1/5', '3/8', '7/8', '2'] -> (7/8 + 2) / 1/9 - 3/8 / 1/5
[240263] ['6/5', '9/7', '3/2', '9/2', '5'] -> 9/2 * (3/2 / 9/7 + 5 / 6/5)
[240264] ['1/5', '1/2', '8/9', '3/2', '2'] -> 3/2 + 2 / (8/9 * 1/5 * 1/2)
[240265] ['7/9', '7/9', '3/2', '8/5', '6'] -> (3/2 + 7/9 / 7/9) * 8/5 * 6
[240266] ['1/5', '7/6', '7/5', '8/3', '6'] -> 6 / (7/5 / (7/6 * 8/3) - 1/5)
[240267] ['4/9', '4/9', '5/9', '7/9', '7'] -> (7 + 4/9 + 5/9) / (7/9 - 4/9)
[240268] ['1/8', '4/7', '5/8', '5/2', '9'] -> (4/7 * (5/8 + 9) - 5/2) / 1/8
[240269] ['1/6', '4/7', '3/5', '9/4', '7'] -> (9/4 + 7 / 4/7) / 3/5 - 1/6
[240270] ['2/9', '1/3', '6/7', '1', '9/2'] -> (1 / 6/7 - (1/3 - 9/2)) / 2/9
[240271] ['6/5', '7/4', '7/4', '9/4', '9'] -> (7/4 + 7/4) / (6/5 / 9) - 9/4
[240272] ['6/5', '9/7', '8/5', '5/3', '5'] -> 9/7 * (6/5 + 8/5) * (5/3 + 5)
[240273] ['1/9', '1/5', '3/8', '7/6', '2'] -> 2 / (1/9 + 3/8) / (1/5 / 7/6)
[240274] ['7/9', '7/9', '3/2', '7/3', '6'] -> 7/9 / 7/9 + 6 * (3/2 + 7/3)
[240275] ['1/8', '4/7', '5/8', '8/3', '9'] -> 8/3 / (4/7 * (1/8 + 5/8 / 9))
[240276] ['2/9', '1/3', '7/8', '7/8', '1'] -> 1/3 / ((1 - 2/9) / 7/8 - 7/8)
[240277] ['6/7', '7/8', '7/8', '2', '9/4'] -> 6/7 * 7/8 / (2 - 7/8 * 9/4)
[240278] ['6/5', '7/4', '7/4', '7/3', '9'] -> 6/5 * (7/3 * 9 - 7/4 / 7/4)
[240279] ['4/9', '4/9', '5/9', '6/7', '7'] -> 7 * 4/9 * 6/7 / (5/9 - 4/9)
[240280] ['1/9', '1/5', '3/8', '5/4', '2'] -> (2 + 5/4 * 1/5 / 3/8) / 1/9
[240281] ['2/5', '4/9', '7/6', '6/5', '8'] -> 6/5 / 2/5 + 8 / (4/9 / 7/6)
[240282] ['4/9', '4/9', '5/9', '7/8', '7'] -> 7 / 7/8 / (4/9 + 4/9 - 5/9)
[240283] ['6/5', '9/7', '8/5', '9/4', '5'] -> 6/5 / (5 - 9/7 * (8/5 + 9/4))
[240284] ['1/4', '8/9', '7/6', '9/4', '3'] -> (7/6 * 9/4 + 3 / 8/9) / 1/4
[240285] ['2/9', '1/3', '7/8', '1', '8/7'] -> 1/3 / (8/7 * (1 - 2/9) - 7/8)
[240286] ['1/7', '8/9', '1', '3/2', '5/2'] -> 8/9 * ((3/2 + 5/2) / 1/7 - 1)
[240287] ['6/7', '7/8', '7/8', '2', '5/2'] -> 5/2 / (2 - (7/8 + 7/8 / 6/7))
[240288] ['1/5', '1/2', '8/9', '2', '5/2'] -> 8/9 * (2 + 5/2 / (1/5 * 1/2))
[240289] ['1/2', '6/7', '6/5', '7/5', '6'] -> 7/5 * 6 / (6/5 - 6/7) - 1/2
[240290] ['4/9', '4/9', '5/9', '8/9', '7'] -> (7 + 4/9 / 4/9) / (8/9 - 5/9)
[240291] ['1/5', '7/6', '8/5', '8/5', '6'] -> 8/5 * (7/6 * 6 + 8/5 / 1/5)
[240292] ['1/5', '1/2', '8/9', '2', '8/3'] -> 8/3 / (1/5 * 1/2) / (2 - 8/9)
[240293] ['1/2', '6/7', '6/5', '3/2', '6'] -> 3/2 * 6 / (6/7 - 1/2) - 6/5
[240294] ['1/7', '8/9', '1', '3/2', '8/3'] -> 8/9 * (8/3 / (1/7 / 3/2) - 1)
[240295] ['1/8', '4/7', '2/3', '5/6', '9'] -> (2/3 / 4/7 - 5/6) / (1/8 / 9)
[240296] ['1/4', '8/9', '7/6', '8/3', '3'] -> (8/3 + (8/9 + 3) / 7/6) / 1/4
[240297] ['1/8', '4/7', '2/3', '6/7', '9'] -> (6/7 - 2/3) * 9 / (1/8 * 4/7)
[240298] ['4/9', '4/9', '5/9', '7/6', '7'] -> 7 * 4/9 / 7/6 / (5/9 - 4/9)
[240299] ['1/7', '8/9', '1', '3/2', '7/2'] -> 8/9 * (1 + 3/2 + 7/2 / 1/7)
[240300] ['2/9', '1/3', '7/8', '1', '9/7'] -> 1 / (7/8 * (1/3 - 2/9 * 9/7))
[240301] ['1/6', '4/7', '5/8', '5/6', '7'] -> 4/7 / (5/6 / (5/8 * 7) - 1/6)
[240302] ['1/5', '7/6', '8/5', '9/4', '6'] -> 6 * (9/4 * 7/6 * 8/5 - 1/5)
[240303] ['8/7', '7/5', '7/5', '8/3', '8'] -> 8 / (8/7 * 7/5 + 7/5 - 8/3)
[240304] ['1/2', '6/7', '6/5', '5/3', '6'] -> (6 / (5/3 - 6/5) - 6/7) / 1/2
[240305] ['6/7', '7/8', '8/9', '8/9', '2'] -> 8/9 / 2 / (7/8 - 6/7) - 8/9
[240306] ['1/6', '4/7', '5/8', '6/7', '7'] -> 6/7 / (4/7 - 5/8 / (1/6 * 7))
[240307] ['2/5', '4/9', '7/6', '9/4', '8'] -> 8 * (9/4 / 2/5 - 7/6 / 4/9)
[240308] ['2/9', '1/3', '7/8', '1', '7/5'] -> 1 / (2/9 / 1/3 - 7/8 / 7/5)
[240309] ['1/9', '1/5', '3/8', '2', '9/4'] -> 2 / (1/5 / 3/8) + 9/4 / 1/9
[240310] ['6/5', '7/4', '7/3', '7/3', '9'] -> 7/3 * 9 / (7/3 - 7/4 / 6/5)
[240311] ['7/9', '7/9', '8/5', '7/3', '6'] -> 8/5 * (7/9 / 7/9 + 7/3 * 6)
[240312] ['1/4', '8/9', '6/5', '9/7', '3'] -> (8/9 + 3) * 9/7 / (1/4 / 6/5)
[240313] ['1/8', '4/7', '2/3', '9/8', '9'] -> 2/3 / (1/8 / 4/7) * (9 - 9/8)
[240314] ['1/5', '7/6', '5/3', '5/3', '6'] -> (1/5 + 7/6 * 6) * (5/3 + 5/3)
[240315] ['2/9', '1/3', '7/8', '1', '8/5'] -> 1/3 / (2/9 / 8/5 + 7/8 - 1)
[240316] ['7/9', '7/9', '8/5', '8/3', '6'] -> 8/5 * (8/3 * 6 - 7/9 / 7/9)
[240317] ['1/9', '1/5', '3/8', '2', '8/3'] -> 2 / (1/5 * (3/8 + 1/9 / 8/3))
[240318] ['6/5', '7/4', '7/3', '5/2', '9'] -> 9 * (5/2 / 6/5 - (7/4 - 7/3))
[240319] ['1/4', '8/9', '6/5', '7/5', '3'] -> 3 / (7/5 / 8/9 - (1/4 + 6/5))
[240320] ['1/7', '8/9', '1', '8/5', '5/3'] -> 8/5 / (1/7 * (1 - 8/9 / 5/3))
[240321] ['8/7', '7/5', '3/2', '9/4', '8'] -> (3/2 + 9/4) * (8 - 8/7 * 7/5)
[240322] ['4/9', '4/9', '5/9', '4/3', '7'] -> (7 + 4/9 + 5/9) / (4/9 / 4/3)
[240323] ['6/5', '9/7', '5/3', '7/4', '5'] -> 5 / (7/4 / (6/5 / 9/7) - 5/3)
[240324] ['7/9', '7/9', '8/5', '7/2', '6'] -> 8/5 * 6 * (7/2 - 7/9 / 7/9)
[240325] ['6/7', '7/8', '8/9', '8/7', '2'] -> 2 / (6/7 * (7/8 - 8/9 / 8/7))
[240326] ['2/9', '1/3', '7/8', '1', '9/5'] -> 1 / (7/8 - 1/3 / (2/9 * 9/5))
[240327] ['6/5', '9/7', '5/3', '9/4', '5'] -> 5 / (5/3 - 9/4 / (6/5 * 9/7))
[240328] ['1/8', '4/7', '2/3', '5/4', '9'] -> (5/4 - 2/3) * 9 / (1/8 / 4/7)
[240329] ['4/9', '4/9', '5/9', '3/2', '7'] -> (7 - (4/9 - 5/9)) / (4/9 / 3/2)
[240330] ['2/9', '1/3', '7/8', '1', '9/4'] -> 1 / (7/8 - (1/3 + 2/9 * 9/4))
[240331] ['1/5', '1/2', '9/8', '7/5', '2'] -> (7/5 + 2 / 1/2) / (1/5 * 9/8)
[240332] ['1/2', '6/7', '6/5', '8/3', '6'] -> 6/5 * 8/3 * (1/2 + 6 / 6/7)
[240333] ['1/4', '8/9', '6/5', '8/5', '3'] -> (6/5 + 3 + 8/5 / 8/9) / 1/4
[240334] ['6/5', '9/7', '5/3', '7/3', '5'] -> (5/3 + 5) * 7/3 * 6/5 * 9/7
[240335] ['6/7', '7/8', '8/9', '6/5', '2'] -> 2 / (6/7 - 7/8 * 8/9) - 6/5
[240336] ['1/7', '8/9', '1', '8/5', '9/4'] -> 8/5 * (1 + 9/4 / (1/7 / 8/9))
[240337] ['7/9', '7/9', '5/3', '9/5', '6'] -> 6 * (7/9 / 7/9 + 5/3 * 9/5)
[240338] ['2/9', '1/3', '7/8', '1', '5/2'] -> (5/2 + 1 / 2/9) / (1/3 * 7/8)
[240339] ['1/2', '6/7', '6/5', '7/2', '6'] -> 1/2 + 7/2 * (6 + 6/7 / 6/5)
[240340] ['1/9', '1/5', '2/5', '1/2', '2'] -> 2 / (1/9 / 2/5) / (1/2 - 1/5)
[240341] ['6/5', '9/7', '5/3', '7/2', '5'] -> 6/5 * 5/3 + 7/2 * (9/7 + 5)
[240342] ['1/8', '4/7', '2/3', '3/2', '9'] -> (3/2 - 2/3 / 4/7) / (1/8 / 9)
[240343] ['1/4', '8/9', '6/5', '5/3', '3'] -> 3 / 1/4 / (5/3 / 6/5 - 8/9)
[240344] ['1/6', '4/7', '5/8', '4/3', '7'] -> 7 / 4/7 + (5/8 + 4/3) / 1/6
[240345] ['7/9', '7/9', '7/4', '7/4', '6'] -> (7/4 + 7/9 * 7/4) / (7/9 / 6)
[240346] ['1/2', '6/7', '6/5', '9/2', '6'] -> 9/2 * (6 / (6/7 * 6/5) - 1/2)
[240347] ['6/7', '7/8', '8/9', '9/7', '2'] -> 6/7 / 9/7 / (2 * (8/9 - 7/8))
[240348] ['6/5', '9/7', '5/3', '9/2', '5'] -> 9/7 * 5 * (6/5 * 9/2 - 5/3)
[240349] ['2/5', '4/9', '6/5', '7/5', '8'] -> 6/5 / (2/5 * 8 - 7/5 / 4/9)
[240350] ['1/9', '1/5', '2/5', '4/7', '2'] -> 2 / (1/9 * (2/5 + 1/5 / 4/7))
[240351] ['1/6', '4/7', '5/8', '7/5', '7'] -> 7 / (1/6 + 4/7 - 5/8 / 7/5)
[240352] ['1/7', '8/9', '1', '8/5', '5/2'] -> 8/9 * (5/2 / (1/7 / 8/5) - 1)
[240353] ['1/2', '6/7', '5/4', '5/4', '6'] -> 6 / (6/7 * (1/2 + 5/4) - 5/4)
[240354] ['7/9', '7/9', '7/4', '9/5', '6'] -> 7/9 * 6 / (7/4 / 9/5 - 7/9)
[240355] ['6/5', '7/4', '7/2', '7/2', '9'] -> 6/5 / 7/4 * (7/2 + 7/2 * 9)
[240356] ['1/5', '1/2', '9/8', '2', '7/3'] -> 9/8 * (7/3 / (1/5 * 1/2) - 2)
[240357] ['6/5', '9/7', '7/4', '7/4', '5'] -> 6/5 * 5 * (7/4 + 9/7 * 7/4)
[240358] ['1/4', '8/9', '6/5', '9/4', '3'] -> (3 + 8/9 * 9/4) / (1/4 / 6/5)
[240359] ['1/2', '6/7', '5/4', '4/3', '6'] -> 1/2 * 6 / (5/4 / 6/7 - 4/3)
[240360] ['8/7', '7/5', '5/3', '9/2', '8'] -> 9/2 * (8 - 5/3 * 8/7 * 7/5)
[240361] ['7/9', '7/9', '7/4', '8/3', '6'] -> (8/3 + 7/9 / 7/4) / (7/9 / 6)
[240362] ['4/9', '4/9', '5/9', '8/3', '7'] -> (4/9 + 5/9 + 8/3 + 7) / 4/9
[240363] ['2/5', '4/9', '6/5', '5/2', '8'] -> 8 / 5/2 / (4/9 * 6/5 - 2/5)
[240364] ['6/5', '9/7', '7/4', '9/5', '5'] -> 7/4 * (5 * (6/5 + 9/5) - 9/7)
[240365] ['1/5', '7/6', '9/5', '9/5', '6'] -> 6 * (7/6 * (9/5 + 9/5) - 1/5)
[240366] ['6/5', '7/4', '9/2', '9/2', '9'] -> 9/2 / 6/5 + 9/2 + 7/4 * 9
[240367] ['1/4', '8/9', '6/5', '7/3', '3'] -> (7/3 + 8/9 * 3) / (1/4 / 6/5)
[240368] ['1/5', '1/2', '9/8', '2', '8/3'] -> 2 / 1/5 / (8/3 - 9/8 / 1/2)
[240369] ['1/2', '6/7', '5/4', '7/5', '6'] -> (6/7 + 6) * 7/5 / (1/2 / 5/4)
[240370] ['6/5', '9/7', '7/4', '9/4', '5'] -> 9/4 + (6/5 + 9/7) * 7/4 * 5
[240371] ['6/5', '9/5', '9/5', '9/4', '9'] -> 9/4 * (9 + (6/5 + 9/5) / 9/5)
[240372] ['1/4', '8/9', '6/5', '5/2', '3'] -> 8/9 * 5/2 * (3 / 1/4 - 6/5)
[240373] ['7/9', '7/9', '9/5', '9/4', '6'] -> 6 / (9/4 / 9/5 - 7/9 / 7/9)
[240374] ['1/6', '4/7', '5/8', '9/4', '7'] -> 4/7 * 7 * (9/4 + 5/8 / 1/6)
[240375] ['1/8', '4/7', '2/3', '5/2', '9'] -> (9 - 5/2 / 2/3) / (1/8 / 4/7)
[240376] ['1/7', '8/9', '1', '5/3', '5/3'] -> (1 + 5/3) / (1/7 * (5/3 - 8/9))
[240377] ['2/5', '4/9', '5/4', '5/4', '8'] -> 8 / (4/9 * (5/4 - 2/5 * 5/4))
[240378] ['2/9', '1/3', '8/9', '1', '9/4'] -> (9/4 / (2/9 / 8/9) - 1) / 1/3
[240379] ['1/9', '1/5', '2/5', '7/8', '2'] -> 1/5 / 1/9 / (7/8 - 2/5 * 2)
[240380] ['8/7', '7/5', '7/4', '5/2', '8'] -> 8/7 / (5/2 / 7/5 - 7/4) - 8
[240381] ['1/4', '8/9', '6/5', '3', '7/2'] -> 7/2 / (8/9 - 1/4 * 3) - 6/5
[240382] ['7/9', '7/9', '9/5', '7/3', '6'] -> 9/5 * 6 * (7/3 / 7/9 - 7/9)
[240383] ['6/5', '9/7', '7/4', '8/3', '5'] -> 5 * (8/3 * 9/7 * 7/4 - 6/5)
[240384] ['1/4', '8/9', '6/5', '3', '9/2'] -> (3 + 9/2 / 6/5) / (1/4 / 8/9)
[240385] ['6/5', '9/4', '9/4', '9/4', '9'] -> 9/4 * 9 + (9/4 + 9/4) / 6/5
[240386] ['4/9', '4/9', '4/7', '2/3', '7'] -> 7 * (4/9 + 4/7) / (4/9 * 2/3)
[240387] ['2/9', '1/3', '8/9', '1', '7/2'] -> 8/9 / 2/9 / (1/3 * 7/2 - 1)
[240388] ['1/8', '4/7', '2/3', '9/2', '9'] -> 4/7 * (2/3 * 9 + 9/2 / 1/8)
[240389] ['1/7', '8/9', '1', '5/3', '9/4'] -> 8/9 / 1/7 / (1 - 5/3 / 9/4)
[240390] ['1/6', '4/7', '5/8', '7/2', '7'] -> 7 / (5/8 - 7/2 * 1/6 * 4/7)
[240391] ['7/9', '7/9', '9/5', '8/3', '6'] -> 9/5 * 8/3 * (6 - 7/9 / 7/9)
[240392] ['1/5', '7/6', '9/4', '8/3', '6'] -> 8/3 / (7/6 / (6 - 9/4) - 1/5)
[240393] ['6/5', '9/4', '9/4', '7/3', '9'] -> 6/5 * (7/3 * 9 - 9/4 / 9/4)
[240394] ['2/5', '4/9', '5/4', '5/3', '8'] -> (2/5 * 5/3 + 5/4 * 8) / 4/9
[240395] ['1/2', '6/7', '5/4', '5/2', '6'] -> 6 * (5/2 + 6/7 * (1/2 + 5/4))
[240396] ['1/9', '1/5', '2/5', '9/7', '2'] -> (2 + 2/5 / (1/9 * 9/7)) / 1/5
[240397] ['1/8', '4/7', '5/7', '5/7', '9'] -> 5/7 * 9 / (5/7 + 1/8 - 4/7)
[240398] ['2/9', '1/3', '1', '9/8', '9/8'] -> 1/3 / (9/8 - (2/9 + 1 / 9/8))
[240399] ['8/7', '7/5', '9/5', '9/5', '8'] -> 7/5 * 8 * (8/7 + 9/5 / 9/5)
[240400] ['1/5', '1/2', '8/7', '9/7', '2'] -> 8/7 + (2 + 9/7 / 1/2) / 1/5
[240401] ['6/7', '7/8', '8/9', '2', '9/2'] -> 2 / 9/2 / (7/8 - 6/7) - 8/9
[240402] ['1/9', '1/5', '2/5', '7/5', '2'] -> 2 * (7/5 / 1/9 - (1/5 + 2/5))
[240403] ['1/5', '7/6', '7/3', '7/3', '6'] -> 7/3 * 6 + 7/3 / (1/5 * 7/6)
[240404] ['1/8', '4/7', '5/7', '7/9', '9'] -> 9 / (7/9 * (4/7 - 1/8 * 5/7))
[240405] ['2/9', '1/3', '1', '9/8', '7/6'] -> 1 / (1/3 - 7/6 * 2/9 * 9/8)
[240406] ['6/7', '7/8', '9/8', '9/8', '2'] -> 6/7 / (2 / 7/8 - (9/8 + 9/8))
[240407] ['1/7', '8/9', '1', '5/3', '7/2'] -> (1 + 5/3) / (8/9 / 7/2 - 1/7)
[240408] ['7/9', '7/9', '9/4', '9/4', '6'] -> 7/9 * 6 * (9/4 + 9/4 / 7/9)
[240409] ['1/4', '8/9', '5/4', '3/2', '3'] -> 3 * (5/4 + 3/2 / (1/4 * 8/9))
[240410] ['6/5', '9/4', '7/3', '7/2', '9'] -> 9 / (9/4 / 6/5 - 7/2 / 7/3)
[240411] ['8/7', '7/5', '9/5', '5/2', '8'] -> 8/7 * 5/2 * (8 - (7/5 - 9/5))
[240412] ['2/5', '4/9', '5/4', '7/3', '8'] -> 8 / 2/5 - (5/4 - 7/3 / 4/9)
[240413] ['1/9', '1/5', '2/5', '7/4', '2'] -> 2 / (1/9 * (2/5 + 1/5 * 7/4))
[240414] ['1/4', '8/9', '5/4', '8/5', '3'] -> (3 + 8/5 / 8/9) / (1/4 / 5/4)
[240415] ['4/9', '4/9', '4/7', '5/6', '7'] -> 4/7 * 7 / (4/9 / 4/9 - 5/6)
[240416] ['1/8', '4/7', '5/7', '5/6', '9'] -> (5/7 + 9) / (4/7 * (5/6 - 1/8))
[240417] ['6/7', '7/8', '9/8', '5/4', '2'] -> 5/4 * 2 / (9/8 - 7/8 / 6/7)
[240418] ['1/4', '8/9', '5/4', '5/3', '3'] -> (8/9 + 5/4) / (1/4 / 3) - 5/3
[240419] ['1/2', '6/7', '4/3', '7/5', '6'] -> 4/3 * 7/5 * (6/7 + 6 / 1/2)
[240420] ['6/5', '9/7', '9/5', '9/2', '5'] -> (5 + 9/5 / 9/7) / (6/5 / 9/2)
[240421] ['6/5', '9/4', '5/2', '8/3', '9'] -> (5/2 + 9 / 6/5) / (8/3 - 9/4)
[240422] ['7/9', '7/9', '9/4', '7/2', '6'] -> 6 / (7/2 - (9/4 + 7/9 / 7/9))
[240423] ['8/7', '7/5', '9/4', '9/4', '8'] -> 7/5 * 8 * (8/7 + 9/4 / 9/4)
[240424] ['4/9', '4/9', '4/7', '7/8', '7'] -> 7 / 7/8 / (4/9 / 4/7 - 4/9)
[240425] ['1/9', '1/5', '2/5', '2', '5/2'] -> 2 - 1/5 / 2/5 + 5/2 / 1/9
[240426] ['1/8', '4/7', '5/7', '7/8', '9'] -> 7/8 / 1/8 + (5/7 + 9) / 4/7
[240427] ['7/9', '7/9', '9/4', '9/2', '6'] -> 9/2 + 6 * (9/4 + 7/9 / 7/9)
[240428] ['6/5', '9/7', '9/4', '9/4', '5'] -> 6/5 * 5 * (9/4 + 9/4 / 9/7)
[240429] ['1/4', '8/9', '5/4', '9/5', '3'] -> 5/4 * 9/5 * 3 / (1/4 / 8/9)
[240430] ['1/5', '7/6', '7/2', '9/2', '6'] -> (7/2 / 1/5 + 9/2 + 6) / 7/6
[240431] ['1/7', '8/9', '1', '7/4', '9/4'] -> 8/9 * ((7/4 + 9/4) / 1/7 - 1)
[240432] ['4/9', '4/9', '4/7', '8/9', '7'] -> (4/9 + 7 * (4/7 + 8/9)) / 4/9
[240433] ['6/7', '7/8', '9/8', '7/5', '2'] -> 6/7 * 2 / (7/8 - 9/8 / 7/5)
[240434] ['7/9', '7/9', '7/3', '7/3', '6'] -> (7/3 * (7/3 + 6) - 7/9) / 7/9
[240435] ['1/8', '4/7', '5/7', '8/9', '9'] -> (5/7 / 1/8 + 8/9 * 9) / 4/7
[240436] ['1/2', '6/7', '4/3', '9/5', '6'] -> (6 / (9/5 - 4/3) - 6/7) / 1/2
[240437] ['7/9', '7/9', '7/3', '5/2', '6'] -> 6 * (5/2 + 7/3 / (7/9 + 7/9))
[240438] ['1/4', '8/9', '5/4', '5/2', '3'] -> (3 + 5/4 + 5/2) / (1/4 / 8/9)
[240439] ['4/9', '4/9', '4/7', '9/8', '7'] -> 4/9 * (7 / (4/7 - 4/9) - 9/8)
[240440] ['1/9', '1/5', '3/7', '3/7', '2'] -> 3/7 / 1/5 + (3/7 + 2) / 1/9
[240441] ['1/5', '1/2', '8/7', '2', '5/2'] -> (5/2 / 1/5 - 2) / (1/2 / 8/7)
[240442] ['1/8', '4/7', '5/7', '9/8', '9'] -> (5/7 / 1/8 + 9 / 9/8) / 4/7
[240443] ['6/5', '7/3', '7/3', '7/3', '9'] -> 6/5 * (7/3 * 9 - 7/3 / 7/3)
