[276714] ['(2-i)', '(3-6i)', '3', '(4+9i)'] -> ((2-i) + ((4+9i) * ((3-6i) / 3)))
[314330] ['(2-i)', '(4+7i)', '(5+2i)', '(8-6i)'] -> (((2-i) * (5+2i)) + ((4+7i) + (8-6i)))
[314342] ['(2-i)', '(4+7i)', '(5+3i)', '(7-8i)'] -> (((2-i) * (5+3i)) + ((4+7i) + (7-8i)))
[314344] ['(2-i)', '(4+7i)', '(5+3i)', '7'] -> (((2-i) * ((4+7i) + 7)) - (5+3i))
[314345] ['(2-i)', '(4+7i)', '(5+3i)', '(7+i)'] -> ((-6i + -4i) + ((3-2i) * (4+6i)))
[314351] ['(2-i)', '(4+7i)', '(5+3i)', '(8-i)'] -> (((2-i) * (8-i)) + ((4+7i) + (5+3i)))
[314366] ['(2-i)', '(4+7i)', '(5+4i)', '(7+2i)'] -> (((2-i) + (4+7i)) * ((7+2i) - (5+4i)))
[314388] ['(2-i)', '(4+7i)', '(5+5i)', '(7+3i)'] -> (((2-i) + (4+7i)) * ((7+3i) - (5+5i)))
[314404] ['(2-i)', '(4+7i)', '(5+6i)', '(7+4i)'] -> (((2-i) + (4+7i)) * ((7+4i) - (5+6i)))
[314412] ['(2-i)', '(4+7i)', '(5+6i)', '(9+5i)'] -> (((2-i) * (9+5i)) - ((4+7i) - (5+6i)))
[314420] ['(2-i)', '(4+7i)', '(5+7i)', '(7+5i)'] -> (((9-7i) + (9-3i)) / ((2-7i) / (6-6i)))
[314432] ['(2-i)', '(4+7i)', '(5+8i)', '(6+2i)'] -> (((2-i) * ((4+7i) + (6+2i))) - (5+8i))
[314446] ['(2-i)', '(4+7i)', '(5+8i)', '(7+6i)'] -> (((2-i) + (4+7i)) * ((7+6i) - (5+8i)))
[314450] ['(2-i)', '(4+7i)', '(5+8i)', '8'] -> (8 * ((5+8i) + ((2-i) - (4+7i))))
[314454] ['(2-i)', '(4+7i)', '(5+8i)', '(9-3i)'] -> (((2-i) * (9-3i)) + ((4+7i) + (5+8i)))
[314459] ['(2-i)', '(4+7i)', '(5+9i)', '(7+7i)'] -> (((2-i) + (4+7i)) * ((7+7i) - (5+9i)))
[314461] ['(2-i)', '(4+7i)', '(5+9i)', '(9-6i)'] -> (((2-i) * (5+9i)) - ((4+7i) - (9-6i)))
[314502] ['(2-i)', '(4+7i)', '(6-7i)', '(8-9i)'] -> (-3i * (((1+5i) * (3-i)) - (8+6i)))
[314515] ['(2-i)', '(4+7i)', '(6-6i)', '(8-8i)'] -> (((2-i) + (4+7i)) * ((8-8i) - (6-6i)))
[314524] ['(2-i)', '(4+7i)', '(6-6i)', '(8+8i)'] -> ((6-6i) * ((9-4i) - ((2-3i) + (5-3i))))
[314527] ['(2-i)', '(4+7i)', '(6-6i)', '(9+8i)'] -> ((6+6i) * (6 + ((2-7i) - (6-5i))))
[314533] ['(2-i)', '(4+7i)', '(6-5i)', '(6+2i)'] -> ((3+3i) * ((1+5i) + (-3i * (3+i))))
[314541] ['(2-i)', '(4+7i)', '(6-5i)', '(8-7i)'] -> (((2-i) + (4+7i)) * ((8-7i) - (6-5i)))
[314545] ['(2-i)', '(4+7i)', '(6-5i)', '(9-3i)'] -> (((2-i) * ((4+7i) + (9-3i))) - (6-5i))
[314553] ['(2-i)', '(4+7i)', '(6-4i)', '(8-6i)'] -> (((2-i) + (4+7i)) * ((8-6i) - (6-4i)))
[314565] ['(2-i)', '(4+7i)', '(6-3i)', '(8-5i)'] -> (((2-i) + (4+7i)) * ((8-5i) - (6-3i)))
[314575] ['(2-i)', '(4+7i)', '(6-2i)', '(7+8i)'] -> (((2-i) * (7+8i)) - ((4+7i) - (6-2i)))
[314577] ['(2-i)', '(4+7i)', '(6-2i)', '(8-4i)'] -> (((2-i) + (4+7i)) * ((8-4i) - (6-2i)))
[314588] ['(2-i)', '(4+7i)', '(6-i)', '(8-3i)'] -> (((2-i) + (4+7i)) * ((8-3i) - (6-i)))
[314591] ['(2-i)', '(4+7i)', '(6-i)', '(9+i)'] -> (((2-i) * (6-i)) + ((4+7i) + (9+i)))
[314593] ['(2-i)', '(4+7i)', '6', '(6+8i)'] -> (6 * ((6+8i) + ((2-i) - (4+7i))))
[314598] ['(2-i)', '(4+7i)', '6', '(8-2i)'] -> (((2-i) + (4+7i)) * ((8-2i) - 6))
[314605] ['(2-i)', '(4+7i)', '(6+i)', '(6+6i)'] -> (((6+i) - (4+7i)) / ((2-i) / (6+6i)))
[314606] ['(2-i)', '(4+7i)', '(6+i)', '(7-3i)'] -> (((2-i) * (6+i)) + ((4+7i) + (7-3i)))
[314608] ['(2-i)', '(4+7i)', '(6+i)', '(7+7i)'] -> (((5-3i) * ((6+i) - (2-3i))) - (8+8i))
[314611] ['(2-i)', '(4+7i)', '(6+i)', '(8-i)'] -> (((2-i) + (4+7i)) * ((8-i) - (6+i)))
[314616] ['(2-i)', '(4+7i)', '(6+2i)', '8'] -> ((-3i * (1+5i)) + ((3+5i) + (6-2i)))
[314621] ['(2-i)', '(4+7i)', '(6+3i)', '(8+i)'] -> (((2-i) + (4+7i)) * ((8+i) - (6+3i)))
[314623] ['(2-i)', '(4+7i)', '(6+3i)', '(8+6i)'] -> (((2-i) * (8+6i)) - ((4+7i) - (6+3i)))
[314627] ['(2-i)', '(4+7i)', '(6+3i)', '(9+6i)'] -> ((6+3i) * ((2-i) + ((9+6i) / (4+7i))))
[314634] ['(2-i)', '(4+7i)', '(6+4i)', '(8+2i)'] -> (((2-i) + (4+7i)) * ((8+2i) - (6+4i)))
[314637] ['(2-i)', '(4+7i)', '(6+4i)', '(9+2i)'] -> (((1-3i) * (4+7i)) + ((4+8i) - (5+3i)))
[314642] ['(2-i)', '(4+7i)', '(6+5i)', '(7+i)'] -> (((2-i) * ((4+7i) + (7+i))) - (6+5i))
[314646] ['(2-i)', '(4+7i)', '(6+5i)', '(8-2i)'] -> (((2-i) * (8-2i)) + ((4+7i) + (6+5i)))
[314648] ['(2-i)', '(4+7i)', '(6+5i)', '(8+3i)'] -> (((2-i) + (4+7i)) * ((8+3i) - (6+5i)))
[314661] ['(2-i)', '(4+7i)', '(6+7i)', '(8+5i)'] -> (((2-i) + (4+7i)) * ((8+5i) - (6+7i)))
[314663] ['(2-i)', '(4+7i)', '(6+7i)', '(9-i)'] -> ((-6i - -4i) * ((4+5i) - (4-7i)))
[314667] ['(2-i)', '(4+7i)', '(6+8i)', '(8-3i)'] -> (((2-i) * (6+8i)) - ((4+7i) - (8-3i)))
[314669] ['(2-i)', '(4+7i)', '(6+8i)', '(8+6i)'] -> ((-3i * (1+5i)) + ((3+8i) + (6-5i)))
[314672] ['(2-i)', '(4+7i)', '(6+8i)', '(9+4i)'] -> (((2-i) * (9+4i)) - ((4+7i) - (6+8i)))
[314673] ['(2-i)', '(4+7i)', '(6+9i)', '(7-5i)'] -> (((2-i) * (6+9i)) - ((4+7i) - (7-5i)))
[314676] ['(2-i)', '(4+7i)', '(6+9i)', '(8+7i)'] -> (((2-i) + (4+7i)) * ((8+7i) - (6+9i)))
[314693] ['(2-i)', '(4+7i)', '(7-7i)', '(9-9i)'] -> (((2-i) + (4+7i)) * ((9-9i) - (7-7i)))
[314696] ['(2-i)', '(4+7i)', '(7-6i)', '(9-8i)'] -> (((2-i) + (4+7i)) * ((9-8i) - (7-6i)))
[314700] ['(2-i)', '(4+7i)', '(7-5i)', '(9-7i)'] -> (((2-i) + (4+7i)) * ((9-7i) - (7-5i)))
[314706] ['(2-i)', '(4+7i)', '(7-4i)', '(9-6i)'] -> ((-6i - -4i) * ((4+9i) - (4-3i)))
[314711] ['(2-i)', '(4+7i)', '(7-3i)', '(9-5i)'] -> (((2-i) + (4+7i)) * ((9-5i) - (7-3i)))
[314712] ['(2-i)', '(4+7i)', '(7-3i)', '(9-2i)'] -> (((2-i) * ((4+7i) + (9-2i))) - (7-3i))
[314715] ['(2-i)', '(4+7i)', '(7-3i)', '(9+6i)'] -> (((2-i) * (7-3i)) + ((4+7i) + (9+6i)))
[314719] ['(2-i)', '(4+7i)', '(7-2i)', '(8+4i)'] -> (((2-i) * (7-2i)) + ((4+7i) + (8+4i)))
[314722] ['(2-i)', '(4+7i)', '(7-2i)', '(9-4i)'] -> (((2-i) + (4+7i)) * ((9-4i) - (7-2i)))
[314725] ['(2-i)', '(4+7i)', '(7-i)', '(7+2i)'] -> (((4-2i) - (4-2i)) - (-6i * -4i))
[314734] ['(2-i)', '(4+7i)', '(7-i)', '(9-3i)'] -> (((2-i) + (4+7i)) * ((9-3i) - (7-i)))
[314737] ['(2-i)', '(4+7i)', '7', '(7+7i)'] -> (((2-i) * (7+7i)) - ((4+7i) - 7))
[314748] ['(2-i)', '(4+7i)', '(7+i)', '(9-i)'] -> ((-3i * (1+5i)) / ((4-6i) / (8-8i)))
[314756] ['(2-i)', '(4+7i)', '(7+2i)', '(7+7i)'] -> (((2-i) * ((4+7i) + (7+2i))) - (7+7i))
[314758] ['(2-i)', '(4+7i)', '(7+2i)', '8'] -> (((2-i) * ((4+7i) + 8)) - (7+2i))
[314761] ['(2-i)', '(4+7i)', '(7+2i)', '9'] -> (((2-i) + (4+7i)) * (9 - (7+2i)))
[314768] ['(2-i)', '(4+7i)', '(7+3i)', '(8+9i)'] -> (((2-i) * ((4+7i) + (7+3i))) - (8+9i))
[314773] ['(2-i)', '(4+7i)', '(7+3i)', '(9+i)'] -> (((2-i) + (4+7i)) * ((9+i) - (7+3i)))
[314783] ['(2-i)', '(4+7i)', '(7+4i)', '(9+2i)'] -> (((2-i) + (4+7i)) * ((9+2i) - (7+4i)))
[314790] ['(2-i)', '(4+7i)', '(7+5i)', '(8+5i)'] -> (((2-i) * (8+5i)) - ((4+7i) - (7+5i)))
[314796] ['(2-i)', '(4+7i)', '(7+5i)', '(9+3i)'] -> (((2-i) + (4+7i)) * ((9+3i) - (7+5i)))
[314797] ['(2-i)', '(4+7i)', '(7+5i)', '(9+4i)'] -> (((2-i) * (7+5i)) - ((4+7i) - (9+4i)))
[314804] ['(2-i)', '(4+7i)', '(7+6i)', '(9+4i)'] -> (((9-8i) * ((8-4i) - (6-5i))) - (2-7i))
[314805] ['(2-i)', '(4+7i)', '(7+7i)', '(8-3i)'] -> (((1-3i) * (4+7i)) + (5 - (6-5i)))
[314811] ['(2-i)', '(4+7i)', '(7+7i)', '(9+5i)'] -> (((2-i) + (4+7i)) * ((9+5i) - (7+7i)))
[314819] ['(2-i)', '(4+7i)', '(7+8i)', '(9+6i)'] -> (((2-i) + (4+7i)) * ((9+6i) - (7+8i)))
[314823] ['(2-i)', '(4+7i)', '(7+9i)', '(9+7i)'] -> (((2-i) + (4+7i)) * ((9+7i) - (7+9i)))
[314853] ['(2-i)', '(4+7i)', '(8-4i)', '(8+9i)'] -> (((2-i) * (8-4i)) + ((4+7i) + (8+9i)))
[314864] ['(2-i)', '(4+7i)', '(8-i)', '(9-i)'] -> (((2-i) * ((4+7i) + (9-i))) - (8-i))
[314868] ['(2-i)', '(4+7i)', '8', '(9+6i)'] -> (8 * ((9+6i) - ((2-i) + (4+7i))))
[314870] ['(2-i)', '(4+7i)', '(8+i)', '(8+4i)'] -> (((2-3i) - (8-3i)) * ((5-3i) - (9-3i)))
[314873] ['(2-i)', '(4+7i)', '(8+i)', '(9+4i)'] -> ((2-i) * ((9+4i) + ((4+7i) / (8+i))))
[314884] ['(2-i)', '(4+7i)', '(8+2i)', '(9+6i)'] -> (((2-i) * ((4+7i) + (8+2i))) - (9+6i))
[314887] ['(2-i)', '(4+7i)', '(8+3i)', '(9+3i)'] -> (((8+3i) - (4+7i)) / ((2-i) / (9+3i)))
[314888] ['(2-i)', '(4+7i)', '(8+3i)', '(9+9i)'] -> (((2-i) * (8+3i)) - ((4+7i) - (9+9i)))
[314891] ['(2-i)', '(4+7i)', '(8+4i)', '(8+7i)'] -> (((2-i) * (8+4i)) - ((4+7i) - (8+7i)))
[314911] ['(2-i)', '(4+7i)', '(9-9i)', '(9+3i)'] -> (((2-i) + (4+7i)) + ((9-9i) + (9+3i)))
[314914] ['(2-i)', '(4+7i)', '(9-8i)', '(9+2i)'] -> (((1-3i) * (4+7i)) + ((5+7i) - (6+2i)))
[314917] ['(2-i)', '(4+7i)', '(9-7i)', '(9+i)'] -> (((2-i) + (4+7i)) + ((9-7i) + (9+i)))
[314920] ['(2-i)', '(4+7i)', '(9-6i)', '9'] -> (((2-i) + (4+7i)) + ((9-6i) + 9))
[314922] ['(2-i)', '(4+7i)', '(9-5i)', '(9-i)'] -> (((2-i) + (4+7i)) + ((9-5i) + (9-i)))
[314924] ['(2-i)', '(4+7i)', '(9-4i)', '(9-2i)'] -> (((2-i) + (4+7i)) + ((9-4i) + (9-2i)))
[314928] ['(2-i)', '(4+7i)', '(9-3i)', '(9-3i)'] -> (((2-i) + (4+7i)) + ((9-3i) + (9-3i)))
[314932] ['(2-i)', '(4+7i)', '9', '(9+i)'] -> ((4-4i) * ((8+5i) - ((1-6i) + (4+8i))))
[314939] ['(2-i)', '(4+7i)', '(9+6i)', '(9+9i)'] -> ((9+9i) * ((2-i) - ((4+7i) / (9+6i))))
[314952] ['(2-i)', '(4+8i)', '(4+9i)', '(6+6i)'] -> (((2-7i) * (7 - (6-4i))) - (6+i))
[314960] ['(2-i)', '(4+8i)', '(5-9i)', '(5-5i)'] -> ((4+8i) * ((5-5i) - ((5-9i) / (2-i))))
[314961] ['(2-i)', '(4+8i)', '(5-9i)', '(5-3i)'] -> (((5-9i) - (5-3i)) / ((2-i) / (4+8i)))
[314972] ['(2-i)', '(4+8i)', '(5-8i)', '(5-2i)'] -> (((5-8i) - (5-2i)) / ((2-i) / (4+8i)))
[314974] ['(2-i)', '(4+8i)', '(5-8i)', '(6+3i)'] -> (((2-i) * (6+3i)) + ((4+8i) + (5-8i)))
[314975] ['(2-i)', '(4+8i)', '(5-8i)', '(6+9i)'] -> ((6+9i) + ((2-i) * ((4+8i) + (5-8i))))
[314985] ['(2-i)', '(4+8i)', '(5-7i)', '(5-i)'] -> (((5-7i) - (5-i)) / ((2-i) / (4+8i)))
[314986] ['(2-i)', '(4+8i)', '(5-7i)', '(5+7i)'] -> ((5+7i) + ((2-i) * ((4+8i) + (5-7i))))
[314987] ['(2-i)', '(4+8i)', '(5-7i)', '(6+2i)'] -> (((4+8i) + ((5-7i) * (6+2i))) / (2-i))
[314990] ['(2-i)', '(4+8i)', '(5-7i)', '(9-5i)'] -> (((2-i) * ((4+8i) + (9-5i))) - (5-7i))
[314995] ['(2-i)', '(4+8i)', '(5-6i)', '5'] -> ((4-4i) * ((9-9i) - ((1-6i) + (5-6i))))
[315009] ['(2-i)', '(4+8i)', '(5-5i)', '(5+i)'] -> (((5-5i) - (5+i)) / ((2-i) / (4+8i)))
[315017] ['(2-i)', '(4+8i)', '(5-4i)', '(5+2i)'] -> (((2-9i) - (1-8i)) * ((6+3i) + (6+9i)))
[315022] ['(2-i)', '(4+8i)', '(5-4i)', '(6-7i)'] -> ((4+8i) * ((5-4i) - ((6-7i) / (2-i))))
[315030] ['(2-i)', '(4+8i)', '(5-3i)', '(5+3i)'] -> (-6i * ((5+7i) + (-4i - (5-i))))
[315035] ['(2-i)', '(4+8i)', '(5-3i)', '(7-5i)'] -> ((4+8i) * ((5-3i) - ((7-5i) / (2-i))))
[315037] ['(2-i)', '(4+8i)', '(5-3i)', '(7+i)'] -> (((1-6i) - (5-2i)) * ((4-4i) - (7-7i)))
[315039] ['(2-i)', '(4+8i)', '(5-3i)', '(7+9i)'] -> (((2-i) * (7+9i)) - ((4+8i) - (5-3i)))
[315047] ['(2-i)', '(4+8i)', '(5-2i)', '(5+4i)'] -> (((5-2i) - (5+4i)) / ((2-i) / (4+8i)))
[315053] ['(2-i)', '(4+8i)', '(5-2i)', '(8-4i)'] -> ((4+8i) + ((8-4i) / ((2-i) / (5-2i))))
[315059] ['(2-i)', '(4+8i)', '(5-i)', '(5+5i)'] -> (((5-i) - (5+5i)) / ((2-i) / (4+8i)))
[315067] ['(2-i)', '(4+8i)', '(5-i)', '(9-i)'] -> ((-6i * -4i) * ((5+2i) - (6+2i)))
[315072] ['(2-i)', '(4+8i)', '5', '(5+6i)'] -> ((5 - (5+6i)) / ((2-i) / (4+8i)))
[315073] ['(2-i)', '(4+8i)', '5', '(6-6i)'] -> (((4+8i) * (6-6i)) / (5 - (2-i)))
[315083] ['(2-i)', '(4+8i)', '(5+i)', '(5+7i)'] -> (((5+i) - (5+7i)) / ((2-i) / (4+8i)))
[315090] ['(2-i)', '(4+8i)', '(5+i)', '(9-5i)'] -> (((2-i) * (5+i)) + ((4+8i) + (9-5i)))
[315092] ['(2-i)', '(4+8i)', '(5+2i)', '(5+8i)'] -> (((5+5i) - (5+5i)) - (-6i * -4i))
[315099] ['(2-i)', '(4+8i)', '(5+2i)', '(8-7i)'] -> (((2-i) * (5+2i)) + ((4+8i) + (8-7i)))
[315100] ['(2-i)', '(4+8i)', '(5+2i)', '(8-i)'] -> (((2-i) * (8-i)) + ((4+8i) + (5+2i)))
[315101] ['(2-i)', '(4+8i)', '(5+2i)', '(8+7i)'] -> (8 * ((7+3i) + ((2-7i) - (6-4i))))
[315106] ['(2-i)', '(4+8i)', '(5+3i)', '(5+9i)'] -> (((5+3i) - (5+9i)) / ((2-i) / (4+8i)))
[315109] ['(2-i)', '(4+8i)', '(5+3i)', '(7-9i)'] -> (((2-i) * (5+3i)) + ((4+8i) + (7-9i)))
[315110] ['(2-i)', '(4+8i)', '(5+3i)', '(7-i)'] -> (((2-i) * ((4+8i) + (7-i))) - (5+3i))
[315136] ['(2-i)', '(4+8i)', '(5+7i)', '(9-3i)'] -> (((2-i) * (9-3i)) + ((4+8i) + (5+7i)))
[315139] ['(2-i)', '(4+8i)', '(5+7i)', '(9+5i)'] -> (((2-i) * (9+5i)) - ((4+8i) - (5+7i)))
[315140] ['(2-i)', '(4+8i)', '(5+8i)', '(6+i)'] -> (((2-i) * ((4+8i) + (6+i))) - (5+8i))
[315150] ['(2-i)', '(4+8i)', '(5+9i)', '8'] -> (8 * ((5+9i) + ((2-i) - (4+8i))))
[315152] ['(2-i)', '(4+8i)', '(5+9i)', '(9-5i)'] -> (((2-i) * (5+9i)) - ((4+8i) - (9-5i)))
[315157] ['(2-i)', '(4+8i)', '(6-9i)', '(6-3i)'] -> (((6-9i) - (6-3i)) / ((2-i) / (4+8i)))
[315167] ['(2-i)', '(4+8i)', '(6-8i)', '(6-2i)'] -> (((6-8i) - (6-2i)) / ((2-i) / (4+8i)))
[315181] ['(2-i)', '(4+8i)', '(6-7i)', '(6-i)'] -> (((1-6i) - 7) * ((4-4i) - (6-6i)))
[315192] ['(2-i)', '(4+8i)', '(6-6i)', '6'] -> (((6-6i) - 6) / ((2-i) / (4+8i)))
[315194] ['(2-i)', '(4+8i)', '(6-6i)', '(6+2i)'] -> (((2-i) * (6+2i)) + ((4+8i) + (6-6i)))
[315196] ['(2-i)', '(4+8i)', '(6-6i)', '(7-i)'] -> (((2-i) * (4+8i)) * ((6-6i) / (7-i)))
[315200] ['(2-i)', '(4+8i)', '(6-6i)', '(8+9i)'] -> ((6-6i) * ((8+9i) - ((2-i) + (4+8i))))
[315202] ['(2-i)', '(4+8i)', '(6-5i)', '(6+i)'] -> (((1-3i) * (4+7i)) + ((7+5i) - 8))
[315211] ['(2-i)', '(4+8i)', '(6-5i)', '(9-4i)'] -> (((2-i) * ((4+8i) + (9-4i))) - (6-5i))
[315215] ['(2-i)', '(4+8i)', '(6-4i)', '(6+2i)'] -> (((6-4i) - (6+2i)) / ((2-i) / (4+8i)))
[315221] ['(2-i)', '(4+8i)', '(6-4i)', '(8-8i)'] -> ((4+8i) * ((6-4i) - ((8-8i) / (2-i))))
[315233] ['(2-i)', '(4+8i)', '(6-3i)', '(6+3i)'] -> (((6-3i) - (6+3i)) / ((2-i) / (4+8i)))
[315239] ['(2-i)', '(4+8i)', '(6-3i)', '(9-6i)'] -> ((4+8i) * ((6-3i) - ((9-6i) / (2-i))))
[315243] ['(2-i)', '(4+8i)', '(6-3i)', '(9+6i)'] -> ((4+8i) * ((2-i) - ((9+6i) / (6-3i))))
[315245] ['(2-i)', '(4+8i)', '(6-2i)', '(6+4i)'] -> (-3i - ((9-7i) / ((1+5i) / (6-9i))))
[315252] ['(2-i)', '(4+8i)', '(6-i)', '(6+5i)'] -> (((5-8i) * (6-3i)) - (-9i * (7-2i)))
[315255] ['(2-i)', '(4+8i)', '(6-i)', '7'] -> (((2-i) * 7) + ((4+8i) + (6-i)))
[315256] ['(2-i)', '(4+8i)', '(6-i)', '(7+2i)'] -> (((7+2i) * ((6-i) - (2-i))) - (4+8i))
[315257] ['(2-i)', '(4+8i)', '(6-i)', '(7+8i)'] -> (((2-i) * (7+8i)) - ((4+8i) - (6-i)))
[315259] ['(2-i)', '(4+8i)', '(6-i)', '(8-4i)'] -> (((4+8i) + ((6-i) * (8-4i))) / (2-i))
[315261] ['(2-i)', '(4+8i)', '(6-i)', '9'] -> (((2-i) * (6-i)) + ((4+8i) + 9))
[315264] ['(2-i)', '(4+8i)', '6', '(6+6i)'] -> ((6 - (6+6i)) / ((2-i) / (4+8i)))
[315265] ['(2-i)', '(4+8i)', '6', '(6+9i)'] -> (6 * ((6+9i) + ((2-i) - (4+8i))))
[315280] ['(2-i)', '(4+8i)', '(6+i)', '(6+7i)'] -> (((6+i) - (6+7i)) / ((2-i) / (4+8i)))
[315281] ['(2-i)', '(4+8i)', '(6+i)', '(7-4i)'] -> (((2-i) * (6+i)) + ((4+8i) + (7-4i)))
[315283] ['(2-i)', '(4+8i)', '(6+i)', '(7+8i)'] -> (((2-7i) - (6-3i)) * ((6+i) - (9-2i)))
[315285] ['(2-i)', '(4+8i)', '(6+i)', '(8-4i)'] -> ((((6+i) * (8-4i)) - (4+8i)) / (2-i))
[315294] ['(2-i)', '(4+8i)', '(6+2i)', '(6+6i)'] -> (((6+2i) - (4+8i)) / ((2-i) / (6+6i)))
[315295] ['(2-i)', '(4+8i)', '(6+2i)', '(6+8i)'] -> (((6+2i) - (6+8i)) / ((2-i) / (4+8i)))
[315297] ['(2-i)', '(4+8i)', '(6+2i)', '(7-5i)'] -> ((((6+2i) * (7-5i)) - (4+8i)) / (2-i))
[315300] ['(2-i)', '(4+8i)', '(6+2i)', '8'] -> (8 * ((2-i) + ((4+8i) / (6+2i))))
[315303] ['(2-i)', '(4+8i)', '(6+2i)', '(9-5i)'] -> ((5-2i) + ((8-3i) / ((2-3i) / (7-4i))))
[315306] ['(2-i)', '(4+8i)', '(6+3i)', '(6+9i)'] -> (((6+3i) - (6+9i)) / ((2-i) / (4+8i)))
[315314] ['(2-i)', '(4+8i)', '(6+4i)', '(8-2i)'] -> (((2-i) * (8-2i)) + ((4+8i) + (6+4i)))
[315316] ['(2-i)', '(4+8i)', '(6+4i)', '(8+6i)'] -> (((2-i) * (8+6i)) - ((4+8i) - (6+4i)))
[315321] ['(2-i)', '(4+8i)', '(6+5i)', '7'] -> (((2-i) * ((4+8i) + 7)) - (6+5i))
[315333] ['(2-i)', '(4+8i)', '(6+6i)', '(8+8i)'] -> (((2-i) / (4+8i)) * ((6+6i) * (8+8i)))
[315340] ['(2-i)', '(4+8i)', '(6+7i)', '9'] -> (((2-i) * (6+7i)) - ((4+8i) - 9))
[315344] ['(2-i)', '(4+8i)', '(6+8i)', '(8-2i)'] -> (((2-i) * (6+8i)) - ((4+8i) - (8-2i)))
[315350] ['(2-i)', '(4+8i)', '(6+9i)', '(7-4i)'] -> (((2-i) * (6+9i)) - ((4+8i) - (7-4i)))
[315354] ['(2-i)', '(4+8i)', '(6+9i)', '(9+4i)'] -> (((2-i) * (9+4i)) - ((4+8i) - (6+9i)))
[315358] ['(2-i)', '(4+8i)', '(7-9i)', '(7-3i)'] -> ((-6i - -4i) * ((7+9i) - (7-3i)))
[315368] ['(2-i)', '(4+8i)', '(7-8i)', '(7-2i)'] -> ((8-2i) - ((1-8i) * ((2-8i) - (2-6i))))
[315376] ['(2-i)', '(4+8i)', '(7-7i)', '(7-i)'] -> (((7-7i) - (7-i)) / ((2-i) / (4+8i)))
[315389] ['(2-i)', '(4+8i)', '(7-6i)', '7'] -> (((7-6i) - 7) / ((2-i) / (4+8i)))
[315396] ['(2-i)', '(4+8i)', '(7-5i)', '(7+i)'] -> (((7-5i) - (7+i)) / ((2-i) / (4+8i)))
[315404] ['(2-i)', '(4+8i)', '(7-4i)', '(7+2i)'] -> (((7-4i) - (7+2i)) / ((2-i) / (4+8i)))
[315409] ['(2-i)', '(4+8i)', '(7-3i)', '(7+3i)'] -> ((4-4i) * ((9+9i) + ((1-6i) - 7)))
[315412] ['(2-i)', '(4+8i)', '(7-3i)', '(9-3i)'] -> (((2-i) * ((4+8i) + (9-3i))) - (7-3i))
[315413] ['(2-i)', '(4+8i)', '(7-3i)', '(9+5i)'] -> (((2-i) * (7-3i)) + ((4+8i) + (9+5i)))
[315414] ['(2-i)', '(4+8i)', '(7-2i)', '(7+4i)'] -> (((7-2i) - (7+4i)) / ((2-i) / (4+8i)))
[315418] ['(2-i)', '(4+8i)', '(7-2i)', '(8+3i)'] -> (((2-i) * (7-2i)) + ((4+8i) + (8+3i)))
[315421] ['(2-i)', '(4+8i)', '(7-i)', '(7+i)'] -> (((2-i) * (7-i)) + ((4+8i) + (7+i)))
[315423] ['(2-i)', '(4+8i)', '(7-i)', '(7+5i)'] -> (((7-i) - (7+5i)) / ((2-i) / (4+8i)))
[315425] ['(2-i)', '(4+8i)', '(7-i)', '(7+9i)'] -> ((4+8i) * ((2-i) - ((7+9i) / (7-i))))
[315430] ['(2-i)', '(4+8i)', '7', '(7+6i)'] -> ((7 - (7+6i)) / ((2-i) / (4+8i)))
[315440] ['(2-i)', '(4+8i)', '(7+2i)', '(7+8i)'] -> (((7+2i) - (7+8i)) / ((2-i) / (4+8i)))
[315443] ['(2-i)', '(4+8i)', '(7+2i)', '(8-4i)'] -> (((8-4i) / ((2-i) / (7+2i))) - (4+8i))
[315444] ['(2-i)', '(4+8i)', '(7+2i)', '(8-i)'] -> (((2-i) * ((4+8i) + (8-i))) - (7+2i))
[315448] ['(2-i)', '(4+8i)', '(7+2i)', '(8+9i)'] -> (-3i * ((8+6i) - ((1+5i) + (7-7i))))
[315457] ['(2-i)', '(4+8i)', '(7+3i)', '(7+9i)'] -> (((7+3i) - (7+9i)) / ((2-i) / (4+8i)))
[315487] ['(2-i)', '(4+8i)', '(7+5i)', '(9+5i)'] -> (((7+2i) * ((5-3i) - (1-3i))) - (4+8i))
[315490] ['(2-i)', '(4+8i)', '(7+6i)', '(8-3i)'] -> (-6i * ((8+7i) + (-4i - (8-i))))
[315493] ['(2-i)', '(4+8i)', '(7+6i)', '(8+3i)'] -> (((2-i) * (7+6i)) - ((4+8i) - (8+3i)))
[315494] ['(2-i)', '(4+8i)', '(7+6i)', '(8+5i)'] -> (((2-i) * (8+5i)) - ((4+8i) - (7+6i)))
[315507] ['(2-i)', '(4+8i)', '(8-9i)', '(8-3i)'] -> (((8-9i) - (8-3i)) / ((2-i) / (4+8i)))
[315514] ['(2-i)', '(4+8i)', '(8-8i)', '(8-2i)'] -> (((8-8i) - (8-2i)) / ((2-i) / (4+8i)))
[315516] ['(2-i)', '(4+8i)', '(8-7i)', '(8-i)'] -> (((8-7i) - (8-i)) / ((2-i) / (4+8i)))
[315521] ['(2-i)', '(4+8i)', '(8-6i)', '8'] -> (((8-6i) - 8) / ((2-i) / (4+8i)))
[315529] ['(2-i)', '(4+8i)', '(8-5i)', '(8+i)'] -> (((8-5i) - (8+i)) / ((2-i) / (4+8i)))
