[1] ['1/9', '1/9', '1/6', '3'] -> ((1/9 / 1/9) + 3) / 1/6
[1104] ['1/3', '1/3', '5/3', '3'] -> ((5/3 / 1/3) + 3) / 1/3
[1105] ['1/3', '1/3', '5/3', '5'] -> ((5 * 5/3) - 1/3) / 1/3
[1106] ['1/3', '1/3', '7/4', '6'] -> 6 / ((1/3 * 7/4) - 1/3)
[1107] ['2/7', '9/4', '5/2', '5'] -> ((5 + 5/2) / 2/7) - 9/4
[1108] ['2/7', '9/4', '3', '9/2'] -> ((3 + 9/2) / 2/7) - 9/4
[1109] ['2/7', '9/4', '7/2', '4'] -> ((4 + 7/2) / 2/7) - 9/4
[1110] ['2/7', '9/4', '9/2', '7'] -> (7 / 2/7) - (9/4 / 9/2)
[1111] ['1/9', '2/3', '7/9', '2'] -> ((2 / 1/9) + 2/3) / 7/9
[1112] ['2/7', '7/3', '7/3', '8'] -> ((2/7 * 7/3) + 7/3) * 8
[1113] ['2/7', '7/3', '7/3', '9'] -> ((2/7 + 9) * 7/3) + 7/3
[1114] ['2/7', '7/3', '5/2', '4'] -> ((4 * 5/2) + 2/7) * 7/3
[1115] ['2/7', '7/3', '8/3', '8'] -> (8 - (8/3 / 7/3)) / 2/7
[1116] ['2/7', '7/3', '9/2', '6'] -> (6 - (2/7 * 7/3)) * 9/2
[1117] ['2/7', '7/3', '9/2', '9'] -> ((2/7 * 9/2) + 9) * 7/3
[1118] ['1/9', '2/3', '7/9', '9'] -> ((7/9 / 1/9) + 9) / 2/3
[1119] ['2/7', '5/2', '3', '7/2'] -> ((5/2 + 7/2) / 2/7) + 3
[1120] ['2/7', '5/2', '7/2', '7'] -> ((2/7 + 7/2) * 7) - 5/2
[1121] ['2/7', '5/2', '9/2', '7'] -> ((2/7 + 5/2) * 7) + 9/2
[1122] ['2/7', '8/3', '8/3', '7'] -> ((2/7 * 8/3) + 8/3) * 7
[1123] ['2/7', '8/3', '7/2', '8'] -> ((2/7 * 7/2) + 8) * 8/3
[1124] ['2/7', '8/3', '4', '9/2'] -> ((8/3 / 2/7) - 4) * 9/2
[1125] ['2/7', '7/2', '4', '9/2'] -> ((7/2 + 9/2) / 2/7) - 4
[1126] ['2/7', '6/5', '9/5', '9'] -> ((9 - 9/5) / 2/7) - 6/5
[1127] ['2/7', '6/5', '5/2', '5'] -> ((5 / 2/7) + 5/2) * 6/5
[1128] ['2/7', '6/5', '5/2', '6'] -> (5/2 * 6/5) + (6 / 2/7)
[1129] ['2/7', '6/5', '9/2', '7'] -> ((7 / 2/7) - 9/2) * 6/5
[1130] ['2/7', '5/4', '3/2', '5'] -> ((3/2 + 5) / 2/7) + 5/4
[1131] ['2/7', '5/4', '3/2', '6'] -> ((3/2 / 2/7) - 5/4) * 6
[1132] ['2/7', '5/4', '3/2', '9'] -> ((9 / 2/7) - 3/2) / 5/4
[1133] ['2/7', '5/4', '9/5', '6'] -> ((6 / 2/7) - 9/5) * 5/4
[1134] ['2/7', '5/4', '2', '9/2'] -> ((2 + 9/2) / 2/7) + 5/4
[1135] ['2/7', '5/4', '7/3', '6'] -> 6 / ((5/4 / 7/3) - 2/7)
[1136] ['2/7', '5/4', '7/3', '8'] -> ((5/4 * 8) + 2/7) * 7/3
[1137] ['2/7', '5/4', '5/2', '4'] -> ((4 + 5/2) / 2/7) + 5/4
[1138] ['2/7', '5/4', '5/2', '7'] -> (7 / 2/7) - (5/4 / 5/2)
[1139] ['2/7', '5/4', '3', '7/2'] -> ((3 + 7/2) / 2/7) + 5/4
[1140] ['2/7', '5/4', '3', '9/2'] -> 3 / (9/2 - (5/4 / 2/7))
[1141] ['2/7', '5/4', '7/2', '6'] -> 6 / (5/4 - (2/7 * 7/2))
[1142] ['1/9', '2/3', '5/6', '6'] -> 2/3 / ((5/6 / 6) - 1/9)
[1143] ['2/7', '3/2', '3/2', '5'] -> ((5 / 2/7) - 3/2) * 3/2
[1144] ['2/7', '3/2', '7/4', '6'] -> ((3/2 / 7/4) + 6) / 2/7
[1145] ['2/7', '3/2', '9/5', '5'] -> ((9/5 / 2/7) - 3/2) * 5
[1146] ['2/7', '3/2', '9/4', '6'] -> ((3/2 + 6) / 2/7) - 9/4
[1147] ['2/7', '3/2', '9/4', '8'] -> ((3/2 / 2/7) - 9/4) * 8
[1148] ['2/7', '3/2', '9/4', '9'] -> ((9 - 3/2) / 2/7) - 9/4
[1149] ['2/7', '3/2', '8/3', '3'] -> ((3 / 2/7) - 3/2) * 8/3
[1150] ['2/7', '3/2', '3', '9/2'] -> ((3/2 + 9/2) / 2/7) + 3
[1151] ['2/7', '3/2', '9/2', '9'] -> ((9 / 2/7) + 9/2) / 3/2
[1152] ['2/7', '8/5', '8/5', '6'] -> ((8/5 / 2/7) - 8/5) * 6
[1153] ['2/7', '8/5', '5/2', '4'] -> ((8/5 / 2/7) + 4) * 5/2
[1154] ['2/7', '8/5', '5/2', '5'] -> ((5 / 2/7) - 5/2) * 8/5
[1155] ['2/7', '8/5', '5/2', '8'] -> (8 / 2/7) - (5/2 * 8/5)
[1156] ['2/7', '8/5', '3', '9/2'] -> ((3 / 2/7) + 9/2) * 8/5
[1157] ['2/7', '9/7', '3/2', '4'] -> ((9/7 / 2/7) + 3/2) * 4
[1158] ['2/7', '9/7', '7/4', '8'] -> ((7/4 + 9/7) * 8) - 2/7
[1159] ['2/7', '9/7', '8/3', '6'] -> ((8/3 + 9/7) * 6) + 2/7
[1160] ['2/7', '9/7', '3', '7/2'] -> ((9/7 / 2/7) + 7/2) * 3
[1161] ['2/7', '9/7', '7/2', '6'] -> ((2/7 + 7/2) * 6) + 9/7
[1162] ['2/7', '9/7', '9/2', '6'] -> ((9/2 - 2/7) * 6) - 9/7
[1163] ['2/7', '4/3', '4/3', '4'] -> ((4/3 / 2/7) + 4/3) * 4
[1164] ['2/7', '4/3', '5/3', '8'] -> ((4/3 / 2/7) - 5/3) * 8
[1165] ['2/7', '4/3', '8/3', '3'] -> ((8/3 / 2/7) - 4/3) * 3
[1166] ['2/7', '4/3', '8/3', '7'] -> (7 / 2/7) - (4/3 / 8/3)
[1167] ['2/7', '4/3', '7/2', '8'] -> 8 / (4/3 - (2/7 * 7/2))
[1168] ['2/7', '4/3', '4', '9/2'] -> 4 / ((4/3 / 2/7) - 9/2)
[1169] ['2/7', '7/5', '8/5', '5'] -> ((5 + 7/5) / 2/7) + 8/5
[1170] ['1/3', '1/3', '8/3', '8'] -> ((1/3 / 1/3) + 8) * 8/3
[1171] ['1/9', '2/3', '8/9', '4'] -> (4 - (8/9 / 2/3)) / 1/9
[1172] ['1/9', '2/3', '8/9', '9'] -> 8/9 / (1/9 - (2/3 / 9))
[1173] ['1/3', '3/8', '3/8', '7'] -> ((3/8 / 3/8) + 7) / 1/3
[1174] ['1/3', '3/8', '3/8', '9'] -> (9 - (3/8 / 3/8)) / 1/3
[1175] ['1/3', '3/8', '3/7', '4'] -> ((4 / 3/7) - 1/3) / 3/8
[1176] ['1/3', '3/8', '4/9', '4'] -> 4 / (1/3 - (3/8 * 4/9))
[1177] ['1/9', '2/3', '1', '7/6'] -> ((1 / 2/3) + 7/6) / 1/9
[1178] ['1/3', '3/8', '4/9', '9'] -> 9 / ((1/3 / 4/9) - 3/8)
[1179] ['1/3', '3/8', '5/9', '3'] -> 3 / (1/3 - (3/8 * 5/9))
[1180] ['1/3', '3/8', '5/9', '4'] -> (1/3 + 4) / (5/9 - 3/8)
[1181] ['1/3', '3/8', '4/7', '5'] -> 5 / ((1/3 / 4/7) - 3/8)
[1182] ['1/9', '2/3', '1', '5/3'] -> ((5/3 / 1/9) + 1) / 2/3
[1183] ['1/3', '3/8', '3/5', '7'] -> 7 / ((3/8 / 3/5) - 1/3)
[1184] ['1/3', '3/8', '5/8', '4'] -> 4 / (3/8 - (1/3 * 5/8))
[1185] ['2/7', '5/3', '5/3', '9'] -> ((9 - 5/3) / 2/7) - 5/3
[1186] ['2/7', '5/3', '9/5', '6'] -> (5/3 * 9/5) + (6 / 2/7)
[1187] ['2/7', '5/3', '2', '9/2'] -> ((2 / 2/7) - 5/3) * 9/2
[1188] ['2/7', '5/3', '7/3', '5'] -> ((5 + 7/3) / 2/7) - 5/3
[1189] ['2/7', '5/3', '7/3', '6'] -> ((5/3 * 6) + 2/7) * 7/3
[1190] ['2/7', '5/3', '7/2', '9'] -> ((2/7 * 7/2) + 5/3) * 9
[1191] ['2/7', '5/3', '9/2', '9'] -> (9 / 2/7) - (5/3 * 9/2)
[1192] ['2/7', '7/4', '7/4', '8'] -> ((7/4 * 8) - 2/7) * 7/4
[1193] ['2/7', '7/4', '7/3', '6'] -> ((6 * 7/3) - 2/7) * 7/4
[1194] ['2/7', '7/4', '5/2', '8'] -> ((2/7 * 7/4) + 5/2) * 8
[1195] ['2/7', '7/4', '7/2', '4'] -> ((4 * 7/2) - 2/7) * 7/4
[1196] ['2/7', '7/4', '7/2', '6'] -> ((2/7 * 7/4) + 7/2) * 6
[1197] ['2/7', '7/4', '7/2', '8'] -> (7/2 - (2/7 * 7/4)) * 8
[1198] ['2/7', '7/4', '9/2', '6'] -> (9/2 - (2/7 * 7/4)) * 6
[1199] ['2/7', '9/5', '8/3', '4'] -> ((8/3 / 2/7) + 4) * 9/5
[1200] ['2/7', '2', '8/3', '8/3'] -> ((8/3 / 2/7) + 8/3) * 2
[1201] ['1/3', '3/8', '2/3', '7'] -> ((2/3 / 1/3) + 7) / 3/8
[1202] ['1/3', '3/8', '3/4', '7'] -> ((7 / 3/4) - 1/3) / 3/8
[1203] ['1/3', '3/8', '7/9', '1'] -> 1 / (1/3 - (3/8 * 7/9))
[1204] ['1/3', '3/8', '7/9', '2'] -> 1/3 / ((7/9 / 2) - 3/8)
[1205] ['1/3', '3/8', '4/5', '1'] -> 1 / ((1/3 / 4/5) - 3/8)
[1206] ['1/3', '3/8', '5/6', '7'] -> 7 / ((3/8 / 1/3) - 5/6)
[1207] ['1/9', '4/7', '7/3', '4'] -> (4 - (4/7 * 7/3)) / 1/9
[1208] ['1/3', '3/8', '6/7', '8'] -> ((8 / 6/7) - 1/3) / 3/8
[1209] ['1/3', '3/8', '7/8', '2'] -> 2 / (3/8 - (1/3 * 7/8))
[1210] ['1/3', '3/8', '7/8', '6'] -> 6 / ((3/8 / 1/3) - 7/8)
[1211] ['1/3', '3/8', '7/8', '7'] -> ((7 + 7/8) / 1/3) + 3/8
[1212] ['1/3', '3/8', '8/9', '8'] -> (8 / 3/8) + (8/9 / 1/3)
[1213] ['1/3', '3/8', '1', '7/6'] -> 1 / (7/6 - (3/8 / 1/3))
[1214] ['1/3', '3/8', '1', '5/4'] -> 1 / ((1/3 * 5/4) - 3/8)
[1215] ['1/3', '3/8', '1', '9/7'] -> 1 / (1/3 - (3/8 / 9/7))
[1216] ['1/3', '3/8', '9/8', '3'] -> (9/8 / (3/8 - 1/3)) - 3
[1217] ['1/3', '3/8', '9/8', '5'] -> ((9/8 / 3/8) + 5) / 1/3
[1218] ['1/3', '3/8', '8/7', '2'] -> 2 / (3/8 - (1/3 / 8/7))
[1219] ['1/3', '3/8', '8/7', '8'] -> ((8 / 3/8) - 1/3) * 8/7
[1220] ['1/3', '3/8', '7/6', '3'] -> 1/3 / ((7/6 / 3) - 3/8)
[1221] ['1/3', '3/8', '7/6', '4'] -> (7/6 / (3/8 - 1/3)) - 4
[1222] ['1/3', '3/8', '7/6', '8'] -> ((7/6 * 8) - 1/3) / 3/8
[1223] ['1/3', '3/8', '5/4', '3'] -> 3 / (5/4 - (3/8 / 1/3))
[1224] ['1/3', '3/8', '5/4', '6'] -> (5/4 / (3/8 - 1/3)) - 6
[1225] ['1/3', '3/8', '5/4', '8'] -> ((5/4 / 3/8) - 1/3) * 8
[1226] ['1/3', '3/8', '4/3', '3'] -> 3 / (3/8 - (1/3 / 4/3))
[1227] ['1/3', '3/8', '4/3', '7'] -> ((4/3 * 7) - 1/3) / 3/8
[1228] ['1/3', '3/8', '3/2', '3'] -> 3 / ((1/3 * 3/2) - 3/8)
[1229] ['1/9', '3/5', '3/5', '2'] -> ((2 + 3/5) / 1/9) + 3/5
[1230] ['1/3', '4/9', '5/3', '3'] -> ((3 / 1/3) + 5/3) / 4/9
[1231] ['1/3', '4/9', '5/3', '7'] -> ((4/9 + 7) / 1/3) + 5/3
[1232] ['1/3', '4/9', '2', '7/2'] -> ((2 / 4/9) + 7/2) / 1/3
[1233] ['1/3', '4/9', '9/4', '7'] -> ((4/9 * 9/4) + 7) / 1/3
[1234] ['1/3', '4/9', '9/4', '9'] -> (9 - (4/9 * 9/4)) / 1/3
[1235] ['1/3', '4/9', '8/3', '4'] -> 4 / (1/3 - (4/9 / 8/3))
[1236] ['1/9', '3/5', '3/5', '4'] -> ((3/5 / 1/9) + 3/5) * 4
[1237] ['1/3', '1/2', '1/2', '4'] -> 4 / ((1/3 / 1/2) - 1/2)
[1238] ['1/3', '1/2', '5/9', '1'] -> (1 + 1/3) / (5/9 - 1/2)
[1239] ['1/9', '3/5', '3/5', '5'] -> ((3/5 / 1/9) - 3/5) * 5
[1240] ['1/3', '1/2', '4/7', '2'] -> 2 / ((1/3 / 4/7) - 1/2)
[1241] ['1/9', '3/5', '3/5', '9'] -> ((3/5 / 1/9) + 9) / 3/5
[1242] ['1/3', '1/2', '3/5', '7'] -> ((7 / 3/5) + 1/3) / 1/2
[1243] ['1/3', '1/2', '5/8', '2'] -> 1/2 / (1/3 - (5/8 / 2))
[1244] ['1/3', '1/2', '5/8', '7'] -> 7 / (1/2 - (1/3 * 5/8))
[1245] ['1/3', '1/2', '2/3', '5'] -> ((5 / 2/3) + 1/2) / 1/3
[1246] ['1/3', '1/2', '3/4', '1'] -> 1 / ((1/2 * 3/4) - 1/3)
[1247] ['1/3', '1/2', '3/4', '6'] -> 6 / (1/2 - (1/3 * 3/4))
[1248] ['1/3', '1/2', '3/4', '8'] -> 8 / ((1/2 / 3/4) - 1/3)
[1249] ['1/3', '3/7', '3/2', '7'] -> ((7 / 3/7) - 1/3) * 3/2
[1250] ['1/3', '3/7', '7/3', '7'] -> ((3/7 * 7/3) + 7) / 1/3
[1251] ['1/3', '3/7', '7/2', '7'] -> (7 - (1/3 * 3/7)) * 7/2
[1252] ['1/9', '3/5', '2/3', '2'] -> ((2 / 3/5) - 2/3) / 1/9
[1253] ['1/3', '4/9', '4/9', '7'] -> ((4/9 / 4/9) + 7) / 1/3
[1254] ['1/3', '4/9', '1/2', '1'] -> (1 + 1/3) / (1/2 - 4/9)
[1255] ['1/3', '4/9', '1/2', '6'] -> 6 / ((1/3 / 4/9) - 1/2)
[1256] ['1/3', '4/9', '5/8', '3'] -> 3 / ((1/3 / 4/9) - 5/8)
[1257] ['1/3', '4/9', '5/8', '4'] -> (1/3 + 4) / (5/8 - 4/9)
[1258] ['1/3', '4/9', '2/3', '5'] -> (1/3 + 5) / (2/3 - 4/9)
[1259] ['1/3', '4/9', '2/3', '8'] -> 8 / ((4/9 / 2/3) - 1/3)
[1260] ['1/3', '2/5', '7/5', '4'] -> 2/5 / ((7/5 / 4) - 1/3)
[1261] ['1/3', '2/5', '7/5', '6'] -> ((6 * 7/5) - 2/5) / 1/3
[1262] ['1/3', '2/5', '5/3', '8'] -> 8 / ((2/5 * 5/3) - 1/3)
[1263] ['1/3', '2/5', '7/4', '5'] -> 2/5 / ((7/4 / 5) - 1/3)
[1264] ['1/3', '2/5', '9/5', '3'] -> (9/5 / (2/5 - 1/3)) - 3
[1265] ['1/3', '2/5', '9/5', '7'] -> ((2/5 + 7) / 1/3) + 9/5
[1266] ['1/3', '2/5', '9/5', '8'] -> ((2/5 / 1/3) + 9/5) * 8
[1267] ['1/3', '2/5', '2', '9/2'] -> ((2 / 2/5) + 1/3) * 9/2
[1268] ['1/3', '2/5', '5/2', '7'] -> ((2/5 * 5/2) + 7) / 1/3
[1269] ['1/3', '2/5', '5/2', '9'] -> (9 - (2/5 * 5/2)) / 1/3
[1270] ['1/9', '3/5', '4/5', '4'] -> (4 - (4/5 / 3/5)) / 1/9
[1271] ['1/3', '2/5', '7/2', '9'] -> (7/2 - (1/3 / 2/5)) * 9
[1272] ['1/3', '2/5', '9/2', '5'] -> ((5 / 2/5) - 9/2) / 1/3
[1273] ['1/3', '2/5', '9/2', '9'] -> (1/3 * 9/2) + (9 / 2/5)
[1274] ['1/3', '3/7', '3/7', '7'] -> ((3/7 / 3/7) + 7) / 1/3
[1275] ['1/3', '3/7', '1/2', '5'] -> ((5 / 3/7) + 1/3) / 1/2
[1276] ['1/3', '2/5', '5/8', '5'] -> 5 / ((1/3 / 2/5) - 5/8)
[1277] ['1/3', '2/5', '2/3', '4'] -> 4 / ((1/3 / 2/5) - 2/3)
[1278] ['1/3', '2/5', '2/3', '9'] -> ((1/3 + 9) / 2/5) + 2/3
[1279] ['1/3', '2/5', '5/7', '6'] -> ((6 / 5/7) - 2/5) / 1/3
[1280] ['1/3', '2/5', '3/4', '2'] -> 2 / ((1/3 / 2/5) - 3/4)
[1281] ['1/9', '3/5', '1', '5/2'] -> ((1 / 1/9) + 3/5) * 5/2
[1282] ['1/3', '2/5', '5/6', '7'] -> ((7 / 5/6) - 2/5) / 1/3
[1283] ['1/3', '2/5', '7/8', '1'] -> 1 / (7/8 - (1/3 / 2/5))
[1284] ['1/3', '2/5', '1', '5/3'] -> (5/3 / (2/5 - 1/3)) - 1
[1285] ['1/3', '2/5', '9/8', '7'] -> 7 / (9/8 - (1/3 / 2/5))
[1286] ['1/3', '3/8', '3/2', '4'] -> ((3/2 / 3/8) + 4) / 1/3
[1287] ['1/3', '3/8', '8/5', '4'] -> 4 / (3/8 - (1/3 / 8/5))
[1288] ['1/3', '3/8', '5/3', '4'] -> ((5/3 / 1/3) + 4) / 3/8
[1289] ['1/3', '3/8', '7/4', '5'] -> 5 / ((1/3 * 7/4) - 3/8)
[1290] ['1/3', '3/8', '9/5', '3'] -> 3 / (1/3 - (3/8 / 9/5))
[1291] ['1/3', '3/8', '2', '9/4'] -> ((9/4 / 3/8) + 2) / 1/3
[1292] ['1/3', '3/8', '2', '7/3'] -> ((7/3 / 1/3) + 2) / 3/8
[1293] ['1/3', '3/8', '2', '8/3'] -> ((2 / 3/8) + 8/3) / 1/3
[1294] ['1/3', '3/8', '2', '7/2'] -> 7/2 / (1/3 - (3/8 / 2))
[1295] ['1/3', '3/8', '9/4', '4'] -> 4 / (1/3 - (3/8 / 9/4))
[1296] ['1/3', '3/8', '9/4', '9'] -> 9 / ((1/3 * 9/4) - 3/8)
[1297] ['1/3', '3/8', '7/3', '4'] -> ((4 * 7/3) - 1/3) / 3/8
[1298] ['1/3', '3/8', '7/3', '6'] -> 1/3 / ((7/3 / 6) - 3/8)
[1299] ['1/3', '3/8', '8/3', '4'] -> ((4 / 3/8) - 8/3) / 1/3
[1300] ['1/3', '3/8', '8/3', '7'] -> ((3/8 * 8/3) + 7) / 1/3
[1301] ['1/3', '3/8', '8/3', '9'] -> (9 - (3/8 * 8/3)) / 1/3
[1302] ['1/3', '3/8', '7/2', '9'] -> 1/3 / ((7/2 / 9) - 3/8)
[1303] ['1/3', '2/5', '2/5', '7'] -> ((2/5 / 2/5) + 7) / 1/3
[1304] ['1/3', '2/5', '2/5', '9'] -> (9 - (2/5 / 2/5)) / 1/3
[1305] ['1/3', '2/5', '1/2', '3'] -> ((3 / 2/5) + 1/2) / 1/3
[1306] ['1/3', '2/5', '1/2', '9'] -> (1/2 / 1/3) + (9 / 2/5)
[1307] ['1/9', '3/5', '7/5', '2'] -> ((7/5 / 1/9) - 3/5) * 2
[1308] ['1/3', '2/5', '5/9', '9'] -> ((1/3 / 5/9) + 9) / 2/5
[1309] ['1/3', '2/5', '3/5', '1'] -> (1 + 3/5) / (2/5 - 1/3)
[1310] ['1/3', '2/5', '3/5', '3'] -> ((3 / 1/3) + 3/5) / 2/5
[1311] ['1/3', '2/5', '3/5', '6'] -> (2/5 + 6) / (3/5 - 1/3)
[1312] ['1/3', '3/7', '2/3', '7'] -> ((7 / 3/7) - 1/3) / 2/3
[1313] ['1/3', '3/7', '6/7', '6'] -> ((6/7 / 3/7) + 6) / 1/3
[1314] ['1/3', '3/7', '6/7', '8'] -> ((6/7 / 1/3) + 3/7) * 8
[1315] ['1/3', '3/7', '6/7', '9'] -> ((9 - 6/7) / 1/3) - 3/7
[1316] ['1/9', '3/5', '7/5', '5'] -> (5 - (7/5 / 3/5)) / 1/9
[1317] ['1/3', '3/7', '7/8', '1'] -> 1 / ((3/7 * 7/8) - 1/3)
[1318] ['1/3', '3/7', '7/8', '9'] -> ((9 / 1/3) + 3/7) * 7/8
[1319] ['1/3', '3/7', '8/9', '9'] -> ((9 / 3/7) + 1/3) / 8/9
[1320] ['1/3', '3/7', '1', '8/7'] -> 1 / ((3/7 / 8/7) - 1/3)
[1321] ['1/3', '3/7', '1', '9/7'] -> (1 + 9/7) / (3/7 - 1/3)
[1322] ['1/3', '3/7', '9/8', '9'] -> ((9 / 3/7) + 1/3) * 9/8
[1323] ['1/3', '3/7', '8/7', '7'] -> ((7 + 8/7) / 1/3) - 3/7
[1324] ['1/3', '3/7', '7/6', '7'] -> ((7 / 1/3) - 3/7) * 7/6
[1325] ['1/3', '3/7', '9/7', '3'] -> ((3 / 1/3) + 9/7) / 3/7
[1326] ['1/3', '3/7', '9/7', '5'] -> ((9/7 / 3/7) + 5) / 1/3
[1327] ['1/3', '3/7', '4/3', '4'] -> ((4 / 3/7) - 4/3) / 1/3
[1328] ['1/3', '1/2', '4/5', '2'] -> 2 / (1/2 - (1/3 / 4/5))
[1329] ['1/3', '1/2', '4/5', '6'] -> ((6 / 4/5) + 1/2) / 1/3
[1330] ['1/3', '1/2', '4/5', '7'] -> 7 / ((1/2 / 4/5) - 1/3)
[1331] ['1/3', '1/2', '5/6', '2'] -> 2 / ((1/2 * 5/6) - 1/3)
[1332] ['1/3', '1/2', '5/6', '4'] -> 4 / (5/6 - (1/3 / 1/2))
[1333] ['1/3', '1/2', '5/6', '7'] -> ((5/6 + 7) / 1/3) + 1/2
[1334] ['1/9', '3/5', '8/5', '6'] -> 8/5 / ((1/9 * 6) - 3/5)
[1335] ['1/3', '1/2', '5/6', '8'] -> ((5/6 / 1/3) + 1/2) * 8
[1336] ['1/3', '1/2', '6/7', '6'] -> 6 / ((1/2 / 6/7) - 1/3)
[1337] ['1/3', '1/2', '8/9', '3'] -> 3 / (1/2 - (1/3 / 8/9))
[1338] ['1/3', '1/2', '8/9', '9'] -> (1/3 + 9) / (8/9 - 1/2)
[1339] ['1/3', '1/2', '1', '4/3'] -> 1 / ((1/2 / 4/3) - 1/3)
[1340] ['1/3', '1/2', '1', '7/2'] -> ((7/2 / 1/2) + 1) / 1/3
[1341] ['1/3', '1/2', '1', '9/2'] -> ((9/2 / 1/2) - 1) / 1/3
[1342] ['1/3', '1/2', '9/8', '3'] -> 3 / (1/2 - (1/3 * 9/8))
[1343] ['1/3', '1/2', '9/8', '9'] -> 9 / ((1/2 / 1/3) - 9/8)
[1344] ['1/3', '1/2', '8/7', '5'] -> 5 / (1/2 - (1/3 / 8/7))
[1345] ['1/3', '1/2', '6/5', '2'] -> 2 / ((1/2 / 6/5) - 1/3)
[1346] ['1/3', '1/2', '6/5', '9'] -> ((9 / 6/5) + 1/2) / 1/3
[1347] ['1/3', '1/2', '5/4', '2'] -> 2 / (1/2 - (1/3 * 5/4))
[1348] ['1/3', '1/2', '5/4', '4'] -> 1/2 / (1/3 - (5/4 / 4))
[1349] ['1/3', '1/2', '5/4', '7'] -> 7 / ((1/2 * 5/4) - 1/3)
[1350] ['1/9', '3/5', '7/3', '3'] -> ((3 / 3/5) - 7/3) / 1/9
[1351] ['1/3', '1/2', '4/3', '4'] -> 4 / ((1/2 / 1/3) - 4/3)
[1352] ['1/3', '1/2', '4/3', '6'] -> 6 / (1/2 - (1/3 / 4/3))
[1353] ['1/3', '1/2', '8/5', '7'] -> 7 / (1/2 - (1/3 / 8/5))
[1354] ['1/3', '1/2', '5/3', '4'] -> 4 / (5/3 - (1/2 / 1/3))
[1355] ['1/3', '1/2', '5/3', '8'] -> ((5/3 / 1/2) - 1/3) * 8
[1356] ['1/3', '1/2', '7/4', '2'] -> 2 / ((1/3 * 7/4) - 1/2)
[1357] ['1/9', '3/5', '7/3', '5'] -> (3/5 * 5) + (7/3 / 1/9)
[1358] ['1/3', '1/2', '7/4', '6'] -> 6 / (7/4 - (1/2 / 1/3))
[1359] ['1/3', '1/2', '9/4', '6'] -> 6 / ((1/3 * 9/4) - 1/2)
[1360] ['1/3', '1/2', '7/3', '8'] -> ((1/3 / 1/2) + 7/3) * 8
[1361] ['1/3', '4/9', '3/4', '7'] -> (1/3 + 7) / (3/4 - 4/9)
[1362] ['1/9', '3/5', '7/3', '6'] -> ((7/3 / 3/5) + 1/9) * 6
[1363] ['1/3', '4/9', '5/6', '2'] -> 2 / (5/6 - (1/3 / 4/9))
[1364] ['1/3', '4/9', '5/6', '4'] -> 4 / (4/9 - (1/3 * 5/6))
[1365] ['1/3', '4/9', '5/6', '9'] -> (1/3 + 9) / (5/6 - 4/9)
[1366] ['1/3', '4/9', '7/8', '2'] -> 1/3 / ((2 * 4/9) - 7/8)
[1367] ['1/3', '4/9', '7/8', '3'] -> 3 / (7/8 - (1/3 / 4/9))
[1368] ['1/3', '4/9', '8/9', '8'] -> ((8/9 / 1/3) + 8) / 4/9
[1369] ['1/3', '4/9', '1', '5/3'] -> (1 + 5/3) / (4/9 - 1/3)
[1370] ['1/3', '4/9', '9/8', '5'] -> 5 / ((4/9 / 1/3) - 9/8)
[1371] ['1/3', '4/9', '9/8', '9'] -> 9 / (9/8 - (1/3 / 4/9))
[1372] ['1/3', '4/9', '7/6', '4'] -> 4 / ((4/9 / 1/3) - 7/6)
[1373] ['1/3', '4/9', '6/5', '4'] -> 4 / (4/9 - (1/3 / 6/5))
[1374] ['1/3', '4/9', '5/4', '2'] -> 2 / ((4/9 / 1/3) - 5/4)
[1375] ['1/3', '4/9', '5/4', '3'] -> ((3 / 4/9) + 5/4) / 1/3
[1376] ['1/3', '4/9', '5/4', '9'] -> (5/4 / 1/3) + (9 / 4/9)
[1377] ['1/3', '4/9', '4/3', '5'] -> ((4/3 / 4/9) + 5) / 1/3
[1378] ['1/3', '4/9', '4/3', '7'] -> (4/3 / 4/9) + (7 / 1/3)
[1379] ['1/3', '4/9', '3/2', '8'] -> 8 / ((3/2 * 4/9) - 1/3)
[1380] ['1/3', '5/9', '5/9', '7'] -> ((5/9 / 5/9) + 7) / 1/3
[1381] ['1/3', '5/9', '5/9', '9'] -> (9 - (5/9 / 5/9)) / 1/3
[1382] ['1/3', '5/9', '3/4', '2'] -> 2 / ((3/4 * 5/9) - 1/3)
[1383] ['1/3', '5/9', '7/9', '5'] -> (1/3 + 5) / (7/9 - 5/9)
[1384] ['1/3', '5/9', '4/5', '4'] -> ((4 / 5/9) + 4/5) / 1/3
[1385] ['1/3', '5/9', '5/6', '8'] -> 8 / ((5/9 / 5/6) - 1/3)
[1386] ['1/3', '5/9', '6/7', '4'] -> 4 / (5/9 - (1/3 / 6/7))
[1387] ['1/3', '5/9', '8/9', '7'] -> 7 / ((5/9 / 8/9) - 1/3)
[1388] ['1/3', '5/9', '9/8', '2'] -> 1/3 / (9/8 - (2 * 5/9))
[1389] ['1/3', '5/9', '9/8', '7'] -> 7 / ((5/9 * 9/8) - 1/3)
[1390] ['1/3', '5/9', '7/6', '4'] -> 4 / (5/9 - (1/3 * 7/6))
[1391] ['1/3', '5/9', '6/5', '8'] -> 8 / ((5/9 * 6/5) - 1/3)
[1392] ['1/3', '5/9', '4/3', '7'] -> ((5/9 + 7) / 1/3) + 4/3
