[71609] ['5/9', '5/8', '8/5', '9', '9'] -> (8/5 + ((9 + (5/9 * 9)) / 5/8))
[72640] ['3/5', '5/6', '9/4', '6', '6'] -> (3/5 + ((6 + (9/4 * 6)) / 5/6))
[72641] ['1/7', '8/9', '7/4', '4', '4'] -> ((4 - 1/7) * (4 * (8/9 * 7/4)))
[72642] ['7/9', '4/5', '1', '5/3', '7'] -> ((1 + 7) / (4/5 - (7/9 / 5/3)))
[72643] ['1/5', '3/4', '8/7', '7', '7'] -> ((3/4 * 8/7) * ((7 / 1/5) - 7))
[72644] ['3/7', '4/7', '5/8', '2', '2'] -> (2 / ((4/7 / 3/7) - (5/8 * 2)))
[72645] ['4/9', '4/5', '2', '9/4', '5'] -> (5 * (2 + (9/4 * (4/9 + 4/5))))
[72646] ['1/9', '1', '8/7', '5/2', '7'] -> ((1/9 + 7) * (5/2 + (1 / 8/7)))
[72647] ['5/7', '1', '8/5', '9/5', '9'] -> ((9/5 + (9 / 5/7)) / (8/5 - 1))
[72648] ['1/7', '8/9', '9/4', '4', '4'] -> (((4 + 4) / (1/7 * 9/4)) - 8/9)
[72649] ['3/7', '4/7', '5/7', '2', '2'] -> ((2 + (5/7 * 2)) / (4/7 - 3/7))
[72650] ['4/5', '9/8', '5/2', '5', '6'] -> ((5 * 6) / (4/5 + (9/8 / 5/2)))
[72651] ['4/9', '7/5', '9/2', '5', '8'] -> ((5 * 8) * ((4/9 * 9/2) - 7/5))
[72652] ['2/7', '7/8', '8/9', '1', '5'] -> (5 / (8/9 - (7/8 / (2/7 + 1))))
[72653] ['3/5', '6/7', '7/8', '6', '6'] -> ((7/8 * 6) * (6 - (6/7 / 3/5)))
[72654] ['1/9', '1', '8/7', '7/2', '7'] -> (7 / (1/9 * (7/2 - (1 / 8/7))))
[72655] ['4/9', '4/5', '2', '5/2', '5'] -> ((5 * (4/5 + (2 / 4/9))) - 5/2)
[72656] ['4/5', '9/8', '7/2', '5', '6'] -> (6 / (9/8 - (7/2 / (4/5 * 5))))
[72657] ['5/9', '3/4', '1', '2', '7/2'] -> ((1 / 3/4) / (2 - (5/9 * 7/2)))
[72658] ['2/7', '7/8', '1', '9/8', '5'] -> (7/8 + (5 * (9/8 + (1 / 2/7))))
[72659] ['1/7', '8/9', '5/2', '4', '4'] -> ((4 - 1/7) * (4 + (8/9 * 5/2)))
[72660] ['1/9', '1', '8/7', '9/2', '7'] -> ((8/7 * 7) / (1/9 + (1 / 9/2)))
[72661] ['5/7', '1', '8/5', '5/2', '9'] -> (5/2 * (((9 - 1) / 5/7) - 8/5))
[72662] ['1/4', '1/2', '5/7', '1', '6'] -> ((6 / (5/7 - 1/2)) - (1 / 1/4))
[72663] ['4/5', '8/7', '7/6', '5', '6'] -> (5 * ((4/5 - 8/7) + (6 / 7/6)))
[72664] ['5/9', '3/4', '1', '2', '9/2'] -> ((1 + (2 * 9/2)) / (5/9 * 3/4))
[72665] ['2/7', '7/8', '1', '9/7', '5'] -> ((((9/7 + 5) / 2/7) - 1) / 7/8)
[72666] ['1/5', '3/4', '3/2', '7', '7'] -> ((3/2 / (1/5 * 3/4)) + (7 + 7))
[72667] ['3/7', '4/7', '7/8', '2', '2'] -> (3/7 / ((4/7 * 2) + (7/8 - 2)))
[72668] ['4/9', '5/6', '5/6', '2', '5'] -> (5 / ((5/6 / 4/9) - (5/6 * 2)))
[72669] ['1/9', '1', '7/6', '6/5', '7'] -> ((7 / (7/6 + (1/9 - 1))) - 6/5)
[72670] ['1/5', '3/4', '8/5', '7', '7'] -> (((8/5 * 7) - (1/5 - 7)) / 3/4)
[72671] ['2/7', '7/8', '1', '7/5', '5'] -> (((7/5 * 5) - 1) / (2/7 * 7/8))
[72672] ['5/9', '7/9', '5/6', '1', '2'] -> (2 / (5/6 - (1 / (5/9 + 7/9))))
[72673] ['4/9', '5/6', '6/7', '2', '5'] -> (2 * ((5 / (5/6 - 4/9)) - 6/7))
[72674] ['1/5', '3/4', '5/3', '7', '7'] -> ((7 / 1/5) - (5/3 + (7 / 3/4)))
[72675] ['1/9', '1', '7/6', '9/7', '7'] -> ((7/6 * 9/7) * (7 + (1 / 1/9)))
[72676] ['3/7', '4/7', '9/8', '2', '2'] -> ((3/7 / 2) / (4/7 - (9/8 / 2)))
[72677] ['2/7', '7/8', '1', '3/2', '5'] -> ((3/2 / (2/7 * 7/8)) * (5 - 1))
[72678] ['5/7', '1', '5/3', '9/4', '9'] -> ((1 + 9) / (5/7 * (9/4 - 5/3)))
[72679] ['4/9', '5/6', '7/8', '2', '5'] -> ((5/6 / 5) / (4/9 - (7/8 / 2)))
[72680] ['1/5', '3/4', '9/5', '7', '7'] -> ((1/5 + 7) + (7 / (3/4 / 9/5)))
[72681] ['3/7', '4/7', '6/5', '2', '2'] -> (4/7 / (((3/7 + 2) / 6/5) - 2))
[72682] ['2/7', '7/8', '1', '8/5', '5'] -> (((8/5 * 5) - (1 / 7/8)) / 2/7)
[72683] ['5/9', '7/9', '7/8', '1', '2'] -> ((1 + 2) / ((7/9 * 7/8) - 5/9))
[72684] ['4/9', '8/5', '5/2', '5', '8'] -> ((5/2 * (8 + (8/5 / 4/9))) - 5)
[72685] ['1/5', '3/4', '9/4', '7', '7'] -> (7 * ((3/4 / 1/5) - (9/4 / 7)))
[72686] ['9/8', '8/5', '5/2', '4', '6'] -> (6 + ((9/8 * 8/5) * (5/2 * 4)))
[72687] ['3/5', '6/7', '3/2', '6', '6'] -> ((6/7 + 6) * (6 - (3/2 / 3/5)))
[72688] ['1/9', '1', '7/6', '8/5', '7'] -> (8/5 * ((1 / 1/9) + (7 / 7/6)))
[72689] ['1/7', '9/8', '4/3', '4', '4'] -> ((9/8 * 4) * ((4/3 / 1/7) - 4))
[72690] ['5/9', '9/7', '9/5', '9', '9'] -> ((9/5 - 5/9) * (9 + (9/7 + 9)))
[72691] ['2/7', '7/8', '1', '7/4', '5'] -> ((1 + 5) / (2/7 * (7/4 - 7/8)))
[72692] ['3/5', '6/7', '8/5', '6', '6'] -> (((6 / 6/7) - 3/5) / (8/5 / 6))
[72693] ['7/9', '5/6', '1', '8/7', '7'] -> (7 / ((1 / (7/9 * 8/7)) - 5/6))
[72694] ['9/8', '5/3', '7/4', '4', '6'] -> ((6 + (7/4 * 4)) / (5/3 - 9/8))
[72695] ['1/5', '3/4', '5/2', '7', '7'] -> ((7 + (7 / 1/5)) / (5/2 - 3/4))
[72696] ['4/9', '5/6', '6/5', '2', '5'] -> (5 / ((5/6 / 4/9) - (2 / 6/5)))
[72697] ['5/9', '7/9', '1', '8/7', '2'] -> ((1 + 2) / ((7/9 / 8/7) - 5/9))
[72698] ['2/7', '7/8', '1', '9/5', '5'] -> (9/5 / (7/8 * (2/7 - (1 / 5))))
[72699] ['3/7', '4/7', '7/5', '2', '2'] -> ((2 + (2 / 7/5)) / (4/7 - 3/7))
[72700] ['1/9', '1', '7/6', '7/4', '7'] -> ((7 + (1 / 1/9)) / (7/6 / 7/4))
[72701] ['1/5', '3/4', '8/3', '7', '7'] -> ((8/3 / (1/5 / 3/4)) + (7 + 7))
[72702] ['5/9', '9/7', '7/3', '9', '9'] -> (9 + ((5/9 * 9/7) * (7/3 * 9)))
[72703] ['3/5', '6/7', '7/4', '6', '6'] -> ((6/7 * 7/4) * (6 + (6 / 3/5)))
[72704] ['3/7', '4/7', '8/5', '2', '2'] -> (2 / ((4/7 / 3/7) - (2 / 8/5)))
[72705] ['4/9', '5/3', '7/2', '5', '8'] -> ((5 / 5/3) / (8 - (7/2 / 4/9)))
[72706] ['7/9', '5/6', '1', '5/4', '7'] -> ((1 + (7 / 7/9)) / (5/4 - 5/6))
[72707] ['1/9', '1', '7/6', '9/5', '7'] -> ((1/9 + (7 / 9/5)) / (7/6 - 1))
[72708] ['5/9', '7/9', '1', '6/5', '2'] -> ((5/9 / (2 - (7/9 + 6/5))) - 1)
[72709] ['4/9', '5/6', '7/5', '2', '5'] -> ((7/5 + 5) * (2 / (4/9 / 5/6)))
[72710] ['1/7', '9/8', '5/3', '4', '4'] -> (9/8 * ((4 / 1/7) - (5/3 * 4)))
[72711] ['3/7', '4/7', '7/4', '2', '2'] -> ((4/7 + 2) / (3/7 * (2 - 7/4)))
[72712] ['1/5', '3/4', '9/2', '7', '7'] -> ((7 - 9/2) / (3/4 / (1/5 + 7)))
[72713] ['4/9', '7/4', '7/4', '5', '8'] -> ((5 + (7/4 / 7/4)) + (8 / 4/9))
[72714] ['1/7', '9/8', '7/4', '4', '4'] -> ((4 - 1/7) * (4 / (9/8 / 7/4)))
[72715] ['1/4', '5/9', '7/8', '1', '6'] -> (1 / (7/8 - (6 * (1/4 * 5/9))))
[72716] ['4/5', '7/6', '5/3', '5', '6'] -> ((5 / ((4/5 * 5/3) - 7/6)) - 6)
[72717] ['2/7', '8/9', '8/9', '1', '5'] -> ((8/9 + (8/9 / 2/7)) * (1 + 5))
[72718] ['5/9', '4/3', '4/3', '9', '9'] -> ((4/3 + (4/3 / 9)) / (5/9 / 9))
[72719] ['5/7', '1', '7/4', '7/2', '9'] -> (7/2 * ((5/7 + 1) + (9 / 7/4)))
[72720] ['3/4', '4/5', '1', '1', '9/2'] -> ((9/2 / 3/4) / ((1 / 4/5) - 1))
[72721] ['1/4', '5/9', '1', '9/8', '6'] -> (6 / ((9/8 * (1 - 5/9)) - 1/4))
[72722] ['1/9', '1', '6/5', '5/4', '7'] -> ((6/5 * 5/4) * (7 + (1 / 1/9)))
[72723] ['9/8', '9/5', '8/3', '4', '6'] -> (9/5 / ((4 / (6 - 8/3)) - 9/8))
[72724] ['4/9', '7/4', '7/3', '5', '8'] -> (7/3 + ((4/9 * 5) * (7/4 + 8)))
[72725] ['5/9', '4/3', '8/5', '9', '9'] -> ((9 / 5/9) + (9 - (8/5 / 4/3)))
[72726] ['4/9', '5/6', '2', '7/2', '5'] -> (((5 * (5/6 + 2)) - 7/2) / 4/9)
[72727] ['3/7', '4/7', '2', '2', '5/2'] -> (2 / ((4/7 / 3/7) - (5/2 / 2)))
[72728] ['9/8', '9/5', '7/2', '4', '6'] -> (6 / ((7/2 / 4) - (9/8 / 9/5)))
[72729] ['3/4', '5/6', '7/8', '1', '1'] -> (1 / ((3/4 - 5/6) - (7/8 - 1)))
[72730] ['1/4', '5/9', '1', '7/6', '6'] -> ((6 + (7/6 / 1/4)) / (1 - 5/9))
[72731] ['4/9', '6/7', '6/7', '2', '5'] -> (((2 * 5) - 6/7) / (4/9 * 6/7))
[72732] ['1/9', '1', '6/5', '7/5', '7'] -> (((7/5 - 1) / (1/9 / 7)) - 6/5)
[72733] ['4/9', '9/5', '9/5', '5', '8'] -> ((5 + (9/5 / 9/5)) + (8 / 4/9))
[72734] ['1/7', '9/8', '5/2', '4', '4'] -> ((4 - 1/7) * (4 + (5/2 / 9/8)))
[72735] ['9/8', '7/3', '5/2', '4', '6'] -> (9/8 * ((7/3 + 4) + (5/2 * 6)))
[72736] ['3/5', '7/8', '8/9', '6', '6'] -> ((6 / (7/8 - (3/5 / 8/9))) - 6)
[72737] ['9/8', '7/3', '8/3', '4', '6'] -> (8/3 / (6 - (7/3 + (4 / 9/8))))
[72738] ['7/9', '5/6', '1', '8/3', '7'] -> ((7/9 + (5/6 * 8/3)) * (1 + 7))
[72739] ['5/7', '1', '9/5', '8/3', '9'] -> ((8/3 - 1) * (9/5 + (9 / 5/7)))
[72740] ['1/7', '9/8', '4', '4', '9/2'] -> ((4 / (1/7 * 9/8)) - (4 / 9/2))
[72741] ['5/9', '7/5', '8/5', '9', '9'] -> (9 + ((5/9 * 9) * (7/5 + 8/5)))
[72742] ['5/9', '7/9', '1', '2', '7/3'] -> ((7/3 + (1 + 2)) / (7/9 - 5/9))
[72743] ['4/9', '6/7', '7/6', '2', '5'] -> (((2 * 5) - 6/7) / (4/9 / 7/6))
[72744] ['3/4', '5/6', '1', '1', '9/7'] -> ((1 / 3/4) / (5/6 - (1 / 9/7)))
[72745] ['2/7', '8/9', '1', '9/7', '5'] -> ((1 + 5) * (9/7 / (2/7 / 8/9)))
[72746] ['1/4', '5/9', '1', '7/4', '6'] -> (6 * (7/4 + ((1/4 + 1) / 5/9)))
[72747] ['9/8', '7/3', '4', '9/2', '6'] -> (9/8 * ((4 * (7/3 + 9/2)) - 6))
[72748] ['5/9', '7/9', '1', '2', '5/2'] -> ((5/9 / ((2 / 5/2) - 7/9)) - 1)
[72749] ['3/4', '5/6', '1', '1', '4/3'] -> (1 / ((3/4 * (5/6 + 1)) - 4/3))
[72750] ['1/9', '1', '6/5', '7/3', '7'] -> ((((7 - 1) / 6/5) - 7/3) / 1/9)
[72751] ['7/9', '6/7', '7/8', '1', '7'] -> (7 / (7/8 * (1 - (7/9 * 6/7))))
[72752] ['1/7', '8/7', '9/5', '4', '4'] -> (4 + ((8/7 + 4) / (1/7 * 9/5)))
[72753] ['5/9', '7/5', '9/5', '9', '9'] -> ((5/9 + (7/5 / 9/5)) * (9 + 9))
[72754] ['1/5', '7/9', '6/5', '7', '7'] -> ((6/5 / 1/5) + ((7 + 7) / 7/9))
[72755] ['7/9', '6/7', '1', '8/7', '7'] -> ((8/7 * 7) / (1 - (7/9 * 6/7)))
[72756] ['3/4', '5/6', '1', '1', '9/5'] -> ((1 / 5/6) / (9/5 - (3/4 + 1)))
[72757] ['4/5', '9/7', '7/4', '5', '6'] -> (6 * ((5 / 4/5) - (9/7 * 7/4)))
[72758] ['1/9', '1', '6/5', '9/2', '7'] -> ((9/2 * 7) - (1 / (1/9 * 6/5)))
[72759] ['1/7', '7/6', '5/4', '4', '4'] -> ((7/6 * 4) * (1/7 + (5/4 * 4)))
[72760] ['2/7', '8/9', '1', '8/5', '5'] -> (8/9 * ((5 / (2/7 / 8/5)) - 1))
[72761] ['4/9', '5/2', '5/2', '5', '8'] -> ((5 + (5/2 / 5/2)) + (8 / 4/9))
[72762] ['7/9', '6/7', '1', '6/5', '7'] -> (7 / (7/9 - (1 / (6/7 + 6/5))))
[72763] ['8/7', '7/6', '9/5', '4', '6'] -> ((9/5 * (8/7 * 7/6)) * (4 + 6))
[72764] ['5/7', '1', '9/4', '7/2', '9'] -> ((9 * (5/7 + 1)) / (9/4 / 7/2))
[72765] ['4/9', '6/7', '3/2', '2', '5'] -> ((3/2 + (6/7 / 4/9)) * (2 + 5))
[72766] ['4/9', '5/2', '7/2', '5', '8'] -> ((5 - (5/2 - 7/2)) + (8 / 4/9))
[72767] ['3/4', '5/6', '1', '1', '7/2'] -> (1 / ((7/2 * (1 - 3/4)) - 5/6))
[72768] ['5/7', '1', '9/4', '9/2', '9'] -> (9 / ((9/2 / (5/7 + 1)) - 9/4))
[72769] ['4/9', '6/7', '8/5', '2', '5'] -> ((6/7 * 5) * (2 + (8/5 / 4/9)))
[72770] ['4/9', '5/2', '9/2', '5', '8'] -> (8 / (4/9 - ((5/2 / 9/2) / 5)))
[72771] ['5/9', '3/2', '8/5', '9', '9'] -> ((8/5 * (5/9 * 3/2)) * (9 + 9))
[72772] ['7/9', '6/7', '1', '4/3', '7'] -> ((4/3 * 7) / ((1 / 6/7) - 7/9))
[72773] ['4/9', '6/7', '5/3', '2', '5'] -> (((5/3 * 5) + (2 / 6/7)) / 4/9)
[72774] ['5/7', '1', '7/3', '7/2', '9'] -> (7/2 * ((5/7 * 9) + (1 / 7/3)))
[72775] ['1/9', '1', '5/4', '7/5', '7'] -> (7 + (5/4 * (1 + (7/5 / 1/9))))
[72776] ['5/9', '4/5', '1', '9/8', '2'] -> ((1 / 5/9) / (2 - (4/5 + 9/8)))
[72777] ['1/5', '7/9', '8/5', '7', '7'] -> ((7 / 7/9) + (7 + (8/5 / 1/5)))
[72778] ['1/7', '7/6', '7/4', '4', '4'] -> (4 / (7/6 - (4 * (1/7 * 7/4))))
[72779] ['4/9', '6/7', '7/4', '2', '5'] -> ((6/7 * 7/4) + (5 / (4/9 / 2)))
[72780] ['5/7', '1', '5/2', '5/2', '9'] -> ((5/7 + 1) * (9 + (5/2 + 5/2)))
[72781] ['1/2', '1/2', '7/9', '5', '8'] -> (8 * ((7/9 * (5 - 1/2)) - 1/2))
[72782] ['1/5', '7/9', '5/3', '7', '7'] -> (((7 / 7/9) - (7 / 5/3)) / 1/5)
[72783] ['3/5', '7/8', '5/2', '6', '6'] -> (6 / ((7/8 / 5/2) - (3/5 / 6)))
[72784] ['1/9', '1', '5/4', '3/2', '7'] -> ((1 + 5/4) * (3/2 * (1/9 + 7)))
[72785] ['1/4', '4/7', '1', '5/4', '6'] -> (6 / ((1 / 4/7) - (1/4 + 5/4)))
[72786] ['7/9', '6/7', '1', '3/2', '7'] -> ((3/2 + (1 / 6/7)) / (7/9 / 7))
[72787] ['5/9', '8/5', '8/5', '9', '9'] -> (8/5 + (8/5 * (9 + (5/9 * 9))))
[72788] ['3/5', '7/8', '8/3', '6', '6'] -> ((6 / 3/5) + (6 * (7/8 * 8/3)))
[72789] ['4/5', '9/7', '7/2', '5', '6'] -> (6 + ((4/5 * 9/7) * (7/2 * 5)))
[72790] ['1/9', '1', '5/4', '8/5', '7'] -> ((8/5 / (1/9 / 5/4)) - (1 - 7))
[72791] ['7/9', '6/7', '1', '8/5', '7'] -> ((6/7 + (1 / 7/9)) * (8/5 * 7))
[72792] ['4/9', '6/7', '2', '9/4', '5'] -> (((2 * 5) / (4/9 * 6/7)) - 9/4)
[72793] ['5/9', '4/5', '1', '6/5', '2'] -> ((6/5 + (2 / 5/9)) / (1 - 4/5))
[72794] ['1/2', '1/2', '9/7', '5', '8'] -> (8 * (((5 - 1/2) / 9/7) - 1/2))
[72795] ['1/9', '1', '5/4', '5/3', '7'] -> ((5/3 + 7) / (5/4 + (1/9 - 1)))
[72796] ['1/5', '7/9', '9/4', '7', '7'] -> ((7 + (7 / 1/5)) / (7/9 * 9/4))
[72797] ['4/9', '6/7', '2', '7/3', '5'] -> ((5 - (6/7 / 2)) / (4/9 / 7/3))
[72798] ['3/5', '7/8', '9/2', '6', '6'] -> ((6 * (7/8 * 6)) - (9/2 / 3/5))
[72799] ['2/7', '8/9', '1', '8/3', '5'] -> ((8/3 / 8/9) + ((1 + 5) / 2/7))
[72800] ['4/5', '7/5', '3/2', '5', '6'] -> (5 * ((6 * (7/5 / 3/2)) - 4/5))
[72801] ['1/7', '7/6', '4', '4', '9/2'] -> ((7/6 * 9/2) * (4 + (1/7 * 4)))
[72802] ['4/9', '6/7', '2', '5/2', '5'] -> ((5/2 + ((2 + 5) / 6/7)) / 4/9)
[72803] ['3/4', '6/7', '1', '1', '6/5'] -> (1 / ((3/4 / 6/7) - (1 / 6/5)))
[72804] ['5/9', '4/5', '1', '9/7', '2'] -> (2 / ((1 / 9/7) - (5/9 / 4/5)))
[72805] ['1/9', '1', '5/4', '7/3', '7'] -> (7/3 / ((5/4 / (7 - 1)) - 1/9))
[72806] ['8/7', '5/4', '8/5', '4', '6'] -> ((8/7 + 8/5) * (6 - (5/4 - 4)))
[72807] ['5/7', '1', '7/2', '7/2', '9'] -> ((5/7 * (7/2 + (7/2 * 9))) - 1)
[72808] ['5/9', '4/5', '1', '7/5', '2'] -> (2 / (5/9 * (7/5 - (1 / 4/5))))
[72809] ['3/7', '3/5', '4/3', '2', '2'] -> (4/3 / (2 - (2 / (3/7 + 3/5))))
[72810] ['1/9', '1', '5/4', '5/2', '7'] -> ((5/2 / (1/9 * 5/4)) - (1 - 7))
[72811] ['1/5', '7/9', '7/2', '7', '7'] -> (7 / (7/9 - (7/2 / (1/5 + 7))))
[72812] ['4/5', '3/2', '7/4', '5', '6'] -> (4/5 / ((6 / 5) - (7/4 / 3/2)))
[72813] ['1/7', '6/5', '4/3', '4', '4'] -> (4 * ((4/3 / 1/7) - (4 / 6/5)))
[72814] ['8/7', '5/4', '8/3', '4', '6'] -> (8/7 * ((5/4 * 4) + (8/3 * 6)))
[72815] ['3/4', '6/7', '1', '1', '3/2'] -> (1 / ((1 / 6/7) - (3/4 * 3/2)))
[72816] ['1/7', '6/5', '7/5', '4', '4'] -> ((4 * ((6/5 / 1/7) - 7/5)) - 4)
[72817] ['1/9', '1', '5/4', '9/2', '7'] -> (((9/2 * (7 - 1/9)) - 1) / 5/4)
[72818] ['5/9', '8/5', '7/2', '9', '9'] -> (9 / (7/2 - (9 * (5/9 / 8/5))))
[72819] ['2/7', '1', '9/8', '7/6', '5'] -> (5 / ((2/7 * 7/6) + (1 - 9/8)))
[72820] ['3/5', '8/9', '5/4', '6', '6'] -> ((5/4 * 6) * (6 * (3/5 * 8/9)))
[72821] ['1/5', '4/5', '4/5', '7', '7'] -> ((4/5 - (4/5 / 7)) / (1/5 / 7))
[72822] ['3/4', '3/4', '1', '7/4', '9'] -> ((7/4 - (3/4 - 1)) / (3/4 / 9))
[72823] ['5/9', '5/3', '7/4', '9', '9'] -> ((5/3 / 7/4) * (9 + (9 / 5/9)))
[72824] ['1/7', '6/5', '5/3', '4', '4'] -> (4 * ((6/5 / 1/7) - (4 / 5/3)))
[72825] ['3/5', '8/9', '7/5', '6', '6'] -> (8/9 * ((6 * (6 - 7/5)) - 3/5))
[72826] ['2/7', '1', '9/8', '9/7', '5'] -> ((1 + 5) * (9/7 / (2/7 * 9/8)))
[72827] ['4/5', '7/4', '7/3', '5', '6'] -> (6 / (5 * (4/5 - (7/4 / 7/3))))
[72828] ['7/9', '7/8', '1', '6/5', '7'] -> (7 / ((7/8 / 7/9) - (1 / 6/5)))
[72829] ['1/7', '6/5', '7/4', '4', '4'] -> (6/5 * (4 + (4 / (1/7 * 7/4))))
[72830] ['5/9', '4/5', '1', '2', '7/3'] -> (2 / (7/3 - (1 / (5/9 * 4/5))))
[72831] ['1/2', '5/9', '5/4', '5', '8'] -> ((5/9 * 8) * (5 + (1/2 / 5/4)))
[72832] ['1/9', '1', '9/7', '7/4', '7'] -> ((7 - 1) / (7/4 * (1/9 * 9/7)))
[72833] ['3/4', '7/9', '6/7', '1', '9'] -> ((9 * (7/9 * 6/7)) / (1 - 3/4))
[72834] ['3/5', '8/9', '9/5', '6', '6'] -> (9/5 / (((6 - 3/5) / 8/9) - 6))
[72835] ['5/9', '7/4', '9/5', '9', '9'] -> ((9 + 9) / (7/4 - (5/9 * 9/5)))
[72836] ['2/7', '1', '9/8', '3/2', '5'] -> (3/2 / (5 - (1 + (9/8 / 2/7))))
[72837] ['7/9', '7/8', '1', '7/5', '7'] -> (7 / (7/9 * (1 - (7/8 / 7/5))))
[72838] ['1/5', '4/5', '5/4', '7', '7'] -> ((1/5 + (7 * 7)) / (4/5 + 5/4))
[72839] ['1/9', '1', '9/7', '9/5', '7'] -> ((9/7 + 9/5) * (7 * (1/9 + 1)))
[72840] ['4/9', '7/8', '9/7', '2', '5'] -> (5 / ((4/9 * 2) - (7/8 / 9/7)))
[72841] ['2/7', '1', '9/8', '8/5', '5'] -> (((5 / (2/7 / 8/5)) - 1) / 9/8)
[72842] ['3/4', '7/9', '1', '8/7', '9'] -> (9 / ((1 / (7/9 * 8/7)) - 3/4))
[72843] ['1/2', '5/9', '7/5', '5', '8'] -> ((7/5 + (1/2 * 8)) * (5 - 5/9))
[72844] ['1/9', '1', '9/7', '9/4', '7'] -> (((1 / 1/9) - 9/7) / (9/4 / 7))
[72845] ['5/9', '7/4', '7/3', '9', '9'] -> ((9 + (5/9 * 9)) / (7/3 - 7/4))
[72846] ['7/9', '7/8', '1', '5/3', '7'] -> (7 / ((7/9 / (5/3 - 1)) - 7/8))
[72847] ['1/5', '4/5', '3/2', '7', '7'] -> (3/2 * (7 + ((1/5 + 7) / 4/5)))
[72848] ['2/7', '1', '9/8', '5/3', '5'] -> (1 / ((5/3 / (2/7 * 5)) - 9/8))
[72849] ['3/5', '8/9', '5/2', '6', '6'] -> ((8/9 * 6) * (6 - (3/5 * 5/2)))
[72850] ['3/4', '6/7', '1', '1', '7/2'] -> (6/7 / ((3/4 - 1) + (1 / 7/2)))
[72851] ['1/9', '1', '9/7', '5/2', '7'] -> ((1 + 5/2) * (7 - (1/9 * 9/7)))
[72852] ['5/6', '5/6', '6/7', '5', '6'] -> ((5/6 / (6/7 - 5/6)) - (5 + 6))
[72853] ['8/7', '4/3', '5/2', '4', '6'] -> ((4/3 * (8/7 + 4)) * (6 - 5/2))
[72854] ['4/9', '7/8', '3/2', '2', '5'] -> (((5 / (4/9 / 2)) - 3/2) / 7/8)
[72855] ['5/9', '7/4', '8/3', '9', '9'] -> (((9 + 9) - (7/4 * 8/3)) / 5/9)
[72856] ['1/4', '3/5', '1', '7/4', '6'] -> (6 * ((7/4 / (3/5 - 1/4)) - 1))
[72857] ['2/7', '1', '9/8', '7/4', '5'] -> ((5 * ((7/4 / 2/7) - 9/8)) - 1)
[72858] ['1/7', '6/5', '4', '4', '9/2'] -> ((4 / 1/7) / (9/2 - (4 / 6/5)))
[72859] ['3/4', '7/9', '1', '7/5', '9'] -> ((1 + 9) * (7/5 / (3/4 * 7/9)))
[72860] ['1/9', '1', '4/3', '7/5', '7'] -> (((7 / 7/5) - (1 + 4/3)) / 1/9)
[72861] ['5/9', '5/6', '7/8', '1', '2'] -> ((2 / (5/9 / 5/6)) / (1 - 7/8))
[72862] ['5/9', '7/4', '9/2', '9', '9'] -> ((9 + 9) / ((5/9 * 9/2) - 7/4))
[72863] ['3/5', '9/8', '9/8', '6', '6'] -> (6 + (6 * (9/8 + (9/8 / 3/5))))
[72864] ['3/7', '5/8', '5/8', '2', '2'] -> (2 / ((5/8 / 3/7) + (5/8 - 2)))
[72865] ['1/4', '5/8', '7/9', '1', '6'] -> ((1 + 6) / (7/9 * (5/8 - 1/4)))
[72866] ['7/9', '7/8', '1', '9/2', '7'] -> ((9/2 * (7/9 / 7/8)) * (7 - 1))
[72867] ['3/4', '7/8', '1', '1', '7/6'] -> (1 / ((3/4 - 7/8) - (1 - 7/6)))
[72868] ['4/9', '7/8', '9/5', '2', '5'] -> (5 / ((4/9 + 7/8) - (2 / 9/5)))
[72869] ['3/4', '7/9', '1', '9/5', '9'] -> (1 + (9/5 * (7/9 + (9 / 3/4))))
[72870] ['5/9', '5/6', '1', '7/6', '2'] -> (2 / (5/6 - (7/6 / (5/9 + 1))))
[72871] ['1/4', '5/8', '8/9', '1', '6'] -> (6 / ((1 / 8/9) - (1/4 + 5/8)))
[72872] ['5/6', '5/6', '8/5', '5', '6'] -> (8/5 * (5 + (6 * (5/6 + 5/6))))
[72873] ['1/5', '5/6', '6/7', '7', '7'] -> (7 * (7 - (6/7 / (1/5 / 5/6))))
[72874] ['1/2', '4/7', '2/3', '5', '8'] -> ((5 * 8) / (1/2 + (2/3 / 4/7)))
[72875] ['3/4', '7/8', '1', '1', '9/7'] -> ((1 / 7/8) / ((1 / 3/4) - 9/7))
[72876] ['1/7', '5/4', '5/3', '4', '4'] -> ((5/4 / 5/3) * (4 + (4 / 1/7)))
[72877] ['2/7', '1', '9/8', '8/3', '5'] -> ((9/8 * 8/3) + ((1 + 5) / 2/7))
[72878] ['1/4', '5/8', '1', '8/7', '6'] -> ((1 + (5/8 / 1/4)) * (8/7 * 6))
[72879] ['5/6', '5/6', '7/4', '5', '6'] -> ((5/6 + 5) * (6 / (5/6 * 7/4)))
[72880] ['1/9', '1', '7/5', '3/2', '7'] -> (((7 / 7/5) - 1) / (1/9 * 3/2))
[72881] ['7/9', '8/9', '1', '7/5', '7'] -> ((1 + 7) / (8/9 - (7/9 / 7/5)))
[72882] ['5/9', '5/6', '1', '5/4', '2'] -> (1 / ((5/9 / 5/6) - (5/4 / 2)))
[72883] ['1/2', '4/7', '7/9', '5', '8'] -> ((7/9 * 8) * (5 - (4/7 / 1/2)))
[72884] ['5/9', '9/4', '7/3', '9', '9'] -> ((9 + (7/3 * 9)) / (5/9 * 9/4))
