[35805] ['7/6', '7/6', '9/5', '2', '8'] -> (8 / ((9/5 * (2 - 7/6)) - 7/6))
[36700] ['4/7', '7/9', '6/5', '2', '9'] -> ((9 + (2 / 6/5)) / (4/7 * 7/9))
[36701] ['3/5', '5/8', '8/9', '2', '6'] -> ((2 + 6) / (8/9 * (3/5 * 5/8)))
[36702] ['3/5', '7/9', '2', '9/4', '3'] -> (2 / (3 - (9/4 / (3/5 / 7/9))))
[36703] ['1/3', '3/5', '5/4', '2', '7'] -> (((2 / 5/4) - (3/5 - 7)) / 1/3)
[36704] ['7/4', '7/4', '9/5', '2', '8'] -> (8 / (((7/4 + 2) / 9/5) - 7/4))
[36705] ['2/7', '3/4', '7/9', '7', '8'] -> (((8 / 2/7) - (7 / 3/4)) / 7/9)
[36706] ['1', '5/4', '9/7', '9/4', '3'] -> ((5/4 + 9/4) * (3 * (1 + 9/7)))
[36707] ['4/7', '5/6', '5/4', '5', '7'] -> (5/4 + ((7 + (5 / 5/6)) / 4/7))
[36708] ['2/7', '7/8', '7/3', '5', '5'] -> ((5 + 5) / (2/7 * (7/3 - 7/8)))
[36709] ['3/5', '7/9', '2', '7/3', '3'] -> (3 * (7/9 + ((2 + 7/3) / 3/5)))
[36710] ['4/3', '7/5', '5/2', '6', '7'] -> ((7 / ((4/3 + 7/5) - 5/2)) - 6)
[36711] ['7/4', '9/5', '9/5', '2', '8'] -> (2 + (8 * (7/4 + (9/5 / 9/5))))
[36712] ['1', '5/4', '9/7', '5/2', '3'] -> ((3 / (1 + 5/2)) / (9/7 - 5/4))
[36713] ['1/8', '1/2', '1', '6/5', '9'] -> (((1 / 6/5) - 1/2) / (1/8 / 9))
[36714] ['3/7', '8/9', '7/2', '7', '7'] -> (7 / ((7/2 / 3/7) - (7 / 8/9)))
[36715] ['8/7', '9/4', '9/4', '8', '9'] -> ((9 / (9/4 - (9/4 / 8/7))) - 8)
[36716] ['1/3', '3/5', '7/4', '2', '7'] -> (2 / ((7/4 / (3/5 * 7)) - 1/3))
[36717] ['4/7', '5/6', '3/2', '5', '7'] -> (7 * ((5 / (5/6 * 3/2)) - 4/7))
[36718] ['4/7', '5/7', '9/7', '7', '9'] -> (7 + ((4/7 + (9/7 * 9)) / 5/7))
[36719] ['3/7', '9/8', '9/8', '7', '7'] -> ((3/7 * 7) * (7 + (9/8 / 9/8)))
[36720] ['4/3', '8/5', '8/5', '6', '7'] -> ((8/5 * 7) + (6 * (4/3 * 8/5)))
[36721] ['8/7', '9/4', '7/2', '8', '9'] -> (8 + ((8/7 / 9/4) * (7/2 * 9)))
[36722] ['4/3', '8/5', '7/4', '6', '7'] -> ((4/3 * 8/5) * (7 - (7/4 - 6)))
[36723] ['1/3', '3/5', '2', '7/2', '7'] -> (7 * ((1/3 / 7/2) + (2 / 3/5)))
[36724] ['2/7', '3/4', '9/7', '7', '8'] -> (9/7 * ((8 / 2/7) - (7 / 3/4)))
[36725] ['1/8', '5/9', '5/9', '1', '9'] -> (9 / (1 - (5/9 + (1/8 * 5/9))))
[36726] ['4/7', '5/6', '7/4', '5', '7'] -> ((7 - (4/7 - 5)) / (5/6 / 7/4))
[36727] ['9/5', '9/5', '9/5', '2', '8'] -> ((9/5 + (9/5 * 2)) / (9/5 / 8))
[36728] ['3/7', '9/8', '5/4', '7', '7'] -> (3/7 / ((5/4 / 7) - (9/8 / 7)))
[36729] ['1/3', '5/8', '5/6', '2', '7'] -> ((7 - (1/3 - 5/6)) / (5/8 / 2))
[36730] ['3/5', '4/5', '8/7', '2', '3'] -> (3 / ((3/5 / 8/7) - (4/5 / 2)))
[36731] ['2/7', '8/9', '8/7', '5', '5'] -> ((2/7 - (8/7 / 8/9)) + (5 * 5))
[36732] ['4/7', '5/7', '9/5', '7', '9'] -> ((9/5 * 9) + (7 + (4/7 / 5/7)))
[36733] ['4/7', '7/9', '2', '5/2', '9'] -> ((7/9 * 9) * (2 + (4/7 * 5/2)))
[36734] ['4/3', '8/5', '7/2', '6', '7'] -> (8/5 * ((7/2 + 7) + (6 / 4/3)))
[36735] ['1/8', '3/7', '8/9', '3', '3'] -> (3 * (1/8 + (3 / (3/7 * 8/9))))
[36736] ['2/7', '3/4', '8/5', '7', '8'] -> (7 + (8/5 * (8 + (3/4 / 2/7))))
[36737] ['9/5', '2', '9/4', '7/3', '8'] -> (9/5 * ((9/4 * 8) - (2 * 7/3)))
[36738] ['4/7', '5/6', '9/4', '5', '7'] -> (5 / (5/6 * (4/7 - (9/4 / 7))))
[36739] ['3/5', '2/3', '7/8', '2', '6'] -> ((6 / (3/5 * 2)) / (7/8 - 2/3))
[36740] ['2/7', '8/9', '7/6', '5', '5'] -> (((5 / 2/7) - (7/6 - 5)) / 8/9)
[36741] ['3/7', '9/8', '7/5', '7', '7'] -> (9/8 * ((7 / 3/7) + (7 / 7/5)))
[36742] ['8/7', '5/2', '8/3', '8', '9'] -> ((8/3 + 9) * ((8 / 5/2) - 8/7))
[36743] ['4/7', '7/9', '2', '7/2', '9'] -> (2 + ((4/7 * 9) * (7/9 + 7/2)))
[36744] ['1/3', '5/8', '8/7', '2', '7'] -> ((8/7 * (5/8 + 2)) + (7 / 1/3))
[36745] ['2/7', '8/9', '6/5', '5', '5'] -> ((8/9 * 6/5) * (5 + (5 / 2/7)))
[36746] ['4/3', '7/4', '9/5', '6', '7'] -> ((4/3 * 9/5) * (6 + (7 / 7/4)))
[36747] ['3/7', '9/8', '3/2', '7', '7'] -> ((7 + 7) / (9/8 / (3/7 + 3/2)))
[36748] ['4/7', '5/6', '8/3', '5', '7'] -> ((4/7 * (5/6 + 8/3)) * (5 + 7))
[36749] ['2/7', '3/4', '9/5', '7', '8'] -> ((8 + (2/7 * 7)) / (3/4 / 9/5))
[36750] ['4/7', '7/9', '2', '9/2', '9'] -> (4/7 * ((9/2 * (7/9 + 9)) - 2))
[36751] ['2/7', '7/9', '4/5', '7', '8'] -> ((7/9 + 7) * (4/5 + (2/7 * 8)))
[36752] ['2/7', '8/9', '9/7', '5', '5'] -> (8/9 * (5 + ((9/7 + 5) / 2/7)))
[36753] ['4/7', '3/4', '5/6', '7', '9'] -> ((9 / 7) / ((3/4 * 5/6) - 4/7))
[36754] ['7/6', '7/6', '7/6', '8', '9'] -> ((7/6 / 7/6) / (7/6 - (9 / 8)))
[36755] ['2/7', '8/9', '4/3', '5', '5'] -> ((5 / 2/7) + (5 + (4/3 / 8/9)))
[36756] ['3/7', '9/8', '7/4', '7', '7'] -> (7 / (7 - ((9/8 + 7/4) / 3/7)))
[36757] ['3/5', '5/6', '5/6', '2', '3'] -> ((2 + (3 / 5/6)) / (5/6 - 3/5))
[36758] ['4/7', '4/5', '7/8', '2', '9'] -> (9 / (4/5 * (2 - (7/8 / 4/7))))
[36759] ['4/7', '3/4', '8/9', '7', '9'] -> ((8/9 * 7) * (9 * (4/7 * 3/4)))
[36760] ['2/7', '8/9', '7/5', '5', '5'] -> ((8/9 * 5) * (5 + (2/7 * 7/5)))
[36761] ['2/7', '7/9', '6/7', '7', '8'] -> ((8 * (2/7 / 7/9)) / (6/7 / 7))
[36762] ['4/3', '9/5', '7/2', '6', '7'] -> (9/5 * (4/3 + (7 / (7/2 / 6))))
[36763] ['5/7', '7/9', '3/2', '4', '5'] -> ((5 / (5/7 * 7/9)) / (3/2 / 4))
[36764] ['3/5', '5/6', '6/7', '2', '3'] -> (2 * ((3 / (5/6 - 3/5)) - 6/7))
[36765] ['1', '5/4', '3/2', '9/5', '3'] -> ((9/5 + 3) / ((3/2 / 5/4) - 1))
[36766] ['4/7', '4/5', '8/9', '2', '9'] -> ((4/5 + 2) * (4/7 + (8/9 * 9)))
[36767] ['2/7', '7/9', '7/8', '7', '8'] -> (7/9 / ((7 / (8 - 2/7)) - 7/8))
[36768] ['3/5', '5/6', '7/8', '2', '3'] -> (3 / ((2 * (3/5 * 5/6)) - 7/8))
[36769] ['3/5', '5/7', '7/9', '2', '6'] -> ((2 + 6) / (7/9 * (3/5 * 5/7)))
[36770] ['7/6', '7/6', '7/5', '8', '9'] -> ((7/6 - (7/6 / 7/5)) * (8 * 9))
[36771] ['4/7', '3/4', '5/4', '7', '9'] -> ((9 * ((4/7 * 7) - 5/4)) - 3/4)
[36772] ['4/7', '4/5', '9/8', '2', '9'] -> ((4/5 + 2) * (4/7 + (9 / 9/8)))
[36773] ['2/7', '7/9', '9/8', '7', '8'] -> (((8 / 2/7) - 7) / (7/9 * 9/8))
[36774] ['3/7', '9/8', '5/2', '7', '7'] -> (7 / (9/8 - (5/2 / (3/7 * 7))))
[36775] ['7/6', '7/6', '9/4', '8', '9'] -> (8 * ((9 / 9/4) - (7/6 / 7/6)))
[36776] ['1/8', '3/7', '5/2', '3', '3'] -> ((3 / 3/7) - (3 - (5/2 / 1/8)))
[36777] ['2/7', '8/9', '5/3', '5', '5'] -> (5 / ((5/3 / 2/7) - (5 / 8/9)))
[36778] ['3/7', '9/8', '7/2', '7', '7'] -> (7 / ((7/2 / 3/7) - (9/8 * 7)))
[36779] ['5/7', '7/9', '7/3', '4', '5'] -> (((5 / 5/7) - 7/3) / (7/9 / 4))
[36780] ['7/6', '7/6', '5/2', '8', '9'] -> (5/2 / (((7/6 + 9) / 8) - 7/6))
[36781] ['3/7', '8/7', '8/7', '7', '7'] -> ((3/7 * 7) * (7 + (8/7 / 8/7)))
[36782] ['5/7', '7/9', '5/2', '4', '5'] -> (4 / (7/9 * (5/7 - (5/2 / 5))))
[36783] ['1/3', '5/7', '9/5', '2', '7'] -> (((2 / 5/7) - (9/5 - 7)) / 1/3)
[36784] ['7/5', '7/5', '7/2', '6', '7'] -> ((6 * (7/5 + 7)) / (7/2 - 7/5))
[36785] ['1', '5/4', '5/3', '9/4', '3'] -> ((1 + 3) / (9/4 - (5/4 * 5/3)))
[36786] ['3/5', '5/6', '6/5', '2', '3'] -> ((2 + (6/5 * 3)) / (5/6 - 3/5))
[36787] ['7/6', '6/5', '9/7', '8', '9'] -> (6/5 * (8 + (7/6 * (9/7 + 9))))
[36788] ['4/7', '4/5', '4/3', '2', '9'] -> ((4/5 + 2) * (9 - (4/7 / 4/3)))
[36789] ['4/7', '3/4', '5/2', '7', '9'] -> ((9 - (4/7 * 3/4)) / (5/2 / 7))
[36790] ['3/7', '8/7', '5/4', '7', '7'] -> ((7 - (8/7 - 7)) / (3/7 * 5/4))
[36791] ['1/3', '5/7', '2', '5/2', '7'] -> ((1/3 + (5/7 * 7)) * (2 + 5/2))
[36792] ['1/8', '4/9', '5/8', '3', '3'] -> ((5/8 / ((4/9 / 3) - 1/8)) - 3)
[36793] ['4/7', '3/4', '8/3', '7', '9'] -> (9 * ((7 * (4/7 / 3/4)) - 8/3))
[36794] ['7/6', '6/5', '4/3', '8', '9'] -> ((9 / (7/6 + 4/3)) / (6/5 / 8))
[36795] ['1', '5/4', '5/3', '5/2', '3'] -> ((5/2 * (1 + 3)) / (5/3 - 5/4))
[36796] ['1/8', '4/7', '5/8', '1', '9'] -> ((((9 / 4/7) - 1/8) / 5/8) - 1)
[36797] ['1/3', '5/7', '2', '7/2', '7'] -> (7/2 * ((2 + 7) - (5/7 / 1/3)))
[36798] ['1/9', '1/9', '2/5', '2', '9'] -> ((2/5 + 2) * (9 + (1/9 / 1/9)))
[36799] ['3/5', '5/6', '4/3', '2', '3'] -> ((4/3 / 5/6) / ((2 / 3) - 3/5))
[36800] ['3/5', '5/7', '7/6', '2', '6'] -> ((6 / (3/5 * 5/7)) / (7/6 / 2))
[36801] ['3/7', '8/7', '3/2', '7', '7'] -> (8/7 * ((7 / 3/7) + (7 / 3/2)))
[36802] ['4/7', '4/5', '3/2', '2', '9'] -> (4/5 * ((9 / (4/7 / 2)) - 3/2))
[36803] ['2/7', '7/9', '3/2', '7', '8'] -> ((2/7 * 8) * (3/2 + (7 / 7/9)))
[36804] ['1', '5/4', '5/3', '8/3', '3'] -> ((8/3 * 3) / ((5/3 / 5/4) - 1))
[36805] ['1/9', '1/9', '3/7', '2', '9'] -> ((2 + (1/9 / 1/9)) + (9 / 3/7))
[36806] ['3/5', '5/7', '6/5', '2', '6'] -> (((6 / 5/7) - 6/5) / (3/5 / 2))
[36807] ['7/6', '6/5', '3/2', '8', '9'] -> (6/5 * ((7/6 * 9) + (3/2 + 8)))
[36808] ['4/7', '4/5', '5/3', '2', '9'] -> ((4/5 + 2) * (9 * (4/7 * 5/3)))
[36809] ['1/9', '1/9', '1/2', '2', '9'] -> (((1/9 / 1/9) + (2 + 9)) / 1/2)
[36810] ['4/7', '7/9', '5/6', '7', '9'] -> ((((7 + 9) / 7/9) - 4/7) / 5/6)
[36811] ['3/7', '8/7', '7/4', '7', '7'] -> (7 + (7 * (3/7 + (8/7 * 7/4))))
[36812] ['7/6', '6/5', '5/3', '8', '9'] -> (6/5 * ((7/6 * 8) + (5/3 + 9)))
[36813] ['1/8', '4/9', '6/7', '3', '3'] -> (3 * (1/8 + (3 / (4/9 * 6/7))))
[36814] ['2/7', '7/9', '5/3', '7', '8'] -> (((7 + (5/3 / 7/9)) / 2/7) - 8)
[36815] ['4/7', '7/8', '9/4', '5', '7'] -> ((5 + 7) * ((9/4 / 7/8) - 4/7))
[36816] ['3/5', '5/7', '4/3', '2', '6'] -> ((4/3 * 2) * (3/5 + (6 / 5/7)))
[36817] ['4/7', '7/9', '6/7', '7', '9'] -> ((6/7 * 7) * (9 * (4/7 * 7/9)))
[36818] ['7/6', '6/5', '9/4', '8', '9'] -> ((8 + 9) / ((9/4 / 6/5) - 7/6))
[36819] ['7/5', '5/3', '9/4', '6', '7'] -> (9/4 * ((6 + 7) - (7/5 * 5/3)))
[36820] ['2/7', '7/9', '7/4', '7', '8'] -> ((7 * (7/9 / 7/4)) * (8 - 2/7))
[36821] ['1/9', '1/9', '5/8', '2', '9'] -> (9 / (2 - (5/8 + (1/9 / 1/9))))
[36822] ['4/7', '4/5', '2', '9/4', '9'] -> ((9 / ((4/7 * 2) - 4/5)) - 9/4)
[36823] ['2/7', '7/9', '9/4', '7', '8'] -> ((8 / 2/7) - (7 / (7/9 * 9/4)))
[36824] ['1/3', '3/4', '7/5', '2', '7'] -> ((7 / (3/4 - 1/3)) / (7/5 / 2))
[36825] ['2/7', '9/8', '8/7', '5', '5'] -> ((2/7 - (9/8 * 8/7)) + (5 * 5))
[36826] ['4/7', '7/9', '8/9', '7', '9'] -> (9 * ((4/7 * (7 - 7/9)) - 8/9))
[36827] ['7/6', '6/5', '7/2', '8', '9'] -> (6/5 * ((7/2 / 7/6) + (8 + 9)))
[36828] ['4/7', '8/9', '8/7', '5', '7'] -> ((5 + 7) / (8/7 - (4/7 / 8/9)))
[36829] ['7/5', '7/4', '9/4', '6', '7'] -> (6 * (((7/4 + 7) / 7/5) - 9/4))
[36830] ['5/7', '4/5', '5/3', '4', '5'] -> ((5/3 * 5) * (4 - (4/5 / 5/7)))
[36831] ['2/7', '7/9', '5/2', '7', '8'] -> ((8 - 2/7) / (5/2 / (7/9 + 7)))
[36832] ['3/7', '7/6', '6/5', '7', '7'] -> ((7 + (7 / 3/7)) / (7/6 / 6/5))
[36833] ['2/7', '9/8', '6/5', '5', '5'] -> ((5 + (5 / 2/7)) / (9/8 / 6/5))
[36834] ['1/9', '1/9', '6/7', '2', '9'] -> (6/7 * (9 + ((1/9 + 2) / 1/9)))
[36835] ['3/7', '7/6', '5/4', '7', '7'] -> (7 / (7/6 * (3/7 - (5/4 / 7))))
[36836] ['5/7', '4/5', '9/5', '4', '5'] -> (4 * ((4/5 - 9/5) + (5 / 5/7)))
[36837] ['7/6', '5/4', '5/4', '8', '9'] -> ((5/4 / 5/4) / (7/6 - (9 / 8)))
[36838] ['3/5', '5/7', '9/5', '2', '6'] -> (6 * ((2 / 5/7) - (3/5 - 9/5)))
[36839] ['1/9', '1/9', '7/8', '2', '9'] -> (9 / (7/8 - ((1/9 / 1/9) / 2)))
[36840] ['7/5', '7/4', '8/3', '6', '7'] -> (6 + (8/3 * (7/4 + (7 / 7/5))))
[36841] ['4/7', '7/9', '7/6', '7', '9'] -> ((9 * (4/7 * 7/9)) / (7/6 / 7))
[36842] ['2/7', '4/5', '4/5', '7', '8'] -> (8 * ((2/7 * 7) + (4/5 / 4/5)))
[36843] ['2/7', '9/8', '9/7', '5', '5'] -> ((5 + ((9/7 + 5) / 2/7)) / 9/8)
[36844] ['1/8', '4/9', '3/2', '3', '3'] -> (((3 - 3/2) / (1/8 * 4/9)) - 3)
[36845] ['1/8', '4/7', '1', '4/3', '9'] -> ((9 / (4/7 / 4/3)) / (1 - 1/8))
[36846] ['3/7', '7/6', '7/5', '7', '7'] -> ((7 + (7 / 7/5)) / (3/7 * 7/6))
[36847] ['4/7', '8/9', '9/7', '5', '7'] -> ((9/7 / (4/7 / 8/9)) * (5 + 7))
[36848] ['4/7', '7/9', '6/5', '7', '9'] -> (6/5 * (((7 + 9) / 7/9) - 4/7))
[36849] ['5/7', '4/5', '7/3', '4', '5'] -> ((7/3 * 5) * ((5/7 * 4) - 4/5))
[36850] ['1', '5/4', '9/5', '3', '9/2'] -> (3 * (9/2 + (5/4 * (1 + 9/5))))
[36851] ['2/7', '9/8', '4/3', '5', '5'] -> ((5 / 2/7) + (5 + (9/8 * 4/3)))
[36852] ['1/8', '4/7', '1', '3/2', '9'] -> (9 / ((1/8 - 3/2) + (1 / 4/7)))
[36853] ['4/7', '8/9', '7/5', '5', '7'] -> ((8/9 * 5) * (7/5 + (4/7 * 7)))
[36854] ['4/7', '5/6', '9/8', '2', '9'] -> (2 * ((9 / (4/7 / 5/6)) - 9/8))
[36855] ['2/7', '9/8', '7/5', '5', '5'] -> ((5 + (2/7 * 7/5)) / (9/8 / 5))
[36856] ['1/8', '4/7', '1', '5/3', '9'] -> (5/3 / ((1 / (4/7 * 9)) - 1/8))
[36857] ['7/5', '9/4', '9/4', '6', '7'] -> (6 * ((7 / 7/5) - (9/4 / 9/4)))
[36858] ['7/6', '5/4', '7/3', '8', '9'] -> (9 / ((7/3 / 8) - (7/6 - 5/4)))
[36859] ['1/8', '4/7', '1', '7/4', '9'] -> (9 + (7/4 * (4/7 + (1 / 1/8))))
[36860] ['4/7', '7/9', '3/2', '7', '9'] -> ((7 + 9) / (3/2 * (4/7 * 7/9)))
[36861] ['5/7', '5/6', '5/6', '4', '5'] -> (4 * ((5 / 5/7) - (5/6 / 5/6)))
[36862] ['7/6', '5/4', '5/2', '8', '9'] -> (5/4 + (7/6 * (9 + (5/2 + 8))))
[36863] ['1/3', '7/9', '5/4', '2', '7'] -> ((1/3 + 7) / ((7/9 * 2) - 5/4))
[36864] ['1/9', '1/9', '2', '9/2', '9'] -> ((2 - (1/9 + 1/9)) * (9/2 + 9))
[36865] ['2/7', '4/5', '8/7', '7', '8'] -> ((((8 / 4/5) - 8/7) / 2/7) - 7)
[36866] ['4/7', '8/9', '7/4', '5', '7'] -> ((7/4 + 5) * (7 * (4/7 * 8/9)))
[36867] ['2/7', '9/8', '5/3', '5', '5'] -> (5 / ((5/3 / 2/7) - (9/8 * 5)))
[36868] ['3/5', '3/4', '7/8', '2', '6'] -> (6 / (7/8 - (3/4 / (3/5 * 2))))
[36869] ['1/8', '4/7', '1', '9/4', '9'] -> (9 / (9/4 - (1/8 + (1 / 4/7))))
[36870] ['1/3', '7/9', '7/5', '2', '7'] -> ((2 / (7/9 / 7/5)) * (7 - 1/3))
[36871] ['2/7', '4/5', '5/4', '7', '8'] -> (8 * ((2/7 * 7) + (4/5 * 5/4)))
[36872] ['3/7', '7/6', '8/3', '7', '7'] -> (8/3 * ((3/7 * 7) + (7 / 7/6)))
[36873] ['1', '5/4', '5/2', '5/2', '3'] -> ((5/2 / (5/2 - (3 / 5/4))) - 1)
[36874] ['4/7', '7/9', '5/3', '7', '9'] -> ((7/9 + 7) * (9 * (4/7 / 5/3)))
[36875] ['3/5', '6/7', '3/2', '2', '3'] -> (2 / (3 - (3/2 / (3/5 * 6/7))))
[36876] ['4/7', '5/6', '3/2', '2', '9'] -> ((5/6 + 3/2) * (9 * (4/7 * 2)))
[36877] ['1/9', '1/8', '1/5', '2', '9'] -> (((9 * (1/9 / 1/5)) - 2) / 1/8)
[36878] ['2/7', '4/5', '3/2', '7', '8'] -> ((3/2 / 2/7) + ((7 + 8) / 4/5))
[36879] ['3/5', '6/7', '8/5', '2', '3'] -> (8/5 / (3 - (3/5 + (2 / 6/7))))
[36880] ['7/5', '5/2', '8/3', '6', '7'] -> ((7 / (7/5 * (8/3 - 5/2))) - 6)
[36881] ['2/7', '4/5', '5/3', '7', '8'] -> ((7 * (2/7 * 5/3)) * (8 - 4/5))
[36882] ['7/6', '9/7', '9/5', '8', '9'] -> (8 * ((9 / (7/6 * 9/5)) - 9/7))
[36883] ['5/7', '5/6', '9/7', '4', '5'] -> ((5/7 / 5/6) / (9/7 - (5 / 4)))
[36884] ['4/7', '7/9', '8/3', '7', '9'] -> (9 + ((7 + (8/3 / 4/7)) / 7/9))
[36885] ['7/5', '5/2', '9/2', '6', '7'] -> (6 * (9/2 - ((7/5 * 5/2) / 7)))
[36886] ['1', '9/7', '9/7', '3/2', '3'] -> ((9/7 * (1 + 3)) / (3/2 - 9/7))
[36887] ['5/7', '5/6', '4/3', '4', '5'] -> ((4 + (4/3 / 5/6)) * (5 - 5/7))
[36888] ['4/7', '5/6', '9/5', '2', '9'] -> (9/5 * ((5/6 + 9) + (2 / 4/7)))
[36889] ['2/7', '4/5', '9/4', '7', '8'] -> ((((8 / 2/7) - 7) / 4/5) - 9/4)
[36890] ['7/5', '8/3', '8/3', '6', '7'] -> (6 * ((7 / 7/5) - (8/3 / 8/3)))
[36891] ['1/8', '1/2', '8/7', '3', '3'] -> ((8/7 * 3) * (3 + (1/2 / 1/8)))
[36892] ['1/3', '4/5', '6/7', '2', '7'] -> (7 * ((2 / (4/5 - 1/3)) - 6/7))
[36893] ['1', '9/7', '9/7', '8/5', '3'] -> ((9/7 + 3) * (8/5 / (9/7 - 1)))
[36894] ['1/8', '3/5', '2/3', '1', '9'] -> (((2/3 * 9) - 1) / (1/8 / 3/5))
[36895] ['4/7', '5/6', '2', '7/3', '9'] -> ((5/6 * 2) + (7/3 * (4/7 + 9)))
[36896] ['1/3', '4/5', '8/9', '2', '7'] -> ((7 / (1/3 * 4/5)) - (2 / 8/9))
[36897] ['1/9', '1/8', '4/7', '2', '9'] -> ((9 / 1/9) / ((2 / 4/7) - 1/8))
[36898] ['7/6', '7/5', '3/2', '8', '9'] -> (7/5 * (9 + ((3/2 + 8) / 7/6)))
[36899] ['3/7', '6/5', '7/4', '7', '7'] -> (6/5 * (7 + (7/4 * (3/7 + 7))))
[36900] ['4/7', '5/6', '2', '5/2', '9'] -> ((4/7 + 2) * (9 + (5/6 / 5/2)))
[36901] ['3/5', '7/9', '5/6', '2', '6'] -> ((2 + 6) / ((7/9 / 5/6) - 3/5))
[36902] ['7/6', '7/5', '8/5', '8', '9'] -> ((8/5 * 9) + (8 / (7/6 / 7/5)))
[36903] ['3/5', '6/7', '2', '3', '7/2'] -> ((3 - 3/5) * (7/2 * (6/7 + 2)))
[36904] ['1', '9/7', '9/7', '9/4', '3'] -> (3 / (1 - (9/4 / (9/7 + 9/7))))
[36905] ['5/7', '5/6', '7/3', '4', '5'] -> ((4 * 5) / ((5/7 * 7/3) - 5/6))
[36906] ['3/7', '6/5', '7/3', '7', '7'] -> ((3/7 * 6/5) * ((7 * 7) - 7/3))
[36907] ['4/7', '9/8', '7/5', '5', '7'] -> ((7/5 + (4/7 * 7)) / (9/8 / 5))
[36908] ['4/7', '5/6', '2', '9/2', '9'] -> (2 * ((9 / 4/7) - (5/6 * 9/2)))
[36909] ['1/3', '4/5', '9/7', '2', '7'] -> ((9/7 * (4/5 + 2)) * (7 - 1/3))
[36910] ['2/7', '8/7', '4/3', '5', '5'] -> (8/7 / ((4/3 - 2/7) - (5 / 5)))
[36911] ['5/7', '5/6', '5/2', '4', '5'] -> ((4 + 5) * ((5/2 / 5/7) - 5/6))
[36912] ['4/7', '9/8', '8/5', '5', '7'] -> (5 + ((4/7 + 9/8) * (8/5 * 7)))
[36913] ['3/5', '7/8', '7/8', '2', '3'] -> (2 / (3 - ((7/8 + 7/8) / 3/5)))
[36914] ['5/7', '5/6', '8/3', '4', '5'] -> (4 + ((5/7 + 5) * (5/6 + 8/3)))
[36915] ['1', '9/7', '9/7', '8/3', '3'] -> (9/7 / ((9/7 / 3) - (1 / 8/3)))
[36916] ['7/6', '7/5', '9/4', '8', '9'] -> (9 + ((7/6 / 7/5) * (9/4 * 8)))
[36917] ['2/7', '8/7', '7/4', '5', '5'] -> ((8/7 + ((5 + 5) / 7/4)) / 2/7)
[36918] ['4/7', '6/7', '7/5', '2', '9'] -> ((6/7 + (9 / (7/5 / 2))) / 4/7)
[36919] ['1/9', '1/8', '6/7', '2', '9'] -> (2 / (6/7 * (1/9 - (1/8 / 9))))
[36920] ['4/7', '9/8', '5/3', '5', '7'] -> ((5 / 7) / ((4/7 + 9/8) - 5/3))
[36921] ['2/7', '5/6', '9/8', '7', '8'] -> (7 / (2/7 * (9/8 - (5/6 / 8))))
[36922] ['2/7', '8/7', '9/5', '5', '5'] -> ((5 * (9/5 + (8/7 / 2/7))) - 5)
[36923] ['3/5', '7/8', '9/8', '2', '3'] -> (3 / ((9/8 / 3/5) - (7/8 * 2)))
[36924] ['1', '9/7', '9/7', '3', '9/2'] -> ((9/2 * (1 + 9/7)) / (9/7 / 3))
[36925] ['1/9', '1/8', '8/7', '2', '9'] -> (2 / ((1/9 / 8/7) - (1/8 / 9)))
[36926] ['4/7', '9/8', '7/4', '5', '7'] -> ((7/4 + 5) * (7 * (4/7 / 9/8)))
[36927] ['3/7', '5/4', '5/4', '7', '7'] -> ((3/7 * 7) * (7 + (5/4 / 5/4)))
[36928] ['2/7', '8/7', '7/3', '5', '5'] -> ((5 - 7/3) * (5 + (8/7 / 2/7)))
[36929] ['4/7', '4/5', '7/5', '7', '9'] -> (4/5 + (7/5 * (9 + (4/7 + 7))))
[36930] ['4/7', '7/8', '7/8', '2', '9'] -> (9 / ((7/8 * (2 - 4/7)) - 7/8))
[36931] ['7/6', '7/5', '5/2', '8', '9'] -> ((9 * (7/6 / 7/5)) / (5/2 / 8))
[36932] ['2/7', '8/7', '5/2', '5', '5'] -> (((8/7 + 5) / 2/7) - (5/2 - 5))
[36933] ['1/3', '5/6', '9/8', '2', '7'] -> (7 / ((1/3 + 5/6) + (9/8 - 2)))
[36934] ['3/5', '7/8', '7/6', '2', '3'] -> ((2 + (3 / 3/5)) / (7/6 - 7/8))
[36935] ['4/7', '4/5', '7/4', '7', '9'] -> (7 + (7/4 * (9 + (4/7 / 4/5))))
[36936] ['1/3', '5/6', '8/7', '2', '7'] -> (8/7 / ((1/3 / 2) - (5/6 / 7)))
[36937] ['3/7', '5/4', '3/2', '7', '7'] -> ((3/7 / (3/2 - 5/4)) * (7 + 7))
[36938] ['1/8', '3/5', '1', '7/2', '9'] -> (((9 / (7/2 - 1)) - 3/5) / 1/8)
[36939] ['3/5', '7/9', '7/5', '2', '6'] -> ((7/5 / (3/5 * 7/9)) * (2 + 6))
[36940] ['5/7', '6/7', '9/4', '4', '5'] -> (9/4 * (4 + ((5/7 + 5) / 6/7)))
[36941] ['2/7', '7/6', '7/6', '5', '5'] -> ((7/6 + 7/6) * (5 + (2/7 + 5)))
[36942] ['4/7', '7/8', '7/5', '2', '9'] -> ((9 / 7/5) / ((4/7 * 2) - 7/8))
[36943] ['3/7', '5/4', '8/5', '7', '7'] -> (7 + (7 * (3/7 + (5/4 * 8/5))))
[36944] ['7/6', '8/5', '8/5', '8', '9'] -> ((8/5 / 8/5) / (7/6 - (9 / 8)))
