[98462] ['7/9', '8/7', '4', '4', '9/2'] -> ((7/9 * 9/2) * (4 - (8/7 - 4)))
[100870] ['1/9', '2/7', '4/3', '6', '6'] -> (6 * ((4/3 / 2/7) - (1/9 * 6)))
[100871] ['4/7', '7/9', '1', '9/7', '3'] -> (3 / ((4/7 / (9/7 - 7/9)) - 1))
[100872] ['2/9', '1/4', '2/5', '5', '9'] -> (2/5 / ((2/9 / 5) - (1/4 / 9)))
[100873] ['1/9', '2/7', '7/5', '6', '6'] -> ((2/7 * 7/5) * (6 + (6 / 1/9)))
[100874] ['1/3', '2/5', '3/4', '8', '8'] -> ((8 / (2/5 * 3/4)) - (1/3 * 8))
[100875] ['4/7', '7/9', '1', '4/3', '3'] -> ((3 + (4/3 / 4/7)) / (1 - 7/9))
[100876] ['8/9', '6/5', '3/2', '4', '4'] -> ((6/5 + 3/2) * (4 + (8/9 + 4)))
[100877] ['5/9', '9/7', '5/2', '3', '9'] -> (5/2 * ((9 / (5/9 * 9/7)) - 3))
[100878] ['1/3', '5/7', '8/9', '5', '6'] -> (8/9 * (6 + (5 / (1/3 * 5/7))))
[100879] ['2/5', '3/4', '7/2', '6', '7'] -> (((7/2 + 7) / (3/4 - 2/5)) - 6)
[100880] ['6/5', '6/5', '9/7', '2', '4'] -> (((6/5 * 2) / (9/7 - 6/5)) - 4)
[100881] ['1/5', '2/7', '6/7', '8', '9'] -> (9 + (8 / (1/5 + (2/7 / 6/7))))
[100882] ['8/9', '6/5', '5/3', '4', '4'] -> ((4 * 4) / (6/5 - (8/9 / 5/3)))
[100883] ['2/9', '3/5', '5/8', '1', '1'] -> ((1 + 1) / (5/8 * (2/9 * 3/5)))
[100884] ['1/3', '5/7', '9/8', '5', '6'] -> ((6 + (5 / (1/3 * 5/7))) / 9/8)
[100885] ['5/9', '9/7', '3', '7/2', '9'] -> (7/2 * (9 - (3 * (5/9 * 9/7))))
[100886] ['1/3', '5/7', '5/4', '5', '6'] -> (6 / ((5/4 / (1/3 * 5/7)) - 5))
[100887] ['1/9', '2/7', '7/4', '6', '6'] -> ((2/7 * 7/4) * ((6 / 1/9) - 6))
[100888] ['2/9', '1/4', '5/8', '5', '9'] -> (((5 / 5/8) - (2/9 * 9)) / 1/4)
[100889] ['1/9', '2/7', '9/5', '6', '6'] -> ((6 + (6 / 9/5)) / (1/9 / 2/7))
[100890] ['7/8', '8/9', '9/4', '3', '8'] -> ((8 / 8/9) / ((7/8 * 3) - 9/4))
[100891] ['5/9', '4/3', '7/4', '3', '9'] -> ((3 * (9 - (5/9 / 4/3))) - 7/4)
[100892] ['7/8', '8/9', '5/2', '3', '8'] -> ((8 / 8/9) / ((7/8 + 5/2) - 3))
[100893] ['8/9', '6/5', '8/3', '4', '4'] -> ((4 * (4 + (8/3 / 6/5))) - 8/9)
[100894] ['5/9', '7/5', '7/5', '3', '9'] -> (9 * ((5/9 * 3) + (7/5 / 7/5)))
[100895] ['1/3', '2/5', '7/6', '8', '8'] -> (8 + (8 * (7/6 + (1/3 / 2/5))))
[100896] ['1/5', '2/7', '7/6', '8', '9'] -> (9 + (8 / (1/5 + (2/7 * 7/6))))
[100897] ['5/9', '7/5', '3/2', '3', '9'] -> (((3 / 5/9) - 7/5) / (3/2 / 9))
[100898] ['1/3', '5/7', '9/4', '5', '6'] -> (6 / ((5 / 5/7) - (9/4 / 1/3)))
[100899] ['1/5', '2/7', '5/4', '8', '9'] -> (5/4 * ((1/5 - 9) + (8 / 2/7)))
[100900] ['1/9', '2/7', '9/2', '6', '6'] -> ((6 / 2/7) + (6 * (1/9 * 9/2)))
[100901] ['5/9', '7/5', '7/4', '3', '9'] -> ((3 + (9 / 5/9)) / (7/5 / 7/4))
[100902] ['2/5', '7/9', '6/5', '6', '7'] -> ((2/5 + 6/5) * (6 + (7 / 7/9)))
[100903] ['8/9', '5/4', '9/7', '4', '4'] -> ((5/4 + 4) * (4 * (8/9 * 9/7)))
[100904] ['1/5', '2/7', '4/3', '8', '9'] -> ((9 / 1/5) - (8 / (2/7 * 4/3)))
[100905] ['2/5', '7/9', '5/4', '6', '7'] -> (6 + (7 / (5/4 * (2/5 * 7/9))))
[100906] ['8/9', '5/4', '7/5', '4', '4'] -> ((7/5 + 4) * (4 * (8/9 * 5/4)))
[100907] ['5/9', '7/5', '8/3', '3', '9'] -> (((7/5 * (8/3 + 9)) - 3) / 5/9)
[100908] ['1/9', '1/3', '4/5', '6', '6'] -> (6 / ((1/9 * 6) - (1/3 / 4/5)))
[100909] ['1/5', '2/7', '5/3', '8', '9'] -> (9 + (8 / (2/7 * (1/5 + 5/3))))
[100910] ['2/9', '3/5', '1', '1', '6/5'] -> ((6/5 + (1 + 1)) / (2/9 * 3/5))
[100911] ['8/9', '5/4', '7/4', '4', '4'] -> ((8/9 * 4) * (7/4 + (5/4 * 4)))
[100912] ['2/9', '1/4', '8/5', '5', '9'] -> (((8/5 * 5) - (2/9 * 9)) / 1/4)
[100913] ['5/9', '7/5', '3', '9/2', '9'] -> ((5/9 * 9/2) * ((7/5 * 9) - 3))
[100914] ['4/7', '4/5', '6/7', '1', '3'] -> ((4/7 * 3) / ((6/7 / 4/5) - 1))
[100915] ['1/5', '2/7', '7/4', '8', '9'] -> (9 / (1/5 * (8 - (7/4 / 2/7))))
[100916] ['8/9', '5/4', '9/5', '4', '4'] -> (4 * (4 + (9/5 * (8/9 * 5/4))))
[100917] ['2/9', '1/4', '9/5', '5', '9'] -> ((9 - (2/9 + (5 / 9/5))) / 1/4)
[100918] ['1/3', '7/9', '7/8', '5', '6'] -> ((7/8 * 6) * (5 - (1/3 / 7/9)))
[100919] ['1/5', '2/7', '9/5', '8', '9'] -> ((8 + 9) + ((1/5 + 9/5) / 2/7))
[100920] ['8/9', '5/4', '9/4', '4', '4'] -> ((4 + 4) / (8/9 - (5/4 / 9/4)))
[100921] ['1/9', '1/3', '8/5', '6', '6'] -> (8/5 * ((1/3 / 1/9) + (6 + 6)))
[100922] ['2/5', '7/9', '9/4', '6', '7'] -> (7 / (7/9 * (6 - (9/4 / 2/5))))
[100923] ['7/8', '7/6', '8/5', '3', '8'] -> ((3 + (7/8 / 7/6)) * (8 - 8/5))
[100924] ['1/3', '7/9', '5/4', '5', '6'] -> ((6 + (1/3 + 5)) / (5/4 - 7/9))
[100925] ['7/8', '6/5', '9/7', '3', '8'] -> ((6/5 + 3) * ((7/8 * 8) - 9/7))
[100926] ['1/3', '3/7', '6/5', '8', '8'] -> ((3/7 * 8) * (1/3 + (8 / 6/5)))
[100927] ['1/9', '3/8', '2/5', '6', '6'] -> ((6 / (1/9 * 2/5)) / (6 - 3/8))
[100928] ['8/9', '9/7', '9/7', '4', '4'] -> ((4 / (9/7 - (8/9 * 9/7))) - 4)
[100929] ['2/5', '7/9', '9/2', '6', '7'] -> ((7 / (2/5 * 7/9)) - (9/2 - 6))
[100930] ['5/9', '8/5', '9/4', '3', '9'] -> ((9/4 * (5/9 * 8/5)) * (3 + 9))
[100931] ['1/3', '7/9', '7/4', '5', '6'] -> ((6 - (1/3 - 5)) / (7/9 / 7/4))
[100932] ['4/7', '4/5', '1', '6/5', '3'] -> (3 / (1 - (6/5 / (4/7 + 4/5))))
[100933] ['1/3', '3/7', '8/5', '8', '8'] -> ((1/3 + (8 / 3/7)) + (8 / 8/5))
[100934] ['1/5', '1/3', '3/8', '8', '9'] -> ((1/3 - (8 / 3/8)) + (9 / 1/5))
[100935] ['4/7', '4/5', '1', '9/7', '3'] -> (((3 / (1 - 4/5)) - 9/7) / 4/7)
[100936] ['5/9', '7/4', '7/4', '3', '9'] -> (9 * ((5/9 * 3) + (7/4 / 7/4)))
[100937] ['2/9', '3/5', '1', '1', '5/2'] -> (5/2 * (3/5 + ((1 + 1) / 2/9)))
[100938] ['1/3', '4/5', '8/7', '5', '6'] -> ((5 / (1/3 * 4/5)) + (6 / 8/7))
[100939] ['1/5', '1/3', '4/9', '8', '9'] -> ((9 + (1/5 * (1/3 + 8))) / 4/9)
[100940] ['5/9', '7/4', '9/5', '3', '9'] -> ((5/9 + 3) * (7/4 + (9 / 9/5)))
[100941] ['8/9', '9/7', '7/4', '4', '4'] -> (4 * (4 + (7/4 * (8/9 * 9/7))))
[100942] ['2/9', '3/5', '1', '1', '8/3'] -> (((1 / 3/5) + (1 + 8/3)) / 2/9)
[100943] ['4/7', '4/5', '1', '3/2', '3'] -> (3 / ((3/2 / 4/5) - (1 / 4/7)))
[100944] ['1/5', '1/3', '1/2', '8', '9'] -> ((1/5 + (1/3 * 9)) * (8 - 1/2))
[100945] ['8/9', '9/7', '9/5', '4', '4'] -> (9/5 * (8/9 + (4 / (9/7 / 4))))
[100946] ['2/5', '5/6', '8/9', '6', '7'] -> (8/9 * (6 + (7 / (2/5 * 5/6))))
[100947] ['1/5', '1/3', '4/7', '8', '9'] -> ((4/7 + 8) * ((1/3 * 9) - 1/5))
[100948] ['2/9', '2/7', '3/4', '5', '9'] -> ((5 + 9) / (3/4 * (2/9 / 2/7)))
[100949] ['5/9', '7/4', '3', '9/2', '9'] -> (9 / (9/2 * (7/4 - (5/9 * 3))))
[100950] ['8/9', '9/7', '5/2', '4', '4'] -> (4 * (5/2 + (4 / (8/9 * 9/7))))
[100951] ['7/8', '5/4', '4/3', '3', '8'] -> ((3 + (8 / 4/3)) / (5/4 - 7/8))
[100952] ['2/5', '5/6', '8/7', '6', '7'] -> ((8/7 + 6) * (7 * (2/5 / 5/6)))
[100953] ['2/9', '2/7', '4/5', '5', '9'] -> (5 * ((2/9 * 9) + (4/5 / 2/7)))
[100954] ['5/9', '9/5', '3', '7/2', '9'] -> (3 + ((5/9 * 7/2) * (9/5 + 9)))
[100955] ['1/9', '3/8', '6/5', '6', '6'] -> ((6 - (6 / 6/5)) / (1/9 * 3/8))
[100956] ['7/8', '5/4', '8/5', '3', '8'] -> ((3 / (7/8 - (5/4 / 8/5))) - 8)
[100957] ['4/7', '4/5', '1', '9/4', '3'] -> ((3 / (4/7 * (1 - 4/5))) - 9/4)
[100958] ['5/9', '9/4', '5/2', '3', '9'] -> ((5/2 / (5/9 * 9/4)) * (3 + 9))
[100959] ['2/5', '5/6', '7/4', '6', '7'] -> ((7 + (6 / 2/5)) / (7/4 - 5/6))
[100960] ['7/8', '9/7', '9/5', '3', '8'] -> ((8 / 7/8) / ((3 / 9/5) - 9/7))
[100961] ['1/5', '1/3', '5/4', '8', '9'] -> (5/4 * ((1/5 - 8) + (9 / 1/3)))
[100962] ['2/9', '5/8', '6/7', '1', '1'] -> (1 / ((6/7 * (1 - 2/9)) - 5/8))
[100963] ['8/9', '4/3', '9/5', '4', '4'] -> ((9/5 * 4) * (4 - (8/9 / 4/3)))
[100964] ['1/3', '6/7', '9/8', '5', '6'] -> ((6 / (1/3 + 9/8)) / (6/7 / 5))
[100965] ['4/7', '4/7', '5/6', '3', '9'] -> ((9 - (4/7 - 3)) / (4/7 * 5/6))
[100966] ['1/5', '1/3', '9/7', '8', '9'] -> (9/7 * ((1/3 / 1/5) + (8 + 9)))
[100967] ['2/5', '6/7', '8/9', '6', '7'] -> ((8/9 * 7) * (6 - (6/7 / 2/5)))
[100968] ['1/3', '6/7', '5/4', '5', '6'] -> (6/7 / ((6 / (5 - 1/3)) - 5/4))
[100969] ['2/9', '5/8', '1', '1', '9/8'] -> (1 / ((1 / 9/8) - (2/9 + 5/8)))
[100970] ['4/7', '5/6', '7/8', '1', '3'] -> ((4/7 + (3 / 7/8)) / (1 - 5/6))
[100971] ['4/7', '4/7', '7/5', '3', '9'] -> ((4/7 + (4/7 * 9)) * (7/5 * 3))
[100972] ['2/5', '6/7', '9/8', '6', '7'] -> ((6 - (6/7 / 2/5)) / (9/8 / 7))
[100973] ['7/8', '4/3', '8/5', '3', '8'] -> (8 / ((7/8 + 4/3) - (3 / 8/5)))
[100974] ['1/3', '6/7', '8/5', '5', '6'] -> (5 * (((6 - 8/5) / 6/7) - 1/3))
[100975] ['8/9', '7/5', '8/5', '4', '4'] -> (8/9 * (7/5 + (4 * (8/5 * 4))))
[100976] ['1/9', '2/5', '1/2', '6', '6'] -> ((6 / 1/9) - (6 / (2/5 * 1/2)))
[100977] ['2/9', '5/8', '1', '1', '7/6'] -> (1 / (((1 - 2/9) / 7/6) - 5/8))
[100978] ['1/5', '1/3', '9/4', '8', '9'] -> (9/4 * (9 + (1/5 * (1/3 + 8))))
[100979] ['7/8', '4/3', '9/5', '3', '8'] -> ((4/3 * 9/5) * (3 + (7/8 * 8)))
[100980] ['4/7', '5/6', '1', '7/6', '3'] -> ((1 + 3) / (5/6 - (4/7 * 7/6)))
[100981] ['1/3', '6/7', '9/4', '5', '6'] -> ((5 / (1/3 - (6/7 / 6))) - 9/4)
[100982] ['1/3', '1/2', '7/9', '8', '8'] -> (((1/3 * 8) + (8 / 1/2)) / 7/9)
[100983] ['7/8', '7/5', '5/3', '3', '8'] -> (8 / (3 - (5/3 / (7/8 / 7/5))))
[100984] ['1/3', '1/2', '8/9', '8', '8'] -> ((8 + (1/3 * 8)) / (1/2 * 8/9))
[100985] ['7/8', '7/5', '9/4', '3', '8'] -> (((9/4 * 8) - 3) / (7/8 / 7/5))
[100986] ['2/9', '5/8', '1', '1', '3/2'] -> (1 / (1 - (5/8 + (2/9 * 3/2))))
[100987] ['1/5', '3/8', '1/2', '8', '9'] -> (1/2 * ((3/8 * 8) + (9 / 1/5)))
[100988] ['1/9', '2/5', '5/6', '6', '6'] -> (6 + ((5/6 * 6) / (1/9 / 2/5)))
[100989] ['4/7', '5/6', '1', '8/5', '3'] -> ((3 / 5/6) / ((1 / 4/7) - 8/5))
[100990] ['7/8', '7/5', '7/3', '3', '8'] -> ((8 + (7/3 * 3)) / (7/8 / 7/5))
[100991] ['1/3', '7/8', '9/7', '5', '6'] -> ((7/8 * 6) * (5 - (1/3 * 9/7)))
[100992] ['4/7', '5/6', '1', '5/3', '3'] -> (3 / (1 - (5/6 / (4/7 * 5/3))))
[100993] ['1/5', '3/8', '4/7', '8', '9'] -> (4/7 * ((9 / 1/5) - (3/8 * 8)))
[100994] ['2/9', '5/8', '1', '1', '5/3'] -> ((1 + 1) * (5/3 / (2/9 * 5/8)))
[100995] ['1/3', '7/8', '7/5', '5', '6'] -> ((6 + (7/5 * 5)) / (7/8 - 1/3))
[100996] ['1/3', '1/2', '9/7', '8', '8'] -> (9/7 * ((1/3 * 8) + (8 / 1/2)))
[100997] ['4/7', '3/5', '7/6', '3', '9'] -> (7/6 * (4/7 + ((3 + 9) / 3/5)))
[100998] ['2/5', '7/8', '8/9', '6', '7'] -> ((6 / 2/5) + (7 / (7/8 * 8/9)))
[100999] ['1/5', '3/8', '5/7', '8', '9'] -> ((9 - (8 * (3/8 / 5/7))) / 1/5)
[101000] ['1/9', '2/5', '8/9', '6', '6'] -> (6 / (1/9 + (8/9 / (2/5 + 6))))
[101001] ['8/9', '3/2', '3/2', '4', '4'] -> (4 * (4 + (3/2 * (8/9 * 3/2))))
[101002] ['4/7', '5/6', '1', '9/4', '3'] -> (3 / ((5/6 * 9/4) - (1 / 4/7)))
[101003] ['4/7', '3/5', '3/2', '3', '9'] -> ((3/5 + 3/2) * (9 - (4/7 - 3)))
[101004] ['2/9', '5/8', '1', '1', '9/4'] -> (1 / ((2/9 - 5/8) + (1 / 9/4)))
[101005] ['1/3', '7/8', '9/5', '5', '6'] -> (((5 / (1/3 / 9/5)) - 6) / 7/8)
[101006] ['4/7', '3/5', '9/4', '3', '9'] -> ((3 / 4/7) + ((9/4 + 9) / 3/5))
[101007] ['8/9', '3/2', '7/2', '4', '4'] -> ((8/9 * 3/2) * (4 + (7/2 * 4)))
[101008] ['2/9', '1/3', '9/7', '5', '9'] -> (((9 / 9/7) - (1/3 * 5)) / 2/9)
[101009] ['1/9', '2/5', '6/5', '6', '6'] -> (6 + (6 / (6/5 * (1/9 / 2/5))))
[101010] ['7/8', '8/5', '7/3', '3', '8'] -> ((8 / 8/5) / ((7/8 + 7/3) - 3))
[101011] ['1/5', '3/8', '8/9', '8', '9'] -> (9 + (8 / (1/5 + (3/8 * 8/9))))
[101012] ['4/7', '3/5', '5/2', '3', '9'] -> (9 / (3 - (5/2 / (4/7 / 3/5))))
[101013] ['2/9', '1/3', '7/4', '5', '9'] -> ((2/9 * 9) / (7/4 - (1/3 * 5)))
[101014] ['1/3', '5/9', '6/7', '8', '8'] -> (6/7 * ((8 / (5/9 - 1/3)) - 8))
[101015] ['1/9', '2/5', '5/4', '6', '6'] -> ((2/5 * 5/4) * ((6 / 1/9) - 6))
[101016] ['7/8', '8/5', '3', '7/2', '8'] -> (8/5 * ((3 + 8) + (7/2 / 7/8)))
[101017] ['1/3', '8/9', '6/5', '5', '6'] -> ((8/9 * 6) * (1/3 + (5 / 6/5)))
[101018] ['1/9', '2/5', '9/7', '6', '6'] -> ((6 / ((2/5 / 9/7) - 1/9)) - 6)
[101019] ['2/5', '7/8', '9/4', '6', '7'] -> ((2/5 * 7) * (6 + (9/4 / 7/8)))
[101020] ['8/9', '8/5', '9/4', '4', '4'] -> (8/5 * (4 + (9/4 * (8/9 + 4))))
[101021] ['7/8', '5/3', '9/4', '3', '8'] -> ((8 - (5/3 - 3)) / (7/8 / 9/4))
[101022] ['2/9', '2/3', '7/9', '1', '1'] -> ((7/9 + 1) / (2/9 * (1 - 2/3)))
[101023] ['8/9', '8/5', '7/3', '4', '4'] -> ((4 + (7/3 * 4)) / (8/9 / 8/5))
[101024] ['2/9', '3/8', '4/9', '5', '9'] -> ((5 / 2/9) + (9 * (3/8 * 4/9)))
[101025] ['7/8', '7/4', '9/5', '3', '8'] -> (8 / ((7/4 / 7/8) - (3 / 9/5)))
[101026] ['2/5', '7/8', '8/3', '6', '7'] -> (7/8 + ((7 + (6 / 8/3)) / 2/5))
[101027] ['4/7', '5/8', '7/9', '3', '9'] -> (((9 / 7/9) - 3) / (4/7 * 5/8))
[101028] ['8/9', '8/5', '8/3', '4', '4'] -> (((4 * 4) - 8/3) / (8/9 / 8/5))
[101029] ['1/3', '5/9', '7/5', '8', '8'] -> (8 + (8 * (7/5 + (1/3 / 5/9))))
[101030] ['1/3', '9/8', '7/6', '5', '6'] -> ((7/6 * 5) * (6 / (1/3 + 9/8)))
[101031] ['2/9', '2/3', '8/9', '1', '1'] -> ((2/3 / 2/9) / ((1 / 8/9) - 1))
[101032] ['4/7', '5/8', '4/5', '3', '9'] -> ((3 + (9 / 4/7)) / (5/8 / 4/5))
[101033] ['1/3', '9/8', '6/5', '5', '6'] -> ((1/3 + (5 / 6/5)) / (9/8 / 6))
[101034] ['2/9', '2/3', '1', '1', '8/7'] -> ((2/3 / 2/9) / (1 - (1 / 8/7)))
[101035] ['1/9', '2/5', '7/2', '6', '6'] -> ((6 - 7/2) * (6 + (2/5 / 1/9)))
[101036] ['2/5', '8/9', '8/9', '6', '7'] -> (6 * ((8/9 * 7) - (8/9 / 2/5)))
[101037] ['4/7', '5/8', '5/6', '3', '9'] -> (3 + ((5/6 * 9) / (4/7 * 5/8)))
[101038] ['7/8', '9/5', '3', '7/2', '8'] -> (3 / (8 - (9/5 * (7/8 + 7/2))))
[101039] ['2/9', '3/8', '3/5', '5', '9'] -> (3/5 / ((9 * (2/9 / 5)) - 3/8))
[101040] ['4/7', '6/7', '1', '8/5', '3'] -> (3 / (((4/7 + 1) / 8/5) - 6/7))
[101041] ['2/5', '8/9', '8/7', '6', '7'] -> ((6 / 2/5) + (7 / (8/9 / 8/7)))
[101042] ['2/9', '2/3', '1', '1', '4/3'] -> (2/3 / ((1 - 2/9) - (1 / 4/3)))
[101043] ['2/5', '8/9', '7/6', '6', '7'] -> ((7/6 + (8/9 * 6)) + (7 / 2/5))
[101044] ['8/9', '5/3', '9/5', '4', '4'] -> (5/3 * ((4 * 4) - (8/9 * 9/5)))
[101045] ['2/9', '3/8', '4/5', '5', '9'] -> (((5 / (2/9 / 4/5)) - 9) / 3/8)
[101046] ['1/9', '3/7', '5/9', '6', '6'] -> (((6 / 3/7) - (1/9 * 6)) / 5/9)
[101047] ['4/7', '6/7', '1', '9/4', '3'] -> (6/7 / ((4/7 * (1 + 3)) - 9/4))
[101048] ['1/5', '2/5', '4/7', '8', '9'] -> ((9 - (1/5 - 8)) / (2/5 / 4/7))
[101049] ['1/3', '8/7', '7/5', '5', '6'] -> (8/7 + ((1/3 + 5) / (7/5 / 6)))
[101050] ['8/9', '5/3', '5/2', '4', '4'] -> (4 * ((5/2 / 5/3) + (4 / 8/9)))
[101051] ['2/9', '2/3', '1', '1', '5/3'] -> ((1 + 5/3) / (1 - (2/9 + 2/3)))
[101052] ['2/5', '8/9', '4/3', '6', '7'] -> (8/9 * (7 + (6 / (2/5 / 4/3))))
[101053] ['1/9', '3/7', '2/3', '6', '6'] -> (6 + (6 / (3/7 * (1/9 + 2/3))))
[101054] ['2/9', '2/3', '1', '1', '7/4'] -> (2/3 / ((1 - 7/4) - (2/9 - 1)))
[101055] ['1/3', '8/7', '5/3', '5', '6'] -> (8/7 * ((5 / 5/3) + (6 / 1/3)))
[101056] ['1/9', '3/7', '3/4', '6', '6'] -> ((6 / (1/9 * 3/7)) / (6 - 3/4))
[101057] ['2/9', '3/8', '6/5', '5', '9'] -> ((3/8 * 5) * (9 * (2/9 + 6/5)))
[101058] ['4/7', '5/8', '7/4', '3', '9'] -> (4/7 / ((5/8 / 7/4) - (3 / 9)))
[101059] ['2/9', '2/3', '1', '1', '9/4'] -> (2/3 / (9/4 - (1 + (2/9 + 1))))
[101060] ['1/3', '8/7', '9/5', '5', '6'] -> (8/7 * ((5 / (1/3 / 9/5)) - 6))
[101061] ['4/7', '5/8', '9/5', '3', '9'] -> ((9/5 - 3) + (9 / (4/7 * 5/8)))
[101062] ['4/7', '7/8', '1', '8/7', '3'] -> (3 / ((8/7 / 4/7) - (7/8 + 1)))
[101063] ['1/3', '4/7', '3/2', '8', '8'] -> ((8 + 8) / (4/7 * (3/2 - 1/3)))
[101064] ['2/9', '2/3', '1', '1', '7/2'] -> ((7/2 + (1 / 2/9)) / (1 - 2/3))
[101065] ['8/9', '7/4', '5/2', '4', '4'] -> ((4 / (8/9 / 4)) / (5/2 - 7/4))
[101066] ['1/9', '3/7', '7/8', '6', '6'] -> ((6 / (1/9 * 3/7)) / (7/8 * 6))
[101067] ['8/9', '9/8', '5/2', '3', '8'] -> ((5/2 * 8) + (3 + (8/9 * 9/8)))
[101068] ['2/9', '3/8', '5/3', '5', '9'] -> ((5/3 / (2/9 * 3/8)) - (5 - 9))
[101069] ['1/3', '4/7', '8/5', '8', '8'] -> ((8 / (4/7 - 1/3)) - (8/5 + 8))
[101070] ['1/3', '8/7', '9/2', '5', '6'] -> ((8/7 * 6) * (5 - (1/3 * 9/2)))
[101071] ['8/9', '7/4', '8/3', '4', '4'] -> (4 / ((7/4 * 8/3) - (4 / 8/9)))
[101072] ['8/9', '9/8', '3', '7/2', '8'] -> ((7/2 * 8) - (3 + (8/9 * 9/8)))
[101073] ['8/9', '7/4', '7/2', '4', '4'] -> ((7/4 / (4 - (7/2 / 8/9))) - 4)
[101074] ['1/3', '7/6', '8/5', '5', '6'] -> (5 * ((7/6 * (6 - 8/5)) - 1/3))
[101075] ['4/7', '7/8', '1', '7/5', '3'] -> ((3 / 7/8) / ((1 / 7/5) - 4/7))
[101076] ['1/9', '3/7', '6/5', '6', '6'] -> ((6 / ((1/9 * 6) - 3/7)) - 6/5)
[101077] ['8/9', '9/5', '7/3', '4', '4'] -> (4 / ((4 / (8/9 * 9/5)) - 7/3))
[101078] ['2/5', '8/9', '7/2', '6', '7'] -> (8/9 * ((7/2 + 6) + (7 / 2/5)))
[101079] ['8/9', '8/7', '5/4', '3', '8'] -> ((8 / (3 * (5/4 - 8/7))) - 8/9)
[101080] ['8/9', '9/5', '8/3', '4', '4'] -> (4 / (8/3 - (4 / (8/9 * 9/5))))
[101081] ['4/7', '7/8', '1', '8/5', '3'] -> (3 / ((1 / 8/5) - (4/7 * 7/8)))
[101082] ['1/9', '3/7', '5/4', '6', '6'] -> (6 / (3/7 * (5/4 - (1/9 * 6))))
[101083] ['2/5', '9/8', '8/7', '6', '7'] -> ((6 / 2/5) + (7 * (9/8 * 8/7)))
[101084] ['8/9', '9/5', '7/2', '4', '4'] -> (4 * (7/2 + (4 / (8/9 * 9/5))))
[101085] ['1/3', '4/7', '8/3', '8', '8'] -> (8 * (8 - (1/3 + (8/3 / 4/7))))
[101086] ['4/7', '7/8', '1', '5/3', '3'] -> ((1 / 7/8) / ((4/7 * 3) - 5/3))
[101087] ['2/9', '2/5', '2/5', '5', '9'] -> (((9 * (2/9 * 5)) - 2/5) / 2/5)
[101088] ['4/7', '2/3', '6/5', '3', '9'] -> ((3 / (2/3 - 4/7)) - (9 / 6/5))
[101089] ['1/9', '3/7', '7/5', '6', '6'] -> (7/5 * ((6 / (1/9 / 3/7)) - 6))
[101090] ['2/5', '9/8', '7/6', '6', '7'] -> ((7/6 + (6 / 9/8)) + (7 / 2/5))
[101091] ['8/9', '8/7', '8/5', '3', '8'] -> ((8/9 + 3) * (8 - (8/7 * 8/5)))
[101092] ['2/9', '2/5', '3/7', '5', '9'] -> (5 * (9 - (2/5 / (2/9 * 3/7))))
[101093] ['4/7', '2/3', '7/5', '3', '9'] -> ((9 - (4/7 - 3)) / (2/3 / 7/5))
[101094] ['2/5', '9/8', '5/4', '6', '7'] -> (((5/4 + 6) / 2/5) - (9/8 - 7))
[101095] ['8/9', '7/3', '7/3', '4', '4'] -> (4 / ((7/3 + 7/3) - (4 / 8/9)))
[101096] ['1/3', '3/5', '5/7', '8', '8'] -> ((8 + 8) / (5/7 * (1/3 + 3/5)))
[101097] ['1/3', '5/4', '9/7', '5', '6'] -> (6 * ((5 / (9/7 - 1/3)) - 5/4))
[101098] ['4/7', '7/8', '1', '5/2', '3'] -> (3 / ((7/8 - 5/2) + (1 / 4/7)))
[101099] ['1/5', '3/7', '5/7', '8', '9'] -> ((5/7 * 8) * (9 * (1/5 / 3/7)))
[101100] ['4/7', '7/8', '1', '8/3', '3'] -> (3 / ((4/7 * 7/8) - (1 / 8/3)))
[101101] ['1/3', '3/5', '7/9', '8', '8'] -> ((8 + 8) / (3/5 * (1/3 + 7/9)))
[101102] ['8/9', '8/7', '5/2', '3', '8'] -> ((8 / (8/7 - 8/9)) - (5/2 * 3))
[101103] ['1/3', '9/7', '4/3', '5', '6'] -> ((6 * (1/3 + (5 / 9/7))) - 4/3)
[101104] ['1/9', '3/7', '9/5', '6', '6'] -> (9/5 * ((6 / 3/7) - (1/9 * 6)))
[101105] ['1/5', '3/7', '5/6', '8', '9'] -> (5/6 * ((9 / 3/7) - (1/5 - 8)))
[101106] ['8/9', '8/7', '3', '9/2', '8'] -> ((8 / (8/7 - 8/9)) - (3 + 9/2))
[101107] ['1/3', '3/5', '7/8', '8', '8'] -> (((8 / 3/5) - (1/3 - 8)) / 7/8)
[101108] ['8/9', '7/2', '7/2', '4', '4'] -> ((7/2 * (7/2 + (4 / 8/9))) - 4)
[101109] ['2/9', '2/5', '5/7', '5', '9'] -> ((5 - 5/7) * (9 * (2/9 + 2/5)))
[101110] ['1/5', '3/7', '6/7', '8', '9'] -> ((8 * 9) / (6/7 + (3/7 / 1/5)))
[101111] ['2/9', '2/5', '3/4', '5', '9'] -> ((9 + (5 / (2/9 / 2/5))) / 3/4)
[101112] ['4/7', '5/7', '8/9', '3', '9'] -> ((8/9 * 9) / (4/7 - (5/7 / 3)))
[101113] ['8/9', '7/6', '6/5', '3', '8'] -> ((8/9 / (6/5 - 7/6)) - (8 / 3))
[101114] ['9/8', '9/8', '9/8', '4', '4'] -> (4 * (4 + ((9/8 + 9/8) / 9/8)))
