[53707] ['1/3', '9/7', '3/2', '3', '3'] -> ((3 + (3 / 9/7)) / (1/3 / 3/2))
[55039] ['1/3', '7/8', '1', '8/5', '4'] -> (1 / (7/8 - (4 * (1/3 / 8/5))))
[55040] ['2/9', '5/8', '7/5', '9', '9'] -> ((9 / 5/8) / ((2/9 * 9) - 7/5))
[55041] ['1/5', '7/6', '9/7', '6', '6'] -> ((6 + (6 / 1/5)) / (7/6 * 9/7))
[55042] ['5/6', '7/6', '8/3', '7', '7'] -> ((7/6 + (5/6 / 7)) * (8/3 * 7))
[55043] ['1/6', '5/8', '6/5', '4', '9'] -> ((4 + (6/5 * (1/6 + 9))) / 5/8)
[55044] ['1/3', '4/7', '1', '9/8', '7'] -> (7 / ((1 / 4/7) - (1/3 + 9/8)))
[55045] ['8/9', '8/7', '4/3', '6', '9'] -> ((8/7 * 4/3) * (9 + (6 / 8/9)))
[55046] ['2/9', '5/8', '3/2', '9', '9'] -> ((9 - 3/2) * (9 * (2/9 / 5/8)))
[55047] ['2/3', '5/7', '5/6', '5', '5'] -> ((5/7 + 5) * (5 - (2/3 / 5/6)))
[55048] ['1/5', '7/6', '4/3', '6', '6'] -> ((6 + 6) / (1/5 * (7/6 + 4/3)))
[55049] ['8/9', '8/7', '7/5', '6', '9'] -> (9 * ((6 * (8/9 / 7/5)) - 8/7))
[55050] ['5/6', '7/6', '9/2', '7', '7'] -> (((7 / (7/6 / 9/2)) - 7) / 5/6)
[55051] ['1/3', '4/7', '1', '5/4', '7'] -> ((5/4 + (1 / 4/7)) + (7 / 1/3))
[55052] ['1/7', '3/5', '8/9', '5', '8'] -> (5 * ((8 / 8/9) - (3/5 / 1/7)))
[55053] ['8/9', '8/7', '3/2', '6', '9'] -> ((8/7 * 3/2) * (6 + (8/9 * 9)))
[55054] ['5/8', '4/5', '9/4', '4', '7'] -> (((9/4 + 4) + (7 / 4/5)) / 5/8)
[55055] ['1/8', '9/7', '8/3', '8', '8'] -> ((9/7 * 8/3) * (8 - (1/8 * 8)))
[55056] ['1/5', '7/6', '3/2', '6', '6'] -> ((6 / 3/2) / (6 - (7/6 / 1/5)))
[55057] ['1/6', '5/8', '7/2', '4', '9'] -> (((4 * 9) - (7/2 / 1/6)) / 5/8)
[55058] ['1/3', '4/7', '1', '8/5', '7'] -> ((1 + (4/7 * 7)) / (1/3 / 8/5))
[55059] ['1/7', '4/5', '9/7', '2', '5'] -> ((5 + (9/7 - 2)) / (1/7 / 4/5))
[55060] ['1/6', '5/6', '2', '2', '9/2'] -> ((2 * 9/2) * (2 - (1/6 - 5/6)))
[55061] ['2/9', '5/8', '7/4', '9', '9'] -> (9 / ((5/8 + 7/4) - (2/9 * 9)))
[55062] ['5/8', '5/6', '6/7', '4', '7'] -> (7 * ((4 / 5/6) - (6/7 / 5/8)))
[55063] ['2/5', '6/7', '3/2', '4', '8'] -> ((4 / 2/5) + (8 / (6/7 / 3/2)))
[55064] ['5/6', '6/5', '4/3', '7', '7'] -> (4/3 * (6/5 + ((7 + 7) / 5/6)))
[55065] ['1/5', '7/6', '7/4', '6', '6'] -> ((7/6 / 7/4) * (6 + (6 / 1/5)))
[55066] ['1/6', '6/7', '7/8', '2', '2'] -> (((6/7 * 2) + (2 / 7/8)) / 1/6)
[55067] ['2/3', '5/7', '7/6', '5', '5'] -> ((5 + (5 / 5/7)) / (7/6 - 2/3))
[55068] ['1/7', '4/5', '3/2', '2', '5'] -> ((3/2 + 5) + (2 / (1/7 * 4/5)))
[55069] ['1/3', '8/9', '1', '9/7', '4'] -> (8/9 / ((4 * (1/3 / 9/7)) - 1))
[55070] ['2/3', '5/7', '6/5', '5', '5'] -> ((5/7 + 5) * (5 - (2/3 * 6/5)))
[55071] ['1/6', '2/3', '7/8', '4', '9'] -> (9 * ((7/8 * 4) - (1/6 + 2/3)))
[55072] ['2/9', '5/8', '9/4', '9', '9'] -> (9 / ((2/9 * 9) + (5/8 - 9/4)))
[55073] ['3/8', '8/9', '3', '3', '7/2'] -> (3/8 + ((3 + 3) / (8/9 / 7/2)))
[55074] ['5/8', '5/6', '8/7', '4', '7'] -> ((8/7 * 4) * (7 * (5/8 / 5/6)))
[55075] ['5/6', '6/5', '3/2', '7', '7'] -> (((7 + 7) / (5/6 / 3/2)) - 6/5)
[55076] ['1/5', '7/6', '7/3', '6', '6'] -> (6 * ((7/3 / (1/5 * 7/6)) - 6))
[55077] ['2/3', '5/7', '5/4', '5', '5'] -> ((5 + 5) / (5/7 * (5/4 - 2/3)))
[55078] ['1/6', '2/3', '8/7', '4', '9'] -> (9 * ((4 / 8/7) - (1/6 + 2/3)))
[55079] ['1/3', '3/5', '6/7', '1', '7'] -> (7 * (1/3 + ((6/7 + 1) / 3/5)))
[55080] ['1/8', '4/3', '7/4', '8', '8'] -> (((8 / 1/8) - 8) / (4/3 * 7/4))
[55081] ['5/6', '6/5', '8/5', '7', '7'] -> (8/5 * ((5/6 * 6/5) + (7 + 7)))
[55082] ['1/6', '6/7', '6/5', '2', '2'] -> (((2 / 6/7) + (2 / 6/5)) / 1/6)
[55083] ['1/7', '4/5', '2', '7/3', '5'] -> ((2 / 7/3) * (5 / (1/7 / 4/5)))
[55084] ['2/3', '5/7', '7/5', '5', '5'] -> ((2/3 * 7/5) * (5/7 + (5 * 5)))
[55085] ['1/5', '7/6', '7/2', '6', '6'] -> ((6 / (1/5 * 7/6)) - (6 / 7/2))
[55086] ['5/6', '6/5', '7/4', '7', '7'] -> ((7 - (5/6 * 6/5)) / (7/4 / 7))
[55087] ['2/5', '6/7', '4', '9/2', '8'] -> ((2/5 * 9/2) * (4 + (8 / 6/7)))
[55088] ['1/7', '4/5', '2', '8/3', '5'] -> ((8/3 * (1/7 + 2)) * (5 - 4/5))
[55089] ['2/3', '5/7', '3/2', '5', '5'] -> (2/3 + ((5 * 5) / (5/7 * 3/2)))
[55090] ['1/3', '8/9', '1', '9/5', '4'] -> ((1 + 4) * (9/5 / (1/3 / 8/9)))
[55091] ['3/8', '9/8', '7/4', '3', '3'] -> ((3 + 3) / (7/4 - (3/8 + 9/8)))
[55092] ['1/8', '7/5', '7/5', '8', '8'] -> ((7/5 / (1/8 * 7/5)) + (8 + 8))
[55093] ['1/7', '4/5', '2', '9/2', '5'] -> ((9/2 / 1/7) - (5 + (2 / 4/5)))
[55094] ['1/6', '6/7', '7/5', '2', '2'] -> ((2 + (2 / 7/5)) / (1/6 * 6/7))
[55095] ['5/6', '6/5', '9/4', '7', '7'] -> ((5/6 * 9/4) * (7 - (6/5 - 7)))
[55096] ['8/9', '7/6', '7/5', '6', '9'] -> ((9 / (7/6 - 8/9)) - (7/5 * 6))
[55097] ['5/8', '6/7', '6/7', '4', '7'] -> (6/7 / ((4 / 7) - (5/8 * 6/7)))
[55098] ['5/6', '6/5', '5/2', '7', '7'] -> ((6/5 + (7 / (5/6 / 7))) / 5/2)
[55099] ['1/3', '3/5', '1', '9/7', '7'] -> (((9/7 / 3/5) - 1) / (1/3 / 7))
[55100] ['1/7', '3/5', '5/2', '5', '8'] -> ((5/2 + 8) * (5 * (3/5 - 1/7)))
[55101] ['2/9', '2/3', '6/7', '9', '9'] -> ((2/3 / 2/9) + ((9 + 9) / 6/7))
[55102] ['8/9', '7/6', '5/3', '6', '9'] -> ((5/3 - 7/6) * (9 * (8/9 * 6)))
[55103] ['5/6', '6/5', '8/3', '7', '7'] -> ((7 + (8/3 + 7)) / (5/6 / 6/5))
[55104] ['1/6', '1/3', '9/7', '2', '4'] -> ((2 / (9/7 * (1/6 * 1/3))) - 4)
[55105] ['1/8', '7/5', '9/5', '8', '8'] -> (8 + ((8 + (9/5 / 1/8)) / 7/5))
[55106] ['5/6', '6/5', '7/2', '7', '7'] -> (7/2 * (7 - ((5/6 * 6/5) / 7)))
[55107] ['8/9', '7/6', '7/3', '6', '9'] -> ((9 * (8/9 * 7/6)) / (7/3 / 6))
[55108] ['2/3', '5/7', '8/3', '5', '5'] -> ((8/3 - 2/3) * (5 + (5 / 5/7)))
[55109] ['5/6', '6/5', '9/2', '7', '7'] -> ((6/5 + (7 / 5/6)) * (7 - 9/2))
[55110] ['1/3', '3/5', '1', '7/3', '7'] -> ((1 + 7/3) * (7 + (1/3 * 3/5)))
[55111] ['5/8', '6/7', '7/6', '4', '7'] -> (6/7 / ((4 / 7) - (5/8 / 7/6)))
[55112] ['1/8', '7/5', '7/3', '8', '8'] -> (8 / (1/8 + (7/3 / (7/5 * 8))))
[55113] ['2/5', '7/8', '5/3', '4', '8'] -> ((4 / ((7/8 / 5/3) - 2/5)) - 8)
[55114] ['5/6', '5/4', '5/4', '7', '7'] -> ((7 + 7) / (5/4 - (5/6 / 5/4)))
[55115] ['1/3', '1', '9/8', '9/5', '4'] -> ((1 + 4) * (9/5 / (1/3 * 9/8)))
[55116] ['1/6', '6/7', '2', '2', '5/2'] -> (6/7 * ((5/2 / (1/6 / 2)) - 2))
[55117] ['5/8', '6/7', '6/5', '4', '7'] -> (7 * ((6/5 * 4) - (6/7 / 5/8)))
[55118] ['1/8', '7/5', '5/2', '8', '8'] -> ((8 + (8 / (1/8 * 5/2))) / 7/5)
[55119] ['3/8', '8/7', '3/2', '3', '3'] -> ((8/7 * 3) * (3 + (3/2 / 3/8)))
[55120] ['1/3', '3/5', '1', '7/2', '7'] -> ((7/2 * (1/3 + 7)) - (1 / 3/5))
[55121] ['5/6', '5/4', '9/7', '7', '7'] -> ((7 + (9/7 * 7)) / (5/6 / 5/4))
[55122] ['2/3', '3/4', '3/4', '5', '5'] -> ((5 * 5) - (2/3 * (3/4 + 3/4)))
[55123] ['1/7', '5/6', '7/5', '2', '5'] -> (5/6 * (5 + ((7/5 + 2) / 1/7)))
[55124] ['1/6', '6/7', '2', '2', '8/3'] -> ((6/7 * 2) * ((8/3 / 1/6) - 2))
[55125] ['3/8', '8/7', '8/5', '3', '3'] -> ((3 + (3 / 8/7)) / (3/8 / 8/5))
[55126] ['1/3', '3/5', '1', '9/2', '7'] -> (7 * (9/2 - (1 / (1/3 + 3/5))))
[55127] ['1/5', '9/7', '8/5', '6', '6'] -> (6 + (9/7 * (6 + (8/5 / 1/5))))
[55128] ['1/8', '7/5', '7/2', '8', '8'] -> ((8 / 7/5) + (8 / (1/8 * 7/2)))
[55129] ['1/7', '5/6', '3/2', '2', '5'] -> ((5/6 + 3/2) * (2 * (1/7 + 5)))
[55130] ['2/3', '3/4', '4/5', '5', '5'] -> ((4/5 * 5) * ((5 / 3/4) - 2/3))
[55131] ['2/9', '2/3', '7/4', '9', '9'] -> ((2/3 * 9) / ((2/9 * 9) - 7/4))
[55132] ['5/6', '5/4', '7/5', '7', '7'] -> ((7 + 7) / (7/5 * (5/4 - 5/6)))
[55133] ['5/8', '6/7', '7/5', '4', '7'] -> ((4 + (7/5 * (6/7 + 7))) / 5/8)
[55134] ['1/6', '6/7', '2', '2', '9/2'] -> (6/7 * ((2 / 2) + (9/2 / 1/6)))
[55135] ['1/3', '1', '8/7', '5/4', '4'] -> (((1 / 1/3) / (5/4 - 8/7)) - 4)
[55136] ['8/9', '6/5', '3/2', '6', '9'] -> ((3/2 * (8/9 * 6/5)) * (6 + 9))
[55137] ['2/5', '7/8', '8/3', '4', '8'] -> ((8 / 2/5) / ((7/8 * 4) - 8/3))
[55138] ['5/6', '5/4', '3/2', '7', '7'] -> ((7 + 7) / ((5/6 + 5/4) - 3/2))
[55139] ['2/9', '2/3', '9/5', '9', '9'] -> (9 + (9 / (9/5 * (2/9 / 2/3))))
[55140] ['3/8', '8/7', '7/4', '3', '3'] -> ((3 + (3 * (8/7 * 7/4))) / 3/8)
[55141] ['1/6', '5/7', '7/5', '4', '9'] -> ((9 - (4 + (5/7 * 7/5))) / 1/6)
[55142] ['1/7', '5/6', '7/4', '2', '5'] -> (2 / ((1/7 * 7/4) - (5/6 / 5)))
[55143] ['1/3', '5/8', '1', '6/5', '7'] -> ((7 - 1) / (6/5 * (1/3 * 5/8)))
[55144] ['8/9', '6/5', '9/4', '6', '9'] -> ((8/9 * 6/5) * (9 + (9/4 * 6)))
[55145] ['5/6', '5/4', '5/3', '7', '7'] -> ((5/6 / 5/4) + (5/3 * (7 + 7)))
[55146] ['1/3', '1', '8/7', '9/5', '4'] -> ((4 - 8/7) / (1/3 / (1 + 9/5)))
[55147] ['1/3', '1', '8/7', '9/4', '4'] -> ((8/7 * 4) * (9/4 + (1 / 1/3)))
[55148] ['1/6', '5/7', '8/5', '4', '9'] -> ((5/7 * 9) * (4 - (1/6 * 8/5)))
[55149] ['1/6', '7/8', '9/7', '2', '2'] -> ((2 + (9/7 * 2)) / (1/6 / 7/8))
[55150] ['5/8', '6/7', '7/3', '4', '7'] -> ((7 + (4 * (6/7 * 7/3))) / 5/8)
[55151] ['8/9', '6/5', '7/2', '6', '9'] -> ((6 - 7/2) * (9 * (8/9 * 6/5)))
[55152] ['5/6', '5/4', '9/5', '7', '7'] -> (9/5 * ((7 + 7) - (5/6 / 5/4)))
[55153] ['2/3', '3/4', '9/7', '5', '5'] -> (2/3 / ((5 / (9/7 * 5)) - 3/4))
[55154] ['8/9', '5/4', '5/4', '6', '9'] -> ((9 * (8/9 + 5/4)) - (5/4 - 6))
[55155] ['1/8', '8/5', '7/3', '8', '8'] -> ((8 / 1/8) / ((8 / 8/5) - 7/3))
[55156] ['1/3', '1', '8/7', '7/3', '4'] -> ((7/3 / (1/3 / 8/7)) * (4 - 1))
[55157] ['2/3', '3/4', '4/3', '5', '5'] -> ((4/3 + (5 * (2/3 * 5))) / 3/4)
[55158] ['1/5', '9/7', '8/3', '6', '6'] -> ((6 / 9/7) + (6 + (8/3 / 1/5)))
[55159] ['2/3', '3/4', '8/5', '5', '5'] -> (8/5 * (5 + (5 / (2/3 * 3/4))))
[55160] ['5/6', '5/4', '5/2', '7', '7'] -> ((5/2 + (5/4 * (7 + 7))) / 5/6)
[55161] ['2/9', '5/7', '6/7', '9', '9'] -> (((9 * (2/9 * 9)) - 6/7) / 5/7)
[55162] ['1/6', '7/8', '5/3', '2', '2'] -> (2 / ((1/6 + 5/3) - (7/8 * 2)))
[55163] ['5/6', '5/4', '8/3', '7', '7'] -> ((7 + 7) / (8/3 - (5/6 + 5/4)))
[55164] ['1/7', '6/7', '7/5', '2', '5'] -> ((7/5 + (1/7 + 6/7)) * (2 * 5))
[55165] ['2/3', '3/4', '9/5', '5', '5'] -> ((9/5 + 5) * (5 / (2/3 + 3/4)))
[55166] ['1/8', '5/3', '9/4', '8', '8'] -> (9/4 * ((1/8 * 8) + (5/3 + 8)))
[55167] ['5/6', '5/4', '7/2', '7', '7'] -> (7 / ((7/2 * (5/6 + 5/4)) - 7))
[55168] ['5/8', '7/8', '5/3', '4', '7'] -> (5/3 * ((4 / 5/8) + (7 / 7/8)))
[55169] ['8/9', '5/4', '3/2', '6', '9'] -> (3/2 * (6 + (9 * (8/9 * 5/4))))
[55170] ['2/5', '8/9', '9/4', '4', '8'] -> ((4 / 9/4) + ((8/9 + 8) / 2/5))
[55171] ['1/3', '1', '7/6', '8/5', '4'] -> (8/5 * (1 + (4 / (1/3 / 7/6))))
[55172] ['1/8', '5/3', '5/2', '8', '8'] -> (8 / ((1/8 * 8) - (5/3 / 5/2)))
[55173] ['1/6', '2/5', '7/9', '2', '4'] -> ((2 + (7/9 / 1/6)) * (4 - 2/5))
[55174] ['5/8', '7/8', '9/5', '4', '7'] -> ((7 / ((5/8 * 9/5) - 7/8)) - 4)
[55175] ['3/8', '7/6', '9/5', '3', '3'] -> (3 / ((3 / 9/5) - (3/8 + 7/6)))
[55176] ['1/6', '2/5', '7/8', '2', '4'] -> (2 / (2/5 * (7/8 - (1/6 * 4))))
[55177] ['8/9', '5/4', '7/3', '6', '9'] -> ((7/3 * 6) + (9 * (8/9 * 5/4)))
[55178] ['1/7', '5/8', '5/2', '5', '8'] -> (((5 / 1/7) - (5/2 * 8)) / 5/8)
[55179] ['1/5', '4/3', '9/4', '6', '6'] -> (6 * ((4/3 / 1/5) - (6 / 9/4)))
[55180] ['1/6', '8/9', '8/7', '2', '2'] -> (((2 / 8/9) + (2 / 8/7)) / 1/6)
[55181] ['5/8', '8/9', '8/9', '4', '7'] -> ((8/9 + (8/9 * 7)) * (4 - 5/8))
[55182] ['2/3', '7/9', '7/9', '5', '5'] -> (2/3 + (5 * (7/9 + (7/9 * 5))))
[55183] ['1/3', '5/7', '3/4', '1', '7'] -> ((1 + (5/7 * 7)) / (1/3 * 3/4))
[55184] ['2/5', '8/9', '7/2', '4', '8'] -> (8/9 * ((4 / (2/5 / 7/2)) - 8))
[55185] ['5/6', '9/7', '7/5', '7', '7'] -> (7 / ((5/6 / (7/5 - 9/7)) - 7))
[55186] ['5/8', '8/9', '9/8', '4', '7'] -> ((4 - 5/8) * (8/9 + (7 / 9/8)))
[55187] ['8/9', '9/7', '9/7', '6', '9'] -> (9/7 / ((9 / 6) - (9/7 / 8/9)))
[55188] ['2/3', '7/9', '4/5', '5', '5'] -> (2/3 / ((5 / 5) - (7/9 / 4/5)))
[55189] ['1/7', '7/8', '6/5', '2', '5'] -> ((6/5 / 2) * (5 / (1/7 * 7/8)))
[55190] ['5/6', '9/7', '3/2', '7', '7'] -> ((7 + (9/7 * 7)) / (3/2 - 5/6))
[55191] ['1/8', '7/4', '7/3', '8', '8'] -> (8 / ((7/3 / 7/4) - (1/8 * 8)))
[55192] ['1/6', '3/4', '6/7', '4', '9'] -> (4 * ((9 / 6/7) - (3/4 / 1/6)))
[55193] ['1/3', '1', '6/5', '3/2', '4'] -> (4 / ((1/3 / (6/5 - 1)) - 3/2))
[55194] ['2/9', '5/7', '6/5', '9', '9'] -> (((2/9 / 5/7) * (9 * 9)) - 6/5)
[55195] ['2/3', '7/9', '5/6', '5', '5'] -> (2/3 + ((7/9 / 5/6) * (5 * 5)))
[55196] ['1/3', '1', '6/5', '7/4', '4'] -> (6/5 * ((4 / (1/3 / 7/4)) - 1))
[55197] ['1/7', '2/3', '3/4', '5', '8'] -> ((2/3 / 3/4) * ((5 / 1/7) - 8))
[55198] ['1/6', '8/9', '5/4', '2', '2'] -> ((2 + (5/4 * 2)) / (1/6 / 8/9))
[55199] ['1/5', '7/5', '7/4', '6', '6'] -> (6 / ((7/4 / (1/5 * 7/5)) - 6))
[55200] ['1/8', '9/5', '9/5', '8', '8'] -> ((9/5 / (1/8 * 9/5)) + (8 + 8))
[55201] ['2/5', '9/8', '7/6', '4', '8'] -> (8 / (2/5 * (9/8 - (7/6 / 4))))
[55202] ['1/3', '1', '6/5', '9/4', '4'] -> (4 / ((1 / 9/4) - (1/3 / 6/5)))
[55203] ['1/5', '7/5', '9/4', '6', '6'] -> (6 / ((1/5 * (9/4 + 6)) - 7/5))
[55204] ['1/8', '9/5', '9/4', '8', '8'] -> ((8 / (1/8 * 9/4)) - (8 / 9/5))
[55205] ['5/8', '8/9', '5/4', '4', '7'] -> (4 * ((7 / 8/9) - (5/8 + 5/4)))
[55206] ['1/7', '2/3', '4/5', '5', '8'] -> (2/3 * (8 + (5 / (1/7 / 4/5))))
[55207] ['5/6', '9/7', '9/5', '7', '7'] -> ((5/6 * 9/5) * (7 + (9/7 * 7)))
[55208] ['2/3', '7/9', '8/7', '5', '5'] -> ((5 + (5 / 7/9)) / (8/7 - 2/3))
[55209] ['1/6', '8/9', '8/5', '2', '2'] -> ((2 - 8/9) / (1/6 / (8/5 + 2)))
[55210] ['1/6', '3/7', '1/2', '2', '4'] -> (4 * (1/6 + ((1/2 + 2) / 3/7)))
[55211] ['1/5', '3/2', '5/3', '6', '6'] -> ((6 + 6) / (5/3 * (1/5 * 3/2)))
[55212] ['2/5', '9/8', '9/7', '4', '8'] -> ((2/5 + 8) * (4 - (9/7 / 9/8)))
[55213] ['5/8', '8/9', '9/7', '4', '7'] -> (4 * ((5/8 * 8/9) + (7 / 9/7)))
[55214] ['1/6', '3/7', '5/9', '2', '4'] -> ((2 / ((3/7 * 5/9) - 1/6)) - 4)
[55215] ['1/3', '5/7', '1', '7/4', '7'] -> ((7/4 * (5/7 + 1)) + (7 / 1/3))
[55216] ['3/8', '6/5', '5/2', '3', '3'] -> (((6/5 * 5/2) + (3 + 3)) / 3/8)
[55217] ['2/3', '7/9', '9/7', '5', '5'] -> (2/3 + (5 * (7/9 + (5 / 9/7))))
[55218] ['2/5', '9/8', '8/5', '4', '8'] -> (((4 - 2/5) / (9/8 / 8)) - 8/5)
[55219] ['1/5', '3/2', '7/3', '6', '6'] -> (3/2 * ((6 / 1/5) - (7/3 * 6)))
[55220] ['1/7', '7/8', '2', '5/2', '5'] -> ((1/7 + 5) / (5/2 - (2 / 7/8)))
[55221] ['2/3', '7/9', '4/3', '5', '5'] -> (2/3 / (7/9 - (5 / (4/3 * 5))))
[55222] ['1/7', '2/3', '9/8', '5', '8'] -> ((8 + (5 / 1/7)) / (2/3 + 9/8))
[55223] ['8/9', '9/7', '9/2', '6', '9'] -> ((9/2 * (8/9 + 6)) - (9 / 9/7))
[55224] ['5/8', '8/9', '8/5', '4', '7'] -> (8/9 * ((4 * 7) - (5/8 * 8/5)))
[55225] ['1/6', '8/9', '2', '2', '7/3'] -> (2 / ((1/6 - 7/3) + (2 / 8/9)))
[55226] ['1/7', '2/3', '7/6', '5', '8'] -> (8 * (1/7 + (5 * (2/3 / 7/6))))
[55227] ['1/8', '7/3', '5/2', '8', '8'] -> ((8 / 8) / (5/2 - (1/8 + 7/3)))
[55228] ['1/5', '8/5', '7/2', '6', '6'] -> ((6 + (8/5 / 1/5)) / (7/2 / 6))
[55229] ['5/6', '4/3', '7/5', '7', '7'] -> ((7 + (7 / 7/5)) / (4/3 - 5/6))
[55230] ['1/7', '2/3', '6/5', '5', '8'] -> ((2/3 + 6/5) * (8 - (1/7 - 5)))
[55231] ['1/3', '1', '9/7', '8/5', '4'] -> ((9/7 + (1 / 1/3)) * (8/5 + 4))
[55232] ['1/6', '7/9', '7/8', '4', '9'] -> (((9 * (7/9 / 7/8)) - 4) / 1/6)
[55233] ['3/8', '5/4', '9/7', '3', '3'] -> (3 / ((5/4 / 3) - (3/8 / 9/7)))
[55234] ['2/5', '9/8', '7/2', '4', '8'] -> (((4 / (2/5 / 7/2)) - 8) / 9/8)
[55235] ['1/8', '7/3', '9/2', '8', '8'] -> (7/3 / ((8 / (9/2 * 8)) - 1/8))
[55236] ['1/6', '3/7', '4/5', '2', '4'] -> (4 * (1/6 + (2 / (3/7 * 4/5))))
[55237] ['1/7', '8/9', '8/9', '2', '5'] -> (2 * (5 + (8/9 / (1/7 * 8/9))))
[55238] ['1/5', '5/3', '7/4', '6', '6'] -> (6 / ((6 * (1/5 * 5/3)) - 7/4))
[55239] ['1/6', '9/8', '8/7', '2', '2'] -> (((9/8 * 2) + (2 / 8/7)) / 1/6)
[55240] ['1/3', '1', '9/7', '5/3', '4'] -> ((9/7 * 4) * (5/3 + (1 / 1/3)))
[55241] ['5/6', '4/3', '7/4', '7', '7'] -> ((5/6 - 4/3) + (7/4 * (7 + 7)))
[55242] ['5/8', '8/9', '7/3', '4', '7'] -> ((7 + (7/3 + 4)) / (5/8 * 8/9))
[55243] ['3/8', '5/4', '7/5', '3', '3'] -> ((3 + (7/5 * 3)) / (3/8 / 5/4))
[55244] ['1/7', '8/9', '9/8', '2', '5'] -> (2 * (5 + (9/8 / (1/7 / 8/9))))
[55245] ['1/6', '7/9', '8/7', '4', '9'] -> (((9 * (7/9 * 8/7)) - 4) / 1/6)
[55246] ['1/5', '5/3', '9/4', '6', '6'] -> (6 / (9/4 - (6 * (1/5 * 5/3))))
[55247] ['1/7', '2/3', '8/5', '5', '8'] -> (((8/5 / 1/7) - 8) / (2/3 / 5))
[55248] ['1/3', '3/4', '1', '7/5', '7'] -> ((1 + (7 / 7/5)) / (1/3 * 3/4))
[55249] ['1/3', '1', '9/7', '9/4', '4'] -> ((1 + (4 / (9/7 / 9/4))) / 1/3)
[55250] ['1/6', '3/7', '9/8', '2', '4'] -> (9/8 * ((2 / 1/6) + (4 / 3/7)))
[55251] ['2/5', '8/7', '4/3', '4', '8'] -> ((8/7 + 4) * (8 - (4/3 / 2/5)))
[55252] ['1/6', '9/8', '9/7', '2', '2'] -> ((2 + (2 / 9/7)) / (1/6 / 9/8))
[55253] ['1/5', '5/3', '7/2', '6', '6'] -> (6 / ((7/2 / 6) - (1/5 * 5/3)))
[55254] ['1/7', '8/9', '7/6', '2', '5'] -> ((5 + (2 / (1/7 / 7/6))) / 8/9)
[55255] ['1/6', '7/9', '5/4', '4', '9'] -> ((7/9 / (1/6 - (5/4 / 9))) - 4)
[55256] ['1/3', '3/4', '1', '8/5', '7'] -> ((3/4 * 8/5) * ((7 / 1/3) - 1))
[55257] ['2/3', '7/9', '9/2', '5', '5'] -> ((9/2 * (5 + (2/3 + 7/9))) - 5)
[55258] ['5/6', '4/3', '7/3', '7', '7'] -> (7 / ((5/6 / 4/3) - (7/3 / 7)))
[55259] ['1/7', '1/7', '1/5', '8', '8'] -> (8 * (8 - ((1/7 / 1/7) / 1/5)))
[55260] ['1/3', '1', '9/7', '5/2', '4'] -> (4 / (5/2 - (1 / (1/3 * 9/7))))
[55261] ['5/8', '9/8', '6/5', '4', '7'] -> (6/5 / ((9/8 / 5/8) - (7 / 4)))
[55262] ['2/9', '5/7', '8/3', '9', '9'] -> (9 + (5/7 * (9 + (8/3 / 2/9))))
[55263] ['2/5', '8/7', '5/3', '4', '8'] -> ((8 / ((8/7 / 5/3) - 2/5)) - 4)
[55264] ['3/8', '9/7', '7/5', '3', '3'] -> ((3 + (7/5 * (9/7 + 3))) / 3/8)
[55265] ['2/3', '4/5', '6/7', '5', '5'] -> (2/3 + ((4/5 / 6/7) * (5 * 5)))
[55266] ['1/7', '8/9', '5/4', '2', '5'] -> (((5 - 5/4) / 1/7) - (2 / 8/9))
[55267] ['1/6', '7/9', '8/5', '4', '9'] -> ((4 + (8/5 * (1/6 + 9))) / 7/9)
[55268] ['2/5', '8/7', '9/4', '4', '8'] -> (((4 + 8) / (2/5 * 8/7)) - 9/4)
[55269] ['1/7', '8/9', '9/7', '2', '5'] -> ((9/7 / (1/7 / 8/9)) * (5 - 2))
[55270] ['1/3', '7/9', '1', '8/7', '7'] -> ((1/3 * 7) / ((1 / 8/7) - 7/9))
[55271] ['5/8', '8/7', '6/5', '4', '7'] -> ((6/5 * 4) * (7 * (5/8 * 8/7)))
[55272] ['1/7', '5/7', '7/9', '5', '8'] -> ((5 / 1/7) - (5/7 + (8 / 7/9)))
[55273] ['1/6', '7/9', '7/4', '4', '9'] -> ((7/9 / ((7/4 / 9) - 1/6)) - 4)
[55274] ['5/6', '7/5', '8/5', '7', '7'] -> ((7 / 7) / ((7/5 / 8/5) - 5/6))
[55275] ['1/5', '7/4', '7/2', '6', '6'] -> (6 * ((7/2 / (1/5 * 7/4)) - 6))
[55276] ['1/6', '9/8', '9/5', '2', '2'] -> ((1/6 * 2) / (9/8 - (2 / 9/5)))
[55277] ['1/7', '8/9', '4/3', '2', '5'] -> ((5 / (1/7 * 4/3)) - (2 / 8/9))
[55278] ['2/5', '8/7', '8/3', '4', '8'] -> ((8 / 2/5) / ((4 / 8/7) - 8/3))
[55279] ['5/6', '7/5', '5/3', '7', '7'] -> ((7 + (7 / 7/5)) / (5/6 / 5/3))
[55280] ['5/8', '8/7', '4/3', '4', '7'] -> ((4 - 8/7) * (7 / (5/8 * 4/3)))
[55281] ['3/8', '9/7', '9/4', '3', '3'] -> ((3 - 9/7) / (3/8 / (9/4 + 3)))
[55282] ['1/7', '8/9', '7/5', '2', '5'] -> (8/9 * (2 + (5 / (1/7 * 7/5))))
