[913612] ['1/7', '1/8', '2/9', '7/6', '9/2'] -> ((2/9 / ((1/7 * 7/6) - 1/8)) * 9/2)
[935614] ['1/7', '2/3', '3/5', '5/3', '6/7'] -> (((5/3 / (2/3 - 3/5)) - 1/7) - 6/7)
[935654] ['1/7', '2/3', '3/5', '5/6', '5/6'] -> (((2/3 / (5/6 - 3/5)) / 1/7) / 5/6)
[935658] ['1/7', '2/3', '3/5', '5/6', '6/5'] -> (((2/3 / (5/6 - 3/5)) / 1/7) * 6/5)
[935688] ['1/7', '2/3', '3/5', '5/7', '8/3'] -> ((2/3 + ((5/7 / 1/7) / 3/5)) * 8/3)
[935690] ['1/7', '2/3', '3/5', '5/7', '8/7'] -> (8/7 / (1/7 * ((2/3 / 5/7) - 3/5)))
[935700] ['1/7', '2/3', '3/5', '5/8', '6/7'] -> (6/7 / (((1/7 * 2/3) * 3/5) * 5/8))
[935709] ['1/7', '2/3', '3/5', '5/8', '8/5'] -> (8/5 / (1/7 * ((2/3 / 5/8) - 3/5)))
[935710] ['1/7', '2/3', '3/5', '5/8', '8/7'] -> (8/7 / (((1/7 + 3/5) - 2/3) * 5/8))
[935715] ['1/7', '2/3', '3/5', '5/8', '9/7'] -> (9/7 / (1/7 * ((5/8 / 3/5) - 2/3)))
[935727] ['1/7', '2/3', '3/5', '5/9', '8/3'] -> ((3/5 + ((2/3 / 1/7) / 5/9)) * 8/3)
[935729] ['1/7', '2/3', '3/5', '5/9', '8/7'] -> (8/7 / (1/7 * (2/3 - (3/5 * 5/9))))
[935730] ['1/7', '2/3', '3/5', '5/9', '8/9'] -> (8/9 / (1/7 * ((5/9 / 3/5) - 2/3)))
[935743] ['1/7', '2/3', '3/5', '6/5', '7/8'] -> ((((6/5 / 1/7) / 2/3) / 3/5) / 7/8)
[935751] ['1/7', '2/3', '3/5', '6/5', '9/5'] -> ((((6/5 / 1/7) / 3/5) - 2/3) * 9/5)
[935752] ['1/7', '2/3', '3/5', '6/5', '9/7'] -> ((9/7 * (2/3 + (6/5 / 3/5))) / 1/7)
[935766] ['1/7', '2/3', '3/5', '6/7', '9/2'] -> ((((6/7 / 3/5) - 2/3) / 1/7) * 9/2)
[935767] ['1/7', '2/3', '3/5', '6/7', '9/4'] -> ((2/3 + ((6/7 / 1/7) / 3/5)) * 9/4)
[935779] ['1/7', '2/3', '3/5', '7/2', '8/5'] -> (8/5 / (2/3 * (3/5 - (1/7 * 7/2))))
[935780] ['1/7', '2/3', '3/5', '7/2', '8/7'] -> (8/7 / ((1/7 / 3/5) - (2/3 / 7/2)))
[935793] ['1/7', '2/3', '3/5', '7/3', '8/3'] -> (8/3 / (2/3 - ((1/7 * 7/3) / 3/5)))
[935794] ['1/7', '2/3', '3/5', '7/3', '8/5'] -> (8/5 / ((2/3 * 3/5) - (1/7 * 7/3)))
[935795] ['1/7', '2/3', '3/5', '7/3', '8/7'] -> (8/7 / ((2/3 / 7/3) - (1/7 / 3/5)))
[935816] ['1/7', '2/3', '3/5', '7/5', '7/5'] -> (7/5 / ((2/3 / (3/5 - 1/7)) - 7/5))
[935826] ['1/7', '2/3', '3/5', '7/5', '9/5'] -> ((((3/5 + 7/5) / 1/7) - 2/3) * 9/5)
[935827] ['1/7', '2/3', '3/5', '7/5', '9/7'] -> ((9/7 * ((2/3 + 3/5) + 7/5)) / 1/7)
[935833] ['1/7', '2/3', '3/5', '7/6', '8/5'] -> (8/5 / (((1/7 * 2/3) * 3/5) * 7/6))
[935855] ['1/7', '2/3', '3/5', '7/9', '8/7'] -> (8/7 / (1/7 * ((2/3 / 3/5) - 7/9)))
[935858] ['1/7', '2/3', '3/5', '7/9', '9/4'] -> (((2/3 / (7/9 - 3/5)) / 1/7) - 9/4)
[935871] ['1/7', '2/3', '3/5', '8/5', '8/5'] -> (8/5 / (1/7 * ((2/3 * 8/5) - 3/5)))
[935917] ['1/7', '2/3', '3/7', '3/7', '5/7'] -> ((1/7 + (3/7 / 3/7)) / (5/7 - 2/3))
[935918] ['1/7', '2/3', '3/7', '3/7', '5/8'] -> (((1/7 + 3/7) + 3/7) / (2/3 - 5/8))
[935933] ['1/7', '2/3', '3/7', '3/7', '9/2'] -> ((((3/7 + 3/7) / 1/7) - 2/3) * 9/2)
[935934] ['1/7', '2/3', '3/7', '3/7', '9/4'] -> ((((2/3 + 3/7) + 3/7) / 1/7) * 9/4)
[935947] ['1/7', '2/3', '3/7', '3/8', '5/7'] -> (5/7 / (1/7 * ((3/8 / 3/7) - 2/3)))
[935953] ['1/7', '2/3', '3/7', '3/8', '7/3'] -> (((3/7 / (2/3 - 3/8)) / 1/7) * 7/3)
[936031] ['1/7', '2/3', '3/7', '4/7', '5/7'] -> (((1/7 + 3/7) + 4/7) / (5/7 - 2/3))
[936035] ['1/7', '2/3', '3/7', '4/7', '6/7'] -> (6/7 / ((2/3 * 3/7) - (1/7 / 4/7)))
[936036] ['1/7', '2/3', '3/7', '4/7', '7/2'] -> ((7/2 / 1/7) - ((2/3 * 3/7) / 4/7))
[936044] ['1/7', '2/3', '3/7', '4/7', '8/5'] -> (8/5 / (2/3 - (3/7 / (1/7 + 4/7))))
[936061] ['1/7', '2/3', '3/7', '4/9', '6/7'] -> (6/7 / ((1/7 / 4/9) - (2/3 * 3/7)))
[936076] ['1/7', '2/3', '3/7', '4/9', '9/7'] -> (9/7 / (((1/7 / 2/3) / 4/9) - 3/7))
[936091] ['1/7', '2/3', '3/7', '5/2', '7/6'] -> ((((2/3 + 3/7) + 5/2) / 1/7) - 7/6)
[936095] ['1/7', '2/3', '3/7', '5/2', '8/5'] -> (8/5 / ((1/7 / 3/7) - (2/3 / 5/2)))
[936103] ['1/7', '2/3', '3/7', '5/3', '5/3'] -> ((((5/3 / 1/7) - 2/3) / 3/7) - 5/3)
[936108] ['1/7', '2/3', '3/7', '5/3', '5/9'] -> ((((2/3 + 5/3) - 3/7) / 1/7) / 5/9)
[936118] ['1/7', '2/3', '3/7', '5/3', '8/3'] -> (8/3 / (2/3 - ((1/7 * 5/3) / 3/7)))
[936119] ['1/7', '2/3', '3/7', '5/3', '8/5'] -> (8/5 / ((2/3 / 5/3) - (1/7 / 3/7)))
[936120] ['1/7', '2/3', '3/7', '5/3', '8/7'] -> (8/7 / ((2/3 * 3/7) - (1/7 * 5/3)))
[936124] ['1/7', '2/3', '3/7', '5/3', '9/5'] -> ((((2/3 + 5/3) - 3/7) / 1/7) * 9/5)
[936133] ['1/7', '2/3', '3/7', '5/4', '6/7'] -> (6/7 / ((1/7 * 3/7) * (5/4 - 2/3)))
[936164] ['1/7', '2/3', '3/7', '5/6', '8/5'] -> (8/5 / ((2/3 - (1/7 / 5/6)) - 3/7))
[936167] ['1/7', '2/3', '3/7', '5/6', '9/2'] -> ((((3/7 / 1/7) / 2/3) + 5/6) * 9/2)
[936177] ['1/7', '2/3', '3/7', '5/7', '7/2'] -> ((((5/7 / 1/7) - 3/7) / 2/3) * 7/2)
[936182] ['1/7', '2/3', '3/7', '5/7', '7/8'] -> (((5/7 / (2/3 - 3/7)) / 1/7) / 7/8)
[936188] ['1/7', '2/3', '3/7', '5/7', '9/2'] -> (((2/3 * (3/7 + 5/7)) / 1/7) * 9/2)
[936199] ['1/7', '2/3', '3/7', '5/8', '7/4'] -> (((1/7 + 3/7) / (2/3 - 5/8)) * 7/4)
[936208] ['1/7', '2/3', '3/7', '5/8', '9/2'] -> ((2/3 / ((3/7 * 5/8) - 1/7)) * 9/2)
[936211] ['1/7', '2/3', '3/7', '5/8', '9/7'] -> (9/7 / ((3/7 * 5/8) - (1/7 / 2/3)))
[936218] ['1/7', '2/3', '3/7', '5/9', '7/4'] -> ((2/3 / ((1/7 + 3/7) - 5/9)) / 7/4)
[936224] ['1/7', '2/3', '3/7', '5/9', '8/5'] -> (8/5 / (2/3 - ((1/7 / 3/7) / 5/9)))
[936225] ['1/7', '2/3', '3/7', '5/9', '8/7'] -> (8/7 / (((5/9 - 3/7) / 2/3) - 1/7))
[936227] ['1/7', '2/3', '3/7', '5/9', '9/2'] -> ((((3/7 / 1/7) + 5/9) / 2/3) * 9/2)
[936231] ['1/7', '2/3', '3/7', '5/9', '9/8'] -> (((3/7 / (2/3 - 5/9)) / 1/7) / 9/8)
[936242] ['1/7', '2/3', '3/7', '6/5', '8/5'] -> (8/5 / ((2/3 - (1/7 * 6/5)) - 3/7))
[936250] ['1/7', '2/3', '3/7', '6/7', '6/7'] -> (((6/7 / 1/7) + 6/7) / (2/3 * 3/7))
[936256] ['1/7', '2/3', '3/7', '6/7', '7/8'] -> ((((6/7 / 1/7) / 2/3) / 3/7) / 7/8)
[936257] ['1/7', '2/3', '3/7', '6/7', '7/9'] -> (((2/3 + (6/7 / 3/7)) / 1/7) / 7/9)
[936261] ['1/7', '2/3', '3/7', '6/7', '8/9'] -> ((((2/3 + 6/7) / 1/7) / 3/7) - 8/9)
[936262] ['1/7', '2/3', '3/7', '6/7', '9/2'] -> (((2/3 + 6/7) / (3/7 - 1/7)) * 9/2)
[936264] ['1/7', '2/3', '3/7', '6/7', '9/5'] -> ((((6/7 / 1/7) / 3/7) - 2/3) * 9/5)
[936265] ['1/7', '2/3', '3/7', '6/7', '9/7'] -> (((2/3 + (6/7 / 3/7)) / 1/7) * 9/7)
[936274] ['1/7', '2/3', '3/7', '7/2', '8/3'] -> ((3/7 / ((2/3 / 7/2) - 1/7)) * 8/3)
[936278] ['1/7', '2/3', '3/7', '7/2', '9/2'] -> (((3/7 / 1/7) + (2/3 * 7/2)) * 9/2)
[936280] ['1/7', '2/3', '3/7', '7/2', '9/5'] -> ((((2/3 * 7/2) - 3/7) / 1/7) * 9/5)
[936286] ['1/7', '2/3', '3/7', '7/3', '7/6'] -> ((((2/3 + 7/3) / 1/7) - 3/7) * 7/6)
[936288] ['1/7', '2/3', '3/7', '7/3', '7/9'] -> ((((3/7 + 7/3) / 1/7) - 2/3) / 7/9)
[936293] ['1/7', '2/3', '3/7', '7/3', '9/2'] -> ((((2/3 + 3/7) / 1/7) - 7/3) * 9/2)
[936296] ['1/7', '2/3', '3/7', '7/3', '9/7'] -> ((((3/7 + 7/3) / 1/7) - 2/3) * 9/7)
[936305] ['1/7', '2/3', '3/7', '7/4', '8/7'] -> (8/7 / ((2/3 / 7/4) - (1/7 / 3/7)))
[936310] ['1/7', '2/3', '3/7', '7/4', '9/7'] -> (9/7 / (3/7 - ((1/7 * 7/4) / 2/3)))
[936311] ['1/7', '2/3', '3/7', '7/4', '9/8'] -> ((((3/7 + 7/4) / 1/7) / 2/3) + 9/8)
[936318] ['1/7', '2/3', '3/7', '7/5', '8/7'] -> (8/7 / ((1/7 * (2/3 - 3/7)) * 7/5))
[936322] ['1/7', '2/3', '3/7', '7/5', '9/5'] -> ((((7/5 / 1/7) / 3/7) - 2/3) + 9/5)
[936328] ['1/7', '2/3', '3/7', '7/6', '8/3'] -> (8/3 / (((2/3 - 1/7) - 3/7) * 7/6))
[936330] ['1/7', '2/3', '3/7', '7/6', '8/7'] -> (8/7 / (((1/7 * 2/3) * 3/7) * 7/6))
[936341] ['1/7', '2/3', '3/7', '7/8', '8/7'] -> (8/7 / (1/7 * ((2/3 / 7/8) - 3/7)))
[936343] ['1/7', '2/3', '3/7', '7/8', '9/2'] -> (9/2 / ((3/7 - (1/7 / 2/3)) * 7/8))
[936351] ['1/7', '2/3', '3/7', '7/9', '8/7'] -> (8/7 / (1/7 * (2/3 - (3/7 * 7/9))))
[936352] ['1/7', '2/3', '3/7', '7/9', '8/9'] -> (((3/7 / (7/9 - 2/3)) / 1/7) * 8/9)
[936357] ['1/7', '2/3', '3/7', '7/9', '9/8'] -> (((3/7 / (7/9 - 2/3)) / 1/7) / 9/8)
[936358] ['1/7', '2/3', '3/7', '8/3', '8/3'] -> ((((8/3 / 2/3) - 1/7) / 3/7) * 8/3)
[936359] ['1/7', '2/3', '3/7', '8/3', '8/5'] -> ((((8/3 - 3/7) / 1/7) - 2/3) * 8/5)
[936367] ['1/7', '2/3', '3/7', '8/5', '8/5'] -> (8/5 / (((2/3 - 3/7) / 1/7) - 8/5))
[936370] ['1/7', '2/3', '3/7', '8/5', '9/2'] -> ((2/3 / ((3/7 / 8/5) - 1/7)) * 9/2)
[936373] ['1/7', '2/3', '3/7', '8/5', '9/7'] -> (9/7 / ((3/7 / 8/5) - (1/7 / 2/3)))
[936375] ['1/7', '2/3', '3/7', '8/7', '8/7'] -> ((8/7 / 1/7) / ((2/3 * 8/7) - 3/7))
[936377] ['1/7', '2/3', '3/7', '8/7', '9/2'] -> ((8/7 / (3/7 - (1/7 / 2/3))) * 9/2)
[936382] ['1/7', '2/3', '3/7', '8/9', '8/9'] -> (8/9 / (((2/3 - 1/7) * 8/9) - 3/7))
[936383] ['1/7', '2/3', '3/7', '8/9', '9/2'] -> (9/2 / (3/7 - ((1/7 / 2/3) / 8/9)))
[936391] ['1/7', '2/3', '3/7', '9/2', '9/7'] -> (((9/2 / 1/7) - (3/7 / 2/3)) / 9/7)
[936392] ['1/7', '2/3', '3/7', '9/2', '9/8'] -> (((9/2 - (3/7 / 2/3)) / 1/7) / 9/8)
[936395] ['1/7', '2/3', '3/7', '9/4', '9/7'] -> (9/7 / (((1/7 * 9/4) / 2/3) - 3/7))
[936403] ['1/7', '2/3', '3/8', '3/8', '3/8'] -> (((3/8 / (2/3 - 3/8)) / 1/7) / 3/8)
[936413] ['1/7', '2/3', '3/8', '3/8', '5/8'] -> ((3/8 + 5/8) / (1/7 * (2/3 - 3/8)))
[936417] ['1/7', '2/3', '3/8', '3/8', '7/2'] -> ((7/2 / 1/7) - (2/3 * (3/8 + 3/8)))
[936433] ['1/7', '2/3', '3/8', '4/3', '4/3'] -> (((4/3 / (2/3 - 3/8)) / 1/7) / 4/3)
[936445] ['1/7', '2/3', '3/8', '4/3', '6/7'] -> (6/7 / ((1/7 * 3/8) * (4/3 - 2/3)))
[936453] ['1/7', '2/3', '3/8', '4/3', '8/3'] -> (((2/3 + (4/3 / 1/7)) / 3/8) - 8/3)
[936455] ['1/7', '2/3', '3/8', '4/3', '8/7'] -> (8/7 / (((1/7 * 2/3) * 3/8) * 4/3))
[936462] ['1/7', '2/3', '3/8', '4/5', '4/5'] -> (((4/5 / (2/3 - 3/8)) / 1/7) / 4/5)
[936467] ['1/7', '2/3', '3/8', '4/5', '5/4'] -> (((4/5 / (2/3 - 3/8)) / 1/7) * 5/4)
[936500] ['1/7', '2/3', '3/8', '4/7', '6/7'] -> (6/7 / (2/3 * ((4/7 - 1/7) - 3/8)))
[936508] ['1/7', '2/3', '3/8', '4/7', '8/3'] -> (8/3 / (((2/3 - 4/7) / 3/8) - 1/7))
[936510] ['1/7', '2/3', '3/8', '4/7', '8/7'] -> (8/7 / (2/3 * ((3/8 * 4/7) - 1/7)))
[936511] ['1/7', '2/3', '3/8', '4/7', '8/9'] -> ((((2/3 + 4/7) / 1/7) / 3/8) + 8/9)
[936517] ['1/7', '2/3', '3/8', '4/9', '4/9'] -> (((4/9 / (2/3 - 3/8)) / 1/7) / 4/9)
[936539] ['1/7', '2/3', '3/8', '4/9', '9/4'] -> (((4/9 / (2/3 - 3/8)) / 1/7) * 9/4)
[936543] ['1/7', '2/3', '3/8', '5/2', '5/2'] -> (5/2 / ((1/7 * (2/3 - 3/8)) * 5/2))
[936554] ['1/7', '2/3', '3/8', '5/2', '7/4'] -> ((((5/2 / 3/8) - 2/3) / 1/7) / 7/4)
[936563] ['1/7', '2/3', '3/8', '5/2', '9/2'] -> ((2/3 / ((3/8 / 1/7) - 5/2)) * 9/2)
[936568] ['1/7', '2/3', '3/8', '5/3', '5/3'] -> (((5/3 / (2/3 - 3/8)) / 1/7) / 5/3)
[936592] ['1/7', '2/3', '3/8', '5/4', '5/4'] -> (((5/4 / (2/3 - 3/8)) / 1/7) / 5/4)
[936594] ['1/7', '2/3', '3/8', '5/4', '5/7'] -> (5/7 / (1/7 * ((5/4 - 2/3) - 3/8)))
[936598] ['1/7', '2/3', '3/8', '5/4', '6/7'] -> (((2/3 + (5/4 / 3/8)) / 1/7) * 6/7)
[936603] ['1/7', '2/3', '3/8', '5/4', '7/6'] -> (((2/3 + (5/4 / 3/8)) / 1/7) / 7/6)
[936606] ['1/7', '2/3', '3/8', '5/4', '8/3'] -> (((2/3 * 3/8) + (5/4 / 1/7)) * 8/3)
[936610] ['1/7', '2/3', '3/8', '5/4', '9/2'] -> (((2/3 / (5/4 - 3/8)) / 1/7) * 9/2)
[936613] ['1/7', '2/3', '3/8', '5/4', '9/7'] -> ((9/7 * ((5/4 / 3/8) - 2/3)) / 1/7)
[936615] ['1/7', '2/3', '3/8', '5/6', '5/6'] -> (((5/6 / (2/3 - 3/8)) / 1/7) / 5/6)
[936619] ['1/7', '2/3', '3/8', '5/6', '6/5'] -> (((5/6 / (2/3 - 3/8)) / 1/7) * 6/5)
[936620] ['1/7', '2/3', '3/8', '5/6', '6/7'] -> ((((2/3 + 5/6) / 1/7) / 3/8) * 6/7)
[936625] ['1/7', '2/3', '3/8', '5/6', '7/6'] -> ((((2/3 + 5/6) / 1/7) / 3/8) / 7/6)
[936637] ['1/7', '2/3', '3/8', '5/7', '5/7'] -> (5/7 / ((1/7 * (2/3 - 3/8)) * 5/7))
[936655] ['1/7', '2/3', '3/8', '5/7', '9/5'] -> (9/5 / (3/8 - ((1/7 / 2/3) / 5/7)))
[936656] ['1/7', '2/3', '3/8', '5/7', '9/7'] -> (9/7 / ((3/8 * 5/7) - (1/7 / 2/3)))
[936658] ['1/7', '2/3', '3/8', '5/8', '5/8'] -> (((5/8 / (2/3 - 3/8)) / 1/7) / 5/8)
[936669] ['1/7', '2/3', '3/8', '5/8', '8/3'] -> (8/3 / ((3/8 / (5/8 - 1/7)) - 2/3))
[936670] ['1/7', '2/3', '3/8', '5/8', '8/5'] -> (((5/8 / (2/3 - 3/8)) / 1/7) * 8/5)
[936673] ['1/7', '2/3', '3/8', '5/8', '9/2'] -> (9/2 / (1/7 * (3/8 + (5/8 / 2/3))))
[936678] ['1/7', '2/3', '3/8', '5/9', '5/9'] -> (((5/9 / (2/3 - 3/8)) / 1/7) / 5/9)
[936680] ['1/7', '2/3', '3/8', '5/9', '6/7'] -> ((1/7 / ((3/8 / 2/3) - 5/9)) / 6/7)
[936684] ['1/7', '2/3', '3/8', '5/9', '7/5'] -> ((7/5 * 1/7) / ((3/8 / 5/9) - 2/3))
[936685] ['1/7', '2/3', '3/8', '5/9', '7/6'] -> ((1/7 / ((3/8 / 2/3) - 5/9)) * 7/6)
[936687] ['1/7', '2/3', '3/8', '5/9', '7/9'] -> ((1/7 / (3/8 - (2/3 * 5/9))) * 7/9)
[936694] ['1/7', '2/3', '3/8', '5/9', '9/5'] -> (((5/9 / (2/3 - 3/8)) / 1/7) * 9/5)
[936695] ['1/7', '2/3', '3/8', '5/9', '9/7'] -> ((1/7 / (3/8 - (2/3 * 5/9))) / 9/7)
[936697] ['1/7', '2/3', '3/8', '6/5', '6/5'] -> (((6/5 / (2/3 - 3/8)) / 1/7) / 6/5)
[936702] ['1/7', '2/3', '3/8', '6/5', '7/5'] -> ((((6/5 / 1/7) / 2/3) / 3/8) / 7/5)
[936715] ['1/7', '2/3', '3/8', '6/7', '6/7'] -> (((6/7 / (2/3 - 3/8)) / 1/7) / 6/7)
[936720] ['1/7', '2/3', '3/8', '6/7', '7/6'] -> (((6/7 / (2/3 - 3/8)) / 1/7) * 7/6)
[936728] ['1/7', '2/3', '3/8', '6/7', '9/4'] -> ((((2/3 * 6/7) / 1/7) / 3/8) * 9/4)
[936730] ['1/7', '2/3', '3/8', '6/7', '9/7'] -> (9/7 / (((2/3 * 6/7) - 1/7) - 3/8))
[936743] ['1/7', '2/3', '3/8', '7/2', '9/2'] -> ((2/3 / ((1/7 * 7/2) - 3/8)) * 9/2)
[936744] ['1/7', '2/3', '3/8', '7/2', '9/4'] -> ((((2/3 * 3/8) + 7/2) / 1/7) - 9/4)
[936746] ['1/7', '2/3', '3/8', '7/2', '9/7'] -> ((9/7 * 2/3) / (1/7 - (3/8 / 7/2)))
[936748] ['1/7', '2/3', '3/8', '7/3', '7/3'] -> (7/3 / ((1/7 * (2/3 - 3/8)) * 7/3))
[936752] ['1/7', '2/3', '3/8', '7/3', '7/8'] -> ((3/8 + ((7/3 / 1/7) / 2/3)) - 7/8)
[936758] ['1/7', '2/3', '3/8', '7/3', '9/2'] -> ((((2/3 / 1/7) / 3/8) / 7/3) * 9/2)
[936765] ['1/7', '2/3', '3/8', '7/4', '7/6'] -> ((((7/4 / 3/8) - 2/3) / 1/7) / 7/6)
[936766] ['1/7', '2/3', '3/8', '7/4', '7/8'] -> (((3/8 + (7/4 / 2/3)) / 1/7) / 7/8)
[936785] ['1/7', '2/3', '3/8', '7/5', '9/2'] -> ((2/3 / ((3/8 / 7/5) - 1/7)) * 9/2)
[936787] ['1/7', '2/3', '3/8', '7/5', '9/5'] -> (9/5 / (3/8 - ((1/7 * 7/5) / 2/3)))
[936788] ['1/7', '2/3', '3/8', '7/5', '9/7'] -> (9/7 / ((3/8 / 7/5) - (1/7 / 2/3)))
[936790] ['1/7', '2/3', '3/8', '7/6', '7/6'] -> (((7/6 / (2/3 - 3/8)) / 1/7) / 7/6)
[936798] ['1/7', '2/3', '3/8', '7/6', '9/4'] -> ((((2/3 / 1/7) / 3/8) / 7/6) * 9/4)
[936800] ['1/7', '2/3', '3/8', '7/6', '9/7'] -> (9/7 / (((2/3 / 7/6) - 1/7) - 3/8))
[936808] ['1/7', '2/3', '3/8', '7/8', '9/2'] -> (9/2 / (3/8 - ((1/7 * 7/8) / 2/3)))
[936809] ['1/7', '2/3', '3/8', '7/8', '9/4'] -> (9/4 / (((2/3 * 3/8) - 1/7) * 7/8))
[936826] ['1/7', '2/3', '3/8', '8/3', '8/9'] -> ((8/3 / ((2/3 * 3/8) - 1/7)) - 8/9)
[936827] ['1/7', '2/3', '3/8', '8/3', '9/2'] -> ((((2/3 / 1/7) - 8/3) / 3/8) * 9/2)
[936832] ['1/7', '2/3', '3/8', '8/5', '8/5'] -> (8/5 / ((1/7 * (2/3 - 3/8)) * 8/5))
[936840] ['1/7', '2/3', '3/8', '8/7', '8/7'] -> (8/7 / ((1/7 * (2/3 - 3/8)) * 8/7))
[936841] ['1/7', '2/3', '3/8', '8/7', '8/9'] -> (((2/3 + (8/7 / 1/7)) / 3/8) + 8/9)
[936842] ['1/7', '2/3', '3/8', '8/7', '9/2'] -> (9/2 / (3/8 - ((1/7 / 2/3) / 8/7)))
[936843] ['1/7', '2/3', '3/8', '8/7', '9/4'] -> ((8/7 / ((2/3 * 3/8) - 1/7)) * 9/4)
[936850] ['1/7', '2/3', '3/8', '8/9', '9/5'] -> ((((2/3 / 1/7) / 3/8) + 8/9) * 9/5)
[936852] ['1/7', '2/3', '3/8', '8/9', '9/8'] -> ((9/8 * 8/9) / (1/7 * (2/3 - 3/8)))
[936853] ['1/7', '2/3', '3/8', '9/2', '9/2'] -> (((9/2 / (2/3 - 3/8)) / 1/7) / 9/2)
[936856] ['1/7', '2/3', '3/8', '9/2', '9/7'] -> (9/7 / (((1/7 * 2/3) * 9/2) - 3/8))
[936863] ['1/7', '2/3', '3/8', '9/5', '9/7'] -> ((1/7 / (3/8 - (2/3 / 9/5))) / 9/7)
[936867] ['1/7', '2/3', '3/8', '9/8', '9/8'] -> (((9/8 / (2/3 - 3/8)) / 1/7) / 9/8)
[936868] ['1/7', '2/3', '4/3', '4/3', '4/3'] -> ((((4/3 + 4/3) / 1/7) - 2/3) * 4/3)
[936878] ['1/7', '2/3', '4/3', '4/3', '5/9'] -> (((2/3 + (4/3 / 1/7)) * 4/3) / 5/9)
[936880] ['1/7', '2/3', '4/3', '4/3', '6/7'] -> ((((4/3 + 4/3) / 1/7) / 2/3) * 6/7)
[936882] ['1/7', '2/3', '4/3', '4/3', '7/3'] -> (((4/3 / 1/7) - 4/3) * (2/3 + 7/3))
[936883] ['1/7', '2/3', '4/3', '4/3', '7/4'] -> ((2/3 + (4/3 / 1/7)) / (7/4 - 4/3))
[936885] ['1/7', '2/3', '4/3', '4/3', '7/6'] -> ((((4/3 + 4/3) / 1/7) / 2/3) / 7/6)
[936890] ['1/7', '2/3', '4/3', '4/3', '8/7'] -> ((8/7 / 1/7) / ((4/3 / 4/3) - 2/3))
[936891] ['1/7', '2/3', '4/3', '4/3', '8/9'] -> ((4/3 / 1/7) / (8/9 - (2/3 / 4/3)))
[936892] ['1/7', '2/3', '4/3', '4/3', '9/2'] -> (((4/3 / 1/7) - 4/3) * (2/3 * 9/2))
[936894] ['1/7', '2/3', '4/3', '4/3', '9/5'] -> (((2/3 + (4/3 / 1/7)) * 4/3) * 9/5)
[936917] ['1/7', '2/3', '4/3', '4/5', '8/5'] -> ((((4/3 + 4/5) / 1/7) / 2/3) + 8/5)
[936930] ['1/7', '2/3', '4/3', '4/7', '5/6'] -> ((((4/3 + 4/7) / 1/7) / 2/3) / 5/6)
[936934] ['1/7', '2/3', '4/3', '4/7', '6/5'] -> ((((4/3 + 4/7) / 1/7) / 2/3) * 6/5)
[936940] ['1/7', '2/3', '4/3', '4/7', '7/6'] -> ((4/3 / ((1/7 + 4/7) - 2/3)) / 7/6)
[936941] ['1/7', '2/3', '4/3', '4/7', '7/8'] -> (((2/3 + (4/3 / 4/7)) / 1/7) / 7/8)
[936954] ['1/7', '2/3', '4/3', '4/9', '5/3'] -> (((2/3 + (4/3 / 4/9)) / 1/7) - 5/3)
[936959] ['1/7', '2/3', '4/3', '4/9', '5/9'] -> ((((4/3 / 1/7) - 4/9) / 2/3) / 5/9)
[936964] ['1/7', '2/3', '4/3', '4/9', '7/4'] -> (((4/3 / (2/3 - 4/9)) / 1/7) / 7/4)
[936968] ['1/7', '2/3', '4/3', '4/9', '7/9'] -> ((((4/3 + 4/9) / 1/7) / 2/3) / 7/9)
[936971] ['1/7', '2/3', '4/3', '4/9', '8/7'] -> (8/7 / (1/7 * (2/3 - (4/9 / 4/3))))
[936975] ['1/7', '2/3', '4/3', '4/9', '9/5'] -> ((((4/3 / 1/7) - 4/9) / 2/3) * 9/5)
[936976] ['1/7', '2/3', '4/3', '4/9', '9/7'] -> ((((4/3 + 4/9) / 1/7) / 2/3) * 9/7)
[936978] ['1/7', '2/3', '4/3', '5/2', '5/2'] -> (((4/3 / 1/7) + (2/3 / 5/2)) * 5/2)
[936983] ['1/7', '2/3', '4/3', '5/2', '5/8'] -> ((((2/3 / 1/7) + 4/3) * 5/2) / 5/8)
[936986] ['1/7', '2/3', '4/3', '5/2', '6/7'] -> (((2/3 + (4/3 * 5/2)) / 1/7) * 6/7)
[936987] ['1/7', '2/3', '4/3', '5/2', '7/2'] -> ((2/3 + ((4/3 + 5/2) / 1/7)) - 7/2)
[936991] ['1/7', '2/3', '4/3', '5/2', '7/6'] -> (((2/3 + (4/3 * 5/2)) / 1/7) / 7/6)
[936994] ['1/7', '2/3', '4/3', '5/2', '8/3'] -> (8/3 / ((1/7 * 2/3) * (5/2 - 4/3)))
[936995] ['1/7', '2/3', '4/3', '5/2', '8/5'] -> ((((2/3 / 1/7) + 4/3) * 5/2) * 8/5)
[936999] ['1/7', '2/3', '4/3', '5/2', '9/4'] -> (((5/2 / (4/3 - 2/3)) / 1/7) - 9/4)
[937001] ['1/7', '2/3', '4/3', '5/2', '9/7'] -> ((9/7 * ((4/3 * 5/2) - 2/3)) / 1/7)
[937007] ['1/7', '2/3', '4/3', '5/3', '5/8'] -> ((((2/3 + 5/3) / 1/7) - 4/3) / 5/8)
[937011] ['1/7', '2/3', '4/3', '5/3', '7/2'] -> (((4/3 - 5/3) / 2/3) + (7/2 / 1/7))
