[1425746] ['2/5', '4/3', '4/7', '5/4', '7/5'] -> 7/5 / (2/5 * (4/3 - 5/4) / 4/7)
[1442694] ['2/5', '5/2', '7/4', '7/9', '8/3'] -> 8/3 / (5/2 * (7/9 / 7/4 - 2/5))
[1442703] ['2/5', '5/2', '7/4', '8/3', '8/3'] -> 5/2 * (7/4 - 2/5) * 8/3 * 8/3
[1442707] ['2/5', '5/2', '7/4', '8/3', '9/2'] -> (5/2 / 2/5 + 7/4 - 8/3) * 9/2
[1442716] ['2/5', '5/2', '7/4', '8/5', '9/4'] -> 9/4 / (7/4 / 8/5 - 2/5 * 5/2)
[1442717] ['2/5', '5/2', '7/4', '8/5', '9/5'] -> 9/5 / (2/5 * (7/4 - 5/2 / 8/5))
[1442762] ['2/5', '5/2', '7/5', '7/6', '7/8'] -> 7/5 / (7/6 / 5/2 - 2/5) / 7/8
[1442766] ['2/5', '5/2', '7/5', '7/6', '8/7'] -> 7/5 / (7/6 / 5/2 - 2/5) * 8/7
[1442795] ['2/5', '5/2', '7/5', '8/3', '8/5'] -> 8/5 / (2/5 + 8/3 / 5/2 - 7/5)
[1442796] ['2/5', '5/2', '7/5', '8/3', '8/7'] -> 7/5 / (8/3 - 5/2) / 2/5 * 8/7
[1442819] ['2/5', '5/2', '7/5', '8/9', '9/2'] -> (5/2 + 7/5 / 2/5) * 8/9 * 9/2
[1442828] ['2/5', '5/2', '7/5', '9/2', '9/8'] -> (5/2 + 7/5 / 2/5) * 9/2 / 9/8
[1442843] ['2/5', '5/2', '7/6', '7/6', '8/5'] -> 8/5 / 2/5 / (5/2 - 7/6 - 7/6)
[1442865] ['2/5', '5/2', '7/6', '7/9', '8/7'] -> 8/7 / (2/5 / 7/9 - 7/6 / 5/2)
[1442866] ['2/5', '5/2', '7/6', '7/9', '8/9'] -> 8/9 / (2/5 - 7/6 * 7/9 / 5/2)
[1442876] ['2/5', '5/2', '7/6', '8/3', '9/2'] -> (7/6 + 8/3 / 2/5 - 5/2) * 9/2
[1442877] ['2/5', '5/2', '7/6', '8/3', '9/4'] -> 9/4 / (5/2 * (7/6 / 8/3 - 2/5))
[1442896] ['2/5', '5/2', '7/6', '8/9', '8/9'] -> 8/9 / (7/6 * 8/9 - 2/5 * 5/2)
[1442897] ['2/5', '5/2', '7/6', '8/9', '9/2'] -> 8/9 / (7/6 - 2/5 * 5/2) * 9/2
[1442898] ['2/5', '5/2', '7/6', '8/9', '9/4'] -> 7/6 / (2/5 - 8/9 / 5/2) - 9/4
[1442899] ['2/5', '5/2', '7/6', '8/9', '9/5'] -> 8/9 / (7/6 / 5/2 - 2/5) * 9/5
[1442913] ['2/5', '5/2', '7/6', '9/5', '9/8'] -> 9/5 / (7/6 / 5/2 - 2/5) / 9/8
[1442924] ['2/5', '5/2', '7/8', '7/8', '9/4'] -> 9/4 / (2/5 - 7/8 * 7/8 / 5/2)
[1442929] ['2/5', '5/2', '7/8', '7/9', '8/3'] -> 8/3 / (2/5 * 5/2 - 7/9 / 7/8)
[1442939] ['2/5', '5/2', '7/8', '8/3', '8/5'] -> 8/5 / (2/5 * (5/2 - 7/8 * 8/3))
[1442946] ['2/5', '5/2', '7/8', '8/3', '9/8'] -> 9/8 / ((2/5 * 5/2 - 7/8) / 8/3)
[1442950] ['2/5', '5/2', '7/8', '8/5', '9/2'] -> 9/2 / (5/2 * 7/8 - 2/5 - 8/5)
[1442952] ['2/5', '5/2', '7/8', '8/5', '9/5'] -> 9/5 / (7/8 - (2/5 + 8/5) / 5/2)
[1442958] ['2/5', '5/2', '7/8', '8/7', '9/4'] -> 9/4 / (2/5 - 7/8 / 5/2 / 8/7)
[1442968] ['2/5', '5/2', '7/8', '9/2', '9/2'] -> 9/2 / (5/2 + 7/8 / 2/5 - 9/2)
[1442977] ['2/5', '5/2', '7/8', '9/5', '9/5'] -> 9/5 / (2/5 * 5/2 + 7/8 - 9/5)
[1442985] ['2/5', '5/2', '7/9', '7/9', '8/5'] -> 8/5 / (7/9 - 7/9 / 5/2 - 2/5)
[1442993] ['2/5', '5/2', '7/9', '8/3', '8/3'] -> 8/3 / (2/5 + 7/9 - 8/3 / 5/2)
[1443018] ['2/5', '5/2', '7/9', '8/9', '9/2'] -> (5/2 + 7/9 / 2/5 + 8/9) * 9/2
[1443039] ['2/5', '5/2', '8/3', '8/3', '8/5'] -> (8/3 + 8/3) * (2/5 + 5/2 + 8/5)
[1443044] ['2/5', '5/2', '8/3', '8/3', '9/5'] -> (5/2 * 8/3 + 8/3 / 2/5) * 9/5
[1443047] ['2/5', '5/2', '8/3', '8/5', '8/5'] -> 8/5 / (8/3 - 2/5 * 5/2 - 8/5)
[1443050] ['2/5', '5/2', '8/3', '8/5', '9/2'] -> 8/3 / (5/2 - 2/5 - 8/5) * 9/2
[1443052] ['2/5', '5/2', '8/3', '8/5', '9/5'] -> 5/2 * 8/3 * (2/5 + 8/5) * 9/5
[1443060] ['2/5', '5/2', '8/3', '8/7', '9/7'] -> 9/7 / ((8/7 - 2/5 * 5/2) / 8/3)
[1443065] ['2/5', '5/2', '8/3', '8/9', '9/5'] -> 8/9 / (8/3 - 5/2) / 2/5 * 9/5
[1443070] ['2/5', '5/2', '8/3', '9/2', '9/5'] -> 8/3 * (9/2 - 5/2) / 2/5 * 9/5
[1443079] ['2/5', '5/2', '8/3', '9/5', '9/8'] -> 9/5 / (8/3 - 5/2) / 2/5 / 9/8
[1443082] ['2/5', '5/2', '8/3', '9/8', '9/8'] -> 9/8 / ((9/8 - 2/5 * 5/2) / 8/3)
[1443087] ['2/5', '5/2', '8/5', '8/5', '9/4'] -> 2/5 * 9/4 / (8/5 - 5/2 / 8/5)
[1443093] ['2/5', '5/2', '8/5', '8/7', '9/2'] -> 9/2 / (5/2 / 8/7 - 2/5 - 8/5)
[1443109] ['2/5', '5/2', '8/5', '9/4', '9/4'] -> 8/5 / (2/5 + 9/4 - 5/2) * 9/4
[1443162] ['2/5', '5/2', '8/9', '9/5', '9/5'] -> 9/5 / (5/2 - 9/5 / 8/9 - 2/5)
[1443182] ['2/5', '5/2', '9/2', '9/8', '9/8'] -> (5/2 * 9/2 / 2/5 - 9/8) / 9/8
[1443207] ['2/5', '5/3', '5/3', '5/3', '5/8'] -> 5/3 / (2/5 * 5/3 - 5/8) / 5/3
[1443232] ['2/5', '5/3', '5/3', '5/4', '6/5'] -> 6/5 / (5/4 / 5/3 / 5/3 - 2/5)
[1443235] ['2/5', '5/3', '5/3', '5/4', '7/3'] -> (5/3 + 7/3) / 2/5 / (5/3 - 5/4)
[1443242] ['2/5', '5/3', '5/3', '5/4', '8/5'] -> 8/5 / (2/5 + 5/3 / 5/4 - 5/3)
[1443250] ['2/5', '5/3', '5/3', '5/6', '5/6'] -> 5/3 / (5/6 * 5/6 / 2/5 - 5/3)
[1443252] ['2/5', '5/3', '5/3', '5/6', '5/8'] -> (5/3 + 5/6) / (5/3 - 5/8 / 2/5)
[1443257] ['2/5', '5/3', '5/3', '5/6', '7/3'] -> (5/3 + 7/3) / (5/6 - 2/5 * 5/3)
[1443258] ['2/5', '5/3', '5/3', '5/6', '7/4'] -> (5/3 + 2/5 * 5/6) / (7/4 - 5/3)
[1443263] ['2/5', '5/3', '5/3', '5/6', '8/3'] -> 8/3 / 2/5 / (5/3 - 5/3 * 5/6)
[1443286] ['2/5', '5/3', '5/3', '5/7', '8/7'] -> 8/7 / 5/3 / (5/7 / 5/3 - 2/5)
[1443303] ['2/5', '5/3', '5/3', '5/8', '7/9'] -> 5/3 / 5/8 / (7/9 - 2/5 * 5/3)
[1443310] ['2/5', '5/3', '5/3', '5/8', '9/5'] -> (5/3 + 5/3) / 2/5 / 5/8 * 9/5
[1443323] ['2/5', '5/3', '5/3', '5/9', '8/3'] -> 8/3 / 5/3 / (2/5 - 5/9 / 5/3)
[1443336] ['2/5', '5/3', '5/3', '6/5', '7/4'] -> (5/3 + 2/5 / 6/5) / (7/4 - 5/3)
[1443358] ['2/5', '5/3', '5/3', '6/7', '8/3'] -> 8/3 / 2/5 / (5/3 / 6/7 - 5/3)
[1443375] ['2/5', '5/3', '5/3', '7/2', '8/5'] -> 8/5 / 2/5 / (7/2 - 5/3 - 5/3)
[1443389] ['2/5', '5/3', '5/3', '7/3', '8/3'] -> 8/3 / (5/3 - 2/5 * 5/3 * 7/3)
[1443391] ['2/5', '5/3', '5/3', '7/3', '8/7'] -> 8/7 / (5/3 / 7/3 - 2/5 * 5/3)
[1443394] ['2/5', '5/3', '5/3', '7/3', '9/4'] -> ((5/3 + 5/3) / 2/5 + 7/3) * 9/4
[1443417] ['2/5', '5/3', '5/3', '7/5', '8/5'] -> 8/5 / (7/5 - 2/5 * (5/3 + 5/3))
[1443428] ['2/5', '5/3', '5/3', '7/6', '8/3'] -> 8/3 / 2/5 / (5/3 * 7/6 - 5/3)
[1443429] ['2/5', '5/3', '5/3', '7/6', '8/5'] -> 8/5 / 2/5 / (7/6 - 5/3 / 5/3)
[1443449] ['2/5', '5/3', '5/3', '7/9', '8/3'] -> 8/3 / 5/3 / (7/9 / 5/3 - 2/5)
[1443450] ['2/5', '5/3', '5/3', '7/9', '8/5'] -> 5/3 * 8/5 / (7/9 - 2/5 * 5/3)
[1443453] ['2/5', '5/3', '5/3', '7/9', '9/2'] -> (5/3 + 7/9 / 5/3) / 2/5 * 9/2
[1443458] ['2/5', '5/3', '5/3', '8/3', '8/3'] -> 8/3 / (2/5 * 5/3 * 8/3 - 5/3)
[1443470] ['2/5', '5/3', '5/3', '8/5', '9/2'] -> (2/5 + 5/3 + 5/3 + 8/5) * 9/2
[1443472] ['2/5', '5/3', '5/3', '8/5', '9/5'] -> (5/3 + 5/3) * 8/5 / 2/5 * 9/5
[1443475] ['2/5', '5/3', '5/3', '8/7', '8/7'] -> 8/7 / (8/7 / 2/5 / 5/3 - 5/3)
[1443489] ['2/5', '5/3', '5/3', '9/2', '9/4'] -> (5/3 / 2/5 + 5/3) * 9/2 - 9/4
[1443552] ['2/5', '5/3', '5/4', '5/7', '6/7'] -> 6/7 / (5/4 * (5/7 / 5/3 - 2/5))
[1443565] ['2/5', '5/3', '5/4', '5/7', '9/4'] -> 5/4 / (5/7 - 2/5 * 5/3) - 9/4
[1443570] ['2/5', '5/3', '5/4', '5/8', '5/9'] -> 5/3 / (5/8 - 2/5 * 5/4) / 5/9
[1443571] ['2/5', '5/3', '5/4', '5/8', '6/5'] -> 6/5 / (2/5 * (5/4 / 5/3 - 5/8))
[1443581] ['2/5', '5/3', '5/4', '5/8', '8/5'] -> 8/5 / (2/5 + 5/3 - 5/4 / 5/8)
[1443586] ['2/5', '5/3', '5/4', '5/8', '9/5'] -> 5/3 / (5/8 - 2/5 * 5/4) * 9/5
[1443590] ['2/5', '5/3', '5/4', '5/9', '6/5'] -> 6/5 / (5/4 - 2/5 * 5/3 / 5/9)
[1443608] ['2/5', '5/3', '5/4', '6/5', '6/5'] -> 6/5 / (6/5 - 5/4 / 5/3 - 2/5)
[1443618] ['2/5', '5/3', '5/4', '6/5', '8/5'] -> 8/5 / (2/5 * (5/3 - 5/4 * 6/5))
[1443623] ['2/5', '5/3', '5/4', '6/5', '9/5'] -> 2/5 * 5/3 / (5/4 - 6/5) * 9/5
[1443626] ['2/5', '5/3', '5/4', '6/7', '6/7'] -> 6/7 / (6/7 / 2/5 / 5/3 - 5/4)
[1443636] ['2/5', '5/3', '5/4', '6/7', '8/7'] -> 8/7 / (6/7 / 2/5 / 5/4 - 5/3)
[1443646] ['2/5', '5/3', '5/4', '7/2', '7/5'] -> 7/5 / ((5/3 - 2/5 - 5/4) * 7/2)
[1443648] ['2/5', '5/3', '5/4', '7/2', '7/8'] -> 7/2 / (5/3 - 5/4) / 2/5 / 7/8
[1443651] ['2/5', '5/3', '5/4', '7/2', '8/5'] -> 8/5 / (2/5 * 7/2 - 5/3 / 5/4)
[1443652] ['2/5', '5/3', '5/4', '7/2', '8/7'] -> 7/2 / (5/3 - 5/4) / 2/5 * 8/7
[1443656] ['2/5', '5/3', '5/4', '7/2', '9/5'] -> (5/3 * 7/2 / 2/5 - 5/4) * 9/5
[1443680] ['2/5', '5/3', '5/4', '7/4', '8/5'] -> 8/5 / (2/5 + 7/4 - 5/3 * 5/4)
[1443681] ['2/5', '5/3', '5/4', '7/4', '8/7'] -> 8/7 / (5/4 / 7/4 - 2/5 * 5/3)
[1443688] ['2/5', '5/3', '5/4', '7/5', '7/5'] -> 7/5 / (5/4 / 2/5 - 5/3 - 7/5)
[1443705] ['2/5', '5/3', '5/4', '7/6', '8/5'] -> 8/5 / (2/5 * (5/3 / 5/4 - 7/6))
[1443716] ['2/5', '5/3', '5/4', '7/8', '8/5'] -> 8/5 / (5/3 - 2/5 * 7/8 - 5/4)
[1443725] ['2/5', '5/3', '5/4', '7/9', '8/3'] -> 8/3 / (5/3 - 7/9 / 2/5 / 5/4)
[1443735] ['2/5', '5/3', '5/4', '8/3', '8/5'] -> 8/5 / (8/3 / 5/4 - 2/5 - 5/3)
[1443738] ['2/5', '5/3', '5/4', '8/3', '9/2'] -> (8/3 / 2/5 - 5/3 / 5/4) * 9/2
[1443759] ['2/5', '5/3', '5/4', '8/9', '9/2'] -> 8/9 / (5/3 - 5/4) / 2/5 * 9/2
[1443765] ['2/5', '5/3', '5/4', '9/2', '9/4'] -> (5/3 + 9/2 / 2/5 / 5/4) * 9/4
[1443768] ['2/5', '5/3', '5/4', '9/2', '9/8'] -> 9/2 / (5/3 - 5/4) / 2/5 / 9/8
[1443773] ['2/5', '5/3', '5/4', '9/5', '9/5'] -> 9/5 / (5/4 / 2/5 / 5/3 - 9/5)
[1443776] ['2/5', '5/3', '5/4', '9/7', '9/7'] -> 9/7 / ((9/7 - 5/4) / 2/5 / 5/3)
[1443790] ['2/5', '5/3', '5/6', '5/6', '7/8'] -> 2/5 * (5/3 + 5/6) / (7/8 - 5/6)
[1443804] ['2/5', '5/3', '5/6', '5/7', '6/5'] -> 6/5 / (2/5 - 5/6 / (5/3 + 5/7))
[1443815] ['2/5', '5/3', '5/6', '5/7', '8/7'] -> 8/7 / (2/5 * (5/3 - 5/6 - 5/7))
[1443817] ['2/5', '5/3', '5/6', '5/7', '9/2'] -> (5/3 / 2/5 + 5/6 / 5/7) * 9/2
[1443826] ['2/5', '5/3', '5/6', '5/8', '7/2'] -> 7/2 / (2/5 * 5/3 - 5/6 * 5/8)
[1443827] ['2/5', '5/3', '5/6', '5/8', '7/3'] -> 7/3 / (5/3 * (5/6 - 2/5) - 5/8)
[1443829] ['2/5', '5/3', '5/6', '5/8', '7/5'] -> 7/5 / (5/6 - 5/8 / 5/3 - 2/5)
[1443834] ['2/5', '5/3', '5/6', '5/8', '8/5'] -> 8/5 / (2/5 + 5/6 / 5/8 - 5/3)
[1443855] ['2/5', '5/3', '5/6', '5/9', '8/9'] -> 8/9 / (2/5 * (5/3 * 5/9 - 5/6))
[1443861] ['2/5', '5/3', '5/6', '6/5', '6/5'] -> 6/5 / (5/6 / 2/5 / 5/3 - 6/5)
[1443879] ['2/5', '5/3', '5/6', '6/7', '6/7'] -> 2/5 * 5/3 / (6/7 - 5/6) * 6/7
[1443884] ['2/5', '5/3', '5/6', '6/7', '7/6'] -> 2/5 * 5/3 / (6/7 - 5/6) / 7/6
[1443889] ['2/5', '5/3', '5/6', '6/7', '8/7'] -> 8/7 / (5/6 * 6/7 - 2/5 * 5/3)
[1443901] ['2/5', '5/3', '5/6', '7/2', '7/8'] -> 7/2 / (5/6 - 2/5 * 5/3) / 7/8
[1443905] ['2/5', '5/3', '5/6', '7/2', '8/7'] -> 7/2 / (5/6 - 2/5 * 5/3) * 8/7
[1443920] ['2/5', '5/3', '5/6', '7/3', '8/7'] -> 8/7 / (2/5 * (5/6 - 5/3 / 7/3))
[1443934] ['2/5', '5/3', '5/6', '7/4', '8/7'] -> 8/7 / (2/5 * (5/3 / 7/4 - 5/6))
[1443945] ['2/5', '5/3', '5/6', '7/5', '8/3'] -> 8/3 / (5/6 * (2/5 + 7/5 - 5/3))
[1443946] ['2/5', '5/3', '5/6', '7/5', '8/5'] -> 8/5 / (2/5 * 5/6 + 7/5 - 5/3)
[1443949] ['2/5', '5/3', '5/6', '7/5', '9/2'] -> (5/3 / 2/5 + 5/6 * 7/5) * 9/2
[1443959] ['2/5', '5/3', '5/6', '7/6', '8/7'] -> 8/7 / (5/6 / 7/6 - 2/5 * 5/3)
[1443972] ['2/5', '5/3', '5/6', '7/8', '9/2'] -> 9/2 / (7/8 / 2/5 - 5/3 / 5/6)
[1443974] ['2/5', '5/3', '5/6', '7/8', '9/5'] -> 9/5 / (7/8 - 2/5 * 5/3 / 5/6)
[1443978] ['2/5', '5/3', '5/6', '7/9', '8/3'] -> 8/3 / (2/5 * (7/9 - 5/6 / 5/3))
[1443981] ['2/5', '5/3', '5/6', '7/9', '8/9'] -> 8/9 / (2/5 * 5/3 * (5/6 - 7/9))
[1443987] ['2/5', '5/3', '5/6', '8/3', '8/3'] -> 8/3 / (5/6 / 5/3 - 2/5) - 8/3
[1443988] ['2/5', '5/3', '5/6', '8/3', '8/5'] -> 8/5 / (2/5 * (8/3 - 5/3 - 5/6))
[1443996] ['2/5', '5/3', '5/6', '8/5', '8/5'] -> 8/5 / (2/5 + 5/6 * 8/5 - 5/3)
[1443999] ['2/5', '5/3', '5/6', '8/5', '9/2'] -> (5/3 / 2/5 - 5/6) * 8/5 * 9/2
[1444011] ['2/5', '5/3', '5/6', '8/9', '8/9'] -> 8/9 / (2/5 * 5/3 * (8/9 - 5/6))
[1444012] ['2/5', '5/3', '5/6', '8/9', '9/2'] -> 8/9 / (5/6 - 2/5 * 5/3) * 9/2
[1444019] ['2/5', '5/3', '5/6', '9/2', '9/5'] -> (5/3 + 9/2 - 5/6) / 2/5 * 9/5
[1444021] ['2/5', '5/3', '5/6', '9/2', '9/8'] -> 9/2 / (5/6 - 2/5 * 5/3) / 9/8
[1444045] ['2/5', '5/3', '5/7', '5/7', '8/5'] -> 5/7 * 8/5 / (5/7 - 2/5 * 5/3)
[1444057] ['2/5', '5/3', '5/7', '5/8', '7/2'] -> 5/7 / (5/3 - 5/8 / 2/5) * 7/2
[1444060] ['2/5', '5/3', '5/7', '5/8', '7/5'] -> 7/5 / ((2/5 * 5/3 - 5/8) / 5/7)
[1444083] ['2/5', '5/3', '5/7', '5/9', '8/3'] -> 8/3 / (5/9 / 5/7 - 2/5 * 5/3)
[1444088] ['2/5', '5/3', '5/7', '5/9', '9/4'] -> 5/3 / (5/7 - 5/9) / 2/5 - 9/4
[1444103] ['2/5', '5/3', '5/7', '6/5', '8/7'] -> 8/7 / (5/7 * (5/3 - 2/5 - 6/5))
[1444105] ['2/5', '5/3', '5/7', '6/5', '9/2'] -> (5/3 / 5/7 + 6/5 / 2/5) * 9/2
[1444122] ['2/5', '5/3', '5/7', '6/7', '9/2'] -> (5/3 + 6/7 / 2/5) / 5/7 * 9/2
[1444149] ['2/5', '5/3', '5/7', '7/3', '8/3'] -> 8/3 / ((5/7 - 2/5 * 5/3) * 7/3)
[1444150] ['2/5', '5/3', '5/7', '7/3', '8/5'] -> 8/5 / ((5/7 / 5/3 - 2/5) * 7/3)
[1444151] ['2/5', '5/3', '5/7', '7/3', '8/7'] -> 8/7 / ((5/3 - 5/7) / 2/5 - 7/3)
[1444153] ['2/5', '5/3', '5/7', '7/3', '9/2'] -> (2/5 + 5/3 + 7/3 / 5/7) * 9/2
[1444177] ['2/5', '5/3', '5/7', '7/5', '8/5'] -> 8/5 / ((5/7 - 2/5 * 5/3) * 7/5)
[1444185] ['2/5', '5/3', '5/7', '7/6', '7/6'] -> 2/5 / (5/7 - 7/6 / 5/3) / 7/6
[1444201] ['2/5', '5/3', '5/7', '7/8', '8/7'] -> 8/7 / (2/5 * 5/3 / 7/8 - 5/7)
[1444209] ['2/5', '5/3', '5/7', '7/9', '8/3'] -> 8/3 / (2/5 * 5/3 - 5/7 * 7/9)
[1444210] ['2/5', '5/3', '5/7', '7/9', '8/5'] -> 8/5 / (2/5 - 5/7 * 7/9 / 5/3)
[1444211] ['2/5', '5/3', '5/7', '7/9', '8/7'] -> 8/7 / (5/7 * (7/9 / 5/3 - 2/5))
[1444212] ['2/5', '5/3', '5/7', '7/9', '8/9'] -> 8/9 / ((5/7 - 2/5 * 5/3) * 7/9)
[1444218] ['2/5', '5/3', '5/7', '8/3', '8/3'] -> (5/3 / 5/7 + 8/3 / 2/5) * 8/3
[1444246] ['2/5', '5/3', '5/7', '8/9', '9/7'] -> 9/7 / ((5/7 - 2/5 * 5/3) / 8/9)
[1444249] ['2/5', '5/3', '5/7', '9/2', '9/4'] -> 5/3 * 9/2 / 2/5 / 5/7 - 9/4
[1444261] ['2/5', '5/3', '5/7', '9/7', '9/8'] -> 9/7 / (5/7 - 2/5 * 5/3) / 9/8
[1444263] ['2/5', '5/3', '5/8', '5/8', '5/8'] -> 5/8 / (2/5 * 5/3 - 5/8) / 5/8
[1444275] ['2/5', '5/3', '5/8', '5/8', '8/5'] -> 5/8 * 8/5 / (2/5 * 5/3 - 5/8)
[1444279] ['2/5', '5/3', '5/8', '5/8', '9/4'] -> 5/3 / 2/5 / 5/8 / 5/8 * 9/4
[1444289] ['2/5', '5/3', '5/8', '5/9', '7/5'] -> 7/5 / (5/8 * (5/9 - 2/5) / 5/3)
[1444297] ['2/5', '5/3', '5/8', '5/9', '9/2'] -> 5/9 / (5/3 - 5/8 / 2/5) * 9/2
[1444304] ['2/5', '5/3', '5/8', '6/5', '7/2'] -> 7/2 / (2/5 * 5/3 - 5/8 / 6/5)
[1444320] ['2/5', '5/3', '5/8', '6/7', '6/7'] -> 6/7 / (2/5 * 5/3 - 5/8) / 6/7
[1444325] ['2/5', '5/3', '5/8', '6/7', '7/6'] -> 6/7 / (2/5 * 5/3 - 5/8) * 7/6
[1444335] ['2/5', '5/3', '5/8', '6/7', '9/7'] -> 9/7 / (5/8 - 2/5 * 5/3 * 6/7)
[1444337] ['2/5', '5/3', '5/8', '7/2', '7/2'] -> 7/2 / (2/5 * 5/3 - 5/8) / 7/2
[1444340] ['2/5', '5/3', '5/8', '7/2', '7/5'] -> 7/2 / (5/3 - 5/8 / 2/5) / 7/5
[1444346] ['2/5', '5/3', '5/8', '7/2', '8/7'] -> 8/7 / (5/8 * (5/3 / 7/2 - 2/5))
[1444353] ['2/5', '5/3', '5/8', '7/3', '7/3'] -> 7/3 / (2/5 * 5/3 - 5/8) / 7/3
[1444355] ['2/5', '5/3', '5/8', '7/3', '7/5'] -> 7/5 / ((2/5 - 5/8 / 5/3) * 7/3)
[1444359] ['2/5', '5/3', '5/8', '7/3', '8/3'] -> (5/3 / 2/5 / 5/8 + 7/3) * 8/3
[1444368] ['2/5', '5/3', '5/8', '7/4', '7/4'] -> 7/4 / (2/5 * 5/3 - 5/8) / 7/4
[1444382] ['2/5', '5/3', '5/8', '7/5', '7/5'] -> 7/5 / (2/5 * 5/3 - 5/8) / 7/5
[1444395] ['2/5', '5/3', '5/8', '7/6', '7/6'] -> 7/6 / (2/5 * 5/3 - 5/8) / 7/6
[1444405] ['2/5', '5/3', '5/8', '7/6', '9/7'] -> 9/7 / (5/8 - 2/5 * 5/3 / 7/6)
[1444407] ['2/5', '5/3', '5/8', '7/8', '7/8'] -> 7/8 / (2/5 * 5/3 - 5/8) / 7/8
[1444418] ['2/5', '5/3', '5/8', '7/9', '7/9'] -> 7/9 / ((2/5 * 5/3 - 5/8) * 7/9)
[1444426] ['2/5', '5/3', '5/8', '7/9', '9/7'] -> 9/7 / ((2/5 * 5/3 - 5/8) / 7/9)
[1444432] ['2/5', '5/3', '5/8', '8/3', '9/2'] -> (2/5 * 5/3 + 8/3) / 5/8 * 9/2
[1444437] ['2/5', '5/3', '5/8', '8/5', '8/5'] -> 8/5 / (2/5 * 5/3 - 5/8) / 8/5
[1444440] ['2/5', '5/3', '5/8', '8/5', '9/2'] -> (2/5 + 8/5) / (5/8 / 5/3) * 9/2
[1444452] ['2/5', '5/3', '5/8', '8/9', '8/9'] -> 8/9 / ((2/5 * 5/3 - 5/8) * 8/9)
[1444455] ['2/5', '5/3', '5/8', '8/9', '9/5'] -> 9/5 / (2/5 / 8/9 - 5/8 / 5/3)
[1444457] ['2/5', '5/3', '5/8', '8/9', '9/8'] -> 9/8 / ((2/5 * 5/3 - 5/8) / 8/9)
[1444458] ['2/5', '5/3', '5/8', '9/2', '9/2'] -> 9/2 / (2/5 * 5/3 - 5/8) / 9/2
[1444460] ['2/5', '5/3', '5/8', '9/2', '9/5'] -> 9/2 / (5/3 - 5/8 / 2/5) / 9/5
[1444470] ['2/5', '5/3', '5/8', '9/7', '9/7'] -> 9/7 / (2/5 * 5/3 - 5/8) / 9/7
[1444472] ['2/5', '5/3', '5/8', '9/8', '9/8'] -> 9/8 / (2/5 * 5/3 - 5/8) / 9/8
[1444486] ['2/5', '5/3', '5/9', '5/9', '8/9'] -> 8/9 / 5/9 / (2/5 - 5/9 / 5/3)
[1444501] ['2/5', '5/3', '5/9', '6/5', '8/3'] -> 5/3 * 6/5 / 2/5 / 5/9 * 8/3
[1444504] ['2/5', '5/3', '5/9', '6/5', '8/9'] -> 8/9 / (5/9 * (5/3 - 2/5 - 6/5))
[1444511] ['2/5', '5/3', '5/9', '6/7', '7/2'] -> 7/2 / (5/9 / (5/3 + 6/7 / 2/5))
[1444539] ['2/5', '5/3', '5/9', '7/2', '9/4'] -> 5/3 * 7/2 / 2/5 / 5/9 - 9/4
[1444547] ['2/5', '5/3', '5/9', '7/3', '7/8'] -> 7/3 / (2/5 * 5/3 - 5/9) / 7/8
[1444549] ['2/5', '5/3', '5/9', '7/3', '8/3'] -> 7/3 / (5/9 - 2/5) / 5/3 * 8/3
[1444551] ['2/5', '5/3', '5/9', '7/3', '8/7'] -> 7/3 / (2/5 * 5/3 - 5/9) * 8/7
[1444568] ['2/5', '5/3', '5/9', '7/4', '9/4'] -> 7/4 / (2/5 - 5/9 / 5/3) - 9/4
[1444574] ['2/5', '5/3', '5/9', '7/5', '7/8'] -> 7/5 / (2/5 - 5/9 / 5/3) / 7/8
[1444588] ['2/5', '5/3', '5/9', '7/6', '8/3'] -> 8/3 / (2/5 * 5/9 * (5/3 - 7/6))
[1444609] ['2/5', '5/3', '5/9', '7/9', '8/3'] -> 8/3 / (2/5 * (5/3 + 5/9) - 7/9)
[1444610] ['2/5', '5/3', '5/9', '7/9', '8/5'] -> 8/5 / (2/5 + 5/9 + 7/9 - 5/3)
[1444611] ['2/5', '5/3', '5/9', '7/9', '8/7'] -> 8/7 / (5/9 / 7/9 - 2/5 * 5/3)
[1444621] ['2/5', '5/3', '5/9', '8/3', '8/9'] -> 8/9 / (5/9 * (2/5 + 8/3) - 5/3)
[1444622] ['2/5', '5/3', '5/9', '8/3', '9/2'] -> (5/3 + 8/3) / 2/5 / 5/9 + 9/2
[1444628] ['2/5', '5/3', '5/9', '8/5', '8/7'] -> (5/3 + 8/5) / (5/9 - 2/5) * 8/7
[1444642] ['2/5', '5/3', '5/9', '8/9', '8/9'] -> 8/9 / (2/5 * 5/3 * 8/9 - 5/9)
[1444645] ['2/5', '5/3', '5/9', '8/9', '9/5'] -> 8/9 / (2/5 - 5/9 / 5/3) * 9/5
[1444648] ['2/5', '5/3', '5/9', '9/2', '9/2'] -> (5/9 / 2/5 / 5/3 + 9/2) * 9/2
[1444659] ['2/5', '5/3', '5/9', '9/5', '9/8'] -> 9/5 / (2/5 - 5/9 / 5/3) / 9/8
[1444666] ['2/5', '5/3', '6/5', '6/5', '7/3'] -> (6/5 + 6/5) / 2/5 * (5/3 + 7/3)
