[1019617] ['1/7', '5/4', '7/4', '8/5', '9/5'] -> (7/4 + 8/5) / 1/7 - 5/4 + 9/5
[1030369] ['1/7', '7/3', '9/7', '9/7', '9/7'] -> 7/3 * (9/7 * 9/7 / 1/7 - 9/7)
[1030370] ['1/7', '7/3', '9/7', '9/7', '9/8'] -> 7/3 * 9/7 * 9/7 / 1/7 / 9/8
[1030375] ['1/7', '7/4', '7/4', '7/4', '7/6'] -> (7/4 / 1/7 + 7/4) / (7/4 - 7/6)
[1030376] ['1/7', '7/4', '7/4', '7/4', '7/8'] -> (7/4 + 7/4) / 1/7 - 7/8 / 7/4
[1030383] ['1/7', '7/4', '7/4', '7/4', '9/4'] -> (7/4 + 7/4) / 1/7 + 7/4 - 9/4
[1030389] ['1/7', '7/4', '7/4', '7/5', '7/8'] -> (7/4 + 7/4 / 7/5) / 1/7 / 7/8
[1030393] ['1/7', '7/4', '7/4', '7/5', '8/7'] -> (7/4 + 7/4 / 7/5) / 1/7 * 8/7
[1030402] ['1/7', '7/4', '7/4', '7/6', '7/9'] -> ((7/4 + 7/6) / 1/7 - 7/4) / 7/9
[1030403] ['1/7', '7/4', '7/4', '7/6', '8/3'] -> (7/4 / 1/7 - 7/4) / 7/6 * 8/3
[1030408] ['1/7', '7/4', '7/4', '7/6', '9/4'] -> (7/4 - 9/4 / 1/7) / (7/6 - 7/4)
[1030410] ['1/7', '7/4', '7/4', '7/6', '9/7'] -> ((7/4 + 7/6) / 1/7 - 7/4) * 9/7
[1030442] ['1/7', '7/4', '7/4', '8/5', '8/5'] -> (7/4 / 1/7 + 7/4) * 8/5 + 8/5
[1030446] ['1/7', '7/4', '7/4', '8/5', '9/4'] -> (9/4 / (1/7 * 7/4) - (7/4 / 8/5)))
[1030468] ['1/7', '7/4', '7/4', '9/4', '9/4'] -> (7/4 + 9/4) / 1/7 - 7/4 - 9/4
[1030479] ['1/7', '7/4', '7/5', '7/5', '7/6'] -> 7/5 / (((7/4 - 7/5) * /7) * /6
)[1030482] ['1/7', '7/4', '7/5', '7/5', '8/3'] -> (7/5 / 1/7 - 7/5 / 7/4) * 8/3
[1030493] ['1/7', '7/4', '7/5', '7/6', '7/9'] -> 7/9 / (7/6 - 7/4 / (1/7 + 7/5))
[1030512] ['1/7', '7/4', '7/5', '7/8', '9/7'] -> 9/7 / (1/7 * (7/4 / 7/5 - 7/8))
[1030534] ['1/7', '7/4', '7/5', '8/5', '8/7'] -> (7/5 + 7/4 * 8/5 / 1/7) * 8/7
[1030545] ['1/7', '7/4', '7/5', '8/7', '9/5'] -> 9/5 / (1/7 * (7/4 - 7/5 / 8/7))
[1030564] ['1/7', '7/4', '7/5', '9/5', '9/7'] -> (1/7 + 7/5) / (9/5 - 7/4) / 9/7
[1030571] ['1/7', '7/4', '7/6', '7/6', '7/9'] -> (7/4 / 7/6 + 7/6) / 1/7 / 7/9
[1030572] ['1/7', '7/4', '7/6', '7/6', '8/3'] -> 7/4 / (1/7 * /6 * /6) * 8/3
[1030574] ['1/7', '7/4', '7/6', '7/6', '8/7'] -> (8/7 / (1/7 * (7/4 / 7/6)) - 7/6))
[1030576] ['1/7', '7/4', '7/6', '7/6', '9/2'] -> (7/6 / 1/7 + 7/6) / 7/4 * 9/2
[1030579] ['1/7', '7/4', '7/6', '7/6', '9/7'] -> (7/4 / 7/6 + 7/6) / 1/7 * 9/7
[1030587] ['1/7', '7/4', '7/6', '7/8', '9/2'] -> 7/6 / (1/7 * /4 * /8) * 9/2
[1030598] ['1/7', '7/4', '7/6', '7/9', '9/4'] -> (7/4 + 7/6) / 1/7 / 7/9 - 9/4
[1030621] ['1/7', '7/4', '7/6', '8/7', '9/2'] -> 7/6 * 8/7 / 1/7 / 7/4 * 9/2
[1030628] ['1/7', '7/4', '7/6', '8/9', '9/4'] -> 8/9 / ((7/4 - 7/6) * /7) * 9/4
[1030634] ['1/7', '7/4', '7/6', '9/2', '9/5'] -> (9/2 - 7/6) / 1/7 / 7/4 * 9/5
[1030635] ['1/7', '7/4', '7/6', '9/2', '9/7'] -> 9/7 * (7/6 + 9/2 / 1/7) / 7/4
[1030637] ['1/7', '7/4', '7/6', '9/4', '9/4'] -> (7/4 / 7/6 + 9/4) / 1/7 - 9/4
[1030638] ['1/7', '7/4', '7/6', '9/4', '9/5'] -> (7/4 / 1/7 + 9/4 - 7/6) * 9/5
[1030640] ['1/7', '7/4', '7/6', '9/4', '9/8'] -> 9/4 / (((7/4 - 7/6) * /7) * /8
)[1030641] ['1/7', '7/4', '7/6', '9/5', '9/5'] -> 9/5 / ((7/4 - 1/7) * 7/6 - 9/5)
[1030647] ['1/7', '7/4', '7/8', '7/8', '7/8'] -> (7/4 + 7/8) / 1/7 / 7/8 / 7/8
[1030649] ['1/7', '7/4', '7/8', '7/8', '8/3'] -> (7/4 + 7/8 / 1/7) / 7/8 * 8/3
[1030650] ['1/7', '7/4', '7/8', '7/8', '8/5'] -> (7/4 / 1/7 + 7/8) / 7/8 * 8/5
[1030651] ['1/7', '7/4', '7/8', '7/8', '8/7'] -> (7/4 + 7/8) / 1/7 / 7/8 * 8/7
[1030654] ['1/7', '7/4', '7/8', '7/8', '9/4'] -> (9/4 / (1/7 * (7/4 * 7/8)) - 7/8))
[1030656] ['1/7', '7/4', '7/8', '7/8', '9/7'] -> (9/7 / (1/7 * 7/8) - (7/8 / 7/4)))
[1030670] ['1/7', '7/4', '7/8', '8/3', '8/7'] -> (7/4 + 7/8 / 1/7) * 8/3 * 8/7
[1030676] ['1/7', '7/4', '7/8', '8/3', '9/8'] -> 9/8 * 8/3 / (1/7 * (7/4 - 7/8))
[1030677] ['1/7', '7/4', '7/8', '8/5', '8/5'] -> 7/4 * 8/5 / 1/7 / 7/8 + 8/5
[1030678] ['1/7', '7/4', '7/8', '8/5', '8/7'] -> (7/4 / 1/7 + 7/8) * 8/5 * 8/7
[1030685] ['1/7', '7/4', '7/8', '8/7', '8/7'] -> (7/4 + 7/8) * 8/7 / 1/7 * 8/7
[1030688] ['1/7', '7/4', '7/8', '8/7', '9/4'] -> 9/4 / (1/7 * (7/4 / 8/7 - 7/8))
[1030703] ['1/7', '7/4', '7/8', '9/4', '9/4'] -> 9/4 / (7/8 * (9/4 - 1/7) - 7/4)
[1030705] ['1/7', '7/4', '7/8', '9/4', '9/7'] -> 9/7 / (1/7 * (7/4 + 7/8 - 9/4))
[1030707] ['1/7', '7/4', '7/8', '9/5', '9/5'] -> 9/5 / (1/7 * 7/8 + 7/4 - 9/5)
[1030716] ['1/7', '7/4', '7/9', '7/9', '8/7'] -> (8/7 / (1/7 * 7/9) - (7/9 / 7/4)))
[1030723] ['1/7', '7/4', '7/9', '8/3', '8/3'] -> 8/3 / (7/9 - 1/7 * 7/4 * 8/3)
[1030754] ['1/7', '7/4', '7/9', '9/2', '9/4'] -> 7/4 + 7/9 * 9/2 / 1/7 - 9/4
[1030768] ['1/7', '7/4', '8/3', '8/3', '8/3'] -> (8/3 + 8/3) / 1/7 / 7/4 + 8/3
[1030771] ['1/7', '7/4', '8/3', '8/3', '8/9'] -> (8/3 + 8/3) / 1/7 / 7/4 / 8/9
[1030772] ['1/7', '7/4', '8/3', '8/3', '9/2'] -> (1/7 * 8/3 + 8/3) * 7/4 * 9/2
[1030774] ['1/7', '7/4', '8/3', '8/3', '9/5'] -> (8/3 / (1/7 * /4) + 8/3) * 9/5
[1030776] ['1/7', '7/4', '8/3', '8/3', '9/8'] -> (8/3 + 8/3) / 1/7 / 7/4 * 9/8
[1030777] ['1/7', '7/4', '8/3', '8/5', '8/5'] -> 8/5 / (1/7 + 8/3 / 7/4 - 8/5)
[1030799] ['1/7', '7/4', '8/3', '9/2', '9/4'] -> 9/4 / (7/4 / (1/7 * /3) - 9/2)
[1030801] ['1/7', '7/4', '8/3', '9/2', '9/7'] -> (1/7 + 7/4) * 8/3 * 9/2 + 9/7
[1030813] ['1/7', '7/4', '8/5', '8/5', '8/5'] -> 7/4 * (8/5 / 1/7 + 8/5) + 8/5
[1030824] ['1/7', '7/4', '8/5', '8/7', '9/4'] -> 9/4 / (1/7 + 7/4 / 8/5 - 8/7)
[1030849] ['1/7', '7/4', '8/7', '8/7', '8/7'] -> (7/4 * 8/7 * 8/7 + 8/7) / 1/7
[1030856] ['1/7', '7/4', '8/7', '8/9', '8/9'] -> 7/4 * (8/7 + 8/9) / 1/7 - 8/9
[1030867] ['1/7', '7/4', '8/7', '9/4', '9/4'] -> 9/4 / ((9/4 - 1/7) / 8/7 - 7/4)
[1030871] ['1/7', '7/4', '8/7', '9/5', '9/5'] -> 9/5 / (1/7 / 8/7 + 7/4 - 9/5)
[1030884] ['1/7', '7/4', '8/9', '9/2', '9/4'] -> 8/9 * 9/2 / 1/7 - 7/4 - 9/4
[1030888] ['1/7', '7/4', '8/9', '9/4', '9/4'] -> (7/4 + 8/9 * 9/4) / 1/7 - 9/4
[1030903] ['1/7', '7/4', '9/2', '9/4', '9/4'] -> (7/4 + 9/2 / 9/4) / 1/7 - 9/4
[1030906] ['1/7', '7/4', '9/2', '9/4', '9/8'] -> (9/2 + 9/4) / 1/7 / 7/4 / 9/8
[1030911] ['1/7', '7/4', '9/2', '9/7', '9/8'] -> (9/2 / 7/4 + 9/7) / 1/7 / 9/8
[1030912] ['1/7', '7/4', '9/2', '9/8', '9/8'] -> (9/2 - 9/8 / 7/4) / 1/7 / 9/8
[1030935] ['1/7', '7/5', '7/5', '7/5', '7/8'] -> ((7/5 + 7/5) / 1/7 + 7/5) / 7/8
[1030939] ['1/7', '7/5', '7/5', '7/5', '8/7'] -> ((7/5 + 7/5) / 1/7 + 7/5) * 8/7
[1030942] ['1/7', '7/5', '7/5', '7/5', '9/4'] -> 7/5 / (9/4 / (1/7 + 7/5) - 7/5)
[1030950] ['1/7', '7/5', '7/5', '7/6', '8/5'] -> 8/5 / ((7/5 - 1/7) * 7/6 - 7/5)
[1030958] ['1/7', '7/5', '7/5', '7/8', '7/8'] -> (7/5 + 7/5 / 7/8) / 1/7 / 7/8
[1030962] ['1/7', '7/5', '7/5', '7/8', '8/7'] -> (7/5 + 7/5 / 7/8) / 1/7 * 8/7
[1030967] ['1/7', '7/5', '7/5', '7/8', '9/7'] -> 7/5 / ((7/5 - 7/8) * /7) * 9/7
[1030971] ['1/7', '7/5', '7/5', '7/9', '8/5'] -> (7/5 + 7/5 / 7/9) / 1/7 + 8/5
[1030983] ['1/7', '7/5', '7/5', '8/3', '9/2'] -> (7/5 + 7/5 * (1/7 + 8/3)) * 9/2
[1030993] ['1/7', '7/5', '7/5', '8/5', '9/5'] -> (9/5 / (1/7 * 7/5) - (7/5 / 8/5)))
[1030996] ['1/7', '7/5', '7/5', '8/7', '8/7'] -> (7/5 + 7/5 * 8/7) / 1/7 * 8/7
[1031027] ['1/7', '7/5', '7/6', '7/6', '8/3'] -> (7/6 / 1/7 + 7/6 / 7/5) * 8/3
[1031029] ['1/7', '7/5', '7/6', '7/6', '8/7'] -> (8/7 / (1/7 * 7/6) - (7/6 / 7/5)))
[1031043] ['1/7', '7/5', '7/6', '7/8', '9/4'] -> 7/8 / ((7/5 - 7/6) * /7) - 9/4
[1031061] ['1/7', '7/5', '7/6', '8/3', '9/2'] -> 7/6 / 7/5 + 8/3 / 1/7 + 9/2
[1031087] ['1/7', '7/5', '7/6', '9/2', '9/2'] -> (7/5 * (1/7 + 9/2) - 7/6) * 9/2
[1031088] ['1/7', '7/5', '7/6', '9/2', '9/4'] -> 7/6 * 9/2 / 1/7 / 7/5 - 9/4
[1031093] ['1/7', '7/5', '7/6', '9/4', '9/5'] -> 9/5 / (1/7 * (7/5 - 7/6) * 9/4)
[1031132] ['1/7', '7/5', '7/8', '8/5', '8/5'] -> (7/5 / 7/8 + 8/5) / 1/7 + 8/5
[1031137] ['1/7', '7/5', '7/8', '8/5', '9/5'] -> 9/5 / (8/5 - 1/7 * 7/8 - 7/5)
[1031138] ['1/7', '7/5', '7/8', '8/5', '9/7'] -> 9/7 / (1/7 * (8/5 - 7/5 * 7/8))
[1031139] ['1/7', '7/5', '7/8', '8/5', '9/8'] -> 9/8 * 8/5 / (1/7 * (7/5 - 7/8))
[1031145] ['1/7', '7/5', '7/8', '8/7', '9/7'] -> 9/7 / (1/7 * 7/5 * (8/7 - 7/8))
[1031169] ['1/7', '7/5', '7/9', '7/9', '8/3'] -> 8/3 / (7/5 * (7/9 - 1/7) - 7/9)
[1031189] ['1/7', '7/5', '7/9', '8/5', '8/9'] -> (7/5 + 8/5) / 1/7 / 7/9 * 8/9
[1031194] ['1/7', '7/5', '7/9', '8/5', '9/8'] -> (7/5 + 8/5) / 1/7 / 7/9 / 9/8
[1031196] ['1/7', '7/5', '7/9', '8/7', '8/9'] -> 8/9 / (7/9 - 8/7 / (1/7 + 7/5))
[1031205] ['1/7', '7/5', '7/9', '8/9', '9/5'] -> 9/5 / (1/7 * (7/5 - 7/9 / 8/9))
[1031223] ['1/7', '7/5', '8/3', '8/3', '8/3'] -> (8/3 + 8/3) / 1/7 / 7/5 - 8/3
[1031227] ['1/7', '7/5', '8/3', '8/3', '9/2'] -> (8/3 - 8/3 / 7/5) / 1/7 * 9/2
[1031228] ['1/7', '7/5', '8/3', '8/3', '9/4'] -> (8/3 / (1/7 * /5) - 8/3) * 9/4
[1031229] ['1/7', '7/5', '8/3', '8/3', '9/5'] -> (7/5 + 8/3) / 1/7 - 8/3 - 9/5
[1031233] ['1/7', '7/5', '8/3', '8/5', '8/7'] -> 8/7 / (1/7 * (7/5 + 8/5 - 8/3))
[1031242] ['1/7', '7/5', '8/3', '8/7', '9/2'] -> (8/3 / 7/5 - 8/7) / 1/7 * 9/2
[1031246] ['1/7', '7/5', '8/3', '8/7', '9/8'] -> 9/8 * (8/3 / 7/5 + 8/7) / 1/7
[1031280] ['1/7', '7/5', '8/5', '8/7', '9/5'] -> 9/5 / (8/5 - 1/7 / 8/7 - 7/5)
[1031281] ['1/7', '7/5', '8/5', '8/7', '9/7'] -> 9/7 / (1/7 * (8/5 - 7/5 / 8/7))
[1031287] ['1/7', '7/5', '8/5', '8/9', '9/7'] -> 9/7 * 8/9 * (7/5 + 8/5) / 1/7
[1031302] ['1/7', '7/5', '8/5', '9/7', '9/8'] -> (7/5 + 8/5) * 9/7 / 1/7 / 9/8
[1031308] ['1/7', '7/5', '8/7', '8/7', '9/5'] -> (7/5 + 8/7 + 8/7) / 1/7 - 9/5
[1031333] ['1/7', '7/5', '8/9', '8/9', '9/2'] -> (8/9 / (1/7 * /5) + 8/9) * 9/2
[1031334] ['1/7', '7/5', '8/9', '8/9', '9/4'] -> (8/9 / 7/5 + 8/9) / 1/7 * 9/4
[1031354] ['1/7', '7/5', '9/2', '9/2', '9/4'] -> (9/2 / 7/5 + 9/2) / 1/7 / 9/4
[1031357] ['1/7', '7/5', '9/2', '9/2', '9/8'] -> (9/2 / (1/7 * /5) + 9/2) / 9/8
[1031371] ['1/7', '7/5', '9/4', '9/4', '9/8'] -> (9/4 / 7/5 + 9/4) / 1/7 / 9/8
[1031390] ['1/7', '7/6', '7/6', '7/6', '7/9'] -> (7/6 / 1/7 + 7/6) / (7/6 - 7/9)
[1031391] ['1/7', '7/6', '7/6', '7/6', '8/3'] -> (7/6 + (7/6 + 8/3) / 1/7) / 7/6
[1031395] ['1/7', '7/6', '7/6', '7/6', '9/2'] -> (7/6 + 9/2 / 1/7) / 7/6 / 7/6
[1031407] ['1/7', '7/6', '7/6', '7/8', '9/4'] -> (7/6 / 1/7 + 7/6) / 7/8 * 9/4
[1031409] ['1/7', '7/6', '7/6', '7/8', '9/7'] -> (7/6 + 7/6) / 1/7 / 7/8 * 9/7
[1031411] ['1/7', '7/6', '7/6', '7/9', '7/9'] -> (7/6 + 7/6 / 7/9) / 1/7 / 7/9
[1031415] ['1/7', '7/6', '7/6', '7/9', '8/9'] -> (8/9 / (1/7 * 7/6) - (7/6 * 7/9)))
[1031419] ['1/7', '7/6', '7/6', '7/9', '9/7'] -> (7/6 + 7/6 / 7/9) / 1/7 * 9/7
[1031421] ['1/7', '7/6', '7/6', '8/3', '8/3'] -> (8/3 - 7/6) / 1/7 / 7/6 * 8/3
[1031422] ['1/7', '7/6', '7/6', '8/3', '8/5'] -> (8/3 / 1/7 - 7/6) / 7/6 * 8/5
[1031424] ['1/7', '7/6', '7/6', '8/3', '8/9'] -> (7/6 / 1/7 + 7/6) * 8/3 - 8/9
[1031441] ['1/7', '7/6', '7/6', '8/7', '9/4'] -> (7/6 / 1/7 + 7/6) * 8/7 * 9/4
[1031443] ['1/7', '7/6', '7/6', '8/7', '9/7'] -> (7/6 + 7/6) * 8/7 / 1/7 * 9/7
[1031445] ['1/7', '7/6', '7/6', '8/9', '8/9'] -> 8/9 / (7/6 * (1/7 + 8/9) - 7/6)
[1031470] ['1/7', '7/6', '7/8', '7/8', '8/7'] -> 7/8 / ((7/6 - 7/8) * /7) * 8/7
[1031473] ['1/7', '7/6', '7/8', '7/8', '9/4'] -> 7/6 / (1/7 * /8 * /8) * 9/4
[1031476] ['1/7', '7/6', '7/8', '7/8', '9/8'] -> (1/7 * 7/8 + 7/8) / (7/6 - 9/8)
[1031477] ['1/7', '7/6', '7/8', '7/9', '7/9'] -> 7/9 / (1/7 * (7/6 - 7/8) * 7/9)
[1031482] ['1/7', '7/6', '7/8', '7/9', '9/2'] -> 7/9 / (1/7 * /6 * /8) * 9/2
[1031485] ['1/7', '7/6', '7/8', '7/9', '9/7'] -> 9/7 * 7/9 / (1/7 * (7/6 - 7/8))
[1031490] ['1/7', '7/6', '7/8', '8/3', '8/9'] -> 7/6 * 8/3 / 1/7 / 7/8 - 8/9
[1031496] ['1/7', '7/6', '7/8', '8/5', '8/5'] -> 8/5 / (1/7 * (7/6 - 7/8) * 8/5)
[1031507] ['1/7', '7/6', '7/8', '8/7', '9/4'] -> 7/6 * 8/7 / 1/7 / 7/8 * 9/4
[1031511] ['1/7', '7/6', '7/8', '8/9', '8/9'] -> 8/9 / (1/7 * (7/6 - 7/8) * 8/9)
[1031516] ['1/7', '7/6', '7/8', '8/9', '9/8'] -> 9/8 * 8/9 / (1/7 * (7/6 - 7/8))
[1031520] ['1/7', '7/6', '7/8', '9/2', '9/7'] -> 9/2 / (((1/7 * /6) * /8) * /7
)[1031522] ['1/7', '7/6', '7/8', '9/4', '9/4'] -> 9/4 / (1/7 * (7/6 - 7/8) * 9/4)
[1031526] ['1/7', '7/6', '7/8', '9/5', '9/5'] -> 9/5 / (((7/6 - 7/8) * /7) * /5
)[1031529] ['1/7', '7/6', '7/8', '9/7', '9/7'] -> 9/7 / (((7/6 - 7/8) * /7) * /7
)[1031531] ['1/7', '7/6', '7/8', '9/8', '9/8'] -> 9/8 / (((7/6 - 7/8) * /7) * /8
)[1031537] ['1/7', '7/6', '7/9', '7/9', '9/2'] -> (7/9 / 1/7 + 7/9) / 7/6 * 9/2
[1031544] ['1/7', '7/6', '7/9', '8/3', '8/7'] -> (7/6 * 8/3 / 1/7 - 7/9) * 8/7
[1031561] ['1/7', '7/6', '7/9', '8/7', '9/2'] -> 7/9 * 8/7 / 1/7 / 7/6 * 9/2
[1031590] ['1/7', '7/6', '8/3', '8/3', '8/9'] -> 7/6 * (8/3 / 1/7 + 8/3) - 8/9
[1031593] ['1/7', '7/6', '8/3', '8/3', '9/5'] -> (8/3 / (1/7 * /6) - 8/3) * 9/5
[1031604] ['1/7', '7/6', '8/3', '8/7', '8/7'] -> (8/3 + 8/7) / 1/7 / 7/6 + 8/7
[1031606] ['1/7', '7/6', '8/3', '8/7', '9/2'] -> 8/7 / ((8/3 - 7/6) * /7) * 9/2
[1031613] ['1/7', '7/6', '8/3', '8/9', '9/4'] -> (8/3 - 8/9) / 1/7 / 7/6 * 9/4
[1031614] ['1/7', '7/6', '8/3', '8/9', '9/5'] -> (8/3 - 8/9 / 7/6) / 1/7 * 9/5
[1031616] ['1/7', '7/6', '8/3', '8/9', '9/8'] -> 9/8 * (8/3 + 8/9) / (1/7 * 7/6)
[1031618] ['1/7', '7/6', '8/3', '9/2', '9/4'] -> 8/3 * (1/7 + 9/2 / 7/6) * 9/4
[1031622] ['1/7', '7/6', '8/3', '9/4', '9/4'] -> (8/3 + 9/4 - 7/6) / 1/7 - 9/4
[1031655] ['1/7', '7/6', '8/5', '9/2', '9/5'] -> 8/5 * 9/2 / 1/7 / 7/6 / 9/5
[1031662] ['1/7', '7/6', '8/5', '9/5', '9/5'] -> (8/5 / 7/6 + 9/5) / 1/7 + 9/5
[1031668] ['1/7', '7/6', '8/7', '8/7', '8/7'] -> 8/7 / (7/6 * 8/7 - 1/7 - 8/7)
[1031673] ['1/7', '7/6', '8/7', '8/7', '9/7'] -> 7/6 * (8/7 + 8/7) / 1/7 * 9/7
[1031675] ['1/7', '7/6', '8/7', '8/9', '8/9'] -> 8/9 / (1/7 + 7/6 * 8/9 - 8/7)
[1031678] ['1/7', '7/6', '8/7', '8/9', '9/5'] -> (8/7 + 8/9 / 7/6) / 1/7 * 9/5
[1031681] ['1/7', '7/6', '8/7', '9/2', '9/2'] -> 8/7 * (1/7 * 7/6 + 9/2) * 9/2
[1031684] ['1/7', '7/6', '8/7', '9/2', '9/7'] -> 8/7 * 9/2 / 1/7 / 7/6 / 9/7
[1031698] ['1/7', '7/6', '8/9', '8/9', '9/4'] -> (8/9 + 8/9) / 1/7 / 7/6 * 9/4
[1031703] ['1/7', '7/6', '8/9', '9/2', '9/4'] -> (9/2 - 7/6) / 1/7 / 8/9 - 9/4
[1031735] ['1/7', '7/6', '9/4', '9/4', '9/8'] -> (9/4 + 9/4) / 1/7 / 7/6 / 9/8
[1031736] ['1/7', '7/6', '9/4', '9/5', '9/5'] -> 9/5 / (1/7 * 7/6 * (9/4 - 9/5))
[1031739] ['1/7', '7/6', '9/4', '9/7', '9/7'] -> 9/7 / (9/4 * (1/7 + 7/6 - 9/7))
[1031748] ['1/7', '7/6', '9/7', '9/7', '9/7'] -> (9/7 * 9/7 + 9/7) * 7/6 / 1/7
[1031759] ['1/7', '7/8', '7/8', '7/8', '9/4'] -> ((7/8 + 9/4) / 1/7 - 7/8) / 7/8
[1031776] ['1/7', '7/8', '7/8', '8/3', '8/9'] -> 1/7 * 7/8 * 8/3 / (8/9 - 7/8)
[1031778] ['1/7', '7/8', '7/8', '8/3', '9/4'] -> 8/3 / ((7/8 + 7/8) * /7) * 9/4
[1031787] ['1/7', '7/8', '7/8', '8/5', '9/5'] -> (9/5 / (1/7 * (7/8 * 8/5)) - 7/8))
[1031789] ['1/7', '7/8', '7/8', '8/5', '9/8'] -> (9/8 / (1/7 * 7/8) - (7/8 / 8/5)))
[1031823] ['1/7', '7/8', '7/9', '7/9', '9/2'] -> (7/9 / 1/7 - 7/9) / 7/8 * 9/2
[1031830] ['1/7', '7/8', '7/9', '8/3', '8/7'] -> 7/8 * 8/3 / 1/7 / 7/9 * 8/7
[1031836] ['1/7', '7/8', '7/9', '8/3', '9/8'] -> (7/8 + 8/3 / 1/7) / 7/9 - 9/8
[1031855] ['1/7', '7/8', '7/9', '8/9', '9/5'] -> (7/9 + 8/9) / 1/7 / 7/8 * 9/5
[1031867] ['1/7', '7/8', '7/9', '9/5', '9/5'] -> 9/5 / (1/7 * (7/9 * 9/5 - 7/8))
[1031887] ['1/7', '7/8', '8/3', '8/5', '9/5'] -> 8/3 / (1/7 * /8 * /5) * 9/5
[1031894] ['1/7', '7/8', '8/3', '8/7', '9/5'] -> (8/3 / 7/8 - 8/7) / 1/7 * 9/5
[1031896] ['1/7', '7/8', '8/3', '8/7', '9/8'] -> 9/8 * 8/3 / (8/7 - 1/7 - 7/8)
[1031905] ['1/7', '7/8', '8/3', '9/2', '9/5'] -> 8/3 * (9/2 / 7/8 - 1/7) * 9/5
[1031911] ['1/7', '7/8', '8/3', '9/4', '9/8'] -> 9/8 / (7/8 / (1/7 * /3) - 9/4)
[1031916] ['1/7', '7/8', '8/3', '9/7', '9/8'] -> (7/8 + 8/3 / 1/7) * 9/7 - 9/8
[1031918] ['1/7', '7/8', '8/5', '8/5', '8/5'] -> (8/5 + 8/5) / 1/7 / 7/8 - 8/5
[1031919] ['1/7', '7/8', '8/5', '8/5', '8/7'] -> (7/8 * 8/5 + 8/5) / 1/7 * 8/7
[1031923] ['1/7', '7/8', '8/5', '8/5', '9/5'] -> 9/5 / (8/5 - 7/8 * (1/7 + 8/5))
[1031930] ['1/7', '7/8', '8/5', '8/7', '9/5'] -> 9/5 / (1/7 * (8/5 / 8/7 - 7/8))
[1031948] ['1/7', '7/8', '8/5', '9/5', '9/5'] -> 9/5 / (9/5 - 1/7 * 7/8 - 8/5)
[1031974] ['1/7', '7/8', '8/7', '9/4', '9/7'] -> 9/7 / (1/7 * 9/4 - (8/7 - 7/8))
[1031975] ['1/7', '7/8', '8/7', '9/4', '9/8'] -> (8/7 + 9/4) / 1/7 - 7/8 + 9/8
[1031985] ['1/7', '7/8', '8/9', '8/9', '9/5'] -> (8/9 / 7/8 + 8/9) / 1/7 * 9/5
[1032006] ['1/7', '7/8', '9/2', '9/2', '9/7'] -> (9/2 / 1/7 - 9/2) / 7/8 / 9/7
[1032010] ['1/7', '7/8', '9/2', '9/4', '9/7'] -> 9/7 / (1/7 * (7/8 - 9/4 / 9/2))
[1032016] ['1/7', '7/8', '9/2', '9/7', '9/8'] -> (9/2 / 7/8 - 9/7) / 1/7 / 9/8
[1032017] ['1/7', '7/8', '9/2', '9/8', '9/8'] -> (9/2 - 9/8) / 1/7 / 7/8 / 9/8
[1032023] ['1/7', '7/8', '9/4', '9/5', '9/7'] -> 9/7 / (1/7 * (9/4 / 9/5 - 7/8))
[1032025] ['1/7', '7/8', '9/4', '9/7', '9/7'] -> 9/7 / (1/7 + 7/8 + 9/7 - 9/4)
[1032026] ['1/7', '7/8', '9/4', '9/7', '9/8'] -> (9/4 / 7/8 + 9/7) / 1/7 / 9/8
[1032027] ['1/7', '7/8', '9/4', '9/8', '9/8'] -> (9/4 + 9/8) / 1/7 / 7/8 / 9/8
[1032030] ['1/7', '7/8', '9/5', '9/5', '9/8'] -> (9/5 / 7/8 + 9/5) / 1/7 / 9/8
[1032035] ['1/7', '7/8', '9/7', '9/7', '9/8'] -> (9/7 + 9/7) / (9/8 - 1/7 - 7/8)
[1032048] ['1/7', '7/9', '7/9', '8/3', '8/3'] -> (8/3 + 8/3) / 1/7 / (7/9 + 7/9)
[1032051] ['1/7', '7/9', '7/9', '8/3', '8/9'] -> (7/9 + 8/3) / 1/7 + 7/9 - 8/9
[1032057] ['1/7', '7/9', '7/9', '8/5', '8/5'] -> (8/5 / (1/7 * (7/9 * 8/5)) - 7/9))
[1032059] ['1/7', '7/9', '7/9', '8/5', '8/9'] -> 8/5 / (1/7 * /9) * (7/9 + 8/9)
[1032067] ['1/7', '7/9', '7/9', '8/7', '9/2'] -> (7/9 / 1/7 - 7/9) * 8/7 * 9/2
[1032073] ['1/7', '7/9', '7/9', '8/9', '9/2'] -> (7/9 / 1/7 + 7/9 - 8/9) * 9/2
[1032096] ['1/7', '7/9', '8/3', '8/3', '8/9'] -> (8/3 / (1/7 * /9) - 8/3) / 8/9
[1032097] ['1/7', '7/9', '8/3', '8/3', '9/2'] -> (8/3 / 7/9 - 8/3) / 1/7 * 9/2
[1032101] ['1/7', '7/9', '8/3', '8/3', '9/8'] -> (8/3 / (1/7 * /9) - 8/3) * 9/8
[1032111] ['1/7', '7/9', '8/3', '8/7', '8/9'] -> (8/3 + 7/9 * 8/7) / 1/7 - 8/9
[1032118] ['1/7', '7/9', '8/3', '8/9', '9/2'] -> (8/9 / (1/7 * /9) - 8/3) * 9/2
