[1399766] ['2/5', '3/2', '5/4', '7/8', '9/5'] -> (9/5 / ((2/5 + 7/8) - (3/2 / 5/4)))
[1422303] ['2/5', '3/8', '5/3', '5/9', '5/9'] -> (((5/9 / (2/5 - 3/8)) / 5/3) / 5/9)
[1422304] ['2/5', '3/8', '5/3', '5/9', '6/5'] -> ((((5/3 / 2/5) / 3/8) / 5/9) * 6/5)
[1422322] ['2/5', '3/8', '5/3', '6/5', '6/5'] -> (((6/5 / (2/5 - 3/8)) / 5/3) / 6/5)
[1422337] ['2/5', '3/8', '5/3', '6/5', '9/5'] -> ((((5/3 * 6/5) / 2/5) / 3/8) * 9/5)
[1422340] ['2/5', '3/8', '5/3', '6/7', '6/7'] -> (((6/7 / (2/5 - 3/8)) / 5/3) / 6/7)
[1422345] ['2/5', '3/8', '5/3', '6/7', '7/6'] -> (((6/7 / (2/5 - 3/8)) / 5/3) * 7/6)
[1422355] ['2/5', '3/8', '5/3', '6/7', '9/7'] -> (9/7 / (5/3 * (3/8 - (2/5 * 6/7))))
[1422357] ['2/5', '3/8', '5/3', '7/2', '7/2'] -> (((7/2 / (2/5 - 3/8)) / 5/3) / 7/2)
[1422373] ['2/5', '3/8', '5/3', '7/3', '7/3'] -> (7/3 / (((2/5 - 3/8) * 5/3) * 7/3))
[1422385] ['2/5', '3/8', '5/3', '7/3', '9/5'] -> ((7/3 / (2/5 - (3/8 / 5/3))) * 9/5)
[1422386] ['2/5', '3/8', '5/3', '7/3', '9/7'] -> (9/7 / ((3/8 / 5/3) - (2/5 / 7/3)))
[1422388] ['2/5', '3/8', '5/3', '7/4', '7/4'] -> (((7/4 / (2/5 - 3/8)) / 5/3) / 7/4)
[1422389] ['2/5', '3/8', '5/3', '7/4', '7/5'] -> (7/5 / (((3/8 + 7/4) - 2/5) - 5/3))
[1422394] ['2/5', '3/8', '5/3', '7/4', '8/5'] -> (8/5 / (((2/5 * 3/8) + 5/3) - 7/4))
[1422402] ['2/5', '3/8', '5/3', '7/5', '7/5'] -> (((7/5 / (2/5 - 3/8)) / 5/3) / 7/5)
[1422412] ['2/5', '3/8', '5/3', '7/5', '9/5'] -> ((5/3 / ((3/8 * 7/5) - 2/5)) * 9/5)
[1422413] ['2/5', '3/8', '5/3', '7/5', '9/7'] -> ((9/7 * 5/3) / (3/8 - (2/5 / 7/5)))
[1422415] ['2/5', '3/8', '5/3', '7/6', '7/6'] -> (((7/6 / (2/5 - 3/8)) / 5/3) / 7/6)
[1422422] ['2/5', '3/8', '5/3', '7/6', '9/2'] -> (9/2 / (3/8 * (7/6 - (2/5 * 5/3))))
[1422425] ['2/5', '3/8', '5/3', '7/6', '9/7'] -> (9/7 / (5/3 * (3/8 - (2/5 / 7/6))))
[1422427] ['2/5', '3/8', '5/3', '7/8', '7/8'] -> (((7/8 / (2/5 - 3/8)) / 5/3) / 7/8)
[1422429] ['2/5', '3/8', '5/3', '7/8', '8/3'] -> ((5/3 / ((3/8 / 2/5) - 7/8)) - 8/3)
[1422437] ['2/5', '3/8', '5/3', '7/8', '9/8'] -> (9/8 / (3/8 * ((7/8 / 5/3) - 2/5)))
[1422438] ['2/5', '3/8', '5/3', '7/9', '7/9'] -> (7/9 / (((2/5 - 3/8) * 5/3) * 7/9))
[1422445] ['2/5', '3/8', '5/3', '7/9', '9/5'] -> (9/5 / ((2/5 / (5/3 - 7/9)) - 3/8))
[1422446] ['2/5', '3/8', '5/3', '7/9', '9/7'] -> ((9/7 * 7/9) / ((2/5 - 3/8) * 5/3))
[1422449] ['2/5', '3/8', '5/3', '8/3', '8/5'] -> (8/5 / (((2/5 / 3/8) + 5/3) - 8/3))
[1422453] ['2/5', '3/8', '5/3', '8/3', '9/4'] -> ((((8/3 / 2/5) / 3/8) / 5/3) * 9/4)
[1422460] ['2/5', '3/8', '5/3', '8/5', '9/2'] -> (((5/3 * (8/5 - 2/5)) / 3/8) * 9/2)
[1422462] ['2/5', '3/8', '5/3', '8/5', '9/5'] -> ((5/3 / (3/8 - (2/5 / 8/5))) * 9/5)
[1422472] ['2/5', '3/8', '5/3', '8/9', '8/9'] -> (8/9 / (((2/5 - 3/8) * 5/3) * 8/9))
[1422475] ['2/5', '3/8', '5/3', '8/9', '9/5'] -> ((((5/3 / 3/8) + 8/9) / 2/5) * 9/5)
[1422477] ['2/5', '3/8', '5/3', '8/9', '9/8'] -> ((9/8 * 8/9) / ((2/5 - 3/8) * 5/3))
[1422478] ['2/5', '3/8', '5/3', '9/2', '9/2'] -> (((9/2 / (2/5 - 3/8)) / 5/3) / 9/2)
[1422484] ['2/5', '3/8', '5/3', '9/4', '9/5'] -> ((((9/4 / 2/5) / 3/8) - 5/3) * 9/5)
[1422490] ['2/5', '3/8', '5/3', '9/7', '9/7'] -> (((9/7 / (2/5 - 3/8)) / 5/3) / 9/7)
[1422492] ['2/5', '3/8', '5/3', '9/8', '9/8'] -> (((9/8 / (2/5 - 3/8)) / 5/3) / 9/8)
[1422496] ['2/5', '3/8', '5/4', '5/4', '5/8'] -> ((5/8 / (2/5 - 3/8)) - (5/4 / 5/4))
[1422498] ['2/5', '3/8', '5/4', '5/4', '6/5'] -> ((5/4 / 5/4) / (3/8 - (2/5 / 6/5)))
[1422502] ['2/5', '3/8', '5/4', '5/4', '7/4'] -> ((5/4 + 7/4) / ((2/5 * 5/4) - 3/8))
[1422508] ['2/5', '3/8', '5/4', '5/4', '8/5'] -> (8/5 / ((2/5 / 3/8) - (5/4 / 5/4)))
[1422518] ['2/5', '3/8', '5/4', '5/6', '5/8'] -> (5/8 / (((2/5 - 3/8) * 5/4) * 5/6))
[1422520] ['2/5', '3/8', '5/4', '5/6', '6/5'] -> (6/5 / ((2/5 * 5/4) - (3/8 / 5/6)))
[1422522] ['2/5', '3/8', '5/4', '5/6', '7/2'] -> (7/2 / (2/5 * (5/6 - (3/8 * 5/4))))
[1422524] ['2/5', '3/8', '5/4', '5/6', '7/4'] -> (7/4 / (5/4 * ((5/6 - 2/5) - 3/8)))
[1422529] ['2/5', '3/8', '5/4', '5/6', '8/3'] -> (((5/6 / (2/5 - 3/8)) / 5/4) - 8/3)
[1422533] ['2/5', '3/8', '5/4', '5/6', '9/2'] -> (9/2 / ((2/5 * 5/4) - (3/8 * 5/6)))
[1422542] ['2/5', '3/8', '5/4', '5/7', '6/7'] -> (6/7 / (((3/8 / 2/5) / 5/4) - 5/7))
[1422560] ['2/5', '3/8', '5/4', '5/8', '5/9'] -> ((((5/4 / 2/5) / 3/8) / 5/8) / 5/9)
[1422574] ['2/5', '3/8', '5/4', '5/8', '9/2'] -> (9/2 / (5/4 * ((2/5 + 3/8) - 5/8)))
[1422584] ['2/5', '3/8', '5/4', '5/9', '7/4'] -> (7/4 / ((3/8 * 5/4) * (5/9 - 2/5)))
[1422590] ['2/5', '3/8', '5/4', '5/9', '8/5'] -> ((((5/4 / 2/5) / 3/8) / 5/9) * 8/5)
[1422598] ['2/5', '3/8', '5/4', '6/5', '6/5'] -> (6/5 / ((2/5 * 5/4) - (3/8 * 6/5)))
[1422615] ['2/5', '3/8', '5/4', '6/5', '9/8'] -> ((9/8 * 2/5) / (3/8 * (5/4 - 6/5)))
[1422617] ['2/5', '3/8', '5/4', '6/7', '7/2'] -> ((7/2 * 6/7) / ((2/5 * 5/4) - 3/8))
[1422622] ['2/5', '3/8', '5/4', '6/7', '7/8'] -> ((7/8 * 6/7) / ((2/5 - 3/8) * 5/4))
[1422631] ['2/5', '3/8', '5/4', '6/7', '9/7'] -> (9/7 / (((2/5 * 5/4) * 6/7) - 3/8))
[1422632] ['2/5', '3/8', '5/4', '6/7', '9/8'] -> (9/8 / (5/4 * ((3/8 / 6/7) - 2/5)))
[1422637] ['2/5', '3/8', '5/4', '7/2', '7/6'] -> ((7/2 / ((2/5 * 5/4) - 3/8)) / 7/6)
[1422640] ['2/5', '3/8', '5/4', '7/2', '8/3'] -> (((5/4 + (7/2 / 2/5)) / 3/8) - 8/3)
[1422645] ['2/5', '3/8', '5/4', '7/2', '9/4'] -> ((((2/5 * 5/4) + 7/2) / 3/8) * 9/4)
[1422647] ['2/5', '3/8', '5/4', '7/2', '9/7'] -> ((9/7 * 7/2) / ((2/5 * 3/8) * 5/4))
[1422650] ['2/5', '3/8', '5/4', '7/3', '7/4'] -> (7/4 / (((2/5 - 3/8) * 5/4) * 7/3))
[1422660] ['2/5', '3/8', '5/4', '7/3', '9/4'] -> ((((5/4 / 2/5) / 3/8) + 7/3) * 9/4)
[1422662] ['2/5', '3/8', '5/4', '7/3', '9/7'] -> ((9/7 * 7/3) / ((2/5 * 5/4) - 3/8))
[1422670] ['2/5', '3/8', '5/4', '7/4', '8/5'] -> (((5/4 + (7/4 / 2/5)) / 3/8) * 8/5)
[1422673] ['2/5', '3/8', '5/4', '7/4', '9/2'] -> ((5/4 * ((7/4 / 3/8) - 2/5)) * 9/2)
[1422683] ['2/5', '3/8', '5/4', '7/5', '8/5'] -> (8/5 / (7/5 - ((2/5 * 5/4) / 3/8)))
[1422687] ['2/5', '3/8', '5/4', '7/5', '9/4'] -> (9/4 / (3/8 * ((2/5 + 5/4) - 7/5)))
[1422692] ['2/5', '3/8', '5/4', '7/6', '7/8'] -> (7/8 / (((2/5 - 3/8) * 5/4) * 7/6))
[1422695] ['2/5', '3/8', '5/4', '7/6', '8/5'] -> (8/5 / (((2/5 * 3/8) + 7/6) - 5/4))
[1422701] ['2/5', '3/8', '5/4', '7/6', '9/7'] -> (9/7 / (((2/5 * 5/4) / 7/6) - 3/8))
[1422702] ['2/5', '3/8', '5/4', '7/6', '9/8'] -> (9/8 / (5/4 * ((3/8 * 7/6) - 2/5)))
[1422711] ['2/5', '3/8', '5/4', '7/8', '9/5'] -> (9/5 / ((2/5 + 3/8) - (7/8 / 5/4)))
[1422718] ['2/5', '3/8', '5/4', '7/9', '8/9'] -> (((7/9 / (2/5 - 3/8)) / 5/4) - 8/9)
[1422724] ['2/5', '3/8', '5/4', '8/3', '8/3'] -> ((8/3 / (2/5 - (3/8 / 5/4))) - 8/3)
[1422725] ['2/5', '3/8', '5/4', '8/3', '8/5'] -> ((((5/4 / 3/8) + 8/3) / 2/5) * 8/5)
[1422728] ['2/5', '3/8', '5/4', '8/3', '9/2'] -> (9/2 / (3/8 - ((2/5 * 5/4) / 8/3)))
[1422732] ['2/5', '3/8', '5/4', '8/3', '9/8'] -> ((9/8 * 8/3) / ((2/5 * 5/4) - 3/8))
[1422736] ['2/5', '3/8', '5/4', '8/5', '9/2'] -> (((2/5 + (5/4 / 3/8)) + 8/5) * 9/2)
[1422738] ['2/5', '3/8', '5/4', '8/5', '9/5'] -> ((((5/4 * 8/5) / 2/5) / 3/8) * 9/5)
[1422749] ['2/5', '3/8', '5/4', '8/9', '9/2'] -> (9/2 / (((2/5 * 5/4) / 8/9) - 3/8))
[1422750] ['2/5', '3/8', '5/4', '8/9', '9/4'] -> (9/4 / (5/4 * ((2/5 / 8/9) - 3/8)))
[1422756] ['2/5', '3/8', '5/4', '9/2', '9/5'] -> ((((2/5 * 5/4) + 9/2) / 3/8) * 9/5)
[1422768] ['2/5', '3/8', '5/4', '9/8', '9/8'] -> (9/8 / (((3/8 * 5/4) / 2/5) - 9/8))
[1422769] ['2/5', '3/8', '5/6', '5/6', '5/6'] -> ((5/6 / (3/8 - (2/5 * 5/6))) / 5/6)
[1422771] ['2/5', '3/8', '5/6', '5/6', '5/8'] -> ((5/8 / (2/5 - 3/8)) - (5/6 / 5/6))
[1422776] ['2/5', '3/8', '5/6', '5/6', '7/3'] -> (7/3 / (3/8 - ((2/5 * 5/6) * 5/6)))
[1422777] ['2/5', '3/8', '5/6', '5/6', '7/4'] -> (7/4 / ((2/5 - (3/8 * 5/6)) * 5/6))
[1422779] ['2/5', '3/8', '5/6', '5/6', '7/6'] -> (7/6 / (((5/6 - 2/5) - 3/8) * 5/6))
[1422783] ['2/5', '3/8', '5/6', '5/6', '8/5'] -> (8/5 / ((2/5 / 3/8) - (5/6 / 5/6)))
[1422791] ['2/5', '3/8', '5/6', '5/7', '5/7'] -> (5/7 / ((3/8 - (2/5 * 5/6)) * 5/7))
[1422795] ['2/5', '3/8', '5/6', '5/7', '6/7'] -> (6/7 / (((3/8 / 5/6) - 2/5) * 5/7))
[1422796] ['2/5', '3/8', '5/6', '5/7', '7/2'] -> ((7/2 * 5/7) / ((3/8 / 2/5) - 5/6))
[1422799] ['2/5', '3/8', '5/6', '5/7', '7/5'] -> ((7/5 * 5/7) / (3/8 - (2/5 * 5/6)))
[1422809] ['2/5', '3/8', '5/6', '5/7', '9/5'] -> (9/5 / (((2/5 / 5/6) - 3/8) * 5/7))
[1422812] ['2/5', '3/8', '5/6', '5/8', '5/8'] -> ((5/8 / (3/8 - (2/5 * 5/6))) / 5/8)
[1422829] ['2/5', '3/8', '5/6', '5/8', '9/5'] -> (9/5 / (3/8 - ((2/5 * 5/8) / 5/6)))
[1422832] ['2/5', '3/8', '5/6', '5/9', '5/9'] -> ((5/9 / (3/8 - (2/5 * 5/6))) / 5/9)
[1422836] ['2/5', '3/8', '5/6', '5/9', '7/3'] -> (7/3 / (2/5 * (5/9 - (3/8 * 5/6))))
[1422838] ['2/5', '3/8', '5/6', '5/9', '7/5'] -> (7/5 / (((2/5 / 5/6) - 3/8) * 5/9))
[1422841] ['2/5', '3/8', '5/6', '5/9', '7/9'] -> (7/9 / (((5/6 - 2/5) - 3/8) * 5/9))
[1422842] ['2/5', '3/8', '5/6', '5/9', '8/3'] -> (((5/9 / (2/5 - 3/8)) / 5/6) - 8/3)
[1422846] ['2/5', '3/8', '5/6', '5/9', '9/2'] -> ((5/9 / ((3/8 / 2/5) - 5/6)) * 9/2)
[1422848] ['2/5', '3/8', '5/6', '5/9', '9/5'] -> ((5/9 / (3/8 - (2/5 * 5/6))) * 9/5)
[1422852] ['2/5', '3/8', '5/6', '6/5', '6/7'] -> ((6/5 / ((5/6 - 2/5) - 3/8)) / 6/7)
[1422853] ['2/5', '3/8', '5/6', '6/5', '7/2'] -> (7/2 / ((5/6 / (2/5 + 6/5)) - 3/8))
[1422854] ['2/5', '3/8', '5/6', '6/5', '7/3'] -> (7/3 / (3/8 - ((2/5 * 5/6) / 6/5)))
[1422857] ['2/5', '3/8', '5/6', '6/5', '7/6'] -> ((6/5 / ((5/6 - 2/5) - 3/8)) * 7/6)
[1422860] ['2/5', '3/8', '5/6', '6/5', '8/3'] -> (8/3 / (5/6 * (6/5 - (2/5 / 3/8))))
[1422861] ['2/5', '3/8', '5/6', '6/5', '8/5'] -> (8/5 / ((2/5 / 3/8) - (5/6 * 6/5)))
[1422866] ['2/5', '3/8', '5/6', '6/5', '9/5'] -> (9/5 / (6/5 - ((3/8 / 2/5) / 5/6)))
[1422869] ['2/5', '3/8', '5/6', '6/7', '6/7'] -> ((6/7 / (3/8 - (2/5 * 5/6))) / 6/7)
[1422870] ['2/5', '3/8', '5/6', '6/7', '7/2'] -> ((7/2 * 6/7) / ((2/5 * 3/8) * 5/6))
[1422873] ['2/5', '3/8', '5/6', '6/7', '7/5'] -> ((7/5 * 6/7) / ((3/8 / 5/6) - 2/5))
[1422874] ['2/5', '3/8', '5/6', '6/7', '7/6'] -> ((6/7 / (3/8 - (2/5 * 5/6))) * 7/6)
[1422883] ['2/5', '3/8', '5/6', '6/7', '9/5'] -> (9/5 / ((2/5 - (3/8 * 5/6)) * 6/7))
[1422886] ['2/5', '3/8', '5/6', '7/2', '7/2'] -> ((7/2 / (3/8 - (2/5 * 5/6))) / 7/2)
[1422888] ['2/5', '3/8', '5/6', '7/2', '7/4'] -> (7/4 / (((2/5 - 3/8) * 5/6) * 7/2))
[1422889] ['2/5', '3/8', '5/6', '7/2', '7/5'] -> ((7/2 / ((3/8 / 2/5) - 5/6)) / 7/5)
[1422890] ['2/5', '3/8', '5/6', '7/2', '7/6'] -> ((((7/2 / 2/5) / 3/8) / 5/6) / 7/6)
[1422893] ['2/5', '3/8', '5/6', '7/2', '8/3'] -> (((7/2 / 3/8) - (2/5 * 5/6)) * 8/3)
[1422902] ['2/5', '3/8', '5/6', '7/3', '7/3'] -> (7/3 / ((3/8 - (2/5 * 5/6)) * 7/3))
[1422905] ['2/5', '3/8', '5/6', '7/3', '7/6'] -> (7/6 / (((2/5 - 3/8) * 5/6) * 7/3))
[1422908] ['2/5', '3/8', '5/6', '7/3', '8/3'] -> ((7/3 / (2/5 - (3/8 * 5/6))) - 8/3)
[1422912] ['2/5', '3/8', '5/6', '7/3', '9/2'] -> (((7/3 - (2/5 * 5/6)) / 3/8) * 9/2)
[1422913] ['2/5', '3/8', '5/6', '7/3', '9/4'] -> (9/4 / (3/8 * (7/3 - (5/6 / 2/5))))
[1422914] ['2/5', '3/8', '5/6', '7/3', '9/5'] -> ((((7/3 / 2/5) - 5/6) / 3/8) * 9/5)
[1422915] ['2/5', '3/8', '5/6', '7/3', '9/7'] -> ((9/7 * 7/3) / ((2/5 * 3/8) * 5/6))
[1422917] ['2/5', '3/8', '5/6', '7/4', '7/4'] -> ((7/4 / (3/8 - (2/5 * 5/6))) / 7/4)
[1422920] ['2/5', '3/8', '5/6', '7/4', '7/8'] -> (7/8 / (((2/5 - 3/8) * 5/6) * 7/4))
[1422931] ['2/5', '3/8', '5/6', '7/5', '7/5'] -> ((7/5 / (3/8 - (2/5 * 5/6))) / 7/5)
[1422932] ['2/5', '3/8', '5/6', '7/5', '7/6'] -> ((7/5 / ((3/8 / 5/6) - 2/5)) / 7/6)
[1422941] ['2/5', '3/8', '5/6', '7/5', '9/5'] -> ((7/5 / ((2/5 / 5/6) - 3/8)) * 9/5)
[1422944] ['2/5', '3/8', '5/6', '7/6', '7/6'] -> ((7/6 / (3/8 - (2/5 * 5/6))) / 7/6)
[1422956] ['2/5', '3/8', '5/6', '7/8', '7/8'] -> ((7/8 / (3/8 - (2/5 * 5/6))) / 7/8)
[1422960] ['2/5', '3/8', '5/6', '7/8', '8/7'] -> ((7/8 / (3/8 - (2/5 * 5/6))) * 8/7)
[1422963] ['2/5', '3/8', '5/6', '7/8', '9/4'] -> (9/4 / (7/8 - ((3/8 * 5/6) / 2/5)))
[1422964] ['2/5', '3/8', '5/6', '7/8', '9/5'] -> ((5/6 / ((3/8 / 2/5) - 7/8)) * 9/5)
[1422967] ['2/5', '3/8', '5/6', '7/9', '7/9'] -> (7/9 / ((3/8 - (2/5 * 5/6)) * 7/9))
[1422968] ['2/5', '3/8', '5/6', '7/9', '8/3'] -> (8/3 / (((2/5 * 5/6) / 3/8) - 7/9))
[1422974] ['2/5', '3/8', '5/6', '7/9', '9/5'] -> ((7/9 / ((5/6 - 2/5) - 3/8)) * 9/5)
[1422977] ['2/5', '3/8', '5/6', '8/3', '8/3'] -> (8/3 / ((3/8 - (2/5 * 5/6)) * 8/3))
[1422978] ['2/5', '3/8', '5/6', '8/3', '8/5'] -> (8/5 / (2/5 * ((3/8 * 8/3) - 5/6)))
[1422981] ['2/5', '3/8', '5/6', '8/3', '9/2'] -> (9/2 / (5/6 * (3/8 - (2/5 / 8/3))))
[1422985] ['2/5', '3/8', '5/6', '8/3', '9/8'] -> ((9/8 * 8/3) / ((2/5 * 3/8) * 5/6))
[1422986] ['2/5', '3/8', '5/6', '8/5', '8/5'] -> (8/5 / ((3/8 - (2/5 * 5/6)) * 8/5))
[1422991] ['2/5', '3/8', '5/6', '8/5', '9/5'] -> (9/5 / (3/8 - ((2/5 / 5/6) / 8/5)))
[1423001] ['2/5', '3/8', '5/6', '8/9', '8/9'] -> (8/9 / ((3/8 - (2/5 * 5/6)) * 8/9))
[1423006] ['2/5', '3/8', '5/6', '8/9', '9/8'] -> ((9/8 * 8/9) / (3/8 - (2/5 * 5/6)))
[1423007] ['2/5', '3/8', '5/6', '9/2', '9/2'] -> ((9/2 / (3/8 - (2/5 * 5/6))) / 9/2)
[1423008] ['2/5', '3/8', '5/6', '9/2', '9/4'] -> (9/4 / (((2/5 - 3/8) * 5/6) * 9/2))
[1423012] ['2/5', '3/8', '5/6', '9/4', '9/4'] -> (9/4 / ((3/8 - (2/5 * 5/6)) * 9/4))
[1423015] ['2/5', '3/8', '5/6', '9/4', '9/8'] -> (9/8 / (((2/5 - 3/8) * 5/6) * 9/4))
[1423016] ['2/5', '3/8', '5/6', '9/5', '9/5'] -> ((9/5 / (3/8 - (2/5 * 5/6))) / 9/5)
[1423017] ['2/5', '3/8', '5/6', '9/5', '9/7'] -> ((9/5 / ((5/6 - 2/5) - 3/8)) / 9/7)
[1423021] ['2/5', '3/8', '5/6', '9/8', '9/8'] -> ((9/8 / (3/8 - (2/5 * 5/6))) / 9/8)
[1423023] ['2/5', '3/8', '5/7', '5/7', '5/8'] -> ((5/8 / (2/5 - 3/8)) - (5/7 / 5/7))
[1423025] ['2/5', '3/8', '5/7', '5/7', '6/5'] -> ((5/7 / 5/7) / (3/8 - (2/5 / 6/5)))
[1423026] ['2/5', '3/8', '5/7', '5/7', '6/7'] -> ((6/7 / (2/5 - 3/8)) / (5/7 + 5/7))
[1423035] ['2/5', '3/8', '5/7', '5/7', '8/5'] -> (8/5 / ((2/5 / 3/8) - (5/7 / 5/7)))
[1423036] ['2/5', '3/8', '5/7', '5/7', '8/7'] -> (8/7 / (((2/5 * 5/7) / 3/8) - 5/7))
[1423040] ['2/5', '3/8', '5/7', '5/7', '9/5'] -> (9/5 / (((5/7 - 3/8) / 5/7) - 2/5))
[1423041] ['2/5', '3/8', '5/7', '5/7', '9/7'] -> (9/7 / ((5/7 - (2/5 * 5/7)) - 3/8))
[1423046] ['2/5', '3/8', '5/7', '5/8', '6/7'] -> (6/7 / ((2/5 * 5/7) + (3/8 - 5/8)))
[1423056] ['2/5', '3/8', '5/7', '5/8', '8/7'] -> (8/7 / (5/7 - ((2/5 * 5/8) / 3/8)))
[1423083] ['2/5', '3/8', '5/7', '6/5', '6/7'] -> (6/7 / (5/7 * ((3/8 * 6/5) - 2/5)))
[1423087] ['2/5', '3/8', '5/7', '6/5', '7/5'] -> ((7/5 * 5/7) / (3/8 - (2/5 / 6/5)))
[1423095] ['2/5', '3/8', '5/7', '6/5', '9/2'] -> (9/2 / (5/7 * (6/5 - (3/8 / 2/5))))
[1423097] ['2/5', '3/8', '5/7', '6/5', '9/5'] -> (9/5 / (5/7 * ((2/5 * 6/5) - 3/8)))
[1423100] ['2/5', '3/8', '5/7', '6/7', '6/7'] -> (6/7 / ((3/8 * 6/7) - (2/5 * 5/7)))
[1423101] ['2/5', '3/8', '5/7', '6/7', '7/2'] -> ((7/2 * 6/7) / ((3/8 / 5/7) - 2/5))
[1423112] ['2/5', '3/8', '5/7', '6/7', '9/2'] -> (9/2 / (6/7 - ((3/8 * 5/7) / 2/5)))
[1423114] ['2/5', '3/8', '5/7', '6/7', '9/5'] -> (9/5 / ((2/5 * 6/7) - (3/8 * 5/7)))
[1423121] ['2/5', '3/8', '5/7', '7/2', '7/6'] -> ((7/2 / ((3/8 / 5/7) - 2/5)) / 7/6)
[1423146] ['2/5', '3/8', '5/7', '7/3', '9/7'] -> ((9/7 * 7/3) / ((3/8 / 5/7) - 2/5))
[1423157] ['2/5', '3/8', '5/7', '7/4', '9/2'] -> (9/2 / (((2/5 * 3/8) * 5/7) * 7/4))
[1423158] ['2/5', '3/8', '5/7', '7/4', '9/4'] -> ((3/8 / (5/7 - (2/5 * 7/4))) - 9/4)
[1423167] ['2/5', '3/8', '5/7', '7/5', '8/5'] -> (8/5 / ((2/5 / 3/8) - (5/7 * 7/5)))
[1423168] ['2/5', '3/8', '5/7', '7/5', '8/7'] -> (8/7 / (((2/5 / 3/8) / 7/5) - 5/7))
[1423172] ['2/5', '3/8', '5/7', '7/5', '9/5'] -> (9/5 / (((5/7 - 3/8) * 7/5) - 2/5))
[1423173] ['2/5', '3/8', '5/7', '7/5', '9/7'] -> (9/7 / ((5/7 - (2/5 / 7/5)) - 3/8))
[1423184] ['2/5', '3/8', '5/7', '7/6', '9/5'] -> (9/5 / ((2/5 / 7/6) - (3/8 * 5/7)))
[1423194] ['2/5', '3/8', '5/7', '7/8', '9/4'] -> (9/4 / (((2/5 * 3/8) * 5/7) * 7/8))
[1423205] ['2/5', '3/8', '5/7', '7/9', '9/5'] -> (9/5 / (3/8 * (5/7 - (2/5 / 7/9))))
[1423210] ['2/5', '3/8', '5/7', '8/3', '8/7'] -> (8/7 / (((2/5 - 3/8) * 5/7) * 8/3))
[1423211] ['2/5', '3/8', '5/7', '8/3', '8/9'] -> ((((8/3 / 2/5) / 3/8) / 5/7) - 8/9)
[1423216] ['2/5', '3/8', '5/7', '8/3', '9/8'] -> ((9/8 * 8/3) / ((3/8 / 5/7) - 2/5))
[1423218] ['2/5', '3/8', '5/7', '8/5', '8/7'] -> (8/7 / (5/7 - ((2/5 / 3/8) / 8/5)))
[1423227] ['2/5', '3/8', '5/7', '8/7', '9/2'] -> (((2/5 + (8/7 / 5/7)) / 3/8) * 9/2)
[1423228] ['2/5', '3/8', '5/7', '8/7', '9/4'] -> ((((8/7 / 2/5) / 3/8) / 5/7) * 9/4)
[1423235] ['2/5', '3/8', '5/7', '8/9', '9/5'] -> (9/5 / ((3/8 / 5/7) - (2/5 / 8/9)))
[1423255] ['2/5', '3/8', '5/8', '5/8', '6/5'] -> ((5/8 / 5/8) / (3/8 - (2/5 / 6/5)))
[1423260] ['2/5', '3/8', '5/8', '5/8', '7/5'] -> ((5/8 + 7/5) / (3/8 * (5/8 - 2/5)))
[1423268] ['2/5', '3/8', '5/8', '5/8', '9/2'] -> (((9/2 / 2/5) / 3/8) / (5/8 + 5/8))
[1423269] ['2/5', '3/8', '5/8', '5/8', '9/4'] -> ((9/4 / 5/8) / ((2/5 + 3/8) - 5/8))
[1423274] ['2/5', '3/8', '5/8', '5/9', '6/5'] -> (6/5 / (((5/8 - 3/8) / 5/9) - 2/5))
[1423277] ['2/5', '3/8', '5/8', '5/9', '7/3'] -> (7/3 / ((2/5 * (5/8 + 5/9)) - 3/8))
[1423279] ['2/5', '3/8', '5/8', '5/9', '7/5'] -> (7/5 / ((5/8 / 5/9) - (2/5 / 3/8)))
[1423280] ['2/5', '3/8', '5/8', '5/9', '7/6'] -> (7/6 / ((3/8 / 2/5) - (5/9 / 5/8)))
[1423281] ['2/5', '3/8', '5/8', '5/9', '7/8'] -> (7/8 / ((3/8 * 5/8) * (5/9 - 2/5)))
[1423282] ['2/5', '3/8', '5/8', '5/9', '7/9'] -> (7/9 / (5/8 - ((2/5 * 5/9) / 3/8)))
[1423284] ['2/5', '3/8', '5/8', '5/9', '8/5'] -> (8/5 / (2/5 - ((3/8 * 5/9) / 5/8)))
[1423287] ['2/5', '3/8', '5/8', '5/9', '9/2'] -> (9/2 / ((5/8 / 5/9) - (3/8 / 2/5)))
[1423289] ['2/5', '3/8', '5/8', '5/9', '9/5'] -> (9/5 / (((2/5 * 5/8) / 5/9) - 3/8))
[1423291] ['2/5', '3/8', '5/8', '5/9', '9/8'] -> (9/8 / ((3/8 * (5/8 - 2/5)) * 5/9))
[1423297] ['2/5', '3/8', '5/8', '6/5', '7/5'] -> (7/5 / (2/5 * ((5/8 / 6/5) - 3/8)))
[1423307] ['2/5', '3/8', '5/8', '6/5', '9/5'] -> (9/5 / (3/8 - ((2/5 * 5/8) * 6/5)))
[1423311] ['2/5', '3/8', '5/8', '6/7', '7/2'] -> ((7/2 * 6/7) / (3/8 - (2/5 * 5/8)))
[1423322] ['2/5', '3/8', '5/8', '6/7', '9/2'] -> (9/2 / ((3/8 / 6/7) - (2/5 * 5/8)))
[1423324] ['2/5', '3/8', '5/8', '6/7', '9/5'] -> (9/5 / (2/5 * (5/8 - (3/8 / 6/7))))
