[1683872] ['3/4', '3/4', '3/5', '7/5', '9/5'] -> (3/5 + 9/5) / (3/4 + 3/4 - 7/5)
[1693602] ['3/4', '3/5', '5/6', '8/9', '9/2'] -> 9/2 / (3/4 - 3/5 * 5/6 / 8/9)
[1693604] ['3/4', '3/5', '5/6', '8/9', '9/5'] -> 9/5 / ((3/4 + 3/5) * (8/9 - 5/6))
[1693607] ['3/4', '3/5', '5/6', '9/2', '9/2'] -> (9/2 - 3/5 * 5/6) / 3/4 * 9/2
[1693613] ['3/4', '3/5', '5/6', '9/4', '9/5'] -> 9/5 / ((5/6 - 3/5 / 3/4) * 9/4)
[1693619] ['3/4', '3/5', '5/6', '9/7', '9/7'] -> 9/7 / (5/6 * (3/4 + 3/5 - 9/7))
[1693622] ['3/4', '3/5', '5/7', '5/7', '5/7'] -> 3/5 * (5/7 + 5/7) / (3/4 - 5/7)
[1693649] ['3/4', '3/5', '5/7', '5/8', '7/4'] -> 3/4 / (5/8 - 3/5) / 5/7 / 7/4
[1693659] ['3/4', '3/5', '5/7', '5/8', '9/4'] -> 9/4 / (5/7 * (3/5 - 3/4 * 5/8))
[1693664] ['3/4', '3/5', '5/7', '5/9', '6/5'] -> 6/5 / ((3/5 / 5/7 - 3/4) * 5/9)
[1693682] ['3/4', '3/5', '5/7', '6/5', '6/5'] -> 6/5 / (3/4 - 3/5 / 5/7 / 6/5)
[1693697] ['3/4', '3/5', '5/7', '6/5', '9/5'] -> 6/5 / (3/5 / 5/7 - 3/4) * 9/5
[1693710] ['3/4', '3/5', '5/7', '6/7', '8/7'] -> 8/7 / (5/7 / 3/5 - 6/7 / 3/4)
[1693714] ['3/4', '3/5', '5/7', '6/7', '9/5'] -> 6/7 / (3/5 - 3/4 * 5/7) * 9/5
[1693730] ['3/4', '3/5', '5/7', '7/2', '9/5'] -> 9/5 / ((3/4 - 5/7) * 3/5 * 7/2)
[1693784] ['3/4', '3/5', '5/7', '7/6', '9/5'] -> 9/5 / ((3/5 - 3/4 * 5/7) * 7/6)
[1693811] ['3/4', '3/5', '5/7', '8/3', '8/9'] -> 8/3 / (3/4 - 3/5) / 5/7 - 8/9
[1693818] ['3/4', '3/5', '5/7', '8/5', '8/7'] -> 8/7 / (8/5 - 5/7 / 3/4 - 3/5)
[1693819] ['3/4', '3/5', '5/7', '8/5', '8/9'] -> 8/5 / (3/5 - 3/4 * 5/7) - 8/9
[1693821] ['3/4', '3/5', '5/7', '8/5', '9/4'] -> 9/4 / (5/7 * (3/5 - 3/4 / 8/5))
[1693836] ['3/4', '3/5', '5/7', '8/9', '9/7'] -> 9/7 / (5/7 * (3/4 - 3/5 / 8/9))
[1693857] ['3/4', '3/5', '5/8', '5/8', '7/2'] -> 7/2 / ((5/8 / 3/4 - 3/5) * 5/8)
[1693884] ['3/4', '3/5', '5/8', '5/9', '8/5'] -> 8/5 / (3/4 * 5/9 / 5/8 - 3/5)
[1693886] ['3/4', '3/5', '5/8', '5/9', '8/9'] -> 3/4 / (3/5 - 5/9) / 5/8 * 8/9
[1693888] ['3/4', '3/5', '5/8', '5/9', '9/4'] -> 9/4 / ((3/4 + 3/5) * (5/8 - 5/9))
[1693889] ['3/4', '3/5', '5/8', '5/9', '9/5'] -> 9/5 / (3/4 - 3/5 * 5/8 / 5/9)
[1693891] ['3/4', '3/5', '5/8', '5/9', '9/8'] -> 3/4 / (3/5 - 5/9) / 5/8 / 9/8
[1693905] ['3/4', '3/5', '5/8', '6/5', '9/2'] -> 9/2 / (5/8 * (3/4 * 6/5 - 3/5))
[1693910] ['3/4', '3/5', '5/8', '6/7', '6/7'] -> 6/7 / (5/8 * (6/7 - 3/5 / 3/4))
[1693914] ['3/4', '3/5', '5/8', '6/7', '7/5'] -> 3/5 / (3/4 * 6/7 - 5/8) / 7/5
[1693934] ['3/4', '3/5', '5/8', '7/2', '8/3'] -> 7/2 / (3/5 - 3/4 * 5/8) - 8/3
[1693935] ['3/4', '3/5', '5/8', '7/2', '8/5'] -> 7/2 / (5/8 / 3/4 - 3/5) * 8/5
[1693952] ['3/4', '3/5', '5/8', '7/3', '8/9'] -> 7/3 / (3/4 - 3/5) / 5/8 - 8/9
[1693956] ['3/4', '3/5', '5/8', '7/3', '9/7'] -> 9/7 / (3/5 * 5/8 - 3/4 / 7/3)
[1693959] ['3/4', '3/5', '5/8', '7/4', '7/5'] -> 7/5 / ((5/8 - 3/5) * 7/4 / 3/4)
[1693964] ['3/4', '3/5', '5/8', '7/4', '8/5'] -> 8/5 / (3/4 / (7/4 - 5/8) - 3/5)
[1693967] ['3/4', '3/5', '5/8', '7/4', '9/2'] -> 9/2 / (5/8 * (3/5 * 7/4 - 3/4))
[1693968] ['3/4', '3/5', '5/8', '7/4', '9/4'] -> 9/4 / (3/4 - 3/5 * 5/8 * 7/4)
[1693989] ['3/4', '3/5', '5/8', '7/6', '8/5'] -> 8/5 / ((7/6 - 3/4) / 5/8 - 3/5)
[1693993] ['3/4', '3/5', '5/8', '7/6', '9/4'] -> 9/4 / (3/4 * (7/6 - 5/8 / 3/5))
[1694009] ['3/4', '3/5', '5/8', '7/9', '8/3'] -> 8/3 / (5/8 * (3/5 + 7/9) - 3/4)
[1694022] ['3/4', '3/5', '5/8', '8/3', '9/2'] -> 3/4 * 8/3 / 3/5 / 5/8 * 9/2
[1694023] ['3/4', '3/5', '5/8', '8/3', '9/4'] -> 9/4 / (3/5 * 5/8 - 3/4 / 8/3)
[1694030] ['3/4', '3/5', '5/8', '8/5', '9/2'] -> 9/2 / (3/4 * (5/8 - 3/5 / 8/5))
[1694034] ['3/4', '3/5', '5/8', '8/5', '9/8'] -> 9/8 / ((3/4 - 5/8) * 3/5 / 8/5)
[1694038] ['3/4', '3/5', '5/8', '8/7', '9/4'] -> 3/4 / (5/8 - 3/5) / 8/7 - 9/4
[1694047] ['3/4', '3/5', '5/8', '8/9', '9/8'] -> 9/8 / (5/8 * (3/4 - 3/5 / 8/9))
[1694048] ['3/4', '3/5', '5/8', '9/2', '9/2'] -> 9/2 / (3/4 + 3/5) / 5/8 * 9/2
[1694053] ['3/4', '3/5', '5/8', '9/4', '9/4'] -> 9/4 / (3/5 * 5/8 * 9/4 - 3/4)
[1694060] ['3/4', '3/5', '5/8', '9/7', '9/7'] -> 9/7 / (3/5 * (3/4 + 5/8 - 9/7))
[1694072] ['3/4', '3/5', '5/9', '5/9', '7/9'] -> 3/5 * (5/9 + 5/9) / (7/9 - 3/4)
[1694079] ['3/4', '3/5', '5/9', '5/9', '9/5'] -> 9/5 / (3/4 / (5/9 + 5/9) - 3/5)
[1694085] ['3/4', '3/5', '5/9', '6/5', '7/3'] -> 6/5 / (3/4 - 5/9) / 3/5 * 7/3
[1694091] ['3/4', '3/5', '5/9', '6/5', '8/3'] -> 8/3 / (3/5 / 3/4 / 6/5 - 5/9)
[1694096] ['3/4', '3/5', '5/9', '6/5', '9/4'] -> 6/5 / (3/5 - 5/9) - 3/4 - 9/4
[1694100] ['3/4', '3/5', '5/9', '6/7', '6/7'] -> 6/7 / (3/5 * 5/9 * (6/7 - 3/4))
[1694102] ['3/4', '3/5', '5/9', '6/7', '7/3'] -> 6/7 / (3/4 - 3/5) / 5/9 * 7/3
[1694119] ['3/4', '3/5', '5/9', '7/2', '7/4'] -> 7/2 / (3/4 - 3/5) / 5/9 / 7/4
[1694124] ['3/4', '3/5', '5/9', '7/2', '8/3'] -> (3/5 + 7/2 / 3/4 / 5/9) * 8/3
[1694136] ['3/4', '3/5', '5/9', '7/3', '7/6'] -> 7/3 / (3/4 - 3/5) / 5/9 / 7/6
[1694140] ['3/4', '3/5', '5/9', '7/3', '8/5'] -> (7/3 / (3/4 - 3/5) - 5/9) * 8/5
[1694149] ['3/4', '3/5', '5/9', '7/4', '7/5'] -> 7/5 / (3/4 * (3/5 - 5/9) * 7/4)
[1694151] ['3/4', '3/5', '5/9', '7/4', '7/8'] -> 7/4 / (3/4 - 3/5) / 5/9 / 7/8
[1694154] ['3/4', '3/5', '5/9', '7/4', '8/5'] -> 7/4 / (3/4 - 5/9) / 3/5 * 8/5
[1694155] ['3/4', '3/5', '5/9', '7/4', '8/7'] -> 7/4 / (3/4 - 3/5) / 5/9 * 8/7
[1694194] ['3/4', '3/5', '5/9', '7/8', '9/4'] -> 7/8 / (3/5 - 5/9) / 3/4 - 9/4
[1694217] ['3/4', '3/5', '5/9', '8/5', '8/5'] -> 8/5 / (3/4 * 5/9 * 8/5 - 3/5)
[1694219] ['3/4', '3/5', '5/9', '8/5', '8/9'] -> 3/4 * 8/5 / (3/5 - 5/9) * 8/9
[1694222] ['3/4', '3/5', '5/9', '8/5', '9/5'] -> 9/5 / (3/4 - 3/5 / 5/9 / 8/5)
[1694224] ['3/4', '3/5', '5/9', '8/5', '9/8'] -> 3/4 * 8/5 / (3/5 - 5/9) / 9/8
[1694232] ['3/4', '3/5', '5/9', '8/9', '8/9'] -> 8/9 / (5/9 * (3/4 * 8/9 - 3/5))
[1694234] ['3/4', '3/5', '5/9', '8/9', '9/4'] -> 8/9 / (3/4 - 3/5) / 5/9 * 9/4
[1694235] ['3/4', '3/5', '5/9', '8/9', '9/5'] -> 9/5 / (3/5 * (3/4 - 5/9 / 8/9))
[1694244] ['3/4', '3/5', '5/9', '9/4', '9/5'] -> 9/5 / (3/4 * (3/5 - 5/9) * 9/4)
[1694246] ['3/4', '3/5', '5/9', '9/4', '9/8'] -> 9/4 / (3/4 - 3/5) / 5/9 / 9/8
[1694266] ['3/4', '3/5', '6/5', '6/5', '9/2'] -> (6/5 + 6/5) / 3/4 / 3/5 * 9/2
[1694270] ['3/4', '3/5', '6/5', '6/5', '9/8'] -> 6/5 / (3/5 * 9/8 - 3/4 / 6/5)
[1694271] ['3/4', '3/5', '6/5', '6/7', '6/7'] -> 6/5 / (3/4 * 6/7 - 3/5) * 6/7
[1694272] ['3/4', '3/5', '6/5', '6/7', '7/2'] -> 6/5 * 6/7 / (3/4 - 3/5) * 7/2
[1694274] ['3/4', '3/5', '6/5', '6/7', '7/4'] -> (6/5 + 6/7) / (3/4 - 3/5) * 7/4
[1694275] ['3/4', '3/5', '6/5', '6/7', '7/5'] -> 6/7 / (3/4 / 3/5 - 6/5) * 7/5
[1694276] ['3/4', '3/5', '6/5', '6/7', '7/6'] -> 6/5 / (3/4 * 6/7 - 3/5) / 7/6
[1694277] ['3/4', '3/5', '6/5', '6/7', '7/8'] -> 6/5 / (6/7 - 3/5 / 3/4) / 7/8
[1694278] ['3/4', '3/5', '6/5', '6/7', '7/9'] -> 6/5 / (6/7 - 3/4) / 3/5 / 7/9
[1694281] ['3/4', '3/5', '6/5', '6/7', '8/7'] -> 6/5 / (6/7 - 3/5 / 3/4) * 8/7
[1694286] ['3/4', '3/5', '6/5', '6/7', '9/7'] -> 6/5 / (6/7 - 3/4) / 3/5 * 9/7
[1694292] ['3/4', '3/5', '6/5', '7/2', '7/6'] -> 6/5 * 7/2 / (3/4 - 3/5) / 7/6
[1694299] ['3/4', '3/5', '6/5', '7/2', '9/2'] -> (3/5 / 6/5 + 7/2) / 3/4 * 9/2
[1694306] ['3/4', '3/5', '6/5', '7/3', '7/5'] -> 7/5 / ((3/4 / 6/5 - 3/5) * 7/3)
[1694311] ['3/4', '3/5', '6/5', '7/3', '8/5'] -> 8/5 / ((3/5 + 6/5) / 3/4 - 7/3)
[1694317] ['3/4', '3/5', '6/5', '7/3', '9/7'] -> 9/7 / ((3/4 - 3/5) / 6/5 / 7/3)
[1694325] ['3/4', '3/5', '6/5', '7/4', '8/5'] -> 3/4 * 8/5 / (3/5 + 6/5 - 7/4)
[1694334] ['3/4', '3/5', '6/5', '7/5', '7/6'] -> 7/5 / (3/4 / 3/5 - 6/5) / 7/6
[1694336] ['3/4', '3/5', '6/5', '7/5', '7/9'] -> 6/5 / (3/5 - 3/4 / 7/5) / 7/9
[1694343] ['3/4', '3/5', '6/5', '7/5', '9/5'] -> 6/5 / (3/5 * 7/5 - 3/4) * 9/5
[1694344] ['3/4', '3/5', '6/5', '7/5', '9/7'] -> 6/5 / (3/5 - 3/4 / 7/5) * 9/7
[1694346] ['3/4', '3/5', '6/5', '7/6', '7/6'] -> 6/5 / (3/4 / 7/6 - 3/5) / 7/6
[1694360] ['3/4', '3/5', '6/5', '7/8', '8/3'] -> (6/5 / (7/8 - 3/4) - 3/5) * 8/3
[1694365] ['3/4', '3/5', '6/5', '7/8', '9/4'] -> 9/4 / (6/5 - 3/4 * (3/5 + 7/8))
[1694367] ['3/4', '3/5', '6/5', '7/8', '9/7'] -> 9/7 / ((3/4 - 3/5 / 7/8) / 6/5)
[1694368] ['3/4', '3/5', '6/5', '7/8', '9/8'] -> 9/8 / ((3/4 * 7/8 - 3/5) / 6/5)
[1694380] ['3/4', '3/5', '6/5', '8/3', '8/5'] -> 8/5 / ((3/4 / 6/5 - 3/5) * 8/3)
[1694385] ['3/4', '3/5', '6/5', '8/3', '9/5'] -> 9/5 / (3/4 - (3/5 + 6/5) / 8/3)
[1694387] ['3/4', '3/5', '6/5', '8/3', '9/8'] -> 9/8 / ((3/4 - 3/5) / 6/5 / 8/3)
[1694392] ['3/4', '3/5', '6/5', '8/5', '9/4'] -> 8/5 / (3/4 + 3/5 - 6/5) * 9/4
[1694393] ['3/4', '3/5', '6/5', '8/5', '9/5'] -> 9/5 / (6/5 - 3/5 / 8/5 - 3/4)
[1694394] ['3/4', '3/5', '6/5', '8/5', '9/7'] -> (6/5 + 8/5) / (3/4 - 3/5) * 9/7
[1694400] ['3/4', '3/5', '6/5', '8/7', '9/5'] -> 9/5 / (3/4 + 3/5 / 8/7 - 6/5)
[1694401] ['3/4', '3/5', '6/5', '8/7', '9/7'] -> 9/7 / ((3/4 - 3/5 * 8/7) / 6/5)
[1694402] ['3/4', '3/5', '6/5', '8/7', '9/8'] -> 9/8 / ((3/4 / 8/7 - 3/5) / 6/5)
[1694404] ['3/4', '3/5', '6/5', '8/9', '9/2'] -> 9/2 / (3/4 - 3/5 / 6/5 / 8/9)
[1694409] ['3/4', '3/5', '6/5', '9/2', '9/2'] -> (9/2 - 3/5 / 6/5) / 3/4 * 9/2
[1694413] ['3/4', '3/5', '6/5', '9/2', '9/8'] -> 6/5 * 9/2 / 3/5 / (9/8 - 3/4)
[1694420] ['3/4', '3/5', '6/5', '9/5', '9/8'] -> (6/5 + 9/5) / (3/4 / 3/5 - 9/8)
[1694421] ['3/4', '3/5', '6/5', '9/7', '9/7'] -> 6/5 / (3/4 + 3/5 - 9/7) * 9/7
[1694438] ['3/4', '3/5', '6/7', '6/7', '9/5'] -> 6/7 / (6/7 - 3/4) / 3/5 * 9/5
[1694452] ['3/4', '3/5', '6/7', '7/2', '9/2'] -> (3/4 / 3/5 + 7/2 / 6/7) * 9/2
[1694469] ['3/4', '3/5', '6/7', '7/3', '9/5'] -> 6/7 * 7/3 / (3/4 - 3/5) * 9/5
[1694483] ['3/4', '3/5', '6/7', '7/4', '9/5'] -> 9/5 / ((3/4 * 6/7 - 3/5) * 7/4)
[1694487] ['3/4', '3/5', '6/7', '7/5', '7/6'] -> 7/5 / (3/4 - 3/5 / 6/7) / 7/6
[1694495] ['3/4', '3/5', '6/7', '7/5', '9/4'] -> 3/4 / (6/7 / 3/5 - 7/5) - 9/4
[1694497] ['3/4', '3/5', '6/7', '7/5', '9/7'] -> 9/7 / ((6/7 - 3/4) / (3/5 + 7/5))
[1694502] ['3/4', '3/5', '6/7', '7/6', '8/3'] -> 8/3 / (7/6 / 6/7 - 3/4 / 3/5)
[1694508] ['3/4', '3/5', '6/7', '7/6', '9/5'] -> 9/5 / (3/5 * (6/7 - 3/4) * 7/6)
[1694519] ['3/4', '3/5', '6/7', '7/8', '9/5'] -> 6/7 / (3/4 - 3/5 / 7/8) * 9/5
[1694543] ['3/4', '3/5', '6/7', '8/5', '8/9'] -> 8/5 / (6/7 - 3/4) / 3/5 - 8/9
[1694559] ['3/4', '3/5', '6/7', '8/9', '9/5'] -> 3/5 / (8/9 - 3/4 / 6/7) / 9/5
[1694578] ['3/4', '3/5', '7/2', '7/2', '7/3'] -> (3/4 + 7/2 * 7/2) / 3/5 + 7/3
[1694597] ['3/4', '3/5', '7/2', '7/3', '7/8'] -> (7/2 / (3/4 - 3/5) - 7/3) / 7/8
[1694601] ['3/4', '3/5', '7/2', '7/3', '8/7'] -> (7/2 / (3/4 - 3/5) - 7/3) * 8/7
[1694614] ['3/4', '3/5', '7/2', '7/4', '8/5'] -> 8/5 / (7/4 / 3/4 / 7/2 - 3/5)
[1694617] ['3/4', '3/5', '7/2', '7/4', '9/2'] -> ((3/4 + 7/2) / 3/5 - 7/4) * 9/2
[1694627] ['3/4', '3/5', '7/2', '7/5', '8/5'] -> 8/5 / (3/5 - 7/5 / 3/4 / 7/2)
[1694642] ['3/4', '3/5', '7/2', '7/6', '9/2'] -> (3/4 / 3/5 + 7/2 * 7/6) * 9/2
[1694649] ['3/4', '3/5', '7/2', '7/8', '8/3'] -> 7/2 / (3/4 - 3/5) / 7/8 - 8/3
[1694664] ['3/4', '3/5', '7/2', '7/9', '9/4'] -> 7/2 / (7/9 - 3/5) / 3/4 - 9/4
[1694665] ['3/4', '3/5', '7/2', '7/9', '9/5'] -> 9/5 / (7/2 * (3/5 / 7/9 - 3/4))
[1694694] ['3/4', '3/5', '7/2', '8/9', '9/4'] -> 7/2 / (3/4 - 3/5) / 8/9 - 9/4
[1694698] ['3/4', '3/5', '7/2', '9/2', '9/2'] -> (9/2 / 3/5 - 7/2) / 3/4 * 9/2
[1694749] ['3/4', '3/5', '7/3', '7/5', '8/9'] -> (7/3 + 7/5) / (3/4 - 3/5) - 8/9
[1694755] ['3/4', '3/5', '7/3', '7/6', '7/6'] -> 7/3 / (3/4 / 3/5 - 7/6) / 7/6
[1694759] ['3/4', '3/5', '7/3', '7/6', '8/5'] -> 8/5 / (7/6 / 3/4 / 7/3 - 3/5)
[1694797] ['3/4', '3/5', '7/3', '8/5', '8/5'] -> 8/5 / (3/5 / 3/4 + 8/5 - 7/3)
[1694799] ['3/4', '3/5', '7/3', '8/5', '8/9'] -> 7/3 * 8/5 / (3/4 - 3/5) - 8/9
[1694803] ['3/4', '3/5', '7/3', '8/5', '9/7'] -> 9/7 / (3/5 / 8/5 - 3/4 / 7/3)
[1694814] ['3/4', '3/5', '7/3', '8/9', '9/4'] -> 7/3 / (8/9 - 3/5 / 3/4) - 9/4
[1694849] ['3/4', '3/5', '7/4', '7/5', '7/8'] -> (7/4 + 7/5) / (3/4 - 3/5) / 7/8
[1694853] ['3/4', '3/5', '7/4', '7/5', '8/7'] -> (7/4 + 7/5) / (3/4 - 3/5) * 8/7
[1694861] ['3/4', '3/5', '7/4', '7/6', '7/8'] -> 7/4 / (3/4 / 3/5 - 7/6) / 7/8
[1694865] ['3/4', '3/5', '7/4', '7/6', '8/7'] -> 7/4 / (3/4 / 3/5 - 7/6) * 8/7
[1694867] ['3/4', '3/5', '7/4', '7/6', '9/2'] -> ((3/4 + 7/4) / 3/5 + 7/6) * 9/2
[1694869] ['3/4', '3/5', '7/4', '7/6', '9/5'] -> 9/5 / (7/4 * (3/4 / 7/6 - 3/5))
[1694875] ['3/4', '3/5', '7/4', '7/8', '8/5'] -> 8/5 / (7/8 / 3/4 / 7/4 - 3/5)
[1694884] ['3/4', '3/5', '7/4', '7/9', '8/3'] -> 8/3 / (7/4 * 7/9 - 3/4 / 3/5)
[1694893] ['3/4', '3/5', '7/4', '8/3', '8/3'] -> (7/4 / (3/4 - 3/5) - 8/3) * 8/3
[1694899] ['3/4', '3/5', '7/4', '8/3', '9/5'] -> 3/4 / (7/4 / 8/3 - 3/5) * 9/5
[1694906] ['3/4', '3/5', '7/4', '8/5', '9/4'] -> 9/4 / (3/4 - 3/5 * 7/4 / 8/5)
[1694907] ['3/4', '3/5', '7/4', '8/5', '9/5'] -> 7/4 / (3/5 - 3/4 / 8/5) * 9/5
[1694912] ['3/4', '3/5', '7/4', '8/7', '9/2'] -> 9/2 / (7/4 * (3/4 / 3/5 - 8/7))
[1694914] ['3/4', '3/5', '7/4', '8/7', '9/5'] -> 7/4 * 8/7 / (3/4 - 3/5) * 9/5
[1694919] ['3/4', '3/5', '7/4', '8/9', '9/4'] -> 7/4 / (3/4 * 8/9 - 3/5) - 9/4
[1694924] ['3/4', '3/5', '7/4', '9/2', '9/4'] -> 9/2 / (3/5 - 3/4 / 7/4) - 9/4
[1694928] ['3/4', '3/5', '7/4', '9/4', '9/4'] -> 7/4 * 9/4 / (3/4 - 3/5) - 9/4
[1694934] ['3/4', '3/5', '7/4', '9/5', '9/8'] -> (3/4 + 3/5) / (9/5 - 7/4) / 9/8
[1694939] ['3/4', '3/5', '7/5', '7/5', '7/6'] -> 7/5 / (7/5 - 3/4 - 3/5) / 7/6
[1694941] ['3/4', '3/5', '7/5', '7/5', '7/9'] -> (7/5 + 7/5) / (3/4 - 3/5) / 7/9
[1694949] ['3/4', '3/5', '7/5', '7/5', '9/7'] -> (7/5 + 7/5) / (3/4 - 3/5) * 9/7
[1694951] ['3/4', '3/5', '7/5', '7/6', '7/6'] -> 7/5 / (3/4 - 3/5 * 7/6) / 7/6
[1694968] ['3/4', '3/5', '7/5', '7/8', '8/9'] -> 7/5 / (3/4 * 7/8 - 3/5) - 8/9
[1694970] ['3/4', '3/5', '7/5', '7/8', '9/4'] -> 7/5 / (3/4 - 3/5) / 7/8 * 9/4
[1694987] ['3/4', '3/5', '7/5', '8/3', '8/9'] -> 7/5 * 8/3 / (3/4 - 3/5) - 8/9
[1694988] ['3/4', '3/5', '7/5', '8/3', '9/2'] -> ((3/5 + 7/5) / 3/4 + 8/3) * 9/2
[1694990] ['3/4', '3/5', '7/5', '8/3', '9/5'] -> 9/5 / (7/5 / 8/3 - 3/4 * 3/5)
[1694995] ['3/4', '3/5', '7/5', '8/5', '8/9'] -> 8/5 / (3/5 - 3/4 / 7/5) - 8/9
[1695002] ['3/4', '3/5', '7/5', '8/7', '8/9'] -> 7/5 / (3/4 / 8/7 - 3/5) - 8/9
[1695004] ['3/4', '3/5', '7/5', '8/7', '9/4'] -> 7/5 * 8/7 / (3/4 - 3/5) * 9/4
[1695012] ['3/4', '3/5', '7/5', '8/9', '9/7'] -> 9/7 / ((3/4 - 3/5 / 8/9) / 7/5)
[1695025] ['3/4', '3/5', '7/5', '9/5', '9/8'] -> (7/5 + 9/5) / (3/4 - 3/5) * 9/8
[1695032] ['3/4', '3/5', '7/6', '7/6', '8/3'] -> 8/3 / (7/6 * 7/6 - 3/4 / 3/5)
[1695033] ['3/4', '3/5', '7/6', '7/6', '8/5'] -> 8/5 / (3/5 * 7/6 * 7/6 - 3/4)
[1695049] ['3/4', '3/5', '7/6', '7/8', '9/5'] -> 9/5 / (7/6 * (3/4 - 3/5 / 7/8))
[1695066] ['3/4', '3/5', '7/6', '8/3', '9/2'] -> 9/2 / (3/5 * (3/4 - 7/6 / 8/3))
[1695067] ['3/4', '3/5', '7/6', '8/3', '9/4'] -> 8/3 / (7/6 - 3/4) / 3/5 * 9/4
[1695071] ['3/4', '3/5', '7/6', '8/5', '8/5'] -> 8/5 / ((7/6 - 3/4) * 8/5 - 3/5)
[1695083] ['3/4', '3/5', '7/6', '8/7', '9/5'] -> 9/5 / (7/6 * (3/4 - 3/5 * 8/7))
[1695088] ['3/4', '3/5', '7/6', '8/9', '9/4'] -> 8/9 / (3/4 / 3/5 - 7/6) * 9/4
[1695089] ['3/4', '3/5', '7/6', '8/9', '9/5'] -> 3/5 / (8/9 - 3/4 * 7/6) / 9/5
[1695100] ['3/4', '3/5', '7/6', '9/4', '9/8'] -> 9/4 / (3/4 / 3/5 - 7/6) / 9/8
[1695104] ['3/4', '3/5', '7/6', '9/7', '9/7'] -> 9/7 / (3/4 * 3/5 * (9/7 - 7/6))
[1695110] ['3/4', '3/5', '7/8', '7/8', '8/5'] -> 3/5 / (7/8 * 7/8 - 3/4) / 8/5
[1695120] ['3/4', '3/5', '7/8', '7/9', '8/5'] -> 8/5 / (3/4 * 7/9 / 7/8 - 3/5)
[1695121] ['3/4', '3/5', '7/8', '7/9', '8/7'] -> 8/7 / (3/5 * (3/4 / 7/8 - 7/9))
[1695125] ['3/4', '3/5', '7/8', '7/9', '9/5'] -> 9/5 / (3/4 - 3/5 * 7/8 / 7/9)
[1695126] ['3/4', '3/5', '7/8', '7/9', '9/7'] -> 9/7 / (3/5 * (3/4 / 7/9 - 7/8))
[1695139] ['3/4', '3/5', '7/8', '8/5', '8/9'] -> 8/5 / (3/4 - 3/5 / 7/8) - 8/9
[1695142] ['3/4', '3/5', '7/8', '8/5', '9/5'] -> 9/5 / (3/5 / 3/4 + 7/8 - 8/5)
[1695148] ['3/4', '3/5', '7/8', '8/7', '9/4'] -> 9/4 / (7/8 * (3/4 / 3/5 - 8/7))
[1695159] ['3/4', '3/5', '7/8', '9/2', '9/4'] -> 7/8 * 9/2 / (3/4 - 3/5) - 9/4
[1695164] ['3/4', '3/5', '7/8', '9/4', '9/5'] -> 9/5 / (3/5 * (9/4 - 7/8) - 3/4)
[1695170] ['3/4', '3/5', '7/8', '9/7', '9/7'] -> 9/7 / (3/5 * (3/4 * 9/7 - 7/8))
[1695194] ['3/4', '3/5', '7/9', '8/5', '8/9'] -> 8/9 / (3/5 + 7/9 / 3/4 - 8/5)
[1695200] ['3/4', '3/5', '7/9', '8/7', '8/7'] -> 8/7 / (3/5 * (3/4 * 8/7 - 7/9))
[1695204] ['3/4', '3/5', '7/9', '8/7', '9/5'] -> 9/5 / (3/4 - 3/5 / 7/9 / 8/7)
[1695229] ['3/4', '3/5', '8/3', '8/3', '8/5'] -> 8/5 / (8/3 - 3/4 * 8/3 - 3/5)
[1695232] ['3/4', '3/5', '8/3', '8/3', '9/2'] -> (8/3 / 3/5 + 8/3) * 3/4 * 9/2
[1695233] ['3/4', '3/5', '8/3', '8/3', '9/4'] -> (8/3 + 8/3) * (3/4 + 9/4 / 3/5)
[1695237] ['3/4', '3/5', '8/3', '8/5', '8/5'] -> 8/5 / (3/5 + 8/5 / 3/4 - 8/3)
[1695246] ['3/4', '3/5', '8/3', '8/7', '8/9'] -> 8/3 / (3/4 / 3/5 - 8/7) - 8/9
[1695270] ['3/4', '3/5', '8/3', '9/7', '9/7'] -> 9/7 / (9/7 / 3/5 / 8/3 - 3/4)
[1695273] ['3/4', '3/5', '8/5', '8/5', '8/5'] -> 8/5 / (3/5 + 8/5 - 8/5 / 3/4)
[1695275] ['3/4', '3/5', '8/5', '8/5', '8/9'] -> (8/5 + 8/5) / (3/4 - 3/5) / 8/9
[1695277] ['3/4', '3/5', '8/5', '8/5', '9/4'] -> 9/4 / (3/4 / 8/5 - 3/5 / 8/5)
[1695280] ['3/4', '3/5', '8/5', '8/5', '9/8'] -> (8/5 + 8/5) / (3/4 - 3/5) * 9/8
[1695282] ['3/4', '3/5', '8/5', '8/7', '8/9'] -> 8/5 / (3/4 - 3/5 * 8/7) - 8/9
[1695290] ['3/4', '3/5', '8/5', '8/9', '9/4'] -> 9/4 / (3/5 / (8/5 - 8/9) - 3/4)
[1695293] ['3/4', '3/5', '8/5', '8/9', '9/8'] -> 9/8 / ((3/4 - 3/5 / 8/9) / 8/5)
[1695294] ['3/4', '3/5', '8/5', '9/2', '9/2'] -> 8/5 * 9/2 / (3/4 + 3/5) * 9/2
[1695299] ['3/4', '3/5', '8/5', '9/4', '9/4'] -> 9/4 / (3/5 * 9/4 / 8/5 - 3/4)
[1695303] ['3/4', '3/5', '8/5', '9/5', '9/5'] -> 9/5 / (3/4 - 3/5 * 9/5 / 8/5)
[1695308] ['3/4', '3/5', '8/5', '9/8', '9/8'] -> 8/5 / (3/4 - 3/5 * 9/8) * 9/8
