[2000011] ['5/2', '5/2', '5/2', '5/2', '5/8'] -> ((((5/2 + 5/2) * 5/2) + 5/2) / 5/8)
[2007280] ['5/2', '5/4', '7/4', '7/4', '9/2'] -> ((5/4 + 7/4) / (9/2 - (5/2 * 7/4)))
[2007282] ['5/2', '5/4', '7/4', '7/4', '9/5'] -> (((5/4 + 7/4) / 5/2) / (9/5 - 7/4))
[2007299] ['5/2', '5/4', '7/4', '7/6', '7/8'] -> ((7/4 / ((5/2 - 5/4) - 7/6)) / 7/8)
[2007302] ['5/2', '5/4', '7/4', '7/6', '8/5'] -> (8/5 / (((7/4 / 5/4) + 7/6) - 5/2))
[2007303] ['5/2', '5/4', '7/4', '7/6', '8/7'] -> ((7/4 / ((5/2 - 5/4) - 7/6)) * 8/7)
[2007332] ['5/2', '5/4', '7/4', '8/3', '8/5'] -> (((5/4 + (5/2 * 7/4)) * 8/3) * 8/5)
[2007336] ['5/2', '5/4', '7/4', '8/3', '9/4'] -> ((8/3 / ((5/2 / 5/4) - 7/4)) * 9/4)
[2007337] ['5/2', '5/4', '7/4', '8/3', '9/5'] -> (((5/2 * 8/3) / (7/4 - 5/4)) * 9/5)
[2007340] ['5/2', '5/4', '7/4', '8/5', '8/5'] -> (8/5 / ((5/4 / (5/2 - 7/4)) - 8/5))
[2007345] ['5/2', '5/4', '7/4', '8/5', '9/5'] -> (((5/2 / (7/4 - 8/5)) / 5/4) * 9/5)
[2007350] ['5/2', '5/4', '7/4', '8/7', '9/2'] -> (9/2 / (7/4 * ((5/2 - 5/4) - 8/7)))
[2007352] ['5/2', '5/4', '7/4', '8/7', '9/5'] -> (((5/2 / (5/4 - 8/7)) / 7/4) * 9/5)
[2007356] ['5/2', '5/4', '7/4', '8/9', '9/2'] -> (9/2 / ((5/4 + 7/4) - (5/2 / 8/9)))
[2007396] ['5/2', '5/4', '7/5', '7/6', '9/2'] -> ((5/4 + ((5/2 * 7/5) * 7/6)) * 9/2)
[2007423] ['5/2', '5/4', '7/5', '8/3', '8/5'] -> (8/5 / (7/5 - ((5/4 * 8/3) / 5/2)))
[2007434] ['5/2', '5/4', '7/5', '8/5', '9/2'] -> (9/2 / ((5/4 * 7/5) - (5/2 / 8/5)))
[2007435] ['5/2', '5/4', '7/5', '8/5', '9/4'] -> ((8/5 / ((5/4 + 7/5) - 5/2)) * 9/4)
[2007444] ['5/2', '5/4', '7/5', '8/7', '9/7'] -> (9/7 / (5/4 * ((7/5 + 8/7) - 5/2)))
[2007461] ['5/2', '5/4', '7/5', '9/5', '9/5'] -> (9/5 / ((7/5 + 9/5) - (5/2 * 5/4)))
[2007475] ['5/2', '5/4', '7/6', '7/6', '9/4'] -> ((5/2 / (7/6 - (5/4 / 7/6))) - 9/4)
[2007486] ['5/2', '5/4', '7/6', '7/8', '9/4'] -> (((5/2 * 7/8) / (5/4 - 7/6)) - 9/4)
[2007491] ['5/2', '5/4', '7/6', '7/9', '8/3'] -> (8/3 / (((5/4 / 5/2) + 7/9) - 7/6))
[2007500] ['5/2', '5/4', '7/6', '8/3', '8/3'] -> ((5/2 * ((7/6 / 5/4) + 8/3)) * 8/3)
[2007517] ['5/2', '5/4', '7/6', '8/7', '8/7'] -> (((5/4 / (7/6 - 8/7)) / 5/2) * 8/7)
[2007520] ['5/2', '5/4', '7/6', '8/7', '9/4'] -> (((5/2 / (5/4 - 7/6)) / 8/7) - 9/4)
[2007526] ['5/2', '5/4', '7/6', '8/9', '9/4'] -> ((8/9 / ((5/2 - 5/4) - 7/6)) * 9/4)
[2007530] ['5/2', '5/4', '7/6', '9/2', '9/2'] -> ((((5/2 / 5/4) + 9/2) - 7/6) * 9/2)
[2007536] ['5/2', '5/4', '7/6', '9/4', '9/5'] -> (((5/2 / (5/4 - 7/6)) / 9/4) * 9/5)
[2007538] ['5/2', '5/4', '7/6', '9/4', '9/8'] -> ((9/4 / ((5/2 - 5/4) - 7/6)) / 9/8)
[2007547] ['5/2', '5/4', '7/8', '7/8', '8/3'] -> (((5/2 + 7/8) / (5/4 - 7/8)) * 8/3)
[2007578] ['5/2', '5/4', '7/8', '8/5', '9/2'] -> (9/2 / ((5/2 * 7/8) - (5/4 * 8/5)))
[2007580] ['5/2', '5/4', '7/8', '8/5', '9/5'] -> (9/5 / (7/8 - ((5/4 * 8/5) / 5/2)))
[2007582] ['5/2', '5/4', '7/8', '8/5', '9/8'] -> (9/8 / ((7/8 / 8/5) - (5/4 / 5/2)))
[2007599] ['5/2', '5/4', '7/8', '9/2', '9/7'] -> ((9/7 * (5/2 + 9/2)) / (5/4 - 7/8))
[2007621] ['5/2', '5/4', '7/9', '8/3', '8/3'] -> (8/3 / (((5/2 / 5/4) + 7/9) - 8/3))
[2007622] ['5/2', '5/4', '7/9', '8/3', '8/5'] -> (8/5 / (7/9 - (8/3 / (5/2 + 5/4))))
[2007666] ['5/2', '5/4', '8/3', '8/3', '8/3'] -> ((((5/2 + 5/4) * 8/3) * 8/3) - 8/3)
[2007684] ['5/2', '5/4', '8/3', '8/7', '8/9'] -> ((8/3 / ((5/2 - 5/4) - 8/7)) - 8/9)
[2007685] ['5/2', '5/4', '8/3', '8/7', '9/2'] -> ((((5/2 / 5/4) + 8/3) * 8/7) * 9/2)
[2007693] ['5/2', '5/4', '8/3', '8/9', '9/5'] -> (((5/2 + 5/4) * (8/3 + 8/9)) * 9/5)
[2007698] ['5/2', '5/4', '8/3', '9/2', '9/5'] -> ((8/3 * ((5/4 / 5/2) + 9/2)) * 9/5)
[2007701] ['5/2', '5/4', '8/3', '9/4', '9/4'] -> ((8/3 / (9/4 - (5/2 / 5/4))) * 9/4)
[2007702] ['5/2', '5/4', '8/3', '9/4', '9/5'] -> (((5/4 * 8/3) / (5/2 - 9/4)) * 9/5)
[2007705] ['5/2', '5/4', '8/3', '9/5', '9/5'] -> ((8/3 / ((5/2 / 5/4) - 9/5)) * 9/5)
[2007718] ['5/2', '5/4', '8/5', '8/5', '9/8'] -> ((9/8 / 5/4) / (8/5 - (5/2 / 8/5)))
[2007721] ['5/2', '5/4', '8/5', '8/7', '9/2'] -> (9/2 / ((5/2 / 8/7) - (5/4 * 8/5)))
[2007727] ['5/2', '5/4', '8/5', '8/9', '9/2'] -> ((((5/2 + 5/4) * 8/5) * 8/9) * 9/2)
[2007737] ['5/2', '5/4', '8/5', '9/4', '9/4'] -> (9/4 / (((5/2 + 5/4) / 8/5) - 9/4))
[2007750] ['5/2', '5/4', '8/7', '8/7', '9/4'] -> ((8/7 / ((5/2 - 5/4) - 8/7)) * 9/4)
[2007756] ['5/2', '5/4', '8/7', '8/9', '9/4'] -> (((5/2 / (5/4 - 8/7)) / 8/9) - 9/4)
[2007760] ['5/2', '5/4', '8/7', '9/2', '9/2'] -> (9/2 / (((9/2 / 8/7) - 5/2) - 5/4))
[2007777] ['5/2', '5/4', '8/9', '8/9', '9/4'] -> (9/4 / (5/2 - ((5/4 + 8/9) / 8/9)))
[2007804] ['5/2', '5/4', '9/2', '9/4', '9/8'] -> ((9/2 * ((5/2 + 5/4) + 9/4)) / 9/8)
[2007831] ['5/2', '5/6', '5/6', '5/6', '5/6'] -> ((5/2 + 5/6) / (5/6 - (5/6 * 5/6)))
[2007834] ['5/2', '5/6', '5/6', '5/6', '5/9'] -> ((5/2 + 5/6) / ((5/6 * 5/6) - 5/9))
[2007835] ['5/2', '5/6', '5/6', '5/6', '6/5'] -> ((5/2 + 5/6) / (5/6 - (5/6 / 6/5)))
[2007836] ['5/2', '5/6', '5/6', '5/6', '6/7'] -> ((5/2 + 5/6) / ((5/6 / 6/7) - 5/6))
[2007841] ['5/2', '5/6', '5/6', '5/6', '7/6'] -> ((5/2 + 5/6) / ((5/6 * 7/6) - 5/6))
[2007842] ['5/2', '5/6', '5/6', '5/6', '7/8'] -> ((5/2 / ((5/6 / 5/6) - 7/8)) / 5/6)
[2007845] ['5/2', '5/6', '5/6', '5/6', '8/5'] -> ((5/2 * 8/5) / ((5/6 / 5/6) - 5/6))
[2007852] ['5/2', '5/6', '5/6', '5/6', '9/8'] -> ((5/2 / (9/8 - (5/6 / 5/6))) / 5/6)
[2007856] ['5/2', '5/6', '5/6', '5/7', '6/5'] -> (((5/2 / (5/6 - 5/7)) / 5/6) - 6/5)
[2007857] ['5/2', '5/6', '5/6', '5/7', '6/7'] -> (((5/2 + 5/6) * 6/7) / (5/6 - 5/7))
[2007859] ['5/2', '5/6', '5/6', '5/7', '7/3'] -> ((5/2 + (5/6 / 7/3)) / (5/6 - 5/7))
[2007862] ['5/2', '5/6', '5/6', '5/7', '7/6'] -> (((5/2 + 5/6) / (5/6 - 5/7)) / 7/6)
[2007867] ['5/2', '5/6', '5/6', '5/7', '8/7'] -> (8/7 / (5/7 - ((5/6 + 5/6) / 5/2)))
[2007874] ['5/2', '5/6', '5/6', '5/8', '5/8'] -> ((5/2 / ((5/8 / 5/6) - 5/8)) / 5/6)
[2007875] ['5/2', '5/6', '5/6', '5/8', '5/9'] -> ((5/2 / (5/6 - (5/9 / 5/6))) / 5/8)
[2007876] ['5/2', '5/6', '5/6', '5/8', '6/5'] -> ((5/2 / 5/8) / ((5/6 * 6/5) - 5/6))
[2007878] ['5/2', '5/6', '5/6', '5/8', '7/2'] -> (((5/2 + 7/2) * 5/6) / (5/6 - 5/8))
[2007898] ['5/2', '5/6', '5/6', '5/9', '7/3'] -> ((5/6 + (5/2 * 7/3)) / (5/6 - 5/9))
[2007904] ['5/2', '5/6', '5/6', '5/9', '8/3'] -> (8/3 / (((5/6 + 5/6) / 5/2) - 5/9))
[2007905] ['5/2', '5/6', '5/6', '5/9', '8/5'] -> ((5/2 * 8/5) / (5/6 - (5/9 / 5/6)))
[2007908] ['5/2', '5/6', '5/6', '5/9', '9/2'] -> ((5/6 + 9/2) / (5/9 - (5/6 / 5/2)))
[2007913] ['5/2', '5/6', '5/6', '6/5', '6/5'] -> (6/5 / (((5/2 * 5/6) - 5/6) - 6/5))
[2007923] ['5/2', '5/6', '5/6', '6/5', '8/5'] -> ((5/2 * 8/5) / ((5/6 * 6/5) - 5/6))
[2007937] ['5/2', '5/6', '5/6', '6/7', '7/8'] -> ((5/2 / (5/6 - (5/6 * 6/7))) / 7/8)
[2007941] ['5/2', '5/6', '5/6', '6/7', '8/7'] -> ((5/2 * 8/7) / (5/6 - (5/6 * 6/7)))
[2007949] ['5/2', '5/6', '5/6', '7/2', '7/3'] -> ((5/2 + 7/2) * ((5/6 + 5/6) + 7/3))
[2007964] ['5/2', '5/6', '5/6', '7/3', '7/3'] -> (((5/6 + 5/6) + 7/3) / (5/2 - 7/3))
[2007970] ['5/2', '5/6', '5/6', '7/3', '8/3'] -> (((5/6 + 5/6) + 7/3) / (8/3 - 5/2))
[2007971] ['5/2', '5/6', '5/6', '7/3', '8/5'] -> (8/5 / ((5/6 / 5/6) - (7/3 / 5/2)))
[2007974] ['5/2', '5/6', '5/6', '7/3', '9/2'] -> (((5/2 + (5/6 * 7/3)) / 5/6) * 9/2)
[2007978] ['5/2', '5/6', '5/6', '7/3', '9/8'] -> (((5/2 * 7/3) / 5/6) / (9/8 - 5/6))
[2007981] ['5/2', '5/6', '5/6', '7/4', '7/6'] -> ((5/6 + 7/6) / ((5/6 + 7/4) - 5/2))
[2007984] ['5/2', '5/6', '5/6', '7/4', '8/3'] -> ((8/3 / 5/6) / (5/6 - (7/4 / 5/2)))
[2007985] ['5/2', '5/6', '5/6', '7/4', '8/5'] -> (8/5 / (((5/2 - 7/4) / 5/6) - 5/6))
[2008007] ['5/2', '5/6', '5/6', '7/6', '7/8'] -> ((5/2 / (5/6 - (5/6 / 7/6))) / 7/8)
[2008009] ['5/2', '5/6', '5/6', '7/6', '8/3'] -> (((5/2 * 8/3) / 5/6) / (7/6 - 5/6))
[2008010] ['5/2', '5/6', '5/6', '7/6', '8/5'] -> ((5/2 * 8/5) / (7/6 - (5/6 / 5/6)))
[2008011] ['5/2', '5/6', '5/6', '7/6', '8/7'] -> ((5/2 * 8/7) / (5/6 - (5/6 / 7/6)))
[2008022] ['5/2', '5/6', '5/6', '7/8', '8/7'] -> ((5/2 * 8/7) / ((5/6 / 7/8) - 5/6))
[2008030] ['5/2', '5/6', '5/6', '7/9', '8/3'] -> (8/3 / (7/9 - ((5/6 + 5/6) / 5/2)))
[2008035] ['5/2', '5/6', '5/6', '7/9', '9/4'] -> (((5/2 / (5/6 - 7/9)) / 5/6) / 9/4)
[2008040] ['5/2', '5/6', '5/6', '8/3', '8/5'] -> (8/5 / ((8/3 / 5/2) - (5/6 / 5/6)))
[2008044] ['5/2', '5/6', '5/6', '8/3', '9/4'] -> ((((5/2 + 5/6) * 8/3) / 5/6) * 9/4)
[2008045] ['5/2', '5/6', '5/6', '8/3', '9/5'] -> ((8/3 / 5/6) / ((5/6 + 9/5) - 5/2))
[2008051] ['5/2', '5/6', '5/6', '8/5', '9/2'] -> (9/2 / ((5/6 / 8/5) - (5/6 / 5/2)))
[2008056] ['5/2', '5/6', '5/6', '8/7', '8/7'] -> ((5/2 * 8/7) / ((5/6 * 8/7) - 5/6))
[2008063] ['5/2', '5/6', '5/6', '8/9', '8/9'] -> ((5/2 * 8/9) / (5/6 - (5/6 * 8/9)))
[2008065] ['5/2', '5/6', '5/6', '8/9', '9/4'] -> (((5/2 / (8/9 - 5/6)) / 5/6) / 9/4)
[2008068] ['5/2', '5/6', '5/6', '8/9', '9/8'] -> ((5/2 / (5/6 - (5/6 * 8/9))) / 9/8)
[2008069] ['5/2', '5/6', '5/6', '9/2', '9/2'] -> ((((5/2 + 9/2) - 5/6) - 5/6) * 9/2)
[2008083] ['5/2', '5/6', '5/6', '9/8', '9/8'] -> ((5/2 / (5/6 - (5/6 / 9/8))) / 9/8)
[2008093] ['5/2', '5/6', '5/7', '5/7', '7/6'] -> ((5/7 + (5/2 / 7/6)) / (5/6 - 5/7))
[2008098] ['5/2', '5/6', '5/7', '5/7', '8/7'] -> ((5/2 * 8/7) / (5/7 - (5/6 * 5/7)))
[2008099] ['5/2', '5/6', '5/7', '5/7', '8/9'] -> (((5/2 + 5/7) / (5/6 - 5/7)) * 8/9)
[2008104] ['5/2', '5/6', '5/7', '5/7', '9/8'] -> (((5/2 + 5/7) / (5/6 - 5/7)) / 9/8)
[2008109] ['5/2', '5/6', '5/7', '5/8', '7/2'] -> ((5/2 / (5/8 - (5/6 * 5/7))) / 7/2)
[2008121] ['5/2', '5/6', '5/7', '5/8', '9/4'] -> (((5/2 + 5/8) / (5/6 - 5/7)) - 9/4)
[2008133] ['5/2', '5/6', '5/7', '5/9', '7/8'] -> (((5/2 + 5/6) / (5/7 - 5/9)) / 7/8)
[2008137] ['5/2', '5/6', '5/7', '5/9', '8/7'] -> (((5/2 + 5/6) / (5/7 - 5/9)) * 8/7)
[2008144] ['5/2', '5/6', '5/7', '6/5', '6/5'] -> (((5/2 * 6/5) / (5/6 - 5/7)) - 6/5)
[2008163] ['5/2', '5/6', '5/7', '6/7', '7/2'] -> (((5/7 / (6/7 - 5/6)) - 5/2) - 7/2)
[2008168] ['5/2', '5/6', '5/7', '6/7', '7/8'] -> (((5/2 / (6/7 - 5/7)) / 5/6) / 7/8)
[2008172] ['5/2', '5/6', '5/7', '6/7', '8/7'] -> (((5/2 / (6/7 - 5/7)) / 5/6) * 8/7)
[2008179] ['5/2', '5/6', '5/7', '7/2', '7/2'] -> (((5/2 + (5/7 / 5/6)) + 7/2) * 7/2)
[2008188] ['5/2', '5/6', '5/7', '7/2', '8/7'] -> (8/7 / ((5/7 / 5/2) - (5/6 / 7/2)))
[2008200] ['5/2', '5/6', '5/7', '7/3', '7/9'] -> (((5/2 / (5/6 - 5/7)) - 7/3) / 7/9)
[2008202] ['5/2', '5/6', '5/7', '7/3', '8/5'] -> (8/5 / ((5/2 + 5/6) - (7/3 / 5/7)))
[2008205] ['5/2', '5/6', '5/7', '7/3', '9/2'] -> ((((5/2 / 5/6) - 5/7) * 7/3) * 9/2)
[2008208] ['5/2', '5/6', '5/7', '7/3', '9/7'] -> (((5/2 / (5/6 - 5/7)) - 7/3) * 9/7)
[2008226] ['5/2', '5/6', '5/7', '7/5', '7/8'] -> ((5/2 / (5/7 - (5/6 / 7/5))) / 7/8)
[2008232] ['5/2', '5/6', '5/7', '7/5', '9/2'] -> ((5/6 + ((5/2 + 5/7) * 7/5)) * 9/2)
[2008242] ['5/2', '5/6', '5/7', '7/6', '8/7'] -> (8/7 / ((7/6 - (5/7 / 5/2)) - 5/6))
[2008255] ['5/2', '5/6', '5/7', '7/8', '9/2'] -> ((((5/2 + 5/6) / 5/7) / 7/8) * 9/2)
[2008258] ['5/2', '5/6', '5/7', '7/8', '9/7'] -> ((9/7 * 5/2) / (5/6 * (7/8 - 5/7)))
[2008261] ['5/2', '5/6', '5/7', '7/9', '8/3'] -> ((5/2 / (5/6 - (5/7 * 7/9))) * 8/3)
[2008264] ['5/2', '5/6', '5/7', '7/9', '8/9'] -> (((5/2 / (5/6 - 5/7)) / 7/9) * 8/9)
[2008265] ['5/2', '5/6', '5/7', '7/9', '9/2'] -> ((5/6 + ((5/2 / 5/7) / 7/9)) * 9/2)
[2008269] ['5/2', '5/6', '5/7', '7/9', '9/8'] -> (((5/2 / (5/6 - 5/7)) / 7/9) / 9/8)
[2008271] ['5/2', '5/6', '5/7', '8/3', '8/5'] -> (8/5 / (((8/3 - 5/6) / 5/7) - 5/2))
[2008274] ['5/2', '5/6', '5/7', '8/3', '9/2'] -> ((((5/2 / 5/7) + 8/3) - 5/6) * 9/2)
[2008280] ['5/2', '5/6', '5/7', '8/5', '8/7'] -> (8/7 / (5/7 * ((5/2 - 5/6) - 8/5)))
[2008287] ['5/2', '5/6', '5/7', '8/7', '8/7'] -> (8/7 / (((5/2 - 5/6) * 5/7) - 8/7))
[2008289] ['5/2', '5/6', '5/7', '8/7', '9/2'] -> ((((5/2 + 5/6) * 8/7) / 5/7) * 9/2)
[2008298] ['5/2', '5/6', '5/7', '8/9', '9/7'] -> (((9/7 * 8/9) * 5/2) / (5/6 - 5/7))
[2008300] ['5/2', '5/6', '5/7', '9/2', '9/2'] -> (((5/6 + (5/2 / 5/7)) * 9/2) + 9/2)
[2008303] ['5/2', '5/6', '5/7', '9/2', '9/7'] -> (((9/7 * 5/2) * (5/6 + 9/2)) / 5/7)
[2008313] ['5/2', '5/6', '5/7', '9/7', '9/8'] -> (((5/2 * 9/7) / (5/6 - 5/7)) / 9/8)
[2008317] ['5/2', '5/6', '5/8', '5/8', '6/5'] -> ((5/2 * 6/5) / ((5/8 / 5/6) - 5/8))
[2008321] ['5/2', '5/6', '5/8', '5/8', '7/4'] -> ((5/8 + (5/2 * 7/4)) / (5/6 - 5/8))
[2008335] ['5/2', '5/6', '5/8', '5/9', '5/9'] -> (((5/2 / (5/8 - 5/9)) / 5/6) * 5/9)
[2008351] ['5/2', '5/6', '5/8', '5/9', '9/5'] -> (((5/2 / (5/8 - 5/9)) / 5/6) / 9/5)
[2008367] ['5/2', '5/6', '5/8', '6/5', '9/2'] -> (9/2 / ((5/8 / 6/5) - (5/6 / 5/2)))
[2008372] ['5/2', '5/6', '5/8', '6/7', '6/7'] -> ((5/2 / ((5/6 * 6/7) - 5/8)) * 6/7)
[2008374] ['5/2', '5/6', '5/8', '6/7', '7/3'] -> (((5/2 * 6/7) / (5/6 - 5/8)) * 7/3)
[2008377] ['5/2', '5/6', '5/8', '6/7', '7/6'] -> ((5/2 / ((5/6 * 6/7) - 5/8)) / 7/6)
[2008389] ['5/2', '5/6', '5/8', '7/2', '7/2'] -> (7/2 / ((5/2 * (5/6 + 5/8)) - 7/2))
[2008391] ['5/2', '5/6', '5/8', '7/2', '7/4'] -> (((5/2 * 7/2) / (5/6 - 5/8)) / 7/4)
[2008392] ['5/2', '5/6', '5/8', '7/2', '7/5'] -> (7/5 / ((5/6 + 5/8) - (7/2 / 5/2)))
[2008396] ['5/2', '5/6', '5/8', '7/2', '8/3'] -> ((((5/2 / 5/8) + 7/2) / 5/6) * 8/3)
[2008397] ['5/2', '5/6', '5/8', '7/2', '8/5'] -> (8/5 / ((7/2 / 5/2) - (5/6 / 5/8)))
[2008401] ['5/2', '5/6', '5/8', '7/2', '9/4'] -> (((5/2 * (7/2 - 5/6)) / 5/8) * 9/4)
[2008403] ['5/2', '5/6', '5/8', '7/2', '9/7'] -> (((9/7 * 7/2) * (5/2 + 5/6)) / 5/8)
[2008408] ['5/2', '5/6', '5/8', '7/3', '7/6'] -> (((5/2 * 7/3) / (5/6 - 5/8)) / 7/6)
[2008415] ['5/2', '5/6', '5/8', '7/3', '9/2'] -> (9/2 / (5/8 * ((7/3 / 5/6) - 5/2)))
[2008416] ['5/2', '5/6', '5/8', '7/3', '9/4'] -> (((5/6 + (5/2 * 7/3)) / 5/8) * 9/4)
[2008417] ['5/2', '5/6', '5/8', '7/3', '9/5'] -> (9/5 / ((7/3 / (5/2 + 5/6)) - 5/8))
[2008423] ['5/2', '5/6', '5/8', '7/4', '7/8'] -> (((5/2 * 7/4) / (5/6 - 5/8)) / 7/8)
[2008427] ['5/2', '5/6', '5/8', '7/4', '8/7'] -> (((5/2 * 7/4) / (5/6 - 5/8)) * 8/7)
[2008434] ['5/2', '5/6', '5/8', '7/5', '7/5'] -> (7/5 / (((5/2 * 5/6) - 5/8) - 7/5))
[2008447] ['5/2', '5/6', '5/8', '7/6', '7/6'] -> ((5/2 / ((5/6 / 7/6) - 5/8)) / 7/6)
[2008451] ['5/2', '5/6', '5/8', '7/6', '8/5'] -> ((5/2 / ((5/6 / 5/8) - 7/6)) * 8/5)
[2008456] ['5/2', '5/6', '5/8', '7/6', '9/5'] -> (9/5 / ((7/6 / (5/2 - 5/6)) - 5/8))
[2008459] ['5/2', '5/6', '5/8', '7/8', '7/8'] -> ((5/2 / (5/6 - (5/8 / 7/8))) / 7/8)
[2008463] ['5/2', '5/6', '5/8', '7/8', '8/7'] -> ((5/2 / (5/6 - (5/8 / 7/8))) * 8/7)
[2008467] ['5/2', '5/6', '5/8', '7/8', '9/5'] -> (((5/2 + 5/6) / (7/8 - 5/8)) * 9/5)
[2008475] ['5/2', '5/6', '5/8', '7/9', '9/2'] -> ((5/2 / ((5/6 * 7/9) - 5/8)) / 9/2)
[2008486] ['5/2', '5/6', '5/8', '8/3', '9/5'] -> (9/5 / (((8/3 / 5/6) - 5/2) - 5/8))
[2008489] ['5/2', '5/6', '5/8', '8/5', '8/5'] -> ((5/2 / ((5/8 * 8/5) - 5/6)) * 8/5)
[2008497] ['5/2', '5/6', '5/8', '8/7', '8/7'] -> ((5/2 / (5/6 - (5/8 * 8/7))) * 8/7)
[2008505] ['5/2', '5/6', '5/8', '8/9', '9/2'] -> ((5/6 + ((5/2 / 5/8) / 8/9)) * 9/2)
[2008506] ['5/2', '5/6', '5/8', '8/9', '9/4'] -> (((5/2 * 8/9) / (5/6 - 5/8)) * 9/4)
[2008510] ['5/2', '5/6', '5/8', '9/2', '9/2'] -> (9/2 / ((5/2 / 5/6) - (5/8 * 9/2)))
[2008514] ['5/2', '5/6', '5/8', '9/2', '9/8'] -> (((9/8 * 5/2) * (5/6 + 9/2)) / 5/8)
[2008518] ['5/2', '5/6', '5/8', '9/4', '9/8'] -> (((5/2 * 9/4) / (5/6 - 5/8)) / 9/8)
[2008519] ['5/2', '5/6', '5/8', '9/5', '9/5'] -> (9/5 / (((5/2 * 5/8) / 5/6) - 9/5))
[2008534] ['5/2', '5/6', '5/9', '5/9', '7/9'] -> ((5/6 + (5/2 / 5/9)) / (7/9 - 5/9))
[2008536] ['5/2', '5/6', '5/9', '5/9', '8/5'] -> ((5/2 * 8/5) / ((5/9 / 5/9) - 5/6))
[2008538] ['5/2', '5/6', '5/9', '5/9', '8/9'] -> ((5/2 * 8/9) / (5/9 - (5/6 * 5/9)))
[2008539] ['5/2', '5/6', '5/9', '5/9', '9/2'] -> (((5/2 + (5/6 * 5/9)) / 5/9) * 9/2)
[2008543] ['5/2', '5/6', '5/9', '5/9', '9/8'] -> ((5/2 / (5/9 - (5/6 * 5/9))) / 9/8)
[2008554] ['5/2', '5/6', '5/9', '6/5', '8/5'] -> ((5/2 / (5/6 - (5/9 * 6/5))) * 8/5)
[2008563] ['5/2', '5/6', '5/9', '6/7', '7/2'] -> ((((5/2 + 5/6) / 5/9) + 6/7) * 7/2)
[2008584] ['5/2', '5/6', '5/9', '7/2', '7/8'] -> ((((5/2 + 5/6) * 7/2) / 5/9) / 7/8)
[2008586] ['5/2', '5/6', '5/9', '7/2', '8/3'] -> ((((5/2 + 7/2) * 5/6) / 5/9) * 8/3)
[2008599] ['5/2', '5/6', '5/9', '7/3', '7/8'] -> (((5/2 * 7/3) / (5/6 - 5/9)) / 7/8)
[2008603] ['5/2', '5/6', '5/9', '7/3', '8/7'] -> (((5/2 * 7/3) / (5/6 - 5/9)) * 8/7)
[2008616] ['5/2', '5/6', '5/9', '7/4', '8/5'] -> (8/5 / ((7/4 / (5/2 - 5/9)) - 5/6))
[2008661] ['5/2', '5/6', '5/9', '7/9', '8/3'] -> (8/3 / (((5/6 / 5/2) + 5/9) - 7/9))
[2008662] ['5/2', '5/6', '5/9', '7/9', '8/5'] -> (((5/2 + 5/6) / (7/9 - 5/9)) * 8/5)
[2008663] ['5/2', '5/6', '5/9', '7/9', '8/7'] -> ((5/2 / (5/6 - (5/9 / 7/9))) * 8/7)
[2008664] ['5/2', '5/6', '5/9', '7/9', '8/9'] -> ((5/2 / ((5/6 * 7/9) - 5/9)) * 8/9)
[2008669] ['5/2', '5/6', '5/9', '7/9', '9/8'] -> ((5/2 / ((5/6 * 7/9) - 5/9)) / 9/8)
[2008674] ['5/2', '5/6', '5/9', '8/3', '9/2'] -> ((5/9 / ((5/2 / 8/3) - 5/6)) * 9/2)
[2008675] ['5/2', '5/6', '5/9', '8/3', '9/4'] -> (((5/2 + (5/6 / 5/9)) * 8/3) * 9/4)
[2008679] ['5/2', '5/6', '5/9', '8/5', '8/5'] -> (8/5 / (((5/2 * 5/9) / 5/6) - 8/5))
[2008681] ['5/2', '5/6', '5/9', '8/5', '8/9'] -> (8/9 / (5/9 * ((5/2 - 5/6) - 8/5)))
[2008694] ['5/2', '5/6', '5/9', '8/9', '8/9'] -> (8/9 / (((5/2 - 5/6) * 5/9) - 8/9))
[2008695] ['5/2', '5/6', '5/9', '8/9', '9/2'] -> ((((5/2 + 5/6) * 8/9) / 5/9) * 9/2)
[2008701] ['5/2', '5/6', '5/9', '9/2', '9/4'] -> (((5/6 + (5/2 * 9/2)) / 5/9) + 9/4)
[2008702] ['5/2', '5/6', '5/9', '9/2', '9/5'] -> (((5/2 + (5/6 * 5/9)) * 9/2) * 9/5)
[2008704] ['5/2', '5/6', '5/9', '9/2', '9/8'] -> ((((5/2 + 5/6) * 9/2) / 5/9) / 9/8)
[2008711] ['5/2', '5/6', '5/9', '9/5', '9/8'] -> ((5/2 / (5/9 - (5/6 / 9/5))) / 9/8)
[2008713] ['5/2', '5/6', '5/9', '9/7', '9/8'] -> ((5/2 / ((5/6 / 9/7) - 5/9)) / 9/8)
[2008715] ['5/2', '5/6', '6/5', '6/5', '6/5'] -> (6/5 / (((5/2 / 6/5) - 5/6) - 6/5))
[2008718] ['5/2', '5/6', '6/5', '6/5', '7/3'] -> ((6/5 + 6/5) / ((7/3 / 5/2) - 5/6))
[2008725] ['5/2', '5/6', '6/5', '6/5', '8/5'] -> ((5/2 * 8/5) / ((6/5 / 6/5) - 5/6))
[2008734] ['5/2', '5/6', '6/5', '6/7', '7/2'] -> (((5/2 + 5/6) * (6/5 + 6/7)) * 7/2)
[2008739] ['5/2', '5/6', '6/5', '6/7', '7/8'] -> ((5/2 / (5/6 - (6/7 / 6/5))) / 7/8)
