[1755806] ['3/5', '3/8', '5/3', '7/8', '8/5'] -> 8/5 / (7/8 / 3/8 - 3/5 - 5/3)
[1786249] ['3/5', '5/8', '7/3', '9/5', '9/7'] -> 9/5 / (((5/8 - 3/5) * /3) * /7
)[1786254] ['3/5', '5/8', '7/4', '7/4', '7/4'] -> 7/4 / (5/8 * 7/4 / 3/5 - 7/4)
[1786265] ['3/5', '5/8', '7/4', '7/4', '9/5'] -> 9/5 / (7/4 - 3/5 * 7/4 - 5/8)
[1786284] ['3/5', '5/8', '7/4', '7/6', '8/3'] -> 7/6 / ((5/8 - 3/5) * /4) - 8/3
[1786299] ['3/5', '5/8', '7/4', '7/8', '9/2'] -> 7/4 / (3/5 * /8 * /8) * 9/2
[1786301] ['3/5', '5/8', '7/4', '7/8', '9/5'] -> 9/5 / (3/5 * (5/8 - 7/8 / 7/4))
[1786305] ['3/5', '5/8', '7/4', '7/9', '8/3'] -> 8/3 / (7/9 / (5/8 * /4) - 3/5)
[1786328] ['3/5', '5/8', '7/4', '8/5', '9/5'] -> 9/5 / (3/5 * 7/4 + 5/8 - 8/5)
[1786333] ['3/5', '5/8', '7/4', '8/7', '9/2'] -> 7/4 * 8/7 / 3/5 / 5/8 * 9/2
[1786349] ['3/5', '5/8', '7/4', '9/4', '9/4'] -> (7/4 + 9/4) / 3/5 / 5/8 * 9/4
[1786350] ['3/5', '5/8', '7/4', '9/4', '9/5'] -> 9/5 / (3/5 * (5/8 + 7/4 - 9/4))
[1786358] ['3/5', '5/8', '7/4', '9/8', '9/8'] -> 9/8 / (5/8 * (9/8 - 3/5 * 7/4))
[1786359] ['3/5', '5/8', '7/5', '7/5', '7/5'] -> 7/5 / (5/8 * 7/5 / 3/5 - 7/5)
[1786381] ['3/5', '5/8', '7/5', '7/6', '9/5'] -> 9/5 / (7/5 - 3/5 * 7/6 - 5/8)
[1786382] ['3/5', '5/8', '7/5', '7/6', '9/7'] -> 9/7 * 7/5 / (3/5 * 7/6 - 5/8)
[1786390] ['3/5', '5/8', '7/5', '7/8', '9/2'] -> 9/2 / (5/8 - 7/8 / (3/5 + 7/5))
[1786392] ['3/5', '5/8', '7/5', '7/8', '9/5'] -> 9/5 / ((7/5 - 3/5) * 7/8 - 5/8)
[1786394] ['3/5', '5/8', '7/5', '7/8', '9/8'] -> 9/8 / (5/8 * (3/5 + 7/8 - 7/5))
[1786405] ['3/5', '5/8', '7/5', '8/3', '8/3'] -> (5/8 + 7/5) * 8/3 / 3/5 * 8/3
[1786407] ['3/5', '5/8', '7/5', '8/3', '8/7'] -> 7/5 / ((5/8 - 3/5) * /3) * 8/7
[1786409] ['3/5', '5/8', '7/5', '8/3', '9/2'] -> 8/3 / ((7/5 - 3/5) * /8) * 9/2
[1786413] ['3/5', '5/8', '7/5', '8/3', '9/8'] -> 9/8 / (5/8 * (3/5 - 7/5 / 8/3))
[1786417] ['3/5', '5/8', '7/5', '8/5', '9/2'] -> (7/5 / (3/5 * /8) + 8/5) * 9/2
[1786426] ['3/5', '5/8', '7/5', '8/7', '9/5'] -> 9/5 / ((7/5 - 3/5) / 8/7 - 5/8)
[1786427] ['3/5', '5/8', '7/5', '8/7', '9/7'] -> 9/7 / (5/8 - 8/7 / (3/5 + 7/5))
[1786429] ['3/5', '5/8', '7/5', '8/9', '8/9'] -> 3/5 / (8/9 / 5/8 - 7/5) * 8/9
[1786432] ['3/5', '5/8', '7/5', '8/9', '9/5'] -> 3/5 / ((8/9 - (5/8 * 7/5)) * /5
)[1786434] ['3/5', '5/8', '7/5', '8/9', '9/8'] -> 3/5 / (((8/9 / 5/8) - 7/5) * /8
)[1786450] ['3/5', '5/8', '7/6', '7/6', '7/6'] -> 7/6 / (5/8 * 7/6 / 3/5 - 7/6)
[1786459] ['3/5', '5/8', '7/6', '7/6', '9/5'] -> 9/5 / ((3/5 - 5/8 / 7/6) * 7/6)
[1786465] ['3/5', '5/8', '7/6', '7/8', '8/5'] -> 7/8 / (3/5 + 5/8 - 7/6) * 8/5
[1786469] ['3/5', '5/8', '7/6', '7/8', '9/4'] -> 9/4 / (5/8 * (7/8 / 7/6 - 3/5))
[1786470] ['3/5', '5/8', '7/6', '7/8', '9/5'] -> 9/5 / (3/5 * (7/8 / 7/6 - 5/8))
[1786474] ['3/5', '5/8', '7/6', '7/9', '8/3'] -> 7/9 / ((5/8 - 3/5) * /6) - 8/3
[1786491] ['3/5', '5/8', '7/6', '8/3', '9/8'] -> 9/8 * 8/3 / (7/6 - 5/8 / 3/5)
[1786494] ['3/5', '5/8', '7/6', '8/5', '8/9'] -> 8/5 / (3/5 - 5/8 / 7/6) - 8/9
[1786495] ['3/5', '5/8', '7/6', '8/5', '9/2'] -> 9/2 / (5/8 - 3/5 * 7/6 / 8/5)
[1786499] ['3/5', '5/8', '7/6', '8/5', '9/8'] -> 9/8 * 8/5 / (3/5 * 7/6 - 5/8)
[1786509] ['3/5', '5/8', '7/6', '8/9', '9/4'] -> 7/6 / (3/5 - 5/8 * 8/9) - 9/4
[1786523] ['3/5', '5/8', '7/6', '9/5', '9/7'] -> 9/5 / (((3/5 + 5/8) - 7/6) * /7
)[1786528] ['3/5', '5/8', '7/8', '7/8', '7/8'] -> 7/8 / (5/8 * 7/8 / 3/5 - 7/8)
[1786536] ['3/5', '5/8', '7/8', '7/8', '9/5'] -> 9/5 / (3/5 + 7/8 - 7/8 / 5/8)
[1786538] ['3/5', '5/8', '7/8', '7/8', '9/8'] -> 9/8 / (5/8 * (3/5 + 7/8) - 7/8)
[1786549] ['3/5', '5/8', '7/8', '8/3', '8/3'] -> 8/3 / (5/8 - 3/5 * 7/8) - 8/3
[1786550] ['3/5', '5/8', '7/8', '8/3', '8/5'] -> 8/5 / ((7/8 - 5/8) * 8/3 - 3/5)
[1786555] ['3/5', '5/8', '7/8', '8/3', '9/5'] -> 9/5 / (3/5 - 7/8 / (5/8 * /3)
)[1786557] ['3/5', '5/8', '7/8', '8/3', '9/8'] -> 9/8 / (3/5 * 5/8 - 7/8 / 8/3)
[1786562] ['3/5', '5/8', '7/8', '8/5', '9/4'] -> 8/5 / ((7/8 - 5/8) * /5) * 9/4
[1786563] ['3/5', '5/8', '7/8', '8/5', '9/5'] -> 9/5 / (3/5 * (5/8 * 8/5 - 7/8))
[1786565] ['3/5', '5/8', '7/8', '8/5', '9/8'] -> 9/8 / (3/5 * (5/8 - 7/8 / 8/5))
[1786566] ['3/5', '5/8', '7/8', '8/7', '8/7'] -> 8/7 / (5/8 / (3/5 * /8) - 8/7)
[1786573] ['3/5', '5/8', '7/8', '8/9', '8/9'] -> 3/5 * 5/8 / (8/9 - 7/8) * 8/9
[1786574] ['3/5', '5/8', '7/8', '8/9', '9/2'] -> 8/9 / (5/8 / 3/5 - 7/8) * 9/2
[1786578] ['3/5', '5/8', '7/8', '8/9', '9/8'] -> 3/5 * 5/8 / (8/9 - 7/8) / 9/8
[1786579] ['3/5', '5/8', '7/8', '9/2', '9/2'] -> (7/8 / 3/5 + 9/2 - 5/8) * 9/2
[1786583] ['3/5', '5/8', '7/8', '9/2', '9/8'] -> 9/2 / (((5/8 / 3/5) - 7/8) * /8
)[1786594] ['3/5', '5/8', '7/9', '7/9', '7/9'] -> 7/9 / (5/8 * 7/9 / 3/5 - 7/9)
[1786646] ['3/5', '5/8', '7/9', '9/7', '9/7'] -> 9/7 / (5/8 / (3/5 * /9) - 9/7)
[1786649] ['3/5', '5/8', '8/3', '8/3', '8/3'] -> 8/3 / (5/8 * 8/3 / 3/5 - 8/3)
[1786652] ['3/5', '5/8', '8/3', '8/3', '8/9'] -> (8/3 / 5/8 + 8/3) / (8/9 - 3/5)
[1786658] ['3/5', '5/8', '8/3', '8/5', '8/5'] -> 8/5 / (5/8 * (8/3 - 8/5) - 3/5)
[1786661] ['3/5', '5/8', '8/3', '8/5', '9/2'] -> (8/3 * (5/8 + 8/5) - 3/5) * 9/2
[1786662] ['3/5', '5/8', '8/3', '8/5', '9/4'] -> 8/3 / (5/8 - 3/5 / 8/5) * 9/4
[1786671] ['3/5', '5/8', '8/3', '8/7', '9/7'] -> 9/7 / (8/7 / 8/3 - 3/5 * 5/8)
[1786676] ['3/5', '5/8', '8/3', '8/9', '9/5'] -> 8/9 / ((5/8 - 3/5) * /3) * 9/5
[1786693] ['3/5', '5/8', '8/3', '9/8', '9/8'] -> 9/8 / (9/8 / 8/3 - 3/5 * 5/8)
[1786707] ['3/5', '5/8', '8/5', '8/7', '9/7'] -> 9/7 / (3/5 * (8/7 / 8/5 - 5/8))
[1786724] ['3/5', '5/8', '8/5', '9/5', '9/5'] -> 9/5 / (3/5 * 5/8 * (9/5 - 8/5))
[1786729] ['3/5', '5/8', '8/5', '9/8', '9/8'] -> 9/8 / (3/5 * (9/8 / 8/5 - 5/8))
[1786730] ['3/5', '5/8', '8/7', '8/7', '8/7'] -> 8/7 / (5/8 * 8/7 / 3/5 - 8/7)
[1786735] ['3/5', '5/8', '8/7', '8/7', '9/7'] -> 9/7 / (8/7 - 5/8 * (3/5 + 8/7))
[1786753] ['3/5', '5/8', '8/7', '9/5', '9/7'] -> 9/7 * 3/5 / (9/5 - 5/8 - 8/7)
[1786755] ['3/5', '5/8', '8/7', '9/7', '9/7'] -> 9/7 / (3/5 * 5/8 * (9/7 - 8/7))
[1786758] ['3/5', '5/8', '8/9', '8/9', '8/9'] -> 8/9 / (5/8 * 8/9 / 3/5 - 8/9)
[1786765] ['3/5', '5/8', '8/9', '9/2', '9/4'] -> 8/9 * 9/2 / 3/5 / 5/8 * 9/4
[1786778] ['3/5', '5/8', '8/9', '9/8', '9/8'] -> 9/8 / (5/8 / (3/5 * /9) - 9/8)
[1786780] ['3/5', '5/8', '9/2', '9/2', '9/4'] -> 9/2 * 9/2 / 3/5 / 5/8 / 9/4
[1786783] ['3/5', '5/8', '9/2', '9/2', '9/8'] -> (9/2 / 3/5 + 9/2) / (9/8 - 5/8)
[1786787] ['3/5', '5/8', '9/2', '9/4', '9/8'] -> 9/2 * 9/4 / 3/5 / 5/8 / 9/8
[1786794] ['3/5', '5/8', '9/4', '9/4', '9/4'] -> 9/4 / (5/8 * 9/4 / 3/5 - 9/4)
[1786803] ['3/5', '5/8', '9/4', '9/8', '9/8'] -> 9/4 / ((9/8 - (5/8 / 3/5)) * /8
)[1786810] ['3/5', '5/8', '9/7', '9/7', '9/7'] -> 9/7 / (5/8 * 9/7 / 3/5 - 9/7)
[1786824] ['3/5', '5/9', '5/9', '5/9', '8/3'] -> 8/3 / (3/5 * (5/9 + 5/9) - 5/9)
[1786825] ['3/5', '5/9', '5/9', '5/9', '8/5'] -> 5/9 / (5/9 / (3/5 * /5) - 5/9)
[1786832] ['3/5', '5/9', '5/9', '5/9', '9/8'] -> 3/5 * 5/9 / (9/8 - 5/9 - 5/9)
[1786841] ['3/5', '5/9', '5/9', '6/5', '7/9'] -> (5/9 + 7/9) / (5/9 - 3/5 / 6/5)
[1786845] ['3/5', '5/9', '5/9', '6/5', '8/9'] -> (8/9 / (5/9 * (5/9 * 6/5)) - 3/5))
[1786861] ['3/5', '5/9', '5/9', '6/7', '8/7'] -> (8/7 / (3/5 * 5/9) - (5/9 * 6/7)))
[1786875] ['3/5', '5/9', '5/9', '7/2', '8/3'] -> (5/9 / (3/5 - 5/9) - 7/2) * 8/3
[1786894] ['3/5', '5/9', '5/9', '7/3', '9/2'] -> (7/3 - 5/9) / 3/5 / 5/9 * 9/2
[1786931] ['3/5', '5/9', '5/9', '7/6', '8/7'] -> (8/7 / (3/5 * 5/9) - (5/9 / 7/6)))
[1786942] ['3/5', '5/9', '5/9', '7/8', '8/7'] -> (8/7 / (3/5 * (5/9 / 7/8)) - 5/9))
[1786944] ['3/5', '5/9', '5/9', '7/8', '9/2'] -> 9/2 / (7/8 / (5/9 + 5/9) - 3/5)
[1786946] ['3/5', '5/9', '5/9', '7/8', '9/5'] -> (9/5 / (3/5 * (5/9 / 5/9)) - 7/8))
[1786962] ['3/5', '5/9', '5/9', '8/3', '8/9'] -> (8/3 / ((3/5 * /9) * 8/9) - 5/9))
[1786963] ['3/5', '5/9', '5/9', '8/3', '9/2'] -> 8/3 / (((3/5 - 5/9) * /9) * /2
)[1786968] ['3/5', '5/9', '5/9', '8/5', '8/5'] -> 8/5 / (5/9 / (3/5 * /9) - 8/5)
[1786976] ['3/5', '5/9', '5/9', '8/7', '8/7'] -> (8/7 / (3/5 * (5/9 * 8/7)) - 5/9))
[1786983] ['3/5', '5/9', '5/9', '8/9', '8/9'] -> (8/9 / (3/5 * 5/9) - (5/9 * 8/9)))
[1787013] ['3/5', '5/9', '6/5', '6/5', '8/3'] -> 8/3 / (6/5 / (3/5 + 6/5) - 5/9)
[1787018] ['3/5', '5/9', '6/5', '6/5', '9/4'] -> (6/5 + 6/5) / (3/5 - 5/9) / 9/4
[1787019] ['3/5', '5/9', '6/5', '6/5', '9/5'] -> 6/5 / (3/5 - 5/9) - 6/5 - 9/5
[1787021] ['3/5', '5/9', '6/5', '6/5', '9/8'] -> 6/5 / (((6/5 - 3/5) - 5/9) * /8
)[1787056] ['3/5', '5/9', '6/5', '7/3', '7/4'] -> 7/3 / ((5/9 - (3/5 / 6/5)) * /4
)[1787063] ['3/5', '5/9', '6/5', '7/3', '8/7'] -> 8/7 / (5/9 * (3/5 - 6/5 / 7/3))
[1787067] ['3/5', '5/9', '6/5', '7/3', '9/5'] -> 9/5 / (6/5 / (7/3 - 5/9) - 3/5)
[1787077] ['3/5', '5/9', '6/5', '7/4', '8/7'] -> 8/7 / (5/9 * (6/5 / 7/4 - 3/5))
[1787079] ['3/5', '5/9', '6/5', '7/4', '9/2'] -> 3/5 / (((5/9 + 6/5) - 7/4) * /2
)[1787080] ['3/5', '5/9', '6/5', '7/4', '9/4'] -> 7/4 / (5/9 * 6/5 - 3/5) - 9/4
[1787086] ['3/5', '5/9', '6/5', '7/5', '7/8'] -> 7/5 / (((5/9 * 6/5) - 3/5) * /8
)[1787088] ['3/5', '5/9', '6/5', '7/5', '8/3'] -> 8/3 / ((7/5 - 3/5) / 6/5 - 5/9)
[1787089] ['3/5', '5/9', '6/5', '7/5', '8/5'] -> 8/5 / (3/5 * 5/9 * (7/5 - 6/5))
[1787090] ['3/5', '5/9', '6/5', '7/5', '8/7'] -> 7/5 / (5/9 * 6/5 - 3/5) * 8/7
[1787093] ['3/5', '5/9', '6/5', '7/5', '9/4'] -> 7/5 / ((3/5 - 5/9) * /5) - 9/4
[1787098] ['3/5', '5/9', '6/5', '7/6', '7/8'] -> 7/6 / ((5/9 - (3/5 / 6/5)) * /8
)[1787100] ['3/5', '5/9', '6/5', '7/6', '8/3'] -> 8/3 / (7/6 - 3/5 / 6/5 - 5/9)
[1787104] ['3/5', '5/9', '6/5', '7/6', '9/2'] -> 6/5 / (((7/6 - 3/5) - 5/9) * /2
)[1787105] ['3/5', '5/9', '6/5', '7/6', '9/4'] -> 7/6 / (6/5 - 3/5 - 5/9) - 9/4
[1787110] ['3/5', '5/9', '6/5', '7/8', '7/9'] -> 6/5 / ((3/5 - 5/9) * /8) * 7/9
[1787118] ['3/5', '5/9', '6/5', '7/8', '9/7'] -> 6/5 / (((3/5 - 5/9) * /8) * /7
)[1787121] ['3/5', '5/9', '6/5', '7/9', '8/3'] -> 6/5 / ((7/9 - 5/9) * /5) * 8/3
[1787122] ['3/5', '5/9', '6/5', '7/9', '8/5'] -> 8/5 / (3/5 * (7/9 - 5/9 * 6/5))
[1787123] ['3/5', '5/9', '6/5', '7/9', '8/7'] -> 6/5 * 7/9 / (3/5 - 5/9) * 8/7
[1787130] ['3/5', '5/9', '6/5', '8/3', '8/3'] -> 8/3 / (8/3 - 6/5 / 3/5 - 5/9)
[1787131] ['3/5', '5/9', '6/5', '8/3', '8/5'] -> 8/5 / (3/5 * (8/3 - 5/9) - 6/5)
[1787139] ['3/5', '5/9', '6/5', '8/5', '8/5'] -> 8/5 / (8/5 - 3/5 * 5/9 - 6/5)
[1787152] ['3/5', '5/9', '6/5', '8/7', '9/7'] -> 6/5 * 8/7 / (3/5 - 5/9) / 9/7
[1787157] ['3/5', '5/9', '6/5', '8/9', '9/5'] -> 8/9 / (5/9 * 6/5 - 3/5) * 9/5
[1787168] ['3/5', '5/9', '6/5', '9/4', '9/8'] -> 3/5 / ((5/9 - (6/5 / 9/4)) * /8
)[1787171] ['3/5', '5/9', '6/5', '9/5', '9/8'] -> 9/5 / (((5/9 * 6/5) - 3/5) * /8
)[1787199] ['3/5', '5/9', '6/7', '7/2', '8/3'] -> 6/7 * 7/2 / 3/5 / 5/9 * 8/3
[1787229] ['3/5', '5/9', '6/7', '7/4', '8/5'] -> 8/5 / ((3/5 - 5/9) * 6/7 * 7/4)
[1787242] ['3/5', '5/9', '6/7', '7/5', '8/5'] -> 8/5 / (5/9 * 6/7 * 7/5 - 3/5)
[1787244] ['3/5', '5/9', '6/7', '7/5', '8/9'] -> 6/7 * 7/5 / (3/5 - 5/9) * 8/9
[1787249] ['3/5', '5/9', '6/7', '7/5', '9/8'] -> 6/7 * 7/5 / (3/5 - 5/9) / 9/8
[1787271] ['3/5', '5/9', '6/7', '7/8', '9/7'] -> 9/7 * 5/9 * 3/5 / (7/8 - 6/7)
[1787274] ['3/5', '5/9', '6/7', '7/9', '8/3'] -> 8/3 / (5/9 * (6/7 - 3/5) * 7/9)
[1787276] ['3/5', '5/9', '6/7', '7/9', '8/7'] -> 8/7 / (5/9 * (6/7 - 3/5 / 7/9))
[1787277] ['3/5', '5/9', '6/7', '7/9', '8/9'] -> 8/9 / (5/9 * (6/7 * 7/9 - 3/5))
[1787290] ['3/5', '5/9', '6/7', '8/3', '9/7'] -> 9/7 * 8/3 / (5/9 * (6/7 - 3/5))
[1787298] ['3/5', '5/9', '6/7', '8/5', '9/7'] -> 6/7 * 8/5 / (3/5 - 5/9) / 9/7
[1787300] ['3/5', '5/9', '6/7', '8/7', '8/7'] -> 8/7 / (3/5 * 5/9 + 6/7 - 8/7)
[1787310] ['3/5', '5/9', '6/7', '8/9', '9/5'] -> 9/5 / (3/5 / 6/7 - 5/9 / 8/9)
[1787333] ['3/5', '5/9', '7/2', '7/2', '7/8'] -> (7/2 + 7/2) / 3/5 / 5/9 / 7/8
[1787337] ['3/5', '5/9', '7/2', '7/2', '8/7'] -> (7/2 + 7/2) / 3/5 / 5/9 * 8/7
[1787343] ['3/5', '5/9', '7/2', '7/2', '9/8'] -> (7/2 + 7/2) / 5/9 / (9/8 - 3/5)
[1787353] ['3/5', '5/9', '7/2', '7/3', '8/9'] -> 8/9 / (5/9 * (7/3 / 7/2 - 3/5))
[1787374] ['3/5', '5/9', '7/2', '7/5', '7/6'] -> (7/5 / (3/5 - 5/9) - 7/2) / 7/6
[1787378] ['3/5', '5/9', '7/2', '7/5', '8/5'] -> 8/5 / (7/5 / 7/2 - 3/5 * 5/9)
[1787410] ['3/5', '5/9', '7/2', '7/9', '8/3'] -> 8/3 / (3/5 * 5/9 - 7/9 / 7/2)
[1787411] ['3/5', '5/9', '7/2', '7/9', '8/5'] -> 8/5 / (7/2 * (7/9 - 3/5) - 5/9)
[1787415] ['3/5', '5/9', '7/2', '7/9', '9/4'] -> 7/2 / ((7/9 - 5/9) * /5) - 9/4
[1787419] ['3/5', '5/9', '7/2', '8/3', '8/3'] -> (7/2 * 8/3 - 3/5 * 5/9) * 8/3
[1787450] ['3/5', '5/9', '7/2', '9/2', '9/4'] -> 7/2 * (9/2 / 5/9 - 3/5) - 9/4
[1787470] ['3/5', '5/9', '7/3', '7/3', '8/3'] -> (3/5 + (7/3 + 7/3) / 5/9) * 8/3
[1787501] ['3/5', '5/9', '7/3', '7/5', '9/2'] -> 9/2 / (7/5 / (7/3 - 5/9) - 3/5)
[1787526] ['3/5', '5/9', '7/3', '7/8', '9/5'] -> 9/5 / (7/8 / (5/9 * /3) - 3/5)
[1787531] ['3/5', '5/9', '7/3', '7/9', '8/5'] -> 8/5 / (3/5 * 7/3 - 5/9 - 7/9)
[1787535] ['3/5', '5/9', '7/3', '7/9', '9/4'] -> 7/3 / (5/9 - 3/5 * 7/9) - 9/4
[1787539] ['3/5', '5/9', '7/3', '8/3', '8/3'] -> 8/3 / (3/5 * 5/9 * (8/3 - 7/3))
[1787546] ['3/5', '5/9', '7/3', '8/3', '9/7'] -> 9/7 * 8/3 * 7/3 / (3/5 * 5/9)
[1787549] ['3/5', '5/9', '7/3', '8/5', '8/7'] -> 8/7 / (5/9 * (8/5 / 7/3 - 3/5))
[1787551] ['3/5', '5/9', '7/3', '8/5', '9/2'] -> (7/3 / 3/5 - 5/9) * 8/5 * 9/2
[1787564] ['3/5', '5/9', '7/3', '8/9', '9/2'] -> (5/9 + 7/3 / 3/5 + 8/9) * 9/2
[1787569] ['3/5', '5/9', '7/3', '9/2', '9/2'] -> 3/5 + 7/3 * 9/2 / 5/9 + 9/2
[1787571] ['3/5', '5/9', '7/3', '9/2', '9/5'] -> (7/3 - 5/9) * 9/2 / 3/5 * 9/5
[1787580] ['3/5', '5/9', '7/3', '9/5', '9/8'] -> 3/5 / (((5/9 + 9/5) - 7/3) * /8
)[1787617] ['3/5', '5/9', '7/4', '7/6', '8/9'] -> 8/9 / (5/9 * (7/6 / 7/4 - 3/5))
[1787635] ['3/5', '5/9', '7/4', '7/9', '8/3'] -> 8/3 / (7/9 / 7/4 - 3/5 * 5/9)
[1787636] ['3/5', '5/9', '7/4', '7/9', '8/5'] -> 8/5 / (3/5 * (5/9 - 7/9 / 7/4))
[1787644] ['3/5', '5/9', '7/4', '8/3', '8/3'] -> (3/5 + 7/4 * 8/3 / 5/9) * 8/3
[1787706] ['3/5', '5/9', '7/5', '7/6', '8/5'] -> 8/5 / (5/9 * 7/5 / 7/6 - 3/5)
[1787707] ['3/5', '5/9', '7/5', '7/6', '8/7'] -> 8/7 / (5/9 / 7/6 - 3/5 / 7/5)
[1787708] ['3/5', '5/9', '7/5', '7/6', '8/9'] -> 7/5 / ((3/5 - 5/9) * /6) * 8/9
[1787713] ['3/5', '5/9', '7/5', '7/6', '9/8'] -> 7/5 / (((3/5 - 5/9) * /6) * /8
)[1787715] ['3/5', '5/9', '7/5', '7/8', '7/9'] -> 7/9 / (5/9 * (7/8 / 3/5 - 7/5))
[1787716] ['3/5', '5/9', '7/5', '7/8', '8/3'] -> 8/3 / ((5/9 - 3/5 / 7/5) * 7/8)
[1787728] ['3/5', '5/9', '7/5', '7/9', '8/7'] -> 8/7 / ((3/5 + 5/9) / 7/5 - 7/9)
[1787736] ['3/5', '5/9', '7/5', '8/3', '8/5'] -> 8/3 / (5/9 * 7/5 - 3/5) * 8/5
[1787737] ['3/5', '5/9', '7/5', '8/3', '8/7'] -> 8/3 / (5/9 - 3/5 / 7/5) * 8/7
[1787744] ['3/5', '5/9', '7/5', '8/5', '8/5'] -> 8/5 / (3/5 * 5/9 * (8/5 - 7/5))
[1787769] ['3/5', '5/9', '7/5', '9/2', '9/8'] -> (7/5 / (3/5 - 5/9) - 9/2) / 9/8
[1787807] ['3/5', '5/9', '7/6', '7/9', '8/9'] -> 8/9 / (5/9 * (7/9 / 7/6 - 3/5))
[1787817] ['3/5', '5/9', '7/6', '8/3', '9/2'] -> 9/2 / (7/6 / (5/9 * /3) - 3/5)
[1787828] ['3/5', '5/9', '7/6', '8/5', '9/7'] -> 8/5 / (((3/5 - 5/9) * /6) * /7
)[1787840] ['3/5', '5/9', '7/6', '8/9', '9/5'] -> 9/5 / (3/5 * 7/6 - 5/9 / 8/9)
[1787857] ['3/5', '5/9', '7/6', '9/8', '9/8'] -> 7/6 / (3/5 - 5/9) - 9/8 - 9/8
[1787873] ['3/5', '5/9', '7/8', '7/9', '8/9'] -> 8/9 / (5/9 / 3/5 - 7/9 / 7/8)
[1787880] ['3/5', '5/9', '7/8', '8/3', '8/5'] -> 8/5 / (7/8 - 5/9 / 8/3 - 3/5)
[1787893] ['3/5', '5/9', '7/8', '8/5', '9/5'] -> 3/5 / (((5/9 * 8/5) - 7/8) * /5
)[1787915] ['3/5', '5/9', '7/8', '9/4', '9/5'] -> 9/5 / (9/4 - 7/8 / 5/9 - 3/5)
[1787918] ['3/5', '5/9', '7/8', '9/5', '9/5'] -> 9/5 / (3/5 * (5/9 * 9/5 - 7/8))
[1787928] ['3/5', '5/9', '7/9', '7/9', '8/9'] -> 8/9 / (5/9 + 7/9 - 7/9 / 3/5)
[1787934] ['3/5', '5/9', '7/9', '8/3', '8/3'] -> 8/3 / (3/5 * 5/9 * 8/3 - 7/9)
[1787937] ['3/5', '5/9', '7/9', '8/3', '8/9'] -> 8/3 / ((7/9 - 3/5) * /9) * 8/9
[1787938] ['3/5', '5/9', '7/9', '8/3', '9/2'] -> (3/5 + 7/9 / 5/9) * 8/3 * 9/2
[1787940] ['3/5', '5/9', '7/9', '8/3', '9/5'] -> 9/5 / (3/5 - 7/9 / (5/9 * /3)
)[1787942] ['3/5', '5/9', '7/9', '8/3', '9/8'] -> 8/3 / (((7/9 - 3/5) * /9) * /8
)[1787943] ['3/5', '5/9', '7/9', '8/5', '8/5'] -> 8/5 / (3/5 * (5/9 * 8/5 - 7/9))
[1787951] ['3/5', '5/9', '7/9', '8/7', '8/7'] -> 8/7 / (5/9 / (3/5 * /9) - 8/7)
[1787952] ['3/5', '5/9', '7/9', '8/7', '8/9'] -> 8/9 / (5/9 / 3/5 - 7/9 * 8/7)
[1787955] ['3/5', '5/9', '7/9', '8/7', '9/5'] -> 9/5 / (3/5 * (7/9 / 8/7 - 5/9))
[1787958] ['3/5', '5/9', '7/9', '8/9', '8/9'] -> 8/9 / (3/5 * 5/9 * (8/9 - 7/9))
[1787982] ['3/5', '5/9', '8/3', '8/3', '8/9'] -> 8/3 * 8/3 / 3/5 / 5/9 / 8/9
[1787983] ['3/5', '5/9', '8/3', '8/3', '9/2'] -> (8/3 / (3/5 * /9) - 8/3) * 9/2
[1787984] ['3/5', '5/9', '8/3', '8/3', '9/4'] -> (8/3 / (3/5 * /9) + 8/3) * 9/4
[1787987] ['3/5', '5/9', '8/3', '8/3', '9/8'] -> 8/3 * 8/3 / 3/5 / 5/9 * 9/8
[1787992] ['3/5', '5/9', '8/3', '8/5', '9/4'] -> (8/3 / 5/9 + 8/5) / 3/5 * 9/4
[1788005] ['3/5', '5/9', '8/3', '8/9', '9/4'] -> (8/3 + 8/9) / 3/5 / 5/9 * 9/4
[1788006] ['3/5', '5/9', '8/3', '8/9', '9/5'] -> 8/3 / ((8/9 - 5/9) * /5) * 9/5
[1788027] ['3/5', '5/9', '8/5', '8/5', '9/2'] -> (8/5 + 8/5) * (9/2 / 5/9 - 3/5)
[1788040] ['3/5', '5/9', '8/5', '8/9', '9/2'] -> (8/5 + 8/9 / 5/9) / 3/5 * 9/2
[1788042] ['3/5', '5/9', '8/5', '8/9', '9/5'] -> 8/5 / (((5/9 / 3/5) - 8/9) * /5
)[1788062] ['3/5', '5/9', '8/7', '8/7', '9/2'] -> (8/7 / 5/9 + 8/7) / 3/5 * 9/2
[1788071] ['3/5', '5/9', '8/7', '8/9', '9/7'] -> 8/7 / (((5/9 / 3/5) - 8/9) * /7
)[1788088] ['3/5', '5/9', '8/9', '8/9', '8/9'] -> 8/9 / (8/9 / 3/5 - 5/9 - 8/9)
[1788089] ['3/5', '5/9', '8/9', '8/9', '9/2'] -> (8/9 + 8/9) / 3/5 / 5/9 * 9/2
[1788109] ['3/5', '5/9', '9/2', '9/2', '9/2'] -> (3/5 + 9/2 + 9/2) * 5/9 * 9/2
[1788110] ['3/5', '5/9', '9/2', '9/2', '9/4'] -> (3/5 * 5/9 + 9/2) * 9/2 + 9/4
