[1570497] ['2/9', '3/7', '3/7', '3/8', '8/7'] -> (3/7 + 8/7) / (3/7 * (3/8 - 2/9))
[1579674] ['2/9', '3/8', '5/9', '8/3', '8/3'] -> 8/3 / ((2/9 + 3/8 - 5/9) * 8/3)
[1579675] ['2/9', '3/8', '5/9', '8/3', '8/5'] -> 8/5 / ((2/9 / 5/9 - 3/8) * 8/3)
[1579678] ['2/9', '3/8', '5/9', '8/3', '9/2'] -> (8/3 - 5/9 / 3/8) / 2/9 * 9/2
[1579681] ['2/9', '3/8', '5/9', '8/3', '9/7'] -> 9/7 / (2/9 / (5/9 / 3/8 + 8/3))
[1579686] ['2/9', '3/8', '5/9', '8/5', '9/2'] -> (2/9 / 5/9 + 8/5) / 3/8 * 9/2
[1579687] ['2/9', '3/8', '5/9', '8/5', '9/4'] -> 5/9 * 8/5 / 2/9 / 3/8 * 9/4
[1579690] ['2/9', '3/8', '5/9', '8/5', '9/8'] -> 9/8 / (3/8 * (5/9 / 8/5 - 2/9))
[1579691] ['2/9', '3/8', '5/9', '8/7', '8/7'] -> 8/7 / ((2/9 + 3/8 - 5/9) * 8/7)
[1579692] ['2/9', '3/8', '5/9', '8/7', '8/9'] -> 8/9 / (5/9 - 2/9 / 3/8 / 8/7)
[1579696] ['2/9', '3/8', '5/9', '8/7', '9/7'] -> 8/7 / (2/9 / 3/8 - 5/9) / 9/7
[1579700] ['2/9', '3/8', '5/9', '8/9', '9/4'] -> (5/9 / 3/8 + 8/9) / 2/9 * 9/4
[1579701] ['2/9', '3/8', '5/9', '8/9', '9/5'] -> 9/5 / (2/9 / 5/9 / 8/9 - 3/8)
[1579703] ['2/9', '3/8', '5/9', '8/9', '9/8'] -> 9/8 / ((2/9 + 3/8 - 5/9) / 8/9)
[1579707] ['2/9', '3/8', '5/9', '9/2', '9/7'] -> 9/7 / (3/8 / (5/9 / 2/9 + 9/2))
[1579713] ['2/9', '3/8', '5/9', '9/5', '9/5'] -> 9/5 / (2/9 + 3/8 - 5/9) / 9/5
[1579718] ['2/9', '3/8', '5/9', '9/8', '9/8'] -> 9/8 / (2/9 + 3/8 - 5/9) / 9/8
[1579719] ['2/9', '3/8', '6/5', '6/5', '6/5'] -> (6/5 + 6/5) / 2/9 / 3/8 / 6/5
[1579728] ['2/9', '3/8', '6/5', '6/5', '8/3'] -> (6/5 / 3/8 - 6/5) / 2/9 * 8/3
[1579734] ['2/9', '3/8', '6/5', '6/5', '9/5'] -> 6/5 + 6/5 + 9/5 / 2/9 / 3/8
[1579762] ['2/9', '3/8', '6/5', '7/2', '8/5'] -> 8/5 / (2/9 * (7/2 - 6/5 / 3/8))
[1579767] ['2/9', '3/8', '6/5', '7/2', '9/5'] -> (6/5 + 7/2 / 2/9 / 3/8) / 9/5
[1579772] ['2/9', '3/8', '6/5', '7/3', '7/5'] -> 6/5 * 7/3 / 2/9 / 3/8 / 7/5
[1579790] ['2/9', '3/8', '6/5', '7/4', '8/3'] -> 6/5 * (7/4 / 2/9 - 3/8) * 8/3
[1579794] ['2/9', '3/8', '6/5', '7/4', '9/2'] -> 6/5 * (7/4 / 3/8 - 2/9) * 9/2
[1579796] ['2/9', '3/8', '6/5', '7/4', '9/5'] -> 9/5 / (6/5 * (7/4 - 3/8 / 2/9))
[1579808] ['2/9', '3/8', '6/5', '7/5', '9/4'] -> (6/5 / 2/9 - 7/5) / 3/8 * 9/4
[1579837] ['2/9', '3/8', '6/5', '7/9', '8/5'] -> 8/5 / (7/9 - 2/9 * 6/5 / 3/8)
[1579842] ['2/9', '3/8', '6/5', '7/9', '9/5'] -> 9/5 / (3/8 * (6/5 - 2/9 - 7/9))
[1579845] ['2/9', '3/8', '6/5', '8/3', '8/3'] -> 8/3 / 2/9 / 3/8 / 6/5 - 8/3
[1579849] ['2/9', '3/8', '6/5', '8/3', '9/2'] -> (8/3 / 6/5 - 2/9) / 3/8 * 9/2
[1579854] ['2/9', '3/8', '6/5', '8/5', '8/5'] -> 8/5 / (3/8 * (8/5 - 2/9 - 6/5))
[1579860] ['2/9', '3/8', '6/5', '8/5', '9/7'] -> 9/7 / (3/8 / (6/5 / 2/9 + 8/5))
[1579872] ['2/9', '3/8', '6/5', '8/9', '9/5'] -> 9/5 / (3/8 - 2/9 * 6/5 / 8/9)
[1579877] ['2/9', '3/8', '6/5', '9/2', '9/5'] -> 9/5 / (3/8 * (6/5 - 2/9 * 9/2))
[1579886] ['2/9', '3/8', '6/5', '9/5', '9/8'] -> (6/5 + 9/5 / 3/8) / 2/9 / 9/8
[1579890] ['2/9', '3/8', '6/7', '6/7', '6/7'] -> (6/7 + 6/7) / 2/9 / 3/8 / 6/7
[1579895] ['2/9', '3/8', '6/7', '6/7', '7/6'] -> (6/7 + 6/7) / 2/9 / 3/8 * 7/6
[1579908] ['2/9', '3/8', '6/7', '7/2', '7/3'] -> 7/3 / (2/9 - 3/8 / 6/7 / 7/2)
[1579919] ['2/9', '3/8', '6/7', '7/2', '9/4'] -> (7/2 / 3/8 / 6/7 - 2/9) * 9/4
[1579938] ['2/9', '3/8', '6/7', '7/4', '7/4'] -> 6/7 / (7/4 - 3/8 / 2/9) * 7/4
[1579939] ['2/9', '3/8', '6/7', '7/4', '7/5'] -> 7/5 / (2/9 / (7/4 / 3/8 - 6/7))
[1579940] ['2/9', '3/8', '6/7', '7/4', '7/6'] -> 7/6 / (3/8 / 6/7 - 2/9 * 7/4)
[1579950] ['2/9', '3/8', '6/7', '7/4', '9/7'] -> 9/7 / (6/7 * (7/4 - 3/8 / 2/9))
[1579979] ['2/9', '3/8', '6/7', '7/8', '8/3'] -> 6/7 * 7/8 / 2/9 / 3/8 * 8/3
[1579984] ['2/9', '3/8', '6/7', '7/8', '9/4'] -> 9/4 / (2/9 * (6/7 - 3/8) * 7/8)
[1579988] ['2/9', '3/8', '6/7', '7/9', '7/9'] -> 7/9 / (3/8 * 7/9 - 2/9 / 6/7)
[1579996] ['2/9', '3/8', '6/7', '7/9', '9/7'] -> 9/7 / (3/8 * (2/9 + 7/9 - 6/7))
[1580001] ['2/9', '3/8', '6/7', '8/3', '8/9'] -> 8/3 / (6/7 - 3/8) / 2/9 - 8/9
[1580012] ['2/9', '3/8', '6/7', '8/5', '9/5'] -> 9/5 / (6/7 * (3/8 / 2/9 - 8/5))
[1580018] ['2/9', '3/8', '6/7', '8/7', '9/4'] -> 8/7 / (6/7 - 3/8) / 2/9 * 9/4
[1580019] ['2/9', '3/8', '6/7', '8/7', '9/5'] -> (6/7 / 2/9 + 8/7) / 3/8 * 9/5
[1580023] ['2/9', '3/8', '6/7', '8/9', '9/2'] -> 9/2 / (3/8 / 6/7 - 2/9 / 8/9)
[1580026] ['2/9', '3/8', '6/7', '8/9', '9/7'] -> 9/7 / (3/8 * (8/9 - 6/7) / 2/9)
[1580028] ['2/9', '3/8', '6/7', '9/2', '9/2'] -> (2/9 * 3/8 + 9/2 / 6/7) * 9/2
[1580031] ['2/9', '3/8', '6/7', '9/2', '9/7'] -> 9/7 / (3/8 * (2/9 * 9/2 - 6/7))
[1580043] ['2/9', '3/8', '7/2', '7/2', '7/2'] -> (7/2 + 7/2) / 2/9 / 3/8 / 7/2
[1580050] ['2/9', '3/8', '7/2', '7/2', '8/3'] -> (7/2 + 7/2) / (3/8 - 2/9 / 8/3)
[1580053] ['2/9', '3/8', '7/2', '7/2', '8/9'] -> (7/2 + 7/2) / (8/9 - 2/9 - 3/8)
[1580055] ['2/9', '3/8', '7/2', '7/2', '9/4'] -> (7/2 / 3/8 - 7/2) / 2/9 - 9/4
[1580063] ['2/9', '3/8', '7/2', '7/3', '7/8'] -> 7/2 * (7/3 / 3/8 - 2/9) / 7/8
[1580067] ['2/9', '3/8', '7/2', '7/3', '8/7'] -> 7/2 * (7/3 / 3/8 - 2/9) * 8/7
[1580069] ['2/9', '3/8', '7/2', '7/3', '9/2'] -> 9/2 / (3/8 / 2/9 - 7/2 / 7/3)
[1580072] ['2/9', '3/8', '7/2', '7/3', '9/7'] -> 9/7 / (3/8 / (7/3 / 2/9 - 7/2))
[1580076] ['2/9', '3/8', '7/2', '7/4', '7/6'] -> 7/6 / (7/2 * (2/9 * 7/4 - 3/8))
[1580077] ['2/9', '3/8', '7/2', '7/4', '7/8'] -> (7/2 - 7/4) / 2/9 / 3/8 / 7/8
[1580081] ['2/9', '3/8', '7/2', '7/4', '8/7'] -> (7/2 - 7/4) / 2/9 / 3/8 * 8/7
[1580083] ['2/9', '3/8', '7/2', '7/4', '9/2'] -> (2/9 * 3/8 + 7/2 + 7/4) * 9/2
[1580084] ['2/9', '3/8', '7/2', '7/4', '9/4'] -> 7/2 * (7/4 / 2/9 - 3/8) - 9/4
[1580093] ['2/9', '3/8', '7/2', '7/5', '8/5'] -> 8/5 / (3/8 * (7/5 / 7/2 - 2/9))
[1580101] ['2/9', '3/8', '7/2', '7/6', '7/6'] -> (7/2 - 7/6) / 2/9 / 3/8 / 7/6
[1580103] ['2/9', '3/8', '7/2', '7/6', '7/9'] -> 7/9 / (2/9 * (3/8 * 7/2 - 7/6))
[1580108] ['2/9', '3/8', '7/2', '7/6', '9/2'] -> 2/9 / (3/8 - 7/6 / 7/2) * 9/2
[1580109] ['2/9', '3/8', '7/2', '7/6', '9/4'] -> (7/2 * 7/6 / 3/8 - 2/9) * 9/4
[1580113] ['2/9', '3/8', '7/2', '7/8', '7/8'] -> 7/8 / (3/8 * (7/8 - 2/9 * 7/2))
[1580120] ['2/9', '3/8', '7/2', '7/8', '9/4'] -> (7/2 + 7/8 / 3/8) / 2/9 - 9/4
[1580124] ['2/9', '3/8', '7/2', '7/9', '7/9'] -> (7/2 + 7/9 / 2/9) / 3/8 / 7/9
[1580130] ['2/9', '3/8', '7/2', '7/9', '9/4'] -> 7/2 / 2/9 / 3/8 / 7/9 / 9/4
[1580132] ['2/9', '3/8', '7/2', '7/9', '9/7'] -> 9/7 / (3/8 / (7/2 + 7/9 / 2/9))
[1580147] ['2/9', '3/8', '7/2', '8/5', '9/4'] -> 7/2 / 2/9 / 3/8 / 8/5 - 9/4
[1580161] ['2/9', '3/8', '7/2', '8/9', '9/5'] -> (7/2 / 3/8 + 8/9 / 2/9) * 9/5
[1580171] ['2/9', '3/8', '7/2', '9/4', '9/7'] -> 9/7 / (2/9 * 3/8 * 9/4 / 7/2)
[1580179] ['2/9', '3/8', '7/3', '7/3', '7/3'] -> (7/3 + 7/3) / 2/9 / 3/8 / 7/3
[1580183] ['2/9', '3/8', '7/3', '7/3', '7/8'] -> 7/3 * 7/3 / 2/9 + 3/8 - 7/8
[1580193] ['2/9', '3/8', '7/3', '7/3', '9/8'] -> (7/3 + 7/3) / 2/9 + 9/8 / 3/8
[1580196] ['2/9', '3/8', '7/3', '7/4', '7/6'] -> 7/6 / (2/9 * 3/8 * (7/3 - 7/4))
[1580198] ['2/9', '3/8', '7/3', '7/4', '7/9'] -> 7/9 / (7/3 * (2/9 * 7/4 - 3/8))
[1580199] ['2/9', '3/8', '7/3', '7/4', '8/3'] -> 7/4 / 2/9 / 3/8 / 7/3 * 8/3
[1580227] ['2/9', '3/8', '7/3', '7/6', '8/9'] -> (7/3 / 2/9 - 7/6) / 3/8 - 8/9
[1580248] ['2/9', '3/8', '7/3', '7/9', '8/9'] -> 8/9 / (7/3 - 7/9 / 3/8 - 2/9)
[1580249] ['2/9', '3/8', '7/3', '7/9', '9/2'] -> 2/9 / (3/8 - 7/9 / 7/3) * 9/2
[1580254] ['2/9', '3/8', '7/3', '8/3', '8/3'] -> 8/3 / (2/9 * (7/3 / 8/3 - 3/8))
[1580255] ['2/9', '3/8', '7/3', '8/3', '8/5'] -> (7/3 + 3/8 * 8/3) / 2/9 * 8/5
[1580257] ['2/9', '3/8', '7/3', '8/3', '8/9'] -> (7/3 / 2/9 - 3/8) * 8/3 * 8/9
[1580258] ['2/9', '3/8', '7/3', '8/3', '9/2'] -> 2/9 / (3/8 + 7/3 - 8/3) * 9/2
[1580266] ['2/9', '3/8', '7/3', '8/5', '9/2'] -> (3/8 + 7/3) * 8/5 / 2/9 + 9/2
[1580278] ['2/9', '3/8', '7/3', '8/9', '8/9'] -> 7/3 * 8/9 / 2/9 / 3/8 - 8/9
[1580279] ['2/9', '3/8', '7/3', '8/9', '9/2'] -> (7/3 / 3/8 - 2/9) * 8/9 * 9/2
[1580282] ['2/9', '3/8', '7/3', '8/9', '9/7'] -> 9/7 / ((3/8 - 2/9 / 8/9) / 7/3)
[1580287] ['2/9', '3/8', '7/3', '9/2', '9/7'] -> 9/7 / (2/9 * 9/2 / 7/3 - 3/8)
[1580288] ['2/9', '3/8', '7/3', '9/2', '9/8'] -> (7/3 / 3/8 - 2/9) * 9/2 / 9/8
[1580289] ['2/9', '3/8', '7/3', '9/4', '9/4'] -> (7/3 / 2/9 + 3/8 / 9/4) * 9/4
[1580291] ['2/9', '3/8', '7/3', '9/4', '9/7'] -> 9/7 / ((2/9 * 9/4 - 3/8) / 7/3)
[1580301] ['2/9', '3/8', '7/4', '7/4', '7/6'] -> 7/4 / (7/4 - 3/8 / 2/9) / 7/6
[1580302] ['2/9', '3/8', '7/4', '7/4', '7/8'] -> 7/4 / 2/9 / 3/8 / (7/4 - 7/8)
[1580318] ['2/9', '3/8', '7/4', '7/5', '8/5'] -> 7/4 / 2/9 / 3/8 / 7/5 * 8/5
[1580333] ['2/9', '3/8', '7/4', '7/6', '9/2'] -> 9/2 / (3/8 / 2/9 - 7/4 / 7/6)
[1580334] ['2/9', '3/8', '7/4', '7/6', '9/4'] -> (7/4 / 3/8 + 7/6) / 2/9 - 9/4
[1580347] ['2/9', '3/8', '7/4', '7/8', '9/7'] -> 9/7 / (3/8 / (7/4 / 2/9 - 7/8))
[1580353] ['2/9', '3/8', '7/4', '7/9', '8/9'] -> 7/4 / 2/9 / 3/8 / 7/9 * 8/9
[1580354] ['2/9', '3/8', '7/4', '7/9', '9/2'] -> 7/9 / 2/9 / 3/8 / 7/4 * 9/2
[1580358] ['2/9', '3/8', '7/4', '7/9', '9/8'] -> 7/4 / 2/9 / 3/8 / 7/9 / 9/8
[1580359] ['2/9', '3/8', '7/4', '8/3', '8/3'] -> (7/4 / 3/8 - 8/3) / 2/9 * 8/3
[1580362] ['2/9', '3/8', '7/4', '8/3', '8/9'] -> 8/9 / ((2/9 * 7/4 - 3/8) * 8/3)
[1580363] ['2/9', '3/8', '7/4', '8/3', '9/2'] -> (7/4 + 8/3) / 2/9 - 3/8 + 9/2
[1580368] ['2/9', '3/8', '7/4', '8/5', '8/5'] -> 8/5 / (7/4 - 2/9 * 3/8 - 8/5)
[1580387] ['2/9', '3/8', '7/4', '8/9', '9/7'] -> 9/7 / (2/9 * 3/8 / 7/4 / 8/9)
[1580392] ['2/9', '3/8', '7/4', '9/2', '9/7'] -> 9/2 / 2/9 / 3/8 / 7/4 / 9/7
[1580397] ['2/9', '3/8', '7/4', '9/4', '9/8'] -> (7/4 / 2/9 + 9/4) / 3/8 / 9/8
[1580402] ['2/9', '3/8', '7/4', '9/7', '9/8'] -> 7/4 * 9/7 / 2/9 / 3/8 / 9/8
[1580404] ['2/9', '3/8', '7/5', '7/5', '7/5'] -> (7/5 + 7/5) / 2/9 / 3/8 / 7/5
[1580430] ['2/9', '3/8', '7/5', '7/8', '7/9'] -> 7/9 / (7/8 / 7/5 - 2/9 / 3/8)
[1580444] ['2/9', '3/8', '7/5', '7/9', '8/9'] -> 8/9 / (2/9 / 3/8 - 7/9 / 7/5)
[1580451] ['2/9', '3/8', '7/5', '8/3', '8/5'] -> 8/5 / ((7/5 - 2/9) / 8/3 - 3/8)
[1580452] ['2/9', '3/8', '7/5', '8/3', '8/7'] -> 8/3 / 2/9 / 3/8 / 7/5 + 8/7
[1580495] ['2/9', '3/8', '7/6', '7/6', '7/6'] -> (7/6 + 7/6) / 2/9 / 3/8 / 7/6
[1580509] ['2/9', '3/8', '7/6', '7/8', '8/3'] -> 7/8 / 2/9 / 3/8 / 7/6 * 8/3
[1580523] ['2/9', '3/8', '7/6', '7/9', '9/2'] -> 9/2 / (3/8 / 2/9 - 7/6 / 7/9)
[1580529] ['2/9', '3/8', '7/6', '8/3', '8/5'] -> (3/8 + 7/6 / 2/9) * 8/3 * 8/5
[1580531] ['2/9', '3/8', '7/6', '8/3', '8/9'] -> 8/9 / (2/9 * (7/6 - 3/8 * 8/3))
[1580532] ['2/9', '3/8', '7/6', '8/3', '9/2'] -> 9/2 / (3/8 / 2/9 + 7/6 - 8/3)
[1580540] ['2/9', '3/8', '7/6', '8/5', '9/2'] -> (2/9 + 7/6 / 3/8) * 8/5 * 9/2
[1580542] ['2/9', '3/8', '7/6', '8/5', '9/5'] -> 7/6 / (3/8 / 2/9 - 8/5) * 9/5
[1580546] ['2/9', '3/8', '7/6', '8/7', '8/9'] -> 2/9 / (7/6 - 8/7) / 3/8 - 8/9
[1580562] ['2/9', '3/8', '7/6', '9/2', '9/8'] -> (7/6 + 9/2) / 2/9 - 3/8 - 9/8
[1580565] ['2/9', '3/8', '7/6', '9/4', '9/7'] -> 9/7 / (2/9 * 9/4 / 7/6 - 3/8)
[1580573] ['2/9', '3/8', '7/8', '7/8', '7/8'] -> (7/8 + 7/8) / 2/9 / 3/8 / 7/8
[1580577] ['2/9', '3/8', '7/8', '7/8', '8/7'] -> (7/8 + 7/8) / 2/9 / 3/8 * 8/7
[1580588] ['2/9', '3/8', '7/8', '7/9', '8/9'] -> 8/9 / ((7/8 - 7/9) / 3/8 - 2/9)
[1580590] ['2/9', '3/8', '7/8', '7/9', '9/4'] -> 7/9 / 2/9 / 3/8 / 7/8 * 9/4
[1580593] ['2/9', '3/8', '7/8', '7/9', '9/8'] -> 9/8 / (3/8 * (2/9 + 7/9 - 7/8))
[1580594] ['2/9', '3/8', '7/8', '8/3', '8/3'] -> 8/3 / (8/3 - 7/8 / 3/8 - 2/9)
[1580595] ['2/9', '3/8', '7/8', '8/3', '8/5'] -> (3/8 + 7/8) * 8/3 / 2/9 * 8/5
[1580628] ['2/9', '3/8', '7/8', '9/2', '9/8'] -> 9/8 / (3/8 * (2/9 * 9/2 - 7/8))
[1580631] ['2/9', '3/8', '7/8', '9/4', '9/7'] -> 9/4 / 2/9 / 3/8 / 7/8 / 9/7
[1580639] ['2/9', '3/8', '7/9', '7/9', '7/9'] -> (7/9 + 7/9) / 2/9 / 3/8 / 7/9
[1580647] ['2/9', '3/8', '7/9', '7/9', '9/7'] -> (7/9 + 7/9) / 2/9 / 3/8 * 9/7
[1580652] ['2/9', '3/8', '7/9', '8/3', '8/9'] -> 7/9 * 8/3 / 2/9 / 3/8 - 8/9
[1580653] ['2/9', '3/8', '7/9', '8/3', '9/2'] -> ((2/9 + 7/9) / 3/8 + 8/3) * 9/2
[1580657] ['2/9', '3/8', '7/9', '8/3', '9/8'] -> 9/8 / (2/9 / (7/9 / 3/8 + 8/3))
[1580669] ['2/9', '3/8', '7/9', '8/7', '9/4'] -> 7/9 * 8/7 / 2/9 / 3/8 * 9/4
[1580671] ['2/9', '3/8', '7/9', '8/7', '9/7'] -> 9/7 / (3/8 * (8/7 - 2/9 - 7/9))
[1580673] ['2/9', '3/8', '7/9', '8/9', '8/9'] -> 8/9 / (3/8 * 7/9 * 8/9 - 2/9)
[1580676] ['2/9', '3/8', '7/9', '8/9', '9/5'] -> (7/9 / 3/8 + 8/9) / 2/9 * 9/5
[1580677] ['2/9', '3/8', '7/9', '8/9', '9/7'] -> 9/7 / (3/8 - 2/9 / 7/9 / 8/9)
[1580683] ['2/9', '3/8', '7/9', '9/2', '9/8'] -> 9/8 / (3/8 / (7/9 / 2/9 + 9/2))
[1580693] ['2/9', '3/8', '7/9', '9/8', '9/8'] -> 9/8 / (3/8 * (9/8 - 2/9 - 7/9))
[1580702] ['2/9', '3/8', '8/3', '8/3', '9/8'] -> 8/3 * 8/3 / 2/9 * (9/8 - 3/8)
[1580716] ['2/9', '3/8', '8/3', '8/7', '9/7'] -> (8/3 / 2/9 / 3/8 - 8/7) / 9/7
[1580720] ['2/9', '3/8', '8/3', '8/9', '9/4'] -> 8/3 / (8/9 - 2/9) / 3/8 * 9/4
[1580721] ['2/9', '3/8', '8/3', '8/9', '9/5'] -> (8/3 + 8/9 / 2/9 / 3/8) * 9/5
[1580724] ['2/9', '3/8', '8/3', '9/2', '9/2'] -> (8/3 + 2/9 * 9/2 / 3/8) * 9/2
[1580729] ['2/9', '3/8', '8/3', '9/4', '9/4'] -> (8/3 + 9/4) / 2/9 - 3/8 + 9/4
[1580730] ['2/9', '3/8', '8/3', '9/4', '9/5'] -> (2/9 + (8/3 + 9/4) / 3/8) * 9/5
[1580732] ['2/9', '3/8', '8/3', '9/4', '9/8'] -> 9/8 / ((2/9 * 9/4 - 3/8) / 8/3)
[1580738] ['2/9', '3/8', '8/3', '9/8', '9/8'] -> 9/8 / ((3/8 - 2/9 * 9/8) / 8/3)
[1580739] ['2/9', '3/8', '8/5', '8/5', '8/5'] -> (8/5 + 8/5) / 2/9 / 3/8 / 8/5
[1580754] ['2/9', '3/8', '8/5', '8/9', '8/9'] -> 8/9 / (2/9 / 3/8 - 8/9 / 8/5)
[1580766] ['2/9', '3/8', '8/5', '9/4', '9/5'] -> 8/5 * 9/4 / 2/9 / 3/8 / 9/5
[1580775] ['2/9', '3/8', '8/7', '8/7', '8/7'] -> (8/7 + 8/7) / 2/9 / 3/8 / 8/7
[1580778] ['2/9', '3/8', '8/7', '8/7', '9/4'] -> (8/7 / 2/9 - 8/7) / 3/8 * 9/4
[1580795] ['2/9', '3/8', '8/7', '9/4', '9/7'] -> 8/7 * 9/4 / 2/9 / 3/8 / 9/7
[1580803] ['2/9', '3/8', '8/9', '8/9', '8/9'] -> (8/9 + 8/9) / 2/9 / 3/8 / 8/9
[1580804] ['2/9', '3/8', '8/9', '8/9', '9/2'] -> (2/9 + 8/9 + 8/9) / 3/8 * 9/2
[1580805] ['2/9', '3/8', '8/9', '8/9', '9/4'] -> 9/4 / (3/8 - 2/9 / 8/9 / 8/9)
[1580808] ['2/9', '3/8', '8/9', '8/9', '9/8'] -> (8/9 + 8/9) / 2/9 / 3/8 * 9/8
[1580810] ['2/9', '3/8', '8/9', '9/2', '9/4'] -> (3/8 * 8/9 + 9/2) / 2/9 + 9/4
[1580811] ['2/9', '3/8', '8/9', '9/2', '9/5'] -> (2/9 + 8/9) * 9/2 / 3/8 * 9/5
[1580818] ['2/9', '3/8', '8/9', '9/5', '9/5'] -> 9/5 / (2/9 * 9/5 / 8/9 - 3/8)
[1580821] ['2/9', '3/8', '8/9', '9/7', '9/7'] -> 9/7 / (3/8 - 2/9 * 9/7 / 8/9)
[1580823] ['2/9', '3/8', '8/9', '9/8', '9/8'] -> 3/8 / (9/8 - 2/9 - 8/9) / 9/8
[1580825] ['2/9', '3/8', '9/2', '9/2', '9/4'] -> 9/2 / 2/9 / 3/8 / (9/2 - 9/4)
[1580828] ['2/9', '3/8', '9/2', '9/2', '9/8'] -> 3/8 + 9/2 / 2/9 + 9/2 - 9/8
[1580830] ['2/9', '3/8', '9/2', '9/4', '9/5'] -> (9/2 + 2/9 * 9/4) / 3/8 * 9/5
[1580839] ['2/9', '3/8', '9/4', '9/4', '9/4'] -> (9/4 + 9/4) / 2/9 / 3/8 / 9/4
[1580849] ['2/9', '3/8', '9/5', '9/5', '9/5'] -> (9/5 + 9/5) / 2/9 / 3/8 / 9/5
[1580855] ['2/9', '3/8', '9/7', '9/7', '9/7'] -> (9/7 + 9/7) / 2/9 / 3/8 / 9/7
[1580860] ['2/9', '4/3', '4/3', '4/3', '4/5'] -> 4/3 / ((4/3 - 2/9) / 4/5 - 4/3)
[1580869] ['2/9', '4/3', '4/3', '4/3', '5/9'] -> ((4/3 + 4/3) / 2/9 + 4/3) / 5/9
[1580876] ['2/9', '4/3', '4/3', '4/3', '7/6'] -> 4/3 / (2/9 + 4/3 / 4/3 - 7/6)
[1580877] ['2/9', '4/3', '4/3', '4/3', '7/8'] -> 4/3 / (2/9 + 4/3 * 7/8 - 4/3)
[1580878] ['2/9', '4/3', '4/3', '4/3', '7/9'] -> 4/3 / ((4/3 - 2/9) / 4/3 - 7/9)
[1580881] ['2/9', '4/3', '4/3', '4/3', '8/7'] -> 4/3 / (2/9 + 4/3 / 8/7 - 4/3)
[1580883] ['2/9', '4/3', '4/3', '4/3', '9/2'] -> 4/3 * 4/3 / (4/3 / 9/2 - 2/9)
[1580885] ['2/9', '4/3', '4/3', '4/3', '9/5'] -> ((4/3 + 4/3) / 2/9 + 4/3) * 9/5
[1580891] ['2/9', '4/3', '4/3', '4/5', '5/2'] -> (4/3 + 4/3) * 4/5 / 2/9 * 5/2
[1580896] ['2/9', '4/3', '4/3', '4/5', '5/8'] -> (4/3 + 4/3) / 2/9 / 4/5 / 5/8
[1580904] ['2/9', '4/3', '4/3', '4/5', '7/6'] -> (4/3 + 4/5) / 2/9 * (4/3 + 7/6)
[1580907] ['2/9', '4/3', '4/3', '4/5', '8/3'] -> 8/3 / (4/3 / 4/5 - 2/9 - 4/3)
[1580916] ['2/9', '4/3', '4/3', '4/7', '4/7'] -> 4/3 / ((2/9 + 4/7) / 4/7 - 4/3)
[1580921] ['2/9', '4/3', '4/3', '4/7', '5/6'] -> 4/7 / (4/3 / (2/9 + 4/3) - 5/6)
[1580927] ['2/9', '4/3', '4/3', '4/7', '7/2'] -> (4/3 + 4/3) * 4/7 / 2/9 * 7/2
[1580932] ['2/9', '4/3', '4/3', '4/7', '7/8'] -> (4/3 + 4/3) / 2/9 / 4/7 / 7/8
[1580933] ['2/9', '4/3', '4/3', '4/7', '7/9'] -> (4/3 + 4/3 / 7/9) / (2/9 * 4/7)
[1580941] ['2/9', '4/3', '4/3', '4/7', '9/7'] -> (4/3 + 4/3 * 9/7) / (2/9 * 4/7)
[1580953] ['2/9', '4/3', '4/3', '4/9', '7/2'] -> 4/3 / 4/9 + 4/3 * 7/2 / 2/9
[1580959] ['2/9', '4/3', '4/3', '4/9', '7/9'] -> (4/3 + 4/3 * 7/9) / (2/9 * 4/9)
[1580965] ['2/9', '4/3', '4/3', '4/9', '9/4'] -> 4/3 * (4/3 + 4/9) / 2/9 * 9/4
[1580967] ['2/9', '4/3', '4/3', '4/9', '9/7'] -> (4/3 + 4/3 / 9/7) / (2/9 * 4/9)
[1580969] ['2/9', '4/3', '4/3', '5/2', '5/2'] -> 4/3 / (2/9 * 5/2 * 5/2 - 4/3)
[1580970] ['2/9', '4/3', '4/3', '5/2', '5/3'] -> (4/3 + 4/3 / 5/3) / (2/9 / 5/2)
[1580972] ['2/9', '4/3', '4/3', '5/2', '5/6'] -> 4/3 * 4/3 * 5/2 / 2/9 / 5/6
[1580983] ['2/9', '4/3', '4/3', '5/2', '7/8'] -> (4/3 + 4/3 * 5/2) / 2/9 / 7/8
[1580985] ['2/9', '4/3', '4/3', '5/2', '8/3'] -> (4/3 * 5/2 - 4/3) / 2/9 * 8/3
[1580987] ['2/9', '4/3', '4/3', '5/2', '8/7'] -> (4/3 + 4/3 * 5/2) / 2/9 * 8/7
[1580988] ['2/9', '4/3', '4/3', '5/2', '8/9'] -> 8/9 / 2/9 / (4/3 + 4/3 - 5/2)
[1580989] ['2/9', '4/3', '4/3', '5/2', '9/2'] -> (2/9 + 4/3 * (4/3 + 5/2)) * 9/2
[1580996] ['2/9', '4/3', '4/3', '5/3', '5/6'] -> (4/3 + 4/3) * 5/3 / 2/9 / 5/6
[1580997] ['2/9', '4/3', '4/3', '5/3', '5/7'] -> (4/3 + 4/3 / 5/7) / (2/9 / 5/3)
[1580999] ['2/9', '4/3', '4/3', '5/3', '5/9'] -> 4/3 * 4/3 * 5/3 / 2/9 / 5/9
