[1250896] ['1/9', '5/3', '5/4', '5/7', '7/5'] -> 7/5 / (1/9 * 5/4 / (5/3 + 5/7))
[1262398] ['1/9', '6/5', '6/7', '8/5', '8/9'] -> (6/5 / 6/7 + 8/5) / 1/9 * 8/9
[1262403] ['1/9', '6/5', '6/7', '8/5', '9/8'] -> (6/5 / 6/7 + 8/5) / 1/9 / 9/8
[1262404] ['1/9', '6/5', '6/7', '8/7', '8/7'] -> 8/7 / (1/9 * (8/7 - 6/7 / 6/5))
[1262427] ['1/9', '6/5', '6/7', '9/5', '9/7'] -> (6/7 + 9/5) / 1/9 - 6/5 + 9/7
[1262434] ['1/9', '6/5', '7/2', '7/2', '7/4'] -> (7/2 / 1/9 + 7/2) * 6/5 / 7/4
[1262435] ['1/9', '6/5', '7/2', '7/2', '7/5'] -> (7/2 / 1/9 - 7/2) * 6/5 / 7/5
[1262458] ['1/9', '6/5', '7/2', '7/3', '9/2'] -> (7/2 + 7/3 / 6/5 - 1/9) * 9/2
[1262463] ['1/9', '6/5', '7/2', '7/4', '7/4'] -> (7/2 / 6/5 + 7/4) / 1/9 / 7/4
[1262464] ['1/9', '6/5', '7/2', '7/4', '7/5'] -> (7/2 / 1/9 + 6/5 * 7/4) / 7/5
[1262465] ['1/9', '6/5', '7/2', '7/4', '7/6'] -> (7/2 / 1/9 / 6/5 + 7/4) / 7/6
[1262469] ['1/9', '6/5', '7/2', '7/4', '8/5'] -> 7/2 / 1/9 / 6/5 / 7/4 * 8/5
[1262479] ['1/9', '6/5', '7/2', '7/5', '7/8'] -> (7/2 - 7/5 / 6/5) / 1/9 / 7/8
[1262483] ['1/9', '6/5', '7/2', '7/5', '8/7'] -> (7/2 - 7/5 / 6/5) / 1/9 * 8/7
[1262484] ['1/9', '6/5', '7/2', '7/5', '8/9'] -> 6/5 * 7/2 / 1/9 / 7/5 * 8/9
[1262489] ['1/9', '6/5', '7/2', '7/5', '9/8'] -> 6/5 * 7/2 / 1/9 / 7/5 / 9/8
[1262510] ['1/9', '6/5', '7/2', '7/8', '9/5'] -> 6/5 * 7/2 / 1/9 / 7/8 / 9/5
[1262544] ['1/9', '6/5', '7/2', '8/7', '9/5'] -> 6/5 * 7/2 * 8/7 / 1/9 / 9/5
[1262553] ['1/9', '6/5', '7/2', '9/2', '9/2'] -> (1/9 + 7/2) * 6/5 * 9/2 + 9/2
[1262554] ['1/9', '6/5', '7/2', '9/2', '9/4'] -> 7/2 / 1/9 / 6/5 - 9/2 + 9/4
[1262555] ['1/9', '6/5', '7/2', '9/2', '9/5'] -> 6/5 * (7/2 / 1/9 + 9/2) / 9/5
[1262567] ['1/9', '6/5', '7/2', '9/8', '9/8'] -> 7/2 / 1/9 / 6/5 - 9/8 - 9/8
[1262568] ['1/9', '6/5', '7/3', '7/3', '7/3'] -> 6/5 * (7/3 / 1/9 - 7/3 / 7/3)
[1262571] ['1/9', '6/5', '7/3', '7/3', '7/6'] -> (7/3 / 1/9 + 7/3) * 6/5 / 7/6
[1262598] ['1/9', '6/5', '7/3', '7/5', '7/6'] -> (7/3 + 7/5) / 1/9 / 6/5 / 7/6
[1262602] ['1/9', '6/5', '7/3', '7/5', '8/5'] -> 8/5 / (1/9 * (6/5 - 7/5 / 7/3))
[1262606] ['1/9', '6/5', '7/3', '7/5', '9/4'] -> 7/3 / (7/5 - 1/9 - 6/5) - 9/4
[1262610] ['1/9', '6/5', '7/3', '7/6', '7/6'] -> (7/3 / 6/5 + 7/6) / 1/9 / 7/6
[1262614] ['1/9', '6/5', '7/3', '7/6', '8/5'] -> 7/3 / 1/9 / 6/5 / 7/6 * 8/5
[1262618] ['1/9', '6/5', '7/3', '7/6', '9/4'] -> (7/3 + 7/6) / 1/9 / 6/5 - 9/4
[1262629] ['1/9', '6/5', '7/3', '7/8', '9/4'] -> 6/5 * (7/3 / 1/9 + 7/8) - 9/4
[1262656] ['1/9', '6/5', '7/3', '8/5', '9/4'] -> 7/3 / 1/9 + 6/5 / 8/5 + 9/4
[1262679] ['1/9', '6/5', '7/3', '9/4', '9/5'] -> 6/5 / (1/9 + 9/4 - 7/3) / 9/5
[1262691] ['1/9', '6/5', '7/4', '7/4', '7/8'] -> (7/4 / 1/9 + 7/4) * 6/5 / 7/8
[1262692] ['1/9', '6/5', '7/4', '7/4', '7/9'] -> 7/9 / 1/9 / (7/4 - 7/4 / 6/5)
[1262695] ['1/9', '6/5', '7/4', '7/4', '8/7'] -> (7/4 / 1/9 + 7/4) * 6/5 * 8/7
[1262698] ['1/9', '6/5', '7/4', '7/4', '9/4'] -> (7/4 + 7/4) / 1/9 / 6/5 - 9/4
[1262705] ['1/9', '6/5', '7/4', '7/5', '7/9'] -> 6/5 / (7/4 - 7/5) / 1/9 * 7/9
[1262711] ['1/9', '6/5', '7/4', '7/5', '9/4'] -> (7/4 + 7/5 / 6/5) / 1/9 - 9/4
[1262713] ['1/9', '6/5', '7/4', '7/5', '9/7'] -> 6/5 / (7/4 - 7/5) / 1/9 / 9/7
[1262717] ['1/9', '6/5', '7/4', '7/6', '7/9'] -> 7/9 / (1/9 * (7/4 / 6/5 - 7/6))
[1262727] ['1/9', '6/5', '7/4', '7/8', '7/8'] -> (7/4 / 6/5 + 7/8) / 1/9 / 7/8
[1262730] ['1/9', '6/5', '7/4', '7/8', '8/5'] -> 7/4 / 1/9 / 6/5 / 7/8 * 8/5
[1262731] ['1/9', '6/5', '7/4', '7/8', '8/7'] -> (7/4 / 6/5 + 7/8) / 1/9 * 8/7
[1262753] ['1/9', '6/5', '7/4', '8/3', '9/4'] -> 7/4 + 8/3 / 1/9 / 6/5 + 9/4
[1262754] ['1/9', '6/5', '7/4', '8/3', '9/5'] -> (6/5 + 7/4 * 8/3 / 1/9) / 9/5
[1262757] ['1/9', '6/5', '7/4', '8/5', '8/5'] -> (7/4 / 1/9 - 6/5 / 8/5) * 8/5
[1262758] ['1/9', '6/5', '7/4', '8/5', '8/7'] -> 7/4 * 8/5 / 1/9 / 6/5 * 8/7
[1262763] ['1/9', '6/5', '7/4', '8/5', '9/7'] -> 6/5 / (7/4 - 1/9 - 8/5) / 9/7
[1262764] ['1/9', '6/5', '7/4', '8/5', '9/8'] -> (7/4 + 8/5) / 1/9 / 6/5 - 9/8
[1262778] ['1/9', '6/5', '7/4', '9/2', '9/2'] -> 7/4 / 1/9 + 9/2 / 6/5 + 9/2
[1262795] ['1/9', '6/5', '7/5', '7/5', '7/8'] -> (7/5 + 7/5) / 1/9 / 6/5 / 7/8
[1262799] ['1/9', '6/5', '7/5', '7/5', '8/7'] -> (7/5 + 7/5) / 1/9 / 6/5 * 8/7
[1262802] ['1/9', '6/5', '7/5', '7/5', '9/4'] -> (7/5 + 7/5) / 1/9 / (9/4 - 6/5)
[1262807] ['1/9', '6/5', '7/5', '7/6', '7/8'] -> (7/5 / 6/5 + 7/6) / 1/9 / 7/8
[1262811] ['1/9', '6/5', '7/5', '7/6', '8/7'] -> (7/5 / 6/5 + 7/6) / 1/9 * 8/7
[1262819] ['1/9', '6/5', '7/5', '7/8', '7/9'] -> 7/9 / (1/9 * (7/5 / 6/5 - 7/8))
[1262826] ['1/9', '6/5', '7/5', '7/8', '9/5'] -> 9/5 / (1/9 * (6/5 + 7/8 - 7/5))
[1262830] ['1/9', '6/5', '7/5', '7/9', '8/3'] -> (6/5 / 1/9 - 7/5 / 7/9) * 8/3
[1262832] ['1/9', '6/5', '7/5', '7/9', '8/7'] -> (7/5 + 6/5 * 7/9) / 1/9 * 8/7
[1262833] ['1/9', '6/5', '7/5', '7/9', '8/9'] -> (6/5 + 7/5 / 7/9) / 1/9 * 8/9
[1262838] ['1/9', '6/5', '7/5', '7/9', '9/8'] -> (6/5 + 7/5 / 7/9) / 1/9 / 9/8
[1262848] ['1/9', '6/5', '7/5', '8/5', '8/5'] -> 8/5 / (8/5 - 1/9 * 6/5 - 7/5)
[1262863] ['1/9', '6/5', '7/5', '8/9', '8/9'] -> 8/9 / (1/9 * (7/5 - 6/5 * 8/9))
[1262880] ['1/9', '6/5', '7/5', '9/5', '9/8'] -> 6/5 / (9/5 - 7/5) / 1/9 / 9/8
[1262882] ['1/9', '6/5', '7/5', '9/7', '9/8'] -> (6/5 + 7/5 * 9/7) / 1/9 / 9/8
[1262888] ['1/9', '6/5', '7/6', '7/6', '8/5'] -> 7/6 / (1/9 + 7/6 - 6/5) * 8/5
[1262893] ['1/9', '6/5', '7/6', '7/6', '9/5'] -> (7/6 + 7/6) / 1/9 + 6/5 + 9/5
[1262908] ['1/9', '6/5', '7/6', '7/9', '8/3'] -> (1/9 + 7/9) / (6/5 - 7/6) - 8/3
[1262910] ['1/9', '6/5', '7/6', '7/9', '8/7'] -> 6/5 * (7/6 + 7/9) / 1/9 * 8/7
[1262923] ['1/9', '6/5', '7/6', '8/3', '9/5'] -> 9/5 / (1/9 / 8/3 - (7/6 - 6/5))
[1262926] ['1/9', '6/5', '7/6', '8/5', '8/5'] -> 8/5 / (8/5 - 6/5 * (1/9 + 7/6))
[1262928] ['1/9', '6/5', '7/6', '8/5', '8/9'] -> (6/5 * 7/6 + 8/5) / 1/9 * 8/9
[1262929] ['1/9', '6/5', '7/6', '8/5', '9/2'] -> 1/9 * 8/5 / (6/5 - 7/6) * 9/2
[1262930] ['1/9', '6/5', '7/6', '8/5', '9/4'] -> 7/6 / (8/5 - 6/5) / 1/9 - 9/4
[1262933] ['1/9', '6/5', '7/6', '8/5', '9/8'] -> (6/5 * 7/6 + 8/5) / 1/9 / 9/8
[1262941] ['1/9', '6/5', '7/6', '8/9', '8/9'] -> 8/9 / (1/9 * 6/5 * (7/6 - 8/9))
[1262944] ['1/9', '6/5', '7/6', '8/9', '9/5'] -> 6/5 * (7/6 + 8/9) / 1/9 + 9/5
[1262985] ['1/9', '6/5', '7/8', '8/3', '8/7'] -> 8/3 / 1/9 / 6/5 / 7/8 + 8/7
[1262989] ['1/9', '6/5', '7/8', '8/3', '9/5'] -> 6/5 + 7/8 * 8/3 / 1/9 + 9/5
[1263019] ['1/9', '6/5', '7/8', '9/4', '9/5'] -> 9/5 / (6/5 - 1/9 * 9/4 - 7/8)
[1263023] ['1/9', '6/5', '7/8', '9/5', '9/7'] -> (6/5 + 9/5) / 1/9 / 7/8 / 9/7
[1263032] ['1/9', '6/5', '7/9', '7/9', '8/9'] -> 8/9 / (7/9 - (1/9 + 7/9) / 6/5)
[1263041] ['1/9', '6/5', '7/9', '8/3', '8/9'] -> (7/9 + 8/3 / 6/5) / 1/9 * 8/9
[1263046] ['1/9', '6/5', '7/9', '8/3', '9/8'] -> (7/9 + 8/3 / 6/5) / 1/9 / 9/8
[1263047] ['1/9', '6/5', '7/9', '8/5', '8/5'] -> 8/5 / (1/9 + 6/5 - 7/9 * 8/5)
[1263069] ['1/9', '6/5', '7/9', '9/2', '9/4'] -> 7/9 * 9/2 / 1/9 / 6/5 - 9/4
[1263084] ['1/9', '6/5', '8/3', '8/3', '8/5'] -> 6/5 * (8/3 / 1/9 - 8/3) - 8/5
[1263092] ['1/9', '6/5', '8/3', '8/5', '8/5'] -> 8/5 / (1/9 * (6/5 - 8/5 / 8/3))
[1263095] ['1/9', '6/5', '8/3', '8/5', '9/2'] -> (1/9 + 8/3) * 6/5 * 8/5 * 9/2
[1263096] ['1/9', '6/5', '8/3', '8/5', '9/4'] -> (6/5 + 8/3) / 1/9 / 8/5 + 9/4
[1263097] ['1/9', '6/5', '8/3', '8/5', '9/5'] -> (6/5 * 8/3 + 8/5) / 1/9 / 9/5
[1263098] ['1/9', '6/5', '8/3', '8/5', '9/7'] -> 9/7 / (6/5 / (8/3 / 1/9 - 8/5))
[1263099] ['1/9', '6/5', '8/3', '8/5', '9/8'] -> 9/8 / (6/5 / (8/3 / 1/9 + 8/5))
[1263100] ['1/9', '6/5', '8/3', '8/7', '8/7'] -> 8/3 * 8/7 / 1/9 / 6/5 + 8/7
[1263104] ['1/9', '6/5', '8/3', '8/7', '9/5'] -> 6/5 + 8/3 / 1/9 / 8/7 + 9/5
[1263119] ['1/9', '6/5', '8/3', '9/4', '9/5'] -> (8/3 * 9/4 - 6/5) / 1/9 / 9/5
[1263132] ['1/9', '6/5', '8/5', '8/5', '9/4'] -> (8/5 / 1/9 - 8/5) / 6/5 * 9/4
[1263133] ['1/9', '6/5', '8/5', '8/5', '9/5'] -> (8/5 / 1/9 + 8/5) / 6/5 * 9/5
[1263143] ['1/9', '6/5', '8/5', '8/9', '8/9'] -> (6/5 + 8/5 / 8/9) / 1/9 * 8/9
[1263145] ['1/9', '6/5', '8/5', '8/9', '9/4'] -> 8/5 * 8/9 / 1/9 / 6/5 * 9/4
[1263146] ['1/9', '6/5', '8/5', '8/9', '9/5'] -> (8/5 / 1/9 - 6/5 * 8/9) * 9/5
[1263147] ['1/9', '6/5', '8/5', '8/9', '9/7'] -> 9/7 / (1/9 * 6/5 / (8/5 + 8/9))
[1263148] ['1/9', '6/5', '8/5', '8/9', '9/8'] -> (6/5 + 8/5 / 8/9) / 1/9 / 9/8
[1263155] ['1/9', '6/5', '8/5', '9/4', '9/5'] -> (6/5 + 8/5 * 9/4) / 1/9 / 9/5
[1263158] ['1/9', '6/5', '8/5', '9/5', '9/5'] -> (6/5 + 9/5) / (1/9 / 8/5) / 9/5
[1263160] ['1/9', '6/5', '8/5', '9/5', '9/8'] -> ((6/5 + 8/5) / 1/9 + 9/5) / 9/8
[1263163] ['1/9', '6/5', '8/5', '9/8', '9/8'] -> (6/5 + 8/5 * 9/8) / 1/9 / 9/8
[1263192] ['1/9', '6/5', '8/9', '8/9', '8/9'] -> 8/9 / (8/9 - 8/9 / 6/5 - 1/9)
[1263194] ['1/9', '6/5', '8/9', '8/9', '9/4'] -> (8/9 / 1/9 + 8/9) * 6/5 * 9/4
[1263198] ['1/9', '6/5', '8/9', '9/2', '9/2'] -> ((1/9 + 8/9) / 6/5 + 9/2) * 9/2
[1263200] ['1/9', '6/5', '8/9', '9/2', '9/5'] -> 6/5 * 8/9 * 9/2 / 1/9 / 9/5
[1263225] ['1/9', '6/5', '9/2', '9/7', '9/7'] -> (9/2 - 9/7 / 6/5) / 1/9 / 9/7
[1263228] ['1/9', '6/5', '9/4', '9/4', '9/4'] -> (9/4 + 9/4) / 6/5 + 9/4 / 1/9
[1263229] ['1/9', '6/5', '9/4', '9/4', '9/5'] -> 9/4 / 1/9 + 9/4 + 9/5 / 6/5
[1263231] ['1/9', '6/5', '9/4', '9/4', '9/8'] -> (9/4 / 1/9 + 9/4) * 6/5 / 9/8
[1263237] ['1/9', '6/5', '9/4', '9/8', '9/8'] -> (9/4 / 6/5 + 9/8) / 1/9 / 9/8
[1263243] ['1/9', '6/5', '9/5', '9/8', '9/8'] -> (9/5 + 9/8) / 1/9 - 6/5 - 9/8
[1263248] ['1/9', '6/7', '6/7', '6/7', '6/7'] -> (6/7 + 6/7 + 6/7) / 1/9 + 6/7
[1263249] ['1/9', '6/7', '6/7', '6/7', '7/2'] -> 6/7 + 6/7 * 6/7 * 7/2 / 1/9
[1263257] ['1/9', '6/7', '6/7', '6/7', '8/5'] -> 6/7 / 1/9 / (6/7 - 6/7 / 8/5)
[1263263] ['1/9', '6/7', '6/7', '6/7', '9/7'] -> (6/7 / 6/7 + 9/7) / 1/9 / 6/7
[1263265] ['1/9', '6/7', '6/7', '7/2', '7/2'] -> 6/7 * 7/2 / 1/9 - 6/7 * 7/2
[1263277] ['1/9', '6/7', '6/7', '7/2', '9/4'] -> (6/7 + 6/7) * 7/2 / 1/9 / 9/4
[1263281] ['1/9', '6/7', '6/7', '7/3', '7/3'] -> (6/7 * 7/3 - 6/7) / 1/9 * 7/3
[1263283] ['1/9', '6/7', '6/7', '7/3', '7/5'] -> (6/7 * 7/3 / 1/9 - 6/7) * 7/5
[1263291] ['1/9', '6/7', '6/7', '7/3', '9/2'] -> 7/3 / 1/9 - 6/7 + 6/7 * 9/2
[1263294] ['1/9', '6/7', '6/7', '7/3', '9/7'] -> 6/7 + 6/7 + 7/3 / 1/9 + 9/7
[1263304] ['1/9', '6/7', '6/7', '7/4', '8/9'] -> (6/7 + 6/7) * 7/4 / 1/9 * 8/9
[1263309] ['1/9', '6/7', '6/7', '7/4', '9/8'] -> (6/7 + 6/7) * 7/4 / 1/9 / 9/8
[1263328] ['1/9', '6/7', '6/7', '7/6', '8/7'] -> 8/7 / (6/7 * (7/6 - 1/9) - 6/7)
[1263330] ['1/9', '6/7', '6/7', '7/6', '9/2'] -> (6/7 / 6/7 + 7/6) / 1/9 + 9/2
[1263339] ['1/9', '6/7', '6/7', '7/8', '8/7'] -> (6/7 + 8/7) / (1/9 * 6/7 * 7/8)
[1263341] ['1/9', '6/7', '6/7', '7/8', '9/2'] -> 1/9 * 6/7 / (7/8 - 6/7) * 9/2
[1263346] ['1/9', '6/7', '6/7', '7/9', '7/9'] -> (6/7 + 6/7) / 1/9 * (7/9 + 7/9)
[1263351] ['1/9', '6/7', '6/7', '7/9', '9/2'] -> (6/7 / 1/9 - 6/7) * 7/9 * 9/2
[1263355] ['1/9', '6/7', '6/7', '7/9', '9/8'] -> 6/7 / (1/9 + 7/9 - 6/7) / 9/8
[1263357] ['1/9', '6/7', '6/7', '8/3', '8/5'] -> (8/3 - 6/7 / 6/7) / 1/9 * 8/5
[1263358] ['1/9', '6/7', '6/7', '8/3', '8/7'] -> (6/7 / 1/9 + 6/7) * 8/3 + 8/7
[1263359] ['1/9', '6/7', '6/7', '8/3', '8/9'] -> (8/3 / 1/9 - 6/7) / 6/7 * 8/9
[1263363] ['1/9', '6/7', '6/7', '8/3', '9/7'] -> ((6/7 + 8/3) / 1/9 - 6/7) / 9/7
[1263364] ['1/9', '6/7', '6/7', '8/3', '9/8'] -> (8/3 / 1/9 - 6/7) / 6/7 / 9/8
[1263365] ['1/9', '6/7', '6/7', '8/5', '8/5'] -> 8/5 / 1/9 / (8/5 - 6/7 / 6/7)
[1263370] ['1/9', '6/7', '6/7', '8/5', '9/5'] -> (6/7 + 8/5) / 1/9 / 6/7 - 9/5
[1263373] ['1/9', '6/7', '6/7', '8/7', '8/7'] -> (6/7 + 8/7) / 1/9 / 6/7 * 8/7
[1263374] ['1/9', '6/7', '6/7', '8/7', '8/9'] -> 6/7 / (8/7 - 6/7) / 1/9 * 8/9
[1263379] ['1/9', '6/7', '6/7', '8/7', '9/8'] -> 6/7 / (8/7 - 6/7) / 1/9 / 9/8
[1263389] ['1/9', '6/7', '6/7', '9/2', '9/7'] -> (6/7 / 1/9 - 6/7) * 9/2 / 9/7
[1263390] ['1/9', '6/7', '6/7', '9/2', '9/8'] -> (6/7 * 9/2 - 6/7) / 1/9 / 9/8
[1263399] ['1/9', '6/7', '6/7', '9/7', '9/8'] -> (6/7 + 6/7 + 9/7) / 1/9 / 9/8
[1263412] ['1/9', '6/7', '7/2', '7/2', '9/2'] -> 7/2 / 1/9 - 6/7 * 7/2 - 9/2
[1263413] ['1/9', '6/7', '7/2', '7/2', '9/4'] -> 6/7 * (7/2 + 7/2) / 1/9 / 9/4
[1263418] ['1/9', '6/7', '7/2', '7/3', '7/4'] -> (6/7 + 7/3 / 7/2) / 1/9 * 7/4
[1263420] ['1/9', '6/7', '7/2', '7/3', '7/6'] -> (7/2 + 7/3 / 1/9 / 6/7) / 7/6
[1263424] ['1/9', '6/7', '7/2', '7/3', '8/5'] -> 6/7 * (7/3 / 1/9 - 7/2) * 8/5
[1263455] ['1/9', '6/7', '7/2', '7/5', '9/4'] -> 7/2 / 1/9 / 6/7 / 7/5 - 9/4
[1263459] ['1/9', '6/7', '7/2', '7/6', '7/6'] -> 6/7 * (7/2 / 1/9 + 7/6) / 7/6
[1263466] ['1/9', '6/7', '7/2', '7/6', '9/2'] -> ((7/2 + 7/6) / 6/7 - 1/9) * 9/2
[1263467] ['1/9', '6/7', '7/2', '7/6', '9/4'] -> (7/2 / 6/7 - 7/6) / 1/9 - 9/4
[1263472] ['1/9', '6/7', '7/2', '7/8', '7/9'] -> 6/7 * 7/2 / 1/9 / 7/8 * 7/9
[1263478] ['1/9', '6/7', '7/2', '7/8', '9/4'] -> 6/7 * (7/2 / 1/9 - 7/8) - 9/4
[1263480] ['1/9', '6/7', '7/2', '7/8', '9/7'] -> 6/7 * 7/2 / 1/9 / 7/8 / 9/7
[1263487] ['1/9', '6/7', '7/2', '7/9', '9/2'] -> 7/2 * (6/7 + 7/9 - 1/9) * 9/2
[1263492] ['1/9', '6/7', '7/2', '8/3', '8/3'] -> 7/2 * (8/3 - 1/9 * 6/7) * 8/3
[1263494] ['1/9', '6/7', '7/2', '8/3', '8/7'] -> (8/3 / 1/9 - 6/7 * 7/2) * 8/7
[1263500] ['1/9', '6/7', '7/2', '8/3', '9/8'] -> (6/7 * 7/2 + 8/3 / 1/9) / 9/8
[1263506] ['1/9', '6/7', '7/2', '8/5', '9/5'] -> 6/7 * 7/2 * 8/5 / 1/9 / 9/5
[1263514] ['1/9', '6/7', '7/2', '8/7', '9/7'] -> 6/7 * 7/2 * 8/7 / 1/9 / 9/7
[1263523] ['1/9', '6/7', '7/2', '9/2', '9/4'] -> 7/2 / 1/9 - 9/2 / 6/7 - 9/4
[1263525] ['1/9', '6/7', '7/2', '9/2', '9/7'] -> 6/7 * (7/2 / 1/9 + 9/2) / 9/7
[1263531] ['1/9', '6/7', '7/2', '9/5', '9/5'] -> (6/7 * 7/2 + 9/5) / 1/9 / 9/5
[1263538] ['1/9', '6/7', '7/3', '7/3', '7/4'] -> 6/7 * 7/3 * 7/3 / 1/9 / 7/4
[1263542] ['1/9', '6/7', '7/3', '7/3', '7/9'] -> 7/3 / 1/9 + 7/3 + 6/7 * 7/9
[1263546] ['1/9', '6/7', '7/3', '7/3', '8/9'] -> 8/9 / 1/9 / (7/3 - 6/7 * 7/3)
[1263547] ['1/9', '6/7', '7/3', '7/3', '9/2'] -> ((7/3 + 7/3) / 6/7 - 1/9) * 9/2
[1263550] ['1/9', '6/7', '7/3', '7/3', '9/7'] -> 7/3 / 1/9 + 7/3 + 6/7 / 9/7
[1263556] ['1/9', '6/7', '7/3', '7/4', '7/9'] -> 7/9 / (1/9 * (7/3 - 7/4 / 6/7))
[1263562] ['1/9', '6/7', '7/3', '7/4', '9/4'] -> 7/3 / 1/9 / 6/7 + 7/4 - 9/4
[1263571] ['1/9', '6/7', '7/3', '7/5', '8/5'] -> 8/5 / (1/9 * (6/7 * 7/3 - 7/5))
[1263576] ['1/9', '6/7', '7/3', '7/5', '9/5'] -> 7/3 / 1/9 + 6/7 * 7/5 + 9/5
[1263577] ['1/9', '6/7', '7/3', '7/5', '9/7'] -> (6/7 + 7/3 / 7/5) / 1/9 + 9/7
[1263585] ['1/9', '6/7', '7/3', '7/6', '8/9'] -> 6/7 * (7/3 + 7/6) / 1/9 * 8/9
[1263590] ['1/9', '6/7', '7/3', '7/6', '9/8'] -> 6/7 * (7/3 + 7/6) / 1/9 / 9/8
[1263598] ['1/9', '6/7', '7/3', '7/8', '9/4'] -> 7/3 / 1/9 + 6/7 * 7/8 + 9/4
[1263600] ['1/9', '6/7', '7/3', '7/8', '9/7'] -> 9/7 / (1/9 * (6/7 - 7/8 / 7/3))
[1263601] ['1/9', '6/7', '7/3', '7/8', '9/8'] -> (6/7 + 7/3) * 7/8 / 1/9 - 9/8
[1263603] ['1/9', '6/7', '7/3', '7/9', '8/3'] -> (6/7 * 7/3 + 7/9 / 1/9) * 8/3
[1263604] ['1/9', '6/7', '7/3', '7/9', '8/5'] -> (7/3 - 6/7 * 7/9) / 1/9 * 8/5
[1263606] ['1/9', '6/7', '7/3', '7/9', '8/9'] -> (7/3 + 6/7 * 7/9) / 1/9 * 8/9
[1263611] ['1/9', '6/7', '7/3', '7/9', '9/8'] -> (7/3 + 6/7 * 7/9) / 1/9 / 9/8
[1263614] ['1/9', '6/7', '7/3', '8/3', '8/7'] -> 8/7 / (6/7 * (1/9 + 8/3) - 7/3)
[1263616] ['1/9', '6/7', '7/3', '8/3', '9/2'] -> (7/3 + 8/3 / 6/7 - 1/9) * 9/2
[1263630] ['1/9', '6/7', '7/3', '8/7', '8/9'] -> 8/9 / (1/9 * (7/3 - 6/7 - 8/7))
[1263632] ['1/9', '6/7', '7/3', '8/7', '9/4'] -> 7/3 / 1/9 + 6/7 / 8/7 + 9/4
[1263635] ['1/9', '6/7', '7/3', '8/7', '9/8'] -> (6/7 + 7/3) / 1/9 / 8/7 - 9/8
[1263645] ['1/9', '6/7', '7/3', '9/2', '9/7'] -> (7/3 + 6/7 / 9/2) / 1/9 + 9/7
[1263649] ['1/9', '6/7', '7/3', '9/4', '9/7'] -> 6/7 / (1/9 + 9/4 - 7/3) / 9/7
[1263655] ['1/9', '6/7', '7/3', '9/7', '9/8'] -> (7/3 + 6/7 / 9/7) / 1/9 / 9/8
[1263661] ['1/9', '6/7', '7/4', '7/4', '7/9'] -> 7/9 / 1/9 / (7/4 / 6/7 - 7/4)
[1263663] ['1/9', '6/7', '7/4', '7/4', '8/5'] -> (7/4 / 1/9 + 7/4) * 6/7 * 8/5
[1263665] ['1/9', '6/7', '7/4', '7/4', '8/9'] -> 6/7 * (7/4 + 7/4) / 1/9 * 8/9
[1263670] ['1/9', '6/7', '7/4', '7/4', '9/8'] -> 6/7 * (7/4 + 7/4) / 1/9 / 9/8
[1263684] ['1/9', '6/7', '7/4', '7/6', '7/6'] -> (7/4 + 7/6 / 6/7) / 1/9 / 7/6
[1263687] ['1/9', '6/7', '7/4', '7/6', '8/3'] -> (7/6 / 1/9 - 6/7 * 7/4) * 8/3
[1263690] ['1/9', '6/7', '7/4', '7/6', '8/9'] -> 8/9 / (1/9 * (6/7 * 7/4 - 7/6))
[1263696] ['1/9', '6/7', '7/4', '7/8', '7/8'] -> 7/4 / 1/9 / 6/7 / 7/8 / 7/8
[1263699] ['1/9', '6/7', '7/4', '7/8', '8/5'] -> (7/4 / 1/9 - 6/7 * 7/8) * 8/5
[1263700] ['1/9', '6/7', '7/4', '7/8', '8/7'] -> 7/4 / 1/9 / 6/7 / 7/8 * 8/7
[1263703] ['1/9', '6/7', '7/4', '7/8', '9/4'] -> (7/4 / 6/7 + 7/8) / 1/9 - 9/4
[1263712] ['1/9', '6/7', '7/4', '7/9', '9/2'] -> 6/7 * (7/4 + 7/9) / 1/9 + 9/2
[1263713] ['1/9', '6/7', '7/4', '7/9', '9/4'] -> (7/4 + 6/7 * 7/9) / 1/9 + 9/4
[1263721] ['1/9', '6/7', '7/4', '8/3', '9/2'] -> (7/4 * 8/3 / 6/7 - 1/9) * 9/2
[1263722] ['1/9', '6/7', '7/4', '8/3', '9/4'] -> 8/3 / 1/9 / 6/7 - 7/4 - 9/4
[1263734] ['1/9', '6/7', '7/4', '8/7', '8/7'] -> 7/4 * 8/7 / 1/9 / 6/7 * 8/7
[1263736] ['1/9', '6/7', '7/4', '8/7', '9/2'] -> 7/4 * (6/7 + 8/7 / 1/9) + 9/2
[1263742] ['1/9', '6/7', '7/4', '8/9', '9/2'] -> 8/9 / 1/9 / 6/7 / 7/4 * 9/2
[1263750] ['1/9', '6/7', '7/4', '9/2', '9/7'] -> (6/7 + 9/2 / 7/4) / 1/9 / 9/7
[1263752] ['1/9', '6/7', '7/4', '9/4', '9/4'] -> 6/7 * 7/4 + 9/4 / 1/9 + 9/4
[1263754] ['1/9', '6/7', '7/4', '9/4', '9/7'] -> 6/7 * (7/4 + 9/4) / 1/9 / 9/7
[1263762] ['1/9', '6/7', '7/5', '7/5', '7/5'] -> (7/5 + 7/5) / 1/9 - 6/7 * 7/5
[1263773] ['1/9', '6/7', '7/5', '7/5', '9/7'] -> (7/5 / 1/9 - 7/5) * (6/7 + 9/7)
