[1064544] ['1/8', '2/3', '7/8', '9/4', '9/5'] -> (9/4 - 2/3 * 7/8) / 1/8 * 9/5
[1077675] ['1/8', '2/7', '3/8', '5/9', '8/7'] -> 8/7 / (1/8 + 3/8 * 5/9 - 2/7)
[1077683] ['1/8', '2/7', '3/8', '6/5', '6/7'] -> 6/7 / (1/8 - 2/7 * 3/8 / 6/5)
[1077687] ['1/8', '2/7', '3/8', '6/5', '7/5'] -> 6/5 / (1/8 + 2/7 - 3/8) / 7/5
[1077697] ['1/8', '2/7', '3/8', '6/5', '9/5'] -> 9/5 / ((1/8 / 2/7 - 3/8) * 6/5)
[1077698] ['1/8', '2/7', '3/8', '6/5', '9/7'] -> 9/7 / (2/7 * (3/8 / 6/5 - 1/8))
[1077700] ['1/8', '2/7', '3/8', '6/7', '6/7'] -> (2/7 + 6/7 / 3/8) / 1/8 / 6/7
[1077703] ['1/8', '2/7', '3/8', '6/7', '7/4'] -> 6/7 / (1/8 / 2/7 - 3/8) * 7/4
[1077705] ['1/8', '2/7', '3/8', '6/7', '7/6'] -> (2/7 + 6/7 / 3/8) / 1/8 * 7/6
[1077706] ['1/8', '2/7', '3/8', '6/7', '7/8'] -> (6/7 / 2/7 - 3/8) / 1/8 / 7/8
[1077708] ['1/8', '2/7', '3/8', '6/7', '8/3'] -> 3/8 * 6/7 / 1/8 / 2/7 * 8/3
[1077710] ['1/8', '2/7', '3/8', '6/7', '8/7'] -> (6/7 / 2/7 - 3/8) / 1/8 * 8/7
[1077711] ['1/8', '2/7', '3/8', '6/7', '8/9'] -> (3/8 + 6/7 / 2/7) / 1/8 * 8/9
[1077713] ['1/8', '2/7', '3/8', '6/7', '9/4'] -> 9/4 / (1/8 * (6/7 - 2/7 * 3/8))
[1077716] ['1/8', '2/7', '3/8', '6/7', '9/8'] -> (3/8 + 6/7 / 2/7) / 1/8 / 9/8
[1077719] ['1/8', '2/7', '3/8', '7/2', '7/4'] -> (7/2 / (3/8 - 1/8) - 2/7) * 7/4
[1077729] ['1/8', '2/7', '3/8', '7/2', '9/4'] -> 9/4 / (3/8 * (2/7 - 1/8 / 7/2))
[1077737] ['1/8', '2/7', '3/8', '7/3', '7/8'] -> 7/8 / (1/8 * (2/7 * 7/3 - 3/8))
[1077739] ['1/8', '2/7', '3/8', '7/3', '8/3'] -> 8/3 / ((1/8 / 3/8 - 2/7) * 7/3)
[1077741] ['1/8', '2/7', '3/8', '7/3', '8/7'] -> 8/7 / (3/8 - 1/8 * (2/7 + 7/3))
[1077743] ['1/8', '2/7', '3/8', '7/3', '9/2'] -> 9/2 / (3/8 - 1/8 / 2/7 / 7/3)
[1077750] ['1/8', '2/7', '3/8', '7/4', '7/6'] -> 7/4 / (1/8 / 2/7 - 3/8) / 7/6
[1077751] ['1/8', '2/7', '3/8', '7/4', '7/8'] -> (1/8 + 7/4) / (3/8 - 2/7) / 7/8
[1077755] ['1/8', '2/7', '3/8', '7/4', '8/7'] -> (1/8 + 7/4) / (3/8 - 2/7) * 8/7
[1077760] ['1/8', '2/7', '3/8', '7/4', '9/7'] -> 9/7 / (1/8 + 3/8 / 7/4 - 2/7)
[1077768] ['1/8', '2/7', '3/8', '7/5', '8/7'] -> 8/7 / (2/7 - 1/8 / 3/8 / 7/5)
[1077778] ['1/8', '2/7', '3/8', '7/6', '8/3'] -> 3/8 / 1/8 / 2/7 / 7/6 * 8/3
[1077785] ['1/8', '2/7', '3/8', '7/6', '9/7'] -> 9/7 / ((1/8 / 2/7 - 3/8) / 7/6)
[1077787] ['1/8', '2/7', '3/8', '7/8', '7/8'] -> 3/8 + 7/8 / 1/8 / 2/7 - 7/8
[1077791] ['1/8', '2/7', '3/8', '7/8', '8/7'] -> 8/7 / (7/8 / 3/8 - 2/7 / 1/8)
[1077798] ['1/8', '2/7', '3/8', '7/9', '7/9'] -> (3/8 + 7/9 / 2/7) / 1/8 - 7/9
[1077802] ['1/8', '2/7', '3/8', '7/9', '8/9'] -> 8/9 / ((1/8 / 3/8 - 2/7) * 7/9)
[1077803] ['1/8', '2/7', '3/8', '7/9', '9/2'] -> 9/2 / (1/8 / 2/7 / 7/9 - 3/8)
[1077806] ['1/8', '2/7', '3/8', '7/9', '9/7'] -> 9/7 / (1/8 / 7/9 - 2/7 * 3/8)
[1077808] ['1/8', '2/7', '3/8', '8/3', '8/3'] -> (8/3 / 2/7 - 1/8 / 3/8) * 8/3
[1077813] ['1/8', '2/7', '3/8', '8/3', '9/4'] -> 9/4 / (2/7 * (3/8 - 1/8 / 8/3))
[1077832] ['1/8', '2/7', '3/8', '8/9', '8/9'] -> 8/9 / (1/8 + 2/7 - 3/8) - 8/9
[1077839] ['1/8', '2/7', '3/8', '9/2', '9/4'] -> (3/8 / 1/8 + 9/2) / 2/7 - 9/4
[1077841] ['1/8', '2/7', '3/8', '9/2', '9/7'] -> 9/7 / (2/7 * (1/8 * 9/2 - 3/8))
[1077843] ['1/8', '2/7', '3/8', '9/4', '9/4'] -> 9/4 / (1/8 * 2/7 * (3/8 + 9/4))
[1077846] ['1/8', '2/7', '3/8', '9/4', '9/8'] -> 9/8 / (3/8 / (1/8 + 9/4 / 2/7))
[1077850] ['1/8', '2/7', '3/8', '9/7', '9/7'] -> 9/7 / (1/8 * 9/7 - 2/7 * 3/8)
[1077870] ['1/8', '2/7', '4/3', '4/3', '7/6'] -> 4/3 / 1/8 / 2/7 / 4/3 / 7/6
[1077873] ['1/8', '2/7', '4/3', '4/3', '8/3'] -> (4/3 / 2/7 - 4/3) / 1/8 - 8/3
[1077878] ['1/8', '2/7', '4/3', '4/3', '9/4'] -> 4/3 / 2/7 + 4/3 + 9/4 / 1/8
[1077912] ['1/8', '2/7', '4/3', '4/7', '5/2'] -> 5/2 / (1/8 * (4/3 - 2/7 / 4/7))
[1077928] ['1/8', '2/7', '4/3', '4/7', '8/3'] -> (4/3 + 4/7 / 2/7) / 1/8 - 8/3
[1077938] ['1/8', '2/7', '4/3', '4/9', '5/2'] -> 5/2 / (1/8 / 2/7 - 4/9 / 4/3)
[1077942] ['1/8', '2/7', '4/3', '4/9', '5/7'] -> 5/7 / (1/8 - 2/7 * 4/9 / 4/3)
[1077946] ['1/8', '2/7', '4/3', '4/9', '6/7'] -> 6/7 / (2/7 / (4/3 + 4/9) - 1/8)
[1077948] ['1/8', '2/7', '4/3', '4/9', '7/3'] -> 7/3 / (4/9 / 2/7 - 1/8 - 4/3)
[1077961] ['1/8', '2/7', '4/3', '4/9', '9/7'] -> 9/7 / ((2/7 - 1/8) * 4/9 / 4/3)
[1077976] ['1/8', '2/7', '4/3', '5/2', '7/6'] -> 5/2 / (2/7 / 4/3 - 1/8) / 7/6
[1077977] ['1/8', '2/7', '4/3', '5/2', '7/8'] -> 5/2 / (2/7 - 1/8 * 4/3) / 7/8
[1077981] ['1/8', '2/7', '4/3', '5/2', '8/7'] -> 5/2 / (2/7 - 1/8 * 4/3) * 8/7
[1078005] ['1/8', '2/7', '4/3', '5/3', '8/7'] -> 8/7 / (2/7 / 1/8 / 4/3 - 5/3)
[1078019] ['1/8', '2/7', '4/3', '5/4', '7/2'] -> 7/2 / ((1/8 + 5/4 - 4/3) / 2/7)
[1078020] ['1/8', '2/7', '4/3', '5/4', '7/3'] -> 4/3 * (5/4 - 2/7) / 1/8 * 7/3
[1078021] ['1/8', '2/7', '4/3', '5/4', '7/4'] -> 4/3 * (2/7 + 5/4 / 1/8) * 7/4
[1078024] ['1/8', '2/7', '4/3', '5/4', '7/8'] -> 7/8 / (1/8 * (4/3 - 5/4) / 2/7)
[1078028] ['1/8', '2/7', '4/3', '5/4', '8/7'] -> 8/7 / (4/3 - 1/8 * 2/7 - 5/4)
[1078030] ['1/8', '2/7', '4/3', '5/4', '9/2'] -> (5/4 / 1/8 - 4/3 / 2/7) * 9/2
[1078031] ['1/8', '2/7', '4/3', '5/4', '9/4'] -> 5/4 / 1/8 / 2/7 / 4/3 - 9/4
[1078042] ['1/8', '2/7', '4/3', '5/6', '7/3'] -> (4/3 + (2/7 + 5/6) / 1/8) * 7/3
[1078045] ['1/8', '2/7', '4/3', '5/6', '7/6'] -> (4/3 + 5/6 / 1/8) / 2/7 / 7/6
[1078052] ['1/8', '2/7', '4/3', '5/6', '9/2'] -> 9/2 / (5/6 / 4/3 - 1/8 / 2/7)
[1078057] ['1/8', '2/7', '4/3', '5/7', '5/7'] -> 5/7 / (2/7 - 1/8 * (4/3 + 5/7))
[1078058] ['1/8', '2/7', '4/3', '5/7', '5/8'] -> 5/7 / 1/8 / 2/7 / 4/3 / 5/8
[1078062] ['1/8', '2/7', '4/3', '5/7', '7/2'] -> 7/2 / (1/8 * (5/7 / 2/7 - 4/3))
[1078069] ['1/8', '2/7', '4/3', '5/7', '8/3'] -> 4/3 * 5/7 / 1/8 / 2/7 - 8/3
[1078070] ['1/8', '2/7', '4/3', '5/7', '8/5'] -> 5/7 / 1/8 / 2/7 / 4/3 * 8/5
[1078072] ['1/8', '2/7', '4/3', '5/7', '8/9'] -> 4/3 / (5/7 - 2/7) / 1/8 - 8/9
[1078076] ['1/8', '2/7', '4/3', '5/7', '9/7'] -> 9/7 / (1/8 / (2/7 + 4/3 + 5/7))
[1078092] ['1/8', '2/7', '4/3', '5/8', '8/9'] -> 4/3 / (2/7 * 5/8 - 1/8) - 8/9
[1078101] ['1/8', '2/7', '4/3', '5/9', '7/2'] -> 7/2 / ((1/8 + 5/9) / (4/3 / 2/7))
[1078102] ['1/8', '2/7', '4/3', '5/9', '7/3'] -> 7/3 / (2/7 * (4/3 - 5/9) - 1/8)
[1078108] ['1/8', '2/7', '4/3', '5/9', '8/3'] -> 8/3 / (2/7 * (5/9 - 1/8 * 4/3))
[1078122] ['1/8', '2/7', '4/3', '6/5', '7/5'] -> 7/5 / (1/8 * (4/3 - 6/5) / 2/7)
[1078133] ['1/8', '2/7', '4/3', '6/5', '9/7'] -> 9/7 / (2/7 / 4/3 / 6/5 - 1/8)
[1078147] ['1/8', '2/7', '4/3', '6/7', '9/2'] -> (4/3 + 6/7) / (1/8 + 2/7) * 9/2
[1078150] ['1/8', '2/7', '4/3', '6/7', '9/7'] -> 9/7 / (1/8 * (6/7 - 2/7) / 4/3)
[1078152] ['1/8', '2/7', '4/3', '7/2', '7/2'] -> 7/2 / (1/8 * (4/3 / 2/7 - 7/2))
[1078168] ['1/8', '2/7', '4/3', '7/3', '7/3'] -> (2/7 + 7/3 - 4/3) / 1/8 * 7/3
[1078169] ['1/8', '2/7', '4/3', '7/3', '7/4'] -> (7/3 / 1/8 / 4/3 - 2/7) * 7/4
[1078174] ['1/8', '2/7', '4/3', '7/3', '8/3'] -> 8/3 / (1/8 * 2/7 * 4/3 * 7/3)
[1078178] ['1/8', '2/7', '4/3', '7/3', '9/2'] -> (4/3 - 2/7 * 7/3) / 1/8 * 9/2
[1078181] ['1/8', '2/7', '4/3', '7/3', '9/7'] -> 9/7 / (1/8 / (4/3 / 2/7 - 7/3))
[1078190] ['1/8', '2/7', '4/3', '7/4', '8/7'] -> 8/7 / (4/3 * 7/4 - 2/7 / 1/8)
[1078193] ['1/8', '2/7', '4/3', '7/4', '9/4'] -> ((4/3 + 7/4) / 2/7 - 1/8) * 9/4
[1078196] ['1/8', '2/7', '4/3', '7/4', '9/8'] -> 9/8 / (1/8 * 2/7 * 7/4 / 4/3)
[1078201] ['1/8', '2/7', '4/3', '7/5', '8/3'] -> 4/3 / 1/8 / 2/7 / 7/5 - 8/3
[1078202] ['1/8', '2/7', '4/3', '7/5', '8/5'] -> 8/5 / (1/8 * 2/7 * 4/3 * 7/5)
[1078205] ['1/8', '2/7', '4/3', '7/5', '9/2'] -> (4/3 / 7/5 - 2/7) / 1/8 * 9/2
[1078219] ['1/8', '2/7', '4/3', '7/6', '9/5'] -> (4/3 + 2/7 * 7/6) / 1/8 * 9/5
[1078226] ['1/8', '2/7', '4/3', '7/8', '8/7'] -> 8/7 / (4/3 - 1/8 - 2/7 - 7/8)
[1078228] ['1/8', '2/7', '4/3', '7/8', '9/2'] -> 9/2 / ((2/7 - 1/8) * 4/3 * 7/8)
[1078229] ['1/8', '2/7', '4/3', '7/8', '9/4'] -> 4/3 / (2/7 * 7/8 - 1/8) * 9/4
[1078241] ['1/8', '2/7', '4/3', '7/9', '9/7'] -> 9/7 / (2/7 / 4/3 - 1/8 / 7/9)
[1078244] ['1/8', '2/7', '4/3', '8/3', '8/5'] -> 8/5 - 8/3 / (1/8 * 4/3 - 2/7)
[1078246] ['1/8', '2/7', '4/3', '8/3', '8/9'] -> (4/3 + 8/3) / (2/7 - 1/8) - 8/9
[1078250] ['1/8', '2/7', '4/3', '8/3', '9/7'] -> 9/7 / (1/8 - 2/7 / (4/3 + 8/3))
[1078254] ['1/8', '2/7', '4/3', '8/5', '8/9'] -> 4/3 / (2/7 / 8/5 - 1/8) - 8/9
[1078263] ['1/8', '2/7', '4/3', '8/7', '9/4'] -> 4/3 / (2/7 / 8/7 - 1/8) * 9/4
[1078266] ['1/8', '2/7', '4/3', '8/7', '9/8'] -> 9/8 / (1/8 / (8/7 / 2/7 - 4/3))
[1078271] ['1/8', '2/7', '4/3', '8/9', '9/7'] -> 9/7 / (1/8 * 2/7 * 4/3 / 8/9)
[1078274] ['1/8', '2/7', '4/3', '9/2', '9/4'] -> 2/7 * (4/3 + 9/2 / 1/8) * 9/4
[1078275] ['1/8', '2/7', '4/3', '9/2', '9/5'] -> 2/7 * (4/3 + 9/2) / 1/8 * 9/5
[1078276] ['1/8', '2/7', '4/3', '9/2', '9/7'] -> (9/2 - 2/7) / 1/8 / 4/3 - 9/7
[1078278] ['1/8', '2/7', '4/3', '9/4', '9/4'] -> 4/3 * (1/8 + 9/4 / 2/7) * 9/4
[1078279] ['1/8', '2/7', '4/3', '9/4', '9/5'] -> (9/4 / 1/8 - 4/3 / 2/7) * 9/5
[1078280] ['1/8', '2/7', '4/3', '9/4', '9/7'] -> 9/7 / ((2/7 - 1/8) / 4/3 / 9/4)
[1078286] ['1/8', '2/7', '4/3', '9/7', '9/8'] -> 9/7 / 1/8 / 2/7 / 4/3 / 9/8
[1078288] ['1/8', '2/7', '4/5', '4/5', '4/5'] -> 4/5 / 1/8 / 2/7 + 4/5 + 4/5
[1078294] ['1/8', '2/7', '4/5', '4/5', '5/6'] -> (4/5 / 2/7 + 4/5) / 1/8 * 5/6
[1078301] ['1/8', '2/7', '4/5', '4/5', '7/3'] -> (2/7 + 4/5 / 4/5) / 1/8 * 7/3
[1078304] ['1/8', '2/7', '4/5', '4/5', '7/6'] -> 4/5 / 1/8 / 2/7 / 4/5 / 7/6
[1078314] ['1/8', '2/7', '4/5', '4/5', '9/7'] -> 9/7 / (2/7 / (4/5 + 4/5) - 1/8)
[1078318] ['1/8', '2/7', '4/5', '4/7', '5/2'] -> 5/2 / (1/8 / (4/7 / 2/7 - 4/5))
[1078321] ['1/8', '2/7', '4/5', '4/7', '5/6'] -> 4/7 / 1/8 / 2/7 / 4/5 / 5/6
[1078323] ['1/8', '2/7', '4/5', '4/7', '5/8'] -> 5/8 / (1/8 * 2/7 / (4/5 + 4/7))
[1078325] ['1/8', '2/7', '4/5', '4/7', '6/5'] -> 4/7 / 1/8 / 2/7 / 4/5 * 6/5
[1078373] ['1/8', '2/7', '4/5', '5/2', '5/7'] -> 5/2 / 1/8 / 4/5 - 2/7 - 5/7
[1078376] ['1/8', '2/7', '4/5', '5/2', '6/5'] -> 6/5 / (4/5 - 2/7 * (1/8 + 5/2))
[1078377] ['1/8', '2/7', '4/5', '5/2', '6/7'] -> 6/7 / (2/7 - 1/8 * 4/5 * 5/2)
[1078379] ['1/8', '2/7', '4/5', '5/2', '7/3'] -> (4/5 - 2/7) * 5/2 / 1/8 * 7/3
[1078380] ['1/8', '2/7', '4/5', '5/2', '7/4'] -> (4/5 * 5/2 - 2/7) / 1/8 * 7/4
[1078381] ['1/8', '2/7', '4/5', '5/2', '7/5'] -> 7/5 / (1/8 / (5/2 - 2/7 / 4/5))
[1078387] ['1/8', '2/7', '4/5', '5/2', '8/7'] -> (2/7 / 4/5 + 5/2) / 1/8 + 8/7
[1078402] ['1/8', '2/7', '4/5', '5/3', '7/2'] -> 7/2 / (1/8 / (4/5 - 2/7) / 5/3)
[1078411] ['1/8', '2/7', '4/5', '5/3', '8/7'] -> 8/7 / (1/8 * 2/7 * 4/5 * 5/3)
[1078426] ['1/8', '2/7', '4/5', '5/4', '7/3'] -> (2/7 + 4/5 * 5/4) / 1/8 * 7/3
[1078429] ['1/8', '2/7', '4/5', '5/4', '7/6'] -> 4/5 * 5/4 / 1/8 / 2/7 / 7/6
[1078450] ['1/8', '2/7', '4/5', '5/6', '7/5'] -> 7/5 / (1/8 * 2/7 * (4/5 + 5/6))
[1078456] ['1/8', '2/7', '4/5', '5/6', '8/7'] -> 8/7 / (1/8 * (4/5 * 5/6 - 2/7))
[1078467] ['1/8', '2/7', '4/5', '5/7', '6/7'] -> 6/7 / (1/8 * (4/5 * 5/7 - 2/7))
[1078468] ['1/8', '2/7', '4/5', '5/7', '7/2'] -> 7/2 / (1/8 / (2/7 + 4/5 * 5/7))
[1078475] ['1/8', '2/7', '4/5', '5/7', '8/3'] -> 2/7 / (4/5 - 5/7) / 1/8 - 8/3
[1078479] ['1/8', '2/7', '4/5', '5/7', '9/2'] -> 9/2 / (4/5 - 1/8 / 2/7 / 5/7)
[1078481] ['1/8', '2/7', '4/5', '5/7', '9/5'] -> 9/5 / (2/7 + 5/7 - 1/8 - 4/5)
[1078482] ['1/8', '2/7', '4/5', '5/7', '9/7'] -> 9/7 / (2/7 * 4/5 - 1/8 / 5/7)
[1078487] ['1/8', '2/7', '4/5', '5/8', '6/7'] -> 6/7 / (2/7 - 1/8 / 4/5 / 5/8)
[1078499] ['1/8', '2/7', '4/5', '5/8', '9/2'] -> 9/2 / (2/7 * (5/8 / 4/5 - 1/8))
[1078524] ['1/8', '2/7', '4/5', '6/5', '6/7'] -> 6/7 / (2/7 - 1/8 * (4/5 + 6/5))
[1078534] ['1/8', '2/7', '4/5', '6/5', '8/7'] -> 8/7 / (1/8 * (4/5 / 6/5 - 2/7))
[1078545] ['1/8', '2/7', '4/5', '6/7', '7/5'] -> 7/5 / (1/8 * (4/5 - 2/7 / 6/7))
[1078562] ['1/8', '2/7', '4/5', '7/2', '7/6'] -> 4/5 * (7/2 - 2/7) / 1/8 * 7/6
[1078564] ['1/8', '2/7', '4/5', '7/2', '7/9'] -> (2/7 / 4/5 + 7/2) / 1/8 * 7/9
[1078567] ['1/8', '2/7', '4/5', '7/2', '8/7'] -> (7/2 - 2/7 / 4/5) / 1/8 - 8/7
[1078571] ['1/8', '2/7', '4/5', '7/2', '9/5'] -> 9/5 / (2/7 * 7/2 - 1/8 - 4/5)
[1078572] ['1/8', '2/7', '4/5', '7/2', '9/7'] -> (2/7 / 4/5 + 7/2) / 1/8 / 9/7
[1078576] ['1/8', '2/7', '4/5', '7/3', '7/5'] -> 7/5 / (1/8 * (4/5 / 2/7 - 7/3))
[1078581] ['1/8', '2/7', '4/5', '7/3', '8/5'] -> 8/5 / (1/8 * 2/7 * 4/5 * 7/3)
[1078590] ['1/8', '2/7', '4/5', '7/4', '7/5'] -> 7/5 / (4/5 / (7/4 / 1/8 - 2/7))
[1078601] ['1/8', '2/7', '4/5', '7/4', '9/7'] -> 9/7 / (4/5 * (2/7 - 1/8 * 7/4))
[1078603] ['1/8', '2/7', '4/5', '7/5', '7/5'] -> (4/5 / 2/7 + 7/5) / 1/8 / 7/5
[1078605] ['1/8', '2/7', '4/5', '7/5', '7/8'] -> (4/5 / 1/8 / 2/7 - 7/5) / 7/8
[1078609] ['1/8', '2/7', '4/5', '7/5', '8/7'] -> (4/5 / 1/8 / 2/7 - 7/5) * 8/7
[1078611] ['1/8', '2/7', '4/5', '7/5', '9/2'] -> 9/2 / (4/5 - 1/8 * 7/5 / 2/7)
[1078614] ['1/8', '2/7', '4/5', '7/5', '9/7'] -> 9/7 / (2/7 * 4/5 - 1/8 * 7/5)
[1078625] ['1/8', '2/7', '4/5', '7/6', '9/5'] -> 9/5 / (1/8 * (4/5 - 2/7) * 7/6)
[1078634] ['1/8', '2/7', '4/5', '7/8', '9/2'] -> 9/2 / (2/7 * 7/8 / 4/5 - 1/8)
[1078635] ['1/8', '2/7', '4/5', '7/8', '9/4'] -> 9/4 / (2/7 * 7/8 - 1/8 / 4/5)
[1078636] ['1/8', '2/7', '4/5', '7/8', '9/5'] -> 9/5 / (2/7 * 4/5 * 7/8 - 1/8)
[1078650] ['1/8', '2/7', '4/5', '8/3', '8/5'] -> 8/5 / (1/8 * 2/7 * (8/3 - 4/5))
[1078660] ['1/8', '2/7', '4/5', '8/5', '8/9'] -> 8/5 / (4/5 - 2/7) / 1/8 - 8/9
[1078669] ['1/8', '2/7', '4/5', '8/7', '9/4'] -> 9/4 / (2/7 / 8/7 - 1/8 / 4/5)
[1078670] ['1/8', '2/7', '4/5', '8/7', '9/5'] -> 9/5 / (2/7 * 4/5 / 8/7 - 1/8)
[1078694] ['1/8', '2/7', '4/7', '4/7', '4/7'] -> (4/7 / 2/7 + 4/7 / 4/7) / 1/8
[1078696] ['1/8', '2/7', '4/7', '4/7', '5/2'] -> (4/7 + 4/7) / 2/7 + 5/2 / 1/8
[1078712] ['1/8', '2/7', '4/7', '4/7', '8/3'] -> (4/7 + 4/7) / (1/8 * 8/3 - 2/7)
[1078716] ['1/8', '2/7', '4/7', '4/7', '9/2'] -> 4/7 / (2/7 + 4/7) / 1/8 * 9/2
[1078719] ['1/8', '2/7', '4/7', '4/7', '9/7'] -> 9/7 / (1/8 + 2/7 / 4/7 - 4/7)
[1078723] ['1/8', '2/7', '4/7', '4/9', '5/3'] -> 5/3 / (1/8 + 4/9 - 2/7 / 4/7)
[1078725] ['1/8', '2/7', '4/7', '4/9', '5/6'] -> 4/7 / (4/9 - 2/7) / 1/8 * 5/6
[1078726] ['1/8', '2/7', '4/7', '4/9', '5/7'] -> 5/7 / ((2/7 - 1/8 / 4/7) * 4/9)
[1078729] ['1/8', '2/7', '4/7', '4/9', '6/5'] -> 4/7 / (4/9 - 2/7) / 1/8 / 6/5
[1078732] ['1/8', '2/7', '4/7', '4/9', '7/3'] -> 7/3 / (2/7 * 4/9 / 4/7 - 1/8)
[1078738] ['1/8', '2/7', '4/7', '4/9', '8/3'] -> 2/7 / 1/8 / 4/7 / 4/9 * 8/3
[1078740] ['1/8', '2/7', '4/7', '4/9', '8/7'] -> 8/7 / (1/8 * (2/7 + 4/7) * 4/9)
[1078745] ['1/8', '2/7', '4/7', '4/9', '9/7'] -> 9/7 / (1/8 + 4/7 - 2/7 / 4/9)
[1078748] ['1/8', '2/7', '4/7', '5/2', '5/3'] -> 4/7 * 5/2 / 1/8 / 2/7 / 5/3
[1078753] ['1/8', '2/7', '4/7', '5/2', '5/9'] -> 5/9 / (2/7 / (5/2 - 4/7) - 1/8)
[1078755] ['1/8', '2/7', '4/7', '5/2', '6/7'] -> 2/7 + (4/7 + 5/2) / 1/8 - 6/7
[1078756] ['1/8', '2/7', '4/7', '5/2', '7/2'] -> 2/7 / 4/7 + 5/2 / 1/8 + 7/2
[1078757] ['1/8', '2/7', '4/7', '5/2', '7/3'] -> (4/7 + 2/7 * 5/2) / 1/8 * 7/3
[1078758] ['1/8', '2/7', '4/7', '5/2', '7/4'] -> (2/7 + 4/7 * 5/2) / 1/8 * 7/4
[1078759] ['1/8', '2/7', '4/7', '5/2', '7/5'] -> 7/5 / (1/8 / (2/7 + 4/7) / 5/2)
[1078763] ['1/8', '2/7', '4/7', '5/2', '8/3'] -> (1/8 * 4/7 + 5/2) / 2/7 * 8/3
[1078765] ['1/8', '2/7', '4/7', '5/2', '8/7'] -> 4/7 + (2/7 + 5/2) / 1/8 + 8/7
[1078769] ['1/8', '2/7', '4/7', '5/2', '9/5'] -> 9/5 / (2/7 / 4/7 / 5/2 - 1/8)
[1078770] ['1/8', '2/7', '4/7', '5/2', '9/7'] -> 9/7 / ((4/7 - 1/8 / 2/7) / 5/2)
[1078771] ['1/8', '2/7', '4/7', '5/2', '9/8'] -> 9/8 / ((1/8 * 5/2 - 2/7) / 4/7)
[1078775] ['1/8', '2/7', '4/7', '5/3', '5/7'] -> 5/7 / (1/8 + 2/7 * 5/3 - 4/7)
[1078778] ['1/8', '2/7', '4/7', '5/3', '6/5'] -> 6/5 / (1/8 * (4/7 - 2/7 / 5/3))
[1078780] ['1/8', '2/7', '4/7', '5/3', '7/2'] -> 7/2 / (1/8 * (5/3 - 2/7 / 4/7))
[1078787] ['1/8', '2/7', '4/7', '5/3', '8/3'] -> 4/7 * 5/3 / 1/8 / 2/7 - 8/3
[1078789] ['1/8', '2/7', '4/7', '5/3', '8/7'] -> 8/7 / (2/7 / 1/8 - 4/7 - 5/3)
[1078790] ['1/8', '2/7', '4/7', '5/3', '8/9'] -> 5/3 / (2/7 - 1/8 / 4/7) - 8/9
[1078791] ['1/8', '2/7', '4/7', '5/3', '9/2'] -> (4/7 * 5/3 - 2/7) / 1/8 * 9/2
[1078797] ['1/8', '2/7', '4/7', '5/4', '5/6'] -> 4/7 * 5/4 / 1/8 / 2/7 / 5/6
[1078801] ['1/8', '2/7', '4/7', '5/4', '6/5'] -> 4/7 * 5/4 / 1/8 / 2/7 * 6/5
[1078804] ['1/8', '2/7', '4/7', '5/4', '7/3'] -> (4/7 + 5/4 / 1/8 - 2/7) * 7/3
[1078820] ['1/8', '2/7', '4/7', '5/6', '5/7'] -> 5/7 / (1/8 * (4/7 - 2/7) * 5/6)
[1078822] ['1/8', '2/7', '4/7', '5/6', '5/9'] -> 4/7 * 5/6 / 1/8 / 2/7 / 5/9
[1078823] ['1/8', '2/7', '4/7', '5/6', '6/5'] -> 6/5 / (1/8 * (4/7 / 5/6 - 2/7))
[1078825] ['1/8', '2/7', '4/7', '5/6', '7/2'] -> 7/2 / (1/8 * (4/7 / 2/7 - 5/6))
[1078837] ['1/8', '2/7', '4/7', '5/6', '9/4'] -> (2/7 / 4/7 + 5/6) / 1/8 * 9/4
[1078838] ['1/8', '2/7', '4/7', '5/6', '9/5'] -> 4/7 * 5/6 / 1/8 / 2/7 * 9/5
[1078840] ['1/8', '2/7', '4/7', '5/6', '9/8'] -> 9/8 / (2/7 / (5/6 / 1/8 - 4/7))
[1078844] ['1/8', '2/7', '4/7', '5/7', '6/5'] -> 5/7 / (4/7 - 2/7) / 1/8 * 6/5
[1078845] ['1/8', '2/7', '4/7', '5/7', '6/7'] -> (4/7 + 5/7 / 1/8 / 2/7) / 6/7
[1078850] ['1/8', '2/7', '4/7', '5/7', '7/6'] -> (4/7 + 5/7 / 1/8 / 2/7) * 7/6
[1078857] ['1/8', '2/7', '4/7', '5/7', '9/2'] -> 5/7 / (4/7 - 1/8 / 2/7) * 9/2
[1078866] ['1/8', '2/7', '4/7', '5/8', '7/2'] -> (4/7 / 1/8 - 2/7) / 5/8 * 7/2
[1078871] ['1/8', '2/7', '4/7', '5/8', '7/8'] -> (4/7 / 2/7 + 5/8) / 1/8 / 7/8
[1078873] ['1/8', '2/7', '4/7', '5/8', '8/3'] -> (2/7 / 4/7 + 5/8) / 1/8 * 8/3
[1078875] ['1/8', '2/7', '4/7', '5/8', '8/7'] -> (4/7 / 2/7 + 5/8) / 1/8 * 8/7
[1078883] ['1/8', '2/7', '4/7', '5/9', '6/5'] -> 4/7 / 1/8 / 2/7 / 5/9 / 6/5
[1078892] ['1/8', '2/7', '4/7', '5/9', '8/3'] -> 8/3 / (2/7 * 4/7 * (1/8 + 5/9))
[1078901] ['1/8', '2/7', '4/7', '6/5', '6/5'] -> 6/5 / (1/8 * (4/7 * 6/5 - 2/7))
