[1360820] ['2/3', '5/8', '5/9', '7/5', '7/9'] -> 7/9 / ((2/3 - 5/8) * 5/9 * 7/5)
[1381443] ['2/5', '2/7', '3/5', '8/3', '9/5'] -> 9/5 / (3/5 - 2/5 / 2/7 / 8/3)
[1381447] ['2/5', '2/7', '3/5', '8/5', '8/7'] -> 8/5 / (2/7 / 3/5 - 2/5) * 8/7
[1381452] ['2/5', '2/7', '3/5', '8/5', '9/7'] -> 8/5 / (2/5 + 2/7 - 3/5) * 9/7
[1381454] ['2/5', '2/7', '3/5', '8/7', '8/7'] -> 8/7 / (2/7 / 2/5 / 3/5 - 8/7)
[1381458] ['2/5', '2/7', '3/5', '8/7', '9/5'] -> 8/7 / (2/5 + 2/7 - 3/5) * 9/5
[1381472] ['2/5', '2/7', '3/5', '9/4', '9/4'] -> 9/4 / (2/5 + 2/7 - 3/5) - 9/4
[1381493] ['2/5', '2/7', '3/7', '3/7', '5/8'] -> (3/7 + 3/7) / (2/7 - 2/5 * 5/8)
[1381495] ['2/5', '2/7', '3/7', '3/7', '6/5'] -> (3/7 + 6/5 / 2/5) / (3/7 - 2/7)
[1381524] ['2/5', '2/7', '3/7', '3/8', '5/9'] -> 2/7 / (3/7 - 3/8) / 2/5 / 5/9
[1381525] ['2/5', '2/7', '3/7', '3/8', '6/5'] -> 6/5 / (2/5 * (2/7 - 3/7 * 3/8))
[1381526] ['2/5', '2/7', '3/7', '3/8', '6/7'] -> 6/7 / (2/5 * (3/7 + 3/8) - 2/7)
[1381535] ['2/5', '2/7', '3/7', '3/8', '8/5'] -> 8/5 / (2/5 + 3/7 - 2/7 / 3/8)
[1381540] ['2/5', '2/7', '3/7', '3/8', '9/5'] -> 2/7 / (3/7 - 3/8) / 2/5 * 9/5
[1381544] ['2/5', '2/7', '3/7', '4/3', '4/5'] -> 3/7 / (2/5 / 4/3 - 2/7) * 4/5
[1381545] ['2/5', '2/7', '3/7', '4/3', '4/7'] -> 4/7 / (2/7 + 3/7 / 2/5 - 4/3)
[1381549] ['2/5', '2/7', '3/7', '4/3', '5/4'] -> 3/7 / (2/5 / 4/3 - 2/7) / 5/4
[1381553] ['2/5', '2/7', '3/7', '4/3', '5/9'] -> 2/7 * 4/3 / (3/7 - 2/5) / 5/9
[1381569] ['2/5', '2/7', '3/7', '4/3', '9/5'] -> 2/7 * 4/3 / (3/7 - 2/5) * 9/5
[1381595] ['2/5', '2/7', '3/7', '4/5', '9/2'] -> (2/7 + 4/5 / 2/5) / 3/7 * 9/2
[1381604] ['2/5', '2/7', '3/7', '4/7', '5/4'] -> (2/7 + 4/7) / (3/7 - 2/5) / 5/4
[1381610] ['2/5', '2/7', '3/7', '4/7', '6/7'] -> 6/7 / (3/7 / 4/7 - 2/7 / 2/5)
[1381619] ['2/5', '2/7', '3/7', '4/7', '8/5'] -> 8/5 / (2/5 / 2/7 - 4/7 / 3/7)
[1381625] ['2/5', '2/7', '3/7', '4/7', '9/7'] -> 9/7 / (3/7 / (2/5 + 2/7) - 4/7)
[1381633] ['2/5', '2/7', '3/7', '4/9', '5/8'] -> 2/7 / (4/9 - 2/5) / 3/7 / 5/8
[1381634] ['2/5', '2/7', '3/7', '4/9', '5/9'] -> (2/5 + 2/7) / (4/9 - 3/7) * 5/9
[1381644] ['2/5', '2/7', '3/7', '4/9', '8/3'] -> 8/3 / (3/7 - 2/7 * 4/9 / 2/5)
[1381645] ['2/5', '2/7', '3/7', '4/9', '8/5'] -> 2/7 / (4/9 - 2/5) / 3/7 * 8/5
[1381650] ['2/5', '2/7', '3/7', '4/9', '9/5'] -> (2/5 + 2/7) / (4/9 - 3/7) / 9/5
[1381658] ['2/5', '2/7', '3/7', '5/2', '5/8'] -> (3/7 + 5/2 / 2/5) / 2/7 + 5/8
[1381695] ['2/5', '2/7', '3/7', '5/3', '8/7'] -> 8/7 / (2/7 + 3/7 - 2/5 * 5/3)
[1381738] ['2/5', '2/7', '3/7', '5/6', '8/3'] -> 3/7 / (2/5 * 5/6 - 2/7) * 8/3
[1381747] ['2/5', '2/7', '3/7', '5/7', '5/7'] -> 5/7 / (3/7 - 2/5) - 2/7 - 5/7
[1381752] ['2/5', '2/7', '3/7', '5/7', '7/2'] -> 5/7 / (3/7 - 2/5) - 2/7 * 7/2
[1381775] ['2/5', '2/7', '3/7', '5/8', '7/5'] -> 7/5 / (5/8 / 3/7 - 2/5 / 2/7)
[1381800] ['2/5', '2/7', '3/7', '5/9', '8/7'] -> 8/7 / (3/7 - (2/5 + 2/7) * 5/9)
[1381814] ['2/5', '2/7', '3/7', '6/5', '7/8'] -> 6/5 / (3/7 - 2/7) / 2/5 / 7/8
[1381817] ['2/5', '2/7', '3/7', '6/5', '8/5'] -> 8/5 / (2/7 / 6/5 - 2/5 * 3/7)
[1381818] ['2/5', '2/7', '3/7', '6/5', '8/7'] -> 6/5 / (3/7 - 2/7) / 2/5 * 8/7
[1381820] ['2/5', '2/7', '3/7', '6/5', '9/2'] -> (6/5 - 2/7) / 2/5 / 3/7 * 9/2
[1381833] ['2/5', '2/7', '3/7', '6/7', '8/3'] -> (3/7 + 6/7 / 2/5) / 2/7 * 8/3
[1381834] ['2/5', '2/7', '3/7', '6/7', '8/5'] -> 6/7 / (3/7 - 2/7) / 2/5 * 8/5
[1381850] ['2/5', '2/7', '3/7', '7/2', '8/5'] -> 8/5 / (2/7 * 7/2 - 2/5 / 3/7)
[1381893] ['2/5', '2/7', '3/7', '7/5', '8/7'] -> 8/7 / (2/7 - 3/7 / (2/5 + 7/5))
[1381933] ['2/5', '2/7', '3/7', '8/3', '8/3'] -> 2/7 * 8/3 / (3/7 - 2/5) - 8/3
[1381934] ['2/5', '2/7', '3/7', '8/3', '8/5'] -> 8/5 / (2/5 + 3/7 - 2/7 * 8/3)
[1381945] ['2/5', '2/7', '3/7', '8/5', '9/2'] -> (2/5 + 2/7 + 8/5) / 3/7 * 9/2
[1381960] ['2/5', '2/7', '3/7', '8/9', '9/5'] -> 2/7 / (2/5 / 8/9 - 3/7) * 9/5
[1381963] ['2/5', '2/7', '3/7', '9/2', '9/2'] -> (3/7 / 2/5 + 9/2) / 2/7 + 9/2
[1381991] ['2/5', '2/7', '3/8', '3/8', '6/7'] -> 6/7 / (3/8 + 3/8 - 2/7 / 2/5)
[1382009] ['2/5', '2/7', '3/8', '4/3', '4/5'] -> 2/5 / (4/3 - 3/8 / 2/7) / 4/5
[1382014] ['2/5', '2/7', '3/8', '4/3', '5/4'] -> 2/5 / (4/3 - 3/8 / 2/7) * 5/4
[1382030] ['2/5', '2/7', '3/8', '4/3', '8/7'] -> 8/7 / (2/5 * (3/8 - 2/7) * 4/3)
[1382033] ['2/5', '2/7', '3/8', '4/3', '9/4'] -> 3/8 / (2/5 / 4/3 - 2/7) - 9/4
[1382070] ['2/5', '2/7', '3/8', '4/7', '5/6'] -> 2/7 / (2/5 - 3/8) / 4/7 / 5/6
[1382090] ['2/5', '2/7', '3/8', '4/7', '9/7'] -> 9/7 / (3/8 * (2/7 / 2/5 - 4/7))
[1382103] ['2/5', '2/7', '3/8', '4/9', '7/3'] -> 2/7 / (4/9 - 3/8) / 2/5 * 7/3
[1382105] ['2/5', '2/7', '3/8', '4/9', '7/5'] -> 7/5 / (3/8 * (4/9 - 2/5) / 2/7)
[1382110] ['2/5', '2/7', '3/8', '4/9', '8/5'] -> 8/5 / (2/7 * (2/5 - 3/8 * 4/9))
[1382149] ['2/5', '2/7', '3/8', '5/3', '6/5'] -> 6/5 / (2/7 * (2/5 - 3/8 / 5/3))
[1382150] ['2/5', '2/7', '3/8', '5/3', '6/7'] -> 6/7 / (2/7 - 2/5 * 3/8 * 5/3)
[1382151] ['2/5', '2/7', '3/8', '5/3', '7/2'] -> 2/7 / (2/5 - 3/8) / 5/3 * 7/2
[1382165] ['2/5', '2/7', '3/8', '5/3', '9/7'] -> 9/7 / (2/7 / 2/5 / 5/3 - 3/8)
[1382178] ['2/5', '2/7', '3/8', '5/4', '7/6'] -> 2/5 / (3/8 / 5/4 - 2/7) / 7/6
[1382196] ['2/5', '2/7', '3/8', '5/6', '7/2'] -> 7/2 / ((3/8 - 2/5 * 5/6) / 2/7)
[1382198] ['2/5', '2/7', '3/8', '5/6', '7/4'] -> 2/7 / (2/5 - 3/8) / 5/6 * 7/4
[1382204] ['2/5', '2/7', '3/8', '5/6', '8/5'] -> 8/5 / (2/7 * (2/5 / 3/8 - 5/6))
[1382215] ['2/5', '2/7', '3/8', '5/7', '6/5'] -> 5/7 / (3/8 - 2/7) / 2/5 * 6/5
[1382216] ['2/5', '2/7', '3/8', '5/7', '6/7'] -> 6/7 / (2/7 * (3/8 / 5/7 - 2/5))
[1382236] ['2/5', '2/7', '3/8', '5/8', '6/7'] -> 6/7 / (2/7 * (3/8 - 2/5 * 5/8))
[1382255] ['2/5', '2/7', '3/8', '5/9', '6/7'] -> 2/7 / (2/5 - 3/8) / 5/9 / 6/7
[1382260] ['2/5', '2/7', '3/8', '5/9', '7/6'] -> 2/7 / (2/5 - 3/8) / 5/9 * 7/6
[1382272] ['2/5', '2/7', '3/8', '6/5', '6/5'] -> 6/5 / (2/7 * (3/8 + 6/5) - 2/5)
[1382274] ['2/5', '2/7', '3/8', '6/5', '7/2'] -> 7/2 / ((3/8 - 2/5 / 6/5) / 2/7)
[1382276] ['2/5', '2/7', '3/8', '6/5', '7/4'] -> 2/7 * 6/5 / (2/5 - 3/8) * 7/4
[1382277] ['2/5', '2/7', '3/8', '6/5', '7/5'] -> 6/5 / (3/8 - 2/7) / 2/5 / 7/5
[1382304] ['2/5', '2/7', '3/8', '6/7', '9/5'] -> 2/7 / (2/5 - 3/8) / 6/7 * 9/5
[1382305] ['2/5', '2/7', '3/8', '6/7', '9/7'] -> 9/7 / (3/8 * (6/7 - 2/7 / 2/5))
[1382315] ['2/5', '2/7', '3/8', '7/2', '8/5'] -> 8/5 / (2/5 / 3/8 - 2/7 * 7/2)
[1382329] ['2/5', '2/7', '3/8', '7/3', '8/3'] -> 2/7 * 7/3 / (2/5 - 3/8) - 8/3
[1382358] ['2/5', '2/7', '3/8', '7/5', '8/7'] -> 8/7 / (7/5 - 2/5 / 3/8 - 2/7)
[1382374] ['2/5', '2/7', '3/8', '7/6', '9/5'] -> 2/7 * 7/6 / (2/5 - 3/8) * 9/5
[1382390] ['2/5', '2/7', '3/8', '7/9', '8/5'] -> 8/5 / (3/8 * (2/5 - 2/7 * 7/9))
[1382410] ['2/5', '2/7', '3/8', '8/5', '9/2'] -> (2/5 / 2/7 / 3/8 + 8/5) * 9/2
[1382412] ['2/5', '2/7', '3/8', '8/5', '9/5'] -> 9/5 / (3/8 * (8/5 - 2/5 / 2/7))
[1382420] ['2/5', '2/7', '3/8', '8/7', '9/7'] -> 9/7 / (8/7 - 2/7 / 2/5 - 3/8)
[1382422] ['2/5', '2/7', '3/8', '8/9', '8/9'] -> 8/9 / (3/8 - 2/7) / 2/5 - 8/9
[1382450] ['2/5', '2/7', '4/3', '4/3', '5/6'] -> 4/3 / (2/5 / 2/7 - 4/3) / 5/6
[1382452] ['2/5', '2/7', '4/3', '4/3', '5/8'] -> (4/3 / 2/7 + 4/3) / 2/5 / 5/8
[1382454] ['2/5', '2/7', '4/3', '4/3', '6/5'] -> 4/3 * 6/5 / (2/5 / 2/7 - 4/3)
[1382464] ['2/5', '2/7', '4/3', '4/3', '8/5'] -> (4/3 / 2/7 + 4/3) / 2/5 * 8/5
[1382473] ['2/5', '2/7', '4/3', '4/5', '4/7'] -> 4/5 / (2/5 - 2/7 * 4/3) * 4/7
[1382485] ['2/5', '2/7', '4/3', '4/5', '7/3'] -> 4/5 / (2/5 / 4/3 - 2/7) / 7/3
[1382486] ['2/5', '2/7', '4/3', '4/5', '7/4'] -> 4/5 / (2/5 - 2/7 * 4/3) / 7/4
[1382492] ['2/5', '2/7', '4/3', '4/5', '8/5'] -> 8/5 / ((4/5 - 2/5) / 2/7 - 4/3)
[1382495] ['2/5', '2/7', '4/3', '4/5', '9/2'] -> (4/3 / 2/7 - 2/5) / 4/5 * 9/2
[1382503] ['2/5', '2/7', '4/3', '4/7', '5/3'] -> 4/7 / (2/5 / 4/3 - 2/7) / 5/3
[1382504] ['2/5', '2/7', '4/3', '4/7', '5/4'] -> 4/7 / (2/5 - 2/7 * 4/3) / 5/4
[1382508] ['2/5', '2/7', '4/3', '4/7', '5/9'] -> 4/3 / (2/7 / 4/7 - 2/5) / 5/9
[1382510] ['2/5', '2/7', '4/3', '4/7', '6/7'] -> 6/7 / (4/7 - 2/7 / 2/5 / 4/3)
[1382519] ['2/5', '2/7', '4/3', '4/7', '8/5'] -> 8/5 / (2/5 / (4/7 - 2/7) - 4/3)
[1382524] ['2/5', '2/7', '4/3', '4/7', '9/5'] -> 4/3 / (2/7 / 4/7 - 2/5) * 9/5
[1382528] ['2/5', '2/7', '4/3', '4/9', '5/2'] -> (4/3 / 2/7 - 2/5) / 4/9 * 5/2
[1382537] ['2/5', '2/7', '4/3', '4/9', '7/2'] -> (4/3 / 2/5 - 2/7) / 4/9 * 7/2
[1382542] ['2/5', '2/7', '4/3', '4/9', '7/8'] -> 4/3 / (4/9 - 2/7) / 2/5 / 7/8
[1382546] ['2/5', '2/7', '4/3', '4/9', '8/7'] -> 4/3 / (4/9 - 2/7) / 2/5 * 8/7
[1382561] ['2/5', '2/7', '4/3', '5/2', '6/7'] -> 6/7 / ((2/5 / 4/3 - 2/7) * 5/2)
[1382574] ['2/5', '2/7', '4/3', '5/2', '9/4'] -> (4/3 / 2/7 - 2/5) * 5/2 * 9/4
[1382593] ['2/5', '2/7', '4/3', '5/3', '8/3'] -> 8/3 / ((2/5 / 2/7 - 4/3) * 5/3)
[1382597] ['2/5', '2/7', '4/3', '5/3', '9/2'] -> (4/3 / 2/7 + 2/5 * 5/3) * 9/2
[1382620] ['2/5', '2/7', '4/3', '5/4', '9/2'] -> (4/3 / 2/7 - 2/5) * 5/4 * 9/2
[1382635] ['2/5', '2/7', '4/3', '5/6', '7/6'] -> 4/3 / (2/5 * 5/6 - 2/7) / 7/6
[1382640] ['2/5', '2/7', '4/3', '5/6', '8/7'] -> 8/7 / (2/7 * 4/3 - 2/5 * 5/6)
[1382661] ['2/5', '2/7', '4/3', '5/7', '8/7'] -> 8/7 / ((2/5 / 2/7 - 4/3) * 5/7)
[1382671] ['2/5', '2/7', '4/3', '5/8', '6/7'] -> 6/7 / (2/5 * 5/8 - 2/7 / 4/3)
[1382694] ['2/5', '2/7', '4/3', '5/9', '7/5'] -> 7/5 / ((5/9 / 4/3 - 2/5) / 2/7)
[1382701] ['2/5', '2/7', '4/3', '5/9', '8/9'] -> 8/9 / ((2/5 / 2/7 - 4/3) * 5/9)
[1382709] ['2/5', '2/7', '4/3', '6/5', '7/2'] -> 6/5 / (2/5 / 4/3 - 2/7) / 7/2
[1382713] ['2/5', '2/7', '4/3', '6/5', '7/6'] -> 4/3 / (2/5 / 6/5 - 2/7) / 7/6
[1382717] ['2/5', '2/7', '4/3', '6/5', '8/5'] -> 8/5 / ((4/3 - 6/5) / 2/7 - 2/5)
[1382754] ['2/5', '2/7', '4/3', '7/2', '9/4'] -> (4/3 / 2/5 - 2/7) * 7/2 * 9/4
[1382774] ['2/5', '2/7', '4/3', '7/4', '7/5'] -> 7/5 / ((7/4 - 2/5 - 4/3) / 2/7)
[1382782] ['2/5', '2/7', '4/3', '7/4', '9/2'] -> (4/3 / 2/5 - 2/7) * 7/4 * 9/2
[1382783] ['2/5', '2/7', '4/3', '7/4', '9/4'] -> 7/4 / (2/5 / 2/7 - 4/3) - 9/4
[1382784] ['2/5', '2/7', '4/3', '7/4', '9/5'] -> 4/3 / (2/7 * 7/4 - 2/5) * 9/5
[1382804] ['2/5', '2/7', '4/3', '7/6', '8/5'] -> 8/5 / (2/7 * (2/5 + 7/6 - 4/3))
[1382805] ['2/5', '2/7', '4/3', '7/6', '8/7'] -> 8/7 / (2/5 * (2/7 + 7/6 - 4/3))
[1382815] ['2/5', '2/7', '4/3', '7/8', '8/5'] -> 8/5 / (2/5 - 2/7 * 4/3 * 7/8)
[1382826] ['2/5', '2/7', '4/3', '7/9', '8/7'] -> 4/3 / (7/9 - 2/7 / 2/5) * 8/7
[1382834] ['2/5', '2/7', '4/3', '8/3', '8/5'] -> 8/5 / (2/5 / 2/7 + 4/3 - 8/3)
[1382840] ['2/5', '2/7', '4/3', '8/3', '9/7'] -> 9/7 / (2/7 / (8/3 / 2/5 - 4/3))
[1382852] ['2/5', '2/7', '4/3', '8/7', '9/2'] -> (8/7 / 2/5 - 4/3) / 2/7 * 9/2
[1382857] ['2/5', '2/7', '4/3', '8/9', '8/9'] -> 8/9 / (4/3 - 8/9 / (2/5 + 2/7))
[1382860] ['2/5', '2/7', '4/3', '8/9', '9/5'] -> 8/9 / (2/5 / 2/7 - 4/3) * 9/5
[1382874] ['2/5', '2/7', '4/3', '9/5', '9/8'] -> 9/5 / (2/5 / 2/7 - 4/3) / 9/8
[1382879] ['2/5', '2/7', '4/5', '4/5', '4/7'] -> 4/5 / (4/7 / (2/5 + 2/7) - 4/5)
[1382886] ['2/5', '2/7', '4/5', '4/5', '5/8'] -> (2/5 + 4/5) / 2/7 / (4/5 - 5/8)
[1382888] ['2/5', '2/7', '4/5', '4/5', '6/5'] -> 4/5 / (6/5 - 4/5 / (2/5 + 2/7))
[1382894] ['2/5', '2/7', '4/5', '4/5', '7/6'] -> (4/5 + 4/5) / (2/5 - 2/7 * 7/6)
[1382896] ['2/5', '2/7', '4/5', '4/5', '7/9'] -> 4/5 / (2/5 - 2/7 / 4/5) / 7/9
[1382897] ['2/5', '2/7', '4/5', '4/5', '8/3'] -> (4/5 / 2/7 + 4/5) / 2/5 * 8/3
[1382904] ['2/5', '2/7', '4/5', '4/5', '9/7'] -> 4/5 * 9/7 / (2/5 - 2/7 / 4/5)
[1382906] ['2/5', '2/7', '4/5', '4/7', '4/7'] -> (4/5 + 4/7) / (2/7 - 2/5 * 4/7)
[1382914] ['2/5', '2/7', '4/5', '4/7', '5/9'] -> 4/7 / (2/5 - 2/7 / 4/5) / 5/9
[1382915] ['2/5', '2/7', '4/5', '4/7', '6/5'] -> (4/5 + 4/7) / (2/5 - 2/7 * 6/5)
[1382916] ['2/5', '2/7', '4/5', '4/7', '6/7'] -> (4/5 + 4/7) / (2/5 * 6/7 - 2/7)
[1382924] ['2/5', '2/7', '4/5', '4/7', '8/3'] -> (4/5 / 2/5 + 4/7) / 2/7 * 8/3
[1382930] ['2/5', '2/7', '4/5', '4/7', '9/5'] -> 4/7 / (2/5 - 2/7 / 4/5) * 9/5
[1382942] ['2/5', '2/7', '4/5', '4/9', '6/7'] -> 6/7 / (2/5 / (4/5 + 4/9) - 2/7)
[1383000] ['2/5', '2/7', '4/5', '5/3', '8/5'] -> 8/5 / (2/5 / 2/7 - 4/5 * 5/3)
[1383001] ['2/5', '2/7', '4/5', '5/3', '8/7'] -> 8/7 / (4/5 / 2/5 - 2/7 - 5/3)
[1383014] ['2/5', '2/7', '4/5', '5/4', '6/7'] -> 6/7 / ((4/5 - 2/7) / 2/5 - 5/4)
[1383026] ['2/5', '2/7', '4/5', '5/4', '9/2'] -> 4/5 / (2/5 / 2/7 - 5/4) * 9/2
[1383039] ['2/5', '2/7', '4/5', '5/6', '7/4'] -> 2/5 / (5/6 - 4/5) / 2/7 / 7/4
[1383041] ['2/5', '2/7', '4/5', '5/6', '7/6'] -> (2/5 + 2/7) / (5/6 - 4/5) * 7/6
[1383045] ['2/5', '2/7', '4/5', '5/6', '8/5'] -> 8/5 / (2/7 * (4/5 + 5/6) - 2/5)
[1383057] ['2/5', '2/7', '4/5', '5/7', '6/7'] -> 4/5 / (5/7 - 2/5 - 2/7) * 6/7
[1383062] ['2/5', '2/7', '4/5', '5/7', '7/6'] -> 4/5 / (5/7 - 2/5 - 2/7) / 7/6
[1383089] ['2/5', '2/7', '4/5', '5/8', '9/2'] -> 9/2 / (5/8 / 2/7 - 4/5 / 2/5)
[1383091] ['2/5', '2/7', '4/5', '5/8', '9/5'] -> 9/5 / (2/5 * 5/8 / 2/7 - 4/5)
[1383106] ['2/5', '2/7', '4/5', '5/9', '8/7'] -> 8/7 / ((4/5 - 2/7 / 2/5) * 5/9)
[1383114] ['2/5', '2/7', '4/5', '6/5', '6/7'] -> 6/5 / (2/5 - 2/7 / 4/5) * 6/7
[1383119] ['2/5', '2/7', '4/5', '6/5', '7/6'] -> 6/5 / (2/5 - 2/7 / 4/5) / 7/6
[1383131] ['2/5', '2/7', '4/5', '6/7', '6/7'] -> 6/7 / (2/7 / 2/5 / 4/5 - 6/7)
[1383140] ['2/5', '2/7', '4/5', '6/7', '8/5'] -> 8/5 / (4/5 - 2/7 / 6/7 - 2/5)
[1383141] ['2/5', '2/7', '4/5', '6/7', '8/7'] -> 8/7 / (4/5 - 2/5 / 6/7 - 2/7)
[1383171] ['2/5', '2/7', '4/5', '7/3', '8/5'] -> 8/5 / (4/5 / 2/7 - 2/5 - 7/3)
[1383172] ['2/5', '2/7', '4/5', '7/3', '8/7'] -> 8/7 / (7/3 - 4/5 / 2/5 - 2/7)
[1383174] ['2/5', '2/7', '4/5', '7/3', '9/2'] -> (2/7 + 4/5 / 2/5) * 7/3 * 9/2
[1383190] ['2/5', '2/7', '4/5', '7/4', '9/5'] -> 9/5 / ((2/5 - 2/7 / 4/5) * 7/4)
[1383210] ['2/5', '2/7', '4/5', '7/6', '8/5'] -> 8/5 / (4/5 - 2/7 * 7/6 - 2/5)
[1383211] ['2/5', '2/7', '4/5', '7/6', '8/7'] -> 8/7 / (4/5 - 2/5 * 7/6 - 2/7)
[1383226] ['2/5', '2/7', '4/5', '7/8', '9/5'] -> 9/5 / ((4/5 - 2/7 / 2/5) * 7/8)
[1383227] ['2/5', '2/7', '4/5', '7/8', '9/7'] -> 9/7 / (2/7 * (7/8 - 4/5) / 2/5)
[1383229] ['2/5', '2/7', '4/5', '7/9', '7/9'] -> (2/5 + 2/7) / (4/5 - 7/9) * 7/9
[1383231] ['2/5', '2/7', '4/5', '7/9', '8/5'] -> 8/5 / ((4/5 - 2/7 / 2/5) * 7/9)
[1383237] ['2/5', '2/7', '4/5', '7/9', '9/7'] -> (2/5 + 2/7) / (4/5 - 7/9) / 9/7
[1383241] ['2/5', '2/7', '4/5', '8/3', '8/7'] -> 8/7 / ((2/7 + 4/5) / 2/5 - 8/3)
[1383247] ['2/5', '2/7', '4/5', '8/3', '9/8'] -> 9/8 / (2/5 / (8/3 / 2/7 - 4/5))
[1383253] ['2/5', '2/7', '4/5', '8/5', '9/5'] -> 9/5 / (2/5 / 2/7 / 8/5 - 4/5)
[1383254] ['2/5', '2/7', '4/5', '8/5', '9/7'] -> 8/5 / (4/5 - 2/7 / 2/5) * 9/7
[1383260] ['2/5', '2/7', '4/5', '8/7', '9/5'] -> 8/7 / (4/5 - 2/7 / 2/5) * 9/5
[1383270] ['2/5', '2/7', '4/5', '9/2', '9/4'] -> 9/2 / (2/5 - 2/7 * 4/5) - 9/4
[1383274] ['2/5', '2/7', '4/5', '9/4', '9/4'] -> 9/4 / (4/5 - 2/7 / 2/5) - 9/4
[1383289] ['2/5', '2/7', '4/7', '4/7', '5/6'] -> (4/7 + 4/7) / (2/5 * 5/6 - 2/7)
[1383291] ['2/5', '2/7', '4/7', '4/7', '5/8'] -> (2/7 / 2/5 + 4/7) / (5/8 - 4/7)
[1383293] ['2/5', '2/7', '4/7', '4/7', '6/5'] -> (4/7 + 4/7) / (2/5 / 6/5 - 2/7)
[1383294] ['2/5', '2/7', '4/7', '4/7', '6/7'] -> 4/7 / (6/7 - 4/7 / (2/5 + 2/7))
[1383328] ['2/5', '2/7', '4/7', '4/9', '8/3'] -> 4/7 / (4/9 - 2/7) / 2/5 * 8/3
[1383344] ['2/5', '2/7', '4/7', '5/2', '6/5'] -> 6/5 / (5/2 - 2/5 / 2/7 / 4/7)
[1383378] ['2/5', '2/7', '4/7', '5/3', '8/5'] -> 8/5 / (2/5 + 5/3 - 4/7 / 2/7)
[1383379] ['2/5', '2/7', '4/7', '5/3', '8/7'] -> 8/7 / (2/7 + 4/7 / 2/5 - 5/3)
[1383390] ['2/5', '2/7', '4/7', '5/4', '5/9'] -> 4/7 / (2/5 - 2/7 * 5/4) / 5/9
[1383391] ['2/5', '2/7', '4/7', '5/4', '6/5'] -> 6/5 / (5/4 - (2/5 + 2/7) / 4/7)
[1383392] ['2/5', '2/7', '4/7', '5/4', '6/7'] -> 6/7 / (2/7 / 2/5 + 4/7 - 5/4)
[1383406] ['2/5', '2/7', '4/7', '5/4', '9/5'] -> 4/7 / (2/5 - 2/7 * 5/4) * 9/5
[1383418] ['2/5', '2/7', '4/7', '5/6', '7/5'] -> 7/5 / (5/6 / 4/7 - 2/5 / 2/7)
[1383453] ['2/5', '2/7', '4/7', '5/8', '5/9'] -> 2/7 / (5/8 - 4/7) / 2/5 / 5/9
[1383469] ['2/5', '2/7', '4/7', '5/8', '9/5'] -> 2/7 / (5/8 - 4/7) / 2/5 * 9/5
[1383472] ['2/5', '2/7', '4/7', '5/9', '5/9'] -> (2/5 + 2/7) / (4/7 - 5/9) * 5/9
[1383488] ['2/5', '2/7', '4/7', '5/9', '9/5'] -> (2/5 + 2/7) / (4/7 - 5/9) / 9/5
[1383491] ['2/5', '2/7', '4/7', '6/5', '6/5'] -> 6/5 / (2/7 / 2/5 / 4/7 - 6/5)
[1383498] ['2/5', '2/7', '4/7', '6/5', '7/8'] -> 6/5 / (2/7 - 2/5 * 4/7) / 7/8
[1383501] ['2/5', '2/7', '4/7', '6/5', '8/5'] -> 8/5 / (2/5 + 2/7 / 6/5 - 4/7)
[1383519] ['2/5', '2/7', '4/7', '6/7', '8/7'] -> 8/7 / (2/7 / 2/5 - 4/7 / 6/7)
[1383524] ['2/5', '2/7', '4/7', '6/7', '9/7'] -> 9/7 / (2/7 / (6/7 - 2/5) - 4/7)
[1383602] ['2/5', '2/7', '4/7', '7/8', '9/2'] -> 9/2 / (7/8 / 2/5 - 4/7 / 2/7)
[1383604] ['2/5', '2/7', '4/7', '7/8', '9/5'] -> 9/5 / (7/8 - 2/5 * 4/7 / 2/7)
[1383605] ['2/5', '2/7', '4/7', '7/8', '9/7'] -> 9/7 / (2/7 * 7/8 / 2/5 - 4/7)
[1383617] ['2/5', '2/7', '4/7', '8/3', '8/3'] -> 8/3 / (2/7 / 4/7 - 2/5) - 8/3
[1383624] ['2/5', '2/7', '4/7', '8/3', '9/7'] -> 9/7 / ((2/7 / 2/5 - 4/7) / 8/3)
[1383625] ['2/5', '2/7', '4/7', '8/3', '9/8'] -> 9/8 / (2/7 / (8/3 / 2/5 - 4/7))
[1383626] ['2/5', '2/7', '4/7', '8/5', '8/5'] -> 8/5 / (2/7 / (4/7 - 2/5) - 8/5)
[1383639] ['2/5', '2/7', '4/7', '8/7', '9/7'] -> 9/7 / (2/7 / 2/5 / 8/7 - 4/7)
[1383647] ['2/5', '2/7', '4/7', '9/2', '9/2'] -> (4/7 / (2/5 + 2/7) + 9/2) * 9/2
[1383726] ['2/5', '2/7', '4/9', '5/3', '7/8'] -> 2/5 / (2/7 - 4/9 / 5/3) / 7/8
[1383730] ['2/5', '2/7', '4/9', '5/3', '8/7'] -> 2/5 / (2/7 - 4/9 / 5/3) * 8/7
[1383733] ['2/5', '2/7', '4/9', '5/3', '9/4'] -> 5/3 / (4/9 - 2/7) / 2/5 - 9/4
[1383752] ['2/5', '2/7', '4/9', '5/4', '8/5'] -> 8/5 / (4/9 * (2/5 / 2/7 - 5/4))
[1383804] ['2/5', '2/7', '4/9', '5/8', '5/9'] -> 5/9 / (4/9 / (2/5 + 2/7) - 5/8)
