[826615] ['1/6', '2/9', '4/3', '5/3', '8/9'] -> (8/9 / (2/9 * ((5/3 - 1/6) - 4/3)))
[853658] ['1/6', '3/7', '5/3', '7/2', '9/4'] -> ((5/3 + ((3/7 * 7/2) / 1/6)) * 9/4)
[853659] ['1/6', '3/7', '5/3', '7/2', '9/5'] -> ((5/3 * ((7/2 / 3/7) - 1/6)) * 9/5)
[853660] ['1/6', '3/7', '5/3', '7/2', '9/7'] -> ((((3/7 * 5/3) + 7/2) / 1/6) - 9/7)
[853663] ['1/6', '3/7', '5/3', '7/3', '7/4'] -> ((5/3 / (3/7 - (1/6 * 7/3))) / 7/4)
[853666] ['1/6', '3/7', '5/3', '7/3', '7/8'] -> ((((5/3 / 1/6) / 3/7) - 7/3) / 7/8)
[853679] ['1/6', '3/7', '5/3', '7/4', '7/6'] -> ((((7/4 / 1/6) / 3/7) - 5/3) + 7/6)
[853681] ['1/6', '3/7', '5/3', '7/4', '7/9'] -> (((3/7 / (7/4 - 5/3)) / 1/6) * 7/9)
[853688] ['1/6', '3/7', '5/3', '7/4', '9/5'] -> ((((5/3 / 1/6) / 3/7) / 7/4) * 9/5)
[853689] ['1/6', '3/7', '5/3', '7/4', '9/7'] -> (((3/7 / (7/4 - 5/3)) / 1/6) / 9/7)
[853709] ['1/6', '3/7', '5/3', '7/6', '8/7'] -> (8/7 / ((3/7 * (5/3 - 7/6)) - 1/6))
[853719] ['1/6', '3/7', '5/3', '7/8', '8/5'] -> (8/5 / ((3/7 / 5/3) - (1/6 / 7/8)))
[853735] ['1/6', '3/7', '5/3', '7/9', '9/7'] -> ((9/7 * ((5/3 / 3/7) - 7/9)) / 1/6)
[853738] ['1/6', '3/7', '5/3', '8/3', '8/5'] -> ((((8/3 / 1/6) / 3/7) / 5/3) + 8/5)
[853763] ['1/6', '3/7', '5/3', '8/9', '9/4'] -> ((((5/3 / 1/6) / 3/7) / 8/9) - 9/4)
[853806] ['1/6', '3/7', '5/4', '5/6', '5/7'] -> (5/7 / ((1/6 * 3/7) * (5/4 - 5/6)))
[853816] ['1/6', '3/7', '5/4', '5/6', '7/8'] -> ((((5/4 / 1/6) / 3/7) / 5/6) / 7/8)
[853820] ['1/6', '3/7', '5/4', '5/6', '8/7'] -> ((((5/4 / 1/6) / 3/7) / 5/6) * 8/7)
[853830] ['1/6', '3/7', '5/4', '5/7', '6/5'] -> (6/5 / (5/4 - (5/7 / (1/6 + 3/7))))
[853844] ['1/6', '3/7', '5/4', '5/7', '9/4'] -> (((5/4 / (5/7 - 3/7)) / 1/6) - 9/4)
[853851] ['1/6', '3/7', '5/4', '5/8', '6/7'] -> ((((5/4 / 1/6) / 3/7) / 5/8) * 6/7)
[853854] ['1/6', '3/7', '5/4', '5/8', '7/4'] -> ((5/4 / ((5/8 - 1/6) - 3/7)) / 7/4)
[853856] ['1/6', '3/7', '5/4', '5/8', '7/6'] -> ((((5/4 / 1/6) / 3/7) / 5/8) / 7/6)
[853859] ['1/6', '3/7', '5/4', '5/8', '8/3'] -> (8/3 / ((5/8 / 5/4) - (1/6 / 3/7)))
[853861] ['1/6', '3/7', '5/4', '5/8', '8/7'] -> (8/7 / (((3/7 * 5/8) / 5/4) - 1/6))
[853864] ['1/6', '3/7', '5/4', '5/8', '9/4'] -> ((((5/4 + 5/8) / 1/6) / 3/7) - 9/4)
[853885] ['1/6', '3/7', '5/4', '5/9', '9/7'] -> (9/7 / (3/7 - ((1/6 * 5/4) / 5/9)))
[853894] ['1/6', '3/7', '5/4', '6/5', '7/8'] -> ((((5/4 * 6/5) / 1/6) / 3/7) / 7/8)
[853898] ['1/6', '3/7', '5/4', '6/5', '8/7'] -> ((((5/4 * 6/5) / 1/6) / 3/7) * 8/7)
[853913] ['1/6', '3/7', '5/4', '6/7', '8/3'] -> (((3/7 + (5/4 * 6/7)) / 1/6) * 8/3)
[853914] ['1/6', '3/7', '5/4', '6/7', '8/5'] -> ((((5/4 * 6/7) / 1/6) / 3/7) * 8/5)
[853920] ['1/6', '3/7', '5/4', '6/7', '9/7'] -> (9/7 / (1/6 * (6/7 - (3/7 * 5/4))))
[853923] ['1/6', '3/7', '5/4', '7/2', '7/3'] -> (7/3 / (1/6 * (7/2 - (5/4 / 3/7))))
[853925] ['1/6', '3/7', '5/4', '7/2', '7/5'] -> ((7/5 * (3/7 + (7/2 / 1/6))) / 5/4)
[853927] ['1/6', '3/7', '5/4', '7/2', '7/8'] -> ((((5/4 / 1/6) / 3/7) + 7/2) / 7/8)
[853938] ['1/6', '3/7', '5/4', '7/3', '7/3'] -> (7/3 / (1/6 * ((5/4 / 3/7) - 7/3)))
[853941] ['1/6', '3/7', '5/4', '7/3', '7/6'] -> ((((7/3 / 3/7) - 5/4) / 1/6) - 7/6)
[853958] ['1/6', '3/7', '5/4', '7/4', '8/3'] -> (8/3 / ((7/4 - (1/6 / 3/7)) - 5/4))
[853967] ['1/6', '3/7', '5/4', '7/5', '7/5'] -> ((7/5 * 3/7) / (1/6 * (7/5 - 5/4)))
[853982] ['1/6', '3/7', '5/4', '7/6', '7/9'] -> (((3/7 / (5/4 - 7/6)) / 1/6) * 7/9)
[853983] ['1/6', '3/7', '5/4', '7/6', '8/3'] -> (((3/7 + (5/4 / 7/6)) / 1/6) * 8/3)
[853984] ['1/6', '3/7', '5/4', '7/6', '8/5'] -> ((((5/4 / 1/6) / 3/7) / 7/6) * 8/5)
[853990] ['1/6', '3/7', '5/4', '7/6', '9/7'] -> (((3/7 / (5/4 - 7/6)) / 1/6) / 9/7)
[853994] ['1/6', '3/7', '5/4', '7/8', '8/3'] -> ((3/7 + ((5/4 / 1/6) / 7/8)) * 8/3)
[854015] ['1/6', '3/7', '5/4', '8/3', '8/7'] -> (8/7 / ((1/6 * 5/4) - (3/7 / 8/3)))
[854035] ['1/6', '3/7', '5/4', '8/7', '9/7'] -> (9/7 / (1/6 * ((3/7 + 8/7) - 5/4)))
[854045] ['1/6', '3/7', '5/4', '9/2', '9/5'] -> ((5/4 * (1/6 + (9/2 / 3/7))) * 9/5)
[854053] ['1/6', '3/7', '5/4', '9/5', '9/7'] -> (9/7 / (3/7 - ((1/6 * 5/4) * 9/5)))
[854081] ['1/6', '3/7', '5/6', '5/7', '5/8'] -> (((5/6 + (5/7 / 3/7)) / 1/6) / 5/8)
[854082] ['1/6', '3/7', '5/6', '5/7', '5/9'] -> ((((5/6 / 1/6) + 5/7) / 3/7) / 5/9)
[854085] ['1/6', '3/7', '5/6', '5/7', '7/2'] -> ((((3/7 + 5/6) / 1/6) - 5/7) * 7/2)
[854098] ['1/6', '3/7', '5/6', '5/7', '9/5'] -> ((((5/6 / 1/6) + 5/7) / 3/7) * 9/5)
[854104] ['1/6', '3/7', '5/6', '5/8', '6/7'] -> ((5/6 / ((5/8 - 1/6) - 3/7)) * 6/7)
[854106] ['1/6', '3/7', '5/6', '5/8', '7/3'] -> ((3/7 / ((5/6 - 1/6) - 5/8)) * 7/3)
[854109] ['1/6', '3/7', '5/6', '5/8', '7/6'] -> ((5/6 / ((5/8 - 1/6) - 3/7)) / 7/6)
[854131] ['1/6', '3/7', '5/6', '5/9', '8/3'] -> (8/3 / (((1/6 / 3/7) + 5/9) - 5/6))
[854132] ['1/6', '3/7', '5/6', '5/9', '8/5'] -> ((((5/6 / 3/7) + 5/9) / 1/6) * 8/5)
[854143] ['1/6', '3/7', '5/6', '6/5', '7/3'] -> ((((3/7 / 5/6) + 6/5) / 1/6) * 7/3)
[854159] ['1/6', '3/7', '5/6', '6/7', '7/2'] -> (((3/7 + (5/6 * 6/7)) / 1/6) * 7/2)
[854175] ['1/6', '3/7', '5/6', '7/2', '7/2'] -> (((3/7 * (7/2 - 5/6)) / 1/6) * 7/2)
[854192] ['1/6', '3/7', '5/6', '7/3', '7/4'] -> ((((7/3 - 3/7) / 1/6) / 5/6) * 7/4)
[854202] ['1/6', '3/7', '5/6', '7/3', '9/4'] -> ((((5/6 / 1/6) - 3/7) * 7/3) * 9/4)
[854210] ['1/6', '3/7', '5/6', '7/4', '7/9'] -> (7/9 / (1/6 * ((5/6 / 3/7) - 7/4)))
[854225] ['1/6', '3/7', '5/6', '7/5', '8/5'] -> (8/5 / ((5/6 - (3/7 * 7/5)) - 1/6))
[854226] ['1/6', '3/7', '5/6', '7/5', '8/7'] -> (8/7 / (((5/6 - 1/6) / 7/5) - 3/7))
[854233] ['1/6', '3/7', '5/6', '7/6', '7/6'] -> ((((5/6 + 7/6) / 1/6) / 3/7) / 7/6)
[854235] ['1/6', '3/7', '5/6', '7/6', '7/9'] -> ((((5/6 / 3/7) + 7/6) / 1/6) / 7/9)
[854240] ['1/6', '3/7', '5/6', '7/6', '9/2'] -> ((((5/6 / 1/6) - 3/7) * 7/6) * 9/2)
[854243] ['1/6', '3/7', '5/6', '7/6', '9/7'] -> ((((5/6 / 3/7) + 7/6) / 1/6) * 9/7)
[854244] ['1/6', '3/7', '5/6', '7/6', '9/8'] -> ((9/8 * (5/6 + (7/6 / 3/7))) / 1/6)
[854251] ['1/6', '3/7', '5/6', '7/8', '9/2'] -> (9/2 / (((5/6 - 3/7) * 7/8) - 1/6))
[854253] ['1/6', '3/7', '5/6', '7/8', '9/5'] -> ((((5/6 / 1/6) / 3/7) / 7/8) * 9/5)
[854254] ['1/6', '3/7', '5/6', '7/8', '9/7'] -> (9/7 / (3/7 * ((1/6 + 5/6) - 7/8)))
[854258] ['1/6', '3/7', '5/6', '7/9', '8/5'] -> ((((5/6 / 1/6) / 3/7) / 7/9) * 8/5)
[854259] ['1/6', '3/7', '5/6', '7/9', '8/7'] -> (8/7 / (3/7 * ((1/6 + 7/9) - 5/6)))
[854261] ['1/6', '3/7', '5/6', '7/9', '9/2'] -> (((5/6 / 1/6) + (3/7 * 7/9)) * 9/2)
[854273] ['1/6', '3/7', '5/6', '8/3', '9/7'] -> (9/7 / (3/7 - ((1/6 + 5/6) / 8/3)))
[854281] ['1/6', '3/7', '5/6', '8/5', '9/7'] -> (((9/7 * 8/5) * 5/6) / (1/6 * 3/7))
[854285] ['1/6', '3/7', '5/6', '8/7', '9/2'] -> (9/2 / (((5/6 - 3/7) / 8/7) - 1/6))
[854287] ['1/6', '3/7', '5/6', '8/7', '9/5'] -> ((((5/6 * 8/7) / 1/6) / 3/7) * 9/5)
[854301] ['1/6', '3/7', '5/6', '9/4', '9/4'] -> ((((5/6 * 9/4) / 1/6) / 3/7) - 9/4)
[854311] ['1/6', '3/7', '5/7', '5/7', '5/7'] -> ((((5/7 / 5/7) + 5/7) / 1/6) / 3/7)
[854312] ['1/6', '3/7', '5/7', '5/7', '5/8'] -> (((5/7 / (5/7 - 3/7)) / 1/6) / 5/8)
[854314] ['1/6', '3/7', '5/7', '5/7', '6/5'] -> ((((5/7 + 5/7) / 1/6) / 3/7) * 6/5)
[854323] ['1/6', '3/7', '5/7', '5/7', '8/3'] -> ((3/7 + ((5/7 + 5/7) / 1/6)) * 8/3)
[854324] ['1/6', '3/7', '5/7', '5/7', '8/5'] -> (((5/7 / (5/7 - 3/7)) / 1/6) * 8/5)
[854334] ['1/6', '3/7', '5/7', '5/8', '6/5'] -> (((3/7 / (5/7 - 5/8)) / 1/6) / 6/5)
[854336] ['1/6', '3/7', '5/7', '5/8', '7/2'] -> (7/2 / (1/6 * (3/7 + (5/7 * 5/8))))
[854352] ['1/6', '3/7', '5/7', '5/9', '5/9'] -> ((((5/7 / 3/7) + 5/9) / 1/6) / 5/9)
[854356] ['1/6', '3/7', '5/7', '5/9', '7/3'] -> (((3/7 + (5/7 / 5/9)) / 1/6) * 7/3)
[854364] ['1/6', '3/7', '5/7', '5/9', '8/7'] -> (8/7 / (((5/9 - 3/7) / 1/6) - 5/7))
[854368] ['1/6', '3/7', '5/7', '5/9', '9/5'] -> ((((5/7 / 3/7) + 5/9) / 1/6) * 9/5)
[854389] ['1/6', '3/7', '5/7', '6/7', '6/7'] -> (6/7 / (1/6 * (5/7 - (3/7 / 6/7))))
[854390] ['1/6', '3/7', '5/7', '6/7', '7/2'] -> ((((5/7 + 6/7) - 3/7) / 1/6) * 7/2)
[854397] ['1/6', '3/7', '5/7', '6/7', '8/3'] -> ((((5/7 + 6/7) / 1/6) - 3/7) * 8/3)
[854415] ['1/6', '3/7', '5/7', '7/2', '8/7'] -> ((((3/7 + 7/2) / 1/6) - 5/7) + 8/7)
[854422] ['1/6', '3/7', '5/7', '7/3', '7/3'] -> (((5/7 + (3/7 * 7/3)) / 1/6) * 7/3)
[854430] ['1/6', '3/7', '5/7', '7/3', '8/7'] -> (8/7 / (1/6 * ((3/7 * 7/3) - 5/7)))
[854455] ['1/6', '3/7', '5/7', '7/5', '8/3'] -> (((3/7 / 5/7) + (7/5 / 1/6)) * 8/3)
[854456] ['1/6', '3/7', '5/7', '7/5', '8/5'] -> (8/5 / ((1/6 * (5/7 - 3/7)) * 7/5))
[854467] ['1/6', '3/7', '5/7', '7/6', '8/3'] -> (8/3 / (((5/7 - 1/6) / 3/7) - 7/6))
[854469] ['1/6', '3/7', '5/7', '7/6', '8/7'] -> (8/7 / ((5/7 - (3/7 * 7/6)) - 1/6))
[854471] ['1/6', '3/7', '5/7', '7/6', '9/2'] -> (((7/6 / 1/6) - (5/7 / 3/7)) * 9/2)
[854491] ['1/6', '3/7', '5/7', '7/9', '8/9'] -> (8/9 / ((1/6 * (5/7 - 3/7)) * 7/9))
[854499] ['1/6', '3/7', '5/7', '8/3', '8/7'] -> ((((3/7 + 5/7) + 8/3) / 1/6) + 8/7)
[854522] ['1/6', '3/7', '5/7', '8/9', '9/2'] -> (9/2 / (((5/7 - 1/6) / 8/9) - 3/7))
[854525] ['1/6', '3/7', '5/7', '8/9', '9/7'] -> ((9/7 * 8/9) / (1/6 * (5/7 - 3/7)))
[854533] ['1/6', '3/7', '5/7', '9/4', '9/5'] -> ((5/7 / (3/7 - (1/6 * 9/4))) * 9/5)
[854540] ['1/6', '3/7', '5/7', '9/7', '9/8'] -> (((9/7 / (5/7 - 3/7)) / 1/6) / 9/8)
[854551] ['1/6', '3/7', '5/8', '5/8', '7/8'] -> ((5/8 / ((5/8 - 1/6) - 3/7)) / 7/8)
[854555] ['1/6', '3/7', '5/8', '5/8', '8/7'] -> ((5/8 / ((5/8 - 1/6) - 3/7)) * 8/7)
[854573] ['1/6', '3/7', '5/8', '5/9', '8/5'] -> (8/5 / (((1/6 / 3/7) / 5/8) - 5/9))
[854578] ['1/6', '3/7', '5/8', '5/9', '9/5'] -> (9/5 / (((1/6 / 3/7) / 5/9) - 5/8))
[854579] ['1/6', '3/7', '5/8', '5/9', '9/7'] -> ((9/7 * 5/9) / ((5/8 - 1/6) - 3/7))
[854582] ['1/6', '3/7', '5/8', '6/5', '6/7'] -> (6/7 / (((5/8 - 1/6) - 3/7) * 6/5))
[854600] ['1/6', '3/7', '5/8', '6/7', '7/2'] -> (7/2 / (((3/7 * 5/8) / 6/7) - 1/6))
[854614] ['1/6', '3/7', '5/8', '6/7', '9/7'] -> (9/7 / ((5/8 - (1/6 * 6/7)) - 3/7))
[854616] ['1/6', '3/7', '5/8', '7/2', '7/2'] -> (7/2 / (1/6 * ((3/7 * 7/2) - 5/8)))
[854617] ['1/6', '3/7', '5/8', '7/2', '7/3'] -> ((3/7 / (5/8 - (1/6 * 7/2))) * 7/3)
[854629] ['1/6', '3/7', '5/8', '7/2', '9/5'] -> (((1/6 + (7/2 / 3/7)) / 5/8) * 9/5)
[854630] ['1/6', '3/7', '5/8', '7/2', '9/7'] -> ((9/7 * (1/6 + 7/2)) / (5/8 - 3/7))
[854649] ['1/6', '3/7', '5/8', '7/4', '7/6'] -> (7/6 / (1/6 * (7/4 - (5/8 / 3/7))))
[854659] ['1/6', '3/7', '5/8', '7/4', '9/7'] -> (9/7 / ((3/7 * (7/4 - 1/6)) - 5/8))
[854660] ['1/6', '3/7', '5/8', '7/4', '9/8'] -> ((5/8 + ((7/4 / 1/6) / 3/7)) - 9/8)
[854674] ['1/6', '3/7', '5/8', '7/6', '7/6'] -> (7/6 / (1/6 * ((5/8 / 3/7) - 7/6)))
[854681] ['1/6', '3/7', '5/8', '7/6', '9/2'] -> (9/2 / (1/6 * (5/8 + (3/7 * 7/6))))
[854686] ['1/6', '3/7', '5/8', '7/8', '7/8'] -> ((((5/8 + 7/8) / 1/6) / 3/7) / 7/8)
[854697] ['1/6', '3/7', '5/8', '7/9', '7/9'] -> ((3/7 / ((1/6 + 5/8) - 7/9)) * 7/9)
[854699] ['1/6', '3/7', '5/8', '7/9', '8/5'] -> (8/5 / ((3/7 * 7/9) - (1/6 / 5/8)))
[854717] ['1/6', '3/7', '5/8', '8/5', '8/7'] -> (8/7 / (((5/8 - 1/6) - 3/7) * 8/5))
[854724] ['1/6', '3/7', '5/8', '8/7', '8/7'] -> (8/7 / (1/6 * ((5/8 * 8/7) - 3/7)))
[854742] ['1/6', '3/7', '5/8', '9/4', '9/4'] -> ((5/8 / ((3/7 / 9/4) - 1/6)) - 9/4)
[854747] ['1/6', '3/7', '5/8', '9/5', '9/7'] -> (9/7 / (((5/8 - 1/6) - 3/7) * 9/5))
[854749] ['1/6', '3/7', '5/8', '9/7', '9/7'] -> (9/7 / ((3/7 * 5/8) - (1/6 * 9/7)))
[854767] ['1/6', '3/7', '5/9', '5/9', '9/4'] -> (((5/9 / (5/9 - 3/7)) / 1/6) - 9/4)
[854801] ['1/6', '3/7', '5/9', '6/7', '9/2'] -> (((5/9 / 1/6) + (6/7 / 3/7)) * 9/2)
[854814] ['1/6', '3/7', '5/9', '7/2', '8/5'] -> (((1/6 + (7/2 / 3/7)) / 5/9) * 8/5)
[854825] ['1/6', '3/7', '5/9', '7/3', '7/6'] -> ((((7/3 - 3/7) / 1/6) / 5/9) * 7/6)
[854828] ['1/6', '3/7', '5/9', '7/3', '8/3'] -> (8/3 / (1/6 * (3/7 + (5/9 / 7/3))))
[854831] ['1/6', '3/7', '5/9', '7/3', '8/9'] -> ((((7/3 - 5/9) / 1/6) / 3/7) - 8/9)
[854841] ['1/6', '3/7', '5/9', '7/4', '7/9'] -> (7/9 / (1/6 * ((3/7 * 7/4) - 5/9)))
[854845] ['1/6', '3/7', '5/9', '7/4', '8/9'] -> (8/9 / ((1/6 * (5/9 - 3/7)) * 7/4))
[854849] ['1/6', '3/7', '5/9', '7/4', '9/7'] -> (9/7 / ((1/6 * 7/4) - (3/7 * 5/9)))
[854856] ['1/6', '3/7', '5/9', '7/5', '8/5'] -> (8/5 / ((5/9 / 1/6) - (7/5 / 3/7)))
[854870] ['1/6', '3/7', '5/9', '7/6', '8/9'] -> (8/9 / ((1/6 + 7/6) - (5/9 / 3/7)))
[854877] ['1/6', '3/7', '5/9', '7/8', '7/9'] -> (7/9 / (((5/9 - 1/6) / 3/7) - 7/8))
[854878] ['1/6', '3/7', '5/9', '7/8', '8/3'] -> (8/3 / (5/9 - ((1/6 / 3/7) / 7/8)))
[854880] ['1/6', '3/7', '5/9', '7/8', '8/7'] -> (8/7 / ((3/7 * 5/9) - (1/6 / 7/8)))
[854884] ['1/6', '3/7', '5/9', '7/8', '9/5'] -> (9/5 / ((3/7 * 7/8) - (1/6 / 5/9)))
[854890] ['1/6', '3/7', '5/9', '7/9', '8/7'] -> (8/7 / (1/6 * ((5/9 / 7/9) - 3/7)))
[854891] ['1/6', '3/7', '5/9', '7/9', '8/9'] -> (8/9 / (1/6 * (5/9 - (3/7 * 7/9))))
[854892] ['1/6', '3/7', '5/9', '7/9', '9/2'] -> (((5/9 + (3/7 * 7/9)) / 1/6) * 9/2)
[854893] ['1/6', '3/7', '5/9', '7/9', '9/4'] -> ((1/6 / (7/9 - (3/7 / 5/9))) - 9/4)
[854895] ['1/6', '3/7', '5/9', '7/9', '9/7'] -> ((9/7 * (5/9 + 7/9)) / (1/6 * 3/7))
[854899] ['1/6', '3/7', '5/9', '8/3', '8/7'] -> (8/7 / (3/7 * (5/9 - (1/6 * 8/3))))
[854904] ['1/6', '3/7', '5/9', '8/3', '9/7'] -> (9/7 / ((3/7 - (5/9 / 8/3)) - 1/6))
[854914] ['1/6', '3/7', '5/9', '8/7', '8/7'] -> (8/7 / ((3/7 * 5/9) - (1/6 * 8/7)))
[854918] ['1/6', '3/7', '5/9', '8/7', '9/5'] -> (9/5 / ((3/7 / 8/7) - (1/6 / 5/9)))
[854940] ['1/6', '3/7', '5/9', '9/7', '9/8'] -> ((9/8 * (5/9 + (9/7 / 3/7))) / 1/6)
[854945] ['1/6', '3/7', '6/5', '6/5', '7/3'] -> ((((3/7 * 6/5) + 6/5) / 1/6) * 7/3)
[854947] ['1/6', '3/7', '6/5', '6/5', '7/5'] -> ((((6/5 + 6/5) / 1/6) / 3/7) / 7/5)
[854961] ['1/6', '3/7', '6/5', '6/7', '7/2'] -> ((7/2 * (3/7 + (6/7 / 6/5))) / 1/6)
[854970] ['1/6', '3/7', '6/5', '6/7', '8/7'] -> (8/7 / (1/6 * ((6/7 / 6/5) - 3/7)))
[854980] ['1/6', '3/7', '6/5', '7/2', '7/5'] -> ((7/5 * ((7/2 / 1/6) - 3/7)) / 6/5)
[854994] ['1/6', '3/7', '6/5', '7/3', '7/4'] -> (((6/5 * (7/3 - 3/7)) / 1/6) * 7/4)
[855001] ['1/6', '3/7', '6/5', '7/3', '8/7'] -> (8/7 / (6/5 * (3/7 - (1/6 * 7/3))))
[855019] ['1/6', '3/7', '6/5', '7/4', '9/5'] -> (9/5 / (1/6 * (6/5 - (3/7 * 7/4))))
[855055] ['1/6', '3/7', '6/5', '7/8', '9/5'] -> (9/5 / (((1/6 * 3/7) * 6/5) * 7/8))
[855059] ['1/6', '3/7', '6/5', '7/9', '8/3'] -> (8/3 / (((3/7 * 7/9) / 6/5) - 1/6))
[855060] ['1/6', '3/7', '6/5', '7/9', '8/5'] -> (8/5 / (((1/6 * 3/7) * 6/5) * 7/9))
[855064] ['1/6', '3/7', '6/5', '7/9', '9/4'] -> ((1/6 / ((3/7 + 7/9) - 6/5)) - 9/4)
[855089] ['1/6', '3/7', '6/5', '8/7', '9/5'] -> ((((8/7 / 1/6) / 3/7) / 6/5) * 9/5)
[855103] ['1/6', '3/7', '6/5', '9/4', '9/4'] -> ((((9/4 / 1/6) / 3/7) / 6/5) - 9/4)
[855104] ['1/6', '3/7', '6/5', '9/4', '9/5'] -> (9/5 / ((1/6 * 3/7) * (9/4 - 6/5)))
[855113] ['1/6', '3/7', '6/7', '6/7', '6/7'] -> (((6/7 + 6/7) / (6/7 - 3/7)) / 1/6)
[855115] ['1/6', '3/7', '6/7', '6/7', '7/3'] -> ((((6/7 * 6/7) / 1/6) / 3/7) * 7/3)
[855117] ['1/6', '3/7', '6/7', '6/7', '7/5'] -> ((((6/7 / 3/7) + 6/7) / 1/6) * 7/5)
[855121] ['1/6', '3/7', '6/7', '6/7', '8/3'] -> ((((3/7 + 6/7) / 1/6) / 6/7) * 8/3)
[855123] ['1/6', '3/7', '6/7', '6/7', '8/7'] -> (((6/7 / 1/6) / 3/7) * (6/7 + 8/7))
[855125] ['1/6', '3/7', '6/7', '6/7', '9/2'] -> ((6/7 + 6/7) / (1/6 - (3/7 / 9/2)))
[855127] ['1/6', '3/7', '6/7', '6/7', '9/5'] -> ((6/7 + 6/7) / ((3/7 / 9/5) - 1/6))
[855132] ['1/6', '3/7', '6/7', '7/2', '7/4'] -> ((((6/7 * 7/2) / 1/6) / 3/7) / 7/4)
[855140] ['1/6', '3/7', '6/7', '7/2', '8/9'] -> ((((3/7 + 6/7) * 7/2) / 1/6) * 8/9)
[855144] ['1/6', '3/7', '6/7', '7/2', '9/7'] -> ((((3/7 + 7/2) / 1/6) - 6/7) + 9/7)
[855145] ['1/6', '3/7', '6/7', '7/2', '9/8'] -> ((((3/7 + 6/7) * 7/2) / 1/6) / 9/8)
[855149] ['1/6', '3/7', '6/7', '7/3', '7/6'] -> ((((6/7 * 7/3) / 1/6) / 3/7) / 7/6)
[855152] ['1/6', '3/7', '6/7', '7/3', '8/3'] -> (8/3 / ((3/7 / 6/7) - (1/6 * 7/3)))
[855154] ['1/6', '3/7', '6/7', '7/3', '8/7'] -> (8/7 / (((3/7 / 6/7) / 7/3) - 1/6))
[855156] ['1/6', '3/7', '6/7', '7/3', '9/2'] -> ((((3/7 / 1/6) / 6/7) + 7/3) * 9/2)
[855158] ['1/6', '3/7', '6/7', '7/3', '9/5'] -> ((((7/3 - 3/7) / 1/6) / 6/7) * 9/5)
[855164] ['1/6', '3/7', '6/7', '7/4', '7/8'] -> ((((6/7 * 7/4) / 1/6) / 3/7) / 7/8)
[855168] ['1/6', '3/7', '6/7', '7/4', '8/7'] -> ((((6/7 * 7/4) / 1/6) / 3/7) * 8/7)
[855193] ['1/6', '3/7', '6/7', '7/6', '8/7'] -> (8/7 / (((1/6 + 7/6) - 3/7) - 6/7))
[855212] ['1/6', '3/7', '6/7', '7/9', '8/3'] -> (8/3 / ((7/9 - (3/7 / 6/7)) - 1/6))
[855233] ['1/6', '3/7', '6/7', '8/5', '9/2'] -> (9/2 / (1/6 * (6/7 + (3/7 / 8/5))))
[855238] ['1/6', '3/7', '6/7', '8/7', '8/7'] -> (8/7 / ((3/7 / (6/7 + 8/7)) - 1/6))
[855240] ['1/6', '3/7', '6/7', '8/7', '9/2'] -> (((8/7 / (3/7 + 6/7)) / 1/6) * 9/2)
[855246] ['1/6', '3/7', '6/7', '8/9', '9/2'] -> (9/2 / (6/7 - ((1/6 + 3/7) / 8/9)))
[855247] ['1/6', '3/7', '6/7', '8/9', '9/4'] -> ((((6/7 * 8/9) / 1/6) / 3/7) * 9/4)
[855248] ['1/6', '3/7', '6/7', '8/9', '9/5'] -> (((3/7 / (8/9 - 6/7)) - 1/6) * 9/5)
[855251] ['1/6', '3/7', '6/7', '9/2', '9/2'] -> ((((1/6 * 3/7) + 9/2) / 6/7) * 9/2)
[855259] ['1/6', '3/7', '6/7', '9/4', '9/8'] -> ((((6/7 * 9/4) / 1/6) / 3/7) / 9/8)
[855288] ['1/6', '3/7', '7/2', '7/3', '8/3'] -> ((((3/7 + 7/2) * 7/3) - 1/6) * 8/3)
[855291] ['1/6', '3/7', '7/2', '7/3', '8/9'] -> (((7/2 + (3/7 * 7/3)) / 1/6) * 8/9)
[855292] ['1/6', '3/7', '7/2', '7/3', '9/2'] -> (((7/3 - (1/6 / 7/2)) / 3/7) * 9/2)
[855293] ['1/6', '3/7', '7/2', '7/3', '9/4'] -> (((1/6 + (7/2 / 3/7)) + 7/3) * 9/4)
[855295] ['1/6', '3/7', '7/2', '7/3', '9/7'] -> ((9/7 * ((7/2 * 7/3) - 1/6)) / 3/7)
[855296] ['1/6', '3/7', '7/2', '7/3', '9/8'] -> (((7/2 + (3/7 * 7/3)) / 1/6) / 9/8)
[855300] ['1/6', '3/7', '7/2', '7/4', '7/8'] -> ((((7/4 / 1/6) / 3/7) - 7/2) / 7/8)
[855306] ['1/6', '3/7', '7/2', '7/4', '9/2'] -> ((((3/7 * 7/2) + 7/4) / 1/6) + 9/2)
[855307] ['1/6', '3/7', '7/2', '7/4', '9/4'] -> (((7/2 / 1/6) + (3/7 * 7/4)) + 9/4)
[855319] ['1/6', '3/7', '7/2', '7/5', '9/2'] -> ((((3/7 + 7/2) * 7/5) - 1/6) * 9/2)
[855324] ['1/6', '3/7', '7/2', '7/6', '7/6'] -> (((3/7 + (7/2 / 7/6)) / 1/6) * 7/6)
[855329] ['1/6', '3/7', '7/2', '7/6', '8/7'] -> (8/7 / (3/7 - ((1/6 + 7/6) / 7/2)))
[855342] ['1/6', '3/7', '7/2', '7/8', '9/2'] -> (9/2 / ((1/6 * 3/7) * (7/2 - 7/8)))
