[1916600] ['4/3', '7/8', '8/7', '9/2', '9/4'] -> 9/4 / (7/8 / (4/3 - 8/7) - 9/2)
[1929326] ['4/5', '5/2', '5/6', '5/8', '7/5'] -> 5/2 / (4/5 - 5/8) / 5/6 * 7/5
[1929331] ['4/5', '5/2', '5/6', '5/8', '8/5'] -> 5/2 / (5/6 - 5/8) / 4/5 * 8/5
[1929334] ['4/5', '5/2', '5/6', '5/8', '9/2'] -> 5/2 * (4/5 + 5/6 / 5/8) * 9/2
[1929367] ['4/5', '5/2', '5/6', '6/5', '8/3'] -> (4/5 + 5/2) / (6/5 - 5/6) * 8/3
[1929371] ['4/5', '5/2', '5/6', '6/5', '9/2'] -> (4/5 + 5/2 + 5/6 + 6/5) * 9/2
[1929377] ['4/5', '5/2', '5/6', '6/7', '7/2'] -> 4/5 * 5/2 / (6/7 - 5/6) / 7/2
[1929378] ['4/5', '5/2', '5/6', '6/7', '7/3'] -> 6/7 / (5/6 - 4/5) / 5/2 * 7/3
[1929386] ['4/5', '5/2', '5/6', '6/7', '8/7'] -> 8/7 / (4/5 * 5/2 * (6/7 - 5/6))
[1929395] ['4/5', '5/2', '5/6', '7/2', '7/4'] -> 7/2 / (5/6 - 4/5) / 5/2 / 7/4
[1929402] ['4/5', '5/2', '5/6', '7/2', '8/7'] -> 8/7 / (5/2 / 7/2 - 4/5 * 5/6)
[1929412] ['4/5', '5/2', '5/6', '7/3', '7/6'] -> 7/3 / (5/6 - 4/5) / 5/2 / 7/6
[1929416] ['4/5', '5/2', '5/6', '7/3', '8/5'] -> 8/5 / (4/5 * 5/2 / 5/6 - 7/3)
[1929419] ['4/5', '5/2', '5/6', '7/3', '9/2'] -> 4/5 * (5/6 + 5/2 * 7/3) * 9/2
[1929427] ['4/5', '5/2', '5/6', '7/4', '7/8'] -> 7/4 / (5/6 - 4/5) / 5/2 / 7/8
[1929430] ['4/5', '5/2', '5/6', '7/4', '8/5'] -> 8/5 / (4/5 * (5/6 + 7/4 - 5/2))
[1929431] ['4/5', '5/2', '5/6', '7/4', '8/7'] -> 7/4 / (5/6 - 4/5) / 5/2 * 8/7
[1929438] ['4/5', '5/2', '5/6', '7/5', '7/5'] -> 7/5 / (5/2 - 5/6 / 4/5 - 7/5)
[1929458] ['4/5', '5/2', '5/6', '7/6', '9/2'] -> ((5/2 + 5/6) / 4/5 + 7/6) * 9/2
[1929466] ['4/5', '5/2', '5/6', '7/8', '8/5'] -> 5/2 / (5/6 / 4/5 - 7/8) * 8/5
[1929475] ['4/5', '5/2', '5/6', '7/9', '8/3'] -> 8/3 / (4/5 * 5/2 * (5/6 - 7/9))
[1929476] ['4/5', '5/2', '5/6', '7/9', '8/5'] -> 5/6 / (4/5 - 7/9) / 5/2 * 8/5
[1929484] ['4/5', '5/2', '5/6', '8/3', '8/3'] -> 8/3 / (4/5 * 5/6 * (8/3 - 5/2))
[1929488] ['4/5', '5/2', '5/6', '8/3', '9/2'] -> (4/5 * (5/2 + 5/6) + 8/3) * 9/2
[1929490] ['4/5', '5/2', '5/6', '8/3', '9/5'] -> 9/5 / (8/3 / 5/6 - 5/2 / 4/5)
[1929493] ['4/5', '5/2', '5/6', '8/5', '8/5'] -> 8/5 / (4/5 * 5/2 * 5/6 - 8/5)
[1929510] ['4/5', '5/2', '5/6', '8/9', '9/4'] -> 8/9 / (5/6 - 4/5) / 5/2 * 9/4
[1929515] ['4/5', '5/2', '5/6', '9/2', '9/4'] -> 4/5 * 5/2 * (5/6 + 9/2) * 9/4
[1929522] ['4/5', '5/2', '5/6', '9/4', '9/8'] -> 9/4 / (5/6 - 4/5) / 5/2 / 9/8
[1929565] ['4/5', '5/2', '5/7', '5/8', '9/2'] -> 9/2 / (5/2 * (5/8 / 5/7 - 4/5))
[1929631] ['4/5', '5/2', '5/7', '7/2', '8/3'] -> 4/5 * (5/2 + 5/7) * 7/2 * 8/3
[1929682] ['4/5', '5/2', '5/7', '7/6', '7/6'] -> (5/2 / (4/5 - 5/7) - 7/6) / 7/6
[1929686] ['4/5', '5/2', '5/7', '7/6', '8/5'] -> 8/5 / (5/2 - 7/6 / 5/7 - 4/5)
[1929700] ['4/5', '5/2', '5/7', '7/8', '9/2'] -> 9/2 / ((4/5 - 5/7) * 5/2 * 7/8)
[1929717] ['4/5', '5/2', '5/7', '8/3', '8/7'] -> 8/7 / (4/5 * 5/2 + 5/7 - 8/3)
[1929719] ['4/5', '5/2', '5/7', '8/3', '9/2'] -> 5/7 * (4/5 + 5/2 * 8/3) * 9/2
[1929734] ['4/5', '5/2', '5/7', '8/7', '9/2'] -> 8/7 / (4/5 - 5/7) / 5/2 * 9/2
[1929762] ['4/5', '5/2', '5/8', '5/8', '6/5'] -> 5/2 * 6/5 / (5/8 - 4/5 * 5/8)
[1929777] ['4/5', '5/2', '5/8', '5/8', '9/5'] -> 9/5 / (5/8 / 5/2 + 5/8 - 4/5)
[1929781] ['4/5', '5/2', '5/8', '5/9', '6/5'] -> 4/5 * 5/2 / (5/8 - 5/9) / 6/5
[1929790] ['4/5', '5/2', '5/8', '5/9', '8/3'] -> 5/2 / 4/5 / 5/8 / 5/9 * 8/3
[1929799] ['4/5', '5/2', '5/8', '6/5', '6/5'] -> 6/5 / (4/5 * 5/2 * 5/8 - 6/5)
[1929804] ['4/5', '5/2', '5/8', '6/5', '7/5'] -> 5/2 * 6/5 / (4/5 - 5/8) * 7/5
[1929847] ['4/5', '5/2', '5/8', '7/2', '9/5'] -> 9/5 / (5/8 * 7/2 / 5/2 - 4/5)
[1929870] ['4/5', '5/2', '5/8', '7/4', '8/3'] -> 5/2 * (4/5 + 7/4 / 5/8) * 8/3
[1929875] ['4/5', '5/2', '5/8', '7/4', '9/4'] -> 4/5 / (7/4 / 5/2 - 5/8) * 9/4
[1929889] ['4/5', '5/2', '5/8', '7/5', '9/5'] -> 9/5 / (7/5 / 4/5 / 5/2 - 5/8)
[1929906] ['4/5', '5/2', '5/8', '7/8', '8/3'] -> 5/2 / (7/8 - 5/8 / 4/5) - 8/3
[1929916] ['4/5', '5/2', '5/8', '7/9', '8/3'] -> 5/2 / (7/9 - 4/5 * 5/8) * 8/3
[1929931] ['4/5', '5/2', '5/8', '8/3', '9/5'] -> 5/2 * 8/3 / 4/5 / 5/8 * 9/5
[1929939] ['4/5', '5/2', '5/8', '8/5', '9/5'] -> 4/5 / (8/5 / 5/8 - 5/2) * 9/5
[1929941] ['4/5', '5/2', '5/8', '8/5', '9/8'] -> 9/8 / ((8/5 - 5/2 * 5/8) / 4/5)
[1929944] ['4/5', '5/2', '5/8', '8/7', '9/2'] -> 9/2 / (5/2 * (4/5 / 8/7 - 5/8))
[1929947] ['4/5', '5/2', '5/8', '8/7', '9/7'] -> 9/7 / (5/8 - 8/7 / 4/5 / 5/2)
[1929960] ['4/5', '5/2', '5/8', '9/4', '9/4'] -> 9/4 / ((5/2 - 5/8) / 4/5 - 9/4)
[1930033] ['4/5', '5/2', '5/9', '7/2', '8/7'] -> 8/7 / (5/9 * (4/5 - 5/2 / 7/2))
[1930035] ['4/5', '5/2', '5/9', '7/2', '9/2'] -> ((4/5 + 5/2) * 5/9 + 7/2) * 9/2
[1930040] ['4/5', '5/2', '5/9', '7/3', '7/3'] -> 7/3 / ((5/2 - 5/9) / 4/5 - 7/3)
[1930046] ['4/5', '5/2', '5/9', '7/3', '8/3'] -> 8/3 / (4/5 * (5/2 + 5/9) - 7/3)
[1930073] ['4/5', '5/2', '5/9', '7/5', '8/3'] -> 8/3 / (5/2 * (7/5 - 4/5 - 5/9))
[1930086] ['4/5', '5/2', '5/9', '7/6', '8/5'] -> (5/2 + 7/6) / (4/5 - 5/9) * 8/5
[1930106] ['4/5', '5/2', '5/9', '7/9', '8/3'] -> 4/5 * 5/2 / (7/9 - 5/9) * 8/3
[1930107] ['4/5', '5/2', '5/9', '7/9', '8/5'] -> 8/5 / (5/9 + 7/9 / 5/2 - 4/5)
[1930110] ['4/5', '5/2', '5/9', '7/9', '9/2'] -> 5/2 * (4/5 + 5/9 + 7/9) * 9/2
[1930115] ['4/5', '5/2', '5/9', '8/3', '8/3'] -> 8/3 / (8/3 - 4/5 * 5/2 - 5/9)
[1930116] ['4/5', '5/2', '5/9', '8/3', '8/5'] -> 5/2 * 8/3 / 4/5 / 5/9 * 8/5
[1930160] ['4/5', '5/2', '6/5', '6/5', '6/5'] -> 6/5 / (5/2 / (4/5 + 6/5) - 6/5)
[1930164] ['4/5', '5/2', '6/5', '6/5', '7/4'] -> (6/5 + 6/5) / (4/5 - 7/4 / 5/2)
[1930174] ['4/5', '5/2', '6/5', '6/5', '9/4'] -> (6/5 + 6/5) / (9/4 / 5/2 - 4/5)
[1930175] ['4/5', '5/2', '6/5', '6/5', '9/5'] -> (6/5 + 6/5) / (4/5 + 9/5 - 5/2)
[1930190] ['4/5', '5/2', '6/5', '6/7', '9/2'] -> 5/2 * (6/5 + 4/5 / 6/7) * 9/2
[1930203] ['4/5', '5/2', '6/5', '7/2', '8/5'] -> (5/2 + 7/2) / (6/5 - 4/5) * 8/5
[1930204] ['4/5', '5/2', '6/5', '7/2', '8/7'] -> 8/7 / (5/2 / 7/2 - 4/5 / 6/5)
[1930206] ['4/5', '5/2', '6/5', '7/2', '9/2'] -> (5/2 + 7/2 - 4/5 / 6/5) * 9/2
[1930260] ['4/5', '5/2', '6/5', '7/6', '9/2'] -> 5/2 * (6/5 + 4/5 * 7/6) * 9/2
[1930271] ['4/5', '5/2', '6/5', '7/8', '9/2'] -> 9/2 / (5/2 * 7/8 - 4/5 - 6/5)
[1930272] ['4/5', '5/2', '6/5', '7/8', '9/4'] -> 9/4 / ((6/5 + 7/8) / 4/5 - 5/2)
[1930278] ['4/5', '5/2', '6/5', '7/9', '8/5'] -> 8/5 / (5/2 * 6/5 * (4/5 - 7/9))
[1930286] ['4/5', '5/2', '6/5', '8/3', '8/3'] -> 6/5 / (8/3 - 5/2) / 4/5 * 8/3
[1930295] ['4/5', '5/2', '6/5', '8/5', '8/5'] -> 8/5 / (4/5 * 5/2 / 6/5 - 8/5)
[1930298] ['4/5', '5/2', '6/5', '8/5', '9/2'] -> 5/2 * (4/5 + 8/5 / 6/5) * 9/2
[1930305] ['4/5', '5/2', '6/5', '8/7', '9/2'] -> 9/2 / (5/2 / 8/7 - 4/5 - 6/5)
[1930322] ['4/5', '5/2', '6/5', '9/4', '9/5'] -> 9/5 / (6/5 - 9/4 / 4/5 / 5/2)
[1930348] ['4/5', '5/2', '6/7', '7/2', '7/2'] -> 7/2 / (5/2 / 4/5 / 6/7 - 7/2)
[1930356] ['4/5', '5/2', '6/7', '7/2', '8/5'] -> 8/5 / (7/2 - 4/5 / 6/7 - 5/2)
[1930379] ['4/5', '5/2', '6/7', '7/4', '7/4'] -> (5/2 / (6/7 - 4/5) - 7/4) / 7/4
[1930380] ['4/5', '5/2', '6/7', '7/4', '7/5'] -> 7/5 / ((4/5 + 7/4 - 5/2) / 6/7)
[1930390] ['4/5', '5/2', '6/7', '7/4', '9/5'] -> 9/5 / ((5/2 - 7/4) / 6/7 - 4/5)
[1930414] ['4/5', '5/2', '6/7', '7/6', '9/4'] -> 5/2 / (7/6 - 6/7 / 4/5) - 9/4
[1930430] ['4/5', '5/2', '6/7', '7/9', '8/3'] -> 8/3 / (5/2 * (6/7 - 4/5) * 7/9)
[1930432] ['4/5', '5/2', '6/7', '7/9', '8/7'] -> 8/7 / (5/2 * 6/7 * (4/5 - 7/9))
[1930439] ['4/5', '5/2', '6/7', '8/3', '8/3'] -> 5/2 * (4/5 / 6/7 + 8/3) * 8/3
[1930446] ['4/5', '5/2', '6/7', '8/3', '9/7'] -> 9/7 / (5/2 * (6/7 - 4/5) / 8/3)
[1930454] ['4/5', '5/2', '6/7', '8/5', '9/7'] -> 9/7 / ((5/2 - 6/7 - 8/5) / 4/5)
[1930458] ['4/5', '5/2', '6/7', '8/7', '9/2'] -> 5/2 * (4/5 + 8/7 / 6/7) * 9/2
[1930476] ['4/5', '5/2', '6/7', '9/4', '9/7'] -> 9/7 / ((9/4 / 5/2 - 6/7) / 4/5)
[1930491] ['4/5', '5/2', '7/2', '7/2', '8/3'] -> (4/5 * 5/2 + 7/2 + 7/2) * 8/3
[1930495] ['4/5', '5/2', '7/2', '7/2', '9/2'] -> 5/2 * (4/5 + 7/2 + 7/2) + 9/2
[1930496] ['4/5', '5/2', '7/2', '7/2', '9/4'] -> (5/2 + 7/2) * 7/2 / 4/5 - 9/4
[1930497] ['4/5', '5/2', '7/2', '7/2', '9/5'] -> (4/5 + 7/2) * (5/2 + 7/2) - 9/5
[1930512] ['4/5', '5/2', '7/2', '7/3', '9/5'] -> (5/2 + 7/2 * 7/3) / 4/5 * 9/5
[1930520] ['4/5', '5/2', '7/2', '7/4', '8/3'] -> (5/2 * (4/5 + 7/2) - 7/4) * 8/3
[1930526] ['4/5', '5/2', '7/2', '7/4', '9/5'] -> 9/5 / (5/2 * 7/4 - 4/5 - 7/2)
[1930533] ['4/5', '5/2', '7/2', '7/5', '8/3'] -> (7/2 + 5/2 * (4/5 + 7/5)) * 8/3
[1930546] ['4/5', '5/2', '7/2', '7/6', '8/5'] -> 8/5 / (7/2 - 4/5 * 7/6 - 5/2)
[1930561] ['4/5', '5/2', '7/2', '7/8', '9/4'] -> 9/4 / (5/2 + 7/8 / 4/5 - 7/2)
[1930563] ['4/5', '5/2', '7/2', '7/8', '9/7'] -> 9/7 / (5/2 * (7/8 - 4/5) / 7/2)
[1930566] ['4/5', '5/2', '7/2', '7/9', '8/3'] -> 4/5 * 5/2 * 7/2 / 7/9 * 8/3
[1930567] ['4/5', '5/2', '7/2', '7/9', '8/5'] -> 8/5 / ((4/5 - 5/2 / 7/2) * 7/9)
[1930576] ['4/5', '5/2', '7/2', '8/3', '8/5'] -> 5/2 / (7/2 - 8/3 / 4/5) * 8/5
[1930580] ['4/5', '5/2', '7/2', '8/3', '9/4'] -> 7/2 / (8/3 - 5/2) / 4/5 - 9/4
[1930581] ['4/5', '5/2', '7/2', '8/3', '9/5'] -> 8/3 / (7/2 - 4/5 - 5/2) * 9/5
[1930585] ['4/5', '5/2', '7/2', '8/5', '8/7'] -> 5/2 * 7/2 * (4/5 + 8/5) * 8/7
[1930589] ['4/5', '5/2', '7/2', '8/5', '9/5'] -> 9/5 / (7/2 / 5/2 / 8/5 - 4/5)
[1930590] ['4/5', '5/2', '7/2', '8/5', '9/7'] -> 9/7 / ((4/5 - 5/2 / 7/2) / 8/5)
[1930599] ['4/5', '5/2', '7/2', '8/9', '8/9'] -> 8/9 / (5/2 / (7/2 - 4/5) - 8/9)
[1930610] ['4/5', '5/2', '7/2', '9/4', '9/4'] -> 9/4 / (4/5 - 5/2 / 7/2) - 9/4
[1930611] ['4/5', '5/2', '7/2', '9/4', '9/5'] -> 9/5 / (7/2 * (5/2 - 9/4) - 4/5)
[1930614] ['4/5', '5/2', '7/2', '9/5', '9/5'] -> 9/5 / (7/2 / 4/5 - 5/2 - 9/5)
[1930626] ['4/5', '5/2', '7/3', '7/3', '8/3'] -> (7/3 + 8/3) / ((5/2 - 7/3) / 4/5)
[1930636] ['4/5', '5/2', '7/3', '7/4', '7/5'] -> 5/2 / (7/3 - 7/4 / 4/5) * 7/5
[1930644] ['4/5', '5/2', '7/3', '7/4', '9/2'] -> 5/2 * (4/5 + 7/3 / 7/4) * 9/2
[1930665] ['4/5', '5/2', '7/3', '7/6', '8/3'] -> (5/2 * (4/5 + 7/3) + 7/6) * 8/3
[1930677] ['4/5', '5/2', '7/3', '7/8', '8/5'] -> 8/5 / (4/5 * (7/3 + 7/8) - 5/2)
[1930678] ['4/5', '5/2', '7/3', '7/8', '8/7'] -> 8/7 / (7/3 - 4/5 * 5/2 / 7/8)
[1930680] ['4/5', '5/2', '7/3', '7/8', '9/2'] -> 4/5 * 5/2 * 7/3 / 7/8 * 9/2
[1930699] ['4/5', '5/2', '7/3', '8/3', '9/2'] -> 9/2 / (5/2 * (7/3 / 8/3 - 4/5))
[1930700] ['4/5', '5/2', '7/3', '8/3', '9/4'] -> (7/3 + 5/2 * 8/3 / 4/5) * 9/4
[1930712] ['4/5', '5/2', '7/3', '8/7', '8/7'] -> 8/7 / (7/3 - 4/5 * 5/2 * 8/7)
[1930714] ['4/5', '5/2', '7/3', '8/7', '9/2'] -> 4/5 * 5/2 * 7/3 * 8/7 * 9/2
[1930725] ['4/5', '5/2', '7/3', '9/2', '9/2'] -> (4/5 * 5/2 + 7/3) * 9/2 + 9/2
[1930737] ['4/5', '5/2', '7/3', '9/7', '9/7'] -> 9/7 / (5/2 / 4/5 / 7/3 - 9/7)
[1930764] ['4/5', '5/2', '7/4', '7/5', '9/5'] -> 9/5 / (5/2 * (7/4 - 7/5) - 4/5)
[1930771] ['4/5', '5/2', '7/4', '7/6', '8/5'] -> 8/5 / (4/5 * 7/4 + 7/6 - 5/2)
[1930776] ['4/5', '5/2', '7/4', '7/6', '9/5'] -> 9/5 / ((5/2 - 7/4) * 7/6 - 4/5)
[1930800] ['4/5', '5/2', '7/4', '8/3', '8/3'] -> 8/3 / (4/5 - 7/4 / 5/2) - 8/3
[1930805] ['4/5', '5/2', '7/4', '8/3', '9/4'] -> 8/3 / (4/5 * 5/2 - 7/4) * 9/4
[1930814] ['4/5', '5/2', '7/4', '8/5', '9/5'] -> 4/5 * 5/2 / (7/4 - 8/5) * 9/5
[1930819] ['4/5', '5/2', '7/4', '8/7', '9/2'] -> 9/2 / (4/5 - 7/4 / 5/2 / 8/7)
[1930830] ['4/5', '5/2', '7/4', '9/2', '9/2'] -> 9/2 / (5/2 + 7/4 / 4/5 - 9/2)
[1930832] ['4/5', '5/2', '7/4', '9/2', '9/5'] -> 9/5 / (7/4 / (9/2 - 5/2) - 4/5)
[1930849] ['4/5', '5/2', '7/5', '7/5', '8/3'] -> (4/5 + 7/5 + 7/5) * 5/2 * 8/3
[1930863] ['4/5', '5/2', '7/5', '7/6', '8/7'] -> 8/7 / ((5/2 - 4/5) / 7/5 - 7/6)
[1930892] ['4/5', '5/2', '7/5', '8/3', '8/5'] -> 8/5 / (7/5 - 8/3 / 4/5 / 5/2)
[1930895] ['4/5', '5/2', '7/5', '8/3', '9/2'] -> (4/5 + 5/2 * 8/3) / 7/5 * 9/2
[1930913] ['4/5', '5/2', '7/5', '8/7', '9/7'] -> 9/7 / ((7/5 + 8/7 - 5/2) / 4/5)
[1930930] ['4/5', '5/2', '7/5', '9/5', '9/5'] -> 9/5 / (7/5 + 9/5 - 5/2 / 4/5)
[1930943] ['4/5', '5/2', '7/6', '7/6', '9/2'] -> (5/2 + 9/2) / (7/6 / 4/5 - 7/6)
[1930945] ['4/5', '5/2', '7/6', '7/6', '9/5'] -> 9/5 / (7/6 / (5/2 - 7/6) - 4/5)
[1930954] ['4/5', '5/2', '7/6', '7/8', '9/2'] -> 5/2 * (4/5 + 7/6 / 7/8) * 9/2
[1930962] ['4/5', '5/2', '7/6', '7/9', '8/7'] -> 7/6 / (4/5 - 7/9) / 5/2 * 8/7
[1930969] ['4/5', '5/2', '7/6', '8/3', '8/3'] -> 5/2 * (4/5 * 7/6 + 8/3) * 8/3
[1930978] ['4/5', '5/2', '7/6', '8/5', '8/5'] -> 8/5 / ((5/2 - 7/6) / 4/5 - 8/5)
[1930986] ['4/5', '5/2', '7/6', '8/7', '8/7'] -> 8/7 / (4/5 * 5/2 * (7/6 - 8/7))
[1930988] ['4/5', '5/2', '7/6', '8/7', '9/2'] -> 5/2 * (4/5 + 7/6 * 8/7) * 9/2
[1930999] ['4/5', '5/2', '7/6', '9/2', '9/2'] -> (4/5 * 5/2 + 9/2 - 7/6) * 9/2
[1931032] ['4/5', '5/2', '7/8', '7/9', '9/5'] -> 9/5 / ((5/2 + 7/8) * (4/5 - 7/9))
[1931040] ['4/5', '5/2', '7/8', '8/3', '9/4'] -> (5/2 / 4/5 + 7/8) * 8/3 * 9/4
[1931049] ['4/5', '5/2', '7/8', '8/5', '9/5'] -> 9/5 / (7/8 - 8/5 / 4/5 / 5/2)
[1931090] ['4/5', '5/2', '7/9', '8/3', '8/3'] -> 8/3 / (4/5 * 5/2 + 7/9 - 8/3)
[1931115] ['4/5', '5/2', '7/9', '8/9', '9/2'] -> 9/2 / (5/2 * (7/9 / 8/9 - 4/5))
[1931120] ['4/5', '5/2', '7/9', '9/2', '9/2'] -> (5/2 / (4/5 - 7/9) - 9/2) / 9/2
[1931165] ['4/5', '5/2', '8/3', '9/2', '9/2'] -> (8/3 / 4/5 + 9/2 - 5/2) * 9/2
[1931166] ['4/5', '5/2', '8/3', '9/2', '9/4'] -> (5/2 + 8/3 / 4/5) * 9/2 - 9/4
[1931170] ['4/5', '5/2', '8/3', '9/4', '9/4'] -> 8/3 / (9/4 - 4/5 * 5/2) * 9/4
[1931171] ['4/5', '5/2', '8/3', '9/4', '9/5'] -> 8/3 / (5/2 - 9/4) / 4/5 * 9/5
[1931174] ['4/5', '5/2', '8/3', '9/5', '9/5'] -> 8/3 / (4/5 * 5/2 - 9/5) * 9/5
[1931177] ['4/5', '5/2', '8/3', '9/7', '9/7'] -> 9/7 / (5/2 / (8/3 - 4/5) - 9/7)
[1931179] ['4/5', '5/2', '8/3', '9/8', '9/8'] -> 9/8 / (5/2 / 4/5 / 8/3 - 9/8)
[1931182] ['4/5', '5/2', '8/5', '8/5', '8/9'] -> 4/5 / (8/5 - 5/2 / 8/5) / 8/9
[1931187] ['4/5', '5/2', '8/5', '8/5', '9/8'] -> 4/5 * 9/8 / (8/5 - 5/2 / 8/5)
[1931190] ['4/5', '5/2', '8/5', '8/7', '9/2'] -> 9/2 / (5/2 / 8/7 - 8/5 / 4/5)
[1931196] ['4/5', '5/2', '8/5', '8/9', '9/2'] -> (4/5 + 8/5) * 5/2 * 8/9 * 9/2
[1931205] ['4/5', '5/2', '8/5', '9/2', '9/8'] -> (4/5 + 8/5) * 5/2 * 9/2 / 9/8
[1931232] ['4/5', '5/2', '8/7', '9/2', '9/7'] -> 9/7 / ((5/2 + 8/7) / 4/5 - 9/2)
[1931264] ['4/5', '5/2', '8/9', '9/8', '9/8'] -> (5/2 / (8/9 - 4/5) - 9/8) / 9/8
[1931302] ['4/5', '5/3', '5/3', '5/3', '5/6'] -> 5/3 / (5/3 * 5/6 / 4/5 - 5/3)
[1931306] ['4/5', '5/3', '5/3', '5/3', '6/5'] -> 5/3 / (5/3 / 4/5 / 6/5 - 5/3)
[1931312] ['4/5', '5/3', '5/3', '5/3', '7/6'] -> 4/5 / ((5/3 + 7/6) / 5/3 - 5/3)
[1931319] ['4/5', '5/3', '5/3', '5/3', '9/2'] -> 4/5 / ((9/2 - 5/3) / 5/3 - 5/3)
[1931329] ['4/5', '5/3', '5/3', '5/4', '6/5'] -> 5/3 * 6/5 / (4/5 * 5/3 - 5/4)
[1931339] ['4/5', '5/3', '5/3', '5/4', '8/5'] -> 5/3 / (5/3 - 8/5) - 4/5 * 5/4
[1931347] ['4/5', '5/3', '5/3', '5/6', '5/6'] -> 5/6 / (5/6 - 4/5) - 5/3 / 5/3
[1931355] ['4/5', '5/3', '5/3', '5/6', '7/4'] -> 4/5 * (5/3 + 5/6) / (7/4 - 5/3)
[1931356] ['4/5', '5/3', '5/3', '5/6', '7/5'] -> 5/3 / 5/6 / (7/5 / 4/5 - 5/3)
[1931360] ['4/5', '5/3', '5/3', '5/6', '8/3'] -> 8/3 / (5/3 + 5/3) / (5/6 - 4/5)
[1931410] ['4/5', '5/3', '5/3', '5/9', '5/9'] -> (5/3 + 5/3) / (5/9 / 4/5 - 5/9)
[1931411] ['4/5', '5/3', '5/3', '5/9', '6/5'] -> 6/5 / (4/5 - 5/3 / (5/3 + 5/9))
[1931418] ['4/5', '5/3', '5/3', '5/9', '7/8'] -> 5/3 / 5/3 / 5/9 / (7/8 - 4/5)
[1931429] ['4/5', '5/3', '5/3', '6/5', '6/5'] -> 6/5 / (5/3 / 4/5 / 5/3 - 6/5)
[1931432] ['4/5', '5/3', '5/3', '6/5', '7/3'] -> (5/3 + 7/3) / (5/3 - 6/5 / 4/5)
[1931434] ['4/5', '5/3', '5/3', '6/5', '7/5'] -> 5/3 * 6/5 / (7/5 / 4/5 - 5/3)
[1931440] ['4/5', '5/3', '5/3', '6/5', '8/7'] -> 8/7 / (4/5 / (5/3 - 6/5) - 5/3)
[1931442] ['4/5', '5/3', '5/3', '6/5', '9/2'] -> (4/5 + 5/3 + 5/3 + 6/5) * 9/2
[1931448] ['4/5', '5/3', '5/3', '6/7', '7/2'] -> 5/3 / (6/7 - 4/5) - 5/3 - 7/2
[1931455] ['4/5', '5/3', '5/3', '6/7', '8/3'] -> 8/3 / (5/3 - 4/5 * 5/3 / 6/7)
[1931456] ['4/5', '5/3', '5/3', '6/7', '8/5'] -> 8/5 / (5/3 / 5/3 - 4/5 / 6/7)
[1931471] ['4/5', '5/3', '5/3', '7/2', '8/3'] -> (5/3 + 5/3) * (7/2 - 4/5) * 8/3
[1931483] ['4/5', '5/3', '5/3', '7/3', '7/6'] -> (5/3 + 7/3) / (4/5 * 5/3 - 7/6)
[1931486] ['4/5', '5/3', '5/3', '7/3', '8/3'] -> 8/3 / (7/3 - 4/5 * 5/3 * 5/3)
[1931487] ['4/5', '5/3', '5/3', '7/3', '8/5'] -> 8/5 / (7/3 / 5/3 - 4/5 * 5/3)
[1931500] ['4/5', '5/3', '5/3', '7/4', '8/3'] -> 8/3 / 4/5 / (5/3 * (7/4 - 5/3))
[1931513] ['4/5', '5/3', '5/3', '7/5', '8/3'] -> 8/3 / 5/3 / (7/5 - 4/5 * 5/3)
[1931514] ['4/5', '5/3', '5/3', '7/5', '8/5'] -> 8/5 / 5/3 / (7/5 / 5/3 - 4/5)
[1931517] ['4/5', '5/3', '5/3', '7/5', '9/2'] -> (5/3 + 5/3 * (4/5 + 7/5)) * 9/2
[1931525] ['4/5', '5/3', '5/3', '7/6', '8/3'] -> 8/3 / (5/3 - 4/5 * 5/3 * 7/6)
[1931529] ['4/5', '5/3', '5/3', '7/6', '9/2'] -> ((5/3 + 5/3) / 4/5 + 7/6) * 9/2
[1931541] ['4/5', '5/3', '5/3', '7/8', '9/4'] -> 9/4 / (7/8 / 4/5 - 5/3 / 5/3)
[1931548] ['4/5', '5/3', '5/3', '7/9', '8/7'] -> 8/7 / (4/5 * 5/3 / 7/9 - 5/3)
[1931559] ['4/5', '5/3', '5/3', '8/3', '9/2'] -> (4/5 * (5/3 + 5/3) + 8/3) * 9/2
[1931561] ['4/5', '5/3', '5/3', '8/3', '9/5'] -> 8/3 / (5/3 / 5/3 - 4/5) * 9/5
[1931567] ['4/5', '5/3', '5/3', '8/5', '9/2'] -> (5/3 + 5/3 + 8/5 / 4/5) * 9/2
[1931576] ['4/5', '5/3', '5/3', '8/7', '9/5'] -> 9/5 / (5/3 / 5/3 / 8/7 - 4/5)
[1931579] ['4/5', '5/3', '5/3', '8/9', '8/9'] -> 8/9 / 5/3 / (4/5 + 8/9 - 5/3)
[1931596] ['4/5', '5/3', '5/3', '9/5', '9/8'] -> 5/3 * 9/5 / (4/5 - 9/8 / 5/3)
[1931600] ['4/5', '5/3', '5/4', '5/4', '5/4'] -> (5/4 + 5/4) / (5/3 - 5/4 / 4/5)
[1931603] ['4/5', '5/3', '5/4', '5/4', '5/8'] -> 5/4 / (4/5 * 5/3 - 5/4) / 5/8
[1931605] ['4/5', '5/3', '5/4', '5/4', '6/5'] -> (4/5 + 6/5) / (5/3 / 5/4 - 5/4)
[1931609] ['4/5', '5/3', '5/4', '5/4', '7/4'] -> 4/5 * (5/4 + 5/4) / (7/4 - 5/3)
