[241979] ['1/3', '1/4', '5/9', '6/7', '6/7'] -> 6/7 / (1/4 * (5/9 * 6/7 - 1/3))
[257066] ['1/3', '1/5', '7/5', '8/5', '9/4'] -> (7/5 / 1/5 - 1/3) * 8/5 * 9/4
[257067] ['1/3', '1/5', '7/5', '8/5', '9/5'] -> (7/5 + 8/5 - 1/3) / 1/5 * 9/5
[257070] ['1/3', '1/5', '7/5', '8/7', '8/7'] -> 8/7 / (1/3 / 1/5 / 7/5 - 8/7)
[257081] ['1/3', '1/5', '7/5', '8/9', '9/7'] -> 9/7 / (1/3 * 1/5 / 7/5 / 8/9)
[257083] ['1/3', '1/5', '7/5', '9/2', '9/2'] -> (1/5 + 7/5 * 9/2) / 1/3 + 9/2
[257091] ['1/3', '1/5', '7/5', '9/4', '9/8'] -> 7/5 / (1/5 - 1/3 / 9/4) / 9/8
[257096] ['1/3', '1/5', '7/5', '9/7', '9/8'] -> 7/5 * 9/7 / 1/3 / 1/5 / 9/8
[257099] ['1/3', '1/5', '7/6', '7/6', '7/8'] -> (7/6 / 1/5 + 7/6) / 1/3 / 7/8
[257100] ['1/3', '1/5', '7/6', '7/6', '7/9'] -> (7/6 / 1/3 / 1/5 + 7/6) / 7/9
[257103] ['1/3', '1/5', '7/6', '7/6', '8/7'] -> (7/6 / 1/5 + 7/6) / 1/3 * 8/7
[257107] ['1/3', '1/5', '7/6', '7/6', '9/5'] -> (1/3 + 7/6 + 7/6) / 1/5 * 9/5
[257108] ['1/3', '1/5', '7/6', '7/6', '9/7'] -> (7/6 / 1/3 / 1/5 + 7/6) * 9/7
[257113] ['1/3', '1/5', '7/6', '7/8', '8/5'] -> 8/5 / (1/3 - 1/5 * 7/6 / 7/8)
[257131] ['1/3', '1/5', '7/6', '8/3', '8/3'] -> 8/3 / (1/3 - 1/5 * 7/6) - 8/3
[257146] ['1/3', '1/5', '7/6', '8/5', '9/7'] -> 9/7 / ((1/3 / 7/6 - 1/5) / 8/5)
[257152] ['1/3', '1/5', '7/6', '8/7', '9/5'] -> 8/7 / (1/3 / 7/6 - 1/5) * 9/5
[257156] ['1/3', '1/5', '7/6', '8/9', '9/2'] -> 8/9 / (7/6 - 1/3) / 1/5 * 9/2
[257162] ['1/3', '1/5', '7/6', '9/2', '9/4'] -> (1/3 + 7/6 / 1/5 + 9/2) * 9/4
[257163] ['1/3', '1/5', '7/6', '9/2', '9/5'] -> (7/6 + 1/3 * 9/2) / 1/5 * 9/5
[257165] ['1/3', '1/5', '7/6', '9/2', '9/8'] -> 9/2 / (7/6 - 1/3) / 1/5 / 9/8
[257166] ['1/3', '1/5', '7/6', '9/4', '9/4'] -> 9/4 / (1/3 / 7/6 - 1/5) - 9/4
[257182] ['1/3', '1/5', '7/8', '7/8', '9/2'] -> (1/3 + 7/8 / 1/5 / 7/8) * 9/2
[257183] ['1/3', '1/5', '7/8', '7/8', '9/4'] -> (7/8 + 7/8) / 1/3 / 1/5 - 9/4
[257188] ['1/3', '1/5', '7/8', '7/9', '8/3'] -> 8/3 / (1/5 * (7/9 / 7/8 - 1/3))
[257189] ['1/3', '1/5', '7/8', '7/9', '8/5'] -> 8/5 / (7/8 * (1/3 - 1/5 / 7/9))
[257194] ['1/3', '1/5', '7/8', '7/9', '9/5'] -> 7/9 / 1/3 / 1/5 / 7/8 * 9/5
[257207] ['1/3', '1/5', '7/8', '8/5', '8/7'] -> 7/8 * 8/5 / 1/3 / 1/5 * 8/7
[257209] ['1/3', '1/5', '7/8', '8/5', '9/2'] -> (7/8 * 8/5 - 1/3) / 1/5 * 9/2
[257224] ['1/3', '1/5', '7/8', '8/9', '9/5'] -> 1/5 / (8/9 - 7/8) / 1/3 / 9/5
[257229] ['1/3', '1/5', '7/8', '9/2', '9/5'] -> 1/3 / (1/5 * 9/2 - 7/8) * 9/5
[257231] ['1/3', '1/5', '7/8', '9/2', '9/8'] -> 7/8 / 1/3 + 9/2 / 1/5 - 9/8
[257236] ['1/3', '1/5', '7/8', '9/5', '9/5'] -> 9/5 / (7/8 - 1/3 * 9/5 - 1/5)
[257237] ['1/3', '1/5', '7/8', '9/5', '9/7'] -> 9/5 / 1/3 / 1/5 / 7/8 / 9/7
[257243] ['1/3', '1/5', '7/9', '7/9', '8/3'] -> 8/3 / (1/3 / 1/5 - 7/9 - 7/9)
[257247] ['1/3', '1/5', '7/9', '7/9', '9/2'] -> (1/3 + 7/9 / 1/5 / 7/9) * 9/2
[257252] ['1/3', '1/5', '7/9', '8/3', '8/3'] -> (7/9 / 1/3 / 1/5 - 8/3) * 8/3
[257262] ['1/3', '1/5', '7/9', '8/5', '8/7'] -> 8/5 / (1/3 - 1/5 / 7/9) * 8/7
[257263] ['1/3', '1/5', '7/9', '8/5', '8/9'] -> 8/5 / (1/3 * 7/9 - 1/5) * 8/9
[257268] ['1/3', '1/5', '7/9', '8/5', '9/8'] -> 8/5 / (1/3 * 7/9 - 1/5) / 9/8
[257273] ['1/3', '1/5', '7/9', '8/7', '9/5'] -> 7/9 * 8/7 / 1/3 / 1/5 * 9/5
[257277] ['1/3', '1/5', '7/9', '8/9', '9/2'] -> ((1/3 + 8/9) / 1/5 - 7/9) * 9/2
[257283] ['1/3', '1/5', '7/9', '9/2', '9/4'] -> 7/9 * 9/2 / (1/3 - 1/5) - 9/4
[257287] ['1/3', '1/5', '7/9', '9/4', '9/4'] -> 7/9 * 9/4 / 1/3 / 1/5 - 9/4
[257311] ['1/3', '1/5', '8/3', '8/5', '9/5'] -> 8/3 * (1/5 + 8/5 / 1/3) * 9/5
[257312] ['1/3', '1/5', '8/3', '8/5', '9/7'] -> (8/3 - 1/3) * 8/5 / 1/5 * 9/7
[257321] ['1/3', '1/5', '8/3', '8/9', '8/9'] -> (8/3 + 8/9 / 1/5) / 1/3 / 8/9
[257326] ['1/3', '1/5', '8/3', '8/9', '9/8'] -> 9/8 / (1/3 / (8/3 + 8/9 / 1/5))
[257338] ['1/3', '1/5', '8/3', '9/5', '9/8'] -> (1/3 + 8/3) * 9/5 / 1/5 / 9/8
[257346] ['1/3', '1/5', '8/5', '8/5', '9/4'] -> (1/3 * 8/5 + 8/5) / 1/5 * 9/4
[257352] ['1/3', '1/5', '8/5', '8/7', '9/2'] -> (8/5 / 8/7 - 1/3) / 1/5 * 9/2
[257360] ['1/3', '1/5', '8/5', '8/9', '9/5'] -> 8/9 / (1/3 / 1/5 - 8/5) * 9/5
[257361] ['1/3', '1/5', '8/5', '8/9', '9/7'] -> 9/7 / ((1/3 - 1/5) / (8/5 + 8/9))
[257365] ['1/3', '1/5', '8/5', '9/2', '9/5'] -> (1/5 + 8/5 * 9/2) / 1/3 + 9/5
[257370] ['1/3', '1/5', '8/5', '9/4', '9/7'] -> 8/5 / (1/5 - 1/3 / 9/4) / 9/7
[257371] ['1/3', '1/5', '8/5', '9/4', '9/8'] -> 8/5 * 9/4 / (1/3 - 1/5) / 9/8
[257373] ['1/3', '1/5', '8/5', '9/5', '9/7'] -> 9/7 / (1/5 / (1/3 + 8/5 + 9/5))
[257374] ['1/3', '1/5', '8/5', '9/5', '9/8'] -> 9/5 / (1/3 / 1/5 - 8/5) / 9/8
[257376] ['1/3', '1/5', '8/5', '9/7', '9/8'] -> 8/5 / (1/3 / 9/7 - 1/5) / 9/8
[257401] ['1/3', '1/5', '8/7', '9/5', '9/7'] -> 8/7 * 9/5 / 1/3 / 1/5 / 9/7
[257403] ['1/3', '1/5', '8/7', '9/7', '9/7'] -> (8/7 + 9/7 / 1/5) / 1/3 + 9/7
[257406] ['1/3', '1/5', '8/9', '8/9', '8/9'] -> ((8/9 + 8/9) / 1/5 - 8/9) / 1/3
[257407] ['1/3', '1/5', '8/9', '8/9', '9/2'] -> (1/3 + 8/9 / 1/5 / 8/9) * 9/2
[257408] ['1/3', '1/5', '8/9', '8/9', '9/4'] -> (8/9 / 1/5 - 8/9) / 1/3 * 9/4
[257409] ['1/3', '1/5', '8/9', '8/9', '9/5'] -> (8/9 + 8/9) / (1/3 - 1/5) * 9/5
[257418] ['1/3', '1/5', '8/9', '9/4', '9/5'] -> 9/5 / (1/5 * 9/4 - 1/3 / 8/9)
[257421] ['1/3', '1/5', '8/9', '9/5', '9/5'] -> 9/5 / (1/3 / 1/5 / 8/9 - 9/5)
[257438] ['1/3', '1/5', '9/2', '9/5', '9/8'] -> (1/5 + 9/5) / (1/3 / 9/2) / 9/8
[257441] ['1/3', '1/5', '9/2', '9/8', '9/8'] -> 9/2 / 1/5 + 1/3 * 9/8 + 9/8
[257442] ['1/3', '1/5', '9/4', '9/4', '9/4'] -> ((1/3 + 9/4) / 1/5 - 9/4) * 9/4
[257445] ['1/3', '1/5', '9/4', '9/4', '9/8'] -> (9/4 / 1/5 - 9/4) / 1/3 / 9/8
[257454] ['1/3', '1/5', '9/5', '9/5', '9/8'] -> (9/5 + 9/5) / (1/3 - 1/5) / 9/8
[257455] ['1/3', '1/5', '9/5', '9/7', '9/7'] -> (9/5 / 1/5 + 9/7) / 1/3 / 9/7
[257463] ['1/3', '1/6', '1/6', '1/6', '1/7'] -> (1/6 + 1/6 / 1/7) / 1/3 / 1/6
[257467] ['1/3', '1/6', '1/6', '1/6', '2/5'] -> (1/3 / 2/5 - 1/6) / 1/6 / 1/6
[257477] ['1/3', '1/6', '1/6', '1/6', '4/7'] -> 1/6 / (1/3 - 1/6 / 4/7) / 1/6
[257481] ['1/3', '1/6', '1/6', '1/6', '5/4'] -> 1/3 / (1/6 * (5/4 - 1/6) - 1/6)
[257485] ['1/3', '1/6', '1/6', '1/6', '5/9'] -> ((1/6 + 5/9) / 1/6 - 1/3) / 1/6
[257489] ['1/3', '1/6', '1/6', '1/6', '7/3'] -> (7/3 - 1/6 / 1/6) / 1/3 / 1/6
[257490] ['1/3', '1/6', '1/6', '1/6', '7/4'] -> 1/6 / (1/3 - 1/6 * 7/4) / 1/6
[257496] ['1/3', '1/6', '1/6', '1/6', '8/5'] -> 1/6 / (1/3 / 8/5 - 1/6) / 1/6
[257500] ['1/3', '1/6', '1/6', '1/6', '9/4'] -> 1/6 / (1/6 * 9/4 - 1/3) / 1/6
[257511] ['1/3', '1/6', '1/6', '1/7', '3/2'] -> (1/3 / 1/7 + 1/6 + 3/2) / 1/6
[257530] ['1/3', '1/6', '1/6', '1/7', '7/3'] -> (1/3 + 1/7 * 7/3) / 1/6 / 1/6
[257532] ['1/3', '1/6', '1/6', '1/7', '7/5'] -> (1/3 + 1/7) / 1/6 / 1/6 * 7/5
[257536] ['1/3', '1/6', '1/6', '1/7', '8/3'] -> (1/3 + 1/6 / 1/7) / 1/6 * 8/3
[257537] ['1/3', '1/6', '1/6', '1/7', '8/5'] -> (1/6 + 1/3 / 1/7) / 1/6 * 8/5
[257548] ['1/3', '1/6', '1/6', '1/8', '2/5'] -> (1/6 + 1/3 / 2/5) / (1/6 - 1/8)
[257552] ['1/3', '1/6', '1/6', '1/8', '3/4'] -> (3/4 / 1/8 - 1/3 / 1/6) / 1/6
[257554] ['1/3', '1/6', '1/6', '1/8', '3/7'] -> 1/6 / (1/6 / 3/7 - 1/3) / 1/8
[257562] ['1/3', '1/6', '1/6', '1/8', '5/4'] -> 5/4 / 1/6 / (1/3 - 1/6 * 1/8)
[257577] ['1/3', '1/6', '1/6', '1/8', '8/5'] -> (1/3 / 1/8 - 1/6) / 1/6 * 8/5
[257581] ['1/3', '1/6', '1/6', '1/8', '9/4'] -> (1/3 + 1/6 / 1/6) * 9/4 / 1/8
[257588] ['1/3', '1/6', '1/6', '1/9', '2/7'] -> (1/6 + 1/3 / 2/7) / (1/6 - 1/9)
[257592] ['1/3', '1/6', '1/6', '1/9', '3/5'] -> (1/9 + 1/3 / 3/5) / 1/6 / 1/6
[257596] ['1/3', '1/6', '1/6', '1/9', '4/5'] -> (1/6 + 1/3 / 1/6 / 4/5) / 1/9
[257597] ['1/3', '1/6', '1/6', '1/9', '4/7'] -> 1/3 / (1/6 / 4/7 - 1/6) / 1/9
[257604] ['1/3', '1/6', '1/6', '1/9', '5/8'] -> (1/6 - 1/3) / (1/6 * 5/8 - 1/9)
[257606] ['1/3', '1/6', '1/6', '1/9', '6/5'] -> (1/6 + 1/3 / 6/5) / 1/6 / 1/9
[257608] ['1/3', '1/6', '1/6', '1/9', '7/2'] -> (1/6 + 1/3 * 7/2) / (1/6 - 1/9)
[257613] ['1/3', '1/6', '1/6', '1/9', '7/8'] -> 1/3 / (1/6 / 1/6 - 7/8) / 1/9
[257625] ['1/3', '1/6', '1/6', '2/3', '2/5'] -> 2/3 / (1/6 - 1/3 * 1/6 / 2/5)
[257630] ['1/3', '1/6', '1/6', '2/3', '3/5'] -> (2/3 + 1/3 / 1/6 / 3/5) / 1/6
[257631] ['1/3', '1/6', '1/6', '2/3', '3/7'] -> (1/3 / 1/6 / 3/7 - 2/3) / 1/6
[257634] ['1/3', '1/6', '1/6', '2/3', '4/5'] -> (1/3 + 2/3) / (1/6 / 4/5 - 1/6)
[257635] ['1/3', '1/6', '1/6', '2/3', '4/7'] -> (1/6 + 2/3 / 4/7) / 1/3 / 1/6
[257648] ['1/3', '1/6', '1/6', '2/3', '7/4'] -> (1/6 + 2/3 * 7/4) / 1/3 / 1/6
[257651] ['1/3', '1/6', '1/6', '2/3', '7/8'] -> 1/3 / (1/6 - 1/6 * 7/8) / 2/3
[257654] ['1/3', '1/6', '1/6', '2/3', '8/5'] -> (1/6 + 2/3) / 1/3 / 1/6 * 8/5
[257655] ['1/3', '1/6', '1/6', '2/3', '8/7'] -> 1/3 / (1/6 - 1/6 / 8/7) / 2/3
[257658] ['1/3', '1/6', '1/6', '2/3', '9/4'] -> (2/3 * 9/4 - 1/6) / 1/3 / 1/6
[257661] ['1/3', '1/6', '1/6', '2/3', '9/8'] -> 1/3 / (1/6 * 9/8 - 1/6) / 2/3
[257669] ['1/3', '1/6', '1/6', '2/5', '3/8'] -> 1/3 / (3/8 - 1/6) / 1/6 / 2/5
[257677] ['1/3', '1/6', '1/6', '2/5', '5/6'] -> (1/3 + 2/5 * 5/6) / 1/6 / 1/6
[257678] ['1/3', '1/6', '1/6', '2/5', '5/7'] -> 2/5 / 1/6 / (1/3 - 1/6 / 5/7)
[257679] ['1/3', '1/6', '1/6', '2/5', '5/8'] -> 1/6 / (2/5 - 1/3) / 1/6 / 5/8
[257680] ['1/3', '1/6', '1/6', '2/5', '5/9'] -> 2/5 / 1/3 / 1/6 / 1/6 * 5/9
[257683] ['1/3', '1/6', '1/6', '2/5', '7/2'] -> 2/5 / 1/3 / 1/6 * (7/2 - 1/6)
[257686] ['1/3', '1/6', '1/6', '2/5', '7/5'] -> 2/5 / 1/6 / (1/3 - 1/6 * 7/5)
[257689] ['1/3', '1/6', '1/6', '2/5', '7/9'] -> 2/5 / (1/6 - 1/6 / (1/3 + 7/9))
[257690] ['1/3', '1/6', '1/6', '2/5', '8/3'] -> 8/3 / 1/6 / (1/3 / 2/5 - 1/6)
[257696] ['1/3', '1/6', '1/6', '2/5', '9/5'] -> 2/5 / 1/3 / 1/6 / 1/6 / 9/5
[257700] ['1/3', '1/6', '1/6', '2/7', '2/9'] -> (1/6 + 1/3 / 2/7) / (2/9 - 1/6)
[257703] ['1/3', '1/6', '1/6', '2/7', '3/5'] -> 2/7 / (1/6 / (1/3 + 3/5) - 1/6)
[257719] ['1/3', '1/6', '1/6', '2/7', '7/2'] -> 2/7 / 1/6 / (1/6 - 1/3 / 7/2)
[257722] ['1/3', '1/6', '1/6', '2/7', '7/5'] -> 2/7 / 1/6 / (1/3 / 7/5 - 1/6)
[257724] ['1/3', '1/6', '1/6', '2/7', '7/8'] -> 1/6 / (1/3 - 2/7) / 1/6 / 7/8
[257725] ['1/3', '1/6', '1/6', '2/7', '7/9'] -> 2/7 / 1/3 / 1/6 / 1/6 * 7/9
[257726] ['1/3', '1/6', '1/6', '2/7', '8/3'] -> 2/7 / 1/6 / 1/6 * (8/3 - 1/3)
[257730] ['1/3', '1/6', '1/6', '2/7', '9/2'] -> (1/6 + 9/2) / 1/3 / (1/6 / 2/7)
[257737] ['1/3', '1/6', '1/6', '2/9', '3/4'] -> (2/9 + 1/3 / 3/4) / 1/6 / 1/6
[257738] ['1/3', '1/6', '1/6', '2/9', '3/5'] -> 2/9 / 1/6 / (1/3 - 1/6 / 3/5)
[257739] ['1/3', '1/6', '1/6', '2/9', '3/7'] -> 2/9 / 1/6 / (1/6 / 3/7 - 1/3)
[257753] ['1/3', '1/6', '1/6', '2/9', '6/7'] -> 2/9 / 1/3 / (1/6 / 6/7 - 1/6)
[257756] ['1/3', '1/6', '1/6', '2/9', '7/4'] -> (1/6 * 1/6 + 7/4) / 1/3 / 2/9
[257762] ['1/3', '1/6', '1/6', '2/9', '8/5'] -> 1/3 / (1/6 - 1/6 / 8/5) / 2/9
[257767] ['1/3', '1/6', '1/6', '2/9', '9/5'] -> (1/3 / 1/6 + 2/9) / 1/6 * 9/5
[257787] ['1/3', '1/6', '1/6', '3/2', '6/7'] -> (1/6 + 3/2 / 1/3) / 1/6 * 6/7
[257825] ['1/3', '1/6', '1/6', '3/4', '7/6'] -> (7/6 - 1/6) / 1/3 / 1/6 / 3/4
[257829] ['1/3', '1/6', '1/6', '3/4', '8/5'] -> (3/4 - 1/3) / 1/6 / 1/6 * 8/5
[257834] ['1/3', '1/6', '1/6', '3/4', '9/5'] -> (3/4 / 1/3 / 1/6 - 1/6) * 9/5
[257837] ['1/3', '1/6', '1/6', '3/5', '3/5'] -> (3/5 / 3/5 - 1/3) / 1/6 / 1/6
[257841] ['1/3', '1/6', '1/6', '3/5', '4/5'] -> 3/5 / 1/6 / 1/6 + 4/5 / 1/3
[257844] ['1/3', '1/6', '1/6', '3/5', '5/2'] -> (3/5 - 1/3) / 1/6 / 1/6 * 5/2
[257845] ['1/3', '1/6', '1/6', '3/5', '5/3'] -> (3/5 * 5/3 - 1/3) / (1/6 * 1/6)
[257848] ['1/3', '1/6', '1/6', '3/5', '5/7'] -> (1/3 + 3/5) / 1/6 / 1/6 * 5/7
[257850] ['1/3', '1/6', '1/6', '3/5', '5/9'] -> (1/3 + 3/5 * 5/9) / (1/6 * 1/6)
[257854] ['1/3', '1/6', '1/6', '3/5', '7/3'] -> (1/3 + 7/3) / (1/6 / 3/5 - 1/6)
[257859] ['1/3', '1/6', '1/6', '3/5', '7/9'] -> (1/3 + 7/9) / 1/6 / (1/6 / 3/5)
[257863] ['1/3', '1/6', '1/6', '3/5', '8/9'] -> 8/9 / 1/3 / (1/6 / 3/5 - 1/6)
[257865] ['1/3', '1/6', '1/6', '3/5', '9/4'] -> (9/4 / 1/6 - 1/6) / (1/3 / 3/5)
[257869] ['1/3', '1/6', '1/6', '3/7', '3/7'] -> (3/7 / 3/7 - 1/3) / 1/6 / 1/6
[257877] ['1/3', '1/6', '1/6', '3/7', '5/4'] -> 5/4 / (1/6 / (1/3 + 3/7) - 1/6)
[257879] ['1/3', '1/6', '1/6', '3/7', '5/7'] -> (1/3 + 5/7) / 1/6 / (3/7 - 1/6)
[257885] ['1/3', '1/6', '1/6', '3/7', '7/3'] -> (3/7 * 7/3 - 1/3) / (1/6 * 1/6)
[257889] ['1/3', '1/6', '1/6', '3/7', '7/8'] -> (1/3 + 3/7) / 1/6 / 1/6 * 7/8
[257890] ['1/3', '1/6', '1/6', '3/7', '7/9'] -> (1/3 + 3/7 * 7/9) / (1/6 * 1/6)
[257894] ['1/3', '1/6', '1/6', '3/7', '8/9'] -> 8/9 / (1/6 - 1/3 * 1/6 / 3/7)
[257898] ['1/3', '1/6', '1/6', '3/7', '9/7'] -> (1/6 / 1/6 + 9/7) / (3/7 - 1/3)
[257900] ['1/3', '1/6', '1/6', '3/8', '3/8'] -> (3/8 / 3/8 - 1/3) / 1/6 / 1/6
[257926] ['1/3', '1/6', '1/6', '3/8', '9/4'] -> 1/6 / (1/6 - 1/3 / 9/4) / 3/8
[257927] ['1/3', '1/6', '1/6', '3/8', '9/5'] -> 1/6 / 3/8 / (1/3 / 9/5 - 1/6)
[257928] ['1/3', '1/6', '1/6', '3/8', '9/7'] -> 1/3 / 3/8 / (1/6 - 1/6 / 9/7)
[257945] ['1/3', '1/6', '1/6', '4/3', '7/4'] -> (1/6 + 7/4 / 1/6) / 1/3 / 4/3
[257948] ['1/3', '1/6', '1/6', '4/3', '7/8'] -> (4/3 - 1/6) / 1/3 / 1/6 / 7/8
[257951] ['1/3', '1/6', '1/6', '4/3', '8/5'] -> 8/5 / (1/6 - 1/6 / (1/3 + 4/3))
[257952] ['1/3', '1/6', '1/6', '4/3', '8/7'] -> (4/3 - 1/6) / 1/3 / 1/6 * 8/7
[257956] ['1/3', '1/6', '1/6', '4/3', '9/5'] -> (1/3 / 1/6 / 1/6 + 4/3) * 9/5
[257977] ['1/3', '1/6', '1/6', '4/5', '7/9'] -> (1/3 + 7/9 / 1/6) / (1/6 / 4/5)
[257981] ['1/3', '1/6', '1/6', '4/5', '8/9'] -> (8/9 / 1/6 - 1/3) / (1/6 / 4/5)
[258000] ['1/3', '1/6', '1/6', '4/7', '7/4'] -> 4/7 / 1/3 / (1/6 - 1/6 / 7/4)
[258005] ['1/3', '1/6', '1/6', '4/7', '8/3'] -> (1/3 + 8/3) / (1/6 / 4/7 - 1/6)
[258012] ['1/3', '1/6', '1/6', '4/7', '9/7'] -> (1/3 + 9/7) / 1/6 / (4/7 - 1/6)
[258015] ['1/3', '1/6', '1/6', '4/9', '5/2'] -> (5/2 / 1/6 - 1/3) / (1/6 + 4/9)
[258022] ['1/3', '1/6', '1/6', '4/9', '6/5'] -> 4/9 / 1/6 / (1/3 / 6/5 - 1/6)
[258023] ['1/3', '1/6', '1/6', '4/9', '6/7'] -> (1/3 + 4/9) / 1/6 / 1/6 * 6/7
[258024] ['1/3', '1/6', '1/6', '4/9', '7/2'] -> 1/3 + 4/9 / 1/6 + 7/2 / 1/6
[258033] ['1/3', '1/6', '1/6', '4/9', '8/7'] -> 8/7 / (1/6 / (1/3 + 4/9) - 1/6)
[258036] ['1/3', '1/6', '1/6', '4/9', '9/4'] -> 4/9 / (1/6 / 9/4 - 1/3 * 1/6)
[258040] ['1/3', '1/6', '1/6', '5/2', '5/2'] -> (5/2 / 5/2 - 1/3) / 1/6 / 1/6
[258046] ['1/3', '1/6', '1/6', '5/2', '5/9'] -> 5/9 / 1/3 / 1/6 / 1/6 / 5/2
[258050] ['1/3', '1/6', '1/6', '5/2', '7/3'] -> 5/2 / (1/6 - 1/6 / (1/3 + 7/3))
[258058] ['1/3', '1/6', '1/6', '5/2', '8/7'] -> 5/2 / 1/3 / (1/6 + 1/6 / 8/7)
[258065] ['1/3', '1/6', '1/6', '5/3', '5/3'] -> (5/3 / 5/3 - 1/3) / 1/6 / 1/6
[258066] ['1/3', '1/6', '1/6', '5/3', '5/4'] -> 5/4 / 1/3 / 1/6 - (1/6 - 5/3)
[258070] ['1/3', '1/6', '1/6', '5/3', '5/9'] -> (1/3 + 5/9 / 5/3) / 1/6 / 1/6
[258073] ['1/3', '1/6', '1/6', '5/3', '7/2'] -> 1/3 + 5/3 + (1/6 + 7/2) / 1/6
[258078] ['1/3', '1/6', '1/6', '5/3', '7/8'] -> 5/3 / (1/3 * (7/8 - 1/6) - 1/6)
[258088] ['1/3', '1/6', '1/6', '5/3', '9/8'] -> (5/3 - 1/6) / 1/3 / 1/6 / 9/8
[258089] ['1/3', '1/6', '1/6', '5/4', '5/4'] -> (5/4 / 5/4 - 1/3) / 1/6 / 1/6
[258094] ['1/3', '1/6', '1/6', '5/4', '6/5'] -> (1/3 / 1/6 + 6/5) / (1/6 / 5/4)
[258096] ['1/3', '1/6', '1/6', '5/4', '7/2'] -> (1/6 + 7/2) / 1/6 / (5/4 - 1/3)
[258098] ['1/3', '1/6', '1/6', '5/4', '7/4'] -> 7/4 / 1/3 / 1/6 - 5/4 / 1/6
[258100] ['1/3', '1/6', '1/6', '5/4', '7/6'] -> (7/6 - 1/3) / 1/6 / 1/6 / 5/4
[258102] ['1/3', '1/6', '1/6', '5/4', '7/9'] -> (1/3 + 7/9 / 1/6) / (1/6 * 5/4)
[258106] ['1/3', '1/6', '1/6', '5/4', '8/9'] -> (8/9 / 1/6 - 1/3) / (1/6 * 5/4)
[258112] ['1/3', '1/6', '1/6', '5/6', '5/6'] -> (5/6 / 5/6 - 1/3) / 1/6 / 1/6
[258114] ['1/3', '1/6', '1/6', '5/6', '5/8'] -> (1/6 + 5/6) / (1/3 * 5/8 - 1/6)
[258116] ['1/3', '1/6', '1/6', '5/6', '6/5'] -> (5/6 * 6/5 - 1/3) / (1/6 * 1/6)
[258117] ['1/3', '1/6', '1/6', '5/6', '6/7'] -> (5/6 / 1/6 - 1/3) / 1/6 * 6/7
[258130] ['1/3', '1/6', '1/6', '5/6', '9/4'] -> (1/6 + 5/6) / (1/6 * 9/4 - 1/3)
[258134] ['1/3', '1/6', '1/6', '5/7', '5/7'] -> (5/7 / 5/7 - 1/3) / 1/6 / 1/6
[258137] ['1/3', '1/6', '1/6', '5/7', '6/5'] -> 6/5 / 1/6 / (1/3 / 5/7 - 1/6)
[258141] ['1/3', '1/6', '1/6', '5/7', '7/4'] -> (5/7 - 1/3) / 1/6 / 1/6 * 7/4
[258155] ['1/3', '1/6', '1/6', '5/8', '5/8'] -> (5/8 / 5/8 - 1/3) / 1/6 / 1/6
[258161] ['1/3', '1/6', '1/6', '5/8', '7/4'] -> 7/4 / 1/6 / (1/3 + 1/6 * 5/8)
[258162] ['1/3', '1/6', '1/6', '5/8', '7/5'] -> 5/8 / 1/6 / 1/6 * (7/5 - 1/3)
[258165] ['1/3', '1/6', '1/6', '5/8', '7/9'] -> (1/6 + 7/9 / 1/3) / (1/6 * 5/8)
[258169] ['1/3', '1/6', '1/6', '5/8', '8/9'] -> (8/9 / 1/3 - 1/6) / (1/6 * 5/8)
[258174] ['1/3', '1/6', '1/6', '5/8', '9/8'] -> 5/8 / 1/6 + 9/8 / 1/3 / 1/6
[258175] ['1/3', '1/6', '1/6', '5/9', '5/9'] -> (5/9 / 5/9 - 1/3) / 1/6 / 1/6
[258176] ['1/3', '1/6', '1/6', '5/9', '6/5'] -> 5/9 / (1/3 - 1/6) / 1/6 * 6/5
[258177] ['1/3', '1/6', '1/6', '5/9', '6/7'] -> 5/9 / 1/6 / (1/3 - 1/6 / 6/7)
[258178] ['1/3', '1/6', '1/6', '5/9', '7/2'] -> 5/9 / 1/6 - 1/3 + 7/2 / 1/6
[258186] ['1/3', '1/6', '1/6', '5/9', '8/5'] -> 8/5 / (1/6 - 1/3 * 1/6 / 5/9)
[258192] ['1/3', '1/6', '1/6', '5/9', '9/7'] -> (1/3 + 5/9) / (1/6 - 1/6 / 9/7)
[258200] ['1/3', '1/6', '1/6', '6/5', '7/6'] -> (7/6 / 1/3 - 1/6) / (1/6 / 6/5)
[258202] ['1/3', '1/6', '1/6', '6/5', '7/9'] -> 7/9 / 1/6 / (1/3 - 1/6 / 6/5)
[258206] ['1/3', '1/6', '1/6', '6/5', '8/9'] -> 6/5 / 1/6 / 1/6 * (8/9 - 1/3)
[258207] ['1/3', '1/6', '1/6', '6/5', '9/2'] -> (1/6 + 9/2) / (1/3 - 1/6 / 6/5)
[258209] ['1/3', '1/6', '1/6', '6/5', '9/5'] -> 6/5 / (1/3 - 1/6) / 1/6 / 9/5
[258217] ['1/3', '1/6', '1/6', '6/7', '7/6'] -> (6/7 * 7/6 - 1/3) / (1/6 * 1/6)
[258218] ['1/3', '1/6', '1/6', '6/7', '7/8'] -> 6/7 / 1/6 / (1/3 / 7/8 - 1/6)
[258219] ['1/3', '1/6', '1/6', '6/7', '7/9'] -> 6/7 / (1/3 - 1/6) / 1/6 * 7/9
