[1538167] ['2/7', '6/7', '6/7', '6/7', '8/3'] -> (6/7 + 6/7 + 6/7) * 8/3 / 2/7
[1569664] ['2/9', '3/5', '7/2', '7/4', '8/5'] -> 7/2 / (2/9 * /5 * /4) * 8/5
[1569681] ['2/9', '3/5', '7/2', '7/5', '9/4'] -> (7/2 + 7/5 / 3/5) / 2/9 - 9/4
[1569686] ['2/9', '3/5', '7/2', '7/6', '7/8'] -> (7/2 / 3/5 - 7/6) / 2/9 / 7/8
[1569690] ['2/9', '3/5', '7/2', '7/6', '8/7'] -> (7/2 / 3/5 - 7/6) / 2/9 * 8/7
[1569691] ['2/9', '3/5', '7/2', '7/6', '8/9'] -> 8/9 / (2/9 / 3/5 - 7/6 / 7/2)
[1569705] ['2/9', '3/5', '7/2', '7/8', '9/5'] -> 9/5 / (3/5 / 2/9 + 7/8 - 7/2)
[1569718] ['2/9', '3/5', '7/2', '8/3', '8/3'] -> 8/3 / (2/9 * 3/5 * (7/2 - 8/3))
[1569719] ['2/9', '3/5', '7/2', '8/3', '8/5'] -> 8/3 / (2/9 * 7/2 - 3/5) * 8/5
[1569749] ['2/9', '3/5', '7/2', '9/2', '9/4'] -> 7/2 / (2/9 * /5) - 9/2 + 9/4
[1569762] ['2/9', '3/5', '7/2', '9/8', '9/8'] -> 7/2 / (2/9 * /5) - 9/8 - 9/8
[1569766] ['2/9', '3/5', '7/3', '7/3', '7/6'] -> (7/3 / 3/5 + 7/3) / 2/9 / 7/6
[1569775] ['2/9', '3/5', '7/3', '7/3', '9/5'] -> (7/3 + 7/3) / 2/9 + 9/5 / 3/5
[1569789] ['2/9', '3/5', '7/3', '7/4', '9/5'] -> 2/9 / (3/5 + 7/4 - 7/3) * 9/5
[1569793] ['2/9', '3/5', '7/3', '7/5', '7/6'] -> (7/3 + 7/5) / 2/9 / 3/5 / 7/6
[1569796] ['2/9', '3/5', '7/3', '7/5', '8/3'] -> 8/3 / (7/3 - 2/9 - 3/5 - 7/5)
[1569800] ['2/9', '3/5', '7/3', '7/5', '9/2'] -> (3/5 + 7/3 + 7/5) / 2/9 + 9/2
[1569813] ['2/9', '3/5', '7/3', '7/6', '9/4'] -> (7/3 + 7/6) / 2/9 / 3/5 - 9/4
[1569831] ['2/9', '3/5', '7/3', '7/9', '8/7'] -> (7/3 / 3/5 + 7/9) / 2/9 * 8/7
[1569832] ['2/9', '3/5', '7/3', '7/9', '8/9'] -> 8/9 / (2/9 / 3/5 - 7/9 / 7/3)
[1569841] ['2/9', '3/5', '7/3', '8/3', '8/9'] -> 8/9 / (2/9 / 3/5 + 7/3 - 8/3)
[1569850] ['2/9', '3/5', '7/3', '8/5', '9/2'] -> (3/5 + 7/3 * 8/5) / 2/9 + 9/2
[1569865] ['2/9', '3/5', '7/3', '8/9', '9/5'] -> 9/5 / (3/5 / 2/9 - 7/3 / 8/9)
[1569869] ['2/9', '3/5', '7/3', '9/2', '9/4'] -> 7/3 / (2/9 - 3/5 / 9/2) - 9/4
[1569886] ['2/9', '3/5', '7/4', '7/4', '7/8'] -> (7/4 / 3/5 + 7/4) / 2/9 / 7/8
[1569890] ['2/9', '3/5', '7/4', '7/4', '8/7'] -> (7/4 / 3/5 + 7/4) / 2/9 * 8/7
[1569893] ['2/9', '3/5', '7/4', '7/4', '9/4'] -> (7/4 + 7/4) / 2/9 / 3/5 - 9/4
[1569919] ['2/9', '3/5', '7/4', '7/6', '9/5'] -> 2/9 / (3/5 + 7/6 - 7/4) * 9/5
[1569925] ['2/9', '3/5', '7/4', '7/8', '8/5'] -> 7/4 / (2/9 * /5 * /8) * 8/5
[1569930] ['2/9', '3/5', '7/4', '7/8', '9/5'] -> 9/5 / (3/5 / 2/9 - 7/4 - 7/8)
[1569935] ['2/9', '3/5', '7/4', '7/9', '8/5'] -> 8/5 / (2/9 + 7/9 / 7/4 - 3/5)
[1569948] ['2/9', '3/5', '7/4', '8/3', '9/4'] -> 7/4 + 8/3 / (2/9 * /5) + 9/4
[1569951] ['2/9', '3/5', '7/4', '8/3', '9/8'] -> (7/4 / 3/5 + 8/3) / 2/9 - 9/8
[1569953] ['2/9', '3/5', '7/4', '8/5', '8/7'] -> 7/4 * 8/5 / 2/9 / 3/5 * 8/7
[1569957] ['2/9', '3/5', '7/4', '8/5', '9/5'] -> 9/5 / ((7/4 - 8/5) / 2/9 - 3/5)
[1569959] ['2/9', '3/5', '7/4', '8/5', '9/8'] -> (7/4 + 8/5) / 2/9 / 3/5 - 9/8
[1569969] ['2/9', '3/5', '7/4', '8/9', '9/4'] -> 7/4 / (8/9 - 2/9 - 3/5) - 9/4
[1569990] ['2/9', '3/5', '7/5', '7/5', '7/8'] -> (7/5 + 7/5) / 2/9 / 3/5 / 7/8
[1569994] ['2/9', '3/5', '7/5', '7/5', '8/7'] -> (7/5 + 7/5) / 2/9 / 3/5 * 8/7
[1570000] ['2/9', '3/5', '7/5', '7/5', '9/8'] -> (7/5 + 7/5) / 2/9 / (9/8 - 3/5)
[1570004] ['2/9', '3/5', '7/5', '7/6', '8/3'] -> 7/5 / (2/9 * /5 * /6) * 8/3
[1570025] ['2/9', '3/5', '7/5', '7/9', '8/3'] -> 8/3 / (3/5 * 7/9 / 7/5 - 2/9)
[1570036] ['2/9', '3/5', '7/5', '8/3', '8/7'] -> (3/5 + 7/5 + 8/3) / 2/9 * 8/7
[1570037] ['2/9', '3/5', '7/5', '8/3', '8/9'] -> 8/9 / ((2/9 + 7/5) / 3/5 - 8/3)
[1570038] ['2/9', '3/5', '7/5', '8/3', '9/2'] -> (3/5 + 7/5 * 8/3) / 2/9 + 9/2
[1570045] ['2/9', '3/5', '7/5', '8/5', '8/9'] -> 3/5 / (2/9 + 7/5 - 8/5) * 8/9
[1570050] ['2/9', '3/5', '7/5', '8/5', '9/8'] -> 3/5 / (((2/9 + 7/5) - 8/5) * /8
)[1570108] ['2/9', '3/5', '7/6', '7/9', '9/4'] -> 7/6 / (2/9 + 3/5 - 7/9) - 9/4
[1570121] ['2/9', '3/5', '7/6', '8/5', '8/5'] -> 8/5 / (7/6 + 8/5 - 3/5 / 2/9)
[1570123] ['2/9', '3/5', '7/6', '8/5', '8/9'] -> 8/9 / (2/9 * (3/5 + 7/6 - 8/5))
[1570136] ['2/9', '3/5', '7/6', '8/9', '8/9'] -> 8/9 / (2/9 * 3/5 * (7/6 - 8/9))
[1570147] ['2/9', '3/5', '7/6', '9/4', '9/4'] -> 7/6 / (3/5 / 9/4 - 2/9) - 9/4
[1570148] ['2/9', '3/5', '7/6', '9/4', '9/5'] -> 9/5 / (3/5 / 2/9 - 7/6 * 9/4)
[1570180] ['2/9', '3/5', '7/8', '8/3', '8/7'] -> 8/3 / (2/9 * /5 * /8) + 8/7
[1570182] ['2/9', '3/5', '7/8', '8/3', '9/2'] -> (2/9 + 8/3 / 3/5) / 7/8 * 9/2
[1570183] ['2/9', '3/5', '7/8', '8/3', '9/4'] -> 7/8 / (3/5 / 2/9 - 8/3) - 9/4
[1570203] ['2/9', '3/5', '7/8', '8/9', '9/2'] -> 9/2 / (7/8 / (2/9 + 8/9) - 3/5)
[1570210] ['2/9', '3/5', '7/8', '9/2', '9/5'] -> 9/5 / (3/5 * (2/9 * 9/2 - 7/8))
[1570233] ['2/9', '3/5', '7/9', '8/3', '8/3'] -> 8/3 / (3/5 * (7/9 - 2/9 * 8/3))
[1570242] ['2/9', '3/5', '7/9', '8/5', '8/5'] -> 8/5 / ((2/9 + 7/9) / 3/5 - 8/5)
[1570264] ['2/9', '3/5', '7/9', '9/2', '9/4'] -> 7/9 * 9/2 / 2/9 / 3/5 - 9/4
[1570265] ['2/9', '3/5', '7/9', '9/2', '9/5'] -> (7/9 / 2/9 + 9/2) / 3/5 * 9/5
[1570284] ['2/9', '3/5', '8/3', '8/3', '9/5'] -> (8/3 + 8/3) * (3/5 / 2/9 + 9/5)
[1570297] ['2/9', '3/5', '8/3', '8/7', '9/2'] -> (2/9 + 8/3 / 3/5) * 8/7 * 9/2
[1570302] ['2/9', '3/5', '8/3', '8/9', '8/9'] -> 8/9 / (2/9 / 3/5 - 8/9 / 8/3)
[1570303] ['2/9', '3/5', '8/3', '8/9', '9/2'] -> (8/3 - 8/9 / 3/5) / 2/9 * 9/2
[1570305] ['2/9', '3/5', '8/3', '8/9', '9/5'] -> (8/3 - 8/9) / 2/9 / 3/5 * 9/5
[1570306] ['2/9', '3/5', '8/3', '8/9', '9/7'] -> 9/7 * (8/3 + 8/9 / 3/5) / 2/9
[1570308] ['2/9', '3/5', '8/3', '9/2', '9/2'] -> 8/3 / 2/9 + 9/2 / 3/5 + 9/2
[1570314] ['2/9', '3/5', '8/3', '9/4', '9/5'] -> 9/5 / ((3/5 / 2/9 - 8/3) * 9/4)
[1570323] ['2/9', '3/5', '8/5', '8/5', '8/5'] -> (3/5 + (8/5 + 8/5) / 2/9) * 8/5
[1570328] ['2/9', '3/5', '8/5', '8/5', '9/5'] -> (8/5 + 8/5) * (9/5 / 2/9 - 3/5)
[1570339] ['2/9', '3/5', '8/5', '8/9', '9/2'] -> (8/5 - 8/9) / 2/9 / 3/5 * 9/2
[1570340] ['2/9', '3/5', '8/5', '8/9', '9/4'] -> 8/5 * 8/9 / 2/9 / 3/5 * 9/4
[1570342] ['2/9', '3/5', '8/5', '8/9', '9/7'] -> 9/7 * (8/5 + 8/9) / (2/9 * 3/5)
[1570344] ['2/9', '3/5', '8/5', '9/2', '9/2'] -> (8/5 / 2/9 + 9/2) / 3/5 + 9/2
[1570352] ['2/9', '3/5', '8/5', '9/4', '9/8'] -> 8/5 * 9/4 / 2/9 / 3/5 / 9/8
[1570355] ['2/9', '3/5', '8/5', '9/5', '9/8'] -> 3/5 / (((2/9 + 8/5) - 9/5) * /8
)[1570389] ['2/9', '3/5', '8/9', '8/9', '9/4'] -> (8/9 / 3/5 + 8/9) / 2/9 * 9/4
[1570404] ['2/9', '3/5', '8/9', '9/5', '9/8'] -> 9/5 / (((8/9 - 2/9) - 3/5) * /8
)[1570410] ['2/9', '3/5', '9/2', '9/2', '9/5'] -> (3/5 + 9/2 + 9/2) / 2/9 / 9/5
[1570423] ['2/9', '3/5', '9/4', '9/4', '9/4'] -> (9/4 + 9/4) / 2/9 + 9/4 / 3/5
[1570426] ['2/9', '3/5', '9/4', '9/4', '9/8'] -> (9/4 / 3/5 + 9/4) / 2/9 / 9/8
[1570433] ['2/9', '3/5', '9/5', '9/5', '9/5'] -> ((9/5 + 9/5) / 2/9 - 9/5) / 3/5
[1570435] ['2/9', '3/5', '9/5', '9/5', '9/8'] -> (9/5 + 9/5) / 2/9 / 3/5 / 9/8
[1570444] ['2/9', '3/7', '3/7', '3/7', '3/8'] -> (3/7 + 3/7) / 2/9 / 3/7 / 3/8
[1570465] ['2/9', '3/7', '3/7', '3/7', '8/3'] -> (3/7 + 3/7) * 8/3 / 2/9 / 3/7
[1570472] ['2/9', '3/7', '3/7', '3/7', '9/7'] -> (3/7 / 3/7 + 9/7) / 2/9 / 3/7
[1570497] ['2/9', '3/7', '3/7', '3/8', '8/7'] -> (3/7 + 8/7) / (3/7 * (3/8 - 2/9))
[1570502] ['2/9', '3/7', '3/7', '3/8', '9/7'] -> (9/7 - 3/7) / (2/9 * 3/7 * 3/8)
[1570506] ['2/9', '3/7', '3/7', '4/3', '4/7'] -> (4/7 / (2/9 * 3/7) - (3/7 / 4/3)))
[1570513] ['2/9', '3/7', '3/7', '4/3', '5/8'] -> (3/7 + 4/3 / 2/9) / 3/7 / 5/8
[1570517] ['2/9', '3/7', '3/7', '4/3', '7/2'] -> (3/7 + 3/7 + 4/3 / 2/9) * 7/2
[1570524] ['2/9', '3/7', '3/7', '4/3', '8/3'] -> 8/3 / (4/3 - 3/7 / 3/7 - 2/9)
[1570525] ['2/9', '3/7', '3/7', '4/3', '8/5'] -> (3/7 + 4/3 / 2/9) / 3/7 * 8/5
[1570526] ['2/9', '3/7', '3/7', '4/3', '8/7'] -> 8/7 / (3/7 * (4/3 - 2/9) - 3/7)
[1570527] ['2/9', '3/7', '3/7', '4/3', '8/9'] -> 8/9 / (3/7 - 2/9 * (3/7 + 4/3))
[1570531] ['2/9', '3/7', '3/7', '4/3', '9/7'] -> 4/3 / (2/9 * /7) * (3/7 + 9/7)
[1570534] ['2/9', '3/7', '3/7', '4/5', '4/7'] -> (4/7 / (2/9 * (3/7 / 4/5)) - 3/7))
[1570548] ['2/9', '3/7', '3/7', '4/5', '7/5'] -> (3/7 + 7/5) / (2/9 * 3/7 * 4/5)
[1570579] ['2/9', '3/7', '3/7', '4/7', '8/3'] -> 8/3 / ((4/7 - 3/7) / 3/7 - 2/9)
[1570581] ['2/9', '3/7', '3/7', '4/7', '8/7'] -> 8/7 / (4/7 - 2/9 * 3/7 - 3/7)
[1570597] ['2/9', '3/7', '3/7', '4/9', '6/7'] -> 6/7 / ((3/7 - 2/9) / 4/9 - 3/7)
[1570605] ['2/9', '3/7', '3/7', '4/9', '8/3'] -> 8/3 / (2/9 * 3/7 + 4/9 - 3/7)
[1570608] ['2/9', '3/7', '3/7', '4/9', '8/9'] -> 8/9 / ((3/7 - 2/9) / 3/7 - 4/9)
[1570616] ['2/9', '3/7', '3/7', '5/2', '5/4'] -> (5/2 / 2/9 - 3/7) / 3/7 - 5/4
[1570654] ['2/9', '3/7', '3/7', '5/3', '8/3'] -> ((3/7 + 5/3) / 2/9 - 3/7) * 8/3
[1570657] ['2/9', '3/7', '3/7', '5/3', '8/9'] -> 8/9 / (2/9 * (3/7 + 5/3) - 3/7)
[1570660] ['2/9', '3/7', '3/7', '5/3', '9/5'] -> 5/3 / (2/9 * /7) * (9/5 - 3/7)
[1570673] ['2/9', '3/7', '3/7', '5/4', '7/5'] -> (3/7 + 7/5) * 5/4 / (2/9 * 3/7)
[1570693] ['2/9', '3/7', '3/7', '5/6', '7/3'] -> (7/3 - 3/7) / (2/9 * 3/7 * 5/6)
[1570702] ['2/9', '3/7', '3/7', '5/6', '8/9'] -> (8/9 / (2/9 * (3/7 / 3/7)) - 5/6))
[1570703] ['2/9', '3/7', '3/7', '5/6', '9/2'] -> (3/7 / (2/9 * /7) + 5/6) * 9/2
[1570732] ['2/9', '3/7', '3/7', '5/8', '6/7'] -> (6/7 / (2/9 * 3/7) - (3/7 * 5/8)))
[1570740] ['2/9', '3/7', '3/7', '5/8', '8/3'] -> (3/7 + 8/3) / ((3/7 - 2/9) * 5/8)
[1570760] ['2/9', '3/7', '3/7', '5/9', '8/5'] -> 3/7 * 8/5 / (3/7 - 2/9 / 5/9)
[1570762] ['2/9', '3/7', '3/7', '5/9', '8/9'] -> 3/7 * 8/9 / (3/7 * 5/9 - 2/9)
[1570767] ['2/9', '3/7', '3/7', '5/9', '9/8'] -> 3/7 / (((3/7 * 5/9) - 2/9) * /8
)[1570771] ['2/9', '3/7', '3/7', '6/5', '7/3'] -> 6/5 / (2/9 * /7) * (7/3 - 3/7)
[1570778] ['2/9', '3/7', '3/7', '6/5', '8/5'] -> 8/5 / (3/7 - 2/9 * (3/7 + 6/5))
[1570788] ['2/9', '3/7', '3/7', '6/7', '7/3'] -> 7/3 / (2/9 * /7) - 3/7 / 6/7
[1570792] ['2/9', '3/7', '3/7', '6/7', '7/8'] -> 6/7 / (((2/9 * /7) * /7) * /8
)[1570794] ['2/9', '3/7', '3/7', '6/7', '8/3'] -> 8/3 / (3/7 / (3/7 + 6/7) - 2/9)
[1570796] ['2/9', '3/7', '3/7', '6/7', '8/7'] -> 6/7 / (2/9 * /7 * /7) * 8/7
[1570822] ['2/9', '3/7', '3/7', '7/3', '7/6'] -> 7/3 / (2/9 * /7) - 3/7 * 7/6
[1570826] ['2/9', '3/7', '3/7', '7/3', '8/5'] -> (3/7 / 3/7 + 7/3) / 2/9 * 8/5
[1570847] ['2/9', '3/7', '3/7', '7/4', '9/8'] -> (3/7 + 7/4) / 2/9 / 3/7 + 9/8
[1570866] ['2/9', '3/7', '3/7', '7/6', '8/7'] -> (8/7 / (2/9 * (3/7 * 3/7)) * 7/6))
[1570867] ['2/9', '3/7', '3/7', '7/6', '8/9'] -> (8/9 / (2/9 * 7/6) - (3/7 / 3/7)))
[1570885] ['2/9', '3/7', '3/7', '7/9', '8/3'] -> (8/3 / (3/7 * 7/9) - (2/9 / 3/7)))
[1570887] ['2/9', '3/7', '3/7', '7/9', '8/7'] -> (8/7 / (3/7 * (3/7 * 7/9)) - 2/9))
[1570895] ['2/9', '3/7', '3/7', '8/3', '8/5'] -> (3/7 + 8/3) / (3/7 - 2/9) * 8/5
[1570897] ['2/9', '3/7', '3/7', '8/3', '8/9'] -> (8/3 / 2/9 - 3/7) / 3/7 * 8/9
[1570901] ['2/9', '3/7', '3/7', '8/3', '9/7'] -> 8/3 / (2/9 * /7) * (9/7 - 3/7)
[1570902] ['2/9', '3/7', '3/7', '8/3', '9/8'] -> (8/3 / 2/9 - 3/7) / 3/7 / 9/8
[1570931] ['2/9', '3/7', '3/7', '9/4', '9/7'] -> (3/7 + 9/7) / (2/9 * 9/4 - 3/7)
[1570935] ['2/9', '3/7', '3/7', '9/5', '9/8'] -> 3/7 / (((3/7 / 9/5) - 2/9) * /8
)[1570942] ['2/9', '3/7', '3/8', '3/8', '4/7'] -> 3/7 / (((2/9 * /8) * /8) * /7
)[1570948] ['2/9', '3/7', '3/8', '3/8', '5/7'] -> 5/7 / (2/9 * 3/8 + 3/8 - 3/7)
[1570955] ['2/9', '3/7', '3/8', '3/8', '7/4'] -> 3/7 / (2/9 * /8 * /8) * 7/4
[1570960] ['2/9', '3/7', '3/8', '3/8', '8/3'] -> (8/3 / (2/9 * (3/8 / 3/7)) - 3/8))
[1570962] ['2/9', '3/7', '3/8', '3/8', '8/7'] -> (8/7 / (2/9 * 3/8) - (3/7 * 3/8)))
[1570972] ['2/9', '3/7', '3/8', '4/3', '4/9'] -> 4/9 / (2/9 / 3/7 - 3/8 * 4/3)
[1570982] ['2/9', '3/7', '3/8', '4/3', '7/2'] -> 7/2 * 4/3 * 3/7 / (2/9 * 3/8)
[1570985] ['2/9', '3/7', '3/8', '4/3', '7/5'] -> 7/5 * (3/7 + 4/3 / 2/9) / 3/8
[1570991] ['2/9', '3/7', '3/8', '4/3', '8/7'] -> 8/7 / (2/9 * 3/7 * 3/8 * 4/3)
[1570993] ['2/9', '3/7', '3/8', '4/3', '9/2'] -> 9/2 / (3/7 - 3/8 / (2/9 + 4/3))
[1570998] ['2/9', '3/7', '3/8', '4/5', '4/5'] -> 4/5 / (3/7 * (3/8 * 4/5 - 2/9))
[1571009] ['2/9', '3/7', '3/8', '4/5', '6/7'] -> 6/7 / (2/9 * (3/7 / 4/5 - 3/8))
[1571027] ['2/9', '3/7', '3/8', '4/7', '4/9'] -> 4/9 * 3/7 / (2/9 - 3/8 * 4/7)
[1571032] ['2/9', '3/7', '3/8', '4/7', '5/7'] -> 5/7 / (3/8 * (2/9 + 3/7 - 4/7))
[1571043] ['2/9', '3/7', '3/8', '4/7', '7/9'] -> 3/7 / (2/9 / 4/7 - 3/8) * 7/9
[1571044] ['2/9', '3/7', '3/8', '4/7', '8/3'] -> 3/7 / (2/9 * /8 * /7) * 8/3
[1571046] ['2/9', '3/7', '3/8', '4/7', '8/7'] -> 8/7 / (2/9 * (3/7 - 3/8 * 4/7))
[1571051] ['2/9', '3/7', '3/8', '4/7', '9/7'] -> 3/7 / (((2/9 / 4/7) - 3/8) * /7
)[1571077] ['2/9', '3/7', '3/8', '4/9', '9/7'] -> 9/7 / (3/7 * (2/9 / 4/9 - 3/8))
[1571083] ['2/9', '3/7', '3/8', '5/2', '5/7'] -> 5/7 / (2/9 * (3/7 - 3/8) * 5/2)
[1571088] ['2/9', '3/7', '3/8', '5/2', '7/2'] -> 7/2 / ((3/7 - 3/8) * (2/9 + 5/2))
[1571097] ['2/9', '3/7', '3/8', '5/2', '8/7'] -> 8/7 / (3/8 * (2/9 * 5/2 - 3/7))
[1571111] ['2/9', '3/7', '3/8', '5/3', '6/7'] -> 3/7 / (((3/8 / 2/9) - 5/3) * /7
)[1571114] ['2/9', '3/7', '3/8', '5/3', '7/4'] -> (3/7 + 5/3) / (3/8 - 2/9) * 7/4
[1571116] ['2/9', '3/7', '3/8', '5/3', '7/6'] -> 3/7 / (3/8 / 2/9 - 5/3) * 7/6
[1571134] ['2/9', '3/7', '3/8', '5/4', '6/7'] -> 6/7 / (2/9 * (3/7 * 5/4 - 3/8))
[1571146] ['2/9', '3/7', '3/8', '5/4', '9/2'] -> 9/2 / (3/7 * (3/8 / 2/9 - 5/4))
[1571152] ['2/9', '3/7', '3/8', '5/6', '5/7'] -> 5/7 / (2/9 * 3/7 * 3/8 * 5/6)
[1571168] ['2/9', '3/7', '3/8', '5/6', '9/2'] -> 2/9 / (3/8 / 3/7 - 5/6) * 9/2
[1571180] ['2/9', '3/7', '3/8', '5/7', '7/4'] -> (3/7 + 5/7) / 2/9 / 3/8 * 7/4
[1571185] ['2/9', '3/7', '3/8', '5/7', '8/3'] -> (3/7 + 5/7 / (2/9 * /8)) * 8/3
[1571216] ['2/9', '3/7', '3/8', '5/9', '6/7'] -> 6/7 / (3/8 * (2/9 + 3/7 - 5/9))
[1571220] ['2/9', '3/7', '3/8', '5/9', '7/5'] -> 7/5 * 3/7 / (2/9 / 5/9 - 3/8)
[1571223] ['2/9', '3/7', '3/8', '5/9', '7/9'] -> 3/7 / (2/9 - 3/8 * 5/9) * 7/9
[1571238] ['2/9', '3/7', '3/8', '6/5', '7/5'] -> 6/5 / (((2/9 * /7) * /8) * /5
)[1571251] ['2/9', '3/7', '3/8', '6/7', '6/7'] -> 6/7 / (2/9 * 3/8 * (6/7 - 3/7))
[1571253] ['2/9', '3/7', '3/8', '6/7', '7/3'] -> 7/3 / (2/9 + 3/8 - 3/7 / 6/7)
[1571259] ['2/9', '3/7', '3/8', '6/7', '8/3'] -> (3/7 / 3/8 + 6/7) / 2/9 * 8/3
[1571262] ['2/9', '3/7', '3/8', '6/7', '8/9'] -> 2/9 / (3/8 / 6/7 - 3/7) - 8/9
[1571279] ['2/9', '3/7', '3/8', '7/2', '9/2'] -> 9/2 / (3/8 / 2/9 - 3/7 * 7/2)
[1571282] ['2/9', '3/7', '3/8', '7/2', '9/7'] -> 9/7 / (3/8 / (2/9 * /2) - 3/7)
[1571288] ['2/9', '3/7', '3/8', '7/3', '7/8'] -> 3/8 + 7/3 / (2/9 * /7) - 7/8
[1571301] ['2/9', '3/7', '3/8', '7/4', '7/6'] -> (7/4 / (2/9 * /8) - 3/7) * 7/6
[1571303] ['2/9', '3/7', '3/8', '7/4', '7/9'] -> 3/7 / (2/9 * 7/4 - 3/8) * 7/9
[1571304] ['2/9', '3/7', '3/8', '7/4', '8/3'] -> 3/7 * 7/4 / 2/9 / 3/8 * 8/3
[1571306] ['2/9', '3/7', '3/8', '7/4', '8/7'] -> 8/7 / (2/9 * (3/7 - 3/8 / 7/4))
[1571309] ['2/9', '3/7', '3/8', '7/4', '9/4'] -> (7/4 / (3/7 * /8) - 2/9) * 9/4
[1571311] ['2/9', '3/7', '3/8', '7/4', '9/7'] -> 3/7 / (((2/9 * 7/4) - 3/8) * /7
)[1571332] ['2/9', '3/7', '3/8', '7/6', '8/9'] -> 2/9 / (3/8 * 7/6 - 3/7) - 8/9
[1571342] ['2/9', '3/7', '3/8', '7/8', '8/7'] -> 8/7 / (2/9 * 3/7 * (7/8 - 3/8))
[1571352] ['2/9', '3/7', '3/8', '7/9', '8/7'] -> 8/7 / (3/8 * (7/9 - 2/9 - 3/7))
[1571361] ['2/9', '3/7', '3/8', '8/3', '8/7'] -> 8/7 / (2/9 * (3/8 - 3/7 / 8/3))
[1571366] ['2/9', '3/7', '3/8', '8/3', '9/7'] -> (8/3 / 2/9 - 3/7) / 3/8 / 9/7
[1571383] ['2/9', '3/7', '3/8', '8/9', '8/9'] -> 8/9 / (2/9 * /7 * /8) - 8/9
[1571387] ['2/9', '3/7', '3/8', '8/9', '9/7'] -> 9/7 / (3/7 * (3/8 - 2/9 / 8/9))
[1571399] ['2/9', '3/7', '3/8', '9/5', '9/7'] -> 3/7 / ((2/9 - (3/8 / 9/5)) * /7
)[1571401] ['2/9', '3/7', '3/8', '9/7', '9/7'] -> 9/7 / (3/8 * (3/7 - 2/9 * 9/7))
[1571407] ['2/9', '3/7', '4/3', '4/3', '4/9'] -> 4/3 * 4/3 / (2/9 / 3/7 - 4/9)
[1571411] ['2/9', '3/7', '4/3', '4/3', '5/6'] -> (4/3 / 3/7 + 4/3) / 2/9 / 5/6
[1571415] ['2/9', '3/7', '4/3', '4/3', '6/5'] -> (4/3 / 3/7 + 4/3) / 2/9 * 6/5
[1571416] ['2/9', '3/7', '4/3', '4/3', '6/7'] -> (4/3 + 4/3) / 2/9 / 3/7 * 6/7
[1571421] ['2/9', '3/7', '4/3', '4/3', '7/6'] -> (4/3 + 4/3) / 2/9 / 3/7 / 7/6
[1571437] ['2/9', '3/7', '4/3', '4/5', '5/3'] -> (4/3 + 4/5 / 3/7) / 2/9 * 5/3
[1571466] ['2/9', '3/7', '4/3', '4/7', '5/6'] -> (4/3 + 4/7) / 2/9 / 3/7 / 5/6
[1571467] ['2/9', '3/7', '4/3', '4/7', '5/7'] -> 4/3 / (3/7 - 2/9 / 4/7) * 5/7
[1571474] ['2/9', '3/7', '4/3', '4/7', '7/4'] -> 4/3 / (((4/7 - 3/7) * /9) * /4
)[1571475] ['2/9', '3/7', '4/3', '4/7', '7/5'] -> 4/3 / ((3/7 - (2/9 / 4/7)) * /5
)[1571482] ['2/9', '3/7', '4/3', '4/7', '8/9'] -> 8/9 / (4/3 * (4/7 - 2/9) - 3/7)
[1571488] ['2/9', '3/7', '4/3', '4/9', '4/9'] -> (4/3 + 4/9 / 3/7) / 2/9 / 4/9
[1571498] ['2/9', '3/7', '4/3', '4/9', '7/2'] -> (4/3 + 3/7 * 4/9) / 2/9 * 7/2
[1571500] ['2/9', '3/7', '4/3', '4/9', '7/4'] -> 4/3 / ((2/9 - (3/7 * 4/9)) * /4
)[1571507] ['2/9', '3/7', '4/3', '4/9', '8/7'] -> 8/7 / (3/7 * (4/9 / 4/3 - 2/9))
[1571510] ['2/9', '3/7', '4/3', '4/9', '9/4'] -> (4/3 + 4/9 / 3/7) / 2/9 * 9/4
[1571516] ['2/9', '3/7', '4/3', '5/2', '5/4'] -> (4/3 / 3/7 + 5/2) / 2/9 - 5/4
[1571530] ['2/9', '3/7', '4/3', '5/2', '8/3'] -> 8/3 / (2/9 * 3/7 * (5/2 - 4/3))
[1571533] ['2/9', '3/7', '4/3', '5/2', '8/9'] -> 8/9 / (4/3 - 2/9 * 5/2 / 3/7)
[1571535] ['2/9', '3/7', '4/3', '5/2', '9/4'] -> 4/3 / (2/9 - 3/7 / 5/2) - 9/4
[1571537] ['2/9', '3/7', '4/3', '5/2', '9/7'] -> 9/7 / (3/7 / 2/9 - 5/2 / 4/3)
[1571556] ['2/9', '3/7', '4/3', '5/3', '8/7'] -> 8/7 / (3/7 * (5/3 - 2/9 - 4/3))
[1571587] ['2/9', '3/7', '4/3', '5/6', '5/7'] -> 5/7 / ((5/6 - 2/9) / 4/3 - 3/7)
[1571601] ['2/9', '3/7', '4/3', '5/6', '8/7'] -> 8/7 / (2/9 * 3/7 * (4/3 - 5/6))
[1571613] ['2/9', '3/7', '4/3', '5/7', '7/2'] -> (3/7 + 5/7) * 4/3 / 2/9 * 7/2
[1571641] ['2/9', '3/7', '4/3', '5/8', '8/5'] -> 4/3 / (2/9 * /7 * /8) + 8/5
[1571644] ['2/9', '3/7', '4/3', '5/8', '9/2'] -> (2/9 + 4/3 / 3/7) / 5/8 * 9/2
