[540832] ['1/4', '3/7', '4/9', '6/7', '8/3'] -> 8/3 / (4/9 * (3/7 / 6/7 - 1/4))
[569511] ['1/4', '5/3', '7/6', '7/6', '8/3'] -> (5/3 / 1/4 + 7/6 + 7/6) * 8/3
[569513] ['1/4', '5/3', '7/6', '7/6', '8/7'] -> 8/7 / ((5/3 - 1/4) / 7/6 - 7/6)
[569516] ['1/4', '5/3', '7/6', '7/6', '9/4'] -> (5/3 + 7/6 / 7/6) / 1/4 * 9/4
[569522] ['1/4', '5/3', '7/6', '7/8', '8/3'] -> ((5/3 + 7/8) / 1/4 - 7/6) * 8/3
[569527] ['1/4', '5/3', '7/6', '7/8', '9/4'] -> 9/4 / (1/4 * (7/6 + 7/8 - 5/3))
[569531] ['1/4', '5/3', '7/6', '7/9', '7/9'] -> 7/9 / (1/4 * (5/3 * 7/9 - 7/6))
[569541] ['1/4', '5/3', '7/6', '8/3', '8/3'] -> (5/3 + 7/6 / 1/4 + 8/3) * 8/3
[569545] ['1/4', '5/3', '7/6', '8/3', '9/2'] -> (5/3 - 7/6) * 8/3 / 1/4 * 9/2
[569546] ['1/4', '5/3', '7/6', '8/3', '9/4'] -> 8/3 / (5/3 - 1/4 - 7/6) * 9/4
[569549] ['1/4', '5/3', '7/6', '8/3', '9/8'] -> 9/8 * 8/3 / (1/4 * (5/3 - 7/6))
[569550] ['1/4', '5/3', '7/6', '8/5', '8/5'] -> 8/5 / ((8/5 - 7/6) / 1/4 - 5/3)
[569558] ['1/4', '5/3', '7/6', '8/7', '8/7'] -> 8/7 / (5/3 - (1/4 + 7/6) * 8/7)
[569592] ['1/4', '5/3', '7/8', '7/8', '9/2'] -> ((7/8 + 7/8) / 1/4 - 5/3) * 9/2
[569607] ['1/4', '5/3', '7/8', '8/3', '8/3'] -> (5/3 / 1/4 + 7/8 * 8/3) * 8/3
[569612] ['1/4', '5/3', '7/8', '8/3', '9/4'] -> (5/3 / 1/4 + 8/3) / 7/8 * 9/4
[569616] ['1/4', '5/3', '7/8', '8/5', '8/5'] -> 8/5 / (1/4 * (5/3 - 7/8 * 8/5))
[569621] ['1/4', '5/3', '7/8', '8/5', '9/5'] -> 9/5 / ((1/4 + 7/8) * (5/3 - 8/5))
[569625] ['1/4', '5/3', '7/8', '8/7', '8/9'] -> 5/3 / ((8/7 - 7/8) * /4) - 8/9
[569627] ['1/4', '5/3', '7/8', '8/7', '9/4'] -> (5/3 + 7/8 * 8/7) / 1/4 * 9/4
[569638] ['1/4', '5/3', '7/8', '9/2', '9/4'] -> 5/3 * 7/8 * 9/2 / 1/4 - 9/4
[569639] ['1/4', '5/3', '7/8', '9/2', '9/5'] -> 5/3 * (7/8 / 1/4 + 9/2) * 9/5
[569640] ['1/4', '5/3', '7/8', '9/2', '9/7'] -> 9/7 * (9/2 / 1/4 - 5/3) / 7/8
[569645] ['1/4', '5/3', '7/8', '9/4', '9/8'] -> (5/3 + 7/8) * 9/4 / 1/4 + 9/8
[569653] ['1/4', '5/3', '7/9', '7/9', '8/3'] -> ((5/3 + 7/9) / 1/4 - 7/9) * 8/3
[569658] ['1/4', '5/3', '7/9', '7/9', '9/4'] -> (5/3 + 7/9 / 7/9) / 1/4 * 9/4
[569663] ['1/4', '5/3', '7/9', '8/3', '8/5'] -> 5/3 / (7/9 - 1/4 * 8/3) * 8/5
[569664] ['1/4', '5/3', '7/9', '8/3', '8/7'] -> 5/3 * 8/3 / 1/4 / 7/9 + 8/7
[569668] ['1/4', '5/3', '7/9', '8/3', '9/5'] -> 9/5 / (1/4 - 7/9 / (5/3 * /3)
)[569671] ['1/4', '5/3', '7/9', '8/5', '8/5'] -> 8/5 / (7/9 / 5/3 - 1/4 * 8/5)
[569688] ['1/4', '5/3', '7/9', '8/9', '9/4'] -> ((5/3 + 7/9) / 1/4 + 8/9) * 9/4
[569689] ['1/4', '5/3', '7/9', '8/9', '9/5'] -> (5/3 + 7/9 + 8/9) / 1/4 * 9/5
[569695] ['1/4', '5/3', '7/9', '9/2', '9/7'] -> (5/3 + 9/2 / 1/4) / 7/9 - 9/7
[569710] ['1/4', '5/3', '8/3', '8/3', '8/9'] -> (5/3 / 1/4 + 8/3) * 8/3 - 8/9
[569713] ['1/4', '5/3', '8/3', '8/3', '9/5'] -> (8/3 / 1/4 - 8/3) * 5/3 * 9/5
[569718] ['1/4', '5/3', '8/3', '8/5', '8/9'] -> (8/3 + 5/3 * 8/5) / 1/4 / 8/9
[569723] ['1/4', '5/3', '8/3', '8/5', '9/8'] -> (8/3 + 5/3 * 8/5) / 1/4 * 9/8
[569724] ['1/4', '5/3', '8/3', '8/7', '8/7'] -> 8/7 / (8/7 / (1/4 * /3) - 5/3)
[569726] ['1/4', '5/3', '8/3', '8/7', '9/2'] -> 9/2 / (5/3 / (8/3 + 8/7) - 1/4)
[569727] ['1/4', '5/3', '8/3', '8/7', '9/4'] -> (5/3 / 1/4 + 8/3) * 8/7 * 9/4
[569731] ['1/4', '5/3', '8/3', '8/9', '8/9'] -> 8/9 / (8/3 * (8/9 - 1/4) - 5/3)
[569735] ['1/4', '5/3', '8/3', '8/9', '9/7'] -> 9/7 * (5/3 + 8/3 / 8/9) / 1/4
[569736] ['1/4', '5/3', '8/3', '8/9', '9/8'] -> 9/8 * (5/3 * 8/3 + 8/9) / 1/4
[569737] ['1/4', '5/3', '8/3', '9/2', '9/2'] -> (8/3 * 9/2 - 5/3 / 1/4) * 9/2
[569741] ['1/4', '5/3', '8/3', '9/2', '9/8'] -> ((8/3 + 9/2) / 1/4 - 5/3) / 9/8
[569742] ['1/4', '5/3', '8/3', '9/4', '9/4'] -> 8/3 * (1/4 + 5/3 * 9/4) * 9/4
[569743] ['1/4', '5/3', '8/3', '9/4', '9/5'] -> (5/3 + 8/3 + 9/4 / 1/4) * 9/5
[569746] ['1/4', '5/3', '8/3', '9/5', '9/5'] -> (5/3 + 8/3 / 1/4) * 9/5 + 9/5
[569752] ['1/4', '5/3', '8/5', '8/5', '8/5'] -> 5/3 * ((8/5 + 8/5) / 1/4 + 8/5)
[569754] ['1/4', '5/3', '8/5', '8/5', '8/9'] -> 5/3 * (8/5 + 8/5) / 1/4 / 8/9
[569756] ['1/4', '5/3', '8/5', '8/5', '9/4'] -> (5/3 + 8/5 / 8/5) / 1/4 * 9/4
[569757] ['1/4', '5/3', '8/5', '8/5', '9/5'] -> (8/5 / 1/4 + 8/5) * 5/3 * 9/5
[569759] ['1/4', '5/3', '8/5', '8/5', '9/8'] -> 5/3 * (8/5 + 8/5) / 1/4 * 9/8
[569775] ['1/4', '5/3', '8/5', '9/2', '9/5'] -> 9/5 / (1/4 * (5/3 - 8/5) * 9/2)
[569791] ['1/4', '5/3', '8/7', '8/7', '9/4'] -> (5/3 + 8/7 / 8/7) / 1/4 * 9/4
[569793] ['1/4', '5/3', '8/7', '8/7', '9/7'] -> (8/7 + 8/7) / 1/4 / (5/3 - 9/7)
[569797] ['1/4', '5/3', '8/7', '8/9', '9/4'] -> 5/3 / ((8/7 - 8/9) * /4) - 9/4
[569802] ['1/4', '5/3', '8/7', '9/2', '9/4'] -> 5/3 * 9/2 / 1/4 / 8/7 - 9/4
[569808] ['1/4', '5/3', '8/7', '9/4', '9/7'] -> (5/3 + 8/7) * 9/4 / 1/4 - 9/7
[569818] ['1/4', '5/3', '8/9', '8/9', '9/4'] -> (5/3 + 8/9 / 8/9) / 1/4 * 9/4
[569823] ['1/4', '5/3', '8/9', '9/2', '9/4'] -> (5/3 / 1/4 + 8/9 * 9/2) * 9/4
[569828] ['1/4', '5/3', '8/9', '9/4', '9/5'] -> 5/3 * 8/9 * 9/4 / 1/4 * 9/5
[569843] ['1/4', '5/3', '9/2', '9/4', '9/5'] -> 5/3 * 9/2 / 1/4 / 9/4 * 9/5
[569844] ['1/4', '5/3', '9/2', '9/4', '9/7'] -> 9/2 / (((9/4 - 5/3) * /4) * /7
)[569845] ['1/4', '5/3', '9/2', '9/4', '9/8'] -> (5/3 / 1/4 + 9/2) * 9/4 - 9/8
[569846] ['1/4', '5/3', '9/2', '9/5', '9/5'] -> 9/5 / (1/4 * 5/3 * 9/2 - 9/5)
[569848] ['1/4', '5/3', '9/2', '9/5', '9/8'] -> 5/3 * (9/2 / 1/4 - 9/5) / 9/8
[569849] ['1/4', '5/3', '9/2', '9/7', '9/7'] -> (5/3 + 9/2 / 1/4) * 9/7 - 9/7
[569861] ['1/4', '5/3', '9/4', '9/8', '9/8'] -> (5/3 + 9/8) * 9/4 / 1/4 - 9/8
[569862] ['1/4', '5/3', '9/5', '9/5', '9/5'] -> 9/5 / (1/4 / (9/5 - 5/3) - 9/5)
[569875] ['1/4', '5/4', '5/4', '5/4', '5/8'] -> (5/4 + 5/4 + 5/4) / 1/4 / 5/8
[569878] ['1/4', '5/4', '5/4', '5/4', '6/7'] -> 5/4 / (((5/4 / 6/7) - 5/4) * /4
)[569883] ['1/4', '5/4', '5/4', '5/4', '7/6'] -> 5/4 / (((5/4 * 7/6) - 5/4) * /4
)[569886] ['1/4', '5/4', '5/4', '5/4', '8/3'] -> (5/4 / 5/4 + 5/4) * 8/3 / 1/4
[569887] ['1/4', '5/4', '5/4', '5/4', '8/5'] -> (5/4 + 5/4 + 5/4) * 8/5 / 1/4
[569890] ['1/4', '5/4', '5/4', '5/4', '9/2'] -> 5/4 / 5/4 + (5/4 + 9/2) / 1/4
[569891] ['1/4', '5/4', '5/4', '5/4', '9/4'] -> (5/4 + 5/4 + 5/4 + 9/4) / 1/4
[569895] ['1/4', '5/4', '5/4', '5/6', '5/6'] -> 5/4 / (((5/4 * 5/6) - 5/6) * /4
)[569898] ['1/4', '5/4', '5/4', '5/6', '5/9'] -> (5/4 + 5/4 + 5/6) / 1/4 / 5/9
[569901] ['1/4', '5/4', '5/4', '5/6', '7/2'] -> (7/2 / (1/4 * 5/4) - (5/6 / 5/4)))
[569907] ['1/4', '5/4', '5/4', '5/6', '7/9'] -> 5/6 / (5/4 * (1/4 + 7/9) - 5/4)
[569911] ['1/4', '5/4', '5/4', '5/6', '8/9'] -> (5/6 / (1/4 * 5/4) - (5/4 * 8/9)))
[569914] ['1/4', '5/4', '5/4', '5/6', '9/5'] -> (5/4 + 5/4 + 5/6) / 1/4 * 9/5
[569916] ['1/4', '5/4', '5/4', '5/6', '9/8'] -> (5/6 / (1/4 * 5/4) - (5/4 / 9/8)))
[569922] ['1/4', '5/4', '5/4', '5/7', '7/2'] -> (5/4 / 5/4 + 5/7) / 1/4 * 7/2
[569926] ['1/4', '5/4', '5/4', '5/7', '7/6'] -> (1/4 + 5/4 / 5/7) / (5/4 - 7/6)
[569942] ['1/4', '5/4', '5/4', '5/8', '7/2'] -> (5/4 / 5/4 + 7/2 / 1/4) / 5/8
[569944] ['1/4', '5/4', '5/4', '5/8', '7/4'] -> 5/4 * (5/4 + 7/4) / 1/4 / 5/8
[569946] ['1/4', '5/4', '5/4', '5/8', '7/6'] -> (5/8 / ((1/4 * /4) * 5/4) - 7/6))
[569954] ['1/4', '5/4', '5/4', '5/8', '9/4'] -> (9/4 / (1/4 * (5/4 / 5/4)) - 5/8))
[569962] ['1/4', '5/4', '5/4', '5/9', '7/3'] -> (5/4 / 5/4 + 7/3) / (1/4 * 5/9)
[569966] ['1/4', '5/4', '5/4', '5/9', '7/8'] -> (5/4 / ((1/4 * /9) * 5/4) - 7/8))
[569968] ['1/4', '5/4', '5/4', '5/9', '8/3'] -> (8/3 / (1/4 * (5/4 / 5/4)) - 5/9))
[570019] ['1/4', '5/4', '5/4', '7/2', '8/3'] -> (1/4 + (5/4 + 5/4) * 7/2) * 8/3
[570020] ['1/4', '5/4', '5/4', '7/2', '8/5'] -> (5/4 / 5/4 + 7/2 / 1/4) * 8/5
[570023] ['1/4', '5/4', '5/4', '7/2', '9/2'] -> 5/4 + 5/4 + 7/2 + 9/2 / 1/4
[570027] ['1/4', '5/4', '5/4', '7/2', '9/8'] -> (1/4 + 7/2) / 5/4 / (5/4 - 9/8)
[570038] ['1/4', '5/4', '5/4', '7/3', '9/2'] -> (7/3 - 5/4 / 5/4) / 1/4 * 9/2
[570040] ['1/4', '5/4', '5/4', '7/3', '9/5'] -> (5/4 / 5/4 + 7/3) / 1/4 * 9/5
[570046] ['1/4', '5/4', '5/4', '7/4', '7/8'] -> (5/4 + 7/4) / (5/4 - 1/4 - 7/8)
[570049] ['1/4', '5/4', '5/4', '7/4', '8/5'] -> 5/4 * (5/4 + 7/4) / 1/4 * 8/5
[570055] ['1/4', '5/4', '5/4', '7/4', '9/7'] -> (1/4 + 5/4) / 7/4 / (9/7 - 5/4)
[570058] ['1/4', '5/4', '5/4', '7/5', '7/6'] -> (1/4 + 5/4 * 7/5) / (5/4 - 7/6)
[570065] ['1/4', '5/4', '5/4', '7/5', '9/2'] -> 9/2 / (5/4 * (7/5 - 1/4) - 5/4)
[570069] ['1/4', '5/4', '5/4', '7/5', '9/8'] -> (9/8 / ((1/4 * /4) * 7/5) - 5/4))
[570074] ['1/4', '5/4', '5/4', '7/6', '8/5'] -> 8/5 / (5/4 - 7/6 / 5/4 - 1/4)
[570077] ['1/4', '5/4', '5/4', '7/6', '9/2'] -> (5/4 + 5/4 - 7/6) / 1/4 * 9/2
[570089] ['1/4', '5/4', '5/4', '7/8', '9/4'] -> 9/4 / (1/4 + 5/4 * 7/8 - 5/4)
[570123] ['1/4', '5/4', '5/4', '8/7', '9/4'] -> 9/4 / (1/4 + 5/4 / 8/7 - 5/4)
[570129] ['1/4', '5/4', '5/4', '8/9', '9/4'] -> 9/4 / (1/4 + 5/4 - 5/4 / 8/9)
[570134] ['1/4', '5/4', '5/4', '9/2', '9/4'] -> (5/4 + 9/2) / 1/4 - 5/4 + 9/4
[570138] ['1/4', '5/4', '5/4', '9/4', '9/4'] -> (5/4 + 9/4 * 9/4) / 1/4 - 5/4
[570142] ['1/4', '5/4', '5/4', '9/5', '9/5'] -> 9/5 / ((1/4 + 5/4) * 5/4 - 9/5)
[570145] ['1/4', '5/4', '5/4', '9/7', '9/7'] -> (9/7 / ((1/4 + 5/4) * 9/7) - 5/4))
[570152] ['1/4', '5/4', '5/6', '5/6', '6/5'] -> 6/5 / ((1/4 + 5/6) / 5/6 - 5/4)
[570154] ['1/4', '5/4', '5/6', '5/6', '7/2'] -> (5/4 / 5/6 + 7/2) / (1/4 * 5/6)
[570155] ['1/4', '5/4', '5/6', '5/6', '7/3'] -> 7/3 / ((5/4 - 5/6) * 5/6 - 1/4)
[570177] ['1/4', '5/4', '5/6', '5/7', '7/4'] -> 5/4 / (((5/6 - 5/7) * /4) * /4
)[570183] ['1/4', '5/4', '5/6', '5/7', '8/5'] -> 8/5 / (5/4 - 1/4 / 5/7 - 5/6)
[570192] ['1/4', '5/4', '5/6', '5/8', '5/9'] -> (5/4 + 5/6) / 1/4 / 5/8 / 5/9
[570197] ['1/4', '5/4', '5/6', '5/8', '7/4'] -> (1/4 + 7/4) / (5/6 / 5/8 - 5/4)
[570202] ['1/4', '5/4', '5/6', '5/8', '8/3'] -> (5/4 + 5/8) / 1/4 / 5/6 * 8/3
[570208] ['1/4', '5/4', '5/6', '5/8', '9/5'] -> (5/4 + 5/6) / 1/4 / 5/8 * 9/5
[570214] ['1/4', '5/4', '5/6', '5/9', '7/2'] -> 7/2 / (1/4 * (5/4 - 5/9 / 5/6))
[570222] ['1/4', '5/4', '5/6', '5/9', '8/5'] -> (5/4 + 5/6) / 1/4 / 5/9 * 8/5
[570232] ['1/4', '5/4', '5/6', '6/5', '7/2'] -> 7/2 / (5/4 * (6/5 - 1/4 - 5/6))
[570239] ['1/4', '5/4', '5/6', '6/5', '8/3'] -> (5/4 + 5/6 * 6/5) / 1/4 * 8/3
[570245] ['1/4', '5/4', '5/6', '6/5', '9/5'] -> 9/5 / (1/4 * (5/4 / 5/6 - 6/5))
[570248] ['1/4', '5/4', '5/6', '6/7', '6/7'] -> 6/7 / ((1/4 + 5/4) * (6/7 - 5/6))
[570258] ['1/4', '5/4', '5/6', '6/7', '8/7'] -> 8/7 / (1/4 * (6/7 - 5/6 / 5/4))
[570268] ['1/4', '5/4', '5/6', '7/2', '7/5'] -> 7/2 / (((5/4 - 5/6) * /4) * /5
)[570272] ['1/4', '5/4', '5/6', '7/2', '8/3'] -> (1/4 + 7/2) / (5/4 - 5/6) * 8/3
[570276] ['1/4', '5/4', '5/6', '7/2', '9/2'] -> (5/4 + 5/6 + 7/2 - 1/4) * 9/2
[570287] ['1/4', '5/4', '5/6', '7/3', '8/3'] -> 8/3 / ((5/6 - 1/4) * 7/3 - 5/4)
[570289] ['1/4', '5/4', '5/6', '7/3', '8/7'] -> 8/7 / (5/6 - 5/4 / 7/3 - 1/4)
[570292] ['1/4', '5/4', '5/6', '7/3', '9/4'] -> ((5/4 + 5/6) / 1/4 + 7/3) * 9/4
[570305] ['1/4', '5/4', '5/6', '7/4', '9/2'] -> (5/6 + 7/4 - 5/4) / 1/4 * 9/2
[570310] ['1/4', '5/4', '5/6', '7/5', '7/5'] -> 7/5 / (1/4 * 5/6 + 5/4 - 7/5)
[570315] ['1/4', '5/4', '5/6', '7/5', '8/5'] -> 8/5 / (5/4 - 1/4 * 7/5 - 5/6)
[570316] ['1/4', '5/4', '5/6', '7/5', '8/7'] -> 8/7 / ((5/4 - 5/6) / 7/5 - 1/4)
[570318] ['1/4', '5/4', '5/6', '7/5', '9/2'] -> 5/6 * (5/4 / 1/4 + 7/5) * 9/2
[570331] ['1/4', '5/4', '5/6', '7/6', '9/4'] -> (5/4 / 5/6 + 7/6) / 1/4 * 9/4
[570338] ['1/4', '5/4', '5/6', '7/8', '8/5'] -> 8/5 / ((1/4 + 7/8) / 5/4 - 5/6)
[570339] ['1/4', '5/4', '5/6', '7/8', '8/7'] -> 8/7 / (5/4 - 5/6 / 7/8 - 1/4)
[570343] ['1/4', '5/4', '5/6', '7/8', '9/5'] -> 9/5 / (5/4 - 1/4 / 5/6 - 7/8)
[570348] ['1/4', '5/4', '5/6', '7/9', '8/5'] -> 8/5 / (5/4 - 7/9 / 5/6 - 1/4)
[570350] ['1/4', '5/4', '5/6', '7/9', '8/9'] -> (1/4 + 5/4) / (5/6 - 7/9) * 8/9
[570355] ['1/4', '5/4', '5/6', '7/9', '9/8'] -> (1/4 + 5/4) / (5/6 - 7/9) / 9/8
[570356] ['1/4', '5/4', '5/6', '8/3', '8/3'] -> (5/6 + 8/3 - 5/4) / 1/4 * 8/3
[570360] ['1/4', '5/4', '5/6', '8/3', '9/2'] -> (5/6 / (1/4 * /4) + 8/3) * 9/2
[570362] ['1/4', '5/4', '5/6', '8/3', '9/5'] -> (5/6 / 5/4 + 8/3) / 1/4 * 9/5
[570365] ['1/4', '5/4', '5/6', '8/5', '8/5'] -> 8/5 / ((5/4 - 5/6) / 1/4 - 8/5)
[570368] ['1/4', '5/4', '5/6', '8/5', '9/2'] -> (5/6 / 1/4 + 5/4 * 8/5) * 9/2
[570370] ['1/4', '5/4', '5/6', '8/5', '9/5'] -> (5/4 + 5/6) * 8/5 / 1/4 * 9/5
[570380] ['1/4', '5/4', '5/6', '8/9', '8/9'] -> (1/4 + 5/4) / (8/9 - 5/6) * 8/9
[570385] ['1/4', '5/4', '5/6', '8/9', '9/8'] -> (1/4 + 5/4) / (8/9 - 5/6) / 9/8
[570387] ['1/4', '5/4', '5/6', '9/2', '9/4'] -> (5/4 / 1/4 + 5/6) * 9/2 - 9/4
[570388] ['1/4', '5/4', '5/6', '9/2', '9/5'] -> 9/2 / (((5/4 - 5/6) * /4) * /5
)[570391] ['1/4', '5/4', '5/6', '9/4', '9/4'] -> (5/4 + 9/4 - 5/6) / 1/4 * 9/4
[570395] ['1/4', '5/4', '5/6', '9/5', '9/5'] -> 9/5 / (1/4 * (9/5 - 5/4 / 5/6))
[570398] ['1/4', '5/4', '5/6', '9/7', '9/7'] -> 9/7 / (1/4 * (5/4 / 5/6 - 9/7))
[570405] ['1/4', '5/4', '5/7', '5/7', '6/7'] -> (6/7 / (1/4 * 5/7) - (5/7 / 5/4)))
[570413] ['1/4', '5/4', '5/7', '5/7', '8/3'] -> (5/4 + 5/7 / 5/7) / 1/4 * 8/3
[570425] ['1/4', '5/4', '5/7', '5/8', '6/7'] -> 6/7 / (1/4 + 5/8 / 5/4 - 5/7)
[570426] ['1/4', '5/4', '5/7', '5/8', '7/2'] -> (5/4 / 1/4 - 5/7) / 5/8 * 7/2
[570427] ['1/4', '5/4', '5/7', '5/8', '7/3'] -> 5/4 / (((5/7 - 5/8) * /4) * /3
)[570437] ['1/4', '5/4', '5/7', '5/8', '9/2'] -> 9/2 / (5/8 - 1/4 * 5/4 / 5/7)
[570438] ['1/4', '5/4', '5/7', '5/8', '9/4'] -> 9/4 / (1/4 * (5/4 - 5/8 / 5/7))
[570440] ['1/4', '5/4', '5/7', '5/8', '9/7'] -> 9/7 / (1/4 * (5/7 - 5/8 / 5/4))
[570446] ['1/4', '5/4', '5/7', '5/9', '7/3'] -> (5/4 / 1/4 + 5/7) / 5/9 * 7/3
[570454] ['1/4', '5/4', '5/7', '5/9', '8/7'] -> 8/7 / ((5/4 - 5/7) * 5/9 - 1/4)
[570463] ['1/4', '5/4', '5/7', '6/5', '7/2'] -> (5/4 / 1/4 + 5/7) * 6/5 * 7/2
[570479] ['1/4', '5/4', '5/7', '6/7', '6/7'] -> 6/7 / (6/7 - 5/7 / 5/4 - 1/4)
[570491] ['1/4', '5/4', '5/7', '6/7', '9/2'] -> 9/2 / (5/7 - 1/4 * (5/4 + 6/7))
[570496] ['1/4', '5/4', '5/7', '7/2', '7/2'] -> (5/4 + 5/7) * 7/2 / 1/4 - 7/2
[570501] ['1/4', '5/4', '5/7', '7/2', '7/8'] -> (5/4 / 5/7 + 7/2) / 1/4 / 7/8
[570505] ['1/4', '5/4', '5/7', '7/2', '8/7'] -> (5/4 / 5/7 + 7/2) / 1/4 * 8/7
[570522] ['1/4', '5/4', '5/7', '7/3', '9/2'] -> 5/7 * 7/3 / 1/4 / 5/4 * 9/2
[570524] ['1/4', '5/4', '5/7', '7/3', '9/5'] -> (5/4 / 1/4 + 5/7) * 7/3 * 9/5
[570539] ['1/4', '5/4', '5/7', '7/4', '9/7'] -> 9/7 / (1/4 * (5/4 + 5/7 - 7/4))
[570545] ['1/4', '5/4', '5/7', '7/5', '8/3'] -> (5/4 + 5/7 * 7/5) / 1/4 * 8/3
[570549] ['1/4', '5/4', '5/7', '7/5', '9/2'] -> 9/2 / (1/4 * (5/4 - 5/7) * 7/5)
[570575] ['1/4', '5/4', '5/7', '7/8', '9/7'] -> 9/7 / (7/8 - 5/7 / 5/4 - 1/4)
[570578] ['1/4', '5/4', '5/7', '7/9', '8/3'] -> 5/4 / (1/4 * /7 * /9) * 8/3
[570592] ['1/4', '5/4', '5/7', '8/3', '9/4'] -> 5/4 / (5/7 - 1/4 * 8/3) - 9/4
[570594] ['1/4', '5/4', '5/7', '8/3', '9/7'] -> 9/7 * 8/3 * 5/4 / (1/4 * 5/7)
[570604] ['1/4', '5/4', '5/7', '8/7', '8/7'] -> 8/7 / (8/7 / (1/4 + 5/4) - 5/7)
[570620] ['1/4', '5/4', '5/7', '9/2', '9/7'] -> 9/7 / (1/4 * (5/7 + 9/2) - 5/4)
[570630] ['1/4', '5/4', '5/7', '9/7', '9/8'] -> (1/4 + 5/7) / (9/7 - 5/4) / 9/8
[570636] ['1/4', '5/4', '5/8', '5/8', '7/2'] -> (1/4 + 7/2) / (5/4 * 5/8 - 5/8)
[570638] ['1/4', '5/4', '5/8', '5/8', '7/4'] -> (5/4 / 5/8 + 7/4) / 1/4 / 5/8
[570648] ['1/4', '5/4', '5/8', '5/8', '9/4'] -> 9/4 / (1/4 + 5/8 - 5/4 * 5/8)
[570649] ['1/4', '5/4', '5/8', '5/8', '9/5'] -> 9/5 / ((1/4 + 5/8) / 5/4 - 5/8)
[570653] ['1/4', '5/4', '5/8', '5/9', '6/5'] -> 6/5 / (5/8 / 5/4 - 1/4 / 5/9)
[570656] ['1/4', '5/4', '5/8', '5/9', '7/3'] -> 7/3 / ((5/4 - 5/8) * 5/9 - 1/4)
[570662] ['1/4', '5/4', '5/8', '5/9', '8/3'] -> 8/3 / (5/4 - 5/9 / 5/8 - 1/4)
[570671] ['1/4', '5/4', '5/8', '6/5', '6/5'] -> 6/5 / (5/8 / 1/4 - 5/4 - 6/5)
[570680] ['1/4', '5/4', '5/8', '6/5', '8/3'] -> (5/4 + 5/8) * 6/5 / 1/4 * 8/3
[570690] ['1/4', '5/4', '5/8', '6/7', '7/2'] -> 5/4 * 6/7 / 1/4 / 5/8 * 7/2
[570704] ['1/4', '5/4', '5/8', '6/7', '9/7'] -> 9/7 / (5/8 - 6/7 / (1/4 + 5/4))
[570710] ['1/4', '5/4', '5/8', '7/2', '7/6'] -> 5/4 * 7/2 / 1/4 / 5/8 / 7/6
[570719] ['1/4', '5/4', '5/8', '7/2', '9/5'] -> 9/5 / (1/4 * 7/2 / 5/4 - 5/8)
[570729] ['1/4', '5/4', '5/8', '7/3', '8/5'] -> 8/5 / ((1/4 + 5/4) / 5/8 - 7/3)
[570732] ['1/4', '5/4', '5/8', '7/3', '9/2'] -> (5/4 + 7/3 - 1/4) / 5/8 * 9/2
[570735] ['1/4', '5/4', '5/8', '7/3', '9/7'] -> 9/7 * 7/3 * 5/4 / (1/4 * 5/8)
[570743] ['1/4', '5/4', '5/8', '7/4', '8/5'] -> (5/4 / 5/8 + 7/4) / 1/4 * 8/5
[570747] ['1/4', '5/4', '5/8', '7/4', '9/4'] -> 9/4 / (1/4 + 5/8 * 7/4 - 5/4)
[570759] ['1/4', '5/4', '5/8', '7/5', '9/2'] -> 9/2 / (5/8 - 1/4 * 5/4 * 7/5)
[570760] ['1/4', '5/4', '5/8', '7/5', '9/4'] -> 9/4 / (1/4 * (5/4 - 5/8 * 7/5))
[570782] ['1/4', '5/4', '5/8', '7/8', '9/2'] -> 9/2 / (5/8 * 7/8 / 5/4 - 1/4)
[570798] ['1/4', '5/4', '5/8', '8/3', '8/5'] -> (5/4 / 1/4 + 5/8) * 8/3 * 8/5
[570804] ['1/4', '5/4', '5/8', '8/3', '9/7'] -> 9/7 * (5/4 / 5/8 + 8/3) / 1/4
[570805] ['1/4', '5/4', '5/8', '8/3', '9/8'] -> 9/8 * 8/3 * 5/4 / (1/4 * 5/8)
[570809] ['1/4', '5/4', '5/8', '8/5', '9/2'] -> 5/4 * 8/5 / (5/8 - 1/4) * 9/2
[570816] ['1/4', '5/4', '5/8', '8/7', '9/2'] -> 9/2 / (5/8 / (5/4 * /7) - 1/4)
[570817] ['1/4', '5/4', '5/8', '8/7', '9/4'] -> 9/4 / ((1/4 + 5/8) * (5/4 - 8/7))
[570827] ['1/4', '5/4', '5/8', '9/2', '9/2'] -> 9/2 / (1/4 * (9/2 - 5/4) - 5/8)
[570828] ['1/4', '5/4', '5/8', '9/2', '9/4'] -> 5/4 + (5/8 + 9/2) / 1/4 + 9/4
[570856] ['1/4', '5/4', '5/9', '5/9', '9/2'] -> 5/9 / 5/9 + (5/4 + 9/2) / 1/4
[570863] ['1/4', '5/4', '5/9', '6/5', '7/2'] -> 7/2 / (1/4 * (5/4 - 5/9 * 6/5))
[570874] ['1/4', '5/4', '5/9', '6/5', '9/2'] -> (5/4 / 1/4 - 5/9) * 6/5 * 9/2
[570903] ['1/4', '5/4', '5/9', '7/2', '8/3'] -> (1/4 + 5/4 + 7/2) / 5/9 * 8/3
[570916] ['1/4', '5/4', '5/9', '7/3', '7/8'] -> 5/4 * 7/3 / 1/4 / 5/9 / 7/8
[570932] ['1/4', '5/4', '5/9', '7/4', '8/3'] -> 7/4 / (5/9 / 5/4 - 1/4) * 8/3
