[272074] ['1/3', '1/7', '1/8', '5/2', '7/5'] -> ((7/5 * 1/7) / ((1/3 / 5/2) - 1/8))
[281482] ['1/3', '1/7', '5/7', '8/7', '9/4'] -> ((((5/7 + 8/7) - 1/3) / 1/7) * 9/4)
[281483] ['1/3', '1/7', '5/7', '8/7', '9/5'] -> ((1/3 + ((5/7 + 8/7) / 1/7)) * 9/5)
[281489] ['1/3', '1/7', '5/7', '8/9', '9/5'] -> ((((5/7 * 8/9) / 1/3) / 1/7) * 9/5)
[281497] ['1/3', '1/7', '5/7', '9/4', '9/4'] -> ((((5/7 / 1/7) + 9/4) / 1/3) + 9/4)
[281503] ['1/3', '1/7', '5/7', '9/5', '9/8'] -> ((((5/7 * 9/5) / 1/3) / 1/7) / 9/8)
[281506] ['1/3', '1/7', '5/7', '9/8', '9/8'] -> ((((5/7 / 1/3) + 9/8) / 1/7) + 9/8)
[281516] ['1/3', '1/7', '5/8', '5/8', '7/8'] -> ((((5/8 / 1/3) / 1/7) / 5/8) / 7/8)
[281522] ['1/3', '1/7', '5/8', '5/8', '9/2'] -> (((1/3 + (5/8 / 1/7)) + 5/8) * 9/2)
[281523] ['1/3', '1/7', '5/8', '5/8', '9/4'] -> ((((5/8 + 5/8) / 1/3) / 1/7) - 9/4)
[281527] ['1/3', '1/7', '5/8', '5/9', '5/9'] -> (((5/9 / (5/8 - 1/3)) / 1/7) / 5/9)
[281530] ['1/3', '1/7', '5/8', '5/9', '7/2'] -> ((7/2 * (1/3 + 1/7)) / (5/8 - 5/9))
[281533] ['1/3', '1/7', '5/8', '5/9', '7/5'] -> (((1/3 / (5/8 - 5/9)) / 1/7) / 7/5)
[281539] ['1/3', '1/7', '5/8', '5/9', '8/7'] -> (8/7 / (5/8 * (1/3 - (1/7 / 5/9))))
[281543] ['1/3', '1/7', '5/8', '5/9', '9/5'] -> (((5/9 / (5/8 - 1/3)) / 1/7) * 9/5)
[281544] ['1/3', '1/7', '5/8', '5/9', '9/7'] -> ((9/7 * 5/9) / ((1/3 * 1/7) * 5/8))
[281546] ['1/3', '1/7', '5/8', '6/5', '6/5'] -> (((6/5 / (5/8 - 1/3)) / 1/7) / 6/5)
[281547] ['1/3', '1/7', '5/8', '6/5', '6/7'] -> (6/7 / (((1/3 * 1/7) * 5/8) * 6/5))
[281562] ['1/3', '1/7', '5/8', '6/5', '9/7'] -> (9/7 / (5/8 - ((1/3 + 1/7) * 6/5)))
[281569] ['1/3', '1/7', '5/8', '6/7', '7/6'] -> (((6/7 / (5/8 - 1/3)) / 1/7) * 7/6)
[281573] ['1/3', '1/7', '5/8', '6/7', '8/5'] -> (8/5 / (1/3 - ((1/7 / 5/8) / 6/7)))
[281576] ['1/3', '1/7', '5/8', '6/7', '9/2'] -> (((6/7 / (5/8 - 1/7)) / 1/3) * 9/2)
[281578] ['1/3', '1/7', '5/8', '6/7', '9/5'] -> ((((1/3 + 6/7) / 1/7) / 5/8) * 9/5)
[281603] ['1/3', '1/7', '5/8', '7/3', '8/3'] -> (((1/3 + (7/3 / 1/7)) / 5/8) - 8/3)
[281612] ['1/3', '1/7', '5/8', '7/4', '7/4'] -> (((7/4 / (5/8 - 1/3)) / 1/7) / 7/4)
[281618] ['1/3', '1/7', '5/8', '7/4', '8/5'] -> (8/5 / (((1/7 * 7/4) / 5/8) - 1/3))
[281624] ['1/3', '1/7', '5/8', '7/4', '9/7'] -> (9/7 / ((1/3 * 1/7) * (7/4 - 5/8)))
[281639] ['1/3', '1/7', '5/8', '7/6', '7/6'] -> (((7/6 / (5/8 - 1/3)) / 1/7) / 7/6)
[281643] ['1/3', '1/7', '5/8', '7/6', '8/5'] -> (8/5 / (1/3 - ((1/7 * 7/6) / 5/8)))
[281646] ['1/3', '1/7', '5/8', '7/6', '9/2'] -> (9/2 / ((1/3 * (5/8 - 1/7)) * 7/6))
[281650] ['1/3', '1/7', '5/8', '7/6', '9/8'] -> ((5/8 + ((7/6 / 1/3) / 1/7)) - 9/8)
[281651] ['1/3', '1/7', '5/8', '7/8', '7/8'] -> (((7/8 / (5/8 - 1/3)) / 1/7) / 7/8)
[281654] ['1/3', '1/7', '5/8', '7/8', '8/5'] -> ((((5/8 / 1/3) / 1/7) / 7/8) * 8/5)
[281657] ['1/3', '1/7', '5/8', '7/8', '9/2'] -> ((1/3 + ((5/8 / 1/7) / 7/8)) * 9/2)
[281662] ['1/3', '1/7', '5/8', '7/9', '7/9'] -> (7/9 / ((1/7 * (5/8 - 1/3)) * 7/9))
[281681] ['1/3', '1/7', '5/8', '8/5', '8/5'] -> (8/5 / ((1/7 * (5/8 - 1/3)) * 8/5))
[281684] ['1/3', '1/7', '5/8', '8/5', '9/2'] -> ((((1/3 / 1/7) / 5/8) + 8/5) * 9/2)
[281685] ['1/3', '1/7', '5/8', '8/5', '9/4'] -> (((8/5 / 1/7) - (1/3 / 5/8)) * 9/4)
[281691] ['1/3', '1/7', '5/8', '8/7', '9/2'] -> ((1/3 + ((5/8 * 8/7) / 1/7)) * 9/2)
[281693] ['1/3', '1/7', '5/8', '8/7', '9/5'] -> (((1/3 + (8/7 / 1/7)) / 5/8) * 9/5)
[281696] ['1/3', '1/7', '5/8', '8/9', '8/9'] -> (8/9 / ((1/7 * (5/8 - 1/3)) * 8/9))
[281701] ['1/3', '1/7', '5/8', '8/9', '9/8'] -> ((9/8 * 8/9) / (1/7 * (5/8 - 1/3)))
[281702] ['1/3', '1/7', '5/8', '9/2', '9/2'] -> (((9/2 / (5/8 - 1/3)) / 1/7) / 9/2)
[281705] ['1/3', '1/7', '5/8', '9/2', '9/7'] -> ((9/7 * 1/3) / ((1/7 * 9/2) - 5/8))
[281707] ['1/3', '1/7', '5/8', '9/4', '9/4'] -> (9/4 / ((1/7 * (5/8 - 1/3)) * 9/4))
[281711] ['1/3', '1/7', '5/8', '9/5', '9/5'] -> (((9/5 / (5/8 - 1/3)) / 1/7) / 9/5)
[281712] ['1/3', '1/7', '5/8', '9/5', '9/7'] -> (9/7 / (((1/3 * 1/7) * 5/8) * 9/5))
[281715] ['1/3', '1/7', '5/8', '9/7', '9/8'] -> ((((9/7 / 1/7) - 5/8) / 1/3) - 9/8)
[281716] ['1/3', '1/7', '5/8', '9/8', '9/8'] -> (((9/8 / (5/8 - 1/3)) / 1/7) / 9/8)
[281717] ['1/3', '1/7', '5/9', '5/9', '5/9'] -> ((((5/9 / 1/7) + 5/9) / 1/3) / 5/9)
[281725] ['1/3', '1/7', '5/9', '5/9', '7/8'] -> ((((5/9 / 1/3) / 1/7) / 5/9) / 7/8)
[281727] ['1/3', '1/7', '5/9', '5/9', '8/3'] -> ((8/3 / 1/7) / ((5/9 + 5/9) - 1/3))
[281733] ['1/3', '1/7', '5/9', '5/9', '9/5'] -> ((((5/9 / 1/7) + 5/9) / 1/3) * 9/5)
[281745] ['1/3', '1/7', '5/9', '6/5', '8/3'] -> (((1/3 / 5/9) + (6/5 / 1/7)) * 8/3)
[281746] ['1/3', '1/7', '5/9', '6/5', '8/5'] -> (8/5 / (1/7 * ((5/9 / 1/3) - 6/5)))
[281747] ['1/3', '1/7', '5/9', '6/5', '8/7'] -> (8/7 / (1/7 * ((5/9 * 6/5) - 1/3)))
[281763] ['1/3', '1/7', '5/9', '6/7', '8/5'] -> ((((1/3 + 6/7) / 1/7) / 5/9) * 8/5)
[281765] ['1/3', '1/7', '5/9', '6/7', '8/9'] -> (((6/7 / (5/9 - 1/3)) / 1/7) * 8/9)
[281766] ['1/3', '1/7', '5/9', '6/7', '9/2'] -> ((((1/3 + 5/9) * 6/7) / 1/7) * 9/2)
[281770] ['1/3', '1/7', '5/9', '6/7', '9/8'] -> (((6/7 / (5/9 - 1/3)) / 1/7) / 9/8)
[281775] ['1/3', '1/7', '5/9', '7/2', '7/6'] -> (((7/2 / 1/7) - (5/9 / 1/3)) + 7/6)
[281776] ['1/3', '1/7', '5/9', '7/2', '7/8'] -> ((1/3 / ((5/9 / 7/2) - 1/7)) / 7/8)
[281780] ['1/3', '1/7', '5/9', '7/2', '8/7'] -> ((1/3 / ((5/9 / 7/2) - 1/7)) * 8/7)
[281782] ['1/3', '1/7', '5/9', '7/2', '9/2'] -> ((((5/9 / 1/3) - 1/7) * 7/2) * 9/2)
[281789] ['1/3', '1/7', '5/9', '7/3', '7/5'] -> ((((1/3 + 7/3) / 1/7) / 5/9) / 7/5)
[281790] ['1/3', '1/7', '5/9', '7/3', '7/6'] -> ((((5/9 / 1/3) + 7/3) / 1/7) / 7/6)
[281792] ['1/3', '1/7', '5/9', '7/3', '7/9'] -> ((((5/9 / 1/7) + 7/3) / 1/3) / 7/9)
[281800] ['1/3', '1/7', '5/9', '7/3', '9/7'] -> ((9/7 * ((5/9 / 1/7) + 7/3)) / 1/3)
[281808] ['1/3', '1/7', '5/9', '7/4', '8/5'] -> (8/5 / ((1/7 / 5/9) - (1/3 / 7/4)))
[281810] ['1/3', '1/7', '5/9', '7/4', '8/9'] -> (8/9 / (1/7 - ((1/3 * 5/9) / 7/4)))
[281812] ['1/3', '1/7', '5/9', '7/4', '9/4'] -> ((((1/3 + 7/4) / 1/7) / 5/9) - 9/4)
[281823] ['1/3', '1/7', '5/9', '7/5', '8/9'] -> (8/9 / (((1/3 * 1/7) * 5/9) * 7/5))
[281832] ['1/3', '1/7', '5/9', '7/6', '8/3'] -> (8/3 / (1/3 * ((5/9 / 7/6) - 1/7)))
[281835] ['1/3', '1/7', '5/9', '7/6', '8/9'] -> (8/9 / ((1/7 * (5/9 - 1/3)) * 7/6))
[281836] ['1/3', '1/7', '5/9', '7/6', '9/2'] -> ((((1/3 + 5/9) / 1/7) / 7/6) * 9/2)
[281844] ['1/3', '1/7', '5/9', '7/8', '8/5'] -> (8/5 / ((1/3 - (1/7 / 5/9)) * 7/8))
[281846] ['1/3', '1/7', '5/9', '7/8', '8/9'] -> (8/9 / (((1/3 * 5/9) - 1/7) * 7/8))
[281849] ['1/3', '1/7', '5/9', '7/8', '9/5'] -> ((((5/9 / 1/3) / 1/7) / 7/8) * 9/5)
[281854] ['1/3', '1/7', '5/9', '7/9', '8/5'] -> ((((5/9 / 1/3) / 1/7) / 7/9) * 8/5)
[281857] ['1/3', '1/7', '5/9', '7/9', '9/2'] -> ((1/3 + ((5/9 / 1/7) / 7/9)) * 9/2)
[281865] ['1/3', '1/7', '5/9', '8/3', '8/9'] -> ((((1/3 + 5/9) + 8/3) / 1/7) - 8/9)
[281872] ['1/3', '1/7', '5/9', '8/5', '8/7'] -> ((8/5 / (1/3 - (1/7 / 5/9))) * 8/7)
[281877] ['1/3', '1/7', '5/9', '8/5', '9/7'] -> (((9/7 * 8/5) * 5/9) / (1/3 * 1/7))
[281880] ['1/3', '1/7', '5/9', '8/7', '8/9'] -> ((8/7 / ((1/3 * 5/9) - 1/7)) * 8/9)
[281885] ['1/3', '1/7', '5/9', '8/7', '9/8'] -> ((8/7 / ((1/3 * 5/9) - 1/7)) / 9/8)
[281886] ['1/3', '1/7', '5/9', '8/9', '8/9'] -> (8/9 / (1/7 * (5/9 - (1/3 * 8/9))))
[281897] ['1/3', '1/7', '5/9', '9/4', '9/4'] -> ((((5/9 * 9/4) / 1/3) / 1/7) - 9/4)
[281907] ['1/3', '1/7', '6/5', '6/5', '6/5'] -> ((((6/5 / 1/7) + 6/5) / 1/3) / 6/5)
[281910] ['1/3', '1/7', '6/5', '6/5', '7/3'] -> ((6/5 * 6/5) * (1/3 + (7/3 / 1/7)))
[281912] ['1/3', '1/7', '6/5', '6/5', '7/5'] -> ((((6/5 / 1/3) + 6/5) / 1/7) / 7/5)
[281914] ['1/3', '1/7', '6/5', '6/5', '7/8'] -> ((((6/5 / 1/3) / 1/7) / 6/5) / 7/8)
[281917] ['1/3', '1/7', '6/5', '6/5', '8/5'] -> (8/5 / ((6/5 + 6/5) - (1/3 / 1/7)))
[281933] ['1/3', '1/7', '6/5', '6/7', '8/3'] -> (8/3 / ((1/3 / 6/5) - (1/7 / 6/7)))
[281937] ['1/3', '1/7', '6/5', '6/7', '9/2'] -> ((1/3 + ((6/7 / 1/7) / 6/5)) * 9/2)
[281939] ['1/3', '1/7', '6/5', '6/7', '9/5'] -> ((((6/5 + 6/7) / 1/3) / 1/7) / 9/5)
[281948] ['1/3', '1/7', '6/5', '7/2', '7/9'] -> (((1/3 / 6/5) + (7/2 / 1/7)) - 7/9)
[281970] ['1/3', '1/7', '6/5', '7/3', '9/5'] -> ((((7/3 / 1/7) - 1/3) / 6/5) * 9/5)
[281991] ['1/3', '1/7', '6/5', '7/5', '8/3'] -> ((6/5 / (1/3 - (1/7 * 7/5))) * 8/3)
[281992] ['1/3', '1/7', '6/5', '7/5', '8/5'] -> (8/5 / ((1/3 / 7/5) - (1/7 * 6/5)))
[281996] ['1/3', '1/7', '6/5', '7/5', '9/4'] -> (((6/5 + (7/5 / 1/7)) - 1/3) * 9/4)
[281997] ['1/3', '1/7', '6/5', '7/5', '9/5'] -> ((6/5 + ((1/3 + 7/5) / 1/7)) * 9/5)
[282003] ['1/3', '1/7', '6/5', '7/6', '8/3'] -> (8/3 / ((1/3 / 6/5) - (1/7 * 7/6)))
[282004] ['1/3', '1/7', '6/5', '7/6', '8/5'] -> (8/5 / (((1/3 * 1/7) * 6/5) * 7/6))
[282018] ['1/3', '1/7', '6/5', '7/8', '9/2'] -> (9/2 / ((1/3 - (1/7 / 6/5)) * 7/8))
[282033] ['1/3', '1/7', '6/5', '8/3', '8/3'] -> (8/3 / ((1/3 / 1/7) - (8/3 / 6/5)))
[282042] ['1/3', '1/7', '6/5', '8/5', '8/5'] -> (8/5 / ((1/7 * (6/5 + 8/5)) - 1/3))
[282052] ['1/3', '1/7', '6/5', '8/7', '9/2'] -> ((8/7 / (1/3 - (1/7 / 6/5))) * 9/2)
[282073] ['1/3', '1/7', '6/5', '9/5', '9/7'] -> ((9/7 * ((6/5 + 9/5) - 1/3)) / 1/7)
[282074] ['1/3', '1/7', '6/5', '9/5', '9/8'] -> ((((6/5 / 1/3) / 1/7) + 9/5) / 9/8)
[282078] ['1/3', '1/7', '6/7', '6/7', '6/7'] -> ((((6/7 / 1/7) + 6/7) / 1/3) / 6/7)
[282080] ['1/3', '1/7', '6/7', '6/7', '7/3'] -> (((6/7 + 6/7) / 1/7) * (7/3 - 1/3))
[282082] ['1/3', '1/7', '6/7', '6/7', '7/5'] -> ((((6/7 / 1/3) / 1/7) - 6/7) * 7/5)
[282083] ['1/3', '1/7', '6/7', '6/7', '7/6'] -> ((((6/7 / 1/7) + 6/7) / 1/3) * 7/6)
[282084] ['1/3', '1/7', '6/7', '6/7', '7/8'] -> ((((6/7 / 1/3) / 1/7) / 6/7) / 7/8)
[282086] ['1/3', '1/7', '6/7', '6/7', '8/3'] -> (((6/7 + 6/7) / (1/3 - 1/7)) * 8/3)
[282100] ['1/3', '1/7', '6/7', '7/2', '7/8'] -> ((7/2 / (1/3 - (1/7 / 6/7))) / 7/8)
[282102] ['1/3', '1/7', '6/7', '7/2', '8/3'] -> (8/3 / ((1/7 * 7/2) - (1/3 / 6/7)))
[282105] ['1/3', '1/7', '6/7', '7/2', '8/9'] -> (((1/3 / 6/7) + (7/2 / 1/7)) - 8/9)
[282109] ['1/3', '1/7', '6/7', '7/2', '9/7'] -> ((9/7 * ((6/7 * 7/2) - 1/3)) / 1/7)
[282116] ['1/3', '1/7', '6/7', '7/3', '7/9'] -> ((((7/3 / 1/7) - 1/3) / 6/7) / 7/9)
[282121] ['1/3', '1/7', '6/7', '7/3', '9/2'] -> ((((1/7 + 6/7) / 1/3) + 7/3) * 9/2)
[282124] ['1/3', '1/7', '6/7', '7/3', '9/7'] -> ((((7/3 / 1/7) - 1/3) / 6/7) * 9/7)
[282144] ['1/3', '1/7', '6/7', '7/5', '8/3'] -> ((6/7 / ((1/3 / 7/5) - 1/7)) * 8/3)
[282145] ['1/3', '1/7', '6/7', '7/5', '8/5'] -> (8/5 / (((7/5 - 1/3) - 1/7) - 6/7))
[282150] ['1/3', '1/7', '6/7', '7/5', '9/5'] -> ((((6/7 / 1/7) + 7/5) / 1/3) + 9/5)
[282154] ['1/3', '1/7', '6/7', '7/6', '7/8'] -> ((((6/7 * 7/6) / 1/3) / 1/7) / 7/8)
[282167] ['1/3', '1/7', '6/7', '7/8', '8/3'] -> (((1/3 + 1/7) / (7/8 - 6/7)) - 8/3)
[282171] ['1/3', '1/7', '6/7', '7/8', '9/2'] -> (9/2 / (1/3 - ((1/7 * 7/8) / 6/7)))
[282174] ['1/3', '1/7', '6/7', '7/8', '9/7'] -> (9/7 / (1/3 * ((1/7 + 7/8) - 6/7)))
[282179] ['1/3', '1/7', '6/7', '7/9', '8/7'] -> (8/7 / (1/7 * ((6/7 * 7/9) - 1/3)))
[282181] ['1/3', '1/7', '6/7', '7/9', '9/2'] -> ((((1/7 + 6/7) + 7/9) / 1/3) * 9/2)
[282187] ['1/3', '1/7', '6/7', '8/3', '8/5'] -> ((((1/3 + 8/3) - 6/7) / 1/7) * 8/5)
[282189] ['1/3', '1/7', '6/7', '8/3', '8/9'] -> ((((1/3 + 6/7) + 8/3) / 1/7) * 8/9)
[282194] ['1/3', '1/7', '6/7', '8/3', '9/8'] -> ((((1/3 + 6/7) + 8/3) / 1/7) / 9/8)
[282195] ['1/3', '1/7', '6/7', '8/5', '8/5'] -> (8/5 / (1/3 - ((1/7 * 8/5) / 6/7)))
[282200] ['1/3', '1/7', '6/7', '8/5', '9/5'] -> ((((1/3 + 6/7) * 8/5) / 1/7) * 9/5)
[282205] ['1/3', '1/7', '6/7', '8/7', '9/2'] -> (9/2 / (1/3 - ((1/7 / 6/7) / 8/7)))
[282210] ['1/3', '1/7', '6/7', '8/9', '8/9'] -> (8/9 / (1/3 * ((1/7 + 6/7) - 8/9)))
[282211] ['1/3', '1/7', '6/7', '8/9', '9/2'] -> ((8/9 / (1/3 - (1/7 / 6/7))) * 9/2)
[282218] ['1/3', '1/7', '6/7', '9/2', '9/5'] -> (((9/2 / 1/3) - (1/7 / 6/7)) * 9/5)
[282220] ['1/3', '1/7', '6/7', '9/2', '9/8'] -> ((9/2 / (1/3 - (1/7 / 6/7))) / 9/8)
[282229] ['1/3', '1/7', '6/7', '9/7', '9/8'] -> ((((6/7 / 1/3) + 9/7) / 1/7) / 9/8)
[282237] ['1/3', '1/7', '7/2', '7/2', '7/9'] -> ((((7/2 - 1/3) / 1/7) - 7/2) / 7/9)
[282241] ['1/3', '1/7', '7/2', '7/2', '8/9'] -> (((1/3 + (7/2 / 1/7)) - 7/2) / 8/9)
[282246] ['1/3', '1/7', '7/2', '7/2', '9/8'] -> (((1/3 + (7/2 / 1/7)) - 7/2) * 9/8)
[282247] ['1/3', '1/7', '7/2', '7/3', '7/3'] -> ((7/2 * ((7/3 / 1/7) - 1/3)) / 7/3)
[282255] ['1/3', '1/7', '7/2', '7/3', '8/7'] -> (8/7 / (1/7 * ((7/3 / 7/2) - 1/3)))
[282272] ['1/3', '1/7', '7/2', '7/4', '9/4'] -> ((((7/4 / 1/7) - 7/2) / 1/3) - 9/4)
[282281] ['1/3', '1/7', '7/2', '7/5', '8/5'] -> (8/5 / ((1/7 - (1/3 / 7/2)) * 7/5))
[282285] ['1/3', '1/7', '7/2', '7/5', '9/4'] -> ((7/2 / (1/3 - (1/7 * 7/5))) - 9/4)
[282296] ['1/3', '1/7', '7/2', '7/6', '9/2'] -> (((1/3 / 1/7) + (7/2 / 7/6)) * 9/2)
[282301] ['1/3', '1/7', '7/2', '7/8', '7/8'] -> (((7/2 / (1/3 - 1/7)) / 7/8) / 7/8)
[282304] ['1/3', '1/7', '7/2', '7/8', '8/5'] -> (8/5 / (1/7 - (1/3 / (7/2 + 7/8))))
[282305] ['1/3', '1/7', '7/2', '7/8', '8/7'] -> (((7/2 / (1/3 - 1/7)) / 7/8) * 8/7)
[282316] ['1/3', '1/7', '7/2', '7/9', '8/9'] -> (8/9 / ((1/7 - (1/3 / 7/2)) * 7/9))
[282322] ['1/3', '1/7', '7/2', '8/3', '8/3'] -> (8/3 / (((1/3 * 8/3) / 7/2) - 1/7))
[282331] ['1/3', '1/7', '7/2', '8/5', '8/5'] -> (8/5 / (((1/3 + 1/7) * 7/2) - 8/5))
[282346] ['1/3', '1/7', '7/2', '8/9', '8/9'] -> (8/9 / (1/3 * ((8/9 / 7/2) - 1/7)))
[282350] ['1/3', '1/7', '7/2', '8/9', '9/7'] -> ((9/7 * 8/9) / (1/7 - (1/3 / 7/2)))
[282352] ['1/3', '1/7', '7/2', '9/2', '9/2'] -> (((1/3 + (1/7 * 7/2)) + 9/2) * 9/2)
[282353] ['1/3', '1/7', '7/2', '9/2', '9/4'] -> ((((1/3 / 1/7) + 7/2) * 9/2) - 9/4)
[282355] ['1/3', '1/7', '7/2', '9/2', '9/7'] -> (((9/7 * 1/3) * (7/2 + 9/2)) / 1/7)
[282360] ['1/3', '1/7', '7/2', '9/4', '9/8'] -> ((((1/7 + 9/4) * 7/2) / 1/3) - 9/8)
[282367] ['1/3', '1/7', '7/3', '7/3', '7/3'] -> ((((7/3 / 1/7) + 7/3) / 1/3) / 7/3)
[282370] ['1/3', '1/7', '7/3', '7/3', '7/6'] -> (((7/3 / 1/3) - 1/7) * (7/3 + 7/6))
[282377] ['1/3', '1/7', '7/3', '7/3', '9/2'] -> (((7/3 - (1/3 * 1/7)) * 7/3) * 9/2)
[282388] ['1/3', '1/7', '7/3', '7/4', '8/5'] -> (((7/3 - (1/3 / 7/4)) / 1/7) * 8/5)
[282406] ['1/3', '1/7', '7/3', '7/5', '9/5'] -> ((((1/3 + 7/3) / 1/7) / 7/5) * 9/5)
[282407] ['1/3', '1/7', '7/3', '7/5', '9/7'] -> (9/7 / (1/7 - (1/3 / (7/3 + 7/5))))
[282409] ['1/3', '1/7', '7/3', '7/6', '7/6'] -> (((7/6 / 1/3) / 1/7) - (7/6 / 7/3))
[282411] ['1/3', '1/7', '7/3', '7/6', '7/9'] -> ((((7/3 / 1/7) - 1/3) * 7/6) / 7/9)
[282416] ['1/3', '1/7', '7/3', '7/6', '9/2'] -> ((7/3 + (7/6 / 1/7)) + (9/2 / 1/3))
[282419] ['1/3', '1/7', '7/3', '7/6', '9/7'] -> ((((7/3 / 1/7) - 1/3) * 7/6) * 9/7)
[282421] ['1/3', '1/7', '7/3', '7/8', '7/8'] -> (((1/3 + (7/3 / 7/8)) / 1/7) / 7/8)
[282427] ['1/3', '1/7', '7/3', '7/8', '9/2'] -> ((((1/3 / 1/7) + 7/3) / 7/8) * 9/2)
[282430] ['1/3', '1/7', '7/3', '7/8', '9/7'] -> (9/7 / ((1/7 / 1/3) - (7/8 / 7/3)))
[282431] ['1/3', '1/7', '7/3', '7/8', '9/8'] -> ((9/8 * (1/3 + 7/3)) / (1/7 * 7/8))
[282436] ['1/3', '1/7', '7/3', '7/9', '8/9'] -> ((1/3 + ((7/3 / 1/7) / 7/9)) / 8/9)
[282439] ['1/3', '1/7', '7/3', '7/9', '9/5'] -> (((7/3 - (1/3 / 7/9)) / 1/7) * 9/5)
[282441] ['1/3', '1/7', '7/3', '7/9', '9/8'] -> ((1/3 + ((7/3 / 1/7) / 7/9)) * 9/8)
[282447] ['1/3', '1/7', '7/3', '8/3', '9/4'] -> (((7/3 + 8/3) / (1/3 - 1/7)) - 9/4)
[282448] ['1/3', '1/7', '7/3', '8/3', '9/5'] -> ((((7/3 / 1/7) - 1/3) - 8/3) * 9/5)
[282460] ['1/3', '1/7', '7/3', '8/7', '8/9'] -> ((((1/3 + 7/3) * 8/7) / 1/7) / 8/9)
[282465] ['1/3', '1/7', '7/3', '8/7', '9/8'] -> (((9/8 * 8/7) * (1/3 + 7/3)) / 1/7)
[282475] ['1/3', '1/7', '7/3', '9/2', '9/7'] -> ((((7/3 / 1/3) - 1/7) * 9/2) / 9/7)
[282484] ['1/3', '1/7', '7/3', '9/7', '9/7'] -> ((((7/3 * 9/7) - 1/3) / 1/7) * 9/7)
[282487] ['1/3', '1/7', '7/4', '7/4', '7/4'] -> ((((7/4 / 1/7) + 7/4) / 1/3) / 7/4)
[282496] ['1/3', '1/7', '7/4', '7/4', '9/2'] -> (((7/4 / 1/7) - 7/4) + (9/2 / 1/3))
[282508] ['1/3', '1/7', '7/4', '7/5', '8/9'] -> (8/9 / (1/7 - (1/3 / (7/4 + 7/5))))
[282510] ['1/3', '1/7', '7/4', '7/5', '9/4'] -> ((((7/4 / 1/3) / 1/7) / 7/5) - 9/4)
[282519] ['1/3', '1/7', '7/4', '7/6', '8/7'] -> (8/7 / (1/7 * ((7/6 / 7/4) - 1/3)))
[282522] ['1/3', '1/7', '7/4', '7/6', '9/4'] -> ((7/4 + ((7/6 / 1/3) / 1/7)) - 9/4)
[282530] ['1/3', '1/7', '7/4', '7/8', '8/7'] -> (8/7 / (1/3 - ((1/7 * 7/4) / 7/8)))
[282541] ['1/3', '1/7', '7/4', '7/9', '8/9'] -> (8/9 / (((1/3 / 7/4) - 1/7) * 7/9))
[282556] ['1/3', '1/7', '7/4', '8/5', '8/5'] -> (8/5 / (((1/7 * 7/4) * 8/5) - 1/3))
[282564] ['1/3', '1/7', '7/4', '8/7', '8/7'] -> (8/7 / (1/3 - ((1/7 * 7/4) * 8/7)))
[282575] ['1/3', '1/7', '7/4', '8/9', '9/7'] -> ((9/7 * 8/9) / ((1/3 / 7/4) - 1/7))
[282577] ['1/3', '1/7', '7/4', '9/2', '9/2'] -> ((((1/3 + 1/7) * 7/4) + 9/2) * 9/2)
[282578] ['1/3', '1/7', '7/4', '9/2', '9/4'] -> (((9/2 / 1/7) - (7/4 / 1/3)) - 9/4)
[282590] ['1/3', '1/7', '7/4', '9/7', '9/8'] -> ((9/7 / ((1/3 / 7/4) - 1/7)) / 9/8)
[282592] ['1/3', '1/7', '7/5', '7/5', '7/5'] -> ((((7/5 / 1/7) + 7/5) / 1/3) / 7/5)
[282593] ['1/3', '1/7', '7/5', '7/5', '7/6'] -> ((((7/5 / 1/3) / 1/7) - 7/5) / 7/6)
[282594] ['1/3', '1/7', '7/5', '7/5', '7/8'] -> ((((7/5 / 1/3) / 1/7) / 7/5) / 7/8)
[282597] ['1/3', '1/7', '7/5', '7/5', '8/5'] -> (8/5 / ((1/7 * (7/5 + 7/5)) - 1/3))
[282600] ['1/3', '1/7', '7/5', '7/5', '9/2'] -> ((((7/5 - 1/3) / 1/7) / 7/5) * 9/2)
[282629] ['1/3', '1/7', '7/5', '7/9', '8/3'] -> (8/3 / (7/9 - ((1/3 + 1/7) * 7/5)))
[282644] ['1/3', '1/7', '7/5', '8/3', '9/5'] -> (9/5 / ((1/7 * 7/5) - (1/3 / 8/3)))
[282645] ['1/3', '1/7', '7/5', '8/3', '9/7'] -> (9/7 / (1/7 - ((1/3 / 7/5) / 8/3)))
[282647] ['1/3', '1/7', '7/5', '8/5', '8/5'] -> (8/5 / (((1/3 / 1/7) / 7/5) - 8/5))
[282650] ['1/3', '1/7', '7/5', '8/5', '9/2'] -> ((((1/3 / 1/7) + 7/5) + 8/5) * 9/2)
[282653] ['1/3', '1/7', '7/5', '8/5', '9/7'] -> ((9/7 * ((7/5 + 8/5) - 1/3)) / 1/7)
[282665] ['1/3', '1/7', '7/5', '8/9', '9/5'] -> ((((8/9 / 1/3) / 1/7) / 7/5) * 9/5)
[282668] ['1/3', '1/7', '7/5', '9/2', '9/2'] -> ((((1/7 + 9/2) * 7/5) / 1/3) + 9/2)
[282679] ['1/3', '1/7', '7/5', '9/5', '9/8'] -> ((((9/5 / 1/3) / 1/7) / 7/5) / 9/8)
[282683] ['1/3', '1/7', '7/6', '7/6', '7/6'] -> ((((7/6 / 1/7) + 7/6) / 1/3) / 7/6)
