[672783] ['1/5', '2/7', '5/8', '7/5', '9/8'] -> 5/8 + 7/5 / 1/5 / 2/7 - 9/8
[687689] ['1/5', '3/2', '5/8', '7/5', '9/2'] -> 9/2 / (5/8 * (1/5 + 3/2 - 7/5))
[687705] ['1/5', '3/2', '5/8', '7/6', '9/8'] -> 9/8 / (1/5 * 5/8 / (3/2 + 7/6))
[687709] ['1/5', '3/2', '5/8', '7/8', '8/5'] -> (3/2 + 5/8 + 7/8) / 1/5 * 8/5
[687712] ['1/5', '3/2', '5/8', '7/8', '9/2'] -> 9/2 / ((1/5 + 3/2) * 5/8 - 7/8)
[687728] ['1/5', '3/2', '5/8', '8/3', '8/5'] -> 8/5 / (8/3 - 3/2 / 5/8 - 1/5)
[687749] ['1/5', '3/2', '5/8', '8/7', '9/7'] -> 9/7 / (1/5 * (5/8 + 8/7 - 3/2))
[687753] ['1/5', '3/2', '5/8', '8/9', '9/4'] -> 3/2 * 8/9 / 1/5 / 5/8 * 9/4
[687757] ['1/5', '3/2', '5/8', '9/2', '9/2'] -> 9/2 / (3/2 * 5/8 / 1/5 - 9/2)
[687762] ['1/5', '3/2', '5/8', '9/4', '9/4'] -> 9/4 / (1/5 * 5/8 * (9/4 - 3/2))
[687765] ['1/5', '3/2', '5/8', '9/4', '9/8'] -> 3/2 * 9/4 / 1/5 / 5/8 / 9/8
[687766] ['1/5', '3/2', '5/8', '9/5', '9/5'] -> 9/5 / (1/5 * (3/2 - 5/8 * 9/5))
[687771] ['1/5', '3/2', '5/8', '9/8', '9/8'] -> 9/8 / (1/5 * 5/8 * (3/2 - 9/8))
[687775] ['1/5', '3/2', '5/9', '5/9', '7/2'] -> (3/2 + 7/2) / 1/5 - 5/9 / 5/9
[687785] ['1/5', '3/2', '5/9', '5/9', '8/9'] -> 8/9 / 1/5 / (5/9 - 5/9 / 3/2)
[687801] ['1/5', '3/2', '5/9', '6/5', '8/5'] -> 8/5 / (6/5 - 3/2 * (1/5 + 5/9))
[687804] ['1/5', '3/2', '5/9', '6/5', '9/2'] -> (3/2 / 5/9 + 6/5) / 1/5 + 9/2
[687831] ['1/5', '3/2', '5/9', '7/2', '7/8'] -> 7/2 / 1/5 / 3/2 / 5/9 / 7/8
[687835] ['1/5', '3/2', '5/9', '7/2', '8/7'] -> 7/2 / 1/5 / 3/2 / 5/9 * 8/7
[687839] ['1/5', '3/2', '5/9', '7/2', '9/5'] -> (7/2 - 3/2 * 5/9) / 1/5 * 9/5
[687845] ['1/5', '3/2', '5/9', '7/3', '7/6'] -> (3/2 / 5/9 + 7/3) / 1/5 - 7/6
[687852] ['1/5', '3/2', '5/9', '7/3', '9/2'] -> 7/3 / 1/5 / 5/9 - 3/2 + 9/2
[687854] ['1/5', '3/2', '5/9', '7/3', '9/5'] -> 3/2 * (7/3 - 5/9) / 1/5 * 9/5
[687857] ['1/5', '3/2', '5/9', '7/4', '7/4'] -> (3/2 / 5/9 + 7/4) / 1/5 + 7/4
[687888] ['1/5', '3/2', '5/9', '7/6', '8/5'] -> 8/5 / (1/5 * (7/6 - 3/2 * 5/9))
[687890] ['1/5', '3/2', '5/9', '7/6', '8/9'] -> 8/9 / (1/5 * 5/9 * (3/2 - 7/6))
[687891] ['1/5', '3/2', '5/9', '7/6', '9/2'] -> (3/2 * 5/9 / 1/5 + 7/6) * 9/2
[687909] ['1/5', '3/2', '5/9', '7/9', '8/5'] -> 8/5 / (1/5 * 3/2 * (7/9 - 5/9))
[687912] ['1/5', '3/2', '5/9', '7/9', '9/2'] -> 3/2 * (5/9 / 1/5 + 7/9) * 9/2
[687918] ['1/5', '3/2', '5/9', '8/3', '8/5'] -> 8/5 / (1/5 - 5/9 / (3/2 + 8/3))
[687923] ['1/5', '3/2', '5/9', '8/3', '9/5'] -> 9/5 / (5/9 / 8/3 - 1/5 / 3/2)
[687942] ['1/5', '3/2', '5/9', '8/9', '9/2'] -> 8/9 / 1/5 / 3/2 / 5/9 * 9/2
[687952] ['1/5', '3/2', '5/9', '9/4', '9/4'] -> 3/2 + 9/4 / 1/5 / 5/9 + 9/4
[687971] ['1/5', '3/2', '6/5', '6/5', '8/3'] -> (3/2 + 6/5 / 1/5) * 6/5 * 8/3
[687981] ['1/5', '3/2', '6/5', '6/7', '7/2'] -> (6/5 + 6/7) / 1/5 / 3/2 * 7/2
[687982] ['1/5', '3/2', '6/5', '6/7', '7/3'] -> 3/2 * (6/5 / 1/5 + 6/7) * 7/3
[687989] ['1/5', '3/2', '6/5', '6/7', '8/5'] -> 8/5 / (3/2 - 1/5 / 6/7 - 6/5)
[688009] ['1/5', '3/2', '6/5', '7/2', '9/4'] -> (3/2 + 6/5 / 1/5) * 7/2 - 9/4
[688010] ['1/5', '3/2', '6/5', '7/2', '9/5'] -> (7/2 / 1/5 - 3/2) / 6/5 * 9/5
[688016] ['1/5', '3/2', '6/5', '7/3', '7/6'] -> (3/2 + 6/5 + 7/3) / 1/5 - 7/6
[688017] ['1/5', '3/2', '6/5', '7/3', '7/8'] -> 3/2 * 6/5 * 7/3 / 1/5 / 7/8
[688021] ['1/5', '3/2', '6/5', '7/3', '8/7'] -> 3/2 * 6/5 * 7/3 / 1/5 * 8/7
[688028] ['1/5', '3/2', '6/5', '7/4', '7/4'] -> (3/2 + 6/5 + 7/4) / 1/5 + 7/4
[688033] ['1/5', '3/2', '6/5', '7/4', '8/3'] -> (6/5 * 7/4 / 1/5 - 3/2) * 8/3
[688034] ['1/5', '3/2', '6/5', '7/4', '8/5'] -> (3/2 / 6/5 + 7/4) / 1/5 * 8/5
[688037] ['1/5', '3/2', '6/5', '7/4', '9/2'] -> (3/2 + 7/4) / (1/5 / 6/5) + 9/2
[688051] ['1/5', '3/2', '6/5', '7/5', '9/4'] -> (6/5 + 7/5 / 3/2) / 1/5 * 9/4
[688059] ['1/5', '3/2', '6/5', '7/6', '8/5'] -> 8/5 / (3/2 - 1/5 * 7/6 - 6/5)
[688064] ['1/5', '3/2', '6/5', '7/6', '9/5'] -> (3/2 + (6/5 + 7/6) / 1/5) * 9/5
[688075] ['1/5', '3/2', '6/5', '7/8', '9/5'] -> 9/5 / (1/5 * (3/2 / 6/5 - 7/8))
[688088] ['1/5', '3/2', '6/5', '8/3', '8/3'] -> 8/3 / (3/2 - 1/5 - 6/5) - 8/3
[688093] ['1/5', '3/2', '6/5', '8/3', '9/4'] -> 6/5 * 8/3 / 1/5 / 3/2 * 9/4
[688098] ['1/5', '3/2', '6/5', '8/5', '8/7'] -> 3/2 * (6/5 + 8/5) / 1/5 * 8/7
[688102] ['1/5', '3/2', '6/5', '8/5', '9/5'] -> (1/5 + 9/5) / ((8/5 - 3/2) / 6/5)
[688119] ['1/5', '3/2', '6/5', '9/2', '9/4'] -> (3/2 + 9/2 / 6/5) / 1/5 - 9/4
[688122] ['1/5', '3/2', '6/5', '9/2', '9/8'] -> ((6/5 + 9/2) / 1/5 - 3/2) / 9/8
[688124] ['1/5', '3/2', '6/5', '9/4', '9/5'] -> 9/5 / 1/5 / (9/4 / 6/5 - 3/2)
[688126] ['1/5', '3/2', '6/5', '9/4', '9/8'] -> (6/5 + 3/2 * 9/4) / 1/5 + 9/8
[688134] ['1/5', '3/2', '6/7', '6/7', '7/2'] -> (3/2 + 7/2) / 1/5 - 6/7 / 6/7
[688143] ['1/5', '3/2', '6/7', '6/7', '8/7'] -> (6/7 + 6/7) / 1/5 / (3/2 - 8/7)
[688148] ['1/5', '3/2', '6/7', '6/7', '9/7'] -> (6/7 / 1/5 + 6/7) / (3/2 - 9/7)
[688152] ['1/5', '3/2', '6/7', '7/2', '7/4'] -> 6/7 * (7/2 / 1/5 - 3/2) * 7/4
[688162] ['1/5', '3/2', '6/7', '7/2', '9/4'] -> (3/2 / 6/7 + 7/2) / 1/5 - 9/4
[688164] ['1/5', '3/2', '6/7', '7/2', '9/7'] -> 9/7 / (6/7 / (7/2 / 1/5 - 3/2))
[688173] ['1/5', '3/2', '6/7', '7/3', '8/5'] -> 3/2 * 6/7 * 7/3 / 1/5 * 8/5
[688176] ['1/5', '3/2', '6/7', '7/3', '9/2'] -> (3/2 / 1/5 + 6/7) * 7/3 + 9/2
[688187] ['1/5', '3/2', '6/7', '7/4', '8/5'] -> (3/2 + 6/7 * 7/4) / 1/5 * 8/5
[688199] ['1/5', '3/2', '6/7', '7/5', '8/3'] -> 3/2 * 6/7 * 7/5 / 1/5 * 8/3
[688200] ['1/5', '3/2', '6/7', '7/5', '8/5'] -> 8/5 / (1/5 + 3/2 - 7/5 / 6/7)
[688213] ['1/5', '3/2', '6/7', '7/6', '8/7'] -> 8/7 / ((7/6 - 6/7) / 1/5 - 3/2)
[688261] ['1/5', '3/2', '6/7', '8/7', '9/4'] -> 3/2 / (8/7 - 6/7) / 1/5 - 9/4
[688287] ['1/5', '3/2', '7/2', '7/2', '7/3'] -> (7/2 / 1/5 - 3/2) * 7/2 / 7/3
[688291] ['1/5', '3/2', '7/2', '7/2', '7/8'] -> (7/2 / 1/5 - 7/2) * 3/2 / 7/8
[688295] ['1/5', '3/2', '7/2', '7/2', '8/7'] -> (7/2 / 1/5 - 7/2) * 3/2 * 8/7
[688299] ['1/5', '3/2', '7/2', '7/2', '9/5'] -> (1/5 + 7/2 + 7/2) / (9/5 - 3/2)
[688301] ['1/5', '3/2', '7/2', '7/2', '9/8'] -> 3/2 * 7/2 * 7/2 + 9/8 / 1/5
[688313] ['1/5', '3/2', '7/2', '7/3', '9/4'] -> (3/2 + 7/2) * (7/3 - 1/5) * 9/4
[688323] ['1/5', '3/2', '7/2', '7/4', '8/5'] -> 3/2 * 7/2 / 1/5 / 7/4 * 8/5
[688332] ['1/5', '3/2', '7/2', '7/5', '7/6'] -> (7/2 + 3/2 * 7/5) / 1/5 / 7/6
[688334] ['1/5', '3/2', '7/2', '7/5', '7/9'] -> (7/2 / 3/2 + 7/5) / 1/5 / 7/9
[688337] ['1/5', '3/2', '7/2', '7/5', '8/7'] -> (7/2 + 3/2 / 7/5) / 1/5 + 8/7
[688342] ['1/5', '3/2', '7/2', '7/5', '9/7'] -> (7/2 / 3/2 + 7/5) / 1/5 * 9/7
[688344] ['1/5', '3/2', '7/2', '7/6', '7/6'] -> 3/2 * (7/2 / 1/5 + 7/6) / 7/6
[688367] ['1/5', '3/2', '7/2', '7/9', '7/9'] -> (7/2 / 1/5 + 3/2 * 7/9) / 7/9
[688368] ['1/5', '3/2', '7/2', '7/9', '8/3'] -> 8/3 / ((3/2 - 7/9) / 1/5 - 7/2)
[688370] ['1/5', '3/2', '7/2', '7/9', '8/7'] -> (7/2 / 1/5 / 7/9 - 3/2) * 8/7
[688382] ['1/5', '3/2', '7/2', '8/3', '9/4'] -> (3/2 / 1/5 - 7/2) * 8/3 * 9/4
[688383] ['1/5', '3/2', '7/2', '8/3', '9/5'] -> (7/2 / 1/5 - 3/2 - 8/3) * 9/5
[688388] ['1/5', '3/2', '7/2', '8/5', '8/9'] -> (3/2 + (7/2 + 8/5) / 1/5) * 8/9
[688392] ['1/5', '3/2', '7/2', '8/5', '9/7'] -> 9/7 / (1/5 * 3/2 / 7/2 / 8/5)
[688393] ['1/5', '3/2', '7/2', '8/5', '9/8'] -> (3/2 + (7/2 + 8/5) / 1/5) / 9/8
[688398] ['1/5', '3/2', '7/2', '8/7', '9/5'] -> 7/2 * 8/7 / 1/5 / 3/2 * 9/5
[688409] ['1/5', '3/2', '7/2', '9/2', '9/5'] -> (1/5 + 7/2) * (3/2 + 9/2) + 9/5
[688412] ['1/5', '3/2', '7/2', '9/4', '9/4'] -> 7/2 * 9/4 / 1/5 / 3/2 - 9/4
[688416] ['1/5', '3/2', '7/2', '9/5', '9/5'] -> (7/2 - 3/2 / 9/5) / 1/5 * 9/5
[688421] ['1/5', '3/2', '7/2', '9/8', '9/8'] -> 3/2 * 7/2 / 1/5 - 9/8 - 9/8
[688426] ['1/5', '3/2', '7/3', '7/3', '7/8'] -> (7/3 / 1/5 + 7/3) * 3/2 / 7/8
[688430] ['1/5', '3/2', '7/3', '7/3', '8/7'] -> (7/3 / 1/5 + 7/3) * 3/2 * 8/7
[688433] ['1/5', '3/2', '7/3', '7/3', '9/4'] -> (7/3 + 7/3) / 1/5 + 3/2 / 9/4
[688447] ['1/5', '3/2', '7/3', '7/4', '9/4'] -> (3/2 * 7/3 + 7/4) / 1/5 - 9/4
[688452] ['1/5', '3/2', '7/3', '7/5', '7/6'] -> 3/2 * (7/3 + 7/5) / 1/5 / 7/6
[688456] ['1/5', '3/2', '7/3', '7/5', '8/5'] -> 8/5 / (3/2 * (1/5 + 7/5) - 7/3)
[688466] ['1/5', '3/2', '7/3', '7/6', '7/9'] -> (3/2 * 7/3 / 1/5 + 7/6) / 7/9
[688467] ['1/5', '3/2', '7/3', '7/6', '8/3'] -> (7/3 / 1/5 - 3/2 - 7/6) * 8/3
[688472] ['1/5', '3/2', '7/3', '7/6', '9/4'] -> 3/2 * (7/3 + 7/6) / 1/5 - 9/4
[688473] ['1/5', '3/2', '7/3', '7/6', '9/5'] -> (3/2 + 7/3 - 7/6) / 1/5 * 9/5
[688485] ['1/5', '3/2', '7/3', '7/8', '9/7'] -> 9/7 / (1/5 * (3/2 - 7/8) / 7/3)
[688497] ['1/5', '3/2', '7/3', '8/3', '8/3'] -> 8/3 / (1/5 * (7/3 - 8/3 / 3/2))
[688522] ['1/5', '3/2', '7/3', '8/9', '9/2'] -> 8/9 / (7/3 - 3/2) / 1/5 * 9/2
[688527] ['1/5', '3/2', '7/3', '9/2', '9/2'] -> (3/2 / 1/5 + 7/3 - 9/2) * 9/2
[688528] ['1/5', '3/2', '7/3', '9/2', '9/4'] -> (3/2 + 7/3 * 9/2 / 1/5) / 9/4
[688529] ['1/5', '3/2', '7/3', '9/2', '9/5'] -> (7/3 + 3/2 / 9/2) / 1/5 * 9/5
[688531] ['1/5', '3/2', '7/3', '9/2', '9/8'] -> 9/2 / (7/3 - 3/2) / 1/5 / 9/8
[688547] ['1/5', '3/2', '7/4', '7/4', '8/3'] -> (7/4 / 1/5 + 7/4 - 3/2) * 8/3
[688552] ['1/5', '3/2', '7/4', '7/4', '9/4'] -> 3/2 * (7/4 + 7/4) / 1/5 - 9/4
[688573] ['1/5', '3/2', '7/4', '7/6', '8/5'] -> (3/2 + 7/4 / 7/6) / 1/5 * 8/5
[688577] ['1/5', '3/2', '7/4', '7/6', '9/4'] -> 7/4 / (3/2 - 7/6) / 1/5 - 9/4
[688584] ['1/5', '3/2', '7/4', '7/8', '8/5'] -> 3/2 * 7/4 / 1/5 / 7/8 * 8/5
[688607] ['1/5', '3/2', '7/4', '8/3', '9/4'] -> 7/4 + 3/2 * 8/3 / 1/5 + 9/4
[688612] ['1/5', '3/2', '7/4', '8/5', '8/7'] -> 3/2 * 7/4 * 8/5 / 1/5 * 8/7
[688616] ['1/5', '3/2', '7/4', '8/5', '9/5'] -> 9/5 / (3/2 * (1/5 + 8/5 - 7/4))
[688618] ['1/5', '3/2', '7/4', '8/5', '9/8'] -> 3/2 * (7/4 + 8/5) / 1/5 - 9/8
[688623] ['1/5', '3/2', '7/4', '8/7', '9/5'] -> 9/5 / (7/4 - 1/5 / 8/7 - 3/2)
[688628] ['1/5', '3/2', '7/4', '8/9', '9/4'] -> 9/4 / (1/5 * (7/4 / 8/9 - 3/2))
[688634] ['1/5', '3/2', '7/4', '9/2', '9/5'] -> 9/5 / (1/5 * 7/4 * 9/2 - 3/2)
[688636] ['1/5', '3/2', '7/4', '9/2', '9/8'] -> 3/2 * 7/4 + 9/2 / 1/5 - 9/8
[688649] ['1/5', '3/2', '7/5', '7/5', '7/8'] -> 3/2 * (7/5 + 7/5) / 1/5 / 7/8
[688653] ['1/5', '3/2', '7/5', '7/5', '8/7'] -> 3/2 * (7/5 + 7/5) / 1/5 * 8/7
[688661] ['1/5', '3/2', '7/5', '7/6', '7/8'] -> 7/5 / (3/2 - 7/6) / 1/5 / 7/8
[688663] ['1/5', '3/2', '7/5', '7/6', '8/3'] -> 3/2 * 7/5 / 1/5 / 7/6 * 8/3
[688667] ['1/5', '3/2', '7/5', '7/6', '9/2'] -> (7/5 + 7/6 - 3/2) / 1/5 * 9/2
[688669] ['1/5', '3/2', '7/5', '7/6', '9/5'] -> ((3/2 + 7/5) / 1/5 - 7/6) * 9/5
[688670] ['1/5', '3/2', '7/5', '7/6', '9/7'] -> 9/7 / (1/5 / (3/2 + 7/6) / 7/5)
[688678] ['1/5', '3/2', '7/5', '7/8', '9/2'] -> 7/5 / 1/5 / 3/2 / 7/8 * 9/2
[688681] ['1/5', '3/2', '7/5', '7/8', '9/7'] -> 9/7 / ((3/2 - 1/5) / 7/5 - 7/8)
[688685] ['1/5', '3/2', '7/5', '7/9', '8/5'] -> 8/5 / (3/2 * (1/5 + 7/9) - 7/5)
[688693] ['1/5', '3/2', '7/5', '8/3', '8/3'] -> 8/3 / (1/5 + 7/5 - 3/2) - 8/3
[688694] ['1/5', '3/2', '7/5', '8/3', '8/5'] -> 8/5 / ((3/2 - 7/5) * 8/3 - 1/5)
[688696] ['1/5', '3/2', '7/5', '8/3', '8/9'] -> (7/5 + 3/2 * 8/3) / 1/5 * 8/9
[688697] ['1/5', '3/2', '7/5', '8/3', '9/2'] -> 1/5 * 8/3 / (3/2 - 7/5) * 9/2
[688701] ['1/5', '3/2', '7/5', '8/3', '9/8'] -> (7/5 + 3/2 * 8/3) / 1/5 / 9/8
[688705] ['1/5', '3/2', '7/5', '8/5', '9/2'] -> 8/5 / (1/5 + 3/2 - 7/5) * 9/2
[688712] ['1/5', '3/2', '7/5', '8/7', '9/2'] -> 7/5 * 8/7 / 1/5 / 3/2 * 9/2
[688713] ['1/5', '3/2', '7/5', '8/7', '9/4'] -> 3/2 / (7/5 - 1/5 - 8/7) - 9/4
[688723] ['1/5', '3/2', '7/5', '9/2', '9/2'] -> (7/5 - 3/2 / 9/2) / 1/5 * 9/2
[688763] ['1/5', '3/2', '7/6', '7/9', '8/5'] -> (3/2 + 7/6 / 7/9) / 1/5 * 8/5
[688772] ['1/5', '3/2', '7/6', '8/3', '8/5'] -> (3/2 + 8/3 - 7/6) / 1/5 * 8/5
[688774] ['1/5', '3/2', '7/6', '8/3', '8/9'] -> (3/2 / 1/5 + 7/6) * 8/3 + 8/9
[688780] ['1/5', '3/2', '7/6', '8/5', '8/5'] -> 8/5 / ((3/2 - 7/6) / 1/5 - 8/5)
[688784] ['1/5', '3/2', '7/6', '8/5', '9/4'] -> (3/2 + 7/6 + 8/5 / 1/5) * 9/4
[688795] ['1/5', '3/2', '7/6', '8/9', '8/9'] -> 3/2 / (7/6 - 8/9) / 1/5 * 8/9
[688798] ['1/5', '3/2', '7/6', '8/9', '9/5'] -> 8/9 / (3/2 - 7/6) / 1/5 * 9/5
[688800] ['1/5', '3/2', '7/6', '8/9', '9/8'] -> 3/2 / (7/6 - 8/9) / 1/5 / 9/8
[688807] ['1/5', '3/2', '7/6', '9/4', '9/5'] -> (7/6 + 9/4 / 3/2) / 1/5 * 9/5
[688810] ['1/5', '3/2', '7/6', '9/5', '9/5'] -> ((7/6 + 9/5) / 1/5 - 3/2) * 9/5
[688812] ['1/5', '3/2', '7/6', '9/5', '9/8'] -> 9/5 / (3/2 - 7/6) / 1/5 / 9/8
[688834] ['1/5', '3/2', '7/8', '7/9', '9/5'] -> 9/5 / (1/5 * (3/2 - 7/8 / 7/9))
[688839] ['1/5', '3/2', '7/8', '8/3', '8/7'] -> 3/2 * 8/3 / 1/5 / 7/8 + 8/7
[688843] ['1/5', '3/2', '7/8', '8/3', '9/5'] -> 9/5 / (7/8 - 1/5 * 3/2 * 8/3)
[688845] ['1/5', '3/2', '7/8', '8/3', '9/8'] -> 9/8 / (1/5 * (3/2 - 7/8) / 8/3)
[688849] ['1/5', '3/2', '7/8', '8/5', '9/2'] -> 9/2 / ((1/5 + 3/2) / 8/5 - 7/8)
[688867] ['1/5', '3/2', '7/8', '9/2', '9/2'] -> 9/2 / (3/2 * (9/2 - 7/8 / 1/5))
[688868] ['1/5', '3/2', '7/8', '9/2', '9/4'] -> (3/2 + 9/2) / (1/5 / 7/8) - 9/4
[688873] ['1/5', '3/2', '7/8', '9/4', '9/5'] -> 9/5 / (1/5 + 9/4 - 3/2 - 7/8)
[688892] ['1/5', '3/2', '7/9', '8/3', '8/3'] -> 8/3 / (3/2 * 8/3 - 7/9 / 1/5)
[688916] ['1/5', '3/2', '7/9', '8/9', '8/9'] -> 8/9 / (1/5 * (7/9 - 8/9 / 3/2))
[688923] ['1/5', '3/2', '7/9', '9/2', '9/4'] -> 3/2 * 7/9 * 9/2 / 1/5 - 9/4
[688925] ['1/5', '3/2', '7/9', '9/2', '9/7'] -> (3/2 + 9/2 / 1/5) / 7/9 / 9/7
[688926] ['1/5', '3/2', '7/9', '9/2', '9/8'] -> (9/2 / 1/5 - 3/2) / 7/9 / 9/8
[688937] ['1/5', '3/2', '8/3', '8/3', '8/3'] -> 3/2 * 8/3 * 8/3 + 8/3 / 1/5
[688942] ['1/5', '3/2', '8/3', '8/3', '9/4'] -> (8/3 / 1/5 + 8/3) / 3/2 * 9/4
[688949] ['1/5', '3/2', '8/3', '8/5', '9/2'] -> 1/5 * 8/3 / (8/5 - 3/2) * 9/2
[688952] ['1/5', '3/2', '8/3', '8/5', '9/7'] -> 9/7 / (1/5 / (8/3 + 8/5 / 3/2))
[688954] ['1/5', '3/2', '8/3', '8/7', '8/7'] -> 3/2 * 8/3 * 8/7 / 1/5 + 8/7
[688963] ['1/5', '3/2', '8/3', '8/9', '9/4'] -> 3/2 * (8/3 + 8/9 / 1/5) * 9/4
[688969] ['1/5', '3/2', '8/3', '9/2', '9/5'] -> 9/5 / (1/5 - 3/2 / 8/3 / 9/2)
[688998] ['1/5', '3/2', '8/5', '8/9', '9/2'] -> 3/2 * (8/5 - 8/9) / 1/5 * 9/2
[689001] ['1/5', '3/2', '8/5', '8/9', '9/7'] -> 9/7 / (1/5 / (8/5 + 8/9) / 3/2)
[689008] ['1/5', '3/2', '8/5', '9/4', '9/4'] -> 8/5 / (9/4 - 3/2) / 1/5 * 9/4
[689011] ['1/5', '3/2', '8/5', '9/4', '9/8'] -> 3/2 * 8/5 * 9/4 / 1/5 / 9/8
[689012] ['1/5', '3/2', '8/5', '9/5', '9/5'] -> 9/5 / (1/5 * (3/2 - 9/5 / 8/5))
[689017] ['1/5', '3/2', '8/5', '9/8', '9/8'] -> 9/8 / (1/5 * (3/2 - 9/8) / 8/5)
[689022] ['1/5', '3/2', '8/7', '8/7', '9/5'] -> (8/7 + 8/7) * (3/2 + 9/5 / 1/5)
[689032] ['1/5', '3/2', '8/7', '9/2', '9/4'] -> (3/2 + 9/2) / 1/5 / 8/7 - 9/4
[689036] ['1/5', '3/2', '8/7', '9/4', '9/4'] -> 9/4 / (1/5 * (9/4 / 8/7 - 3/2))
[689049] ['1/5', '3/2', '8/9', '8/9', '9/5'] -> 3/2 * (8/9 + 8/9) / 1/5 * 9/5
[689053] ['1/5', '3/2', '8/9', '9/2', '9/4'] -> 8/9 * (3/2 / 1/5 + 9/2) * 9/4
[689061] ['1/5', '3/2', '8/9', '9/5', '9/5'] -> 9/5 / (9/5 - 1/5 / 8/9 - 3/2)
[689066] ['1/5', '3/2', '8/9', '9/8', '9/8'] -> 9/8 / (1/5 * (3/2 - 9/8 / 8/9))
[689069] ['1/5', '3/2', '9/2', '9/2', '9/5'] -> (3/2 + 9/2) * (9/2 - 1/5) - 9/5
[689073] ['1/5', '3/2', '9/2', '9/4', '9/5'] -> (3/2 + 9/2) / 1/5 / 9/4 * 9/5
[689075] ['1/5', '3/2', '9/2', '9/4', '9/8'] -> (3/2 / 1/5 + 9/2) * 9/4 / 9/8
[689080] ['1/5', '3/2', '9/2', '9/7', '9/8'] -> (9/2 / 1/5 - 3/2) * 9/7 / 9/8
[689082] ['1/5', '3/2', '9/4', '9/4', '9/4'] -> (9/4 + 9/4) / 1/5 + 9/4 / 3/2
[689094] ['1/5', '3/2', '9/5', '9/5', '9/8'] -> 3/2 * (9/5 + 9/5) / 1/5 / 9/8
[689101] ['1/5', '3/2', '9/8', '9/8', '9/8'] -> 9/8 / (3/2 - 9/8 * 9/8) / 1/5
[689107] ['1/5', '3/4', '3/4', '3/4', '4/5'] -> (1/5 + 3/4 / 3/4) / (4/5 - 3/4)
[689130] ['1/5', '3/4', '3/4', '3/4', '9/2'] -> ((9/2 - 3/4) / 1/5 - 3/4) / 3/4
[689137] ['1/5', '3/4', '3/4', '3/5', '3/8'] -> (3/4 + 3/5) / 1/5 / 3/4 / 3/8
[689149] ['1/5', '3/4', '3/4', '3/5', '6/5'] -> 3/5 / 1/5 / (3/4 - 3/4 / 6/5)
[689150] ['1/5', '3/4', '3/4', '3/5', '6/7'] -> 3/5 / 1/5 / (3/4 / 6/7 - 3/4)
[689155] ['1/5', '3/4', '3/4', '3/5', '7/6'] -> 3/5 / 1/5 / (3/4 * 7/6 - 3/4)
[689158] ['1/5', '3/4', '3/4', '3/5', '8/3'] -> (3/4 + 3/5) / 1/5 / 3/4 * 8/3
[689159] ['1/5', '3/4', '3/4', '3/5', '8/5'] -> 3/4 * 8/5 / (1/5 + 3/5 - 3/4)
[689166] ['1/5', '3/4', '3/4', '3/5', '9/8'] -> 3/5 / 1/5 / (9/8 - 3/4 / 3/4)
[689181] ['1/5', '3/4', '3/4', '3/7', '6/7'] -> 6/7 / 1/5 / (3/4 - 3/7 / 3/4)
[689200] ['1/5', '3/4', '3/4', '3/8', '4/5'] -> (3/4 / 3/4 + 4/5) / 1/5 / 3/8
[689206] ['1/5', '3/4', '3/4', '3/8', '5/6'] -> (3/4 + 3/4) / 1/5 / 3/8 / 5/6
[689209] ['1/5', '3/4', '3/4', '3/8', '5/9'] -> 3/4 / 1/5 / 3/4 / 3/8 / 5/9
[689215] ['1/5', '3/4', '3/4', '3/8', '7/5'] -> (3/4 + 3/4 * 7/5) / (1/5 * 3/8)
[689216] ['1/5', '3/4', '3/4', '3/8', '7/6'] -> 3/4 / 1/5 / 3/8 / (7/6 - 3/4)
[689259] ['1/5', '3/4', '3/4', '4/5', '4/9'] -> (3/4 + 1/5 / 4/9) / (4/5 - 3/4)
[689260] ['1/5', '3/4', '3/4', '4/5', '5/2'] -> 4/5 / (3/4 / 5/2 - 1/5 / 3/4)
[689263] ['1/5', '3/4', '3/4', '4/5', '5/6'] -> 4/5 / 1/5 / (3/4 / 3/4 - 5/6)
[689272] ['1/5', '3/4', '3/4', '4/5', '7/5'] -> (1/5 + 7/5) / ((4/5 - 3/4) / 3/4)
[689274] ['1/5', '3/4', '3/4', '4/5', '7/8'] -> 3/4 * 4/5 / 1/5 / (7/8 - 3/4)
[689276] ['1/5', '3/4', '3/4', '4/5', '8/3'] -> (3/4 / 3/4 + 4/5) / 1/5 * 8/3
[689281] ['1/5', '3/4', '3/4', '4/5', '9/4'] -> (3/4 + 1/5 * 9/4) / (4/5 - 3/4)
[689301] ['1/5', '3/4', '3/4', '4/7', '7/8'] -> 3/4 / (3/4 - 4/7) / 1/5 / 7/8
[689305] ['1/5', '3/4', '3/4', '4/7', '8/7'] -> 3/4 / (3/4 - 4/7) / 1/5 * 8/7
[689329] ['1/5', '3/4', '3/4', '4/9', '8/3'] -> 8/3 / 1/5 / (3/4 / 3/4 - 4/9)
[689330] ['1/5', '3/4', '3/4', '4/9', '8/5'] -> 8/5 / (3/4 * 4/9 - 1/5 / 3/4)
[689333] ['1/5', '3/4', '3/4', '4/9', '9/2'] -> 9/2 / 1/5 / (3/4 / 4/9 - 3/4)
[689338] ['1/5', '3/4', '3/4', '5/2', '5/2'] -> (5/2 + 5/2) / 1/5 - 3/4 / 3/4
