[26596] ['7/6', '6/5', '8/3', '8/3', '4'] -> ((8/3 + 8/3) * (7/6 + (4 / 6/5)))
[28237] ['7/8', '5/4', '9/7', '7/3', '6'] -> ((6 + (9/7 * 7/3)) / (5/4 - 7/8))
[28238] ['6/5', '6/5', '7/5', '7/4', '4'] -> (6/5 / (7/4 - (7/5 + (6/5 / 4))))
[28239] ['1/6', '1/2', '9/8', '8/7', '5'] -> ((5 / (1/6 * 8/7)) - (9/8 / 1/2))
[28240] ['3/8', '4/9', '7/9', '9/8', '3'] -> ((9/8 / ((3/8 + 4/9) - 7/9)) - 3)
[28241] ['3/8', '3/8', '5/8', '7/9', '4'] -> ((3/8 + 4) / (7/9 * (3/8 * 5/8)))
[28242] ['1/4', '5/8', '7/4', '2', '8/3'] -> ((7/4 - 5/8) * (8/3 / (1/4 / 2)))
[28243] ['1/6', '9/7', '9/5', '4', '9/2'] -> ((9/5 * 4) * ((9/2 / 9/7) - 1/6))
[28244] ['1/9', '1/6', '1/5', '9/8', '3'] -> ((3 + (1/9 / 1/5)) / (1/6 / 9/8))
[28245] ['2/7', '2/3', '7/5', '7/5', '8'] -> (8 / (7/5 - (2/3 + (2/7 * 7/5))))
[28246] ['2/9', '2/3', '7/9', '9/8', '5'] -> (9/8 * ((5 / 2/9) - (7/9 / 2/3)))
[28247] ['3/8', '4/9', '7/9', '8/7', '3'] -> (3 / (((4/9 / 7/9) / 8/7) - 3/8))
[28248] ['1/8', '4/9', '5/6', '9/7', '5'] -> ((((5 / 9/7) - 5/6) / 1/8) - 4/9)
[28249] ['7/8', '5/4', '9/7', '7/2', '6'] -> (7/2 * ((7/8 * 6) + (5/4 * 9/7)))
[28250] ['6/5', '6/5', '7/5', '9/4', '4'] -> (6/5 / (((4 - 9/4) / 7/5) - 6/5))
[28251] ['1/6', '3/8', '7/9', '7/6', '6'] -> ((6 - (1/6 - 7/6)) / (3/8 * 7/9))
[28252] ['1/6', '1/2', '9/8', '6/5', '5'] -> (1/2 / (((9/8 / 6/5) / 5) - 1/6))
[28253] ['2/7', '2/3', '7/5', '5/2', '8'] -> (8 / ((5/2 * (2/7 * 7/5)) - 2/3))
[28254] ['6/5', '6/5', '7/5', '7/3', '4'] -> (4 / (7/3 - ((6/5 + 7/5) / 6/5)))
[28255] ['4/9', '5/9', '7/6', '9/7', '4'] -> ((4 / (5/9 - 4/9)) / (7/6 * 9/7))
[28256] ['1/6', '9/7', '9/4', '8/3', '4'] -> (((9/4 * 8/3) / (1/6 * 9/7)) - 4)
[28257] ['1/9', '1/6', '1/5', '5/4', '3'] -> ((3 - (1/5 + (1/6 / 5/4))) / 1/9)
[28258] ['1/6', '1/2', '9/8', '9/7', '5'] -> (5 / ((9/8 / 9/7) - (1/6 + 1/2)))
[28259] ['6/5', '6/5', '7/5', '8/3', '4'] -> ((6/5 + 6/5) / ((4 / 8/3) - 7/5))
[28260] ['1/6', '3/8', '7/9', '6/5', '6'] -> ((6/5 / (3/8 * 7/9)) * (6 - 1/6))
[28261] ['1/4', '5/8', '9/5', '2', '8/3'] -> ((9/5 * 2) * (8/3 / (1/4 / 5/8)))
[28262] ['3/8', '4/9', '7/9', '9/7', '3'] -> ((3 + (7/9 * 9/7)) / (3/8 * 4/9))
[28263] ['4/9', '5/9', '7/6', '7/5', '4'] -> (4 / ((4/9 + 5/9) - (7/6 / 7/5)))
[28264] ['1/8', '4/9', '5/6', '8/5', '5'] -> (5 / (((4/9 / 5/6) / 8/5) - 1/8))
[28265] ['2/7', '2/3', '7/5', '7/2', '8'] -> ((7/2 - 2/7) * (8 * (2/3 * 7/5)))
[28266] ['6/5', '6/5', '7/5', '7/2', '4'] -> ((4 * (6/5 + 6/5)) / (7/5 / 7/2))
[28267] ['7/8', '5/4', '4/3', '8/5', '6'] -> ((5/4 / (7/8 - (4/3 / 8/5))) - 6)
[28268] ['2/9', '2/3', '7/9', '7/5', '5'] -> (5 * ((2/3 / 2/9) + (7/5 / 7/9)))
[28269] ['1/7', '1/2', '5/8', '5/6', '9'] -> ((9 + (1/2 / 1/7)) / (5/8 * 5/6))
[28270] ['2/7', '2/3', '7/5', '9/2', '8'] -> (9/2 * ((2/7 - 2/3) + (8 / 7/5)))
[28271] ['1/6', '3/8', '7/9', '5/4', '6'] -> ((7/9 / 1/6) + ((5/4 + 6) / 3/8))
[28272] ['1/4', '5/8', '9/5', '2', '7/2'] -> ((9/5 / 1/4) / (7/2 - (2 / 5/8)))
[28273] ['3/8', '4/9', '7/9', '7/5', '3'] -> ((7/9 / 7/5) * (3 / (4/9 - 3/8)))
[28274] ['9/5', '9/4', '5/2', '3', '9/2'] -> ((9/2 * (9/5 + 3)) / (9/4 / 5/2))
[28275] ['4/9', '5/9', '7/6', '8/5', '4'] -> (4 / ((4/9 - 7/6) + (5/9 * 8/5)))
[28276] ['7/8', '5/4', '4/3', '5/3', '6'] -> ((6 + (4/3 + 5/3)) / (5/4 - 7/8))
[28277] ['1/9', '1/6', '1/5', '8/5', '3'] -> (8/5 / ((1/9 / 1/6) - (1/5 * 3)))
[28278] ['1/8', '4/9', '5/6', '7/4', '5'] -> (((7/4 + (5/6 / 4/9)) / 1/8) - 5)
[28279] ['3/8', '3/8', '5/8', '9/7', '4'] -> ((3/8 + 4) * (9/7 / (3/8 * 5/8)))
[28280] ['1/6', '1/2', '9/8', '7/3', '5'] -> (5 / ((1/6 - 9/8) + (1/2 * 7/3)))
[28281] ['1/4', '5/8', '9/5', '2', '9/2'] -> ((2 + (9/2 / (5/8 * 9/5))) / 1/4)
[28282] ['2/7', '2/3', '3/2', '8/5', '8'] -> (((8 / (2/7 * 8/5)) - 3/2) / 2/3)
[28283] ['6/5', '6/5', '8/5', '7/3', '4'] -> (8/5 + ((6/5 + 6/5) * (7/3 * 4)))
[28284] ['1/2', '4/5', '6/7', '1', '7/4'] -> ((7/4 / ((6/7 / 4/5) - 1)) - 1/2)
[28285] ['2/9', '2/3', '7/9', '9/5', '5'] -> ((7/9 + (5 / 9/5)) / (2/9 * 2/3))
[28286] ['1/8', '4/9', '5/6', '9/5', '5'] -> ((5/6 / (1/8 * 4/9)) + (9/5 * 5))
[28287] ['4/9', '5/9', '7/6', '9/5', '4'] -> (4 / ((4/9 / 5/9) + (7/6 - 9/5)))
[28288] ['1/9', '1/6', '1/5', '7/4', '3'] -> (3 / ((1/6 / (1/5 - 1/9)) - 7/4))
[28289] ['9/5', '9/4', '8/3', '3', '7/2'] -> (8/3 / ((3 / 9/5) - (7/2 / 9/4)))
[28290] ['1/6', '9/7', '7/3', '7/2', '4'] -> ((9/7 + (7/2 / 1/6)) + (4 / 7/3))
[28291] ['2/9', '2/3', '7/9', '9/4', '5'] -> (((7/9 * 5) / (2/9 * 2/3)) - 9/4)
[28292] ['3/8', '3/8', '5/8', '9/5', '4'] -> ((4 + (3/8 + 5/8)) / (3/8 / 9/5))
[28293] ['7/8', '5/4', '4/3', '7/3', '6'] -> (4/3 * ((6 * (7/8 + 7/3)) - 5/4))
[28294] ['4/9', '5/9', '7/6', '9/4', '4'] -> (4 / ((5/9 / 4/9) + (7/6 - 9/4)))
[28295] ['1/9', '1/6', '1/5', '9/4', '3'] -> ((3 / (1/9 + 1/6)) / (1/5 * 9/4))
[28296] ['2/7', '2/3', '3/2', '9/5', '8'] -> (2/3 + (8 / (9/5 * (2/7 / 3/2))))
[28297] ['1/6', '3/8', '7/9', '5/3', '6'] -> (((7/9 / 1/6) - (5/3 - 6)) / 3/8)
[28298] ['3/8', '4/9', '7/9', '7/4', '3'] -> (((7/4 / 7/9) + (3 / 4/9)) / 3/8)
[28299] ['1/2', '4/5', '6/7', '1', '9/4'] -> (((1/2 + 1) / (6/7 - 4/5)) - 9/4)
[28300] ['1/8', '4/9', '5/6', '7/3', '5'] -> (((5 - (5/6 * 7/3)) / 1/8) - 4/9)
[28301] ['3/8', '3/8', '2/3', '2/3', '4'] -> (4 / (2/3 - (2/3 * (3/8 + 3/8))))
[28302] ['9/5', '9/4', '3', '7/2', '7/2'] -> ((9/4 / 9/5) + (7/2 * (3 + 7/2)))
[28303] ['1/4', '5/8', '2', '7/3', '7/3'] -> ((((2 + 7/3) / 1/4) - 7/3) / 5/8)
[28304] ['2/9', '2/3', '7/9', '5/2', '5'] -> (((7/9 / 2/9) + (5/2 * 5)) / 2/3)
[28305] ['1/7', '1/2', '5/8', '6/5', '9'] -> ((9 + (1/2 / 1/7)) / (5/8 / 6/5))
[28306] ['1/9', '1/6', '1/5', '8/3', '3'] -> (8/3 + ((3 + (1/9 / 1/5)) / 1/6))
[28307] ['1/2', '4/5', '6/7', '1', '7/3'] -> (6/7 / ((1 / (4/5 * 7/3)) - 1/2))
[28308] ['3/8', '4/9', '7/9', '9/4', '3'] -> (3 / (9/4 - (3/8 + (7/9 / 4/9))))
[28309] ['1/6', '3/8', '7/9', '9/5', '6'] -> ((7/9 + 6) / (3/8 - (1/6 / 9/5)))
[28310] ['6/5', '6/5', '5/3', '7/2', '4'] -> ((6/5 + (6/5 * 5/3)) * (7/2 + 4))
[28311] ['1/6', '9/7', '5/2', '7/2', '4'] -> (((5/2 + 7/2) / (1/6 * 9/7)) - 4)
[28312] ['1/6', '1/2', '8/7', '3/2', '5'] -> ((3/2 + 5) / ((1/2 / 8/7) - 1/6))
[28313] ['9/5', '7/3', '7/3', '8/3', '3'] -> (3 + ((9/5 * 7/3) * (7/3 + 8/3)))
[28314] ['3/8', '3/8', '2/3', '4/5', '4'] -> (4 / ((3/8 / 3/8) - (2/3 / 4/5)))
[28315] ['4/9', '5/9', '6/5', '3/2', '4'] -> (4 / ((5/9 / 6/5) - (4/9 / 3/2)))
[28316] ['1/2', '4/5', '6/7', '1', '5/2'] -> (4/5 / (1/2 - (1 / (6/7 * 5/2))))
[28317] ['7/8', '5/4', '7/5', '5/3', '6'] -> (5/4 + ((7/8 + 7/5) * (5/3 * 6)))
[28318] ['6/5', '6/5', '7/4', '7/4', '4'] -> ((6/5 * 4) / (6/5 - (7/4 / 7/4)))
[28319] ['1/6', '3/8', '7/9', '7/3', '6'] -> ((1/6 * 6) / (3/8 - (7/9 / 7/3)))
[28320] ['1/7', '1/2', '5/8', '4/3', '9'] -> (9 * ((1/2 / 1/7) - (5/8 * 4/3)))
[28321] ['9/5', '7/3', '7/3', '3', '7/2'] -> (9/5 * ((7/2 * (7/3 + 7/3)) - 3))
[28322] ['1/4', '5/8', '2', '7/3', '7/2'] -> ((7/2 / 7/3) / ((5/8 / 2) - 1/4))
[28323] ['2/7', '2/3', '8/5', '9/5', '8'] -> ((8/5 * 8) / ((2/3 / 2/7) - 9/5))
[28324] ['2/9', '2/3', '4/5', '6/7', '5'] -> ((2/3 + (5 * (4/5 / 6/7))) / 2/9)
[28325] ['1/6', '1/2', '8/7', '5/3', '5'] -> ((1/2 + (5 / 5/3)) / (1/6 / 8/7))
[28326] ['3/8', '3/8', '2/3', '8/7', '4'] -> (4 / ((3/8 + 3/8) - (2/3 / 8/7)))
[28327] ['1/6', '3/8', '7/9', '9/2', '6'] -> (((7/9 * 6) - (1/6 - 9/2)) / 3/8)
[28328] ['1/6', '9/7', '8/3', '4', '9/2'] -> (4 * ((9/2 / 9/7) - (1/6 - 8/3)))
[28329] ['1/7', '1/2', '5/8', '8/5', '9'] -> (8/5 + (9 / (5/8 * (1/7 + 1/2))))
[28330] ['1/2', '4/5', '6/7', '1', '8/3'] -> (6/7 / ((1 / (8/3 - 4/5)) - 1/2))
[28331] ['2/7', '2/3', '8/5', '9/4', '8'] -> ((8 / (8/5 * (2/7 * 2/3))) - 9/4)
[28332] ['3/8', '4/9', '4/5', '5/6', '3'] -> ((4/5 + 3) / ((4/9 / 5/6) - 3/8))
[28333] ['6/5', '6/5', '7/4', '7/3', '4'] -> ((6/5 / (7/3 - (4 / 7/4))) - 6/5)
[28334] ['1/9', '1/6', '2/9', '3/7', '3'] -> ((3/7 * (1/9 + 3)) / (2/9 - 1/6))
[28335] ['2/9', '2/3', '4/5', '7/8', '5'] -> ((2/3 + (4/5 * 5)) / (2/9 * 7/8))
[28336] ['1/6', '3/8', '4/5', '6/7', '6'] -> (6/7 * ((6 / (3/8 - 1/6)) - 4/5))
[28337] ['1/4', '2/3', '2/3', '4/5', '2'] -> (2 / ((1/4 + 2/3) - (2/3 / 4/5)))
[28338] ['1/9', '1/6', '2/9', '3/5', '3'] -> ((1/6 / 1/9) + (3 / (2/9 * 3/5)))
[28339] ['6/5', '6/5', '7/4', '8/3', '4'] -> (6/5 / ((4 * (6/5 / 8/3)) - 7/4))
[28340] ['9/5', '7/3', '8/3', '3', '7/2'] -> (3 + (9/5 * (7/3 + (8/3 * 7/2))))
[28341] ['2/9', '2/3', '4/5', '8/7', '5'] -> ((2/3 + (4/5 * 5)) / (2/9 / 8/7))
[28342] ['1/6', '1/2', '8/7', '7/3', '5'] -> (5 + ((1/2 + (8/7 * 7/3)) / 1/6))
[28343] ['4/9', '5/9', '5/4', '9/7', '4'] -> (((4/9 + 5/9) / (9/7 - 5/4)) - 4)
[28344] ['1/2', '4/5', '7/8', '7/8', '1'] -> (4/5 / (1/2 - (7/8 / (7/8 + 1))))
[28345] ['7/8', '5/4', '7/5', '9/2', '6'] -> (6 * (9/2 - ((7/8 / 5/4) / 7/5)))
[28346] ['9/5', '7/3', '8/3', '3', '9/2'] -> ((8/3 - (9/5 - 7/3)) * (3 + 9/2))
[28347] ['3/8', '4/9', '4/5', '8/9', '3'] -> (3 / (3/8 * (8/9 - (4/9 / 4/5))))
[28348] ['2/9', '2/3', '4/5', '9/7', '5'] -> (9/7 * (2/3 + (5 / (2/9 / 4/5))))
[28349] ['1/8', '4/9', '6/7', '9/7', '5'] -> (5 / (1/8 * (9/7 + (4/9 * 6/7))))
[28350] ['1/9', '1/6', '2/9', '9/8', '3'] -> (3 / (((1/9 + 1/6) / 2/9) - 9/8))
[28351] ['2/7', '2/3', '5/3', '5/3', '8'] -> ((8 / 2/7) - (5/3 + (2/3 + 5/3)))
[28352] ['3/8', '3/8', '2/3', '9/4', '4'] -> ((((9/4 + 4) / 2/3) - 3/8) / 3/8)
[28353] ['9/5', '5/2', '5/2', '5/2', '3'] -> ((5/2 * 3) * (5/2 - (9/5 - 5/2)))
[28354] ['1/7', '1/2', '2/3', '3/4', '9'] -> ((3/4 / (1/7 * 1/2)) + (9 / 2/3))
[28355] ['1/4', '2/3', '2/3', '6/5', '2'] -> (2/3 / (((2/3 / 6/5) / 2) - 1/4))
[28356] ['1/2', '4/5', '7/8', '1', '9/8'] -> ((9/8 / 1/2) / ((7/8 / 4/5) - 1))
[28357] ['6/5', '6/5', '7/3', '7/3', '4'] -> ((6/5 * 4) / (6/5 - (7/3 / 7/3)))
[28358] ['1/4', '2/3', '2/3', '5/4', '2'] -> (2 / ((1/4 + 2/3) - (2/3 * 5/4)))
[28359] ['3/8', '3/8', '5/7', '3/4', '4'] -> (((3/8 / 3/8) / (3/4 - 5/7)) - 4)
[28360] ['1/9', '1/6', '2/9', '9/7', '3'] -> ((3 - (1/9 - 2/9)) / (1/6 / 9/7))
[28361] ['1/7', '1/2', '2/3', '7/9', '9'] -> ((2/3 / (1/7 * 7/9)) + (9 / 1/2))
[28362] ['1/6', '1/2', '7/6', '7/6', '5'] -> ((5 / 1/2) + ((7/6 + 7/6) / 1/6))
[28363] ['1/8', '4/9', '6/7', '4/3', '5'] -> ((5 - (4/9 + (4/3 / 6/7))) / 1/8)
[28364] ['9/5', '5/2', '3', '7/2', '7/2'] -> (5/2 * ((9/5 * (7/2 + 7/2)) - 3))
[28365] ['4/9', '5/9', '5/4', '9/4', '4'] -> (((5/9 + 9/4) / (4/9 / 4)) - 5/4)
[28366] ['3/8', '4/9', '4/5', '4/3', '3'] -> ((4/3 + 3) / ((4/9 / 4/5) - 3/8))
[28367] ['7/8', '5/4', '8/5', '5/2', '6'] -> (6 / ((5/4 * (5/2 - 8/5)) - 7/8))
[28368] ['3/8', '3/8', '5/7', '5/6', '4'] -> (4 / ((5/6 / 5/7) - (3/8 / 3/8)))
[28369] ['1/9', '1/6', '2/9', '9/5', '3'] -> ((1/9 + 3) / (2/9 - (1/6 / 9/5)))
[28370] ['1/6', '4/3', '8/5', '7/4', '4'] -> (8/5 * ((4/3 / 1/6) + (7/4 * 4)))
[28371] ['6/5', '5/4', '5/4', '7/5', '4'] -> (4 / ((7/5 / 6/5) - (5/4 / 5/4)))
[28372] ['3/8', '4/9', '4/5', '7/4', '3'] -> ((7/4 / 3) / ((3/8 / 4/5) - 4/9))
[28373] ['4/9', '5/9', '5/4', '7/2', '4'] -> (4 * ((5/9 / 4/9) + (5/4 + 7/2)))
[28374] ['1/4', '2/3', '2/3', '7/4', '2'] -> (1/4 / (2/3 - (7/4 / (2/3 + 2))))
[28375] ['3/8', '3/8', '5/7', '6/7', '4'] -> (4 / ((3/8 / 3/8) - (5/7 / 6/7)))
[28376] ['2/7', '2/3', '9/5', '9/5', '8'] -> ((2/3 * 8) * ((9/5 / 2/7) - 9/5))
[28377] ['1/2', '4/5', '7/8', '1', '9/7'] -> ((7/8 / (9/7 - (1 / 4/5))) - 1/2)
[28378] ['1/6', '3/8', '4/5', '9/2', '6'] -> ((4/5 * ((6 / 1/6) - 3/8)) - 9/2)
[28379] ['7/8', '5/4', '5/3', '5/3', '6'] -> ((6 * (5/3 + (7/8 + 5/3))) - 5/4)
[28380] ['9/5', '8/3', '8/3', '3', '9/2'] -> ((3 / (9/5 - (9/2 / 8/3))) - 8/3)
[28381] ['3/8', '3/8', '5/7', '7/8', '4'] -> ((4 - (5/7 * 7/8)) / (3/8 * 3/8))
[28382] ['1/9', '1/6', '1/4', '3/7', '3'] -> (3 / (1/4 * (1/9 + (1/6 / 3/7))))
[28383] ['1/6', '1/2', '6/5', '9/7', '5'] -> ((6/5 + (5 / (1/2 + 9/7))) / 1/6)
[28384] ['1/6', '3/8', '5/6', '6/7', '6'] -> (6 / (6/7 * (5/6 - (1/6 + 3/8))))
[28385] ['3/8', '4/9', '4/5', '9/4', '3'] -> ((3 / (4/9 - 3/8)) / (4/5 * 9/4))
[28386] ['1/2', '4/5', '7/8', '1', '3/2'] -> (1 / ((1/2 / 4/5) - (7/8 / 3/2)))
[28387] ['9/5', '8/3', '3', '7/2', '7/2'] -> (8/3 / (((3 + 7/2) / 9/5) - 7/2))
[28388] ['2/9', '2/3', '5/6', '6/7', '5'] -> (2/3 / (2/9 - ((5/6 / 6/7) / 5)))
[28389] ['1/6', '4/3', '8/5', '7/2', '4'] -> (4/3 + (8/5 * (1/6 + (7/2 * 4))))
[28390] ['1/7', '1/2', '2/3', '4/3', '9'] -> ((4/3 + (2/3 / 1/7)) + (9 / 1/2))
[28391] ['1/2', '4/5', '7/8', '1', '5/3'] -> (1 / ((1/2 + 7/8) - (4/5 * 5/3)))
[28392] ['7/8', '5/4', '5/3', '9/2', '6'] -> ((6 - (5/3 / 5/4)) / (7/8 / 9/2))
[28393] ['3/8', '4/9', '4/5', '7/3', '3'] -> (((7/3 / 4/9) + (3 / 4/5)) / 3/8)
[28394] ['4/9', '5/9', '9/7', '3/2', '4'] -> (4 / ((3/2 / 9/7) - (4/9 + 5/9)))
[28395] ['3/8', '3/8', '5/7', '8/7', '4'] -> ((4 - (5/7 / 8/7)) / (3/8 * 3/8))
[28396] ['6/5', '5/4', '5/4', '7/3', '4'] -> (4 / ((5/4 * (7/3 - 6/5)) - 5/4))
[28397] ['1/2', '4/5', '7/8', '1', '7/4'] -> ((1/2 + 7/4) / ((7/8 / 4/5) - 1))
[28398] ['2/7', '2/3', '9/5', '7/2', '8'] -> ((2/3 + (2/7 * 7/2)) * (9/5 * 8))
[28399] ['3/8', '3/8', '5/7', '7/6', '4'] -> (4 / ((3/8 / 3/8) - (5/7 * 7/6)))
[28400] ['1/8', '4/9', '6/7', '5/2', '5'] -> (6/7 * ((5 / (4/9 / 5/2)) - 1/8))
[28401] ['9/5', '3', '7/2', '9/2', '9/2'] -> ((9/2 * (7/2 + (9/2 / 9/5))) - 3)
[28402] ['2/9', '2/3', '5/6', '7/5', '5'] -> (5 * ((7/5 / 2/9) - (2/3 + 5/6)))
[28403] ['7/8', '5/4', '9/5', '9/4', '6'] -> (6 / ((7/8 / 5/4) + (9/5 - 9/4)))
[28404] ['6/5', '5/4', '9/7', '4/3', '4'] -> (4 / (4/3 - ((6/5 * 5/4) / 9/7)))
[28405] ['2/7', '2/3', '9/4', '9/4', '8'] -> (8 * ((9/4 / (2/7 / 2/3)) - 9/4))
[28406] ['4/9', '5/9', '9/7', '7/4', '4'] -> ((5/9 / (7/4 - (4/9 + 9/7))) - 4)
[28407] ['7/8', '5/4', '9/5', '5/2', '6'] -> ((9/5 + (5/2 * 6)) / (7/8 / 5/4))
[28408] ['9/4', '9/4', '9/4', '3', '7/2'] -> ((7/2 * (3 + (9/4 + 9/4))) - 9/4)
[28409] ['3/8', '3/8', '5/7', '9/7', '4'] -> (4 / (3/8 - ((3/8 * 5/7) / 9/7)))
[28410] ['3/8', '4/9', '5/6', '6/7', '3'] -> ((3 / (3/8 * 6/7)) / (5/6 - 4/9))
[28411] ['2/9', '2/3', '5/6', '9/5', '5'] -> (((2/3 + 5) / 2/9) - (5/6 * 9/5))
[28412] ['1/4', '2/3', '5/7', '5/4', '2'] -> ((5/4 / (5/7 - 2/3)) - (1/4 + 2))
[28413] ['1/8', '4/9', '6/7', '9/2', '5'] -> (((5 / 6/7) - 9/2) / (1/8 * 4/9))
[28414] ['9/4', '9/4', '9/4', '3', '9/2'] -> (9/2 / ((9/4 + 3) - (9/4 * 9/4)))
[28415] ['2/7', '2/3', '9/4', '7/2', '8'] -> ((9/4 * 7/2) * (8 * (2/3 - 2/7)))
[28416] ['1/6', '4/3', '9/5', '7/2', '4'] -> (9/5 * ((4 * (1/6 + 7/2)) - 4/3))
[28417] ['1/2', '4/5', '7/8', '1', '8/3'] -> ((1 / (1/2 * (7/8 - 4/5))) - 8/3)
[28418] ['3/8', '4/9', '5/6', '7/8', '3'] -> (3 / ((3/8 * 4/9) + (5/6 - 7/8)))
[28419] ['9/4', '9/4', '7/3', '7/3', '3'] -> (3 + ((9/4 + 9/4) * (7/3 + 7/3)))
[28420] ['1/8', '4/9', '7/8', '7/8', '5'] -> ((5 + (7/8 + 7/8)) / (1/8 / 4/9))
[28421] ['4/9', '5/9', '9/7', '9/4', '4'] -> ((4/9 / ((9/7 / 9/4) - 5/9)) - 4)
[28422] ['9/4', '9/4', '3', '7/2', '7/2'] -> (3 * ((9/4 / 9/4) + (7/2 + 7/2)))
[28423] ['1/4', '2/3', '5/7', '3/2', '2'] -> ((2 / (1/4 + 3/2)) / (5/7 - 2/3))
[28424] ['4/9', '5/9', '9/7', '7/3', '4'] -> ((7/3 * (4/9 + 4)) / (5/9 / 9/7))
[28425] ['6/5', '5/4', '9/7', '9/5', '4'] -> ((9/5 / (9/7 * (5/4 - 6/5))) - 4)
[28426] ['3/8', '4/9', '5/6', '7/6', '3'] -> ((3 / (3/8 / 7/6)) / (5/6 - 4/9))
[28427] ['1/6', '1/2', '9/7', '4/3', '5'] -> ((1/2 * 4/3) + (5 / (1/6 * 9/7)))
[28428] ['9/4', '7/3', '7/3', '5/2', '3'] -> (3 * ((9/4 * (7/3 + 7/3)) - 5/2))
[28429] ['2/9', '2/3', '6/7', '8/9', '5'] -> (2/3 + ((8/9 * 5) / (2/9 * 6/7)))
[28430] ['1/9', '1/6', '2/7', '2/7', '3'] -> ((3 - (2/7 + (1/6 * 2/7))) / 1/9)
[28431] ['1/6', '3/8', '6/7', '7/5', '6'] -> ((6 / (3/8 - 1/6)) / (6/7 * 7/5))
[28432] ['9/4', '7/3', '7/3', '3', '7/2'] -> ((7/3 * 3) / (7/2 * (7/3 - 9/4)))
[28433] ['2/9', '2/3', '6/7', '9/8', '5'] -> (2/3 + (5 / (9/8 * (2/9 * 6/7))))
[28434] ['7/8', '9/7', '9/7', '9/7', '6'] -> (6 / (7/8 * (9/7 - (9/7 / 9/7))))
[28435] ['1/4', '2/3', '5/7', '9/5', '2'] -> ((9/5 + (2 / (2/3 * 5/7))) / 1/4)
[28436] ['1/9', '1/6', '2/7', '3/8', '3'] -> (((3 / 2/7) - (1/6 / 1/9)) / 3/8)
[28437] ['6/5', '5/4', '9/7', '7/3', '4'] -> ((9/7 / (5/4 - 6/5)) - (4 / 7/3))
[28438] ['1/6', '1/2', '9/7', '5/3', '5'] -> (((1/2 + 5) / (1/6 * 9/7)) - 5/3)
[28439] ['4/9', '5/9', '9/7', '7/2', '4'] -> (4 * ((7/2 * (5/9 + 9/7)) - 4/9))
[28440] ['9/4', '7/3', '7/3', '3', '9/2'] -> ((9/4 * (7/3 + 7/3)) + (3 * 9/2))
[28441] ['1/6', '3/8', '6/7', '8/5', '6'] -> (((6 / (6/7 * 8/5)) - 3/8) / 1/6)
[28442] ['1/6', '7/5', '3/2', '7/4', '4'] -> (4 * ((7/4 / (1/6 * 7/5)) - 3/2))
[28443] ['7/8', '9/7', '9/7', '4/3', '6'] -> (((9/7 / (4/3 - 9/7)) - 6) / 7/8)
[28444] ['1/4', '2/3', '5/7', '2', '7/3'] -> (1/4 / (2/3 - (2 / (5/7 + 7/3))))
[28445] ['1/6', '7/5', '3/2', '9/5', '4'] -> (((7/5 / 1/6) / (9/5 - 3/2)) - 4)
[28446] ['3/8', '3/8', '5/7', '7/3', '4'] -> (((4 / 3/8) - (5/7 * 7/3)) / 3/8)
[28447] ['9/4', '5/2', '5/2', '5/2', '3'] -> ((3 * (5/2 + (5/2 * 5/2))) - 9/4)
[28448] ['1/6', '3/8', '6/7', '9/5', '6'] -> ((9/5 / (3/8 / 6/7)) * (6 - 1/6))
[28449] ['3/8', '4/9', '5/6', '9/5', '3'] -> ((5/6 / (3/8 * 4/9)) * (9/5 + 3))
[28450] ['2/9', '2/3', '6/7', '4/3', '5'] -> (((5 / 6/7) - (2/3 / 4/3)) / 2/9)
[28451] ['2/7', '5/7', '5/7', '4/5', '8'] -> ((8 - (4/5 * (5/7 + 5/7))) / 2/7)
[28452] ['1/6', '1/2', '9/7', '8/3', '5'] -> ((8/3 * 5) / (1/6 + (1/2 / 9/7)))
[28453] ['6/5', '5/4', '4/3', '3/2', '4'] -> ((4/3 / (5/4 - 6/5)) - (4 / 3/2))
[28454] ['7/8', '9/7', '9/7', '5/3', '6'] -> ((9/7 / (9/7 - 7/8)) * (5/3 + 6))
[28455] ['3/8', '3/8', '5/7', '8/3', '4'] -> ((4 / ((3/8 / 5/7) - 3/8)) - 8/3)
[28456] ['1/7', '1/2', '3/4', '7/6', '9'] -> (9 / (1/2 - (7/6 * (1/7 * 3/4))))
[28457] ['2/9', '2/3', '6/7', '7/5', '5'] -> (((5 * (6/7 * 7/5)) - 2/3) / 2/9)
[28458] ['1/8', '4/9', '7/8', '8/5', '5'] -> ((5 / (4/9 / 8/5)) / (7/8 - 1/8))
[28459] ['1/9', '1/6', '2/7', '2/3', '3'] -> (3 / ((1/9 / (2/3 - 2/7)) - 1/6))
[28460] ['1/2', '4/5', '8/9', '1', '8/5'] -> (4/5 / ((8/9 * (8/5 - 1)) - 1/2))
[28461] ['3/8', '3/8', '5/7', '7/2', '4'] -> ((5/7 + (3/8 / 3/8)) * (7/2 * 4))
[28462] ['7/8', '9/7', '9/7', '7/4', '6'] -> (6 * (7/4 + (7/8 * (9/7 + 9/7))))
[28463] ['3/8', '4/9', '6/7', '7/8', '3'] -> ((3 / (3/8 * 4/9)) / (6/7 * 7/8))
[28464] ['2/7', '5/7', '5/7', '7/8', '8'] -> ((8 - ((5/7 / 5/7) / 7/8)) / 2/7)
