[230491] ['7/8', '8/5', '5/3', '7/2', '8'] -> (5/3 * (8 + (7/2 / (7/8 / 8/5))))
[232167] ['9/8', '9/7', '9/4', '5/2', '9'] -> (9 / ((9/8 - 5/2) + (9/4 / 9/7)))
[232168] ['2/9', '2/9', '1', '7/6', '4/3'] -> ((1 + (4/3 / (2/9 * 2/9))) / 7/6)
[232169] ['2/5', '5/9', '7/9', '8/7', '6'] -> ((7/9 * 8/7) * (6 / (2/5 * 5/9)))
[232170] ['3/7', '5/6', '6/7', '3/2', '7'] -> (3/7 * ((3/2 / (6/7 - 5/6)) - 7))
[232171] ['8/9', '8/7', '5/4', '3/2', '8'] -> (((8 / (8/7 - 8/9)) - 3/2) / 5/4)
[232172] ['2/9', '2/9', '1', '7/6', '7/5'] -> (((1 / 2/9) + (7/6 / 7/5)) / 2/9)
[232173] ['1/7', '5/7', '1', '7/6', '5/3'] -> ((5/7 + 1) / (1/7 * (5/3 - 7/6)))
[232174] ['9/8', '9/7', '7/3', '5/2', '9'] -> (9 / ((9/8 * 9/7) - (5/2 / 7/3)))
[232175] ['1/6', '2/5', '5/8', '7/4', '7'] -> (2/5 / ((1/6 / 5/8) - (7/4 / 7)))
[232176] ['1/8', '2/5', '6/7', '9/8', '9'] -> (9 * ((9/8 / 2/5) - (1/8 / 6/7)))
[232177] ['3/7', '5/6', '6/7', '8/5', '7'] -> (7 / ((3/7 / 8/5) - (5/6 - 6/7)))
[232178] ['5/6', '5/6', '6/5', '2', '9/2'] -> ((6/5 + 2) * (9/2 * (5/6 + 5/6)))
[232179] ['1/7', '5/7', '1', '7/6', '7/4'] -> ((1/7 + 1) / (5/7 - (7/6 / 7/4)))
[232180] ['2/9', '2/9', '1', '7/6', '3/2'] -> (((7/6 + (1 / 2/9)) / 2/9) - 3/2)
[232181] ['5/6', '5/6', '5/4', '5/4', '2'] -> (2 / (((5/6 + 5/6) / 5/4) - 5/4))
[232182] ['1/8', '2/5', '6/7', '8/7', '9'] -> (9 + ((6/7 / 8/7) / (1/8 * 2/5)))
[232183] ['1/9', '1/8', '2/5', '7/9', '2'] -> (2 / (2/5 * (1/9 + (1/8 * 7/9))))
[232184] ['8/7', '8/7', '8/7', '7/3', '5'] -> (7/3 * ((5 * (8/7 + 8/7)) - 8/7))
[232185] ['1/6', '2/5', '5/8', '9/4', '7'] -> ((9/4 + (7 * (2/5 * 5/8))) / 1/6)
[232186] ['3/7', '5/6', '6/7', '5/3', '7'] -> ((5/3 + ((6/7 + 7) / 3/7)) / 5/6)
[232187] ['8/9', '8/7', '5/4', '5/3', '8'] -> ((5/3 + (8 / 8/7)) / (5/4 - 8/9))
[232188] ['2/9', '2/9', '1', '7/6', '8/5'] -> (((1 / 2/9) - 7/6) / (2/9 / 8/5))
[232189] ['3/8', '8/7', '5/4', '8/5', '8'] -> (((5/4 * 8/5) + (8 / 8/7)) / 3/8)
[232190] ['9/8', '9/7', '5/2', '8/3', '9'] -> (9/7 * (9 + (8/3 * (9/8 + 5/2))))
[232191] ['8/7', '8/7', '8/7', '8/3', '5'] -> (8/7 / (5 - (8/3 + (8/7 + 8/7))))
[232192] ['1/6', '2/5', '5/8', '8/3', '7'] -> (((1/6 - 8/3) + (7 / 2/5)) / 5/8)
[232193] ['2/9', '2/9', '1', '7/6', '5/3'] -> (((5/3 / 2/9) - (1 + 7/6)) / 2/9)
[232194] ['8/9', '8/7', '5/4', '9/4', '8'] -> (8 * (5/4 + (9/4 * (8/9 / 8/7))))
[232195] ['1/8', '2/5', '6/7', '5/4', '9'] -> (6/7 * ((9 / (2/5 / 5/4)) - 1/8))
[232196] ['1/7', '5/7', '1', '7/6', '7/3'] -> ((5/7 + 1) * (7/3 / (1/7 * 7/6)))
[232197] ['2/5', '5/9', '7/9', '9/5', '6'] -> ((9/5 - 5/9) * (6 / (2/5 * 7/9)))
[232198] ['1/5', '2/5', '4/9', '9/5', '2'] -> ((2/5 + (9/5 * (4/9 + 2))) / 1/5)
[232199] ['1/2', '5/9', '6/5', '7/2', '6'] -> (5/9 * (6/5 + (6 / (1/2 / 7/2))))
[232200] ['1/8', '2/5', '6/7', '9/7', '9'] -> ((9 - (9/7 / 6/7)) / (1/8 / 2/5))
[232201] ['1/5', '2/5', '4/9', '2', '9/4'] -> ((2 / (1/5 * 2/5)) - (4/9 * 9/4))
[232202] ['8/9', '8/7', '5/4', '7/3', '8'] -> ((8/9 + (8/7 * 7/3)) * (8 - 5/4))
[232203] ['1/9', '1/8', '2/5', '8/9', '2'] -> (((8/9 / 1/9) - (2 / 2/5)) / 1/8)
[232204] ['5/6', '5/6', '5/4', '2', '9/4'] -> (2 / ((5/6 - 9/4) + (5/4 / 5/6)))
[232205] ['1/2', '5/9', '6/5', '9/2', '6'] -> ((9/2 / (1/2 / 5/9)) * (6 - 6/5))
[232206] ['1/8', '2/5', '6/7', '4/3', '9'] -> (4/3 * (6/7 + (9 / (1/8 + 2/5))))
[232207] ['1/7', '5/7', '1', '7/6', '8/3'] -> ((5/7 + (1 / 1/7)) * (7/6 * 8/3))
[232208] ['5/6', '5/6', '5/4', '2', '7/3'] -> (2 / (7/3 - (5/4 + (5/6 / 5/6))))
[232209] ['9/8', '9/7', '7/2', '9/2', '9'] -> ((9/2 + 9) / (7/2 * (9/7 - 9/8)))
[232210] ['1/9', '1/8', '2/5', '9/8', '2'] -> ((2/5 + 2) * ((9/8 / 1/9) - 1/8))
[232211] ['1/4', '5/8', '8/7', '7/4', '3'] -> (3 / (5/8 - (7/4 * (1/4 * 8/7))))
[232212] ['3/4', '3/4', '4/5', '7/6', '6'] -> ((6 / (3/4 * 4/5)) / (7/6 - 3/4))
[232213] ['8/7', '8/7', '7/6', '5/4', '5'] -> (5 / (5/4 * (7/6 - (8/7 / 8/7))))
[232214] ['3/8', '8/7', '5/4', '9/2', '8'] -> ((8/7 * 9/2) * (8 - (5/4 / 3/8)))
[232215] ['9/8', '9/7', '9/2', '9/2', '9'] -> (((9 / (9/7 / 9/2)) - 9/2) / 9/8)
[232216] ['3/4', '3/4', '4/5', '5/4', '6'] -> ((6 / 5/4) / ((3/4 / 3/4) - 4/5))
[232217] ['1/9', '1/8', '2/5', '8/7', '2'] -> (((2 / (1/8 + 2/5)) - 8/7) / 1/9)
[232218] ['8/7', '8/7', '7/6', '9/7', '5'] -> (5 / ((8/7 * 7/6) - (9/7 / 8/7)))
[232219] ['3/8', '8/7', '9/7', '9/7', '8'] -> (8 * ((3/8 * 8/7) + (9/7 + 9/7)))
[232220] ['2/5', '5/9', '7/9', '9/2', '6'] -> ((9/2 - (5/9 / 2/5)) / (7/9 / 6))
[232221] ['3/7', '5/6', '7/8', '8/7', '7'] -> (7 / ((5/6 / (8/7 - 3/7)) - 7/8))
[232222] ['8/9', '8/7', '9/7', '9/7', '8'] -> (8/7 + ((8/9 + 8) * (9/7 + 9/7)))
[232223] ['2/5', '5/9', '4/5', '5/6', '6'] -> ((6 - (4/5 * 5/6)) / (2/5 * 5/9))
[232224] ['3/4', '3/4', '4/5', '4/3', '6'] -> ((6 / 4/3) / ((3/4 / 4/5) - 3/4))
[232225] ['3/7', '5/6', '7/8', '6/5', '7'] -> ((3/7 * 7) / ((5/6 * 6/5) - 7/8))
[232226] ['1/5', '2/5', '1/2', '5/7', '2'] -> (((2 / 5/7) - 2/5) / (1/5 * 1/2))
[232227] ['1/8', '2/5', '6/7', '9/5', '9'] -> ((9/5 + 9) / (6/7 * (1/8 + 2/5)))
[232228] ['2/9', '2/9', '1', '6/5', '6/5'] -> ((1 + (6/5 / 2/9)) / (2/9 * 6/5))
[232229] ['1/2', '5/9', '9/7', '7/5', '6'] -> (7/5 * ((9/7 / (5/9 - 1/2)) - 6))
[232230] ['1/9', '1/8', '2/5', '9/7', '2'] -> (2 / (2/5 * (1/9 + (1/8 / 9/7))))
[232231] ['9/8', '4/3', '4/3', '9/5', '9'] -> (9 / ((4/3 / 4/3) - (9/8 / 9/5)))
[232232] ['1/4', '5/8', '8/7', '8/3', '3'] -> (8/7 / ((8/3 / (1/4 + 5/8)) - 3))
[232233] ['3/7', '5/6', '7/8', '5/4', '7'] -> (7 / ((5/6 / 5/4) - (3/7 * 7/8)))
[232234] ['8/9', '8/7', '9/7', '3/2', '8'] -> (8 / (8/9 * (3/2 - (9/7 / 8/7))))
[232235] ['2/5', '5/9', '4/5', '7/8', '6'] -> (6 / (5/9 * (4/5 - (2/5 * 7/8))))
[232236] ['1/4', '5/8', '8/7', '3', '7/2'] -> (7/2 * ((3 / (5/8 - 1/4)) - 8/7))
[232237] ['9/8', '4/3', '4/3', '7/2', '9'] -> ((4/3 * 9) * (7/2 - (9/8 * 4/3)))
[232238] ['1/8', '2/5', '6/7', '9/4', '9'] -> (6/7 * (((9/4 + 9) / 2/5) - 1/8))
[232239] ['1/9', '1/8', '2/5', '7/5', '2'] -> (((2/5 / 1/9) + (7/5 - 2)) / 1/8)
[232240] ['3/7', '5/6', '7/8', '9/7', '7'] -> (7 / ((3/7 / 9/7) + (5/6 - 7/8)))
[232241] ['8/7', '8/7', '7/6', '9/5', '5'] -> ((7/6 * 9/5) * (5 * (8/7 + 8/7)))
[232242] ['1/7', '5/7', '1', '6/5', '7/4'] -> ((6/5 / 1/7) / (7/4 - (1 / 5/7)))
[232243] ['3/7', '5/6', '7/8', '7/5', '7'] -> ((7/5 + (7 / (3/7 * 5/6))) / 7/8)
[232244] ['1/2', '5/9', '9/7', '7/4', '6'] -> (6 / ((7/4 / 9/7) - (5/9 / 1/2)))
[232245] ['9/8', '4/3', '7/5', '5/3', '9'] -> (9 / ((7/5 / 4/3) - (9/8 / 5/3)))
[232246] ['3/4', '3/4', '4/5', '7/2', '6'] -> ((4/5 * 6) * (7/2 + (3/4 + 3/4)))
[232247] ['2/5', '5/9', '4/5', '7/6', '6'] -> (((7/6 / 5/9) + (6 / 4/5)) / 2/5)
[232248] ['3/8', '8/7', '4/3', '7/5', '8'] -> (7/5 * (8/7 + (8 / (3/8 * 4/3))))
[232249] ['8/9', '8/7', '9/7', '9/5', '8'] -> ((9/7 + 9/5) / (8/7 / (8/9 + 8)))
[232250] ['8/7', '8/7', '7/6', '9/4', '5'] -> ((5 / ((8/7 * 7/6) - 8/7)) - 9/4)
[232251] ['3/7', '5/6', '7/8', '8/5', '7'] -> (8/5 + (7 / (7/8 * (3/7 * 5/6))))
[232252] ['1/9', '1/8', '2/5', '7/4', '2'] -> ((2 / (1/9 * 2/5)) / (1/8 + 7/4))
[232253] ['8/7', '8/7', '7/6', '5/2', '5'] -> ((8/7 * 5/2) / (5 * (7/6 - 8/7)))
[232254] ['5/6', '5/6', '9/7', '2', '9/4'] -> (2 / ((9/4 / 9/7) - (5/6 + 5/6)))
[232255] ['2/5', '5/9', '4/5', '9/7', '6'] -> ((4/5 / 9/7) * (6 / (5/9 - 2/5)))
[232256] ['3/7', '5/6', '7/8', '7/4', '7'] -> (7 / ((3/7 * (7/8 + 7/4)) - 5/6))
[232257] ['1/6', '2/5', '5/7', '3/4', '7'] -> (2/5 / (1/6 - (3/4 / (5/7 * 7))))
[232258] ['1/4', '5/8', '7/6', '7/5', '3'] -> (((7/5 / 7/6) + (3 / 5/8)) / 1/4)
[232259] ['3/4', '3/4', '5/6', '6/5', '6'] -> ((6 / 5/6) / ((3/4 + 3/4) - 6/5))
[232260] ['1/5', '2/5', '1/2', '7/4', '2'] -> ((1/2 + (2 * (2/5 + 7/4))) / 1/5)
[232261] ['8/9', '8/7', '4/3', '3/2', '8'] -> ((3/2 + (4/3 / 8/7)) / (8/9 / 8))
[232262] ['1/4', '5/8', '7/6', '8/5', '3'] -> (8/5 + ((7/6 * 3) / (1/4 * 5/8)))
[232263] ['1/2', '5/9', '9/7', '5/2', '6'] -> (6 * (1/2 + (5/2 / (5/9 * 9/7))))
[232264] ['5/6', '5/6', '9/7', '2', '8/3'] -> (8/3 / ((5/6 + 5/6) - (2 / 9/7)))
[232265] ['9/8', '4/3', '7/5', '7/2', '9'] -> ((9/8 * 4/3) + (9 / (7/5 / 7/2)))
[232266] ['1/5', '2/5', '1/2', '2', '7/3'] -> ((2/5 * 2) / (1/2 - (1/5 * 7/3)))
[232267] ['1/4', '5/8', '7/6', '7/4', '3'] -> ((3 / 7/6) / ((5/8 / 7/4) - 1/4))
[232268] ['1/6', '2/5', '5/7', '4/5', '7'] -> ((7 * ((5/7 / 1/6) - 4/5)) - 2/5)
[232269] ['3/7', '5/6', '7/8', '7/3', '7'] -> (((5/6 / 7/8) + (7/3 + 7)) / 3/7)
[232270] ['9/8', '4/3', '7/5', '9/2', '9'] -> ((9 / (9/8 + 9/2)) / (7/5 - 4/3))
[232271] ['3/8', '8/7', '4/3', '9/2', '8'] -> (3/8 + ((9/2 * 8) / (8/7 * 4/3)))
[232272] ['1/6', '2/5', '5/7', '5/6', '7'] -> (((7 / 5/7) - (1/6 / 5/6)) / 2/5)
[232273] ['1/8', '2/5', '7/8', '8/7', '9'] -> (8/7 + ((9 + (1/8 / 7/8)) / 2/5))
[232274] ['1/4', '5/8', '7/6', '9/5', '3'] -> (9/5 * (((5/8 + 3) / 1/4) - 7/6))
[232275] ['1/5', '2/5', '5/9', '5/9', '2'] -> ((2 / (1/5 * 2/5)) - (5/9 / 5/9))
[232276] ['8/9', '8/7', '4/3', '5/2', '8'] -> (((5/2 * 8) - 4/3) / (8/9 / 8/7))
[232277] ['1/2', '5/9', '9/7', '9/2', '6'] -> (1/2 + (9/2 * (5/9 + (6 / 9/7))))
[232278] ['3/8', '8/7', '7/5', '7/5', '8'] -> (8 * ((3/8 + 7/5) + (7/5 / 8/7)))
[232279] ['8/7', '8/7', '6/5', '4/3', '5'] -> (5 * ((8/7 / (4/3 - 8/7)) - 6/5))
[232280] ['1/8', '2/5', '7/8', '7/6', '9'] -> (9 + ((7/8 / 7/6) / (1/8 * 2/5)))
[232281] ['1/6', '2/5', '5/7', '7/8', '7'] -> (7 / (7/8 - ((1/6 / 2/5) / 5/7)))
[232282] ['9/8', '4/3', '8/5', '5/3', '9'] -> ((4/3 * 5/3) * (9 + (9/8 * 8/5)))
[232283] ['8/9', '8/7', '4/3', '7/2', '8'] -> (((8/7 * 7/2) - 4/3) / (8/9 / 8))
[232284] ['8/7', '8/7', '6/5', '7/5', '5'] -> ((5 / (7/5 - 6/5)) - (8/7 / 8/7))
[232285] ['1/7', '5/7', '1', '5/4', '8/5'] -> ((5/7 + 1) * (8/5 / (1/7 / 5/4)))
[232286] ['3/8', '8/7', '7/5', '5/3', '8'] -> ((5/3 * (8/7 * 7/5)) + (8 / 3/8))
[232287] ['1/9', '1/8', '2/5', '2', '9/2'] -> (9/2 / (1/9 * (2 - (1/8 / 2/5))))
[232288] ['1/8', '2/5', '7/8', '4/3', '9'] -> ((9 + (7/8 / (1/8 + 4/3))) / 2/5)
[232289] ['3/7', '5/6', '7/8', '7/2', '7'] -> (7 / ((3/7 * (7/2 - 7/8)) - 5/6))
[232290] ['5/6', '5/6', '4/3', '2', '9/4'] -> (2 / ((5/6 / 5/6) + (4/3 - 9/4)))
[232291] ['1/4', '5/8', '6/5', '4/3', '3'] -> (4/3 * ((3 / (1/4 * 5/8)) - 6/5))
[232292] ['1/7', '5/7', '1', '5/4', '7/4'] -> ((5/7 + 1) / (1/7 * (7/4 - 5/4)))
[232293] ['3/4', '3/4', '6/7', '6/5', '6'] -> (6 / ((3/4 / 6/7) - (3/4 / 6/5)))
[232294] ['3/8', '8/7', '7/5', '9/5', '8'] -> ((8 / (3/8 * 8/7)) / (7/5 / 9/5))
[232295] ['2/5', '5/9', '5/6', '7/8', '6'] -> ((6 / 2/5) / ((5/6 / 5/9) - 7/8))
[232296] ['5/6', '5/6', '4/3', '2', '8/3'] -> (4/3 / ((2 / 8/3) - (5/6 * 5/6)))
[232297] ['1/2', '5/9', '7/5', '3/2', '6'] -> (6 * ((3/2 / (1/2 * 5/9)) - 7/5))
[232298] ['1/9', '1/8', '3/7', '1/2', '2'] -> (1/2 / (3/7 * (1/9 - (1/8 / 2))))
[232299] ['8/7', '8/7', '6/5', '7/4', '5'] -> ((6/5 * 7/4) * (5 * (8/7 + 8/7)))
[232300] ['1/5', '2/5', '5/9', '5/6', '2'] -> ((2/5 + (2 / 5/9)) / (1/5 * 5/6))
[232301] ['9/8', '4/3', '8/5', '7/2', '9'] -> (9/8 * (4/3 + (8/5 * (7/2 + 9))))
[232302] ['1/6', '2/5', '5/7', '5/4', '7'] -> ((2/5 * 5/7) / ((5/4 / 7) - 1/6))
[232303] ['1/9', '1/8', '3/7', '5/9', '2'] -> ((2 + (5/9 / 1/9)) / (1/8 / 3/7))
[232304] ['3/8', '8/7', '7/5', '5/2', '8'] -> (5/2 * ((3/8 + 8) + (7/5 / 8/7)))
[232305] ['1/4', '5/8', '6/5', '7/3', '3'] -> (7/3 / ((5/8 / (3 - 6/5)) - 1/4))
[232306] ['1/7', '5/7', '1', '5/4', '5/2'] -> ((5/7 + 1) * (5/2 / (1/7 * 5/4)))
[232307] ['2/5', '5/9', '5/6', '6/5', '6'] -> ((5/6 + (6 / (2/5 * 6/5))) / 5/9)
[232308] ['8/7', '8/7', '6/5', '9/4', '5'] -> ((5 / (8/7 - (8/7 / 6/5))) - 9/4)
[232309] ['8/9', '8/7', '7/5', '9/5', '8'] -> (7/5 * (8/7 + (9/5 * (8/9 + 8))))
[232310] ['1/6', '2/5', '5/7', '9/7', '7'] -> (((5/7 * (2/5 + 7)) - 9/7) / 1/6)
[232311] ['1/5', '2/5', '5/9', '7/8', '2'] -> ((2 / 5/9) / ((2/5 * 7/8) - 1/5))
[232312] ['1/4', '5/8', '5/4', '9/7', '3'] -> (3 / (5/4 - (9/7 * (1/4 + 5/8))))
[232313] ['8/7', '8/7', '6/5', '7/3', '5'] -> ((8/7 / 5) / ((8/7 + 6/5) - 7/3))
[232314] ['2/5', '5/9', '5/6', '9/7', '6'] -> ((5/9 + (6 / 2/5)) / (5/6 / 9/7))
[232315] ['2/9', '2/9', '1', '5/4', '5/2'] -> ((1 / (2/9 * 2/9)) + (5/4 + 5/2))
[232316] ['1/5', '2/5', '5/9', '9/8', '2'] -> ((1/5 + 2/5) / ((9/8 / 5/9) - 2))
[232317] ['3/4', '3/4', '6/7', '5/2', '6'] -> ((6/7 + 6) * (5/2 + (3/4 / 3/4)))
[232318] ['1/6', '2/5', '5/7', '4/3', '7'] -> (5/7 * (((7 - 4/3) / 1/6) - 2/5))
[232319] ['8/7', '8/7', '6/5', '5/2', '5'] -> ((8/7 + (8/7 * 5/2)) * (6/5 * 5))
[232320] ['3/7', '5/6', '8/9', '9/7', '7'] -> ((3/7 + 7) / ((8/9 * 9/7) - 5/6))
[232321] ['1/4', '5/8', '5/4', '7/5', '3'] -> (3 / (5/4 - (1/4 + (5/8 * 7/5))))
[232322] ['9/8', '4/3', '7/4', '7/3', '9'] -> (9 / ((9/8 - 4/3) - (7/4 - 7/3)))
[232323] ['2/5', '5/9', '5/6', '7/5', '6'] -> ((2/5 * 6) / ((5/6 / 5/9) - 7/5))
[232324] ['1/7', '5/7', '1', '9/7', '9/7'] -> (1 + ((9/7 + (5/7 + 9/7)) / 1/7))
[232325] ['1/5', '2/5', '5/9', '8/7', '2'] -> ((2 / 5/9) / ((2/5 / 8/7) - 1/5))
[232326] ['1/2', '5/9', '7/5', '7/3', '6'] -> ((7/3 / (7/5 * (5/9 - 1/2))) - 6)
[232327] ['8/7', '8/7', '6/5', '7/2', '5'] -> (8/7 / ((5 / (6/5 * 7/2)) - 8/7))
[232328] ['5/6', '5/6', '7/5', '2', '9/4'] -> (2 / ((7/5 * (5/6 + 5/6)) - 9/4))
[232329] ['3/8', '8/7', '3/2', '5/3', '8'] -> (8 / ((3/8 - 3/2) + (5/3 / 8/7)))
[232330] ['3/4', '3/4', '7/8', '8/9', '6'] -> (6 / (((3/4 / 3/4) / 8/9) - 7/8))
[232331] ['1/4', '5/8', '5/4', '9/5', '3'] -> (3 / ((1/4 - 5/4) + (5/8 * 9/5)))
[232332] ['2/5', '5/9', '5/6', '8/5', '6'] -> ((2/5 * 6) / (8/5 - (5/6 / 5/9)))
[232333] ['1/7', '5/7', '1', '9/7', '7/5'] -> ((5/7 / ((1/7 + 9/7) - 7/5)) - 1)
[232334] ['1/9', '1/8', '3/7', '5/6', '2'] -> (5/6 / (((1/8 / 3/7) / 2) - 1/9))
[232335] ['5/6', '5/6', '7/5', '2', '7/3'] -> ((2 / 5/6) / (7/3 - (5/6 + 7/5)))
[232336] ['3/4', '3/4', '7/8', '6/5', '6'] -> ((3/4 / ((3/4 * 6/5) - 7/8)) - 6)
[232337] ['1/5', '2/5', '5/9', '5/4', '2'] -> (2 / (5/9 * (2/5 - (1/5 * 5/4))))
[232338] ['8/7', '8/7', '5/4', '4/3', '5'] -> ((5 * (8/7 / 5/4)) / (4/3 - 8/7))
[232339] ['3/4', '3/4', '7/8', '9/7', '6'] -> (6 / (7/8 * (9/7 - (3/4 / 3/4))))
[232340] ['5/6', '5/6', '7/5', '2', '5/2'] -> (2 / ((5/6 * (5/2 - 7/5)) - 5/6))
[232341] ['8/9', '8/7', '3/2', '5/3', '8'] -> (8 / ((5/3 / 3/2) - (8/9 / 8/7)))
[232342] ['1/7', '5/7', '1', '9/7', '9/4'] -> ((1/7 + 5/7) / ((1 + 9/7) - 9/4))
[232343] ['3/4', '3/4', '7/8', '4/3', '6'] -> (6 / (((3/4 + 3/4) / 4/3) - 7/8))
[232344] ['1/8', '2/5', '8/9', '5/4', '9'] -> ((8/9 * 9) * ((5/4 / 2/5) - 1/8))
[232345] ['2/5', '5/9', '5/6', '8/3', '6'] -> (6 / (2/5 * (5/6 - (5/9 / 8/3))))
[232346] ['5/6', '5/6', '7/5', '2', '8/3'] -> (8/3 / (5/6 * (5/6 - (7/5 / 2))))
[232347] ['8/9', '8/7', '3/2', '7/4', '8'] -> ((8 / 7/4) / ((8/9 * 3/2) - 8/7))
[232348] ['3/8', '8/7', '3/2', '8/3', '8'] -> (3/2 * ((8 / (3/8 * 8/7)) - 8/3))
[232349] ['1/7', '5/7', '1', '9/7', '7/3'] -> ((1 + (5/7 * 7/3)) / (1/7 / 9/7))
[232350] ['8/7', '8/7', '5/4', '5/3', '5'] -> ((8/7 * 5) / (5/3 - (8/7 * 5/4)))
[232351] ['1/6', '2/5', '5/7', '5/2', '7'] -> (((5/7 * 7) - (2/5 * 5/2)) / 1/6)
[232352] ['3/8', '8/7', '8/5', '5/3', '8'] -> (((8 / 8/7) - 8/5) / (3/8 / 5/3))
[232353] ['3/7', '5/6', '8/9', '9/4', '7'] -> ((7 * (3/7 / 9/4)) / (8/9 - 5/6))
[232354] ['1/8', '2/5', '8/9', '4/3', '9'] -> ((9 - (4/3 / 8/9)) / (1/8 / 2/5))
[232355] ['2/9', '2/9', '1', '9/7', '7/4'] -> ((1 + 9/7) / (2/9 - (2/9 / 7/4)))
[232356] ['1/9', '1/8', '3/7', '5/4', '2'] -> (((5/4 / 3/7) - (1/8 * 2)) / 1/9)
[232357] ['8/9', '8/7', '3/2', '5/2', '8'] -> (8/7 * ((8 / (8/9 / 5/2)) - 3/2))
[232358] ['9/8', '7/5', '7/5', '7/4', '9'] -> (9 / ((9/8 - 7/4) + (7/5 / 7/5)))
[232359] ['1/7', '5/7', '1', '9/7', '7/2'] -> ((7/2 / 1/7) - (1 / (5/7 + 9/7)))
[232360] ['1/5', '2/5', '5/9', '9/5', '2'] -> ((2 / (1/5 * 2/5)) - (5/9 * 9/5))
[232361] ['3/7', '5/6', '8/9', '7/3', '7'] -> (7 / ((7/3 * (3/7 / 8/9)) - 5/6))
[232362] ['1/6', '2/5', '5/7', '7/2', '7'] -> ((7 - (2/5 * 7/2)) / (1/6 / 5/7))
[232363] ['1/2', '5/9', '8/5', '9/2', '6'] -> (8/5 * (6 + ((1/2 + 9/2) / 5/9)))
[232364] ['8/7', '8/7', '5/4', '9/4', '5'] -> ((8/7 + (8/7 * 5)) * (5/4 + 9/4))
[232365] ['5/6', '5/6', '3/2', '7/4', '2'] -> (2 / (5/6 - (7/4 / (5/6 + 3/2))))
[232366] ['1/4', '5/8', '9/7', '9/5', '3'] -> ((3 / 9/7) / ((5/8 / 9/5) - 1/4))
[232367] ['2/5', '5/9', '6/7', '7/6', '6'] -> (6/7 + (6 / (7/6 * (2/5 * 5/9))))
[232368] ['1/5', '2/5', '5/9', '2', '7/3'] -> (((2 / 2/5) - 7/3) / (1/5 * 5/9))
[232369] ['9/8', '7/5', '7/5', '5/2', '9'] -> (9 / (5/2 - (9/8 + (7/5 / 7/5))))
[232370] ['1/6', '2/5', '5/7', '9/2', '7'] -> (5/7 * ((9/2 / 1/6) - (2/5 - 7)))
[232371] ['2/9', '2/9', '1', '9/7', '7/3'] -> (7/3 * ((1 / 2/9) + (9/7 / 2/9)))
[232372] ['1/8', '2/5', '8/9', '7/4', '9'] -> (8/9 * (1/8 + ((7/4 + 9) / 2/5)))
[232373] ['1/7', '5/7', '1', '4/3', '7/5'] -> ((1/7 + 1) / (5/7 * (7/5 - 4/3)))
[232374] ['3/8', '8/7', '8/5', '7/3', '8'] -> (((8 / 8/5) - 8/7) / (3/8 / 7/3))
[232375] ['3/7', '5/6', '8/9', '9/2', '7'] -> (((7 - (5/6 - 9/2)) / 3/7) - 8/9)
[232376] ['1/6', '2/5', '3/4', '3/4', '7'] -> (7 / (2/5 * (1/6 + (3/4 * 3/4))))
[232377] ['1/8', '2/5', '8/9', '9/4', '9'] -> ((9 - (9/4 / 2/5)) / (1/8 / 8/9))
[232378] ['8/7', '8/7', '5/4', '7/2', '5'] -> ((8/7 + (5 / 7/2)) / (5/4 - 8/7))
[232379] ['1/4', '5/8', '9/7', '5/2', '3'] -> (5/2 / (1/4 - (5/8 / (9/7 + 3))))
[232380] ['9/8', '7/5', '7/5', '7/2', '9'] -> (9 / (((7/2 - 7/5) / 7/5) - 9/8))
[232381] ['1/9', '1/8', '3/7', '8/5', '2'] -> (2 / (3/7 * (1/8 + (1/9 / 8/5))))
[232382] ['1/6', '2/5', '3/4', '7/9', '7'] -> ((3/4 + ((1/6 + 7) / 2/5)) / 7/9)
[232383] ['1/8', '2/5', '8/9', '7/3', '9'] -> ((9 - 7/3) / (8/9 * (1/8 / 2/5)))
[232384] ['3/7', '5/6', '9/8', '9/8', '7'] -> (7 * ((9/8 / (9/8 - 5/6)) - 3/7))
[232385] ['5/6', '5/6', '3/2', '2', '8/3'] -> (8/3 / (3/2 - (2 * (5/6 * 5/6))))
[232386] ['1/5', '2/5', '5/9', '2', '9/2'] -> ((5/9 * 9/2) * ((2 / 1/5) - 2/5))
[232387] ['3/4', '3/4', '8/9', '7/5', '6'] -> (6 * ((3/4 / (8/9 - 3/4)) - 7/5))
[232388] ['1/8', '2/5', '8/9', '5/2', '9'] -> (5/2 * ((9 / 8/9) - (1/8 + 2/5)))
[232389] ['9/8', '7/5', '3/2', '3/2', '9'] -> (9 / (((9/8 + 3/2) / 7/5) - 3/2))
[232390] ['1/7', '5/7', '1', '4/3', '9/4'] -> (9/4 * (((5/7 + 1) / 1/7) - 4/3))
[232391] ['8/9', '8/7', '8/5', '7/3', '8'] -> (8 / ((8/7 / 8/5) - (8/9 / 7/3)))
[232392] ['8/7', '8/7', '9/7', '4/3', '5'] -> ((8/7 * 5) / ((8/7 * 4/3) - 9/7))
[232393] ['1/5', '2/5', '4/7', '4/7', '2'] -> ((2 / (1/5 * 2/5)) - (4/7 / 4/7))
[232394] ['2/5', '5/9', '6/7', '7/5', '6'] -> (((6 / 5/9) - (6/7 * 7/5)) / 2/5)
[232395] ['3/4', '3/4', '8/9', '8/5', '6'] -> (6 / (8/9 * (3/4 - (3/4 / 8/5))))
