[186166] ['1/8', '8/9', '1', '7/4', '9/4'] -> ((8/9 * 9/4) + ((1 + 7/4) / 1/8))
[187451] ['4/7', '5/4', '5/2', '8/3', '8'] -> ((8/3 * (5/4 + 5/2)) + (8 / 4/7))
[187452] ['1/5', '2/9', '1', '5/4', '9/4'] -> (((5/4 / 9/4) / (2/9 - 1/5)) - 1)
[187453] ['3/5', '5/7', '5/6', '7/4', '6'] -> ((6 / 3/5) / ((5/7 * 7/4) - 5/6))
[187454] ['3/7', '1/2', '3/5', '7/5', '6'] -> (((6 / 3/7) - (3/5 + 7/5)) / 1/2)
[187455] ['5/7', '5/7', '8/7', '5/3', '2'] -> (5/7 / ((5/3 / 8/7) - (5/7 * 2)))
[187456] ['1/8', '1', '7/6', '5/4', '7/2'] -> (7/2 / (7/6 * (5/4 - (1/8 + 1))))
[187457] ['2/5', '4/9', '6/7', '9/4', '7'] -> ((9/4 / 2/5) + (7 / (4/9 * 6/7)))
[187458] ['1/9', '3/7', '6/7', '9/5', '9'] -> (6/7 + (9/5 * (9 + (3/7 / 1/9))))
[187459] ['1/3', '5/9', '8/7', '8/7', '6'] -> (6 * ((8/7 / (5/9 - 1/3)) - 8/7))
[187460] ['5/7', '5/6', '9/7', '5/3', '8'] -> (8 * ((5/7 / 5/6) + (9/7 * 5/3)))
[187461] ['4/7', '5/4', '8/3', '8/3', '8'] -> (8 * (5/4 + (8/3 / (4/7 * 8/3))))
[187462] ['7/9', '8/7', '9/4', '8/3', '5'] -> (8/3 * ((8/7 * 9/4) + (5 / 7/9)))
[187463] ['3/7', '5/8', '7/8', '1', '5/4'] -> (1 / ((7/8 / 3/7) - (5/4 / 5/8)))
[187464] ['1/9', '3/7', '6/7', '9/4', '9'] -> (6/7 / ((1/9 * 9) - (3/7 * 9/4)))
[187465] ['1/5', '2/9', '1', '5/4', '8/3'] -> (8/3 / (1 - (2/9 / (1/5 * 5/4))))
[187466] ['3/7', '7/9', '6/5', '2', '5/2'] -> ((6/5 + 2) * (5/2 / (3/7 * 7/9)))
[187467] ['3/7', '1/2', '3/5', '7/4', '6'] -> (((1/2 / 7/4) + (6 / 3/5)) / 3/7)
[187468] ['1/3', '5/9', '8/7', '6/5', '6'] -> (6 / ((6/5 * (5/9 / 8/7)) - 1/3))
[187469] ['5/7', '5/7', '8/7', '2', '7/3'] -> ((5/7 / 5/7) / ((7/3 / 8/7) - 2))
[187470] ['3/5', '5/7', '5/6', '7/3', '6'] -> ((6 * (5/6 + (7/3 / 5/7))) - 3/5)
[187471] ['4/7', '5/4', '9/2', '9/2', '8'] -> (8 * (5/4 + (9/2 / (4/7 * 9/2))))
[187472] ['4/7', '6/5', '9/5', '8/3', '3'] -> (((8/3 * 3) / (4/7 / 9/5)) - 6/5)
[187473] ['1/5', '2/9', '1', '5/4', '9/2'] -> ((9/2 / 2/9) - (5/4 - (1 / 1/5)))
[187474] ['1/7', '2/5', '2/3', '8/5', '7'] -> (8/5 / ((2/5 + 2/3) - (1/7 * 7)))
[187475] ['3/5', '5/7', '5/6', '5/2', '6'] -> (6 * ((3/5 * 5/6) + (5/2 / 5/7)))
[187476] ['1/9', '3/7', '7/8', '9/8', '9'] -> (3/7 / ((9 * (1/9 / 7/8)) - 9/8))
[187477] ['7/9', '8/7', '7/3', '7/3', '5'] -> ((7/9 + (7/3 * 7/3)) * (5 - 8/7))
[187478] ['4/7', '9/7', '9/7', '9/7', '8'] -> ((9/7 * 8) / ((9/7 / 9/7) - 4/7))
[187479] ['3/7', '5/8', '7/8', '1', '3/2'] -> (1 / ((5/8 / 3/2) - (3/7 * 7/8)))
[187480] ['3/7', '1/2', '3/5', '5/2', '6'] -> (6 * (1/2 + (5/2 / (3/7 / 3/5))))
[187481] ['1/8', '1', '7/6', '9/7', '9/4'] -> ((1 / 7/6) + (9/4 / (1/8 / 9/7)))
[187482] ['1/7', '2/5', '2/3', '7/4', '7'] -> (7 / ((2/3 / 1/7) - (7/4 / 2/5)))
[187483] ['3/7', '1/2', '3/5', '8/3', '6'] -> (6 / ((1/2 / (3/5 - 3/7)) - 8/3))
[187484] ['5/7', '5/6', '4/3', '7/4', '8'] -> (7/4 * (4/3 + (8 * (5/7 + 5/6))))
[187485] ['1/9', '3/7', '7/8', '6/5', '9'] -> (9 / ((7/8 / (6/5 - 1/9)) - 3/7))
[187486] ['4/7', '9/7', '9/7', '8/5', '8'] -> (8/5 * ((9/7 / 9/7) + (8 / 4/7)))
[187487] ['3/5', '5/7', '6/7', '6/7', '6'] -> ((6/7 + 6/7) * (6 / (3/5 * 5/7)))
[187488] ['3/7', '1/2', '3/5', '7/2', '6'] -> (1/2 + (7/2 * (6 + (3/7 / 3/5))))
[187489] ['1/8', '1', '7/6', '4/3', '7/5'] -> ((1 + (4/3 / 7/6)) / (1/8 / 7/5))
[187490] ['1/5', '2/9', '1', '9/7', '5/3'] -> ((5/3 / (2/9 - (1/5 / 9/7))) - 1)
[187491] ['1/7', '2/5', '2/3', '9/5', '7'] -> (2/3 * (((7 - 9/5) / 1/7) - 2/5))
[187492] ['4/7', '6/5', '9/4', '5/2', '3'] -> (5/2 * (9/4 + ((6/5 + 3) / 4/7)))
[187493] ['3/7', '5/8', '7/8', '1', '9/5'] -> (3/7 / ((1 / 7/8) - (5/8 * 9/5)))
[187494] ['1/3', '5/9', '8/7', '5/3', '6'] -> (8/7 * ((5/3 / 5/9) + (6 / 1/3)))
[187495] ['5/7', '5/6', '4/3', '9/4', '8'] -> (9/4 * (4/3 + (8 / (5/7 / 5/6))))
[187496] ['3/5', '5/7', '6/7', '7/8', '6'] -> ((6/7 / (5/7 - (3/5 / 7/8))) - 6)
[187497] ['5/7', '5/7', '7/6', '4/3', '2'] -> (2 / ((5/7 - 7/6) + (5/7 / 4/3)))
[187498] ['4/7', '9/7', '9/7', '9/5', '8'] -> ((4/7 + 8) * (9/5 + (9/7 / 9/7)))
[187499] ['4/7', '6/5', '9/4', '8/3', '3'] -> ((6/5 * 8/3) * (9/4 + (3 / 4/7)))
[187500] ['1/7', '2/5', '2/3', '9/4', '7'] -> ((9/4 * 7) * ((2/3 / 2/5) - 1/7))
[187501] ['1/9', '3/7', '7/8', '7/5', '9'] -> (3/7 / ((7/8 / 9) - (1/9 / 7/5)))
[187502] ['3/7', '1/2', '5/8', '2/3', '6'] -> ((6 / 3/7) / ((5/8 / 1/2) - 2/3))
[187503] ['7/9', '8/7', '5/2', '7/2', '5'] -> ((7/2 * (8/7 + (5 / 7/9))) - 5/2)
[187504] ['1/3', '5/9', '8/7', '9/5', '6'] -> ((6 + (5/9 * 9/5)) / (1/3 / 8/7))
[187505] ['1/9', '3/7', '7/8', '3/2', '9'] -> ((3/2 / (1/9 * 7/8)) - (3/7 - 9))
[187506] ['5/7', '5/7', '7/6', '3/2', '2'] -> (2 / (7/6 * (3/2 - (5/7 + 5/7))))
[187507] ['3/5', '5/7', '6/7', '9/8', '6'] -> ((6 + (3/5 * 5/7)) / (9/8 - 6/7))
[187508] ['3/7', '7/9', '5/4', '5/3', '2'] -> (2 / (5/3 - (5/4 + (3/7 * 7/9))))
[187509] ['3/7', '1/2', '5/8', '3/4', '6'] -> (6 / ((3/4 / (3/7 / 1/2)) - 5/8))
[187510] ['4/7', '9/7', '9/7', '7/2', '8'] -> (8 * ((4/7 * 7/2) + (9/7 / 9/7)))
[187511] ['1/9', '3/7', '7/8', '8/5', '9'] -> ((7/8 / (1/9 * 3/7)) + (9 / 8/5))
[187512] ['1/8', '1', '7/6', '7/5', '7/4'] -> (1 / ((1/8 + 7/6) - (7/4 / 7/5)))
[187513] ['1/7', '2/5', '2/3', '8/3', '7'] -> ((8/3 / 1/7) + (7 - (2/3 / 2/5)))
[187514] ['5/7', '5/6', '7/5', '8/5', '8'] -> (8 / ((5/6 * 8/5) - (5/7 * 7/5)))
[187515] ['5/7', '5/7', '7/6', '8/5', '2'] -> ((5/7 / 2) / ((7/6 / 8/5) - 5/7))
[187516] ['7/9', '8/7', '9/2', '9/2', '5'] -> ((7/9 * 8/7) * (9/2 + (9/2 * 5)))
[187517] ['3/7', '5/8', '7/8', '1', '7/2'] -> (1 / (5/8 - (7/8 / (3/7 * 7/2))))
[187518] ['4/7', '9/7', '9/7', '9/2', '8'] -> ((9/7 + (4/7 * 9/2)) / (9/7 / 8))
[187519] ['3/5', '5/7', '6/7', '9/7', '6'] -> ((6/7 / ((3/5 + 5/7) - 9/7)) - 6)
[187520] ['3/7', '1/2', '5/8', '7/9', '6'] -> (((6 / (1/2 * 7/9)) - 3/7) / 5/8)
[187521] ['1/9', '3/7', '7/8', '5/3', '9'] -> (5/3 / (1/9 - ((3/7 * 7/8) / 9)))
[187522] ['1/8', '1', '7/6', '7/5', '9/4'] -> (7/5 * ((9/4 / 1/8) - (1 / 7/6)))
[187523] ['4/7', '6/5', '7/3', '8/3', '3'] -> ((6/5 * 7/3) * (4/7 + (8/3 * 3)))
[187524] ['1/3', '5/9', '8/7', '8/3', '6'] -> (6 * ((5/9 / 1/3) + (8/3 / 8/7)))
[187525] ['3/5', '5/7', '6/7', '4/3', '6'] -> ((4/3 * 6) / ((5/7 / 3/5) - 6/7))
[187526] ['5/7', '5/6', '7/5', '7/4', '8'] -> (8 / (7/5 * (5/7 - (5/6 / 7/4))))
[187527] ['1/5', '2/9', '1', '9/7', '8/3'] -> ((8/3 / 1/5) / ((1 / 9/7) - 2/9))
[187528] ['4/7', '9/7', '4/3', '8/5', '8'] -> ((8/5 / (4/7 / 9/7)) * (8 - 4/3))
[187529] ['1/9', '3/7', '7/8', '7/4', '9'] -> ((7/8 * (3/7 + 9)) + (7/4 / 1/9))
[187530] ['3/4', '5/6', '9/7', '8/3', '9'] -> ((9/7 / (3/4 * 5/6)) * (8/3 + 9))
[187531] ['3/5', '5/7', '6/7', '3/2', '6'] -> ((6/7 + 6) * (3/2 / (3/5 * 5/7)))
[187532] ['1/7', '2/5', '5/7', '3/4', '7'] -> ((7 + (1/7 / 5/7)) / (2/5 * 3/4))
[187533] ['5/7', '5/6', '7/5', '9/5', '8'] -> (8 * (9/5 + (7/5 * (5/7 / 5/6))))
[187534] ['1/8', '1', '7/6', '7/5', '8/3'] -> (((1 / 7/5) + (8/3 / 7/6)) / 1/8)
[187535] ['5/7', '5/6', '7/5', '9/4', '8'] -> (7/5 * ((9/4 * 8) - (5/7 / 5/6)))
[187536] ['3/7', '5/8', '8/9', '1', '8/7'] -> ((8/7 / 8/9) / ((3/7 + 5/8) - 1))
[187537] ['4/7', '6/5', '5/2', '5/2', '3'] -> (5/2 * ((6/5 / 4/7) + (5/2 * 3)))
[187538] ['3/7', '7/9', '5/4', '2', '8/3'] -> (2 / (7/9 * (5/4 - (3/7 * 8/3))))
[187539] ['3/5', '5/7', '6/7', '7/4', '6'] -> (6 / ((6/7 / (3/5 * 5/7)) - 7/4))
[187540] ['7/9', '7/6', '7/6', '4/3', '5'] -> (5 / ((7/6 / 4/3) - (7/9 / 7/6)))
[187541] ['4/7', '9/7', '7/5', '7/5', '8'] -> ((9/7 * 8) / ((7/5 / 7/5) - 4/7))
[187542] ['3/7', '1/2', '5/8', '8/9', '6'] -> (((6 / (8/9 - 1/2)) - 3/7) / 5/8)
[187543] ['1/7', '2/5', '5/7', '5/6', '7'] -> ((2/5 * (1/7 + 7)) / (5/6 - 5/7))
[187544] ['1/8', '1', '7/6', '3/2', '8/5'] -> (8/5 * (1 + (3/2 / (1/8 / 7/6))))
[187545] ['3/4', '5/6', '4/3', '8/5', '9'] -> ((9 / 5/6) / ((8/5 / 4/3) - 3/4))
[187546] ['3/5', '5/7', '6/7', '9/5', '6'] -> (((6 / (3/5 / 9/5)) - 6/7) / 5/7)
[187547] ['1/5', '2/9', '1', '4/3', '5/3'] -> (((1 / 1/5) - (4/3 - 5/3)) / 2/9)
[187548] ['7/9', '7/6', '7/6', '7/5', '5'] -> ((7/5 + (7/6 + 7/6)) / (7/9 / 5))
[187549] ['5/7', '5/6', '7/5', '9/2', '8'] -> (((9/2 / 7/5) - 5/7) / (5/6 / 8))
[187550] ['4/7', '6/5', '5/2', '3', '7/2'] -> ((6/5 + (4/7 * 7/2)) * (5/2 * 3))
[187551] ['3/5', '5/7', '6/7', '9/4', '6'] -> (6 / (9/4 - (6/7 / (3/5 * 5/7))))
[187552] ['4/7', '9/7', '7/5', '5/3', '8'] -> ((8 * (4/7 / 5/3)) / (7/5 - 9/7))
[187553] ['5/7', '5/6', '3/2', '3/2', '8'] -> ((5/6 * 8) * (3/2 + (3/2 / 5/7)))
[187554] ['1/5', '2/9', '1', '4/3', '9/4'] -> ((4/3 / (1/5 * 2/9)) / (9/4 - 1))
[187555] ['4/7', '6/5', '5/2', '3', '9/2'] -> (5/2 * ((6/5 / 4/7) + (3 + 9/2)))
[187556] ['3/7', '7/9', '9/7', '4/3', '2'] -> (4/3 / ((7/9 / 2) - (3/7 / 9/7)))
[187557] ['1/3', '5/9', '7/6', '9/5', '6'] -> (((5/9 * 9/5) + (7/6 * 6)) / 1/3)
[187558] ['1/9', '3/7', '8/9', '8/9', '9'] -> ((9 / (3/7 / 8/9)) / (8/9 - 1/9))
[187559] ['3/4', '5/6', '7/5', '3/2', '9'] -> (9 / (5/6 * (3/2 - (3/4 * 7/5))))
[187560] ['3/5', '5/7', '6/7', '5/2', '6'] -> ((6/7 + 6) / (5/2 * (5/7 - 3/5)))
[187561] ['3/7', '1/2', '5/8', '7/5', '6'] -> ((3/7 + 6) / (5/8 - (1/2 / 7/5)))
[187562] ['4/7', '9/7', '7/5', '7/3', '8'] -> (8 / (9/7 - (7/3 * (4/7 / 7/5))))
[187563] ['1/5', '2/9', '1', '4/3', '8/3'] -> (8/3 / (1/5 * (4/3 + (2/9 - 1))))
[187564] ['3/7', '7/9', '9/7', '3/2', '2'] -> ((3/7 + 9/7) / (2 - (3/2 / 7/9)))
[187565] ['1/9', '3/7', '8/9', '9/8', '9'] -> ((9 / (3/7 * 9/8)) / (8/9 - 1/9))
[187566] ['7/9', '7/6', '7/6', '7/3', '5'] -> ((7/6 + (5 * (7/6 + 7/3))) / 7/9)
[187567] ['3/4', '5/6', '7/5', '8/5', '9'] -> ((8/5 + (9 / 3/4)) / (7/5 - 5/6))
[187568] ['3/5', '5/7', '6/7', '9/2', '6'] -> (6 * (9/2 - ((3/5 * 5/7) / 6/7)))
[187569] ['5/7', '5/6', '3/2', '5/2', '8'] -> (8 / (5/6 * (5/2 - (3/2 / 5/7))))
[187570] ['5/7', '5/7', '6/5', '3/2', '2'] -> ((5/7 * 6/5) / ((3/2 / 2) - 5/7))
[187571] ['4/7', '6/5', '8/3', '3', '9/2'] -> (8/3 * ((3 / 4/7) + (9/2 / 6/5)))
[187572] ['2/5', '4/9', '7/8', '5/2', '7'] -> ((7/8 + (5/2 / 4/9)) + (7 / 2/5))
[187573] ['3/4', '5/6', '7/5', '5/3', '9'] -> (9 / (3/4 * (5/3 - (5/6 * 7/5))))
[187574] ['7/9', '7/6', '7/6', '8/3', '5'] -> ((7/6 + (7/6 * 5)) / (7/9 / 8/3))
[187575] ['4/7', '6/5', '3', '7/2', '7/2'] -> ((4/7 * 7/2) / (3 - (7/2 / 6/5)))
[187576] ['1/3', '5/9', '6/5', '7/4', '6'] -> (6 / ((6/5 / (1/3 / 5/9)) - 7/4))
[187577] ['4/7', '9/7', '7/5', '7/2', '8'] -> (7/5 * ((8 * (7/2 - 9/7)) - 4/7))
[187578] ['1/5', '2/9', '1', '7/5', '8/5'] -> (((8/5 / 2/9) - (1 + 7/5)) / 1/5)
[187579] ['3/7', '7/9', '9/7', '7/4', '2'] -> ((2 / 9/7) / ((7/9 / 3/7) - 7/4))
[187580] ['1/9', '3/7', '8/9', '4/3', '9'] -> ((8/9 * 9) * ((4/3 / 3/7) - 1/9))
[187581] ['3/4', '5/6', '7/5', '9/4', '9'] -> (9 * ((5/6 * 7/5) - (3/4 - 9/4)))
[187582] ['4/7', '6/5', '3', '7/2', '9/2'] -> ((6/5 + (4/7 * 7/2)) * (3 + 9/2))
[187583] ['5/7', '5/6', '3/2', '9/2', '8'] -> (9/2 * (8 - (3/2 + (5/6 / 5/7))))
[187584] ['3/4', '5/6', '7/5', '7/3', '9'] -> ((9 / (3/4 * 5/6)) / (7/5 / 7/3))
[187585] ['3/7', '1/2', '5/8', '9/4', '6'] -> (6 * ((9/4 / 3/7) - (5/8 / 1/2)))
[187586] ['1/3', '5/9', '6/5', '7/2', '6'] -> (6 * (7/2 + ((1/3 / 5/9) / 6/5)))
[187587] ['1/8', '1', '7/6', '8/5', '7/2'] -> (7/2 / ((1 - 1/8) - (7/6 / 8/5)))
[187588] ['1/9', '3/7', '8/9', '7/5', '9'] -> (9 / ((8/9 / (3/7 + 7/5)) - 1/9))
[187589] ['7/9', '7/6', '6/5', '5/4', '5'] -> ((6/5 * 5) / ((7/6 / 7/9) - 5/4))
[187590] ['1/7', '2/5', '5/7', '4/3', '7'] -> ((7 + (1/7 / 5/7)) / (2/5 / 4/3))
[187591] ['3/7', '7/9', '9/7', '2', '9/4'] -> (2 / ((9/7 / (3/7 / 7/9)) - 9/4))
[187592] ['3/7', '1/2', '5/8', '5/2', '6'] -> ((6 / (3/7 * 1/2)) - (5/2 / 5/8))
[187593] ['1/5', '2/9', '1', '7/5', '9/4'] -> ((1 + 7/5) / (9/4 * (1/5 * 2/9)))
[187594] ['5/7', '5/6', '8/5', '7/4', '8'] -> ((8 / (5/6 - 5/7)) / (8/5 * 7/4))
[187595] ['1/9', '3/7', '8/9', '3/2', '9'] -> (((9 + (8/9 * 3/2)) / 3/7) - 1/9)
[187596] ['3/4', '5/6', '7/5', '8/3', '9'] -> (9 / ((3/4 / 5/6) - (7/5 / 8/3)))
[187597] ['3/5', '5/7', '7/8', '5/4', '6'] -> ((3/5 + (6 / 5/7)) / (5/4 - 7/8))
[187598] ['1/3', '5/9', '5/4', '5/4', '6'] -> ((5/4 / 5/9) + ((5/4 + 6) / 1/3))
[187599] ['3/7', '1/2', '5/8', '8/3', '6'] -> (6 / ((5/8 / (3/7 * 1/2)) - 8/3))
[187600] ['3/7', '7/9', '9/7', '2', '5/2'] -> ((3/7 + 9/7) / ((2 / 7/9) - 5/2))
[187601] ['4/7', '9/7', '8/5', '9/5', '8'] -> ((8 * (9/7 + 9/5)) / (8/5 - 4/7))
[187602] ['5/7', '5/6', '8/5', '9/5', '8'] -> (8 / (5/7 * (9/5 - (5/6 * 8/5))))
[187603] ['1/7', '2/5', '5/7', '5/3', '7'] -> ((((7 / 5/3) - 5/7) / 1/7) - 2/5)
[187604] ['3/7', '1/2', '5/8', '9/2', '6'] -> (((9/2 / (3/7 * 1/2)) - 6) / 5/8)
[187605] ['5/7', '5/7', '6/5', '2', '8/3'] -> ((5/7 * 6/5) / ((2 / 8/3) - 5/7))
[187606] ['1/5', '2/9', '1', '3/2', '5/3'] -> ((5/3 / (3/2 * (1/5 * 2/9))) - 1)
[187607] ['3/7', '7/9', '9/7', '2', '7/2'] -> ((9/7 + (7/2 / (7/9 / 2))) / 3/7)
[187608] ['5/7', '5/6', '8/5', '9/4', '8'] -> ((5/6 * 9/4) * (8/5 + (8 / 5/7)))
[187609] ['4/7', '9/7', '8/5', '7/3', '8'] -> ((9/7 * 8/5) * ((8 / 4/7) - 7/3))
[187610] ['4/7', '5/4', '5/4', '3/2', '3'] -> (3 / ((3/2 / 4/7) - (5/4 + 5/4)))
[187611] ['3/4', '5/6', '8/5', '8/5', '9'] -> (9 / ((8/5 / 8/5) - (3/4 * 5/6)))
[187612] ['3/5', '5/7', '7/8', '5/3', '6'] -> ((6 / 7/8) / ((3/5 * 5/3) - 5/7))
[187613] ['1/3', '5/9', '5/4', '3/2', '6'] -> ((6 / 1/3) / ((5/4 / 5/9) - 3/2))
[187614] ['1/5', '2/9', '1', '3/2', '7/4'] -> ((((3/2 / 2/9) - 7/4) / 1/5) - 1)
[187615] ['1/8', '1', '7/6', '7/4', '9/5'] -> ((1 + (7/6 / 7/4)) / (1/8 / 9/5))
[187616] ['3/7', '7/9', '9/7', '2', '9/2'] -> (((9/2 / (7/9 / 2)) - 9/7) / 3/7)
[187617] ['4/7', '9/7', '8/5', '5/2', '8'] -> (5/2 * ((8 / (9/7 - 4/7)) - 8/5))
[187618] ['1/9', '3/7', '8/9', '9/5', '9'] -> ((9/5 + (1/9 + 8/9)) * (9 - 3/7))
[187619] ['3/4', '5/6', '8/5', '5/3', '9'] -> (9 * (5/3 + (8/5 * (3/4 * 5/6))))
[187620] ['2/5', '4/9', '8/9', '9/7', '7'] -> ((4/9 + (8/9 / 2/5)) * (9/7 * 7))
[187621] ['5/7', '5/7', '5/4', '5/4', '2'] -> (2 / ((5/7 / (5/4 - 5/7)) - 5/4))
[187622] ['4/7', '9/7', '8/5', '8/3', '8'] -> (8 / (9/7 - (8/3 * (4/7 / 8/5))))
[187623] ['1/5', '2/9', '1', '3/2', '7/3'] -> ((7/3 - 1/5) / (2/9 / (1 + 3/2)))
[187624] ['1/3', '5/9', '5/4', '7/4', '6'] -> ((6 / (5/9 - 1/3)) - (5/4 + 7/4))
[187625] ['7/9', '7/6', '6/5', '7/4', '5'] -> ((6/5 * 5) / (7/4 - (7/6 / 7/9)))
[187626] ['2/5', '4/9', '8/9', '4/3', '7'] -> (4/3 * ((4/9 / 8/9) + (7 / 2/5)))
[187627] ['3/7', '7/9', '4/3', '7/5', '2'] -> ((4/3 / 7/5) / (3/7 - (7/9 / 2)))
[187628] ['3/7', '5/8', '1', '9/8', '9/8'] -> (1 / (((9/8 - 5/8) / 3/7) - 9/8))
[187629] ['3/7', '1/2', '2/3', '7/8', '6'] -> (6 / (1/2 - (7/8 * (3/7 * 2/3))))
[187630] ['5/7', '5/6', '5/3', '5/3', '8'] -> (8 / ((5/3 / 5/7) - (5/3 / 5/6)))
[187631] ['2/5', '4/9', '8/9', '7/5', '7'] -> ((7 / (2/5 / 7/5)) - (4/9 / 8/9))
[187632] ['3/5', '5/7', '7/8', '7/3', '6'] -> ((3/5 + (6 / 5/7)) / (7/8 / 7/3))
[187633] ['3/7', '5/8', '1', '9/8', '8/7'] -> ((9/8 * 8/7) / ((3/7 + 5/8) - 1))
[187634] ['3/7', '7/9', '4/3', '3/2', '2'] -> ((4/3 / 7/9) / (2 - (3/7 + 3/2)))
[187635] ['1/8', '1', '7/6', '9/5', '9/4'] -> (1 / ((1/8 + 7/6) - (9/4 / 9/5)))
[187636] ['1/7', '2/5', '5/7', '8/3', '7'] -> (8/3 * (7 + (5/7 / (1/7 / 2/5))))
[187637] ['7/9', '7/6', '6/5', '9/4', '5'] -> (5 * (7/6 + (6/5 * (7/9 + 9/4))))
[187638] ['5/7', '5/6', '5/3', '7/4', '8'] -> ((5/3 + (5/6 / 7/4)) / (5/7 / 8))
[187639] ['1/8', '1', '7/6', '9/5', '7/3'] -> (7/3 / (7/6 - (1 + (1/8 / 9/5))))
[187640] ['4/7', '9/7', '5/3', '5/2', '8'] -> ((4/7 + 8) / (5/2 - (9/7 * 5/3)))
[187641] ['3/4', '5/6', '5/3', '7/3', '9'] -> ((5/3 + 9) * (7/3 + (3/4 - 5/6)))
[187642] ['1/5', '2/9', '1', '8/5', '9/5'] -> ((8/5 / 1/5) / ((1 / 9/5) - 2/9))
[187643] ['7/9', '7/6', '6/5', '5/2', '5'] -> ((6/5 * 5) * (5/2 + (7/6 / 7/9)))
[187644] ['3/7', '5/8', '1', '9/8', '5/4'] -> (1 / ((5/8 / (3/7 * 5/4)) - 9/8))
[187645] ['4/7', '9/7', '5/3', '7/2', '8'] -> (4/7 / (8 - (5/3 * (9/7 + 7/2))))
[187646] ['3/5', '5/7', '7/8', '9/2', '6'] -> (7/8 * ((3/5 * 5/7) + (9/2 * 6)))
[187647] ['1/9', '3/7', '9/8', '6/5', '9'] -> ((9 / (9/8 * (3/7 - 1/9))) - 6/5)
[187648] ['7/9', '7/6', '6/5', '8/3', '5'] -> ((6/5 * 8/3) * (5 / (7/9 / 7/6)))
[187649] ['4/7', '9/7', '7/4', '9/5', '8'] -> (8 * (7/4 + (9/7 / (4/7 * 9/5))))
[187650] ['3/4', '5/6', '9/5', '7/3', '9'] -> ((9 / (5/6 / 7/3)) / (9/5 - 3/4))
[187651] ['1/8', '1', '7/6', '9/5', '9/2'] -> ((1 + (9/2 / 9/5)) / (1/8 * 7/6))
[187652] ['1/5', '2/9', '1', '8/5', '5/2'] -> ((8/5 / (1/5 * 2/9)) / (5/2 - 1))
[187653] ['4/7', '5/4', '5/4', '3', '9/2'] -> (3 / (9/2 - ((5/4 + 5/4) / 4/7)))
[187654] ['3/7', '5/8', '1', '9/8', '4/3'] -> (1 / ((9/8 * 4/3) - (5/8 / 3/7)))
[187655] ['1/3', '5/9', '9/7', '7/4', '6'] -> ((6 + (1/3 + 9/7)) / (5/9 / 7/4))
[187656] ['3/7', '7/9', '4/3', '2', '5/2'] -> ((4/3 / 7/9) / (5/2 - (3/7 + 2)))
[187657] ['5/7', '5/7', '5/4', '2', '8/3'] -> (2 / (((5/7 + 5/4) / 5/7) - 8/3))
[187658] ['2/5', '4/9', '8/9', '5/2', '7'] -> ((5/2 / 2/5) + ((8/9 + 7) / 4/9))
[187659] ['7/9', '7/6', '5/4', '9/7', '5'] -> (5 / (5/4 * (7/6 - (7/9 * 9/7))))
[187660] ['3/7', '5/8', '1', '9/8', '7/5'] -> (3/7 / ((1 / (5/8 * 7/5)) - 9/8))
[187661] ['4/7', '5/4', '9/7', '4/3', '3'] -> (((9/7 / 4/7) / (4/3 - 5/4)) - 3)
[187662] ['3/7', '7/9', '4/3', '2', '7/2'] -> (4/3 / ((7/9 * 2) - (3/7 * 7/2)))
[187663] ['1/5', '2/9', '1', '5/3', '7/4'] -> ((1 + (5/3 / 1/5)) / (2/9 * 7/4))
[187664] ['5/7', '5/6', '7/4', '5/2', '8'] -> (8 / (5/6 - ((5/7 * 7/4) / 5/2)))
[187665] ['1/3', '5/9', '9/7', '9/5', '6'] -> ((9/5 - 5/9) * (9/7 + (6 / 1/3)))
[187666] ['3/7', '1/2', '5/7', '9/8', '6'] -> (6 / ((9/8 * (3/7 / 1/2)) - 5/7))
[187667] ['1/9', '3/7', '9/8', '3/2', '9'] -> (((9 + (3/2 / 9/8)) / 3/7) - 1/9)
[187668] ['1/3', '5/9', '9/7', '9/4', '6'] -> ((6 / 9/7) / ((1/3 * 9/4) - 5/9))
[187669] ['4/7', '5/4', '9/7', '7/5', '3'] -> (3 * ((9/7 / (7/5 - 5/4)) - 4/7))
[187670] ['4/7', '9/7', '9/5', '8/3', '8'] -> (((9/7 * 8) - 8/3) / (4/7 / 9/5))
[187671] ['5/7', '5/6', '7/4', '8/3', '8'] -> (8 / (((8/3 - 5/6) / 7/4) - 5/7))
[187672] ['1/5', '2/9', '1', '5/3', '7/3'] -> ((7/3 + (1 / (1/5 * 5/3))) / 2/9)
[187673] ['5/7', '5/6', '7/4', '7/2', '8'] -> (8 / ((7/2 * (5/7 * 5/6)) - 7/4))
[187674] ['3/7', '5/8', '1', '9/8', '5/3'] -> (1 / ((5/3 / 5/8) - (9/8 / 3/7)))
[187675] ['4/7', '5/4', '9/7', '5/3', '3'] -> ((9/7 + 3) / ((5/4 / 5/3) - 4/7))
[187676] ['1/3', '5/9', '9/7', '8/3', '6'] -> ((1/3 + (6 / 9/7)) / (5/9 / 8/3))
[187677] ['3/5', '5/7', '8/9', '4/3', '6'] -> (6 * (8/9 + (4/3 / (3/5 * 5/7))))
[187678] ['3/7', '7/9', '7/5', '8/5', '2'] -> ((8/5 / 3/7) / ((7/9 * 2) - 7/5))
[187679] ['3/4', '6/7', '6/7', '6/7', '9'] -> ((6/7 + 6/7) * (9 / (3/4 * 6/7)))
