[124111] ['1/8', '1/3', '4/5', '3/2', '7'] -> (((3/2 / (1/8 * 4/5)) - 7) / 1/3)
[125247] ['4/7', '2/3', '6/7', '6/5', '9'] -> ((2/3 + 6/5) * (9 * (4/7 + 6/7)))
[125248] ['5/8', '7/8', '4/3', '3/2', '4'] -> ((4 + (4/3 * 3/2)) / (7/8 - 5/8))
[125249] ['2/7', '8/7', '8/5', '8/3', '7'] -> (8/7 / (2/7 - (8/3 / (8/5 * 7))))
[125250] ['2/9', '3/8', '5/8', '7/8', '7'] -> (3/8 + ((7/8 + (5/8 * 7)) / 2/9))
[125251] ['1/7', '3/8', '3/5', '5/4', '4'] -> ((3/5 / 3/8) + (4 / (1/7 * 5/4)))
[125252] ['4/9', '9/8', '4/3', '9/5', '3'] -> ((4/3 + 3) / ((9/8 / 9/5) - 4/9))
[125253] ['1/7', '3/7', '8/5', '5/2', '3'] -> ((8/5 * 5/2) * (3 + (3/7 / 1/7)))
[125254] ['3/8', '3/5', '4/5', '1', '5/2'] -> (3/5 / ((4/5 - 3/8) - (1 / 5/2)))
[125255] ['1/8', '3/8', '3/5', '7/6', '7'] -> ((7 / 3/5) + ((3/8 + 7/6) / 1/8))
[125256] ['3/8', '5/7', '5/4', '2', '9/4'] -> (9/4 / (3/8 * (2 - (5/4 / 5/7))))
[125257] ['4/7', '2/3', '6/7', '7/5', '9'] -> (9 * (2/3 + (7/5 * (4/7 + 6/7))))
[125258] ['4/9', '9/8', '4/3', '7/3', '3'] -> (7/3 / (3 - (4/3 + (4/9 + 9/8))))
[125259] ['2/9', '2/7', '5/9', '5/3', '9'] -> ((9 - (5/3 / (2/9 + 5/9))) / 2/7)
[125260] ['2/9', '5/6', '7/5', '8/3', '8'] -> (8 / (2/9 * (8/3 - (5/6 * 7/5))))
[125261] ['5/8', '7/8', '4/3', '7/3', '4'] -> (((7/3 + 4) / (7/8 - 5/8)) - 4/3)
[125262] ['1/4', '3/5', '3/5', '3/5', '4'] -> ((4 + ((3/5 + 3/5) / 3/5)) / 1/4)
[125263] ['1/8', '3/8', '3/5', '4/3', '7'] -> (7 / ((3/8 * 4/3) - (1/8 / 3/5)))
[125264] ['3/5', '8/7', '5/3', '8/3', '5'] -> (5/3 / ((8/3 / 3/5) - (5 / 8/7)))
[125265] ['4/7', '2/3', '6/7', '8/5', '9'] -> (8/5 * ((6/7 / 4/7) + (9 / 2/3)))
[125266] ['1/8', '8/7', '8/3', '7/2', '6'] -> (7/2 * ((8/3 * 6) - (8/7 / 1/8)))
[125267] ['5/8', '7/8', '4/3', '5/2', '4'] -> ((4 / 5/2) / ((7/8 / 5/8) - 4/3))
[125268] ['2/7', '8/7', '5/3', '7/2', '7'] -> (8/7 / ((7 / 7/2) - (2/7 + 5/3)))
[125269] ['3/5', '8/7', '5/3', '7/2', '5'] -> ((8/7 * 7/2) * (5 + (3/5 * 5/3)))
[125270] ['2/9', '5/6', '7/5', '9/2', '8'] -> (8 / (5/6 * (7/5 - (2/9 * 9/2))))
[125271] ['1/7', '3/7', '5/3', '5/2', '3'] -> (((3 / 5/3) - 3/7) / (1/7 / 5/2))
[125272] ['1/8', '3/8', '3/5', '7/4', '7'] -> (7 / (7/4 * (3/8 - (1/8 / 3/5))))
[125273] ['3/8', '5/7', '5/4', '2', '7/2'] -> ((2 + (5/7 / 5/4)) / (3/8 / 7/2))
[125274] ['2/7', '8/7', '5/3', '9/2', '7'] -> (8/7 / (5/3 - ((2/7 + 7) / 9/2)))
[125275] ['5/7', '5/6', '6/7', '3', '9/2'] -> (6/7 / ((5/6 * 9/2) - (5/7 + 3)))
[125276] ['2/9', '3/8', '5/8', '7/5', '7'] -> (3/8 + ((7/5 + 7) / (2/9 / 5/8)))
[125277] ['3/5', '8/7', '5/3', '9/2', '5'] -> ((8/7 * 9/2) * (5/3 + (3/5 * 5)))
[125278] ['3/8', '3/5', '5/6', '8/9', '1'] -> ((3/5 / 3/8) / ((8/9 / 5/6) - 1))
[125279] ['4/7', '2/3', '6/7', '9/4', '9'] -> ((4/7 + (9 / 9/4)) / (6/7 - 2/3))
[125280] ['1/7', '3/7', '5/3', '3', '7/2'] -> (((1/7 + 3) / (3/7 / 7/2)) - 5/3)
[125281] ['4/9', '9/8', '7/5', '8/5', '3'] -> ((3 + (8/5 / 4/9)) / (7/5 - 9/8))
[125282] ['3/5', '8/7', '7/4', '7/4', '5'] -> (5 * (7/4 + (7/4 * (3/5 + 8/7))))
[125283] ['3/8', '3/5', '5/6', '1', '9/8'] -> (3/5 / ((3/8 + 1) - (9/8 / 5/6)))
[125284] ['3/8', '5/7', '9/7', '9/7', '2'] -> ((9/7 / 3/8) / ((5/7 * 2) - 9/7))
[125285] ['5/8', '7/8', '7/5', '5/3', '4'] -> ((4 / 5/3) / ((5/8 + 7/8) - 7/5))
[125286] ['2/7', '8/7', '7/4', '8/3', '7'] -> (8/3 * ((2/7 / 8/7) + (7/4 + 7)))
[125287] ['3/5', '8/7', '7/4', '9/5', '5'] -> ((8/7 * 7/4) * (5 * (3/5 + 9/5)))
[125288] ['2/9', '3/8', '5/8', '8/5', '7'] -> ((7 / 3/8) / ((5/8 * 8/5) - 2/9))
[125289] ['1/8', '7/6', '7/6', '7/5', '6'] -> (6 / (1/8 * (7/6 + (7/6 / 7/5))))
[125290] ['4/7', '2/3', '7/8', '8/9', '9'] -> ((9 / (4/7 * 2/3)) / (7/8 / 8/9))
[125291] ['1/7', '3/7', '7/4', '7/3', '3'] -> ((7/3 / (1/7 * 7/4)) * (3 - 3/7))
[125292] ['2/9', '5/6', '8/5', '7/3', '8'] -> ((8 / (2/9 * 8/5)) - (5/6 - 7/3))
[125293] ['5/7', '5/6', '7/8', '6/5', '3'] -> ((3 / (5/6 - 5/7)) / (7/8 * 6/5))
[125294] ['3/8', '3/5', '5/6', '1', '7/6'] -> (3/5 / ((7/6 / 5/6) - (3/8 + 1)))
[125295] ['1/4', '3/5', '3/5', '9/8', '4'] -> (3/5 / ((1/4 * (3/5 + 4)) - 9/8))
[125296] ['2/9', '2/7', '5/9', '9/2', '9'] -> (9/2 + (9 * (2/9 + (5/9 / 2/7))))
[125297] ['3/8', '3/5', '5/6', '1', '5/4'] -> (1 / ((5/6 / 5/4) - (3/8 / 3/5)))
[125298] ['2/9', '2/7', '4/7', '4/7', '9'] -> ((2/7 + 4/7) + (9 / (2/9 / 4/7)))
[125299] ['3/8', '5/7', '9/7', '7/5', '2'] -> (9/7 / ((5/7 * (2 - 7/5)) - 3/8))
[125300] ['1/8', '7/6', '7/6', '5/3', '6'] -> ((6 - (7/6 / 7/6)) / (1/8 * 5/3))
[125301] ['2/9', '5/6', '8/5', '7/2', '8'] -> (8 * ((8/5 / 2/9) - (7/2 / 5/6)))
[125302] ['1/7', '3/7', '7/4', '8/3', '3'] -> (((3 / 7/4) - 3/7) / (1/7 / 8/3))
[125303] ['4/7', '2/3', '7/8', '6/5', '9'] -> (4/7 * ((9 / (7/8 - 2/3)) - 6/5))
[125304] ['2/7', '8/7', '9/5', '5/2', '7'] -> (((8/7 + 7) / 2/7) - (9/5 * 5/2))
[125305] ['3/5', '8/7', '7/4', '8/3', '5'] -> ((8/7 + (3/5 * 8/3)) * (7/4 * 5))
[125306] ['3/8', '5/7', '9/7', '3/2', '2'] -> ((9/7 / 3/2) / ((3/8 * 2) - 5/7))
[125307] ['1/7', '3/7', '7/4', '3', '7/2'] -> ((3 / 7/4) / ((1/7 * 7/2) - 3/7))
[125308] ['1/7', '3/8', '3/5', '4', '9/2'] -> (3/5 * ((4 / 1/7) + (9/2 / 3/8)))
[125309] ['4/9', '9/8', '7/5', '7/3', '3'] -> (7/3 / (7/5 * (4/9 - (9/8 / 3))))
[125310] ['2/9', '5/6', '5/3', '7/4', '8'] -> (8 / ((5/6 / 2/9) - (5/3 + 7/4)))
[125311] ['4/7', '2/3', '7/8', '7/5', '9'] -> ((4/7 + 9) / (7/8 - (2/3 / 7/5)))
[125312] ['3/5', '8/7', '9/5', '9/5', '5'] -> ((8/7 * 5) * (9/5 + (3/5 + 9/5)))
[125313] ['3/8', '3/5', '5/6', '1', '4/3'] -> (3/5 / (((4/3 - 1) / 5/6) - 3/8))
[125314] ['1/7', '3/8', '5/8', '5/8', '4'] -> (((5/8 / 1/7) + (5/8 + 4)) / 3/8)
[125315] ['3/5', '8/7', '9/5', '9/4', '5'] -> (9/5 / ((3/5 / 8/7) - (9/4 / 5)))
[125316] ['5/8', '7/8', '3/2', '3/2', '4'] -> (4 / ((7/8 / 3/2) - (5/8 / 3/2)))
[125317] ['1/8', '7/6', '7/6', '5/2', '6'] -> (((6 / 7/6) - (5/2 / 7/6)) / 1/8)
[125318] ['1/7', '3/8', '5/8', '2/3', '4'] -> (((5/8 / 1/7) - 3/8) / (2/3 / 4))
[125319] ['3/8', '3/5', '5/6', '1', '5/3'] -> (3/5 / ((1 / (5/6 + 5/3)) - 3/8))
[125320] ['5/8', '7/8', '3/2', '5/3', '4'] -> (4 / (5/3 * (3/2 - (7/8 / 5/8))))
[125321] ['2/7', '8/7', '9/4', '9/2', '7'] -> (7 * ((2/7 + 8/7) + (9/2 / 9/4)))
[125322] ['2/9', '5/6', '7/4', '7/4', '8'] -> (((5/6 - 7/4) - (7/4 - 8)) / 2/9)
[125323] ['3/5', '8/7', '9/5', '5/2', '5'] -> ((8/7 * 5/2) * ((9/5 * 5) - 3/5))
[125324] ['4/7', '2/3', '7/8', '7/4', '9'] -> (((9 / 4/7) - 7/4) / (2/3 * 7/8))
[125325] ['1/8', '7/6', '7/6', '9/2', '6'] -> ((9/2 * 6) / (1/8 + (7/6 / 7/6)))
[125326] ['3/8', '5/7', '9/7', '2', '8/3'] -> ((9/7 * 2) / (3/8 - (5/7 / 8/3)))
[125327] ['5/8', '7/8', '3/2', '9/5', '4'] -> ((3/2 * 4) / ((5/8 * 9/5) - 7/8))
[125328] ['5/7', '5/6', '7/8', '7/3', '3'] -> ((7/3 * 3) / ((5/6 / 5/7) - 7/8))
[125329] ['2/7', '8/7', '7/3', '5/2', '7'] -> ((7/3 + 7) * ((8/7 * 5/2) - 2/7))
[125330] ['2/9', '5/6', '7/4', '9/5', '8'] -> (8 / ((5/6 / (2/9 * 9/5)) - 7/4))
[125331] ['1/7', '3/8', '5/8', '4/5', '4'] -> (4/5 * (((3/8 + 4) / 1/7) - 5/8))
[125332] ['2/9', '3/8', '2/3', '6/5', '7'] -> (7 / (3/8 * (2/9 + (2/3 / 6/5))))
[125333] ['1/8', '3/8', '2/3', '8/5', '7'] -> ((7 + (3/8 / 1/8)) / (2/3 / 8/5))
[125334] ['1/8', '7/6', '6/5', '6/5', '6'] -> (((6 / (6/5 * 6/5)) - 7/6) / 1/8)
[125335] ['2/9', '2/7', '4/7', '8/7', '9'] -> ((9 / (2/9 / 4/7)) - (2/7 - 8/7))
[125336] ['1/4', '3/5', '5/8', '6/7', '4'] -> ((3/5 + (4 / 5/8)) / (1/4 / 6/7))
[125337] ['3/5', '8/7', '9/4', '9/4', '5'] -> (8/7 * (9/4 + (5 / (3/5 / 9/4))))
[125338] ['1/7', '3/8', '5/8', '5/6', '4'] -> (4 / (3/8 - (1/7 * (5/8 + 5/6))))
[125339] ['1/8', '7/6', '6/5', '9/7', '6'] -> (((6 / (7/6 * 6/5)) - 9/7) / 1/8)
[125340] ['5/8', '7/8', '8/5', '9/4', '4'] -> ((8/5 * 4) * (9/4 + (5/8 + 7/8)))
[125341] ['2/7', '7/6', '7/6', '6/5', '7'] -> (((7 / 2/7) - 7/6) / (7/6 / 6/5))
[125342] ['1/7', '3/8', '5/8', '8/9', '4'] -> (8/9 * ((4 / 1/7) - (3/8 + 5/8)))
[125343] ['2/9', '5/6', '9/5', '9/5', '8'] -> ((9/5 / 2/9) + (9/5 * (5/6 + 8)))
[125344] ['1/8', '3/8', '5/7', '7/9', '7'] -> ((5/7 + 7) * (7/9 / (3/8 - 1/8)))
[125345] ['1/8', '7/6', '6/5', '4/3', '6'] -> ((6 - (6/5 * (7/6 + 4/3))) / 1/8)
[125346] ['4/9', '9/8', '3/2', '7/3', '3'] -> ((9/8 + (3/2 / 4/9)) * (7/3 + 3))
[125347] ['3/5', '8/7', '9/4', '8/3', '5'] -> (9/4 * ((8/3 / 8/7) + (5 / 3/5)))
[125348] ['1/7', '3/7', '9/4', '3', '9/2'] -> (((3 + 9/2) / (3/7 - 1/7)) - 9/4)
[125349] ['5/8', '7/8', '8/5', '4', '9/2'] -> ((9/2 + (7/8 + 4)) / (5/8 / 8/5))
[125350] ['4/7', '2/3', '8/9', '6/5', '9'] -> ((2/3 + (8/9 / 4/7)) * (6/5 * 9))
[125351] ['2/9', '5/6', '9/5', '7/2', '8'] -> (8 * ((2/9 + 5/6) + (7/2 / 9/5)))
[125352] ['1/8', '3/8', '5/7', '5/6', '7'] -> ((5/7 / 5/6) * (7 / (3/8 - 1/8)))
[125353] ['2/9', '3/8', '2/3', '5/2', '7'] -> ((2/3 / 2/9) / ((3/8 * 7) - 5/2))
[125354] ['2/9', '2/7', '4/7', '7/4', '9'] -> ((2/7 + 4/7) + (9 / (2/9 * 7/4)))
[125355] ['1/8', '7/6', '6/5', '8/5', '6'] -> ((6 - (8/5 + (7/6 * 6/5))) / 1/8)
[125356] ['5/8', '7/8', '5/3', '5/3', '4'] -> (4 / (5/3 * (5/8 - (7/8 / 5/3))))
[125357] ['1/4', '3/5', '5/8', '7/4', '4'] -> ((4 - 7/4) / (5/8 * (1/4 * 3/5)))
[125358] ['4/7', '2/3', '8/9', '5/4', '9'] -> ((9 / (4/7 / 8/9)) / (5/4 - 2/3))
[125359] ['2/7', '7/6', '7/6', '3/2', '7'] -> ((7 / 2/7) - (3/2 - (7/6 / 7/6)))
[125360] ['1/7', '3/8', '5/8', '4/3', '4'] -> ((((5/8 + 4) / 1/7) - 3/8) / 4/3)
[125361] ['1/4', '3/5', '5/8', '9/5', '4'] -> ((3/5 + 9/5) * (4 / (1/4 / 5/8)))
[125362] ['2/9', '2/7', '4/7', '9/5', '9'] -> ((2/9 + (4/7 / 2/7)) * (9/5 + 9))
[125363] ['3/5', '8/7', '7/3', '7/3', '5'] -> ((7/3 + (7/3 / 3/5)) * (5 - 8/7))
[125364] ['2/9', '3/8', '5/7', '5/7', '7'] -> ((7 / 3/8) / ((5/7 / 5/7) - 2/9))
[125365] ['1/8', '7/6', '6/5', '7/4', '6'] -> ((7/4 / ((7/6 / 6) - 1/8)) - 6/5)
[125366] ['3/8', '3/5', '6/7', '1', '8/7'] -> (3/5 / ((6/7 / (1 + 8/7)) - 3/8))
[125367] ['4/9', '9/8', '8/5', '9/5', '3'] -> (9/5 / ((8/5 / (4/9 * 3)) - 9/8))
[125368] ['2/9', '2/7', '4/7', '9/4', '9'] -> ((4/7 * 9) / ((2/9 * 9/4) - 2/7))
[125369] ['4/7', '2/3', '8/9', '7/5', '9'] -> ((4/7 + (8/9 / 2/3)) * (7/5 * 9))
[125370] ['2/9', '3/8', '5/7', '3/4', '7'] -> ((5/7 * 7) / (3/8 - (2/9 * 3/4)))
[125371] ['5/8', '7/8', '7/4', '7/4', '4'] -> ((7/4 + (7/4 / 7/8)) / (5/8 / 4))
[125372] ['1/7', '3/8', '5/8', '3/2', '4'] -> ((3/2 * 4) * ((5/8 / 1/7) - 3/8))
[125373] ['1/7', '4/9', '4/9', '4/9', '3'] -> ((4/9 + (4/9 / 1/7)) / (4/9 / 3))
[125374] ['1/8', '3/8', '5/7', '5/4', '7'] -> (7 + ((3/8 + (5/4 / 5/7)) / 1/8))
[125375] ['2/9', '5/6', '5/2', '7/2', '8'] -> ((8 / (2/9 / 5/6)) - (5/2 + 7/2))
[125377] ['5/8', '7/8', '7/4', '7/3', '4'] -> (4 / ((5/8 + 7/8) - (7/3 / 7/4)))
[125376] ['4/9', '9/8', '8/5', '9/4', '3'] -> ((3 / 4/9) / ((9/4 / 8/5) - 9/8))
[125378] ['2/9', '5/6', '8/3', '8/3', '8'] -> ((8/3 / 2/9) / (5/6 - (8/3 / 8)))
[125379] ['2/9', '2/7', '4/7', '7/2', '9'] -> (7/2 * ((9 * (2/9 + 4/7)) - 2/7))
[125380] ['2/7', '7/6', '7/6', '9/4', '7'] -> ((2/7 * 7) / ((7/6 + 7/6) - 9/4))
[125381] ['3/8', '5/7', '4/3', '2', '7/2'] -> (((5/7 + 2) / (3/8 / 7/2)) - 4/3)
[125382] ['4/7', '2/3', '8/9', '7/4', '9'] -> ((8/9 * 9) / ((4/7 * 7/4) - 2/3))
[125383] ['4/9', '9/8', '8/5', '7/3', '3'] -> (7/3 / ((9/8 / 3) - (4/9 / 8/5)))
[125384] ['1/7', '3/8', '5/8', '7/4', '4'] -> ((4 - ((3/8 + 5/8) / 7/4)) / 1/7)
[125385] ['1/8', '3/8', '5/7', '7/4', '7'] -> (((7/4 / 1/8) - (5/7 * 7)) / 3/8)
[125386] ['5/8', '7/8', '9/5', '9/5', '4'] -> ((9/5 * 4) / (9/5 - (5/8 + 7/8)))
[125387] ['1/7', '3/8', '5/8', '9/5', '4'] -> (4 * (9/5 + (3/8 / (1/7 * 5/8))))
[125388] ['2/7', '7/6', '7/6', '5/2', '7'] -> (7 * (2/7 + ((7/6 + 5/2) / 7/6)))
[125389] ['2/9', '6/7', '6/7', '7/8', '8'] -> ((8 / (2/9 * 7/8)) / (6/7 + 6/7))
[125390] ['4/7', '2/3', '8/9', '5/2', '9'] -> (((5/2 * 9) - (2/3 / 4/7)) / 8/9)
[125391] ['3/5', '8/7', '8/3', '8/3', '5'] -> (8/3 + ((3/5 + 5) * (8/7 + 8/3)))
[125392] ['1/7', '3/8', '5/8', '9/4', '4'] -> (((4 + (3/8 - 5/8)) / 1/7) - 9/4)
[125393] ['1/4', '3/5', '2/3', '8/9', '4'] -> (((2/3 / 3/5) + (8/9 + 4)) / 1/4)
[125394] ['2/9', '2/7', '3/5', '5/8', '9'] -> (5/8 * ((9 / 2/9) - (3/5 / 2/7)))
[125395] ['2/9', '3/8', '5/7', '7/8', '7'] -> ((7 - (7/8 / (3/8 / 5/7))) / 2/9)
[125396] ['2/7', '7/6', '7/6', '9/2', '7'] -> (7 + ((7/6 + 9/2) / (2/7 * 7/6)))
[125397] ['2/9', '6/7', '6/7', '9/8', '8'] -> (((6/7 * 8) - 6/7) / (2/9 * 9/8))
[125398] ['3/5', '8/7', '8/3', '9/2', '5'] -> (9/2 * ((3/5 * 5) + (8/3 / 8/7)))
[125399] ['1/8', '3/8', '5/7', '8/3', '7'] -> ((1/8 / 3/8) + (7 * (5/7 + 8/3)))
[125400] ['1/8', '7/6', '5/4', '5/3', '6'] -> ((7/6 * 6) / (5/3 - (1/8 + 5/4)))
[125401] ['3/5', '8/7', '7/2', '7/2', '5'] -> ((7/2 + 7/2) * (5 * (3/5 * 8/7)))
[125402] ['2/9', '6/7', '6/7', '7/6', '8'] -> (8 / ((6/7 * (2/9 + 7/6)) - 6/7))
[125403] ['4/9', '9/8', '5/3', '9/5', '3'] -> (3 / ((4/9 * 9/5) - (9/8 / 5/3)))
[125404] ['1/7', '4/9', '4/9', '7/9', '3'] -> ((4/9 + 4/9) * (3 / (1/7 * 7/9)))
[125405] ['2/9', '2/7', '3/5', '5/7', '9'] -> ((9 + (2/7 / 2/9)) / (3/5 * 5/7))
[125406] ['5/8', '7/8', '9/4', '9/4', '4'] -> (4 * ((5/8 + 7/8) + (9/4 + 9/4)))
[125407] ['3/8', '3/5', '6/7', '1', '9/5'] -> (9/5 / ((3/8 - 1) + (3/5 / 6/7)))
[125408] ['2/7', '7/6', '6/5', '4/3', '7'] -> (7 / ((4/3 / (6/5 - 2/7)) - 7/6))
[125409] ['1/7', '3/8', '5/8', '7/2', '4'] -> (7/2 * (((3/8 + 4) / 5/8) - 1/7))
[125410] ['2/9', '6/7', '6/7', '5/4', '8'] -> (((8 / (2/9 / 6/7)) - 6/7) / 5/4)
[125411] ['3/8', '5/7', '7/5', '9/5', '2'] -> (9/5 / (2 - (7/5 + (3/8 / 5/7))))
[125412] ['1/7', '3/8', '5/8', '4', '9/2'] -> ((9/2 + (4 / (1/7 / 3/8))) / 5/8)
[125413] ['2/9', '6/7', '6/7', '9/7', '8'] -> (((6/7 / 2/9) - 9/7) / (6/7 / 8))
[125414] ['4/7', '2/3', '9/8', '5/4', '9'] -> ((9 / (4/7 * 9/8)) / (5/4 - 2/3))
[125415] ['2/9', '2/7', '3/5', '7/9', '9'] -> ((3/5 + 9) * ((7/9 / 2/7) - 2/9))
[125416] ['1/4', '3/5', '2/3', '4/3', '4'] -> (((2/3 - 4/3) + (4 / 3/5)) / 1/4)
[125417] ['3/5', '7/6', '7/6', '5/4', '5'] -> ((3/5 + 5) / (7/6 - (7/6 / 5/4)))
[125418] ['1/8', '3/8', '3/4', '9/5', '7'] -> ((7 + (3/8 / 1/8)) / (3/4 / 9/5))
[125419] ['3/8', '5/7', '7/5', '2', '9/4'] -> ((3/8 / (5/7 - (7/5 / 2))) - 9/4)
[125420] ['2/7', '7/6', '6/5', '5/3', '7'] -> ((7 / 2/7) - (6/5 - (7/6 / 5/3)))
[125421] ['5/8', '7/8', '7/3', '4', '9/2'] -> (9/2 * ((7/3 / (7/8 - 5/8)) - 4))
[125422] ['2/9', '2/7', '3/5', '4/5', '9'] -> (9 * ((4/5 / 2/7) - (2/9 * 3/5)))
[125423] ['2/9', '3/8', '5/7', '9/7', '7'] -> (7 / (3/8 * (2/9 + (5/7 / 9/7))))
[125424] ['2/9', '6/7', '6/7', '7/5', '8'] -> ((8 / (2/9 * 7/5)) - (6/7 + 6/7))
[125425] ['3/8', '5/7', '7/5', '2', '5/2'] -> ((5/7 + 5/2) * (2 / (3/8 / 7/5)))
[125426] ['1/7', '4/9', '4/9', '6/5', '3'] -> (6/5 * ((3 / 1/7) - (4/9 / 4/9)))
[125427] ['2/9', '2/7', '3/5', '5/6', '9'] -> (5/6 * ((9 / 2/7) - (3/5 / 2/9)))
[125428] ['4/7', '2/3', '9/8', '7/5', '9'] -> (9 / (7/5 * (9/8 - (4/7 / 2/3))))
[125429] ['5/7', '5/6', '9/8', '9/8', '3'] -> ((9/8 / ((5/6 / 5/7) - 9/8)) - 3)
[125430] ['1/8', '3/8', '7/9', '5/6', '7'] -> ((5/6 / (1/8 * 3/8)) - (7/9 - 7))
[125431] ['2/9', '3/8', '5/7', '7/5', '7'] -> ((7 / 3/8) / ((5/7 * 7/5) - 2/9))
[125432] ['1/4', '3/5', '5/7', '3/4', '4'] -> (4 / (3/4 - ((1/4 / 3/5) / 5/7)))
[125433] ['3/8', '5/7', '7/5', '2', '7/2'] -> ((7/2 + (5/7 * 7/5)) / (3/8 / 2))
[125434] ['4/9', '9/8', '7/4', '8/3', '3'] -> ((3 + (8/3 * (9/8 + 7/4))) / 4/9)
[125435] ['1/8', '7/6', '9/7', '7/4', '6'] -> (((7/6 + 7/4) / (1/8 / 9/7)) - 6)
[125436] ['4/7', '2/3', '9/8', '8/5', '9'] -> (8/5 * ((9 / 4/7) - (2/3 * 9/8)))
[125437] ['2/9', '6/7', '6/7', '9/4', '8'] -> (9/4 * ((8 / (6/7 * 6/7)) - 2/9))
[125438] ['1/4', '3/5', '5/7', '5/6', '4'] -> (((4 / 5/7) - 3/5) / (1/4 * 5/6))
[125439] ['2/7', '7/6', '5/4', '5/4', '7'] -> ((7 + (5/4 / 5/4)) / (2/7 * 7/6))
[125440] ['2/9', '6/7', '6/7', '5/2', '8'] -> (8 / (2/9 * (5/2 - (6/7 / 6/7))))
[125441] ['2/9', '3/8', '5/7', '7/4', '7'] -> (7 * ((3/8 / 7/4) + (5/7 / 2/9)))
[125442] ['4/7', '2/3', '9/8', '5/3', '9'] -> (2/3 + ((5/3 * 9) / (4/7 * 9/8)))
[125443] ['1/4', '3/5', '5/7', '6/7', '4'] -> ((4 + (6/7 / (3/5 * 5/7))) / 1/4)
[125444] ['3/5', '7/6', '7/6', '9/5', '5'] -> (5 * (3/5 + (9/5 * (7/6 + 7/6))))
[125445] ['3/8', '5/7', '3/2', '7/4', '2'] -> ((3/2 / 7/4) / ((3/8 * 2) - 5/7))
[125446] ['3/5', '7/6', '7/6', '9/4', '5'] -> (9/4 * ((7/6 + 7/6) + (5 / 3/5)))
[125447] ['2/9', '6/7', '7/8', '7/8', '8'] -> ((8 / (2/9 * 6/7)) / (7/8 + 7/8))
[125448] ['5/8', '8/9', '8/9', '4/3', '4'] -> (4 / ((8/9 / 8/9) - (5/8 * 4/3)))
[125449] ['4/9', '9/8', '9/5', '7/3', '3'] -> (7/3 / ((3 / 9/5) - (4/9 + 9/8)))
[125450] ['1/7', '3/8', '2/3', '9/7', '4'] -> (((3/8 * 4) + (9/7 / 2/3)) / 1/7)
[125451] ['5/7', '5/6', '9/8', '5/3', '3'] -> ((3 / (5/7 / 5/3)) / (9/8 - 5/6))
[125452] ['2/9', '6/7', '7/8', '9/8', '8'] -> ((7/8 / 9/8) * (8 / (2/9 / 6/7)))
[125453] ['4/7', '2/3', '9/8', '5/2', '9'] -> (9/8 * ((5/2 * 9) - (2/3 / 4/7)))
[125454] ['4/9', '9/8', '9/5', '5/2', '3'] -> ((9/5 + 3) * (5/2 / (4/9 * 9/8)))
[125455] ['1/7', '3/8', '2/3', '4/3', '4'] -> (4 / (1/7 * (2/3 + (3/8 * 4/3))))
[125456] ['1/8', '7/6', '4/3', '7/5', '6'] -> ((4/3 - (7/6 / 7/5)) / (1/8 / 6))
[125457] ['2/7', '7/6', '5/4', '9/5', '7'] -> (5/4 * ((7 / (2/7 * 7/6)) - 9/5))
[125458] ['3/8', '3/5', '7/8', '1', '4/3'] -> (1 / (7/8 - (4/3 * (3/8 / 3/5))))
[125459] ['2/9', '3/8', '5/7', '5/2', '7'] -> ((5/7 / 5/2) * (7 / (2/9 * 3/8)))
[125460] ['1/8', '3/8', '7/9', '8/3', '7'] -> (((7 / (7/9 * 8/3)) - 3/8) / 1/8)
[125461] ['1/7', '4/9', '4/9', '9/4', '3'] -> ((4/9 + (4/9 / 1/7)) * (9/4 * 3))
[125462] ['3/5', '7/6', '7/6', '7/2', '5'] -> (((5 / (3/5 / 7/2)) - 7/6) / 7/6)
[125463] ['1/8', '7/6', '4/3', '8/5', '6'] -> (6 / (1/8 * (7/6 + (4/3 / 8/5))))
[125464] ['1/8', '3/8', '7/9', '7/2', '7'] -> (((7/2 / 3/8) - 7) / (1/8 * 7/9))
[125465] ['3/8', '3/5', '7/8', '1', '8/5'] -> (3/5 / ((7/8 * 8/5) - (3/8 + 1)))
[125466] ['1/4', '3/5', '5/7', '6/5', '4'] -> (((4 / 5/7) - 3/5) / (1/4 / 6/5))
[125467] ['2/7', '7/6', '5/4', '8/3', '7'] -> ((5/4 + (7/6 / 2/7)) + (8/3 * 7))
[125468] ['1/7', '4/9', '4/9', '7/3', '3'] -> ((3 + ((4/9 / 4/9) / 7/3)) / 1/7)
[125469] ['3/5', '7/6', '7/6', '9/2', '5'] -> (9/2 * ((3/5 * 5) + (7/6 + 7/6)))
[125470] ['2/9', '3/8', '5/7', '7/2', '7'] -> (7 / (3/8 * (5/7 + (2/9 / 7/2))))
[125471] ['2/9', '2/7', '3/5', '4/3', '9'] -> ((3/5 * 9) * ((4/3 / 2/7) - 2/9))
[125472] ['1/8', '7/6', '4/3', '9/5', '6'] -> ((4/3 + (6 / (1/8 * 9/5))) / 7/6)
[125473] ['4/7', '2/3', '8/7', '8/5', '9'] -> (4/7 + (8/5 * (8/7 + (9 / 2/3))))
[125474] ['3/5', '7/6', '6/5', '5/4', '5'] -> ((3/5 * 5) / (7/6 - (5/4 / 6/5)))
[125475] ['2/7', '7/6', '5/4', '9/2', '7'] -> ((7 - (2/7 * 7/6)) / (5/4 / 9/2))
