[44326] ['1/3', '3/7', '3/2', '7/4', '8'] -> (8 * (3/7 + (3/2 / (1/3 * 7/4))))
[45172] ['1/4', '2/7', '5/7', '9/5', '5'] -> (((5/7 * 9/5) - (2/7 - 5)) / 1/4)
[45173] ['5/4', '9/7', '9/5', '7/2', '6'] -> ((5/4 * 7/2) * (6 + (9/7 - 9/5)))
[45174] ['1/6', '6/7', '6/5', '7/3', '6'] -> (7/3 * (6 + (6/7 / (1/6 * 6/5))))
[45175] ['1/5', '1/5', '1/3', '7/4', '5'] -> ((1/5 + 1/5) / ((7/4 / 5) - 1/3))
[45176] ['1/9', '1/7', '2/3', '7/4', '5'] -> ((2/3 * 5) / ((1/7 * 7/4) - 1/9))
[45177] ['4/9', '6/5', '7/5', '7/4', '4'] -> (4 / ((6/5 * (7/4 - 4/9)) - 7/5))
[45178] ['3/8', '9/8', '5/4', '3', '7/2'] -> (3 / ((9/8 / (7/2 - 5/4)) - 3/8))
[45179] ['1/7', '8/9', '8/5', '8/5', '9'] -> ((8/5 / 1/7) + (9 * (8/9 * 8/5)))
[45180] ['1/8', '9/8', '7/4', '7/2', '5'] -> ((5 + ((9/8 + 7/2) / 1/8)) / 7/4)
[45181] ['1/4', '2/7', '5/7', '8/3', '5'] -> (8/3 * (5 + ((2/7 + 5/7) / 1/4)))
[45182] ['1/9', '1/4', '7/9', '7/8', '4'] -> ((7/9 / (1/9 * 7/8)) + (4 / 1/4))
[45183] ['1/5', '3/7', '9/8', '8/3', '4'] -> ((8/3 / 3/7) + (4 / (1/5 * 9/8)))
[45184] ['1/3', '4/9', '7/8', '7/2', '8'] -> ((8 * (1/3 / 4/9)) / (7/8 / 7/2))
[45185] ['4/9', '6/5', '7/5', '9/4', '4'] -> (4 / ((7/5 / 6/5) - (4/9 * 9/4)))
[45186] ['2/7', '3/8', '4/9', '9/8', '2'] -> ((2 / 4/9) / ((3/8 / 2/7) - 9/8))
[45187] ['5/9', '5/7', '7/9', '1', '8/3'] -> (8/3 / ((5/9 - 1) + (5/7 * 7/9)))
[45188] ['3/8', '9/8', '9/7', '9/7', '3'] -> (9/7 / ((9/7 / 3/8) - (9/8 * 3)))
[45189] ['3/8', '3/4', '3/4', '9/5', '4'] -> ((4 + (3/4 / 3/4)) / (3/8 / 9/5))
[45190] ['1/9', '1/7', '2/3', '9/5', '5'] -> (((2/3 + (5 / 9/5)) / 1/7) - 1/9)
[45191] ['1/5', '3/7', '9/8', '7/2', '4'] -> ((3/7 * 7/2) + (4 / (1/5 / 9/8)))
[45192] ['5/4', '9/7', '9/4', '5/2', '6'] -> (6 / ((5/2 / 5/4) - (9/4 / 9/7)))
[45193] ['1/4', '2/7', '3/4', '3/4', '5'] -> (((5 / 2/7) - (1/4 - 3/4)) / 3/4)
[45194] ['1/5', '1/5', '1/3', '7/2', '5'] -> ((1/3 + 5) * (7/2 + (1/5 / 1/5)))
[45195] ['1/9', '1/4', '7/9', '9/8', '4'] -> (((7/9 / 1/9) - 1/4) / (9/8 / 4))
[45196] ['3/8', '3/4', '3/4', '7/3', '4'] -> ((3/4 * 4) / ((3/8 * 7/3) - 3/4))
[45197] ['1/8', '9/8', '9/5', '5/2', '5'] -> (((5/2 / 1/8) - 5) / (9/8 / 9/5))
[45198] ['5/4', '9/7', '7/3', '7/3', '6'] -> (6 / (((5/4 + 7/3) / 7/3) - 9/7))
[45199] ['1/9', '3/7', '1/2', '4/3', '3'] -> ((3 / (3/7 / 4/3)) / (1/2 - 1/9))
[45200] ['1/9', '1/4', '7/9', '8/7', '4'] -> ((8/7 / (1/9 / 7/9)) + (4 / 1/4))
[45201] ['1/7', '8/9', '8/5', '9/5', '9'] -> (8/9 * ((8/5 * 9) + (9/5 / 1/7)))
[45202] ['1/6', '6/7', '6/5', '9/2', '6'] -> (6/5 * ((9/2 / 1/6) - (6 / 6/7)))
[45203] ['1/5', '1/5', '3/8', '3/7', '5'] -> (5 / (((3/8 - 1/5) / 3/7) - 1/5))
[45204] ['1/9', '1/7', '2/3', '5/2', '5'] -> (((2/3 / 1/7) - (5 / 5/2)) / 1/9)
[45205] ['5/4', '9/7', '7/3', '8/3', '6'] -> (7/3 * (6 + (8/3 * (5/4 * 9/7))))
[45206] ['1/4', '2/7', '3/4', '5/6', '5'] -> ((3/4 / 1/4) + (5 / (2/7 * 5/6)))
[45207] ['3/8', '3/4', '7/9', '7/9', '4'] -> (4 / (3/4 - (3/8 * (7/9 + 7/9))))
[45208] ['4/9', '6/5', '7/5', '7/2', '4'] -> ((7/5 / (4 - (4/9 + 7/2))) - 6/5)
[45209] ['1/5', '1/5', '3/8', '1/2', '5'] -> (((5 / 1/2) - (1/5 / 1/5)) / 3/8)
[45210] ['2/7', '3/8', '4/9', '7/5', '2'] -> ((2 / (3/8 * 7/5)) / (4/9 - 2/7))
[45211] ['1/7', '8/9', '8/5', '7/3', '9'] -> ((7/3 / (1/7 * 8/9)) + (9 / 8/5))
[45212] ['3/8', '3/4', '7/9', '4/5', '4'] -> ((4 / 4/5) / ((3/4 * 7/9) - 3/8))
[45213] ['1/6', '6/7', '5/4', '7/5', '6'] -> ((6 / (1/6 * 6/7)) / (5/4 * 7/5))
[45214] ['1/4', '2/7', '3/4', '8/9', '5'] -> (5 / ((1/4 / 2/7) - (3/4 * 8/9)))
[45215] ['4/9', '6/5', '3/2', '3/2', '4'] -> (4/9 / (3/2 - (4 / (6/5 + 3/2))))
[45216] ['5/9', '5/7', '4/5', '6/7', '1'] -> (6/7 / ((5/7 / 5/9) - (1 / 4/5)))
[45217] ['1/7', '8/9', '8/5', '5/2', '9'] -> (8/5 + (9 / (5/2 * (1/7 / 8/9))))
[45218] ['3/8', '9/8', '9/7', '7/4', '3'] -> (3 / (((9/8 / 9/7) / 7/4) - 3/8))
[45219] ['1/3', '4/9', '9/8', '9/7', '8'] -> ((8 + (1/3 / 9/8)) / (4/9 / 9/7))
[45220] ['1/4', '2/7', '3/4', '9/8', '5'] -> (5 / ((1/4 / 2/7) - (3/4 / 9/8)))
[45221] ['3/8', '3/4', '7/9', '6/7', '4'] -> (4 / ((7/9 * 6/7) - (3/8 / 3/4)))
[45222] ['5/9', '5/7', '4/5', '7/8', '1'] -> ((1 / (5/9 * 7/8)) / (4/5 - 5/7))
[45223] ['1/5', '3/7', '8/7', '7/4', '4'] -> (((4 / (1/5 * 7/4)) - 8/7) / 3/7)
[45224] ['1/8', '9/8', '7/3', '7/2', '5'] -> (7/2 * ((9/8 / 1/8) - (5 / 7/3)))
[45225] ['1/9', '1/7', '5/7', '3/4', '5'] -> (3/4 * ((5 / (1/9 / 5/7)) - 1/7))
[45226] ['1/6', '6/7', '5/4', '8/5', '6'] -> (((6 / (6/7 * 5/4)) - 8/5) / 1/6)
[45227] ['3/8', '3/4', '7/9', '7/8', '4'] -> (4 / ((3/8 * 7/9) + (3/4 - 7/8)))
[45228] ['5/4', '9/7', '8/3', '7/2', '6'] -> (9/7 * (6 + (8/3 * (5/4 + 7/2))))
[45229] ['1/5', '1/5', '3/8', '7/9', '5'] -> ((1/5 + 5) / (3/8 * (7/9 - 1/5)))
[45230] ['1/7', '8/9', '8/5', '8/3', '9'] -> (8/5 / (1/7 - (8/9 / (8/3 + 9))))
[45231] ['4/9', '6/5', '3/2', '7/4', '4'] -> ((7/4 / (4/9 - (3/2 / 4))) - 6/5)
[45232] ['1/6', '6/7', '5/4', '5/3', '6'] -> ((6 - (5/3 / 5/4)) / (1/6 / 6/7))
[45233] ['1/4', '2/7', '3/4', '6/5', '5'] -> ((3/4 / 1/4) + (5 / (2/7 / 6/5)))
[45234] ['1/9', '1/4', '4/5', '6/7', '4'] -> (6/7 * ((4 / (1/4 - 1/9)) - 4/5))
[45235] ['3/8', '9/8', '9/7', '7/3', '3'] -> (7/3 * (9/7 + (3 / (3/8 / 9/8))))
[45236] ['1/3', '4/9', '9/8', '7/4', '8'] -> ((1/3 + 8) / (9/8 - (4/9 * 7/4)))
[45237] ['5/4', '9/7', '8/3', '9/2', '6'] -> ((9/2 - 9/7) * (8/3 + (6 / 5/4)))
[45238] ['2/7', '3/8', '4/9', '2', '9/4'] -> (3/8 + ((9/4 + (2 / 4/9)) / 2/7))
[45239] ['1/9', '3/7', '5/9', '5/9', '3'] -> (3 + ((5/9 / 5/9) / (1/9 * 3/7)))
[45240] ['1/7', '8/9', '8/5', '9/2', '9'] -> ((8/9 + 8/5) * (9 + (1/7 * 9/2)))
[45241] ['4/9', '6/5', '3/2', '7/3', '4'] -> ((6/5 + 3/2) * ((7/3 * 4) - 4/9))
[45242] ['1/4', '2/7', '3/4', '4/3', '5'] -> (4/3 * ((5 / 2/7) - (1/4 - 3/4)))
[45243] ['3/8', '9/8', '9/7', '8/3', '3'] -> (3 / ((3/8 * 8/3) - (9/8 / 9/7)))
[45244] ['1/3', '4/9', '9/8', '7/3', '8'] -> (8 * (7/3 + ((1/3 / 4/9) / 9/8)))
[45245] ['1/5', '1/5', '3/8', '7/6', '5'] -> (5 / ((1/5 / 1/5) + (3/8 - 7/6)))
[45246] ['1/8', '8/7', '8/7', '7/6', '5'] -> ((((5 / 7/6) - 8/7) / 1/8) - 8/7)
[45247] ['1/9', '1/4', '4/5', '8/7', '4'] -> (((4 / (1/4 + 4/5)) - 8/7) / 1/9)
[45248] ['2/7', '3/8', '4/9', '2', '8/3'] -> ((8/3 / (2/7 * 3/8)) - (4/9 * 2))
[45249] ['1/6', '6/7', '5/4', '5/2', '6'] -> (6 * ((5/2 / 6/7) - (1/6 - 5/4)))
[45250] ['1/5', '3/7', '7/6', '5/4', '4'] -> ((4 / 7/6) / ((3/7 / 5/4) - 1/5))
[45251] ['1/4', '2/7', '3/4', '3/2', '5'] -> (3/2 * ((3/4 / (2/7 - 1/4)) - 5))
[45252] ['3/8', '3/4', '7/9', '9/7', '4'] -> ((9/7 + (3/4 / 7/9)) / (3/8 / 4))
[45253] ['1/9', '1/7', '5/7', '9/8', '5'] -> ((5/7 + 5) / (1/9 + (1/7 / 9/8)))
[45254] ['1/9', '1/4', '4/5', '7/6', '4'] -> (((4 / (1/4 - 1/9)) - 4/5) / 7/6)
[45255] ['4/9', '6/5', '8/5', '5/3', '4'] -> ((8/5 + (6/5 * 4)) / (4/9 / 5/3))
[45256] ['1/6', '6/7', '5/4', '8/3', '6'] -> ((6/7 + 6) * (1/6 + (5/4 * 8/3)))
[45257] ['3/8', '9/8', '4/3', '8/5', '3'] -> ((3 / (3/8 * 8/5)) / (4/3 - 9/8))
[45258] ['2/7', '3/8', '4/9', '2', '7/2'] -> (3/8 + ((7/2 + (2 / 2/7)) / 4/9))
[45259] ['1/5', '1/5', '3/8', '5/4', '5'] -> ((1/5 + (5 / 5/4)) / (3/8 - 1/5))
[45260] ['1/4', '2/7', '3/4', '8/5', '5'] -> ((5 * ((8/5 / 2/7) - 3/4)) - 1/4)
[45261] ['1/9', '1/7', '5/7', '8/7', '5'] -> ((5 / 1/7) - (5/7 + (8/7 / 1/9)))
[45262] ['1/9', '3/7', '5/9', '3/4', '3'] -> (3 / ((1/9 / (5/9 - 3/7)) - 3/4))
[45263] ['4/9', '6/5', '8/5', '7/4', '4'] -> (((7/4 * 4) / (4/9 / 8/5)) - 6/5)
[45264] ['3/8', '9/8', '4/3', '9/5', '3'] -> (3 / ((9/8 / 9/5) - (3/8 * 4/3)))
[45265] ['1/6', '6/7', '5/4', '7/2', '6'] -> (6 / ((5/4 / (6/7 * 7/2)) - 1/6))
[45266] ['1/8', '8/7', '8/7', '9/7', '5'] -> (((8/7 / (9/7 - 8/7)) - 5) / 1/8)
[45267] ['1/3', '4/9', '8/7', '7/5', '8'] -> ((8 - (1/3 * 8/7)) / (4/9 / 7/5))
[45268] ['3/8', '3/4', '7/9', '3/2', '4'] -> (4 / ((3/4 * (3/2 - 7/9)) - 3/8))
[45269] ['1/7', '8/9', '5/3', '8/3', '9'] -> ((((5/3 + 8/3) / 1/7) - 9) / 8/9)
[45270] ['5/4', '4/3', '7/5', '9/2', '6'] -> ((5/4 / 4/3) * ((9/2 * 6) - 7/5))
[45271] ['1/8', '8/7', '8/7', '7/5', '5'] -> (((5 / (1/8 * 7/5)) - 8/7) / 8/7)
[45272] ['5/9', '5/7', '4/5', '1', '8/5'] -> ((8/5 / 5/9) / ((4/5 / 5/7) - 1))
[45273] ['3/8', '3/4', '7/9', '8/5', '4'] -> (8/5 * (7/9 + (4 / (3/8 * 3/4))))
[45274] ['1/6', '6/7', '9/7', '9/5', '6'] -> (((6/7 / 9/7) + (6 / 9/5)) / 1/6)
[45275] ['4/9', '6/5', '8/5', '5/2', '4'] -> ((5/2 * 4) * ((8/5 / 4/9) - 6/5))
[45276] ['1/5', '3/7', '7/6', '7/3', '4'] -> (4 / ((7/6 / (1/5 / 3/7)) - 7/3))
[45277] ['1/8', '8/7', '8/7', '3/2', '5'] -> ((8/7 + (5 / 1/8)) / (8/7 * 3/2))
[45278] ['1/7', '8/9', '7/4', '7/4', '9'] -> ((1/7 * 7/4) + (9 * (8/9 + 7/4)))
[45279] ['2/7', '3/8', '1/2', '3/4', '2'] -> ((2 / 2/7) / ((1/2 / 3/4) - 3/8))
[45280] ['1/5', '1/5', '3/8', '5/2', '5'] -> (((5 / 5/2) - 1/5) / (1/5 * 3/8))
[45281] ['1/9', '1/4', '4/5', '7/4', '4'] -> (4 + ((1/4 + (7/4 / 1/9)) / 4/5))
[45282] ['1/6', '6/7', '4/3', '4/3', '6'] -> ((6/7 / 4/3) * (4/3 + (6 / 1/6)))
[45283] ['1/5', '1/5', '3/8', '7/2', '5'] -> (((5 / (1/5 + 1/5)) - 7/2) / 3/8)
[45284] ['1/5', '3/7', '7/6', '8/3', '4'] -> (4 / (8/3 - (7/6 / (1/5 / 3/7))))
[45285] ['4/9', '6/5', '5/3', '5/3', '4'] -> (4 / ((4/9 - 5/3) + (5/3 / 6/5)))
[45286] ['1/9', '1/7', '5/7', '8/5', '5'] -> ((5 * ((5/7 / 1/9) - 8/5)) - 1/7)
[45287] ['1/4', '2/7', '7/9', '7/9', '5'] -> (((2/7 * 7/9) + (7/9 + 5)) / 1/4)
[45288] ['1/9', '1/4', '4/5', '9/5', '4'] -> ((9/5 / (1/9 * 4/5)) - (1/4 - 4))
[45289] ['3/8', '3/4', '7/9', '7/2', '4'] -> (7/2 / (7/9 * (3/8 - (3/4 / 4))))
[45290] ['1/7', '8/9', '7/4', '9/4', '9'] -> ((9 - 9/4) / (7/4 * (1/7 / 8/9)))
[45291] ['1/6', '6/7', '4/3', '7/5', '6'] -> ((4/3 - 6/7) * (6 / (1/6 / 7/5)))
[45292] ['3/8', '9/8', '7/5', '9/5', '3'] -> ((7/5 + (9/5 / 9/8)) / (3/8 / 3))
[45293] ['2/7', '3/8', '1/2', '5/6', '2'] -> ((1/2 + (2 / 2/7)) / (3/8 * 5/6))
[45294] ['1/3', '4/9', '8/7', '9/2', '8'] -> ((9/2 * (1/3 + 4/9)) * (8 - 8/7))
[45295] ['4/9', '6/5', '5/3', '9/4', '4'] -> (4 / (6/5 * (9/4 - (4/9 + 5/3))))
[45296] ['1/9', '3/7', '5/9', '7/6', '3'] -> ((1/9 + 3) / ((5/9 / 3/7) - 7/6))
[45297] ['1/5', '3/7', '6/5', '4/3', '4'] -> (4/3 * (4 + (6/5 / (1/5 * 3/7))))
[45298] ['1/6', '6/7', '4/3', '8/5', '6'] -> (8/5 * ((4/3 / 1/6) + (6 / 6/7)))
[45299] ['1/4', '2/7', '7/9', '5/6', '5'] -> (((5 + (5/6 / 7/9)) / 1/4) - 2/7)
[45300] ['1/7', '8/9', '7/4', '8/3', '9'] -> ((9 - (8/3 / 8/9)) / (1/7 * 7/4))
[45301] ['2/7', '3/8', '1/2', '8/9', '2'] -> ((2 / (3/8 * (1/2 - 2/7))) - 8/9)
[45302] ['1/5', '3/7', '6/5', '7/5', '4'] -> (6/5 / (1/5 - ((3/7 * 7/5) / 4)))
[45303] ['1/3', '4/9', '7/6', '9/7', '8'] -> (8 / ((9/7 * (4/9 * 7/6)) - 1/3))
[45304] ['1/6', '6/7', '4/3', '9/5', '6'] -> ((4/3 + (6 / 9/5)) / (1/6 / 6/7))
[45305] ['3/8', '3/4', '4/5', '7/8', '4'] -> ((3/8 * 4) / ((3/4 / 4/5) - 7/8))
[45306] ['1/5', '3/7', '6/5', '3/2', '4'] -> (4 / ((1/5 / 3/7) + (6/5 - 3/2)))
[45307] ['1/7', '8/9', '7/4', '9/2', '9'] -> (8/9 * (9 + (9/2 / (1/7 * 7/4))))
[45308] ['1/8', '8/7', '7/6', '9/7', '5'] -> ((5 - (8/7 + 9/7)) / (1/8 / 7/6))
[45309] ['1/4', '2/7', '7/9', '9/8', '5'] -> ((2/7 + (5 / (7/9 * 9/8))) / 1/4)
[45310] ['1/5', '3/7', '6/5', '5/3', '4'] -> (6/5 / ((1/5 / 3/7) - (5/3 / 4)))
[45311] ['2/7', '3/8', '1/2', '6/5', '2'] -> ((1/2 + (2 / 2/7)) / (3/8 / 6/5))
[45312] ['1/3', '4/9', '7/6', '7/4', '8'] -> (8 / ((7/4 * (4/9 / 7/6)) - 1/3))
[45313] ['1/8', '8/7', '7/6', '4/3', '5'] -> (((5 - 4/3) / (1/8 * 7/6)) - 8/7)
[45314] ['1/4', '2/7', '7/9', '8/7', '5'] -> (5 / (7/9 * (8/7 - (1/4 / 2/7))))
[45315] ['1/6', '6/7', '7/5', '7/5', '6'] -> (((6 / 6/7) - 7/5) / (1/6 * 7/5))
[45316] ['5/4', '7/5', '7/5', '7/5', '6'] -> ((7/5 * 6) / ((5/4 * 7/5) - 7/5))
[45317] ['1/8', '8/7', '7/6', '7/5', '5'] -> (5 / (7/5 * (7/6 + (1/8 - 8/7))))
[45318] ['2/7', '3/8', '1/2', '4/3', '2'] -> ((2 / 2/7) / ((1/2 * 4/3) - 3/8))
[45319] ['4/9', '6/5', '7/4', '7/3', '4'] -> (4 / (6/5 * (7/3 - (4/9 + 7/4))))
[45320] ['1/9', '1/7', '3/4', '5/6', '5'] -> (5/6 / ((3/4 / (1/7 + 5)) - 1/9))
[45321] ['3/8', '9/8', '3/2', '9/5', '3'] -> (3 / ((3/8 / (9/5 - 3/2)) - 9/8))
[45322] ['5/4', '7/5', '7/5', '8/5', '6'] -> (6 / ((8/5 / 7/5) - (5/4 / 7/5)))
[45323] ['1/5', '1/5', '2/5', '6/7', '5'] -> ((5 + (1/5 + 2/5)) / (1/5 / 6/7))
[45324] ['1/9', '1/4', '5/6', '9/7', '4'] -> ((9/7 / (1/4 * 5/6)) * (4 - 1/9))
[45325] ['3/8', '3/4', '4/5', '5/4', '4'] -> ((4 * (3/8 / 5/4)) / (4/5 - 3/4))
[45326] ['5/9', '5/7', '5/6', '8/9', '1'] -> (1 / (((5/9 / 5/7) / 8/9) - 5/6))
[45327] ['1/5', '3/7', '6/5', '9/4', '4'] -> (1/5 + ((6/5 + (9/4 * 4)) / 3/7))
[45328] ['4/9', '6/5', '7/4', '5/2', '4'] -> (4 / ((7/4 / 5/2) - (4/9 * 6/5)))
[45329] ['1/9', '3/7', '5/9', '9/5', '3'] -> (3 + ((5/9 * 9/5) / (1/9 * 3/7)))
[45330] ['1/3', '4/9', '6/5', '3/2', '8'] -> (3/2 + ((1/3 + 8) / (4/9 / 6/5)))
[45331] ['1/7', '8/9', '9/5', '7/3', '9'] -> (((7/3 / 1/7) + (9 / 9/5)) / 8/9)
[45332] ['1/5', '1/5', '2/5', '7/8', '5'] -> ((1/5 + 2/5) / (1/5 - (7/8 / 5)))
[45333] ['1/4', '2/7', '7/9', '9/7', '5'] -> (((2/7 / 9/7) + (7/9 + 5)) / 1/4)
[45334] ['5/4', '7/5', '7/5', '7/4', '6'] -> (6 * ((5/4 + 7/4) + (7/5 / 7/5)))
[45335] ['1/9', '1/7', '3/4', '7/8', '5'] -> (5 / ((1/9 * 3/4) + (1/7 * 7/8)))
[45336] ['5/9', '5/7', '5/6', '1', '9/8'] -> (1 / ((9/8 * (5/9 / 5/7)) - 5/6))
[45337] ['3/8', '9/8', '8/5', '8/5', '3'] -> (3 / ((3/8 * 8/5) + (9/8 - 8/5)))
[45338] ['3/8', '3/4', '4/5', '9/7', '4'] -> ((4 / 4/5) / ((3/4 / 9/7) - 3/8))
[45339] ['1/6', '6/7', '7/5', '5/3', '6'] -> ((6 - (5/3 * (6/7 * 7/5))) / 1/6)
[45340] ['1/9', '1/4', '5/6', '7/5', '4'] -> ((5/6 * 7/5) / (1/9 - (1/4 / 4)))
[45341] ['1/3', '4/9', '6/5', '7/4', '8'] -> ((6/5 * 8) * (7/4 + (1/3 / 4/9)))
[45342] ['4/9', '6/5', '7/4', '8/3', '4'] -> (6/5 / ((4 / (8/3 - 4/9)) - 7/4))
[45343] ['5/4', '7/5', '7/5', '9/5', '6'] -> (6 / ((5/4 - 7/5) - (7/5 - 9/5)))
[45344] ['1/7', '8/9', '9/5', '5/2', '9'] -> (8/9 * (9/5 + (9 / (1/7 * 5/2))))
[45345] ['1/9', '3/7', '5/9', '9/4', '3'] -> ((9/4 + 3) * ((5/9 / 1/9) - 3/7))
[45346] ['1/8', '8/7', '7/6', '7/4', '5'] -> ((7/4 - 7/6) * (8/7 + (5 / 1/8)))
[45347] ['1/5', '1/5', '2/5', '8/9', '5'] -> (8/9 * ((2/5 / 1/5) + (5 / 1/5)))
[45348] ['3/8', '3/4', '4/5', '4/3', '4'] -> (4 / (4/5 * (4/3 - (3/8 + 3/4))))
[45349] ['1/5', '3/7', '6/5', '4', '9/2'] -> (1/5 + ((4 + 9/2) / (3/7 / 6/5)))
[45350] ['5/4', '7/5', '7/5', '9/4', '6'] -> ((7/5 * 6) * (5/4 + (9/4 / 7/5)))
[45351] ['5/9', '5/7', '5/6', '1', '6/5'] -> ((1 / ((5/7 * 5/6) - 5/9)) - 6/5)
[45352] ['2/7', '3/8', '1/2', '9/5', '2'] -> (2 / (2/7 * (1/2 - (3/8 / 9/5))))
[45353] ['3/8', '3/4', '4/5', '3/2', '4'] -> (4 * ((3/8 / (4/5 - 3/4)) - 3/2))
[45354] ['1/4', '2/7', '7/9', '8/5', '5'] -> (((8/5 * 5) - 2/7) / (1/4 / 7/9))
[45355] ['1/9', '1/7', '3/4', '8/7', '5'] -> (5 / ((1/9 * 3/4) + (1/7 / 8/7)))
[45356] ['1/8', '8/7', '7/6', '9/4', '5'] -> (((1/8 * 5) / (7/6 - 8/7)) - 9/4)
[45357] ['5/9', '5/7', '5/6', '1', '5/4'] -> (5/7 / (5/6 - (5/4 / (5/9 + 1))))
[45358] ['3/8', '9/8', '8/5', '5/2', '3'] -> ((8/5 * 5/2) * (3 + (9/8 / 3/8)))
[45359] ['1/5', '1/5', '2/5', '7/6', '5'] -> ((5 + (1/5 + 2/5)) / (1/5 * 7/6))
[45360] ['1/6', '6/7', '7/5', '5/2', '6'] -> (6 + ((7/5 * 5/2) / (1/6 / 6/7)))
[45361] ['4/9', '6/5', '9/5', '9/5', '4'] -> ((6/5 + 9/5) * (9/5 * (4/9 + 4)))
[45362] ['5/4', '7/5', '7/5', '5/2', '6'] -> (6 / (5/2 - (5/4 + (7/5 / 7/5))))
[45363] ['1/4', '2/7', '7/9', '5/3', '5'] -> (2/7 / ((5/3 / 5) - (1/4 / 7/9)))
[45364] ['1/9', '1/4', '6/7', '7/8', '4'] -> (4 / (1/4 - (7/8 * (1/9 * 6/7))))
[45365] ['3/8', '9/8', '8/5', '3', '7/2'] -> ((8/5 * 3) * (7/2 + (3/8 + 9/8)))
[45366] ['1/4', '2/7', '7/9', '7/4', '5'] -> ((5 / (2/7 * 7/9)) - (1/4 - 7/4))
[45367] ['5/9', '5/7', '5/6', '1', '8/5'] -> (8/5 / (1 - ((5/9 / 5/7) / 5/6)))
[45368] ['3/8', '3/4', '5/6', '5/6', '4'] -> (4 / ((3/8 - 5/6) + (3/4 * 5/6)))
[45369] ['1/9', '3/7', '4/7', '7/9', '3'] -> (3 * ((3/7 + 4/7) + (7/9 / 1/9)))
[45370] ['4/9', '6/5', '9/4', '5/2', '4'] -> ((5/2 * (6/5 * 9/4)) * (4 - 4/9))
[45371] ['1/9', '1/7', '3/4', '4/3', '5'] -> (((4/3 / 1/7) - (5 / 3/4)) / 1/9)
[45372] ['1/7', '8/9', '9/4', '7/2', '9'] -> (7/2 * (9 - (1/7 + (8/9 * 9/4))))
[45373] ['5/9', '5/7', '5/6', '1', '5/3'] -> (5/3 / (5/9 - (5/6 / (5/7 + 1))))
[45374] ['5/4', '7/5', '8/5', '9/5', '6'] -> (6 * ((7/5 / 5/4) + (8/5 * 9/5)))
[45375] ['2/7', '3/8', '5/9', '5/7', '2'] -> ((2 / (2/7 * 3/8)) / (5/9 / 5/7))
[45376] ['3/8', '9/8', '7/4', '7/4', '3'] -> ((3/8 + 9/8) / ((7/4 * 7/4) - 3))
[45377] ['1/5', '3/7', '5/4', '7/4', '4'] -> (3/7 + ((4 + (5/4 / 7/4)) / 1/5))
[45378] ['1/9', '1/7', '3/4', '7/5', '5'] -> (3/4 * ((5 / (1/9 * 7/5)) - 1/7))
[45379] ['1/9', '1/4', '6/7', '7/5', '4'] -> ((4 / (1/4 - 1/9)) / (6/7 * 7/5))
[45380] ['1/6', '6/7', '3/2', '5/2', '6'] -> ((3/2 * (6/7 + 6)) * (5/2 - 1/6))
[45381] ['4/9', '6/5', '9/4', '4', '9/2'] -> ((4 / (4/9 / 9/4)) + (9/2 / 6/5))
[45382] ['1/8', '8/7', '6/5', '4/3', '5'] -> (((5 / 6/5) - (4/3 / 8/7)) / 1/8)
[45383] ['5/4', '7/5', '8/5', '7/2', '6'] -> (6 / ((5/4 * (7/5 + 8/5)) - 7/2))
[45384] ['1/5', '1/5', '2/5', '7/2', '5'] -> (((5 + (1/5 / 2/5)) / 1/5) - 7/2)
[45385] ['1/4', '2/7', '7/9', '9/2', '5'] -> ((5 + (9/2 * (2/7 * 7/9))) / 1/4)
[45386] ['3/8', '3/4', '5/6', '6/5', '4'] -> (4 / ((3/8 - 5/6) + (3/4 / 6/5)))
[45387] ['1/6', '6/7', '3/2', '8/3', '6'] -> (((3/2 / 6/7) + (6 / 8/3)) / 1/6)
[45388] ['4/9', '6/5', '7/3', '7/3', '4'] -> ((6/5 * 4) * ((7/3 * 7/3) - 4/9))
[45389] ['5/4', '7/5', '5/3', '5/3', '6'] -> (6 / ((7/5 * 5/3) - (5/4 * 5/3)))
[45390] ['3/8', '9/8', '7/4', '7/3', '3'] -> (9/8 / (3/8 - (7/4 / (7/3 + 3))))
[45391] ['1/3', '4/9', '9/7', '9/4', '8'] -> (9/7 * ((9/4 * (4/9 + 8)) - 1/3))
[45392] ['1/9', '1/4', '6/7', '8/5', '4'] -> (((4 / (6/7 * 8/5)) - 1/4) / 1/9)
[45393] ['1/5', '1/5', '3/7', '4/9', '5'] -> (((5 / 3/7) - (1/5 / 1/5)) / 4/9)
[45394] ['1/9', '3/7', '4/7', '7/6', '3'] -> (((3/7 + 4/7) + (3 / 1/9)) / 7/6)
[45395] ['1/9', '1/7', '3/4', '5/3', '5'] -> (((5 - 1/9) / (1/7 / 3/4)) - 5/3)
[45396] ['1/7', '8/9', '5/2', '5/2', '9'] -> ((5/2 / 9) + ((8/9 + 5/2) / 1/7))
[45397] ['5/4', '7/5', '5/3', '7/4', '6'] -> (6 * ((5/3 * (7/5 + 7/4)) - 5/4))
[45398] ['3/8', '9/8', '7/4', '8/3', '3'] -> (8/3 * (3/8 + (3 * (9/8 + 7/4))))
[45399] ['1/3', '4/9', '9/7', '5/2', '8'] -> (9/7 * ((5/2 * 8) - (4/9 / 1/3)))
[45400] ['1/8', '8/7', '6/5', '8/5', '5'] -> ((5 - (8/5 / 8/7)) / (1/8 * 6/5))
