[35461] ['3/8', '4/9', '7/4', '7/3', '4'] -> ((4 / 4/9) / ((7/4 / 7/3) - 3/8))
[36637] ['1/9', '1/7', '7/9', '9/5', '4'] -> ((7/9 - 1/7) * (9/5 + (4 / 1/9)))
[36638] ['1/7', '2/3', '4/5', '5/4', '9'] -> ((9 + (5/4 / (1/7 / 4/5))) / 2/3)
[36639] ['1/9', '1/4', '8/5', '7/3', '3'] -> ((7/3 + 3) / (8/5 * (1/4 - 1/9)))
[36640] ['3/8', '5/9', '5/9', '5/4', '4'] -> ((5/4 + (5/9 / 5/9)) / (3/8 / 4))
[36641] ['4/9', '5/7', '9/4', '7/2', '4'] -> ((5/7 + (4/9 * 9/4)) * (7/2 * 4))
[36642] ['2/7', '7/6', '5/3', '9/2', '8'] -> ((8 / 2/7) - (9/2 + (7/6 - 5/3)))
[36643] ['1/6', '4/7', '5/8', '5/2', '6'] -> (((5/8 + (5/2 / 4/7)) / 1/6) - 6)
[36644] ['1/9', '1/9', '1/8', '3/2', '5'] -> (5 / ((3/2 * (1/9 + 1/9)) - 1/8))
[36645] ['1/8', '2/3', '5/7', '6/5', '5'] -> ((5 - (2/3 * 6/5)) / (1/8 / 5/7))
[36646] ['9/8', '6/5', '4/3', '7/4', '6'] -> ((4/3 * 6) / ((7/4 / 6/5) - 9/8))
[36647] ['1/9', '1/4', '8/5', '3', '7/2'] -> ((7/2 / 1/9) - (3 / (1/4 * 8/5)))
[36648] ['1/7', '2/3', '4/5', '4/3', '9'] -> ((4/5 * 9) * ((2/3 / 1/7) - 4/3))
[36649] ['1/6', '3/4', '6/7', '9/8', '5'] -> ((6/7 * ((5 / 1/6) - 9/8)) - 3/4)
[36650] ['2/9', '7/8', '4/3', '5/2', '5'] -> (((4/3 * (7/8 + 5)) - 5/2) / 2/9)
[36651] ['1/6', '4/7', '5/8', '8/3', '6'] -> ((((8/3 + 6) / 4/7) - 1/6) / 5/8)
[36652] ['1/9', '1/9', '1/8', '9/2', '5'] -> ((1/9 + (1/9 * 5)) / (1/8 / 9/2))
[36653] ['3/8', '2/3', '3/4', '7/6', '3'] -> (3 / ((3/8 - 2/3) - (3/4 - 7/6)))
[36654] ['3/8', '5/9', '5/9', '4/3', '4'] -> ((5/9 / 5/9) / (3/8 - (4/3 / 4)))
[36655] ['1/9', '1/4', '8/5', '3', '9/2'] -> (3 / ((1/9 / 8/5) + (1/4 / 9/2)))
[36656] ['2/7', '7/6', '7/4', '9/2', '8'] -> ((7/6 - (2/7 * 7/4)) * (9/2 * 8))
[36657] ['1/5', '2/7', '4/9', '8/5', '4'] -> ((4/9 + 4) * ((8/5 / 2/7) - 1/5))
[36658] ['1/6', '3/4', '6/7', '7/6', '5'] -> (6/7 / (3/4 - (5 * (1/6 / 7/6))))
[36659] ['1/6', '4/7', '5/8', '7/2', '6'] -> ((7/2 / (1/6 + 5/8)) * (6 - 4/7))
[36660] ['1/9', '1/4', '5/3', '9/5', '3'] -> ((5/3 + (3 / 9/5)) / (1/4 - 1/9))
[36661] ['4/9', '5/7', '7/3', '5/2', '4'] -> (4 / (((5/2 - 4/9) / 7/3) - 5/7))
[36662] ['1/9', '1/9', '1/7', '1/6', '5'] -> ((1/9 + (5 * (1/9 / 1/7))) / 1/6)
[36663] ['2/7', '7/6', '9/5', '9/4', '8'] -> (9/4 + (9/5 * (8 + (7/6 / 2/7))))
[36664] ['1/4', '8/9', '7/4', '9/5', '2'] -> ((7/4 + 2) * (9/5 / (1/4 / 8/9)))
[36665] ['1/9', '1/7', '4/5', '6/7', '4'] -> (4/5 * ((4 / 1/9) - (6/7 / 1/7)))
[36666] ['1/8', '2/3', '5/7', '8/5', '5'] -> ((5 / 5/7) / ((2/3 / 8/5) - 1/8))
[36667] ['2/9', '7/8', '7/5', '3/2', '5'] -> ((7/5 / 3/2) * (5 / (2/9 * 7/8)))
[36668] ['9/8', '6/5', '7/5', '7/4', '6'] -> (6 * (6/5 + ((7/5 + 7/4) / 9/8)))
[36669] ['1/9', '1/4', '7/4', '7/4', '3'] -> (((7/4 / (1/9 * 7/4)) - 3) / 1/4)
[36670] ['1/9', '1/9', '1/7', '2/9', '5'] -> ((5 - ((1/9 + 2/9) / 1/7)) / 1/9)
[36671] ['4/9', '5/7', '7/3', '4', '9/2'] -> ((4 - (4/9 / 7/3)) / (5/7 / 9/2))
[36672] ['1/4', '8/9', '7/4', '2', '5/2'] -> ((7/4 + (2 * 5/2)) / (1/4 / 8/9))
[36673] ['1/6', '4/7', '2/3', '5/6', '6'] -> ((6 - (5/6 + (2/3 / 4/7))) / 1/6)
[36674] ['2/9', '7/8', '7/5', '8/5', '5'] -> (5 / (7/8 - (2/9 * (7/5 + 8/5))))
[36675] ['9/8', '6/5', '7/5', '9/4', '6'] -> (6 * (6/5 + (9/4 / (9/8 / 7/5))))
[36676] ['3/8', '5/9', '5/9', '7/3', '4'] -> (7/3 / (3/8 - ((5/9 + 5/9) / 4)))
[36677] ['2/9', '7/8', '7/5', '5/3', '5'] -> ((7/5 / (2/9 * 7/8)) * (5 - 5/3))
[36678] ['9/8', '6/5', '7/5', '7/3', '6'] -> (((9/8 * 6) * (7/5 + 7/3)) - 6/5)
[36679] ['1/7', '2/3', '4/5', '7/3', '9'] -> (4/5 * (9 + ((2/3 + 7/3) / 1/7)))
[36680] ['1/6', '3/4', '6/7', '8/5', '5'] -> (((3/4 / 6/7) + (5 / 8/5)) / 1/6)
[36681] ['3/8', '5/9', '5/9', '7/2', '4'] -> ((7/2 / (3/8 * 5/9)) + (4 / 5/9))
[36682] ['1/6', '4/7', '2/3', '8/9', '6'] -> (4/7 * (2/3 + ((8/9 + 6) / 1/6)))
[36683] ['1/9', '1/4', '9/5', '3', '9/2'] -> ((3 / 9/2) / ((1/4 / 9/5) - 1/9))
[36684] ['2/7', '7/6', '9/5', '7/2', '8'] -> ((7/6 + (7/2 / 9/5)) * (8 - 2/7))
[36685] ['1/8', '2/3', '5/7', '5/2', '5'] -> (((5 / 5/7) - 5/2) / (1/8 / 2/3))
[36686] ['1/9', '1/9', '1/7', '3/7', '5'] -> ((5 + (1/7 / 3/7)) / (1/9 + 1/9))
[36687] ['9/8', '6/5', '7/5', '7/2', '6'] -> ((9/8 * (7/5 + (7/2 * 6))) - 6/5)
[36688] ['1/8', '2/3', '5/7', '7/2', '5'] -> ((5 / (1/8 * 2/3)) / (5/7 * 7/2))
[36689] ['1/6', '4/7', '2/3', '5/4', '6'] -> (6 / ((1/6 + 5/4) - (2/3 / 4/7)))
[36690] ['1/7', '2/3', '5/6', '5/6', '9'] -> ((9 + (5/6 / (1/7 * 5/6))) / 2/3)
[36691] ['1/5', '2/7', '4/9', '4', '9/2'] -> ((4 / 2/7) + (9/2 / (1/5 / 4/9)))
[36692] ['1/9', '1/9', '1/7', '1/2', '5'] -> ((5 + ((1/9 / 1/9) / 1/7)) / 1/2)
[36693] ['4/9', '5/7', '8/3', '7/2', '4'] -> ((4 + (7/2 * (5/7 * 8/3))) / 4/9)
[36694] ['1/7', '2/3', '5/6', '6/7', '9'] -> (6/7 / ((1/7 * 9) - (5/6 / 2/3)))
[36695] ['2/7', '7/6', '9/4', '5/2', '8'] -> (8 / ((7/6 * (5/2 - 2/7)) - 9/4))
[36696] ['3/8', '5/9', '4/7', '5/7', '4'] -> ((4 / (3/8 * 5/9)) / (4/7 / 5/7))
[36697] ['1/6', '3/4', '6/7', '9/2', '5'] -> ((5 / 1/6) - (3/4 + (9/2 / 6/7)))
[36698] ['5/9', '5/9', '3/5', '1', '8/7'] -> (1 / (3/5 * (5/9 - (5/9 / 8/7))))
[36699] ['1/5', '2/7', '1/2', '5/9', '4'] -> ((((4 / 5/9) - 1/5) / 2/7) - 1/2)
[36700] ['9/8', '6/5', '8/5', '5/3', '6'] -> ((8/5 + 6) / (5/3 - (9/8 * 6/5)))
[36701] ['1/9', '1/4', '3', '7/2', '7/2'] -> (((7/2 / (1/9 * 7/2)) - 3) / 1/4)
[36702] ['3/8', '2/3', '7/9', '9/7', '3'] -> ((3 / 3/8) / ((7/9 * 9/7) - 2/3))
[36703] ['3/8', '5/9', '4/7', '7/9', '4'] -> ((4 + (5/9 / 7/9)) / (4/7 - 3/8))
[36704] ['1/7', '2/3', '5/6', '6/5', '9'] -> ((9 + (6/5 / (1/7 / 5/6))) / 2/3)
[36705] ['1/4', '8/9', '2', '7/3', '7/3'] -> ((7/3 + 7/3) / ((8/9 / 2) - 1/4))
[36706] ['2/9', '7/8', '3/2', '8/5', '5'] -> (5 * ((8/5 / (2/9 / 7/8)) - 3/2))
[36707] ['1/9', '2/7', '2/7', '2/7', '3'] -> (((2/7 / 1/9) - 2/7) / (2/7 / 3))
[36708] ['9/8', '6/5', '8/5', '7/3', '6'] -> (((9/8 * 8/5) * (7/3 * 6)) - 6/5)
[36709] ['1/6', '3/4', '7/8', '7/5', '5'] -> ((7/5 * 5) / (7/8 + (1/6 - 3/4)))
[36710] ['3/8', '5/9', '4/7', '5/6', '4'] -> ((4 / 4/7) / ((5/9 / 5/6) - 3/8))
[36711] ['3/8', '2/3', '7/9', '8/5', '3'] -> (3 / ((2/3 / 8/5) - (3/8 * 7/9)))
[36712] ['1/4', '8/9', '2', '5/2', '5/2'] -> (8/9 * (2 + (5/2 / (1/4 / 5/2))))
[36713] ['4/9', '3/4', '3/4', '7/9', '4'] -> (4 / ((3/4 * (4/9 + 7/9)) - 3/4))
[36714] ['1/7', '2/3', '5/6', '4/3', '9'] -> (9 * ((2/3 / (1/7 * 4/3)) - 5/6))
[36715] ['1/9', '1/9', '1/7', '4/5', '5'] -> (((4/5 - 1/9) / (1/7 / 5)) - 1/9)
[36716] ['1/6', '3/4', '7/8', '8/5', '5'] -> (8/5 / ((7/8 / (3/4 * 5)) - 1/6))
[36717] ['3/8', '5/9', '4/7', '6/7', '4'] -> (4/7 / (6/7 - (4 * (3/8 * 5/9))))
[36718] ['1/9', '2/7', '2/7', '1/2', '3'] -> ((3 + (2/7 / (1/9 * 2/7))) / 1/2)
[36719] ['9/8', '6/5', '5/3', '7/3', '6'] -> ((9/8 * 5/3) * ((7/3 * 6) - 6/5))
[36720] ['1/5', '2/7', '1/2', '7/8', '4'] -> ((4 + (1/2 / (1/5 * 7/8))) / 2/7)
[36721] ['4/9', '3/4', '3/4', '5/6', '4'] -> (4 / (5/6 - (4/9 * (3/4 + 3/4))))
[36722] ['1/9', '2/7', '2/7', '5/9', '3'] -> (((2/7 / 2/7) + (5/9 * 3)) / 1/9)
[36723] ['1/8', '2/3', '7/9', '4/5', '5'] -> (2/3 / ((5 / 4/5) - (7/9 / 1/8)))
[36724] ['1/6', '3/4', '7/8', '9/5', '5'] -> (5 * (((9/5 - 7/8) / 1/6) - 3/4))
[36725] ['1/6', '4/7', '5/7', '9/8', '6'] -> (5/7 / (9/8 - (1/6 * (4/7 + 6))))
[36726] ['9/8', '6/5', '5/3', '7/2', '6'] -> ((7/2 * 6) / ((6/5 * 5/3) - 9/8))
[36727] ['1/9', '1/9', '1/7', '7/8', '5'] -> (5 / ((1/9 + 7/8) - (1/9 / 1/7)))
[36728] ['3/8', '5/9', '4/7', '8/9', '4'] -> (4 / ((4/7 * (3/8 + 8/9)) - 5/9))
[36729] ['2/9', '7/8', '3/2', '8/3', '5'] -> (((5 / (3/2 - 7/8)) - 8/3) / 2/9)
[36730] ['2/7', '6/5', '6/5', '8/5', '8'] -> ((8 / 2/7) - (8/5 + (6/5 + 6/5)))
[36731] ['5/9', '5/9', '3/5', '1', '8/5'] -> ((8/5 / 3/5) / ((5/9 + 5/9) - 1))
[36732] ['1/7', '2/3', '5/6', '9/5', '9'] -> ((9/5 / (1/7 / 5/6)) + (9 / 2/3))
[36733] ['9/8', '6/5', '7/4', '9/5', '6'] -> (6 * (6/5 + (9/5 / (9/8 / 7/4))))
[36734] ['1/7', '2/3', '5/6', '9/4', '9'] -> (2/3 + (9 / (9/4 * (1/7 / 5/6))))
[36735] ['1/5', '2/7', '1/2', '5/4', '4'] -> (5/4 + ((4 + (1/2 / 1/5)) / 2/7))
[36736] ['1/9', '1/9', '1/7', '8/7', '5'] -> (8/7 / ((5 * (1/7 - 1/9)) - 1/9))
[36737] ['3/8', '5/9', '4/7', '7/6', '4'] -> (4 * (5/9 + (7/6 / (3/8 * 4/7))))
[36738] ['2/7', '6/5', '6/5', '7/4', '8'] -> ((6/5 * 8) / ((6/5 / 7/4) - 2/7))
[36739] ['1/8', '2/3', '7/9', '8/7', '5'] -> ((5 - (8/7 + (2/3 / 7/9))) / 1/8)
[36740] ['1/9', '2/7', '2/7', '7/9', '3'] -> (3 * ((2/7 / 2/7) + (7/9 / 1/9)))
[36741] ['2/9', '7/8', '8/5', '5/3', '5'] -> (((5 * (7/8 * 8/5)) - 5/3) / 2/9)
[36742] ['1/9', '1/9', '1/7', '7/6', '5'] -> ((5 - (1/9 / 1/9)) / (1/7 * 7/6))
[36743] ['1/7', '2/3', '5/6', '5/2', '9'] -> (9 * ((5/6 / 1/7) - (2/3 + 5/2)))
[36744] ['1/6', '4/7', '5/7', '9/5', '6'] -> ((6 + (9/5 / (1/6 / 5/7))) / 4/7)
[36745] ['1/6', '3/4', '8/9', '8/7', '5'] -> (8/9 * (3/4 + (5 / (1/6 * 8/7))))
[36746] ['3/8', '5/9', '4/7', '6/5', '4'] -> ((4 / 4/7) / ((5/9 * 6/5) - 3/8))
[36747] ['1/9', '1/7', '5/6', '5/6', '4'] -> (((5/6 / 1/7) + (5/6 - 4)) / 1/9)
[36748] ['9/8', '6/5', '7/4', '8/3', '6'] -> ((6 / 6/5) / ((9/8 + 7/4) - 8/3))
[36749] ['1/6', '3/4', '8/9', '6/5', '5'] -> ((8/9 * 6/5) * (5 / (1/6 / 3/4)))
[36750] ['5/9', '5/9', '3/5', '1', '8/3'] -> (8/3 / (1 - (5/9 + (5/9 * 3/5))))
[36751] ['2/9', '7/8', '8/5', '9/5', '5'] -> (5 / ((2/9 + 7/8) - (8/5 / 9/5)))
[36752] ['1/6', '4/7', '5/7', '5/2', '6'] -> ((6 - (5/2 * (4/7 / 5/7))) / 1/6)
[36753] ['1/9', '1/7', '5/6', '7/8', '4'] -> (((5/6 / (1/7 * 7/8)) - 4) / 1/9)
[36754] ['3/8', '2/3', '4/5', '7/6', '3'] -> (3 / (3/8 * (7/6 - (2/3 / 4/5))))
[36755] ['3/8', '5/9', '4/7', '9/7', '4'] -> ((4 + (5/9 * 9/7)) / (4/7 - 3/8))
[36756] ['1/4', '9/8', '9/8', '5/3', '2'] -> ((9/8 + (9/8 * 5/3)) / (1/4 / 2))
[36757] ['1/6', '4/7', '5/7', '8/3', '6'] -> (((6 - (5/7 * 8/3)) / 1/6) - 4/7)
[36758] ['1/9', '1/9', '1/7', '7/5', '5'] -> ((5 / (1/7 * 7/5)) - (1/9 / 1/9))
[36759] ['1/7', '2/3', '6/7', '8/9', '9'] -> ((8/9 * 9) / (6/7 + (1/7 - 2/3)))
[36760] ['1/8', '2/3', '7/9', '7/4', '5'] -> ((5 / (1/8 + 7/4)) / (7/9 - 2/3))
[36761] ['1/9', '1/7', '5/6', '9/8', '4'] -> ((4 / (1/7 / 9/8)) - (5/6 / 1/9))
[36762] ['9/8', '6/5', '9/4', '9/4', '6'] -> ((9/4 / ((9/8 + 6/5) - 9/4)) - 6)
[36763] ['1/4', '9/8', '9/8', '7/4', '2'] -> (((9/8 + 9/8) + (7/4 + 2)) / 1/4)
[36764] ['3/8', '5/9', '4/7', '7/5', '4'] -> ((4 / (3/8 * 5/9)) / (4/7 * 7/5))
[36765] ['2/7', '6/5', '5/4', '4/3', '8'] -> ((6/5 * 4/3) + (8 / (2/7 * 5/4)))
[36766] ['1/8', '2/3', '7/9', '9/5', '5'] -> (((5 / 9/5) - 7/9) / (1/8 * 2/3))
[36767] ['9/8', '6/5', '9/4', '7/3', '6'] -> (6 * (7/3 + (9/4 / (9/8 * 6/5))))
[36768] ['1/5', '2/7', '1/2', '7/2', '4'] -> (7/2 * (4 + (2/7 / (1/5 * 1/2))))
[36769] ['1/9', '1/7', '5/6', '8/7', '4'] -> (((8/7 / (1/7 / 5/6)) - 4) / 1/9)
[36770] ['3/8', '2/3', '4/5', '4/3', '3'] -> (3 / (4/3 - (3/8 + (2/3 / 4/5))))
[36771] ['4/9', '3/4', '3/4', '7/3', '4'] -> (((7/3 / 4/9) - 3/4) / (3/4 / 4))
[36772] ['1/8', '2/3', '7/9', '9/4', '5'] -> ((7/9 + 5) * (9/4 / (2/3 - 1/8)))
[36773] ['1/9', '1/9', '1/7', '5/3', '5'] -> (((5 + (1/9 - 5/3)) / 1/7) - 1/9)
[36774] ['2/7', '6/5', '5/4', '7/5', '8'] -> ((8 * ((5/4 / 2/7) - 6/5)) - 7/5)
[36775] ['9/8', '6/5', '9/4', '7/2', '6'] -> ((9/8 + (9/4 / 6/5)) + (7/2 * 6))
[36776] ['1/9', '2/7', '2/7', '9/7', '3'] -> (((2/7 / 1/9) + (9/7 + 3)) / 2/7)
[36777] ['3/8', '5/9', '4/7', '5/3', '4'] -> ((5/3 / (3/8 + 4)) / (4/7 - 5/9))
[36778] ['1/4', '9/8', '9/8', '2', '7/3'] -> ((9/8 + (9/8 * (2 + 7/3))) / 1/4)
[36779] ['1/9', '1/9', '1/7', '7/4', '5'] -> ((5 + (1/9 / 1/9)) / (1/7 * 7/4))
[36780] ['2/9', '7/8', '8/5', '9/2', '5'] -> (7/8 + (9/2 * (5 + (2/9 / 8/5))))
[36781] ['1/6', '3/4', '9/8', '9/8', '5'] -> (5 / ((9/8 / 3/4) - (1/6 + 9/8)))
[36782] ['1/4', '9/8', '9/8', '2', '5/2'] -> (((9/8 / 9/8) + (2 * 5/2)) / 1/4)
[36783] ['5/9', '5/9', '5/8', '5/6', '1'] -> ((1 + (5/9 / 5/6)) / (5/8 - 5/9))
[36784] ['2/7', '6/5', '5/4', '5/3', '8'] -> (((6/5 * 5/3) + (8 / 2/7)) / 5/4)
[36785] ['1/5', '2/7', '5/9', '4/7', '4'] -> ((4 / 5/9) / ((2/7 / 4/7) - 1/5))
[36786] ['4/9', '3/4', '7/9', '6/7', '4'] -> ((4 / 3/4) / ((7/9 * 6/7) - 4/9))
[36787] ['1/9', '1/7', '5/6', '4/3', '4'] -> (4/3 / (1/7 * (5/6 - (1/9 * 4))))
[36788] ['3/8', '2/3', '4/5', '5/3', '3'] -> (3 / (((2/3 / 4/5) / 5/3) - 3/8))
[36789] ['2/9', '7/8', '5/3', '9/5', '5'] -> (5 / (7/8 - (9/5 * (2/9 * 5/3))))
[36790] ['1/8', '2/3', '7/9', '9/2', '5'] -> ((9/2 / (1/8 + 2/3)) * (5 - 7/9))
[36791] ['1/4', '9/8', '9/8', '2', '7/2'] -> (((2 * 7/2) - (9/8 / 9/8)) / 1/4)
[36792] ['1/6', '4/7', '3/4', '9/8', '6'] -> (4/7 * (((9/8 + 6) / 1/6) - 3/4))
[36793] ['3/8', '2/3', '4/5', '7/4', '3'] -> ((7/4 + 3) / (2/3 - (3/8 / 4/5)))
[36794] ['1/9', '1/9', '1/7', '7/3', '5'] -> ((5 + (1/7 * 7/3)) / (1/9 + 1/9))
[36795] ['2/7', '6/5', '5/4', '9/4', '8'] -> (8 * ((5/4 / (2/7 / 6/5)) - 9/4))
[36796] ['1/7', '2/3', '7/8', '5/4', '9'] -> (9 + (5/4 / (7/8 * (1/7 * 2/3))))
[36797] ['4/9', '3/4', '7/9', '9/8', '4'] -> (3/4 / (((7/9 + 9/8) / 4) - 4/9))
[36798] ['1/9', '2/7', '2/7', '9/5', '3'] -> (((2/7 / 2/7) + (3 / 9/5)) / 1/9)
[36799] ['3/8', '2/3', '4/5', '8/3', '3'] -> ((2/3 + 8/3) * ((3 / 3/8) - 4/5))
[36800] ['1/7', '2/3', '7/8', '9/7', '9'] -> ((9 * (2/3 + 9/7)) / (7/8 - 1/7))
[36801] ['9/8', '6/5', '5/2', '5/2', '6'] -> (6 / (((9/8 + 5/2) / 5/2) - 6/5))
[36802] ['1/8', '2/3', '4/5', '7/8', '5'] -> ((4/5 / 2/3) / ((7/8 / 5) - 1/8))
[36803] ['2/9', '7/8', '5/3', '5/2', '5'] -> (((5 / 2/9) - (5/2 / 5/3)) / 7/8)
[36804] ['1/9', '2/7', '2/7', '9/4', '3'] -> ((2/7 * 3) / (2/7 - (1/9 * 9/4)))
[36805] ['2/7', '6/5', '5/4', '5/2', '8'] -> ((8 / 2/7) - (5/2 + (6/5 * 5/4)))
[36806] ['1/5', '2/7', '5/9', '5/7', '4'] -> ((2/7 / 5/9) / (1/5 - (5/7 / 4)))
[36807] ['3/8', '5/9', '4/7', '7/2', '4'] -> (3/8 + ((7/2 + 4) / (5/9 * 4/7)))
[36808] ['1/8', '2/3', '4/5', '8/9', '5'] -> ((4/5 / 8/9) * (5 / (1/8 / 2/3)))
[36809] ['9/8', '6/5', '5/2', '9/2', '6'] -> (9/2 / (6 - (5/2 * (9/8 + 6/5))))
[36810] ['3/8', '2/3', '5/6', '5/6', '3'] -> ((3 / 3/8) / ((5/6 / 5/6) - 2/3))
[36811] ['1/9', '2/7', '2/7', '3', '7/2'] -> ((3 * 7/2) * ((2/7 / 1/9) - 2/7))
[36812] ['2/9', '7/8', '7/4', '7/4', '5'] -> ((5 / 2/9) + ((7/8 + 7/4) / 7/4))
[36813] ['4/9', '3/4', '7/9', '4/3', '4'] -> (4 / (((4/9 + 7/9) / 4/3) - 3/4))
[36814] ['1/6', '4/7', '3/4', '5/3', '6'] -> ((5/3 / 1/6) + (6 / (4/7 * 3/4)))
[36815] ['1/6', '3/4', '8/7', '7/6', '5'] -> ((5 - (7/6 * (3/4 * 8/7))) / 1/6)
[36816] ['1/9', '1/9', '1/6', '2/7', '5'] -> ((5 - ((1/9 / 1/6) / 2/7)) / 1/9)
[36817] ['1/9', '2/7', '2/7', '3', '9/2'] -> (9/2 + ((3 + (2/7 / 1/9)) / 2/7))
[36818] ['2/7', '6/5', '9/7', '4/3', '8'] -> (((8 / 6/5) - 4/3) / (2/7 / 9/7))
[36819] ['3/8', '5/9', '3/5', '2/3', '4'] -> ((3/5 + ((2/3 + 4) / 5/9)) / 3/8)
[36820] ['1/9', '1/9', '1/6', '2/5', '5'] -> (((1/9 / 1/6) + (2/5 * 5)) / 1/9)
[36821] ['1/7', '2/3', '7/8', '5/3', '9'] -> (9 / (7/8 * (2/3 - (1/7 * 5/3))))
[36822] ['3/8', '2/3', '5/6', '8/7', '3'] -> (3 / ((3/8 - 5/6) + (2/3 / 8/7)))
[36823] ['3/8', '5/9', '3/5', '5/7', '4'] -> (((4 / 5/7) - 3/5) / (3/8 * 5/9))
[36824] ['1/4', '9/8', '8/7', '7/4', '2'] -> (1/4 * ((7/4 / (8/7 - 9/8)) - 2))
[36825] ['1/8', '2/3', '4/5', '7/4', '5'] -> (((5 / 4/5) - 7/4) / (1/8 / 2/3))
[36826] ['4/9', '3/4', '7/9', '9/5', '4'] -> ((7/9 / (4/9 - (3/4 / 9/5))) - 4)
[36827] ['3/8', '2/3', '5/6', '6/5', '3'] -> ((3 / 3/8) / ((5/6 * 6/5) - 2/3))
[36828] ['1/5', '2/7', '5/9', '8/9', '4'] -> ((8/9 / (5/9 * (1/5 * 2/7))) - 4)
[36829] ['2/7', '6/5', '9/7', '9/4', '8'] -> (8 / ((9/7 / 9/4) - (2/7 / 6/5)))
[36830] ['3/8', '5/9', '3/5', '4/5', '4'] -> (4 / (5/9 * (3/5 - (3/8 * 4/5))))
[36831] ['5/9', '5/9', '5/8', '1', '7/3'] -> (7/3 / (1 - (5/9 + (5/9 * 5/8))))
[36832] ['9/8', '5/4', '5/4', '9/7', '6'] -> ((9/8 / (9/7 - 5/4)) - (5/4 * 6))
[36833] ['1/6', '4/7', '3/4', '8/3', '6'] -> (6 * ((8/3 / (3/4 - 1/6)) - 4/7))
[36834] ['1/9', '1/9', '1/6', '3/5', '5'] -> (((1/9 / 1/9) + (3/5 * 5)) / 1/6)
[36835] ['1/9', '1/7', '6/7', '6/7', '4'] -> ((4 / 1/9) - ((6/7 + 6/7) / 1/7))
[36836] ['2/7', '6/5', '9/7', '7/3', '8'] -> (9/7 / ((7/3 / 8) - (2/7 / 6/5)))
[36837] ['1/8', '2/3', '4/5', '9/4', '5'] -> ((9/4 / 1/8) + (5 / (2/3 / 4/5)))
[36838] ['1/9', '2/7', '1/3', '4/7', '3'] -> (3 + ((1/3 + (4/7 / 2/7)) / 1/9))
[36839] ['3/8', '2/3', '5/6', '9/7', '3'] -> (3 / ((3/8 / 9/7) + (2/3 - 5/6)))
[36840] ['9/8', '5/4', '5/4', '7/5', '6'] -> ((7/5 * 6) / (5/4 - (9/8 / 5/4)))
[36841] ['3/8', '5/9', '3/5', '6/7', '4'] -> ((3/5 + (4 / (5/9 * 6/7))) / 3/8)
[36842] ['2/9', '7/8', '9/5', '9/4', '5'] -> ((9/5 * 5) / (7/8 - (2/9 * 9/4)))
[36843] ['1/7', '2/3', '8/9', '8/9', '9'] -> ((9 + (8/9 / (1/7 * 8/9))) / 2/3)
[36844] ['1/9', '1/9', '1/6', '3/4', '5'] -> (3/4 + ((1/6 + 5) / (1/9 + 1/9)))
[36845] ['3/8', '2/3', '5/6', '7/5', '3'] -> (3 / ((5/6 * 7/5) - (3/8 + 2/3)))
[36846] ['1/4', '9/8', '8/7', '2', '5/2'] -> ((9/8 / 1/4) / ((5/2 / 8/7) - 2))
[36847] ['1/9', '1/7', '6/7', '9/8', '4'] -> ((4 - (1/7 + 6/7)) / (1/9 * 9/8))
[36848] ['9/8', '5/4', '5/4', '5/3', '6'] -> (6 / ((5/3 * (9/8 / 5/4)) - 5/4))
[36849] ['1/7', '2/3', '8/9', '9/8', '9'] -> ((9 + (9/8 / (1/7 / 8/9))) / 2/3)
[36850] ['2/7', '6/5', '4/3', '4/3', '8'] -> ((6/5 / 4/3) * ((8 / 2/7) - 4/3))
[36851] ['1/4', '9/8', '8/7', '2', '8/3'] -> ((8/7 / (1/4 / 9/8)) * (2 + 8/3))
[36852] ['4/9', '3/4', '4/5', '5/6', '4'] -> ((4 / 3/4) / ((4/5 * 5/6) - 4/9))
[36853] ['3/8', '2/3', '5/6', '8/5', '3'] -> (3 / (((2/3 / 5/6) / 8/5) - 3/8))
[36854] ['1/9', '2/7', '1/3', '2/3', '3'] -> ((3 + (2/3 / 2/7)) / (1/3 - 1/9))
[36855] ['1/6', '4/7', '7/9', '7/8', '6'] -> (7/8 * ((6 / (1/6 / 7/9)) - 4/7))
[36856] ['2/7', '6/5', '4/3', '3/2', '8'] -> (6/5 * (4/3 + (8 / (2/7 * 3/2))))
[36857] ['1/7', '2/3', '8/9', '7/6', '9'] -> (7/6 + ((9 + (8/9 / 1/7)) / 2/3))
[36858] ['4/9', '3/4', '4/5', '6/7', '4'] -> (4 / (6/7 * (3/4 - (4/9 / 4/5))))
[36859] ['1/9', '1/9', '1/6', '7/8', '5'] -> ((1/9 / 1/9) / (7/8 - (1/6 * 5)))
[36860] ['1/5', '2/7', '5/9', '5/4', '4'] -> ((4 / (2/7 * 5/9)) / (5/4 - 1/5))
[36861] ['3/8', '2/3', '5/6', '9/5', '3'] -> (3 / ((2/3 / 5/6) - (3/8 * 9/5)))
[36862] ['1/9', '2/7', '1/3', '3/4', '3'] -> (1/3 / (((1/9 + 3/4) / 2/7) - 3))
[36863] ['2/9', '7/8', '9/5', '8/3', '5'] -> (((9/5 * 5) + (8/3 / 2/9)) / 7/8)
[36864] ['3/8', '5/9', '3/5', '6/5', '4'] -> (((3/5 + 6/5) + (4 / 5/9)) / 3/8)
[36865] ['1/6', '3/4', '8/7', '7/2', '5'] -> (7/2 * ((1/6 * 8/7) + (5 / 3/4)))
