[70921] ['1/5', '4/7', '9/7', '9/7', '6'] -> (((9/7 / 1/5) + (9/7 + 6)) / 4/7)
[71784] ['2/7', '7/8', '7/6', '7/4', '2'] -> ((2 / 2/7) / ((7/8 + 7/6) - 7/4))
[71785] ['2/9', '2/7', '5/6', '4/3', '4'] -> (((4/3 / 2/9) + (4 / 2/7)) / 5/6)
[71786] ['1/9', '2/7', '7/8', '9/4', '7'] -> ((7 / 2/7) - (1/9 + (7/8 / 9/4)))
[71787] ['1/5', '3/5', '6/7', '4/3', '6'] -> (((6 / 6/7) - 3/5) / (1/5 * 4/3))
[71788] ['2/7', '2/7', '3/7', '5/4', '5'] -> (5/4 + ((5 + (3/7 / 2/7)) / 2/7))
[71789] ['5/9', '3/4', '9/8', '5/3', '4'] -> (4 / (((5/3 - 9/8) / 3/4) - 5/9))
[71790] ['1/6', '5/8', '5/6', '9/8', '9'] -> (9 / ((1/6 - 9/8) + (5/6 / 5/8)))
[71791] ['4/7', '6/7', '1', '7/6', '9/2'] -> (4/7 / ((6/7 / 9/2) + (1 - 7/6)))
[71792] ['1/7', '2/5', '4/3', '7/4', '5'] -> (2/5 / ((4/3 / 5) - (1/7 * 7/4)))
[71793] ['1/9', '7/8', '5/4', '9/4', '4'] -> ((5/4 + 4) / (9/4 * (1/9 * 7/8)))
[71794] ['2/7', '2/7', '3/7', '7/5', '5'] -> (((2/7 - 3/7) + (7/5 * 5)) / 2/7)
[71795] ['2/7', '7/8', '7/6', '2', '9/4'] -> ((2/7 * 7/6) / ((2 / 9/4) - 7/8))
[71796] ['1/5', '3/5', '6/7', '8/5', '6'] -> (((6 / 6/7) - (3/5 + 8/5)) / 1/5)
[71797] ['2/5', '7/8', '4/3', '7/4', '3'] -> (7/8 + ((4/3 + 7/4) / (2/5 / 3)))
[71798] ['4/7', '6/7', '1', '6/5', '6/5'] -> ((4/7 * 6/5) / ((6/7 * 6/5) - 1))
[71799] ['1/6', '5/8', '5/6', '8/7', '9'] -> (9 / ((5/8 * 5/6) - (1/6 / 8/7)))
[71800] ['1/9', '7/8', '5/4', '7/3', '4'] -> ((7/3 + 4) / (5/4 - (1/9 + 7/8)))
[71801] ['1/8', '1/6', '5/9', '3/4', '3'] -> (3 / ((5/9 * 3/4) - (1/8 + 1/6)))
[71802] ['2/7', '2/7', '3/7', '8/5', '5'] -> ((5 - (2/7 + 3/7)) / (2/7 / 8/5))
[71803] ['2/9', '2/7', '5/6', '8/5', '4'] -> ((8/5 / 2/9) + (4 / (2/7 * 5/6)))
[71804] ['2/7', '7/8', '7/6', '2', '8/3'] -> ((7/6 + (8/3 / 2/7)) / (7/8 / 2))
[71805] ['5/9', '3/4', '9/8', '7/3', '4'] -> ((3/4 / 9/8) / ((7/3 / 4) - 5/9))
[71806] ['1/9', '2/7', '7/8', '9/2', '7'] -> ((2/7 * 7) / ((7/8 / 9/2) - 1/9))
[71807] ['2/7', '2/7', '3/7', '7/4', '5'] -> ((2/7 + (5 / (2/7 * 7/4))) / 3/7)
[71808] ['2/5', '7/9', '5/3', '5/2', '4'] -> ((4 / 5/2) / ((7/9 / 5/3) - 2/5))
[71809] ['1/6', '5/8', '5/6', '4/3', '9'] -> ((4/3 / (1/6 * 5/6)) + (9 / 5/8))
[71810] ['1/9', '7/8', '5/4', '7/2', '4'] -> (4 / (1/9 * (5/4 + (7/8 / 7/2))))
[71811] ['1/5', '3/5', '6/7', '9/4', '6'] -> (6 / ((3/5 / 6/7) - (1/5 * 9/4)))
[71812] ['1/5', '5/8', '5/7', '8/5', '5'] -> (((8/5 / 1/5) + (5 / 5/7)) / 5/8)
[71813] ['2/7', '7/8', '7/6', '2', '9/2'] -> (((2 / 7/6) + (9/2 / 7/8)) / 2/7)
[71814] ['2/5', '7/8', '4/3', '5/2', '3'] -> (3 / (7/8 - (5/2 * (2/5 / 4/3))))
[71815] ['1/9', '2/7', '8/9', '9/8', '7'] -> ((8/9 + (7 * (2/7 / 9/8))) / 1/9)
[71816] ['2/5', '7/9', '5/3', '8/3', '4'] -> ((8/3 + 4) / ((7/9 / 2/5) - 5/3))
[71817] ['2/7', '2/7', '3/7', '9/5', '5'] -> (5 * ((9/5 / 2/7) - (3/7 / 2/7)))
[71818] ['1/8', '1/6', '5/9', '7/8', '3'] -> ((7/8 / (1/8 - (1/6 * 5/9))) - 3)
[71819] ['4/7', '6/7', '1', '6/5', '3/2'] -> (6/5 / ((3/2 / (4/7 + 6/7)) - 1))
[71820] ['1/5', '5/8', '5/7', '5/3', '5'] -> (5 / (5/7 * (5/8 - (1/5 * 5/3))))
[71821] ['2/7', '2/7', '3/7', '7/3', '5'] -> ((5 - 3/7) / (7/3 * (2/7 * 2/7)))
[71822] ['1/5', '3/5', '6/7', '5/2', '6'] -> (((6 - (3/5 / 6/7)) / 1/5) - 5/2)
[71823] ['1/5', '1/3', '5/4', '7/2', '8'] -> (8 * ((7/2 / (5/4 - 1/5)) - 1/3))
[71824] ['5/9', '3/4', '8/7', '7/6', '4'] -> ((7/6 + (4 / 8/7)) / (3/4 - 5/9))
[71825] ['4/7', '6/7', '1', '6/5', '8/5'] -> ((6/7 + 6/5) / (1 - (4/7 * 8/5)))
[71826] ['1/6', '5/8', '5/6', '9/2', '9'] -> (((9/2 / 1/6) - 9) / (5/8 / 5/6))
[71827] ['2/9', '2/7', '5/6', '7/3', '4'] -> (4 / (((2/9 + 5/6) / 7/3) - 2/7))
[71828] ['2/7', '2/7', '3/7', '5/2', '5'] -> ((5 / 2/7) + ((2/7 + 5/2) / 3/7))
[71829] ['2/5', '7/8', '4/3', '3', '7/2'] -> ((7/2 + (3 / 2/5)) / (4/3 - 7/8))
[71830] ['1/9', '2/7', '8/9', '5/4', '7'] -> (2/7 / ((1/9 * 5/4) - (8/9 / 7)))
[71831] ['4/7', '6/7', '1', '6/5', '5/3'] -> (4/7 / ((6/7 - 5/3) + (1 / 6/5)))
[71832] ['1/7', '2/5', '7/5', '3/2', '5'] -> (((5 / 1/7) - (2/5 - 7/5)) / 3/2)
[71833] ['1/5', '3/5', '6/7', '9/2', '6'] -> (6 * ((1/5 + 9/2) - (3/5 / 6/7)))
[71834] ['1/9', '7/8', '9/7', '3/2', '4'] -> ((4 - (3/2 / (7/8 * 9/7))) / 1/9)
[71835] ['1/8', '1/6', '5/9', '5/4', '3'] -> ((5/4 - 1/8) / (1/6 / (5/9 + 3)))
[71836] ['4/7', '6/7', '1', '6/5', '7/4'] -> (1 / ((6/7 / 4/7) - (7/4 / 6/5)))
[71837] ['2/9', '2/7', '5/6', '7/2', '4'] -> ((((7/2 - 5/6) / 2/7) - 4) / 2/9)
[71838] ['1/7', '2/5', '7/5', '5/3', '5'] -> (5/3 * ((7/5 / 1/7) - (2/5 - 5)))
[71839] ['2/7', '2/7', '3/7', '9/2', '5'] -> ((3/7 + (5 * (2/7 * 9/2))) / 2/7)
[71840] ['2/5', '7/8', '7/5', '5/3', '3'] -> (7/5 / (3 - (5/3 + (2/5 + 7/8))))
[71841] ['2/5', '7/9', '7/4', '7/3', '4'] -> ((4 / (2/5 / 7/3)) / (7/4 - 7/9))
[71842] ['1/5', '5/8', '5/7', '5/2', '5'] -> ((5/7 + 5) * (1/5 + (5/2 / 5/8)))
[71843] ['1/6', '5/8', '6/7', '6/5', '9'] -> ((6/5 / 1/6) + (9 / (5/8 * 6/7)))
[71844] ['1/8', '1/6', '5/9', '7/4', '3'] -> ((7/4 / 1/8) + (3 / (1/6 / 5/9)))
[71845] ['1/5', '3/5', '7/8', '9/7', '6'] -> ((6 - 3/5) / (9/7 * (1/5 * 7/8)))
[71846] ['1/7', '2/5', '7/5', '7/3', '5'] -> ((5 - (7/5 + (2/5 / 7/3))) / 1/7)
[71847] ['2/9', '2/7', '6/7', '9/8', '4'] -> ((2/7 + (4 / 2/9)) / (6/7 / 9/8))
[71848] ['2/5', '7/8', '7/5', '3', '9/2'] -> (3 / (9/2 - (7/8 + (7/5 / 2/5))))
[71849] ['1/9', '2/7', '8/9', '9/4', '7'] -> (((8/9 / 1/9) - 2/7) / (9/4 / 7))
[71850] ['1/9', '5/9', '6/5', '9/4', '5'] -> ((6/5 * 9/4) * ((5 / 5/9) - 1/9))
[71851] ['1/5', '3/5', '7/8', '5/3', '6'] -> ((3/5 + (6 / 5/3)) / (1/5 * 7/8))
[71852] ['1/6', '5/8', '6/7', '3/2', '9'] -> ((3/2 * 9) / ((5/8 / 6/7) - 1/6))
[71853] ['1/5', '1/3', '9/7', '5/2', '8'] -> ((9/7 * 5/2) * (8 - (1/5 + 1/3)))
[71854] ['2/9', '2/7', '6/7', '6/5', '4'] -> (6/7 + ((2/7 + 4) / (2/9 / 6/5)))
[71855] ['1/7', '2/5', '3/2', '3/2', '5'] -> ((2/5 * 5) * (3/2 + (3/2 / 1/7)))
[71856] ['1/5', '5/8', '3/4', '7/9', '5'] -> ((1/5 * 5) / (5/8 - (3/4 * 7/9)))
[71857] ['2/5', '7/8', '3/2', '5/3', '3'] -> (3 / ((5/3 * (2/5 * 3/2)) - 7/8))
[71858] ['1/9', '2/7', '8/9', '8/3', '7'] -> ((8/9 + (1/9 + 2/7)) * (8/3 * 7))
[71859] ['1/9', '7/8', '9/7', '5/2', '4'] -> (4 + (5/2 / (9/7 * (1/9 * 7/8))))
[71860] ['1/9', '5/9', '6/5', '9/2', '5'] -> (9/2 * ((6/5 * 5) - (1/9 + 5/9)))
[71861] ['1/5', '3/5', '7/8', '7/3', '6'] -> ((6 + (3/5 / 1/5)) / (7/8 / 7/3))
[71862] ['4/7', '6/7', '1', '5/4', '5/4'] -> (6/7 / ((4/7 * (1 + 5/4)) - 5/4))
[71863] ['2/9', '2/7', '6/7', '9/7', '4'] -> ((9/7 + ((2/7 + 4) / 2/9)) / 6/7)
[71864] ['1/7', '2/5', '3/2', '8/5', '5'] -> (((8/5 + (5 / 1/7)) / 3/2) - 2/5)
[71865] ['1/9', '2/7', '8/9', '9/2', '7'] -> (((8/9 + 9/2) / 1/9) - (7 / 2/7))
[71866] ['1/9', '5/9', '5/4', '9/7', '5'] -> (((5 / 9/7) - 5/9) / (1/9 * 5/4))
[71867] ['2/7', '7/8', '6/5', '2', '5/2'] -> ((6/5 * 2) * (5/2 / (2/7 * 7/8)))
[71868] ['1/5', '3/5', '7/8', '8/3', '6'] -> (6 / ((3/5 / (1/5 * 8/3)) - 7/8))
[71869] ['5/9', '3/4', '8/7', '7/3', '4'] -> ((7/3 + 4) / (3/4 - (5/9 / 8/7)))
[71870] ['2/5', '7/8', '3/2', '7/3', '3'] -> ((3/2 + (3 / 2/5)) / (7/8 / 7/3))
[71871] ['1/7', '2/5', '3/2', '5/3', '5'] -> ((2/5 * 5/3) + (5 / (1/7 * 3/2)))
[71872] ['1/5', '5/8', '3/4', '8/9', '5'] -> ((1/5 * 5) / ((3/4 * 8/9) - 5/8))
[71873] ['4/7', '6/7', '1', '5/4', '8/5'] -> ((6/7 / 5/4) / (8/5 - (4/7 + 1)))
[71874] ['1/9', '7/8', '9/7', '4', '9/2'] -> (((4 / 1/9) - (9/2 / 7/8)) / 9/7)
[71875] ['2/5', '7/9', '9/5', '4', '9/2'] -> (2/5 + (4 * (9/2 + (7/9 * 9/5))))
[71876] ['1/7', '2/5', '3/2', '7/4', '5'] -> (3/2 + ((1/7 + 5) / (2/5 / 7/4)))
[71877] ['5/9', '3/4', '8/7', '5/2', '4'] -> ((8/7 * 4) * (3/4 + (5/2 / 5/9)))
[71878] ['1/9', '2/7', '9/8', '7/6', '7'] -> ((1/9 + 7) / (7/6 * (2/7 / 9/8)))
[71879] ['2/5', '7/8', '3/2', '8/3', '3'] -> (3 / (2/5 * (7/8 - (3/2 / 8/3))))
[71880] ['2/9', '2/7', '6/7', '7/4', '4'] -> (4 / (7/4 * (2/7 - (2/9 * 6/7))))
[71881] ['4/7', '6/7', '1', '5/4', '7/4'] -> (6/7 / (7/4 - (1 + (4/7 * 5/4))))
[71882] ['2/7', '7/8', '6/5', '2', '9/2'] -> (6/5 * (2 + (9/2 / (2/7 * 7/8))))
[71883] ['1/7', '2/5', '3/2', '9/4', '5'] -> (5 * ((9/4 / (1/7 / 2/5)) - 3/2))
[71884] ['1/9', '7/8', '4/3', '7/5', '4'] -> ((4 - (4/3 / 7/5)) / (1/9 / 7/8))
[71885] ['1/9', '5/9', '5/4', '9/5', '5'] -> ((5/9 + (5 / 9/5)) / (1/9 * 5/4))
[71886] ['2/9', '2/7', '6/7', '9/5', '4'] -> ((4 - (2/9 * 6/7)) / (2/7 / 9/5))
[71887] ['2/5', '7/8', '3/2', '3', '7/2'] -> (((3 / 2/5) - 3/2) / (7/8 / 7/2))
[71888] ['4/7', '6/7', '1', '5/4', '9/5'] -> ((6/7 / 5/4) / ((4/7 * 9/5) - 1))
[71889] ['5/9', '3/4', '8/7', '7/2', '4'] -> ((7/2 / (5/9 * 3/4)) * (4 - 8/7))
[71890] ['1/8', '1/6', '4/7', '9/8', '3'] -> (((3 / 4/7) - (1/8 + 9/8)) / 1/6)
[71891] ['1/5', '5/8', '3/4', '9/7', '5'] -> ((1/5 * 5) / (5/8 - (3/4 / 9/7)))
[71892] ['1/5', '1/3', '7/5', '5/2', '8'] -> ((5/2 * 8) - (1/5 - (7/5 / 1/3)))
[71893] ['1/9', '7/8', '4/3', '8/5', '4'] -> (((7/8 * 4) - (4/3 / 8/5)) / 1/9)
[71894] ['1/6', '5/8', '6/7', '7/2', '9'] -> (9 / (1/6 + ((5/8 / 6/7) / 7/2)))
[71895] ['1/9', '5/9', '5/4', '7/3', '5'] -> (((7/3 / 1/9) + (5 / 5/9)) / 5/4)
[71896] ['2/9', '2/7', '6/7', '5/2', '4'] -> (((4 / 2/9) - 6/7) / (2/7 * 5/2))
[71897] ['2/5', '7/8', '8/5', '5/3', '3'] -> ((2/5 + 3) / (8/5 - (7/8 * 5/3)))
[71898] ['5/9', '3/4', '7/6', '6/5', '4'] -> ((4 / 6/5) / ((5/9 + 3/4) - 7/6))
[71899] ['4/7', '6/7', '1', '5/4', '8/3'] -> (6/7 / (5/4 - (1 + (4/7 / 8/3))))
[71900] ['1/9', '5/9', '5/4', '5/2', '5'] -> (5 / (5/9 - (5/2 * (1/9 * 5/4))))
[71901] ['1/6', '5/8', '6/7', '9/2', '9'] -> ((9/2 + 9) / ((5/8 / 6/7) - 1/6))
[71902] ['2/5', '7/8', '8/5', '7/4', '3'] -> ((8/5 * 7/4) * (3 / (2/5 * 7/8)))
[71903] ['2/9', '2/7', '6/7', '7/2', '4'] -> (((4 + (6/7 / 2/9)) / 2/7) - 7/2)
[71904] ['1/7', '2/5', '8/5', '8/5', '5'] -> (8/5 + ((8/5 * 5) / (1/7 / 2/5)))
[71905] ['4/7', '6/7', '1', '5/4', '7/2'] -> ((4/7 * 7/2) / (5/4 - (1 / 6/7)))
[71906] ['1/9', '5/9', '5/4', '7/2', '5'] -> (5 / (5/4 * (5/9 - (1/9 * 7/2))))
[71907] ['1/6', '5/8', '7/8', '7/8', '9'] -> ((9 + (7/8 / (1/6 * 7/8))) / 5/8)
[71908] ['1/9', '2/7', '9/8', '3/2', '7'] -> ((7 / (1/9 / 2/7)) / (9/8 / 3/2))
[71909] ['5/9', '3/4', '7/6', '4/3', '4'] -> ((7/6 + 4/3) * (4 / (5/9 * 3/4)))
[71910] ['2/5', '7/8', '8/5', '9/5', '3'] -> ((9/5 + (7/8 * 8/5)) / (2/5 / 3))
[71911] ['2/7', '7/8', '5/4', '7/4', '2'] -> ((5/4 + 7/4) * (2 / (2/7 * 7/8)))
[71912] ['1/5', '1/3', '3/2', '9/4', '8'] -> (8 * ((3/2 / (1/5 * 9/4)) - 1/3))
[71913] ['4/7', '6/7', '1', '5/4', '9/2'] -> ((9/2 + (6/7 / 4/7)) / (5/4 - 1))
[71914] ['1/7', '2/5', '8/5', '5/3', '5'] -> (((8/5 + 5) / (2/5 - 1/7)) - 5/3)
[71915] ['1/9', '5/9', '5/4', '9/2', '5'] -> (9/2 * ((5/9 / 5/4) - (1/9 - 5)))
[71916] ['2/5', '7/9', '7/3', '7/3', '4'] -> ((7/3 * 4) / (7/3 - (7/9 / 2/5)))
[71917] ['1/5', '5/8', '3/4', '7/3', '5'] -> (1/5 / (5/8 - ((3/4 + 7/3) / 5)))
[71918] ['2/5', '7/8', '8/5', '9/4', '3'] -> ((8/5 / (2/5 * 7/8)) * (9/4 + 3))
[71919] ['1/6', '5/8', '7/8', '8/7', '9'] -> ((9 + (8/7 / (1/6 / 7/8))) / 5/8)
[71920] ['1/5', '3/5', '8/9', '5/2', '6'] -> ((6 * (1/5 + 5/2)) / (3/5 / 8/9))
[71921] ['1/9', '7/8', '7/5', '7/5', '4'] -> ((7/5 / 1/9) / (7/8 - (7/5 / 4)))
[71922] ['1/9', '5/9', '9/7', '9/7', '5'] -> ((5 / (1/9 / 5/9)) - (9/7 / 9/7))
[71923] ['2/5', '7/9', '7/3', '5/2', '4'] -> (4 / (5/2 * (2/5 - (7/9 / 7/3))))
[71924] ['2/9', '2/7', '7/8', '8/7', '4'] -> ((4 / (2/9 * 7/8)) / (8/7 - 2/7))
[71925] ['1/5', '5/8', '3/4', '9/2', '5'] -> (5 / ((3/4 / (1/5 * 9/2)) - 5/8))
[71926] ['1/7', '2/5', '8/5', '9/4', '5'] -> (((8/5 / 1/7) - 2/5) / (9/4 / 5))
[71927] ['5/9', '3/4', '7/6', '5/3', '4'] -> (7/6 / (((3/4 + 5/3) / 4) - 5/9))
[71928] ['2/9', '2/7', '7/8', '7/6', '4'] -> ((2/7 * 7/6) / ((2/9 * 4) - 7/8))
[71929] ['1/7', '2/5', '8/5', '7/3', '5'] -> ((2/5 + 8/5) * (7/3 * (1/7 + 5)))
[71930] ['1/6', '5/8', '7/8', '7/5', '9'] -> ((7/5 / (1/6 * 7/8)) + (9 / 5/8))
[71931] ['2/7', '2/7', '4/9', '4/3', '5'] -> ((5 + ((2/7 + 4/3) / 2/7)) / 4/9)
[71932] ['2/5', '7/8', '5/3', '7/4', '3'] -> (3 / (((7/4 - 7/8) / 5/3) - 2/5))
[71933] ['4/7', '6/7', '1', '9/7', '5/3'] -> ((1 + 9/7) / ((4/7 * 5/3) - 6/7))
[71934] ['5/9', '3/4', '7/6', '9/5', '4'] -> (4 / ((9/5 * (5/9 / 3/4)) - 7/6))
[71935] ['2/5', '7/9', '7/3', '4', '9/2'] -> ((4 / 2/5) + (9/2 * (7/9 + 7/3)))
[71936] ['1/5', '3/5', '9/8', '7/6', '6'] -> (6 / (((9/8 - 3/5) / 7/6) - 1/5))
[71937] ['4/7', '6/7', '1', '9/7', '7/4'] -> (6/7 / ((4/7 - 1) - (9/7 - 7/4)))
[71938] ['1/9', '7/8', '7/5', '7/4', '4'] -> (4 / ((7/8 / (7/5 + 7/4)) - 1/9))
[71939] ['2/5', '7/8', '5/3', '9/4', '3'] -> (3 / (9/4 - (5/3 * (2/5 + 7/8))))
[71940] ['1/8', '1/6', '3/5', '3/4', '3'] -> ((3 / (1/6 * 3/5)) - (3/4 / 1/8))
[71941] ['1/9', '5/9', '9/7', '7/4', '5'] -> (((5/9 + 9/7) / (1/9 / 7/4)) - 5)
[71942] ['2/7', '7/8', '9/7', '9/7', '2'] -> (9/7 / ((2/7 - 7/8) + (9/7 / 2)))
[71943] ['2/5', '7/8', '5/3', '7/3', '3'] -> (3 / ((7/3 / 5/3) - (2/5 + 7/8)))
[71944] ['4/7', '6/7', '1', '9/7', '9/5'] -> ((1 + 9/7) / (4/7 - (6/7 / 9/5)))
[71945] ['1/8', '1/6', '3/5', '7/9', '3'] -> (7/9 / (1/8 - ((1/6 / 3/5) / 3)))
[71946] ['1/5', '5/8', '7/9', '6/7', '5'] -> ((1/5 * 5) / ((7/9 * 6/7) - 5/8))
[71947] ['5/9', '3/4', '6/5', '6/5', '4'] -> (4 / (5/9 * (6/5 - (3/4 * 6/5))))
[71948] ['1/5', '1/3', '7/4', '9/5', '8'] -> (1/5 / (9/5 - (7/4 + (1/3 / 8))))
[71949] ['1/6', '5/8', '8/9', '8/9', '9'] -> ((9 + (8/9 / (1/6 * 8/9))) / 5/8)
[71950] ['2/7', '2/7', '4/9', '5/3', '5'] -> ((5 - (2/7 + 5/3)) / (2/7 * 4/9))
[71951] ['1/5', '3/5', '9/8', '7/5', '6'] -> (3/5 / ((1/5 * (9/8 + 6)) - 7/5))
[71952] ['1/9', '7/8', '7/5', '9/4', '4'] -> (4 / (((7/8 / 7/5) / 9/4) - 1/9))
[71953] ['2/5', '7/9', '5/2', '4', '9/2'] -> (4 + (9/2 * (5/2 + (7/9 / 2/5))))
[71954] ['2/7', '7/8', '9/7', '7/5', '2'] -> (9/7 / ((7/8 / 7/5) - (2/7 * 2)))
[71955] ['1/7', '2/5', '5/3', '9/4', '5'] -> ((5 / (1/7 / 2/5)) / (9/4 - 5/3))
[71956] ['4/7', '6/7', '1', '9/7', '7/3'] -> (6/7 / (1 - (9/7 / (4/7 * 7/3))))
[71957] ['2/5', '7/8', '5/3', '8/3', '3'] -> (5/3 + (8/3 * (7/8 + (3 / 2/5))))
[71958] ['5/9', '3/4', '6/5', '4/3', '4'] -> ((4/3 + (4 / 6/5)) / (3/4 - 5/9))
[71959] ['1/7', '2/5', '5/3', '5/2', '5'] -> (5/3 * (2/5 + (5 / (1/7 * 5/2))))
[71960] ['2/5', '7/9', '8/3', '7/2', '4'] -> ((8/3 / 2/5) / ((7/9 + 7/2) - 4))
[71961] ['1/5', '1/3', '7/4', '9/2', '8'] -> ((9/2 / (1/3 - 1/5)) - (7/4 + 8))
[71962] ['1/5', '5/8', '7/9', '8/7', '5'] -> ((7/9 / (1/5 * 5/8)) * (5 - 8/7))
[71963] ['2/7', '2/7', '4/9', '7/3', '5'] -> (((7/3 * 5) - (2/7 / 2/7)) / 4/9)
[71964] ['1/9', '7/8', '7/5', '7/2', '4'] -> (((7/2 / (7/5 - 7/8)) - 4) / 1/9)
[71965] ['2/5', '7/9', '8/3', '4', '9/2'] -> ((8/3 / 2/5) / ((7/9 + 4) - 9/2))
[71966] ['1/5', '5/8', '7/9', '7/6', '5'] -> ((1/5 * 5) / ((7/9 / 7/6) - 5/8))
[71967] ['2/7', '2/7', '4/9', '5/2', '5'] -> (((5/2 + 5) - (2/7 / 4/9)) / 2/7)
[71968] ['1/5', '3/5', '8/7', '4/3', '6'] -> (((6 / 8/7) - (3/5 / 4/3)) / 1/5)
[71969] ['1/7', '2/5', '5/3', '9/2', '5'] -> ((9/2 / 1/7) - (5 / (2/5 * 5/3)))
[71970] ['2/5', '7/9', '7/2', '7/2', '4'] -> (4 + ((7/2 + (7/2 / 7/9)) / 2/5))
[71971] ['4/7', '6/7', '1', '4/3', '7/5'] -> (6/7 / (4/7 - ((1 / 4/3) / 7/5)))
[71972] ['1/6', '5/8', '8/9', '9/4', '9'] -> ((9 + (8/9 * 9/4)) / (5/8 - 1/6))
[71973] ['2/7', '7/8', '9/7', '2', '5/2'] -> ((9/7 / 2/7) / ((7/8 * 5/2) - 2))
[71974] ['1/9', '7/8', '3/2', '8/5', '4'] -> (((4 / (1/9 * 8/5)) - 3/2) / 7/8)
[71975] ['1/8', '1/6', '3/5', '5/3', '3'] -> (((5/3 / (1/6 / 3/5)) - 3) / 1/8)
[71976] ['5/9', '3/4', '6/5', '7/2', '4'] -> (4 * (3/4 + (7/2 / (5/9 * 6/5))))
[71977] ['1/5', '1/3', '9/4', '5/2', '8'] -> ((9/4 * 5/2) * (8 * (1/5 + 1/3)))
[71978] ['1/9', '5/9', '4/3', '7/4', '5'] -> ((5 + (5/9 / 1/9)) / (7/4 - 4/3))
[71979] ['2/7', '7/8', '9/7', '2', '8/3'] -> ((9/7 / (2/7 * 7/8)) * (2 + 8/3))
[71980] ['5/9', '3/4', '6/5', '4', '9/2'] -> (4 * ((9/2 / (5/9 * 6/5)) - 3/4))
[71981] ['1/7', '2/5', '7/4', '9/5', '5'] -> (((2/5 / 7/4) - (9/5 - 5)) / 1/7)
[71982] ['1/9', '7/8', '3/2', '5/3', '4'] -> (((3/2 * 4) + (5/3 / 1/9)) / 7/8)
[71983] ['2/5', '7/9', '4', '9/2', '9/2'] -> (4 + ((9/2 + (7/9 * 9/2)) / 2/5))
[71984] ['4/7', '6/7', '1', '4/3', '9/5'] -> ((9/5 * (4/7 + 4/3)) / (1 - 6/7))
[71985] ['1/5', '3/5', '8/7', '8/5', '6'] -> (((8/5 / 8/7) - 3/5) / (1/5 / 6))
[71986] ['5/9', '3/4', '5/4', '5/4', '4'] -> ((5/4 + 5/4) * (4 / (5/9 * 3/4)))
[71987] ['1/9', '5/9', '4/3', '9/4', '5'] -> (((5 / (5/9 * 9/4)) - 4/3) / 1/9)
[71988] ['2/5', '4/5', '4/5', '4/5', '4'] -> ((4/5 + (4/5 + 4/5)) / (2/5 / 4))
[71989] ['1/5', '5/8', '7/9', '7/5', '5'] -> (7/5 / (7/9 * (1/5 - (5/8 / 5))))
[71990] ['1/9', '7/8', '3/2', '9/5', '4'] -> (((7/8 * 4) - (3/2 / 9/5)) / 1/9)
[71991] ['4/7', '6/7', '1', '4/3', '9/4'] -> (6/7 / (1 - (9/4 * (4/7 / 4/3))))
[71992] ['1/5', '3/5', '8/7', '5/3', '6'] -> ((3/5 + (6 / 5/3)) / (1/5 / 8/7))
[71993] ['2/9', '2/7', '8/9', '5/4', '4'] -> (4 / (2/7 * (5/4 + (2/9 - 8/9))))
[71994] ['2/7', '7/8', '4/3', '4/3', '2'] -> (2 / ((7/8 * (2/7 + 4/3)) - 4/3))
[71995] ['2/5', '7/8', '9/5', '9/4', '3'] -> ((9/5 / 3) / ((2/5 * 9/4) - 7/8))
[71996] ['1/6', '5/8', '9/8', '8/7', '9'] -> (((9 / (5/8 + 9/8)) - 8/7) / 1/6)
[71997] ['1/7', '2/5', '7/4', '7/2', '5'] -> (5 * ((2/5 / 1/7) + (7/2 / 7/4)))
[71998] ['1/9', '7/8', '3/2', '5/2', '4'] -> ((4 - (5/2 / 3/2)) / (1/9 * 7/8))
[71999] ['1/5', '3/5', '8/7', '9/4', '6'] -> ((9/4 / (1/5 * 3/5)) + (6 / 8/7))
[72000] ['5/9', '3/4', '5/4', '3/2', '4'] -> (4 / ((5/9 * 3/4) + (5/4 - 3/2)))
[72001] ['1/8', '1/6', '3/5', '3', '7/2'] -> (((1/6 - 3) + (7/2 / 3/5)) / 1/8)
[72002] ['2/9', '2/7', '8/9', '9/7', '4'] -> ((9/7 * (8/9 + (4 / 2/9))) - 2/7)
[72003] ['1/6', '5/8', '9/8', '6/5', '9'] -> (((9 + (9/8 / 1/6)) / 5/8) - 6/5)
[72004] ['1/7', '2/5', '7/4', '9/2', '5'] -> ((1/7 * 7/4) + ((9/2 + 5) / 2/5))
[72005] ['2/5', '7/8', '9/5', '8/3', '3'] -> ((3 + (7/8 * 8/3)) / (2/5 / 9/5))
[72006] ['1/5', '3/5', '8/7', '7/3', '6'] -> ((8/7 * 7/3) * (6 + (3/5 / 1/5)))
[72007] ['2/7', '2/7', '1/2', '7/9', '5'] -> (1/2 + ((2/7 + (5 / 7/9)) / 2/7))
[72008] ['1/5', '5/8', '7/9', '5/3', '5'] -> (5 / (5/8 - (7/9 / (1/5 + 5/3))))
[72009] ['4/7', '6/7', '1', '7/5', '7/5'] -> ((1 + 7/5) / ((6/7 / 4/7) - 7/5))
[72010] ['1/6', '5/8', '9/8', '9/7', '9'] -> ((9 / (1/6 * 9/7)) / (5/8 + 9/8))
[72011] ['2/9', '2/7', '8/9', '5/3', '4'] -> ((4 / (2/7 / 5/3)) - (2/9 - 8/9))
[72012] ['2/7', '2/7', '1/2', '4/5', '5'] -> ((4/5 + (2/7 / 1/2)) / (2/7 / 5))
