[115246] ['1/4', '3/8', '4/7', '3/4', '4'] -> (((4 / 4/7) - 1/4) / (3/8 * 3/4))
[116847] ['1/7', '2/7', '6/7', '5/3', '3'] -> (((6/7 * 5/3) - 2/7) / (1/7 / 3))
[116848] ['1/7', '2/9', '4/9', '7/6', '4'] -> ((4 - ((2/9 + 4/9) / 7/6)) / 1/7)
[116849] ['3/8', '5/9', '8/9', '9/8', '2'] -> ((3/8 * 8/9) / (9/8 - (5/9 * 2)))
[116850] ['5/8', '5/8', '4/5', '8/3', '4'] -> ((5/8 + (4 / 4/5)) / (5/8 / 8/3))
[116851] ['1/4', '2/5', '5/8', '7/3', '4'] -> (2/5 / (4 - (1/4 + (7/3 / 5/8))))
[116852] ['4/9', '5/7', '8/7', '7/5', '3'] -> ((8/7 / 5/7) / (7/5 - (4/9 * 3)))
[116853] ['5/8', '5/8', '4/5', '4', '9/2'] -> (((9/2 - 5/8) / (5/8 / 4)) - 4/5)
[116854] ['2/3', '9/8', '9/5', '9/5', '3'] -> ((9/5 / 9/8) / (2/3 - (9/5 / 3)))
[116855] ['3/8', '3/7', '1', '7/5', '7/2'] -> (3/7 / ((1 / 7/2) - (3/8 / 7/5)))
[116856] ['1/7', '2/7', '6/7', '7/3', '3'] -> (3 * ((7/3 / 2/7) - (1/7 / 6/7)))
[116857] ['5/8', '5/8', '5/6', '5/6', '4'] -> (4 / (5/6 - (5/6 / (5/8 + 5/8))))
[116858] ['2/9', '4/7', '5/2', '7/2', '8'] -> (4/7 * ((5/2 + 7/2) + (8 / 2/9)))
[116859] ['5/9', '8/7', '3/2', '5/2', '9'] -> (8/7 * (5/2 + (9 * (5/9 + 3/2))))
[116860] ['1/4', '2/5', '2/3', '3/4', '4'] -> (4 / (((1/4 / 2/5) / 3/4) - 2/3))
[116861] ['3/8', '3/7', '1', '7/5', '9/2'] -> ((3/7 + 1) * (9/2 / (3/8 / 7/5)))
[116862] ['1/8', '2/9', '2/7', '7/4', '7'] -> (7 / (2/9 * (7/4 - (1/8 / 2/7))))
[116863] ['3/8', '5/9', '8/9', '6/5', '2'] -> (2 / (3/8 * (8/9 - (5/9 * 6/5))))
[116864] ['5/8', '5/8', '5/6', '6/7', '4'] -> ((5/8 * 4) / (5/6 - (5/8 / 6/7)))
[116865] ['3/8', '3/7', '1', '3/2', '3/2'] -> ((3/2 + 3/2) / (1 - (3/8 / 3/7)))
[116866] ['1/7', '2/7', '7/8', '8/9', '3'] -> ((2/7 + (1/7 / 3)) / (8/9 - 7/8))
[116867] ['2/3', '9/8', '9/5', '7/3', '3'] -> (3 / ((2/3 / (7/3 - 9/5)) - 9/8))
[116868] ['3/5', '5/7', '5/2', '8/3', '5'] -> ((5/7 * (3/5 + 5)) / (8/3 - 5/2))
[116869] ['2/9', '4/7', '8/3', '8/3', '8'] -> ((8/3 / (2/9 * 4/7)) + (8 / 8/3))
[116870] ['1/8', '5/8', '7/5', '7/2', '6'] -> (6 * (((7/2 - 1/8) / 5/8) - 7/5))
[116871] ['5/9', '8/7', '3/2', '7/2', '9'] -> (8/7 * (((7/2 + 9) / 5/9) - 3/2))
[116872] ['2/7', '5/7', '9/8', '9/2', '7'] -> ((7 - (2/7 + 5/7)) / (9/8 / 9/2))
[116873] ['4/9', '5/7', '8/7', '9/5', '3'] -> (8/7 / ((4/9 * 3) - (5/7 * 9/5)))
[116874] ['5/9', '8/7', '3/2', '9/2', '9'] -> (8/7 * ((9 * (5/9 * 9/2)) - 3/2))
[116875] ['3/8', '3/7', '1', '3/2', '5/3'] -> (1 / (3/2 - (5/3 * (3/8 / 3/7))))
[116876] ['1/8', '5/8', '7/5', '9/2', '6'] -> (6 * ((7/5 / 1/8) - (9/2 / 5/8)))
[116877] ['3/5', '5/7', '8/3', '8/3', '5'] -> (8/3 * ((5 / (3/5 * 5/7)) - 8/3))
[116878] ['2/3', '9/8', '9/5', '8/3', '3'] -> ((3 / (9/5 - (9/8 / 2/3))) - 8/3)
[116879] ['2/7', '5/7', '8/7', '6/5', '7'] -> ((8/7 * 6/5) * (7 / (2/7 / 5/7)))
[116880] ['5/8', '5/8', '5/6', '8/7', '4'] -> ((5/8 * 4) / ((5/6 / 8/7) - 5/8))
[116881] ['2/9', '2/9', '9/7', '9/4', '7'] -> ((7 / (2/9 * 9/7)) - (2/9 * 9/4))
[116882] ['2/9', '4/7', '7/2', '7/2', '8'] -> (8 / (2/9 * (7/2 - (4/7 * 7/2))))
[116883] ['4/9', '5/7', '8/7', '9/4', '3'] -> ((8/7 / 4/9) / (9/4 - (5/7 * 3)))
[116884] ['5/9', '8/7', '8/5', '8/5', '9'] -> (8/7 * (8/5 + (9 * (5/9 + 8/5))))
[116885] ['1/4', '2/5', '2/3', '8/9', '4'] -> (2/5 / ((8/9 / (4 - 2/3)) - 1/4))
[116886] ['1/8', '2/9', '2/7', '7/3', '7'] -> (7/3 / ((1/8 * 7) - (2/9 / 2/7)))
[116887] ['1/7', '2/7', '7/8', '4/3', '3'] -> ((1/7 + 3) / (2/7 * (4/3 - 7/8)))
[116888] ['5/8', '5/8', '5/6', '7/6', '4'] -> ((5/8 * 4) / (5/6 - (5/8 * 7/6)))
[116889] ['3/8', '3/7', '1', '3/2', '9/5'] -> (1 / ((3/8 / 3/7) - (3/2 / 9/5)))
[116890] ['5/9', '8/7', '8/5', '5/3', '9'] -> ((9 + (8/5 * 5/3)) / (5/9 / 8/7))
[116891] ['1/7', '2/7', '7/8', '7/5', '3'] -> (3 / ((7/8 / 7/5) - (1/7 / 2/7)))
[116892] ['1/5', '9/8', '5/3', '7/4', '9'] -> ((1/5 * 9) / (9/8 - (7/4 / 5/3)))
[116893] ['1/4', '2/5', '2/3', '9/8', '4'] -> (4 / ((1/4 / 2/5) + (2/3 - 9/8)))
[116894] ['2/9', '2/9', '9/7', '7/2', '7'] -> ((9/7 + (2/9 / 2/9)) * (7/2 + 7))
[116895] ['5/8', '5/8', '5/6', '6/5', '4'] -> (4 / (5/6 * (6/5 - (5/8 / 5/8))))
[116896] ['1/8', '5/8', '8/5', '7/3', '6'] -> ((6 + (5/8 * 8/5)) / (1/8 * 7/3))
[116897] ['1/7', '2/9', '1/2', '5/8', '4'] -> ((1/2 / ((1/7 / 2/9) - 5/8)) - 4)
[116898] ['2/9', '3/5', '3/5', '3/5', '8'] -> (8 / (3/5 - (2/9 * (3/5 + 3/5))))
[116899] ['5/9', '8/7', '8/5', '7/4', '9'] -> ((8/7 + 8/5) * (9 * (5/9 * 7/4)))
[116900] ['3/8', '5/9', '8/9', '7/4', '2'] -> (2 / (7/4 - (5/9 / (3/8 * 8/9))))
[116901] ['2/7', '5/7', '8/7', '5/3', '7'] -> (8/7 / ((5/3 / (5/7 * 7)) - 2/7))
[116902] ['1/4', '2/5', '2/3', '7/6', '4'] -> ((7/6 / (2/3 - (1/4 / 2/5))) - 4)
[116903] ['2/3', '9/8', '9/4', '5/2', '3'] -> (3 / ((2/3 * 9/4) + (9/8 - 5/2)))
[116904] ['5/8', '5/8', '5/6', '9/7', '4'] -> ((5/6 * 4) / (5/8 - (5/8 / 9/7)))
[116905] ['1/7', '2/9', '1/2', '2/3', '4'] -> (((2/3 / (1/7 * 1/2)) - 4) / 2/9)
[116906] ['3/5', '3/4', '3/4', '7/9', '5'] -> ((3/4 / (7/9 - 3/4)) - (3/5 * 5))
[116907] ['3/8', '3/7', '1', '3/2', '5/2'] -> ((3/2 / 3/8) / (5/2 - (1 / 3/7)))
[116908] ['1/8', '2/9', '2/7', '9/2', '7'] -> (((2/9 * 9/2) + (2/7 * 7)) / 1/8)
[116909] ['1/8', '5/8', '5/3', '7/4', '6'] -> (6 * (5/3 + (7/4 / (1/8 + 5/8))))
[116910] ['2/9', '3/5', '3/5', '5/7', '8'] -> (8 / (5/7 * (3/5 - (2/9 * 3/5))))
[116911] ['3/5', '3/4', '3/4', '4/5', '5'] -> ((5 / (4/5 - 3/5)) - (3/4 / 3/4))
[116912] ['2/7', '5/7', '8/7', '9/4', '7'] -> (2/7 + ((5/7 + 9/4) * (8/7 * 7)))
[116913] ['1/8', '2/9', '1/3', '2/5', '7'] -> ((7 / (1/8 + 2/5)) / (2/9 + 1/3))
[116914] ['3/8', '5/9', '8/9', '2', '9/4'] -> ((2 + (9/4 / 3/8)) / (8/9 - 5/9))
[116915] ['2/9', '3/5', '3/5', '3/4', '8'] -> (8 * ((3/5 / (2/9 * 3/4)) - 3/5))
[116916] ['5/9', '8/7', '8/5', '7/3', '9'] -> (7/3 * (9 + (8/7 / (5/9 * 8/5))))
[116917] ['1/8', '5/8', '5/3', '5/2', '6'] -> (5/2 / ((1/8 * 5/3) - (5/8 / 6)))
[116918] ['1/4', '2/5', '2/3', '7/4', '4'] -> (4 / ((1/4 - 7/4) + (2/3 / 2/5)))
[116919] ['3/8', '3/7', '1', '3/2', '7/2'] -> ((((1 + 7/2) / 3/7) - 3/2) / 3/8)
[116920] ['3/5', '3/4', '3/4', '5/6', '5'] -> ((3/5 * 5) / (3/4 - (3/4 * 5/6)))
[116921] ['5/8', '5/8', '5/6', '9/4', '4'] -> (4 / (9/4 - (5/6 + (5/8 + 5/8))))
[116922] ['2/9', '2/9', '4/3', '7/4', '7'] -> ((4/3 / 2/9) + (7 / (2/9 * 7/4)))
[116923] ['1/8', '2/9', '1/3', '1/2', '7'] -> (7 / ((1/8 - 1/2) + (2/9 / 1/3)))
[116924] ['2/9', '3/5', '3/5', '7/9', '8'] -> (8 / ((3/5 * 7/9) - (2/9 * 3/5)))
[116925] ['3/5', '3/4', '3/4', '6/7', '5'] -> ((3/5 * 5) / ((3/4 / 6/7) - 3/4))
[116926] ['3/8', '5/9', '8/9', '2', '5/2'] -> ((2 + (8/9 / 5/9)) / (3/8 / 5/2))
[116927] ['2/9', '2/9', '4/3', '5/2', '7'] -> (((7 + (2/9 - 4/3)) / 2/9) - 5/2)
[116928] ['1/5', '9/8', '7/4', '7/3', '9'] -> (9 / (1/5 * (9/8 + (7/4 / 7/3))))
[116929] ['5/8', '5/8', '5/6', '8/3', '4'] -> (5/8 / ((5/8 / 8/3) - (5/6 / 4)))
[116930] ['1/8', '2/9', '1/3', '4/7', '7'] -> ((1/3 / 7) / ((2/9 * 4/7) - 1/8))
[116931] ['2/3', '8/7', '8/7', '8/7', '3'] -> (8/7 / (3 - (8/7 + (2/3 + 8/7))))
[116932] ['1/7', '2/9', '1/2', '5/6', '4'] -> ((((1/2 + 5/6) / 1/7) - 4) / 2/9)
[116933] ['3/5', '3/4', '3/4', '8/9', '5'] -> (5 * ((3/4 / (8/9 - 3/4)) - 3/5))
[116934] ['1/7', '2/7', '8/9', '8/7', '3'] -> ((3 - (2/7 - 8/7)) / (1/7 / 8/9))
[116935] ['3/8', '5/9', '9/8', '9/8', '2'] -> ((3/8 / 9/8) / (9/8 - (5/9 * 2)))
[116936] ['5/8', '5/8', '6/7', '6/7', '4'] -> ((6/7 * 4) / ((5/8 / 5/8) - 6/7))
[116937] ['1/8', '2/9', '1/3', '3/5', '7'] -> (7 / (2/9 + ((1/8 * 1/3) / 3/5)))
[116938] ['2/3', '8/7', '8/7', '7/6', '3'] -> ((8/7 / (2/3 * 3)) / (7/6 - 8/7))
[116939] ['5/9', '8/7', '8/5', '7/2', '9'] -> (7/2 * ((9 * (5/9 * 8/5)) - 8/7))
[116940] ['1/5', '9/8', '7/4', '5/2', '9'] -> (9 / (1/5 * (5/2 + (9/8 - 7/4))))
[116941] ['3/8', '3/7', '1', '8/5', '7/4'] -> (3/7 / (3/8 - ((1 / 8/5) / 7/4)))
[116942] ['2/7', '5/7', '7/6', '6/5', '7'] -> (((5/7 * 6/5) + (7 / 7/6)) / 2/7)
[116943] ['3/5', '3/4', '3/4', '9/8', '5'] -> ((3/5 * 5) / (9/8 - (3/4 / 3/4)))
[116944] ['1/4', '2/5', '5/7', '4/5', '4'] -> (((4 / 5/7) - (2/5 - 4/5)) / 1/4)
[116945] ['1/7', '2/7', '8/9', '7/6', '3'] -> (((2/7 * 7/6) + (3 / 1/7)) / 8/9)
[116946] ['2/7', '5/7', '7/6', '5/4', '7'] -> (7 / (7/6 * (5/4 - (2/7 + 5/7))))
[116947] ['1/5', '9/8', '7/4', '8/3', '9'] -> (((9 / 1/5) - (9/8 * 8/3)) / 7/4)
[116948] ['2/9', '3/5', '3/5', '8/7', '8'] -> (8/7 * ((8 / (2/9 / 3/5)) - 3/5))
[116949] ['2/9', '2/9', '7/5', '3/2', '7'] -> (((2/9 * 3/2) + (7 / 7/5)) / 2/9)
[116950] ['1/8', '2/9', '1/3', '4/5', '7'] -> ((7 - 1/3) / (4/5 * (1/8 + 2/9)))
[116951] ['4/9', '5/7', '7/6', '3/2', '3'] -> ((3 / 7/6) / ((5/7 / 4/9) - 3/2))
[116952] ['1/4', '2/5', '5/7', '5/6', '4'] -> ((4 / (2/5 * 5/7)) / (5/6 - 1/4))
[116953] ['3/8', '3/7', '1', '8/5', '9/4'] -> (8/5 * (1 + (9/4 / (3/8 * 3/7))))
[116954] ['5/9', '8/7', '5/3', '5/3', '9'] -> ((5/9 * 9) / (5/3 - (5/3 / 8/7)))
[116955] ['1/7', '2/9', '1/2', '8/7', '4'] -> (4 / ((1/2 / (1/7 + 8/7)) - 2/9))
[116956] ['1/7', '2/7', '8/9', '6/5', '3'] -> (3 / (((2/7 / 8/9) / 6/5) - 1/7))
[116957] ['2/7', '5/7', '7/6', '7/5', '7'] -> ((7 + (5/7 * 7/5)) / (2/7 * 7/6))
[116958] ['3/5', '3/4', '3/4', '7/6', '5'] -> ((3/5 * 5) / ((3/4 * 7/6) - 3/4))
[116959] ['3/8', '5/9', '9/8', '6/5', '2'] -> (2 / (9/8 - (3/8 + (5/9 * 6/5))))
[116960] ['2/3', '8/7', '8/7', '4/3', '3'] -> (8/7 / ((8/7 / 2/3) + (4/3 - 3)))
[116961] ['1/7', '2/9', '1/2', '6/5', '4'] -> (((1/2 * 4) / (2/9 - 1/7)) - 6/5)
[116962] ['3/5', '3/4', '3/4', '6/5', '5'] -> ((3/5 * 5) / (3/4 - (3/4 / 6/5)))
[116963] ['3/8', '5/9', '9/8', '5/4', '2'] -> (2 / ((3/8 * 5/9) + (9/8 - 5/4)))
[116964] ['5/9', '8/7', '5/3', '7/4', '9'] -> ((8/7 * 7/4) * (9 + (5/3 / 5/9)))
[116965] ['1/7', '2/7', '8/9', '5/4', '3'] -> (((5/4 * 3) - (2/7 / 8/9)) / 1/7)
[116966] ['2/9', '3/5', '3/5', '6/5', '8'] -> (((6/5 + (8 / 3/5)) / 3/5) - 2/9)
[116967] ['5/8', '5/8', '6/7', '8/7', '4'] -> ((6/7 * 4) / (8/7 - (5/8 / 5/8)))
[116968] ['1/4', '2/5', '5/7', '7/8', '4'] -> (((4 / (5/7 * 7/8)) - 2/5) / 1/4)
[116969] ['2/7', '5/7', '7/6', '8/5', '7'] -> ((7 / (2/7 / 5/7)) / (7/6 / 8/5))
[116970] ['1/8', '2/9', '1/3', '7/6', '7'] -> (7 / ((1/8 - 2/9) + (1/3 * 7/6)))
[116971] ['4/9', '5/7', '7/6', '7/4', '3'] -> (3 / ((7/6 / (4/9 / 5/7)) - 7/4))
[116972] ['5/8', '5/8', '6/7', '7/6', '4'] -> ((4 / 7/6) / ((5/8 / 5/8) - 6/7))
[116973] ['2/9', '2/9', '7/5', '9/5', '7'] -> (7 / (2/9 + (2/9 / (7/5 + 9/5))))
[116974] ['2/9', '3/5', '3/5', '9/7', '8'] -> (8 / ((3/5 / 9/7) - (2/9 * 3/5)))
[116975] ['2/3', '8/7', '8/7', '7/5', '3'] -> (8/7 / ((8/7 / (3 - 7/5)) - 2/3))
[116976] ['1/7', '2/7', '8/9', '4/3', '3'] -> ((3 + (4/3 * (2/7 / 8/9))) / 1/7)
[116977] ['5/9', '8/7', '5/3', '9/5', '9'] -> (8/7 * (9/5 + ((5/3 + 9) / 5/9)))
[116978] ['2/7', '5/7', '7/6', '9/5', '7'] -> (((7 / 5/7) - 9/5) / (2/7 * 7/6))
[116979] ['1/7', '2/9', '1/2', '4/3', '4'] -> ((4/3 / 1/7) / ((2/9 * 4) - 1/2))
[116980] ['2/3', '8/7', '8/7', '3/2', '3'] -> ((8/7 * 3) / (8/7 - (2/3 * 3/2)))
[116981] ['3/5', '3/4', '3/4', '4/3', '5'] -> (3/4 * ((5 / (3/4 - 3/5)) - 4/3))
[116982] ['2/9', '2/9', '7/5', '7/3', '7'] -> ((7 / 2/9) - (7/3 / (2/9 * 7/5)))
[116983] ['4/9', '5/7', '7/6', '7/3', '3'] -> ((5/7 + 7/3) * (3 / (4/9 / 7/6)))
[116984] ['1/5', '9/8', '7/3', '5/2', '9'] -> ((9/8 * 5/2) * (9 - (1/5 * 7/3)))
[116985] ['2/3', '8/7', '8/7', '5/3', '3'] -> ((8/7 * 3) / ((2/3 + 8/7) - 5/3))
[116986] ['3/8', '5/9', '9/8', '7/4', '2'] -> (2 / (7/4 - (9/8 / (3/8 / 5/9))))
[116987] ['2/7', '5/7', '7/6', '5/2', '7'] -> (((5/2 / 5/7) + (7 / 2/7)) / 7/6)
[116988] ['1/4', '2/5', '5/7', '6/5', '4'] -> ((2/5 + 6/5) + (4 / (1/4 * 5/7)))
[116989] ['5/8', '5/8', '6/7', '4/3', '4'] -> (4 / (4/3 - ((5/8 / 5/8) / 6/7)))
[116990] ['3/8', '3/7', '1', '5/3', '7/4'] -> ((3/7 / 3/8) / (1 - (5/3 / 7/4)))
[116991] ['1/8', '2/9', '1/3', '9/5', '7'] -> (7 / ((9/5 * (1/8 + 2/9)) - 1/3))
[116992] ['3/8', '5/9', '9/8', '9/5', '2'] -> (2 / ((5/9 * (3/8 + 9/5)) - 9/8))
[116993] ['1/7', '2/9', '1/2', '8/5', '4'] -> ((4 / (2/9 - 1/7)) / (1/2 + 8/5))
[116994] ['2/9', '3/5', '3/5', '7/2', '8'] -> ((8 / 2/9) / ((3/5 * 7/2) - 3/5))
[116995] ['4/9', '5/7', '7/6', '8/3', '3'] -> ((8/3 * 3) / (5/7 - (4/9 / 7/6)))
[116996] ['3/8', '3/7', '1', '5/3', '9/5'] -> ((5/3 * 9/5) / (1 - (3/8 / 3/7)))
[116997] ['2/3', '8/7', '8/7', '9/5', '3'] -> (8/7 / ((8/7 / 2/3) - (3 / 9/5)))
[116998] ['3/8', '5/9', '9/8', '2', '7/3'] -> ((2 * 7/3) / (9/8 - (3/8 + 5/9)))
[116999] ['2/9', '3/5', '3/5', '9/2', '8'] -> ((9/2 - (3/5 / 2/9)) / (3/5 / 8))
[117000] ['1/4', '2/5', '5/7', '8/5', '4'] -> (((4 / 2/5) - 8/5) / (1/4 / 5/7))
[117001] ['5/8', '5/8', '6/7', '8/5', '4'] -> ((4 / 8/5) / ((5/8 / 6/7) - 5/8))
[117002] ['3/8', '3/7', '1', '5/3', '9/4'] -> ((5/3 + (1 / 3/7)) / (3/8 / 9/4))
[117003] ['1/5', '9/8', '7/3', '9/2', '9'] -> (9 / (1/5 * (9/2 - (9/8 * 7/3))))
[117004] ['2/9', '2/9', '3/2', '3/2', '7'] -> ((3/2 + 3/2) * (7 + (2/9 / 2/9)))
[117005] ['1/7', '2/7', '8/9', '9/5', '3'] -> (((9/5 * (8/9 + 3)) - 1/7) / 2/7)
[117006] ['1/8', '2/3', '5/7', '5/7', '6'] -> (((2/3 * 6) - (5/7 / 5/7)) / 1/8)
[117007] ['1/8', '2/9', '3/8', '2/5', '7'] -> ((7 / 2/9) - (3/8 / (1/8 * 2/5)))
[117008] ['3/8', '5/9', '9/8', '2', '5/2'] -> ((5/2 / 5/9) / ((9/8 / 2) - 3/8))
[117009] ['1/5', '9/8', '5/2', '5/2', '9'] -> ((5/2 + (1/5 * 5/2)) / (9/8 / 9))
[117010] ['3/8', '3/7', '1', '5/3', '5/2'] -> (1 / ((3/8 / 3/7) + (5/3 - 5/2)))
[117011] ['1/7', '2/9', '1/2', '5/2', '4'] -> ((5/2 + (1/2 / 1/7)) + (4 / 2/9))
[117012] ['1/4', '2/5', '5/7', '9/5', '4'] -> ((9/5 / (5/7 - (1/4 + 2/5))) - 4)
[117013] ['2/7', '5/7', '6/5', '3/2', '7'] -> (3/2 + ((5/7 + 7) / (2/7 * 6/5)))
[117014] ['1/8', '2/3', '5/7', '7/9', '6'] -> ((2/3 / 7/9) / ((1/8 * 6) - 5/7))
[117015] ['5/9', '8/7', '7/4', '8/3', '9'] -> (((8/7 * 9) - 8/3) / (5/9 / 7/4))
[117016] ['3/5', '3/4', '3/4', '8/3', '5'] -> ((5 * (3/5 + 3/4)) / (3/4 / 8/3))
[117017] ['2/7', '5/7', '6/5', '8/5', '7'] -> ((8/5 * (2/7 + 7)) / (6/5 - 5/7))
[117018] ['2/3', '8/7', '7/6', '5/4', '3'] -> ((2/3 * 3) / ((8/7 * 7/6) - 5/4))
[117019] ['1/8', '2/9', '3/8', '3/5', '7'] -> (7 / ((1/8 / 3/5) + (2/9 * 3/8)))
[117020] ['2/9', '3/5', '5/8', '5/6', '8'] -> ((3/5 + 8) / (5/8 - (2/9 / 5/6)))
[117021] ['1/5', '9/8', '8/3', '9/2', '9'] -> (9/2 * ((8/3 / 1/5) - (9 / 9/8)))
[117022] ['2/9', '2/9', '3/2', '7/3', '7'] -> (7/3 + ((2/9 + 7) / (2/9 * 3/2)))
[117023] ['3/8', '3/7', '1', '5/3', '9/2'] -> ((((9/2 / 3/8) - 1) / 3/7) - 5/3)
[117024] ['1/4', '2/5', '5/7', '8/3', '4'] -> (2/5 / (4 - (1/4 + (8/3 / 5/7))))
[117025] ['1/7', '2/7', '9/8', '6/5', '3'] -> (3 / (((2/7 * 9/8) / 6/5) - 1/7))
[117026] ['2/7', '5/7', '6/5', '7/4', '7'] -> ((5/7 * 6/5) / (2/7 - (7/4 / 7)))
[117027] ['5/8', '5/8', '6/7', '5/2', '4'] -> ((5/2 / (5/8 - (5/8 * 6/7))) - 4)
[117028] ['1/8', '2/9', '3/8', '4/5', '7'] -> ((7 - (1/8 / 3/8)) / (2/9 / 4/5))
[117029] ['1/7', '2/7', '9/8', '5/4', '3'] -> (((5/4 * 3) - (2/7 * 9/8)) / 1/7)
[117030] ['2/7', '5/7', '6/5', '9/4', '7'] -> ((5/7 * 6/5) / ((9/4 / 7) - 2/7))
[117031] ['2/9', '2/9', '8/5', '8/5', '7'] -> (7 / (2/9 + (2/9 / (8/5 + 8/5))))
[117032] ['3/8', '3/7', '1', '7/4', '9/5'] -> (1 / (((3/7 * 7/4) / 9/5) - 3/8))
[117033] ['5/9', '8/7', '9/5', '9/4', '9'] -> (9 / (5/9 * (9/4 - (9/5 / 8/7))))
[117034] ['2/9', '2/9', '8/5', '5/3', '7'] -> ((5/3 + 7) / (2/9 + (2/9 / 8/5)))
[117035] ['1/7', '2/9', '5/9', '3/4', '4'] -> ((4 - (5/9 / (2/9 + 3/4))) / 1/7)
[117036] ['1/8', '2/3', '5/7', '6/5', '6'] -> ((6 - (6/5 / 2/3)) / (1/8 / 5/7))
[117037] ['2/7', '5/7', '6/5', '8/3', '7'] -> (8/3 * (((2/7 + 7) / 5/7) - 6/5))
[117038] ['1/7', '2/7', '9/8', '3/2', '3'] -> (3 / ((1/7 / 2/7) + (9/8 - 3/2)))
[117039] ['3/5', '3/4', '7/9', '8/9', '5'] -> ((3/5 * 5) / ((7/9 / 8/9) - 3/4))
[117040] ['3/8', '5/9', '8/7', '4/3', '2'] -> ((4/3 * 2) / ((5/9 / 8/7) - 3/8))
[117041] ['5/9', '8/7', '9/5', '5/2', '9'] -> ((8/7 * (9/5 + 9)) * (5/2 - 5/9))
[117042] ['1/8', '2/9', '3/8', '9/7', '7'] -> ((7 / (2/9 * 9/7)) - (1/8 + 3/8))
[117043] ['2/9', '2/9', '8/5', '9/4', '7'] -> ((2/9 + (7 / 9/4)) / (2/9 / 8/5))
[117044] ['1/7', '2/7', '9/8', '8/5', '3'] -> (3 / ((2/7 / (1/7 * 8/5)) - 9/8))
[117045] ['3/8', '3/7', '1', '7/4', '8/3'] -> (1 / (8/3 - (7/4 + (3/8 / 3/7))))
[117046] ['1/4', '2/5', '3/4', '7/8', '4'] -> (((4 + (7/8 / 2/5)) / 1/4) - 3/4)
[117047] ['2/9', '3/5', '5/8', '5/4', '8'] -> ((3/5 * 8) * ((5/4 / 2/9) - 5/8))
[117048] ['2/7', '5/7', '5/4', '5/4', '7'] -> ((5/4 - (5/4 / 5/7)) + (7 / 2/7))
[117049] ['2/9', '2/9', '8/5', '8/3', '7'] -> ((7 / 2/9) - (8/3 / (2/9 * 8/5)))
[117050] ['1/8', '2/3', '5/7', '4/3', '6'] -> (2/3 + ((6 + (4/3 / 1/8)) / 5/7))
[117051] ['1/4', '2/5', '3/4', '8/9', '4'] -> ((4 / 2/5) / ((3/4 * 8/9) - 1/4))
[117052] ['1/7', '2/7', '9/8', '9/5', '3'] -> (3 / ((9/8 / 9/5) - (1/7 / 2/7)))
[117053] ['2/7', '5/7', '5/4', '9/7', '7'] -> ((5/7 + 7) / (9/7 + (2/7 - 5/4)))
[117054] ['2/9', '2/9', '8/5', '7/2', '7'] -> (7 / (7/2 * (2/9 - (2/9 / 8/5))))
[117055] ['3/8', '3/7', '1', '9/5', '9/5'] -> (9/5 / ((3/8 / 3/7) + (1 - 9/5)))
[117056] ['3/5', '3/4', '7/9', '5/4', '5'] -> (3/5 * ((5/4 / (7/9 - 3/4)) - 5))
[117057] ['1/8', '2/9', '3/8', '9/5', '7'] -> ((7 - (3/8 / (1/8 * 9/5))) / 2/9)
[117058] ['4/9', '5/7', '6/5', '8/3', '3'] -> (((8/3 * 3) / (4/9 * 5/7)) - 6/5)
[117059] ['5/8', '5/8', '7/8', '5/4', '4'] -> ((4 + (5/4 / 5/8)) / (7/8 - 5/8))
[117060] ['1/8', '2/3', '5/7', '7/5', '6'] -> (((2/3 * 6) - (5/7 * 7/5)) / 1/8)
[117061] ['3/8', '5/9', '8/7', '5/3', '2'] -> (2 / (3/8 - ((5/9 / 8/7) / 5/3)))
[117062] ['2/3', '8/7', '7/6', '8/3', '3'] -> (8/7 / (3 - (2/3 + (8/3 / 7/6))))
[117063] ['1/4', '2/5', '3/4', '9/8', '4'] -> ((4 / 2/5) / ((3/4 / 9/8) - 1/4))
[117064] ['5/9', '8/7', '9/4', '7/3', '9'] -> ((5/9 * 9) / (9/4 - (7/3 / 8/7)))
[117065] ['1/5', '8/7', '8/7', '8/5', '9'] -> ((8/7 * 9) + ((8/7 + 8/5) / 1/5))
[117066] ['2/9', '2/9', '5/3', '5/3', '7'] -> ((7 + (2/9 + 5/3)) / (2/9 * 5/3))
[117067] ['1/5', '8/7', '8/7', '5/3', '9'] -> ((9 - (8/7 / 8/7)) / (1/5 * 5/3))
[117068] ['2/9', '3/5', '5/8', '5/3', '8'] -> ((5/3 - 3/5) * (8 / (2/9 / 5/8)))
[117069] ['1/8', '2/9', '2/5', '2/5', '7'] -> ((7 / (1/8 + 2/5)) / (2/9 / 2/5))
[117070] ['1/8', '2/3', '5/7', '8/5', '6'] -> (5/7 * (8/5 + (6 / (1/8 / 2/3))))
[117071] ['2/7', '5/7', '5/4', '5/3', '7'] -> ((2/7 * 7) / ((5/4 / 5/7) - 5/3))
[117072] ['5/8', '5/8', '7/8', '3/2', '4'] -> (4 / ((5/8 - 7/8) + (5/8 / 3/2)))
[117073] ['3/8', '3/7', '1', '9/5', '8/3'] -> ((8/3 + (1 / 3/7)) / (3/8 / 9/5))
[117074] ['2/9', '2/9', '5/3', '7/2', '7'] -> ((7/2 + (2/9 / 2/9)) * (7 - 5/3))
[117075] ['1/8', '2/9', '2/5', '3/7', '7'] -> (7 / (3/7 * (1/8 + (2/9 / 2/5))))
