[336871] ['1/8', '3/5', '5/7', '1', '7/5'] -> ((3/5 + (7/5 * (5/7 + 1))) / 1/8)
[339680] ['1/7', '1/7', '4/9', '5/7', '8'] -> ((8 / 4/9) + ((1/7 + 5/7) / 1/7))
[339681] ['1/6', '5/6', '9/8', '9/5', '8'] -> ((8 / 9/8) / ((5/6 / 9/5) - 1/6))
[339682] ['3/5', '8/9', '8/9', '8/5', '7'] -> ((7 * (8/9 + (8/5 / 3/5))) - 8/9)
[339683] ['3/8', '2/5', '7/2', '7/2', '5'] -> (((2/5 * 5) + (7/2 + 7/2)) / 3/8)
[339684] ['7/5', '5/3', '9/4', '8/3', '7'] -> (5/3 * ((7/5 + 7) + (9/4 * 8/3)))
[339685] ['6/7', '1', '8/7', '8/7', '9/2'] -> (8/7 / ((6/7 / 9/2) + (1 - 8/7)))
[339686] ['1/2', '1/2', '5/6', '7/6', '5'] -> (((5/6 + 7/6) + (5 / 1/2)) / 1/2)
[339687] ['2/9', '1/3', '6/7', '7/8', '3'] -> (3 / (7/8 * (1/3 - (2/9 * 6/7))))
[339688] ['7/5', '5/3', '9/4', '7/2', '7'] -> ((7 / 7/2) / ((7/5 * 5/3) - 9/4))
[339689] ['1/7', '1/7', '4/9', '8/7', '8'] -> (8 / (4/9 - (1/7 / (1/7 + 8/7))))
[339690] ['3/5', '8/9', '8/9', '9/5', '7'] -> ((7 + (8/9 / 8/9)) / (3/5 / 9/5))
[339691] ['7/5', '5/3', '5/2', '5/2', '7'] -> ((5/3 * (7/5 + 5/2)) + (5/2 * 7))
[339692] ['1/6', '5/6', '8/7', '7/5', '8'] -> ((8/7 + (1/6 + 5/6)) * (7/5 * 8))
[339693] ['3/5', '8/9', '8/9', '9/4', '7'] -> (9/4 * ((7 / 3/5) - (8/9 / 8/9)))
[339694] ['3/8', '3/7', '3/7', '3/5', '5'] -> ((3/7 * 3/5) * (5 / (3/7 - 3/8)))
[339695] ['2/9', '1/3', '6/7', '5/4', '3'] -> (2/9 / (1/3 - (5/4 / (6/7 + 3))))
[339696] ['1/7', '1/7', '4/9', '5/4', '8'] -> ((1/7 / 4/9) / ((5/4 / 8) - 1/7))
[339697] ['1/2', '1/2', '6/7', '7/8', '5'] -> (5 / ((1/2 / 6/7) + (1/2 - 7/8)))
[339698] ['7/5', '5/3', '8/3', '8/3', '7'] -> ((8/3 / 5/3) + (8/3 * (7/5 + 7)))
[339699] ['3/8', '3/7', '3/7', '7/9', '5'] -> (5 / (7/9 * (3/7 - (3/8 * 3/7))))
[339700] ['2/9', '1/3', '6/7', '3/2', '3'] -> (((1/3 + 3/2) + (3 / 6/7)) / 2/9)
[339701] ['1/2', '1/2', '6/7', '8/9', '5'] -> (((5 / (8/9 - 1/2)) - 6/7) / 1/2)
[339702] ['3/5', '8/9', '8/9', '8/3', '7'] -> ((7 * ((8/3 / 3/5) - 8/9)) - 8/9)
[339703] ['3/8', '3/7', '3/7', '5/6', '5'] -> (5 / ((3/8 + 5/6) - (3/7 / 3/7)))
[339704] ['1/7', '1/7', '4/9', '3/2', '8'] -> (8 / ((1/7 / 1/7) - (4/9 * 3/2)))
[339705] ['1/6', '5/6', '8/7', '9/4', '8'] -> (1/6 + (8 * (9/4 + (5/6 / 8/7))))
[339706] ['2/9', '1/3', '6/7', '5/3', '3'] -> ((3 + ((1/3 + 5/3) / 6/7)) / 2/9)
[339707] ['1/2', '1/2', '6/7', '8/7', '5'] -> (((6/7 + 8/7) + (5 / 1/2)) / 1/2)
[339708] ['1/7', '1/7', '4/9', '7/4', '8'] -> (8 / (4/9 * (7/4 - (1/7 / 1/7))))
[339709] ['3/8', '3/7', '3/7', '9/8', '5'] -> (((3/7 + 9/8) / (3/7 - 3/8)) - 5)
[339710] ['3/5', '5/7', '7/5', '8/5', '2'] -> ((3/5 * 8/5) / (2 - (7/5 / 5/7)))
[339711] ['6/7', '1', '8/7', '6/5', '9/7'] -> ((1 + 9/7) / ((8/7 / 6/5) - 6/7))
[339712] ['1/6', '5/6', '7/6', '9/4', '8'] -> (8 / ((9/4 * (5/6 - 1/6)) - 7/6))
[339713] ['3/8', '3/7', '3/7', '8/7', '5'] -> (((5 / 3/7) - (8/7 / 3/7)) / 3/8)
[339714] ['1/7', '1/7', '4/9', '9/4', '8'] -> (((8 - 1/7) / (1/7 * 9/4)) - 4/9)
[339715] ['6/7', '1', '8/7', '6/5', '7/4'] -> (6/7 / (((1 + 8/7) / 6/5) - 7/4))
[339716] ['1/2', '1/2', '6/7', '4/3', '5'] -> (5 / ((1/2 / 6/7) - (1/2 / 4/3)))
[339717] ['1/2', '1/2', '6/7', '7/5', '5'] -> ((6/7 * 7/5) * (5 / (1/2 * 1/2)))
[339718] ['7/5', '7/4', '7/4', '7/2', '7'] -> ((7/2 * 7) - (7/4 - (7/4 / 7/5)))
[339719] ['2/9', '1/3', '6/7', '3', '9/2'] -> ((9/2 / ((1/3 / 6/7) - 2/9)) - 3)
[339720] ['1/7', '1/7', '1/2', '5/9', '8'] -> (8 / (5/9 - (1/7 / (1/7 + 1/2))))
[339721] ['6/7', '1', '8/7', '6/5', '5/2'] -> ((8/7 * 6/5) * (5/2 / (1 - 6/7)))
[339722] ['3/8', '3/7', '3/7', '8/5', '5'] -> (((3/7 / 3/7) + (8/5 * 5)) / 3/8)
[339723] ['1/6', '5/6', '5/4', '7/5', '8'] -> ((5/4 * 8) * (7/5 + (1/6 + 5/6)))
[339724] ['2/9', '1/3', '7/8', '7/8', '3'] -> (1/3 / (7/8 - (2/9 * (7/8 + 3))))
[339725] ['6/7', '1', '8/7', '6/5', '8/3'] -> (8/3 / ((8/7 / (6/7 * 6/5)) - 1))
[339726] ['3/8', '3/7', '3/7', '7/4', '5'] -> (3/7 / ((3/7 * 5) - (3/8 + 7/4)))
[339727] ['1/2', '1/2', '6/7', '7/4', '5'] -> (((7/4 * 5) / (6/7 - 1/2)) - 1/2)
[339728] ['1/7', '1/7', '1/2', '4/5', '8'] -> (8 / ((1/7 / (4/5 - 1/2)) - 1/7))
[339729] ['3/5', '8/9', '9/8', '3/2', '7'] -> (7 / (3/2 - (3/5 * (8/9 + 9/8))))
[339730] ['1/6', '5/6', '5/4', '9/5', '8'] -> ((1/6 + (5/4 / 5/6)) * (9/5 * 8))
[339731] ['3/5', '5/7', '3/2', '3/2', '2'] -> (3/2 * ((2 / (5/7 - 3/5)) - 3/2))
[339732] ['1/7', '1/7', '1/2', '6/7', '8'] -> (((1/2 * (8 - 6/7)) - 1/7) / 1/7)
[339733] ['1/2', '1/2', '6/7', '9/4', '5'] -> (((5 / 6/7) - 1/2) / (1/2 / 9/4))
[339734] ['3/8', '3/7', '3/7', '5/2', '5'] -> (3/7 / ((3/8 - 5/2) + (3/7 * 5)))
[339735] ['1/6', '5/6', '9/7', '9/7', '8'] -> (8 / ((1/6 - 5/6) + (9/7 / 9/7)))
[339736] ['2/9', '1/3', '7/8', '6/5', '3'] -> (1/3 / (2/9 - (7/8 / (6/5 + 3))))
[339737] ['1/2', '1/2', '6/7', '7/3', '5'] -> (((6/7 * 7/3) + (5 / 1/2)) / 1/2)
[339738] ['3/5', '8/9', '9/8', '9/5', '7'] -> ((7 + (8/9 * 9/8)) / (3/5 / 9/5))
[339739] ['3/5', '5/7', '3/2', '9/5', '2'] -> ((3/5 + 9/5) / ((3/2 / 5/7) - 2))
[339740] ['3/8', '3/7', '3/7', '7/2', '5'] -> ((3/7 + (3/7 * 5)) / (3/8 / 7/2))
[339741] ['7/5', '7/4', '9/4', '8/3', '7'] -> (8/3 * ((7/4 + 9/4) + (7 / 7/5)))
[339742] ['1/6', '5/6', '9/7', '3/2', '8'] -> (8 / (1/6 * (5/6 + (3/2 / 9/7))))
[339743] ['3/5', '5/7', '3/2', '2', '9/4'] -> (((3/2 * 2) / (5/7 - 3/5)) - 9/4)
[339744] ['1/2', '1/2', '6/7', '8/3', '5'] -> ((6/7 * 8/3) * (1/2 + (5 / 1/2)))
[339745] ['3/5', '8/9', '9/8', '9/4', '7'] -> (9/4 * ((7 / 3/5) - (8/9 * 9/8)))
[339746] ['1/7', '1/7', '1/2', '7/4', '8'] -> ((1/7 + (1/2 / 7/4)) / (1/7 / 8))
[339747] ['6/7', '1', '8/7', '5/4', '5/3'] -> (6/7 / (((1 + 8/7) / 5/3) - 5/4))
[339748] ['3/8', '3/7', '3/7', '9/2', '5'] -> (((3/7 + (9/2 / 3/8)) / 3/7) - 5)
[339749] ['1/2', '1/2', '6/7', '9/2', '5'] -> ((5 + (9/2 / 1/2)) / (1/2 / 6/7))
[339750] ['3/5', '8/9', '9/8', '7/3', '7'] -> ((9/8 + (7/3 / 8/9)) * (7 - 3/5))
[339751] ['1/2', '1/2', '7/8', '7/8', '5'] -> ((5 + (7/8 / 7/8)) / (1/2 * 1/2))
[339752] ['1/7', '1/7', '5/9', '5/9', '8'] -> (8 / (5/9 - (1/7 + (1/7 * 5/9))))
[339753] ['3/8', '3/7', '4/9', '5/9', '5'] -> (5 / (3/7 * (5/9 + (3/8 - 4/9))))
[339754] ['2/9', '1/3', '7/8', '3', '7/2'] -> ((1/3 / 2/9) / ((7/8 * 7/2) - 3))
[339755] ['1/6', '5/6', '9/7', '9/5', '8'] -> (8 / ((5/6 / 9/5) - (1/6 / 9/7)))
[339756] ['6/7', '1', '8/7', '5/4', '9/4'] -> (1 / (((9/4 - 8/7) / 6/7) - 5/4))
[339757] ['1/2', '1/2', '7/8', '7/6', '5'] -> (5 / ((1/2 - 7/8) + (1/2 * 7/6)))
[339758] ['7/5', '7/4', '5/2', '8/3', '7'] -> (8/3 * (7 + (5/2 * (7/5 / 7/4))))
[339759] ['1/6', '5/6', '9/7', '9/4', '8'] -> (9/7 * ((9/4 * 8) - (1/6 - 5/6)))
[339760] ['3/5', '5/7', '3/2', '2', '9/2'] -> (2 * (3/2 + (9/2 / (3/5 * 5/7))))
[339761] ['3/5', '8/9', '9/8', '9/2', '7'] -> (9/2 * (7 - (9/8 / (3/5 / 8/9))))
[339762] ['1/2', '1/2', '7/8', '6/5', '5'] -> ((1/2 + 5) / ((7/8 / 6/5) - 1/2))
[339763] ['7/5', '7/4', '5/2', '9/2', '7'] -> (9/2 + (5/2 * (7 + (7/5 / 7/4))))
[339764] ['2/9', '1/3', '8/9', '7/6', '3'] -> ((8/9 / 2/9) / (7/6 - (1/3 * 3)))
[339765] ['3/8', '3/7', '4/9', '5/8', '5'] -> (((5 / 3/7) - (3/8 + 5/8)) / 4/9)
[339766] ['1/6', '5/6', '9/7', '5/2', '8'] -> ((9/7 + (1/6 + 5/6)) * (5/2 + 8))
[339767] ['1/7', '1/7', '5/9', '5/7', '8'] -> (8 / ((5/9 * (1/7 + 5/7)) - 1/7))
[339768] ['3/5', '8/9', '8/7', '8/7', '7'] -> ((8/7 + (8/7 / 3/5)) / (8/9 / 7))
[339769] ['3/8', '3/7', '4/9', '2/3', '5'] -> (5 / ((3/8 / 3/7) - (4/9 / 2/3)))
[339770] ['1/7', '1/7', '5/9', '3/4', '8'] -> ((8 / 3/4) / ((1/7 / 1/7) - 5/9))
[339771] ['1/2', '1/2', '7/8', '8/5', '5'] -> ((1/2 + 8/5) * (5 / (1/2 * 7/8)))
[339772] ['7/5', '7/4', '7/2', '7/2', '7'] -> ((7/2 + (7/2 / 7/5)) / (7/4 / 7))
[339773] ['2/9', '1/3', '8/9', '9/7', '3'] -> ((1/3 + (9/7 * (8/9 + 3))) / 2/9)
[339774] ['6/7', '1', '8/7', '9/7', '9/7'] -> ((9/7 + (6/7 + 9/7)) / (8/7 - 1))
[339775] ['3/5', '5/7', '8/5', '7/4', '2'] -> ((8/5 + (2 / 7/4)) / (5/7 - 3/5))
[339776] ['1/2', '1/2', '7/8', '7/4', '5'] -> (((7/4 / 7/8) + (5 / 1/2)) / 1/2)
[339777] ['3/8', '3/7', '4/9', '7/9', '5'] -> ((5 * (3/7 * 7/9)) / (4/9 - 3/8))
[339778] ['1/2', '1/2', '7/8', '9/5', '5'] -> (9/5 / ((1/2 * 1/2) - (7/8 / 5)))
[339779] ['6/7', '1', '8/7', '9/7', '7/5'] -> (8/7 / ((1 / 7/5) - (6/7 / 9/7)))
[339780] ['3/5', '8/9', '8/7', '4/3', '7'] -> (7 * (8/9 + (4/3 / (3/5 / 8/7))))
[339781] ['3/5', '5/7', '8/5', '2', '9/4'] -> (3/5 / (8/5 - (9/4 / (5/7 * 2))))
[339782] ['1/6', '5/6', '7/5', '9/4', '8'] -> ((1/6 + (5/6 * 7/5)) * (9/4 * 8))
[339783] ['6/7', '1', '8/7', '9/7', '8/5'] -> ((8/5 * (6/7 + 9/7)) / (8/7 - 1))
[339784] ['1/2', '1/2', '7/8', '9/4', '5'] -> (9/4 + ((7/8 + (5 / 1/2)) / 1/2))
[339785] ['3/5', '5/7', '8/5', '2', '7/3'] -> (8/5 / ((2 / 3/5) - (7/3 / 5/7)))
[339786] ['2/9', '1/3', '9/8', '9/8', '3'] -> (3 / ((1/3 * 9/8) - (2/9 * 9/8)))
[339787] ['1/2', '1/2', '7/8', '5/2', '5'] -> (5 / (1/2 - (7/8 / (1/2 + 5/2))))
[339788] ['3/5', '5/7', '8/5', '2', '5/2'] -> (8/5 * ((2 / (5/7 - 3/5)) - 5/2))
[339789] ['7/5', '9/5', '9/5', '8/3', '7'] -> (9/5 / ((7 / (7/5 * 8/3)) - 9/5))
[339790] ['3/5', '8/9', '8/7', '8/5', '7'] -> ((8/7 * 8/5) * (7 / (3/5 * 8/9)))
[339791] ['1/2', '1/2', '8/9', '8/9', '5'] -> ((5 + (8/9 / 8/9)) / (1/2 * 1/2))
[339792] ['2/9', '1/3', '9/8', '7/6', '3'] -> ((1/3 + (2/9 * 3)) / (7/6 - 9/8))
[339793] ['1/7', '1/7', '5/9', '9/7', '8'] -> (8 / (5/9 - ((1/7 + 1/7) / 9/7)))
[339794] ['1/6', '5/6', '3/2', '9/5', '8'] -> ((3/2 * 8) * (9/5 + (1/6 / 5/6)))
[339795] ['1/2', '1/2', '8/9', '9/8', '5'] -> ((5 + (8/9 * 9/8)) / (1/2 * 1/2))
[339796] ['6/7', '1', '8/7', '9/7', '7/3'] -> ((8/7 * 9/7) * (7/3 / (1 - 6/7)))
[339797] ['2/9', '1/3', '9/8', '5/4', '3'] -> ((3 + (5/4 / (2/9 * 9/8))) / 1/3)
[339798] ['6/7', '1', '8/7', '9/7', '8/3'] -> (9/7 / (6/7 - ((1 + 8/7) / 8/3)))
[339799] ['1/7', '1/7', '5/9', '3/2', '8'] -> (8 / (3/2 * (1/7 + (1/7 * 5/9))))
[339800] ['6/7', '1', '8/7', '9/7', '7/2'] -> ((6/7 * 7/2) / ((9/7 / 8/7) - 1))
[339801] ['2/9', '1/3', '9/8', '4/3', '3'] -> ((3 + (4/3 / 2/9)) / (1/3 * 9/8))
[339802] ['7/5', '9/5', '9/4', '7/2', '7'] -> (((7/2 + 7) / (9/5 - 7/5)) - 9/4)
[339803] ['1/7', '1/7', '5/9', '9/5', '8'] -> (8 / (5/9 - (1/7 + (1/7 / 9/5))))
[339804] ['3/5', '8/9', '8/7', '7/3', '7'] -> ((8/7 * 7) * ((7/3 / 3/5) - 8/9))
[339805] ['3/8', '3/7', '4/9', '7/5', '5'] -> ((3/7 + (5 / 7/5)) / (3/8 * 4/9))
[339806] ['7/5', '9/5', '9/4', '9/2', '7'] -> ((7/5 + 9/5) * (7 + (9/4 / 9/2)))
[339807] ['2/9', '1/3', '9/8', '8/5', '3'] -> ((3 + (8/5 * (1/3 + 9/8))) / 2/9)
[339808] ['1/7', '1/7', '5/9', '9/4', '8'] -> (1/7 / ((5/9 / 8) - (1/7 / 9/4)))
[339809] ['3/8', '3/7', '4/9', '3/2', '5'] -> (5 / ((3/8 / 3/7) - (4/9 * 3/2)))
[339810] ['3/5', '8/9', '8/7', '5/2', '7'] -> (5/2 * (3/5 + (7 / (8/9 / 8/7))))
[339811] ['6/7', '1', '8/7', '4/3', '8/5'] -> (6/7 / ((1 / 4/3) - (8/7 / 8/5)))
[339812] ['1/2', '1/2', '8/9', '3/2', '5'] -> (3/2 + (5 / (8/9 * (1/2 * 1/2))))
[339813] ['7/5', '9/5', '7/3', '7/2', '7'] -> (7/2 / (7/3 - (7 / (7/5 + 9/5))))
[339814] ['1/7', '1/7', '5/9', '7/3', '8'] -> (7/3 / ((1/7 * 5/9) + (1/7 / 8)))
[339815] ['2/9', '1/3', '8/7', '8/7', '3'] -> (8/7 / (((8/7 - 1/3) / 3) - 2/9))
[339816] ['3/5', '8/9', '8/7', '9/2', '7'] -> ((3/5 * 9/2) * (8/9 + (8/7 * 7)))
[339817] ['1/2', '1/2', '8/9', '7/4', '5'] -> ((8/9 / (1/2 * 1/2)) * (7/4 + 5))
[339818] ['2/9', '1/3', '8/7', '7/6', '3'] -> ((8/7 * 3) / (1/3 - (2/9 / 7/6)))
[339819] ['7/5', '9/5', '7/2', '7/2', '7'] -> (((7 * (9/5 + 7/2)) - 7/2) / 7/5)
[339820] ['6/7', '1', '8/7', '4/3', '7/2'] -> ((8/7 * 7/2) / (4/3 - (1 / 6/7)))
[339821] ['1/7', '1/7', '4/7', '8/9', '8'] -> ((4/7 / ((1/7 / 8/9) - 1/7)) - 8)
[339822] ['6/7', '1', '8/7', '4/3', '9/2'] -> ((4/3 * 9/2) / (1 - (6/7 / 8/7)))
[339823] ['1/2', '1/2', '9/8', '9/8', '5'] -> ((5 + (9/8 / 9/8)) / (1/2 * 1/2))
[339824] ['1/7', '1/7', '4/7', '7/5', '8'] -> (8 * (1/7 + (4/7 / (1/7 * 7/5))))
[339825] ['6/7', '1', '8/7', '7/5', '7/5'] -> (7/5 / ((7/5 / 8/7) - (1 / 6/7)))
[339826] ['1/6', '6/7', '6/7', '7/5', '8'] -> (((8 / 7/5) - (6/7 + 6/7)) / 1/6)
[339827] ['1/7', '1/7', '4/7', '8/5', '8'] -> (8/5 * ((1/7 / 1/7) + (8 / 4/7)))
[339828] ['3/5', '5/7', '7/4', '2', '5/2'] -> ((3/5 * 2) / (5/2 - (7/4 / 5/7)))
[339829] ['7/5', '9/4', '9/4', '8/3', '7'] -> (8/3 * ((7 / (7/5 / 9/4)) - 9/4))
[339830] ['1/7', '1/7', '4/7', '9/5', '8'] -> ((4/7 + 8) * (9/5 + (1/7 / 1/7)))
[339831] ['1/2', '1/2', '9/8', '5/4', '5'] -> ((1/2 + (1/2 * 5)) / (5/4 - 9/8))
[339832] ['2/9', '1/3', '8/7', '9/5', '3'] -> ((3 / 9/5) / ((1/3 / 8/7) - 2/9))
[339833] ['6/7', '1', '8/7', '7/5', '5/3'] -> ((5/3 / (7/5 - (8/7 / 6/7))) - 1)
[339834] ['1/6', '6/7', '6/7', '9/5', '8'] -> (8 / ((6/7 / 9/5) - (1/6 * 6/7)))
[339835] ['3/5', '8/9', '7/6', '8/5', '7'] -> (7 * ((8/9 / 7/6) + (8/5 / 3/5)))
[339836] ['3/8', '3/7', '1/2', '2/3', '5'] -> ((5 / (3/8 + 1/2)) / (2/3 - 3/7))
[339837] ['1/7', '1/7', '3/5', '5/8', '8'] -> ((8 + (1/7 / 1/7)) / (3/5 * 5/8))
[339838] ['1/6', '6/7', '7/8', '7/8', '8'] -> (8 / (((1/6 + 7/8) / 7/8) - 6/7))
[339839] ['7/5', '9/4', '7/3', '5/2', '7'] -> ((7 / (7/5 * 5/2)) / (7/3 - 9/4))
[339840] ['3/5', '8/9', '7/6', '7/4', '7'] -> ((7 / (3/5 * 7/4)) / (7/6 - 8/9))
[339841] ['2/9', '1/3', '8/7', '5/2', '3'] -> (8/7 * ((5/2 / 1/3) + (3 / 2/9)))
[339842] ['7/5', '9/4', '7/3', '8/3', '7'] -> (8/3 / (7/3 - (7 / (7/5 * 9/4))))
[339843] ['7/5', '9/4', '7/3', '7/2', '7'] -> (((7/2 * 7) / (7/3 - 7/5)) - 9/4)
[339844] ['1/6', '6/7', '7/8', '8/7', '8'] -> (8 / ((8/7 * (1/6 + 7/8)) - 6/7))
[339845] ['1/2', '1/2', '9/8', '9/4', '5'] -> (((9/4 / 9/8) + (5 / 1/2)) / 1/2)
[339846] ['1/7', '1/7', '3/5', '6/7', '8'] -> ((6/7 - 1/7) * (8 / (1/7 / 3/5)))
[339847] ['6/7', '1', '8/7', '7/5', '8/3'] -> (8/7 / ((8/3 / 7/5) - (6/7 + 1)))
[339848] ['1/6', '6/7', '7/8', '7/6', '8'] -> ((6/7 * (1/6 + 8)) / (7/6 - 7/8))
[339849] ['7/5', '9/4', '7/3', '9/2', '7'] -> (9/2 + (9/4 * (7 + (7/3 / 7/5))))
[339850] ['1/2', '1/2', '9/8', '8/3', '5'] -> (5 / (1/2 * (8/3 - (9/8 / 1/2))))
[339851] ['2/9', '1/3', '7/6', '9/7', '3'] -> ((1/3 + (7/6 * (9/7 + 3))) / 2/9)
[339852] ['1/7', '1/7', '3/5', '7/8', '8'] -> (8 / (7/8 * (1/7 + (1/7 / 3/5))))
[339853] ['7/5', '9/4', '5/2', '5/2', '7'] -> ((5/2 * (7 + (7/5 * 5/2))) - 9/4)
[339854] ['3/5', '5/7', '9/5', '2', '9/2'] -> ((9/5 + (9/2 / (5/7 / 2))) / 3/5)
[339855] ['2/9', '1/3', '7/6', '8/5', '3'] -> (8/5 * ((1/3 + 7/6) + (3 / 2/9)))
[339856] ['6/7', '1', '8/7', '3/2', '3/2'] -> ((8/7 / (1 - 6/7)) * (3/2 + 3/2))
[339857] ['1/6', '6/7', '7/8', '9/7', '8'] -> ((9/7 / (7/8 - 6/7)) - (8 / 1/6))
[339858] ['1/2', '1/2', '8/7', '9/7', '5'] -> (((9/7 + 5) / (1/2 * 1/2)) - 8/7)
[339859] ['7/5', '9/4', '8/3', '8/3', '7'] -> (9/4 * ((7 / (7/5 / 8/3)) - 8/3))
[339860] ['3/8', '3/7', '1/2', '7/5', '5'] -> ((5 * (3/7 * 7/5)) / (1/2 - 3/8))
[339861] ['1/7', '1/7', '3/5', '5/4', '8'] -> (8 / (1/7 + ((1/7 / 3/5) / 5/4)))
[339862] ['3/5', '5/7', '2', '9/4', '8/3'] -> (2 / ((5/7 * (3/5 + 8/3)) - 9/4))
[339863] ['3/5', '8/9', '6/5', '9/7', '7'] -> ((7 + (3/5 / 9/7)) / (6/5 - 8/9))
[339864] ['1/2', '1/2', '8/7', '3/2', '5'] -> (5 / (1/2 - ((1/2 / 8/7) / 3/2)))
[339865] ['6/7', '1', '8/7', '3/2', '7/3'] -> (8/7 / (7/3 - (1 + (6/7 * 3/2))))
[339866] ['1/7', '1/7', '3/5', '7/5', '8'] -> (8 * ((1/7 / 1/7) + (3/5 + 7/5)))
[339867] ['2/9', '1/3', '6/5', '6/5', '3'] -> (((3 + (6/5 / 2/9)) / 1/3) - 6/5)
[339868] ['1/6', '6/7', '7/8', '5/3', '8'] -> ((8 + (5/3 / 1/6)) / (6/7 * 7/8))
[339869] ['1/7', '1/7', '3/5', '3/2', '8'] -> (8 / ((1/7 / 3/5) + (1/7 / 3/2)))
[339870] ['3/5', '8/9', '6/5', '8/5', '7'] -> ((8/5 * 7) / ((8/9 * 6/5) - 3/5))
[339871] ['1/2', '1/2', '8/7', '8/5', '5'] -> ((1/2 + 8/5) * (5 / (1/2 / 8/7)))
[339872] ['7/5', '9/4', '9/2', '9/2', '7'] -> ((9/2 + (9/2 / 7/5)) / (9/4 / 7))
[339873] ['6/7', '1', '8/7', '8/5', '8/5'] -> ((8/5 + (8/7 * 8/5)) / (1 - 6/7))
[339874] ['1/7', '1/7', '3/5', '7/4', '8'] -> (7/4 * (1/7 + ((1/7 + 8) / 3/5)))
[339875] ['3/8', '3/7', '1/2', '8/3', '5'] -> ((8/3 / (1/2 - 3/7)) - (5 / 3/8))
[339876] ['3/5', '8/9', '6/5', '9/5', '7'] -> ((9/5 * 7) / (6/5 - (3/5 / 8/9)))
[339877] ['1/2', '1/2', '8/7', '7/4', '5'] -> (((8/7 * 7/4) + (5 / 1/2)) / 1/2)
[339878] ['7/5', '7/3', '7/3', '5/2', '7'] -> (7/3 + (5/2 * (7 + (7/3 / 7/5))))
[339879] ['1/6', '6/7', '8/9', '8/9', '8'] -> (8/9 / (1/6 - (8/9 / (6/7 * 8))))
[339880] ['2/9', '1/3', '6/5', '9/4', '3'] -> ((3 / 9/4) / ((1/3 / 6/5) - 2/9))
[339881] ['6/7', '1', '8/7', '8/5', '7/4'] -> (6/7 / (7/4 - (1 + (8/7 / 8/5))))
[339882] ['7/5', '7/3', '7/3', '8/3', '7'] -> (8/3 * (7/3 + ((7/3 + 7) / 7/5)))
[339883] ['3/5', '5/7', '2', '7/3', '7/2'] -> (7/2 * (7/3 + ((5/7 + 2) / 3/5)))
[339884] ['3/5', '8/9', '6/5', '9/4', '7'] -> (((9/4 * 7) - (6/5 / 8/9)) / 3/5)
[339885] ['2/9', '1/3', '6/5', '7/3', '3'] -> (((7/3 / 2/9) - (3 / 6/5)) / 1/3)
[339886] ['1/2', '1/2', '8/7', '7/3', '5'] -> ((7/3 / (1/2 / 8/7)) * (5 - 1/2))
[339887] ['3/5', '8/9', '6/5', '7/3', '7'] -> ((7/3 + 7) / (8/9 - (3/5 / 6/5)))
[339888] ['3/5', '5/7', '2', '7/3', '9/2'] -> ((2 * 9/2) * ((7/3 / 5/7) - 3/5))
[339889] ['1/6', '6/7', '8/9', '8/7', '8'] -> (8/7 / (6/7 * (1/6 - (8/9 / 8))))
[339890] ['3/8', '3/7', '5/9', '2/3', '5'] -> (5 / (3/7 * (2/3 + (3/8 - 5/9))))
[339891] ['3/5', '8/9', '6/5', '7/2', '7'] -> (((7 - 3/5) / (8/9 / 7/2)) - 6/5)
[339892] ['7/5', '7/3', '5/2', '8/3', '7'] -> ((8/3 * (7/5 + 7)) / (7/3 / 5/2))
[339893] ['1/2', '1/2', '7/6', '7/6', '5'] -> ((5 + (7/6 / 7/6)) / (1/2 * 1/2))
[339894] ['3/5', '8/9', '6/5', '9/2', '7'] -> (9/2 * (7 - (3/5 + (8/9 * 6/5))))
[339895] ['2/9', '1/3', '6/5', '3', '9/2'] -> ((9/2 + (3 * (1/3 / 6/5))) / 2/9)
[339896] ['7/5', '7/3', '8/3', '8/3', '7'] -> (8/3 * ((7 / (7/5 / 7/3)) - 8/3))
[339897] ['2/9', '1/3', '5/4', '5/4', '3'] -> (((1/3 + 5/4) + (5/4 * 3)) / 2/9)
[339898] ['1/2', '1/2', '7/6', '7/5', '5'] -> ((5 / (1/2 * 1/2)) / (7/6 / 7/5))
[339899] ['6/7', '1', '8/7', '5/3', '9/5'] -> ((8/7 * 5/3) * (9/5 / (1 - 6/7)))
[339900] ['1/7', '1/7', '5/8', '7/8', '8'] -> ((7/8 + (1/7 / 1/7)) / (5/8 / 8))
[339901] ['2/9', '1/3', '5/4', '9/7', '3'] -> (2/9 / (1/3 - ((5/4 / 9/7) / 3)))
[339902] ['3/5', '8/9', '5/4', '4/3', '7'] -> ((4/3 + (7 / 5/4)) / (8/9 - 3/5))
[339903] ['3/8', '3/7', '5/9', '5/6', '5'] -> (5 / ((3/8 / 3/7) - (5/9 / 5/6)))
[339904] ['6/7', '1', '8/7', '5/3', '9/4'] -> (1 / (9/4 - ((6/7 + 5/3) / 8/7)))
[339905] ['2/9', '1/3', '5/4', '7/5', '3'] -> ((3 / 5/4) / ((1/3 / 2/9) - 7/5))
[339906] ['1/2', '1/2', '7/6', '9/5', '5'] -> ((5 + (1/2 + 7/6)) / (1/2 / 9/5))
[339907] ['3/5', '5/7', '2', '7/2', '9/2'] -> ((5/7 * 7/2) * (3/5 + (2 * 9/2)))
[339908] ['1/7', '1/7', '5/8', '6/5', '8'] -> (8 / (1/7 + ((1/7 / 5/8) / 6/5)))
