[274816] ['1/4', '1/4', '1/3', '4/5', '6'] -> (((1/4 + 1/4) + (6 / 4/5)) / 1/3)
[277400] ['2/7', '1/3', '7/8', '1', '8/5'] -> (1 / ((2/7 * 7/8) - (1/3 / 8/5)))
[277401] ['1/9', '1/4', '3/5', '1', '7/2'] -> ((1/4 + 7/2) * (1 + (3/5 / 1/9)))
[277402] ['3/7', '5/4', '5/4', '9/5', '8'] -> ((9/5 * 8) * ((5/4 / 3/7) - 5/4))
[277403] ['2/7', '7/6', '5/2', '5/2', '3'] -> ((3 + (5/2 + 5/2)) / (2/7 * 7/6))
[277404] ['2/7', '3/7', '4/9', '8/5', '9'] -> (9 / ((2/7 / 4/9) - (3/7 / 8/5)))
[277405] ['2/5', '3/4', '8/7', '7/4', '9'] -> ((7/4 * (3/4 * 8/7)) + (9 / 2/5))
[277406] ['2/7', '1/3', '7/8', '1', '5/3'] -> ((1 + (5/3 / 1/3)) / (2/7 * 7/8))
[277407] ['5/8', '1', '9/8', '7/4', '9/5'] -> (9/5 / (((7/4 - 1) / 5/8) - 9/8))
[277408] ['1/9', '2', '9/4', '7/2', '7/2'] -> (2 * ((7/2 * 7/2) - (1/9 * 9/4)))
[277409] ['3/7', '5/4', '5/4', '9/4', '8'] -> (((5/4 + (5/4 * 8)) / 3/7) - 9/4)
[277410] ['2/7', '7/6', '5/2', '8/3', '3'] -> (3 * ((7/6 - 5/2) + (8/3 / 2/7)))
[277411] ['1/9', '1/3', '2/5', '3/7', '8'] -> ((8 / (3/7 - 1/9)) - (2/5 / 1/3))
[277412] ['1/6', '1/3', '9/5', '9/4', '3'] -> (3 / (1/3 - (9/4 * (1/6 / 9/5))))
[277413] ['2/5', '3/4', '8/7', '9/5', '9'] -> ((8/7 * 9) * (9/5 + (2/5 / 3/4)))
[277414] ['1/2', '8/9', '8/9', '4/3', '7'] -> ((7 * (8/9 + (4/3 / 1/2))) - 8/9)
[277415] ['1/9', '5/9', '9/8', '9/4', '6'] -> ((9/4 / 1/9) + (6 * (5/9 * 9/8)))
[277416] ['2/9', '4/9', '8/9', '8/5', '2'] -> ((2 + (4/9 + 8/9)) / (2/9 / 8/5))
[277417] ['2/7', '3/7', '4/9', '7/4', '9'] -> ((9 / 7/4) / ((2/7 / 4/9) - 3/7))
[277418] ['4/9', '7/6', '2', '9/4', '7/3'] -> (7/3 / (((9/4 - 7/6) / 2) - 4/9))
[277419] ['2/7', '7/6', '8/3', '3', '7/2'] -> ((2/7 * 7/2) / (7/6 - (3 / 8/3)))
[277420] ['1/4', '2/7', '8/7', '7/5', '6'] -> (2/7 / ((8/7 / 6) - (1/4 / 7/5)))
[277421] ['1/9', '5/9', '9/8', '5/2', '6'] -> (6 / ((9/8 / 5/2) - (1/9 / 5/9)))
[277422] ['2/7', '3/7', '4/9', '9/5', '9'] -> ((9/5 / (2/7 / 4/9)) * (9 - 3/7))
[277423] ['1/9', '1/4', '5/8', '7/9', '1'] -> (1 / ((5/8 * 7/9) - (1/9 / 1/4)))
[277424] ['3/7', '5/4', '5/4', '5/2', '8'] -> ((5/4 * 8) / ((5/4 / 3/7) - 5/2))
[277425] ['1/2', '8/9', '8/9', '8/5', '7'] -> (8/5 * ((8/9 / 8/9) + (7 / 1/2)))
[277426] ['2/7', '1/3', '7/8', '1', '5/2'] -> (5/2 / (((1 - 7/8) / 2/7) - 1/3))
[277427] ['5/8', '1', '9/8', '7/4', '5/2'] -> (1 / (((5/2 - 7/4) / 9/8) - 5/8))
[277428] ['2/7', '6/5', '6/5', '6/5', '3'] -> (((6/5 + 6/5) / (2/7 / 3)) - 6/5)
[277429] ['3/7', '5/4', '5/4', '8/3', '8'] -> (8 / (8/3 - (5/4 / (3/7 * 5/4))))
[277430] ['2/9', '4/9', '8/9', '2', '9/4'] -> ((4/9 + 8/9) / (2/9 * (9/4 - 2)))
[277431] ['4/9', '7/6', '2', '9/4', '7/2'] -> ((7/6 + 7/2) / ((4/9 + 2) - 9/4))
[277432] ['2/7', '3/7', '4/9', '7/2', '9'] -> (((3/7 + 4/9) / (2/7 / 9)) - 7/2)
[277433] ['2/5', '3/4', '8/7', '8/3', '9'] -> ((8/3 + 9) / (3/4 / (2/5 + 8/7)))
[277434] ['3/7', '5/4', '5/4', '7/2', '8'] -> ((7/2 * (8 - 3/7)) - (5/4 + 5/4))
[277435] ['2/7', '1/3', '7/8', '1', '8/3'] -> (((8/3 / 1/3) - (1 / 7/8)) / 2/7)
[277436] ['1/9', '1/3', '2/5', '3/4', '8'] -> ((1/3 / (1/9 * 3/4)) + (8 / 2/5))
[277437] ['2/5', '3/4', '8/7', '7/2', '9'] -> (7/2 * (9 - (8/7 / (2/5 / 3/4))))
[277438] ['5/8', '1', '9/8', '7/4', '9/2'] -> ((9/8 + (7/4 * 9/2)) / (1 - 5/8))
[277439] ['2/7', '3/7', '1/2', '5/9', '9'] -> ((2/7 + (9 / (1/2 / 5/9))) / 3/7)
[277440] ['2/7', '1/3', '7/8', '1', '9/2'] -> ((1/3 + 1) * (9/2 / (2/7 * 7/8)))
[277441] ['2/7', '6/5', '6/5', '3/2', '3'] -> ((3 + (6/5 / 2/7)) / (3/2 - 6/5))
[277442] ['1/9', '1/4', '5/8', '7/8', '1'] -> ((1 / (1/9 * 1/4)) / (5/8 + 7/8))
[277443] ['1/2', '8/9', '8/9', '9/4', '7'] -> (((8/9 * 7) - 8/9) / (1/2 / 9/4))
[277444] ['1/9', '1/3', '2/5', '4/5', '8'] -> ((1/3 + 8) * (4/5 / (1/9 / 2/5)))
[277445] ['2/9', '4/9', '8/9', '2', '9/2'] -> (((8/9 * (2 + 9/2)) - 4/9) / 2/9)
[277446] ['2/7', '1/3', '8/9', '8/9', '1'] -> (8/9 / ((8/9 / (2/7 / 1/3)) - 1))
[277447] ['1/8', '6/5', '7/4', '2', '5/2'] -> ((6/5 * 5/2) / (2 - (1/8 + 7/4)))
[277448] ['2/5', '3/4', '7/6', '7/6', '9'] -> (((7/6 + 9) / (7/6 - 3/4)) - 2/5)
[277449] ['2/7', '6/5', '6/5', '8/5', '3'] -> (3 * ((6/5 + 6/5) + (8/5 / 2/7)))
[277450] ['1/9', '1/4', '5/8', '1', '9/8'] -> ((1 + (5/8 / (1/9 * 9/8))) / 1/4)
[277451] ['1/9', '2', '5/2', '7/2', '9/2'] -> ((5/2 + 7/2) / (9/2 * (1/9 / 2)))
[277452] ['1/9', '1/3', '2/5', '7/8', '8'] -> (((7/8 * 8) - 1/3) / (1/9 / 2/5))
[277453] ['1/9', '5/9', '8/7', '8/5', '6'] -> (6 / ((5/9 / 8/5) - (1/9 / 8/7)))
[277454] ['5/8', '1', '9/8', '9/5', '5/2'] -> (9/5 / ((5/8 - 1) + (9/8 / 5/2)))
[277455] ['2/9', '4/9', '9/8', '8/7', '2'] -> (2 * ((2/9 / (8/7 - 9/8)) - 4/9))
[277456] ['1/6', '3/8', '3/8', '6/7', '3'] -> (3/8 + ((3/8 + 3) / (1/6 * 6/7)))
[277457] ['4/9', '7/6', '2', '7/2', '7/2'] -> ((7/2 + (2 / 4/9)) / (7/6 / 7/2))
[277458] ['1/9', '5/9', '8/7', '5/3', '6'] -> (8/7 * ((5/3 / (1/9 * 5/9)) - 6))
[277459] ['2/5', '3/4', '7/6', '4/3', '9'] -> ((((9 - 4/3) / 2/5) - 7/6) / 3/4)
[277460] ['3/7', '5/4', '9/7', '5/2', '8'] -> (8 * (3/7 + (5/2 / (5/4 / 9/7))))
[277461] ['1/2', '8/9', '9/8', '8/7', '7'] -> ((7 / (9/8 * (8/7 - 8/9))) - 1/2)
[277462] ['1/9', '1/3', '2/5', '8/7', '8'] -> (((8 / 8/7) - 1/3) / (1/9 / 2/5))
[277463] ['1/9', '5/9', '8/7', '7/4', '6'] -> (6 * (8/7 + (5/9 / (1/9 * 7/4))))
[277464] ['1/4', '2/7', '7/6', '9/2', '6'] -> (6 * (9/2 - (2/7 + (1/4 / 7/6))))
[277465] ['1/9', '1/4', '5/8', '1', '9/7'] -> (1 / ((5/8 / 9/7) - (1/9 / 1/4)))
[277466] ['1/2', '8/9', '9/8', '7/6', '7'] -> ((1/2 + 7) / (9/8 * (7/6 - 8/9)))
[277467] ['2/7', '3/7', '1/2', '9/5', '9'] -> ((2/7 + (9 / (1/2 * 9/5))) / 3/7)
[277468] ['5/8', '1', '9/8', '9/4', '9/4'] -> (1 / ((9/4 / (9/8 + 9/4)) - 5/8))
[277469] ['1/9', '5/9', '8/7', '9/5', '6'] -> ((8/7 / (1/9 / 5/9)) * (6 - 9/5))
[277470] ['2/5', '3/4', '7/6', '7/4', '9'] -> (9 / ((3/4 / 2/5) - (7/4 / 7/6)))
[277471] ['2/7', '6/5', '6/5', '5/2', '3'] -> (3 + ((6/5 + 6/5) / (2/7 / 5/2)))
[277472] ['2/7', '1/3', '8/9', '1', '3/2'] -> ((3/2 + (1/3 / 2/7)) / (1 - 8/9))
[277473] ['1/9', '1/3', '2/5', '5/4', '8'] -> ((1/3 + 8) / (5/4 * (1/9 / 2/5)))
[277474] ['1/6', '3/8', '3/8', '9/7', '3'] -> (3/8 + (9/7 * (3/8 + (3 / 1/6))))
[277475] ['1/9', '5/9', '8/7', '9/4', '6'] -> ((6 / (8/7 * (1/9 / 5/9))) - 9/4)
[277476] ['1/8', '6/5', '2', '7/3', '7/3'] -> (((7/3 + 7/3) - (2 / 6/5)) / 1/8)
[277477] ['1/9', '1/4', '5/8', '1', '8/5'] -> (8/5 / (1/9 * (1 - (1/4 / 5/8))))
[277478] ['1/8', '1/8', '1/8', '1/7', '2'] -> (((1/8 / 1/7) + (1/8 + 2)) / 1/8)
[277479] ['2/7', '6/5', '6/5', '3', '9/2'] -> (3 * (9/2 + (6/5 / (2/7 * 6/5))))
[277480] ['2/5', '3/4', '7/6', '7/3', '9'] -> ((7/3 * (3/4 / 7/6)) + (9 / 2/5))
[277481] ['4/9', '6/5', '6/5', '4/3', '2'] -> (4/3 / (((6/5 / 6/5) / 2) - 4/9))
[277482] ['3/7', '5/4', '4/3', '7/5', '8'] -> (8 / ((4/3 / (5/4 * 7/5)) - 3/7))
[277483] ['5/8', '1', '9/8', '9/4', '7/2'] -> ((9/8 + (9/4 * 7/2)) / (1 - 5/8))
[277484] ['1/8', '1/8', '1/8', '2/9', '2'] -> (2 / (2/9 * (1/8 + (1/8 + 1/8))))
[277485] ['1/2', '8/9', '9/8', '9/7', '7'] -> ((7 / (9/7 - (8/9 * 9/8))) - 1/2)
[277486] ['1/9', '5/9', '8/7', '5/2', '6'] -> (8/7 / ((5/9 / (6 - 5/2)) - 1/9))
[277487] ['1/6', '3/8', '3/8', '9/5', '3'] -> ((3 / 9/5) / ((1/6 / 3/8) - 3/8))
[277488] ['2/5', '3/4', '7/6', '8/3', '9'] -> (9 / ((3/4 / 2/5) + (7/6 - 8/3)))
[277489] ['2/9', '4/9', '9/8', '7/4', '2'] -> ((2/9 + 4/9) / ((2 / 9/8) - 7/4))
[277490] ['1/2', '8/9', '9/8', '4/3', '7'] -> ((9/8 + (7 / 8/9)) / (1/2 / 4/3))
[277491] ['4/9', '6/5', '6/5', '3/2', '2'] -> ((6/5 + 2) / (4/9 * (3/2 - 6/5)))
[277492] ['2/7', '6/5', '5/4', '9/7', '3'] -> ((3 + (6/5 + 9/7)) / (2/7 / 5/4))
[277493] ['1/9', '5/9', '8/7', '7/2', '6'] -> (6 / (1/9 + ((5/9 / 8/7) / 7/2)))
[277494] ['4/9', '6/5', '6/5', '8/5', '2'] -> (8/5 / ((6/5 / 2) - (4/9 * 6/5)))
[277495] ['1/8', '6/5', '2', '7/3', '9/2'] -> ((7/3 - (2 / 6/5)) / (1/8 / 9/2))
[277496] ['2/7', '1/3', '8/9', '1', '9/4'] -> ((1 + (9/4 / (2/7 / 8/9))) / 1/3)
[277497] ['2/5', '3/4', '6/5', '9/7', '9'] -> ((6/5 / 9/7) * (9 / (3/4 - 2/5)))
[277498] ['4/9', '6/5', '6/5', '5/3', '2'] -> (5/3 / (4/9 - (6/5 / (6/5 + 2))))
[277499] ['1/9', '1/3', '2/5', '7/3', '8'] -> (1/3 / ((7/3 / 8) - (1/9 / 2/5)))
[277500] ['1/2', '8/9', '9/8', '8/5', '7'] -> (8/5 * ((8/9 * 9/8) + (7 / 1/2)))
[277501] ['1/9', '5/9', '8/7', '9/2', '6'] -> (((5/9 + (9/2 * 6)) / 8/7) - 1/9)
[277502] ['3/7', '5/4', '4/3', '5/2', '8'] -> (5/4 * ((4/3 / 5/2) + (8 / 3/7)))
[277503] ['2/7', '3/7', '5/9', '7/8', '9'] -> ((5/9 * 9) / (7/8 - (2/7 / 3/7)))
[277504] ['4/9', '6/5', '6/5', '7/4', '2'] -> (6/5 / (((2 - 6/5) / 4/9) - 7/4))
[277505] ['2/9', '4/9', '9/8', '2', '9/2'] -> ((((2 + 9/2) / 9/8) - 4/9) / 2/9)
[277506] ['1/9', '1/4', '2/3', '7/9', '1'] -> ((2/3 / 1/4) / (1 - (1/9 + 7/9)))
[277507] ['2/5', '3/4', '5/4', '5/4', '9'] -> ((3/4 + (5/4 * 9)) / (2/5 * 5/4))
[277508] ['5/8', '1', '9/8', '5/2', '7/2'] -> ((7/2 / (9/8 - 1)) - (5/2 / 5/8))
[277509] ['1/9', '1/3', '2/5', '7/2', '8'] -> (((8 + (1/3 / 1/9)) / 2/5) - 7/2)
[277510] ['2/7', '6/5', '5/4', '5/3', '3'] -> ((3 / (2/7 * (5/3 - 5/4))) - 6/5)
[277511] ['2/7', '1/3', '8/9', '1', '9/2'] -> ((8/9 * 9/2) / ((1/3 / 2/7) - 1))
[277512] ['1/2', '8/9', '9/8', '9/5', '7'] -> (9/5 * (8/9 + (7 / (1/2 * 9/8))))
[277513] ['3/7', '5/4', '4/3', '8/3', '8'] -> ((8 / 4/3) / ((5/4 / 3/7) - 8/3))
[277514] ['1/8', '6/5', '2', '8/3', '9/2'] -> (((9/2 / 6/5) - (2 / 8/3)) / 1/8)
[277515] ['2/7', '3/7', '5/9', '8/9', '9'] -> ((8/9 + (3/7 - 5/9)) / (2/7 / 9))
[277516] ['1/8', '1/8', '1/8', '3/5', '2'] -> ((((2 - 1/8) / 3/5) - 1/8) / 1/8)
[277517] ['1/9', '5/9', '7/6', '5/4', '6'] -> ((7/6 / 1/9) + (6 / (5/9 / 5/4)))
[277518] ['1/6', '3/8', '2/5', '5/7', '3'] -> ((2/5 + 3) / (3/8 - (1/6 / 5/7)))
[277519] ['1/2', '8/9', '9/8', '9/4', '7'] -> (((7 / 9/8) - 8/9) / (1/2 / 9/4))
[277520] ['2/9', '4/9', '8/7', '7/6', '2'] -> ((2 + (8/7 / 4/9)) / (2/9 / 7/6))
[277521] ['3/7', '5/4', '4/3', '9/2', '8'] -> ((5/4 * 8) + (9/2 / (3/7 / 4/3)))
[277522] ['2/7', '3/7', '5/9', '9/8', '9'] -> ((2/7 + 9) / (5/9 * (9/8 - 3/7)))
[277523] ['4/9', '6/5', '6/5', '2', '7/3'] -> (2 / (7/3 - (6/5 / (4/9 * 6/5))))
[277524] ['1/6', '3/8', '2/5', '7/9', '3'] -> (3 / ((1/6 / 2/5) - (3/8 * 7/9)))
[277525] ['1/2', '8/9', '9/8', '7/3', '7'] -> ((7/3 * 7) / (9/8 - (1/2 * 8/9)))
[277526] ['1/8', '6/5', '2', '7/2', '9/2'] -> (((2 * 7/2) - 9/2) / (1/8 / 6/5))
[277527] ['1/9', '1/3', '3/7', '5/8', '8'] -> ((8 + (1/3 / (1/9 * 3/7))) / 5/8)
[277528] ['1/9', '5/9', '7/6', '7/5', '6'] -> ((6 - (7/5 / 7/6)) / (1/9 / 5/9))
[277529] ['1/4', '2/7', '5/4', '8/5', '6'] -> ((5/4 * ((6 / 2/7) - 8/5)) - 1/4)
[277530] ['1/8', '5/4', '5/4', '5/4', '2'] -> ((5/4 + (5/4 * 2)) / (1/8 * 5/4))
[277531] ['4/9', '6/5', '6/5', '2', '7/2'] -> (((6/5 + 2) / (4/9 / 7/2)) - 6/5)
[277532] ['2/7', '1/3', '1', '9/8', '4/3'] -> (((4/3 / (1/3 - 2/7)) - 1) / 9/8)
[277533] ['2/7', '6/5', '5/4', '5/2', '3'] -> (5/2 * (6/5 + (3 / (2/7 * 5/4))))
[277534] ['2/9', '4/9', '8/7', '7/5', '2'] -> ((8/7 * 2) / ((4/9 / 7/5) - 2/9))
[277535] ['2/5', '3/4', '9/7', '4/3', '9'] -> ((9 / (3/4 - 2/5)) - (9/7 * 4/3))
[277536] ['2/7', '3/7', '5/9', '5/4', '9'] -> (2/7 / ((3/7 - 5/9) + (5/4 / 9)))
[277537] ['1/2', '8/9', '8/7', '6/5', '7'] -> ((7 / ((8/9 / 8/7) - 1/2)) - 6/5)
[277538] ['1/9', '1/4', '2/3', '1', '7/5'] -> (2/3 / ((1/9 / (7/5 - 1)) - 1/4))
[277539] ['3/7', '5/4', '7/5', '7/4', '8'] -> (8 / ((5/4 / (3/7 * 7/5)) - 7/4))
[277540] ['2/7', '3/7', '5/9', '7/5', '9'] -> (7/5 * (3/7 + ((2/7 + 9) / 5/9)))
[277541] ['2/9', '4/9', '8/7', '8/5', '2'] -> (2 / ((4/9 / 8/5) - (2/9 / 8/7)))
[277542] ['1/9', '1/3', '3/7', '4/5', '8'] -> (((1/3 + (8 / 4/5)) / 3/7) - 1/9)
[277543] ['1/9', '5/9', '7/6', '9/4', '6'] -> (6 * (9/4 + (7/6 / (1/9 + 5/9))))
[277544] ['1/8', '1/8', '1/8', '6/5', '2'] -> (2 / (((1/8 + 1/8) / 6/5) - 1/8))
[277545] ['2/5', '3/4', '9/7', '8/5', '9'] -> (((8/5 * 9) - 2/5) / (3/4 / 9/7))
[277546] ['5/8', '1', '8/7', '8/7', '9/7'] -> ((1 + 8/7) / (5/8 * (9/7 - 8/7)))
[277547] ['3/7', '5/4', '7/5', '5/2', '8'] -> ((5/4 * (3/7 + 7/5)) * (5/2 + 8))
[277548] ['2/7', '3/7', '5/9', '8/5', '9'] -> ((9 - (2/7 / 3/7)) / (5/9 / 8/5))
[277549] ['2/7', '6/5', '9/7', '4/3', '3'] -> ((9/7 + 3) * (4/3 / (2/7 / 6/5)))
[277550] ['1/9', '1/3', '3/7', '8/9', '8'] -> ((1/3 / 1/9) + (8 / (3/7 * 8/9)))
[277551] ['1/6', '3/8', '2/5', '9/7', '3'] -> (3 / ((1/6 / 2/5) - (3/8 / 9/7)))
[277552] ['1/9', '1/4', '5/7', '5/7', '1'] -> ((5/7 / (1/9 * 1/4)) - (5/7 + 1))
[277553] ['2/7', '1/3', '1', '9/8', '7/4'] -> (1 / (9/8 - (7/4 * (2/7 + 1/3))))
[277554] ['2/7', '6/5', '9/7', '3/2', '3'] -> ((2/7 * 3) / (9/7 - (3/2 / 6/5)))
[277555] ['1/8', '5/4', '9/7', '7/5', '2'] -> (9/7 / ((2 / 7/5) - (1/8 + 5/4)))
[277556] ['1/9', '5/9', '6/5', '9/7', '6'] -> (5/9 * (6/5 + (6 / (1/9 * 9/7))))
[277557] ['1/8', '1/8', '1/8', '8/5', '2'] -> (8/5 * ((2 / 1/8) - (1/8 / 1/8)))
[277558] ['2/7', '6/5', '9/7', '8/5', '3'] -> ((8/5 * 3) / ((2/7 + 6/5) - 9/7))
[277559] ['1/9', '1/4', '5/7', '7/9', '1'] -> ((1 + (7/9 / (1/9 / 5/7))) / 1/4)
[277560] ['3/7', '5/4', '3/2', '8/5', '8'] -> (8/5 + ((3/2 * 8) / (3/7 * 5/4)))
[277561] ['2/7', '3/7', '5/9', '5/2', '9'] -> ((9 + (5/2 * (2/7 / 5/9))) / 3/7)
[277562] ['1/6', '3/8', '2/5', '7/3', '3'] -> (((1/6 + 3) + (7/3 / 2/5)) / 3/8)
[277563] ['2/9', '4/9', '8/7', '2', '7/3'] -> ((8/7 * 2) * (7/3 / (4/9 - 2/9)))
[277564] ['2/7', '1/3', '1', '9/8', '7/3'] -> (1 / (7/3 - (9/8 + (1/3 / 2/7))))
[277565] ['1/8', '5/4', '9/7', '5/3', '2'] -> (9/7 * (2 + (5/3 / (1/8 / 5/4))))
[277566] ['1/9', '1/3', '3/7', '5/4', '8'] -> (((1/3 + (5/4 * 8)) / 3/7) - 1/9)
[277567] ['1/6', '3/8', '2/5', '8/3', '3'] -> (3 / (2/5 * (3/8 - (1/6 / 8/3))))
[277568] ['2/7', '3/7', '5/9', '9/2', '9'] -> ((3/7 / 2/7) + (9 * (5/9 * 9/2)))
[277569] ['1/8', '1/8', '1/8', '2', '7/3'] -> ((1/8 / (1/8 * 1/8)) / (7/3 - 2))
[277570] ['1/9', '5/9', '6/5', '8/5', '6'] -> ((6 / 5/9) - (6/5 - (8/5 / 1/9)))
[277571] ['2/9', '4/9', '8/7', '2', '8/3'] -> ((8/7 / (4/9 - 2/9)) * (2 + 8/3))
[277572] ['3/7', '5/4', '3/2', '9/5', '8'] -> (8 * ((9/5 / 3/7) - (3/2 / 5/4)))
[277573] ['2/5', '3/4', '9/7', '8/3', '9'] -> (9/7 * ((8/3 / 2/5) + (9 / 3/4)))
[277574] ['1/6', '3/8', '2/5', '3', '9/2'] -> ((9/2 + (3 / 1/6)) / (3/8 / 2/5))
[277575] ['1/8', '5/4', '9/7', '9/5', '2'] -> (((9/5 / 9/7) + (2 / 5/4)) / 1/8)
[277576] ['1/9', '1/4', '5/7', '6/7', '1'] -> (((6/7 / 1/9) - (5/7 + 1)) / 1/4)
[277577] ['1/8', '1/8', '1/7', '1/6', '2'] -> (2 / (1/8 - (1/7 * (1/8 + 1/6))))
[277578] ['2/9', '4/9', '8/7', '2', '7/2'] -> ((8/7 * 2) / (2/9 - (4/9 / 7/2)))
[277579] ['2/7', '6/5', '9/7', '7/3', '3'] -> (((7/3 * 3) - 9/7) / (2/7 / 6/5))
[277580] ['3/7', '5/4', '3/2', '7/3', '8'] -> (7/3 * ((3/7 / 3/2) + (5/4 * 8)))
[277581] ['1/8', '5/4', '9/7', '2', '9/4'] -> ((2 + (9/4 / 9/7)) / (1/8 * 5/4))
[277582] ['1/2', '8/9', '8/7', '7/3', '7'] -> ((8/7 / (1/2 * 8/9)) * (7/3 + 7))
[277583] ['1/9', '1/3', '3/7', '8/5', '8'] -> (8/5 * (8 + (1/3 / (1/9 * 3/7))))
[277584] ['4/9', '6/5', '5/4', '2', '5/2'] -> (2 / ((5/2 * (4/9 * 6/5)) - 5/4))
[277585] ['1/9', '1/4', '5/7', '7/8', '1'] -> ((1 / 1/9) / ((5/7 * 7/8) - 1/4))
[277586] ['1/9', '5/9', '6/5', '9/4', '6'] -> (9/4 * ((6 / 5/9) - (1/9 * 6/5)))
[277587] ['1/8', '5/4', '9/7', '2', '7/3'] -> ((9/7 * 7/3) * ((5/4 / 1/8) - 2))
[277588] ['2/5', '3/4', '4/3', '4/3', '9'] -> (((4/3 / 2/5) - 4/3) / (3/4 / 9))
[277589] ['2/7', '3/7', '4/7', '5/6', '9'] -> (9 * (((3/7 + 4/7) / 2/7) - 5/6))
[277590] ['4/9', '6/5', '5/4', '2', '8/3'] -> ((6/5 + 2) * (8/3 / (4/9 / 5/4)))
[277591] ['1/2', '8/9', '8/7', '5/2', '7'] -> ((8/9 * 7) * ((5/2 / 1/2) - 8/7))
[277592] ['2/7', '6/5', '9/7', '8/3', '3'] -> ((6/5 * 8/3) * (3 + (9/7 / 2/7)))
[277593] ['3/7', '5/4', '3/2', '8/3', '8'] -> ((8/3 + 8) * ((3/2 / 3/7) - 5/4))
[277594] ['1/9', '5/9', '6/5', '7/3', '6'] -> (6/5 * (((5/9 + 7/3) / 1/9) - 6))
[277595] ['1/8', '1/8', '1/7', '1/3', '2'] -> (2 / (1/7 * (1/3 + (1/8 + 1/8))))
[277596] ['5/8', '1', '8/7', '8/7', '9/2'] -> (9/2 / (5/8 - (1 / (8/7 + 8/7))))
[277597] ['1/9', '1/3', '3/7', '9/4', '8'] -> (((1/3 + 8) / (3/7 - 1/9)) - 9/4)
[277598] ['1/8', '5/4', '9/7', '2', '8/3'] -> ((2 + (8/3 / 1/8)) / (5/4 / 9/7))
[277599] ['1/9', '5/9', '6/5', '7/2', '6'] -> (6 * ((6/5 * 7/2) - (1/9 / 5/9)))
[277600] ['2/9', '4/9', '7/6', '9/7', '2'] -> (2/9 / (((7/6 / 9/7) / 2) - 4/9))
[277601] ['2/5', '3/4', '4/3', '9/4', '9'] -> ((9 / 2/5) / ((9/4 / 4/3) - 3/4))
[277602] ['5/8', '1', '8/7', '7/6', '6/5'] -> ((1 / (5/8 * 7/6)) / (6/5 - 8/7))
[277603] ['1/9', '5/9', '6/5', '9/2', '6'] -> ((6/5 + (6 / 5/9)) / (1/9 * 9/2))
[277604] ['2/7', '6/5', '4/3', '4/3', '3'] -> (3 / ((4/3 / (6/5 - 2/7)) - 4/3))
[277605] ['3/7', '5/4', '8/5', '5/3', '8'] -> (8 * ((8/5 / (3/7 / 5/4)) - 5/3))
[277606] ['2/9', '4/9', '7/6', '7/5', '2'] -> (((7/6 / 7/5) + (2 / 4/9)) / 2/9)
[277607] ['3/7', '5/4', '8/5', '7/4', '8'] -> (8/5 * (8 + ((5/4 + 7/4) / 3/7)))
[277608] ['2/7', '6/5', '4/3', '3/2', '3'] -> ((3 / ((2/7 + 4/3) - 3/2)) - 6/5)
[277609] ['3/7', '5/4', '8/5', '9/5', '8'] -> (9/5 * ((8 / (3/7 * 5/4)) - 8/5))
[277610] ['1/9', '5/9', '5/4', '4/3', '6'] -> ((4/3 * 6) / ((5/9 / 5/4) - 1/9))
[277611] ['1/4', '2/7', '7/5', '9/4', '6'] -> ((9/4 / 1/4) + (6 / (2/7 * 7/5)))
[277612] ['1/9', '1/3', '4/9', '4/5', '8'] -> (8 / ((1/9 - 1/3) + (4/9 / 4/5)))
[277613] ['2/7', '3/7', '4/7', '8/3', '9'] -> (8/3 / (4/7 - (3/7 + (2/7 / 9))))
[277614] ['1/8', '5/4', '7/5', '5/3', '2'] -> (7/5 / ((1/8 - 5/3) + (2 / 5/4)))
[277615] ['5/8', '1', '8/7', '7/6', '7/5'] -> ((1 / 5/8) / (7/5 - (8/7 * 7/6)))
[277616] ['1/8', '1/8', '1/7', '2/3', '2'] -> (2 / ((1/8 / 1/7) - (1/8 + 2/3)))
[277617] ['1/4', '2/7', '7/5', '8/3', '6'] -> (7/5 * ((2/7 / 1/4) + (8/3 * 6)))
[277618] ['3/7', '5/4', '8/5', '7/3', '8'] -> (8 * ((3/7 * 7/3) + (5/4 * 8/5)))
[277619] ['2/7', '6/5', '4/3', '7/4', '3'] -> ((3 / (2/7 * (7/4 - 4/3))) - 6/5)
[277620] ['2/7', '3/7', '3/5', '3/4', '9'] -> ((9 - 3/7) / (3/4 * (2/7 / 3/5)))
[277621] ['3/7', '5/4', '8/5', '7/2', '8'] -> ((8/5 * 7/2) * (8 * (3/7 * 5/4)))
[277622] ['1/9', '1/3', '1/2', '4/7', '8'] -> (1/3 / ((1/9 * 8) - (1/2 / 4/7)))
[277623] ['1/9', '1/4', '5/7', '1', '5/3'] -> ((1 + (5/3 / 5/7)) / (1/4 - 1/9))
[277624] ['2/7', '6/5', '4/3', '7/3', '3'] -> (6/5 * (4/3 + ((7/3 + 3) / 2/7)))
[277625] ['1/6', '3/8', '3/7', '7/4', '3'] -> (3 / (3/8 * (3/7 - (1/6 / 7/4))))
[277626] ['1/9', '1/3', '1/2', '5/8', '8'] -> ((1/3 + (5/8 * 8)) / (1/9 / 1/2))
[277627] ['3/7', '5/4', '8/5', '9/2', '8'] -> ((5/4 * 9/2) * (8 - (8/5 / 3/7)))
[277628] ['1/8', '1/8', '1/7', '7/6', '2'] -> (2 / ((1/8 + 1/8) - (1/7 * 7/6)))
