[53191] ['1/4', '3/7', '8/3', '8/3', '5'] -> (3/7 * (8/3 + (5 / (1/4 / 8/3))))
[54107] ['5/9', '1', '9/8', '6/5', '8/5'] -> ((6/5 / 9/8) / (8/5 - (5/9 + 1)))
[54108] ['1/9', '2/5', '7/3', '7/2', '4'] -> ((7/3 / 1/9) + (2/5 * (7/2 + 4)))
[54109] ['1/4', '4/9', '5/6', '6/5', '5'] -> (((5/6 / 1/4) - 6/5) / (4/9 / 5))
[54110] ['1/5', '2/7', '3/4', '7/5', '5'] -> ((5 + (1/5 / 7/5)) / (2/7 * 3/4))
[54111] ['1/7', '1/6', '8/5', '7/4', '5'] -> (8/5 / ((1/6 / 7/4) - (1/7 / 5)))
[54112] ['5/9', '1', '9/8', '6/5', '5/3'] -> ((6/5 / 9/8) / ((1 / 5/3) - 5/9))
[54113] ['1/9', '1/4', '2/7', '4/9', '5'] -> (5 / (1/4 * (4/9 + (1/9 / 2/7))))
[54114] ['2/7', '1/2', '5/9', '3/5', '2'] -> (((2 / (2/7 * 5/9)) - 3/5) / 1/2)
[54115] ['1/5', '2/7', '3/4', '3/2', '5'] -> ((3/2 / 2/7) + (5 / (1/5 / 3/4)))
[54116] ['3/8', '7/5', '5/3', '4', '9/2'] -> (((5/3 * 9/2) / (3/8 / 7/5)) - 4)
[54117] ['1/2', '5/7', '4/5', '9/7', '4'] -> ((4 / (5/7 / 9/7)) / (4/5 - 1/2))
[54118] ['1/9', '2/5', '5/2', '5/2', '4'] -> (4 / (1/9 * (5/2 - (2/5 * 5/2))))
[54119] ['1/3', '6/7', '4/3', '7/4', '8'] -> (((6/7 + 7/4) * (4/3 + 8)) - 1/3)
[54120] ['5/9', '1', '9/8', '6/5', '9/4'] -> ((1 / 5/9) / ((9/8 + 6/5) - 9/4))
[54121] ['1/6', '2/9', '1/4', '8/7', '9'] -> ((1/4 + (2/9 / 8/7)) / (1/6 / 9))
[54122] ['1/9', '1/4', '2/7', '1/2', '5'] -> ((5 / (1/4 + 2/7)) / (1/2 - 1/9))
[54123] ['3/8', '7/5', '7/4', '9/5', '4'] -> ((7/4 * 9/5) * (4 / (3/8 * 7/5)))
[54124] ['1/5', '1/4', '1/3', '7/3', '6'] -> (((1/3 - 6) + (7/3 / 1/5)) / 1/4)
[54125] ['1/2', '5/7', '4/5', '7/5', '4'] -> ((4/5 / ((5/7 / 1/2) - 7/5)) - 4)
[54126] ['2/5', '4/9', '3/4', '3', '7/2'] -> (((7/2 + (3 / 2/5)) / 4/9) - 3/4)
[54127] ['1/9', '2/5', '5/2', '7/2', '4'] -> ((5/2 + (7/2 / 1/9)) - (4 / 2/5))
[54128] ['1/9', '1/8', '2/9', '6/7', '7'] -> ((7 * (1/9 / 1/8)) / (2/9 / 6/7))
[54129] ['1/3', '6/7', '4/3', '9/5', '8'] -> (9/5 * ((4/3 / 1/3) + (8 / 6/7)))
[54130] ['1/9', '3/5', '8/7', '5/2', '3'] -> ((8/7 * 5/2) * (3 + (3/5 / 1/9)))
[54131] ['1/6', '2/9', '1/4', '6/5', '9'] -> (9 / (((1/6 / 2/9) / 6/5) - 1/4))
[54132] ['1/9', '1/4', '2/7', '5/9', '5'] -> (5 / ((1/4 / 2/7) - (1/9 + 5/9)))
[54133] ['1/4', '4/9', '5/6', '7/4', '5'] -> ((5/6 / 5) / (4/9 - (1/4 * 7/4)))
[54134] ['1/2', '5/7', '4/5', '3/2', '4'] -> (4 / ((1/2 / 5/7) - (4/5 / 3/2)))
[54135] ['1/5', '5/8', '6/7', '5/4', '4'] -> ((4 / 1/5) / ((5/4 / 6/7) - 5/8))
[54136] ['1/7', '1/6', '8/5', '5/2', '5'] -> ((5 / (1/7 / 8/5)) / (5/2 - 1/6))
[54137] ['1/9', '1/8', '2/9', '6/5', '7'] -> (7 / (((1/9 / 2/9) / 6/5) - 1/8))
[54138] ['2/5', '4/9', '7/9', '4/5', '3'] -> ((3 * (2/5 * 4/9)) / (4/5 - 7/9))
[54139] ['3/8', '7/5', '7/4', '5/2', '4'] -> (3/8 + ((7/5 + 4) * (7/4 * 5/2)))
[54140] ['1/5', '5/8', '6/7', '9/7', '4'] -> (((9/7 / 5/8) - 6/7) / (1/5 / 4))
[54141] ['5/9', '1', '9/8', '6/5', '9/2'] -> ((9/2 * (5/9 * 6/5)) / (9/8 - 1))
[54142] ['1/4', '4/9', '6/7', '6/7', '5'] -> ((5 / (4/9 - 1/4)) - (6/7 + 6/7))
[54143] ['1/9', '1/4', '2/7', '5/8', '5'] -> ((5/8 / 1/9) + ((1/4 + 5) / 2/7))
[54144] ['3/8', '7/5', '7/4', '8/3', '4'] -> (4 * (8/3 + (7/4 / (3/8 * 7/5))))
[54145] ['2/7', '1/2', '5/9', '5/6', '2'] -> ((1/2 + 5/6) / (2 - (5/9 / 2/7)))
[54146] ['1/5', '2/7', '3/4', '5/2', '5'] -> (((1/5 * 5/2) + (5 / 2/7)) / 3/4)
[54147] ['1/9', '3/5', '7/6', '7/6', '3'] -> (((3 / 3/5) - (7/6 + 7/6)) / 1/9)
[54148] ['1/6', '2/9', '1/4', '9/5', '9'] -> ((1/4 / 1/6) + (9 / (2/9 * 9/5)))
[54149] ['1/2', '5/7', '4/5', '8/3', '4'] -> (4/5 / ((1/2 / 5/7) - (8/3 / 4)))
[54150] ['1/9', '1/4', '2/7', '5/7', '5'] -> ((2/7 / 1/9) / (1/4 - (5/7 / 5)))
[54151] ['1/4', '4/9', '6/7', '9/8', '5'] -> (5 / ((4/9 * 9/8) - (1/4 / 6/7)))
[54152] ['1/9', '1/8', '2/9', '9/5', '7'] -> ((1/9 + (2/9 * 7)) / (1/8 / 9/5))
[54153] ['2/7', '1/2', '5/9', '8/9', '2'] -> (2 / ((5/9 / (2/7 / 1/2)) - 8/9))
[54154] ['1/9', '3/5', '7/6', '5/4', '3'] -> (((3/5 + 3) - (7/6 / 5/4)) / 1/9)
[54155] ['1/9', '3/7', '3/7', '3/7', '4'] -> (((3/7 + 4) / (3/7 * 3/7)) - 1/9)
[54156] ['1/2', '5/7', '5/6', '7/8', '4'] -> ((1/2 / (7/8 - (5/7 / 5/6))) - 4)
[54157] ['1/5', '1/4', '3/8', '7/9', '6'] -> ((1/4 / 3/8) + (6 / (1/5 / 7/9)))
[54158] ['5/9', '1', '9/8', '5/4', '3/2'] -> ((1 / 5/9) / ((3/2 / 5/4) - 9/8))
[54159] ['3/8', '7/5', '9/5', '8/3', '4'] -> ((4 / (3/8 * (9/5 - 7/5))) - 8/3)
[54160] ['1/5', '2/7', '7/9', '7/9', '5'] -> ((5 / 1/5) - (7/9 + (2/7 * 7/9)))
[54161] ['1/5', '5/8', '6/7', '5/3', '4'] -> (((4 / 6/7) - 5/3) / (1/5 * 5/8))
[54162] ['1/7', '1/6', '5/3', '8/3', '5'] -> (((5/3 / 1/7) - (8/3 + 5)) / 1/6)
[54163] ['1/9', '3/7', '3/7', '3/5', '4'] -> (4 * ((3/7 / (1/9 * 3/5)) - 3/7))
[54164] ['1/5', '1/4', '3/8', '5/6', '6'] -> ((6 / (1/5 / 1/4)) / (3/8 * 5/6))
[54165] ['1/6', '2/9', '2/7', '4/9', '9'] -> (((4/9 + 9) / (1/6 + 2/9)) - 2/7)
[54166] ['2/7', '1/2', '5/9', '7/6', '2'] -> ((2/7 * 2) / (1/2 - (5/9 / 7/6)))
[54167] ['1/4', '4/9', '6/7', '5/4', '5'] -> ((5 / (4/9 - 1/4)) / (6/7 * 5/4))
[54168] ['1/9', '3/7', '3/7', '5/8', '4'] -> (((4 / (1/9 / 3/7)) - 3/7) / 5/8)
[54169] ['3/8', '7/5', '9/5', '4', '9/2'] -> ((9/5 * 4) + (9/2 / (3/8 / 7/5)))
[54170] ['1/5', '2/7', '7/9', '4/5', '5'] -> (4/5 + ((1/5 + (5 / 7/9)) / 2/7))
[54171] ['2/7', '1/2', '5/9', '6/5', '2'] -> ((2 / (5/9 * (2/7 * 1/2))) - 6/5)
[54172] ['1/2', '5/7', '5/6', '7/6', '4'] -> (4 / ((5/7 * 5/6) - (1/2 / 7/6)))
[54173] ['1/9', '1/8', '1/4', '3/7', '7'] -> (3/7 / (1/9 * (1/8 + (1/4 / 7))))
[54174] ['1/7', '1/6', '7/4', '7/3', '5'] -> ((1/7 + (5 / 7/3)) / (1/6 / 7/4))
[54175] ['1/4', '4/9', '6/7', '3/2', '5'] -> ((4/9 * 3/2) + (5 / (1/4 * 6/7)))
[54176] ['1/2', '5/7', '5/6', '6/5', '4'] -> (4 / (5/7 * (5/6 - (1/2 * 6/5))))
[54177] ['2/5', '4/9', '7/9', '4/3', '3'] -> (4/3 / (((4/9 + 7/9) / 2/5) - 3))
[54178] ['1/6', '2/9', '2/7', '2/3', '9'] -> ((2/9 * 9) / (2/3 - (1/6 / 2/7)))
[54179] ['3/8', '7/5', '9/4', '5/2', '4'] -> (((7/5 + 5/2) * (9/4 + 4)) - 3/8)
[54180] ['2/7', '1/2', '5/9', '4/3', '2'] -> ((2 + (4/3 / 2/7)) / (1/2 * 5/9))
[54181] ['1/5', '5/8', '6/7', '5/2', '4'] -> (((4 / 1/5) - 5/2) / (5/8 / 6/7))
[54182] ['1/9', '1/8', '1/4', '3/5', '7'] -> (7 / (3/5 * (1/4 + (1/9 + 1/8))))
[54183] ['1/5', '1/4', '3/8', '9/7', '6'] -> ((1/4 / 3/8) + (6 / (1/5 * 9/7)))
[54184] ['1/3', '6/7', '3/2', '7/3', '8'] -> ((6/7 * 8) * (7/3 - (1/3 - 3/2)))
[54185] ['1/9', '3/7', '3/7', '7/8', '4'] -> (3/7 / (((7/8 - 3/7) / 1/9) - 4))
[54186] ['1/5', '5/8', '6/7', '8/3', '4'] -> (((4 / (5/8 * 6/7)) - 8/3) / 1/5)
[54187] ['1/9', '1/4', '2/7', '8/7', '5'] -> ((2/7 / 1/9) / ((1/4 * 5) - 8/7))
[54188] ['1/3', '6/7', '3/2', '9/2', '8'] -> (8 * ((9/2 / (3/2 - 1/3)) - 6/7))
[54189] ['1/9', '1/8', '1/4', '5/7', '7'] -> (5/7 / (1/9 * (1/4 + (1/8 / 7))))
[54190] ['1/6', '2/9', '2/7', '5/6', '9'] -> ((9 - (5/6 / (1/6 + 2/9))) / 2/7)
[54191] ['1/2', '5/7', '5/6', '5/3', '4'] -> ((5/3 / (1/2 * (5/6 - 5/7))) - 4)
[54192] ['2/7', '1/2', '5/9', '8/5', '2'] -> ((2 / 5/9) / ((1/2 / 2/7) - 8/5))
[54193] ['3/8', '7/5', '7/3', '7/3', '4'] -> ((7/3 + (4 / (7/5 / 7/3))) / 3/8)
[54194] ['1/9', '1/4', '2/7', '7/6', '5'] -> ((7/6 + (2/7 * (1/4 + 5))) / 1/9)
[54195] ['1/9', '3/7', '3/7', '7/6', '4'] -> ((4 / 3/7) / ((3/7 * 7/6) - 1/9))
[54196] ['1/7', '1/6', '9/5', '7/3', '5'] -> ((1/7 + (5 * (9/5 / 7/3))) / 1/6)
[54197] ['1/5', '1/4', '3/8', '7/4', '6'] -> (((1/4 / 1/5) + (7/4 + 6)) / 3/8)
[54198] ['1/5', '5/8', '6/7', '4', '9/2'] -> ((6/7 * 4) * ((9/2 / 5/8) - 1/5))
[54199] ['1/9', '3/5', '6/5', '5/4', '3'] -> (5/4 * (3 + ((3/5 + 6/5) / 1/9)))
[54200] ['2/7', '1/2', '5/9', '5/3', '2'] -> ((1/2 + ((5/3 + 2) / 2/7)) / 5/9)
[54201] ['1/7', '1/6', '9/5', '5/2', '5'] -> ((1/7 + 5) * (1/6 + (9/5 * 5/2)))
[54202] ['1/5', '5/8', '7/8', '7/8', '4'] -> ((4 - (7/8 / 7/8)) / (1/5 * 5/8))
[54203] ['1/9', '3/7', '3/7', '5/4', '4'] -> ((5/4 - (3/7 / 4)) / (1/9 * 3/7))
[54204] ['1/9', '1/4', '2/7', '5/4', '5'] -> ((5 - (5/4 / (1/4 + 2/7))) / 1/9)
[54205] ['1/6', '2/9', '2/7', '9/8', '9'] -> ((9 - 9/8) / (1/6 / (2/9 + 2/7)))
[54206] ['1/4', '4/9', '6/7', '7/3', '5'] -> ((7/3 * ((5 / 4/9) - 6/7)) - 1/4)
[54207] ['2/5', '4/9', '7/9', '5/2', '3'] -> (3 * ((7/9 / 4/9) + (5/2 / 2/5)))
[54208] ['1/5', '5/8', '7/8', '8/7', '4'] -> ((4 - (7/8 * 8/7)) / (1/5 * 5/8))
[54209] ['5/9', '1', '9/8', '9/7', '3/2'] -> (1 / ((9/8 / 9/7) - (5/9 * 3/2)))
[54210] ['1/2', '5/7', '5/6', '5/2', '4'] -> (4 / (5/2 - (5/6 / (1/2 * 5/7))))
[54211] ['1/6', '2/9', '2/7', '7/6', '9'] -> ((9 + (2/7 * 7/6)) / (1/6 + 2/9))
[54212] ['1/9', '3/5', '6/5', '7/4', '3'] -> (6/5 / ((3/5 / (1/9 * 3)) - 7/4))
[54213] ['1/7', '1/6', '9/5', '7/2', '5'] -> (5 * (9/5 + (7/2 * (1/7 / 1/6))))
[54214] ['1/9', '3/7', '3/7', '7/5', '4'] -> ((3/7 + (3/7 / 1/9)) * (7/5 * 4))
[54215] ['1/5', '2/7', '7/9', '9/7', '5'] -> ((5 / 1/5) - (7/9 + (2/7 / 9/7)))
[54216] ['1/9', '1/4', '2/7', '9/7', '5'] -> (((9/7 * (5 - 1/9)) - 2/7) / 1/4)
[54217] ['2/5', '4/9', '7/9', '3', '9/2'] -> (3 / (9/2 - (7/9 / (2/5 * 4/9))))
[54218] ['1/9', '1/8', '1/4', '5/4', '7'] -> (7 / (1/8 + (1/9 * (1/4 + 5/4))))
[54219] ['1/4', '4/9', '6/7', '8/3', '5'] -> (((4/9 / 8/3) + (5 / 6/7)) / 1/4)
[54220] ['1/6', '2/9', '2/7', '5/4', '9'] -> ((9 / (1/6 + 2/9)) / (5/4 - 2/7))
[54221] ['3/8', '7/5', '8/3', '7/2', '4'] -> (((7/2 * 4) / (3/8 * 7/5)) - 8/3)
[54222] ['1/9', '3/7', '3/7', '9/5', '4'] -> ((3/7 + (3/7 / 9/5)) / (1/9 / 4))
[54223] ['1/7', '1/6', '9/4', '9/4', '5'] -> ((1/7 + 5) * (9/4 + (1/6 + 9/4)))
[54224] ['5/9', '1', '9/8', '9/7', '7/4'] -> (9/7 / ((5/9 * 9/8) - (1 / 7/4)))
[54225] ['1/4', '4/9', '6/7', '7/2', '5'] -> ((7/2 * (5 + (6/7 / 4/9))) - 1/4)
[54226] ['1/5', '2/7', '7/9', '7/5', '5'] -> (1/5 + ((5 + (7/5 / 7/9)) / 2/7))
[54227] ['1/2', '5/7', '6/7', '6/5', '4'] -> (4 / ((5/7 / 6/5) - (1/2 * 6/7)))
[54228] ['1/6', '2/9', '2/7', '4/3', '9'] -> ((2/9 + 4/3) * (9 / (1/6 / 2/7)))
[54229] ['3/8', '7/5', '7/2', '7/2', '4'] -> ((4 + ((7/2 + 7/2) / 7/5)) / 3/8)
[54230] ['1/3', '6/7', '5/3', '7/4', '8'] -> ((6/7 * 7/4) * (8 * (1/3 + 5/3)))
[54231] ['1/5', '1/4', '2/5', '8/7', '6'] -> ((((6 / 8/7) - 2/5) / 1/5) - 1/4)
[54232] ['1/6', '2/9', '2/7', '7/5', '9'] -> ((2/7 + (2/9 / 7/5)) / (1/6 / 9))
[54233] ['2/5', '4/9', '4/5', '7/5', '3'] -> ((7/5 + (4/5 / 4/9)) / (2/5 / 3))
[54234] ['1/9', '3/5', '5/4', '7/5', '3'] -> ((3 + (7/5 / 1/9)) / (5/4 - 3/5))
[54235] ['1/5', '5/8', '7/8', '7/3', '4'] -> (4 / (1/5 * (7/3 - (5/8 + 7/8))))
[54236] ['1/9', '3/7', '4/9', '4/9', '4'] -> ((4/9 + 4) / (4/9 - (1/9 / 3/7)))
[54237] ['1/5', '2/7', '7/9', '5/3', '5'] -> ((5 + (1/5 * 5/3)) / (2/7 * 7/9))
[54238] ['1/6', '2/9', '2/7', '3/2', '9'] -> ((9 / 2/7) - ((1/6 + 3/2) / 2/9))
[54239] ['1/7', '1/6', '7/3', '7/3', '5'] -> ((7/3 + (5 * (1/7 * 7/3))) / 1/6)
[54240] ['1/9', '3/7', '4/9', '1/2', '4'] -> (4 / (3/7 * (4/9 - (1/9 * 1/2))))
[54241] ['1/3', '6/7', '5/3', '9/4', '8'] -> (9/4 * ((8 / 6/7) - (1/3 - 5/3)))
[54242] ['1/9', '3/5', '5/4', '8/5', '3'] -> ((3 + (3/5 / 1/9)) / (8/5 - 5/4))
[54243] ['2/5', '4/9', '4/5', '8/5', '3'] -> (8/5 * ((4/5 / (4/9 - 2/5)) - 3))
[54244] ['1/9', '1/8', '1/4', '9/5', '7'] -> (7 / ((1/9 + 1/4) - (1/8 / 9/5)))
[54245] ['1/9', '3/7', '4/9', '3/5', '4'] -> (((4 / 3/5) - 4/9) / (1/9 / 3/7))
[54246] ['2/5', '4/9', '4/5', '7/4', '3'] -> ((2/5 * 3) / ((4/5 / 4/9) - 7/4))
[54247] ['1/6', '2/9', '2/7', '5/3', '9'] -> (9 + (5/3 / (2/7 * (1/6 + 2/9))))
[54248] ['1/7', '1/6', '7/3', '8/3', '5'] -> (((1/7 + 5) - (8/3 / 7/3)) / 1/6)
[54249] ['3/8', '3/2', '3/2', '7/4', '4'] -> (((4 * (3/2 * 7/4)) - 3/2) / 3/8)
[54250] ['1/9', '3/7', '4/9', '5/8', '4'] -> (4 / (3/7 * (1/9 + (4/9 * 5/8))))
[54251] ['1/4', '4/9', '7/8', '5/4', '5'] -> (5 / (7/8 - (4/9 * (1/4 + 5/4))))
[54252] ['1/9', '1/4', '2/7', '7/2', '5'] -> ((5 / (1/9 * 7/2)) / (1/4 + 2/7))
[54253] ['1/2', '5/7', '7/8', '8/9', '4'] -> ((4 / (5/7 - 1/2)) / (7/8 * 8/9))
[54254] ['1/7', '1/6', '5/2', '5/2', '5'] -> ((5/2 + (5/2 / 1/7)) / (1/6 * 5))
[54255] ['2/5', '4/9', '4/5', '7/3', '3'] -> ((4/5 / (2/5 * 4/9)) * (7/3 + 3))
[54256] ['5/9', '1', '9/8', '4/3', '4/3'] -> (4/3 / ((5/9 + 1) - (9/8 * 4/3)))
[54257] ['1/9', '1/8', '2/7', '3/8', '7'] -> ((2/7 * 7) / (1/8 - (1/9 * 3/8)))
[54258] ['1/9', '1/4', '2/7', '9/2', '5'] -> ((9/2 * (5 + (1/9 / 2/7))) - 1/4)
[54259] ['1/2', '5/7', '7/8', '9/8', '4'] -> ((4 / (5/7 - 1/2)) / (7/8 / 9/8))
[54260] ['2/5', '4/9', '4/5', '5/2', '3'] -> (4/5 / ((3 * (2/5 + 4/9)) - 5/2))
[54261] ['3/8', '3/2', '8/5', '7/4', '4'] -> (3/2 / (3/8 - (7/4 / (8/5 + 4))))
[54262] ['1/9', '3/7', '4/9', '3/4', '4'] -> (4 / (3/4 - ((1/9 / 3/7) / 4/9)))
[54263] ['1/6', '2/9', '2/7', '5/2', '9'] -> ((5/2 - 1/6) * (9 + (2/7 / 2/9)))
[54264] ['1/9', '1/4', '1/3', '3/7', '5'] -> ((5 - 3/7) / (1/9 / (1/4 + 1/3)))
[54265] ['2/5', '4/9', '4/5', '3', '7/2'] -> (3 * (7/2 + (4/5 / (2/5 * 4/9))))
[54266] ['1/9', '1/8', '2/7', '4/9', '7'] -> ((7 / 2/7) - (4/9 / (1/9 / 1/8)))
[54267] ['2/5', '4/9', '4/5', '3', '9/2'] -> ((4/5 + (4/9 * 3)) / (2/5 / 9/2))
[54268] ['1/5', '2/7', '7/9', '9/2', '5'] -> ((5 / 1/5) - (9/2 * (2/7 * 7/9)))
[54269] ['1/5', '5/8', '8/9', '9/7', '4'] -> ((4 / (9/7 * (1/5 * 5/8))) - 8/9)
[54270] ['3/8', '3/2', '5/3', '5/3', '4'] -> ((4 + (3/2 * (5/3 + 5/3))) / 3/8)
[54271] ['1/2', '5/7', '7/8', '4/3', '4'] -> ((4 / 4/3) / ((5/7 * 7/8) - 1/2))
[54272] ['1/9', '3/7', '4/9', '5/6', '4'] -> ((4 / 1/9) / ((5/6 / 3/7) - 4/9))
[54273] ['1/7', '1/6', '9/2', '9/2', '5'] -> ((9/2 - (5 / (1/6 + 9/2))) / 1/7)
[54274] ['1/4', '4/9', '7/8', '9/5', '5'] -> (5 / ((1/4 + 4/9) - (7/8 / 9/5)))
[54275] ['1/9', '1/4', '1/3', '5/6', '5'] -> ((1/3 / 1/4) / ((5/6 / 5) - 1/9))
[54276] ['1/5', '1/4', '3/7', '3/4', '6'] -> (6 * ((3/4 / (3/7 - 1/4)) - 1/5))
[54277] ['2/5', '4/9', '5/6', '7/8', '3'] -> (3 / (7/8 - (5/6 * (2/5 / 4/9))))
[54278] ['1/4', '4/9', '7/8', '7/3', '5'] -> (7/3 / ((5 * (4/9 - 1/4)) - 7/8))
[54279] ['1/5', '2/7', '4/5', '5/6', '5'] -> (1/5 + ((4/5 + (5 / 5/6)) / 2/7))
[54280] ['1/9', '3/7', '4/9', '9/8', '4'] -> ((4 / 3/7) / ((4/9 * 9/8) - 1/9))
[54281] ['2/7', '1/2', '4/7', '2', '5/2'] -> ((2 + (4/7 * 5/2)) / (2/7 * 1/2))
[54282] ['1/9', '1/4', '1/3', '8/7', '5'] -> (8/7 / (1/9 - (1/3 / (1/4 + 5))))
[54283] ['2/5', '4/9', '5/6', '8/9', '3'] -> ((8/9 * 3) / (4/9 - (2/5 * 5/6)))
[54284] ['1/7', '1/5', '1/5', '1/4', '5'] -> (((1/5 / 1/7) - 1/5) / (1/4 / 5))
[54285] ['1/3', '6/7', '9/4', '5/2', '8'] -> (8 / ((5/2 / 6/7) - (1/3 + 9/4)))
[54286] ['3/8', '3/2', '7/4', '9/5', '4'] -> (4 * ((3/8 / (9/5 - 7/4)) - 3/2))
[54287] ['1/6', '2/9', '1/3', '4/5', '9'] -> ((2/9 + 1/3) * (9 / (1/6 / 4/5)))
[54288] ['1/7', '1/5', '1/5', '1/3', '5'] -> ((1/5 + (1/5 / 1/7)) / (1/3 / 5))
[54289] ['5/9', '1', '9/8', '7/5', '8/5'] -> ((5/9 / ((8/5 / 9/8) - 7/5)) - 1)
[54290] ['1/3', '6/7', '9/4', '8/3', '8'] -> ((1/3 + 8/3) + (8 / (6/7 / 9/4)))
[54291] ['2/5', '4/9', '5/6', '8/7', '3'] -> (3 / ((5/6 / (4/9 + 8/7)) - 2/5))
[54292] ['1/9', '1/4', '1/3', '9/7', '5'] -> ((5 - (1/9 / 1/3)) / (1/4 / 9/7))
[54293] ['3/8', '3/2', '7/4', '7/3', '4'] -> ((3/2 + (7/4 / 7/3)) / (3/8 / 4))
[54294] ['1/7', '1/5', '1/5', '3/8', '5'] -> (5 / ((1/5 / (1/7 + 1/5)) - 3/8))
[54295] ['1/5', '5/8', '8/9', '7/3', '4'] -> (7/3 / ((8/9 / 4) - (1/5 * 5/8)))
[54296] ['1/5', '2/7', '4/5', '7/6', '5'] -> (((5 / 7/6) - (2/7 - 4/5)) / 1/5)
[54297] ['1/6', '2/9', '1/3', '8/7', '9'] -> ((9 - 1/3) / (1/6 + (2/9 / 8/7)))
[54298] ['1/9', '1/8', '2/7', '5/6', '7'] -> ((5/6 + 7) / ((1/8 / 2/7) - 1/9))
[54299] ['1/3', '6/7', '9/4', '9/2', '8'] -> ((9/4 * (1/3 + 8)) + (9/2 / 6/7))
[54300] ['1/7', '1/5', '1/5', '2/5', '5'] -> ((2/5 - (1/5 / 1/7)) + (5 / 1/5))
[54301] ['1/2', '5/7', '7/8', '9/4', '4'] -> ((9/4 / (1/2 * (7/8 - 5/7))) - 4)
[54302] ['2/7', '1/2', '3/5', '2/3', '2'] -> (2/3 + (2 / (3/5 * (2/7 * 1/2))))
[54303] ['1/5', '2/7', '4/5', '5/4', '5'] -> (5/4 + ((1/5 + 5) / (2/7 * 4/5)))
[54304] ['2/5', '4/9', '5/6', '5/4', '3'] -> ((5/4 + (3 / 4/9)) / (2/5 * 5/6))
[54305] ['1/5', '5/8', '8/9', '8/3', '4'] -> ((8/3 + (8/9 / 1/5)) * (4 - 5/8))
[54306] ['1/9', '3/7', '4/9', '5/3', '4'] -> (((5/3 * 4) - 4/9) / (1/9 / 3/7))
[54307] ['1/7', '1/5', '1/5', '1/2', '5'] -> ((5 + (1/5 / (1/7 * 1/5))) / 1/2)
[54308] ['1/5', '2/7', '4/5', '7/5', '5'] -> (5 * (((1/5 + 7/5) / 2/7) - 4/5))
[54309] ['5/9', '1', '9/8', '7/5', '7/3'] -> ((7/3 / (5/9 * 7/5)) / (9/8 - 1))
[54310] ['1/4', '4/9', '8/9', '9/5', '5'] -> ((8/9 + (4/9 / 1/4)) * (9/5 * 5))
[54311] ['1/9', '1/4', '3/8', '2/5', '5'] -> (((1/4 / 3/8) + (2/5 * 5)) / 1/9)
[54312] ['1/9', '1/8', '2/7', '8/7', '7'] -> (((8/7 / 1/9) - (2/7 + 7)) / 1/8)
[54313] ['1/9', '3/5', '4/3', '3/2', '3'] -> ((4/3 / 1/9) / (3 - (3/2 / 3/5)))
[54314] ['1/5', '5/8', '9/8', '9/8', '4'] -> ((4 - (9/8 / 9/8)) / (1/5 * 5/8))
[54315] ['1/9', '3/7', '4/9', '7/3', '4'] -> (4 * ((1/9 + 4/9) + (7/3 / 3/7)))
[54316] ['2/5', '4/9', '5/6', '5/3', '3'] -> ((5/3 + (3 / (2/5 * 5/6))) / 4/9)
[54317] ['1/9', '1/8', '2/7', '7/6', '7'] -> (7/6 / (1/9 - ((1/8 / 2/7) / 7)))
[54318] ['1/4', '4/9', '8/9', '5/2', '5'] -> ((8/9 * 5/2) + ((4/9 + 5) / 1/4))
[54319] ['3/8', '8/5', '8/5', '5/3', '4'] -> ((8/5 / 8/5) / ((5/3 / 4) - 3/8))
[54320] ['1/9', '3/5', '4/3', '7/3', '3'] -> (((7/3 / (1/9 * 3/5)) - 3) / 4/3)
[54321] ['2/7', '1/2', '3/5', '7/8', '2'] -> (2 / (1/2 - (7/8 * (2/7 / 3/5))))
[54322] ['1/6', '2/9', '3/8', '4/9', '9'] -> (9 / ((1/6 / (4/9 - 2/9)) - 3/8))
[54323] ['2/5', '4/9', '5/6', '9/5', '3'] -> ((9/5 / ((2/5 / 4/9) - 5/6)) - 3)
[54324] ['1/7', '1/5', '1/5', '2/3', '5'] -> (2/3 * ((1/5 / 1/5) + (5 / 1/7)))
[54325] ['5/9', '1', '9/8', '7/5', '7/2'] -> (1 / ((5/9 * (7/2 - 7/5)) - 9/8))
[54326] ['1/5', '2/7', '4/5', '9/4', '5'] -> (1/5 + ((5 + (4/5 * 9/4)) / 2/7))
[54327] ['1/9', '1/4', '3/8', '3/5', '5'] -> (5 / (3/5 * (3/8 - (1/9 * 1/4))))
[54328] ['3/8', '8/5', '8/5', '7/4', '4'] -> ((8/5 / ((7/4 / 4) - 3/8)) - 8/5)
[54329] ['1/9', '3/7', '1/2', '1/2', '4'] -> (((1/2 / 3/7) - 1/2) / (1/9 / 4))
[54330] ['2/7', '1/2', '3/5', '9/8', '2'] -> (2 / (2/7 * (9/8 - (1/2 / 3/5))))
[54331] ['1/4', '4/9', '9/8', '6/5', '5'] -> ((6/5 * 5) / ((4/9 * 9/8) - 1/4))
[54332] ['3/8', '8/5', '8/5', '7/3', '4'] -> (8/5 / ((4 * (3/8 * 8/5)) - 7/3))
[54333] ['1/9', '1/4', '3/8', '5/7', '5'] -> (5 / (5/7 * (1/4 + (1/9 * 3/8))))
[54334] ['1/5', '5/8', '9/8', '9/7', '4'] -> ((9/8 / 9/7) + ((5/8 + 4) / 1/5))
[54335] ['1/9', '3/7', '1/2', '5/9', '4'] -> (4 / (3/7 * (1/9 + (1/2 * 5/9))))
