[248221] ['1/4', '2/5', '2/3', '1', '8/7'] -> (1 / ((1/4 / 2/5) - (2/3 / 8/7)))
[249784] ['2/5', '5/7', '9/5', '7/3', '8'] -> ((2/5 * 8) / (9/5 - (5/7 * 7/3)))
[249785] ['1/9', '1/9', '2/7', '4/5', '6'] -> (6 / ((1/9 / 2/7) - (1/9 / 4/5)))
[249786] ['1/5', '5/7', '6/7', '9/7', '2'] -> ((6/7 + (9/7 * 2)) / (1/5 * 5/7))
[249787] ['1/6', '5/6', '7/8', '9/5', '7'] -> (9/5 / ((1/6 / 5/6) - (7/8 / 7)))
[249788] ['2/9', '1/3', '7/8', '8/5', '6'] -> (((1/3 / 8/5) - (7/8 - 6)) / 2/9)
[249789] ['2/9', '4/9', '7/9', '7/9', '1'] -> ((7/9 + 1) / (2/9 * (7/9 - 4/9)))
[249790] ['2/7', '3/8', '2/3', '7/8', '3'] -> ((3 / (3/8 * 7/8)) / (2/3 - 2/7))
[249791] ['1/9', '1/9', '2/7', '8/9', '6'] -> (8/9 / (2/7 * (1/9 + (1/9 / 6))))
[249792] ['4/9', '3/5', '8/7', '7/3', '7'] -> (((7 / 3/5) - 7/3) / (4/9 / 8/7))
[249793] ['2/5', '5/7', '9/5', '7/2', '8'] -> ((9/5 * 8) / (5/7 - (2/5 / 7/2)))
[249794] ['2/9', '4/9', '7/9', '4/5', '1'] -> ((2/9 + 4/9) / (1 - (7/9 / 4/5)))
[249795] ['1/9', '2/7', '2', '8/3', '9/2'] -> ((9/2 / (2/7 / 8/3)) - (2 / 1/9))
[249796] ['1/6', '5/6', '7/8', '9/4', '7'] -> (1/6 + (7 * (5/6 + (9/4 / 7/8))))
[249797] ['1/5', '5/7', '6/7', '3/2', '2'] -> ((2 + (6/7 / 5/7)) / (1/5 / 3/2))
[249798] ['5/3', '7/4', '9/5', '8/3', '8'] -> ((8/3 / (5/3 * (9/5 - 7/4))) - 8)
[249799] ['1/9', '1/9', '2/7', '6/5', '6'] -> (6/5 * ((6 / 2/7) - (1/9 / 1/9)))
[249800] ['1/6', '5/6', '7/8', '5/2', '7'] -> ((7 * (5/2 + (5/6 / 7/8))) - 1/6)
[249801] ['1/8', '5/6', '6/7', '7/2', '9'] -> ((6/7 + (9 * (5/6 / 7/2))) / 1/8)
[249802] ['4/9', '3/5', '8/7', '8/3', '7'] -> (((7 / (3/5 / 8/7)) - 8/3) / 4/9)
[249803] ['1/9', '2/7', '2', '7/2', '9/2'] -> ((7/2 / (2/7 / 2)) - (1/9 * 9/2))
[249804] ['1/5', '5/7', '6/7', '5/3', '2'] -> ((2 + (6/7 * 5/3)) / (1/5 * 5/7))
[249805] ['1/4', '3/7', '1/2', '4/5', '1'] -> (1 / ((1/2 / 4/5) - (1/4 / 3/7)))
[249806] ['1/9', '1/9', '2/7', '5/4', '6'] -> (6 / ((1/9 / 2/7) - (1/9 * 5/4)))
[249807] ['1/9', '2/7', '2', '9/2', '9/2'] -> (2 + (9/2 * (9/2 + (1/9 / 2/7))))
[249808] ['2/7', '3/8', '2/3', '6/5', '3'] -> (2/3 + (3 / (6/5 * (2/7 * 3/8))))
[249809] ['1/6', '5/6', '8/9', '8/9', '7'] -> ((1/6 * 7) / ((5/6 / 8/9) - 8/9))
[249810] ['2/9', '4/9', '7/9', '7/8', '1'] -> (1 / ((7/8 * (7/9 - 2/9)) - 4/9))
[249811] ['2/9', '1/3', '8/9', '7/5', '6'] -> ((7/5 * ((6 / 1/3) - 2/9)) - 8/9)
[249812] ['5/9', '5/8', '3/4', '3/2', '6'] -> ((3/2 * 6) / ((5/8 / 5/9) - 3/4))
[249813] ['1/9', '1/9', '2/7', '7/5', '6'] -> (7/5 * ((2/7 / (1/9 * 1/9)) - 6))
[249814] ['2/9', '4/9', '7/9', '1', '9/8'] -> (1 / ((7/9 / (2/9 + 4/9)) - 9/8))
[249815] ['4/9', '3/5', '7/6', '7/6', '7'] -> (((7 / 3/5) - (7/6 / 7/6)) / 4/9)
[249816] ['1/4', '3/7', '1/2', '8/9', '1'] -> ((1 / (1/4 * 3/7)) / (8/9 - 1/2))
[249817] ['2/9', '4/9', '7/9', '1', '8/7'] -> (1 / (((7/9 - 2/9) / 8/7) - 4/9))
[249818] ['2/9', '1/3', '8/9', '9/5', '6'] -> ((6 + (9/5 * (2/9 + 8/9))) / 1/3)
[249819] ['7/8', '8/7', '6/5', '6/5', '2'] -> (6/5 / ((7/8 * (8/7 + 6/5)) - 2))
[249820] ['1/8', '5/6', '7/8', '9/7', '9'] -> ((9/7 - (5/6 / 7/8)) / (1/8 / 9))
[249821] ['1/5', '5/7', '6/7', '2', '7/2'] -> ((6/7 * 2) / ((5/7 / 1/5) - 7/2))
[249822] ['1/6', '5/6', '8/9', '5/4', '7'] -> (7 / ((5/6 * (1/6 + 5/4)) - 8/9))
[249823] ['5/9', '5/8', '3/4', '9/5', '6'] -> ((6 / 9/5) / ((5/9 / 5/8) - 3/4))
[249824] ['2/5', '5/7', '7/3', '7/2', '8'] -> ((8 / (2/5 * 5/7)) / (7/2 - 7/3))
[249825] ['4/9', '3/5', '7/6', '5/4', '7'] -> ((7/6 + (5/4 * (3/5 + 7))) / 4/9)
[249826] ['1/4', '3/7', '1/2', '1', '7/6'] -> ((1 / 7/6) / (1/4 - (3/7 * 1/2)))
[249827] ['1/8', '5/6', '7/8', '7/5', '9'] -> (9 / (7/5 - (7/8 + (1/8 / 5/6))))
[249828] ['1/9', '1/9', '2/7', '5/3', '6'] -> ((5/3 - 1/9) * (6 / (1/9 / 2/7)))
[249829] ['4/9', '3/5', '7/6', '9/7', '7'] -> ((7 + (9/7 / 3/5)) / (4/9 / 7/6))
[249830] ['2/9', '4/9', '7/9', '1', '5/4'] -> ((2/9 + 4/9) / (1 - (7/9 * 5/4)))
[249831] ['5/9', '5/8', '3/4', '9/4', '6'] -> (6 / (3/4 - (5/8 / (5/9 * 9/4))))
[249832] ['1/9', '1/9', '2/7', '7/4', '6'] -> (6 / (7/4 * (1/9 + (1/9 * 2/7))))
[249833] ['1/6', '5/6', '8/9', '9/7', '7'] -> ((8/9 * 9/7) / (1/6 - (5/6 / 7)))
[249834] ['1/8', '5/6', '7/8', '8/5', '9'] -> (5/6 * (9 + ((7/8 + 8/5) / 1/8)))
[249835] ['2/9', '1/3', '9/8', '9/7', '6'] -> (9/8 * (1/3 + (6 / (2/9 * 9/7))))
[249836] ['1/4', '3/7', '1/2', '1', '5/4'] -> (1 / ((1/2 * 5/4) - (1/4 / 3/7)))
[249837] ['2/5', '5/7', '5/2', '8/3', '8'] -> ((8 / 2/5) / ((5/2 / 5/7) - 8/3))
[249838] ['4/9', '3/5', '7/6', '7/5', '7'] -> (7 / ((7/6 / 4/9) - (7/5 / 3/5)))
[249839] ['1/9', '1/3', '1/3', '7/6', '2'] -> (((2 * (1/3 + 7/6)) - 1/3) / 1/9)
[249840] ['2/9', '4/9', '7/9', '1', '3/2'] -> ((7/9 + 1) / ((4/9 / 3/2) - 2/9))
[249841] ['1/6', '1/5', '6/7', '1', '7/5'] -> (((1 / 1/6) - (6/7 * 7/5)) / 1/5)
[249842] ['2/7', '3/8', '2/3', '7/3', '3'] -> ((3 / 7/3) / ((2/7 / 2/3) - 3/8))
[249843] ['1/6', '5/6', '8/9', '8/5', '7'] -> ((8/9 / (1/6 / 5/6)) * (7 - 8/5))
[249844] ['1/9', '1/3', '1/3', '6/5', '2'] -> (((1/3 / 1/3) + (2 / 6/5)) / 1/9)
[249845] ['4/9', '3/5', '7/6', '8/5', '7'] -> (7 / (7/6 * (8/5 - (3/5 / 4/9))))
[249846] ['5/3', '9/5', '9/4', '5/2', '8'] -> (8 / ((5/2 * (9/5 / 9/4)) - 5/3))
[249847] ['5/9', '5/8', '7/9', '7/9', '6'] -> (5/9 / ((7/9 - 5/8) - (7/9 / 6)))
[249848] ['7/8', '8/7', '6/5', '3/2', '2'] -> (8/7 / ((3/2 / 7/8) - (2 / 6/5)))
[249849] ['1/9', '1/9', '2/7', '7/3', '6'] -> ((6 - (2/7 * 7/3)) / (1/9 + 1/9))
[249850] ['2/9', '4/9', '7/9', '1', '7/4'] -> ((2/9 + 4/9) / ((7/9 + 1) - 7/4))
[249851] ['5/3', '9/5', '9/4', '7/2', '8'] -> ((5/3 * 9/5) / (8 - (9/4 * 7/2)))
[249852] ['2/7', '3/8', '5/7', '5/7', '3'] -> (3 / ((3/8 / 5/7) - (2/7 / 5/7)))
[249853] ['1/9', '1/9', '2/7', '5/2', '6'] -> ((1/9 + 5/2) + ((1/9 + 6) / 2/7))
[249854] ['5/9', '5/8', '7/9', '5/6', '6'] -> ((7/9 * 6) / ((5/8 / 5/6) - 5/9))
[249855] ['5/3', '9/5', '7/3', '7/2', '8'] -> ((7/3 + (5/3 * 9/5)) * (8 - 7/2))
[249856] ['4/9', '3/5', '7/6', '9/5', '7'] -> ((9/5 + (7/6 * (3/5 + 7))) / 4/9)
[249857] ['1/6', '1/5', '6/7', '1', '5/3'] -> ((5/3 / ((1/5 / 6/7) - 1/6)) - 1)
[249858] ['2/9', '1/3', '8/7', '6/5', '6'] -> (((6 / 6/5) - 1/3) / (2/9 / 8/7))
[249859] ['1/8', '5/6', '8/9', '8/7', '9'] -> ((8/9 / 8/7) / (1/8 - (5/6 / 9)))
[249860] ['1/5', '5/7', '7/8', '5/4', '2'] -> ((2 + (5/4 / 7/8)) / (1/5 * 5/7))
[249861] ['1/4', '3/7', '1/2', '1', '8/3'] -> ((8/3 + (1 / (1/4 * 3/7))) / 1/2)
[249862] ['1/6', '1/5', '6/7', '1', '7/4'] -> ((1 / 7/4) / (6/7 - (1/6 / 1/5)))
[249863] ['2/7', '3/8', '5/7', '8/9', '3'] -> ((3 - 5/7) / (8/9 * (2/7 * 3/8)))
[249864] ['1/9', '1/3', '1/3', '9/5', '2'] -> (((9/5 * (2 - 1/3)) - 1/3) / 1/9)
[249865] ['1/9', '1/9', '2/7', '9/2', '6'] -> (6 * (9/2 - (1/9 + (1/9 / 2/7))))
[249866] ['5/9', '5/8', '7/9', '7/8', '6'] -> (6 / ((5/9 * 5/8) + (7/9 - 7/8)))
[249867] ['5/3', '9/5', '8/3', '7/2', '8'] -> ((8 / ((7/2 / 5/3) - 9/5)) - 8/3)
[249868] ['2/9', '1/3', '8/7', '4/3', '6'] -> (6 / ((1/3 * 4/3) - (2/9 / 8/7)))
[249869] ['2/9', '4/9', '7/9', '1', '7/2'] -> ((7/2 + (1 / 2/9)) / (7/9 - 4/9))
[249870] ['1/9', '1/3', '1/3', '2', '9/4'] -> ((1/3 + 1/3) / (1/9 * (9/4 - 2)))
[249871] ['1/4', '3/7', '1/2', '1', '9/2'] -> (1 / ((1/2 / 3/7) - (1/4 * 9/2)))
[249872] ['1/6', '5/6', '9/8', '8/7', '7'] -> (((5/6 / 1/6) - 8/7) / (9/8 / 7))
[249873] ['5/9', '5/8', '7/9', '8/9', '6'] -> (6 / ((5/8 / 5/9) - (7/9 / 8/9)))
[249874] ['1/9', '1/9', '1/3', '3/7', '6'] -> ((6 - (1/9 - 1/3)) / (1/9 / 3/7))
[249875] ['5/3', '9/4', '5/2', '5/2', '8'] -> (9/4 * ((5/3 + 8) + (5/2 / 5/2)))
[249876] ['4/9', '3/5', '7/6', '8/3', '7'] -> (((8/3 / 3/5) - 4/9) / (7/6 / 7))
[249877] ['2/5', '3/4', '3/4', '3/4', '8'] -> (8 * (((3/4 + 3/4) / 2/5) - 3/4))
[249878] ['1/9', '1/3', '3/8', '2/5', '2'] -> ((1/3 + 2) / (3/8 - (1/9 / 2/5)))
[249879] ['1/9', '1/9', '1/3', '3/5', '6'] -> (((1/3 / 3/5) - 1/9) / (1/9 / 6))
[249880] ['1/6', '5/6', '9/8', '9/7', '7'] -> (9/7 / (9/8 * (1/6 - (5/6 / 7))))
[249881] ['2/7', '3/8', '5/7', '9/5', '3'] -> ((9/5 / 3) / ((2/7 / 5/7) - 3/8))
[249882] ['1/6', '1/5', '6/7', '1', '7/3'] -> (7/3 * ((6/7 / 1/5) + (1 / 1/6)))
[249883] ['1/5', '5/7', '7/8', '7/5', '2'] -> ((7/5 + (2 / 5/7)) / (1/5 * 7/8))
[249884] ['2/9', '4/9', '4/5', '5/6', '1'] -> ((4/9 / 5/6) / ((2/9 + 4/5) - 1))
[249885] ['2/9', '1/3', '8/7', '9/5', '6'] -> (6 / (9/5 * (1/3 - (2/9 / 8/7))))
[249886] ['5/9', '5/8', '7/9', '6/5', '6'] -> ((7/9 * 6) / ((5/8 * 6/5) - 5/9))
[249887] ['1/5', '5/7', '7/8', '3/2', '2'] -> ((2 / (1/5 * 5/7)) / (7/8 / 3/2))
[249888] ['1/9', '1/3', '3/8', '4/7', '2'] -> (1/3 / ((2 * (1/9 / 4/7)) - 3/8))
[249889] ['2/7', '3/8', '5/7', '5/2', '3'] -> (((5/2 * (5/7 + 3)) - 2/7) / 3/8)
[249890] ['2/5', '3/4', '3/4', '7/9', '8'] -> ((((8 / 2/5) - 3/4) / 7/9) - 3/4)
[249891] ['4/9', '3/5', '6/5', '6/5', '7'] -> (((7 / 3/5) - (6/5 / 6/5)) / 4/9)
[249892] ['1/6', '5/6', '9/8', '8/5', '7'] -> ((7 - 8/5) / (9/8 * (1/6 / 5/6)))
[249893] ['1/9', '1/3', '3/8', '3/5', '2'] -> ((3/5 / (1/9 * 3/8)) * (2 - 1/3))
[249894] ['2/9', '4/9', '4/5', '7/8', '1'] -> (1 / (7/8 - ((2/9 + 4/9) / 4/5)))
[249895] ['1/4', '3/7', '5/9', '5/8', '1'] -> ((1 / 3/7) / ((5/9 * 5/8) - 1/4))
[249896] ['5/3', '5/2', '9/2', '9/2', '8'] -> (8 / ((9/2 / 9/2) - (5/3 / 5/2)))
[249897] ['1/6', '5/6', '9/8', '5/3', '7'] -> ((7 - (5/6 + 5/3)) / (1/6 * 9/8))
[249898] ['1/6', '1/5', '6/7', '1', '7/2'] -> (((6/7 / 1/5) - (1 / 7/2)) / 1/6)
[249899] ['2/5', '3/4', '3/4', '8/9', '8'] -> ((3/4 + 3/4) + (8 / (2/5 * 8/9)))
[249900] ['2/7', '3/8', '3/4', '3/4', '3'] -> (((3 / 2/7) - (3/4 + 3/4)) / 3/8)
[249901] ['7/8', '8/7', '5/4', '9/7', '2'] -> ((2 + (5/4 / 7/8)) / (9/7 - 8/7))
[249902] ['7/4', '7/4', '7/4', '7/4', '8'] -> ((7/4 + (7/4 + 7/4)) / (7/4 / 8))
[249903] ['1/6', '5/6', '9/8', '7/4', '7'] -> ((7/4 * 7) + ((5/6 + 9/8) / 1/6))
[249904] ['1/5', '5/7', '7/8', '9/5', '2'] -> (((5/7 + 9/5) + (2 / 7/8)) / 1/5)
[249905] ['3/8', '5/9', '3/4', '7/8', '9'] -> ((9 + ((3/4 + 7/8) / 3/8)) / 5/9)
[249906] ['1/8', '5/6', '8/9', '7/3', '9'] -> ((7/3 - (1/8 * 8/9)) / (5/6 / 9))
[249907] ['1/9', '1/3', '3/8', '6/7', '2'] -> (2 / ((6/7 * (1/9 + 3/8)) - 1/3))
[249908] ['5/9', '5/8', '7/9', '5/3', '6'] -> (6 * ((5/9 + 7/9) + (5/3 / 5/8)))
[249909] ['7/4', '7/4', '7/4', '5/2', '8'] -> (8 * (5/2 + (7/4 / (7/4 + 7/4))))
[249910] ['2/7', '3/8', '3/4', '4/5', '3'] -> ((3/4 + (3 / 2/7)) / (3/8 / 4/5))
[249911] ['2/9', '4/9', '4/5', '1', '7/6'] -> ((4/9 / 2/9) / ((1 / 4/5) - 7/6))
[249912] ['7/4', '7/4', '7/4', '8/3', '8'] -> ((7/4 + (7/4 * 8)) / (7/4 / 8/3))
[249913] ['1/9', '1/9', '3/8', '2/5', '6'] -> ((6 / 2/5) / ((1/9 / 1/9) - 3/8))
[249914] ['1/9', '1/3', '3/8', '6/5', '2'] -> ((2 / 6/5) / ((1/9 + 1/3) - 3/8))
[249915] ['2/9', '1/3', '7/6', '8/5', '6'] -> (6 / ((1/3 * 7/6) - (2/9 / 8/5)))
[249916] ['1/8', '5/6', '9/8', '8/7', '9'] -> ((9/8 - 5/6) * (9 / (1/8 / 8/7)))
[249917] ['1/6', '5/6', '9/8', '5/2', '7'] -> ((7 + ((5/6 + 5/2) / 1/6)) / 9/8)
[249918] ['2/9', '4/9', '4/5', '1', '6/5'] -> ((4/9 * 6/5) / ((2/9 + 4/5) - 1))
[249919] ['5/9', '5/8', '7/9', '9/4', '6'] -> ((6 / 9/4) / ((5/9 / 5/8) - 7/9))
[249920] ['3/8', '5/9', '3/4', '6/5', '9'] -> (9 * ((5/9 * 6/5) + (3/4 / 3/8)))
[249921] ['4/9', '3/5', '6/5', '7/4', '7'] -> (((7 - 3/5) / (4/9 / 7/4)) - 6/5)
[249922] ['2/5', '3/4', '3/4', '9/7', '8'] -> ((9/7 * ((8 / 2/5) - 3/4)) - 3/4)
[249923] ['2/7', '3/8', '3/4', '5/4', '3'] -> ((3/4 + (3 / 2/7)) / (3/8 * 5/4))
[249924] ['1/6', '5/6', '8/7', '8/7', '7'] -> ((8/7 + 8/7) * (7 / (5/6 - 1/6)))
[249925] ['5/9', '5/8', '7/9', '7/2', '6'] -> ((6 * (5/9 / 5/8)) / (7/9 / 7/2))
[249926] ['1/8', '5/6', '9/8', '9/7', '9'] -> ((9/7 + 9) / (1/8 / (9/8 - 5/6)))
[249927] ['7/4', '7/4', '9/5', '7/3', '8'] -> ((7/3 * 8) / (7/4 - (7/4 / 9/5)))
[249928] ['1/9', '1/9', '3/8', '3/5', '6'] -> (((6 / 3/5) - (1/9 / 1/9)) / 3/8)
[249929] ['1/4', '3/7', '5/9', '7/8', '1'] -> (1 / (1/4 - (7/8 * (3/7 * 5/9))))
[249930] ['1/5', '5/7', '8/9', '8/9', '2'] -> (2 / ((8/9 / (1/5 + 5/7)) - 8/9))
[249931] ['2/9', '4/9', '4/5', '1', '4/3'] -> ((4/9 / 2/9) / (4/3 - (1 / 4/5)))
[249932] ['3/8', '5/9', '3/4', '3/2', '9'] -> (3/2 + ((3/8 + 9) / (5/9 * 3/4)))
[249933] ['7/4', '7/4', '9/5', '5/2', '8'] -> (((5/2 / (9/5 - 7/4)) - 8) / 7/4)
[249934] ['7/8', '8/7', '5/4', '2', '9/4'] -> (9/4 / ((7/8 * (8/7 + 5/4)) - 2))
[249935] ['1/6', '5/6', '8/7', '5/4', '7'] -> (8/7 / ((5/4 / (5/6 * 7)) - 1/6))
[249936] ['2/7', '3/8', '3/4', '9/5', '3'] -> (3/8 + ((3/4 + 3) / (2/7 / 9/5)))
[249937] ['5/9', '5/8', '4/5', '5/6', '6'] -> ((5/6 + (6 / 4/5)) / (5/9 * 5/8))
[249938] ['7/4', '7/4', '9/5', '8/3', '8'] -> ((9/5 * 8) * (8/3 - (7/4 / 7/4)))
[249939] ['1/6', '1/5', '7/8', '1', '8/5'] -> ((7/8 + (1 / (1/5 * 8/5))) / 1/6)
[249940] ['1/6', '5/6', '8/7', '9/7', '7'] -> (7 * ((1/6 + 5/6) + (8/7 + 9/7)))
[249941] ['1/4', '3/7', '5/9', '1', '9/8'] -> (1 / ((5/9 * 9/8) - (1/4 / 3/7)))
[249942] ['4/9', '3/5', '5/4', '5/4', '7'] -> (((7 / 3/5) - (5/4 / 5/4)) / 4/9)
[249943] ['2/5', '3/4', '3/4', '7/3', '8'] -> (8 / (2/5 * (7/3 - (3/4 + 3/4))))
[249944] ['1/6', '1/5', '7/8', '1', '5/3'] -> (1 / ((1/6 / 1/5) + (7/8 - 5/3)))
[249945] ['1/9', '1/9', '3/8', '5/6', '6'] -> (5/6 / (3/8 * (1/9 - (1/9 / 6))))
[249946] ['2/7', '3/8', '3/4', '8/3', '3'] -> ((3/8 + (3/4 / 2/7)) * (8/3 * 3))
[249947] ['3/8', '5/9', '3/4', '9/4', '9'] -> ((3/4 + 9) / (9/4 * (5/9 - 3/8)))
[249948] ['1/6', '1/5', '7/8', '1', '7/4'] -> (1 / (7/4 - (7/8 + (1/6 / 1/5))))
[249949] ['7/8', '8/7', '5/4', '2', '9/2'] -> ((9/2 / (7/8 * 2)) / (5/4 - 8/7))
[249950] ['1/4', '3/7', '5/9', '1', '6/5'] -> (6/5 / (((1/4 / 3/7) / 5/9) - 1))
[249951] ['1/6', '5/6', '8/7', '8/5', '7'] -> ((8/7 + (1/6 + 5/6)) * (8/5 * 7))
[249952] ['7/4', '7/4', '7/3', '7/3', '8'] -> (8 * (7/3 + (7/3 / (7/4 + 7/4))))
[249953] ['1/9', '1/9', '3/8', '8/7', '6'] -> (3/8 + (6 / (8/7 * (1/9 + 1/9))))
[249954] ['5/9', '5/8', '4/5', '8/9', '6'] -> ((4/5 + (8/9 / 5/8)) / (5/9 / 6))
[249955] ['1/8', '5/6', '9/8', '9/5', '9'] -> ((9/5 / 1/8) + (9 / (5/6 * 9/8)))
[249956] ['4/9', '3/5', '5/4', '3/2', '7'] -> ((7 / (3/5 - 4/9)) / (5/4 * 3/2))
[249957] ['2/9', '1/3', '6/5', '5/2', '6'] -> (5/2 * ((6 / (2/9 + 1/3)) - 6/5))
[249958] ['2/7', '3/8', '7/9', '4/5', '3'] -> (3 / ((3/8 / 7/9) - (2/7 / 4/5)))
[249959] ['1/6', '5/6', '8/7', '9/5', '7'] -> (8/7 / (((5/6 * 9/5) / 7) - 1/6))
[249960] ['1/9', '1/3', '2/5', '8/9', '2'] -> (2 / (2/5 * (1/3 - (1/9 / 8/9))))
[249961] ['2/9', '4/9', '4/5', '1', '7/4'] -> (1 / ((7/4 * (2/9 / 4/5)) - 4/9))
[249962] ['7/8', '8/7', '9/7', '7/5', '2'] -> (9/7 / ((7/8 / 7/5) - (8/7 / 2)))
[249963] ['4/9', '3/5', '5/4', '8/5', '7'] -> (8/5 * ((7 / 4/9) - (3/5 * 5/4)))
[249964] ['1/6', '1/5', '7/8', '1', '9/2'] -> (1 / ((1/6 - 9/2) + (7/8 / 1/5)))
[249965] ['1/6', '5/6', '8/7', '9/4', '7'] -> (1/6 + (7 * (5/6 + (8/7 * 9/4))))
[249966] ['1/9', '1/3', '2/5', '9/8', '2'] -> (2 / (2/5 * (1/3 - (1/9 * 9/8))))
[249967] ['2/5', '3/4', '7/9', '7/8', '8'] -> (8 * ((3/4 / 2/5) + (7/8 / 7/9)))
[249968] ['1/4', '3/7', '5/9', '1', '4/3'] -> ((5/9 + ((1 + 4/3) / 3/7)) / 1/4)
[249969] ['1/9', '1/9', '3/8', '9/4', '6'] -> (((1/9 + 3/8) / (1/9 / 6)) - 9/4)
[249970] ['1/6', '5/6', '8/7', '5/2', '7'] -> ((7 * (5/2 + (5/6 * 8/7))) - 1/6)
[249971] ['5/9', '5/8', '4/5', '6/5', '6'] -> ((6/5 + (6 / 5/9)) / (5/8 * 4/5))
[249972] ['3/8', '5/9', '7/9', '8/9', '9'] -> (9 * (((5/9 + 7/9) / 3/8) - 8/9))
[249973] ['2/7', '3/8', '7/9', '7/6', '3'] -> (((3 / 2/7) - (7/6 / 7/9)) / 3/8)
[249974] ['2/5', '3/4', '7/9', '9/8', '8'] -> (8 / ((7/9 / (2/5 / 3/4)) - 9/8))
[249975] ['1/9', '1/9', '3/8', '7/2', '6'] -> (6 / (1/9 + ((1/9 + 3/8) / 7/2)))
[249976] ['1/6', '5/6', '7/6', '6/5', '7'] -> (((7 / 7/6) - 6/5) / (1/6 / 5/6))
[249977] ['1/9', '1/3', '2/5', '7/6', '2'] -> (2 / ((1/3 / 1/9) - (7/6 / 2/5)))
[249978] ['1/8', '5/6', '8/7', '5/4', '9'] -> (8/7 * (9 + (5/4 / (1/8 * 5/6))))
[249979] ['7/4', '9/5', '9/5', '9/2', '8'] -> (8 * (7/4 + (9/2 / (9/5 + 9/5))))
[249980] ['1/9', '1/9', '3/8', '9/2', '6'] -> ((1/9 * 6) / (1/9 - (3/8 / 9/2)))
[249981] ['1/4', '3/7', '5/9', '1', '3/2'] -> ((1 / 3/2) / ((1/4 / 3/7) - 5/9))
[249982] ['7/8', '8/7', '9/7', '2', '5/2'] -> ((9/7 * 2) * (5/2 / (8/7 - 7/8)))
[249983] ['4/9', '3/5', '5/4', '7/2', '7'] -> ((5/4 - 7/2) + (7 / (4/9 * 3/5)))
[249984] ['2/7', '3/8', '7/9', '5/4', '3'] -> (3 / ((3/8 / 7/9) - (2/7 * 5/4)))
[249985] ['1/8', '5/6', '8/7', '4/3', '9'] -> (((4/3 / 8/7) - 5/6) / (1/8 / 9))
[249986] ['4/9', '3/5', '5/4', '9/2', '7'] -> (9/2 * ((7 / 5/4) - (4/9 * 3/5)))
[249987] ['2/7', '3/8', '7/9', '9/7', '3'] -> (((3 / 7/9) - 9/7) / (2/7 * 3/8))
[249988] ['2/5', '3/4', '7/9', '7/6', '8'] -> (8 * ((7/6 / (2/5 * 7/9)) - 3/4))
[249989] ['7/4', '9/5', '9/4', '7/2', '8'] -> (8 * ((9/4 / 9/5) - (7/4 - 7/2)))
[249990] ['1/6', '5/6', '7/6', '8/5', '7'] -> ((7 - (8/5 + (7/6 / 5/6))) / 1/6)
[249991] ['2/9', '1/3', '9/7', '8/5', '6'] -> (6 / (9/7 * (1/3 - (2/9 / 8/5))))
[249992] ['1/4', '3/7', '5/9', '1', '8/5'] -> ((1 / 3/7) / ((5/9 / 8/5) - 1/4))
[249993] ['1/9', '1/3', '2/5', '2', '9/4'] -> ((9/4 + ((1/3 / 2/5) / 2)) / 1/9)
[249994] ['4/9', '3/5', '9/7', '9/7', '7'] -> (((7 / 3/5) - (9/7 / 9/7)) / 4/9)
[249995] ['2/9', '4/9', '5/6', '5/6', '1'] -> (4/9 / ((2/9 * 5/6) + (5/6 - 1)))
[249996] ['1/6', '1/5', '8/9', '1', '3/2'] -> (3/2 / (1 - ((1/6 / 1/5) / 8/9)))
[249997] ['1/6', '5/6', '7/6', '9/5', '7'] -> ((7 / (1/6 * 5/6)) / (7/6 * 9/5))
[249998] ['5/9', '5/8', '4/5', '8/3', '6'] -> ((8/3 / ((5/9 / 5/8) - 4/5)) - 6)
[249999] ['2/7', '3/8', '7/9', '3/2', '3'] -> ((3 / (2/7 * 3/8)) / (7/9 * 3/2))
[250000] ['1/9', '1/3', '2/5', '2', '7/3'] -> (7/3 / ((1/3 / (2 - 2/5)) - 1/9))
[250001] ['4/9', '3/5', '9/7', '4/3', '7'] -> ((9/7 * 7) * (4/9 + (4/3 / 3/5)))
[250002] ['2/5', '3/4', '7/9', '9/7', '8'] -> ((8 / (2/5 * 7/9)) - (9/7 / 3/4))
[250003] ['7/4', '9/5', '7/3', '8/3', '8'] -> (9/5 * (8/3 + (8 / (7/4 / 7/3))))
[250004] ['3/8', '5/9', '7/9', '3/2', '9'] -> (9 * ((3/2 / 3/8) - (5/9 + 7/9)))
[250005] ['2/9', '4/9', '5/6', '1', '9/8'] -> (1 / ((4/9 / 2/9) - (5/6 + 9/8)))
[250006] ['1/9', '1/3', '2/5', '2', '7/2'] -> (((2 * 7/2) - 1/3) / (1/9 / 2/5))
[250007] ['7/4', '9/5', '7/3', '7/2', '8'] -> (9/5 * ((7/4 * 8) - (7/3 / 7/2)))
[250008] ['4/9', '3/5', '9/7', '7/5', '7'] -> (3/5 + ((7/5 + (9/7 * 7)) / 4/9))
[250009] ['2/9', '1/3', '9/7', '9/4', '6'] -> (6 / ((9/4 / 9/7) - (1/3 / 2/9)))
[250010] ['7/8', '8/7', '4/3', '3/2', '2'] -> ((8/7 / 2) / ((4/3 / 7/8) - 3/2))
[250011] ['1/9', '1/9', '2/5', '7/9', '6'] -> ((6 - (1/9 - 7/9)) / (1/9 / 2/5))
[250012] ['2/7', '3/8', '7/9', '9/5', '3'] -> ((3 / (3/8 - 2/7)) / (7/9 * 9/5))
