[79786] ['1/7', '5/9', '3/2', '3/2', '5'] -> ((3/2 / 1/7) + (5 / (5/9 / 3/2)))
[82521] ['1/3', '2/5', '8/9', '2', '9/2'] -> (((9/2 / (2/5 / 8/9)) - 2) / 1/3)
[82522] ['1/5', '1/5', '2/7', '7/3', '9'] -> (7/3 * ((1/5 / 1/5) + (2/7 + 9)))
[82523] ['1/9', '7/8', '8/7', '5/4', '6'] -> (6 / (1/9 * (5/4 + (7/8 * 8/7))))
[82524] ['2/7', '3/7', '7/9', '9/2', '5'] -> (5 + ((3/7 + 7/9) / (2/7 / 9/2)))
[82525] ['1/5', '4/7', '2/3', '7/3', '8'] -> ((4/7 + 8) * (7/3 - (1/5 - 2/3)))
[82526] ['4/7', '4/7', '2/3', '9/4', '4'] -> ((4/7 / 2/3) / ((4/7 * 4) - 9/4))
[82527] ['3/7', '1/2', '8/5', '3', '9/2'] -> (((9/2 / 3/7) - 3) / (1/2 / 8/5))
[82528] ['1/8', '3/8', '6/5', '3', '9/2'] -> ((((9/2 / 6/5) - 3/8) / 1/8) - 3)
[82529] ['1/5', '8/7', '8/7', '4/3', '5'] -> ((8/7 / 5) / ((1/5 + 8/7) - 4/3))
[82530] ['3/5', '2/3', '8/5', '9/5', '3'] -> (8/5 / ((3/5 + 2/3) + (9/5 - 3)))
[82531] ['1/5', '4/7', '2/3', '5/2', '8'] -> ((4/7 + 8) * (5/2 + (1/5 / 2/3)))
[82532] ['2/7', '3/7', '4/5', '4/5', '5'] -> (5 * ((4/5 / (3/7 - 2/7)) - 4/5))
[82533] ['4/7', '4/7', '2/3', '5/2', '4'] -> ((4/7 / 4/7) / (2/3 - (5/2 / 4)))
[82534] ['3/5', '2/3', '7/9', '1', '4/3'] -> (2/3 / (1 - (7/9 / (3/5 * 4/3))))
[82535] ['1/9', '4/5', '6/7', '9/5', '5'] -> (6/7 * (((5 - 9/5) / 1/9) - 4/5))
[82536] ['1/7', '3/5', '8/9', '8/7', '5'] -> (((8/7 / 8/9) - 3/5) / (1/7 / 5))
[82537] ['1/9', '4/9', '7/5', '9/4', '7'] -> ((4/9 + (7 / (7/5 * 9/4))) / 1/9)
[82538] ['1/5', '1/5', '2/7', '7/2', '9'] -> ((9 - (7/2 + (1/5 / 2/7))) / 1/5)
[82539] ['1/9', '7/8', '8/7', '9/7', '6'] -> (6 + ((7/8 + (9/7 / 8/7)) / 1/9))
[82540] ['1/8', '2/7', '7/8', '7/3', '4'] -> (4 / (2/7 * (7/8 - (1/8 * 7/3))))
[82541] ['1/8', '3/8', '5/4', '9/7', '3'] -> (((5/4 / 1/8) - 3) / (3/8 / 9/7))
[82542] ['2/7', '3/7', '4/5', '7/8', '5'] -> (3/7 / (7/8 - (4/5 + (2/7 / 5))))
[82543] ['4/7', '4/7', '5/7', '5/7', '4'] -> ((4/7 + (5/7 * 4)) / (5/7 - 4/7))
[82544] ['1/3', '2/5', '9/8', '6/5', '2'] -> ((6/5 / 2) / (2/5 - (1/3 * 9/8)))
[82545] ['1/9', '7/8', '8/7', '4/3', '6'] -> (4/3 / (((7/8 * 8/7) / 6) - 1/9))
[82546] ['3/7', '1/2', '5/3', '9/5', '3'] -> ((3 + (9/5 / 3/7)) / (1/2 / 5/3))
[82547] ['3/5', '2/3', '5/3', '7/4', '3'] -> ((2/3 / 5/3) / (3/5 - (7/4 / 3)))
[82548] ['1/5', '4/7', '2/3', '9/2', '8'] -> ((4/7 + 8) * ((2/3 * 9/2) - 1/5))
[82549] ['1/5', '1/5', '1/3', '4/9', '9'] -> ((1/3 + (1/5 * 9)) / (1/5 * 4/9))
[82550] ['1/7', '3/5', '8/9', '6/5', '5'] -> ((8/9 * 5) * (6/5 + (3/5 / 1/7)))
[82551] ['1/5', '8/7', '8/7', '5/3', '5'] -> ((8/7 / 5/3) / ((8/7 / 5) - 1/5))
[82552] ['4/7', '4/7', '5/7', '7/9', '4'] -> ((4/7 / ((4/7 / 7/9) - 5/7)) - 4)
[82553] ['1/8', '2/7', '8/9', '9/8', '4'] -> (((8/9 * 9/8) / (1/8 * 2/7)) - 4)
[82554] ['3/5', '2/3', '5/3', '9/5', '3'] -> ((9/5 + 3) / (3/5 - (2/3 / 5/3)))
[82555] ['1/5', '4/7', '5/7', '5/7', '8'] -> (((4/7 / 1/5) - 5/7) / (5/7 / 8))
[82556] ['1/9', '4/9', '7/5', '9/2', '7'] -> (9/2 * ((7 / 7/5) - (1/9 - 4/9)))
[82557] ['3/7', '1/2', '5/3', '8/3', '3'] -> ((3/7 + 3) * (5/3 + (8/3 / 1/2)))
[82558] ['1/9', '7/8', '8/7', '7/5', '6'] -> (7/5 * ((8/7 / 1/9) + (6 / 7/8)))
[82559] ['1/7', '3/5', '8/9', '9/7', '5'] -> ((8/9 * 9/7) * (5 / (1/7 / 3/5)))
[82560] ['1/5', '1/5', '1/3', '7/9', '9'] -> (((1/5 / 1/5) + (7/9 * 9)) / 1/3)
[82561] ['4/7', '4/7', '5/7', '6/7', '4'] -> (4 / ((4/7 / 4/7) - (5/7 / 6/7)))
[82562] ['1/3', '2/5', '9/8', '3/2', '2'] -> (2 / ((1/3 / 2/5) - (9/8 / 3/2)))
[82563] ['1/8', '2/7', '8/9', '7/6', '4'] -> ((4 / (2/7 - 1/8)) / (8/9 * 7/6))
[82564] ['1/8', '3/8', '9/7', '7/5', '3'] -> ((9/7 + 3) * (7/5 / (3/8 - 1/8)))
[82565] ['3/7', '4/9', '5/6', '7/8', '4'] -> (4 / ((7/8 / 3/7) - (5/6 / 4/9)))
[82566] ['1/9', '7/8', '8/7', '8/5', '6'] -> (8/5 * (6 + (8/7 / (1/9 / 7/8))))
[82567] ['4/7', '4/7', '5/7', '7/8', '4'] -> (7/8 * ((4 / (5/7 - 4/7)) - 4/7))
[82568] ['1/5', '1/5', '1/3', '6/7', '9'] -> (6/7 * ((1/5 / 1/5) + (9 / 1/3)))
[82569] ['2/7', '3/7', '4/5', '9/7', '5'] -> ((3/7 + 9/7) * (5 / (2/7 / 4/5)))
[82570] ['1/7', '3/5', '8/9', '7/5', '5'] -> ((5 + (7/5 / (1/7 * 3/5))) / 8/9)
[82571] ['1/5', '8/7', '8/7', '7/3', '5'] -> ((5 / (1/5 / 8/7)) / (7/3 - 8/7))
[82572] ['3/5', '2/3', '5/3', '3', '7/2'] -> (2/3 + (7/2 * (5/3 + (3 / 3/5))))
[82573] ['1/3', '2/5', '9/8', '2', '9/4'] -> (9/8 + ((2 + (9/4 / 2/5)) / 1/3))
[82574] ['1/9', '4/9', '8/5', '5/3', '7'] -> (5/3 * (((1/9 + 7) / 4/9) - 8/5))
[82575] ['3/7', '4/9', '5/6', '9/8', '4'] -> (9/8 + ((5/6 + (4 / 3/7)) / 4/9))
[82576] ['1/9', '7/8', '8/7', '9/5', '6'] -> (((6 / (7/8 * 9/5)) - 8/7) / 1/9)
[82577] ['1/5', '8/7', '8/7', '5/2', '5'] -> (8/7 / (1/5 - (8/7 / (5/2 + 5))))
[82578] ['1/8', '2/7', '8/9', '4/3', '4'] -> ((4/3 / (1/8 - (2/7 / 4))) - 8/9)
[82579] ['1/7', '3/5', '8/9', '8/5', '5'] -> ((5 + (8/5 / 1/7)) / (3/5 / 8/9))
[82580] ['2/7', '3/7', '4/5', '3/2', '5'] -> ((3/7 * 4/5) / ((3/2 / 5) - 2/7))
[82581] ['1/9', '4/9', '8/5', '7/4', '7'] -> ((7 / 7/4) / ((4/9 / 8/5) - 1/9))
[82582] ['4/7', '4/7', '5/7', '7/6', '4'] -> (4 / ((4/7 / 4/7) - (5/7 * 7/6)))
[82583] ['1/5', '1/5', '1/3', '8/7', '9'] -> (1/5 + ((1/5 + (9 / 1/3)) / 8/7))
[82584] ['3/5', '2/3', '4/5', '5/6', '1'] -> (1 / (2/3 - (5/6 * (3/5 / 4/5))))
[82585] ['1/5', '4/7', '5/7', '5/4', '8'] -> (8 * (5/7 + (4/7 / (1/5 * 5/4))))
[82586] ['1/5', '1/5', '1/3', '5/4', '9'] -> ((9 + (1/5 / 1/5)) / (1/3 * 5/4))
[82587] ['1/9', '4/9', '8/5', '9/5', '7'] -> (((8/5 + 7) / (4/9 - 1/9)) - 9/5)
[82588] ['3/7', '1/2', '9/5', '3', '7/2'] -> (9/5 * ((7/2 / (3/7 * 1/2)) - 3))
[82589] ['3/5', '2/3', '7/4', '5/2', '3'] -> (3 * (7/4 + (5/2 / (3/5 * 2/3))))
[82590] ['2/7', '3/7', '4/5', '8/5', '5'] -> ((2/7 + (5 / (4/5 / 8/5))) / 3/7)
[82591] ['1/3', '2/5', '8/7', '8/7', '2'] -> ((8/7 + (8/7 / 2/5)) / (1/3 / 2))
[82592] ['3/7', '4/9', '5/6', '6/5', '4'] -> ((4 / (5/6 * (3/7 * 4/9))) - 6/5)
[82593] ['1/9', '4/5', '7/8', '6/5', '5'] -> (5 / ((1/9 * 6/5) - (4/5 - 7/8)))
[82594] ['3/5', '2/3', '4/5', '1', '8/7'] -> (8/7 / ((1 / (3/5 + 4/5)) - 2/3))
[82595] ['1/5', '1/5', '1/3', '9/7', '9'] -> (((1/5 / 1/5) + (9 / 9/7)) / 1/3)
[82596] ['4/7', '4/7', '5/7', '9/7', '4'] -> ((4/7 / ((4/7 * 9/7) - 5/7)) - 4)
[82597] ['1/5', '8/7', '7/6', '7/6', '5'] -> ((7/6 / (7/6 - 8/7)) - (5 / 1/5))
[82598] ['3/7', '1/2', '9/5', '3', '9/2'] -> (3 + ((1/2 + 9/2) / (3/7 / 9/5)))
[82599] ['3/5', '2/3', '4/5', '1', '6/5'] -> (1 / (2/3 - ((3/5 / 4/5) / 6/5)))
[82600] ['4/7', '4/7', '5/7', '4/3', '4'] -> ((4/7 + 4) / (4/3 * (5/7 - 4/7)))
[82601] ['1/9', '4/5', '7/8', '5/4', '5'] -> (5 / (1/9 * (7/8 + (4/5 * 5/4))))
[82602] ['1/5', '4/7', '5/7', '7/4', '8'] -> ((7/4 / 1/5) + ((5/7 + 8) / 4/7))
[82603] ['3/5', '2/3', '7/4', '3', '9/2'] -> (3 / (9/2 - (7/4 / (3/5 * 2/3))))
[82604] ['3/7', '1/2', '9/4', '7/3', '3'] -> (3 / ((1/2 * 9/4) - (3/7 * 7/3)))
[82605] ['3/5', '2/3', '4/5', '1', '5/4'] -> ((4/5 + (1 / 5/4)) / (2/3 - 3/5))
[82606] ['3/7', '4/9', '5/6', '4/3', '4'] -> (4 / ((5/6 / 3/7) - (4/9 + 4/3)))
[82607] ['1/5', '1/5', '1/3', '9/2', '9'] -> ((1/3 * 9/2) + (9 / (1/5 + 1/5)))
[82608] ['1/3', '2/5', '8/7', '5/4', '2'] -> (2 / ((2/5 / 8/7) - (1/3 / 5/4)))
[82609] ['4/7', '4/7', '5/7', '7/5', '4'] -> ((4/7 + (4 / 7/5)) / (5/7 - 4/7))
[82610] ['1/9', '4/9', '8/5', '9/2', '7'] -> (8/5 / ((4/9 / (7 - 9/2)) - 1/9))
[82611] ['3/5', '2/3', '9/5', '9/5', '3'] -> (((3 / (2/3 - 3/5)) - 9/5) / 9/5)
[82612] ['3/5', '2/3', '4/5', '1', '9/7'] -> (2/3 / ((1 / 9/7) - (3/5 / 4/5)))
[82613] ['1/5', '4/7', '5/7', '7/3', '8'] -> (8 / ((4/7 / 5/7) - (1/5 * 7/3)))
[82614] ['1/8', '3/8', '4/3', '7/4', '3'] -> (((4/3 - 3) + (7/4 / 3/8)) / 1/8)
[82615] ['1/9', '7/8', '7/6', '7/5', '6'] -> ((7/6 / 7/5) / ((7/8 / 6) - 1/9))
[82616] ['1/5', '8/7', '7/6', '5/3', '5'] -> (8/7 + ((5/3 + (5 / 1/5)) / 7/6))
[82617] ['3/7', '4/9', '5/6', '3/2', '4'] -> (((3/2 / 3/7) - 5/6) / (4/9 / 4))
[82618] ['1/9', '4/9', '5/3', '7/2', '7'] -> ((7/2 * (7 - (1/9 - 4/9))) - 5/3)
[82619] ['3/5', '2/3', '4/5', '1', '5/3'] -> ((5/3 / (3/5 - (2/3 * 4/5))) - 1)
[82620] ['1/5', '1/5', '2/5', '3/7', '9'] -> ((9 / 3/7) + ((1/5 + 2/5) / 1/5))
[82621] ['3/7', '1/2', '5/2', '5/2', '3'] -> (((5/2 + 5/2) + (3 / 3/7)) / 1/2)
[82622] ['1/8', '3/8', '4/3', '7/3', '3'] -> (3 * ((7/3 / (3/8 - 1/8)) - 4/3))
[82623] ['1/5', '4/7', '5/7', '9/2', '8'] -> (((5/7 * 8) * (9/2 - 1/5)) - 4/7)
[82624] ['1/8', '2/7', '8/9', '9/4', '4'] -> (((9/4 / (2/7 / 8/9)) - 4) / 1/8)
[82625] ['1/5', '8/7', '7/6', '7/4', '5'] -> ((5 * (1/5 / 7/4)) / (7/6 - 8/7))
[82626] ['3/7', '4/9', '5/6', '8/5', '4'] -> (((5/6 * 8/5) + (4 / 3/7)) / 4/9)
[82627] ['3/5', '2/3', '9/4', '9/4', '3'] -> (2/3 / (9/4 - (3 / (3/5 * 9/4))))
[82628] ['1/5', '8/7', '7/6', '9/5', '5'] -> (5 / ((9/5 / 8/7) - (1/5 + 7/6)))
[82629] ['1/8', '2/7', '8/9', '7/3', '4'] -> ((4 / (1/8 / 2/7)) / (8/9 / 7/3))
[82630] ['2/7', '3/7', '5/6', '9/8', '5'] -> ((5 / (2/7 + 3/7)) / (9/8 - 5/6))
[82631] ['1/9', '4/9', '7/4', '9/5', '7'] -> ((4/9 + (7 / (7/4 * 9/5))) / 1/9)
[82632] ['3/5', '2/3', '4/5', '1', '5/2'] -> ((5/2 / ((3/5 / 2/3) - 4/5)) - 1)
[82633] ['1/5', '8/7', '7/6', '9/4', '5'] -> ((8/7 * 9/4) + (5 / (1/5 * 7/6)))
[82634] ['1/3', '2/5', '8/7', '9/5', '2'] -> ((2/5 / 1/3) / (9/5 - (2 / 8/7)))
[82635] ['3/5', '2/3', '9/4', '5/2', '3'] -> ((9/4 * 5/2) * (3 + (3/5 + 2/3)))
[82636] ['1/9', '7/8', '7/6', '9/4', '6'] -> ((7/8 / 1/9) + (9/4 * (7/6 + 6)))
[82637] ['1/9', '4/9', '7/4', '7/3', '7'] -> ((7 - (4/9 * 7/4)) / (1/9 * 7/3))
[82638] ['3/5', '2/3', '4/5', '1', '8/3'] -> (8/3 / (1 - (4/5 / (3/5 / 2/3))))
[82639] ['1/5', '1/5', '2/5', '3/4', '9'] -> (1/5 / ((3/4 / (2/5 * 9)) - 1/5))
[82640] ['2/7', '3/7', '5/6', '6/5', '5'] -> (6/5 + ((3/7 + 5) / (2/7 * 5/6)))
[82641] ['4/7', '4/7', '5/7', '5/2', '4'] -> ((4/7 + 5/7) / ((5/2 / 4) - 4/7))
[82642] ['1/5', '8/7', '7/6', '7/3', '5'] -> ((5 / 1/5) - (7/3 - (8/7 * 7/6)))
[82643] ['1/3', '2/5', '8/7', '2', '9/4'] -> ((2 / (8/7 * (2/5 - 1/3))) - 9/4)
[82644] ['1/7', '3/5', '9/8', '6/5', '5'] -> ((6/5 + (3/5 / 1/7)) / (9/8 / 5))
[82645] ['1/9', '4/5', '7/8', '9/4', '5'] -> (4/5 / (1/9 - ((7/8 / 9/4) / 5)))
[82646] ['1/8', '2/7', '8/9', '7/2', '4'] -> ((7/2 - 1/8) * (4 + (8/9 / 2/7)))
[82647] ['3/5', '2/3', '7/3', '7/3', '3'] -> (2/3 + ((7/3 + 7/3) / (3/5 / 3)))
[82648] ['3/7', '4/9', '5/6', '9/4', '4'] -> (((4 / 3/7) - 4/9) / (5/6 / 9/4))
[82649] ['1/9', '7/8', '6/5', '6/5', '6'] -> (6 / (1/9 * (6/5 + (7/8 * 6/5))))
[82650] ['1/9', '4/9', '7/4', '9/2', '7'] -> (9/2 * ((7 * (4/9 * 7/4)) - 1/9))
[82651] ['1/5', '1/5', '2/5', '7/9', '9'] -> (((9 * (7/9 - 1/5)) - 2/5) / 1/5)
[82652] ['1/8', '2/7', '9/8', '9/8', '4'] -> (((9/8 / 9/8) / (1/8 * 2/7)) - 4)
[82653] ['3/5', '2/3', '5/6', '5/6', '1'] -> (((5/6 + 5/6) / (2/3 - 3/5)) - 1)
[82654] ['1/9', '4/5', '7/8', '5/2', '5'] -> ((7/8 - 5) + (5/2 / (1/9 * 4/5)))
[82655] ['2/7', '3/7', '5/6', '7/5', '5'] -> (7/5 * ((5 / 2/7) - (3/7 * 5/6)))
[82656] ['1/9', '7/8', '6/5', '5/4', '6'] -> ((6 + (6/5 / 1/9)) / (7/8 / 5/4))
[82657] ['3/5', '2/3', '7/3', '8/3', '3'] -> ((3 / 3/5) / ((7/3 / 8/3) - 2/3))
[82658] ['1/5', '8/7', '7/6', '7/2', '5'] -> ((8/7 * 7/2) / (7/6 - (1/5 * 5)))
[82659] ['1/3', '2/5', '8/7', '2', '5/2'] -> (((2 / 8/7) + (5/2 / 2/5)) / 1/3)
[82660] ['3/5', '2/3', '5/6', '6/7', '1'] -> ((5/6 / ((3/5 / 6/7) - 2/3)) - 1)
[82661] ['1/9', '4/5', '7/8', '8/3', '5'] -> ((5 / (1/9 + 8/3)) / (7/8 - 4/5))
[82662] ['4/7', '4/7', '3/4', '5/6', '4'] -> (4 / ((4/7 * 3/4) + (4/7 - 5/6)))
[82663] ['2/7', '3/7', '5/6', '8/5', '5'] -> (5 / (5/6 * (3/7 - (2/7 / 8/5))))
[82664] ['3/7', '4/9', '5/6', '7/2', '4'] -> (4 / (5/6 - (7/2 * (3/7 * 4/9))))
[82665] ['4/7', '4/7', '3/4', '8/9', '4'] -> ((4/7 * 4) / ((3/4 * 8/9) - 4/7))
[82666] ['1/5', '8/7', '6/5', '6/5', '5'] -> (6/5 / ((6/5 / 8/7) - (1/5 * 5)))
[82667] ['1/5', '1/5', '2/5', '5/4', '9'] -> ((9 / 5/4) / ((1/5 / 2/5) - 1/5))
[82668] ['3/5', '2/3', '5/6', '1', '9/8'] -> (1 / ((3/5 * 5/6) + (2/3 - 9/8)))
[82669] ['1/3', '2/5', '8/7', '2', '7/2'] -> (((7/2 / (2/5 / 8/7)) - 2) / 1/3)
[82670] ['1/8', '2/7', '9/8', '5/4', '4'] -> ((9/8 / 1/8) / ((5/4 / 2/7) - 4))
[82671] ['1/9', '4/5', '7/8', '9/2', '5'] -> (7/8 + (9/2 * (5 + (1/9 / 4/5))))
[82672] ['4/7', '4/7', '3/4', '8/7', '4'] -> ((8/7 * 4) / ((4/7 / 3/4) - 4/7))
[82673] ['1/9', '4/5', '8/9', '8/9', '5'] -> (((5 * (4/5 * 8/9)) - 8/9) / 1/9)
[82674] ['2/7', '3/7', '5/6', '8/3', '5'] -> ((5 / (2/7 / 3/7)) / (5/6 / 8/3))
[82675] ['1/9', '7/8', '6/5', '3/2', '6'] -> (3/2 / ((7/8 / 6/5) - (1/9 * 6)))
[82676] ['1/3', '2/5', '8/7', '2', '9/2'] -> ((8/7 * 9/2) * ((2 / 2/5) - 1/3))
[82677] ['1/7', '3/5', '9/8', '7/4', '5'] -> (3/5 / ((1/7 * 7/4) - (9/8 / 5)))
[82678] ['3/5', '2/3', '8/3', '3', '7/2'] -> ((2/3 + (8/3 * 7/2)) * (3 - 3/5))
[82679] ['1/9', '4/9', '9/4', '7/2', '7'] -> ((7 * (7/2 + (1/9 / 4/9))) - 9/4)
[82680] ['3/5', '2/3', '5/6', '1', '7/6'] -> ((5/6 / ((3/5 * 7/6) - 2/3)) - 1)
[82681] ['1/5', '4/7', '3/4', '8/5', '8'] -> ((8/5 + 8) / (3/4 - (1/5 / 4/7)))
[82682] ['1/9', '4/5', '8/9', '9/8', '5'] -> (((5 * (4/5 / 9/8)) - 8/9) / 1/9)
[82683] ['3/5', '2/3', '5/6', '1', '5/4'] -> (1 / (2/3 - (5/4 * (3/5 * 5/6))))
[82684] ['1/8', '2/7', '9/8', '8/5', '4'] -> (8/5 * ((4 / 2/7) - (1/8 - 9/8)))
[82685] ['1/7', '3/5', '9/8', '9/5', '5'] -> (5 / (1/7 * (9/8 + (3/5 / 9/5))))
[82686] ['3/7', '4/9', '6/7', '5/4', '4'] -> ((3/7 + (4 / 4/9)) / (5/4 - 6/7))
[82687] ['1/5', '4/7', '3/4', '7/4', '8'] -> (4/7 * (((3/4 + 8) / 1/5) - 7/4))
[82688] ['3/5', '2/3', '3', '7/2', '7/2'] -> (2/3 + ((7/2 + (3 * 7/2)) / 3/5))
[82689] ['1/5', '8/7', '6/5', '9/4', '5'] -> (((6/5 * 5) / (1/5 * 8/7)) - 9/4)
[82690] ['1/9', '4/5', '8/9', '6/5', '5'] -> ((5 - (4/5 + 6/5)) / (1/9 / 8/9))
[82691] ['2/7', '3/7', '6/7', '9/8', '5'] -> (5 / (((6/7 - 2/7) / 3/7) - 9/8))
[82692] ['1/5', '1/5', '3/7', '1/2', '9'] -> (9 / ((1/5 / (3/7 - 1/5)) - 1/2))
[82693] ['1/3', '2/5', '7/6', '3/2', '2'] -> (2 / ((3/2 * (1/3 / 2/5)) - 7/6))
[82694] ['1/5', '4/7', '3/4', '7/3', '8'] -> (8 / ((7/3 / 4/7) - (3/4 / 1/5)))
[82695] ['1/9', '1/2', '1/2', '1/2', '7'] -> (((1/2 / 1/9) + (1/2 + 7)) / 1/2)
[82696] ['4/7', '4/7', '3/4', '8/5', '4'] -> (((4/7 + 4) / (3/4 - 4/7)) - 8/5)
[82697] ['3/7', '5/9', '5/9', '8/7', '3'] -> ((3/7 + 3) / (8/7 - (5/9 / 5/9)))
[82698] ['3/5', '2/3', '5/6', '1', '5/3'] -> ((5/3 / ((3/5 / 2/3) - 5/6)) - 1)
[82699] ['1/9', '1/2', '1/2', '5/9', '7'] -> ((5/9 / (1/9 * 1/2)) + (7 / 1/2))
[82700] ['1/5', '8/7', '6/5', '5/2', '5'] -> ((8/7 * 6/5) * (5 + (5/2 / 1/5)))
[82701] ['1/8', '3/8', '5/3', '7/4', '3'] -> (((7/4 / 1/8) - (5/3 * 3)) / 3/8)
[82702] ['3/7', '5/9', '5/9', '7/6', '3'] -> ((5/9 + 3) / (7/6 * (5/9 - 3/7)))
[82703] ['1/9', '1/2', '1/2', '4/7', '7'] -> (7 * ((1/2 / 1/9) - (1/2 + 4/7)))
[82704] ['1/8', '2/7', '9/8', '9/4', '4'] -> (((9/4 / (2/7 * 9/8)) - 4) / 1/8)
[82705] ['3/5', '2/3', '5/6', '1', '9/5'] -> ((1 + (9/5 / 3/5)) / (5/6 - 2/3))
[82706] ['2/7', '3/7', '6/7', '8/5', '5'] -> ((6/7 + (5 * (2/7 + 8/5))) / 3/7)
[82707] ['1/9', '4/5', '8/9', '7/4', '5'] -> (5 + ((8/9 + 7/4) / (1/9 / 4/5)))
[82708] ['1/9', '1/2', '1/2', '3/5', '7'] -> (((1/2 * 7) - (1/2 / 3/5)) / 1/9)
[82709] ['4/7', '4/7', '3/4', '7/3', '4'] -> (4/7 / (3/4 - ((4/7 + 7/3) / 4)))
[82710] ['1/5', '8/7', '5/4', '5/4', '5'] -> ((8/7 / 5/4) * (5/4 + (5 / 1/5)))
[82711] ['1/5', '4/7', '7/9', '7/9', '8'] -> (8 * (7/9 + (7/9 / (1/5 / 4/7))))
[82712] ['3/5', '5/7', '5/7', '6/7', '3'] -> ((3 + (3/5 * 5/7)) / (6/7 - 5/7))
[82713] ['2/7', '3/7', '6/7', '5/3', '5'] -> (((3/7 + 5) + (6/7 * 5/3)) / 2/7)
[82714] ['1/5', '8/7', '5/4', '9/7', '5'] -> (((9/7 + 5) / (1/5 * 5/4)) - 8/7)
[82715] ['1/5', '4/7', '7/9', '4/5', '8'] -> (8 / (7/9 * (4/5 + (1/5 - 4/7))))
[82716] ['1/8', '3/8', '7/4', '8/3', '3'] -> (((3 - 7/4) / (1/8 * 3/8)) - 8/3)
[82717] ['1/8', '2/7', '9/8', '4', '9/2'] -> (9/2 / ((1/8 + 4) - (9/8 / 2/7)))
[82718] ['1/7', '3/5', '8/7', '8/7', '5'] -> (8/7 / ((5 * (1/7 / 3/5)) - 8/7))
[82719] ['3/5', '2/3', '5/6', '1', '8/3'] -> (8/3 / ((1 / 2/3) - (5/6 / 3/5)))
[82720] ['2/7', '3/7', '6/7', '7/4', '5'] -> ((7/4 / (2/7 / 6/7)) * (5 - 3/7))
[82721] ['4/7', '4/7', '3/4', '8/3', '4'] -> ((8/3 + (4/7 / 3/4)) / (4/7 / 4))
[82722] ['1/9', '4/5', '8/9', '7/3', '5'] -> ((8/9 / 1/9) / (4/5 - (7/3 / 5)))
[82723] ['3/5', '5/7', '5/7', '8/9', '3'] -> ((3 + (5/7 / 3/5)) / (8/9 - 5/7))
[82724] ['1/5', '4/7', '7/9', '5/6', '8'] -> (8 / (((4/7 * 7/9) / 5/6) - 1/5))
[82725] ['1/8', '2/7', '8/7', '6/5', '4'] -> (4 / (2/7 - ((1/8 * 8/7) / 6/5)))
[82726] ['2/9', '3/8', '1/2', '4/7', '4'] -> ((4/7 / (2/9 * 3/8)) * (4 - 1/2))
[82727] ['1/9', '7/8', '5/4', '7/5', '6'] -> (6 + ((5/4 * 7/5) / (1/9 * 7/8)))
[82728] ['1/9', '4/5', '8/9', '7/2', '5'] -> ((7/2 / (1/9 / 8/9)) - (4/5 * 5))
[82729] ['1/5', '4/7', '7/9', '6/7', '8'] -> (8 / ((6/7 / (1/5 + 4/7)) - 7/9))
[82730] ['2/7', '3/7', '6/7', '5/2', '5'] -> ((3/7 + (6/7 * (5/2 + 5))) / 2/7)
[82731] ['1/9', '1/2', '1/2', '6/7', '7'] -> ((6/7 * 7) * ((1/2 / 1/9) - 1/2))
[82732] ['1/9', '4/5', '8/9', '9/2', '5'] -> (4/5 / (((1/9 + 9/2) / 5) - 8/9))
[82733] ['1/3', '2/5', '6/5', '5/3', '2'] -> ((5/3 + (2 / 2/5)) / (1/3 / 6/5))
[82734] ['2/9', '3/8', '1/2', '3/5', '4'] -> (((4 / 3/5) - (1/2 / 3/8)) / 2/9)
[82735] ['1/7', '3/5', '8/7', '9/7', '5'] -> ((9/7 + (3/5 / 1/7)) / (8/7 / 5))
[82736] ['1/5', '1/5', '3/7', '8/5', '9'] -> ((9 - ((1/5 + 8/5) / 3/7)) / 1/5)
[82737] ['1/8', '2/7', '8/7', '7/5', '4'] -> (((2/7 + (4 / 7/5)) / 1/8) - 8/7)
[82738] ['4/7', '4/7', '7/9', '6/7', '4'] -> ((4/7 * 4) / ((7/9 * 6/7) - 4/7))
[82739] ['3/7', '5/9', '5/9', '5/3', '3'] -> ((5/9 + (5/3 / 3/7)) / (5/9 / 3))
[82740] ['1/9', '7/8', '5/4', '7/4', '6'] -> ((((5/4 + 7/4) / 1/9) - 6) / 7/8)
[82741] ['1/7', '3/5', '8/7', '4/3', '5'] -> ((8/7 / 1/7) / (3/5 - (4/3 / 5)))
[82742] ['1/9', '1/2', '1/2', '9/8', '7'] -> (((1/2 * 7) - 1/2) / (1/9 * 9/8))
[82743] ['3/5', '2/3', '6/7', '1', '8/7'] -> (8/7 / (1 - (6/7 / (3/5 / 2/3))))
[82744] ['1/9', '7/8', '5/4', '9/5', '6'] -> (((9/5 / 1/9) + (6 / 5/4)) / 7/8)
[82745] ['1/5', '1/5', '3/7', '9/4', '9'] -> ((3/7 + 9/4) * (9 - (1/5 * 1/5)))
[82746] ['1/5', '8/7', '5/4', '9/5', '5'] -> (9/5 / ((5/4 / 5) - (1/5 / 8/7)))
[82747] ['1/7', '3/5', '8/7', '3/2', '5'] -> ((1/7 + 5) / (3/5 * (3/2 - 8/7)))
[82748] ['1/9', '1/2', '1/2', '9/7', '7'] -> ((7 / (9/7 * (1/9 / 1/2))) - 1/2)
[82749] ['2/7', '3/7', '7/8', '6/5', '5'] -> (5 / (7/8 - (3/7 + (2/7 / 6/5))))
