[292546] ['4/9', '5/6', '6/5', '5/2', '8'] -> ((8 / 6/5) / ((4/9 * 5/2) - 5/6))
[295435] ['4/9', '8/7', '7/5', '9/4', '8'] -> ((8/7 + (4/9 * 9/4)) * (7/5 * 8))
[295436] ['1/7', '1/3', '4/7', '9/8', '2'] -> ((1/7 / 1/3) / ((4/7 * 2) - 9/8))
[295437] ['7/9', '9/7', '4/3', '4/3', '7'] -> (7 * ((9/7 * 4/3) + (4/3 / 7/9)))
[295438] ['1/6', '6/7', '4/3', '7/3', '3'] -> (((4/3 + 3) / 1/6) - (6/7 * 7/3))
[295439] ['3/7', '1/2', '2/3', '5/6', '5'] -> (((5/6 + 5) / (2/3 - 3/7)) - 1/2)
[295440] ['1/8', '3/8', '6/5', '5/3', '2'] -> ((6/5 * 2) / ((3/8 / 5/3) - 1/8))
[295441] ['2/7', '7/8', '7/8', '7/6', '9'] -> ((9 - (7/8 / 7/8)) / (2/7 * 7/6))
[295442] ['1/7', '1/3', '4/7', '6/5', '2'] -> ((2 + (4/7 / (1/3 * 6/5))) / 1/7)
[295443] ['5/9', '4/7', '3/5', '4/5', '7'] -> ((4/7 + (4/5 / 3/5)) / (5/9 / 7))
[295444] ['1/9', '4/7', '3/4', '1', '4/3'] -> (4/3 / (1 - (3/4 + (1/9 / 4/7))))
[295445] ['3/7', '5/8', '5/6', '8/5', '9'] -> (((9 / 3/7) - (5/8 * 8/5)) / 5/6)
[295446] ['7/9', '9/7', '4/3', '3/2', '7'] -> ((4/3 * 7) / ((3/2 / 9/7) - 7/9))
[295447] ['1/7', '2/5', '4/7', '7/3', '8'] -> ((7/3 * 8) * ((4/7 / 2/5) - 1/7))
[295448] ['1/4', '8/7', '7/4', '8/3', '6'] -> ((7/4 / (1/4 / 8/7)) + (8/3 * 6))
[295449] ['1/6', '6/7', '4/3', '3', '7/2'] -> (7/2 * (3 + (6/7 / (1/6 * 4/3))))
[295450] ['1/8', '3/8', '6/5', '2', '7/3'] -> (((3/8 + 7/3) / (1/8 / 6/5)) - 2)
[295451] ['5/9', '4/7', '3/5', '5/6', '7'] -> ((7 * (4/7 / 3/5)) / (5/6 - 5/9))
[295452] ['1/7', '1/3', '4/7', '7/5', '2'] -> (4/7 / (1/7 - ((1/3 / 7/5) / 2)))
[295453] ['3/7', '1/2', '2/3', '8/9', '5'] -> (((2/3 + (5 / 1/2)) / 3/7) - 8/9)
[295454] ['2/7', '3/5', '1', '7/5', '7/4'] -> ((1 + 7/5) / (3/5 - (2/7 * 7/4)))
[295455] ['1/7', '2/5', '4/7', '8/3', '8'] -> (4/7 / ((1/7 / 2/5) - (8/3 / 8)))
[295456] ['1/9', '4/7', '3/4', '1', '7/5'] -> ((4/7 + (1 / 3/4)) / (1/9 / 7/5))
[295457] ['1/8', '3/8', '6/5', '2', '7/2'] -> (2 / ((3/8 / 1/8) - (7/2 / 6/5)))
[295458] ['4/9', '8/7', '7/5', '9/2', '8'] -> (7/5 * (8/7 + (8 * (4/9 * 9/2))))
[295459] ['1/6', '6/7', '7/5', '5/3', '3'] -> (3 * (6/7 + (5/3 / (1/6 * 7/5))))
[295460] ['2/7', '7/8', '7/8', '4/3', '9'] -> ((9 / (2/7 / 4/3)) / (7/8 + 7/8))
[295461] ['7/9', '9/7', '4/3', '9/5', '7'] -> ((9/7 * 4/3) * (9/5 * (7/9 + 7)))
[295462] ['1/7', '2/5', '4/7', '7/2', '8'] -> ((2/5 * 8) * (7/2 + (4/7 / 1/7)))
[295463] ['3/7', '1/2', '2/3', '7/6', '5'] -> (((7/6 * 5) / (2/3 - 3/7)) - 1/2)
[295464] ['1/2', '9/8', '7/4', '2', '7/2'] -> (((7/2 * (7/4 + 2)) - 9/8) / 1/2)
[295465] ['1/9', '5/7', '7/3', '5/2', '8'] -> (8 / ((1/9 / 7/3) + (5/7 / 5/2)))
[295466] ['1/6', '6/7', '7/5', '7/4', '3'] -> (7/4 * (6/7 + (3 / (1/6 * 7/5))))
[295467] ['1/9', '4/7', '3/4', '1', '3/2'] -> (3/2 + ((3/4 + (1 / 4/7)) / 1/9))
[295468] ['3/7', '5/8', '5/6', '5/2', '9'] -> (((9 / (3/7 / 5/6)) - 5/2) / 5/8)
[295469] ['2/7', '7/8', '7/8', '3/2', '9'] -> (9 / (3/2 - (7/8 + (2/7 * 7/8))))
[295470] ['1/9', '4/7', '3/4', '1', '8/5'] -> (8/5 * ((1 / (1/9 * 4/7)) - 3/4))
[295471] ['4/9', '8/7', '3/2', '3/2', '8'] -> (8/7 * ((3/2 + 3/2) + (8 / 4/9)))
[295472] ['7/9', '9/7', '4/3', '8/3', '7'] -> ((4/3 + 8/3) * (7 - (7/9 * 9/7)))
[295473] ['1/2', '9/8', '9/5', '9/5', '2'] -> (9/5 / ((9/5 / (2 - 1/2)) - 9/8))
[295474] ['1/4', '8/7', '9/5', '8/3', '6'] -> ((9/5 * 8/3) * ((6 / 8/7) - 1/4))
[295475] ['1/6', '6/7', '7/5', '9/4', '3'] -> ((3 / 1/6) / ((9/4 / 7/5) - 6/7))
[295476] ['5/9', '4/7', '3/5', '8/7', '7'] -> (((7 / 5/9) - 3/5) / (4/7 / 8/7))
[295477] ['1/7', '2/5', '3/5', '5/8', '8'] -> ((8 + ((2/5 + 3/5) / 1/7)) / 5/8)
[295478] ['1/9', '5/7', '7/3', '9/2', '8'] -> ((5/7 - (1/9 / 7/3)) * (9/2 * 8))
[295479] ['5/7', '3/4', '1', '3/2', '5/2'] -> ((1 / (3/4 - 5/7)) - (3/2 + 5/2))
[295480] ['1/8', '3/8', '5/4', '8/5', '2'] -> (8/5 * (2 + ((3/8 + 5/4) / 1/8)))
[295481] ['1/6', '6/7', '7/5', '7/3', '3'] -> ((3 + (7/3 / 7/5)) / (1/6 / 6/7))
[295482] ['1/7', '1/3', '3/5', '5/8', '2'] -> ((2 / (1/7 * 5/8)) / (1/3 + 3/5))
[295483] ['2/7', '7/8', '7/8', '5/3', '9'] -> ((5/3 * 9) / (7/8 - (2/7 * 7/8)))
[295484] ['1/7', '2/5', '3/5', '3/4', '8'] -> ((8 + (2/5 / 1/7)) / (3/5 * 3/4))
[295485] ['1/9', '4/7', '3/4', '1', '9/4'] -> ((9/4 + (1 / (1/9 * 4/7))) / 3/4)
[295486] ['4/9', '8/7', '3/2', '9/5', '8'] -> ((9/5 * (4/9 + 3/2)) * (8 - 8/7))
[295487] ['1/9', '4/7', '3/4', '1', '7/3'] -> (((4/7 * 7/3) + (1 / 3/4)) / 1/9)
[295488] ['1/9', '5/7', '5/2', '7/2', '8'] -> ((7/2 / 1/9) - (5/7 * (5/2 + 8)))
[295489] ['1/9', '4/7', '3/4', '1', '5/2'] -> ((1 + 5/2) / (3/4 * (1/9 / 4/7)))
[295490] ['3/7', '5/8', '6/7', '8/7', '9'] -> ((6/7 + (9 * (3/7 + 8/7))) / 5/8)
[295491] ['1/8', '3/8', '9/7', '7/5', '2'] -> (2 / (((3/8 / 9/7) / 7/5) - 1/8))
[295492] ['1/4', '8/7', '9/4', '5/2', '6'] -> ((1/4 * 6) / (9/4 - (5/2 / 8/7)))
[295493] ['7/9', '9/7', '7/5', '5/3', '7'] -> ((7/5 * 5/3) * (9/7 + (7 / 7/9)))
[295494] ['4/9', '8/7', '3/2', '7/3', '8'] -> ((7/3 / (4/9 * 3/2)) * (8 - 8/7))
[295495] ['5/9', '4/7', '3/5', '4/3', '7'] -> (7 * ((4/3 / (5/9 * 3/5)) - 4/7))
[295496] ['1/7', '2/5', '3/5', '5/6', '8'] -> (8 / (1/7 * (5/6 + (3/5 / 2/5))))
[295497] ['1/6', '6/7', '3/2', '5/3', '3'] -> ((5/3 + (3 / (6/7 * 3/2))) / 1/6)
[295498] ['1/9', '5/7', '5/2', '9/2', '8'] -> (8 * ((5/2 / 5/7) - (1/9 * 9/2)))
[295499] ['3/7', '5/8', '6/7', '7/6', '9'] -> ((7/6 + (3/7 / 6/7)) / (5/8 / 9))
[295500] ['3/7', '1/2', '5/7', '5/7', '5'] -> ((5 / (5/7 * (5/7 - 3/7))) - 1/2)
[295501] ['2/7', '7/8', '7/8', '9/2', '9'] -> ((9 + (9/2 / 7/8)) / (7/8 - 2/7))
[295502] ['1/7', '2/5', '3/5', '7/8', '8'] -> (((8 / 7/8) - (1/7 - 3/5)) / 2/5)
[295503] ['2/7', '7/8', '8/9', '8/9', '9'] -> (9 * ((8/9 / (2/7 * 7/8)) - 8/9))
[295504] ['3/7', '1/2', '5/7', '7/9', '5'] -> ((5 + (5/7 / 3/7)) / (7/9 - 1/2))
[295505] ['5/7', '3/4', '1', '8/5', '5/2'] -> ((1 / (3/4 - 5/7)) - (8/5 * 5/2))
[295506] ['5/9', '4/7', '3/5', '8/5', '7'] -> ((8/5 / (4/7 - 5/9)) / (3/5 * 7))
[295507] ['4/9', '8/7', '8/5', '8/5', '8'] -> (8/5 + (8/7 * (8/5 + (8 / 4/9))))
[295508] ['2/7', '7/8', '8/9', '9/8', '9'] -> ((9 - (9/8 / 7/8)) / (2/7 / 8/9))
[295509] ['1/2', '9/8', '2', '9/4', '9/2'] -> ((2 / (1/2 * 9/8)) * (9/4 + 9/2))
[295510] ['1/7', '1/3', '3/5', '6/7', '2'] -> (((6/7 / (1/7 * 3/5)) - 2) / 1/3)
[295511] ['3/7', '5/8', '6/7', '9/5', '9'] -> (9 / (6/7 - (9/5 * (3/7 * 5/8))))
[295512] ['3/7', '1/2', '5/7', '4/5', '5'] -> ((3/7 * 5) / (5/7 - (1/2 / 4/5)))
[295513] ['1/9', '4/7', '7/9', '8/9', '1'] -> ((8/9 / (1/9 * 7/9)) / (1 - 4/7))
[295514] ['1/4', '8/7', '5/2', '8/3', '6'] -> ((5/2 / 1/4) + (6 / (8/7 / 8/3)))
[295515] ['1/8', '3/8', '9/7', '2', '9/4'] -> (2 / ((3/8 / (1/8 * 9/7)) - 9/4))
[295516] ['3/7', '1/2', '5/7', '5/6', '5'] -> ((5 - 5/7) / (5/6 * (3/7 * 1/2)))
[295517] ['1/2', '9/8', '2', '7/3', '7/3'] -> (2 / (((7/3 - 9/8) / 1/2) - 7/3))
[295518] ['5/9', '4/7', '3/5', '7/4', '7'] -> ((7 + (4/7 * 7/4)) / (5/9 * 3/5))
[295519] ['1/9', '4/7', '7/9', '1', '9/8'] -> (1 / (((7/9 - 1/9) / 4/7) - 9/8))
[295520] ['1/9', '5/7', '7/2', '9/2', '8'] -> (8 * ((1/9 * 9/2) + (5/7 * 7/2)))
[295521] ['3/7', '1/2', '5/7', '6/7', '5'] -> ((5 - (5/7 - 6/7)) / (3/7 * 1/2))
[295522] ['5/9', '4/7', '3/5', '9/5', '7'] -> (7 * ((4/7 / 5/9) + (3/5 + 9/5)))
[295523] ['1/2', '9/8', '2', '5/2', '5/2'] -> ((1/2 + 5/2) / ((5/2 / 2) - 9/8))
[295524] ['1/6', '6/7', '8/5', '9/5', '3'] -> ((((9/5 + 3) / 6/7) - 8/5) / 1/6)
[295525] ['1/8', '3/8', '9/7', '2', '8/3'] -> ((9/7 / (3/8 - 1/8)) * (2 + 8/3))
[295526] ['4/9', '8/7', '8/5', '9/5', '8'] -> (8 / ((8/5 / (8/7 * 9/5)) - 4/9))
[295527] ['5/7', '3/4', '1', '8/5', '9/2'] -> (8/5 * ((9/2 / (1 - 5/7)) - 3/4))
[295528] ['1/9', '4/7', '7/9', '1', '8/7'] -> (((7/9 + (8/7 / 4/7)) / 1/9) - 1)
[295529] ['1/4', '8/7', '8/3', '9/2', '6'] -> ((8/7 * 9/2) * ((8/3 / 1/4) - 6))
[295530] ['1/7', '2/5', '3/5', '3/2', '8'] -> (8 / (1/7 + (2/5 / (3/5 + 3/2))))
[295531] ['3/7', '1/2', '5/7', '8/7', '5'] -> ((((5/7 + 5) / 1/2) - 8/7) / 3/7)
[295532] ['7/9', '9/7', '3/2', '8/5', '7'] -> ((9/7 * 3/2) * (8/5 * (7/9 + 7)))
[295533] ['1/6', '6/7', '8/5', '7/3', '3'] -> (8/5 * (3 + (7/3 / (1/6 / 6/7))))
[295534] ['1/7', '1/3', '3/5', '9/7', '2'] -> ((9/7 + (2 / (1/3 + 3/5))) / 1/7)
[295535] ['3/7', '1/2', '5/7', '6/5', '5'] -> ((6/5 / (3/7 * 1/2)) * (5 - 5/7))
[295536] ['2/7', '7/8', '8/9', '4/3', '9'] -> ((8/9 / 4/3) * (9 / (2/7 * 7/8)))
[295537] ['7/9', '9/7', '3/2', '5/3', '7'] -> ((9/7 * 3/2) * (7/9 + (5/3 * 7)))
[295538] ['1/9', '3/4', '3/4', '5/6', '8'] -> ((8 + (5/6 / (1/9 * 3/4))) / 3/4)
[295539] ['1/9', '4/7', '7/9', '1', '5/4'] -> (5/4 + ((7/9 + (1 / 4/7)) / 1/9))
[295540] ['3/7', '5/8', '7/8', '6/5', '9'] -> (9 / ((5/8 * 6/5) - (3/7 * 7/8)))
[295541] ['5/9', '4/7', '3/5', '5/2', '7'] -> (4/7 / ((5/2 / 7) - (5/9 * 3/5)))
[295542] ['1/7', '1/3', '3/5', '4/3', '2'] -> ((2 + (4/3 / (1/3 + 3/5))) / 1/7)
[295543] ['2/7', '3/5', '1', '8/5', '9/4'] -> (8/5 / (1 - (3/5 / (2/7 * 9/4))))
[295544] ['1/9', '4/7', '7/9', '1', '9/7'] -> ((1 + 9/7) / (7/9 - (1/9 + 4/7)))
[295545] ['1/8', '3/8', '4/3', '8/5', '2'] -> ((3/8 + (2 / 4/3)) / (1/8 / 8/5))
[295546] ['3/7', '1/2', '5/7', '9/7', '5'] -> ((5 * (3/7 + 9/7)) / (1/2 * 5/7))
[295547] ['1/2', '8/7', '8/7', '5/4', '2'] -> ((2 + (1/2 * 8/7)) / (5/4 - 8/7))
[295548] ['7/9', '9/7', '3/2', '9/5', '7'] -> (7 / (7/9 - (3/2 / (9/7 + 9/5))))
[295549] ['5/9', '4/7', '3/5', '8/3', '7'] -> ((8/3 / (5/9 * 7)) / (3/5 - 4/7))
[295550] ['5/7', '3/4', '1', '5/3', '7/3'] -> ((1 / (3/4 - 5/7)) - (5/3 + 7/3))
[295551] ['1/9', '3/4', '3/4', '7/8', '8'] -> (3/4 / (7/8 - (3/4 / (1/9 * 8))))
[295552] ['1/8', '3/8', '4/3', '9/5', '2'] -> ((4/3 + 2) * (9/5 / (3/8 - 1/8)))
[295553] ['1/6', '6/7', '8/5', '3', '9/2'] -> ((8/5 * 9/2) * ((3 / 6/7) - 1/6))
[295554] ['7/9', '9/7', '3/2', '9/4', '7'] -> (3/2 + ((7/9 + 7) * (9/7 * 9/4)))
[295555] ['3/7', '1/2', '5/7', '7/5', '5'] -> (((7/5 * 5) / (5/7 - 3/7)) - 1/2)
[295556] ['2/7', '3/5', '1', '8/5', '8/3'] -> (8/5 / (1 - (2/7 * (3/5 + 8/3))))
[295557] ['5/9', '4/7', '3/5', '7/2', '7'] -> ((4/7 * 7/2) * ((7 / 5/9) - 3/5))
[295558] ['1/9', '3/4', '3/4', '9/8', '8'] -> (3/4 / ((1/9 * 9/8) - (3/4 / 8)))
[295559] ['3/7', '5/8', '7/8', '9/5', '9'] -> ((9 + (9/5 * (5/8 / 7/8))) / 3/7)
[295560] ['1/9', '4/7', '7/9', '1', '3/2'] -> ((4/7 / 1/9) / (3/2 - (1 / 7/9)))
[295561] ['1/2', '8/7', '8/7', '3/2', '2'] -> ((8/7 * 3/2) / ((8/7 / 2) - 1/2))
[295562] ['2/7', '7/8', '8/9', '5/3', '9'] -> ((9 - (5/3 / (7/8 * 8/9))) / 2/7)
[295563] ['1/7', '1/3', '3/5', '7/4', '2'] -> (2 / ((7/4 * (1/7 / 3/5)) - 1/3))
[295564] ['7/9', '9/7', '8/5', '8/5', '7'] -> ((8/5 * 7) / ((8/5 / 9/7) - 7/9))
[295565] ['5/9', '4/7', '3/5', '9/2', '7'] -> ((4/7 / 5/9) / ((9/2 / 7) - 3/5))
[295566] ['4/9', '8/7', '5/3', '7/4', '8'] -> ((8 - (8/7 * 5/3)) / (4/9 / 7/4))
[295567] ['1/2', '8/7', '8/7', '8/5', '2'] -> (2 / (1/2 - (8/7 / (8/7 + 8/5))))
[295568] ['2/7', '7/8', '8/9', '7/4', '9'] -> ((2/7 * 7/8) + (9 * (8/9 + 7/4)))
[295569] ['3/7', '5/8', '8/9', '8/9', '9'] -> (((8/9 + (9 / 3/7)) / 8/9) - 5/8)
[295570] ['4/9', '8/7', '5/3', '9/5', '8'] -> (8/7 * ((5/3 * 9/5) + (8 / 4/9)))
[295571] ['7/9', '9/7', '8/5', '9/5', '7'] -> ((9/5 + (9/7 * 8/5)) * (7 - 7/9))
[295572] ['2/7', '7/8', '8/9', '9/4', '9'] -> ((8/9 / (2/7 * 7/8)) * (9 - 9/4))
[295573] ['4/9', '8/7', '5/3', '9/4', '8'] -> (((5/3 * 8) / (4/9 * 8/7)) - 9/4)
[295574] ['1/6', '6/7', '7/4', '7/4', '3'] -> (3 / ((7/4 / 6/7) - (1/6 + 7/4)))
[295575] ['5/7', '3/4', '1', '7/4', '9/4'] -> ((1 / (3/4 - 5/7)) - (7/4 + 9/4))
[295576] ['3/7', '5/8', '8/9', '7/6', '9'] -> (9 / (((7/6 - 5/8) / 3/7) - 8/9))
[295577] ['1/4', '7/6', '6/5', '7/3', '6'] -> (6/5 * (6 + ((7/6 + 7/3) / 1/4)))
[295578] ['2/7', '3/5', '1', '5/3', '7/3'] -> ((5/3 / ((2/7 * 7/3) - 3/5)) - 1)
[295579] ['1/7', '1/3', '3/5', '2', '7/2'] -> (((1/3 / 7/2) + (2 / 3/5)) / 1/7)
[295580] ['1/9', '3/4', '3/4', '5/3', '8'] -> ((5/3 / 1/9) + (8 + (3/4 / 3/4)))
[295581] ['2/7', '7/8', '8/9', '7/2', '9'] -> ((9 / (2/7 / 8/9)) - (7/2 / 7/8))
[295582] ['3/7', '1/2', '3/4', '5/6', '5'] -> (((3/4 + (5 / 3/7)) / 1/2) - 5/6)
[295583] ['1/7', '2/5', '5/8', '7/6', '8'] -> ((8 + (1/7 / 5/8)) / (2/5 / 7/6))
[295584] ['5/9', '4/7', '5/8', '5/6', '7'] -> ((4/7 + (5/6 / 5/8)) / (5/9 / 7))
[295585] ['1/9', '4/7', '7/9', '1', '7/2'] -> (((7/9 + (4/7 * 7/2)) / 1/9) - 1)
[295586] ['2/7', '7/8', '8/9', '9/2', '9'] -> (8/9 * (9 + (9/2 / (2/7 * 7/8))))
[295587] ['3/7', '5/8', '8/9', '9/7', '9'] -> ((9/7 + (3/7 * 8/9)) / (5/8 / 9))
[295588] ['5/7', '3/4', '1', '7/4', '9/2'] -> ((9/2 / 3/4) / ((5/7 * 7/4) - 1))
[295589] ['1/7', '1/3', '5/8', '2/3', '2'] -> (((1/3 + 2/3) + (2 / 1/7)) / 5/8)
[295590] ['1/9', '3/4', '3/4', '7/2', '8'] -> ((7/2 + 8) / (3/4 * (3/4 - 1/9)))
[295591] ['1/4', '7/6', '6/5', '7/2', '6'] -> (6 * ((1/4 / (6/5 - 7/6)) - 7/2))
[295592] ['4/9', '8/7', '5/3', '9/2', '8'] -> (9/2 + ((5/3 + (8 / 8/7)) / 4/9))
[295593] ['1/7', '2/5', '5/8', '6/5', '8'] -> ((8 / 5/8) + ((2/5 + 6/5) / 1/7))
[295594] ['2/7', '7/8', '9/8', '9/8', '9'] -> ((9 - (9/8 / 7/8)) / (2/7 * 9/8))
[295595] ['3/7', '1/2', '3/4', '9/8', '5'] -> ((3/4 / 9/8) + (5 / (3/7 * 1/2)))
[295596] ['1/9', '3/4', '7/9', '7/9', '8'] -> (((1/9 + 7/9) / (7/9 - 3/4)) - 8)
[295597] ['1/6', '6/7', '9/5', '7/3', '3'] -> (9/5 * ((7/3 / (1/6 * 6/7)) - 3))
[295598] ['1/7', '1/3', '5/8', '3/4', '2'] -> (((2 / (1/7 / 5/8)) - 3/4) / 1/3)
[295599] ['1/7', '2/5', '5/8', '5/4', '8'] -> (8 * (5/4 + (5/8 / (1/7 / 2/5))))
[295600] ['3/7', '5/8', '8/9', '4/3', '9'] -> ((9 / 3/7) / ((4/3 / 8/9) - 5/8))
[295601] ['1/6', '6/7', '9/5', '5/2', '3'] -> (5/2 * ((9/5 / (1/6 * 6/7)) - 3))
[295602] ['1/7', '1/3', '5/8', '7/9', '2'] -> ((2 - 1/3) / (7/9 * (1/7 * 5/8)))
[295603] ['1/4', '7/6', '5/4', '5/3', '6'] -> (5/3 / (5/4 * (1/4 - (7/6 / 6))))
[295604] ['4/9', '8/7', '7/4', '9/5', '8'] -> ((8 / 7/4) / ((8/7 / 9/5) - 4/9))
[295605] ['1/7', '1/3', '5/8', '4/5', '2'] -> ((2 / (1/7 + 1/3)) / (4/5 - 5/8))
[295606] ['1/9', '3/4', '7/9', '6/7', '8'] -> (((6/7 / 1/9) + (8 / 7/9)) / 3/4)
[295607] ['1/4', '7/6', '5/4', '9/5', '6'] -> ((5/4 * 9/5) * (6 + (7/6 / 1/4)))
[295608] ['1/6', '6/7', '9/5', '3', '7/2'] -> (9/5 * ((7/2 * (6/7 + 3)) - 1/6))
[295609] ['7/9', '9/7', '7/4', '9/4', '7'] -> ((7/4 + 9/4) * (7 - (7/9 * 9/7)))
[295610] ['3/7', '1/2', '3/4', '4/3', '5'] -> ((5 / 1/2) / ((3/4 / 3/7) - 4/3))
[295611] ['2/7', '3/5', '1', '7/4', '5/2'] -> ((5/2 / (3/5 - (2/7 * 7/4))) - 1)
[295612] ['1/4', '7/6', '5/4', '7/3', '6'] -> (7/3 * (6 + (5/4 / (1/4 * 7/6))))
[295613] ['1/2', '8/7', '7/6', '2', '9/4'] -> ((1/2 / 7/6) / (8/7 - (9/4 / 2)))
[295614] ['4/9', '8/7', '7/4', '7/2', '8'] -> ((8/7 * (7/4 + 7/2)) + (8 / 4/9))
[295615] ['1/9', '3/4', '7/9', '9/8', '8'] -> ((8 / (1/9 + 7/9)) / (9/8 - 3/4))
[295616] ['1/4', '7/6', '5/4', '5/2', '6'] -> (1/4 + (6 * (5/2 + (7/6 * 5/4))))
[295617] ['3/7', '1/2', '3/4', '3/2', '5'] -> ((1/2 + (5 / (3/7 / 3/2))) / 3/4)
[295618] ['1/2', '8/7', '7/6', '2', '7/3'] -> ((7/6 / (7/3 - (8/7 * 2))) - 1/2)
[295619] ['2/7', '7/8', '9/8', '9/5', '9'] -> (9 / ((9/8 / 9/5) - (2/7 * 7/8)))
[295620] ['1/6', '6/7', '9/4', '5/2', '3'] -> (3 / (((5/2 - 9/4) / 6/7) - 1/6))
[295621] ['1/2', '8/7', '7/6', '2', '5/2'] -> (2 / ((8/7 * 7/6) - (1/2 * 5/2)))
[295622] ['2/7', '7/8', '9/8', '9/4', '9'] -> ((9 - 9/4) / (9/8 * (2/7 * 7/8)))
[295623] ['1/7', '1/3', '5/8', '6/5', '2'] -> (((2 / 1/7) - 6/5) / (1/3 / 5/8))
[295624] ['1/9', '3/4', '7/9', '6/5', '8'] -> ((8 + (7/9 / 1/9)) / (3/4 / 6/5))
[295625] ['5/9', '4/7', '5/8', '4/3', '7'] -> ((4/3 + 7) / ((5/9 / 4/7) - 5/8))
[295626] ['1/2', '8/7', '7/6', '2', '8/3'] -> (2 / (7/6 * (1/2 - (8/7 / 8/3))))
[295627] ['1/6', '6/7', '7/3', '7/3', '3'] -> (((7/3 * 3) - 7/3) / (1/6 / 6/7))
[295628] ['1/7', '2/5', '5/8', '9/4', '8'] -> ((9/4 / 1/7) + (8 + (2/5 * 5/8)))
[295629] ['7/9', '9/7', '7/4', '9/2', '7'] -> ((9/7 + (9/2 / 7/4)) * (7 - 7/9))
[295630] ['1/8', '3/8', '7/4', '9/5', '2'] -> (2 / (7/4 - (3/8 / (1/8 * 9/5))))
[295631] ['1/7', '1/3', '5/8', '7/5', '2'] -> (2 / (5/8 * (1/3 - (1/7 * 7/5))))
[295632] ['2/7', '7/8', '9/8', '9/2', '9'] -> ((9 + (9/2 / (2/7 * 7/8))) / 9/8)
[295633] ['3/7', '1/2', '3/4', '7/3', '5'] -> ((5 + (3/7 * 7/3)) / (3/4 - 1/2))
[295634] ['3/7', '5/8', '8/9', '8/3', '9'] -> (((9 + (5/8 * 8/3)) / 3/7) - 8/9)
[295635] ['1/9', '3/4', '7/9', '7/5', '8'] -> ((8 / 3/4) / ((7/9 / 7/5) - 1/9))
[295636] ['5/9', '4/7', '5/8', '3/2', '7'] -> (7 * ((4/7 / 5/9) + (3/2 / 5/8)))
[295637] ['1/9', '4/7', '4/5', '1', '4/3'] -> ((1 + (4/3 / 4/7)) / (1/9 / 4/5))
[295638] ['1/4', '7/6', '9/7', '9/4', '6'] -> (6 * ((1/4 + 9/4) + (7/6 * 9/7)))
[295639] ['3/7', '1/2', '3/4', '5/2', '5'] -> ((1/2 + ((5/2 + 5) / 3/7)) / 3/4)
[295640] ['1/6', '6/7', '8/3', '8/3', '3'] -> (((8/3 / 6/7) + (8/3 / 3)) / 1/6)
[295641] ['5/7', '3/4', '1', '7/3', '8/3'] -> (8/3 / (7/3 * (1 - (5/7 / 3/4))))
[295642] ['1/7', '1/3', '5/8', '8/5', '2'] -> (((8/5 / 1/7) - (2 / 5/8)) / 1/3)
[295643] ['2/7', '7/8', '8/7', '6/5', '9'] -> (9 / ((8/7 / (6/5 - 2/7)) - 7/8))
[295644] ['1/4', '7/6', '9/7', '7/2', '6'] -> ((7/6 * 9/7) + (6 * (1/4 + 7/2)))
[295645] ['5/9', '4/7', '5/8', '5/3', '7'] -> ((5/3 / (4/7 - 5/9)) / (5/8 * 7))
[295646] ['3/7', '1/2', '3/4', '8/3', '5'] -> (((5 / 3/7) - 8/3) / (1/2 * 3/4))
[295647] ['1/8', '3/8', '9/5', '2', '5/2'] -> ((9/5 + (3/8 / 1/8)) * (2 * 5/2))
[295648] ['2/7', '3/5', '1', '9/5', '9/2'] -> ((9/2 + (1 / 2/7)) / (3/5 / 9/5))
[295649] ['5/7', '3/4', '1', '5/2', '5/2'] -> ((5/2 + (5/2 / 5/7)) / (1 - 3/4))
[295650] ['1/2', '8/7', '6/5', '8/5', '2'] -> ((8/5 / (6/5 - 8/7)) - (2 / 1/2))
[295651] ['3/7', '5/8', '9/8', '7/6', '9'] -> ((5/8 - 9/8) + (9 / (3/7 / 7/6)))
[295652] ['1/6', '6/7', '8/3', '3', '9/2'] -> ((3 / 6/7) + (9/2 + (8/3 / 1/6)))
[295653] ['2/7', '7/8', '8/7', '4/3', '9'] -> (((9 / 7/8) - 8/7) / (2/7 * 4/3))
[295654] ['3/7', '1/2', '3/4', '7/2', '5'] -> ((7/2 / (1/2 / 3/4)) * (5 - 3/7))
[295655] ['1/8', '3/8', '9/5', '2', '7/2'] -> (7/2 / ((3/8 / 9/5) - (1/8 / 2)))
[295656] ['1/4', '7/6', '4/3', '7/5', '6'] -> (6 / (4/3 - (1/4 + (7/6 / 7/5))))
[295657] ['5/7', '3/4', '1', '5/2', '8/3'] -> (1 / (8/3 - (5/2 / (5/7 / 3/4))))
[295658] ['2/7', '7/8', '8/7', '7/5', '9'] -> (9 / ((7/8 / 7/5) - (2/7 / 8/7)))
[295659] ['1/6', '7/8', '7/8', '7/8', '3'] -> ((7/8 + (7/8 * 3)) / (1/6 * 7/8))
[295660] ['1/4', '7/6', '4/3', '8/5', '6'] -> ((1/4 + (6 / 8/5)) / (4/3 - 7/6))
[295661] ['1/7', '2/5', '2/3', '4/5', '8'] -> (((2/5 / 1/7) - 4/5) / (2/3 / 8))
[295662] ['3/7', '1/2', '7/9', '6/7', '5'] -> ((7/9 * 6/7) + (5 / (3/7 * 1/2)))
[295663] ['4/9', '8/7', '7/3', '9/2', '8'] -> (7/3 * (8 + (9/2 * (4/9 * 8/7))))
