[203896] ['3/7', '9/8', '7/6', '7/3', '6'] -> ((7/6 * 6) / ((9/8 / 3/7) - 7/3))
[204898] ['1/5', '4/9', '1', '9/8', '5/3'] -> (1 / ((4/9 / 5/3) - (1/5 * 9/8)))
[204899] ['2/9', '4/5', '5/6', '9/5', '3'] -> (4/5 / ((3 * (5/6 - 2/9)) - 9/5))
[204900] ['2/5', '6/7', '8/7', '5/4', '7'] -> ((7 / (8/7 - 6/7)) - (2/5 * 5/4))
[204901] ['4/5', '8/9', '9/8', '7/5', '9'] -> ((8/9 + (7/5 / 9/8)) / (4/5 / 9))
[204902] ['4/9', '4/9', '1/2', '1', '9/8'] -> ((4/9 + (1 / 9/8)) / (1/2 - 4/9))
[204903] ['1/9', '6/7', '6/5', '9/2', '9'] -> ((9 / (6/7 - (1/9 * 9/2))) - 6/5)
[204904] ['3/4', '6/7', '7/8', '4/3', '2'] -> (2 / ((3/4 + 6/7) - (4/3 / 7/8)))
[204905] ['5/8', '5/7', '9/8', '5/4', '8'] -> ((9/8 * 8) / (5/4 - (5/8 / 5/7)))
[204906] ['5/6', '8/7', '9/4', '5/2', '5'] -> (5/6 / ((5 / 9/4) - (5/2 / 8/7)))
[204907] ['2/5', '6/7', '8/7', '9/7', '7'] -> (8/7 + ((7 + (6/7 + 9/7)) / 2/5))
[204908] ['3/7', '7/6', '7/6', '5/2', '6'] -> (((5/2 / 3/7) - 7/6) / (7/6 / 6))
[204909] ['1/7', '1/4', '1', '4/3', '9/5'] -> (9/5 * ((1 / 1/4) + (4/3 / 1/7)))
[204910] ['3/8', '3/7', '7/8', '5/2', '6'] -> (6 * ((3/7 / 3/8) + (5/2 / 7/8)))
[204911] ['4/5', '8/9', '9/8', '7/4', '9'] -> (9 * ((8/9 / 4/5) + (7/4 / 9/8)))
[204912] ['2/9', '4/5', '5/6', '3', '9/2'] -> ((9/2 - (5/6 - 3)) / (2/9 / 4/5))
[204913] ['3/7', '7/6', '7/6', '8/3', '6'] -> ((8/3 * 6) / (7/6 - (3/7 * 7/6)))
[204914] ['1/7', '3/4', '7/9', '9/7', '7'] -> (((9/7 / 1/7) + (7 / 7/9)) / 3/4)
[204915] ['1/5', '4/9', '1', '9/8', '7/3'] -> (7/3 / ((4/9 / 1/5) - (1 + 9/8)))
[204916] ['2/5', '6/7', '8/7', '4/3', '7'] -> ((4/3 * (8/7 + (7 / 2/5))) - 6/7)
[204917] ['1/9', '6/7', '5/4', '8/5', '9'] -> ((8/5 / (1/9 * 6/7)) + (9 / 5/4))
[204918] ['1/5', '4/9', '1', '9/8', '5/2'] -> ((5/2 / (9/8 * (1/5 * 4/9))) - 1)
[204919] ['1/7', '3/4', '7/9', '4/3', '7'] -> (((4/3 / 1/7) + (7 / 3/4)) / 7/9)
[204920] ['4/5', '8/9', '9/8', '7/3', '9'] -> ((4/5 * 9) * (7/3 + (8/9 * 9/8)))
[204921] ['1/7', '1/4', '1', '4/3', '9/2'] -> (9/2 * ((4/3 / 1/7) - (1 / 1/4)))
[204922] ['5/8', '6/7', '8/9', '8/3', '6'] -> (6 / (6/7 * (5/8 - (8/9 / 8/3))))
[204923] ['7/9', '7/8', '9/7', '3/2', '8'] -> ((8 / 7/9) / ((3/2 / 7/8) - 9/7))
[204924] ['1/6', '5/8', '8/7', '9/5', '2'] -> (8/7 * (9/5 + (2 / (1/6 * 5/8))))
[204925] ['1/7', '3/4', '7/9', '7/5', '7'] -> (7 / (7/9 - (3/4 / (1/7 + 7/5))))
[204926] ['1/9', '6/7', '5/4', '5/3', '9'] -> (9 / (((5/3 - 5/4) / 6/7) - 1/9))
[204927] ['3/4', '6/7', '7/8', '2', '5/2'] -> (5/2 / (2 - ((3/4 + 7/8) / 6/7)))
[204928] ['7/9', '7/8', '9/7', '8/5', '8'] -> ((7/8 + (7/9 * 9/7)) * (8/5 * 8))
[204929] ['4/5', '8/9', '9/8', '7/2', '9'] -> ((7/2 - 4/5) * (8/9 + (9 / 9/8)))
[204930] ['1/6', '5/8', '8/7', '2', '9/4'] -> ((9/4 + (5/8 * 2)) / (1/6 / 8/7))
[204931] ['5/8', '6/7', '8/9', '7/2', '6'] -> (6 * (5/8 + (7/2 * (6/7 / 8/9))))
[204932] ['1/7', '3/4', '7/9', '3/2', '7'] -> ((7 * (1/7 / 3/2)) / (7/9 - 3/4))
[204933] ['3/4', '6/7', '7/8', '2', '7/2'] -> ((3/4 * 2) / (7/2 * (7/8 - 6/7)))
[204934] ['3/8', '3/7', '8/9', '6/5', '6'] -> ((6 / (3/8 + 3/7)) / (6/5 - 8/9))
[204935] ['5/6', '8/7', '8/3', '8/3', '5'] -> (8/3 * (5 + (8/7 * (5/6 + 8/3))))
[204936] ['7/9', '7/8', '9/7', '5/3', '8'] -> ((7/8 * 8) * (9/7 + (5/3 / 7/9)))
[204937] ['4/5', '8/9', '8/7', '8/7', '9'] -> (8/7 + ((8/9 + 8/7) / (4/5 / 9)))
[204938] ['7/9', '7/8', '9/7', '7/4', '8'] -> (8 * ((7/9 * 9/7) + (7/4 / 7/8)))
[204939] ['3/7', '7/6', '6/5', '7/4', '6'] -> ((6 / ((7/6 / 7/4) - 3/7)) - 6/5)
[204940] ['2/5', '6/7', '8/7', '9/4', '7'] -> (9/4 + ((8/7 + (7 / 2/5)) / 6/7))
[204941] ['5/8', '5/7', '8/7', '8/7', '8'] -> (5/7 + (8 * (8/7 + (5/8 + 8/7))))
[204942] ['1/7', '3/4', '7/9', '7/4', '7'] -> (((7 + (7/4 / 1/7)) / 7/9) - 3/4)
[204943] ['5/6', '8/7', '7/2', '9/2', '5'] -> ((9/2 * (8/7 * 7/2)) + (5 / 5/6))
[204944] ['1/6', '5/8', '8/7', '2', '8/3'] -> ((8/3 - 8/7) / (1/6 / (5/8 + 2)))
[204945] ['1/7', '1/4', '1', '7/5', '9/4'] -> (((1/4 / 7/5) + (1 + 9/4)) / 1/7)
[204946] ['4/9', '4/9', '1/2', '1', '7/3'] -> ((4/9 / 1/2) / ((4/9 * 7/3) - 1))
[204947] ['1/9', '6/7', '5/4', '8/3', '9'] -> (((9 - 5/4) / (6/7 / 8/3)) - 1/9)
[204948] ['7/9', '7/8', '9/7', '9/5', '8'] -> ((7/9 + (7/8 * 8)) * (9/7 + 9/5))
[204949] ['5/8', '6/7', '9/8', '6/5', '6'] -> (6 / (9/8 - (6/5 * (5/8 / 6/7))))
[204950] ['5/8', '5/7', '8/7', '7/6', '8'] -> (8 / (8/7 * (7/6 - (5/8 / 5/7))))
[204951] ['2/5', '6/7', '8/7', '7/3', '7'] -> (7/3 * ((6/7 / 2/5) + (8/7 + 7)))
[204952] ['5/6', '8/7', '9/2', '9/2', '5'] -> ((8/7 * 9/2) * (9/2 + (5/6 / 5)))
[204953] ['1/9', '6/7', '5/4', '7/2', '9'] -> (6/7 + ((7/2 * 9) / (1/9 + 5/4)))
[204954] ['5/8', '6/7', '9/8', '5/4', '6'] -> (6 / ((6/7 * (5/8 + 9/8)) - 5/4))
[204955] ['1/6', '5/8', '7/6', '6/5', '2'] -> ((2 / 5/8) / ((1/6 + 7/6) - 6/5))
[204956] ['2/9', '4/5', '6/7', '7/5', '3'] -> (((4/5 / 6/7) + (7/5 + 3)) / 2/9)
[204957] ['1/7', '3/4', '7/9', '9/4', '7'] -> ((7 / 7/9) - (3/4 - (9/4 / 1/7)))
[204958] ['3/4', '6/7', '8/9', '5/4', '2'] -> ((2 / ((3/4 * 5/4) - 6/7)) - 8/9)
[204959] ['3/7', '7/6', '6/5', '8/3', '6'] -> ((7/6 * 6/5) * (8/3 * (3/7 + 6)))
[204960] ['2/5', '6/7', '8/7', '8/3', '7'] -> (8/3 * ((8/7 / 2/5) - (6/7 - 7)))
[204961] ['3/7', '7/6', '6/5', '7/2', '6'] -> (7/2 * ((3/7 / (6/5 - 7/6)) - 6))
[204962] ['2/9', '4/5', '6/7', '8/5', '3'] -> ((3 + (8/5 / (4/5 * 6/7))) / 2/9)
[204963] ['5/8', '6/7', '9/8', '3/2', '6'] -> (6 / ((9/8 / (6/7 * 3/2)) - 5/8))
[204964] ['5/8', '5/7', '8/7', '5/3', '8'] -> (5/3 * ((8/7 / 5/7) + (8 / 5/8)))
[204965] ['1/9', '6/7', '9/7', '8/5', '9'] -> (8/5 * (9 + (6/7 / (1/9 * 9/7))))
[204966] ['1/6', '5/8', '7/6', '3/2', '2'] -> ((7/6 + (2 / 3/2)) / (1/6 * 5/8))
[204967] ['3/7', '7/6', '5/4', '5/4', '6'] -> (6 / ((3/7 - 5/4) + (5/4 / 7/6)))
[204968] ['1/7', '3/4', '7/9', '9/2', '7'] -> ((3/4 * 9/2) * (7 + (1/7 * 7/9)))
[204969] ['1/6', '5/8', '7/6', '8/5', '2'] -> (8/5 + ((7/6 * 2) / (1/6 * 5/8)))
[204970] ['1/5', '4/9', '1', '8/7', '5/3'] -> ((1 + (5/3 / 1/5)) / (4/9 / 8/7))
[204971] ['7/9', '7/8', '4/3', '9/4', '8'] -> ((4/3 + 8) / (7/9 - (7/8 / 9/4)))
[204972] ['5/6', '7/6', '7/6', '8/5', '5'] -> (5 / (5/6 - ((7/6 / 7/6) / 8/5)))
[204973] ['1/6', '5/8', '7/6', '7/4', '2'] -> ((7/4 + ((5/8 + 2) / 7/6)) / 1/6)
[204974] ['4/9', '4/9', '5/9', '2/3', '1'] -> (1 / (2/3 - (5/9 / (4/9 + 4/9))))
[204975] ['3/7', '7/6', '5/4', '7/5', '6'] -> ((6 / 3/7) / ((5/4 * 7/5) - 7/6))
[204976] ['1/7', '3/4', '4/5', '5/6', '7'] -> ((7 * (1/7 / 5/6)) / (4/5 - 3/4))
[204977] ['1/9', '6/7', '4/3', '4/3', '9'] -> ((6/7 * 4/3) * (9 + (4/3 / 1/9)))
[204978] ['5/6', '7/6', '7/6', '5/3', '5'] -> ((5/3 + (7/6 + 7/6)) / (5/6 / 5))
[204979] ['3/7', '7/6', '5/4', '8/5', '6'] -> ((5/4 * 8/5) * (6 / (3/7 * 7/6)))
[204980] ['1/7', '1/4', '1', '3/2', '7/3'] -> (1 / ((1/4 * 3/2) - (1/7 * 7/3)))
[204981] ['1/6', '5/8', '7/6', '9/5', '2'] -> (2 + ((9/5 + (7/6 / 5/8)) / 1/6))
[204982] ['3/8', '3/7', '8/9', '5/2', '6'] -> (6 * (8/9 + (5/2 / (3/8 + 3/7))))
[204983] ['5/8', '5/7', '8/7', '9/2', '8'] -> ((5/7 + (8/7 * (9/2 + 8))) / 5/8)
[204984] ['4/5', '8/9', '8/7', '9/5', '9'] -> (4/5 + (9 * (9/5 + (8/9 / 8/7))))
[204985] ['2/5', '6/7', '7/6', '5/3', '7'] -> (6/7 * ((7 / (2/5 / 5/3)) - 7/6))
[204986] ['2/9', '4/5', '6/7', '5/2', '3'] -> ((3 + (5/2 * (4/5 / 6/7))) / 2/9)
[204987] ['1/9', '6/7', '4/3', '3/2', '9'] -> ((3/2 + (4/3 / 1/9)) + (9 / 6/7))
[204988] ['3/8', '3/7', '8/9', '9/2', '6'] -> ((6 / (9/2 * (3/7 - 3/8))) - 8/9)
[204989] ['3/4', '6/7', '8/9', '2', '5/2'] -> (((5/2 / (6/7 - 3/4)) - 2) / 8/9)
[204990] ['4/5', '8/9', '8/7', '9/4', '9'] -> ((8/9 + 8/7) * (9 + (9/4 / 4/5)))
[204991] ['1/6', '5/8', '7/6', '2', '7/2'] -> (((2 / 1/6) + (7/2 / 7/6)) / 5/8)
[204992] ['1/7', '1/4', '1', '8/5', '7/4'] -> (8/5 * (1 + ((1/4 + 7/4) / 1/7)))
[204993] ['5/8', '6/7', '8/7', '8/7', '6'] -> (6 / (5/8 - (6/7 / (8/7 + 8/7))))
[204994] ['1/9', '6/7', '4/3', '8/5', '9'] -> ((1/9 + (4/3 / 6/7)) * (8/5 * 9))
[204995] ['3/7', '7/6', '9/7', '9/7', '6'] -> ((9/7 + (6 * (7/6 * 9/7))) / 3/7)
[204996] ['3/4', '6/7', '8/9', '2', '7/2'] -> ((2 / (3/4 * 7/2)) / (8/9 - 6/7))
[204997] ['5/8', '5/7', '7/6', '5/4', '8'] -> (8 / ((5/7 * 7/6) - (5/8 / 5/4)))
[204998] ['1/5', '4/9', '1', '8/7', '8/3'] -> (((8/3 / (1/5 * 8/7)) - 1) / 4/9)
[204999] ['1/7', '1/4', '1', '8/5', '7/3'] -> (1 / (1/4 - (7/3 * (1/7 / 8/5))))
[205000] ['3/7', '7/6', '9/7', '7/5', '6'] -> ((6 / (7/5 - 7/6)) - (3/7 + 9/7))
[205001] ['5/6', '7/6', '7/6', '9/2', '5'] -> ((7/6 - (5/6 - 7/6)) + (9/2 * 5))
[205002] ['4/5', '8/9', '8/7', '8/3', '9'] -> (8/7 * ((8/3 / (8/9 - 4/5)) - 9))
[205003] ['1/7', '3/4', '4/5', '9/7', '7'] -> ((4/5 / (1/7 / 3/4)) * (7 - 9/7))
[205004] ['1/6', '5/8', '6/5', '7/5', '2'] -> (7/5 / (((1/6 + 6/5) / 2) - 5/8))
[205005] ['5/8', '6/7', '8/7', '7/5', '6'] -> ((6 / (5/8 * 7/5)) / (8/7 - 6/7))
[205006] ['7/9', '7/8', '7/5', '8/3', '8'] -> (8 / ((7/8 / 7/5) - (7/9 / 8/3)))
[205007] ['3/7', '7/6', '9/7', '8/5', '6'] -> ((9/7 + (6 / 7/6)) / (3/7 / 8/5))
[205008] ['2/5', '6/7', '7/6', '8/3', '7'] -> ((6/7 * 7) / ((7/6 / 2/5) - 8/3))
[205009] ['5/8', '5/7', '7/6', '7/5', '8'] -> ((8 / 5/7) / ((7/6 / 5/8) - 7/5))
[205010] ['3/8', '3/7', '9/8', '8/5', '6'] -> (8/5 * ((9/8 / (3/7 - 3/8)) - 6))
[205011] ['1/5', '4/9', '1', '7/6', '7/6'] -> ((((7/6 + 7/6) / 1/5) - 1) / 4/9)
[205012] ['3/7', '7/6', '9/7', '9/5', '6'] -> (((7/6 * 6) - 9/7) / (3/7 / 9/5))
[205013] ['1/9', '6/7', '4/3', '5/2', '9'] -> (((4/3 + 5/2) / 1/9) - (9 / 6/7))
[205014] ['1/7', '3/4', '4/5', '7/5', '7'] -> ((1/7 / (4/5 - 3/4)) * (7/5 + 7))
[205015] ['3/8', '3/7', '9/8', '9/5', '6'] -> (6 / ((3/8 / 3/7) - (9/8 / 9/5)))
[205016] ['5/8', '6/7', '8/7', '7/3', '6'] -> (((7/3 * 6) - 8/7) / (5/8 * 6/7))
[205017] ['3/7', '7/6', '4/3', '4/3', '6'] -> (6 * (4/3 + (4/3 / (3/7 * 7/6))))
[205018] ['5/6', '7/6', '6/5', '8/5', '5'] -> (5 * ((5/6 + 7/6) + (6/5 + 8/5)))
[205019] ['1/7', '1/4', '1', '5/3', '7/4'] -> (((1 + 7/4) / (1/4 - 1/7)) - 5/3)
[205020] ['1/7', '3/4', '4/5', '3/2', '7'] -> (3/2 / ((1/7 * 7) - (3/4 / 4/5)))
[205021] ['2/9', '4/5', '7/8', '7/6', '3'] -> (((7/8 + 3) + (7/6 / 4/5)) / 2/9)
[205022] ['5/8', '5/7', '7/6', '7/4', '8'] -> (8 * ((5/8 / 7/6) + (5/7 + 7/4)))
[205023] ['7/9', '7/8', '3/2', '3/2', '8'] -> ((7/8 * 8) * (3/2 + (3/2 / 7/9)))
[205024] ['2/5', '6/7', '6/5', '6/5', '7'] -> (((6/5 / 6/7) + (6/5 + 7)) / 2/5)
[205025] ['3/8', '3/7', '9/8', '5/2', '6'] -> (6 / ((3/8 + 5/2) - (9/8 / 3/7)))
[205026] ['1/7', '1/4', '1', '5/3', '9/5'] -> ((9/5 + (1 / (1/7 * 5/3))) / 1/4)
[205027] ['5/6', '7/6', '6/5', '7/4', '5'] -> ((6/5 * 5) / ((5/6 + 7/6) - 7/4))
[205028] ['2/9', '4/5', '7/8', '6/5', '3'] -> ((6/5 / (2/9 * 3)) / (7/8 - 4/5))
[205029] ['2/5', '6/7', '6/5', '5/4', '7'] -> ((6/5 / 7) / ((2/5 + 6/7) - 5/4))
[205030] ['1/5', '4/9', '1', '7/6', '9/7'] -> ((4/9 / 1/5) / (1 - (7/6 / 9/7)))
[205031] ['5/8', '5/7', '7/6', '9/5', '8'] -> ((9/5 + (8 / 5/7)) / (7/6 - 5/8))
[205032] ['1/9', '6/7', '7/5', '3/2', '9'] -> ((3/2 + (6/7 * 7/5)) * (9 - 1/9))
[205033] ['5/6', '7/6', '6/5', '9/4', '5'] -> ((6/5 * 5) / (9/4 - (5/6 + 7/6)))
[205034] ['3/7', '7/6', '4/3', '8/5', '6'] -> (8/5 * ((6 / (3/7 / 7/6)) - 4/3))
[205035] ['2/9', '4/5', '7/8', '5/4', '3'] -> (4/5 / ((7/8 / 5/4) - (2/9 * 3)))
[205036] ['1/7', '1/4', '1', '5/3', '9/4'] -> ((1/4 + (9/4 / 1/7)) / (5/3 - 1))
[205037] ['2/5', '6/7', '6/5', '3/2', '7'] -> ((6/7 + 6/5) * (7 / (2/5 * 3/2)))
[205038] ['3/8', '3/7', '8/7', '7/6', '6'] -> (((8/7 / 3/7) - 7/6) / (3/8 / 6))
[205039] ['4/5', '8/9', '7/6', '4/3', '9'] -> (9 * ((8/9 / 4/5) + (7/6 * 4/3)))
[205040] ['5/6', '7/6', '6/5', '7/3', '5'] -> (5 * ((5/6 + 7/6) + (6/5 * 7/3)))
[205041] ['1/9', '6/7', '7/5', '8/5', '9'] -> ((6/7 * 9) * (8/5 + (1/9 + 7/5)))
[205042] ['7/9', '7/8', '3/2', '7/4', '8'] -> ((7/4 + (7/8 / 3/2)) / (7/9 / 8))
[205043] ['3/4', '6/7', '9/8', '5/3', '2'] -> (2 / ((9/8 / (3/4 * 6/7)) - 5/3))
[205044] ['1/5', '4/9', '1', '7/6', '3/2'] -> ((7/6 + 3/2) / (1/5 * (1 - 4/9)))
[205045] ['7/9', '7/8', '3/2', '9/5', '8'] -> ((3/2 * 9/5) * (8 + (7/9 / 7/8)))
[205046] ['2/5', '6/7', '6/5', '5/3', '7'] -> (7 * (2/5 + (6/5 * (6/7 + 5/3))))
[205047] ['1/7', '3/4', '4/5', '9/4', '7'] -> ((3/4 / (1/7 - (4/5 / 7))) - 9/4)
[205048] ['1/7', '1/4', '1', '5/3', '7/2'] -> ((1 / 7/2) / (1/4 - (1/7 * 5/3)))
[205049] ['3/7', '7/6', '4/3', '9/5', '6'] -> (9/5 * (4/3 + (6 / (3/7 * 7/6))))
[205050] ['3/4', '6/7', '9/8', '7/4', '2'] -> ((3/4 / 7/4) / (2 - (6/7 + 9/8)))
[205051] ['2/9', '4/5', '7/8', '7/5', '3'] -> (3 * (4/5 + (7/5 / (2/9 * 7/8))))
[205052] ['4/5', '8/9', '7/6', '5/3', '9'] -> (9 * (7/6 + (5/3 * (4/5 / 8/9))))
[205053] ['4/9', '4/9', '5/9', '1', '7/3'] -> (((4/9 + 7/3) / (5/9 - 4/9)) - 1)
[205054] ['1/9', '6/7', '7/5', '7/4', '9'] -> ((6/7 * (7/5 + 7/4)) * (9 - 1/9))
[205055] ['5/8', '5/7', '7/6', '8/3', '8'] -> (5/7 + (8 * (5/8 + (8/3 / 7/6))))
[205056] ['1/7', '3/4', '4/5', '7/3', '7'] -> (((7 / 4/5) - 3/4) / (1/7 * 7/3))
[205057] ['2/9', '4/5', '7/8', '3/2', '3'] -> (3/2 * ((3 / (2/9 * 4/5)) - 7/8))
[205058] ['2/5', '6/7', '6/5', '9/5', '7'] -> (((7 * (6/7 * 9/5)) - 6/5) / 2/5)
[205059] ['7/9', '7/8', '3/2', '7/2', '8'] -> ((7/2 / (7/8 - 7/9)) - (3/2 * 8))
[205060] ['5/6', '7/6', '5/4', '9/5', '5'] -> ((7/6 + (5/4 / 5/6)) * (9/5 * 5))
[205061] ['3/7', '7/6', '4/3', '7/3', '6'] -> ((6 / 3/7) / ((7/3 / 4/3) - 7/6))
[205062] ['1/7', '3/4', '4/5', '5/2', '7'] -> (7 * ((1/7 / 4/5) + (3/4 + 5/2)))
[205063] ['1/9', '6/7', '7/5', '9/4', '9'] -> ((9/4 * (6/7 * 7/5)) * (9 - 1/9))
[205064] ['4/9', '4/9', '5/9', '1', '8/3'] -> ((8/3 / 4/9) / ((5/9 / 4/9) - 1))
[205065] ['4/5', '8/9', '7/6', '9/4', '9'] -> ((9 / (4/5 / 9/4)) - (7/6 / 8/9))
[205066] ['3/4', '6/7', '9/8', '2', '5/2'] -> (9/8 * ((5/2 / (6/7 - 3/4)) - 2))
[205067] ['5/8', '5/7', '7/6', '9/2', '8'] -> ((9/2 + 8) / (7/6 * (5/8 * 5/7)))
[205068] ['1/7', '1/4', '1', '7/4', '7/3'] -> ((1 + (7/4 / 1/4)) / (1/7 * 7/3))
[205069] ['3/8', '3/7', '7/6', '6/5', '6'] -> ((3/7 + 6) * (6/5 / (3/8 / 7/6)))
[205070] ['3/7', '7/6', '7/5', '7/5', '6'] -> ((7/5 + (7/5 / 3/7)) / (7/6 / 6))
[205071] ['1/9', '6/7', '7/5', '7/3', '9'] -> ((7/3 - 1/9) * (9 * (6/7 * 7/5)))
[205072] ['3/4', '6/7', '9/8', '2', '7/2'] -> ((6/7 * 7/2) / (2 - (3/4 + 9/8)))
[205073] ['5/6', '7/6', '5/4', '8/3', '5'] -> (5 / (5/6 * (8/3 - (7/6 + 5/4))))
[205074] ['1/5', '4/9', '1', '7/6', '5/2'] -> (1 / (7/6 - (5/2 * (1/5 / 4/9))))
[205075] ['7/9', '7/8', '8/5', '5/3', '8'] -> ((8/5 * 5/3) * (8 / (7/9 / 7/8)))
[205076] ['1/9', '6/7', '7/5', '5/2', '9'] -> (6/7 + (9 / (5/2 * (1/9 * 7/5))))
[205077] ['1/7', '1/4', '1', '7/4', '8/3'] -> (8/3 * ((1/4 + 7/4) + (1 / 1/7)))
[205078] ['5/8', '6/7', '7/6', '9/2', '6'] -> ((9/2 + 6) / (7/6 - (5/8 / 6/7)))
[205079] ['1/6', '5/8', '9/7', '7/5', '2'] -> (((2 / 1/6) - 9/7) / (5/8 / 7/5))
[205080] ['1/7', '3/4', '5/6', '6/7', '7'] -> ((1/7 * 7) / ((3/4 / 6/7) - 5/6))
[205081] ['4/5', '8/9', '7/6', '7/2', '9'] -> (7/2 + (9 * (7/6 + (8/9 / 4/5))))
[205082] ['2/5', '6/7', '5/4', '9/7', '7'] -> (7 * (6/7 + (9/7 / (2/5 * 5/4))))
[205083] ['4/9', '4/9', '4/7', '5/8', '1'] -> (1 / ((5/8 * (4/9 / 4/7)) - 4/9))
[205084] ['1/9', '6/7', '7/5', '7/2', '9'] -> ((7/2 / 1/9) - (9 / (6/7 * 7/5)))
[205085] ['1/5', '4/9', '1', '7/6', '7/2'] -> ((((7/2 - 7/6) / 1/5) - 1) / 4/9)
[205086] ['1/7', '3/4', '5/6', '8/9', '7'] -> ((7 * (1/7 / 3/4)) / (8/9 - 5/6))
[205087] ['1/9', '6/7', '7/5', '9/2', '9'] -> (7/5 * ((9 / (1/9 * 9/2)) - 6/7))
[205088] ['2/5', '6/7', '5/4', '7/5', '7'] -> ((6/7 * 7) / ((2/5 + 5/4) - 7/5))
[205089] ['3/8', '3/7', '7/6', '5/3', '6'] -> ((3/7 + (6 / (7/6 / 5/3))) / 3/8)
[205090] ['5/6', '7/6', '9/7', '3/2', '5'] -> ((5 / (5/6 * 7/6)) / (3/2 - 9/7))
[205091] ['3/4', '6/7', '8/7', '8/5', '2'] -> (2 / ((8/7 / (6/7 * 8/5)) - 3/4))
[205092] ['5/8', '5/7', '6/5', '3/2', '8'] -> (((8 / 5/7) - 6/5) / (5/8 / 3/2))
[205093] ['1/9', '6/7', '3/2', '3/2', '9'] -> ((6/7 * 9) * (3/2 + (1/9 + 3/2)))
[205094] ['3/8', '3/7', '7/6', '7/4', '6'] -> (6 / (7/6 * (3/7 - (3/8 / 7/4))))
[205095] ['3/4', '6/7', '8/7', '9/5', '2'] -> (2 / ((3/4 - 8/7) + (6/7 / 9/5)))
[205096] ['1/7', '3/4', '5/6', '8/7', '7'] -> ((7 + (8/7 / 1/7)) / (3/4 * 5/6))
[205097] ['2/5', '6/7', '5/4', '8/5', '7'] -> (2/5 + ((6/7 + 5/4) * (8/5 * 7)))
[205098] ['3/8', '3/7', '7/6', '9/5', '6'] -> (6 / (3/7 - ((3/8 / 7/6) / 9/5)))
[205099] ['1/5', '4/9', '1', '6/5', '4/3'] -> ((1 + (4/3 / 4/9)) / (1/5 / 6/5))
[205100] ['5/8', '6/7', '6/5', '3/2', '6'] -> (6 * (6/5 + (3/2 / (5/8 * 6/7))))
[205101] ['1/7', '3/4', '5/6', '7/6', '7'] -> ((1/7 * 7) / ((3/4 * 7/6) - 5/6))
[205102] ['3/7', '7/6', '3/2', '8/5', '6'] -> ((3/2 + 6) * (8/5 / (3/7 * 7/6)))
[205103] ['1/5', '4/9', '1', '6/5', '7/5'] -> (6/5 / ((1/5 / 4/9) + (1 - 7/5)))
[205104] ['1/5', '4/9', '1', '6/5', '3/2'] -> (6/5 / (3/2 - (1 + (1/5 / 4/9))))
[205105] ['3/7', '7/6', '3/2', '5/3', '6'] -> (6 * ((3/2 / 3/7) - (7/6 - 5/3)))
[205106] ['4/9', '4/9', '4/7', '6/7', '1'] -> ((4/9 * 6/7) / ((4/9 + 4/7) - 1))
[205107] ['5/8', '6/7', '6/5', '8/5', '6'] -> (6 / ((6/5 / (6/7 * 8/5)) - 5/8))
[205108] ['1/6', '5/8', '9/7', '2', '7/3'] -> (((9/7 * 7/3) + (2 / 1/6)) / 5/8)
[205109] ['1/7', '1/4', '1', '9/4', '9/2'] -> (((9/2 + (1/4 - 1)) / 1/7) - 9/4)
[205110] ['5/6', '7/6', '9/7', '5/2', '5'] -> ((5/2 + (7/6 * 9/7)) / (5/6 / 5))
[205111] ['5/8', '6/7', '6/5', '5/3', '6'] -> ((6 / (5/8 * 6/7)) / (5/3 - 6/5))
[205112] ['3/4', '6/7', '7/6', '6/5', '2'] -> (2 / (((6/7 * 7/6) / 6/5) - 3/4))
[205113] ['1/5', '4/9', '1', '6/5', '5/3'] -> ((((1 + 5/3) / 4/9) - 6/5) / 1/5)
[205114] ['2/9', '4/5', '8/9', '7/6', '3'] -> (3 / (((7/6 - 8/9) / 4/5) - 2/9))
[205115] ['1/9', '6/7', '3/2', '7/2', '9'] -> ((9 + (7/2 / (1/9 / 6/7))) / 3/2)
[205116] ['3/7', '7/6', '8/5', '8/5', '6'] -> ((7/6 * (3/7 + 6)) * (8/5 + 8/5))
[205117] ['2/5', '6/7', '5/4', '7/3', '7'] -> ((5/4 + 7/3) + (7 / (2/5 * 6/7)))
[205118] ['3/4', '6/7', '7/6', '9/7', '2'] -> (2 / (((3/4 + 6/7) / 9/7) - 7/6))
[205119] ['1/6', '5/8', '9/7', '2', '5/2'] -> (1/6 / ((5/8 * 5/2) - (2 / 9/7)))
[205120] ['5/6', '7/6', '9/7', '9/2', '5'] -> ((7/6 * 5) * ((9/2 / 5/6) - 9/7))
[205121] ['1/7', '3/4', '5/6', '7/5', '7'] -> ((1/7 + 7) / (5/6 - (3/4 / 7/5)))
[205122] ['5/8', '5/7', '6/5', '5/2', '8'] -> (6/5 * ((5/2 / (5/7 - 5/8)) - 8))
[205123] ['5/6', '7/6', '4/3', '4/3', '5'] -> ((4/3 + (4/3 * 5)) / (7/6 - 5/6))
[205124] ['5/8', '6/7', '6/5', '9/4', '6'] -> (((9/4 * 6) / (5/8 * 6/7)) - 6/5)
[205125] ['1/7', '1/4', '1', '7/3', '7/2'] -> ((1 / (1/7 * 1/4)) / (7/2 - 7/3))
[205126] ['5/8', '5/7', '6/5', '8/3', '8'] -> ((8 / 5/7) / ((5/8 * 8/3) - 6/5))
