[1308107] ['2/3', '3/2', '5/3', '7/9', '8/9'] -> (8/9 / (7/9 - ((2/3 * 5/3) / 3/2)))
[1318057] ['2/3', '3/5', '3/8', '4/3', '4/3'] -> ((4/3 / (2/3 - (3/8 / 3/5))) / 4/3)
[1318078] ['2/3', '3/5', '3/8', '4/3', '8/5'] -> (8/5 / (2/3 * (3/5 - (3/8 * 4/3))))
[1318086] ['2/3', '3/5', '3/8', '4/5', '4/5'] -> ((4/5 / (2/3 - (3/8 / 3/5))) / 4/5)
[1318091] ['2/3', '3/5', '3/8', '4/5', '5/4'] -> ((4/5 / (2/3 - (3/8 / 3/5))) * 5/4)
[1318113] ['2/3', '3/5', '3/8', '4/5', '9/8'] -> (9/8 / ((3/5 - (3/8 / 2/3)) / 4/5))
[1318114] ['2/3', '3/5', '3/8', '4/7', '4/7'] -> ((4/7 / (2/3 - (3/8 / 3/5))) / 4/7)
[1318120] ['2/3', '3/5', '3/8', '4/7', '5/7'] -> (5/7 / ((2/3 + 3/8) * (3/5 - 4/7)))
[1318124] ['2/3', '3/5', '3/8', '4/7', '6/7'] -> (6/7 / (2/3 * ((3/8 / 3/5) - 4/7)))
[1318127] ['2/3', '3/5', '3/8', '4/7', '7/4'] -> ((4/7 / (2/3 - (3/8 / 3/5))) * 7/4)
[1318139] ['2/3', '3/5', '3/8', '4/7', '9/7'] -> (9/7 / ((3/5 * (2/3 + 3/8)) - 4/7))
[1318141] ['2/3', '3/5', '3/8', '4/9', '4/9'] -> ((4/9 / (2/3 - (3/8 / 3/5))) / 4/9)
[1318158] ['2/3', '3/5', '3/8', '4/9', '8/3'] -> (((2/3 / (4/9 - 3/8)) - 3/5) * 8/3)
[1318163] ['2/3', '3/5', '3/8', '4/9', '9/4'] -> ((4/9 / (2/3 - (3/8 / 3/5))) * 9/4)
[1318168] ['2/3', '3/5', '3/8', '5/2', '5/3'] -> (5/3 / (((2/3 / 3/5) / 5/2) - 3/8))
[1318183] ['2/3', '3/5', '3/8', '5/2', '8/3'] -> (8/3 / (((2/3 / 3/8) / 5/2) - 3/5))
[1318184] ['2/3', '3/5', '3/8', '5/2', '8/5'] -> (8/5 / ((2/3 * 5/2) - (3/5 / 3/8)))
[1318188] ['2/3', '3/5', '3/8', '5/2', '9/4'] -> (9/4 / ((3/5 - (3/8 / 2/3)) * 5/2))
[1318196] ['2/3', '3/5', '3/8', '5/3', '5/8'] -> (((5/3 / (2/3 - 3/5)) - 3/8) - 5/8)
[1318207] ['2/3', '3/5', '3/8', '5/3', '8/3'] -> ((2/3 / ((3/8 * 5/3) - 3/5)) - 8/3)
[1318208] ['2/3', '3/5', '3/8', '5/3', '8/5'] -> (8/5 / (3/5 * ((2/3 / 3/8) - 5/3)))
[1318213] ['2/3', '3/5', '3/8', '5/3', '9/5'] -> (9/5 / (3/8 * (3/5 - (2/3 / 5/3))))
[1318238] ['2/3', '3/5', '3/8', '5/4', '9/8'] -> (9/8 / ((3/5 - (3/8 / 2/3)) * 5/4))
[1318239] ['2/3', '3/5', '3/8', '5/6', '5/6'] -> ((5/6 / (2/3 - (3/8 / 3/5))) / 5/6)
[1318256] ['2/3', '3/5', '3/8', '5/6', '9/2'] -> ((2/3 / ((3/5 * 5/6) - 3/8)) * 9/2)
[1318264] ['2/3', '3/5', '3/8', '5/7', '6/5'] -> (6/5 / (2/3 * (3/5 - (3/8 / 5/7))))
[1318265] ['2/3', '3/5', '3/8', '5/7', '6/7'] -> (6/7 / (2/3 * ((3/5 * 5/7) - 3/8)))
[1318277] ['2/3', '3/5', '3/8', '5/7', '9/2'] -> (9/2 / (((3/8 / 2/3) / 5/7) - 3/5))
[1318302] ['2/3', '3/5', '3/8', '5/9', '5/9'] -> ((5/9 / (2/3 - (3/8 / 3/5))) / 5/9)
[1318303] ['2/3', '3/5', '3/8', '5/9', '6/5'] -> (6/5 / (2/3 * ((3/8 / 5/9) - 3/5)))
[1318308] ['2/3', '3/5', '3/8', '5/9', '7/5'] -> (7/5 / (3/8 * (5/9 - (2/3 * 3/5))))
[1318313] ['2/3', '3/5', '3/8', '5/9', '8/5'] -> (8/5 / (3/5 - (5/9 / (2/3 + 3/8))))
[1318334] ['2/3', '3/5', '3/8', '6/5', '9/2'] -> ((2/3 / ((3/5 / 6/5) - 3/8)) * 9/2)
[1318337] ['2/3', '3/5', '3/8', '6/5', '9/7'] -> (9/7 / (3/8 - (3/5 / (2/3 + 6/5))))
[1318339] ['2/3', '3/5', '3/8', '6/7', '6/7'] -> ((6/7 / (2/3 - (3/8 / 3/5))) / 6/7)
[1318344] ['2/3', '3/5', '3/8', '6/7', '7/6'] -> ((6/7 / (2/3 - (3/8 / 3/5))) * 7/6)
[1318348] ['2/3', '3/5', '3/8', '6/7', '8/5'] -> (8/5 / (3/8 * ((2/3 / 6/7) - 3/5)))
[1318354] ['2/3', '3/5', '3/8', '6/7', '9/7'] -> (9/7 / ((3/8 / 3/5) - (2/3 * 6/7)))
[1318356] ['2/3', '3/5', '3/8', '7/2', '7/2'] -> ((7/2 / (2/3 - (3/8 / 3/5))) / 7/2)
[1318372] ['2/3', '3/5', '3/8', '7/3', '7/3'] -> (7/3 / ((2/3 - (3/8 / 3/5)) * 7/3))
[1318385] ['2/3', '3/5', '3/8', '7/3', '9/7'] -> (9/7 / (3/5 * (3/8 - (2/3 / 7/3))))
[1318387] ['2/3', '3/5', '3/8', '7/4', '7/4'] -> ((7/4 / (2/3 - (3/8 / 3/5))) / 7/4)
[1318401] ['2/3', '3/5', '3/8', '7/5', '7/5'] -> ((7/5 / (2/3 - (3/8 / 3/5))) / 7/5)
[1318414] ['2/3', '3/5', '3/8', '7/6', '7/6'] -> ((7/6 / (2/3 - (3/8 / 3/5))) / 7/6)
[1318418] ['2/3', '3/5', '3/8', '7/6', '8/5'] -> (8/5 / (3/8 * ((2/3 * 7/6) - 3/5)))
[1318424] ['2/3', '3/5', '3/8', '7/6', '9/7'] -> (9/7 / ((3/8 / 3/5) - (2/3 / 7/6)))
[1318426] ['2/3', '3/5', '3/8', '7/8', '7/8'] -> ((7/8 / (2/3 - (3/8 / 3/5))) / 7/8)
[1318432] ['2/3', '3/5', '3/8', '7/8', '9/2'] -> (9/2 / (3/5 * (7/8 - (3/8 / 2/3))))
[1318437] ['2/3', '3/5', '3/8', '7/9', '7/9'] -> (7/9 / ((2/3 - (3/8 / 3/5)) * 7/9))
[1318444] ['2/3', '3/5', '3/8', '7/9', '9/5'] -> (9/5 / (3/8 * (2/3 - (3/5 * 7/9))))
[1318445] ['2/3', '3/5', '3/8', '7/9', '9/7'] -> (9/7 / ((2/3 - (3/8 / 3/5)) / 7/9))
[1318451] ['2/3', '3/5', '3/8', '8/3', '9/2'] -> (((2/3 + 8/3) / (3/8 / 3/5)) * 9/2)
[1318456] ['2/3', '3/5', '3/8', '8/5', '8/5'] -> ((8/5 / (2/3 - (3/8 / 3/5))) / 8/5)
[1318466] ['2/3', '3/5', '3/8', '8/7', '9/2'] -> (9/2 / ((3/8 / (8/7 - 2/3)) - 3/5))
[1318471] ['2/3', '3/5', '3/8', '8/9', '8/9'] -> (8/9 / ((2/3 - (3/8 / 3/5)) * 8/9))
[1318472] ['2/3', '3/5', '3/8', '8/9', '9/2'] -> ((((2/3 / 3/5) + 8/9) / 3/8) * 9/2)
[1318474] ['2/3', '3/5', '3/8', '8/9', '9/5'] -> (9/5 / (((2/3 * 3/5) / 8/9) - 3/8))
[1318476] ['2/3', '3/5', '3/8', '8/9', '9/8'] -> (9/8 / ((2/3 - (3/8 / 3/5)) / 8/9))
[1318477] ['2/3', '3/5', '3/8', '9/2', '9/2'] -> ((9/2 / (2/3 - (3/8 / 3/5))) / 9/2)
[1318488] ['2/3', '3/5', '3/8', '9/5', '9/8'] -> ((3/5 / (9/5 - (2/3 / 3/8))) / 9/8)
[1318489] ['2/3', '3/5', '3/8', '9/7', '9/7'] -> ((9/7 / (2/3 - (3/8 / 3/5))) / 9/7)
[1318495] ['2/3', '3/5', '4/3', '4/3', '4/9'] -> ((4/3 * 4/3) / ((4/9 / 3/5) - 2/3))
[1318502] ['2/3', '3/5', '4/3', '4/3', '5/9'] -> ((4/3 / (3/5 - (2/3 / 4/3))) / 5/9)
[1318511] ['2/3', '3/5', '4/3', '4/3', '7/9'] -> (((4/3 / (2/3 - 3/5)) - 4/3) / 7/9)
[1318516] ['2/3', '3/5', '4/3', '4/3', '9/2'] -> ((((4/3 / 3/5) + 4/3) / 2/3) * 9/2)
[1318518] ['2/3', '3/5', '4/3', '4/3', '9/5'] -> ((4/3 * 9/5) / (3/5 - (2/3 / 4/3)))
[1318519] ['2/3', '3/5', '4/3', '4/3', '9/7'] -> (((4/3 / (2/3 - 3/5)) - 4/3) * 9/7)
[1318523] ['2/3', '3/5', '4/3', '4/5', '4/9'] -> (((4/5 / (2/3 - 3/5)) - 4/3) / 4/9)
[1318524] ['2/3', '3/5', '4/3', '4/5', '5/2'] -> (5/2 / (2/3 - ((3/5 / 4/3) / 4/5)))
[1318526] ['2/3', '3/5', '4/3', '4/5', '5/4'] -> (((4/3 / (2/3 - 3/5)) - 4/5) * 5/4)
[1318539] ['2/3', '3/5', '4/3', '4/5', '7/9'] -> ((4/3 + (4/5 / 3/5)) / (7/9 - 2/3))
[1318544] ['2/3', '3/5', '4/3', '4/5', '9/2'] -> ((((4/3 + 4/5) / 2/3) / 3/5) * 9/2)
[1318545] ['2/3', '3/5', '4/3', '4/5', '9/4'] -> (((4/5 / (2/3 - 3/5)) - 4/3) * 9/4)
[1318569] ['2/3', '3/5', '4/3', '4/7', '8/7'] -> (8/7 / (((4/7 / 3/5) / 4/3) - 2/3))
[1318576] ['2/3', '3/5', '4/3', '4/9', '4/9'] -> ((4/3 + 4/9) / ((4/9 / 3/5) - 2/3))
[1318578] ['2/3', '3/5', '4/3', '4/9', '5/3'] -> ((2/3 / ((3/5 / 4/9) - 4/3)) / 5/3)
[1318579] ['2/3', '3/5', '4/3', '4/9', '5/4'] -> ((4/3 / (4/9 - (2/3 * 3/5))) / 5/4)
[1318580] ['2/3', '3/5', '4/3', '4/9', '5/6'] -> ((4/3 / ((4/9 / 2/3) - 3/5)) / 5/6)
[1318584] ['2/3', '3/5', '4/3', '4/9', '6/5'] -> ((4/3 / ((4/9 / 2/3) - 3/5)) * 6/5)
[1318591] ['2/3', '3/5', '4/3', '4/9', '7/8'] -> (((4/3 / 3/5) / 4/9) / (7/8 - 2/3))
[1318597] ['2/3', '3/5', '4/3', '4/9', '9/2'] -> (((4/9 / (2/3 - 3/5)) - 4/3) * 9/2)
[1318618] ['2/3', '3/5', '4/3', '5/2', '8/3'] -> (8/3 / (2/3 * ((3/5 * 5/2) - 4/3)))
[1318633] ['2/3', '3/5', '4/3', '5/3', '6/5'] -> (6/5 / ((3/5 / 4/3) - (2/3 / 5/3)))
[1318640] ['2/3', '3/5', '4/3', '5/3', '7/8'] -> (((4/3 + 5/3) / 3/5) / (7/8 - 2/3))
[1318652] ['2/3', '3/5', '4/3', '5/4', '5/6'] -> ((4/3 / (3/5 - (2/3 / 5/4))) / 5/6)
[1318655] ['2/3', '3/5', '4/3', '5/4', '5/9'] -> (((2/3 / (4/3 - 5/4)) / 3/5) / 5/9)
[1318661] ['2/3', '3/5', '4/3', '5/4', '7/5'] -> (7/5 / ((3/5 + 4/3) - (5/4 / 2/3)))
[1318671] ['2/3', '3/5', '4/3', '5/4', '9/5'] -> (((2/3 / (4/3 - 5/4)) / 3/5) * 9/5)
[1318690] ['2/3', '3/5', '4/3', '5/6', '8/9'] -> ((8/9 / 2/3) / ((5/6 / 3/5) - 4/3))
[1318693] ['2/3', '3/5', '4/3', '5/6', '9/5'] -> (((4/3 / (5/6 - 2/3)) / 3/5) * 9/5)
[1318700] ['2/3', '3/5', '4/3', '5/7', '6/7'] -> (((4/3 / (2/3 - 3/5)) / 5/7) * 6/7)
[1318705] ['2/3', '3/5', '4/3', '5/7', '7/6'] -> (((4/3 / (2/3 - 3/5)) / 5/7) / 7/6)
[1318710] ['2/3', '3/5', '4/3', '5/7', '8/7'] -> (8/7 / (((4/3 - 2/3) - 3/5) * 5/7))
[1318729] ['2/3', '3/5', '4/3', '5/8', '8/5'] -> (8/5 / ((3/5 / 2/3) - (4/3 * 5/8)))
[1318734] ['2/3', '3/5', '4/3', '5/8', '9/5'] -> (9/5 / (3/5 * (5/8 - (2/3 / 4/3))))
[1318764] ['2/3', '3/5', '4/3', '6/5', '7/9'] -> (((4/3 * 6/5) / 3/5) / (7/9 - 2/3))
[1318778] ['2/3', '3/5', '4/3', '6/7', '7/5'] -> (((4/3 * 6/7) / (2/3 - 3/5)) * 7/5)
[1318785] ['2/3', '3/5', '4/3', '6/7', '8/9'] -> (8/9 / (4/3 - ((2/3 / 3/5) / 6/7)))
[1318798] ['2/3', '3/5', '4/3', '7/2', '8/3'] -> (8/3 / ((2/3 * 7/2) - (4/3 / 3/5)))
[1318799] ['2/3', '3/5', '4/3', '7/2', '8/5'] -> (8/5 / (((2/3 * 3/5) * 7/2) - 4/3))
[1318802] ['2/3', '3/5', '4/3', '7/2', '9/2'] -> (((7/2 / 3/5) - (2/3 / 4/3)) * 9/2)
[1318803] ['2/3', '3/5', '4/3', '7/2', '9/4'] -> ((7/2 / ((3/5 * 4/3) - 2/3)) - 9/4)
[1318813] ['2/3', '3/5', '4/3', '7/3', '8/3'] -> (8/3 / (((2/3 / 3/5) + 4/3) - 7/3))
[1318818] ['2/3', '3/5', '4/3', '7/3', '9/4'] -> (((7/3 / (2/3 - 3/5)) / 4/3) - 9/4)
[1318837] ['2/3', '3/5', '4/3', '7/5', '7/6'] -> (((4/3 * 7/5) / (2/3 - 3/5)) / 7/6)
[1318838] ['2/3', '3/5', '4/3', '7/5', '7/8'] -> ((7/5 / ((4/3 - 2/3) - 3/5)) / 7/8)
[1318842] ['2/3', '3/5', '4/3', '7/5', '8/7'] -> ((7/5 / ((4/3 - 2/3) - 3/5)) * 8/7)
[1318855] ['2/3', '3/5', '4/3', '7/6', '8/9'] -> (8/9 / (4/3 - ((2/3 * 7/6) / 3/5)))
[1318858] ['2/3', '3/5', '4/3', '7/6', '9/5'] -> ((4/3 / ((2/3 + 3/5) - 7/6)) * 9/5)
[1318867] ['2/3', '3/5', '4/3', '7/8', '9/2'] -> ((2/3 / ((7/8 / 3/5) - 4/3)) * 9/2)
[1318868] ['2/3', '3/5', '4/3', '7/8', '9/4'] -> (((4/3 / (7/8 - 2/3)) / 3/5) * 9/4)
[1318909] ['2/3', '3/5', '4/3', '8/9', '9/5'] -> ((8/9 / ((4/3 - 2/3) - 3/5)) * 9/5)
[1318912] ['2/3', '3/5', '4/3', '9/2', '9/2'] -> ((((2/3 / 3/5) / 4/3) + 9/2) * 9/2)
[1318913] ['2/3', '3/5', '4/3', '9/2', '9/4'] -> ((2/3 + ((4/3 * 9/2) / 3/5)) * 9/4)
[1318923] ['2/3', '3/5', '4/3', '9/5', '9/8'] -> ((9/5 / ((4/3 - 2/3) - 3/5)) / 9/8)
[1318929] ['2/3', '3/5', '4/5', '4/5', '4/9'] -> ((4/5 + 4/5) / ((4/9 / 2/3) - 3/5))
[1318932] ['2/3', '3/5', '4/5', '4/5', '5/4'] -> ((4/5 + 4/5) / (3/5 - (2/3 / 5/4)))
[1318944] ['2/3', '3/5', '4/5', '4/5', '7/8'] -> ((3/5 + (4/5 / 2/3)) / (7/8 - 4/5))
[1318945] ['2/3', '3/5', '4/5', '4/5', '7/9'] -> (((4/5 + 4/5) / 3/5) / (7/9 - 2/3))
[1318949] ['2/3', '3/5', '4/5', '4/5', '8/9'] -> ((4/5 / 3/5) / (8/9 - (2/3 / 4/5)))
[1318955] ['2/3', '3/5', '4/5', '4/7', '4/7'] -> (((4/5 / (3/5 - 4/7)) / 2/3) * 4/7)
[1318965] ['2/3', '3/5', '4/5', '4/7', '6/7'] -> (((4/5 + 4/7) / (2/3 - 3/5)) / 6/7)
[1318968] ['2/3', '3/5', '4/5', '4/7', '7/4'] -> (((4/5 / (3/5 - 4/7)) / 2/3) / 7/4)
[1318970] ['2/3', '3/5', '4/5', '4/7', '7/6'] -> (((4/5 + 4/7) / (2/3 - 3/5)) * 7/6)
[1318971] ['2/3', '3/5', '4/5', '4/7', '7/8'] -> (((4/5 / (2/3 - 3/5)) / 4/7) / 7/8)
[1318980] ['2/3', '3/5', '4/5', '4/7', '9/7'] -> (((2/3 * 4/5) / (3/5 - 4/7)) * 9/7)
[1318988] ['2/3', '3/5', '4/5', '4/9', '5/8'] -> ((2/3 / (3/5 - (4/9 / 4/5))) / 5/8)
[1318998] ['2/3', '3/5', '4/5', '4/9', '7/9'] -> (((4/5 + 4/9) / (2/3 - 3/5)) / 7/9)
[1319006] ['2/3', '3/5', '4/5', '4/9', '9/7'] -> (((4/5 + 4/9) / (2/3 - 3/5)) * 9/7)
[1319007] ['2/3', '3/5', '4/5', '4/9', '9/8'] -> (((4/5 / (2/3 - 3/5)) / 4/9) / 9/8)
[1319025] ['2/3', '3/5', '4/5', '5/2', '8/5'] -> (8/5 / ((2/3 / 5/2) - (4/5 - 3/5)))
[1319049] ['2/3', '3/5', '4/5', '5/3', '8/5'] -> (8/5 / (((4/5 * 5/3) - 2/3) - 3/5))
[1319061] ['2/3', '3/5', '4/5', '5/4', '5/9'] -> ((2/3 / (4/5 - (3/5 * 5/4))) / 5/9)
[1319062] ['2/3', '3/5', '4/5', '5/4', '6/5'] -> (6/5 / ((5/4 - (2/3 * 3/5)) - 4/5))
[1319064] ['2/3', '3/5', '4/5', '5/4', '7/2'] -> (7/2 / (((5/4 - 3/5) / 4/5) - 2/3))
[1319082] ['2/3', '3/5', '4/5', '5/6', '5/8'] -> ((4/5 / ((3/5 / 5/6) - 2/3)) / 5/8)
[1319096] ['2/3', '3/5', '4/5', '5/6', '8/9'] -> (((3/5 / (5/6 - 4/5)) / 2/3) * 8/9)
[1319101] ['2/3', '3/5', '4/5', '5/6', '9/8'] -> (((3/5 / (5/6 - 4/5)) / 2/3) / 9/8)
[1319106] ['2/3', '3/5', '4/5', '5/7', '6/7'] -> (((4/5 / (5/7 - 2/3)) / 3/5) * 6/7)
[1319111] ['2/3', '3/5', '4/5', '5/7', '7/6'] -> (((4/5 / (5/7 - 2/3)) / 3/5) / 7/6)
[1319115] ['2/3', '3/5', '4/5', '5/7', '8/5'] -> (8/5 / ((3/5 + 4/5) * (5/7 - 2/3)))
[1319125] ['2/3', '3/5', '4/5', '5/8', '6/5'] -> (6/5 / ((3/5 * (4/5 - 2/3)) * 5/8))
[1319127] ['2/3', '3/5', '4/5', '5/8', '7/2'] -> (7/2 / (((2/3 / 4/5) - 3/5) * 5/8))
[1319135] ['2/3', '3/5', '4/5', '5/8', '8/5'] -> (8/5 / (2/3 * (3/5 - (4/5 * 5/8))))
[1319142] ['2/3', '3/5', '4/5', '5/8', '9/8'] -> (9/8 / (((5/8 - 3/5) / 2/3) / 4/5))
[1319175] ['2/3', '3/5', '4/5', '6/5', '9/2'] -> (((6/5 / (4/5 - 3/5)) - 2/3) * 9/2)
[1319177] ['2/3', '3/5', '4/5', '6/5', '9/5'] -> (9/5 / (6/5 - ((3/5 / 2/3) / 4/5)))
[1319185] ['2/3', '3/5', '4/5', '6/7', '7/6'] -> ((4/5 / (3/5 - (2/3 * 6/7))) / 7/6)
[1319189] ['2/3', '3/5', '4/5', '6/7', '8/5'] -> (8/5 / (2/3 * (4/5 - (3/5 / 6/7))))
[1319190] ['2/3', '3/5', '4/5', '6/7', '8/7'] -> (8/7 / ((4/5 / 3/5) - (6/7 / 2/3)))
[1319191] ['2/3', '3/5', '4/5', '6/7', '8/9'] -> ((3/5 / (4/5 - (2/3 / 6/7))) * 8/9)
[1319194] ['2/3', '3/5', '4/5', '6/7', '9/5'] -> (9/5 / (3/5 - (4/5 / (2/3 + 6/7))))
[1319195] ['2/3', '3/5', '4/5', '6/7', '9/7'] -> ((4/5 / ((3/5 / 2/3) - 6/7)) * 9/7)
[1319196] ['2/3', '3/5', '4/5', '6/7', '9/8'] -> ((3/5 / (4/5 - (2/3 / 6/7))) / 9/8)
[1319205] ['2/3', '3/5', '4/5', '7/2', '8/5'] -> ((7/2 / ((2/3 / 4/5) - 3/5)) * 8/5)
[1319208] ['2/3', '3/5', '4/5', '7/2', '9/2'] -> ((2/3 + ((4/5 * 7/2) / 3/5)) * 9/2)
[1319219] ['2/3', '3/5', '4/5', '7/3', '8/3'] -> (8/3 / (((2/3 + 4/5) / 3/5) - 7/3))
[1319238] ['2/3', '3/5', '4/5', '7/4', '9/4'] -> ((7/4 / (3/5 - (2/3 * 4/5))) - 9/4)
[1319244] ['2/3', '3/5', '4/5', '7/5', '7/8'] -> ((7/5 / (3/5 - (2/3 * 4/5))) / 7/8)
[1319247] ['2/3', '3/5', '4/5', '7/5', '8/5'] -> (((3/5 + 7/5) / (4/5 - 2/3)) * 8/5)
[1319248] ['2/3', '3/5', '4/5', '7/5', '8/7'] -> ((7/5 / (3/5 - (2/3 * 4/5))) * 8/7)
[1319251] ['2/3', '3/5', '4/5', '7/5', '9/4'] -> (((7/5 / (2/3 - 3/5)) / 4/5) - 9/4)
[1319255] ['2/3', '3/5', '4/5', '7/6', '7/6'] -> ((4/5 / (3/5 - (2/3 / 7/6))) / 7/6)
[1319258] ['2/3', '3/5', '4/5', '7/6', '8/3'] -> (8/3 / (2/3 * ((4/5 / 3/5) - 7/6)))
[1319259] ['2/3', '3/5', '4/5', '7/6', '8/5'] -> (8/5 / (2/3 * (4/5 - (3/5 * 7/6))))
[1319261] ['2/3', '3/5', '4/5', '7/6', '8/9'] -> ((3/5 / (4/5 - (2/3 * 7/6))) * 8/9)
[1319266] ['2/3', '3/5', '4/5', '7/6', '9/8'] -> ((3/5 / (4/5 - (2/3 * 7/6))) / 9/8)
[1319270] ['2/3', '3/5', '4/5', '7/8', '8/5'] -> (8/5 / (2/3 * ((4/5 * 7/8) - 3/5)))
[1319277] ['2/3', '3/5', '4/5', '7/8', '9/8'] -> (((4/5 + 7/8) / (2/3 - 3/5)) - 9/8)
[1319288] ['2/3', '3/5', '4/5', '8/3', '8/3'] -> ((8/3 / ((3/5 / 2/3) - 4/5)) - 8/3)
[1319315] ['2/3', '3/5', '4/5', '8/9', '9/5'] -> ((8/9 / (3/5 - (2/3 * 4/5))) * 9/5)
[1319318] ['2/3', '3/5', '4/5', '9/2', '9/2'] -> ((((4/5 * 9/2) / 3/5) - 2/3) * 9/2)
[1319329] ['2/3', '3/5', '4/5', '9/5', '9/8'] -> ((9/5 / (3/5 - (2/3 * 4/5))) / 9/8)
[1319336] ['2/3', '3/5', '4/7', '4/7', '5/3'] -> ((5/3 / (2/3 - 3/5)) - (4/7 / 4/7))
[1319337] ['2/3', '3/5', '4/7', '4/7', '5/4'] -> (((4/7 / (3/5 - 4/7)) / 2/3) / 5/4)
[1319339] ['2/3', '3/5', '4/7', '4/7', '5/7'] -> (((4/7 + 4/7) / (2/3 - 3/5)) / 5/7)
[1319340] ['2/3', '3/5', '4/7', '4/7', '5/8'] -> (((4/7 / (2/3 - 3/5)) / 4/7) / 5/8)
[1319341] ['2/3', '3/5', '4/7', '4/7', '5/9'] -> (((2/3 * 4/7) / (3/5 - 4/7)) / 5/9)
[1319347] ['2/3', '3/5', '4/7', '4/7', '7/5'] -> (((4/7 + 4/7) / (2/3 - 3/5)) * 7/5)
[1319357] ['2/3', '3/5', '4/7', '4/7', '9/5'] -> (((2/3 * 4/7) / (3/5 - 4/7)) * 9/5)
[1319378] ['2/3', '3/5', '4/7', '4/9', '8/5'] -> (8/5 / (3/5 * ((4/9 / 4/7) - 2/3)))
[1319404] ['2/3', '3/5', '4/7', '5/2', '8/7'] -> (8/7 / ((2/3 * (3/5 - 4/7)) * 5/2))
[1319406] ['2/3', '3/5', '4/7', '5/2', '9/2'] -> (((2/3 / 4/7) + (5/2 / 3/5)) * 9/2)
[1319417] ['2/3', '3/5', '4/7', '5/3', '6/5'] -> (6/5 / ((2/3 + (3/5 / 4/7)) - 5/3))
[1319427] ['2/3', '3/5', '4/7', '5/3', '8/5'] -> (8/5 / ((3/5 - 4/7) * (2/3 + 5/3)))
[1319428] ['2/3', '3/5', '4/7', '5/3', '8/7'] -> (8/7 / ((5/3 - (4/7 / 3/5)) - 2/3))
[1319433] ['2/3', '3/5', '4/7', '5/3', '9/7'] -> (9/7 / ((2/3 / (5/3 - 3/5)) - 4/7))
[1319440] ['2/3', '3/5', '4/7', '5/4', '6/5'] -> (6/5 / (3/5 * (5/4 - (2/3 / 4/7))))
[1319456] ['2/3', '3/5', '4/7', '5/4', '9/7'] -> (9/7 / (((3/5 - 4/7) * 5/4) / 2/3))
[1319463] ['2/3', '3/5', '4/7', '5/6', '6/7'] -> (((2/3 / (3/5 - 4/7)) / 5/6) * 6/7)
[1319465] ['2/3', '3/5', '4/7', '5/6', '7/3'] -> (((4/7 / (2/3 - 3/5)) / 5/6) * 7/3)
[1319468] ['2/3', '3/5', '4/7', '5/6', '7/6'] -> (((2/3 / (3/5 - 4/7)) / 5/6) / 7/6)
[1319483] ['2/3', '3/5', '4/7', '5/7', '6/5'] -> (((4/7 / (5/7 - 2/3)) / 3/5) * 6/5)
[1319504] ['2/3', '3/5', '4/7', '5/8', '6/7'] -> (6/7 / ((2/3 - 4/7) * (3/5 * 5/8)))
[1319507] ['2/3', '3/5', '4/7', '5/8', '7/4'] -> (((4/7 / (2/3 - 3/5)) / 5/8) * 7/4)
[1319508] ['2/3', '3/5', '4/7', '5/8', '7/5'] -> (7/5 / ((3/5 + 5/8) - (2/3 / 4/7)))
[1319518] ['2/3', '3/5', '4/7', '5/8', '9/5'] -> (9/5 / (((2/3 * 3/5) / 4/7) - 5/8))
[1319526] ['2/3', '3/5', '4/7', '5/9', '7/4'] -> (((2/3 / (3/5 - 4/7)) / 5/9) / 7/4)
[1319533] ['2/3', '3/5', '4/7', '5/9', '8/7'] -> (8/7 / ((2/3 * 4/7) - (3/5 * 5/9)))
[1319536] ['2/3', '3/5', '4/7', '5/9', '9/4'] -> (((2/3 / (3/5 - 5/9)) / 4/7) - 9/4)
[1319541] ['2/3', '3/5', '4/7', '6/5', '6/7'] -> (((2/3 * 6/5) / (3/5 - 4/7)) * 6/7)
[1319543] ['2/3', '3/5', '4/7', '6/5', '7/3'] -> (((4/7 * 6/5) / (2/3 - 3/5)) * 7/3)
[1319546] ['2/3', '3/5', '4/7', '6/5', '7/6'] -> (((2/3 * 6/5) / (3/5 - 4/7)) / 7/6)
[1319547] ['2/3', '3/5', '4/7', '6/5', '7/8'] -> (((6/5 / (2/3 - 4/7)) / 3/5) / 7/8)
[1319562] ['2/3', '3/5', '4/7', '6/7', '7/5'] -> ((4/7 / ((3/5 / 6/7) - 2/3)) * 7/5)
[1319567] ['2/3', '3/5', '4/7', '6/7', '8/5'] -> (((6/7 / (2/3 - 4/7)) / 3/5) * 8/5)
[1319572] ['2/3', '3/5', '4/7', '6/7', '9/5'] -> ((4/7 / ((3/5 / 2/3) - 6/7)) * 9/5)
[1319583] ['2/3', '3/5', '4/7', '7/2', '8/5'] -> (8/5 / ((2/3 * (3/5 - 4/7)) * 7/2))
[1319595] ['2/3', '3/5', '4/7', '7/3', '7/8'] -> (((2/3 / (3/5 - 4/7)) - 7/3) / 7/8)
[1319598] ['2/3', '3/5', '4/7', '7/3', '8/5'] -> (8/5 / (((4/7 * 7/3) - 2/3) - 3/5))
[1319611] ['2/3', '3/5', '4/7', '7/4', '8/3'] -> (8/3 / ((2/3 / 3/5) - (4/7 * 7/4)))
[1319617] ['2/3', '3/5', '4/7', '7/4', '9/5'] -> (((2/3 / (3/5 - 4/7)) / 7/4) * 9/5)
