[333488] ['1/3', '2/9', '3/2', '4/5', '9/8'] -> ((3/2 / (1/3 - (2/9 / 4/5))) / 9/8)
[344019] ['1/3', '3/2', '4/7', '5/4', '9/4'] -> ((5/4 / ((4/7 / 3/2) - 1/3)) - 9/4)
[344021] ['1/3', '3/2', '4/7', '5/4', '9/7'] -> (9/7 / (((1/3 * 3/2) * 5/4) - 4/7))
[344046] ['1/3', '3/2', '4/7', '5/7', '5/8'] -> ((5/7 / ((4/7 / 3/2) - 1/3)) / 5/8)
[344058] ['1/3', '3/2', '4/7', '5/7', '8/5'] -> ((5/7 / ((4/7 / 3/2) - 1/3)) * 8/5)
[344072] ['1/3', '3/2', '4/7', '5/8', '7/4'] -> (7/4 / ((3/2 - (5/8 / 4/7)) - 1/3))
[344077] ['1/3', '3/2', '4/7', '5/8', '8/3'] -> (((3/2 / (5/8 - 1/3)) / 4/7) * 8/3)
[344079] ['1/3', '3/2', '4/7', '5/8', '8/7'] -> (8/7 / (4/7 * ((5/8 / 3/2) - 1/3)))
[344090] ['1/3', '3/2', '4/7', '5/9', '7/3'] -> ((4/7 / (5/9 - (1/3 * 3/2))) * 7/3)
[344096] ['1/3', '3/2', '4/7', '5/9', '8/3'] -> (8/3 / (((3/2 - 1/3) * 4/7) - 5/9))
[344098] ['1/3', '3/2', '4/7', '5/9', '8/7'] -> (8/7 / (((1/3 + 4/7) / 3/2) - 5/9))
[344110] ['1/3', '3/2', '4/7', '6/5', '7/5'] -> (7/5 / (((1/3 + 6/5) - 3/2) / 4/7))
[344123] ['1/3', '3/2', '4/7', '6/7', '6/7'] -> (6/7 / ((3/2 / 6/7) - (4/7 / 1/3)))
[344138] ['1/3', '3/2', '4/7', '6/7', '9/7'] -> (9/7 / ((3/2 / 4/7) - (6/7 / 1/3)))
[344140] ['1/3', '3/2', '4/7', '7/2', '7/2'] -> ((4/7 * (3/2 + (7/2 / 1/3))) * 7/2)
[344142] ['1/3', '3/2', '4/7', '7/2', '7/4'] -> ((3/2 + ((4/7 + 7/2) / 1/3)) * 7/4)
[344147] ['1/3', '3/2', '4/7', '7/2', '8/3'] -> ((((3/2 * 4/7) * 7/2) / 1/3) * 8/3)
[344155] ['1/3', '3/2', '4/7', '7/2', '9/8'] -> (((3/2 + (7/2 / 4/7)) / 1/3) + 9/8)
[344156] ['1/3', '3/2', '4/7', '7/3', '7/3'] -> (7/3 / (1/3 * ((3/2 / 4/7) - 7/3)))
[344162] ['1/3', '3/2', '4/7', '7/3', '8/3'] -> (8/3 / (((4/7 / 3/2) - 1/3) * 7/3))
[344171] ['1/3', '3/2', '4/7', '7/4', '7/4'] -> ((3/2 / (7/4 - (4/7 / 1/3))) / 7/4)
[344183] ['1/3', '3/2', '4/7', '7/4', '9/7'] -> (9/7 / (3/2 * (7/4 - (4/7 / 1/3))))
[344185] ['1/3', '3/2', '4/7', '7/5', '7/5'] -> (((4/7 / (3/2 - 7/5)) / 1/3) * 7/5)
[344190] ['1/3', '3/2', '4/7', '7/5', '8/5'] -> (8/5 / (((4/7 / 3/2) - 1/3) * 7/5))
[344201] ['1/3', '3/2', '4/7', '7/6', '8/3'] -> (8/3 / (((4/7 * 7/6) / 3/2) - 1/3))
[344216] ['1/3', '3/2', '4/7', '7/8', '9/2'] -> (9/2 / (((4/7 / 1/3) - 3/2) * 7/8))
[344217] ['1/3', '3/2', '4/7', '7/8', '9/4'] -> ((1/3 / ((7/8 / 4/7) - 3/2)) * 9/4)
[344219] ['1/3', '3/2', '4/7', '7/8', '9/7'] -> (9/7 / ((7/8 - (3/2 * 4/7)) / 1/3))
[344224] ['1/3', '3/2', '4/7', '7/9', '8/7'] -> (8/7 / ((1/3 / 7/9) - (4/7 / 3/2)))
[344233] ['1/3', '3/2', '4/7', '8/3', '8/7'] -> ((((3/2 * 8/3) / 1/3) / 4/7) * 8/7)
[344250] ['1/3', '3/2', '4/7', '8/7', '9/2'] -> ((8/7 / ((4/7 / 1/3) - 3/2)) * 9/2)
[344259] ['1/3', '3/2', '4/7', '8/9', '9/7'] -> (9/7 / (((4/7 / 3/2) - 1/3) / 8/9))
[344262] ['1/3', '3/2', '4/7', '9/2', '9/4'] -> (((3/2 + (9/2 / 1/3)) / 4/7) - 9/4)
[344265] ['1/3', '3/2', '4/7', '9/2', '9/8'] -> ((3/2 + ((9/2 / 1/3) / 4/7)) - 9/8)
[344274] ['1/3', '3/2', '4/7', '9/7', '9/8'] -> ((9/7 / ((4/7 / 3/2) - 1/3)) / 9/8)
[344276] ['1/3', '3/2', '4/9', '4/9', '4/9'] -> ((4/9 + 4/9) / (1/3 - (4/9 / 3/2)))
[344279] ['1/3', '3/2', '4/9', '4/9', '5/4'] -> ((3/2 * 4/9) / (4/9 - (1/3 * 5/4)))
[344283] ['1/3', '3/2', '4/9', '4/9', '5/9'] -> ((4/9 + 4/9) / ((5/9 / 3/2) - 1/3))
[344293] ['1/3', '3/2', '4/9', '4/9', '8/3'] -> (8/3 / ((1/3 + 4/9) - (3/2 * 4/9)))
[344301] ['1/3', '3/2', '4/9', '4/9', '9/8'] -> ((4/9 / 4/9) / ((3/2 - 1/3) - 9/8))
[344308] ['1/3', '3/2', '4/9', '5/2', '5/9'] -> ((((3/2 + 4/9) + 5/2) / 1/3) / 5/9)
[344312] ['1/3', '3/2', '4/9', '5/2', '7/3'] -> (((3/2 + 5/2) / 4/9) * (1/3 + 7/3))
[344316] ['1/3', '3/2', '4/9', '5/2', '7/8'] -> (((5/2 / (4/9 - 1/3)) - 3/2) / 7/8)
[344320] ['1/3', '3/2', '4/9', '5/2', '8/7'] -> (((5/2 / (4/9 - 1/3)) - 3/2) * 8/7)
[344321] ['1/3', '3/2', '4/9', '5/2', '8/9'] -> ((((3/2 + 5/2) / 1/3) / 4/9) * 8/9)
[344323] ['1/3', '3/2', '4/9', '5/2', '9/4'] -> ((((3/2 + 5/2) - 4/9) / 1/3) * 9/4)
[344324] ['1/3', '3/2', '4/9', '5/2', '9/5'] -> ((((3/2 + 4/9) + 5/2) / 1/3) * 9/5)
[344326] ['1/3', '3/2', '4/9', '5/2', '9/8'] -> ((((3/2 + 5/2) / 1/3) / 4/9) / 9/8)
[344328] ['1/3', '3/2', '4/9', '5/3', '5/4'] -> ((5/3 / ((1/3 * 3/2) - 4/9)) / 5/4)
[344339] ['1/3', '3/2', '4/9', '5/3', '7/6'] -> ((3/2 + 7/6) / ((1/3 * 5/3) - 4/9))
[344342] ['1/3', '3/2', '4/9', '5/3', '8/3'] -> (8/3 / ((3/2 * 4/9) - (1/3 * 5/3)))
[344343] ['1/3', '3/2', '4/9', '5/3', '8/5'] -> (8/5 / (((3/2 * 4/9) / 5/3) - 1/3))
[344346] ['1/3', '3/2', '4/9', '5/3', '9/2'] -> (((3/2 + 5/3) / (4/9 - 1/3)) - 9/2)
[344370] ['1/3', '3/2', '4/9', '5/4', '9/4'] -> ((3/2 / (4/9 - (1/3 * 5/4))) / 9/4)
[344376] ['1/3', '3/2', '4/9', '5/6', '5/8'] -> ((5/6 / ((1/3 * 3/2) - 4/9)) / 5/8)
[344381] ['1/3', '3/2', '4/9', '5/6', '7/3'] -> ((1/3 + 7/3) / ((5/6 / 3/2) - 4/9))
[344385] ['1/3', '3/2', '4/9', '5/6', '7/8'] -> (((3/2 + 5/6) / (4/9 - 1/3)) / 7/8)
[344389] ['1/3', '3/2', '4/9', '5/6', '8/7'] -> (((3/2 + 5/6) / (4/9 - 1/3)) * 8/7)
[344391] ['1/3', '3/2', '4/9', '5/6', '9/2'] -> ((3/2 + ((4/9 + 5/6) / 1/3)) * 9/2)
[344395] ['1/3', '3/2', '4/9', '5/6', '9/8'] -> ((3/2 / ((5/6 - 1/3) - 4/9)) / 9/8)
[344403] ['1/3', '3/2', '4/9', '5/7', '7/4'] -> ((3/2 / ((1/3 / 4/9) - 5/7)) / 7/4)
[344410] ['1/3', '3/2', '4/9', '5/7', '8/7'] -> (8/7 / ((5/7 - (1/3 / 3/2)) - 4/9))
[344415] ['1/3', '3/2', '4/9', '5/7', '9/7'] -> (9/7 / (3/2 * ((1/3 / 4/9) - 5/7)))
[344436] ['1/3', '3/2', '4/9', '5/8', '9/8'] -> ((3/2 / (1/3 - (4/9 * 5/8))) / 9/8)
[344441] ['1/3', '3/2', '4/9', '5/9', '7/3'] -> ((1/3 + 7/3) / ((3/2 * 4/9) - 5/9))
[344449] ['1/3', '3/2', '4/9', '5/9', '8/7'] -> (8/7 / (1/3 - (5/9 / (3/2 + 4/9))))
[344456] ['1/3', '3/2', '4/9', '6/5', '6/5'] -> (6/5 / ((6/5 / 3/2) - (1/3 / 4/9)))
[344465] ['1/3', '3/2', '4/9', '6/5', '8/3'] -> ((3/2 / (4/9 - (1/3 / 6/5))) * 8/3)
[344476] ['1/3', '3/2', '4/9', '6/7', '7/3'] -> (((3/2 + (6/7 / 4/9)) / 1/3) * 7/3)
[344485] ['1/3', '3/2', '4/9', '6/7', '8/9'] -> ((3/2 / (4/9 - (1/3 / 6/7))) * 8/9)
[344490] ['1/3', '3/2', '4/9', '6/7', '9/8'] -> ((3/2 / (4/9 - (1/3 / 6/7))) / 9/8)
[344501] ['1/3', '3/2', '4/9', '7/2', '8/9'] -> (((3/2 + (7/2 / 1/3)) / 4/9) * 8/9)
[344502] ['1/3', '3/2', '4/9', '7/2', '9/2'] -> ((4/9 * (3/2 + (7/2 / 1/3))) * 9/2)
[344504] ['1/3', '3/2', '4/9', '7/2', '9/5'] -> ((3/2 + ((4/9 + 7/2) / 1/3)) * 9/5)
[344508] ['1/3', '3/2', '4/9', '7/3', '7/4'] -> ((7/3 / ((1/3 * 3/2) - 4/9)) / 7/4)
[344515] ['1/3', '3/2', '4/9', '7/3', '8/7'] -> (8/7 / (1/3 - ((3/2 * 4/9) / 7/3)))
[344516] ['1/3', '3/2', '4/9', '7/3', '8/9'] -> (8/9 / ((4/9 * (7/3 - 3/2)) - 1/3))
[344529] ['1/3', '3/2', '4/9', '7/4', '8/7'] -> (8/7 / (((3/2 * 4/9) / 7/4) - 1/3))
[344546] ['1/3', '3/2', '4/9', '7/5', '9/5'] -> (((4/9 / (3/2 - 7/5)) / 1/3) * 9/5)
[344550] ['1/3', '3/2', '4/9', '7/6', '7/8'] -> ((7/6 / ((1/3 * 3/2) - 4/9)) / 7/8)
[344560] ['1/3', '3/2', '4/9', '7/6', '9/8'] -> ((3/2 / (4/9 - (1/3 * 7/6))) / 9/8)
[344562] ['1/3', '3/2', '4/9', '7/8', '7/9'] -> (7/9 / ((1/3 - (4/9 / 3/2)) * 7/8))
[344566] ['1/3', '3/2', '4/9', '7/8', '8/9'] -> ((3/2 / ((4/9 * 7/8) - 1/3)) * 8/9)
[344567] ['1/3', '3/2', '4/9', '7/8', '9/2'] -> (9/2 / (3/2 * (7/8 - (1/3 / 4/9))))
[344571] ['1/3', '3/2', '4/9', '7/8', '9/8'] -> ((3/2 / ((4/9 * 7/8) - 1/3)) / 9/8)
[344574] ['1/3', '3/2', '4/9', '7/9', '8/5'] -> (8/5 / ((7/9 / (3/2 + 4/9)) - 1/3))
[344578] ['1/3', '3/2', '4/9', '7/9', '9/4'] -> ((3/2 / (7/9 - (1/3 / 4/9))) / 9/4)
[344582] ['1/3', '3/2', '4/9', '8/3', '8/3'] -> ((3/2 * 8/3) / (1/3 - (4/9 / 8/3)))
[344584] ['1/3', '3/2', '4/9', '8/3', '8/7'] -> (8/7 / ((4/9 / (8/3 - 3/2)) - 1/3))
[344585] ['1/3', '3/2', '4/9', '8/3', '8/9'] -> ((((3/2 * 8/3) / 1/3) / 4/9) * 8/9)
[344587] ['1/3', '3/2', '4/9', '8/3', '9/4'] -> ((((3/2 * 8/3) - 4/9) / 1/3) * 9/4)
[344588] ['1/3', '3/2', '4/9', '8/3', '9/5'] -> (((4/9 + (3/2 * 8/3)) / 1/3) * 9/5)
[344590] ['1/3', '3/2', '4/9', '8/3', '9/8'] -> ((((3/2 * 8/3) / 1/3) / 4/9) / 9/8)
[344593] ['1/3', '3/2', '4/9', '8/5', '8/9'] -> ((3/2 / (1/3 - (4/9 / 8/5))) * 8/9)
[344598] ['1/3', '3/2', '4/9', '8/5', '9/8'] -> ((3/2 / (1/3 - (4/9 / 8/5))) / 9/8)
[344600] ['1/3', '3/2', '4/9', '8/7', '8/9'] -> ((3/2 / ((4/9 / 8/7) - 1/3)) * 8/9)
[344605] ['1/3', '3/2', '4/9', '8/7', '9/8'] -> ((3/2 / ((4/9 / 8/7) - 1/3)) / 9/8)
[344612] ['1/3', '3/2', '4/9', '9/2', '9/2'] -> ((4/9 * ((9/2 / 1/3) - 3/2)) * 9/2)
[344614] ['1/3', '3/2', '4/9', '9/2', '9/5'] -> ((((4/9 + 9/2) / 1/3) - 3/2) * 9/5)
[344621] ['1/3', '3/2', '4/9', '9/5', '9/5'] -> ((4/9 / ((1/3 + 3/2) - 9/5)) * 9/5)
[344627] ['1/3', '3/2', '5/2', '5/2', '5/2'] -> (3/2 + (((5/2 + 5/2) + 5/2) / 1/3))
[344630] ['1/3', '3/2', '5/2', '5/2', '5/6'] -> (3/2 + (((5/2 * 5/2) / 1/3) / 5/6))
[344636] ['1/3', '3/2', '5/2', '5/2', '7/2'] -> (((5/2 * 5/2) / 1/3) + (3/2 * 7/2))
[344637] ['1/3', '3/2', '5/2', '5/2', '7/3'] -> ((3/2 + 5/2) / ((1/3 + 7/3) - 5/2))
[344640] ['1/3', '3/2', '5/2', '5/2', '7/6'] -> ((3/2 + 5/2) * (5/2 + (7/6 / 1/3)))
[344641] ['1/3', '3/2', '5/2', '5/2', '7/8'] -> (((5/2 + 5/2) / 1/3) / (3/2 - 7/8))
[344642] ['1/3', '3/2', '5/2', '5/2', '7/9'] -> ((3/2 + 5/2) / (5/2 - (7/9 / 1/3)))
[344646] ['1/3', '3/2', '5/2', '5/2', '8/9'] -> ((3/2 + 5/2) / ((8/9 / 1/3) - 5/2))
[344651] ['1/3', '3/2', '5/2', '5/2', '9/8'] -> ((5/2 / 5/2) / ((3/2 - 1/3) - 9/8))
[344654] ['1/3', '3/2', '5/2', '5/3', '5/6'] -> ((((3/2 + 5/2) * 5/3) / 1/3) / 5/6)
[344658] ['1/3', '3/2', '5/2', '5/3', '6/5'] -> ((((3/2 + 5/2) * 5/3) / 1/3) * 6/5)
[344672] ['1/3', '3/2', '5/2', '5/3', '9/4'] -> (((3/2 + (5/2 / 1/3)) + 5/3) * 9/4)
[344685] ['1/3', '3/2', '5/2', '5/4', '7/4'] -> (((5/2 / 1/3) / 5/4) / (7/4 - 3/2))
[344702] ['1/3', '3/2', '5/2', '5/6', '5/9'] -> ((5/2 * ((3/2 / 1/3) + 5/6)) / 5/9)
[344706] ['1/3', '3/2', '5/2', '5/6', '7/3'] -> ((3/2 + (5/6 / 1/3)) / (5/2 - 7/3))
[344709] ['1/3', '3/2', '5/2', '5/6', '7/6'] -> (((3/2 + 7/6) / 1/3) / (5/6 / 5/2))
[344718] ['1/3', '3/2', '5/2', '5/6', '9/5'] -> ((5/2 * ((3/2 / 1/3) + 5/6)) * 9/5)
[344720] ['1/3', '3/2', '5/2', '5/6', '9/8'] -> (((5/2 / 1/3) / 5/6) / (3/2 - 9/8))
[344722] ['1/3', '3/2', '5/2', '5/7', '5/8'] -> (((3/2 + (5/2 / 5/7)) / 1/3) / 5/8)
[344733] ['1/3', '3/2', '5/2', '5/7', '8/3'] -> ((((5/2 / 1/3) / 5/7) - 3/2) * 8/3)
[344737] ['1/3', '3/2', '5/2', '5/7', '9/2'] -> (((1/3 + 3/2) + (5/2 / 5/7)) * 9/2)
[344743] ['1/3', '3/2', '5/2', '5/8', '5/9'] -> ((1/3 / (5/8 - (3/2 / 5/2))) / 5/9)
[344744] ['1/3', '3/2', '5/2', '5/8', '6/5'] -> ((5/2 / (5/8 - (1/3 * 3/2))) * 6/5)
[344748] ['1/3', '3/2', '5/2', '5/8', '7/4'] -> (((3/2 + 5/2) / (5/8 - 1/3)) * 7/4)
[344750] ['1/3', '3/2', '5/2', '5/8', '7/6'] -> ((1/3 + 7/6) / ((5/2 * 5/8) - 3/2))
[344754] ['1/3', '3/2', '5/2', '5/8', '8/5'] -> (8/5 / ((3/2 / 5/2) - (1/3 / 5/8)))
[344757] ['1/3', '3/2', '5/2', '5/8', '9/2'] -> ((1/3 / ((5/2 * 5/8) - 3/2)) * 9/2)
[344759] ['1/3', '3/2', '5/2', '5/8', '9/5'] -> ((1/3 / (5/8 - (3/2 / 5/2))) * 9/5)
[344766] ['1/3', '3/2', '5/2', '5/9', '7/3'] -> ((1/3 + 7/3) / (3/2 - (5/2 * 5/9)))
[344775] ['1/3', '3/2', '5/2', '5/9', '8/9'] -> ((8/9 / 1/3) / (3/2 - (5/2 * 5/9)))
[344777] ['1/3', '3/2', '5/2', '5/9', '9/4'] -> ((3/2 + ((5/2 + 5/9) / 1/3)) * 9/4)
[344781] ['1/3', '3/2', '5/2', '6/5', '6/5'] -> (6/5 / (((1/3 * 3/2) * 5/2) - 6/5))
[344791] ['1/3', '3/2', '5/2', '6/5', '8/5'] -> ((8/5 / 1/3) / ((3/2 + 6/5) - 5/2))
[344799] ['1/3', '3/2', '5/2', '6/7', '6/7'] -> (6/7 / (3/2 * (6/7 - (1/3 * 5/2))))
[344800] ['1/3', '3/2', '5/2', '6/7', '7/2'] -> ((((5/2 / 1/3) + 6/7) - 3/2) * 7/2)
[344801] ['1/3', '3/2', '5/2', '6/7', '7/3'] -> ((((3/2 + 5/2) * 6/7) / 1/3) * 7/3)
[344805] ['1/3', '3/2', '5/2', '6/7', '7/8'] -> ((3/2 / ((6/7 / 1/3) - 5/2)) / 7/8)
[344816] ['1/3', '3/2', '5/2', '7/2', '7/2'] -> (((1/3 * 3/2) + 7/2) * (5/2 + 7/2))
[344817] ['1/3', '3/2', '5/2', '7/2', '7/3'] -> ((3/2 * (5/2 + 7/2)) * (1/3 + 7/3))
[344818] ['1/3', '3/2', '5/2', '7/2', '7/4'] -> ((((3/2 + 5/2) * 7/2) / 1/3) / 7/4)
[344821] ['1/3', '3/2', '5/2', '7/2', '7/8'] -> ((((5/2 / 1/3) - 3/2) * 7/2) / 7/8)
[344824] ['1/3', '3/2', '5/2', '7/2', '8/5'] -> (((5/2 * (7/2 - 3/2)) / 1/3) * 8/5)
[344826] ['1/3', '3/2', '5/2', '7/2', '8/9'] -> (((3/2 * (5/2 + 7/2)) / 1/3) * 8/9)
[344829] ['1/3', '3/2', '5/2', '7/2', '9/5'] -> ((5/2 * ((1/3 + 3/2) + 7/2)) * 9/5)
[344831] ['1/3', '3/2', '5/2', '7/2', '9/8'] -> (((3/2 * (5/2 + 7/2)) / 1/3) / 9/8)
[344832] ['1/3', '3/2', '5/2', '7/3', '7/3'] -> ((1/3 + 7/3) * (3/2 / (5/2 - 7/3)))
[344835] ['1/3', '3/2', '5/2', '7/3', '7/6'] -> ((((3/2 + 5/2) * 7/3) / 1/3) / 7/6)
[344836] ['1/3', '3/2', '5/2', '7/3', '7/8'] -> (((3/2 + (5/2 / 1/3)) * 7/3) / 7/8)
[344840] ['1/3', '3/2', '5/2', '7/3', '8/7'] -> (((3/2 + (5/2 / 1/3)) * 7/3) * 8/7)
[344841] ['1/3', '3/2', '5/2', '7/3', '8/9'] -> (((3/2 / (5/2 - 7/3)) / 1/3) * 8/9)
[344846] ['1/3', '3/2', '5/2', '7/3', '9/8'] -> (((3/2 / (5/2 - 7/3)) / 1/3) / 9/8)
[344850] ['1/3', '3/2', '5/2', '7/4', '7/8'] -> ((((3/2 + 5/2) * 7/4) / 1/3) / 7/8)
[344854] ['1/3', '3/2', '5/2', '7/4', '8/7'] -> ((((3/2 + 5/2) * 7/4) / 1/3) * 8/7)
[344865] ['1/3', '3/2', '5/2', '7/5', '8/3'] -> ((((5/2 * 7/5) / 1/3) - 3/2) * 8/3)
[344869] ['1/3', '3/2', '5/2', '7/5', '9/2'] -> (((1/3 + 3/2) + (5/2 * 7/5)) * 9/2)
[344870] ['1/3', '3/2', '5/2', '7/5', '9/4'] -> (((3/2 + 7/5) / (1/3 / 5/2)) + 9/4)
[344877] ['1/3', '3/2', '5/2', '7/6', '8/3'] -> ((3/2 * (5/2 + (7/6 / 1/3))) * 8/3)
[344888] ['1/3', '3/2', '5/2', '7/8', '8/3'] -> (8/3 / ((3/2 / (5/2 + 7/8)) - 1/3))
[344892] ['1/3', '3/2', '5/2', '7/8', '9/2'] -> (9/2 / (3/2 * ((7/8 / 1/3) - 5/2)))
[344901] ['1/3', '3/2', '5/2', '7/9', '8/9'] -> ((3/2 / ((1/3 * 5/2) - 7/9)) * 8/9)
[344902] ['1/3', '3/2', '5/2', '7/9', '9/2'] -> ((((5/2 + 7/9) - 3/2) / 1/3) * 9/2)
[344906] ['1/3', '3/2', '5/2', '7/9', '9/8'] -> ((3/2 / ((1/3 * 5/2) - 7/9)) / 9/8)
[344908] ['1/3', '3/2', '5/2', '8/3', '8/5'] -> ((5/2 + ((3/2 + 8/3) / 1/3)) * 8/5)
[344910] ['1/3', '3/2', '5/2', '8/3', '8/9'] -> (((3/2 / (8/3 - 5/2)) / 1/3) * 8/9)
[344913] ['1/3', '3/2', '5/2', '8/3', '9/5'] -> ((((5/2 * 8/3) / 1/3) / 3/2) * 9/5)
[344914] ['1/3', '3/2', '5/2', '8/3', '9/7'] -> ((((3/2 / 1/3) + 5/2) * 8/3) * 9/7)
[344915] ['1/3', '3/2', '5/2', '8/3', '9/8'] -> (((3/2 / (8/3 - 5/2)) / 1/3) / 9/8)
[344919] ['1/3', '3/2', '5/2', '8/5', '9/2'] -> ((1/3 / ((5/2 / 8/5) - 3/2)) * 9/2)
[344932] ['1/3', '3/2', '5/2', '8/9', '9/2'] -> ((((5/2 / 1/3) - 3/2) * 8/9) * 9/2)
[344933] ['1/3', '3/2', '5/2', '8/9', '9/4'] -> ((((3/2 + 5/2) * 8/9) / 1/3) * 9/4)
[344936] ['1/3', '3/2', '5/2', '8/9', '9/8'] -> ((3/2 / (8/9 - (1/3 * 5/2))) / 9/8)
[344941] ['1/3', '3/2', '5/2', '9/2', '9/8'] -> ((((5/2 / 1/3) - 3/2) * 9/2) / 9/8)
[344945] ['1/3', '3/2', '5/2', '9/4', '9/8'] -> ((((3/2 + 5/2) * 9/4) / 1/3) / 9/8)
[344956] ['1/3', '3/2', '5/3', '5/3', '5/8'] -> (((3/2 * (5/3 + 5/3)) / 1/3) / 5/8)
[344961] ['1/3', '3/2', '5/3', '5/3', '7/3'] -> ((5/3 + 7/3) / ((1/3 + 3/2) - 5/3))
[344966] ['1/3', '3/2', '5/3', '5/3', '7/9'] -> ((5/3 + (7/9 / 1/3)) / (5/3 - 3/2))
[344968] ['1/3', '3/2', '5/3', '5/3', '8/5'] -> (((3/2 * (5/3 + 5/3)) / 1/3) * 8/5)
[344975] ['1/3', '3/2', '5/3', '5/3', '9/8'] -> ((5/3 / 5/3) / ((3/2 - 1/3) - 9/8))
[345005] ['1/3', '3/2', '5/3', '5/6', '7/2'] -> ((3/2 + (7/2 / 1/3)) / (5/6 / 5/3))
[345006] ['1/3', '3/2', '5/3', '5/6', '7/3'] -> ((1/3 + 7/3) / (3/2 - (5/3 * 5/6)))
[345008] ['1/3', '3/2', '5/3', '5/6', '7/5'] -> (((1/3 + 5/3) / 5/6) / (3/2 - 7/5))
[345015] ['1/3', '3/2', '5/3', '5/6', '8/9'] -> ((8/9 / 1/3) / (3/2 - (5/3 * 5/6)))
[345025] ['1/3', '3/2', '5/3', '5/7', '6/7'] -> (6/7 / ((3/2 / (1/3 + 5/3)) - 5/7))
[345035] ['1/3', '3/2', '5/3', '5/7', '8/7'] -> (8/7 / (1/3 - ((5/7 / 3/2) / 5/3)))
[345043] ['1/3', '3/2', '5/3', '5/8', '5/9'] -> ((5/3 / (5/8 - (1/3 * 3/2))) / 5/9)
[345044] ['1/3', '3/2', '5/3', '5/8', '6/5'] -> ((5/3 / ((5/8 / 3/2) - 1/3)) * 6/5)
[345047] ['1/3', '3/2', '5/3', '5/8', '7/3'] -> (7/3 / ((5/3 * (1/3 + 5/8)) - 3/2))
[345049] ['1/3', '3/2', '5/3', '5/8', '7/5'] -> (7/5 / ((1/3 + 5/8) - (3/2 / 5/3)))
[345057] ['1/3', '3/2', '5/3', '5/8', '9/2'] -> ((((5/3 / 1/3) / 3/2) / 5/8) * 9/2)
[345069] ['1/3', '3/2', '5/3', '5/9', '7/6'] -> (((5/3 / 1/3) / 5/9) * (3/2 + 7/6))
[345076] ['1/3', '3/2', '5/3', '5/9', '9/2'] -> (((1/3 + 5/9) / (5/3 - 3/2)) * 9/2)
[345084] ['1/3', '3/2', '5/3', '6/5', '7/3'] -> ((1/3 + 7/3) / (3/2 - (5/3 / 6/5)))
[345091] ['1/3', '3/2', '5/3', '6/5', '8/5'] -> ((8/5 / 1/3) / ((5/3 - 3/2) * 6/5))
[345093] ['1/3', '3/2', '5/3', '6/5', '8/9'] -> ((8/9 / 1/3) / (3/2 - (5/3 / 6/5)))
[345107] ['1/3', '3/2', '5/3', '6/7', '8/3'] -> (8/3 / (((5/3 / 6/7) - 1/3) - 3/2))
[345121] ['1/3', '3/2', '5/3', '7/2', '7/8'] -> ((7/2 / ((1/3 + 3/2) - 5/3)) / 7/8)
[345124] ['1/3', '3/2', '5/3', '7/2', '8/5'] -> ((5/3 * ((7/2 / 1/3) - 3/2)) * 8/5)
[345125] ['1/3', '3/2', '5/3', '7/2', '8/7'] -> ((7/2 / ((1/3 + 3/2) - 5/3)) * 8/7)
[345132] ['1/3', '3/2', '5/3', '7/3', '7/3'] -> ((1/3 + 7/3) / (5/3 - (7/3 / 3/2)))
[345133] ['1/3', '3/2', '5/3', '7/3', '7/4'] -> (((7/3 / (5/3 - 3/2)) / 1/3) / 7/4)
[345141] ['1/3', '3/2', '5/3', '7/3', '8/9'] -> ((8/9 / 1/3) / (5/3 - (7/3 / 3/2)))
[345157] ['1/3', '3/2', '5/3', '7/4', '9/4'] -> (((3/2 / (7/4 - 5/3)) / 1/3) / 9/4)
[345175] ['1/3', '3/2', '5/3', '7/6', '7/8'] -> (((7/6 / (5/3 - 3/2)) / 1/3) / 7/8)
[345182] ['1/3', '3/2', '5/3', '7/6', '9/4'] -> ((((3/2 + 5/3) / 1/3) + 7/6) * 9/4)
[345183] ['1/3', '3/2', '5/3', '7/6', '9/5'] -> (((3/2 + 7/6) / (1/3 / 5/3)) * 9/5)
[345201] ['1/3', '3/2', '5/3', '7/9', '8/9'] -> (8/9 / ((1/3 * 5/3) - (7/9 / 3/2)))
[345208] ['1/3', '3/2', '5/3', '8/3', '8/5'] -> (8/5 / ((5/3 / (3/2 + 8/3)) - 1/3))
[345210] ['1/3', '3/2', '5/3', '8/3', '8/9'] -> ((8/9 / 1/3) / ((8/3 / 3/2) - 5/3))
[345219] ['1/3', '3/2', '5/3', '8/5', '9/2'] -> ((((5/3 * 8/5) / 1/3) / 3/2) * 9/2)
[345232] ['1/3', '3/2', '5/3', '8/9', '9/2'] -> ((8/9 / ((1/3 + 3/2) - 5/3)) * 9/2)
[345246] ['1/3', '3/2', '5/3', '9/5', '9/5'] -> ((1/3 + 9/5) / ((9/5 - 5/3) / 3/2))
[345262] ['1/3', '3/2', '5/4', '5/4', '7/5'] -> (((3/2 / 1/3) / 5/4) / (7/5 - 5/4))
[345263] ['1/3', '3/2', '5/4', '5/4', '7/6'] -> ((1/3 + 7/6) / ((5/4 * 5/4) - 3/2))
[345266] ['1/3', '3/2', '5/4', '5/4', '8/3'] -> ((3/2 + ((5/4 + 5/4) / 1/3)) * 8/3)
[345271] ['1/3', '3/2', '5/4', '5/4', '9/4'] -> (((5/4 / 1/3) + 9/4) / (3/2 - 5/4))
